Key_1_3,entropy_ElectronAffinity,wtd_range_Valence,entropy_Density,wtd_range_ThermalConductivity,range_atomic_mass,Key_2_10
2845,1.39956160761746,1.11428571428571,1.33727512862318,57.1276685714286,128.2426,13119
9180,1.39956160761746,1.10714285714286,1.33727512862318,57.1276685714286,128.2426,130
8316,1.04528364787516,0.90625,1.13152109263225,62.485879375,188.3839,4001
9686,1.1640132003214,0.846153846153846,1.03449529359397,92.29338,128.2426,4011
20924,1.1640132003214,0.836923076923077,1.03449529359397,92.29338,128.2426,17280
21107,1.1640132003214,0.8,1.03449529359397,92.29338,128.2426,11210
9838,1.38315051284497,1.02818181818182,1.29273156166767,36.3491381818182,192.981,3359
13748,1.38315051284497,0.984545454545455,1.29273156166767,36.3491381818182,192.981,301
13822,1.38315051284497,0.910909090909091,1.29273156166767,36.3491381818182,192.981,20414
19196,1.38315051284497,0.909090909090909,1.29273156166767,36.3491381818182,192.981,11670
12170,1.38315051284497,0.909090909090909,1.29273156166767,36.3491381818182,192.981,8695
11440,1.38315051284497,0.909090909090909,1.29273156166767,36.3491381818182,192.981,12609
17037,1.04528364787516,0.908382066276803,1.13152109263225,62.3640227290448,188.3839,14242
18889,1.04528364787516,0.909402508374231,1.13152109263225,62.3057001277557,188.3839,21041
17890,1.04528364787516,0.910505836575875,1.13152109263225,62.242640233463,188.3839,16991
16845,1.04528364787516,0.911522313792567,1.13152109263225,62.184544241953,188.3839,7220
11746,0.772355882381251,2.0,0.546238772761833,26.993355,76.90698,5224
2489,1.10378156271312,2.425,1.00240171951112,26.993355,128.2426,3838
8265,0.737669521575028,2.0,0.429487404685971,49.993355,76.90698,11129
17522,1.3964750196119,0.933734939759036,1.41211873118102,110.840171084337,192.981,17293
12021,1.61693405431749,1.03012048192771,1.62883852963181,108.43053253012,192.981,19331
2301,1.61693405431749,0.981927710843373,1.62883852963181,103.611255421687,192.981,15417
10528,1.61693405431749,0.957831325301205,1.62883852963181,101.20161686747,192.981,14520
4034,1.61693405431749,0.933734939759036,1.62883852963181,91.5630626506024,192.981,7869
10857,1.1640132003214,0.829953198127925,1.03449529359397,93.5896040873635,128.2426,2343
1524,1.21378716593468,1.03404592240697,1.22135804977008,94.9979235629454,128.2426,7406
15395,1.40280858516607,1.0007806401249,1.33842893236474,93.6626846370023,128.2426,5087
3197,1.1640132003214,0.84080370942813,1.03227077724971,92.721447820711,141.2506,12169
2172,1.1877244734213,1.05499612703331,1.29535807802271,92.936973834237,162.4906,1484
15825,1.1877244734213,1.03726708074534,1.29535807802271,93.1535038509317,162.4906,8154
3035,1.1877244734213,1.01869158878505,1.29535807802271,93.4437844859813,162.4906,7526
4177,1.1877244734213,0.999218139171227,1.29535807802271,93.8091885691947,162.4906,14767
14727,1.23705346935546,1.05909797822706,1.4188052094906,93.29841844479,162.4906,16803
4485,1.23705346935546,1.05352986811482,1.4188052094906,93.0812151900698,162.4906,15022
9618,1.23705346935546,1.04872389791183,1.4188052094906,92.7931787006961,162.4906,12045
20591,1.23705346935546,1.04320987654321,1.4188052094906,92.5783181481481,162.4906,13990
20169,1.23705346935546,1.03846153846154,1.4188052094906,92.29338,162.4906,18296
17336,1.23705346935546,1.03127383676583,1.4188052094906,91.5188669107552,162.4906,8252
2461,1.23705346935546,1.03669724770642,1.4188052094906,91.7287319266055,162.4906,49
8623,1.16731834008189,1.124,0.771702225515271,7.584052,192.981,946
12588,1.16731834008189,1.114,0.771702225515271,8.584052,192.981,10023
11996,1.16731834008189,1.108,0.771702225515271,9.184052,192.981,8469
9488,1.16731834008189,1.104,0.771702225515271,9.584052,192.981,17394
14585,1.16731834008189,1.1,0.771702225515271,9.984052,192.981,6358
5235,1.16731834008189,1.12,0.771702225515271,7.984052,192.981,4650
9465,1.16731834008189,1.12,0.771702225515271,7.984052,192.981,17362
9016,0.894571101965202,0.751560549313358,0.97786159649685,49.9242714357054,184.5906,15400
549,1.13246251788999,0.95,1.00208419411985,5.234052,192.981,8437
6610,1.10518217403612,0.828125,1.01540712310099,93.735879375,121.3276,2857
8438,1.10518217403612,0.846153846153846,1.01540712310099,92.29338,121.3276,11067
88,1.10518217403612,0.846153846153846,1.01540712310099,92.29338,121.3276,20302
3826,1.10518217403612,0.846153846153846,1.01540712310099,92.29338,121.3276,15148
4141,1.11263862269811,0.933333333333333,1.16506544127006,53.3191573333333,188.3839,11563
14410,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,16887
7566,1.10139652343454,1.08,0.723426746327763,11.984052,192.981,836
19757,1.09789804786879,1.1,0.806976093955913,5.784052,192.981,7804
1777,1.10139652343454,1.08,0.723426746327763,11.984052,192.981,6059
3225,1.10139652343454,1.08,0.723426746327763,11.984052,192.981,16710
11356,1.10139652343454,1.08,0.723426746327763,11.984052,192.981,4801
19701,1.09667176877521,1.08857142857143,0.995982779568411,57.1276685714286,122.90607,15770
10879,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,10579
1784,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,16965
17730,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,2186
9259,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,1341
10998,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,8746
1722,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,18267
2448,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,9343
11614,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,4442
11636,1.38315051284497,1.46666666666667,1.29273156166767,66.6622366666667,192.981,15086
2315,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,18658
17814,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,17738
7168,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,20709
10906,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,20060
15864,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,19145
5792,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,882
7747,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,8766
12271,1.18305212822075,0.923076923076923,1.27357359482288,92.29338,121.3276,18901
18211,1.44415562787596,1.05891354246366,1.47889785540102,90.2687130374904,121.3276,13872
20043,1.44415562787596,1.04255319148936,1.47889785540102,88.1314351975684,121.3276,10072
19056,1.44415562787596,1.00751879699248,1.47889785540102,84.1959372932331,121.3276,10774
12986,0.894571101965202,0.773006134969325,0.97786159649685,49.06622,184.5906,3808
3842,1.05673325249385,1.00238948626045,1.22828204199777,47.7758477180406,184.5906,16852
311,1.05673325249385,0.966745843230404,1.22828204199777,47.4919853206651,184.5906,15884
13453,1.05673325249385,0.945221445221445,1.22828204199777,46.6058582284382,184.5906,5170
2373,0.894571101965202,0.774810095564813,0.97786159649685,48.9940423964715,184.5906,6904
11038,1.05673325249385,1.00262780697563,1.22828204199777,47.7644281223125,184.5906,19588
14873,1.05673325249385,0.967359050445104,1.22828204199777,47.4637843916914,184.5906,5500
9393,1.05673325249385,0.93841642228739,1.22828204199777,46.9067126686217,184.5906,3566
2355,0.782657657441295,0.571428571428571,0.465175934385867,17.1276685714286,85.0706,15929
11817,1.46387460936035,1.06506666666667,1.42945975918019,52.9991573333333,192.981,1233
9026,1.34753491018002,1.0974212034384,1.30896893789833,57.2914343266476,134.3606,2976
299,1.34753491018002,1.07780979827089,1.30896893789833,57.6217975216138,134.3606,15035
263,1.10518217403612,0.790322580645161,1.01540712310099,96.7604748387097,121.3276,18991
3728,1.10518217403612,0.795180722891566,1.01540712310099,96.3717718072289,121.3276,11363
13811,1.10518217403612,0.8,1.01540712310099,95.9861784,121.3276,20231
3936,1.09667176877521,1.1,0.995982779568411,57.1276685714286,122.90607,12902
3579,1.34753491018002,1.1,1.30986654540629,57.1276685714286,128.2426,9962
17685,1.34753491018002,1.1,1.30986654540629,57.1276685714286,128.2426,4312
14293,1.34753491018002,1.1,1.30986654540629,57.1276685714286,128.2426,15213
11879,1.34753491018002,1.1,1.30986654540629,57.1276685714286,128.2426,1419
425,1.34139632030113,0.928571428571428,1.23760929613356,57.1276685714286,85.0706,18891
20154,1.10518217403612,0.866666666666667,1.01540712310099,106.652490666667,121.3276,19051
12531,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,9647
4236,1.38160146504613,1.05406666666667,1.41713512335629,53.3191573333333,192.981,4678
9691,1.38160146504613,1.04166666666667,1.41713512335629,53.3191573333333,192.981,14496
14185,1.38160146504613,1.01666666666667,1.41713512335629,53.3191573333333,192.981,1239
19647,1.38160146504613,0.996666666666667,1.41713512335629,53.3191573333333,192.981,1058
17317,1.38160146504613,0.993333333333333,1.41713512335629,53.3191573333333,192.981,12181
6144,1.15814359700469,1.06333333333333,1.21828823769393,106.652490666667,121.3276,15454
19743,1.15814359700469,1.06,1.21828823769393,106.652490666667,121.3276,13416
9803,1.15814359700469,1.05666666666667,1.21828823769393,106.652490666667,121.3276,18949
3824,1.15814359700469,1.05333333333333,1.21828823769393,106.652490666667,121.3276,4863
4368,1.15814359700469,1.04,1.21828823769393,106.652490666667,121.3276,4032
15977,1.15814359700469,1.03333333333333,1.21828823769393,106.652490666667,121.3276,4506
20245,1.15814359700469,1.02666666666667,1.21828823769393,106.652490666667,121.3276,2818
5208,1.10518217403612,0.8,1.01540712310099,95.9861784,121.3276,710
10431,1.1640132003214,0.846153846153846,1.03449529359397,92.29338,128.2426,19989
7936,1.40323846130455,0.698254364089776,1.57399019533572,149.622620947631,191.2006,8106
400,1.55446831692462,1.02466666666667,1.60685357866682,53.3191573333333,192.981,4841
10802,1.0175329482683,0.867256637168142,0.676601754113298,56.621878761062,122.90607,15479
6811,1.50309822410815,0.844444444444445,1.59015313614265,133.33038,192.981,16508
18890,1.68415289867538,0.797,1.77370660328949,119.997342,192.981,3612
6261,1.68415289867538,0.794,1.77370660328949,119.997342,192.981,11929
9300,1.68415289867538,0.791,1.77370660328949,119.997342,192.981,374
1098,1.68415289867538,0.788,1.77370660328949,119.997342,192.981,2366
2701,1.35742892856008,1.01666666666667,1.32225165783442,106.652490666667,135.9646,13882
15483,1.35742892856008,0.966666666666667,1.32225165783442,106.652490666667,135.9646,5525
1217,1.35742892856008,1.01666666666667,1.32225165783442,106.652490666667,135.9646,17529
7318,1.1640132003214,0.866666666666667,1.02662160472379,106.652490666667,135.9646,13032
18258,1.25339388367421,1.05866666666667,1.3180416651861,105.585824,121.3276,17548
18557,1.25339388367421,1.05066666666667,1.3180416651861,104.519157333333,121.3276,3575
9090,1.25339388367421,1.04266666666667,1.3180416651861,103.452490666667,121.3276,14452
14493,1.25339388367421,1.03466666666667,1.3180416651861,102.385824,121.3276,3427
2940,1.34139632030113,1.192,1.23760929613356,11.504052,85.0706,15927
12658,1.34139632030113,1.19,1.23760929613356,11.384052,85.0706,13083
1487,1.34139632030113,1.184,1.23760929613356,11.024052,85.0706,6121
6405,1.34139632030113,1.18,1.23760929613356,10.784052,85.0706,1482
10932,1.34139632030113,1.16,1.23760929613356,9.584052,85.0706,17164
17922,1.34139632030113,1.1,1.23760929613356,19.984052,85.0706,2931
13629,1.34139632030113,1.1,1.23760929613356,19.984052,85.0706,12120
19591,0.782657657441295,0.571428571428571,0.465175934385867,17.1276685714286,85.0706,839
5873,1.35524985954503,0.936550491510277,1.28604506374314,35.7319499553172,192.981,19697
5246,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,18482
4112,1.34139632030113,0.917431192660551,1.23760929613356,36.6826165137615,85.0706,3523
4152,1.39122367163167,1.18,1.26784104181248,10.784052,121.3276,18382
17217,1.36416256980301,1.0,1.40422978280207,74.5207889440994,191.2006,18320
11959,1.36416256980301,0.993788819875776,1.40422978280207,74.5207889440994,191.2006,7798
2422,1.36416256980301,0.987577639751553,1.40422978280207,74.5207889440994,191.2006,10631
6759,1.36416256980301,0.981366459627329,1.40422978280207,74.5207889440994,191.2006,3401
16636,1.36416256980301,0.975155279503106,1.40422978280207,74.5207889440994,191.2006,19936
1779,1.36416256980301,0.968944099378882,1.40422978280207,74.5207889440994,191.2006,10219
19830,1.36416256980301,0.962732919254658,1.40422978280207,74.5207889440994,191.2006,13395
13369,1.38822417724274,0.928571428571428,1.25198480542313,57.1276685714286,135.9646,7226
20505,1.38822417724274,0.928571428571428,1.27621271999941,57.1276685714286,141.2506,11048
17374,1.5809571319576,1.05714285714286,1.52223449227029,57.1276685714286,146.5006,20513
2413,1.49177302079346,1.08571428571429,1.47296177973794,57.1276685714286,141.2506,8079
18811,1.38822417724274,0.928571428571428,1.27621271999941,57.1276685714286,141.2506,2376
21175,1.38822417724274,0.928571428571428,1.27621271999941,59.9848114285714,141.2506,10521
17802,1.38822417724274,0.928571428571428,1.27621271999941,62.8419542857143,141.2506,11709
9696,1.38822417724274,0.928571428571428,1.27621271999941,65.6990971428571,141.2506,18601
17682,1.38822417724274,0.928571428571428,1.27621271999941,68.55624,141.2506,8254
6976,1.38822417724274,1.03571428571429,1.27621271999941,78.55624,141.2506,12414
13138,1.28520320008435,1.05714285714286,1.09159592549554,57.1276685714286,134.3606,12326
5073,1.38822417724274,0.571428571428571,1.27621271999941,114.281917142857,141.2506,14096
12739,1.54624921292222,0.778571428571429,1.48134484360323,114.281917142857,164.94848,14080
14214,1.5809571319576,0.5,1.51618496301193,99.9966775,141.2506,19378
747,1.31069862117967,0.961538461538461,1.41104022590106,61.5241492307692,188.3839,20786
12185,1.31069862117967,0.961538461538461,1.41104187314365,61.5241492307692,188.3839,2758
18756,1.31069862117967,0.961538461538461,1.41074914112552,61.5241492307692,188.3839,5016
6505,1.31069862117967,0.961538461538461,1.41035561367866,61.5241492307692,188.3839,1549
1988,1.31069862117967,0.961538461538461,1.40975301403184,61.5241492307692,188.3839,15862
17645,1.31069862117967,0.961538461538461,1.40903941864066,61.5241492307692,188.3839,10094
11509,1.31069862117967,0.961538461538461,1.40749336474992,61.5241492307692,188.3839,5516
12988,1.30715323545227,0.961538461538461,1.4049310907537,61.5241492307692,188.3839,12625
13393,1.31069862117967,0.923076923076923,1.40807486906526,61.5241492307692,188.3839,18741
10454,1.31069862117967,0.923076923076923,1.40784241567781,61.5241492307692,188.3839,1706
20567,1.31069862117967,0.961538461538461,1.4093647229275,61.5241492307692,188.3839,10950
11077,1.31069862117967,0.961538461538461,1.41032277204337,61.5241492307692,188.3839,20550
187,1.31069862117967,0.961538461538461,1.3965686678341,61.5241492307692,188.3839,19430
9579,1.31069862117967,0.961538461538461,1.4071605786086,61.5241492307692,188.3839,18685
3306,1.71874814002761,1.06654343807763,1.74309151950916,111.630853604436,192.981,14185
18582,1.5809571319576,1.04,1.49956481939456,47.0431882352941,135.9646,8875
12386,1.38822417724274,0.928571428571428,1.27621271999941,57.1276685714286,141.2506,17137
11309,1.5809571319576,1.13714285714286,1.51618496301193,57.1276685714286,141.2506,17984
8436,1.4272865780727,1.12857142857143,1.40475446948865,57.1276685714286,141.2506,5519
14746,1.1640132003214,0.846153846153846,1.02662160472379,92.29338,135.9646,8245
5637,1.40280858516607,1.04615384615385,1.33259098147145,92.29338,135.9646,4794
20577,1.40280858516607,1.01538461538462,1.33259098147145,92.29338,135.9646,7771
9432,1.40280858516607,0.984615384615385,1.33259098147145,92.29338,135.9646,11773
11177,1.40280858516607,0.953846153846154,1.33259098147145,92.29338,135.9646,9404
16086,1.40280858516607,0.961538461538461,1.33259098147145,92.29338,135.9646,14152
17237,0.894571101965202,0.763906056860321,0.97786159649685,49.4303198763906,184.5906,17186
10486,1.01863636905225,0.6,0.693862406526751,10.784052,148.93092,6650
4021,1.01863636905225,0.6,0.664859219254406,10.784052,135.9646,2511
5824,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,12352
6493,1.38160146504613,1.23875,1.41713512335629,99.9966775,192.981,3077
19903,1.38160146504613,1.23125,1.41713512335629,99.9966775,192.981,5305
20016,1.38160146504613,1.22,1.41713512335629,99.9966775,192.981,2208
3856,1.38160146504613,1.20875,1.41713512335629,99.9966775,192.981,14279
14242,1.42312990955701,1.2125,1.43198701933065,99.9966775,192.981,18503
10500,1.42312990955701,1.175,1.43198701933065,99.9966775,192.981,4482
12349,1.42312990955701,1.1375,1.43198701933065,99.9966775,192.981,11633
2265,1.42312990955701,1.1,1.43198701933065,99.9966775,192.981,19846
1459,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,15796
20531,1.05768348464572,0.909090909090909,0.998141383301719,36.3491381818182,188.3839,6151
921,1.1640132003214,0.846153846153846,1.03449529359397,92.29338,128.2426,4988
6442,1.40280858516607,1.06153846153846,1.33842893236474,92.29338,128.2426,693
6240,1.40280858516607,1.04615384615385,1.33842893236474,92.29338,128.2426,11956
10038,1.40280858516607,1.03076923076923,1.33842893236474,92.29338,128.2426,20493
11650,1.1640132003214,0.846153846153846,1.03449529359397,92.29338,128.2426,14215
20930,1.21378716593468,1.07230769230769,1.22135804977008,92.29338,128.2426,14315
825,1.21378716593468,1.06769230769231,1.22135804977008,92.29338,128.2426,5507
10464,1.21378716593468,1.06153846153846,1.22135804977008,92.29338,128.2426,20490
20194,1.39956160761746,1.06538461538462,1.33727512862318,92.29338,128.2426,6038
10160,1.39956160761746,1.05384615384615,1.33727512862318,92.29338,128.2426,20939
18052,1.39956160761746,1.04230769230769,1.33727512862318,92.29338,128.2426,10486
17594,1.04528364787516,0.444444444444444,1.13152109263225,133.33038,188.3839,19881
17230,1.04528364787516,0.488888888888889,1.13152109263225,142.219268888889,188.3839,890
20186,1.04528364787516,0.555555555555556,1.13152109263225,151.108157777778,188.3839,4029
1023,1.04528364787516,0.666666666666667,1.13152109263225,159.997046666667,188.3839,20821
9021,1.04528364787516,0.555555555555556,1.13152109263225,151.108157777778,188.3839,4699
9184,1.20088590631532,1.0,1.16177435651007,99.9966775,192.981,3214
10444,1.24664841861046,0.625,1.06945836743586,99.993355,191.2006,6427
19472,1.31543557836295,1.11,1.2763013053922,99.993355,191.2006,5831
9565,1.31543557836295,1.1,1.2763013053922,99.993355,191.2006,7941
9316,1.31543557836295,1.085,1.2763013053922,99.993355,191.2006,7398
2204,1.31543557836295,1.075,1.2763013053922,99.993355,191.2006,16645
2298,1.31543557836295,1.05,1.2763013053922,99.993355,191.2006,12405
6931,1.20088590631532,0.933333333333333,1.16177435651007,53.3191573333333,192.981,20926
7486,1.46395291614154,1.04,1.43400317650361,50.6524906666667,192.981,2789
7925,1.46395291614154,1.01333333333333,1.43400317650361,47.985824,192.981,15497
7996,1.46395291614154,0.986666666666667,1.43400317650361,45.3191573333333,192.981,11904
1583,1.46395291614154,0.96,1.43400317650361,42.6524906666667,192.981,8671
14217,1.46395291614154,0.933333333333333,1.43400317650361,39.985824,192.981,6272
12606,1.53487993920891,1.04615384615385,1.70033543781478,61.5241492307692,192.981,18809
17533,1.4264183815575,1.01333333333333,1.43350982705334,53.3191573333333,192.981,15538
14500,1.4264183815575,0.986666666666667,1.43350982705334,53.3191573333333,192.981,11200
1097,1.4264183815575,1.01333333333333,1.43350982705334,53.3191573333333,192.981,11554
5901,1.36178800059916,0.85,1.17078455179866,171.424774285714,121.3276,6339
1900,1.36178800059916,0.842857142857143,1.17078455179866,171.424774285714,121.3276,3020
3315,1.36178800059916,0.835714285714286,1.17078455179866,171.424774285714,121.3276,7658
7648,1.36178800059916,0.828571428571429,1.17078455179866,171.424774285714,121.3276,8201
1880,1.35474561387268,0.85,1.15943150382275,171.424774285714,121.3276,13565
6537,1.35474561387268,0.842857142857143,1.15943150382275,171.424774285714,121.3276,15216
15316,1.35474561387268,0.835714285714286,1.15943150382275,171.424774285714,121.3276,289
14406,1.35474561387268,0.828571428571429,1.15943150382275,171.424774285714,121.3276,1203
9335,1.441924259393,1.06301369863014,1.46412542629597,92.0404486027397,151.2596,13968
14944,1.441924259393,1.05064941839236,1.46412542629597,91.7909518971363,151.2596,5543
19629,1.441924259393,1.04638388770217,1.46412542629597,91.5327333963992,151.2596,14283
11319,1.441924259393,1.04075546719682,1.46412542629597,91.4368661232604,151.2596,8537
3300,1.441924259393,1.03481474277934,1.46412542629597,91.3985805562579,151.2596,3127
17591,1.441924259393,1.0296803652968,1.46412542629597,91.3097578995434,151.2596,10322
15020,1.441924259393,1.0239470741707,1.46412542629597,91.3012472456206,151.2596,19326
11710,1.441924259393,1.01857853654083,1.46412542629597,91.2805729648058,151.2596,5723
3552,1.441924259393,0.966388484802083,1.46412542629597,91.86220952607,151.2596,9520
7317,1.441924259393,1.06244859915566,1.47435013662169,92.0959745260157,141.2506,2365
4014,1.441924259393,1.04931048892603,1.47435013662169,91.9204479983285,141.2506,4977
4652,1.441924259393,1.03980099502488,1.47435013662169,91.5278745273632,141.2506,3643
16244,1.441924259393,1.02861768487215,1.47435013662169,91.4097881729441,141.2506,19284
6993,1.441924259393,1.0179060844144,1.47435013662169,91.3431349643705,141.2506,13849
8629,1.441924259393,0.96551724137931,1.47435013662169,91.9396636781609,141.2506,20912
9130,0.782657657441295,0.571428571428571,0.465175934385867,17.1276685714286,85.0706,15888
13245,1.5809571319576,1.08235294117647,1.51618496301193,47.0431882352941,141.2506,19802
499,1.5809571319576,1.05882352941176,1.51618496301193,47.0431882352941,141.2506,10724
9239,1.5809571319576,1.03529411764706,1.51618496301193,47.0431882352941,141.2506,7511
16160,1.5809571319576,1.01176470588235,1.51618496301193,47.0431882352941,141.2506,3869
18856,1.5809571319576,0.988235294117647,1.51618496301193,47.0431882352941,141.2506,2329
2597,1.5809571319576,1.03529411764706,1.49956481939456,47.0431882352941,135.9646,13736
17162,1.38822417724274,0.928571428571428,1.25198480542313,57.1276685714286,135.9646,17345
2713,1.10139652343454,1.08,0.723426746327763,11.984052,192.981,6115
11283,1.10139652343454,1.08,0.723426746327763,11.984052,192.981,19406
16038,1.20088590631532,1.1125,1.16177435651007,99.9966775,192.981,18840
10273,1.63794140236243,1.30423940149626,1.56798827438012,98.7526059850374,192.981,11259
20656,1.63794140236243,1.27160493827161,1.56798827438012,93.8246296296296,192.981,19756
993,1.63794140236243,1.23170731707317,1.56798827438012,87.8016365853658,192.981,7501
18487,1.3964750196119,0.927835051546392,1.41211873118102,61.841969072165,192.981,13448
7283,1.10518217403612,0.866666666666667,1.01540712310099,106.652490666667,121.3276,10685
2976,1.18305212822075,1.03466666666667,1.27357359482288,106.652490666667,121.3276,6225
10654,1.18305212822075,0.994666666666667,1.27357359482288,106.652490666667,121.3276,14724
3620,1.18305212822075,0.986666666666667,1.27357359482288,106.652490666667,121.3276,883
20917,1.10518217403612,0.866666666666667,1.01540712310099,106.652490666667,121.3276,2225
797,1.18305212822075,1.04,1.27357359482288,106.652490666667,121.3276,21197
16957,1.18305212822075,1.01333333333333,1.27357359482288,106.652490666667,121.3276,17253
13683,1.18305212822075,0.986666666666667,1.27357359482288,106.652490666667,121.3276,3460
1426,1.34753491018002,1.08571428571429,1.30896893789833,57.1276685714286,134.3606,19999
3171,0.377199739130769,0.909090909090909,0.604022924625708,17.4376309090909,170.2076,3216
1225,0.377199739130769,0.909090909090909,0.604022924625708,17.4376309090909,170.2076,17144
12429,0.377199739130769,0.909090909090909,0.604022924625708,17.4376309090909,170.2076,8331
14808,1.50099357592701,1.04,1.61538258785919,61.5241492307692,191.2006,18730
4221,1.11263862269811,0.444444444444444,1.16506544127006,133.33038,188.3839,8282
13988,0.857530690306874,1.14285714285714,0.603771476189111,15.4133828571429,121.3276,13006
1590,0.857530690306874,1.38461538461538,0.603771476189111,16.5990276923077,121.3276,18363
461,1.441924259393,1.08496112270055,1.47973019992341,87.2218808382325,128.2426,17074
2226,1.441924259393,0.959183673469388,1.47973019992341,97.9456224489796,128.2426,12182
18581,1.441924259393,1.01700804681785,1.47973019992341,91.4266844476957,128.2426,2841
3717,1.441924259393,1.07065217391304,1.47435013662169,91.289902173913,141.2506,3832
14417,1.441924259393,0.994791666666667,1.47435013662169,95.8194895833333,141.2506,9893
17350,1.441924259393,0.959183673469388,1.47435013662169,97.9456224489796,141.2506,10321
13478,1.441924259393,0.925,1.47435013662169,99.98671,141.2506,12025
16156,1.441924259393,1.07394609536973,1.48138831197073,92.1302106933886,157.0546,1185
10272,1.441924259393,1.0649013980187,1.48138831197073,92.5694983260809,157.0546,2134
17305,1.441924259393,1.05568218821231,1.48138831197073,93.0216511950505,157.0546,17022
5157,1.441924259393,1.04650619303576,1.48138831197073,93.4651315213835,157.0546,9777
10592,1.441924259393,1.03688043222927,1.48138831197073,93.9481679445619,157.0546,10006
991,1.441924259393,1.02554399243141,1.48138831197073,94.5926182970672,157.0546,9134
13119,1.441924259393,1.01391006097561,1.48138831197073,95.2595858727134,157.0546,9145
19681,1.39869775685223,0.861702127659574,1.47611778493711,178.720576595745,122.90607,923
12105,1.39869775685223,0.836734693877551,1.47611778493711,179.589124489796,122.90607,3800
13412,1.39869775685223,0.813725490196078,1.47611778493711,180.389550980392,122.90607,12282
9898,1.39869775685223,0.792452830188679,1.47611778493711,181.129567924528,122.90607,5977
933,1.39869775685223,0.772727272727273,1.47611778493711,181.815765454545,122.90607,5420
13404,1.39869775685223,1.03512788643946,1.47611778493711,91.5666730908615,122.90607,18970
5523,1.15968659338134,0.846153846153846,1.03312880053102,92.29338,122.90607,18273
16766,1.39956160761746,1.04615384615385,1.33758767689857,92.29338,124.90825,6606
16592,1.39956160761746,1.01538461538462,1.33758767689857,92.29338,124.90825,13764
16989,1.39956160761746,0.984615384615385,1.33758767689857,92.29338,124.90825,13983
4126,1.39956160761746,0.953846153846154,1.33758767689857,92.29338,124.90825,2319
18432,1.39956160761746,0.961538461538461,1.33758767689857,92.29338,124.90825,3269
2660,1.39018429137881,1.06186666666667,1.30954321277507,105.692490666667,121.3276,21144
1314,1.13042757181707,1.064,1.32221306724433,106.119157333333,121.3276,1191
1038,1.13042757181707,1.06133333333333,1.32221306724433,105.585824,121.3276,14431
21176,1.35405196166708,0.990384615384615,1.32454830505054,92.29338,122.90607,4460
10461,1.56193380059443,1.04615384615385,1.5598259824606,92.29338,124.90825,6128
4131,1.56193380059443,1.01538461538462,1.5598259824606,92.29338,124.90825,4561
12505,1.56193380059443,1.01634615384615,1.5598259824606,92.29338,124.90825,20595
3755,1.35405196166708,0.990384615384615,1.32454830505054,92.29338,122.90607,3997
20581,1.56193380059443,1.04615384615385,1.5598259824606,92.29338,124.90825,17018
5409,1.56193380059443,1.01538461538462,1.5598259824606,92.29338,124.90825,17815
4556,1.35742892856008,1.04247104247104,1.32393024336346,92.6498277220077,124.90825,3539
15678,1.35742892856008,1.01158301158301,1.32393024336346,92.6498277220077,124.90825,10491
6803,1.35742892856008,0.980694980694981,1.32393024336346,92.6498277220077,124.90825,20137
12788,1.35742892856008,0.965250965250965,1.32393024336346,92.6498277220077,124.90825,4763
17622,1.35742892856008,0.94980694980695,1.32393024336346,92.6498277220077,124.90825,8745
12093,1.10518217403612,0.832684824902724,1.01540712310099,93.3710449027237,121.3276,10461
1651,1.35742892856008,1.03501945525292,1.32393024336346,93.3710449027237,124.90825,13418
12657,1.35742892856008,1.00389105058366,1.32393024336346,93.3710449027237,124.90825,20792
695,1.35742892856008,0.972762645914397,1.32393024336346,93.3710449027237,124.90825,18800
5369,1.35742892856008,0.957198443579766,1.32393024336346,93.3710449027237,124.90825,10149
1067,1.10518217403612,0.823529411764706,1.01540712310099,94.1035752941176,121.3276,16460
11128,1.35742892856008,1.02745098039216,1.32393024336346,94.1035752941176,124.90825,165
1805,1.35742892856008,0.996078431372549,1.32393024336346,94.1035752941176,124.90825,12308
21165,1.35742892856008,0.964705882352941,1.32393024336346,94.1035752941176,124.90825,2663
