yprop/table1.oz1,yprop/table1.oz247,yprop/table1.oz250,yprop/table1.oz251,yprop/table1.oz5,yprop/table1.oz6,yprop/table1.oz9,oz249,oz252
0.998816,0.066424,0.301267,0.422605,0.0,0.0,0.0,0.117106,0.999458
0.999752,0.023944,0.126787,0.54712,0.066667,0.0,0.0,0.191248,0.918157
0.999627,0.083085,0.116674,0.44874,0.0,0.028571,0.227273,0.208028,0.915718
0.999752,0.034426,0.106561,0.684262,0.0,0.0,0.045455,0.373971,0.998735
0.999958,0.011586,0.05328,0.556694,0.066667,0.0,0.090909,0.118207,0.931617
0.998759,0.02935,0.092203,0.474046,0.066667,0.0,0.227273,0.109688,0.909124
0.999866,0.269006,0.171297,0.39911,0.133333,0.028571,0.0,0.14741,0.882746
0.999201,0.186472,0.212716,0.419914,0.0,0.057143,0.0,0.145335,0.901987
0.999851,0.013461,0.159841,0.644465,0.0,0.0,0.0,0.371184,0.962511
0.999424,0.023944,0.13537,0.569063,0.066667,0.0,0.0,0.203586,0.925926
0.999552,0.026812,0.146014,0.595249,0.0,0.0,0.0,0.211077,0.928997
0.999958,0.05208,0.14283,0.433732,0.133333,0.0,0.0,0.140384,0.980668
0.999648,0.023281,0.20279,0.508668,0.066667,0.0,0.0,0.246667,0.983017
0.997948,0.158557,0.252044,0.45081,0.066667,0.028571,0.227273,0.210364,0.909214
0.999695,0.029129,0.331013,0.574548,0.066667,0.028571,0.0,0.376068,0.942276
0.999958,0.029681,0.141519,0.622315,0.133333,0.0,0.0,0.218972,0.901355
0.99967,0.033322,0.255759,0.550173,0.066667,0.0,0.0,0.380972,0.91093
0.999958,0.010593,0.02881,0.585106,0.2,0.028571,0.0,0.150971,0.896387
0.998759,0.050535,0.08209,0.402888,0.066667,0.085714,0.0,0.045659,0.909937
0.999578,0.050204,0.332199,0.42659,0.066667,0.0,0.0,0.185056,0.911201
0.998759,0.040494,0.19299,0.448999,0.133333,0.057143,0.045455,0.120746,0.923577
0.999113,0.052521,0.317716,0.381877,0.266667,0.0,0.0,0.182029,0.907407
0.998759,0.067196,0.203945,0.295296,0.0,0.0,0.181818,0.089573,0.909304
0.999447,0.02273,0.095855,0.521244,0.0,0.0,0.0,0.201326,0.890244
0.999806,0.3063,0.08209,0.484656,0.0,0.028571,0.0,0.279233,0.915447
0.999544,0.023944,0.128379,0.521141,0.066667,0.0,0.0,0.200209,0.929088
0.998759,0.213174,0.13537,0.357812,0.066667,0.057143,0.0,0.092437,0.892231
0.999958,0.016771,0.152943,0.689696,0.266667,0.342857,0.0,0.432543,0.907678
0.999781,0.029681,0.173201,0.491073,0.133333,0.028571,0.0,0.215554,0.89729
0.950945,0.079885,0.139709,0.473736,0.066667,0.028571,0.181818,0.258746,0.909937
0.999958,0.017323,0.116674,0.591937,0.2,0.028571,0.045455,0.295106,0.89991
0.999806,0.01622,0.0,0.552606,0.066667,0.0,0.0,0.152667,0.999639
0.999752,0.02295,0.131126,0.545309,0.0,0.0,0.363636,0.330626,0.891328
0.999537,0.020523,0.13537,0.523159,0.0,0.0,0.136364,0.15632,0.986992
0.999958,0.007282,0.010113,0.608705,0.0,0.0,0.181818,0.20847,0.913189
0.999958,0.050535,0.073506,0.681157,0.0,0.0,0.0,0.299059,0.9028
0.998759,0.038288,0.063393,0.536821,0.066667,0.057143,0.0,0.157959,0.908582
0.999659,0.033212,0.188651,0.571599,0.133333,0.057143,0.0,0.175786,0.982294
0.998278,0.139799,0.219271,0.555504,0.2,0.028571,0.181818,0.313525,0.891238
0.999965,0.070948,0.050346,0.594318,0.133333,0.085714,0.181818,0.277206,0.918067
0.998759,0.177645,0.063393,0.39026,0.0,0.057143,0.181818,0.104829,0.882385
0.999958,0.031336,0.1109,0.561766,0.0,0.085714,0.0,0.192162,0.923126
0.999507,0.018206,0.08209,0.613725,0.066667,0.114286,0.0,0.208709,0.91093
0.999958,0.095553,0.117548,0.560782,0.066667,0.0,0.045455,0.165033,0.909666
0.999676,0.127331,0.370935,0.485277,0.2,0.0,0.090909,0.481486,0.933966
0.999958,0.067638,0.057619,0.586865,0.133333,0.0,0.318182,0.236417,0.887986
0.999958,0.035529,0.250609,0.457796,0.2,0.0,0.045455,0.257206,0.906865
0.998759,0.040384,0.323054,0.509238,0.266667,0.057143,0.090909,0.20399,0.919874
0.999335,0.066534,0.377302,0.605444,0.266667,0.057143,0.0,0.470164,0.978681
0.999958,0.043584,0.171827,0.365109,0.066667,0.028571,0.0,0.104663,0.921048
0.999958,0.01622,0.103065,0.553589,0.2,0.057143,0.0,0.164584,0.939115
0.999695,0.024606,0.359916,0.48657,0.4,0.057143,0.0,0.430309,0.901174
0.999378,0.018758,0.16418,0.604513,0.4,0.0,0.0,0.268869,0.944896
0.999958,0.027033,0.08209,0.54624,0.0,0.028571,0.0,0.133373,0.905781
0.998759,0.225532,0.19299,0.379755,0.0,0.028571,0.272727,0.237069,0.919151
0.999783,0.177645,0.053998,0.384412,0.0,0.028571,0.0,0.137972,0.919693
0.963798,0.055831,0.234284,0.405061,0.0,0.0,0.0,0.105484,0.943993
0.999958,0.021516,0.125351,0.560679,0.333333,0.0,0.090909,0.269569,0.905059
0.999577,0.029129,0.13537,0.650158,0.0,0.0,0.090909,0.252519,0.997561
0.998759,0.136158,0.08209,0.588677,0.133333,0.4,0.0,0.273894,0.937398
0.999949,0.314355,0.129752,0.346582,0.0,0.0,0.0,0.085894,0.91879
0.998665,0.102725,0.185717,0.413756,0.066667,0.028571,0.0,0.096564,0.903884
0.998759,0.089705,0.132717,0.368007,0.066667,0.0,0.0,0.03965,0.90542
0.999958,0.155798,0.05328,0.525488,0.0,0.0,0.0,0.188314,0.889702
0.999446,0.027585,0.187028,0.475496,0.0,0.0,0.0,0.33112,0.906956
0.999985,0.187355,0.159436,0.472753,0.066667,0.057143,0.0,0.186004,0.907678
0.99838,0.111994,0.193676,0.343632,0.066667,0.114286,0.0,0.184266,0.886992
0.999735,0.09136,0.185998,0.455985,0.0,0.0,0.0,0.156212,0.929268
0.998009,0.042039,0.245427,0.410599,0.133333,0.057143,0.0,0.11848,0.903252
0.999735,0.01622,0.05328,0.582777,0.066667,0.028571,0.0,0.161956,0.917435
0.999577,0.02935,0.127536,0.465352,0.0,0.028571,0.0,0.116896,0.896296
0.999247,0.017323,0.13537,0.579775,0.2,0.0,0.0,0.215936,0.915989
0.999958,0.035419,0.184406,0.54505,0.066667,0.0,0.181818,0.177673,0.880397
0.999288,0.035308,0.13537,0.507375,0.066667,0.0,0.0,0.162249,0.955104
0.998819,0.060024,0.050346,0.270765,0.0,0.0,0.227273,0.099696,0.913369
0.95254,0.020523,0.141426,0.418569,0.2,0.0,0.318182,0.265617,0.915899
0.999537,0.066314,0.092203,0.581587,0.133333,0.028571,0.181818,0.258135,0.91635
0.999948,0.112987,0.16418,0.405424,0.133333,0.028571,0.090909,0.115305,0.912014
0.999958,0.01964,0.535239,0.729804,0.066667,0.171429,0.0,1.0,0.900994
0.998759,0.038288,0.145483,0.452311,0.066667,0.028571,0.181818,0.099247,0.916893
0.998759,0.02935,0.08209,0.494333,0.066667,0.2,0.0,0.123336,0.91093
0.999104,0.305749,0.21334,0.411116,0.0,0.028571,0.0,0.284837,0.909395
0.998759,0.357608,0.263718,0.396626,0.133333,0.085714,0.0,0.214943,0.917886
0.999958,0.182942,0.0,0.496351,0.066667,0.028571,0.0,0.098881,0.882204
0.999958,0.072824,0.154161,0.514516,0.133333,0.0,0.227273,0.271335,0.929178
0.998759,0.072824,0.092203,0.538477,0.133333,0.028571,0.363636,0.235306,0.944806
0.998759,0.044356,0.08209,0.494954,0.133333,0.028571,0.0,0.083934,0.950226
0.999577,0.015116,0.08209,0.607049,0.333333,0.057143,0.0,0.187773,0.908672
0.999627,0.154585,0.205568,0.461419,0.266667,0.0,0.045455,0.231128,0.886631
0.999048,0.031888,0.092203,0.553537,0.0,0.0,0.045455,0.209775,0.916802
0.999958,0.0064,0.130782,0.85287,0.2,0.0,0.0,0.470482,0.909937
0.998759,0.079996,0.010113,0.533872,0.133333,0.257143,0.0,0.161902,0.907407
0.999752,0.013682,0.1109,0.644879,0.066667,0.0,0.136364,0.276389,0.981572
0.998606,0.02273,0.121013,0.518501,0.066667,0.0,0.272727,0.204537,0.890063
0.998759,0.038288,0.09186,0.430575,0.2,0.057143,0.0,0.120832,0.905601
0.999958,0.136158,0.038923,0.543497,0.333333,0.057143,0.181818,0.264258,0.928184
0.999311,0.041046,0.196361,0.487502,0.0,0.0,0.090909,0.197345,0.90009
0.999554,0.072824,0.05328,0.550846,0.0,0.0,0.136364,0.220226,0.901355
0.99973,0.03244,0.080467,0.565078,0.066667,0.0,0.0,0.254049,0.90009
0.999752,0.012579,0.13537,0.666925,0.066667,0.028571,0.318182,0.310247,0.904336
0.999988,0.373828,0.189743,0.339595,0.066667,0.028571,0.0,0.141504,0.911382
0.999587,0.17268,0.08802,0.455261,0.0,0.0,0.0,0.165523,0.903523
0.999577,0.02593,0.27508,0.614915,0.0,0.0,0.045455,0.370006,0.907498
0.999958,0.011806,0.05328,0.612586,0.066667,0.085714,0.0,0.237432,0.922764
0.999958,0.038729,0.438292,0.482172,0.133333,0.057143,0.090909,0.316465,0.90813
0.999863,0.105263,0.207535,0.37608,0.0,0.0,0.181818,0.126754,0.903975
0.998759,0.020523,0.057619,0.512032,0.2,0.057143,0.0,0.131416,0.904517
0.998759,0.038288,0.14283,0.452104,0.066667,0.085714,0.181818,0.12452,0.90533
0.987019,0.059252,0.243149,0.370336,0.133333,0.0,0.045455,0.107034,0.90009
0.999577,0.165398,0.05328,0.507478,0.2,0.0,0.0,0.149106,0.906323
0.999958,0.021626,0.13537,0.575273,0.0,0.0,0.136364,0.218109,0.896567
0.999958,0.032109,0.08209,0.455571,0.0,0.028571,0.0,0.098849,0.909756
0.999968,0.017434,0.080467,0.564302,0.0,0.0,0.0,0.143652,0.939837
0.999958,0.017985,0.115238,0.598044,0.2,0.057143,0.045455,0.261117,0.91635
0.999958,0.061348,0.0,0.628991,0.066667,0.085714,0.0,0.221486,0.909214
0.998759,0.018868,0.08209,0.56839,0.266667,0.114286,0.0,0.147092,0.918338
0.998759,0.05528,0.233348,0.344305,0.0,0.171429,0.0,0.172893,0.930443
0.999536,0.015116,0.02881,0.595404,0.0,0.0,0.136364,0.172604,0.901897
0.999958,0.030453,0.196111,0.53087,0.133333,0.0,0.0,0.232232,0.9028
0.997948,0.02273,0.126787,0.538788,0.533333,0.0,0.0,0.234571,0.926829
0.999577,0.032109,0.05328,0.547845,0.066667,0.0,0.0,0.110254,0.897109
0.969045,0.06499,0.185342,0.305387,0.066667,0.0,0.0,0.078095,0.897651
0.998759,0.118614,0.02881,0.705377,0.266667,0.0,0.5,0.35189,0.994309
0.99982,0.026812,0.040233,0.530818,0.066667,0.285714,0.0,0.154366,0.996387
0.999958,0.029129,0.211686,0.660094,0.0,0.0,0.090909,0.300933,0.903884
0.999717,0.012248,0.315875,0.800393,0.0,0.0,0.0,0.486396,0.890786
0.998278,0.027033,0.092203,0.504477,0.2,0.114286,0.0,0.141007,0.920235
0.999971,0.083747,0.040233,0.480412,0.0,0.0,0.181818,0.122344,0.872629
0.999099,0.04226,0.141426,0.522176,0.0,0.0,0.0,0.217005,0.908491
0.999958,0.092574,0.057619,0.470217,0.066667,0.0,0.045455,0.09491,0.90551
0.999294,0.020523,0.053998,0.471304,0.066667,0.0,0.0,0.129055,0.892412
0.999291,0.035308,0.106561,0.49837,0.066667,0.0,0.0,0.116472,0.894399
0.999424,0.031888,0.106561,0.632924,0.066667,0.0,0.0,0.265429,0.91617
0.999955,0.040494,0.17395,0.528438,0.133333,0.0,0.0,0.132069,0.897922
0.999971,0.333664,0.040233,0.391295,0.0,0.0,0.0,0.071899,0.928546
0.998278,0.027033,0.123104,0.470062,0.066667,0.0,0.0,0.105802,0.920416
0.999971,0.114421,0.040233,0.506029,0.066667,0.0,0.0,0.121048,0.913369
0.999577,0.101512,0.05328,0.51255,0.0,0.028571,0.0,0.125208,0.888528
0.999577,0.035419,0.05328,0.501941,0.0,0.0,0.0,0.085411,0.893315
0.999536,0.023392,0.02881,0.510169,0.266667,0.0,0.0,0.145501,0.908401
0.999577,0.219464,0.132249,0.537701,0.066667,0.114286,0.0,0.276029,0.999729
0.998759,0.025378,0.104126,0.609429,0.0,0.0,0.454545,0.208197,0.931436
0.999955,0.338078,0.16418,0.380686,0.0,0.028571,0.0,0.185024,0.896567
0.999588,0.099857,0.122323,0.373286,0.066667,0.057143,0.0,0.14544,0.912105
0.999949,0.260841,0.262001,0.411168,0.066667,0.057143,0.0,0.193839,0.88365
0.999752,0.072824,0.153443,0.599803,0.133333,0.0,0.0,0.265725,0.9785
0.999536,0.160433,0.100162,0.498991,0.0,0.0,0.181818,0.193975,0.981301
0.999577,0.02273,0.147575,0.53708,0.0,0.057143,0.0,0.198396,0.905872
0.999958,0.137813,0.139709,0.526833,0.133333,0.057143,0.045455,0.268404,0.930081
0.999958,0.01964,0.115238,0.578896,0.266667,0.028571,0.045455,0.231958,0.888076
0.999659,0.041487,0.296741,0.469803,0.066667,0.0,0.181818,0.218813,0.890154
0.999958,0.102394,0.08209,0.620866,0.066667,0.028571,0.0,0.184454,0.898735
0.999594,0.028247,0.174293,0.530611,0.0,0.142857,0.0,0.382462,0.912014
0.999958,0.224429,0.345371,0.368007,0.0,0.142857,0.0,0.318836,0.913821
0.999752,0.031888,0.1109,0.568701,0.133333,0.0,0.0,0.226364,0.922132
0.998278,0.203023,0.241588,0.365057,0.0,0.0,0.0,0.140097,0.91617
0.9996,0.203023,0.162557,0.390364,0.066667,0.0,0.0,0.122083,0.91346
0.999233,0.092905,0.352207,0.479843,0.066667,0.0,0.0,0.21037,0.915808
0.999577,0.326713,0.1109,0.384568,0.0,0.0,0.090909,0.181173,0.911472
0.99969,0.02295,0.14514,0.60917,0.0,0.057143,0.0,0.329955,0.917344
0.999703,0.023723,0.216555,0.537649,0.066667,0.085714,0.0,0.307457,0.903252
0.998925,0.017434,0.106561,0.566268,0.066667,0.028571,0.0,0.145918,0.925384
0.999958,0.107139,0.08209,0.641153,0.066667,0.0,0.0,0.199236,0.937037
0.999958,0.030453,0.18553,0.555349,0.133333,0.0,0.0,0.256057,0.936766
0.999278,0.098643,0.0,0.550173,0.0,0.028571,0.0,0.185358,0.909033
0.999735,0.020523,0.16418,0.572271,0.2,0.0,0.090909,0.232939,0.988166
0.999739,0.045239,0.297147,0.464783,0.266667,0.114286,0.0,0.241553,0.90804
0.999288,0.03244,0.221799,0.463023,0.266667,0.0,0.045455,0.226755,0.970461
0.999783,0.041818,0.082808,0.411065,0.066667,0.0,0.0,0.095333,0.916983
0.999958,0.02935,0.08209,0.52378,0.066667,0.028571,0.0,0.121099,0.904607
0.999958,0.028578,0.106561,0.485639,0.0,0.0,0.181818,0.156374,0.90542
0.999588,0.039391,0.093514,0.403923,0.0,0.0,0.0,0.077859,0.898103
0.999918,0.074258,0.414695,0.603374,0.0,0.0,0.0,0.32999,0.992051
0.999924,0.044908,0.101973,0.371319,0.133333,0.0,0.0,0.154777,0.976694
0.999958,0.057266,0.0,0.678466,0.333333,0.0,0.181818,0.258482,0.880397
0.999958,0.13671,0.0,0.616416,0.0,0.0,0.090909,0.199996,0.916531
0.999283,0.083085,0.29465,0.481292,0.0,0.0,0.0,0.244207,0.920687
0.999958,0.163522,0.100162,0.549087,0.0,0.0,0.0,0.144285,0.972087
0.999915,0.062341,0.094232,0.45909,0.066667,0.0,0.0,0.124568,0.880849
0.999759,0.027585,0.177133,0.549656,0.133333,0.114286,0.181818,0.358369,0.918519
0.999963,0.146861,0.040233,0.620815,0.0,0.085714,0.0,0.253588,0.978591
0.998759,0.025378,0.139709,0.526316,0.0,0.0,0.409091,0.177387,0.893225
0.999958,0.021516,0.16599,0.638151,0.0,0.057143,0.0,0.299549,0.898555
0.999958,0.035419,0.224577,0.478808,0.133333,0.0,0.181818,0.215895,0.882204
0.999958,0.061459,0.092203,0.595974,0.0,0.028571,0.136364,0.325656,0.917435
0.999705,0.023723,0.168519,0.551519,0.066667,0.0,0.045455,0.264859,0.9215
0.999903,0.185148,0.207348,0.485277,0.066667,0.0,0.0,0.136848,0.926649
0.999011,0.080216,0.094294,0.538529,0.133333,0.0,0.0,0.200817,0.935682
0.999958,0.146861,0.0,0.546758,0.066667,0.057143,0.0,0.186007,0.896387
0.999577,0.020523,0.121013,0.558712,0.133333,0.0,0.363636,0.233699,0.904788
0.999958,0.084961,0.08209,0.552399,0.2,0.0,0.0,0.167401,0.911924
0.999958,0.10736,0.179131,0.530818,0.0,0.0,0.0,0.129481,0.905962
0.998952,0.088381,0.171827,0.360969,0.0,0.0,0.0,0.133892,0.908401
0.99969,0.010703,0.05328,0.641878,0.0,0.0,0.0,0.248958,0.909304
0.999118,0.012027,0.073506,0.654453,0.0,0.0,0.0,0.314585,0.933062
0.999958,0.076796,0.078969,0.575946,0.066667,0.114286,0.0,0.176995,0.917977
0.999958,0.017323,0.121013,0.58878,0.0,0.0,0.272727,0.272809,0.922855
0.999958,0.077899,0.145483,0.513016,0.066667,0.0,0.181818,0.211093,0.890696
0.998759,0.046011,0.086429,0.455933,0.2,0.028571,0.0,0.10762,0.914995
0.998759,0.214719,0.106561,0.376753,0.0,0.057143,0.0,0.074057,0.883198
0.999958,0.193093,0.02881,0.479066,0.066667,0.0,0.0,0.088644,0.90533
0.999958,0.332892,0.08209,0.330849,0.066667,0.028571,0.0,0.198504,0.996658
0.999798,0.041046,0.301267,0.593438,0.0,0.0,0.0,0.197094,0.934598
0.999953,0.334216,0.129752,0.495368,0.066667,0.028571,0.0,0.211424,0.880036
0.999537,0.120711,0.151851,0.626507,0.0,0.028571,0.0,0.366757,0.977236
0.999958,0.052521,0.05328,0.581483,0.0,0.0,0.0,0.13197,0.908943
0.951123,0.081761,0.120669,0.554417,0.0,0.0,0.0,0.238014,0.924571
0.999577,0.09776,0.08209,0.488175,0.066667,0.0,0.0,0.099492,0.911021
0.999419,0.025378,0.122323,0.523935,0.0,0.0,0.0,0.182596,0.920054
0.999408,0.032771,0.159841,0.536511,0.066667,0.0,0.0,0.138042,0.975248
0.999935,0.233697,0.104345,0.417223,0.0,0.114286,0.0,0.261658,0.917344
0.999958,0.022399,0.161527,0.578171,0.066667,0.0,0.0,0.267937,0.912105
0.999659,0.04226,0.266402,0.596336,0.0,0.0,0.0,0.216623,0.930352
0.99968,0.010151,0.05328,0.643896,0.266667,0.0,0.0,0.257448,0.91635
0.998759,0.041818,0.145483,0.434301,0.266667,0.0,0.0,0.10053,0.905691
0.998759,0.309169,0.05328,0.395021,0.0,0.057143,0.0,0.083775,0.904336
0.999958,0.055169,0.038923,0.682244,0.066667,0.085714,0.045455,0.374818,0.911111
0.999577,0.020523,0.13537,0.559437,0.066667,0.0,0.181818,0.17619,0.928275
0.999924,0.023392,0.092734,0.551881,0.133333,0.0,0.045455,0.175849,0.960885
0.998882,0.025488,0.220582,0.539668,0.133333,0.057143,0.0,0.231551,0.9215
0.999391,0.023944,0.103627,0.520261,0.133333,0.057143,0.0,0.157708,0.952936
0.998274,0.05539,0.327486,0.412979,0.2,0.057143,0.0,0.218959,0.90542
0.999813,0.157122,0.172888,0.421156,0.0,0.114286,0.0,0.184986,0.889612
0.999958,0.094119,0.185998,0.462972,0.0,0.0,0.181818,0.192308,0.874977
0.999717,0.153592,0.0,0.53708,0.0,0.0,0.0,0.15801,0.958988
0.999026,0.024937,0.391223,0.600114,0.133333,0.0,0.0,0.353363,0.907407
0.999958,0.011586,0.0,0.617295,0.0,0.028571,0.0,0.141163,0.902981
0.999746,0.031116,0.221799,0.526264,0.2,0.0,0.0,0.242116,0.896025
0.999419,0.146199,0.273675,0.557367,0.0,0.028571,0.0,0.28099,0.909033
0.999958,0.035529,0.241931,0.489676,0.266667,0.057143,0.0,0.292993,0.901987
0.999752,0.139689,0.0,0.568752,0.0,0.057143,0.090909,0.207134,0.903071
0.999664,0.109897,0.149135,0.393883,0.133333,0.057143,0.0,0.138245,0.927191
0.998449,0.179852,0.263749,0.411686,0.133333,0.0,0.0,0.13022,0.920596
0.999717,0.028688,0.226138,0.504528,0.133333,0.0,0.090909,0.231373,0.937037
0.998845,0.032771,0.092203,0.451483,0.0,0.057143,0.0,0.13478,0.910659
0.998278,0.062562,0.13537,0.630078,0.266667,0.028571,0.272727,0.321888,0.901536
0.999506,0.059031,0.126787,0.638772,0.066667,0.0,0.136364,0.430981,0.910388
0.999638,0.030453,0.301018,0.447808,0.133333,0.0,0.363636,0.419471,0.96757
0.999282,0.07503,0.222767,0.445738,0.2,0.0,0.0,0.253884,0.94065
0.999566,0.157122,0.133747,0.350515,0.066667,0.028571,0.0,0.20279,0.92421
0.999971,0.047225,0.124134,0.445635,0.133333,0.0,0.0,0.121621,0.913098
0.998278,0.131524,0.106561,0.559385,0.2,0.0,0.318182,0.265238,0.912285
0.999762,0.083968,0.245365,0.423226,0.066667,0.0,0.0,0.256608,0.912556
0.999414,0.026702,0.197328,0.465093,0.266667,0.0,0.0,0.239252,0.956098
0.999958,0.035419,0.092203,0.607256,0.133333,0.114286,0.0,0.222354,0.965221
0.998759,0.056162,0.132936,0.503649,0.0,0.057143,0.181818,0.124686,0.907859
0.999958,0.151936,0.233348,0.456451,0.0,0.057143,0.181818,0.249702,0.913369
0.998759,0.346684,0.08209,0.359882,0.066667,0.028571,0.0,0.060048,0.87841
0.999344,0.033543,0.22595,0.523314,0.066667,0.0,0.0,0.165545,0.918428
0.998759,0.107139,0.010113,0.443616,0.133333,0.028571,0.0,0.086232,0.911111
0.999032,0.029681,0.123104,0.558195,0.066667,0.028571,0.0,0.196734,0.919151
0.998759,0.01964,0.08209,0.187083,0.2,0.057143,0.545455,0.267905,0.917073
0.999486,0.028136,0.169954,0.582156,0.133333,0.0,0.0,0.220251,0.932791
0.99969,0.025709,0.16418,0.673498,0.0,0.0,0.0,0.287237,0.907407
0.999958,0.042039,0.057619,0.626766,0.0,0.114286,0.0,0.210943,0.953207
0.999637,0.127441,0.040233,0.689851,0.0,0.0,0.0,0.321271,0.908943
0.999958,0.277392,0.264498,0.562801,0.0,0.057143,0.0,0.397062,0.990696
0.999223,0.027916,0.0,0.512343,0.0,0.0,0.0,0.253995,0.918338
0.998759,0.088271,0.067389,0.468768,0.133333,0.142857,0.045455,0.119645,0.920687
0.999958,0.067638,0.038923,0.55245,0.133333,0.085714,0.0,0.248512,0.885095
0.999958,0.040494,0.210406,0.390416,0.066667,0.028571,0.0,0.12137,0.947335
0.999425,0.153812,0.133747,0.42778,0.066667,0.0,0.0,0.191885,0.98103
0.728639,0.245393,0.451932,0.478652,0.466667,0.028571,0.090909,0.633208,0.923848
0.999958,0.014896,0.063393,0.593127,0.266667,0.028571,0.0,0.279762,0.893135
0.99808,0.099857,0.116674,0.395021,0.133333,0.028571,0.0,0.125771,0.912105
0.998278,0.027695,0.27508,0.53175,0.266667,0.0,0.090909,0.279195,0.951942
0.998278,0.203575,0.106561,0.38731,0.0,0.0,0.045455,0.08361,0.903884
0.998759,0.037405,0.378488,0.515086,0.0,0.0,0.454545,0.231395,0.913731
0.999958,0.268344,0.200325,0.698442,0.133333,0.028571,0.0,0.489534,0.930352
0.999291,0.101512,0.106561,0.45376,0.0,0.0,0.0,0.10529,0.914634
0.999958,0.024716,0.216836,0.526937,0.2,0.057143,0.181818,0.325102,0.889883
0.999958,0.012579,0.038923,0.596802,0.0,0.0,0.409091,0.212493,0.882385
0.999955,0.05208,0.258724,0.493039,0.133333,0.0,0.0,0.150481,0.904426
0.997948,0.028578,0.106561,0.484966,0.133333,0.171429,0.0,0.175025,0.903162
0.9996,0.088933,0.598695,0.385085,0.333333,0.028571,0.045455,0.345131,0.93785
0.999958,0.066424,0.141988,0.567976,0.066667,0.028571,0.0,0.286018,0.939295
0.999973,0.101512,0.080467,0.463023,0.0,0.0,0.0,0.103518,0.90551
0.999349,0.01964,0.145764,0.595042,0.066667,0.142857,0.090909,0.245216,0.907136
0.998759,0.125014,0.106561,0.396522,0.066667,0.028571,0.0,0.094423,0.910659
0.999313,0.08132,0.194706,0.575842,0.0,0.0,0.0,0.264592,0.992141
0.999537,0.158226,0.128254,0.533147,0.066667,0.0,0.136364,0.178112,0.89187
0.999971,0.116959,0.040233,0.413497,0.0,0.0,0.0,0.055943,0.930894
0.998759,0.035308,0.214807,0.493764,0.266667,0.0,0.090909,0.131846,0.922313
0.999177,0.227629,0.106561,0.480826,0.0,0.0,0.0,0.209339,0.944444
0.998541,0.126559,0.268993,0.249909,0.0,0.0,0.0,0.108116,0.87832
0.999659,0.051859,0.159841,0.532008,0.0,0.0,0.0,0.12649,0.888528
0.999419,0.076906,0.093514,0.530094,0.066667,0.0,0.0,0.192146,0.887444
0.999556,0.066755,0.049285,0.577705,0.0,0.0,0.0,0.172295,0.916802
0.998759,0.032771,0.13537,0.483724,0.066667,0.0,0.090909,0.125962,0.909033
0.999958,0.033102,0.271927,0.466956,0.133333,0.2,0.0,0.342642,0.912466
0.999752,0.09434,0.207254,0.57046,0.266667,0.0,0.0,0.270909,0.926829
0.999958,0.018537,0.112429,0.649537,0.466667,0.2,0.0,0.34606,0.93505
0.998759,0.146861,0.02881,0.576153,0.333333,0.028571,0.136364,0.187929,0.919061
0.999556,0.008496,0.148511,0.661181,0.266667,0.0,0.0,0.326369,0.898193
0.998759,0.066424,0.159841,0.378357,0.0,0.028571,0.0,0.097681,0.897019
0.998759,0.061017,0.05328,0.643482,0.133333,0.028571,0.409091,0.24337,0.922584
0.999169,0.037405,0.235502,0.413445,0.066667,0.0,0.0,0.163117,0.929449
0.999186,0.127883,0.268681,0.544274,0.266667,0.0,0.090909,0.411254,0.996206
0.999958,0.040825,0.397216,0.479273,0.133333,0.142857,0.0,0.318152,0.999458
0.998759,0.01622,0.27508,0.733944,0.2,0.8,0.136364,0.582684,0.936766
0.999537,0.078341,0.049285,0.535217,0.133333,0.0,0.0,0.125125,0.914002
0.999958,0.018868,0.02881,0.610775,0.333333,0.0,0.0,0.162115,0.910388
0.999858,0.036743,0.237343,0.438907,0.133333,0.028571,0.0,0.304287,0.939657
0.999474,0.02273,0.159841,0.62009,0.066667,0.0,0.0,0.217594,0.931617
0.998759,0.04888,0.22826,0.306681,0.2,0.028571,0.0,0.134099,0.906594
0.999464,0.018758,0.0,0.796615,0.0,0.0,0.0,0.301207,0.917977
0.999958,0.037736,0.180817,0.452259,0.0,0.0,0.0,0.135855,0.898826
0.951,0.030453,0.219583,0.427366,0.066667,0.171429,0.0,0.224499,0.930262
0.999577,0.027033,0.106561,0.481085,0.066667,0.028571,0.0,0.131744,0.904065
0.998759,0.020523,0.116674,0.499508,0.2,0.114286,0.136364,0.187404,0.907588
0.999695,0.031005,0.292559,0.627698,0.0,0.057143,0.0,0.34781,0.97019
0.999836,0.041818,0.053998,0.371733,0.0,0.0,0.0,0.097685,0.931978
0.999958,0.011806,0.063393,0.571288,0.066667,0.0,0.136364,0.213584,0.990334
0.999958,0.283019,0.128972,0.469441,0.066667,0.0,0.0,0.145972,0.906233
0.999659,0.043584,0.159841,0.509859,0.066667,0.0,0.0,0.118274,0.8972
0.999577,0.032771,0.09186,0.510014,0.133333,0.0,0.0,0.146373,0.9028
0.998606,0.052301,0.208534,0.394504,0.0,0.085714,0.045455,0.161218,0.911834
0.999577,0.088381,0.159841,0.445686,0.0,0.0,0.090909,0.164308,0.91897
0.999429,0.160984,0.142737,0.396729,0.133333,0.028571,0.0,0.214895,0.910208
0.999783,0.02935,0.010113,0.450965,0.2,0.0,0.0,0.107858,0.911292
0.999537,0.151054,0.340283,0.463955,0.066667,0.057143,0.045455,0.311743,0.891418
