oz1,oz247,oz249,oz250,oz251,oz252,oz5,oz6,oz9
0.999556,0.018758,0.271494,0.106561,0.56249,0.901987,0.133333,0.0,0.0
0.999958,0.022619,0.377959,0.299551,0.573099,0.917525,0.333333,0.085714,0.0
0.999752,0.07481,0.19794,0.130439,0.483103,0.961156,0.0,0.0,0.045455
0.99876,0.041818,0.089172,0.057619,0.452776,0.892593,0.133333,0.0,0.045455
0.999958,0.027033,0.146544,0.08209,0.574341,0.88112,0.133333,0.0,0.0
0.998759,0.037736,0.15288,0.09186,0.501682,0.934598,0.0,0.0,0.090909
0.998759,0.288425,0.032382,0.0,0.432542,0.920235,0.0,0.0,0.090909
0.999958,0.010482,0.354767,0.073506,0.648864,0.900361,0.0,0.0,0.454545
0.999958,0.017323,0.195076,0.1109,0.515758,0.965944,0.0,0.0,0.0
0.999288,0.072824,0.222615,0.094294,0.599907,0.909304,0.0,0.0,0.0
0.998884,0.02273,0.207653,0.211249,0.553071,0.913189,0.066667,0.0,0.0
0.951,0.066534,0.455296,0.289531,0.535838,0.908582,0.4,0.028571,0.227273
0.998759,0.041046,0.222523,0.02881,0.65968,0.933966,0.0,0.0,0.045455
0.999958,0.162088,0.219646,0.132717,0.587693,0.919422,0.0,0.0,0.0
0.998759,0.01302,0.464474,0.132717,0.775759,0.94047,0.066667,0.828571,0.0
0.999958,0.050535,0.299059,0.073506,0.681157,0.9028,0.0,0.0,0.0
0.999958,0.142889,0.255494,0.106561,0.505822,0.923577,0.0,0.057143,0.0
0.999955,0.044908,0.155805,0.23881,0.528438,0.899458,0.0,0.057143,0.0
0.999958,0.031336,0.182939,0.161527,0.521451,0.917886,0.066667,0.0,0.0
0.999935,0.033874,0.273442,0.252169,0.542566,0.991147,0.0,0.028571,0.136364
0.999958,0.060466,0.375664,0.106561,0.68183,0.901084,0.133333,0.457143,0.0
0.999958,0.033543,0.249947,0.211218,0.664183,0.877055,0.0,0.0,0.0
0.999958,0.158446,0.140766,0.0,0.563991,0.905149,0.066667,0.0,0.0
0.999955,0.039612,0.167312,0.19299,0.502665,0.909124,0.2,0.028571,0.0
0.998759,0.028578,0.1759,0.145483,0.513326,0.909304,0.2,0.2,0.0
0.998759,0.060466,0.357608,0.063393,0.449413,0.918609,0.4,0.114286,0.318182
0.999177,0.029129,0.222587,0.159841,0.558971,0.876784,0.0,0.0,0.0
0.999752,0.241421,0.168403,0.0,0.542825,0.894399,0.0,0.0,0.0
0.998759,0.051528,0.092768,0.26762,0.411789,0.910027,0.066667,0.0,0.045455
0.998759,0.281143,0.155751,0.254229,0.33856,0.88645,0.0,0.057143,0.0
0.999912,0.043584,0.123941,0.160559,0.484552,0.901174,0.066667,0.0,0.0
0.998759,0.220788,0.075078,0.106561,0.19557,0.90262,0.0,0.0,0.0
0.999958,0.076796,0.168075,0.010113,0.544222,0.909395,0.2,0.085714,0.0
0.999577,0.142006,0.270925,0.092203,0.596181,0.970822,0.066667,0.085714,0.227273
0.999958,0.024716,0.30394,0.22492,0.62185,0.922132,0.0,0.057143,0.0
0.998759,0.012799,0.122942,0.05328,0.551312,0.903794,0.2,0.028571,0.045455
0.999752,0.079334,0.20427,0.05328,0.606272,0.969196,0.0,0.0,0.0
0.999958,0.17268,0.16419,0.161059,0.494592,0.903704,0.066667,0.057143,0.0
0.998759,0.028578,0.159891,0.106561,0.534337,0.899548,0.133333,0.057143,0.136364
0.999554,0.080878,0.220865,0.106561,0.488589,0.911924,0.066667,0.0,0.0
0.999985,0.047225,0.142888,0.080467,0.52171,0.917254,0.066667,0.057143,0.0
0.999414,0.073375,0.17956,0.08209,0.510066,0.93234,0.0,0.0,0.0
0.998759,0.020523,0.131416,0.057619,0.512032,0.904517,0.2,0.057143,0.0
0.999765,0.069844,0.584583,0.371996,0.465663,0.900271,0.066667,0.0,0.0
0.998759,0.043584,0.204598,0.236906,0.616985,0.951129,0.0,0.228571,0.0
0.99967,0.023281,0.274209,0.0,0.68007,0.962692,0.0,0.0,0.0
0.999958,0.011806,0.245543,0.05328,0.63929,0.932249,0.066667,0.285714,0.0
0.999958,0.085623,0.206583,0.11271,0.581587,0.999819,0.0,0.0,0.0
0.99966,0.015668,0.236592,0.097853,0.604099,0.996025,0.133333,0.0,0.0
0.998759,0.394682,0.100845,0.05328,0.338146,0.905601,0.0,0.0,0.090909
0.998438,0.259406,0.470631,0.285598,0.478549,0.929268,0.4,0.114286,0.0
0.998925,0.150171,0.197918,0.13537,0.481447,0.968473,0.066667,0.0,0.181818
0.999958,0.056935,0.38558,0.067732,0.703566,0.999006,0.266667,0.0,0.5
0.998683,0.254,0.192925,0.186185,0.35362,0.907769,0.133333,0.114286,0.0
0.999958,0.040825,0.329557,0.126787,0.581328,0.935501,0.066667,0.228571,0.0
0.999958,0.337085,0.165733,0.057619,0.447084,0.916079,0.0,0.0,0.136364
0.999958,0.035419,0.245674,0.271147,0.406614,0.9028,0.2,0.0,0.0
0.998278,0.014896,0.3276,0.188651,0.6514,0.87841,0.266667,0.0,0.363636
0.999958,0.111111,0.102356,0.0,0.564095,0.888618,0.0,0.0,0.0
0.999958,0.027695,0.099934,0.074256,0.545567,0.896387,0.0,0.0,0.0
0.952982,0.055059,0.195885,0.532867,0.360089,0.909666,0.2,0.028571,0.0
0.998759,0.015116,0.2129,0.020226,0.568649,0.869557,0.266667,0.228571,0.0
0.999577,0.069293,0.19268,0.089519,0.548517,0.908311,0.0,0.0,0.0
0.99981,0.007724,0.182322,0.041014,0.632096,0.892593,0.0,0.0,0.0
0.999556,0.069293,0.243733,0.13537,0.544325,0.965944,0.066667,0.028571,0.0
0.999958,0.241973,0.173638,0.0,0.494747,0.912195,0.066667,0.057143,0.136364
0.998759,0.024826,0.096704,0.08209,0.500906,0.917073,0.2,0.0,0.090909
0.998759,0.035308,0.108129,0.13537,0.468716,0.908943,0.0,0.0,0.181818
0.999577,0.020523,0.124081,0.05328,0.549708,0.895845,0.133333,0.0,0.0
0.999556,0.011255,0.241935,0.05328,0.639652,0.918067,0.066667,0.0,0.090909
0.999424,0.014896,0.271609,0.13537,0.645914,0.931798,0.4,0.0,0.0
0.999958,0.029681,0.218972,0.141519,0.622315,0.901355,0.133333,0.0,0.0
0.999958,0.161205,0.144953,0.0,0.52968,0.904426,0.066667,0.114286,0.0
0.999752,0.139689,0.207134,0.0,0.568752,0.903071,0.0,0.057143,0.090909
0.999577,0.194086,0.113962,0.05328,0.48243,0.905149,0.0,0.0,0.0
0.999958,0.193093,0.103705,0.0,0.541945,0.910479,0.066667,0.0,0.0
0.999958,0.194196,0.119193,0.132717,0.479066,0.888347,0.066667,0.0,0.0
0.997241,0.03586,0.052335,0.05328,0.418517,0.905691,0.066667,0.028571,0.0
0.998759,0.027033,0.135139,0.106561,0.483465,0.878862,0.066667,0.028571,0.227273
0.999958,0.07481,0.153109,0.0,0.570564,0.911834,0.133333,0.028571,0.0
0.999958,0.02935,0.116807,0.057619,0.508151,0.914273,0.0,0.028571,0.045455
0.999958,0.08805,0.126226,0.0,0.574031,0.912918,0.2,0.0,0.0
0.998759,0.035308,0.148116,0.092203,0.476375,0.901174,0.133333,0.0,0.181818
0.998759,0.011586,0.137602,0.074256,0.566372,0.914002,0.066667,0.028571,0.227273
0.998759,0.035308,0.144902,0.16418,0.458728,0.859079,0.066667,0.057143,0.090909
0.999577,0.027695,0.102649,0.05328,0.54329,0.90542,0.0,0.0,0.0
0.998759,0.015999,0.095053,0.05328,0.524763,0.914634,0.066667,0.028571,0.181818
0.999659,0.042039,0.155051,0.213122,0.476789,0.903523,0.066667,0.028571,0.0
0.999958,0.023392,0.18285,0.02881,0.617502,0.87579,0.133333,0.057143,0.0
0.999577,0.021847,0.162064,0.08209,0.563991,0.920235,0.0,0.0,0.227273
0.999842,0.000993,0.242103,0.0,0.696217,0.900452,0.0,0.0,0.0
0.998759,0.050535,0.044176,0.1109,0.381359,0.903884,0.0,0.0,0.136364
0.999734,0.061128,0.013384,0.142206,0.390881,0.915357,0.066667,0.0,0.0
0.998759,0.051087,0.089303,0.08209,0.503959,0.917706,0.066667,0.057143,0.0
0.999965,0.017434,0.148689,0.069043,0.54681,0.914273,0.133333,0.028571,0.0
0.998278,0.010593,0.150128,0.05328,0.580966,0.887624,0.133333,0.057143,0.181818
0.998759,0.025378,0.217505,0.092203,0.567614,0.885637,0.2,0.285714,0.0
0.998759,0.064769,0.213113,0.0,0.616881,0.86766,0.266667,0.142857,0.0
0.998759,0.001545,0.214631,0.0,0.693008,0.903071,0.066667,0.371429,0.0
0.999958,0.111111,0.093389,0.0,0.555814,0.863324,0.0,0.0,0.0
0.998759,0.042701,0.327641,0.455147,0.364488,0.91093,0.266667,0.171429,0.181818
0.998759,0.107139,0.057605,0.05328,0.443616,0.89738,0.0,0.0,0.181818
0.998278,0.051859,0.156164,0.116674,0.447808,0.900542,0.0,0.028571,0.0
0.999971,0.018206,0.082639,0.040233,0.496921,0.91635,0.133333,0.0,0.0
0.998759,0.015447,0.308392,0.188651,0.6455,0.902349,0.266667,0.057143,0.363636
0.999958,0.026812,0.261591,0.038923,0.663199,0.92701,0.0,0.114286,0.0
0.999958,0.088381,0.152747,0.159841,0.433887,0.909485,0.0,0.057143,0.0
0.999958,0.037405,0.193848,0.010113,0.637272,0.907136,0.066667,0.085714,0.0
0.999976,0.165508,0.264232,0.23341,0.459918,0.898645,0.266667,0.0,0.0
0.999976,0.155026,0.282005,0.291029,0.417482,0.906323,0.0,0.0,0.363636
0.998845,0.063224,0.273999,0.0,0.650882,0.982836,0.2,0.0,0.363636
0.998759,0.127993,0.064208,0.0,0.508617,0.999819,0.2,0.0,0.0
0.999472,0.030453,0.391098,0.233348,0.471407,0.891147,0.266667,0.0,0.0
0.998759,0.326051,0.119378,0.100162,0.401853,0.921409,0.066667,0.085714,0.0
0.999958,0.078782,0.223401,0.174293,0.485691,0.878952,0.066667,0.028571,0.090909
0.950881,0.070948,0.24042,0.08209,0.350463,0.863234,0.133333,0.028571,0.181818
0.999554,0.026812,0.19163,0.1109,0.512084,0.915447,0.066667,0.0,0.045455
0.999958,0.020523,0.197485,0.092203,0.594162,0.917164,0.266667,0.085714,0.0
0.998759,0.018206,0.080494,0.010113,0.487191,0.912737,0.066667,0.028571,0.136364
0.999958,0.182942,0.098881,0.0,0.496351,0.882204,0.066667,0.028571,0.0
0.998759,0.032109,0.11477,0.086429,0.464421,0.904878,0.2,0.114286,0.0
0.998759,0.032109,0.12186,0.067732,0.464421,0.904607,0.266667,0.085714,0.0
0.999958,0.033212,0.181959,0.132717,0.563267,0.958537,0.0,0.0,0.0
0.998759,0.116959,0.061939,0.05328,0.424106,0.918157,0.133333,0.028571,0.0
0.999958,0.078341,0.124008,0.0,0.560161,0.873532,0.2,0.0,0.0
0.999958,0.373828,0.143429,0.0,0.500699,0.876152,0.133333,0.057143,0.0
0.998759,0.078341,0.126159,0.0,0.556849,0.898193,0.133333,0.114286,0.0
0.998759,0.167384,0.130805,0.0,0.518812,0.907588,0.066667,0.057143,0.181818
0.998759,0.167384,0.136374,0.0,0.518812,0.899729,0.266667,0.057143,0.0
0.999639,0.094781,0.135588,0.187808,0.459815,0.898013,0.066667,0.028571,0.0
0.999288,0.030564,0.134993,0.1109,0.503079,0.93523,0.133333,0.0,0.0
0.999288,0.018868,0.145421,0.063393,0.532267,0.933062,0.133333,0.0,0.0
0.998759,0.380558,0.112259,0.190336,0.276303,0.914995,0.066667,0.028571,0.0
0.999291,0.037736,0.146007,0.13537,0.543032,0.906143,0.066667,0.028571,0.0
0.998683,0.203023,0.109118,0.234003,0.385085,0.91879,0.066667,0.0,0.0
0.999958,0.022399,0.106,0.057619,0.512757,0.906052,0.2,0.0,0.0
0.999958,0.373828,0.13968,0.0,0.517207,0.934779,0.0,0.0,0.0
0.998759,0.028578,0.165838,0.16418,0.534337,0.899639,0.266667,0.114286,0.0
0.999958,0.013241,0.200868,0.05328,0.608705,0.947606,0.066667,0.028571,0.0
0.998606,0.050204,0.373494,0.0,0.767841,0.947787,0.4,0.0,0.318182
0.999958,0.019199,0.356097,0.063393,0.668633,0.945438,0.0,0.114286,0.0
0.998759,0.162198,0.180989,0.159841,0.459142,0.901807,0.133333,0.057143,0.0
0.998759,0.041818,0.121109,0.0,0.384361,0.862331,0.266667,0.085714,0.0
0.999561,0.029681,0.197622,0.093514,0.511515,0.917706,0.066667,0.0,0.0
0.999958,0.040494,0.149902,0.08209,0.593541,0.884643,0.066667,0.028571,0.0
0.999971,0.018868,0.154907,0.050346,0.51581,0.905239,0.133333,0.114286,0.0
0.999532,0.132627,0.324341,0.146794,0.499353,0.917886,0.0,0.0,0.181818
0.998759,0.300894,0.11716,0.187808,0.378099,0.937037,0.0,0.0,0.181818
0.959336,0.063665,0.420174,0.160934,0.569632,0.900181,0.133333,0.0,0.0
0.999577,0.018868,0.145517,0.05328,0.543756,0.90542,0.2,0.0,0.0
0.998347,0.103387,0.201279,0.377177,0.428712,0.916441,0.2,0.028571,0.0
0.999923,0.166391,0.255523,0.208721,0.481913,0.909395,0.0,0.028571,0.0
0.998759,0.040494,0.115626,0.144048,0.399006,0.906233,0.133333,0.0,0.045455
0.999369,0.014123,0.194682,0.128379,0.586969,0.998735,0.0,0.0,0.0
0.99838,0.064548,0.239713,0.040233,0.58966,0.999548,0.133333,0.0,0.318182
0.999414,0.024385,0.222981,0.168519,0.493039,0.906775,0.2,0.0,0.0
0.99961,0.019861,0.312239,0.093514,0.609688,0.911653,0.0,0.0,0.0
0.998759,0.131524,0.303399,0.08209,0.611965,0.902349,0.133333,0.457143,0.0
0.999472,0.139799,0.322862,0.213122,0.470062,0.921319,0.0,0.0,0.0
0.998759,0.051087,0.220334,0.0,0.660715,0.923216,0.0,0.114286,0.0
0.999846,0.084299,0.320816,0.294244,0.394659,0.915086,0.066667,0.0,0.0
0.999843,0.193093,0.545302,0.450964,0.378409,0.850407,0.066667,0.0,0.0
0.999619,0.032771,0.134713,0.13537,0.542876,0.99187,0.133333,0.0,0.0
0.998759,0.020523,0.132037,0.08209,0.55333,0.906685,0.2,0.142857,0.0
0.999554,0.026812,0.183468,0.0,0.649278,0.913731,0.0,0.0,0.0
0.998759,0.436279,0.09933,0.141519,0.384205,0.918248,0.0,0.114286,0.0
0.999958,0.110449,0.115206,0.0839,0.445635,0.892502,0.0,0.0,0.0
0.999922,0.135606,0.077576,0.080467,0.308699,0.906414,0.0,0.0,0.0
0.999649,0.019309,0.19675,0.1207,0.512653,0.905872,0.0,0.0,0.0
0.999645,0.018206,0.205489,0.080467,0.602908,0.898826,0.0,0.0,0.0
0.999582,0.027695,0.306044,0.181285,0.53294,0.939566,0.0,0.028571,0.181818
0.999948,0.017323,0.340071,0.238404,0.648605,0.915628,0.0,0.057143,0.0
0.999685,0.024937,0.381459,0.221331,0.661491,0.903884,0.0,0.057143,0.0
0.999685,0.024937,0.352259,0.221331,0.650934,0.91888,0.0,0.057143,0.0
0.999961,0.026702,0.411362,0.236906,0.71107,0.90009,0.0,0.085714,0.0
0.999939,0.042039,0.148718,0.197141,0.435491,0.919151,0.0,0.0,0.090909
0.999958,0.010593,0.14172,0.010113,0.564819,0.915447,0.2,0.0,0.0
0.999958,0.026812,0.200012,0.199357,0.568183,0.932701,0.0,0.028571,0.227273
0.999958,0.069072,0.161666,0.0,0.590022,0.871454,0.066667,0.0,0.227273
0.999288,0.049432,0.159019,0.239278,0.404958,0.906052,0.0,0.0,0.0
0.999414,0.024385,0.222981,0.168519,0.493039,0.931617,0.2,0.0,0.0
0.999837,0.021516,0.271017,0.116674,0.601615,0.917796,0.0,0.0,0.045455
0.999752,0.019309,0.196543,0.08209,0.572116,0.922945,0.0,0.0,0.0
0.999958,0.084519,0.13035,0.038923,0.479998,0.903884,0.066667,0.0,0.181818
0.999958,0.032771,0.147595,0.1109,0.544998,0.920506,0.066667,0.057143,0.0
0.999958,0.028578,0.1663,0.1109,0.561818,0.913008,0.066667,0.057143,0.0
0.999739,0.046011,0.084348,0.107279,0.390778,0.919783,0.066667,0.028571,0.0
0.999899,0.260068,0.188489,0.082808,0.34565,0.903252,0.0,0.028571,0.0
0.998759,0.075692,0.164674,0.0,0.609481,0.991147,0.0,0.0,0.0
0.999958,0.018206,0.216232,0.063393,0.571909,0.903704,0.0,0.0,0.318182
0.998759,0.001986,0.185348,0.0,0.666822,0.890696,0.066667,0.314286,0.0
0.998759,0.064769,0.205985,0.0,0.634943,0.903252,0.066667,0.4,0.0
0.998759,0.130972,0.25874,0.0,0.665269,0.99196,0.066667,0.428571,0.0
0.999958,0.0064,0.253553,0.0,0.711484,0.883198,0.0,0.0,0.0
0.999856,0.02946,0.294034,0.106561,0.528593,0.915718,0.0,0.0,0.0
0.999958,0.193093,0.08424,0.0,0.479066,0.902439,0.066667,0.0,0.0
0.998278,0.035419,0.084065,0.156346,0.450137,0.909937,0.2,0.0,0.0
0.999577,0.283019,0.107674,0.05328,0.432076,0.901987,0.066667,0.0,0.0
0.997948,0.047225,0.102732,0.159841,0.360607,0.907769,0.133333,0.0,0.0
0.998606,0.146861,0.216289,0.159841,0.473218,0.915176,0.133333,0.057143,0.090909
0.997247,0.047225,0.146958,0.080467,0.519381,0.914544,0.066667,0.057143,0.0
0.999958,0.138806,0.254944,0.084369,0.520364,0.927642,0.0,0.114286,0.0
0.99976,0.039612,0.355578,0.339909,0.594007,0.903794,0.133333,0.0,0.0
0.999536,0.145647,0.218342,0.020226,0.486001,0.912105,0.133333,0.028571,0.0
0.998759,0.020523,0.130834,0.08209,0.547741,0.889612,0.133333,0.142857,0.0
0.998759,0.030564,0.159604,0.13537,0.498784,0.903975,0.133333,0.2,0.0
0.998759,0.014123,0.202007,0.08209,0.613311,0.890605,0.133333,0.228571,0.0
0.999915,0.330354,0.096466,0.080467,0.400352,0.9,0.0,0.0,0.0
0.998759,0.057376,0.074193,0.08209,0.485639,0.907769,0.066667,0.028571,0.0
0.999958,0.025378,0.18847,0.16418,0.547896,0.918699,0.133333,0.085714,0.0
0.999319,0.526205,0.466857,0.250421,0.26647,0.900271,0.2,0.028571,0.045455
0.999588,0.04248,0.260907,0.293589,0.357398,0.925474,0.0,0.057143,0.0
0.999566,0.019309,0.184912,0.133747,0.536666,0.897019,0.0,0.0,0.0
0.999963,0.0064,0.235586,0.040233,0.657093,0.994851,0.133333,0.0,0.045455
0.999577,0.021516,0.286785,0.173606,0.559851,0.915628,0.066667,0.114286,0.0
0.998278,0.063886,0.226183,0.05328,0.614087,0.911563,0.133333,0.0,0.318182
0.998606,0.031336,0.168091,0.205194,0.479998,0.922945,0.2,0.085714,0.0
0.998278,0.025047,0.131703,0.123104,0.494281,0.903252,0.266667,0.028571,0.0
0.999958,0.079996,0.155241,0.010113,0.52968,0.908943,0.133333,0.085714,0.0
0.999958,0.07172,0.155439,0.0,0.575946,0.893677,0.2,0.057143,0.0
0.999288,0.020523,0.177511,0.08209,0.573306,0.893135,0.066667,0.114286,0.0
0.999958,0.015668,0.252687,0.086429,0.587797,0.914363,0.2,0.114286,0.045455
0.998759,0.015999,0.317006,0.13537,0.67681,0.881752,0.266667,0.0,0.363636
0.999958,0.037736,0.17072,0.0839,0.551622,0.9243,0.066667,0.0,0.136364
0.999958,0.075692,0.177294,0.05328,0.553175,0.909666,0.0,0.0,0.0
0.999915,0.046784,0.192738,0.176322,0.440822,0.910388,0.066667,0.0,0.136364
0.985142,0.181838,0.123747,0.174293,0.28774,0.924119,0.0,0.0,0.090909
0.999928,0.310273,0.258654,0.082808,0.382032,0.920325,0.0,0.057143,0.0
0.999091,0.105263,0.136568,0.152912,0.318015,0.944806,0.133333,0.085714,0.0
0.999955,0.051308,0.270454,0.536176,0.551778,0.909033,0.0,0.114286,0.0
0.999287,0.203575,0.048351,0.09058,0.364074,0.925474,0.066667,0.0,0.0
0.999958,0.017434,0.148893,0.057619,0.531077,0.908943,0.133333,0.0,0.090909
0.999577,0.032771,0.128934,0.1109,0.549966,0.920325,0.133333,0.0,0.0
0.998759,0.07823,0.180725,0.08209,0.553744,0.907227,0.2,0.2,0.0
0.998759,0.014123,0.200006,0.08209,0.62392,0.911292,0.066667,0.2,0.227273
0.998759,0.139689,0.224961,0.0,0.602287,0.885276,0.066667,0.4,0.0
0.999577,0.069293,0.231487,0.08209,0.616416,0.913821,0.066667,0.257143,0.0
0.998759,0.011806,0.24393,0.08209,0.661698,0.904426,0.066667,0.285714,0.227273
0.998759,0.037074,0.212824,0.250609,0.526109,0.901536,0.133333,0.285714,0.0
0.999958,0.067307,0.20468,0.02881,0.584226,0.955014,0.0,0.0,0.318182
0.999958,0.031888,0.20855,0.089082,0.670393,0.911201,0.0,0.057143,0.0
0.998759,0.074037,0.176553,0.02881,0.554986,0.913821,0.2,0.085714,0.136364
0.999291,0.029681,0.190115,0.217461,0.568545,0.907317,0.133333,0.085714,0.0
0.998759,0.404281,0.113624,0.0,0.486674,0.88654,0.0,0.057143,0.181818
0.999577,0.177645,0.119515,0.08209,0.462816,0.909033,0.0,0.057143,0.0
0.998759,0.020523,0.130611,0.08209,0.547741,0.899458,0.133333,0.142857,0.0
0.999547,0.017434,0.151712,0.106561,0.534596,0.988076,0.0,0.0,0.0
0.998759,0.09136,0.284987,0.676259,0.481085,0.88907,0.0,0.0,0.0
0.999958,0.020523,0.230638,0.0,0.721679,0.906504,0.0,0.028571,0.0
0.999958,0.018868,0.145774,0.05328,0.546033,0.908762,0.2,0.028571,0.0
0.999752,0.027916,0.24485,0.16418,0.524453,0.901807,0.133333,0.028571,0.0
0.99945,0.028688,0.246613,0.298708,0.57341,0.918519,0.133333,0.0,0.0
0.999537,0.033212,0.189396,0.141519,0.589971,0.915266,0.133333,0.057143,0.0
0.999958,0.027033,0.139413,0.05328,0.494799,0.916802,0.066667,0.028571,0.0
0.999958,0.063224,0.303546,0.010113,0.656265,0.91897,0.2,0.114286,0.0
0.999958,0.020523,0.14403,0.132249,0.555504,0.982927,0.133333,0.028571,0.0
0.999588,0.023723,0.417587,0.326737,0.582932,0.893948,0.066667,0.4,0.0
0.998759,0.083747,0.127687,0.0,0.307871,0.906775,0.133333,0.028571,0.181818
0.999958,0.076796,0.123722,0.02881,0.55214,0.898193,0.0,0.0,0.0
0.999958,0.07481,0.231806,0.063393,0.495213,0.90533,0.066667,0.085714,0.181818
0.999958,0.065983,0.256188,0.084369,0.553951,0.906775,0.0,0.028571,0.181818
0.999752,0.014123,0.17198,0.038579,0.5938,0.915357,0.0,0.0,0.090909
0.998759,0.032109,0.12741,0.139085,0.458883,0.921138,0.066667,0.057143,0.181818
0.999752,0.034426,0.373971,0.106561,0.684262,0.998735,0.0,0.0,0.045455
0.998759,0.020082,0.356313,0.24627,0.623143,0.889612,0.333333,0.028571,0.363636
0.999368,0.181287,0.18931,0.202728,0.437872,0.922313,0.0,0.0,0.0
0.998759,0.043584,0.13773,0.106561,0.47591,0.903884,0.133333,0.057143,0.0
0.999577,0.26371,0.136711,0.05328,0.464214,0.88636,0.066667,0.057143,0.0
0.999971,0.084961,0.17647,0.097853,0.466284,0.897471,0.133333,0.114286,0.0
0.999658,0.135606,0.02723,0.142206,0.367438,0.928817,0.0,0.0,0.0
0.999419,0.025378,0.182596,0.122323,0.523935,0.920054,0.0,0.0,0.0
0.998759,0.050535,0.073525,0.057619,0.462558,0.879042,0.133333,0.028571,0.0
0.999958,0.128876,0.267386,0.0,0.64726,0.992412,0.333333,0.028571,0.0
0.999577,0.028136,0.206128,0.13537,0.503649,0.90009,0.066667,0.0,0.0
0.999958,0.040494,0.133606,0.089082,0.603685,0.912918,0.133333,0.0,0.0
0.999958,0.024716,0.283482,0.16418,0.568908,0.899006,0.0,0.2,0.0
0.999752,0.013682,0.294922,0.092203,0.634995,0.947696,0.133333,0.114286,0.0
0.999577,0.013903,0.37815,0.126787,0.616726,0.915718,0.0,0.114286,0.454545
0.999956,0.074037,0.263256,0.116674,0.581794,0.939747,0.0,0.028571,0.181818
0.999958,0.124793,0.562451,0.394875,0.507375,0.912376,0.4,0.171429,0.0
0.960204,0.037405,0.169358,0.181004,0.473529,0.91093,0.0,0.0,0.0
0.999752,0.020523,0.194574,0.05328,0.614397,0.914995,0.066667,0.0,0.0
0.999752,0.143109,0.209985,0.010113,0.583605,0.908401,0.133333,0.0,0.045455
0.999958,0.014896,0.428585,0.130782,0.729338,0.896387,0.133333,0.514286,0.0
0.999659,0.194196,0.117192,0.159841,0.466491,0.896206,0.0,0.0,0.0
0.998759,0.101512,0.088278,0.13537,0.410288,0.899729,0.066667,0.028571,0.136364
0.998759,0.182942,0.107922,0.0,0.486674,0.896929,0.2,0.085714,0.0
0.999577,0.099857,0.145179,0.08209,0.563111,0.912827,0.066667,0.028571,0.0
0.999364,0.098532,0.125612,0.121481,0.387414,0.879313,0.066667,0.0,0.0
0.999507,0.03895,0.196929,0.227012,0.436733,0.906685,0.066667,0.028571,0.0
0.999958,0.026812,0.216474,0.13537,0.562904,0.902258,0.0,0.028571,0.0
0.999971,0.010151,0.287666,0.069043,0.665476,0.890334,0.066667,0.428571,0.0
0.999948,0.040494,0.139251,0.16418,0.479066,0.888166,0.2,0.057143,0.090909
0.998759,0.16937,0.194227,0.100162,0.556849,0.905691,0.266667,0.085714,0.0
0.999958,0.035529,0.418777,0.227574,0.666667,0.982475,0.0,0.114286,0.0
0.999588,0.027916,0.263297,0.187028,0.459918,0.896477,0.0,0.171429,0.0
0.999963,0.152047,0.225928,0.172951,0.511825,0.901084,0.0,0.0,0.0
0.999752,0.15955,0.205699,0.185998,0.495886,0.907136,0.0,0.0,0.0
0.999537,0.07503,0.244955,0.057619,0.559489,0.901987,0.133333,0.028571,0.0
0.999958,0.159881,0.243052,0.265435,0.46323,0.90533,0.066667,0.028571,0.0
0.999958,0.057266,0.275984,0.0,0.678466,0.998555,0.066667,0.371429,0.0
0.999288,0.092574,0.101751,0.08209,0.466077,0.893315,0.0,0.0,0.0
0.999966,0.21483,0.265114,0.080467,0.59468,0.901265,0.0,0.0,0.045455
0.999729,0.571996,0.628072,0.0,0.596439,0.945528,0.4,0.0,0.0
0.997948,0.039612,0.157924,0.188651,0.448171,0.923848,0.2,0.028571,0.0
0.999958,0.081209,0.176734,0.0,0.645241,0.899639,0.0,0.0,0.227273
0.999958,0.080216,0.217664,0.106561,0.499405,0.919603,0.066667,0.142857,0.0
0.99945,0.044908,0.252471,0.207254,0.548569,0.913189,0.0,0.171429,0.0
0.999958,0.146861,0.193084,0.0,0.55804,0.920416,0.4,0.0,0.0
0.999543,0.015668,0.241807,0.08209,0.625783,0.918157,0.0,0.0,0.0
0.999958,0.012027,0.322738,0.127536,0.647001,0.998826,0.0,0.028571,0.0
0.999958,0.013461,0.378006,0.106561,0.67976,0.998916,0.0,0.028571,0.0
0.99981,0.015668,0.23318,0.08209,0.667546,0.906052,0.066667,0.0,0.0
0.999405,0.019199,0.343482,0.010113,0.645086,0.892683,0.0,0.114286,0.0
0.999536,0.155798,0.18608,0.074443,0.527144,0.847064,0.133333,0.0,0.090909
0.999291,0.048108,0.117118,0.106561,0.359209,0.918428,0.0,0.0,0.0
0.998759,0.092574,0.091425,0.106561,0.446773,0.902258,0.133333,0.0,0.136364
0.999954,0.057818,0.196267,0.302204,0.602857,0.915718,0.2,0.0,0.0
0.999958,0.043363,0.169033,0.171172,0.593748,0.930262,0.2,0.0,0.0
0.998759,0.069072,0.090315,0.44828,0.310666,0.924119,0.133333,0.057143,0.0
0.999537,0.072272,0.246129,0.121013,0.513895,0.914634,0.2,0.0,0.181818
0.998759,0.118614,0.351903,0.010113,0.676862,0.867299,0.266667,0.0,0.409091
0.999958,0.015999,0.09019,0.0,0.588987,0.912737,0.133333,0.0,0.0
