oz124,oz125,oz126,oz128,oz13,oz131,oz149,oz150,oz151,oz165,oz171,oz172,oz173,oz175,oz176,oz177,oz178,oz197,oz247,oz249
0.0,0.071429,0.066667,0.058824,0.090909,0.25,0.192308,0.045455,0.071429,0.0,0.0875,0.384615,0.0,0.0,0.0,0.083333,0.0,0.0,0.00971,0.29728
0.133333,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.230769,0.038462,0.0,0.0,0.0,0.134503,0.072841
0.0,0.142857,0.266667,0.0,0.318182,0.0,0.0,0.181818,0.071429,0.1,0.1875,0.0,0.0,0.0,0.115385,0.055556,0.0,0.0,0.021626,0.219665
0.0,0.214286,0.0,0.0,0.363636,0.0,0.307692,0.181818,0.285714,0.2,0.0,0.538462,0.0,0.0,0.0,0.0,0.0,0.0,0.017323,0.42153
0.0,0.142857,0.066667,0.0,0.090909,0.05,0.192308,0.0,0.142857,0.0,0.2125,0.230769,0.0,0.076923,0.0,0.055556,0.0,0.1,0.020633,0.327985
0.0,0.071429,0.066667,0.0,0.136364,0.0,0.0,0.045455,0.0,0.0,0.075,0.0,0.0,0.0,0.115385,0.055556,0.0,0.0,0.022399,0.108498
0.2,0.035714,0.066667,0.0,0.090909,0.0,0.192308,0.090909,0.0,0.0,0.0625,0.192308,0.0,0.076923,0.0,0.111111,0.0,0.0,0.061348,0.215306
0.0,0.107143,0.133333,0.058824,0.0,0.2,0.0,0.0,0.0,0.1,0.1875,0.153846,0.0,0.0,0.076923,0.166667,0.166667,0.0,0.017323,0.244261
0.0,0.107143,0.0,0.0,0.045455,0.25,0.057692,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.076923,0.0,0.0,0.0,0.025047,0.142509
0.066667,0.107143,0.0,0.0,0.090909,0.05,0.115385,0.0,0.0,0.0,0.0,0.153846,0.0,0.076923,0.076923,0.0,0.0,0.0,0.081209,0.16874
0.0,0.107143,0.066667,0.058824,0.090909,0.0,0.096154,0.045455,0.0,0.0,0.0375,0.096154,0.0,0.0,0.038462,0.0,0.0,0.0,0.021847,0.168836
0.0,0.107143,0.0,0.0,0.090909,0.0,0.115385,0.0,0.0,0.0,0.0,0.115385,0.0,0.0,0.076923,0.0,0.0,0.0,0.023392,0.153097
0.0,0.071429,0.0,0.058824,0.090909,0.15,0.153846,0.045455,0.0,0.0,0.0,0.269231,0.0,0.0,0.0,0.194444,0.0,0.0,0.011806,0.231586
0.0,0.107143,0.066667,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.076923,0.055556,0.0,0.0,0.032109,0.105166
0.0,0.071429,0.2,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,0.0,0.0,0.038462,0.111111,0.0,0.0,0.022399,0.117472
0.0,0.142857,0.133333,0.0,0.090909,0.0,0.076923,0.0,0.142857,0.2,0.0,0.076923,0.0,0.0,0.230769,0.0,0.0,0.0,0.042039,0.187869
0.0,0.071429,0.066667,0.0,0.272727,0.05,0.076923,0.045455,0.142857,0.0,0.0,0.173077,0.0,0.0,0.0,0.083333,0.0,0.0,0.035419,0.229464
0.066667,0.25,0.066667,0.0,0.090909,0.25,0.192308,0.090909,0.0,0.2,0.0,0.346154,0.0,0.153846,0.115385,0.083333,0.166667,0.2,0.028467,0.357777
0.266667,0.071429,0.266667,0.0,0.363636,0.0,0.076923,0.272727,0.142857,0.0,0.15,0.076923,0.0,0.307692,0.0,0.0,0.0,0.0,0.318989,0.231491
0.0,0.107143,0.0,0.0,0.090909,0.1,0.192308,0.090909,0.0,0.0,0.0,0.269231,0.0,0.076923,0.0,0.0,0.0,0.0,0.029681,0.225791
0.0,0.214286,0.266667,0.0,0.0,0.2,0.0,0.090909,0.0,0.0,0.075,0.153846,0.0,0.0,0.0,0.166667,0.0,0.2,0.037405,0.186647
0.0,0.071429,0.066667,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1125,0.096154,0.0,0.0,0.076923,0.0,0.0,0.0,0.035308,0.165959
0.0,0.107143,0.133333,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.2125,0.134615,0.083333,0.0,0.0,0.083333,0.166667,0.0,0.019309,0.209584
0.066667,0.071429,0.0,0.176471,0.136364,0.0,0.096154,0.045455,0.0,0.0,0.0,0.153846,0.0,0.076923,0.0,0.0,0.0,0.1,0.028578,0.189994
0.0,0.142857,0.0,0.058824,0.409091,0.05,0.230769,0.045455,0.071429,0.1,0.0,0.25,0.0,0.0,0.076923,0.0,0.0,0.1,0.027585,0.368756
0.133333,0.357143,0.0,0.0,0.318182,0.05,0.096154,0.045455,0.0,0.0,0.0,0.192308,0.0,0.153846,0.0,0.0,0.0,0.0,0.155798,0.298187
0.133333,0.071429,0.066667,0.0,0.272727,0.0,0.153846,0.136364,0.0,0.0,0.0,0.173077,0.0,0.153846,0.0,0.138889,0.0,0.0,0.13671,0.211694
0.066667,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115385,0.0,0.076923,0.0,0.111111,0.333333,0.0,0.093236,0.094448
0.266667,0.214286,0.133333,0.058824,0.318182,0.4,0.211538,0.227273,0.142857,0.0,0.0875,0.519231,0.0,0.307692,0.0,0.0,0.0,0.0,0.268344,0.434478
0.266667,0.285714,0.0,0.0,0.636364,0.0,0.346154,0.363636,0.285714,0.0,0.0,0.346154,0.0,0.307692,0.0,0.0,0.0,0.0,0.258303,0.450863
0.266667,0.464286,0.0,0.0,0.227273,0.0,0.076923,0.045455,0.0,0.3,0.0,0.076923,0.0,0.461538,0.115385,0.055556,0.0,0.2,0.095443,0.25887
0.0,0.071429,0.2,0.058824,0.0,0.05,0.0,0.0,0.0,0.1,0.4,0.038462,0.0,0.0,0.076923,0.055556,0.0,0.0,0.011255,0.264309
0.066667,0.392857,0.066667,0.0,0.181818,0.05,0.0,0.0,0.0,0.2,0.0,0.173077,0.0,0.076923,0.0,0.083333,0.0,0.2,0.102394,0.203904
0.333333,0.214286,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.2,0.0,0.115385,0.0,0.076923,0.0,0.0,0.0,0.0,0.112987,0.10607
0.266667,0.142857,0.133333,0.0,0.090909,0.3,0.076923,0.090909,0.0,0.2,0.175,0.307692,0.0,0.0,0.0,0.111111,0.333333,0.0,0.022178,0.388909
0.066667,0.214286,0.066667,0.0,0.090909,0.05,0.076923,0.045455,0.071429,0.0,0.4125,0.115385,0.0,0.153846,0.0,0.055556,0.0,0.1,0.067748,0.424553
0.133333,0.178571,0.0,0.0,0.136364,0.0,0.019231,0.0,0.0,0.1,0.0,0.076923,0.0,0.230769,0.0,0.0,0.0,0.0,0.203023,0.123979
0.0,0.214286,0.2,0.0,0.136364,0.15,0.057692,0.136364,0.0,0.3,0.1125,0.230769,0.0,0.0,0.0,0.166667,0.0,0.3,0.024716,0.299399
0.0,0.142857,0.066667,0.0,0.136364,0.05,0.076923,0.045455,0.0,0.0,0.1625,0.115385,0.0,0.0,0.0,0.055556,0.0,0.1,0.028136,0.220719
0.133333,0.214286,0.0,0.0,0.272727,0.0,0.192308,0.090909,0.285714,0.0,0.0,0.192308,0.0,0.153846,0.0,0.0,0.0,0.0,0.083526,0.209852
0.266667,0.285714,0.0,0.0,0.272727,0.0,0.115385,0.0,0.428571,0.0,0.0,0.115385,0.0,0.307692,0.0,0.0,0.0,0.0,0.248373,0.168285
0.333333,0.25,0.133333,0.0,0.318182,0.0,0.096154,0.090909,0.357143,0.0,0.075,0.096154,0.0,0.384615,0.0,0.0,0.0,0.0,0.326713,0.214113
0.2,0.214286,0.133333,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846,0.0,0.166667,0.0,0.1,0.10747,0.132934
0.0,0.071429,0.066667,0.0,0.090909,0.05,0.076923,0.0,0.142857,0.0,0.0,0.115385,0.0,0.0,0.0,0.083333,0.0,0.0,0.02935,0.121099
0.0,0.071429,0.133333,0.0,0.045455,0.05,0.096154,0.045455,0.0,0.0,0.1125,0.153846,0.0,0.0,0.0,0.0,0.416667,0.0,0.014123,0.19507
0.0,0.071429,0.066667,0.0,0.045455,0.05,0.096154,0.045455,0.0,0.0,0.0375,0.192308,0.083333,0.0,0.0,0.0,0.0,0.0,0.017434,0.152521
0.066667,0.178571,0.133333,0.058824,0.045455,0.05,0.096154,0.045455,0.0,0.1,0.0875,0.134615,0.0,0.153846,0.038462,0.055556,0.0,0.0,0.035419,0.196292
0.066667,0.214286,0.133333,0.058824,0.045455,0.05,0.096154,0.045455,0.0,0.1,0.0875,0.134615,0.0,0.307692,0.038462,0.055556,0.0,0.1,0.03895,0.204639
0.066667,0.107143,0.0,0.0,0.272727,0.1,0.057692,0.090909,0.142857,0.0,0.075,0.25,0.0,0.076923,0.0,0.055556,0.166667,0.0,0.070948,0.277206
0.066667,0.107143,0.066667,0.0,0.227273,0.0,0.057692,0.045455,0.071429,0.0,0.0,0.057692,0.0,0.076923,0.115385,0.0,0.0,0.0,0.096546,0.126401
0.0,0.178571,0.133333,0.0,0.136364,0.05,0.0,0.0,0.071429,0.0,0.1125,0.211538,0.0,0.0,0.0,0.138889,0.0,0.2,0.029681,0.216092
0.2,0.142857,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.134615,0.0,0.230769,0.038462,0.0,0.166667,0.0,0.194086,0.128406
0.266667,0.107143,0.2,0.176471,0.0,0.0,0.019231,0.045455,0.0,0.0,0.2125,0.057692,0.0,0.153846,0.0,0.25,0.0,0.0,0.131524,0.303632
0.0,0.178571,0.266667,0.0,0.181818,0.0,0.153846,0.090909,0.142857,0.2,0.1,0.153846,0.0,0.0,0.230769,0.055556,0.0,0.0,0.020633,0.298397
0.133333,0.107143,0.066667,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.134615,0.0,0.153846,0.038462,0.083333,0.166667,0.0,0.193865,0.125169
0.0,0.071429,0.266667,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1875,0.076923,0.0,0.0,0.0,0.0,0.416667,0.0,0.017434,0.161154
0.0,0.142857,0.133333,0.0,0.136364,0.0,0.057692,0.045455,0.142857,0.1,0.0,0.192308,0.0,0.0,0.076923,0.166667,0.0,0.0,0.026812,0.170287
0.0,0.035714,0.2,0.0,0.045455,0.0,0.019231,0.045455,0.0,0.0,0.125,0.019231,0.0,0.0,0.0,0.083333,0.0,0.0,0.012799,0.125593
0.0,0.035714,0.333333,0.294118,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.057692,0.0,0.0,0.0,0.083333,0.0,0.0,0.008937,0.169609
0.0,0.071429,0.333333,0.235294,0.0,0.0,0.0,0.0,0.0,0.1,0.2625,0.019231,0.0,0.0,0.115385,0.083333,0.0,0.0,0.014123,0.198354
0.0,0.035714,0.133333,0.0,0.227273,0.1,0.134615,0.181818,0.071429,0.0,0.025,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.015668,0.282613
0.0,0.035714,0.0,0.0,0.272727,0.2,0.115385,0.181818,0.142857,0.0,0.025,0.269231,0.0,0.0,0.0,0.0,0.0,0.0,0.021626,0.27875
0.0,0.142857,0.0,0.117647,0.272727,0.0,0.134615,0.181818,0.071429,0.2,0.1,0.134615,0.0,0.0,0.076923,0.0,0.0,0.1,0.017985,0.266183
0.2,0.178571,0.066667,0.0,0.227273,0.0,0.019231,0.045455,0.285714,0.0,0.0,0.076923,0.0,0.230769,0.0,0.083333,0.0,0.0,0.271433,0.123944
0.133333,0.142857,0.133333,0.0,0.090909,0.0,0.076923,0.045455,0.071429,0.1,0.0,0.153846,0.0,0.153846,0.038462,0.222222,0.0,0.0,0.155798,0.178678
0.066667,0.107143,0.133333,0.058824,0.0,0.2,0.0,0.0,0.0,0.1,0.025,0.153846,0.0,0.076923,0.0,0.222222,0.0,0.1,0.088271,0.138328
0.066667,0.178571,0.066667,0.0,0.136364,0.05,0.0,0.045455,0.0,0.0,0.075,0.057692,0.0,0.076923,0.0,0.194444,0.0,0.0,0.085402,0.208206
0.066667,0.107143,0.0,0.0,0.227273,0.0,0.153846,0.181818,0.0,0.1,0.025,0.153846,0.083333,0.153846,0.0,0.0,0.0,0.0,0.071279,0.208833
0.066667,0.071429,0.066667,0.058824,0.136364,0.0,0.288462,0.136364,0.0,0.1,0.05,0.288462,0.0,0.076923,0.0,0.0,0.0,0.0,0.00971,0.279291
0.066667,0.178571,0.0,0.0,0.090909,0.0,0.076923,0.045455,0.071429,0.0,0.0,0.134615,0.0,0.153846,0.0,0.0,0.0,0.1,0.040494,0.115912
0.133333,0.178571,0.2,0.0,0.181818,0.05,0.0,0.0,0.0,0.0,0.0625,0.057692,0.0,0.153846,0.0,0.222222,0.0,0.0,0.163853,0.207914
0.133333,0.357143,0.0,0.0,0.272727,1.0,0.0,0.181818,0.142857,0.0,0.0,0.769231,0.0,0.153846,0.0,0.0,0.0,0.0,0.132406,0.382847
0.2,0.107143,0.0,0.0,0.454545,0.0,0.153846,0.181818,0.428571,0.0,0.05,0.153846,0.0,0.230769,0.0,0.0,0.0,0.0,0.213505,0.30872
0.4,0.25,0.133333,0.117647,0.090909,0.05,0.019231,0.045455,0.071429,0.0,0.1875,0.057692,0.0,0.307692,0.0,0.194444,0.0,0.1,0.13682,0.305067
0.066667,0.107143,0.066667,0.0,0.045455,0.05,0.096154,0.045455,0.0,0.1,0.0,0.153846,0.0,0.153846,0.0,0.083333,0.166667,0.1,0.084519,0.14987
0.066667,0.107143,0.066667,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.192308,0.166667,0.076923,0.115385,0.0,0.0,0.1,0.02935,0.135251
0.2,0.214286,0.0,0.0,0.272727,0.0,0.230769,0.136364,0.214286,0.0,0.225,0.288462,0.25,0.230769,0.0,0.333333,0.0,0.0,0.175439,0.52036
0.2,0.107143,0.266667,0.0,0.545455,0.0,0.115385,0.363636,0.285714,0.0,0.2,0.115385,0.0,0.230769,0.0,0.0,0.0,0.0,0.199713,0.342308
0.0,0.071429,0.066667,0.0,0.181818,0.05,0.038462,0.090909,0.071429,0.0,0.0375,0.134615,0.166667,0.0,0.0,0.0,0.0,0.0,0.027033,0.128014
0.066667,0.107143,0.2,0.0,0.181818,0.1,0.038462,0.136364,0.071429,0.0,0.1125,0.346154,0.0,0.076923,0.0,0.0,0.0,0.0,0.071279,0.240219
0.133333,0.071429,0.066667,0.0,0.272727,0.05,0.192308,0.181818,0.142857,0.0,0.0375,0.230769,0.0,0.153846,0.0,0.0,0.0,0.0,0.133841,0.24196
0.266667,0.285714,0.2,0.117647,0.090909,0.05,0.057692,0.045455,0.071429,0.1,0.1375,0.192308,0.0,0.153846,0.115385,0.138889,0.0,0.0,0.132958,0.315094
0.133333,0.214286,0.0,0.0,0.363636,0.0,0.076923,0.181818,0.285714,0.2,0.025,0.076923,0.0,0.307692,0.0,0.0,0.0,0.0,0.155136,0.236423
0.2,0.178571,0.0,0.0,0.272727,0.1,0.115385,0.090909,0.142857,0.0,0.075,0.211538,0.166667,0.230769,0.0,0.111111,0.0,0.0,0.209313,0.281089
0.133333,0.178571,0.066667,0.0,0.318182,0.1,0.057692,0.045455,0.142857,0.0,0.0625,0.134615,0.0,0.153846,0.0,0.055556,0.0,0.0,0.151936,0.287644
0.133333,0.142857,0.0,0.0,0.181818,0.0,0.076923,0.045455,0.071429,0.1,0.0,0.134615,0.0,0.0,0.0,0.0,0.0,0.0,0.042039,0.174071
0.066667,0.071429,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.075,0.115385,0.0,0.076923,0.0,0.222222,0.166667,0.0,0.076796,0.154898
0.066667,0.107143,0.066667,0.058824,0.181818,0.0,0.153846,0.090909,0.142857,0.0,0.0,0.403846,0.0,0.076923,0.0,0.111111,0.0,0.0,0.065983,0.278304
0.0,0.107143,0.066667,0.0,0.090909,0.0,0.076923,0.045455,0.071429,0.0,0.0375,0.192308,0.0,0.0,0.0,0.0,0.0,0.0,0.02935,0.107858
0.133333,0.107143,0.0,0.0,0.363636,0.1,0.076923,0.090909,0.428571,0.0,0.075,0.173077,0.0,0.153846,0.0,0.111111,0.0,0.0,0.139579,0.371722
0.0,0.071429,0.266667,0.0,0.272727,0.0,0.038462,0.090909,0.0,0.0,0.075,0.038462,0.0,0.0,0.0,0.166667,0.0,0.0,0.017434,0.156938
0.0,0.071429,0.133333,0.0,0.272727,0.0,0.153846,0.090909,0.0,0.0,0.0,0.153846,0.0,0.0,0.0,0.166667,0.0,0.0,0.013241,0.204843
0.0,0.142857,0.133333,0.235294,0.090909,0.0,0.057692,0.045455,0.071429,0.1,0.2,0.134615,0.0,0.0,0.0,0.083333,0.0,0.0,0.017323,0.268166
0.0,0.142857,0.066667,0.0,0.181818,0.0,0.153846,0.136364,0.071429,0.2,0.0,0.153846,0.0,0.076923,0.115385,0.0,0.0,0.0,0.023944,0.194338
0.266667,0.071429,0.0,0.0,0.181818,0.0,0.153846,0.0,0.285714,0.0,0.0,0.153846,0.0,0.307692,0.0,0.0,0.0,0.0,0.346795,0.191341
0.133333,0.107143,0.066667,0.0,0.090909,0.0,0.076923,0.090909,0.0,0.1,0.0,0.134615,0.0,0.0,0.0,0.083333,0.0,0.0,0.027033,0.128183
0.133333,0.142857,0.066667,0.0,0.136364,0.05,0.057692,0.045455,0.0,0.1,0.0,0.096154,0.166667,0.0,0.0,0.083333,0.0,0.0,0.032771,0.110951
0.2,0.107143,0.066667,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.096154,0.0,0.230769,0.0,0.083333,0.0,0.0,0.216485,0.094751
0.2,0.142857,0.133333,0.058824,0.090909,0.05,0.076923,0.045455,0.071429,0.0,0.075,0.115385,0.0,0.307692,0.0,0.027778,0.0,0.1,0.248814,0.210813
0.2,0.214286,0.2,0.176471,0.090909,0.05,0.019231,0.045455,0.071429,0.1,0.2,0.057692,0.0,0.076923,0.115385,0.194444,0.0,0.0,0.069072,0.284891
0.0,0.142857,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.0,0.2,0.056162,0.124686
0.333333,0.285714,0.6,0.294118,0.0,0.0,0.019231,0.045455,0.0,0.1,0.2375,0.096154,0.0,0.230769,0.115385,0.416667,0.083333,0.0,0.187907,0.419343
0.2,0.035714,0.066667,0.0,0.181818,0.0,0.153846,0.181818,0.0,0.0,0.05,0.153846,0.0,0.076923,0.0,0.083333,0.0,0.0,0.062893,0.197485
0.066667,0.107143,0.0,0.0,0.363636,0.0,0.230769,0.045455,0.071429,0.0,0.0,0.230769,0.083333,0.076923,0.0,0.0,0.0,0.0,0.074258,0.32999
0.066667,0.25,0.0,0.0,0.181818,0.0,0.057692,0.045455,0.071429,0.0,0.0,0.057692,0.0,0.076923,0.0,0.0,0.0,0.1,0.109897,0.118258
0.133333,0.25,0.0,0.0,0.136364,0.05,0.0,0.045455,0.0,0.1,0.0,0.0,0.0,0.230769,0.076923,0.0,0.0,0.0,0.115194,0.130006
0.0,0.214286,0.2,0.294118,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.019231,0.0,0.0,0.115385,0.194444,0.0,0.0,0.021406,0.319683
0.0,0.285714,0.2,0.0,0.090909,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.083333,0.0,0.230769,0.0,0.25,0.1,0.05539,0.160397
0.0,0.285714,0.0,0.0,0.409091,0.0,0.096154,0.227273,0.142857,0.1,0.0,0.153846,0.166667,0.076923,0.0,0.0,0.0,0.0,0.035419,0.224942
0.0,0.035714,0.066667,0.0,0.272727,0.0,0.153846,0.227273,0.071429,0.0,0.0,0.173077,0.0,0.0,0.0,0.083333,0.0,0.0,0.017323,0.249664
0.133333,0.178571,0.0,0.0,0.136364,0.1,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.153846,0.0,0.0,0.0,0.0,0.194196,0.123531
0.0,0.142857,0.333333,0.235294,0.0,0.05,0.019231,0.090909,0.0,0.1,0.25,0.076923,0.083333,0.0,0.115385,0.277778,0.166667,0.0,0.014344,0.358044
0.2,0.178571,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134615,0.083333,0.230769,0.0,0.083333,0.0,0.0,0.291956,0.099015
0.0,0.357143,0.266667,0.0,0.045455,0.15,0.096154,0.045455,0.0,0.4,0.0,0.269231,0.0,0.0,0.461538,0.0,0.0,0.0,0.035529,0.300134
0.0,0.142857,0.0,0.0,0.181818,0.0,0.173077,0.045455,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.0,0.2,0.023944,0.191248
0.2,0.25,0.066667,0.0,0.181818,0.1,0.0,0.0,0.0,0.1,0.0375,0.038462,0.0,0.230769,0.076923,0.055556,0.0,0.0,0.17588,0.183465
0.066667,0.107143,0.0,0.0,0.227273,0.0,0.211538,0.090909,0.214286,0.0,0.0,0.211538,0.0,0.076923,0.0,0.0,0.0,0.0,0.071279,0.194364
0.0,0.142857,0.066667,0.0,0.272727,0.0,0.096154,0.181818,0.142857,0.1,0.0875,0.211538,0.0,0.0,0.0,0.0,0.0,0.0,0.020523,0.232939
0.133333,0.178571,0.066667,0.058824,0.227273,0.0,0.019231,0.181818,0.071429,0.2,0.2,0.076923,0.0,0.153846,0.076923,0.0,0.0,0.0,0.023281,0.253547
0.0,0.285714,0.066667,0.0,0.181818,0.05,0.038462,0.045455,0.214286,0.0,0.0,0.076923,0.0,0.076923,0.0,0.083333,0.0,0.1,0.049432,0.139709
0.0,0.178571,0.133333,0.0,0.136364,0.0,0.057692,0.0,0.214286,0.0,0.0,0.076923,0.0,0.076923,0.0,0.166667,0.0,0.1,0.037736,0.134761
0.0,0.178571,0.133333,0.0,0.136364,0.0,0.057692,0.0,0.214286,0.0,0.0,0.076923,0.0,0.076923,0.0,0.166667,0.0,0.1,0.037736,0.134761
0.0,0.142857,0.0,0.0,0.181818,0.0,0.076923,0.045455,0.142857,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.040494,0.140317
0.0,0.178571,0.0,0.0,0.181818,0.1,0.076923,0.090909,0.0,0.0,0.05,0.153846,0.0,0.0,0.0,0.111111,0.0,0.1,0.037074,0.226876
0.133333,0.142857,0.066667,0.0,0.090909,0.05,0.038462,0.045455,0.0,0.1,0.0,0.076923,0.0,0.0,0.0,0.083333,0.0,0.0,0.038288,0.106264
0.0,0.107143,0.0,0.0,0.136364,0.0,0.173077,0.045455,0.142857,0.1,0.0,0.173077,0.0,0.076923,0.0,0.0,0.0,0.1,0.021847,0.163929
0.066667,0.178571,0.066667,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0375,0.038462,0.0,0.384615,0.0,0.055556,0.0,0.3,0.126779,0.129233
0.133333,0.214286,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.153846,0.333333,0.153846,0.0,0.0,0.0,0.0,0.186472,0.111613
0.4,0.321429,0.0,0.0,0.045455,0.05,0.096154,0.0,0.071429,0.1,0.0,0.192308,0.0,0.538462,0.038462,0.0,0.0,0.1,0.427232,0.200158
0.0,0.428571,0.533333,0.235294,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.230769,0.0,0.0,0.0,0.777778,0.666667,0.0,0.025047,0.576399
0.133333,0.071429,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.038462,0.0,0.153846,0.0,0.111111,0.0,0.0,0.174556,0.109841
0.066667,0.285714,0.0,0.0,0.136364,0.0,0.019231,0.0,0.142857,0.0,0.0,0.019231,0.0,0.076923,0.0,0.0,0.0,0.0,0.129538,0.103559
0.0,0.142857,0.066667,0.0,0.090909,0.0,0.038462,0.045455,0.0,0.0,0.0375,0.038462,0.083333,0.0,0.0,0.0,0.0,0.2,0.046011,0.096778
0.133333,0.178571,0.066667,0.0,0.136364,0.05,0.019231,0.0,0.0,0.0,0.0375,0.057692,0.0,0.307692,0.0,0.055556,0.0,0.0,0.194086,0.119196
0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.115385,0.083333,0.0,0.0,0.0,0.0,0.0,0.051087,0.12473
0.133333,0.107143,0.066667,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.4125,0.076923,0.0,0.153846,0.076923,0.0,0.0,0.1,0.064548,0.290479
0.2,0.142857,0.0,0.058824,0.090909,0.2,0.076923,0.045455,0.071429,0.0,0.0125,0.307692,0.0,0.230769,0.0,0.222222,0.0,0.0,0.222443,0.236738
0.0,0.357143,0.0,0.0,0.227273,0.0,0.134615,0.090909,0.214286,0.0,0.0,0.134615,0.0,0.0,0.0,0.0,0.0,0.0,0.046011,0.202249
0.066667,0.071429,0.0,0.0,0.181818,0.0,0.115385,0.136364,0.071429,0.0,0.0,0.173077,0.0,0.076923,0.0,0.0,0.0,0.0,0.076796,0.142029
0.066667,0.071429,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0625,0.019231,0.0,0.076923,0.115385,0.138889,0.0,0.1,0.027695,0.094318
0.0,0.392857,0.133333,0.235294,0.0,0.3,0.0,0.0,0.0,0.4,0.125,0.307692,0.0,0.0,0.153846,0.333333,0.0,0.0,0.030895,0.404441
0.0,0.107143,0.266667,0.0,0.136364,0.0,0.057692,0.090909,0.357143,0.0,0.15,0.057692,0.0,0.0,0.0,0.0,0.0,0.0,0.042149,0.490737
0.066667,0.035714,0.066667,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.076923,0.083333,0.076923,0.0,0.083333,0.0,0.0,0.112987,0.060484
0.066667,0.142857,0.066667,0.0,0.136364,0.05,0.173077,0.090909,0.071429,0.0,0.0625,0.230769,0.0,0.153846,0.0,0.055556,0.0,0.1,0.070948,0.247325
0.066667,0.178571,0.0,0.0,0.227273,0.05,0.019231,0.045455,0.285714,0.0,0.0,0.230769,0.0,0.076923,0.0,0.0,0.0,0.0,0.094781,0.160327
0.066667,0.035714,0.0,0.058824,0.181818,0.05,0.153846,0.090909,0.142857,0.0,0.0,0.211538,0.0,0.076923,0.0,0.0,0.0,0.0,0.073375,0.22918
0.0,0.321429,0.266667,0.0,0.272727,0.15,0.230769,0.136364,0.214286,0.0,0.175,0.346154,0.0,0.0,0.0,0.0,0.0,0.0,0.033653,0.391731
0.133333,0.142857,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.153846,0.153846,0.0,0.0,0.0,0.067196,0.074276
0.2,0.535714,0.0,0.0,0.045455,0.05,0.0,0.0,0.0,0.0,0.0,0.096154,0.083333,0.461538,0.0,0.0,0.0,0.2,0.264813,0.187267
0.066667,0.035714,0.0,0.235294,0.0,0.1,0.0,0.0,0.0,0.0,0.0375,0.096154,0.0,0.076923,0.0,0.138889,0.0,0.0,0.08805,0.112647
0.133333,0.107143,0.0,0.0,0.090909,0.05,0.076923,0.090909,0.0,0.1,0.0,0.173077,0.0,0.0,0.0,0.0,0.0,0.0,0.032771,0.152301
0.133333,0.214286,0.0,0.0,0.090909,0.0,0.019231,0.0,0.0,0.0,0.0,0.019231,0.0,0.153846,0.0,0.0,0.0,0.0,0.213174,0.07273
0.133333,0.285714,0.0,0.0,0.181818,0.1,0.153846,0.090909,0.142857,0.2,0.0,0.230769,0.0,0.153846,0.0,0.0,0.0,0.2,0.034205,0.294785
0.066667,0.107143,0.133333,0.0,0.136364,0.0,0.019231,0.0,0.0,0.0,0.0,0.019231,0.0,0.076923,0.115385,0.083333,0.0,0.0,0.111111,0.07554
0.066667,0.142857,0.066667,0.0,0.272727,0.05,0.153846,0.136364,0.071429,0.1,0.0,0.25,0.0,0.076923,0.076923,0.083333,0.0,0.0,0.01964,0.25524
