oz1,oz249,oz3,oz4,oz5
0.998759,0.010746,0.99726,0.996325,0.0
0.999752,0.239612,0.999855,0.997073,0.066667
0.999958,0.206548,1.0,0.997158,0.0
0.999752,0.169953,0.999855,0.997073,0.0
0.999577,0.198396,0.999748,0.996988,0.0
0.999801,0.268646,0.999885,0.99735,0.133333
0.999899,0.159359,0.99963,0.996721,0.0
0.999958,0.262813,1.0,0.997158,0.066667
0.999958,0.118207,1.0,0.996741,0.066667
0.999958,0.185539,1.0,0.996741,0.066667
0.999958,0.123454,1.0,0.996741,0.0
0.999735,0.161969,0.999844,0.997003,0.0
0.999958,0.244016,1.0,0.997158,0.133333
0.999958,0.276102,1.0,0.997158,0.266667
0.998759,0.079225,0.99726,0.996325,0.0
0.999958,0.089484,1.0,0.996741,0.066667
0.998759,0.132314,0.99726,0.996325,0.2
0.998759,0.373835,0.99726,0.996325,0.0
0.999577,0.142357,0.999748,0.996656,0.066667
0.999577,0.292796,0.999748,0.996988,0.133333
0.999577,0.175554,0.99957,0.99713,0.0
0.999533,0.163541,0.999644,0.996728,0.0
0.999573,0.209339,0.999592,0.997361,0.0
0.999288,0.245954,0.999455,0.996876,0.066667
0.998759,0.041938,0.99726,0.996325,0.0
0.99946,0.157972,0.999471,0.997014,0.066667
0.999899,0.230819,0.99963,0.996721,0.2
0.99979,0.30093,0.999841,0.997518,0.0
0.999988,0.140711,0.99977,0.997108,0.066667
0.999577,0.125965,0.999748,0.996656,0.133333
0.999537,0.125125,0.9996,0.996686,0.133333
0.999445,0.202863,0.997588,0.99698,0.0
0.99946,0.202863,0.999471,0.997014,0.0
0.999546,0.135789,0.999531,0.996826,0.0
0.999985,0.097446,0.999742,0.996751,0.0
0.998278,0.338327,0.998427,0.996214,0.2
0.998278,0.313525,0.998427,0.996214,0.2
0.999661,0.297385,0.999797,0.997735,0.0
0.999627,0.433959,0.999488,0.997129,0.266667
0.998759,0.073436,0.99726,0.996325,0.133333
0.999842,0.242103,0.999915,0.997766,0.0
0.998759,0.137249,0.99726,0.996325,0.266667
0.999749,0.197664,0.999501,0.997013,0.133333
0.999958,0.263908,1.0,0.997158,0.0
0.999752,0.230291,0.999855,0.997073,0.066667
0.998759,0.038101,0.99726,0.996325,0.2
0.998759,0.072023,0.99726,0.996325,0.133333
0.998759,0.195325,0.99726,0.996325,0.133333
0.999578,0.163783,0.999485,0.996799,0.066667
0.999958,0.201247,1.0,0.997158,0.0
0.999958,0.083444,1.0,0.996741,0.0
0.998759,0.146023,0.99726,0.996325,0.266667
0.999577,0.251017,0.999748,0.996988,0.0
0.999958,0.2087,1.0,0.997158,0.066667
0.998759,0.198618,0.99726,0.996325,0.066667
0.999472,0.37856,0.999693,0.997234,0.0
0.999958,0.259434,1.0,0.997158,0.066667
0.999536,0.162742,0.999488,0.996685,0.0
0.999627,0.184117,0.999488,0.996727,0.133333
0.999627,0.208028,0.999488,0.996727,0.0
0.998606,0.312395,0.998602,0.996299,0.266667
0.999958,0.208187,1.0,0.997088,0.133333
0.999958,0.121507,1.0,0.996741,0.0
0.998759,0.309913,0.99726,0.996325,0.2
0.999536,0.074098,0.999488,0.996685,0.0
0.999536,0.138522,0.999488,0.996685,0.133333
0.999965,0.195999,0.999822,0.997792,0.0
0.999958,0.257833,1.0,0.997852,0.133333
0.99969,0.287237,0.999816,0.997404,0.0
0.997247,0.147098,0.994103,0.995713,0.0
0.997247,0.205524,0.994103,0.995713,0.066667
0.999955,0.186357,0.998049,0.996879,0.2
0.999955,0.200925,0.998049,0.996879,0.2
0.998759,0.082626,0.99726,0.996325,0.2
0.998759,0.123241,0.99726,0.996325,0.2
0.998759,0.102738,0.99726,0.996325,0.0
0.999278,0.131639,0.999263,0.996566,0.066667
0.999958,0.182729,1.0,0.997158,0.066667
0.999958,0.215926,1.0,0.996741,0.066667
0.999903,0.307816,0.999775,0.997385,0.333333
0.999577,0.330964,0.999748,0.99765,0.066667
0.99937,0.233257,0.999337,0.996714,0.0
0.999778,0.220063,0.998589,0.99721,0.066667
0.999958,0.193072,1.0,0.996741,0.133333
0.999669,0.283507,0.999361,0.997589,0.066667
0.999289,0.432884,0.999523,0.997368,0.0
0.999958,0.201867,1.0,0.997158,0.0
0.998278,0.183293,0.998427,0.996269,0.133333
0.999958,0.241521,1.0,0.997088,0.2
0.998759,0.226358,0.99726,0.996325,0.133333
0.998759,0.789512,0.99726,0.996325,0.666667
0.998278,0.256853,0.998427,0.996214,0.133333
0.999958,0.183837,1.0,0.997158,0.0
0.999958,0.149265,1.0,0.996741,0.133333
0.999958,0.132053,1.0,0.996741,0.133333
0.999958,0.103419,1.0,0.996741,0.0
0.999955,0.097456,0.998049,0.996879,0.066667
0.999903,0.10402,0.999775,0.996855,0.133333
0.998759,0.131846,0.99726,0.996325,0.266667
0.999958,0.180005,1.0,0.996741,0.066667
0.999556,0.188337,0.999663,0.997017,0.066667
0.998759,0.076975,0.99726,0.996325,0.0
0.999958,0.142306,1.0,0.997088,0.133333
0.998759,0.164654,0.99726,0.996325,0.0
0.999958,0.175557,1.0,0.997158,0.0
0.999288,0.209552,0.999455,0.996601,0.133333
0.999577,0.187764,0.999748,0.996656,0.066667
0.998759,0.130446,0.99726,0.996325,0.0
0.999369,0.414077,0.999537,0.997207,0.266667
0.998759,0.07917,0.99726,0.996325,0.066667
0.998759,0.20399,0.99726,0.996325,0.266667
0.998759,0.166494,0.99726,0.996325,0.066667
0.999414,0.205295,0.999583,0.996932,0.066667
0.999705,0.131986,0.999594,0.997037,0.066667
0.999928,0.192642,0.999726,0.997137,0.0
0.999752,0.240188,0.999855,0.997073,0.0
0.998759,0.358114,0.99726,0.996325,0.266667
0.999958,0.239822,1.0,0.997158,0.133333
0.999376,0.366086,0.999435,0.997576,0.133333
0.987019,0.107034,1.0,0.994966,0.133333
0.998569,0.191592,0.998509,0.996215,0.333333
0.998617,0.155203,0.998326,0.996284,0.2
0.999536,0.163713,0.999488,0.996685,0.133333
0.998759,0.238049,0.99726,0.996325,0.133333
0.999958,0.153313,1.0,0.996741,0.066667
0.999088,0.198841,0.999372,0.996515,0.2
0.999958,0.201444,1.0,0.996741,0.333333
0.999368,0.165921,0.99934,0.996642,0.2
0.999958,0.360835,1.0,0.997921,0.133333
0.999958,0.170984,1.0,0.996741,0.0
0.953121,0.222017,0.999995,0.972546,0.066667
0.998759,0.10262,0.99726,0.996325,0.266667
0.999958,0.094366,1.0,0.996741,0.133333
0.998759,0.111168,0.99726,0.996325,0.066667
0.998759,0.385771,0.99726,0.996325,0.4
0.999577,0.230523,0.999748,0.996656,0.0
0.999958,0.233196,1.0,0.996741,0.0
0.999673,0.197778,0.997347,0.99696,0.0
0.999958,0.140514,1.0,0.996741,0.133333
0.999829,0.253403,0.99897,0.997627,0.0
0.999752,0.191312,0.999855,0.997073,0.0
0.999958,0.145252,1.0,0.997088,0.0
0.999958,0.291876,1.0,0.997574,0.066667
0.998683,0.162328,0.998945,0.996312,0.133333
0.998683,0.224296,0.998945,0.996312,0.2
0.999533,0.241276,0.999644,0.996728,0.133333
0.99993,0.199923,0.998715,0.997275,0.066667
0.999954,0.169313,0.997504,0.997017,0.066667
0.999958,0.191019,1.0,0.996741,0.133333
0.999958,0.231487,1.0,0.997158,0.0
0.999954,0.341,0.997504,0.997708,0.0
0.999084,0.167773,0.998175,0.996382,0.066667
0.999922,0.220022,1.0,0.9972,0.133333
0.999104,0.318041,0.999268,0.996764,0.333333
0.999958,0.332765,1.0,0.997158,0.333333
0.998759,0.116294,0.99726,0.996325,0.4
0.99838,0.110057,0.998644,0.996281,0.133333
0.999958,0.198405,1.0,0.997088,0.133333
0.999577,0.158694,0.999748,0.996656,0.0
0.999958,0.385956,1.0,0.997574,0.066667
0.998759,0.160171,0.99726,0.996325,0.266667
0.999958,0.207029,1.0,0.997782,0.0
0.998759,0.258765,0.99726,0.996325,0.133333
0.999455,0.262492,0.999583,0.997292,0.0
0.999537,0.162567,0.9996,0.996686,0.066667
0.999958,0.12326,1.0,0.996741,0.0
0.998759,0.308952,0.99726,0.996325,0.133333
0.999777,0.176874,0.999655,0.997387,0.0
0.998759,0.127002,0.99726,0.996325,0.2
0.999752,0.144291,0.999855,0.997073,0.0
0.999958,0.357147,1.0,0.997158,0.2
0.998759,0.25903,0.99726,0.996325,0.2
0.998683,0.05032,0.998945,0.996312,0.0
0.998759,0.146427,0.99726,0.996325,0.066667
0.998759,0.075396,0.99726,0.996325,0.0
0.999903,0.15618,0.999775,0.996855,0.133333
0.998759,0.136979,0.99726,0.996325,0.0
0.998759,0.064249,0.99726,0.996325,0.066667
0.999577,0.12299,0.999748,0.996656,0.066667
0.999577,0.130643,0.999748,0.996656,0.133333
0.950881,0.125052,0.999992,0.979694,0.2
0.950881,0.140161,0.999992,0.979694,0.2
0.999736,0.149062,0.999707,0.997117,0.066667
0.999833,0.198784,0.999551,0.997258,0.0
0.999833,0.198784,0.999551,0.997258,0.0
0.998759,0.176871,0.99726,0.996325,0.133333
0.999958,0.174558,1.0,0.997088,0.066667
0.951356,0.232499,0.999992,0.957905,0.133333
0.998759,0.254912,0.99726,0.996325,0.133333
0.999288,0.233556,0.999455,0.996876,0.133333
0.999945,0.131232,0.999838,0.997149,0.0
0.999958,0.125332,1.0,0.996741,0.0
0.999958,0.297671,1.0,0.997574,0.2
0.998759,0.293114,0.99726,0.996325,0.2
0.999735,0.407171,0.999844,0.997003,0.066667
0.998759,0.046801,0.99726,0.996325,0.0
0.998759,0.0822,0.99726,0.996325,0.0
0.998759,0.172893,0.99726,0.996325,0.0
0.998278,0.190265,0.998427,0.996269,0.266667
0.998759,0.286575,0.99726,0.996325,0.266667
0.999817,0.258489,0.999899,0.997489,0.0
0.998759,0.14166,0.99726,0.996325,0.133333
0.998759,0.273868,0.99726,0.996325,0.0
0.998759,0.327976,0.99726,0.996325,0.066667
0.999735,0.1288,0.999844,0.997003,0.0
0.999958,0.165024,1.0,0.997088,0.066667
0.99981,0.240375,0.999893,0.99742,0.066667
0.999958,0.246603,1.0,0.997158,0.066667
0.999958,0.241063,1.0,0.997158,0.066667
0.999958,0.246546,1.0,0.997782,0.133333
0.999958,0.275154,1.0,0.997574,0.0
0.999537,0.15632,0.9996,0.996686,0.0
0.999958,0.179487,1.0,0.996741,0.0
0.999536,0.284583,0.999488,0.996685,0.133333
0.999759,0.177641,0.999668,0.997078,0.066667
0.957708,0.177205,0.998528,0.977313,0.4
0.999705,0.141536,0.999288,0.996818,0.066667
0.999752,0.204308,0.999855,0.997073,0.0
0.999954,0.2553,0.997504,0.997017,0.0
0.999958,0.161059,1.0,0.996741,0.133333
0.999958,0.154993,1.0,0.996741,0.133333
0.999958,0.179407,1.0,0.996741,0.066667
0.998759,0.193861,0.99726,0.996325,0.0
0.999958,0.231312,1.0,0.997158,0.266667
0.998759,0.13681,0.99726,0.996325,0.066667
0.998606,0.166825,0.998602,0.996299,0.066667
0.999627,0.153908,0.999488,0.996727,0.266667
0.999288,0.133831,0.999455,0.996601,0.066667
0.999587,0.240083,0.999411,0.997092,0.066667
0.999928,0.176123,0.999726,0.997137,0.066667
0.999971,0.14944,0.999742,0.996746,0.0
0.999759,0.195932,0.999668,0.997078,0.0
0.999759,0.171674,0.999668,0.997078,0.0
0.999958,0.222033,1.0,0.997158,0.0
0.999958,0.264175,1.0,0.997158,0.133333
0.999288,0.118493,0.999455,0.996601,0.066667
0.999958,0.370885,1.0,0.99799,0.0
0.998759,0.123104,0.99726,0.996325,0.266667
0.999958,0.347925,1.0,0.997921,0.2
0.999958,0.162828,1.0,0.997158,0.0
0.997948,0.214513,0.998602,0.996043,0.4
0.999113,0.182029,0.996317,0.996407,0.266667
0.999958,0.160314,1.0,0.996741,0.0
0.999965,0.151649,0.999827,0.997093,0.0
0.999958,0.25291,1.0,0.997158,0.133333
0.999817,0.321041,0.999866,0.997796,0.066667
0.998556,0.123301,0.996802,0.996196,0.0
0.999472,0.114942,0.997756,0.99678,0.0
0.999507,0.157272,0.99952,0.996715,0.0
0.99969,0.268353,0.999816,0.997404,0.0
0.999744,0.317735,0.999849,0.997751,0.066667
0.999958,0.352886,1.0,0.998198,0.0
0.999958,0.227255,1.0,0.996741,0.133333
0.999958,0.546464,1.0,0.997574,0.0
0.999125,0.301146,0.999422,0.996558,0.133333
0.999368,0.253407,0.99934,0.996642,0.0
0.999537,0.210921,0.9996,0.996686,0.266667
0.999956,0.295638,0.998726,0.997295,0.066667
0.999958,0.243093,1.0,0.997158,0.0
0.999958,0.201934,1.0,0.996741,0.0
0.999935,0.266858,0.999753,0.99721,0.066667
0.999659,0.340456,0.997772,0.996794,0.066667
0.999286,0.225511,0.999364,0.99663,0.133333
0.999955,0.18475,0.998049,0.996879,0.133333
0.999958,0.184814,1.0,0.997088,0.2
0.999958,0.228588,1.0,0.997158,0.133333
0.999958,0.231656,1.0,0.997158,0.2
0.999958,0.312367,1.0,0.997574,0.133333
0.998759,0.136104,0.99726,0.996325,0.0
0.998759,0.105214,0.99726,0.996325,0.133333
0.999958,0.099489,1.0,0.996741,0.066667
0.999958,0.172505,1.0,0.996741,0.0
0.999537,0.108966,0.9996,0.996686,0.066667
0.999965,0.157924,0.998265,0.996884,0.066667
0.950881,0.135388,0.999992,0.979694,0.066667
0.999537,0.141615,0.9996,0.996686,0.066667
0.999177,0.195805,0.999126,0.996615,0.133333
0.999958,0.25593,1.0,0.997158,0.133333
0.999958,0.573659,1.0,0.997158,0.266667
0.998759,0.102827,0.99726,0.996325,0.066667
0.998759,0.101541,0.99726,0.996325,0.133333
0.999659,0.151044,0.997772,0.996794,0.2
0.999955,0.232993,0.998049,0.997433,0.0
0.999752,0.285178,0.999855,0.997073,0.4
0.998759,0.250473,0.99726,0.996325,0.133333
0.999577,0.153498,0.999748,0.996656,0.0
0.999958,0.153081,1.0,0.996741,0.0
0.999899,0.208722,0.99963,0.996721,0.066667
0.998759,0.150675,0.99726,0.996325,0.133333
0.999971,0.168196,0.999742,0.996746,0.133333
0.999903,0.096609,0.999775,0.996855,0.133333
0.999958,0.119203,1.0,0.996741,0.066667
0.999491,0.406255,0.99949,0.997427,0.066667
0.953233,0.148976,0.999997,0.969969,0.066667
0.998759,0.00457,0.99726,0.996325,0.0
0.999958,0.178118,1.0,0.996741,0.2
0.998169,0.232127,0.998759,0.996086,0.0
0.999958,0.231255,1.0,0.996741,0.066667
0.999928,0.176114,0.999858,0.997272,0.0
0.999802,0.175703,0.998605,0.997291,0.066667
0.999537,0.276611,0.9996,0.996686,0.133333
0.998278,0.401978,0.998427,0.996269,0.533333
0.998759,0.302145,0.99726,0.996325,0.2
0.999414,0.175913,0.999583,0.996932,0.0
0.999958,0.221629,1.0,0.996741,0.0
0.999958,0.08908,1.0,0.996603,0.133333
0.999955,0.227449,0.998049,0.996879,0.0
0.999424,0.16874,0.999671,0.996902,0.0
0.999958,0.566457,1.0,0.997574,0.0
0.998759,0.111196,0.99726,0.996325,0.266667
0.999297,0.152148,0.999159,0.996605,0.0
0.999958,0.199983,1.0,0.997158,0.066667
0.999177,0.224872,0.999479,0.996761,0.0
0.998925,0.19858,0.999326,0.99643,0.0
0.998759,0.124791,0.99726,0.996325,0.133333
0.999577,0.085411,0.999748,0.996656,0.0
0.999288,0.100555,0.999455,0.996601,0.0
0.998759,0.116492,0.99726,0.996325,0.266667
0.999531,0.174048,0.999057,0.996593,0.0
0.999765,0.198408,0.999534,0.997082,0.0
0.999577,0.214561,0.999748,0.996988,0.266667
0.999414,0.229871,0.999583,0.996932,0.2
0.999958,0.290486,1.0,0.997158,0.266667
0.999195,0.154436,0.999153,0.996627,0.133333
0.998759,0.068901,0.99726,0.996325,0.0
0.999971,0.097538,0.999742,0.996746,0.0
0.998759,0.224448,0.99726,0.996325,0.133333
0.998759,0.311228,0.99726,0.996325,0.266667
0.999958,0.464353,1.0,0.997158,0.333333
0.998759,0.282801,0.99726,0.996325,0.133333
0.999958,0.444633,1.0,0.997158,0.0
0.999577,0.370006,0.999748,0.997319,0.0
0.999296,0.203363,0.999392,0.996822,0.133333
0.999726,0.351931,0.999592,0.997837,0.133333
0.999726,0.639034,0.998331,0.999403,0.133333
0.999877,0.187006,0.999663,0.996907,0.066667
0.999446,0.33112,0.999477,0.997557,0.0
0.999726,0.350334,0.999592,0.997837,0.0
0.998474,0.348587,0.99849,0.996243,0.333333
0.999958,0.337665,1.0,0.997574,0.133333
0.999956,0.39822,0.999063,0.997712,0.266667
0.954955,0.303708,0.999992,0.945607,0.2
0.998278,0.261709,0.998427,0.996214,0.2
0.998417,0.12909,0.998487,0.995989,0.0
0.99967,0.316784,0.999756,0.997433,0.0
0.999958,0.192308,1.0,0.996741,0.0
0.999985,0.069471,0.999742,0.996751,0.0
0.999717,0.236302,0.999773,0.997102,0.066667
0.998759,0.119266,0.99726,0.996325,0.0
0.999843,0.162615,0.998169,0.996576,0.0
0.998606,0.088867,0.998602,0.996299,0.0
0.999577,0.259128,0.999748,0.996988,0.266667
0.999577,0.184362,0.999748,0.996988,0.0
0.998759,0.118264,0.99726,0.996325,0.066667
0.998759,0.24267,0.99726,0.996325,0.0
0.999537,0.28795,0.9996,0.997046,0.2
0.999291,0.21886,0.999614,0.996571,0.066667
0.999577,0.171884,0.999748,0.996656,0.2
0.999424,0.265429,0.999671,0.996902,0.066667
0.999958,0.366974,1.0,0.997158,0.0
0.998606,0.118137,0.998602,0.996299,0.0
0.998278,0.341605,0.998427,0.996269,0.266667
0.999765,0.231624,0.999534,0.997082,0.0
0.999958,0.194653,1.0,0.997435,0.133333
0.998759,0.654274,0.99726,0.996325,0.466667
0.998759,0.260309,0.99726,0.996325,0.133333
0.999177,0.20125,0.999126,0.996615,0.133333
0.999958,0.190647,1.0,0.996741,0.133333
0.99967,0.217479,0.99952,0.997275,0.066667
0.999577,0.547313,0.999748,0.996988,0.333333
0.999958,0.517849,1.0,0.996741,0.4
0.999958,0.192251,1.0,0.996741,0.066667
0.999899,0.286008,0.99963,0.996721,0.266667
0.999746,0.210889,0.999564,0.997125,0.066667
0.999958,0.360743,1.0,0.997158,0.266667
0.999577,0.233699,0.999748,0.996656,0.133333
0.999958,0.188629,1.0,0.996741,0.0
0.999659,0.200932,0.997772,0.996794,0.0
0.999577,0.215732,0.999748,0.996656,0.133333
0.998278,0.15128,0.998427,0.996214,0.0
0.999912,0.147661,0.997594,0.997059,0.0
0.999757,0.225734,0.998633,0.997249,0.0
0.999411,0.209365,0.99917,0.996552,0.0
0.999991,0.084774,0.999816,0.996682,0.0
0.997186,0.123168,0.989946,0.995506,0.0
0.997281,0.147362,0.991305,0.995127,0.0
0.999935,0.149437,0.999847,0.996734,0.066667
0.999965,0.166214,0.999838,0.997163,0.0
0.999958,0.299059,1.0,0.997158,0.266667
0.999928,0.197024,0.999726,0.997137,0.066667
0.999751,0.207576,0.999726,0.997186,0.133333
0.999903,0.346296,0.999775,0.996855,0.066667
0.998736,0.179468,0.997098,0.99631,0.133333
0.998759,0.125535,0.99726,0.996325,0.2
0.999759,0.156377,0.999668,0.997078,0.0
0.999958,0.167563,1.0,0.996741,0.0
0.999892,0.136686,1.0,0.996784,0.066667
0.998759,0.090467,0.99726,0.996325,0.066667
0.999301,0.144107,0.999205,0.996576,0.0
0.999958,0.165046,1.0,0.996741,0.066667
0.999958,0.221973,1.0,0.997158,0.066667
0.999958,0.316332,1.0,0.996741,0.266667
0.999965,0.14019,0.999827,0.997093,0.133333
0.999958,0.235379,1.0,0.996741,0.0
0.999806,0.198809,0.999551,0.997234,0.2
0.999291,0.155961,0.999614,0.996571,0.0
0.999958,0.265954,1.0,0.997574,0.066667
0.999958,0.165507,1.0,0.996741,0.066667
0.998759,0.096631,0.99726,0.996325,0.066667
0.999536,0.259173,0.999488,0.997044,0.0
0.999284,0.28837,0.999268,0.996933,0.0
0.999582,0.250352,0.999488,0.997087,0.133333
0.999704,0.304045,0.999534,0.997748,0.0
0.999958,0.265025,1.0,0.996741,0.133333
0.999577,0.188356,0.999748,0.996656,0.2
0.999948,0.201718,1.0,0.996601,0.133333
0.998759,0.101685,0.99726,0.996325,0.0
0.999288,0.153787,0.999455,0.996601,0.0
0.999965,0.135932,0.999827,0.997093,0.0
0.999958,0.228509,1.0,0.997158,0.066667
0.998278,0.147057,0.998427,0.996158,0.0
0.998759,0.222358,0.99726,0.996325,0.4
0.999408,0.158987,0.99781,0.996738,0.066667
0.999288,0.209661,0.999455,0.996601,0.0
0.998759,0.093726,0.99726,0.996325,0.066667
0.999752,0.278152,0.999855,0.997073,0.0
0.999619,0.152511,0.997969,0.996823,0.0
0.999588,0.076268,0.999386,0.996661,0.0
0.999958,0.276414,1.0,0.997158,0.0
0.999958,0.298801,1.0,0.996741,0.4
0.998278,0.123531,0.998427,0.996214,0.0
0.998606,0.154252,0.998602,0.996299,0.0
0.999958,0.162592,1.0,0.996741,0.133333
0.999289,0.285528,0.999523,0.996847,0.0
0.999963,0.184712,0.999874,0.99744,0.0
0.999424,0.233728,0.999671,0.996902,0.133333
0.999681,0.21732,0.999663,0.997339,0.0
0.999965,0.179041,0.999827,0.997093,0.2
0.999971,0.155448,0.999742,0.997167,0.0
0.999577,0.148164,0.999748,0.996656,0.066667
0.999958,0.106083,1.0,0.996741,0.0
0.951049,0.180817,0.999995,0.954893,0.0
0.999659,0.198068,0.997772,0.996794,0.2
0.999958,0.109701,1.0,0.996741,0.0
0.999817,0.318184,0.999899,0.997489,0.066667
0.999577,0.203299,0.999748,0.996988,0.2
0.997948,0.467586,0.998602,0.996043,0.133333
0.999958,0.850382,1.0,0.998823,0.0
0.999815,0.181708,0.999759,0.997424,0.0
0.999291,0.286002,0.999614,0.996571,0.0
0.999577,0.240165,0.999748,0.996656,0.133333
0.999659,0.254056,0.997772,0.997263,0.0
0.999759,0.187853,0.999668,0.997078,0.0
0.998617,0.116014,0.998326,0.996284,0.133333
0.999965,0.217374,0.999838,0.997163,0.066667
0.999536,0.166016,0.999488,0.996685,0.066667
0.999958,0.094197,1.0,0.996741,0.0
0.999577,0.109284,0.999748,0.996656,0.066667
0.999088,0.180693,0.999372,0.996515,0.2
0.999373,0.38256,0.999512,0.997249,0.133333
0.999373,0.442373,0.999512,0.997249,0.266667
0.999537,0.136699,0.9996,0.996686,0.0
0.999958,0.118181,1.0,0.996741,0.0
0.998759,0.094423,0.99726,0.996325,0.066667
0.999561,0.184476,0.999496,0.997022,0.0
0.99963,0.223487,0.999512,0.997284,0.133333
0.998759,0.100934,0.99726,0.996325,0.2
0.999958,0.334525,1.0,0.997574,0.0
0.999958,0.365803,1.0,0.997158,0.0
0.99981,0.253066,0.999893,0.99742,0.133333
0.998759,0.220136,0.99726,0.996325,0.0
0.950881,0.13169,0.999992,0.979694,0.133333
0.999958,0.405533,1.0,0.997158,0.2
0.999357,0.123352,0.999268,0.996671,0.066667
0.950881,0.149717,0.999992,0.963063,0.0
0.999717,0.16889,0.999726,0.997157,0.066667
0.998759,0.185212,0.99726,0.996325,0.2
0.998845,0.216035,0.998372,0.99634,0.133333
0.998759,0.285152,0.99726,0.996325,0.333333
0.999958,0.320112,1.0,0.996741,0.066667
0.999958,0.245321,1.0,0.997158,0.2
0.999958,0.380721,1.0,0.997574,0.133333
0.999958,0.349261,1.0,0.997158,0.333333
0.999507,0.296551,0.99952,0.996715,0.2
0.999787,0.192197,0.998679,0.997337,0.066667
0.999979,0.158389,0.999712,0.996608,0.0
0.951189,0.376482,0.999995,0.944,0.133333
0.998759,0.160234,0.99726,0.996325,0.133333
0.999577,0.178163,0.999748,0.996656,0.0
0.99896,0.16103,0.998945,0.996464,0.0
0.999971,0.19044,0.999742,0.996746,0.0
0.998759,0.141103,0.99726,0.996325,0.0
0.999836,0.067584,0.999964,0.996761,0.066667
0.999659,0.190411,0.997772,0.996794,0.066667
0.999958,0.196636,1.0,0.996741,0.2
0.999659,0.190373,0.997772,0.996794,0.2
0.999958,0.167665,1.0,0.997088,0.133333
0.99967,0.286498,0.999756,0.997433,0.0
0.998759,0.213155,0.99726,0.996325,0.133333
0.998759,0.265964,0.99726,0.996325,0.133333
0.998759,0.239456,0.99726,0.996325,0.2
0.9995,0.213212,0.999419,0.996883,0.133333
0.999958,0.118846,1.0,0.996741,0.2
0.999364,0.226129,0.998389,0.996955,0.066667
0.999963,0.206322,0.999874,0.99744,0.0
0.999785,0.362926,0.999712,0.998107,0.0
0.999958,0.125739,1.0,0.996741,0.0
0.998474,0.345058,0.99849,0.996243,0.4
0.999958,0.11168,1.0,0.996741,0.0
0.999958,0.160753,1.0,0.996741,0.0
0.999958,0.212945,1.0,0.996741,0.333333
0.999971,0.187907,0.999742,0.997167,0.133333
0.998759,0.201705,0.99726,0.996325,0.0
0.999752,0.182933,0.999855,0.997073,0.0
0.998759,0.104141,0.99726,0.996325,0.133333
0.998759,0.448388,0.99726,0.996325,0.4
0.999958,0.183716,1.0,0.997158,0.0
0.999778,0.207522,0.998589,0.99721,0.066667
0.999958,0.347078,1.0,0.997158,0.2
0.999806,0.211694,0.999551,0.997234,0.133333
0.999861,0.380651,0.999775,0.998047,0.133333
0.998759,0.138688,0.99726,0.996325,0.066667
0.999742,0.136797,0.999641,0.997008,0.0
0.999963,0.112129,0.997873,0.997022,0.0
0.999958,0.299476,1.0,0.997158,0.333333
0.999752,0.211487,0.999855,0.997073,0.133333
0.998278,0.119502,0.998427,0.996269,0.066667
0.999578,0.128135,0.999329,0.996894,0.066667
0.999958,0.259122,1.0,0.996741,0.0
0.999368,0.172989,0.99934,0.996642,0.133333
0.999769,0.247109,0.999707,0.997143,0.133333
0.999903,0.20498,0.999775,0.997385,0.133333
0.999958,0.470482,1.0,0.998615,0.2
0.999582,0.173301,0.999542,0.997088,0.0
0.999567,0.324284,0.999562,0.997448,0.0
0.999587,0.157953,0.998137,0.996853,0.0
0.999958,0.139311,1.0,0.996741,0.133333
0.998759,0.186182,0.99726,0.996325,0.266667
0.999291,0.499246,0.999614,0.996817,0.4
0.999958,0.193275,1.0,0.996741,0.0
0.999958,0.376088,1.0,0.99799,0.0
0.999958,0.188769,1.0,0.997158,0.066667
0.998759,0.149809,0.99726,0.996325,0.2
0.998759,0.250788,0.99726,0.996325,0.133333
0.999655,0.267182,0.999696,0.997363,0.0
0.999851,0.246982,0.99974,0.997842,0.0
0.998759,0.173062,0.99726,0.996325,0.133333
0.998759,0.187535,0.99726,0.996325,0.2
0.998759,0.11421,0.99726,0.996325,0.066667
0.999958,0.202332,1.0,0.996741,0.0
0.999877,0.184518,0.999663,0.996907,0.0
0.998759,0.098369,0.99726,0.996325,0.066667
0.99979,0.315466,0.998553,0.99722,0.133333
0.999703,0.277359,0.998844,0.997472,0.066667
0.999956,0.231927,0.998726,0.997295,0.0
0.998764,0.087015,0.998602,0.996327,0.0
0.998472,0.087015,0.998326,0.996242,0.0
0.999742,0.20475,0.999435,0.997065,0.0
0.95109,0.572777,0.999995,0.95217,0.666667
0.998759,0.182176,0.99726,0.996325,0.066667
0.999948,0.109822,1.0,0.996463,0.066667
0.999958,0.185549,1.0,0.996741,0.133333
0.999618,0.260703,0.997926,0.99732,0.0
0.999429,0.190001,0.999183,0.996906,0.0
0.999289,0.22688,0.999523,0.996847,0.066667
0.999289,0.225899,0.999523,0.996847,0.0
0.999419,0.184995,0.999403,0.996937,0.066667
0.999644,0.216184,0.998501,0.997196,0.0
0.999958,0.133023,1.0,0.996741,0.0
0.999627,0.146163,0.999488,0.996727,0.133333
0.999649,0.187881,0.99929,0.997201,0.0
0.998759,0.116711,0.99726,0.996325,0.266667
0.999958,0.185288,1.0,0.996741,0.066667
0.999958,0.239713,1.0,0.996741,0.066667
0.998759,0.094655,0.99726,0.996325,0.066667
0.999958,0.147722,1.0,0.996741,0.0
