oz1,oz247,oz248,oz250,oz251,oz9
0.999958,0.020523,0.667,0.0,0.721679,0.0
0.999958,0.018868,0.462,0.05328,0.546033,0.0
0.999752,0.027916,0.52,0.16418,0.524453,0.0
0.99945,0.028688,0.621,0.298708,0.57341,0.0
0.999537,0.033212,0.471,0.141519,0.589971,0.0
0.999958,0.027033,0.462,0.05328,0.494799,0.0
0.999958,0.063224,0.48,0.010113,0.656265,0.0
0.999958,0.020523,0.5,0.132249,0.555504,0.0
0.999588,0.023723,0.368,0.326737,0.582932,0.0
0.998759,0.083747,0.0,0.0,0.307871,0.181818
0.999958,0.076796,0.75,0.02881,0.55214,0.0
0.999958,0.07481,0.286,0.063393,0.495213,0.181818
0.999958,0.065983,0.5,0.084369,0.553951,0.181818
0.999752,0.014123,0.684,0.038579,0.5938,0.090909
0.998759,0.032109,0.0,0.139085,0.458883,0.181818
0.999752,0.034426,0.361,0.106561,0.684262,0.045455
0.998759,0.020082,0.0,0.24627,0.623143,0.363636
0.999368,0.181287,0.5,0.202728,0.437872,0.0
0.998759,0.043584,0.0,0.106561,0.47591,0.0
0.999577,0.26371,0.5,0.05328,0.464214,0.0
0.999971,0.084961,0.375,0.097853,0.466284,0.0
0.999658,0.135606,0.273,0.142206,0.367438,0.0
0.999419,0.025378,0.8,0.122323,0.523935,0.0
0.998759,0.050535,0.0,0.057619,0.462558,0.0
0.999958,0.128876,0.522,0.0,0.64726,0.0
0.999577,0.028136,0.667,0.13537,0.503649,0.0
0.999958,0.040494,0.429,0.089082,0.603685,0.0
0.999958,0.024716,0.429,0.16418,0.568908,0.0
0.999752,0.013682,0.464,0.092203,0.634995,0.0
0.999577,0.013903,0.4,0.126787,0.616726,0.454545
0.999956,0.074037,0.56,0.116674,0.581794,0.181818
0.999958,0.124793,0.321,0.394875,0.507375,0.0
0.960204,0.037405,0.895,0.181004,0.473529,0.0
0.999752,0.020523,0.722,0.05328,0.614397,0.0
0.999752,0.143109,0.684,0.010113,0.583605,0.045455
0.999958,0.014896,0.2,0.130782,0.729338,0.0
0.999659,0.194196,0.692,0.159841,0.466491,0.0
0.998759,0.101512,0.0,0.13537,0.410288,0.136364
0.998759,0.182942,0.0,0.0,0.486674,0.0
0.999577,0.099857,0.5,0.08209,0.563111,0.0
0.999364,0.098532,0.647,0.121481,0.387414,0.0
0.999507,0.03895,0.429,0.227012,0.436733,0.0
0.999958,0.026812,0.545,0.13537,0.562904,0.0
0.999971,0.010151,0.261,0.069043,0.665476,0.0
0.999948,0.040494,0.143,0.16418,0.479066,0.090909
0.998759,0.16937,0.0,0.100162,0.556849,0.0
0.999958,0.035529,0.462,0.227574,0.666667,0.0
0.999588,0.027916,0.56,0.187028,0.459918,0.0
0.999963,0.152047,0.739,0.172951,0.511825,0.0
0.999752,0.15955,0.65,0.185998,0.495886,0.0
0.999537,0.07503,0.615,0.057619,0.559489,0.0
0.999958,0.159881,0.5,0.265435,0.46323,0.0
0.999958,0.057266,0.286,0.0,0.678466,0.0
0.999288,0.092574,0.692,0.08209,0.466077,0.0
0.999966,0.21483,0.692,0.080467,0.59468,0.045455
0.999729,0.571996,0.719,0.0,0.596439,0.0
0.997948,0.039612,0.188,0.188651,0.448171,0.0
0.999958,0.081209,0.375,0.0,0.645241,0.227273
0.999958,0.080216,0.3,0.106561,0.499405,0.0
0.99945,0.044908,0.448,0.207254,0.548569,0.0
0.999958,0.146861,0.375,0.0,0.55804,0.0
0.999543,0.015668,0.84,0.08209,0.625783,0.0
0.999958,0.012027,0.71,0.127536,0.647001,0.0
0.999958,0.013461,0.73,0.106561,0.67976,0.0
0.99981,0.015668,0.72,0.08209,0.667546,0.0
0.999405,0.019199,0.781,0.010113,0.645086,0.0
0.999536,0.155798,0.444,0.074443,0.527144,0.090909
0.999291,0.048108,0.571,0.106561,0.359209,0.0
0.998759,0.092574,0.0,0.106561,0.446773,0.136364
0.999954,0.057818,0.476,0.302204,0.602857,0.0
0.999958,0.043363,0.333,0.171172,0.593748,0.0
0.998759,0.069072,0.0,0.44828,0.310666,0.0
0.999537,0.072272,0.296,0.121013,0.513895,0.181818
0.998759,0.118614,0.0,0.010113,0.676862,0.409091
0.999958,0.015999,0.667,0.0,0.588987,0.0
0.999955,0.035308,0.615,0.180817,0.527144,0.0
0.99954,0.026812,0.682,0.215837,0.532785,0.0
0.99954,0.088381,0.833,0.196891,0.478963,0.0
0.999958,0.13671,0.6,0.02881,0.625006,0.0
0.999958,0.275626,0.545,0.0,0.498887,0.0
0.999958,0.093236,0.6,0.0,0.55835,0.0
0.999711,0.062341,0.688,0.266402,0.502976,0.0
0.999711,0.06499,0.647,0.266402,0.540392,0.0
0.999536,0.01964,0.667,0.020226,0.563267,0.0
0.998759,0.051087,0.0,0.063393,0.422139,0.090909
0.950985,0.018978,0.462,0.193083,0.570098,0.272727
0.998759,0.244842,0.0,0.132717,0.35186,0.0
0.998759,0.044356,0.0,0.132717,0.419241,0.136364
0.999965,0.095553,0.688,0.040233,0.539616,0.0
0.998759,0.042039,0.0,0.199139,0.490504,0.0
0.998759,0.045901,0.0,0.172857,0.352999,0.0
0.998759,0.07481,0.0,0.0,0.579465,0.227273
0.998759,0.010593,0.0,0.05328,0.586503,0.5
0.999958,0.0715,0.353,0.02881,0.537753,0.136364
0.999958,0.148075,0.6,0.0,0.638876,0.0
0.998759,0.001103,0.0,0.0,0.784609,0.0
0.998759,0.000993,0.0,0.0,0.741707,0.0
0.998759,0.000772,0.0,0.0,0.819231,0.0
0.999813,0.052742,0.333,0.336819,0.342545,0.0
0.999956,0.03895,0.667,0.268088,0.552554,0.0
0.999291,0.038729,0.432,0.506087,0.446256,0.0
0.999817,0.063776,0.655,0.116674,0.602857,0.0
0.999752,0.072824,0.591,0.116674,0.557988,0.0
0.999577,0.079334,0.368,0.116674,0.497335,0.227273
0.999958,0.057597,0.667,0.010113,0.641412,0.0
0.999958,0.027916,0.48,0.106561,0.6381,0.0
0.998759,0.21185,0.0,0.132249,0.340268,0.0
0.999958,0.024385,0.5,0.139709,0.549397,0.0
0.999467,0.098532,0.5,0.095012,0.387414,0.0
0.999717,0.010703,0.583,0.023878,0.622833,0.0
0.998759,0.039391,0.0,0.132249,0.485639,0.0
0.999588,0.02935,0.583,0.122323,0.476893,0.0
0.998759,0.02935,0.0,0.13537,0.488796,0.0
0.999955,0.037736,0.533,0.159841,0.530249,0.0
0.998278,0.011586,0.167,0.05328,0.566372,0.090909
0.999958,0.01622,0.375,0.08209,0.553589,0.181818
0.999958,0.01964,0.462,0.073506,0.568028,0.181818
0.999958,0.096546,0.643,0.089737,0.366765,0.0
0.999207,0.153812,0.81,0.130813,0.486363,0.0
0.999849,0.070948,0.885,0.129752,0.62542,0.0
0.999735,0.331458,0.78,0.239278,0.361176,0.0
0.9996,0.202472,0.538,0.162557,0.398903,0.0
0.999678,0.392034,0.6,0.269118,0.374424,0.0
0.998759,0.178859,0.0,0.106561,0.427263,0.181818
0.999291,0.028688,0.267,0.226887,0.518812,0.363636
0.998759,0.015668,0.0,0.092203,0.624903,0.363636
0.999958,0.025709,0.379,0.077845,0.608912,0.181818
0.999958,0.076796,0.733,0.02881,0.53294,0.0
0.999661,0.009158,0.692,0.159841,0.714796,0.0
0.999413,0.019309,0.842,0.05328,0.565233,0.0
0.999958,0.047225,0.414,0.323054,0.615639,0.0
0.999899,0.048108,0.4,0.128254,0.392848,0.0
0.999693,0.126669,0.695,0.321368,0.351084,0.0
0.998759,0.035419,0.0,0.057619,0.487398,0.181818
0.99921,0.028136,0.4,0.204414,0.516121,0.0
0.999958,0.145647,0.24,0.169954,0.481395,0.227273
0.999577,0.071279,0.667,0.131375,0.582777,0.0
0.999956,0.031557,0.467,0.270741,0.626042,0.181818
0.998278,0.023944,0.211,0.289937,0.498629,0.0
0.999958,0.158226,0.375,0.0,0.544429,0.045455
0.998759,0.024826,0.0,0.08209,0.521192,0.272727
0.998759,0.269006,0.0,0.161527,0.38731,0.0
0.999577,0.041267,0.424,0.429615,0.468561,0.0
0.999903,0.032109,0.667,0.157188,0.492418,0.0
0.999958,0.186472,0.429,0.132717,0.495472,0.0
0.999958,0.153812,0.6,0.14283,0.535114,0.0
0.999958,0.425466,0.6,0.0,0.506805,0.0
0.999958,0.010151,0.24,0.08209,0.681778,0.227273
0.999084,0.370407,0.188,0.229134,0.303214,0.0
0.998759,0.118614,0.0,0.02881,0.705377,0.5
0.999958,0.019309,0.632,0.05328,0.622574,0.0
0.998952,0.028578,0.75,0.106561,0.55038,0.0
0.999958,0.10747,0.429,0.161527,0.410547,0.0
0.99938,0.046011,0.2,0.095855,0.4328,0.0
0.999971,0.02935,0.5,0.122323,0.479118,0.0
0.997241,0.225312,0.222,0.05328,0.354293,0.0
0.999935,0.033212,0.684,0.094232,0.496455,0.0
0.998972,0.025488,0.783,0.13537,0.493867,0.0
0.998759,0.104711,0.0,0.05328,0.526368,0.0
0.999958,0.146861,0.353,0.0,0.537753,0.181818
0.999849,0.035419,0.75,0.05328,0.526005,0.0
0.998759,0.152929,0.0,0.0,0.594007,0.0
0.998759,0.027916,0.0,0.126787,0.512084,0.0
0.999739,0.022399,0.2,0.038579,0.511049,0.0
0.999577,0.02273,0.35,0.139709,0.547689,0.0
0.999286,0.022399,0.37,0.139709,0.557005,0.0
0.998759,0.210085,0.0,0.0,0.600217,0.318182
0.999933,0.050535,0.615,0.26712,0.500388,0.0
0.998759,0.051087,0.0,0.16418,0.417534,0.0
0.999958,0.09776,0.545,0.05328,0.476582,0.0
0.999291,0.035308,0.615,0.106561,0.49837,0.0
0.999577,0.022399,0.636,0.05328,0.582208,0.0
0.999958,0.035308,0.462,0.106561,0.467733,0.0
0.999577,0.020523,0.583,0.106561,0.503338,0.0
0.999752,0.088381,0.684,0.182003,0.506133,0.0
0.999806,0.044467,0.714,0.132717,0.465611,0.0
0.998759,0.023392,0.0,0.116674,0.513844,0.090909
0.998759,0.07823,0.0,0.110275,0.60058,0.454545
0.999577,0.076906,0.7,0.13537,0.558298,0.0
0.999817,0.01942,0.514,0.24627,0.662889,0.0
0.998759,0.038288,0.0,0.106561,0.431299,0.045455
0.998759,0.035308,0.0,0.106561,0.447705,0.045455
0.998759,0.032771,0.0,0.106561,0.463437,0.045455
0.999414,0.142337,0.762,0.05328,0.570978,0.045455
0.999752,0.023944,0.619,0.145483,0.575273,0.0
0.999664,0.026812,0.87,0.133747,0.460229,0.0
0.99977,0.300232,0.629,0.398714,0.389018,0.0
0.999958,0.01313,0.444,0.092203,0.709983,0.0
0.998759,0.039391,0.0,0.05328,0.436837,0.0
0.999291,0.148075,0.762,0.13537,0.512446,0.0
0.999903,0.030564,0.5,0.207348,0.518605,0.0
0.999985,0.091802,0.375,0.119046,0.469337,0.0
0.998759,0.182942,0.0,0.0,0.486674,0.181818
0.998759,0.120159,0.0,0.063393,0.402577,0.136364
0.998759,0.238552,0.0,0.380673,0.367438,0.090909
0.999955,0.41686,0.727,0.106561,0.452725,0.0
0.998759,0.346684,0.0,0.08209,0.359882,0.0
0.999577,0.177645,0.538,0.153443,0.465352,0.0
0.998278,0.033543,0.211,0.221799,0.471666,0.0
0.998759,0.109566,0.0,0.132717,0.290431,0.0
0.999935,0.09136,0.65,0.123041,0.455468,0.0
0.999288,0.01964,0.72,0.176384,0.594525,0.0
0.999288,0.01622,0.563,0.08209,0.568752,0.045455
0.999958,0.037405,0.333,0.106561,0.439476,0.0
0.998759,0.033212,0.0,0.18553,0.492315,0.0
0.999903,0.080878,0.348,0.146794,0.58345,0.0
0.999903,0.077899,0.364,0.146794,0.564664,0.0
0.999903,0.148737,0.348,0.146794,0.524711,0.0
0.998759,0.041818,0.0,0.195643,0.434819,0.045455
0.998759,0.262275,0.0,0.159841,0.398696,0.0
0.998278,0.073375,0.1,0.08209,0.570098,0.181818
0.998278,0.076906,0.095,0.13537,0.528282,0.090909
0.998278,0.073375,0.071,0.217461,0.546499,0.090909
0.998759,0.35507,0.0,0.213122,0.337008,0.0
0.998759,0.351319,0.0,0.159841,0.413807,0.0
0.998759,0.162308,0.0,0.367782,0.437717,0.0
0.998759,0.155578,0.0,0.159841,0.265383,0.0
0.999537,0.032771,0.533,0.13537,0.479894,0.0
0.999742,0.023392,0.75,0.122323,0.539357,0.0
0.999958,0.084961,0.353,0.13537,0.4579,0.045455
0.999383,0.088381,0.75,0.146794,0.428194,0.0
0.998453,0.024716,0.133,0.106561,0.553589,0.227273
0.999958,0.020523,0.462,0.038923,0.515293,0.090909
0.999577,0.09776,0.636,0.05328,0.488175,0.0
0.999577,0.105263,0.438,0.185998,0.415567,0.0
0.999958,0.024385,0.5,0.190336,0.571236,0.0
0.999922,0.162198,0.722,0.089737,0.383222,0.0
0.998759,0.446651,0.0,0.200325,0.39735,0.0
0.999927,0.040384,0.583,0.207348,0.684366,0.0
0.999928,0.047446,0.773,0.251701,0.493557,0.0
0.998759,0.128214,0.0,0.285692,0.371733,0.0
0.999578,0.050204,0.417,0.332199,0.42659,0.0
0.999958,0.021847,0.375,0.1109,0.552399,0.0
0.999958,0.033212,0.353,0.271334,0.520002,0.0
0.999958,0.033874,0.5,0.239278,0.507685,0.0
0.998759,0.367097,0.0,0.208534,0.23278,0.0
0.998278,0.017985,0.071,0.159841,0.592299,0.272727
0.999958,0.055059,0.48,0.423372,0.567407,0.0
0.999958,0.010703,0.75,0.08209,0.659525,0.0
0.999956,0.025378,0.737,0.13537,0.591782,0.0
0.999958,0.01964,0.5,0.106561,0.584278,0.0
0.999958,0.012579,0.571,0.103065,0.607049,0.045455
0.999659,0.04226,0.818,0.266402,0.596336,0.0
0.999577,0.778219,0.737,0.05328,0.452518,0.0
0.999424,0.029681,0.75,0.106561,0.611085,0.0
0.999817,0.000883,0.792,0.0,0.715262,0.0
0.999577,0.010151,0.56,0.106561,0.646742,0.136364
0.999424,0.026812,0.682,0.16418,0.528541,0.0
0.999806,0.028578,0.882,0.0,0.580345,0.0
0.999752,0.031888,0.591,0.196111,0.543756,0.0
0.999717,0.013241,0.737,0.02881,0.66646,0.0
0.999746,0.02273,0.762,0.13537,0.627801,0.0
0.998759,0.166391,0.0,0.248923,0.38907,0.0
0.999583,0.015778,0.925,0.130813,0.646173,0.0
0.999558,0.179852,0.5,0.282976,0.392848,0.0
0.999803,0.01291,0.709,0.126787,0.730373,0.0
0.999376,0.041818,0.818,0.093514,0.39704,0.0
0.999619,0.039832,0.769,0.241931,0.545516,0.0
0.999958,0.035419,0.6,0.235783,0.572737,0.0
0.999971,0.083747,0.462,0.040233,0.480412,0.181818
0.998759,0.131413,0.0,0.188651,0.543135,0.363636
0.998759,0.031226,0.0,0.057619,0.451845,0.045455
0.999577,0.193865,0.583,0.05328,0.401697,0.0
0.999577,0.099857,0.5,0.106561,0.4387,0.0
0.999639,0.045901,0.667,0.28822,0.461626,0.0
0.998759,0.042039,0.0,0.255072,0.372302,0.0
0.999958,0.067307,0.3,0.010113,0.584226,0.136364
0.999938,0.166391,0.63,0.307354,0.445169,0.0
0.999935,0.320975,0.52,0.104345,0.399472,0.0
0.999935,0.233697,0.52,0.104345,0.417223,0.0
0.999958,0.014344,0.375,0.213122,0.595197,0.0
0.999958,0.171135,0.429,0.010113,0.492832,0.0
0.999958,0.022399,0.545,0.138741,0.603374,0.0
0.999958,0.020523,0.667,0.177321,0.548724,0.0
0.999968,0.015668,1.0,0.1207,0.586296,0.0
0.999577,0.011586,0.538,0.05328,0.568338,0.181818
0.999577,0.028136,0.667,0.13537,0.503649,0.0
0.999291,0.035308,0.571,0.184656,0.428919,0.0
0.998759,0.018868,0.0,0.02881,0.315427,0.318182
0.999958,0.39755,0.545,0.010113,0.466956,0.0
0.999577,0.033543,0.667,0.106561,0.583812,0.0
0.999676,0.024385,0.76,0.106561,0.590747,0.0
0.999676,0.024385,0.76,0.106561,0.584795,0.0
0.999289,0.142006,0.607,0.19299,0.462144,0.0
0.998759,0.328809,0.0,0.057619,0.41034,0.0
0.999958,0.014896,0.25,0.092203,0.606686,0.227273
0.999537,0.093236,0.727,0.049285,0.525281,0.0
0.999619,0.092133,0.667,0.155846,0.52259,0.0
0.999537,0.07823,0.471,0.088208,0.503959,0.0
0.999577,0.030453,0.609,0.16418,0.490504,0.0
0.999676,0.024385,0.76,0.106561,0.578844,0.0
0.999958,0.277392,0.595,0.264498,0.562801,0.0
0.999958,0.131524,0.63,0.010113,0.630596,0.0
0.999781,0.129207,0.704,0.059398,0.601563,0.0
0.999803,0.073486,0.667,0.319683,0.309579,0.0
0.998759,0.193093,0.0,0.0,0.469441,0.181818
0.999958,0.018868,0.429,0.08209,0.525022,0.136364
0.999676,0.01964,0.76,0.106561,0.570926,0.0
0.999676,0.023281,0.731,0.13537,0.544067,0.0
0.999556,0.016551,0.536,0.16418,0.693992,0.0
0.999813,0.152929,0.667,0.265435,0.452414,0.0
0.998759,0.217257,0.0,0.074256,0.364954,0.0
0.999752,0.077899,0.565,0.08209,0.610154,0.0
0.999958,0.001434,0.667,0.0,0.673498,0.0
0.999752,0.069293,0.65,0.041014,0.577188,0.136364
0.999577,0.02273,0.636,0.147575,0.53708,0.0
0.999801,0.010703,0.708,0.063393,0.619417,0.0
0.999899,0.35507,0.3,0.082808,0.337008,0.045455
0.999958,0.067748,0.462,0.092203,0.552036,0.181818
0.999958,0.011586,0.462,0.05328,0.556694,0.090909
0.999958,0.075692,0.333,0.063393,0.524711,0.181818
0.999958,0.272757,0.462,0.05328,0.451172,0.0
0.999735,0.01622,0.706,0.063393,0.561766,0.090909
0.999958,0.021626,0.545,0.057619,0.63546,0.0
0.999958,0.01964,0.5,0.057619,0.6588,0.0
0.998759,0.027695,0.0,0.063393,0.462661,0.272727
0.999958,0.024826,0.6,0.02881,0.550225,0.0
0.998759,0.078341,0.0,0.0,0.564353,0.0
0.998759,0.036522,0.0,0.618391,0.269989,0.0
0.999577,0.079996,0.538,0.05328,0.532267,0.0
0.999577,0.00971,0.56,0.05328,0.693681,0.0
0.999577,0.019309,0.85,0.081247,0.589194,0.0
0.999533,0.014123,0.474,0.041014,0.560782,0.227273
0.999573,0.020523,0.88,0.121481,0.628474,0.0
0.999288,0.006069,0.783,0.05328,0.676965,0.045455
0.998759,0.14642,0.0,0.127723,0.35186,0.0
0.99946,0.023944,0.81,0.15029,0.526109,0.0
0.999899,0.157674,0.214,0.222517,0.390157,0.0
0.99979,0.059693,0.645,0.069511,0.647622,0.090909
0.999988,0.10747,0.733,0.239903,0.394556,0.0
0.999577,0.176211,0.583,0.05328,0.504632,0.0
0.999537,0.078341,0.667,0.049285,0.535217,0.0
0.999445,0.037074,0.783,0.121481,0.617606,0.0
0.99946,0.037074,0.739,0.121481,0.619573,0.0
0.999546,0.092133,0.688,0.177664,0.470476,0.0
0.999985,0.194086,0.5,0.133747,0.383895,0.0
0.998278,0.079113,0.114,0.219271,0.610723,0.181818
0.998278,0.139799,0.114,0.219271,0.555504,0.181818
0.999661,0.000662,1.0,0.0,0.733892,0.0
0.999627,0.036522,0.421,0.240777,0.405889,0.181818
0.998759,0.062783,0.0,0.11271,0.464886,0.0
0.999842,0.000993,1.0,0.0,0.696217,0.0
0.998759,0.101512,0.0,0.09186,0.47239,0.0
0.999749,0.033543,0.571,0.187028,0.461523,0.0
0.999958,0.020523,0.5,0.120388,0.611033,0.181818
0.999752,0.023944,0.619,0.05328,0.646069,0.045455
0.998759,0.038288,0.0,0.010113,0.432542,0.0
0.998759,0.102174,0.0,0.0,0.48921,0.0
0.998759,0.00971,0.0,0.0,0.681002,0.0
0.999578,0.028578,0.588,0.136088,0.474667,0.0
0.999958,0.079334,0.632,0.0,0.650468,0.0
0.999958,0.093236,0.545,0.0,0.529938,0.090909
0.998759,0.02935,0.0,0.132249,0.304922,0.0
0.999577,0.040384,0.609,0.106561,0.596077,0.0
0.999958,0.026812,0.545,0.05328,0.606479,0.0
0.998759,0.023944,0.0,0.09186,0.533302,0.318182
0.999472,0.01942,0.611,0.319683,0.555193,0.0
0.999958,0.010703,0.522,0.05328,0.657403,0.0
0.999536,0.04888,0.5,0.05328,0.457952,0.0
0.999627,0.037405,0.444,0.063393,0.425193,0.0
0.999627,0.083085,0.364,0.116674,0.44874,0.227273
0.998606,0.066534,0.086,0.176384,0.533251,0.090909
0.999958,0.018206,0.524,0.116674,0.577291,0.090909
0.999958,0.181287,0.353,0.05328,0.572737,0.0
0.998759,0.008827,0.0,0.08209,0.719816,0.363636
0.999536,0.099415,0.889,0.0,0.474409,0.0
0.999536,0.163522,0.571,0.0,0.495627,0.0
0.999965,0.013241,1.0,0.080467,0.608549,0.0
0.999958,0.00971,0.786,0.020226,0.678207,0.0
0.99969,0.025709,0.714,0.16418,0.673498,0.0
0.997247,0.047225,0.583,0.080467,0.514827,0.0
0.997247,0.035308,0.438,0.080467,0.576722,0.0
0.999955,0.046784,0.421,0.306667,0.492574,0.0
0.999955,0.044467,0.4,0.306667,0.507116,0.0
0.998759,0.027695,0.0,0.103065,0.44165,0.0
0.998759,0.110449,0.0,0.106561,0.434301,0.0
0.998759,0.014234,0.0,0.074256,0.541169,0.181818
0.999278,0.025047,0.533,0.063393,0.478031,0.045455
0.999958,0.001765,0.75,0.0,0.656161,0.0
0.999958,0.023944,0.3,0.132717,0.574807,0.318182
0.999903,0.135606,0.533,0.232318,0.551467,0.0
0.999577,0.008165,0.903,0.08209,0.693319,0.0
0.99937,0.049873,0.5,0.248705,0.590436,0.0
0.999778,0.031888,0.652,0.268837,0.521917,0.0
0.999958,0.028136,0.3,0.217461,0.516121,0.0
0.999669,0.023723,0.774,0.063393,0.635046,0.0
0.999289,0.120821,0.773,0.270741,0.587538,0.0
0.999958,0.518702,0.5,0.02881,0.388035,0.0
0.998278,0.014123,0.105,0.08209,0.613311,0.181818
0.999958,0.030453,0.478,0.198764,0.57931,0.0
0.998759,0.080878,0.0,0.174293,0.487191,0.181818
0.998759,0.01291,0.0,0.279418,0.849195,0.818182
0.998278,0.066314,0.138,0.13537,0.554728,0.272727
0.999958,0.025378,0.632,0.08209,0.539512,0.0
0.999958,0.161205,0.462,0.0,0.52968,0.0
0.999958,0.16937,0.462,0.057619,0.485225,0.0
0.999958,0.038288,0.5,0.132717,0.479273,0.0
0.999955,0.041818,0.727,0.106561,0.548466,0.0
0.999903,0.02935,0.615,0.157188,0.501682,0.0
0.998759,0.035308,0.0,0.214807,0.493764,0.090909
0.999958,0.075692,0.333,0.08209,0.55214,0.181818
0.999556,0.064769,0.833,0.049285,0.590954,0.0
0.998759,0.070837,0.0,0.239278,0.326916,0.0
0.999958,0.017434,0.733,0.057619,0.54681,0.0
0.998759,0.017434,0.0,0.05328,0.607463,0.454545
0.999958,0.015116,0.706,0.010113,0.58671,0.0
0.999288,0.155578,0.429,0.1109,0.483672,0.0
0.999577,0.019309,0.35,0.092203,0.556746,0.181818
0.998759,0.088381,0.0,0.106561,0.477773,0.227273
0.999369,0.34867,0.61,0.13537,0.485639,0.0
0.998759,0.018206,0.0,0.0,0.304042,0.227273
0.998759,0.040384,0.0,0.323054,0.509238,0.090909
0.998759,0.023392,0.0,0.08209,0.603892,0.181818
0.999414,0.144764,0.762,0.08209,0.529214,0.0
0.999705,0.031336,0.619,0.167676,0.466491,0.045455
0.999928,0.242966,0.571,0.053998,0.438752,0.0
0.999752,0.33565,0.619,0.0,0.636806,0.045455
0.998759,0.118614,0.0,0.02881,0.676862,0.363636
0.999958,0.022399,0.414,0.125351,0.549863,0.227273
0.999376,0.01302,0.946,0.0,0.654298,0.0
0.987019,0.059252,0.125,0.243149,0.370336,0.045455
0.998569,0.069293,0.556,0.089519,0.541893,0.0
0.998617,0.076796,0.333,0.049285,0.512498,0.136364
0.999536,0.088381,0.533,0.0,0.581328,0.0
0.998759,0.030453,0.0,0.213122,0.455778,0.181818
0.999958,0.023392,0.375,0.116674,0.492574,0.090909
0.999088,0.028136,0.5,0.19299,0.539771,0.0
0.999958,0.008386,0.353,0.010113,0.616881,0.090909
0.999368,0.026812,0.5,0.08209,0.517828,0.045455
0.999958,0.053956,0.719,0.010113,0.674688,0.0
0.999958,0.07823,0.353,0.05328,0.531387,0.181818
0.953121,0.046011,0.375,0.291903,0.42157,0.0
0.998759,0.087719,0.0,0.0,0.532267,0.0
0.999958,0.024826,0.6,0.0,0.597112,0.0
0.998759,0.082644,0.0,0.0,0.548673,0.227273
0.998759,0.003972,0.0,0.02881,0.786058,0.363636
0.999577,0.017323,0.318,0.063393,0.609636,0.272727
0.999958,0.069293,0.273,0.010113,0.602701,0.272727
0.999673,0.03895,0.571,0.213122,0.584744,0.227273
0.999958,0.020523,0.462,0.153412,0.535217,0.0
0.999829,0.031116,0.778,0.268088,0.61802,0.0
0.999752,0.081209,0.813,0.0,0.643016,0.0
0.999958,0.076796,0.688,0.02881,0.540082,0.045455
0.999958,0.028688,0.6,0.27508,0.568597,0.0
0.998683,0.180625,0.176,0.176072,0.397092,0.0
0.998683,0.094119,0.15,0.301923,0.461367,0.0
0.999533,0.085733,0.375,0.255041,0.470786,0.0
0.99993,0.093457,0.609,0.160559,0.4653,0.0
0.999954,0.05539,0.556,0.276515,0.4904,0.0
0.999958,0.081982,0.333,0.163556,0.527661,0.0
0.999958,0.146861,0.522,0.163556,0.527092,0.0
0.999954,0.157674,0.588,0.479524,0.555607,0.0
0.999084,0.033212,0.176,0.010113,0.475961,0.363636
0.999922,0.033874,0.542,0.253917,0.434198,0.0
0.999104,0.008496,0.733,0.069823,0.649123,0.0
0.999958,0.008165,0.4,0.063393,0.661336,0.090909
0.998759,0.020523,0.0,0.0,0.3737,0.0
0.99838,0.062783,0.222,0.286316,0.377064,0.0
0.999958,0.150171,0.5,0.158999,0.586917,0.0
0.999577,0.17268,0.467,0.18553,0.46028,0.0
0.999958,0.066645,0.5,0.188651,0.551829,0.0
0.998759,0.081209,0.0,0.08209,0.539668,0.045455
0.999958,0.006841,0.913,0.02881,0.651245,0.0
0.998759,0.064548,0.0,0.05328,0.636651,0.363636
0.999455,0.000772,1.0,0.0,0.758888,0.0
0.999537,0.01622,0.5,0.08209,0.577343,0.090909
0.999958,0.167384,0.462,0.0,0.514568,0.136364
0.998759,0.017985,0.0,0.116674,0.622419,0.0
0.999777,0.015116,1.0,0.080467,0.56751,0.0
0.998759,0.032109,0.0,0.087271,0.451379,0.0
0.999752,0.050204,0.565,0.0,0.735031,0.0
0.999958,0.031557,0.414,0.19299,0.609015,0.0
0.998759,0.059804,0.0,0.05328,0.655023,0.409091
0.998683,0.314355,0.25,0.101973,0.367593,0.0
0.998759,0.051859,0.0,0.324615,0.409046,0.045455
0.998759,0.027695,0.0,0.05328,0.524763,0.136364
0.999903,0.16937,0.571,0.089519,0.524504,0.0
0.998759,0.030564,0.0,0.297022,0.426073,0.181818
0.998759,0.236125,0.0,0.0,0.43161,0.0
0.999577,0.020523,0.583,0.106561,0.503338,0.0
0.999577,0.088271,0.538,0.08209,0.520313,0.0
0.950881,0.012799,0.545,0.0,0.369508,0.0
0.950881,0.011586,0.5,0.0,0.384619,0.0
0.999736,0.021847,0.778,0.103627,0.528386,0.0
0.999833,0.031336,0.789,0.100162,0.484604,0.0
0.999833,0.031336,0.789,0.100162,0.484604,0.0
0.998759,0.01622,0.0,0.08209,0.597009,0.0
0.999958,0.015116,0.647,0.08209,0.598458,0.0
0.951356,0.020523,0.583,0.142362,0.582725,0.0
0.998759,0.020523,0.0,0.16418,0.613104,0.0
0.999288,0.0064,0.857,0.05328,0.665166,0.0
0.999945,0.178859,0.8,0.093514,0.418569,0.0
0.999958,0.088271,0.429,0.057619,0.45821,0.090909
0.999958,0.005738,0.75,0.042418,0.758837,0.0
0.998759,0.005738,0.0,0.0,0.760751,0.0
0.999735,0.055169,0.364,0.05328,0.717901,0.0
