yprop/table4.oz246,yprop/table4.oz248,yprop/table4.oz250,yprop/table4.oz251
0.654118,0.8,0.133747,0.42778
0.777098,0.361,0.451932,0.478652
0.597176,0.5,0.063393,0.593127
0.470588,0.357,0.116674,0.395021
0.497255,0.133,0.27508,0.53175
0.440314,0.364,0.106561,0.38731
0.248627,0.0,0.378488,0.515086
0.745882,0.632,0.200325,0.698442
0.542588,0.667,0.106561,0.45376
0.521098,0.214,0.216836,0.526937
0.440314,0.273,0.038923,0.596802
0.521098,0.533,0.258724,0.493039
0.40549,0.2,0.106561,0.484966
0.580392,0.184,0.598695,0.385085
0.677961,0.581,0.141988,0.567976
0.562353,0.846,0.080467,0.463023
0.562353,0.44,0.145764,0.595042
0.248627,0.0,0.106561,0.396522
0.699451,0.667,0.194706,0.575842
0.497255,0.471,0.128254,0.533147
0.440314,0.857,0.040233,0.413497
0.313725,0.0,0.214807,0.493764
0.688941,0.783,0.106561,0.480826
0.497255,0.222,0.268993,0.249909
0.542588,0.692,0.159841,0.532008
0.654118,0.762,0.093514,0.530094
0.627451,0.882,0.049285,0.577705
0.248627,0.0,0.13537,0.483724
0.562353,0.2,0.271927,0.466956
0.627451,0.444,0.207254,0.57046
0.470588,0.188,0.112429,0.649537
0.0,0.0,0.02881,0.576153
0.654118,0.517,0.148511,0.661181
0.313725,0.0,0.159841,0.378357
0.156863,0.0,0.05328,0.643482
0.597176,0.55,0.235502,0.413445
0.709647,0.526,0.268681,0.544274
0.542588,0.222,0.397216,0.479273
0.313725,0.0,0.27508,0.733944
0.497255,0.667,0.049285,0.535217
0.440314,0.462,0.02881,0.610775
0.666353,0.438,0.237343,0.438907
0.677961,0.857,0.159841,0.62009
0.248627,0.0,0.22826,0.306681
0.719216,0.852,0.0,0.796615
0.521098,0.4,0.180817,0.452259
0.562353,0.304,0.219583,0.427366
0.521098,0.538,0.106561,0.481085
0.248627,0.0,0.116674,0.499508
0.745882,0.676,0.292559,0.627698
0.521098,0.667,0.053998,0.371733
0.597176,0.545,0.063393,0.571288
0.470588,0.5,0.128972,0.469441
0.542588,0.692,0.159841,0.509859
0.521098,0.5,0.09186,0.510014
0.440314,0.176,0.208534,0.394504
0.542588,0.389,0.159841,0.445686
0.597176,0.571,0.142737,0.396729
0.497255,0.667,0.010113,0.450965
0.580392,0.229,0.340283,0.463955
0.709647,0.474,0.239622,0.558764
0.627451,0.591,0.222486,0.445686
0.597176,0.545,0.142737,0.424261
0.562353,0.4,0.272863,0.43663
0.597176,0.55,0.252575,0.49128
0.440314,0.5,0.106561,0.302593
0.627451,0.48,0.180817,0.585002
0.597176,0.255,0.188745,0.57341
0.654118,0.889,0.05328,0.632096
0.699451,0.326,0.535832,0.456399
0.688941,0.667,0.119389,0.487295
0.580392,0.632,0.159436,0.543446
0.542588,0.412,0.16418,0.555659
0.666353,0.75,0.241931,0.523211
0.688941,0.68,0.188651,0.564509
0.627451,0.636,0.23881,0.609015
0.597176,0.667,0.074256,0.567665
0.497255,0.533,0.0,0.581328
0.719216,0.647,0.221331,0.661491
0.612863,0.406,0.139865,0.624541
0.497255,0.667,0.080467,0.346789
0.562353,0.381,0.267464,0.403871
0.666353,0.452,0.270741,0.587642
0.612863,0.667,0.106561,0.549138
0.521098,0.571,0.190461,0.519433
0.677961,0.643,0.092734,0.665632
0.521098,0.348,0.150509,0.490762
0.688941,0.486,0.249641,0.543239
0.728471,0.526,0.306886,0.64964
0.562353,0.588,0.067045,0.510738
0.612863,0.667,0.106561,0.549138
0.248627,0.0,0.148511,0.394814
0.677961,0.76,0.0,0.6765
0.654118,0.4,0.237936,0.556177
0.580392,0.647,0.188651,0.48626
0.677961,0.6,0.151913,0.625783
0.497255,0.471,0.082808,0.454536
0.580392,0.458,0.121013,0.516017
0.0,0.0,0.0,0.564353
0.641098,0.483,0.16418,0.553434
0.562353,0.846,0.040233,0.517207
0.440314,0.353,0.09058,0.398696
0.521098,0.583,0.127723,0.40501
0.542588,0.471,0.161527,0.543394
0.497255,0.462,0.110275,0.490504
0.156863,0.0,0.0839,0.681675
0.313725,0.077,0.063393,0.649433
0.641098,0.355,0.30133,0.33944
0.470588,0.353,0.08209,0.567251
0.248627,0.0,0.1109,0.594887
0.440314,0.462,0.02881,0.557419
0.156863,0.0,0.218054,0.58966
0.0,0.0,0.0,0.386948
0.699451,0.741,0.133747,0.550536
0.762039,0.313,0.489981,0.50282
0.562353,0.5,0.040233,0.495886
0.562353,0.579,0.09058,0.573513
0.580392,0.353,0.020226,0.659214
0.248627,0.118,0.16418,0.509859
0.248627,0.2,0.106561,0.485432
0.627451,0.387,0.217461,0.617658
0.641098,0.583,0.106561,0.623402
0.521098,0.444,0.1109,0.430989
0.562353,0.625,0.146014,0.509859
0.580392,0.647,0.05328,0.584588
0.654118,0.714,0.132717,0.465611
0.654118,0.889,0.05328,0.615639
0.728471,0.383,0.494819,0.507478
0.521098,0.438,0.193676,0.405631
0.709647,0.741,0.132249,0.629043
0.0,0.0,0.0,0.602287
0.497255,0.286,0.245209,0.541272
0.470588,0.333,0.05328,0.55214
0.542588,0.563,0.1109,0.517621
0.470588,0.5,0.114489,0.496041
0.521098,0.381,0.11374,0.404906
0.597176,0.345,0.188651,0.527144
0.641098,0.762,0.23494,0.561818
0.497255,0.375,0.106561,0.513067
0.440314,0.375,0.050346,0.466801
0.542588,0.304,0.252731,0.413911
0.248627,0.0,0.08209,0.455105
0.597176,0.423,0.16418,0.623868
0.313725,0.0,0.159841,0.450292
0.769725,1.0,0.040233,0.702324
0.470588,0.438,0.153724,0.416602
0.612863,0.448,0.1109,0.513016
0.364235,0.0,0.278201,0.402629
0.156863,0.0,0.0,0.627439
0.641098,0.619,0.214807,0.549656
0.440314,0.333,0.09058,0.469285
0.627451,0.306,0.436138,0.55038
0.709647,0.327,0.664523,0.372199
0.0,0.0,0.020226,0.582001
0.497255,0.462,0.05328,0.548724
0.666353,0.593,0.206411,0.451379
0.728471,0.706,0.162495,0.552554
0.470588,0.545,0.05328,0.469441
0.542588,0.818,0.093514,0.39704
0.521098,0.286,0.198764,0.463644
0.612863,0.5,0.242774,0.549035
0.470588,0.462,0.05328,0.559903
0.40549,0.444,0.05328,0.288258
0.156863,0.0,0.08209,0.56839
0.562353,0.563,0.184531,0.499353
0.521098,0.286,0.107279,0.618952
0.627451,0.737,0.063393,0.562025
0.521098,0.5,0.278981,0.442633
0.521098,0.273,0.209626,0.552657
0.654118,0.583,0.273113,0.41448
0.521098,0.333,0.19299,0.517828
0.784314,0.291,0.676852,0.442271
0.612863,0.583,0.059398,0.599027
0.562353,0.846,0.0,0.638255
0.641098,0.424,0.106561,0.637013
0.248627,0.0,0.113022,0.462454
0.699451,0.69,0.0839,0.613569
0.470588,0.286,0.08209,0.659111
0.784314,0.563,0.35717,0.668996
0.627451,0.75,0.155846,0.583346
0.666353,0.81,0.08209,0.625317
0.627451,0.636,0.285692,0.614915
0.497255,0.286,0.19299,0.546861
0.580392,0.364,0.344154,0.473425
0.542588,0.588,0.0,0.618693
0.745882,0.758,0.093514,0.627853
0.719216,0.388,0.250421,0.26647
0.612863,0.591,0.1109,0.576049
0.248627,0.0,0.116674,0.615898
0.762039,0.463,0.24627,0.414325
0.521098,0.235,0.163587,0.512084
0.688941,0.45,0.280854,0.586762
0.497255,0.176,0.08209,0.186255
0.521098,0.333,0.198764,0.463437
0.688941,0.45,0.258069,0.580345
0.677961,0.667,0.14205,0.671066
0.654118,0.652,0.13537,0.562128
0.641098,0.75,0.05328,0.566216
0.709647,0.786,0.020226,0.678207
0.40549,0.267,0.038923,0.345599
0.542588,0.318,0.159841,0.576256
0.497255,0.429,0.127536,0.498318
0.688941,0.655,0.236594,0.560265
0.497255,0.353,0.271334,0.491901
0.641098,0.545,0.389413,0.478911
0.470588,0.357,0.184656,0.416033
0.612863,0.444,0.106561,0.539098
0.719216,0.92,0.080467,0.525281
0.641098,0.583,0.166459,0.562335
0.440314,0.273,0.038923,0.505356
0.440314,0.0,0.371996,0.309942
0.440314,0.375,0.097853,0.466284
0.470588,0.5,0.201573,0.497128
0.0,0.0,0.02881,0.579465
0.627451,0.714,0.109276,0.491176
0.364235,0.0,0.174293,0.435647
0.654118,0.895,0.081247,0.582777
0.688941,0.72,0.12248,0.628474
0.597176,0.733,0.196298,0.332143
0.156863,0.0,0.161059,0.457641
0.542588,0.6,0.132436,0.516897
0.580392,0.345,0.19299,0.487968
0.728471,0.71,0.127536,0.647001
0.440314,0.316,0.086429,0.542669
0.688941,0.68,0.169954,0.577654
0.719216,0.688,0.1109,0.581483
0.719216,0.553,0.235564,0.553744
0.470588,0.316,0.063393,0.565388
0.497255,0.7,0.05328,0.565285
0.497255,0.438,0.063393,0.487605
0.677961,0.667,0.063393,0.618123
0.627451,0.625,0.057619,0.599959
0.521098,0.316,0.185998,0.5155
0.440314,0.667,0.0,0.514206
0.156863,0.0,0.100162,0.380169
0.627451,0.667,0.219365,0.506547
0.597176,0.867,0.146794,0.55038
0.737255,0.541,0.48224,0.398437
0.440314,0.333,0.223235,0.355121
0.641098,0.75,0.05328,0.580086
0.728471,0.852,0.093514,0.60679
0.709647,0.84,0.122323,0.578585
0.654118,0.762,0.122323,0.482534
0.597176,0.75,0.122323,0.539357
0.497255,0.35,0.092203,0.602546
0.709647,0.576,0.159841,0.464214
0.580392,0.188,0.224577,0.601149
0.597176,0.571,0.05328,0.565285
0.562353,0.563,0.120326,0.49335
0.440314,0.462,0.010113,0.52968
0.470588,0.462,0.08209,0.501527
0.612863,0.565,0.1109,0.580966
0.497255,0.375,0.106561,0.526937
0.40549,0.308,0.131375,0.479222
0.654118,0.469,0.165959,0.544222
0.156863,0.0,0.05328,0.477928
0.0,0.0,0.020226,0.381307
0.440314,0.75,0.040233,0.433059
0.641098,0.833,0.074256,0.647933
0.677961,0.75,0.159841,0.644931
0.728471,0.636,0.217461,0.517932
0.654118,0.762,0.122323,0.475392
0.677961,0.6,0.151133,0.598561
0.497255,0.273,0.106561,0.288154
0.654118,0.405,0.301486,0.446101
0.666353,0.533,0.18553,0.546913
0.641098,0.4,0.323054,0.487347
0.641098,0.667,0.132717,0.558298
0.313725,0.0,0.180067,0.468302
0.440314,0.667,0.1207,0.34948
0.612863,0.7,0.02881,0.578947
0.677961,0.533,0.188651,0.411582
0.627451,0.682,0.118016,0.497801
0.562353,0.29,0.1109,0.647053
0.497255,0.538,0.122323,0.435077
0.497255,0.5,0.106561,0.474667
0.40549,0.167,0.205194,0.479998
0.497255,0.3,0.199638,0.466077
0.737255,0.556,0.050346,0.756456
0.0,0.0,0.0,0.477152
0.641098,0.7,0.063393,0.565958
0.248627,0.0,0.106561,0.336801
0.823216,0.679,0.073506,0.734772
0.497255,0.538,0.1109,0.506029
0.313725,0.0,0.106561,0.452466
0.627451,0.444,0.092203,0.709983
0.612863,0.667,0.132717,0.507375
0.562353,0.667,0.053998,0.39528
0.470588,0.462,0.08209,0.580914
0.641098,0.652,0.189868,0.543704
0.666353,0.692,0.156907,0.568079
0.40549,0.263,0.038923,0.324743
0.248627,0.0,0.16418,0.472597
0.313725,0.133,0.110275,0.500543
0.580392,0.688,0.172077,0.465456
0.597176,0.545,0.161059,0.579154
0.612863,0.65,0.08209,0.550329
0.737255,0.926,0.210219,0.487088
0.699451,0.5,0.217461,0.614863
0.156863,0.0,0.110275,0.425038
0.470588,0.429,0.08209,0.566475
0.470588,0.429,0.1109,0.480722
0.0,0.0,0.010113,0.505149
0.737255,0.767,0.106561,0.613259
0.470588,0.429,0.02881,0.591782
0.677961,0.581,0.179943,0.508306
0.612863,0.48,0.363319,0.405838
0.40549,0.5,0.094294,0.412772
0.894118,0.705,0.53087,0.380376
0.440314,0.462,0.0,0.589815
0.497255,0.14,0.145483,0.720489
0.597176,0.464,0.096542,0.547068
0.580392,0.5,0.121013,0.519278
0.0,0.0,0.0,0.364695
0.612863,0.619,0.093514,0.528386
0.470588,0.462,0.05328,0.494799
0.597176,0.478,0.313908,0.510324
0.612863,0.462,0.180941,0.60679
0.542588,0.368,0.23881,0.48005
0.81098,0.846,0.16418,0.630647
0.627451,0.789,0.094232,0.441598
0.666353,0.63,0.307354,0.445169
0.580392,0.375,0.255041,0.470786
0.791216,0.583,0.434921,0.544739
0.0,0.0,0.0,0.579465
0.654118,0.762,0.103627,0.599079
0.364235,0.0,0.14283,0.388604
0.0,0.0,0.030339,0.470838
0.597176,0.55,0.110275,0.543394
0.777098,0.636,0.363319,0.596491
0.612863,0.522,0.1109,0.642033
0.666353,0.692,0.080467,0.585416
0.688941,0.487,0.338598,0.554417
0.688941,0.6,0.132717,0.668737
0.597176,0.571,0.05328,0.633546
0.0,0.0,0.0,0.518812
0.627451,0.583,0.14514,0.538115
0.521098,0.189,0.176384,0.582725
0.641098,0.44,0.36825,0.395642
0.677961,0.5,0.36825,0.498836
0.156863,0.0,0.161059,0.521555
0.769725,0.903,0.08209,0.693319
0.666353,0.6,0.0,0.675309
0.688941,0.72,0.106561,0.586658
0.497255,0.176,0.264498,0.786265
0.641098,0.412,0.271958,0.530922
0.156863,0.0,0.08209,0.611965
0.709647,0.759,0.02881,0.718108
0.248627,0.0,0.08209,0.53206
0.562353,0.5,0.116674,0.370181
0.677961,0.654,0.143299,0.533354
0.562353,0.563,0.243742,0.468354
0.709647,0.769,0.16418,0.609067
0.440314,0.333,0.142206,0.390881
0.470588,0.375,0.161059,0.495834
0.0,0.0,0.0,0.784609
0.612863,0.542,0.05328,0.695648
0.580392,0.4,0.172857,0.491642
0.497255,0.583,0.05328,0.48243
0.641098,0.7,0.132717,0.476789
0.470588,0.4,0.057619,0.526419
0.497255,0.421,0.057619,0.55214
0.688941,0.621,0.503933,0.488019
0.542588,0.444,0.16418,0.571392
0.677961,0.667,0.182252,0.629612
0.542588,0.556,0.081247,0.486881
0.580392,0.375,0.188651,0.504477
0.40549,0.0,0.159841,0.486881
0.641098,0.789,0.100162,0.484604
0.440314,0.364,0.118547,0.347099
0.699451,0.588,0.239278,0.606893
0.542588,0.533,0.177321,0.501423
0.248627,0.143,0.16418,0.479066
0.156863,0.0,0.0,0.130001
0.542588,0.692,0.063393,0.518398
0.497255,0.353,0.253293,0.37075
0.156863,0.0,0.130782,0.639445
0.542588,0.333,0.127442,0.482482
0.641098,0.424,0.122199,0.590281
0.654118,0.708,0.038923,0.637116
0.719216,0.733,0.176322,0.517518
0.784314,0.75,0.319745,0.401128
0.597176,0.545,0.179131,0.692646
0.612863,0.462,0.235096,0.567407
0.156863,0.0,0.08209,0.610671
0.699451,0.913,0.02881,0.651245
0.248627,0.0,0.13537,0.498784
0.156863,0.0,0.128972,0.448481
0.597176,0.429,0.23444,0.534337
0.248627,0.0,0.13537,0.519588
0.627451,0.4,0.188651,0.551312
0.641098,0.667,0.040233,0.632821
0.521098,0.444,0.150509,0.471252
0.470588,0.4,0.05328,0.581742
0.156863,0.0,0.08209,0.491021
0.580392,0.647,0.067045,0.536149
0.641098,0.444,0.239278,0.498422
0.313725,0.0,0.327829,0.500699
0.313725,0.167,0.053998,0.373286
0.666353,0.9,0.160934,0.470062
0.666353,0.486,0.172857,0.545826
0.364235,0.133,0.270741,0.405268
0.248627,0.0,0.226138,0.364643
0.470588,0.333,0.05328,0.34741
0.677961,0.484,0.265435,0.666097
0.40549,0.364,0.08209,0.349997
0.497255,0.538,0.08209,0.572116
0.699451,0.69,0.1109,0.572892
0.562353,0.417,0.05328,0.54624
0.580392,0.75,0.122323,0.515293
0.470588,0.545,0.209127,0.39083
0.654118,0.667,0.139709,0.521503
0.521098,0.438,0.139085,0.550587
0.364235,0.0,0.354829,0.381618
0.440314,0.15,0.301923,0.461367
0.562353,0.688,0.02881,0.540082
0.699451,1.0,0.080467,0.608549
0.40549,0.2,0.253636,0.388967
0.612863,0.765,0.188308,0.518243
0.497255,0.261,0.149479,0.437768
0.364235,0.0,0.293308,0.405372
0.641098,0.682,0.149448,0.568183
0.597176,0.52,0.057619,0.521296
0.754039,0.781,0.187028,0.613311
0.580392,0.375,0.226949,0.436009
0.666353,0.667,0.215557,0.663665
0.470588,0.047,0.241931,0.544325
0.737255,0.781,0.010113,0.645086
0.677961,0.586,0.158999,0.648398
0.156863,0.0,0.110275,0.60058
0.597176,0.55,0.092203,0.415515
0.542588,0.292,0.184063,0.436733
0.745882,0.622,0.444472,0.497904
0.641098,0.593,0.178163,0.554055
0.709647,0.645,0.196579,0.556798
0.440314,0.5,0.078969,0.560161
0.440314,0.5,0.0,0.514568
0.654118,0.542,0.253917,0.434198
0.627451,0.467,0.151851,0.367904
0.688941,0.5,0.240652,0.525177
0.542588,0.615,0.187028,0.340682
0.440314,0.385,0.05328,0.304922
0.641098,0.5,0.19299,0.518915
0.797961,0.674,0.348492,0.605289
0.666353,0.533,0.185717,0.494488
0.597176,0.929,0.146794,0.520778
0.440314,0.065,0.270741,0.5229
0.542588,0.375,0.168519,0.45319
0.156863,0.0,0.121013,0.463075
0.40549,0.12,0.094294,0.629302
0.440314,0.353,0.02881,0.537753
0.688941,0.581,0.120326,0.489262
0.719216,0.636,0.11271,0.695699
0.521098,0.538,0.153443,0.465352
0.40549,0.125,0.180067,0.399317
0.364235,0.0,0.277483,0.717125
0.719216,0.688,0.333323,0.496507
0.737255,0.889,0.08209,0.659577
0.641098,0.652,0.057619,0.537701
0.612863,0.433,0.1109,0.671635
0.654118,0.615,0.095855,0.533199
0.612863,0.571,0.156533,0.528489
0.521098,0.438,0.106561,0.531698
0.580392,0.571,0.119202,0.514879
0.597176,0.6,0.131875,0.565078
0.521098,0.353,0.185998,0.508772
0.470588,0.261,0.082808,0.269575
0.248627,0.0,0.13537,0.23428
0.627451,0.938,0.0,0.594628
0.440314,0.231,0.165397,0.524763
0.440314,0.4,0.057619,0.501009
0.364235,0.167,0.126787,0.442685
0.562353,0.625,0.102566,0.49542
0.497255,0.727,0.106561,0.497904
0.156863,0.0,0.05328,0.47917
0.666353,0.273,0.377302,0.486726
0.470588,0.467,0.201573,0.512188
0.612863,0.684,0.094232,0.496455
0.709647,0.462,0.239622,0.582777
0.497255,0.278,0.235876,0.421467
0.666353,0.727,0.226887,0.548776
0.677961,0.455,0.213122,0.462972
0.156863,0.0,0.100162,0.556849
0.641098,0.727,0.175604,0.468716
0.562353,0.45,0.198421,0.52052
0.627451,0.565,0.106561,0.485018
0.728471,0.429,0.250702,0.369974
0.521098,0.45,0.163275,0.388604
0.521098,0.429,0.20716,0.404958
0.248627,0.0,0.116674,0.396988
0.688941,0.76,0.05328,0.588521
0.654118,0.842,0.05328,0.614242
0.497255,0.207,0.203103,0.447705
0.440314,0.5,0.0,0.498887
0.470588,0.5,0.21384,0.376132
0.313725,0.333,0.088145,0.420483
0.719216,0.541,0.169018,0.587797
0.497255,0.5,0.08209,0.563111
0.627451,0.519,0.139709,0.539202
0.641098,0.682,0.049285,0.572375
0.440314,0.545,0.0,0.485018
0.641098,0.444,0.255072,0.569166
0.580392,0.733,0.05328,0.435802
0.497255,0.19,0.287346,0.294261
0.440314,0.0,0.485985,0.363556
0.627451,0.522,0.185998,0.495989
0.40549,0.4,0.26865,0.371009
0.612863,0.867,0.074256,0.58433
0.542588,0.471,0.120669,0.453708
0.580392,0.321,0.256383,0.499819
0.666353,0.696,0.063393,0.551157
0.440314,0.545,0.0,0.5879
0.562353,0.421,0.158905,0.445014
0.641098,0.652,0.1109,0.512084
0.497255,0.438,0.121013,0.501475
0.666353,0.643,0.236906,0.749832
0.248627,0.143,0.16418,0.422709
0.737255,0.686,0.157781,0.558919
0.0,0.0,0.020226,0.600787
0.497255,0.188,0.337037,0.493764
0.40549,0.333,0.094294,0.421467
0.666353,0.63,0.209127,0.5229
0.597176,0.667,0.18141,0.416084
0.542588,0.4,0.215775,0.490918
0.521098,0.471,0.161059,0.513585
0.497255,0.5,0.063393,0.516328
0.521098,0.231,0.217461,0.577343
0.521098,0.412,0.156907,0.400455
0.497255,0.5,0.05328,0.547482
0.627451,0.714,0.238404,0.429074
0.641098,0.636,0.249391,0.559023
0.470588,0.3,0.121013,0.573099
0.440314,0.667,0.0,0.566837
0.728471,0.526,0.241931,0.613414
0.542588,0.769,0.010113,0.520571
0.666353,0.72,0.0,0.706205
0.654118,0.762,0.08209,0.571236
0.666353,0.375,0.345839,0.338509
0.440314,0.25,0.169954,0.324122
0.497255,0.429,0.106561,0.434146
0.597176,0.619,0.0,0.636806
0.627451,0.833,0.089519,0.537805
0.562353,0.333,0.240402,0.426383
0.654118,0.762,0.1109,0.583605
0.521098,0.615,0.211218,0.501216
0.470588,0.2,0.139272,0.332195
0.156863,0.0,0.08209,0.597009
0.709647,0.293,0.303889,0.463644
0.497255,0.467,0.1109,0.549966
0.627451,0.824,0.08209,0.558091
0.521098,0.467,0.106561,0.510221
0.542588,0.435,0.149135,0.428557
0.497255,0.375,0.106561,0.526937
0.497255,0.615,0.146794,0.44667
0.542588,0.276,0.141488,0.581587
0.497255,0.273,0.106561,0.570408
0.521098,0.261,0.262064,0.507375
0.497255,0.368,0.05328,0.64933
0.248627,0.0,0.110275,0.375822
0.497255,0.538,0.05328,0.557626
0.688941,0.952,0.146794,0.579413
0.641098,0.448,0.277733,0.473063
0.497255,0.333,0.14283,0.527661
0.542588,0.316,0.299238,0.444289
0.156863,0.0,0.170329,0.557626
0.641098,0.75,0.103065,0.497645
0.641098,0.652,0.05328,0.566009
0.542588,0.333,0.270741,0.48657
0.521098,0.35,0.13537,0.572685
0.470588,0.353,0.1109,0.483465
0.612863,0.519,0.139428,0.5421
0.666353,0.615,0.213122,0.625627
0.364235,0.0,0.270741,0.414325
0.248627,0.0,0.155253,0.397557
0.40549,0.444,0.176291,0.372044
0.666353,0.517,0.245646,0.513171
0.728471,0.375,0.494819,0.517052
0.542588,0.667,0.146794,0.39616
0.156863,0.0,0.1109,0.573255
0.666353,0.452,0.223235,0.430368
0.612863,0.545,0.14283,0.62185
0.313725,0.0,0.20716,0.426849
0.677961,0.31,0.463731,0.466025
0.440314,0.353,0.010113,0.616881
0.627451,0.344,0.340845,0.522124
0.641098,0.583,0.268088,0.57165
0.521098,0.381,0.087615,0.437717
0.470588,0.429,0.0,0.538891
0.440314,0.238,0.158312,0.449723
0.754039,0.558,0.244335,0.634788
0.612863,0.393,0.252107,0.518243
0.440314,0.5,0.02881,0.575273
0.889725,0.825,0.210188,0.61595
0.612863,0.667,0.053998,0.524194
0.580392,0.667,0.040233,0.536304
0.521098,0.571,0.222018,0.327951
0.612863,0.619,0.266402,0.581845
0.40549,0.2,0.141426,0.537753
0.699451,0.655,0.377302,0.611033
0.641098,0.682,0.093514,0.558505
0.627451,0.737,0.08209,0.528438
0.654118,0.577,0.264686,0.503597
0.40549,0.167,0.0,0.757595
0.521098,0.571,0.150509,0.411841
0.677961,0.727,0.188651,0.563629
0.597176,0.571,0.142737,0.41567
0.688941,0.72,0.153443,0.622522
0.248627,0.0,0.261221,0.505719
0.580392,0.706,0.1207,0.523676
0.580392,0.5,0.116674,0.577654
0.0,0.0,0.0,0.170056
0.612863,0.824,0.0,0.568286
0.313725,0.0,0.187278,0.366299
0.440314,0.333,0.02881,0.515034
0.562353,0.688,0.040233,0.539616
0.248627,0.0,0.05328,0.549449
0.666353,0.81,0.05328,0.58878
0.612863,0.464,0.133747,0.531646
0.364235,0.231,0.100162,0.390985
0.156863,0.0,0.05328,0.381048
0.562353,0.529,0.106561,0.506909
0.156863,0.0,0.08209,0.545567
0.654118,0.773,0.0,0.613362
0.597176,0.571,0.179131,0.674067
0.470588,0.222,0.131875,0.580138
0.699451,0.84,0.02881,0.613983
0.562353,0.588,0.08209,0.460902
0.627451,0.519,0.092203,0.520727
0.440314,0.188,0.204819,0.451483
0.728471,0.568,0.325925,0.549552
0.470588,0.7,0.080467,0.400352
0.627451,0.667,0.226231,0.442271
0.440314,0.154,0.067732,0.703566
0.521098,0.333,0.196111,0.460902
0.313725,0.0,0.169954,0.417637
0.612863,0.522,0.163556,0.527092
0.521098,0.333,0.243617,0.544481
0.156863,0.0,0.0,0.568649
0.470588,0.583,0.080467,0.519381
0.580392,0.333,0.260035,0.414894
0.156863,0.0,0.05328,0.526368
0.0,0.0,0.157937,0.43161
0.0,0.0,0.038923,0.443409
0.313725,0.0,0.13537,0.406562
0.0,0.0,0.0,0.8833
0.641098,0.682,0.093514,0.504114
0.364235,0.2,0.181659,0.399834
0.612863,0.353,0.106561,0.623609
0.542588,0.5,0.106561,0.472753
0.470588,0.545,0.05328,0.45288
0.521098,0.25,0.209876,0.541634
0.156863,0.0,0.05328,0.655023
0.440314,0.4,0.057619,0.508099
0.597176,0.4,0.29593,0.48212
0.470588,0.125,0.344372,0.313926
0.470588,0.057,0.395156,0.501371
0.612863,0.417,0.402054,0.393935
0.597176,0.6,0.151133,0.49837
0.709647,0.75,0.092203,0.65435
0.612863,0.667,0.132717,0.592351
0.641098,0.75,0.159841,0.526316
0.562353,0.421,0.206723,0.375252
0.562353,0.556,0.123104,0.578637
0.699451,0.576,0.195268,0.575376
0.40549,0.444,0.094294,0.371216
0.440314,0.286,0.0,0.598096
0.627451,0.882,0.0,0.594007
0.666353,0.545,0.115238,0.561714
0.580392,0.647,0.247987,0.517466
0.719216,0.667,0.21384,0.556849
0.699451,0.576,0.265622,0.541427
0.627451,0.636,0.188651,0.555193
0.440314,0.353,0.0,0.630751
0.313725,0.118,0.082808,0.238058
0.542588,0.5,0.145483,0.501682
0.677961,0.586,0.187808,0.562128
0.641098,0.7,0.146794,0.478652
0.688941,0.72,0.116674,0.593593
0.562353,0.563,0.106561,0.506702
0.784314,1.0,0.0,0.705429
0.313725,0.111,0.132249,0.631268
0.580392,0.786,0.114489,0.476893
0.521098,0.429,0.180099,0.370853
0.666353,0.72,0.175604,0.517777
0.791216,0.698,0.264498,0.636858
0.248627,0.0,0.16418,0.534337
0.470588,0.316,0.161059,0.462351
0.580392,0.579,0.08209,0.583398
0.470588,0.353,0.199139,0.56011
0.440314,0.333,0.126725,0.440356
0.313725,0.0,0.293776,0.390778
0.248627,0.0,0.145483,0.452259
0.0,0.0,0.0,0.960669
0.0,0.0,0.0,0.564353
0.0,0.0,0.078969,0.482793
0.580392,0.476,0.116674,0.589919
0.156863,0.0,0.268837,0.759095
0.641098,0.5,0.265435,0.46323
0.156863,0.0,0.1109,0.644827
0.666353,0.654,0.160185,0.543911
0.677961,0.704,0.09058,0.564871
0.521098,0.818,0.250172,0.372975
0.364235,0.0,0.774143,0.410961
0.612863,0.722,0.120326,0.495679
0.612863,0.778,0.265997,0.447032
0.440314,0.16,0.224796,0.488019
0.497255,0.5,0.132717,0.472132
0.521098,0.25,0.13537,0.668219
0.497255,0.421,0.059398,0.560213
0.313725,0.0,0.17395,0.349997
0.542588,0.308,0.213465,0.455985
0.156863,0.0,0.141519,0.4446
0.156863,0.0,0.0,0.609481
0.597176,0.545,0.08209,0.564509
0.654118,0.762,0.05328,0.696734
0.719216,0.917,0.133747,0.516638
0.597176,0.55,0.163556,0.462609
0.627451,0.684,0.188589,0.429229
0.0,0.0,0.0,0.927185
0.597176,0.478,0.370997,0.544377
0.597176,0.113,0.740027,0.472753
0.597176,0.545,0.132249,0.619676
0.580392,0.5,0.276515,0.561559
0.627451,0.542,0.106561,0.542876
0.497255,0.273,0.126787,0.537805
0.719216,0.367,0.542512,0.483103
0.641098,0.7,0.116674,0.510894
0.364235,0.0,0.188651,0.44667
0.562353,0.375,0.290031,0.559644
0.597176,0.632,0.058805,0.47032
0.0,0.0,0.0,0.717176
0.737255,0.656,0.384762,0.604565
0.364235,0.154,0.127536,0.457486
0.612863,0.5,0.104345,0.41241
0.699451,0.515,0.317373,0.485949
0.440314,0.316,0.0,0.629819
0.470588,0.462,0.08209,0.430161
0.521098,0.118,0.455865,0.410185
