yprop/table8.oz124,yprop/table8.oz151,yprop/table8.oz165,yprop/table8.oz197,yprop/table8.oz31,oz249
0.0,0.0,0.0,0.0,0.0,0.12452
0.0,0.0,0.2,0.0,0.181818,0.107034
0.133333,0.142857,0.1,0.0,0.0,0.149106
0.066667,0.071429,0.2,0.1,0.090909,0.218109
0.133333,0.071429,0.1,0.1,0.0,0.098849
0.0,0.0,0.0,0.0,0.0,0.143652
0.0,0.142857,0.0,0.0,0.0,0.261117
0.066667,0.0,0.0,0.0,0.0,0.221486
0.0,0.0,0.1,0.0,0.090909,0.147092
0.266667,0.0,0.4,0.0,0.0,0.172893
0.0,0.0,0.0,0.0,0.0,0.172604
0.066667,0.071429,0.1,0.0,0.0,0.232232
0.0,0.0,0.2,0.2,0.0,0.234571
0.0,0.071429,0.1,0.0,0.0,0.110254
0.0,0.142857,0.0,0.1,0.090909,0.078095
0.133333,0.0,0.0,0.0,0.0,0.35189
0.0,0.0,0.0,0.0,0.0,0.154366
0.0,0.142857,0.0,0.0,0.0,0.300933
0.0,0.0,0.0,0.0,0.0,0.486396
0.0,0.0,0.1,0.0,0.090909,0.141007
0.066667,0.0,0.0,0.0,0.0,0.122344
0.0,0.285714,0.0,0.2,0.0,0.217005
0.066667,0.0,0.0,0.0,0.0,0.09491
0.0,0.0,0.0,0.0,0.0,0.129055
0.0,0.0,0.2,0.0,0.0,0.116472
0.066667,0.357143,0.1,0.1,0.0,0.265429
0.0,0.142857,0.0,0.0,0.0,0.132069
0.2,0.071429,0.0,0.0,0.0,0.071899
0.0,0.0,0.1,0.0,0.090909,0.105802
0.066667,0.142857,0.0,0.0,0.0,0.121048
0.066667,0.071429,0.1,0.0,0.0,0.125208
0.066667,0.071429,0.1,0.1,0.0,0.085411
0.0,0.071429,0.0,0.0,0.0,0.145501
0.2,0.142857,0.0,0.0,0.0,0.276029
0.0,0.0,0.0,0.2,0.0,0.208197
0.266667,0.142857,0.0,0.0,0.0,0.185024
0.133333,0.071429,0.1,0.1,0.0,0.14544
0.266667,0.0,0.1,0.0,0.0,0.193839
0.066667,0.071429,0.1,0.1,0.0,0.265725
0.133333,0.071429,0.0,0.1,0.0,0.193975
0.066667,0.0,0.1,0.0,0.0,0.198396
0.133333,0.285714,0.1,0.0,0.090909,0.268404
0.0,0.142857,0.0,0.0,0.0,0.231958
0.0,0.071429,0.2,0.2,0.0,0.218813
0.066667,0.142857,0.0,0.1,0.0,0.184454
0.066667,0.214286,0.1,0.1,0.0,0.382462
0.533333,0.142857,0.5,0.3,0.0,0.318836
0.0,0.357143,0.1,0.1,0.0,0.226364
0.133333,0.0,0.1,0.2,0.0,0.140097
0.266667,0.0,0.1,0.0,0.0,0.122083
0.066667,0.142857,0.0,0.0,0.090909,0.21037
0.333333,0.071429,0.0,0.1,0.0,0.181173
0.133333,0.142857,0.2,0.2,0.0,0.329955
0.133333,0.0,0.1,0.0,0.0,0.307457
0.0,0.142857,0.0,0.0,0.0,0.145918
0.066667,0.214286,0.0,0.1,0.0,0.199236
0.066667,0.285714,0.1,0.3,0.0,0.256057
0.2,0.071429,0.0,0.0,0.0,0.185358
0.0,0.142857,0.1,0.0,0.090909,0.232939
0.0,0.0,0.0,0.2,0.0,0.241553
0.0,0.428571,0.0,0.0,0.0,0.226755
0.0,0.0,0.0,0.0,0.0,0.095333
0.0,0.142857,0.0,0.0,0.0,0.121099
0.133333,0.0,0.2,0.2,0.0,0.156374
0.066667,0.0,0.1,0.1,0.0,0.077859
0.066667,0.071429,0.0,0.0,0.0,0.32999
0.0,0.071429,0.0,0.3,0.0,0.154777
0.066667,0.0,0.0,0.0,0.0,0.258482
0.133333,0.0,0.0,0.0,0.0,0.199996
0.133333,0.071429,0.1,0.1,0.0,0.244207
0.133333,0.0,0.0,0.0,0.0,0.144285
0.0,0.0,0.0,0.0,0.0,0.124568
0.066667,0.071429,0.1,0.2,0.0,0.358369
0.133333,0.142857,0.0,0.0,0.0,0.253588
0.0,0.0,0.1,0.0,0.090909,0.177387
0.0,0.142857,0.0,0.1,0.0,0.299549
0.066667,0.142857,0.1,0.1,0.0,0.215895
0.2,0.0,0.1,0.0,0.090909,0.325656
0.133333,0.214286,0.1,0.0,0.0,0.264859
0.133333,0.071429,0.0,0.0,0.0,0.136848
0.066667,0.214286,0.0,0.0,0.0,0.200817
0.133333,0.0,0.0,0.0,0.0,0.186007
0.0,0.214286,0.0,0.0,0.0,0.233699
0.066667,0.142857,0.0,0.1,0.0,0.167401
0.066667,0.071429,0.0,0.0,0.0,0.129481
0.066667,0.142857,0.0,0.0,0.0,0.133892
0.066667,0.0,0.1,0.0,0.0,0.248958
0.0,0.0,0.0,0.2,0.0,0.314585
0.066667,0.0,0.0,0.0,0.0,0.176995
0.0,0.0,0.1,0.0,0.090909,0.272809
0.066667,0.0,0.1,0.0,0.090909,0.211093
0.0,0.0,0.0,0.0,0.0,0.10762
0.266667,0.0,0.2,0.0,0.0,0.074057
0.133333,0.142857,0.0,0.0,0.0,0.088644
0.333333,0.071429,0.1,0.1,0.0,0.198504
0.0,0.142857,0.0,0.0,0.0,0.197094
0.266667,0.0,0.0,0.0,0.0,0.211424
0.2,0.071429,0.1,0.1,0.0,0.366757
0.066667,0.071429,0.1,0.1,0.0,0.13197
0.066667,0.0,0.0,0.0,0.0,0.238014
0.2,0.071429,0.1,0.0,0.0,0.099492
0.0,0.142857,0.0,0.0,0.0,0.182596
0.0,0.071429,0.0,0.0,0.0,0.138042
0.133333,0.071429,0.0,0.0,0.0,0.261658
0.0,0.071429,0.0,0.0,0.0,0.267937
0.0,0.214286,0.0,0.0,0.0,0.216623
0.0,0.0,0.0,0.0,0.0,0.257448
0.0,0.0,0.2,0.1,0.090909,0.10053
0.266667,0.0,0.1,0.0,0.0,0.083775
0.066667,0.0,0.0,0.0,0.0,0.374818
0.0,0.071429,0.1,0.0,0.090909,0.17619
0.0,0.0,0.0,0.0,0.0,0.175849
0.0,0.071429,0.0,0.0,0.090909,0.231551
0.0,0.0,0.0,0.0,0.0,0.157708
0.0,0.142857,0.0,0.1,0.0,0.218959
0.133333,0.071429,0.1,0.0,0.0,0.184986
0.133333,0.142857,0.1,0.0,0.0,0.192308
0.133333,0.214286,0.0,0.0,0.0,0.15801
0.0,0.0,0.0,0.2,0.0,0.353363
0.0,0.0,0.0,0.0,0.0,0.141163
0.0,0.285714,0.0,0.0,0.0,0.242116
0.133333,0.142857,0.0,0.0,0.0,0.28099
0.2,0.0,0.3,0.3,0.0,0.292993
0.133333,0.0,0.0,0.0,0.0,0.207134
0.066667,0.0,0.0,0.0,0.0,0.138245
0.133333,0.0,0.1,0.1,0.090909,0.13022
0.0,0.142857,0.0,0.0,0.090909,0.231373
0.0,0.0,0.0,0.2,0.0,0.13478
0.066667,0.071429,0.1,0.0,0.090909,0.321888
0.066667,0.0,0.2,0.1,0.0,0.430981
0.0,0.0,0.0,0.2,0.0,0.419471
0.066667,0.142857,0.3,0.0,0.0,0.253884
0.133333,0.071429,0.1,0.1,0.0,0.20279
0.0,0.071429,0.0,0.0,0.0,0.121621
0.266667,0.071429,0.0,0.0,0.0,0.265238
0.066667,0.0,0.1,0.1,0.0,0.256608
0.0,0.357143,0.0,0.0,0.0,0.239252
0.0,0.214286,0.0,0.1,0.0,0.222354
0.0,0.0,0.0,0.2,0.0,0.124686
0.133333,0.142857,0.4,0.2,0.0,0.249702
0.2,0.0,0.1,0.0,0.090909,0.060048
0.0,0.142857,0.0,0.2,0.0,0.165545
0.066667,0.0,0.0,0.0,0.0,0.086232
0.133333,0.071429,0.1,0.0,0.0,0.196734
0.0,0.0,0.1,0.0,0.090909,0.267905
0.0,0.214286,0.0,0.0,0.0,0.220251
0.266667,0.285714,0.2,0.0,0.0,0.287237
0.0,0.285714,0.0,0.0,0.0,0.210943
0.133333,0.142857,0.0,0.0,0.0,0.321271
0.4,0.142857,0.2,0.2,0.0,0.397062
0.0,0.142857,0.0,0.0,0.0,0.253995
0.066667,0.0,0.0,0.0,0.0,0.119645
0.2,0.0,0.0,0.0,0.0,0.248512
0.0,0.071429,0.0,0.1,0.0,0.12137
0.133333,0.071429,0.0,0.0,0.0,0.191885
0.466667,0.285714,0.3,0.2,0.0,0.633208
0.066667,0.0,0.1,0.1,0.0,0.279762
0.066667,0.0,0.1,0.1,0.0,0.125771
0.0,0.0,0.2,0.0,0.272727,0.279195
0.133333,0.0,0.1,0.0,0.0,0.08361
0.0,0.0,0.0,0.0,0.0,0.231395
0.266667,0.285714,0.0,0.0,0.0,0.489534
0.066667,0.071429,0.1,0.0,0.0,0.10529
0.133333,0.0,0.3,0.2,0.0,0.325102
0.0,0.0,0.0,0.0,0.0,0.212493
0.0,0.142857,0.0,0.0,0.0,0.150481
0.133333,0.0,0.2,0.2,0.0,0.175025
0.066667,0.071429,0.4,0.0,0.363636,0.345131
0.066667,0.142857,0.1,0.0,0.0,0.286018
0.0,0.0,0.0,0.0,0.0,0.103518
0.0,0.071429,0.0,0.0,0.0,0.245216
0.133333,0.0,0.2,0.1,0.0,0.094423
0.066667,0.357143,0.0,0.0,0.0,0.264592
0.133333,0.071429,0.0,0.0,0.0,0.178112
0.066667,0.071429,0.0,0.0,0.0,0.055943
0.0,0.0,0.0,0.0,0.0,0.131846
0.2,0.357143,0.0,0.0,0.0,0.209339
0.066667,0.0,0.0,0.0,0.0,0.108116
0.0,0.142857,0.1,0.0,0.0,0.12649
0.066667,0.142857,0.0,0.0,0.0,0.192146
0.066667,0.0,0.0,0.0,0.0,0.172295
0.066667,0.0,0.2,0.1,0.090909,0.125962
0.133333,0.0,0.2,0.4,0.0,0.342642
0.0,0.142857,0.1,0.2,0.0,0.270909
0.0,0.071429,0.0,0.2,0.0,0.34606
0.133333,0.0,0.0,0.0,0.0,0.187929
0.0,0.0,0.2,0.0,0.0,0.326369
0.266667,0.0,0.3,0.2,0.0,0.097681
0.066667,0.0,0.0,0.0,0.0,0.24337
0.0,0.071429,0.0,0.1,0.0,0.163117
0.133333,0.428571,0.0,0.0,0.0,0.411254
0.133333,0.0,0.2,0.1,0.0,0.318152
0.0,0.0,0.3,0.0,0.272727,0.582684
0.066667,0.0,0.0,0.0,0.0,0.125125
0.0,0.142857,0.0,0.0,0.0,0.162115
0.2,0.285714,0.3,0.2,0.0,0.304287
0.0,0.071429,0.0,0.0,0.0,0.217594
0.0,0.0,0.0,0.2,0.0,0.134099
0.0,0.285714,0.0,0.0,0.0,0.301207
0.133333,0.071429,0.2,0.1,0.0,0.135855
0.066667,0.071429,0.1,0.3,0.0,0.224499
0.066667,0.0,0.1,0.1,0.0,0.131744
0.0,0.0,0.0,0.0,0.0,0.187404
0.066667,0.214286,0.1,0.1,0.0,0.34781
0.0,0.0,0.0,0.1,0.0,0.097685
0.0,0.0,0.0,0.0,0.0,0.213584
0.2,0.142857,0.0,0.0,0.0,0.145972
0.0,0.071429,0.1,0.0,0.0,0.118274
0.133333,0.071429,0.1,0.1,0.0,0.146373
0.0,0.0,0.0,0.2,0.0,0.161218
0.133333,0.0,0.3,0.2,0.0,0.164308
0.133333,0.142857,0.0,0.1,0.0,0.214895
0.0,0.071429,0.0,0.0,0.0,0.107858
0.133333,0.071429,0.1,0.3,0.090909,0.311743
0.066667,0.214286,0.3,0.2,0.0,0.387979
0.133333,0.071429,0.1,0.1,0.090909,0.230405
0.133333,0.214286,0.0,0.1,0.0,0.230186
0.333333,0.142857,0.1,0.1,0.0,0.19156
0.0,0.071429,0.1,0.0,0.0,0.193135
0.133333,0.285714,0.0,0.0,0.0,0.046028
0.066667,0.214286,0.2,0.1,0.0,0.261747
0.066667,0.285714,0.1,0.1,0.0,0.464353
0.0,0.0,0.0,0.0,0.0,0.194284
0.0,0.0,0.5,0.1,0.363636,0.413199
0.133333,0.214286,0.0,0.0,0.0,0.296662
0.133333,0.0,0.0,0.0,0.0,0.226393
0.133333,0.071429,0.2,0.0,0.090909,0.168779
0.0,0.285714,0.0,0.0,0.0,0.212661
0.0,0.0,0.0,0.0,0.090909,0.242873
0.066667,0.285714,0.0,0.1,0.0,0.242294
0.133333,0.071429,0.1,0.0,0.0,0.199983
0.066667,0.142857,0.0,0.0,0.0,0.163713
0.0,0.285714,0.0,0.1,0.0,0.381459
0.2,0.142857,0.0,0.0,0.0,0.379451
0.066667,0.0,0.0,0.0,0.0,0.109125
0.066667,0.0,0.2,0.2,0.0,0.204114
0.0,0.142857,0.2,0.2,0.0,0.300943
0.066667,0.0,0.1,0.0,0.0,0.178188
0.0,0.214286,0.0,0.0,0.0,0.143967
0.0,0.142857,0.0,0.0,0.0,0.278587
0.0,0.0,0.0,0.1,0.0,0.237384
0.066667,0.142857,0.1,0.3,0.0,0.362216
0.133333,0.142857,0.2,0.2,0.0,0.477168
0.0,0.071429,0.0,0.0,0.0,0.159636
0.066667,0.0,0.1,0.0,0.0,0.178188
0.066667,0.0,0.2,0.0,0.0,0.08339
0.066667,0.071429,0.0,0.0,0.0,0.265009
0.2,0.0,0.2,0.2,0.0,0.365605
0.133333,0.214286,0.1,0.0,0.0,0.147423
0.0,0.0,0.0,0.0,0.090909,0.25931
0.0,0.0,0.0,0.0,0.0,0.155426
0.0,0.142857,0.0,0.0,0.0,0.226367
0.133333,0.0,0.0,0.0,0.0,0.125271
0.266667,0.285714,0.2,0.0,0.0,0.296246
0.066667,0.142857,0.0,0.0,0.0,0.122398
0.2,0.0,0.0,0.0,0.0,0.161854
0.133333,0.142857,0.0,0.1,0.0,0.107884
0.0,0.0,0.0,0.0,0.0,0.112721
0.066667,0.0,0.0,0.0,0.0,0.116266
0.0,0.0,0.0,0.3,0.0,0.283132
0.0,0.071429,0.0,0.0,0.0,0.280433
0.266667,0.0,0.3,0.2,0.0,0.25887
0.0,0.071429,0.0,0.0,0.0,0.162592
0.066667,0.0,0.1,0.0,0.0,0.252388
0.066667,0.214286,0.0,0.0,0.0,0.13835
0.0,0.0,0.0,0.0,0.0,0.257995
0.133333,0.0,0.0,0.0,0.0,0.059278
0.133333,0.071429,0.0,0.0,0.0,0.268048
0.4,0.0,0.6,0.6,0.090909,0.668982
0.266667,0.071429,0.0,0.0,0.0,0.232254
0.133333,0.0,0.0,0.0,0.0,0.218676
0.133333,0.142857,0.0,0.0,0.0,0.444633
0.0,0.0,0.0,0.0,0.0,0.162134
0.066667,0.0,0.0,0.0,0.0,0.10649
0.0,0.0,0.0,0.3,0.0,0.327333
0.0,0.071429,0.0,0.0,0.0,0.237375
0.133333,0.071429,0.1,0.0,0.0,0.146163
0.0,0.0,0.0,0.0,0.0,0.146669
0.066667,0.0,0.1,0.0,0.0,0.175032
0.066667,0.214286,0.0,0.0,0.0,0.157202
0.066667,0.0,0.1,0.0,0.0,0.180483
0.0,0.0,0.5,0.1,0.363636,0.44855
0.066667,0.0,0.1,0.2,0.0,0.190774
0.0,0.0,0.0,0.0,0.0,0.274842
0.133333,0.0,0.0,0.0,0.0,0.224961
0.0,0.071429,0.0,0.0,0.0,0.225693
0.266667,0.0,0.1,0.0,0.0,0.179487
0.066667,0.142857,0.1,0.0,0.0,0.151035
0.0,0.071429,0.1,0.0,0.0,0.134404
0.133333,0.0,0.0,0.1,0.0,0.187092
0.066667,0.214286,0.0,0.0,0.0,0.243526
0.066667,0.142857,0.0,0.0,0.0,0.199506
0.133333,0.071429,0.2,0.1,0.0,0.164798
0.066667,0.0,0.0,0.0,0.0,0.15795
0.133333,0.0,0.1,0.2,0.0,0.221938
0.066667,0.0,0.1,0.0,0.090909,0.093315
0.0,0.0,0.2,0.0,0.181818,0.28442
0.333333,0.0,0.3,0.2,0.0,0.235685
0.0,0.0,0.0,0.0,0.0,0.312863
0.133333,0.0,0.0,0.0,0.0,0.173393
0.066667,0.142857,0.1,0.1,0.0,0.257766
0.0,0.0,0.2,0.1,0.0,0.184406
0.2,0.0,0.0,0.0,0.0,0.1929
0.133333,0.071429,0.1,0.0,0.0,0.216194
0.266667,0.0,0.0,0.0,0.0,0.140123
0.0,0.071429,0.4,0.0,0.363636,0.355352
0.133333,0.0,0.4,0.4,0.181818,0.492095
0.0,0.0,0.0,0.0,0.0,0.211637
0.066667,0.0,0.1,0.0,0.0,0.13738
0.066667,0.142857,0.0,0.0,0.0,0.272659
0.133333,0.142857,0.0,0.0,0.0,0.277611
0.133333,0.142857,0.1,0.1,0.0,0.104437
0.0,0.0,0.0,0.0,0.0,0.084768
0.0,0.0,0.2,0.2,0.090909,0.199207
0.0,0.214286,0.1,0.0,0.0,0.227131
0.066667,0.142857,0.1,0.1,0.0,0.145103
0.2,0.0,0.1,0.1,0.0,0.0758
0.0,0.0,0.1,0.0,0.090909,0.13463
0.133333,0.071429,0.2,0.0,0.0,0.199662
0.0,0.0,0.0,0.2,0.0,0.265295
0.0,0.285714,0.0,0.0,0.0,0.210211
0.066667,0.071429,0.0,0.0,0.0,0.176604
0.0,0.0,0.2,0.0,0.090909,0.232655
0.066667,0.142857,0.0,0.1,0.0,0.253092
0.0,0.214286,0.1,0.0,0.090909,0.197641
0.466667,0.214286,0.7,0.5,0.181818,0.819018
0.066667,0.0,0.0,0.0,0.0,0.221034
0.0,0.071429,0.0,0.0,0.0,0.150064
0.266667,0.0,0.0,0.0,0.0,0.397195
0.0,0.0,0.0,0.2,0.0,0.12389
0.066667,0.071429,0.0,0.0,0.0,0.300882
0.0,0.071429,0.0,0.1,0.0,0.249295
0.4,0.071429,0.3,0.1,0.0,0.469257
0.066667,0.071429,0.0,0.0,0.0,0.198647
0.133333,0.0,0.1,0.0,0.0,0.213906
0.066667,0.214286,0.0,0.0,0.0,0.272735
0.0,0.071429,0.0,0.2,0.0,0.209861
0.0,0.142857,0.3,0.1,0.0,0.220474
0.0,0.142857,0.0,0.0,0.0,0.174535
0.133333,0.0,0.0,0.0,0.0,0.360355
0.733333,0.357143,0.1,0.2,0.0,0.466857
0.0,0.0,0.1,0.0,0.090909,0.217712
0.066667,0.0,0.2,0.1,0.0,0.272758
0.533333,0.5,0.1,0.1,0.0,0.52268
0.066667,0.071429,0.1,0.0,0.090909,0.295415
0.0,0.357143,0.0,0.0,0.0,0.38004
0.2,0.0,0.1,0.1,0.0,0.300195
0.066667,0.0,0.2,0.1,0.0,0.147722
0.0,0.071429,0.0,0.0,0.0,0.382223
0.0,0.071429,0.0,0.0,0.0,0.284239
0.133333,0.285714,0.2,0.1,0.0,0.22708
0.0,0.0,0.1,0.1,0.0,0.203592
0.0,0.0,0.0,0.0,0.0,0.257833
0.266667,0.071429,0.0,0.0,0.0,0.132345
0.0,0.0,0.0,0.0,0.0,0.255669
0.066667,0.071429,0.2,0.1,0.0,0.147763
0.0,0.071429,0.0,0.1,0.0,0.292328
0.0,0.071429,0.1,0.1,0.0,0.187089
0.0,0.142857,0.0,0.0,0.0,0.214644
0.2,0.0,0.2,0.0,0.0,0.129688
0.2,0.0,0.2,0.2,0.0,0.303441
0.0,0.142857,0.0,0.0,0.0,0.23951
0.0,0.0,0.1,0.1,0.0,0.233779
0.2,0.071429,0.0,0.0,0.0,0.236738
0.266667,0.0,0.2,0.0,0.0,0.105815
0.066667,0.0,0.0,0.0,0.0,0.17647
0.066667,0.0,0.0,0.0,0.0,0.168852
0.0,0.0,0.0,0.0,0.0,0.140594
0.133333,0.214286,0.0,0.0,0.0,0.213021
0.0,0.0,0.2,0.1,0.0,0.168101
0.0,0.0,0.0,0.0,0.0,0.156384
0.0,0.214286,0.0,0.2,0.0,0.272019
0.0,0.071429,0.0,0.1,0.0,0.110369
0.2,0.0,0.1,0.0,0.090909,0.127578
0.0,0.0,0.0,0.1,0.0,0.128625
0.133333,0.214286,0.0,0.0,0.181818,0.273114
0.066667,0.0,0.2,0.0,0.0,0.322738
0.0,0.071429,0.0,0.0,0.0,0.19647
0.0,0.357143,0.1,0.1,0.0,0.250673
0.133333,0.357143,0.0,0.0,0.0,0.321856
0.0,0.0,0.1,0.1,0.0,0.316784
0.0,0.0,0.0,0.2,0.0,0.208257
0.0,0.142857,0.0,0.0,0.0,0.108972
0.066667,0.0,0.0,0.0,0.0,0.148164
0.066667,0.071429,0.1,0.1,0.0,0.291829
0.066667,0.214286,0.0,0.0,0.0,0.243971
0.066667,0.071429,0.1,0.1,0.0,0.21642
0.133333,0.0,0.0,0.0,0.0,0.100425
0.133333,0.0,0.0,0.0,0.0,0.050734
0.0,0.0,0.0,0.1,0.0,0.246377
0.0,0.142857,0.0,0.0,0.0,0.140317
0.2,0.142857,0.3,0.2,0.090909,0.314015
0.0,0.071429,0.0,0.2,0.0,0.088781
0.0,0.071429,0.1,0.1,0.0,0.205177
0.066667,0.142857,0.1,0.0,0.0,0.269763
0.0,0.0,0.0,0.0,0.090909,0.236242
0.066667,0.071429,0.0,0.0,0.0,0.184995
0.133333,0.0,0.1,0.0,0.0,0.15351
0.133333,0.0,0.1,0.0,0.0,0.245827
0.466667,0.0,0.3,0.3,0.0,0.3024
0.0,0.071429,0.0,0.0,0.0,0.26605
0.066667,0.214286,0.0,0.2,0.0,0.2353
0.0,0.0,0.0,0.1,0.0,0.149548
0.066667,0.071429,0.0,0.0,0.0,0.155241
0.066667,0.142857,0.1,0.1,0.0,0.130426
0.0,0.214286,0.1,0.1,0.0,0.241588
0.133333,0.142857,0.2,0.1,0.0,0.165046
0.2,0.0,0.1,0.0,0.0,0.14061
0.2,0.0,0.2,0.1,0.0,0.320711
0.266667,0.0,0.1,0.0,0.0,0.107196
0.0,0.0,0.0,0.0,0.0,0.105713
0.066667,0.071429,0.0,0.0,0.0,0.071985
0.0,0.071429,0.1,0.0,0.0,0.192524
0.0,0.142857,0.0,0.0,0.0,0.243844
0.266667,0.214286,0.2,0.1,0.0,0.30141
0.066667,0.142857,0.0,0.0,0.0,0.177084
0.0,0.071429,0.0,0.1,0.0,0.301837
0.4,0.071429,0.1,0.1,0.0,0.200158
0.266667,0.0,0.1,0.0,0.0,0.365332
0.133333,0.142857,0.2,0.2,0.0,0.294785
0.0,0.142857,0.0,0.0,0.0,0.315619
0.0,0.214286,0.0,0.0,0.0,0.207853
0.0,0.0,0.2,0.2,0.0,0.167573
0.066667,0.0,0.0,0.0,0.0,0.073185
0.133333,0.214286,0.0,0.0,0.0,0.202628
0.266667,0.214286,0.0,0.0,0.0,0.279122
0.133333,0.071429,0.0,0.0,0.0,0.213075
0.066667,0.071429,0.0,0.0,0.090909,0.308599
0.266667,0.142857,0.1,0.0,0.0,0.13141
0.066667,0.0,0.1,0.0,0.0,0.098646
0.0,0.0,0.2,0.0,0.181818,0.168091
0.066667,0.071429,0.1,0.2,0.0,0.195299
0.066667,0.0,0.0,0.0,0.0,0.543918
0.2,0.0,0.0,0.0,0.0,0.059107
0.0,0.0,0.0,0.1,0.0,0.166697
0.266667,0.0,0.2,0.0,0.0,0.079428
0.0,0.0,0.0,0.0,0.0,0.53222
0.0,0.214286,0.0,0.0,0.0,0.126223
0.2,0.0,0.2,0.1,0.0,0.147302
0.0,0.142857,0.0,0.1,0.0,0.319317
0.133333,0.214286,0.0,0.0,0.0,0.181628
0.066667,0.071429,0.0,0.2,0.0,0.11934
0.0,0.142857,0.1,0.0,0.090909,0.137497
0.066667,0.285714,0.1,0.0,0.0,0.239001
0.066667,0.142857,0.0,0.0,0.0,0.281455
0.0,0.071429,0.0,0.0,0.0,0.134096
0.0,0.0,0.2,0.0,0.181818,0.10256
0.066667,0.071429,0.0,0.0,0.0,0.171754
0.0,0.0,0.0,0.2,0.0,0.122678
0.0,0.357143,0.0,0.2,0.0,0.245986
0.133333,0.142857,0.1,0.0,0.0,0.203605
0.066667,0.0,0.0,0.0,0.0,0.246297
0.066667,0.0,0.2,0.2,0.090909,0.380145
0.0,0.0,0.0,0.0,0.0,0.054935
0.0,0.0,0.0,0.1,0.0,0.174793
0.066667,0.142857,0.1,0.0,0.0,0.125943
0.2,0.0,0.0,0.0,0.0,0.193912
0.2,0.071429,0.1,0.1,0.0,0.31047
0.0,0.071429,0.0,0.0,0.0,0.116819
0.066667,0.214286,0.1,0.0,0.0,0.280761
0.133333,0.142857,0.0,0.2,0.0,0.240671
0.0,0.0,0.0,0.0,0.0,0.056147
0.4,0.714286,0.0,0.0,0.0,0.496773
0.066667,0.071429,0.0,0.0,0.0,0.153125
0.066667,0.071429,0.2,0.1,0.090909,0.478275
0.066667,0.285714,0.0,0.0,0.0,0.261407
0.0,0.142857,0.0,0.0,0.090909,0.207999
0.2,0.0,0.0,0.0,0.0,0.044783
0.0,0.142857,0.1,0.1,0.0,0.218949
0.0,0.0,0.0,0.2,0.0,0.139413
0.133333,0.071429,0.2,0.1,0.0,0.236328
0.0,0.285714,0.0,0.2,0.0,0.264115
0.133333,0.0,0.2,0.1,0.0,0.205323
0.0,0.142857,0.0,0.0,0.0,0.370907
0.066667,0.0,0.0,0.0,0.0,0.170029
0.133333,0.142857,0.0,0.0,0.0,0.238724
0.066667,0.0,0.0,0.2,0.0,0.241276
0.333333,0.214286,0.2,0.0,0.0,0.470619
0.2,0.0,0.0,0.0,0.0,0.146143
0.0,0.071429,0.0,0.1,0.0,0.190955
0.066667,0.0,0.0,0.0,0.0,0.041585
0.133333,0.0,0.0,0.0,0.0,0.272704
0.066667,0.071429,0.0,0.1,0.0,0.239192
0.0,0.142857,0.0,0.4,0.0,0.430729
0.0,0.285714,0.0,0.1,0.0,0.244175
0.266667,0.0,0.0,0.0,0.0,0.284599
0.0,0.142857,0.0,0.0,0.0,0.414974
0.0,0.071429,0.0,0.0,0.0,0.306413
0.0,0.285714,0.0,0.2,0.0,0.236019
0.133333,0.0,0.0,0.0,0.0,0.136374
0.2,0.0,0.1,0.0,0.0,0.246005
0.066667,0.214286,0.0,0.0,0.0,0.359336
0.133333,0.214286,0.0,0.0,0.090909,0.257458
0.066667,0.285714,0.1,0.1,0.0,0.315511
0.4,0.0,0.0,0.0,0.0,0.310594
0.0,0.071429,0.0,0.0,0.0,0.330964
0.2,0.285714,0.0,0.0,0.0,0.342308
0.066667,0.142857,0.2,0.2,0.0,0.257219
0.0,0.285714,0.0,0.0,0.0,0.467586
0.0,0.357143,0.0,0.2,0.0,0.366086
0.133333,0.0,0.1,0.0,0.090909,0.303399
0.0,0.0,0.0,0.0,0.0,0.293067
0.0,0.0,0.1,0.0,0.090909,0.11771
0.066667,0.142857,0.0,0.2,0.0,0.147394
0.133333,0.0,0.1,0.0,0.0,0.246091
0.0,0.142857,0.1,0.0,0.0,0.141217
0.0,0.0,0.2,0.0,0.181818,0.25705
0.0,0.0,0.0,0.0,0.0,0.013384
0.133333,0.142857,0.1,0.0,0.0,0.168957
0.0,0.0,0.0,0.0,0.0,0.258415
0.0,0.071429,0.0,0.0,0.0,0.283851
0.066667,0.214286,0.0,0.0,0.0,0.247679
0.133333,0.214286,0.1,0.0,0.0,0.113962
0.133333,0.142857,0.0,0.0,0.0,0.192228
0.0,0.0,0.0,0.0,0.0,0.152521
0.0,0.071429,0.0,0.0,0.0,0.177647
0.2,0.214286,0.1,0.0,0.0,0.277801
0.266667,0.0,0.2,0.0,0.0,0.189794
0.066667,0.428571,0.2,0.1,0.0,0.281305
0.0,0.071429,0.0,0.0,0.0,0.153412
0.0,0.142857,0.0,0.0,0.0,0.219293
0.133333,0.0,0.2,0.2,0.0,0.205842
0.0,0.142857,0.0,0.2,0.0,0.198784
0.0,0.071429,0.0,0.0,0.0,0.08908
0.066667,0.142857,0.0,0.0,0.090909,0.330521
0.0,0.071429,0.2,0.0,0.0,0.146885
0.0,0.0,0.0,0.0,0.0,0.139251
0.0,0.0,0.0,0.0,0.0,0.146089
0.0,0.0,0.0,0.0,0.0,0.140613
0.0,0.0,0.0,0.1,0.0,0.153886
0.0,0.0,0.0,0.3,0.0,0.308561
0.133333,0.0,0.0,0.0,0.0,0.280659
