RequestID,StartDate,EndDate,AgencyName,TypeOfNoticeDescription,CategoryDescription,ShortTitle,SelectionMethodDescription,SectionName,PIN,DueDate,AddressToRequest,ContactName,ContactPhone,Email
20161213023,12/13/2016,12/13/2016,Design and Construction,Solicitation,Construction/Construction Services,BID EXTENSION: INSTALLATION OF STORM AND SANITARY SEWER AND APPURTENANCE AND FOR REPLACEMENT OF WATER MAINS AND APPURTENANCES-BOROUGH OF STATEN ISLAND,Competitive Sealed Bids,Procurement,85017B0042,12/29/2016 11:00:00 AM,"30-30 Thomson Ave., First Floor,  Long Island City, NY 11101",Brenda Barreiro,7183911041,barreirob@ddc.nyc.gov
20170912032,09/12/2017,09/12/2017,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD MAINTENANCE PAINTING OF APARTMENTS - VARIOUS DEVELOPMENTS LOCATED THROUGHOUT THE FIVE BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,65795..,09/19/2017 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20160303001,03/10/2016,03/10/2016,Triborough Bridge and Tunnel Authority,Solicitation,Construction/Construction Services,INSTALLATION OF FIRE STANDPIPE AND UPGRADE OF FIRE PROTECTION SYSTEM AT THE ROBERT F. KENNEDY BRIDGE,Competitive Sealed Proposals,Procurement,RK2100000000,04/13/2016 03:30:00 PM,"2 Broadway, New York, NY 10004",Victoria Warren,6462527092,vprocure@mtabt.org
20120618003,06/15/2012,06/15/2012,Housing Authority,Solicitation,Human Services/Client Services,BID EXTENSION: GSD_SOLICITATION FOR CONTROLLED SUBSTANCE TESTING FOR APPLICANTS FOR EMPLOYMENT,Request for Proposals,Procurement,29548-2,06/22/2012 02:00:00 PM,"NYCHA General Services Dept., 90 Church Street, 12th fl., NY NY 10007",Mark Allen,2123063535,mark.allen@nycha.nyc.gov
20101005004,10/06/2010,10/06/2010,Citywide Administrative Services,Solicitation,Services (other than human services),FIRE SAFETY PERSONNEL,Competitive Sealed Bids,Procurement,85611B0007,10/27/2010 11:30:00 AM,"1 Centre Street, Room 1860 North, New York, NY 10007",Robert Aboulafia,2126693538,raboulafia@dcas.nyc.gov
20130405002,04/12/2013,04/12/2013,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),RFEI - CONSTRUCTION ADMINISTRATION AND INSPECTION SERVICES FOR PROJECTS RK-65A AND RK-75,Competitive Sealed Proposals,Procurement,PSC132928000,05/07/2013 03:30:00 PM,"2 Broadway - 23rd Floor, New York, NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20141229001,01/05/2015,01/05/2015,Citywide Administrative Services,Intent to Award,Services (other than human services),ARCHITECTURAL / ENGINEERING DESIGN SERVICES,Negotiated Acquisition,Procurement,85610P0004CNVN001,01/06/2015 10:00:00 AM,"1 Centre Street, 18th Floor, New York, NY 10007",Ozgur Manuka,2123866284,omanuka@dcas.nyc.gov
20111215011,12/23/2011,12/23/2011,Triborough Bridge and Tunnel Authority,Solicitation,Construction/Construction Services,INTEGRATED ELECTRONIC SECURITY SYSTEM AT THE ROBERT F KENNEDY AND BRONX-WHITESTONE BRIDGES,Competitive Sealed Proposals,Procurement,PSC112904000,01/18/2012 03:30:00 PM,"2 Broadway, 24th Floor, New York, NY 10004",Victoria Warren,6462527092,vprocure@mtabt.org
20190812006,08/12/2019,08/12/2019,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD OIL SPILL CLEAN-UP AND HAZARDOUS/NON-HAZARDOUS WASTE DISPOSAL COLLECTED - VARIOUS DEVELOPMENTS WITHIN THE FIVE (5) BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,68596.,08/20/2019 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Jason Rosenfeld,2123064511,jason.rosenfeld@nycha.nyc.gov
20161028031,10/28/2016,10/28/2016,City University,Solicitation,Services (other than human services),BID EXTENSION: FEDERAL RULES OF EVIDENCE GAMES APPLICATION,Request for Proposals,Procurement,C201602,11/14/2016 10:00:00 AM,"2 Court Square, Long Island City, NY 11101",Rukshana  Pirzada,7183404282,pirzada@mail.law.cuny.edu
20150622004,06/29/2015,06/29/2015,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),RIGHT TO KNOW TRAINING PROGRAM,Competitive Sealed Proposals,Procurement,PSC152968000,07/21/2015 03:30:00 PM,"2 Broadway, New York, NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20161019001,10/18/2016,10/18/2016,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD REPLACEMENT OF APARTMENT FEEDER PANEL AND CABLES - JEFFERSON HOUSES,Small Purchase,Procurement,OPTIMA037837,10/27/2016 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Abigail Segarra,2123064544,abigail.segarra@nycha.nyc.gov
20111115019,11/23/2011,11/23/2011,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),REQUEST FOR EXPRESSIONS OF INTEREST FOR DESIGN AND CONSTRUCTION SUPPORT SERVICES FOR PROJECT RK-23,Competitive Sealed Proposals,Procurement,PSC112884000,12/13/2011 03:30:00 PM,"2 Broadway, 24th Floor, New York, NY  Zip  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20120925018,10/01/2012,10/01/2012,City University,Solicitation,Goods and Services,OPTITEX PLATINUM PLAN FOR SOFTWARE UPGRADES,Sole Source,Procurement,0000000157,10/22/2012 02:00:00 PM,"2001 Oriental Blvd, Brooklyn, NY 11235",Robin Sutherland,7183684649,rsutherland@kbcc.cuny.edu
20130513009,05/20/2013,05/20/2013,City University,Solicitation,Construction/Construction Services,ROOF REPLACEMENT,Competitive Sealed Bids,Procurement,04213MC141009,06/20/2013 11:00:00 AM,"FPCM, 555 WEST 57TH STREET - 11TH FL., NEW YORK, NY 10019",MICHELLE BENT,6467587882,cuny.builds@mail.cuny.edu
20131107015,11/14/2013,11/14/2013,Citywide Administrative Services,Intent to Award,Services (other than human services),SOFTWARE MAINTENANCE,Negotiated Acquisition,Procurement,85611S0004001N001,11/15/2013 12:00:00 AM,"1 Centre Street, 18th Fl., NY, NY 10007",Karen Allen,2123860453,kallen@dcas.nyc.gov
20101208001,01/12/2011,01/26/2011,Parks and Recreation,Solicitation,Services (other than human services),SALE OF SPECIALTY FOOD FROM MOBILE FOOD UNITS,Competitive Sealed Proposals,Procurement,CWP2011-A,02/25/2011 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Joel Metlen,2123601397,joel.metlen@parks.nyc.gov
20140514023,05/21/2014,05/28/2014,Parks and Recreation,Intent to Award,Construction Related Services,CONSTRUCTION RELATED SERVICES FOR SECURITY CAMERA INSTALLATION,Sole Source,Procurement,8462014X010S01,06/04/2014 04:30:00 PM,"Olmsted Center, Room 60, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20181026009,10/26/2018,10/26/2018,Housing Authority,Solicitation,Goods and Services,"BID EXTENSION: SMD INDUSTRIAL HYGIENE AND HEALTH AND SAFETY SERVICES, VARIOUS DEVELOPMENTS WITHIN THE FIVE (5) BOROUGHS OF NEW YORK CITY",Competitive Sealed Bids,Procurement,67573.,11/01/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Miriam Rodgers,2123063609,miriam.rodgers@nycha.nyc.gov
20191205007,12/05/2019,12/05/2019,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD REQUIREMENT CONTRACT FOR LOCAL LAW 77 COMPLIANCE OF (COOLING TOWERS) AT PSA 5  AND  6,Competitive Sealed Bids,Procurement,68573.,12/12/2019 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20161004007,10/12/2016,10/14/2016,Brooklyn Navy Yard Development Corp.,Solicitation,Services (other than human services),INSTALLATION AND CONFIGURATION OF VIDEO SECURITY AND ACCESS CONTROL SYSTEMS,Competitive Sealed Proposals,Procurement,0001223,10/28/2016 12:00:00 PM,"63 Flushing Avenue, BLDG 292, Brooklyn, NY 11205",Pasquale Cirullo,7189075974,pcirullo@brooklynnavyyard.org
20190711038,07/11/2019,07/11/2019,Housing Authority,Solicitation,Construction Related Services,"BID EXTENSION: SMD PURCHASE  AND  INSTALLATION OF (1) EXTERIOR WASTE COMPACTOR - OCEAN BAY -54-15 BEACH CHANNEL DRIVE, QUEENS",Competitive Sealed Bids,Procurement,68329.,07/18/2019 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20200608035,06/15/2020,06/19/2020,Probation,Intent to Award,Human Services/Client Services,WORKS PLUS PROGRAM (81ST PRECINCT),Negotiated Acquisition,Procurement,78120N0002,06/29/2020 05:00:00 PM,acco@probation.nyc.gov,Eileen Parfrey-Smith,2125103790,acco@probation.nyc.gov
20140424008,05/02/2014,05/02/2014,Triborough Bridge and Tunnel Authority,Solicitation,Construction/Construction Services,MEP REHABILITATION AND REMOTE TOLL PLAZA,Competitive Sealed Proposals,Procurement,PSC142950000,05/20/2014 03:30:00 PM,"2 Broadway, New York, NY  10004",Victoria Warren,6462527092,vwarren@mtabt.org
20120508001,05/14/2012,05/18/2012,Parks and Recreation,Intent to Award,Construction Related Services,DESIGN  AND  CONSTRUCTION MANAGEMENT SERVICES,Negotiated Acquisition,Procurement,8462012X126S01,05/21/2012 04:30:00 PM,"Olmsted Center, Room 60, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fieldsmitchell@parks.nyc.gov
20140915004,09/23/2014,09/23/2014,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),24 HOUR/7 DAY MEDICAL CONSULTATION SERVICES,Competitive Sealed Proposals,Procurement,PSC142951X00,10/14/2014 03:30:00 PM,"2 Broadway, New York, NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20180322006,03/22/2018,03/22/2018,Housing Authority,Solicitation,Construction Related Services,BID EXTENSION: SMD BATHTUB WALL SURROUND INSTALLATION VARIOUS DEVELOPMENTS WITHIN THE FIVE BOROUGH OF NYC,Competitive Sealed Bids,Procurement,66757.,03/29/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",La-Shondra Arnold,2123064603,la-shondra.arnold@nycha.nyc.gov
20100525005,06/01/2010,06/01/2010,Triborough Bridge and Tunnel Authority,Solicitation,Construction Related Services,RFEI  FOR CONSTRUCTION MANAGEMENT AND INSPECTION SERVICES FOR EXISTING RELOCATION AT RFK BRIDGE/RANDALL`S ISLAND,Competitive Sealed Proposals,Procurement,PSC102858000,06/17/2010 03:30:00 PM,"Triborough Bridge and Tunnel Authority, 3 Stone Street, Bid Suite, NY, NY 10004",Victoria Warren,6462526101,vprocure@mtabt.org
20160908019,09/16/2016,09/16/2016,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),2017 BIENNIAL BRIDGE INSPECTION AND DESIGN OF MISCELLANEOUS STRUCTURAL REPAIRS,Competitive Sealed Proposals,Procurement,PSC163000000,10/21/2016 03:30:00 PM,"2 Broadway, New York, NY 10004",Victoria Warren,6462527092,vprocure@mtabt.org
20161003001,10/06/2016,10/13/2016,City University,Intent to Award,Services (other than human services),INTEGRATED TESTING  PROGRAM W/ NCLEX-RN,Sole Source,Procurement,09302016,10/25/2016 02:00:00 PM,"31-10 Thomson Avenue, Room E405, Long Island City, NY 11101",Tawanikka Smith,7184825525,pricequote@lagcc.cuny.edu
20171011028,10/13/2017,10/13/2017,Housing Authority,Solicitation,Construction Related Services,SMD DEMOLITION AND REMOVAL OF BATHTUBS AND WALL SURROUNDS - VARIOUS DEVELOPMENTS LOCATED IN THE FIVE (5) BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,66070.,11/14/2017 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Erneste Pierre-Louis,2123063609,erneste.pierre-louis@nycha.nyc.gov
20160617010,06/17/2016,06/17/2016,Design and Construction,Solicitation,Construction/Construction Services,BID EXTENSION: BULK SAMPLING AND LABORATORY TESTING FOR ASBESTOS  AND  LEAD AND MOLD ASSESSMENT WITHIN THE FIVE BOROUGHS OF NEW YORK CITY,Competitive Sealed Bids,Procurement,85016B0145,06/24/2016 02:00:00 PM,"30-30 Thomson Avenue, Contract Room, 1st Floor, Long Island City, NY 11101",BRENDA BARREIRO,7183911041,barreirbr@ddc.nyc.gov
20130213011,02/14/2013,02/21/2013,Design and Construction,Solicitation,Construction Related Services,OUTREACH AND TRAINING SERVICES FOR THE NEW YORK CITY ACTIVE DESIGN GUIDELINES,Negotiated Acquisition,Procurement,8502013HR0002P,02/22/2013 12:00:00 PM,"30-30 Thomson Avenue, 4th Floor, Long Island City, NY 11101",John Katsorhis,7183912263,katsorhjo@ddc.nyc.gov
20140205016,02/12/2014,02/12/2014,Design and Construction,Solicitation,Construction/Construction Services,RESIDENT ENGINEERING INSPECTION SERVICES,Competitive Sealed Proposals,Procurement,8502014HW0066P,03/13/2014 04:00:00 PM,"30-30 Thomson Avenue, Long Island City, NY 11101",Belkis Palacios,7183911866,palaciob@ddc.nyc.gov
20180626016,06/26/2018,06/26/2018,Housing Authority,Solicitation,Goods and Services,"CORRECTION: SMD REPLACEMENT OF ROOF, REAR EXIT REPLACEMENT OF ROOF, REAR EXIT - VARIOUS DEVELOPMENTS WITHIN THE FIVE (5) BOROUGHS OF NEW YORK CITY",Competitive Sealed Bids,Procurement,67224.,07/10/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20180129043,02/12/2018,02/12/2018,Brooklyn Navy Yard Development Corp.,Solicitation,Services (other than human services),"DESIGN OF SPRINKLER AND FIRE ALARM SYSTEMS UPGRADES AT BUILDINGS 3,5,50/50A AND 280",Competitive Sealed Proposals,Procurement,000146,03/13/2018 12:00:00 PM,"Brooklyn Navy Yard Development Corp., 63 Flushing Avenue, Unit 300, Building 292, Brooklyn, NY 11205",Karl St Cyr,7189075936,kstcyr@brooklynnavyyard.org
20131203011,12/11/2013,12/11/2013,Design and Construction,Solicitation,Construction/Construction Services,ASBESTOS ABATEMENT WITHIN THE CITY OF NEW YORK - CITYWIDE,Competitive Sealed Bids,Procurement,85014B0050,01/21/2014 02:00:00 PM,"30-30 Thomas Avenue, 1st Floor, Long Island City, NY 11101",Phyllis Lopez,7183911283,lopezph@ddc.nyc.gov
20170908028,09/15/2017,09/15/2017,Housing Authority,Solicitation,Goods and Services,SMD INSTALLATION OF VINYL COMPOSITION FLOOR TILE AND REMOVAL AND INSTALLATION OF VINYL COMPOSITION FLOOR TILE IN APARTMENTS-VARIOUS DEVELOPMENTS LOCATED IN THE BOROUGH OF BROOKLYN,Competitive Sealed Bids,Procurement,65895.,10/12/2017 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20120606002,06/13/2012,06/13/2012,City University,Intent to Award,Goods,OPNET TECHNOLOGIES INC. SOFTWARE ETC.,Required/Authorized Source,Procurement,2152068,06/27/2012 02:00:00 AM,"222-05 56th Avenue,Room: A-406, Bayside, N.Y. 11364",Macarthur Marshall,7186316202,mmarshall@qcc.cuny.edu
20060922002,09/25/2006,09/25/2006,Information Technology and Telecommunications,Solicitation,Services (other than human services),"CORRECTION: Network Monitoring, Maintenance, Design and Implementation Services for CISCO 15454 Optical Multiplexing Equipment.",Competitive Sealed Proposals,Procurement,85806CSP0030,10/04/2006 03:00:00 PM,"75 Park Place, 9th Floor, New York NY 10007",Jean Blanc,2127886236,jblanc@doitt.nyc.gov
20050722010,07/28/2005,08/03/2005,Parks and Recreation,Intent to Award,Construction Related Services,Conservation of the Steel Cube and Steel Base of the Sculpture,Sole Source,Procurement,8462005MG00C01,08/19/2005 04:30:00 PM,"Olmsted Center, Room 61, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20120928011,10/05/2012,10/19/2012,Parks and Recreation,Solicitation,Services (other than human services),"OPERATION, RENOVATION AND MAINTENANCE OF TWO GASOLINE SERVICE STATIONS",Competitive Sealed Proposals,Procurement,X101-GS.,11/15/2012 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Glenn Kaalund,2123603482,glenn.kaalund@parks.nyc.gov
20161123006,11/28/2016,12/02/2016,Investigation,Intent to Award,Services (other than human services),FINANCIAL SUPPORT FOR CITYLAW,Sole Source,Procurement,03217S0001,12/05/2016 09:00:00 AM,"80 Maiden Lane, 25th Floor, New York, NY  10038",Vicki Davie,2128252875,vdavie@doi.nyc.gov
20100629017,07/02/2010,07/09/2010,Information Technology and Telecommunications,Intent to Award,Goods and Services,SOFTWARE LICENSES AND MAINTENANCE,Sole Source,Procurement,85810S0010,07/12/2010 03:00:00 PM,"DoITT, 75 Park Place, 9th Floor, NYC, NY  10007",Dorothy Duncan,2127886274,dduncan@doitt.nyc.gov
20110817032,08/25/2011,08/25/2011,Triborough Bridge and Tunnel Authority,Solicitation,Construction/Construction Services,RFEI - DESIGN AND CONSTRUCTION SUPPORT SERVICES FOR PROJECT MP-21,Competitive Sealed Proposals,Procurement,PSC112896000,09/07/2011 03:30:00 PM,"3 Stone Street - Bid Suite, New York NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20180709020,07/10/2018,07/10/2018,Housing Authority,Solicitation,Goods and Services,SMD APARTMENT WINDOW REPAIR / REPLACEMENT- VARIOUS DEVELOPMENTS LOCATED IN THE FIVE (5) BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,67125..,08/02/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20170306024,03/10/2017,03/10/2017,Housing Authority,Solicitation,Construction/Construction Services,"SMD GENERAL CARPENTRY WORK, LABOR ONLY - VARIOUS DEVELOPMENTS MANAGED BY NEXT GENERATION OPERATIONS DEPT.",Competitive Sealed Bids,Procurement,65127.,04/07/2017 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Erneste Pierre-Louis,2123063609,erneste.pierre-louis@nycha.nyc.gov
20150108002,01/15/2015,01/15/2015,Design and Construction,Solicitation,Construction/Construction Services,ENERGY CONSERVATION MEASURES IMPLEMENTATION AT FOUR LOCATIONS - BOROUGHS OF THE BRONX AND STATEN ISLAND,Competitive Sealed Bids,Procurement,85015B0067,03/04/2015 02:00:00 PM,"30-30 Thomson Avenue, First Floor, Long Island City, NY 11101",Emmanuel Charles,7183912200,charlesem@ddc.nyc.gov
20130711012,07/18/2013,07/18/2013,Housing Authority,Solicitation,Services (other than human services),CONSULTANT SERVICES IN CONNECTION WITH THE AUTHORITY`S FOUR SECTION 8 PROJECT-BASED DEVELOPMENTS,Request for Proposals,Procurement,59749.,07/31/2013 02:00:00 PM,"90 Church Street, 6th Floor, New York, NY 10007",Meddy Ghabaee,2123064839,meddy.ghabaee@nycha.nyc.gov
20120823010,08/31/2012,08/31/2012,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),REQUEST FOR EXPRESSIONS OF INTEREST FOR AUTHORITY WIDE AS-NEEDED ENGINEERING SERVICES,Competitive Sealed Proposals,Procurement,PSC122891REV,09/28/2012 03:30:00 PM,"2 Broadway - 24th Floor, New York NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20130923006,09/26/2013,10/02/2013,Parks and Recreation,Intent to Award,Construction Related Services,"CONSTRUCTION, RECONSTRUCTION  AND  MECHANICAL WORK",Sole Source,Procurement,84614SM286C02,10/11/2013 04:30:00 PM,"Olmsted Center, Room 60, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20110119005,01/25/2011,02/07/2011,Parks and Recreation,Solicitation,Services (other than human services),"RENOVATION, OPERATION AND MAINTENANCE OF A CAFÉ",Competitive Sealed Proposals,Procurement,M124-SB.,03/04/2011 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Charlotte Hall,2123601397,charlotte.hall@parks.nyc.gov
20181001001,09/28/2018,09/28/2018,Design and Construction,Solicitation,Construction/Construction Services,BID EXTENSION: INSTALLATION OF STORM  AND  SANITARY SEWERS AND REPLACEMENT OF WATER MAINS IN MASON AVENUE -  BOROUGH OF STATEN ISLAND,Competitive Sealed Bids,Procurement,85018B0094,10/19/2018 11:00:00 AM,"30-30 Thomson Ave., First Floor,  Long Island City, NY 11101",Brenda Barreiro,7183911041,barreirob@ddc.nyc.gov
20150715028,07/22/2015,07/28/2015,Parks and Recreation,Solicitation,Goods and Services,MEDIEVAL FESTIVAL AT FORT TRYON PARK,Sole Source,Procurement,84616S0003,08/03/2015 05:00:00 PM,"24 West 61st Street, 3rd Floor, New York, NY 10023",Winsome Miles,2128307974,winsome.miles@parks.nyc.gov
20161201041,12/12/2016,12/16/2016,Law Department,Intent to Award,Services (other than human services),INFUSIONDEV PROFESSIONAL IT CONSULTING SERVICES FOR LAW DEPT. CASECALC SOFTWARE ENHANCEMENT PROJECT,Negotiated Acquisition,Procurement,02517X100001,01/03/2017 05:00:00 PM,"100 Church Street, Room 5-204, New York, NY 10007",Samuel A. Moriber,2123561120,smoriber@law.nyc.gov; ldoddato@law.nyc.gov
20170210007,02/17/2017,02/17/2017,Housing Authority,Solicitation,Goods and Services,SMD REMOVAL AND REPLACEMENT OF VINYL ASBESTOS TILES (VAT)  IN MOVE OUT APARTMENTS (ASBESTOS FLOOR TILE ABATEMENT)-VARIOUS DEVELOPMENTS LOCATED IN THE BOROUGH OF MANHATTAN AND QUEENS,Competitive Sealed Bids,Procurement,65038.,03/23/2017 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20131223015,12/31/2013,12/31/2013,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),ALL ELECTRONIC OPEN ROAD TOLLING (ORT) SYSTEM AT THE HENRY HUDSON BRIDGE,Competitive Sealed Proposals,Procurement,PSC132949000,01/24/2014 03:30:00 PM,"2 Broadway, New York, NY  10004",Victoria Warren,6462527092,vwarren@mtabt.org
20110120021,01/24/2011,02/04/2011,Parks and Recreation,Solicitation,Services (other than human services),"RENOVATION, OPERATION AND MAINTENANCE OF A HIGH-QUALITY RESTAURANT, CATERING FACILITY, AND SNACK BAR",Competitive Sealed Proposals,Procurement,R104-R.,03/17/2011 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Davita Mabourakh,2123601397,davita.mabourakh@parks.nyc.gov
20071130013,12/03/2007,12/14/2007,Parks and Recreation,Solicitation,Services (other than human services),"renovation, operation and maintenance of two snack bars",Competitive Sealed Proposals,Procurement,M10 - 15 -SB,01/04/2008 03:00:00 PM,"Central Park-The Arsenal, 830 Fifth Avenue, Room 407, New York, NY 10021",Alexander Han,2123603407,alexander.han@parks.nyc.gov
20171004011,10/13/2017,10/13/2017,Housing Authority,Solicitation,Goods and Services,SMD INSTALLATION OF VINYL COMPOSITION FLOOR TILE AND REMOVAL AND INSTALLATION OF VINYL COMPOSITION FLOOR TILE IN APARTMENTS-VARIOUS DEVELOPMENTS LOCATED THROUGHOUT THE FIVE BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,66035.,11/14/2017 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20171207034,12/07/2017,12/07/2017,Housing Authority,Solicitation,Goods and Services,"BID EXTENSION: SMD REPAIR OF REPLACEMENT OF ROOF TANK PIPING - DREW HAMILTON HOUSES, MANHATTAN",Competitive Sealed Bids,Procurement,66319.,01/04/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20150220008,02/27/2015,03/05/2015,Parks and Recreation,Intent to Award,Construction Related Services,"DEMOLITION, RECONSTRUCTION AND EXTENSION OF PIER 54",Government to Government,Procurement,84615T0005001,03/16/2015 04:30:00 PM,"Olmsted  Center Annex, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20171222008,01/05/2018,01/05/2018,Housing Authority,Solicitation,Goods and Services,SMD REPLACEMENT OF UNDERGROUND SEWER LINES - VARIOUS DEVELOPMENTS LOCATED IN THE FIVE (5) BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,66513.,01/25/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",La-Shondra Arnold,2123064603,la-shondra.arnold@nycha.nyc.gov
20060802002,08/07/2006,08/11/2006,Parks and Recreation,Intent to Award,Services (other than human services),operation of an eat-in snackbar,Competitive Sealed Proposals,Procurement,B223OA-SB,08/14/2006 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Slater Gray,2123601397,slater.gray@parks.nyc.gov
20160328018,04/05/2016,04/05/2016,Triborough Bridge and Tunnel Authority,Solicitation,Construction/Construction Services,REQUEST FOR EXPRESSIONS OF INTEREST FOR DESIGN OF MISCELLANEOUS STRUCTURAL REPAIRS/REPLACEMENT OF OVERCOAT SYSTEM AT THE HENRY HUDSON BRIDGE,Competitive Sealed Proposals,Procurement,PSC162986000,04/29/2016 03:30:00 PM,"2 Broadway, New York, NY 10004",Victoria Warren,6462527092,vprocure@mtabt.org
20120411002,04/17/2012,04/23/2012,Parks and Recreation,Intent to Award,Construction Related Services,"DESIGN , CONSTRUCTION  AND  CONSTRUCTION SUPERVISION SERVICES FOR WILDLIFE CONSERVATION CENTERS",Sole Source,Procurement,8462012C000DC1,04/30/2012 04:30:00 PM,"Olmsted Center, Flushing Meadows-Corona Park, Room 60, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20161024017,10/26/2016,10/26/2016,Design and Construction,Solicitation,Construction/Construction Services,REPLACEMENT/REPAIR OF MANHOLE HARDWARE-BOROUGH OF MANHATTAN,Competitive Sealed Bids,Procurement,85017B0013,11/17/2016 11:00:00 AM,"30-30 Thomson Ave., First Floor,  Long Island City, NY 11101",Brenda Barreiro,7183911041,barreirob@ddc.nyc.gov
20060214012,02/15/2006,02/22/2006,Parks and Recreation,Intent to Award,Construction Related Services,Reconstruction of the West 100 St. Playground and Restoration on the Adjacent Landscape.,Sole Source,Procurement,8462006M010C01,02/24/2006 04:30:00 PM,"Parks and Recreation, Olmsted Center, Room 61, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20180426011,04/26/2018,04/26/2018,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD REPLACEMENT OF SUMP PUMPS IN THE TANK ROOM-  VARIOUS DEVELOPMENTS LOCATED IN THE FIVE (5) BOROUGHS OF NEW YORK CITY,Competitive Sealed Bids,Procurement,66901..,05/03/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",La-Shondra Arnold,2123064603,la-shondra.arnold@nycha.nyc.gov
20100427024,04/30/2010,04/30/2010,Information Technology and Telecommunications,Intent to Award,Goods and Services,CORRECTION: SOFTWARE LICENSES AND MAINTENANCE,Sole Source,Procurement,85810S0003,05/03/2010 03:00:00 PM,"DoITT, 75 Park Place, NYC, NY 10007",Dorothy Duncan,2127886274,dduncan@doitt.nyc.gov
