Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Bargaining Unit Short Name
10217,STENOGRAPHIC SPECIALIST,35.0,03,23,CWA
10217,STENOGRAPHIC SPECIALIST,35.0,04,23,CWA
10218,LEGISLATIVE STENOGRAPHER (CITY,35.0,00,664,N/U
10219,LEGISLATIVE FINANCIAL STENOGRA,35.0,00,883,N/U
10220,SENIOR SECRETARY,35.0,00,128,DC37
10220,SENIOR SECRETARY,40.0,00,128,DC37
10221,CHIEF LAW STENOGRAPHER (DA),35.0,00,128,DC37
10222,SUPERVISING LEGISLATIVE STENOG,35.0,00,883,N/U
10224,Confidential Stenographer (FD),35.0,00,662,N/U
10227,STENOGRAPHER TO EACH DEPUTY CO,35.0,00,991,N/U
10229,LEGAL SECRETARIAL ASST- L1,35.0,01,128,DC37
1022A,"LEGAL SECRETARIAL ASST- L2,3,4",35.0,02,23,CWA
1022A,"LEGAL SECRETARIAL ASST- L2,3,4",35.0,03,23,CWA
1022A,"LEGAL SECRETARIAL ASST- L2,3,4",35.0,04,23,CWA
10231,STENOGRAPHER TO THE CORPORATIO,35.0,00,991,N/U
10232,SUMMER GRADUATE INTERN,35.0,00,660,N/U
10234,SUMMER COLLEGE INTERN,35.0,00,660,N/U
10236,*ASSISTANT COORDINATINGMANAGER,35.0,00,23,CWA
10237,HIGH SCHOOL STUDENT AIDE,35.0,00,670,N/U
10238,CONFIDENTIAL SECRETARY (SPECIA,35.0,00,991,N/U
10241,STENOGRAPHER TO COUNCIL (CITY,35.0,00,883,N/U
10245,EDUCATIONAL MANAGEMENT ASSOCIA,35.0,00,772,N/U
10246,NEW YORK CITY PUBLIC SERVICE,35.0,00,662,N/U
10247,NEW YORK CITY FELLOW (DCAS),35.0,01,662,N/U
10247,NEW YORK CITY FELLOW (DCAS),35.0,02,662,N/U
10247,NEW YORK CITY FELLOW (DCAS),35.0,03,662,N/U
10248,ADMINISTRATIVE JOB OPPORTUNITY,35.0,01,23,CWA
10248,ADMINISTRATIVE JOB OPPORTUNITY,35.0,02,23,CWA
1024A,ADMINISTRATIVE JOB OPPORTUNITY,35.0,00,771,N/U
10250,CLERICAL AIDE,35.0,00,128,DC37
10251,CLERICAL ASSOCIATE,35.0,01,128,DC37
10251,CLERICAL ASSOCIATE,35.0,01,128,DC37
10251,CLERICAL ASSOCIATE,35.0,02,128,DC37
10251,CLERICAL ASSOCIATE,35.0,02,128,DC37
10251,CLERICAL ASSOCIATE,35.0,03,128,DC37
10251,CLERICAL ASSOCIATE,35.0,03,128,DC37
10251,CLERICAL ASSOCIATE,35.0,04,128,DC37
10251,CLERICAL ASSOCIATE,35.0,04,128,DC37
10252,SECRETARY,35.0,04,128,DC37
10252,SECRETARY,35.0,1A,128,DC37
10252,SECRETARY,35.0,1B,128,DC37
10252,SECRETARY,35.0,2A,128,DC37
10252,SECRETARY,35.0,2B,128,DC37
10252,SECRETARY,35.0,3A,128,DC37
10252,SECRETARY,35.0,3B,128,DC37
10253,SECRETARY TO THE DEPUTY CHAIR,35.0,00,662,N/U
10260,CALL CENTER REPRESENTATIVE,35.0,00,128,DC37
10271,ASSOCIATE CALL CENTER REPRESEN,35.0,01,23,CWA
10271,ASSOCIATE CALL CENTER REPRESEN,35.0,02,23,CWA
10301,COOPERATIVE EDUCATION TRAINEE,35.0,00,668,N/U
10304,LEGISLATIVE TYPIST,35.0,00,883,N/U
10605,CASHIER,35.0,01,128,DC37
10605,CASHIER,35.0,02,128,DC37
11702,OFFICE MACHINE AIDE,35.0,01,128,DC37
11702,OFFICE MACHINE AIDE,35.0,02,128,DC37
11704,SUPERVISOR OF OFFICE MACHINE O,35.0,01,23,CWA
11704,SUPERVISOR OF OFFICE MACHINE O,35.0,02,23,CWA
12001,COOPERATIVE EDUCATION TRAINEE-,35.0,00,668,N/U
12120,ASSISTANT PURCHASING AGENT,35.0,00,97,SEIU
12121,PURCHASING AGENT,35.0,01,97,SEIU
12121,PURCHASING AGENT,35.0,02,97,SEIU
12121,PURCHASING AGENT,35.0,03,97,SEIU
12158,PROCUREMENT ANALYST,35.0,01,97,SEIU
12158,PROCUREMENT ANALYST,35.0,01,97,SEIU
12158,PROCUREMENT ANALYST,35.0,02,97,SEIU
12158,PROCUREMENT ANALYST,35.0,02,97,SEIU
12158,PROCUREMENT ANALYST,35.0,03,97,SEIU
12158,PROCUREMENT ANALYST,35.0,03,97,SEIU
1215A,*PROCUREMENT ANALYST LEVEL III,35.0,00,661,N/U
12176,SENIOR SALVAGE APPRAISER,35.0,00,97,SEIU
12200,STOCK WORKER,35.0,01,47,IBT
12200,STOCK WORKER,35.0,01,47,IBT
12200,STOCK WORKER,35.0,02,47,IBT
12200,STOCK WORKER,35.0,02,47,IBT
12202,SUPERVISOR OF STOCK WORKERS,35.0,01,47,IBT
12202,SUPERVISOR OF STOCK WORKERS,35.0,01,47,IBT
12202,SUPERVISOR OF STOCK WORKERS,35.0,02,47,IBT
12202,SUPERVISOR OF STOCK WORKERS,35.0,02,47,IBT
12202,SUPERVISOR OF STOCK WORKERS,35.0,03,47,IBT
12202,SUPERVISOR OF STOCK WORKERS,35.0,03,47,IBT
12203,HOUSING STOCK WORKER,35.0,01,420,IBT
12203,HOUSING STOCK WORKER,35.0,02,420,IBT
12204,SUPERVISOR OF HOUSING STOCK WO,35.0,01,420,IBT
12204,SUPERVISOR OF HOUSING STOCK WO,35.0,02,420,IBT
12204,SUPERVISOR OF HOUSING STOCK WO,35.0,03,420,IBT
12603,LEGISLATIVE ANALYST AIDE (CITY,35.0,00,883,N/U
12611,LEGISLATIVE ANALYST,35.0,00,664,N/U
12626,STAFF ANALYST,35.0,01,180,OSA
12626,STAFF ANALYST,35.0,02,180,OSA
12627,ASSOCIATE STAFF ANALYST,35.0,00,180,OSA
12628,EDUCATION ANALYST,35.0,01,403,N/U
12628,EDUCATION ANALYST,35.0,02,403,N/U
12629,ASSOCIATE EDUCATION ANALYST,35.0,00,403,N/U
1262C,EDUCATION ANALYST (UNION),37.5,00,430,N/U
1262D,ASSOCIATE EDUCATION ANALYST (U,37.5,00,430,N/U
1262E,STAFF ANALYST (DOE - OJ),35.0,01,403,N/U
1262E,STAFF ANALYST (DOE - OJ),35.0,02,403,N/U
1262F,ASSOCIATE STAFF ANALYST DOE OJ,35.0,00,403,N/U
12632,SPECIAL ASSISTANT TO THE DISTR,35.0,00,679,N/U
12633,EDUCATION OFFICER,35.0,01,403,N/U
12633,EDUCATION OFFICER,35.0,02,403,N/U
12635,SR MANAGEMENT CONSULTANT (ACCO,35.0,00,772,N/U
12638,Senior Management Consultant,35.0,00,772,N/U
1263A,EDUCATION OFFICER (UNION),37.5,01,430,N/U
1263A,EDUCATION OFFICER (UNION),37.5,02,430,N/U
1263B,*ASSOCIATE EDUCATION OFFICER (,37.5,00,430,N/U
12644,SENIOR MANAGEMENT CONSULTANT (,35.0,00,772,N/U
12645,SENIOR MANAGEMENT CONSULTANT (,35.0,00,772,N/U
12646,*ASSISTANT SYSTEMS ANALYST (FI,35.0,00,129,DC37
12647,*SYSTEMS ANALYST,35.0,00,180,OSA
12648,*SENIOR SYSTEMS ANALYST,35.0,00,180,OSA
12650,*SUPERVISING SYSTEMS ANALYST,35.0,00,180,OSA
12651,*SR SYSTEMS ANALYST - EDP(HMH),35.0,00,129,DC37
12652,*SR MANAGEMENT CONSULTANT HMH,35.0,00,180,OSA
12675,DIRECTOR EMPLOYEE MANAGEMENT D,35.0,00,772,N/U
12676,DIRECTOR OF TRAINING (POLICE D,35.0,00,772,N/U
12702,MONITOR,35.0,00,660,N/U
12704,TESTS AND MEASUREMENT SPECIAL,35.0,01,180,OSA
12704,TESTS AND MEASUREMENT SPECIAL,35.0,02,180,OSA
12704,TESTS AND MEASUREMENT SPECIAL,35.0,03,180,OSA
12707,PENSION INVESTMENT ADVISOR,35.0,00,772,N/U
12749,STAFF ANALYST TRAINEE,35.0,00,180,OSA
12750,EDUCATION ANALYST TRAINEE,35.0,00,403,N/U
12751,PSYCHOMETRICIAN,35.0,00,772,N/U
12752,LABOR RELATIONS ANALYST TRAINE,35.0,00,661,N/U
12797,SECRETARY TO THE EXECUTIVE DIR,35.0,00,662,N/U
12798,SECRETARY TO COMMISSIONER (YOU,35.0,00,662,N/U
12799,SECRETARY TO CONFLICTS OF INTE,35.0,00,662,N/U
12800,CONFIDENTIAL SECRETARY OF ADMI,35.0,00,662,N/U
12801,EXECUTIVE SECRETARY TO VICE CH,35.0,00,883,N/U
12803,SECRETARY TO THE EXECUTIVE DIR,35.0,00,662,N/U
12804,CONFIDENTIAL SECRETARY (KINGS,35.0,00,128,DC37
12805,ASSISTANT EXECUTIVE SECRETARY,35.0,00,773,N/U
12806,SPECIAL ADVISOR TO THE CITY CL,35.0,00,662,N/U
12807,EXECUTIVE ASSISTANT TO THE CIT,35.0,00,662,N/U
12808,ASSISTANT ADMINISTRATOR (OFFIC,35.0,00,662,N/U
12809,EXECUTIVE ASSISTANT TO THE DIR,35.0,00,662,N/U
12816,CONFIDENTIAL SECRETARY TO THE,35.0,00,991,N/U
12820,EXECUTIVE SECRETARY,35.0,00,991,N/U
12823,EXEC SEC TO ADVISORY BD FOR LO,35.0,00,780,N/U
12827,SECRETARY (NYC COMMISSION TO T,35.0,00,662,N/U
12830,LAW SECRETARY,35.0,00,773,N/U
12832,SECRETARY TO COMMUNITY SCHOOL,35.0,00,403,N/U
12833,SECY TO THE DIRECTOR OF COLLEC,35.0,00,662,N/U
12834,SECRETARY TO THE DIRECTOR OF F,35.0,00,662,N/U
12840,EXECUTIVE SECRETARY TO THE DIR,35.0,00,662,N/U
12846,SECRETARY TO COMMISSIONER OF B,35.0,00,662,N/U
12849,Secretary to the Deputy Mayor,35.0,00,662,N/U
12851,SECRETARY,35.0,00,991,N/U
12854,SECRETARY OF THE AUTHORITY,35.0,00,792,N/U
12855,SECRETARY OF THE BOARD,35.0,00,991,N/U
12856,SECRETARY OF THE BOARD OF EDUC,35.0,00,779,N/U
12857,SECRETARY OF THE DEPARTMENT (H,35.0,00,772,N/U
12858,SECRETARY OF THE COMMISSION,35.0,00,773,N/U
12859,SECRETARY TO THE DEPARTMENT (F,35.0,00,773,N/U
1285A,SECRETARY (MANAGERIAL),35.0,00,773,N/U
12860,SECRETARY OF THE TAX COMMISSIO,35.0,00,991,N/U
12862,SECRETARY OF COMM(7 AGENCIES),35.0,00,662,N/U
12867,SECRETARY TO DEPARTMENT,35.0,00,773,N/U
12868,SECRETARY TO ONE DEPUTY COMMIS,35.0,00,991,N/U
12869,SECRETARY TO THE DEPUTY COMMIS,35.0,00,662,N/U
12871,SECRETARY TO THE CHAIRMAN (TAX,35.0,00,662,N/U
12872,SECRETARY TO THE CHAIRMAN,35.0,00,620,N/U
12875,SECRETARY TO THE COMMISSIONER,35.0,00,662,N/U
12876,SECRETARY TO THE COMMISSIONER,35.0,00,991,N/U
12879,SECRETARY TO THE CORPORATION C,35.0,00,991,N/U
12880,SECRETARY TO THE DEPARTMENT,35.0,00,773,N/U
12882,SECRETARY TO THE PRESIDENT,35.0,00,991,N/U
12885,SECRETARY TO THE DEPUTY BORO P,35.0,00,662,N/U
12886,SECRETARY TO VICE CHAIRMAN,35.0,00,883,N/U
12888,SECRETARY TO THE DIRECTOR OF M,35.0,00,662,N/U
12889,ASSISTANT SECRETARY TO THE COM,35.0,00,991,N/U
12890,SECRETARY TO MINORITY LEADER,35.0,00,883,N/U
12891,SECRETARY TO THE BOARD OF CORR,35.0,00,662,N/U
12896,SECRETARY TO THE FIRE COMMISSI,35.0,00,662,N/U
12898,SECRETARY TO PRESIDENT OF THE,35.0,00,991,N/U
12899,SECRETARY TO THE COMPTROLLER,35.0,00,662,N/U
1289A,SECRETARY TO THE BOARD OF CORR,35.0,00,772,N/U
12912,ASSISTANT DEPUTY COMMISSIONER,35.0,00,772,N/U
12913,SECRETARY TO THE COMMISSIONER,40.0,00,662,N/U
12917,FIRST DEPUTY CITY ADMINISTRATO,35.0,00,773,N/U
12918,SECRETARY TO THE PUBLIC ADMINI,35.0,00,662,N/U
12920,ASSISTANT COMMISSIONER (DEPT O,35.0,00,772,N/U
12927,ASSISTANT COMMISSIONER (PROGRA,35.0,00,772,N/U
12929,ASSISTANT COMMISSIONER (BUDGET,35.0,00,772,N/U
12930,DEPUTY CITY CLERK,35.0,00,773,N/U
12931,ASSISTANT DEPUTY COMMISSIONER,35.0,00,772,N/U
12932,ASSISTANT COMMISSIONER (EQUAL,35.0,00,773,N/U
12933,SECRETARY TO THE FIRST DEPUTY,35.0,00,991,N/U
12935,DEPUTY COMMISSIONER,35.0,00,773,N/U
12936,SPECIAL DEPUTY COMMISSIONER (D,35.0,00,773,N/U
12939,DEPUTY COMMISSIONER (YOUTH SER,35.0,00,773,N/U
12940,DEPUTY MAYOR,35.0,00,773,N/U
12941,DIRECTOR OF FRANCHISES,35.0,00,773,N/U
12942,FIRST DEPUTY MAYOR,35.0,00,773,N/U
12945,FIRST DEPUTY COMMISSIONER,35.0,00,773,N/U
12947,SECRETARY TO THE COMMISSIONER,35.0,00,991,N/U
12948,FIRST DEPUTY COMMISSIONER GENE,35.0,00,773,N/U
12953,SECRETARY TO COUNSEL (HA),35.0,00,662,N/U
12956,EXECUTIVE SECRETARY (EEPC),35.0,00,991,N/U
12957,SECRETARY TO DEPUTY EXECUTIVE,35.0,00,662,N/U
12961,DEPUTY BOROUGH PRESIDENT,35.0,00,773,N/U
12962,SECRETARY TO THE FIRST DEPUTY,35.0,00,662,N/U
12963,SECRETARY TO MEMBER (HA),35.0,00,662,N/U
12964,SECRETARY TO EXECUTIVE DIRECTO,35.0,00,662,N/U
12985,"CHAIRMAN, FINANCE COMMITTEE",35.0,00,887,N/U
12986,CHAIRMAN COMMISSION ON HUMAN R,35.0,00,774,N/U
12987,FIRST DEPUTY CITY CLERK,35.0,00,774,N/U
12988,CITY CLERK & CLERK OF COUNCIL,35.0,00,774,N/U
12989,VICE CHAIRMAN MAJORITY LEADER,35.0,00,887,N/U
12990,MEMBER OF THE HOUSING AUTHORIT,35.0,00,793,N/U
12991,COMMISSIONER,35.0,00,774,N/U
12992,CHAIRMAN,35.0,00,774,N/U
12993,PRESIDENT,35.0,00,774,N/U
12994,BOROUGH PRESIDENT,35.0,00,887,N/U
12994,BOROUGH PRESIDENT,35.0,00,887,N/U
12995,MAYOR,35.0,00,887,N/U
12997,COMMISSIONER DESIGNATED AS VIC,35.0,00,774,N/U
1299A,COMMISSIONER (NOT FULL-TIME),35.0,00,664,N/U
13002,COMMISSIONER OF EMERGENCY MANA,35.0,00,774,N/U
13003,FIRST DEPUTY COMMISSIONER (FD),35.0,00,773,N/U
13004,FIRST DEPUTY COMMISSIONER (BUI,35.0,00,773,N/U
13005,FIRST DEPUTY COMMISSIONER (DOC,35.0,00,773,N/U
13079,DIRECTOR OF PERSONNEL (HA),35.0,00,720,N/U
13117,ASSISTANT TRANSIT MANAGEMENT A,35.0,00,661,N/U
13151,SPECIAL ASSISTANT TO THE BOROU,35.0,00,773,N/U
13152,ASSISTANT TO THE BOROUGH PRESI,35.0,00,991,N/U
13154,"DIRECTOR, OFFICE OF ADMINISTRA",35.0,00,773,N/U
13195,RESEARCH AND LIAISON SPECIALIS,35.0,00,662,N/U
13196,RESEARCH AND LIAISON COORDINAT,35.0,00,888,N/U
13198,RESEARCH AND LIAISON COORDINAT,35.0,00,772,N/U
13200,ASSISTANT TO THE COMMISSIONER,35.0,00,772,N/U
13201,ADMINISTRATIVE ASSISTANT TO TH,35.0,00,773,N/U
13202,ASSISTANT TO CITY ADMINISTRATO,35.0,00,773,N/U
13204,EXECUTIVE ASSISTANT TO THE COM,35.0,00,773,N/U
13206,ASSISTANT TO THE CHAIRMAN,35.0,00,792,N/U
13207,ASSISTANT TO THE COMMISSIONER,35.0,00,773,N/U
13208,ASSISTANT TO THE COMPTROLLER,35.0,00,773,N/U
13209,ASSISTANT TO THE MAYOR,35.0,00,773,N/U
13210,ASSISTANT TO THE PRESIDENT,35.0,00,888,N/U
13211,ASSISTANT TO DEPUTY COMPTROLLE,35.0,00,772,N/U
13217,ASSISTANT TO POLICE COMMISSION,35.0,00,773,N/U
13219,EXECUTIVE ASSISTANT TO THE CHI,35.0,00,772,N/U
1321A,ASSISTANT TO THE PRESIDENT (PM,35.0,00,773,N/U
13220,CONFIDENTIAL ASSISTANT TO BOAR,35.0,00,993,N/U
13222,EXECUTIVE ASSISTANT TO THE PRE,35.0,00,772,N/U
13224,CONFIDENTIAL EXAMINER,35.0,00,991,N/U
13225,SPECIAL ASSISTANT (TAX COMMISS,35.0,00,772,N/U
13227,SPECIAL ASSISTANT TO THE PRESI,35.0,00,888,N/U
13229,CONFIDENTIAL ASSISTANT TO THE,35.0,00,773,N/U
13231,EXECUTIVE ASSISTANT,35.0,00,773,N/U
13232,EXECUTIVE ASSISTANT TO THE COM,35.0,00,773,N/U
13240,EXECUTIVE ASSISTANT TO THE COM,35.0,00,773,N/U
13243,SPECIAL ASSISTANT (RESEARCH AN,35.0,00,779,N/U
13244,SPECIAL ASSISTANT IN THE OFFIC,35.0,00,780,N/U
13247,ASST TO THE CHAIRMAN (COMM HUM,35.0,00,661,N/U
13250,LIAISON OFFICER TO THE MAYOR,35.0,00,772,N/U
13251,EXECUTIVE ASSISTANT TO COMMUNI,35.0,00,672,N/U
13252,CALENDAR ASSISTANT,35.0,00,662,N/U
13255,EXECUTIVE ASSISTANT FOR PLANNI,35.0,00,772,N/U
13259,ASSISTANT TO THE DEPUTY MAYOR,35.0,00,773,N/U
13260,EXECUTIVE ASSISTANT TO THE MAY,35.0,00,773,N/U
13261,SPECIAL ASSISTANT TO THE MAYOR,35.0,00,773,N/U
13262,SPECIAL ASSISTANT TO COMMISSIO,35.0,00,662,N/U
13264,EXECUTIVE ASSISTANT TO THE DIR,35.0,00,772,N/U
13265,EXECUTIVE ASSISTANT TO THE DIR,35.0,00,773,N/U
13266,Exec Asst to the Chairman,35.0,00,662,N/U
1326A,SPECIAL ASSISTANT TO COMMISSIO,35.0,00,772,N/U
13272,EXECUTIVE ASST TO THE NYC COMM,35.0,00,772,N/U
13273,Executive Assistant to the Ope,35.0,00,662,N/U
13275,DIRECTOR OF MANAGEMENT PLANNIN,35.0,00,772,N/U
13283,EXECUTIVE ASSISTANT FOR INTERG,35.0,00,773,N/U
13284,EXECUTIVE ASSISTANT FOR PROGRA,35.0,00,773,N/U
13286,EXEC ASST TO THE DIR (MAYOR'S,35.0,00,773,N/U
13288,SPECIAL ASSISTANT (BOE),35.0,00,780,N/U
13289,SPECIAL ASSISTANT TO MEMBER OF,35.0,00,780,N/U
13290,ASSISTANT TO THE COMMISSIONER,35.0,00,662,N/U
13291,EXECUTIVE ASSISTANT TO THE DIR,35.0,00,772,N/U
13292,EXECUTIVE ASSISTANT (TAXI & LI,35.0,00,772,N/U
13293,EXECUTIVE ASSISTANT TO THE CHA,35.0,00,773,N/U
13294,EXECUTIVE ASSISTANT TO THE FIR,35.0,00,991,N/U
13304,SPECIAL ASSISTANT TO THE CHANC,35.0,00,772,N/U
13327,LABOR RELATIONS TRIAL EXAMINER,35.0,00,772,N/U
13341,DEPUTY DIRECTOR (OFFICE OF COL,35.0,00,773,N/U
13347,EXECUTIVE ASSISTANT (BUILDINGS,35.0,00,662,N/U
13353,HEARING EXAMINER (HA),35.0,00,620,N/U
13360,DIRECTOR OF LABOR MANAGEMENT R,35.0,00,773,N/U
13361,"COMMISSIONER, UN & CONSULAR CO",35.0,00,773,N/U
13362,DIRECTOR OF COMMUNITY ASSISTAN,35.0,00,773,N/U
13363,MEDIATOR (OLR),35.0,00,772,N/U
13364,CHIEF MEDIATOR (OLR),35.0,00,772,N/U
13365,ASSISTANT COMMISSIONER OF LABO,35.0,00,772,N/U
13366,DEPUTY COMMISSIONER OF LABOR R,35.0,00,773,N/U
13367,COMMISSIONER OF LABOR RELATION,35.0,00,773,N/U
13368,LABOR RELATIONS ANALYST,35.0,01,661,N/U
13368,LABOR RELATIONS ANALYST,35.0,02,661,N/U
13369,ASSOCIATE LABOR RELATIONS ANAL,35.0,00,661,N/U
13376,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13377,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13378,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13379,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13380,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13381,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13382,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13383,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13384,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13385,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13386,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13387,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13388,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13389,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13390,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13391,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13392,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13393,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13394,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13395,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13396,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13397,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13398,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13399,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13400,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13401,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13402,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13403,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13404,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13405,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13406,STRATEGIC INITIATIVE SPECIALIS,35.0,00,991,N/U
13407,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13408,EXECUTIVE PROGRAM SPECIALIST (,35.0,00,773,N/U
13409,STRATEGIC INITIATIVE SPECIALIS,35.0,00,773,N/U
13414,SPECIAL COMMISSIONER OF INVEST,35.0,00,773,N/U
13415,SECRETARY TO THE SPECIAL COMMI,35.0,00,991,N/U
13436,FISCAL & POLICY ANALYST (BPQ),35.0,00,662,N/U
13602,DIRECTOR MANAGEMENT INFORMATIO,35.0,00,773,N/U
13603,COOPERATIVE EDUCATION TRAINEE-,35.0,00,668,N/U
13605,DIRECTOR OF TECHNOLOGY DEVELOP,35.0,00,772,N/U
13606,CHIEF INFORMATION TECHNOLOGY O,35.0,00,772,N/U
13607,CHIEF INFORMATION TECHNOLOGY O,35.0,00,772,N/U
13608,CHIEF INFORMATION TECHNOLOGY O,35.0,00,772,N/U
13611,COMPUTER ASSOC (TECH SUPP),35.0,01,23,CWA
13611,COMPUTER ASSOC (TECH SUPP),35.0,02,23,CWA
13611,COMPUTER ASSOC (TECH SUPP),35.0,03,23,CWA
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35.0,01,129,DC37
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35.0,02,129,DC37
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35.0,03,129,DC37
13615,COMPUTER SERVICE TECHNICIAN (C,35.0,01,129,DC37
13615,COMPUTER SERVICE TECHNICIAN (C,35.0,02,129,DC37
13616,SUPERVISING COMPUTER SERVICE T,35.0,00,129,DC37
13616,SUPERVISING COMPUTER SERVICE T,35.0,00,129,DC37
13620,COMPUTER AIDE,35.0,01,129,DC37
13620,COMPUTER AIDE,35.0,02,129,DC37
13621,COMPUTER ASSOC (OPERATIONS),35.0,01,129,DC37
13621,COMPUTER ASSOC (OPERATIONS),35.0,02,129,DC37
13621,COMPUTER ASSOC (OPERATIONS),35.0,03,129,DC37
13622,COMPUTER SPECIALIST (OPERATION,35.0,00,129,DC37
13622,COMPUTER SPECIALIST (OPERATION,35.0,00,129,DC37
13631,COMPUTER ASSOC (SOFTWARE),35.0,01,129,DC37
13631,COMPUTER ASSOC (SOFTWARE),35.0,02,129,DC37
13631,COMPUTER ASSOC (SOFTWARE),35.0,03,129,DC37
13632,COMPUTER SPECIALIST (SOFTWARE),35.0,01,129,DC37
13632,COMPUTER SPECIALIST (SOFTWARE),35.0,02,129,DC37
13632,COMPUTER SPECIALIST (SOFTWARE),35.0,03,129,DC37
13632,COMPUTER SPECIALIST (SOFTWARE),35.0,04,129,DC37
13633,CYBER SECURITY ANALYST,35.0,01,129,DC37
13633,CYBER SECURITY ANALYST,35.0,02,129,DC37
13643,CERT IT DEVELOPER (APP),35.0,01,129,DC37
13643,CERT IT DEVELOPER (APP),35.0,02,129,DC37
13643,CERT IT DEVELOPER (APP),35.0,03,129,DC37
13643,CERT IT DEVELOPER (APP),35.0,04,129,DC37
13644,CERT IT ADMINISTRATOR (DB),35.0,01,129,DC37
13644,CERT IT ADMINISTRATOR (DB),35.0,02,129,DC37
13644,CERT IT ADMINISTRATOR (DB),35.0,03,129,DC37
13644,CERT IT ADMINISTRATOR (DB),35.0,04,129,DC37
13650,COMPUTER PROG ANALYST TRAINEE,35.0,00,129,DC37
13651,COMPUTER PROGRAMMER ANALYST,35.0,01,129,DC37
13651,COMPUTER PROGRAMMER ANALYST,35.0,02,129,DC37
13652,CERTIFIED IT ADMINISTRATOR (LA,35.0,01,129,DC37
13652,CERTIFIED IT ADMINISTRATOR (LA,35.0,02,129,DC37
13652,CERTIFIED IT ADMINISTRATOR (LA,35.0,03,129,DC37
13652,CERTIFIED IT ADMINISTRATOR (LA,35.0,04,129,DC37
13691,*CERTIFIED LOCAL AREA NETWORKA,35.0,01,129,DC37
13691,*CERTIFIED LOCAL AREA NETWORKA,35.0,02,129,DC37
13691,*CERTIFIED LOCAL AREA NETWORKA,35.0,03,129,DC37
13691,*CERTIFIED LOCAL AREA NETWORKA,35.0,04,129,DC37
13692,*CERTIFIED WIDE AREA NETWORKAD,35.0,01,129,DC37
13692,*CERTIFIED WIDE AREA NETWORKAD,35.0,02,129,DC37
13692,*CERTIFIED WIDE AREA NETWORKAD,35.0,03,129,DC37
13692,*CERTIFIED WIDE AREA NETWORKAD,35.0,04,129,DC37
13693,*CERTIFIED APPLICATIONSDEVELOP,35.0,01,129,DC37
13693,*CERTIFIED APPLICATIONSDEVELOP,35.0,02,129,DC37
13693,*CERTIFIED APPLICATIONSDEVELOP,35.0,03,129,DC37
13693,*CERTIFIED APPLICATIONSDEVELOP,35.0,04,129,DC37
13694,*CERTIFIED DATABASE ADMINISTRA,35.0,01,129,DC37
13694,*CERTIFIED DATABASE ADMINISTRA,35.0,02,129,DC37
13694,*CERTIFIED DATABASE ADMINISTRA,35.0,03,129,DC37
13694,*CERTIFIED DATABASE ADMINISTRA,35.0,04,129,DC37
15878,EXECUTIVE ASSISTANT TO THE COM,35.0,00,772,N/U
20100,ENGINEERING WORK STUDY TRAINEE,35.0,00,4,DC37
20104,Cooperative EducationTrainee E,35.0,00,668,N/U
20113,ENGINEERING TECHNICIAN,35.0,01,4,DC37
20113,ENGINEERING TECHNICIAN,35.0,02,4,DC37
20113,ENGINEERING TECHNICIAN,35.0,03,4,DC37
