Key_1_1,personal_status,age,credit_history
803,male single,40.0,existing paid
829,male single,38.0,critical/other existing credit
456,male single,50.0,delayed previously
916,male single,27.0,critical/other existing credit
539,female div/dep/mar,39.0,existing paid
15,male single,41.0,existing paid
614,male mar/wid,27.0,critical/other existing credit
985,male div/sep,51.0,existing paid
318,male single,32.0,existing paid
648,female div/dep/mar,22.0,existing paid
286,male single,51.0,existing paid
651,female div/dep/mar,22.0,critical/other existing credit
600,male mar/wid,54.0,delayed previously
591,male single,35.0,existing paid
435,male single,54.0,critical/other existing credit
71,female div/dep/mar,48.0,critical/other existing credit
748,female div/dep/mar,24.0,critical/other existing credit
444,male single,35.0,critical/other existing credit
554,female div/dep/mar,24.0,existing paid
536,male single,24.0,existing paid
901,male mar/wid,26.0,existing paid
510,male single,65.0,critical/other existing credit
837,male single,55.0,all paid
762,female div/dep/mar,26.0,no credits/all paid
669,male mar/wid,26.0,existing paid
715,male mar/wid,28.0,existing paid
577,male single,24.0,critical/other existing credit
540,male single,54.0,existing paid
307,male single,46.0,existing paid
538,female div/dep/mar,54.0,delayed previously
946,male div/sep,62.0,existing paid
870,female div/dep/mar,24.0,critical/other existing credit
193,male div/sep,43.0,existing paid
872,male mar/wid,26.0,existing paid
448,male mar/wid,27.0,existing paid
460,male mar/wid,24.0,existing paid
159,male single,41.0,existing paid
353,male single,47.0,critical/other existing credit
988,male div/sep,35.0,critical/other existing credit
693,male mar/wid,30.0,critical/other existing credit
964,female div/dep/mar,33.0,critical/other existing credit
305,male single,36.0,no credits/all paid
406,male single,47.0,existing paid
186,male single,38.0,delayed previously
120,male single,44.0,delayed previously
545,female div/dep/mar,23.0,existing paid
561,male single,29.0,no credits/all paid
566,female div/dep/mar,42.0,existing paid
733,female div/dep/mar,25.0,existing paid
809,male single,48.0,no credits/all paid
22,female div/dep/mar,21.0,existing paid
75,female div/dep/mar,23.0,existing paid
739,male single,63.0,critical/other existing credit
562,male mar/wid,46.0,critical/other existing credit
744,male single,29.0,existing paid
458,male single,28.0,delayed previously
995,female div/dep/mar,23.0,existing paid
709,male single,50.0,all paid
604,male single,47.0,existing paid
920,male single,35.0,existing paid
202,male single,68.0,existing paid
321,male mar/wid,28.0,existing paid
515,male single,59.0,existing paid
879,male single,57.0,existing paid
967,male mar/wid,33.0,critical/other existing credit
878,male single,43.0,critical/other existing credit
857,male single,35.0,critical/other existing credit
107,male single,32.0,all paid
116,male single,45.0,delayed previously
46,male mar/wid,33.0,existing paid
234,female div/dep/mar,40.0,existing paid
123,male single,28.0,critical/other existing credit
555,female div/dep/mar,29.0,existing paid
890,male single,26.0,existing paid
808,male single,27.0,critical/other existing credit
150,male mar/wid,28.0,delayed previously
253,female div/dep/mar,35.0,existing paid
117,male single,32.0,critical/other existing credit
169,male single,25.0,existing paid
620,female div/dep/mar,20.0,existing paid
665,female div/dep/mar,27.0,existing paid
198,male single,42.0,critical/other existing credit
466,male single,37.0,existing paid
645,female div/dep/mar,24.0,existing paid
271,female div/dep/mar,40.0,delayed previously
652,male single,46.0,critical/other existing credit
646,male single,26.0,critical/other existing credit
834,female div/dep/mar,24.0,existing paid
655,male single,29.0,existing paid
434,female div/dep/mar,40.0,critical/other existing credit
951,male single,36.0,all paid
26,male single,28.0,existing paid
88,male single,27.0,existing paid
35,male single,36.0,critical/other existing credit
300,male single,38.0,existing paid
295,male div/sep,48.0,existing paid
535,male single,36.0,critical/other existing credit
952,female div/dep/mar,65.0,critical/other existing credit
931,male div/sep,43.0,existing paid
349,female div/dep/mar,53.0,existing paid
296,male single,34.0,critical/other existing credit
449,male single,23.0,existing paid
283,male single,34.0,critical/other existing credit
317,male single,40.0,all paid
479,male single,43.0,critical/other existing credit
729,male single,46.0,critical/other existing credit
721,male single,38.0,critical/other existing credit
523,male single,34.0,critical/other existing credit
653,male single,29.0,critical/other existing credit
336,male single,31.0,delayed previously
442,female div/dep/mar,28.0,existing paid
769,female div/dep/mar,35.0,critical/other existing credit
153,female div/dep/mar,33.0,existing paid
440,male single,42.0,existing paid
661,male single,43.0,critical/other existing credit
9,male div/sep,44.0,critical/other existing credit
113,male single,42.0,critical/other existing credit
450,male mar/wid,40.0,existing paid
464,male single,36.0,existing paid
907,male single,20.0,existing paid
322,male single,24.0,existing paid
637,male mar/wid,27.0,existing paid
452,female div/dep/mar,46.0,delayed previously
981,female div/dep/mar,33.0,existing paid
852,female div/dep/mar,34.0,delayed previously
414,female div/dep/mar,25.0,critical/other existing credit
864,female div/dep/mar,25.0,existing paid
660,male div/sep,28.0,existing paid
631,male single,31.0,all paid
974,female div/dep/mar,32.0,no credits/all paid
592,male single,32.0,existing paid
424,male single,68.0,existing paid
32,male div/sep,33.0,existing paid
92,male single,39.0,existing paid
13,female div/dep/mar,28.0,critical/other existing credit
371,male single,37.0,delayed previously
518,female div/dep/mar,22.0,existing paid
315,male single,30.0,existing paid
711,male div/sep,55.0,all paid
101,male single,46.0,all paid
755,female div/dep/mar,21.0,critical/other existing credit
304,male single,39.0,existing paid
583,male single,58.0,existing paid
900,male single,43.0,delayed previously
129,male single,24.0,existing paid
886,female div/dep/mar,22.0,existing paid
971,male single,30.0,critical/other existing credit
904,male single,42.0,critical/other existing credit
638,female div/dep/mar,23.0,existing paid
391,male single,30.0,delayed previously
639,female div/dep/mar,28.0,existing paid
39,male mar/wid,30.0,existing paid
873,male single,42.0,existing paid
777,male single,46.0,critical/other existing credit
239,male single,45.0,existing paid
918,male single,31.0,existing paid
707,male single,31.0,existing paid
994,male single,42.0,critical/other existing credit
93,female div/dep/mar,46.0,existing paid
152,female div/dep/mar,30.0,no credits/all paid
714,male single,30.0,all paid
380,male single,38.0,existing paid
868,male mar/wid,43.0,existing paid
593,male single,31.0,existing paid
148,male mar/wid,40.0,critical/other existing credit
734,male single,24.0,delayed previously
926,female div/dep/mar,28.0,existing paid
786,female div/dep/mar,26.0,existing paid
790,female div/dep/mar,29.0,existing paid
109,female div/dep/mar,57.0,critical/other existing credit
60,male single,49.0,critical/other existing credit
132,male single,37.0,critical/other existing credit
420,male single,45.0,existing paid
337,male single,30.0,existing paid
717,male mar/wid,30.0,critical/other existing credit
986,male div/sep,47.0,delayed previously
667,male single,29.0,existing paid
61,male single,35.0,existing paid
112,male mar/wid,22.0,existing paid
811,female div/dep/mar,26.0,existing paid
607,male single,23.0,critical/other existing credit
932,female div/dep/mar,54.0,existing paid
602,male mar/wid,29.0,existing paid
266,male single,40.0,critical/other existing credit
183,male single,22.0,existing paid
259,male single,43.0,existing paid
57,female div/dep/mar,29.0,all paid
221,male single,36.0,existing paid
238,female div/dep/mar,33.0,critical/other existing credit
74,female div/dep/mar,57.0,existing paid
766,female div/dep/mar,64.0,existing paid
19,male single,42.0,delayed previously
27,male single,47.0,delayed previously
840,male mar/wid,25.0,all paid
632,male single,49.0,critical/other existing credit
677,male single,33.0,existing paid
247,female div/dep/mar,28.0,existing paid
948,male single,26.0,existing paid
130,male single,30.0,critical/other existing credit
798,female div/dep/mar,25.0,critical/other existing credit
530,male div/sep,33.0,no credits/all paid
702,female div/dep/mar,64.0,existing paid
553,male single,29.0,existing paid
225,male single,48.0,critical/other existing credit
144,male single,37.0,critical/other existing credit
223,male single,34.0,all paid
867,male mar/wid,23.0,existing paid
787,male single,30.0,existing paid
486,male single,50.0,existing paid
621,female div/dep/mar,31.0,existing paid
978,male div/sep,40.0,existing paid
216,male single,38.0,existing paid
953,male single,23.0,existing paid
706,male single,27.0,critical/other existing credit
