Key_1_2,savings_status,purpose,credit_amount,duration,checking_status
532,no known savings,used car,5433.0,24.0,no checking
906,<100,business,806.0,15.0,<0
423,<100,radio/tv,1082.0,9.0,0<=X<200
741,<100,furniture/equipment,2788.0,15.0,no checking
142,<100,radio/tv,2930.0,12.0,0<=X<200
779,no known savings,education,1927.0,24.0,no checking
955,<100,new car,2820.0,36.0,0<=X<200
921,<100,retraining,937.0,24.0,no checking
784,<100,new car,1056.0,18.0,0<=X<200
400,<100,new car,3124.0,12.0,0<=X<200
24,<100,furniture/equipment,1388.0,9.0,no checking
29,<100,repairs,2384.0,36.0,0<=X<200
576,no known savings,new car,2133.0,12.0,no checking
483,<100,furniture/equipment,2039.0,18.0,<0
405,<100,new car,2799.0,9.0,<0
834,<100,furniture/equipment,1289.0,12.0,<0
983,<100,domestic appliance,1217.0,18.0,<0
388,<100,furniture/equipment,2246.0,12.0,<0
107,<100,radio/tv,385.0,12.0,<0
705,no known savings,new car,1965.0,24.0,0<=X<200
871,>=1000,business,1572.0,21.0,no checking
3,<100,new car,2718.0,24.0,0<=X<200
125,no known savings,other,1358.0,24.0,<0
293,100<=X<500,new car,931.0,6.0,0<=X<200
524,<100,new car,1442.0,24.0,<0
238,<100,business,4241.0,24.0,0<=X<200
640,<100,new car,2775.0,18.0,no checking
11,<100,business,3863.0,24.0,no checking
838,<100,radio/tv,2329.0,7.0,0<=X<200
887,<100,furniture/equipment,918.0,9.0,0<=X<200
408,<100,education,1837.0,24.0,0<=X<200
635,<100,furniture/equipment,3349.0,36.0,no checking
527,<100,furniture/equipment,1275.0,10.0,>=200
46,500<=X<1000,furniture/equipment,2828.0,24.0,<0
954,<100,business,4526.0,24.0,no checking
226,100<=X<500,radio/tv,2671.0,36.0,0<=X<200
776,<100,radio/tv,2051.0,18.0,no checking
569,no known savings,used car,1300.0,15.0,no checking
951,100<=X<500,domestic appliance,741.0,12.0,<0
103,100<=X<500,new car,1240.0,10.0,>=200
27,>=1000,radio/tv,3357.0,21.0,<0
161,<100,used car,3632.0,24.0,<0
305,<100,furniture/equipment,1808.0,18.0,no checking
523,no known savings,business,12204.0,48.0,0<=X<200
471,no known savings,radio/tv,9157.0,60.0,0<=X<200
729,<100,new car,3676.0,6.0,<0
666,100<=X<500,furniture/equipment,3441.0,30.0,0<=X<200
697,<100,new car,640.0,12.0,no checking
165,<100,business,3652.0,21.0,0<=X<200
655,<100,new car,1530.0,18.0,no checking
820,no known savings,business,3914.0,48.0,no checking
660,<100,furniture/equipment,1858.0,12.0,<0
454,<100,radio/tv,2600.0,18.0,<0
30,no known savings,radio/tv,1979.0,15.0,no checking
566,<100,furniture/equipment,2116.0,6.0,>=200
586,100<=X<500,new car,1437.0,9.0,0<=X<200
369,500<=X<1000,furniture/equipment,4042.0,42.0,no checking
375,no known savings,education,3832.0,9.0,no checking
621,<100,radio/tv,3660.0,24.0,<0
215,<100,furniture/equipment,1553.0,18.0,<0
108,no known savings,radio/tv,1444.0,15.0,0<=X<200
995,<100,furniture/equipment,1980.0,9.0,no checking
495,<100,new car,1355.0,24.0,0<=X<200
652,<100,education,1393.0,12.0,no checking
146,500<=X<1000,radio/tv,1376.0,24.0,no checking
393,<100,radio/tv,15653.0,60.0,no checking
133,<100,radio/tv,1493.0,12.0,no checking
614,<100,radio/tv,4370.0,42.0,<0
541,<100,education,750.0,18.0,<0
837,<100,repairs,1308.0,15.0,0<=X<200
42,100<=X<500,education,4623.0,15.0,no checking
184,<100,radio/tv,1851.0,24.0,no checking
653,<100,radio/tv,1880.0,18.0,<0
15,no known savings,business,7980.0,36.0,no checking
707,<100,furniture/equipment,4583.0,30.0,<0
623,500<=X<1000,new car,1386.0,12.0,no checking
64,<100,new car,947.0,24.0,>=200
641,<100,education,684.0,12.0,<0
763,<100,education,7476.0,48.0,<0
48,<100,furniture/equipment,1922.0,12.0,0<=X<200
9,<100,new car,2303.0,24.0,<0
752,100<=X<500,new car,8086.0,36.0,0<=X<200
427,<100,used car,2346.0,24.0,no checking
839,<100,new car,3973.0,14.0,<0
961,<100,new car,888.0,12.0,0<=X<200
39,no known savings,radio/tv,10222.0,48.0,no checking
990,<100,business,4221.0,30.0,0<=X<200
70,<100,furniture/equipment,6361.0,18.0,0<=X<200
997,<100,radio/tv,1297.0,12.0,>=200
392,no known savings,new car,900.0,12.0,<0
986,<100,furniture/equipment,2241.0,21.0,no checking
611,<100,furniture/equipment,1050.0,6.0,0<=X<200
148,<100,education,1047.0,6.0,>=200
385,<100,other,6314.0,24.0,no checking
182,>=1000,furniture/equipment,3496.0,30.0,0<=X<200
419,<100,business,3609.0,48.0,no checking
145,<100,new car,4843.0,12.0,<0
827,<100,radio/tv,3017.0,30.0,>=200
739,100<=X<500,business,4139.0,24.0,no checking
493,100<=X<500,business,5742.0,36.0,no checking
140,<100,new car,10366.0,60.0,no checking
333,500<=X<1000,new car,2080.0,6.0,no checking
602,500<=X<1000,business,2580.0,21.0,no checking
731,<100,radio/tv,4530.0,30.0,no checking
664,<100,furniture/equipment,5150.0,24.0,no checking
198,100<=X<500,radio/tv,5595.0,72.0,0<=X<200
407,<100,radio/tv,2384.0,24.0,<0
185,<100,radio/tv,1453.0,18.0,no checking
115,<100,education,1538.0,6.0,no checking
861,no known savings,radio/tv,2279.0,12.0,no checking
276,<100,radio/tv,1478.0,15.0,no checking
823,<100,radio/tv,5103.0,24.0,no checking
152,100<=X<500,business,9857.0,36.0,0<=X<200
745,no known savings,new car,6527.0,60.0,no checking
191,no known savings,radio/tv,1347.0,10.0,>=200
519,100<=X<500,new car,2862.0,36.0,0<=X<200
787,100<=X<500,radio/tv,2753.0,9.0,no checking
0,>=1000,new car,3651.0,12.0,<0
282,<100,furniture/equipment,975.0,15.0,<0
463,100<=X<500,repairs,2631.0,15.0,0<=X<200
817,100<=X<500,radio/tv,2896.0,24.0,0<=X<200
467,no known savings,new car,4716.0,6.0,<0
50,<100,radio/tv,2284.0,24.0,no checking
938,500<=X<1000,used car,1236.0,6.0,no checking
850,<100,radio/tv,1103.0,12.0,0<=X<200
864,<100,new car,926.0,12.0,no checking
263,<100,radio/tv,1800.0,18.0,no checking
574,<100,education,1905.0,15.0,>=200
585,500<=X<1000,furniture/equipment,1123.0,12.0,no checking
994,<100,used car,6331.0,48.0,<0
248,100<=X<500,radio/tv,1377.0,24.0,>=200
355,100<=X<500,business,2503.0,30.0,0<=X<200
439,<100,business,2528.0,27.0,0<=X<200
430,500<=X<1000,new car,5324.0,15.0,no checking
410,100<=X<500,new car,6560.0,48.0,0<=X<200
438,<100,furniture/equipment,2969.0,12.0,0<=X<200
10,<100,radio/tv,1206.0,9.0,0<=X<200
760,<100,radio/tv,2118.0,9.0,0<=X<200
515,500<=X<1000,radio/tv,629.0,18.0,no checking
92,<100,education,1198.0,6.0,<0
317,no known savings,used car,2476.0,21.0,no checking
266,<100,radio/tv,1138.0,9.0,<0
377,<100,new car,14027.0,60.0,0<=X<200
354,no known savings,used car,7596.0,30.0,no checking
98,no known savings,radio/tv,3077.0,30.0,no checking
339,<100,radio/tv,1505.0,18.0,no checking
869,no known savings,radio/tv,3148.0,24.0,>=200
534,100<=X<500,used car,6148.0,20.0,0<=X<200
32,<100,radio/tv,1337.0,9.0,>=200
492,>=1000,education,433.0,6.0,0<=X<200
200,<100,new car,1228.0,12.0,<0
514,500<=X<1000,radio/tv,790.0,9.0,0<=X<200
782,<100,new car,2570.0,27.0,no checking
988,>=1000,new car,250.0,6.0,no checking
497,500<=X<1000,radio/tv,1316.0,15.0,no checking
114,<100,radio/tv,1882.0,18.0,<0
240,<100,business,6416.0,48.0,0<=X<200
725,>=1000,business,1275.0,24.0,>=200
20,<100,radio/tv,6403.0,24.0,0<=X<200
772,<100,radio/tv,1987.0,24.0,<0
971,<100,radio/tv,760.0,8.0,0<=X<200
804,>=1000,used car,2603.0,24.0,no checking
469,<100,new car,3380.0,4.0,no checking
366,no known savings,domestic appliance,3990.0,36.0,0<=X<200
844,<100,used car,11560.0,24.0,0<=X<200
358,100<=X<500,new car,4380.0,18.0,<0
764,<100,new car,6761.0,6.0,no checking
945,100<=X<500,business,4280.0,30.0,0<=X<200
754,100<=X<500,new car,2325.0,24.0,<0
976,<100,radio/tv,1048.0,10.0,0<=X<200
426,no known savings,radio/tv,3160.0,21.0,no checking
298,500<=X<1000,furniture/equipment,2483.0,24.0,<0
996,no known savings,furniture/equipment,14179.0,39.0,<0
136,<100,business,1797.0,13.0,<0
397,<100,new car,2511.0,15.0,<0
570,<100,new car,1274.0,12.0,<0
857,no known savings,used car,5248.0,21.0,no checking
786,<100,used car,3029.0,15.0,no checking
55,<100,furniture/equipment,428.0,6.0,<0
260,<100,new car,976.0,18.0,<0
474,100<=X<500,business,841.0,12.0,0<=X<200
584,<100,radio/tv,5771.0,30.0,no checking
732,>=1000,repairs,1555.0,12.0,no checking
491,no known savings,new car,1285.0,24.0,<0
806,<100,new car,1299.0,6.0,>=200
508,no known savings,radio/tv,1271.0,15.0,>=200
593,<100,new car,1393.0,24.0,no checking
296,<100,new car,691.0,12.0,<0
391,no known savings,new car,5045.0,15.0,no checking
138,<100,furniture/equipment,2124.0,18.0,<0
773,<100,radio/tv,2214.0,12.0,<0
153,no known savings,new car,12680.0,21.0,no checking
749,100<=X<500,new car,2463.0,24.0,no checking
251,<100,radio/tv,1155.0,12.0,0<=X<200
828,<100,furniture/equipment,3108.0,30.0,<0
334,no known savings,used car,2901.0,10.0,no checking
800,<100,furniture/equipment,3617.0,12.0,0<=X<200
802,<100,radio/tv,1655.0,12.0,no checking
982,no known savings,used car,2812.0,24.0,<0
323,<100,education,8065.0,36.0,<0
504,<100,used car,3275.0,21.0,no checking
687,100<=X<500,radio/tv,2223.0,24.0,no checking
681,500<=X<1000,new car,1480.0,12.0,>=200
757,no known savings,new car,1371.0,24.0,<0
753,<100,new car,3535.0,36.0,no checking
336,<100,radio/tv,3509.0,18.0,<0
257,>=1000,used car,5711.0,36.0,no checking
654,<100,repairs,3872.0,18.0,0<=X<200
381,<100,radio/tv,4933.0,39.0,0<=X<200
151,>=1000,new car,1940.0,24.0,no checking
472,<100,retraining,1410.0,12.0,0<=X<200
883,100<=X<500,new car,836.0,12.0,0<=X<200
959,no known savings,used car,6468.0,20.0,0<=X<200
600,>=1000,business,1941.0,18.0,0<=X<200
634,500<=X<1000,radio/tv,2675.0,22.0,no checking
88,no known savings,used car,2751.0,48.0,no checking
26,<100,education,6224.0,48.0,0<=X<200
613,<100,education,5998.0,40.0,<0
382,<100,business,1188.0,21.0,0<=X<200
967,no known savings,used car,6313.0,24.0,no checking
721,no known savings,furniture/equipment,1221.0,6.0,no checking
43,<100,furniture/equipment,2892.0,24.0,>=200
512,500<=X<1000,furniture/equipment,3062.0,24.0,no checking
775,100<=X<500,furniture/equipment,2301.0,9.0,no checking
7,no known savings,used car,7511.0,18.0,<0
424,<100,furniture/equipment,1258.0,12.0,no checking
924,no known savings,new car,717.0,24.0,no checking
552,no known savings,new car,1549.0,9.0,0<=X<200
475,<100,education,1597.0,24.0,no checking
411,<100,radio/tv,1795.0,18.0,0<=X<200
597,<100,furniture/equipment,4272.0,20.0,<0
751,no known savings,radio/tv,976.0,12.0,no checking
432,no known savings,new car,7472.0,12.0,0<=X<200
670,<100,new car,9271.0,36.0,<0
448,<100,radio/tv,590.0,6.0,0<=X<200
644,no known savings,radio/tv,930.0,12.0,no checking
49,<100,used car,9283.0,42.0,0<=X<200
116,<100,new car,1778.0,15.0,0<=X<200
846,<100,business,907.0,8.0,0<=X<200
387,<100,radio/tv,484.0,6.0,0<=X<200
845,<100,used car,9629.0,36.0,<0
662,<100,domestic appliance,3051.0,48.0,<0
855,<100,new car,3931.0,48.0,<0
618,<100,new car,7432.0,36.0,0<=X<200
183,500<=X<1000,domestic appliance,1338.0,6.0,no checking
357,<100,radio/tv,1554.0,6.0,no checking
852,<100,other,15857.0,36.0,<0
485,<100,radio/tv,1345.0,18.0,<0
505,<100,new car,1101.0,12.0,no checking
13,<100,radio/tv,3016.0,12.0,>=200
730,<100,furniture/equipment,2712.0,36.0,<0
807,<100,new car,731.0,8.0,<0
620,<100,furniture/equipment,3780.0,18.0,no checking
141,<100,new car,1602.0,21.0,<0
931,<100,new car,3966.0,18.0,<0
443,<100,business,4165.0,18.0,no checking
872,no known savings,used car,8335.0,36.0,<0
312,no known savings,business,6681.0,48.0,0<=X<200
583,500<=X<1000,business,2375.0,24.0,no checking
840,<100,new car,1216.0,18.0,<0
637,<100,business,11816.0,45.0,<0
132,no known savings,radio/tv,5084.0,24.0,0<=X<200
476,<100,radio/tv,2327.0,15.0,>=200
816,<100,new car,1082.0,12.0,<0
394,no known savings,radio/tv,886.0,12.0,no checking
143,<100,furniture/equipment,601.0,4.0,no checking
118,<100,used car,2957.0,24.0,<0
45,<100,radio/tv,2611.0,24.0,no checking
604,<100,furniture/equipment,5179.0,36.0,<0
953,<100,used car,2993.0,21.0,no checking
969,<100,repairs,1943.0,18.0,no checking
335,<100,business,1559.0,24.0,no checking
587,<100,furniture/equipment,3422.0,18.0,no checking
733,no known savings,furniture/equipment,3976.0,21.0,0<=X<200
513,no known savings,new car,6761.0,18.0,no checking
176,<100,new car,1249.0,24.0,no checking
453,<100,radio/tv,1364.0,9.0,<0
304,<100,radio/tv,709.0,12.0,<0
579,<100,new car,2235.0,20.0,<0
249,no known savings,used car,4042.0,24.0,no checking
86,<100,radio/tv,1471.0,15.0,no checking
588,<100,new car,1442.0,18.0,<0
155,<100,new car,10875.0,36.0,no checking
898,100<=X<500,new car,1474.0,24.0,no checking
981,no known savings,retraining,894.0,10.0,no checking
326,<100,furniture/equipment,3343.0,15.0,no checking
500,<100,new car,3959.0,15.0,<0
932,100<=X<500,new car,3577.0,9.0,no checking
413,>=1000,used car,5804.0,24.0,no checking
947,<100,business,2169.0,18.0,no checking
433,<100,radio/tv,2439.0,24.0,<0
691,>=1000,furniture/equipment,4526.0,27.0,no checking
324,<100,furniture/equipment,2210.0,10.0,no checking
737,500<=X<1000,furniture/equipment,2221.0,15.0,no checking
714,<100,radio/tv,2389.0,18.0,<0
863,<100,furniture/equipment,3331.0,12.0,no checking
868,no known savings,business,7409.0,36.0,no checking
944,<100,furniture/equipment,652.0,12.0,<0
481,500<=X<1000,furniture/equipment,7678.0,36.0,no checking
582,<100,new car,1343.0,6.0,>=200
899,100<=X<500,business,1382.0,24.0,<0
803,no known savings,domestic appliance,874.0,15.0,no checking
819,<100,furniture/equipment,3590.0,12.0,<0
884,>=1000,new car,1322.0,11.0,0<=X<200
415,<100,radio/tv,1940.0,18.0,<0
658,<100,radio/tv,3595.0,36.0,no checking
459,<100,new car,1422.0,9.0,<0
23,no known savings,radio/tv,6742.0,30.0,no checking
76,<100,used car,7814.0,24.0,no checking
308,no known savings,used car,9277.0,24.0,no checking
853,no known savings,new car,2181.0,30.0,0<=X<200
777,<100,radio/tv,1098.0,18.0,no checking
683,<100,furniture/equipment,4057.0,24.0,0<=X<200
434,<100,education,795.0,12.0,<0
645,no known savings,business,2825.0,24.0,0<=X<200
259,<100,business,15672.0,48.0,0<=X<200
901,<100,new car,6614.0,36.0,no checking
352,no known savings,used car,7824.0,28.0,no checking
848,<100,business,2442.0,27.0,<0
797,<100,radio/tv,1829.0,15.0,no checking
124,<100,new car,2171.0,12.0,<0
442,<100,used car,5800.0,36.0,0<=X<200
17,no known savings,radio/tv,1169.0,18.0,no checking
210,no known savings,used car,8947.0,36.0,no checking
166,<100,radio/tv,2606.0,21.0,<0
353,>=1000,furniture/equipment,1592.0,12.0,no checking
525,no known savings,furniture/equipment,2186.0,15.0,no checking
964,<100,furniture/equipment,4153.0,18.0,<0
449,<100,new car,2625.0,16.0,<0
858,no known savings,new car,3485.0,20.0,no checking
28,no known savings,used car,10477.0,36.0,no checking
399,no known savings,radio/tv,1386.0,15.0,no checking
911,<100,radio/tv,1278.0,24.0,no checking
716,<100,radio/tv,1107.0,12.0,<0
163,no known savings,new car,3763.0,21.0,<0
625,no known savings,education,3711.0,36.0,0<=X<200
421,<100,used car,3594.0,15.0,no checking
347,no known savings,new car,3195.0,9.0,0<=X<200
300,<100,radio/tv,4454.0,36.0,no checking
384,<100,furniture/equipment,4736.0,24.0,0<=X<200
332,no known savings,radio/tv,2991.0,30.0,0<=X<200
174,>=1000,business,2142.0,11.0,no checking
601,<100,business,3161.0,24.0,<0
815,<100,other,18424.0,48.0,0<=X<200
172,100<=X<500,used car,2848.0,10.0,no checking
768,<100,new car,14896.0,6.0,<0
285,100<=X<500,furniture/equipment,2359.0,24.0,<0
680,<100,furniture/equipment,3345.0,24.0,<0
547,<100,furniture/equipment,1817.0,18.0,no checking
139,500<=X<1000,radio/tv,12749.0,48.0,no checking
418,<100,radio/tv,1366.0,9.0,<0
734,<100,new car,2002.0,12.0,0<=X<200
789,<100,furniture/equipment,6872.0,24.0,<0
712,<100,new car,697.0,12.0,<0
765,<100,furniture/equipment,1049.0,18.0,<0
885,<100,used car,10297.0,48.0,<0
466,no known savings,radio/tv,1867.0,30.0,no checking
934,<100,new car,1344.0,12.0,<0
610,<100,furniture/equipment,1747.0,24.0,<0
302,<100,radio/tv,1670.0,9.0,0<=X<200
598,<100,new car,1224.0,9.0,no checking
280,500<=X<1000,radio/tv,522.0,12.0,no checking
406,<100,radio/tv,1498.0,12.0,<0
119,100<=X<500,radio/tv,1919.0,30.0,0<=X<200
490,<100,radio/tv,745.0,9.0,>=200
638,<100,radio/tv,2063.0,6.0,0<=X<200
225,<100,education,6288.0,60.0,0<=X<200
878,no known savings,used car,6842.0,24.0,no checking
728,no known savings,new car,3527.0,12.0,no checking
612,<100,new car,1546.0,10.0,no checking
879,no known savings,furniture/equipment,929.0,24.0,no checking
630,<100,new car,1455.0,4.0,no checking
929,<100,furniture/equipment,1845.0,15.0,<0
303,500<=X<1000,new car,8358.0,48.0,0<=X<200
851,500<=X<1000,furniture/equipment,3349.0,24.0,<0
836,no known savings,new car,2859.0,12.0,no checking
679,<100,furniture/equipment,1533.0,18.0,no checking
82,100<=X<500,radio/tv,3621.0,24.0,no checking
795,<100,business,3590.0,18.0,0<=X<200
144,<100,business,2145.0,36.0,<0
897,500<=X<1000,used car,4113.0,24.0,0<=X<200
2,<100,furniture/equipment,10974.0,36.0,no checking
627,<100,new car,1893.0,12.0,<0
628,>=1000,radio/tv,1231.0,24.0,<0
631,no known savings,radio/tv,3656.0,30.0,>=200
900,<100,radio/tv,1154.0,9.0,0<=X<200
330,<100,new car,4006.0,28.0,<0
842,100<=X<500,furniture/equipment,3069.0,24.0,0<=X<200
231,<100,radio/tv,1740.0,6.0,no checking
71,<100,new car,2353.0,21.0,0<=X<200
989,no known savings,new car,3556.0,15.0,no checking
478,500<=X<1000,radio/tv,2397.0,24.0,no checking
968,<100,repairs,454.0,6.0,0<=X<200
632,no known savings,radio/tv,1715.0,30.0,0<=X<200
359,500<=X<1000,radio/tv,2520.0,27.0,0<=X<200
218,<100,radio/tv,3568.0,15.0,no checking
801,no known savings,radio/tv,7166.0,42.0,no checking
502,<100,new car,3939.0,11.0,<0
562,100<=X<500,repairs,1514.0,15.0,0<=X<200
554,<100,new car,7393.0,24.0,no checking
97,<100,new car,1193.0,24.0,<0
351,<100,business,7297.0,60.0,<0
926,<100,radio/tv,2831.0,30.0,no checking
458,500<=X<1000,radio/tv,1258.0,24.0,>=200
181,<100,radio/tv,753.0,6.0,0<=X<200
113,no known savings,business,2427.0,18.0,0<=X<200
935,<100,new car,2538.0,24.0,no checking
175,100<=X<500,new car,1264.0,15.0,0<=X<200
659,<100,furniture/equipment,8386.0,30.0,0<=X<200
134,<100,business,4844.0,48.0,no checking
288,100<=X<500,new car,2923.0,21.0,>=200
551,<100,used car,8229.0,36.0,<0
567,<100,furniture/equipment,2028.0,24.0,no checking
180,<100,furniture/equipment,1433.0,15.0,<0
915,<100,business,6289.0,42.0,>=200
59,100<=X<500,radio/tv,1409.0,13.0,no checking
913,<100,used car,6579.0,24.0,<0
228,<100,radio/tv,1743.0,24.0,0<=X<200
742,no known savings,education,3565.0,12.0,no checking
558,100<=X<500,radio/tv,1569.0,15.0,no checking
121,no known savings,radio/tv,1936.0,18.0,<0
102,<100,furniture/equipment,3959.0,36.0,<0
414,no known savings,new car,2390.0,12.0,no checking
431,<100,furniture/equipment,1736.0,12.0,no checking
84,<100,used car,3857.0,30.0,<0
51,<100,radio/tv,804.0,12.0,no checking
694,<100,radio/tv,1845.0,45.0,<0
948,100<=X<500,used car,4576.0,45.0,0<=X<200
