Key_0_0,housing,other_parties,job,Key_1_1
595,rent,guarantor,skilled,93
280,own,none,skilled,152
505,for free,none,skilled,714
353,own,none,high qualif/self emp/mgmt,380
364,own,co applicant,unskilled resident,868
275,own,none,skilled,593
938,own,none,unemp/unskilled non res,148
558,own,none,skilled,734
546,rent,none,skilled,926
422,own,none,high qualif/self emp/mgmt,786
716,own,guarantor,skilled,790
610,rent,none,high qualif/self emp/mgmt,109
119,own,none,unskilled resident,60
792,own,none,unskilled resident,132
500,own,none,unskilled resident,420
31,for free,none,skilled,337
324,rent,none,skilled,717
265,own,none,skilled,986
510,own,none,skilled,667
163,own,none,skilled,61
583,own,none,unskilled resident,112
358,own,none,skilled,811
878,own,none,unskilled resident,607
10,rent,none,high qualif/self emp/mgmt,932
521,rent,none,skilled,602
255,own,none,unskilled resident,266
355,own,guarantor,skilled,183
150,own,none,unskilled resident,259
747,rent,co applicant,unemp/unskilled non res,57
309,rent,co applicant,skilled,221
562,own,none,skilled,238
734,own,none,unskilled resident,74
932,own,guarantor,skilled,766
349,own,none,skilled,19
721,own,none,unskilled resident,27
914,rent,none,skilled,840
913,own,none,skilled,632
681,rent,none,high qualif/self emp/mgmt,677
204,own,none,high qualif/self emp/mgmt,247
949,own,none,skilled,948
209,own,none,unskilled resident,130
820,rent,none,skilled,798
889,own,none,skilled,530
698,own,none,skilled,702
22,for free,none,high qualif/self emp/mgmt,553
601,own,none,unskilled resident,225
433,own,none,unskilled resident,144
371,own,none,unskilled resident,223
859,rent,none,unskilled resident,867
783,own,none,high qualif/self emp/mgmt,787
100,own,none,skilled,486
438,own,none,unskilled resident,621
243,own,none,high qualif/self emp/mgmt,978
419,own,none,skilled,216
429,for free,none,skilled,953
951,own,none,skilled,706
