Key_3_13,D3,D8,D177,D60,D10,D64,D83,D739,D158,D660,D187,D209,D146,D607,D87,D659,D182,D217,D469
2541,0.05,0.337194779,0.000514,0.0,0.264614683,0.0,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
1174,0.0,0.473175126,0.0462,0.0294,0.231050944,0.0,0.333333333,0.0,0.0667,0.0857,0.836961625,0.47291097,0.523809524,0.0,0.203353556,0.125,0.148386538,0.539307845,0.0
2386,0.1,0.46027638,0.120862547,0.0,0.318990245,0.166666669,0.111111111,0.136363636,0.0,0.0,0.754778237,0.296797516,0.0714,0.142857143,0.406708296,0.125,0.0943,0.307084958,0.166666667
2997,0.05,0.386300724,0.000514,0.0294,0.182590726,0.0589,0.0,0.0455,0.0889,0.0,0.836961625,0.296797516,0.142857143,0.0,0.546227991,0.0,0.0943,0.539307845,0.0
299,0.2,0.49163252,0.358608552,0.0,0.187341193,0.0589,0.333333333,0.25,0.0889,0.142857143,0.836961625,0.296797516,0.261904762,0.285714286,0.291221824,0.25,0.0943,0.539307845,0.0
2522,0.2,0.597128578,0.252429553,0.0,0.37463874,0.0,0.111111111,0.136363636,0.0,0.0286,0.836961625,0.296797516,0.0476,0.0714,0.307537755,0.125,0.0943,0.539307845,0.0
1085,0.2,0.229232223,0.000514,0.0,0.132065,0.157709928,0.111111111,0.136363636,0.111111111,0.0,0.836961625,0.296797516,0.0,0.0,0.379090093,0.0,0.0943,0.539307845,0.333333333
1505,0.05,0.314042183,0.000514,0.0,0.233584909,0.0831,0.0,0.0,0.0444,0.0,0.836961625,0.296797516,0.0238,0.0,0.45064243,0.0,0.0943,0.539307845,0.0
571,0.0,0.564867691,0.131758485,0.0,0.315879937,0.0,0.333333333,0.0,0.0,0.114285714,0.836961625,0.296797516,0.142857143,0.0,0.374076265,0.25,0.0943,0.539307845,0.0
2207,0.1,0.592132655,0.107178361,0.0,0.388638041,0.225420398,0.111111111,0.0909,0.0,0.0,0.751732075,0.505630996,0.0952,0.0714,0.335155958,0.125,0.150775849,0.298477519,0.166666667
2782,0.15,0.373160096,0.000514,0.0588,0.200828434,0.161919076,0.0,0.0682,0.0444,0.0,0.836961625,0.296797516,0.0238,0.0,0.478260465,0.0,0.0943,0.539307845,0.166666667
1700,0.1,0.520611091,0.442581241,0.00621,0.245673355,0.0,0.444444444,0.227272727,0.0,0.2,0.836961625,0.876349817,0.142857143,0.142857143,0.24728769,0.375,0.232456711,0.539307845,0.0
1994,0.0,0.393151336,0.149030933,0.0,0.142963729,0.0,0.111111111,0.0,0.0667,0.0286,0.836961625,0.296797516,0.19047619,0.0,0.308966093,0.125,0.0943,0.539307845,0.0
1601,0.0,0.240263334,0.000514,0.117647068,0.0745,0.0289,0.111111111,0.0,0.2,0.0,0.836961625,0.296797516,0.0,0.0,0.415580346,0.0,0.0943,0.539307845,0.0
2717,0.0,0.485938299,0.000514,0.0,0.406416904,0.0831,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.45064243,0.0,0.0943,0.539307845,0.0
3223,0.05,0.563820535,0.51907576,0.0,0.230627965,0.0,0.444444444,0.136363636,0.0222,0.171428571,0.836961625,0.89632479,0.285714286,0.142857143,0.219669486,0.375,0.235349891,0.539307845,0.0
3266,0.1,0.247572606,0.000514,0.0588,0.175154137,0.0789,0.0,0.0682,0.0889,0.0,0.836961625,0.296797516,0.0,0.0,0.45064243,0.0,0.0943,0.539307845,0.166666667
2216,0.05,0.564093401,0.15423234,0.0275,0.374505513,0.166666669,0.111111111,0.0455,0.0,0.0286,0.75377621,0.296797516,0.0,0.0714,0.379089923,0.125,0.0943,0.304253564,0.166666667
1024,0.2,0.437097248,0.000514,0.0,0.388078673,0.162168083,0.111111111,0.0909,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.379090093,0.0,0.0943,0.539307845,0.0833
2452,0.0,0.537174444,0.395335783,0.0294,0.260345904,0.0,0.333333333,0.0,0.0222,0.228571429,0.836961625,0.888538722,0.404761905,0.0,0.219669656,0.375,0.376812301,0.539307845,0.0
911,0.1,0.36902023,0.213003255,0.264705879,0.012,0.126888,0.555555556,0.113636364,0.377777778,0.0571,0.836961625,0.296797516,0.30952381,0.0714,0.303953451,0.125,0.0943,0.539307845,0.0
2079,0.15,0.466981255,0.000514,0.0,0.29938058,0.185355763,0.0,0.0227,0.0444,0.0,0.836961625,0.296797516,0.0,0.0,0.45064243,0.0,0.0943,0.539307845,0.0833
2165,0.05,0.497209276,0.000514,0.0294,0.358737529,0.0589,0.0,0.0227,0.0,0.0,0.836961625,0.296797516,0.0238,0.0,0.406708296,0.0,0.0943,0.539307845,0.0
3163,0.1,0.589769774,0.397059094,0.0,0.379170311,0.00768,0.222222222,0.136363636,0.0,0.0571,0.836961625,0.296797516,0.166666667,0.0714,0.235985417,0.25,0.0943,0.539307845,0.0
2028,0.05,0.296132249,0.000514,0.147058827,0.142004682,0.0838,0.111111111,0.0455,0.0667,0.0,0.836961625,0.296797516,0.0,0.0,0.323853855,0.0,0.0943,0.539307845,0.0833
2363,0.0,0.475784815,0.000514,0.0294,0.202652246,0.0,0.0,0.0,0.0889,0.0,0.836961625,0.296797516,0.0238,0.0,0.423024058,0.0,0.0943,0.539307845,0.0
858,0.05,0.747539477,0.0594,0.0,0.398986888,0.166666669,0.111111111,0.0455,0.0,0.0,0.746063466,0.296797516,0.0476,0.0714,0.43432633,0.125,0.0943,0.282459916,0.166666667
617,0.1,0.548508626,0.567485829,0.00621,0.252415811,0.0,0.444444444,0.25,0.0222,0.228571429,0.836961625,0.296797516,0.238095238,0.214285714,0.219669317,0.375,0.0943,0.539307845,0.0
78,0.0,0.58233864,0.696959682,0.0,0.3664501,0.0,0.666666667,0.0,0.0,0.6,0.836961625,0.905547574,0.666666667,0.0,0.0766,0.75,0.683218473,0.539307845,0.0
2531,0.1,0.562989278,0.1307224,0.0,0.379791299,0.166666669,0.111111111,0.113636364,0.0,0.0,0.758339727,0.296797516,0.142857143,0.142857143,0.307537755,0.125,0.0943,0.317148543,0.166666667
1435,0.05,0.570490757,0.581164769,0.0,0.361630024,0.0878,0.555555556,0.113636364,0.0,0.285714286,0.830411232,0.620104741,0.523809524,0.142857143,0.148117318,0.604166667,0.531673277,0.520798615,0.0833
2709,0.0,0.380373254,0.000514,0.0,0.31162676,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0238,0.0,0.379090093,0.0,0.0943,0.539307845,0.0
515,0.0,0.358065216,0.000514,0.176470591,0.149407943,0.0831,0.0,0.0,0.111111111,0.0,0.836961625,0.296797516,0.0,0.0,0.423024227,0.0,0.0943,0.539307845,0.0
2608,0.05,0.520324627,0.436238829,0.0202,0.193480343,0.0,0.555555556,0.113636364,0.0444,0.142857143,0.836961625,0.866385503,0.404761905,0.142857143,0.131801218,0.375,0.228664153,0.539307845,0.0
301,0.1,0.571076744,0.348533612,0.0,0.331043034,0.102557979,0.222222222,0.0909,0.0,0.142857143,0.836961625,0.296797516,0.0714,0.142857143,0.362773993,0.25,0.0943,0.539307845,0.0833
783,0.2,0.478070576,0.318917331,0.0,0.187201309,0.0589,0.333333333,0.272727273,0.0889,0.0571,0.836961625,0.469991194,0.285714286,0.0714,0.318840028,0.125,0.175590014,0.539307845,0.0
2037,0.0,0.0678,0.000514,0.0294,0.19129201,0.0,0.0,0.0,0.111111111,0.0,0.836961625,0.296797516,0.142857143,0.0,0.408136465,0.0,0.0943,0.539307845,0.0
964,0.0,0.462189438,0.000514,0.0882,0.186160712,0.0,0.0,0.0,0.133333333,0.0,0.836961625,0.296797516,0.0238,0.0,0.423024058,0.0,0.0943,0.539307845,0.0
987,0.05,0.319228053,0.000514,0.0588,0.196618445,0.0,0.0,0.0227,0.0889,0.0,0.836961625,0.296797516,0.333333333,0.0,0.382948654,0.0,0.0943,0.539307845,0.0
103,0.2,0.142050779,0.000514,0.0,0.168844564,0.110651155,0.0,0.0682,0.0667,0.0,0.836961625,0.296797516,0.0,0.0,0.514750718,0.0,0.0943,0.539307845,0.166666667
1125,0.15,0.563226999,0.389628137,0.0,0.335173178,0.0,0.222222222,0.227272727,0.0222,0.0571,0.836961625,0.296797516,0.0238,0.214285714,0.307537586,0.25,0.0943,0.539307845,0.166666667
1758,0.05,0.549302107,0.578032908,0.0124,0.306996538,0.0589,0.444444444,0.0909,0.0,0.171428571,0.836961625,0.918199935,0.30952381,0.0,0.120498945,0.375,0.242702035,0.539307845,0.0
3155,0.05,0.697311439,0.101048413,0.0,0.3941349,0.166666669,0.111111111,0.0455,0.0,0.0,0.750472384,0.296797516,0.0476,0.0714,0.406708296,0.125,0.0943,0.294918051,0.166666667
1516,0.25,0.268082649,0.0893,0.0,0.304484001,0.0,0.222222222,0.318181818,0.0,0.0571,0.836961625,0.675673171,0.0952,0.285714286,0.318839858,0.208333333,0.288359014,0.539307845,0.0
2446,0.05,0.585444864,0.451630587,0.0,0.322120192,0.112706431,0.222222222,0.0455,0.0,0.142857143,0.836961625,0.296797516,0.0238,0.0714,0.33515562,0.25,0.0943,0.539307845,0.0833
558,0.25,0.585444864,0.602041218,0.00621,0.283030469,0.0878,0.333333333,0.295454545,0.0,0.285714286,0.805354832,0.473559809,0.214285714,0.214285714,0.219669317,0.333333333,0.145422924,0.449997573,0.0833
3343,0.25,0.540215561,0.347206375,0.0,0.363295812,0.50496893,0.333333333,0.318181818,0.0,0.114285714,0.538157187,0.344996988,0.333333333,0.285714286,0.385379046,0.375,0.109642849,0.256669956,0.5
2343,0.0,0.367109074,0.000514,0.0,0.181709069,0.0,0.222222222,0.0,0.0222,0.0,0.836961625,0.296797516,0.0714,0.0,0.426882449,0.0,0.0943,0.539307845,0.0
3308,0.05,0.514321985,0.480538659,0.0,0.224256063,0.0,0.444444444,0.136363636,0.0222,0.171428571,0.836961625,0.835472957,0.333333333,0.142857143,0.219669486,0.375,0.221312008,0.539307845,0.0
882,0.05,0.59620458,0.124128181,0.0,0.238808325,0.0,0.111111111,0.0227,0.0222,0.0,0.836961625,0.296797516,0.0714,0.0,0.379090262,0.125,0.0943,0.539307845,0.0
933,0.15,0.49073978,0.0794,0.0,0.371836658,0.338407556,0.111111111,0.113636364,0.0,0.0,0.632685547,0.296797516,0.119047619,0.142857143,0.4343265,0.125,0.0943,0.246574013,0.333333333
3160,0.05,0.544129053,0.136527097,0.0,0.283661943,0.166666669,0.111111111,0.0455,0.0667,0.0286,0.749819635,0.296797516,0.0476,0.0714,0.335155789,0.125,0.0943,0.2930736,0.166666667
485,0.05,0.533042301,0.499558025,0.0,0.224540782,0.0,0.444444444,0.136363636,0.0222,0.171428571,0.836961625,0.856652917,0.30952381,0.142857143,0.219669317,0.375,0.22580348,0.539307845,0.0
945,0.05,0.613955581,0.333944492,0.0,0.363395669,0.166666669,0.444444444,0.0682,0.0,0.114285714,0.751995465,0.67632201,0.452380952,0.0714,0.24728769,0.5,0.287497562,0.299221771,0.166666667
1379,0.0,0.4680374,0.202547981,0.0,0.294954609,0.0,0.333333333,0.0,0.0222,0.114285714,0.836961625,0.296797516,0.261904762,0.0,0.346458401,0.25,0.0943,0.539307845,0.0
1589,0.25,0.43183334,0.0929,0.0,0.313663144,0.0,0.222222222,0.318181818,0.0,0.0857,0.836961625,0.615516522,0.238095238,0.285714286,0.318840028,0.208333333,0.25310448,0.539307845,0.0
1419,0.05,0.539628399,0.428579672,0.0,0.323566793,0.0,0.222222222,0.0455,0.0,0.142857143,0.836961625,0.296797516,0.0952,0.0714,0.307537755,0.25,0.0943,0.539307845,0.0
3271,0.0,0.591065581,0.092,0.0,0.272733132,0.0,0.333333333,0.0,0.0222,0.142857143,0.836961625,0.296797516,0.214285714,0.0,0.258590301,0.25,0.0943,0.539307845,0.0
2283,0.0,0.607337862,0.581033619,0.0,0.332883822,0.0,0.555555556,0.0,0.0,0.4,0.836961625,0.911062706,0.571428571,0.0,0.148117318,0.625,0.537887654,0.539307845,0.0
189,0.1,0.760400144,0.169175565,0.0,0.367243175,0.0,0.222222222,0.0909,0.0,0.114285714,0.836961625,0.296797516,0.0476,0.142857143,0.418010569,0.25,0.0943,0.539307845,0.0
885,0.2,0.580158635,0.127283648,0.0275,0.401314356,0.391866203,0.0,0.181818182,0.0,0.0,0.639986029,0.296797516,0.0714,0.0,0.390392535,0.0,0.0943,0.26086042,0.416666667
1791,0.05,0.601856781,0.000514,0.0,0.247635595,0.0831,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0714,0.0,0.561115075,0.0,0.0943,0.539307845,0.0
1014,0.15,0.505004669,0.668885724,0.0944,0.156728656,0.0692,0.444444444,0.272727273,0.177777778,0.257142857,0.836961625,0.296797516,0.285714286,0.214285714,0.219670502,0.375,0.0943,0.539307845,0.0
91,0.1,0.506207688,0.127821363,0.0,0.270847283,0.166666669,0.111111111,0.0909,0.0222,0.0,0.75927877,0.296797516,0.0952,0.142857143,0.307537755,0.125,0.0943,0.319801964,0.166666667
1522,0.05,0.558026205,0.475463156,0.159472879,0.106814182,0.0,0.444444444,0.136363636,0.133333333,0.0857,0.836961625,0.296797516,0.357142857,0.0,0.120499114,0.125,0.0943,0.539307845,0.0
2692,0.0,0.522178862,0.000514,0.0,0.330793765,0.0,0.111111111,0.0,0.0,0.0,0.836961625,0.296797516,0.0714,0.0,0.252301517,0.0,0.0943,0.539307845,0.0
726,0.0,0.542400311,0.157361578,0.0,0.336034199,0.0831,0.333333333,0.0,0.0,0.114285714,0.836961625,0.296797516,0.166666667,0.0,0.374076435,0.25,0.0943,0.539307845,0.0
1387,0.1,0.56087225,0.268466569,0.0,0.389986615,0.221591322,0.222222222,0.136363636,0.0,0.114285714,0.743641423,0.609491588,0.214285714,0.214285714,0.291221993,0.25,0.266075028,0.275616031,0.166666667
240,0.15,0.443800902,0.115286051,0.470588274,0.136005581,0.171635612,0.111111111,0.181818182,0.355555556,0.0571,0.749012288,0.526810956,0.238095238,0.142857143,0.418011077,0.125,0.153181414,0.290792305,0.166666667
3167,0.0,0.0678,0.000514,0.0,0.172670808,0.0,0.0,0.0,0.0667,0.0,0.836961625,0.296797516,0.0,0.0,0.45951448,0.0,0.0943,0.539307845,0.0
2437,0.05,0.625911395,0.297474314,0.0,0.40126992,0.0,0.222222222,0.0682,0.0,0.0,0.836961625,0.734485795,0.142857143,0.0714,0.279919551,0.229166667,0.200263312,0.539307845,0.0
28,0.0,0.31690025,0.000514,0.0,0.372681327,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
1650,0.1,0.619420896,0.11179484,0.0,0.347117539,0.0,0.111111111,0.0909,0.0,0.0,0.836961625,0.296797516,0.0714,0.142857143,0.443198549,0.125,0.0943,0.539307845,0.0833
2300,0.0,0.545748682,0.512686135,0.0101,0.248737397,0.0,0.444444444,0.0,0.0,0.314285714,0.836961625,0.867173379,0.523809524,0.0,0.203353386,0.5,0.504908654,0.539307845,0.0
2704,0.05,0.57640015,0.438581167,0.0,0.371726648,0.166666669,0.333333333,0.0682,0.0,0.114285714,0.757749963,0.605227789,0.238095238,0.0714,0.263603451,0.375,0.294589645,0.315482065,0.166666667
465,0.0,0.522545015,0.000514,0.0,0.509644083,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.423024396,0.0,0.0943,0.539307845,0.0
1762,0.1,0.414357775,0.000514,0.0,0.233839254,0.0585,0.0,0.0227,0.0444,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
2893,0.15,0.585444864,0.346996535,0.0,0.32876537,0.166666669,0.222222222,0.181818182,0.0,0.142857143,0.754056778,0.296797516,0.0714,0.285714286,0.362773993,0.25,0.0943,0.305046354,0.166666667
2182,0.05,0.537096103,0.444351765,0.0588,0.184210372,0.0,0.222222222,0.0909,0.0889,0.114285714,0.836961625,0.296797516,0.166666667,0.0,0.362774331,0.25,0.0943,0.539307845,0.166666667
2874,0.1,0.405073899,0.12829088,0.0,0.210782012,0.17688987,0.111111111,0.113636364,0.0667,0.0571,0.743944894,0.4470501,0.214285714,0.0714,0.390392535,0.125,0.143781289,0.276473539,0.166666667
1904,0.0,0.576810219,0.437634265,0.0,0.341274882,0.0,0.444444444,0.0,0.0,0.2,0.836961625,0.637020902,0.404761905,0.0,0.219669486,0.375,0.180319875,0.539307845,0.0
586,0.25,0.452066401,0.121119601,0.0588,0.137812002,0.11944866,0.333333333,0.272727273,0.155555556,0.142857143,0.836961625,0.515548964,0.30952381,0.214285714,0.230971759,0.125,0.189622478,0.539307845,0.0
2018,0.1,0.365412142,0.120411391,0.0,0.32249574,0.166666669,0.111111111,0.113636364,0.0,0.0,0.754778237,0.296797516,0.0714,0.142857143,0.406708296,0.125,0.0943,0.307084958,0.166666667
915,0.0,0.556090651,0.630534856,0.0101,0.348103256,0.0,0.444444444,0.0,0.0222,0.285714286,0.836961625,0.896695555,0.357142857,0.0,0.120498945,0.5,0.522121449,0.539307845,0.0
561,0.1,0.436960773,0.55388558,0.0124,0.149869992,0.0,0.555555556,0.136363636,0.155555556,0.4,0.836961625,0.296797516,0.523809524,0.0,0.0992,0.5,0.0943,0.539307845,0.0
623,0.15,0.506260585,0.102359912,0.0,0.357479909,0.166666669,0.111111111,0.136363636,0.0,0.0,0.750901824,0.296797516,0.0714,0.214285714,0.406708296,0.125,0.0943,0.296131506,0.166666667
252,0.0,0.491122426,0.000514,0.0,0.347084461,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
2103,0.05,0.380396659,0.000514,0.0,0.247361029,0.0831,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0238,0.0,0.45064243,0.0,0.0943,0.539307845,0.0
820,0.05,0.517418447,0.153238223,0.0,0.350993213,0.166666669,0.111111111,0.0455,0.0444,0.0286,0.754749608,0.296797516,0.0238,0.0714,0.307537755,0.125,0.0943,0.307004061,0.166666667
1836,0.1,0.558039438,0.360074808,0.055,0.369528745,0.166666669,0.222222222,0.113636364,0.0,0.0286,0.755385179,0.296797516,0.0476,0.0714,0.307537586,0.125,0.0943,0.308799974,0.166666667
2455,0.05,0.542413507,0.364150948,0.0376,0.220175723,0.0,0.444444444,0.0682,0.0,0.171428571,0.836961625,0.762802985,0.285714286,0.0714,0.24728769,0.375,0.324209523,0.539307845,0.0
2931,0.0,0.447611383,0.000514,0.0,0.289585734,0.0,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0,0.0,0.423024396,0.0,0.0943,0.539307845,0.0
1655,0.05,0.688995924,0.185380453,0.0,0.338093134,0.166666669,0.333333333,0.0455,0.0,0.114285714,0.749029465,0.296797516,0.119047619,0.0714,0.318840028,0.25,0.0943,0.290840843,0.166666667
555,0.2,0.479372438,0.218729262,0.0,0.293607865,0.333333344,0.222222222,0.227272727,0.0,0.114285714,0.649382179,0.296797516,0.214285714,0.285714286,0.418010569,0.25,0.0943,0.27428932,0.333333333
2663,0.0,0.0678,0.000514,0.0,0.217015819,0.0,0.0,0.0,0.0889,0.0,0.836961625,0.296797516,0.0238,0.0,0.423024227,0.0,0.0943,0.539307845,0.0
1115,0.05,0.667995448,0.104424212,0.0,0.395553333,0.166666669,0.111111111,0.0455,0.0,0.0,0.748250747,0.296797516,0.0476,0.0714,0.406708296,0.125,0.0943,0.288640445,0.166666667
2535,0.15,0.591324084,0.31395724,0.0,0.407182852,0.0549,0.222222222,0.204545455,0.0,0.0857,0.836961625,0.692125875,0.19047619,0.214285714,0.235985417,0.229166667,0.325173916,0.539307845,0.0
1352,0.0,0.566375599,0.485745312,0.0,0.28154742,0.0,0.222222222,0.0,0.0667,0.142857143,0.836961625,0.296797516,0.0476,0.0,0.208367213,0.25,0.0943,0.539307845,0.0
1790,0.1,0.389623249,0.201747967,0.264705879,0.012,0.126888,0.555555556,0.113636364,0.377777778,0.0857,0.836961625,0.296797516,0.285714286,0.0714,0.303953281,0.125,0.0943,0.539307845,0.0
1591,0.0,0.597144207,0.636790708,0.0,0.333016508,0.0,0.444444444,0.0,0.0,0.257142857,0.836961625,0.902720489,0.285714286,0.0,0.192051283,0.5,0.52472206,0.539307845,0.0
557,0.15,0.441249271,0.254719431,0.0,0.116361133,0.098,0.333333333,0.181818182,0.111111111,0.142857143,0.809878268,0.749131019,0.357142857,0.0714,0.311396655,0.25,0.203210671,0.462779297,0.166666667
805,0.05,0.577679152,0.367133298,0.055,0.33786005,0.166666669,0.222222222,0.0455,0.0222,0.0571,0.756026476,0.296797516,0.119047619,0.0714,0.335155958,0.25,0.0943,0.310612067,0.166666667
1999,0.2,0.463094874,0.000514,0.0588,0.171049082,0.161919076,0.0,0.0909,0.0667,0.0,0.836961625,0.296797516,0.0714,0.0,0.505878838,0.0,0.0943,0.539307845,0.166666667
577,0.1,0.538436317,0.304656085,0.0,0.234275007,0.0101,0.444444444,0.181818182,0.0222,0.257142857,0.836961625,0.296797516,0.214285714,0.214285714,0.494849637,0.375,0.0943,0.539307845,0.0
2202,0.0,0.494062851,0.201307303,0.067,0.219962528,0.0,0.333333333,0.0,0.0,0.114285714,0.836961625,0.778792232,0.357142857,0.0,0.24728769,0.25,0.209387123,0.539307845,0.0
2448,0.0,0.434795404,0.136474637,0.147058827,0.167787615,0.0,0.111111111,0.0,0.111111111,0.0286,0.836961625,0.296797516,0.0952,0.0,0.406708296,0.125,0.0943,0.539307845,0.0
146,0.0,0.518762185,0.43189252,0.0202,0.197336129,0.0,0.444444444,0.0,0.0444,0.171428571,0.836961625,0.763127404,0.238095238,0.0,0.175735521,0.375,0.335809332,0.539307845,0.0
1788,0.0,0.441848181,0.000514,0.0,0.398920067,0.0831,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.45064243,0.0,0.0943,0.539307845,0.0
2918,0.1,0.612667634,0.095,0.0,0.473079421,0.0,0.0,0.0455,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.323853855,0.0,0.0943,0.539307845,0.0
3165,0.2,0.384312084,0.0665,0.0,0.285221549,0.225600418,0.0,0.113636364,0.0,0.0,0.740910184,0.296797516,0.0952,0.0,0.362774162,0.0,0.0943,0.267898458,0.25
2776,0.1,0.621697668,0.131711271,0.0,0.368247616,0.0,0.111111111,0.0909,0.0,0.0,0.836961625,0.296797516,0.0476,0.142857143,0.379090093,0.125,0.0943,0.539307845,0.0
258,0.1,0.418077362,0.287669544,0.0,0.29774113,0.0,0.222222222,0.0909,0.0,0.171428571,0.836961625,0.296797516,0.19047619,0.142857143,0.418010569,0.25,0.0943,0.539307845,0.0
1562,0.05,0.520792883,0.181899733,0.0,0.359162922,0.249730779,0.333333333,0.0682,0.0222,0.142857143,0.733930351,0.257032952,0.333333333,0.0714,0.302524097,0.375,0.136483324,0.248175773,0.166666667
1685,0.2,0.49429926,0.343020069,0.0356,0.163177406,0.225600418,0.333333333,0.318181818,0.111111111,0.171428571,0.75707431,0.296797516,0.380952381,0.214285714,0.318840197,0.25,0.0943,0.313572896,0.166666667
1145,0.0,0.574251721,0.574633501,0.0,0.342676922,0.0,0.555555556,0.0,0.0,0.342857143,0.836961625,0.892802521,0.595238095,0.0,0.148117318,0.625,0.524223609,0.539307845,0.0
2566,0.1,0.457509213,0.0265,0.0,0.292099561,0.0,0.111111111,0.0682,0.0,0.0,0.836961625,0.296797516,0.0952,0.0,0.470816584,0.0,0.0943,0.539307845,0.0833
246,0.1,0.481604938,0.205884436,0.0,0.329336929,0.0666,0.111111111,0.0909,0.0,0.0286,0.836961625,0.296797516,0.166666667,0.0714,0.307537924,0.125,0.0943,0.539307845,0.0
622,0.0,0.405493632,0.000514,0.0,0.295527291,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0476,0.0,0.406708296,0.0,0.0943,0.539307845,0.0
44,0.15,0.28925514,0.0271,0.0,0.302677289,0.249730779,0.0,0.0682,0.0,0.0,0.740835748,0.296797516,0.0952,0.0,0.43432633,0.0,0.0943,0.267688126,0.166666667
630,0.0,0.245419478,0.0984,0.0101,0.285791277,0.0,0.111111111,0.0,0.111111111,0.0286,0.836961625,0.296797516,0.0952,0.0,0.362774162,0.125,0.0943,0.539307845,0.0
3427,0.0,0.389582904,0.000514,0.0,0.252080123,0.0,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0,0.0,0.423024227,0.0,0.0943,0.539307845,0.0
2141,0.0,0.528650526,0.546664463,0.0376,0.221365025,0.0,0.555555556,0.0,0.0,0.342857143,0.836961625,0.765954489,0.333333333,0.0,0.175735352,0.5,0.45857985,0.539307845,0.0
1350,0.35,0.585444864,0.383136215,0.0,0.361070407,0.333333344,0.333333333,0.409090909,0.0,0.171428571,0.664744684,0.515131853,0.285714286,0.5,0.274906063,0.333333333,0.146560692,0.295904995,0.333333333
3262,0.0,0.497209276,0.000514,0.0,0.362735778,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.514750887,0.0,0.0943,0.539307845,0.0
985,0.05,0.6349005,0.237690922,0.0275,0.384800146,0.166666669,0.111111111,0.0227,0.0,0.0,0.753404029,0.296797516,0.0,0.0,0.379090093,0.125,0.0943,0.303201903,0.166666667
1948,0.15,0.576033769,0.227261878,0.0,0.361452611,0.499999984,0.333333333,0.181818182,0.0,0.114285714,0.537870893,0.265560551,0.333333333,0.214285714,0.374076604,0.375,0.124255033,0.251282217,0.5
2005,0.0,0.613093385,0.608832162,0.0,0.376674458,0.0,0.444444444,0.0,0.0,0.228571429,0.836961625,0.814710108,0.238095238,0.0,0.192051283,0.5,0.49150467,0.539307845,0.0
2497,0.05,0.55664754,0.685950955,0.0124,0.295898677,0.0,0.444444444,0.136363636,0.0222,0.228571429,0.836961625,0.296797516,0.285714286,0.0,0.148117148,0.375,0.0943,0.539307845,0.0
1696,0.1,0.525769334,0.252282665,0.0,0.335102072,0.166666669,0.111111111,0.136363636,0.0222,0.0286,0.750392222,0.296797516,0.142857143,0.0714,0.362774162,0.125,0.0943,0.29469154,0.166666667
1076,0.2,0.410322989,0.0652,0.0,0.316918953,0.230123505,0.0,0.0909,0.0,0.0,0.836961625,0.296797516,0.0476,0.0,0.379090093,0.0,0.0943,0.539307845,0.25
3003,0.05,0.590302319,0.514254688,0.0275,0.259782292,0.0,0.555555556,0.113636364,0.0,0.171428571,0.836961625,0.913379988,0.642857143,0.142857143,0.120499114,0.375,0.242387794,0.539307845,0.0
3039,0.05,0.600086625,0.406538612,0.055,0.367198697,0.0,0.222222222,0.0455,0.0,0.0571,0.836961625,0.296797516,0.0,0.0714,0.307537416,0.25,0.0943,0.539307845,0.0
2169,0.05,0.519586029,0.438544445,0.0202,0.194375814,0.0,0.555555556,0.159090909,0.0444,0.171428571,0.836961625,0.853779487,0.404761905,0.142857143,0.131801218,0.375,0.224811997,0.539307845,0.0
2961,0.1,0.58170075,0.487421408,0.0,0.341113696,0.0,0.333333333,0.204545455,0.0222,0.0571,0.836961625,0.694211429,0.214285714,0.142857143,0.263603451,0.375,0.195186702,0.539307845,0.166666667
2785,0.0,0.542363361,0.468234171,0.0,0.374953873,0.0,0.333333333,0.0,0.0,0.114285714,0.836961625,0.719979608,0.214285714,0.0,0.235985417,0.375,0.326295429,0.539307845,0.0
3205,0.05,0.732146688,0.0612,0.0,0.400668445,0.166666669,0.111111111,0.0455,0.0,0.0,0.743841829,0.296797516,0.0,0.0714,0.43432633,0.125,0.0943,0.276182309,0.166666667
1104,0.05,0.563883648,0.242197234,0.0,0.271430783,0.166666669,0.222222222,0.0682,0.0,0.0,0.760120472,0.648700005,0.333333333,0.0714,0.26360379,0.25,0.194211473,0.322180336,0.166666667
