V19,V24,V25,V26,V3,V4,V5,V6,V7,V8,V9
1.0,1.0414,0.2727,0.4831,222646,222657,69,8,11,13099,164
0.875,1.1461,0.5,0.4569,236266,236280,60,8,14,11189,178
0.875,1.0414,0.3636,0.4504,251869,251880,68,8,11,12624,177
1.0,0.9542,0.1111,0.2561,270702,270711,70,8,9,11255,143
1.0,1.4314,0.1111,0.08,365905,365932,504,24,27,69672,48
1.0,1.1761,0.2,0.1704,394965,394980,140,12,15,20974,118
1.0,1.1139,0.1539,0.2423,419960,419973,108,11,13,17174,123
1.0,1.1139,0.3077,0.1693,435870,435883,96,9,13,14369,128
0.9091,1.0,0.0,0.2839,494451,494461,81,11,10,13311,141
0.9167,1.0,-0.0909,0.2905,508640,508650,85,12,10,14041,139
0.8,0.9542,0.1111,0.3498,519257,519266,57,10,11,9848,161
1.0,1.0414,0.1818,0.3118,552377,552388,75,9,11,12593,150
1.0,1.0,-0.0909,0.2907,561832,561842,88,11,10,14538,134
0.9,1.0792,0.25,0.3146,578380,578392,88,10,13,14808,148
0.7778,1.0,0.3,0.3307,612662,612672,52,9,10,8857,161
0.6667,1.0414,0.4545,0.3223,625664,625675,52,9,11,8801,159
0.8889,0.9542,0.1111,0.338,639848,639857,65,9,9,11132,161
1.0,1.0414,0.1818,0.3043,675316,675327,63,9,11,10518,156
0.9091,1.0414,0.0909,0.2964,898704,898715,101,11,11,16760,148
0.9167,1.0792,0.0833,0.2486,908164,908176,92,12,12,14703,128
0.8889,0.9031,0.0,0.3315,928256,928264,53,9,8,9033,158
0.5865,1.8389,0.1159,-0.2254,78207,78276,2358,104,101,233778,49
0.9125,1.6128,-0.4384,-0.351,795618,795659,2108,80,61,175110,6
1.0,1.2553,0.2222,-0.2698,13302,13320,227,14,18,21216,36
1.0,1.2305,0.0,-0.2682,31041,31058,231,17,17,21639,33
0.9375,1.2305,0.1177,-0.2267,41184,41201,194,16,17,19202,68
0.8824,1.3222,0.2857,-0.2513,55547,55568,247,17,21,23671,43
1.0,1.2787,0.3158,-0.1685,64701,64720,175,13,19,18625,61
0.6786,1.6812,0.6042,-0.3117,3149494,3149542,566,28,49,49867,70
0.7273,1.5315,0.2941,-0.4119,676623,676657,655,33,35,49303,54
0.0144,4.2587,0.9917,-0.4068,4197607,4215748,152655,10449,18152,11591414,0
0.2251,2.3201,-0.0913,-0.0629,308503,308712,25323,1022,593,3037459,24
0.1933,2.3075,-0.0773,-0.0545,333373,333576,21110,1138,597,2554885,21
0.2268,2.3201,-0.0711,-0.061,344016,344225,25473,992,578,3061597,23
0.4022,2.3692,-0.4633,-0.0588,407936,408170,24365,1084,680,2935414,22
0.1916,2.2967,-0.1161,-0.0543,418600,418798,20894,1169,712,2529140,18
0.6941,2.3075,-0.7548,-0.0577,468317,468520,20726,1193,709,2499819,25
0.2212,2.3463,0.0045,-0.0606,486069,486291,22554,999,605,2712104,27
0.2124,2.3139,-0.0762,-0.0625,500276,500482,21987,1050,684,2638402,21
0.3783,2.3404,-0.4297,-0.0643,510931,511150,21036,1015,586,2519511,24
0.2428,2.2648,0.038,-0.058,553549,553733,16759,729,433,2020624,24
0.2274,2.29,0.0718,-0.0681,564200,564395,17977,796,513,2144244,24
0.8807,2.2553,-0.7406,-0.0717,581949,582129,19629,788,534,2332320,22
0.2539,2.3117,0.1171,-0.058,592614,592819,17887,713,448,2156667,21
0.2194,2.3541,0.0088,-0.0589,652969,653195,18517,1021,696,2230510,25
0.2266,2.3304,0.1636,-0.0553,663618,663832,17825,790,539,2155523,24
0.4929,2.2833,-0.5373,-0.0572,674290,674482,16686,842,562,2013557,19
0.7505,2.3032,-0.7108,-0.0577,684933,685134,16521,926,591,1992604,21
0.2307,2.3222,0.1191,-0.0525,695578,695788,17706,802,537,2147442,24
0.2297,2.2878,0.0361,-0.066,702679,702873,18071,814,534,2160349,27
0.2052,2.3075,0.1379,-0.0641,713328,713531,18908,853,535,2264960,24
0.2435,2.2553,-0.0374,-0.0799,830512,830692,18896,768,507,2225392,22
0.253,2.2765,-0.0105,-0.0767,844714,844903,20313,755,497,2400588,23
0.2629,2.301,0.085,-0.0747,855369,855569,18203,696,480,2155986,25
0.2179,2.3385,0.2064,-0.0843,862475,862693,17357,794,495,2034432,27
0.2497,2.2967,0.0556,-0.0783,876673,876871,18954,749,482,2236201,25
0.2458,2.1553,-0.1921,-0.0935,897989,898132,14949,720,469,1734628,27
0.9343,2.2529,-0.7938,-0.0801,908650,908829,16469,929,568,1939163,27
0.2438,2.29,0.0461,-0.0812,919301,919496,17810,763,456,2094532,25
0.6333,1.0414,-0.4211,0.0013,933630,933641,100,30,16,12817,123
0.3731,1.4624,0.1379,-0.0184,947849,947878,354,67,47,44478,120
0.2672,2.1703,-0.1732,-0.0838,965451,965599,16821,670,425,1972773,29
0.2403,2.1732,-0.1676,-0.0945,979651,979800,15937,745,463,1847157,31
0.2394,2.238,-0.0442,-0.092,990300,990473,15896,756,469,1847464,22
0.4474,1.1461,-0.1765,-0.0217,997542,997556,128,38,27,16028,120
0.2321,2.233,-0.0553,-0.0955,1018714,1018885,16220,780,453,1877827,19
0.2246,2.233,-0.0229,-0.1017,1029360,1029531,14963,779,468,1720418,22
0.203,2.2529,0.0168,-0.0907,1040020,1040199,15050,867,541,1751637,21
0.2394,2.2041,-0.0857,-0.096,1050670,1050830,13033,731,420,1508093,29
0.2597,2.2175,-0.0517,-0.09,1150090,1150255,16968,670,399,1976551,26
0.2119,2.2765,0.0794,-0.0879,1157189,1157378,16584,821,498,1936241,25
0.2124,2.238,0.0116,-0.0821,1164302,1164475,14969,805,503,1758655,27
0.2174,2.2672,0.054,-0.0929,1174946,1175131,13601,805,503,1579135,25
0.2267,2.1761,-0.1329,-0.0977,1185602,1185752,13387,763,425,1546189,29
0.2056,2.3054,0.1238,-0.097,1196243,1196445,16164,861,522,1868220,23
0.2448,1.7076,0.3137,-0.0197,1206989,1207040,935,143,98,117325,119
0.2058,2.2304,-0.0449,-0.081,1221106,1221276,15601,865,517,1835252,23
0.3025,2.1399,-0.2333,-0.1033,1228221,1228359,11348,595,357,1302540,27
0.2199,2.2718,0.0642,-0.0885,1242405,1242592,15414,796,478,1798470,24
0.2164,2.233,-0.0058,-0.0886,1253069,1253240,13975,795,441,1630309,29
0.5456,2.2148,-0.591,-0.0973,1263724,1263888,11388,735,415,1315891,29
0.2472,2.2122,-0.0686,-0.0962,1277926,1278089,13553,708,424,1567858,30
0.1855,2.2553,-0.0055,-0.0974,1285016,1285196,15704,976,557,1814409,25
0.2834,2.233,-0.0058,-0.1013,1292132,1292303,12012,607,362,1381722,30
0.2633,2.2355,-0.0058,-0.0951,1299230,1299402,11875,657,387,1375431,32
0.2575,2.2148,-0.0409,-0.1008,1309877,1310041,11271,664,396,1297285,27
0.3015,2.2175,-0.1129,-0.1052,1316989,1317154,12212,617,372,1398637,27
0.3085,1.5051,0.0938,-0.0083,1327718,1327750,539,94,63,68416,119
0.2895,1.5441,0.0571,-0.0028,1338367,1338402,677,114,79,86417,120
0.3225,2.1461,-0.2135,-0.097,1359602,1359742,10276,552,319,1187807,25
0.2414,2.2148,-0.1038,-0.101,1370247,1370411,11535,758,419,1327403,23
0.2061,1.7243,0.4906,-0.0019,1384526,1384579,794,131,91,101435,119
0.2646,2.2041,-0.0698,-0.0893,1391555,1391715,11492,650,443,1339579,26
0.2739,2.1367,-0.1893,-0.096,1402211,1402348,10904,617,334,1261668,28
0.24,2.2253,0.0357,-0.0882,1430612,1430780,14069,675,452,1642086,26
0.2409,2.2227,0.0898,-0.0971,1437715,1437882,12388,631,374,1431766,29
0.2459,2.2095,0.0679,-0.0948,1448373,1448535,12108,614,359,1402972,34
0.2598,2.2355,0.1105,-0.084,1469673,1469845,13946,589,406,1635177,33
0.296,2.1818,0.0263,-0.09,1480323,1480475,13309,500,310,1550152,31
0.2445,2.2601,0.1484,-0.0899,1494534,1494716,12729,634,404,1482862,29
0.1967,2.2787,0.1789,-0.0927,1512277,1512467,14309,793,469,1661835,31
0.219,2.2672,0.1784,-0.0788,1530040,1530225,14346,694,424,1691554,29
0.2273,2.2041,0.0625,-0.0924,1540695,1540855,12260,660,378,1424210,33
0.2675,2.2068,0.0497,-0.0935,1554895,1555056,13185,572,370,1529932,30
0.2459,2.1703,-0.0263,-0.1019,1565555,1565703,13114,618,381,1507625,33
0.2815,2.143,-0.1366,-0.0988,1576208,1576347,10796,572,363,1245388,38
0.2652,2.1732,-0.0261,-0.1035,1586862,1587011,11505,577,349,1320194,27
0.2573,2.2253,0.1131,-0.0949,1597511,1597679,13612,579,357,1577022,30
0.2679,2.1703,-0.0133,-0.0971,1611713,1611861,12477,560,331,1442027,36
0.2517,2.1987,0.0506,-0.1033,1625918,1626076,12718,596,348,1459713,31
0.2705,2.1987,0.038,-0.0979,1636571,1636729,13057,562,361,1507763,32
0.2572,2.2227,0.0958,-0.0956,1647218,1647385,13699,587,352,1585785,37
0.2444,2.2253,0.0952,-0.0903,1661425,1661593,12509,622,374,1456542,27
0.2546,2.1644,-0.0331,-0.1047,1672082,1672228,11089,593,354,1270726,31
0.2807,2.2279,0.1065,-0.1271,1682722,1682891,11711,538,348,1308444,30
0.237,2.2014,0.0818,-0.096,1700480,1700639,13041,616,365,1508999,37
0.2413,2.1584,-0.0588,-0.1063,1711137,1711281,10913,634,359,1248379,25
0.2615,2.2553,0.0833,-0.1028,1721788,1721968,12051,631,390,1383987,33
0.2363,2.2553,0.1611,-0.1058,1735985,1736165,11355,639,388,1299720,31
0.2113,2.2095,0.0803,-0.1003,1799909,1800071,11388,705,420,1311391,36
0.264,2.2253,0.0714,-0.0993,1810559,1810727,11813,591,367,1361903,27
0.2549,2.2355,0.0988,-0.1031,1821207,1821379,13203,608,375,1515722,35
0.2464,2.1959,0.0255,-0.0952,1831860,1832017,11809,621,400,1367596,36
0.2394,2.2014,0.0377,-0.0986,1842518,1842677,11211,639,387,1293558,35
0.228,2.2304,0.1294,-0.1059,1853169,1853339,10880,649,409,1245114,33
0.2504,2.2833,0.1875,-0.0976,1863816,1864008,13037,623,387,1505833,35
0.2243,2.2553,0.1278,-0.0997,1881566,1881746,12489,700,462,1439221,31
0.238,2.2014,0.0629,-0.0933,1892225,1892384,12515,626,397,1452456,37
0.2203,2.1703,-0.039,-0.0966,1902883,1903031,11510,699,429,1330937,40
0.2772,2.1703,-0.0633,-0.0944,1913522,1913670,12834,570,356,1487763,37
0.609,2.2878,-0.4489,-0.1035,1924169,1924363,10429,578,382,1196792,33
0.2553,2.179,0.0464,-0.1041,1934838,1934989,9576,564,343,1098162,37
0.2331,2.1553,-0.0592,-0.0983,1945494,1945637,10743,652,418,1239926,38
0.1948,2.2227,0.0659,-0.1077,1959683,1959850,11411,801,433,1303229,40
0.2219,2.2355,0.1163,-0.1098,1970337,1970509,10941,685,407,1246740,40
0.2095,2.2175,0.0424,-0.1059,2098167,2098332,10821,754,454,1238454,36
0.2216,2.2175,0.1151,-0.1072,2112377,2112542,9349,659,387,1068391,38
0.2166,2.2355,0.0465,-0.0943,2133677,2133849,11542,757,441,1338028,42
0.2352,2.2175,0.1091,-0.1077,2194041,2194206,9927,625,418,1133850,39
0.4859,1.8751,-0.5161,-0.1761,2204696,2204771,5519,319,173,582040,34
0.6192,1.699,-0.6622,-0.1781,2215354,2215404,4881,239,110,513464,40
0.2244,2.1903,0.0516,-0.1071,2229552,2229707,9484,655,382,1083941,41
0.2066,2.2201,0.0602,-0.0944,2240199,2240365,10986,755,444,1273434,44
0.6422,1.7482,-0.6242,-0.1743,2254407,2254463,4995,232,124,527906,39
0.7243,1.7482,-0.6387,-0.1757,2265059,2265115,5702,214,118,601643,47
0.2086,2.2175,0.0606,-0.1099,2289914,2290079,9518,743,453,1084425,41
0.526,1.8808,-0.5,-0.1634,2300567,2300643,5957,289,166,637883,48
0.5485,1.8513,-0.517,-0.1675,2311225,2311296,5617,268,152,598575,42
0.2422,2.1959,0.0573,-0.1067,2321871,2322028,9582,611,384,1095577,39
0.2542,2.2304,0.1,-0.0988,2339627,2339797,9183,602,355,1059263,40
0.2389,2.1732,-0.0449,-0.1034,2357383,2357532,8726,653,398,1001426,41
0.2199,2.233,0.1228,-0.1068,2368032,2368203,9892,682,424,1130960,42
0.239,2.1931,0.0256,-0.103,2399992,2400148,8457,636,383,971036,38
0.3059,1.8451,-0.1026,-0.0013,2410724,2410794,2027,255,129,259127,118
0.6611,1.7559,-0.6392,-0.1708,2421293,2421350,5593,239,133,593650,42
0.2699,2.2201,0.0602,-0.1057,2431945,2432111,8709,578,322,996980,47
0.6213,1.8633,-0.5,-0.1609,2442600,2442673,5576,235,133,598862,43
0.7956,1.7243,-0.6319,-0.9989,2460355,2460408,5357,181,90,764,123
0.6195,1.699,-0.6429,-0.1713,2542022,2542072,4635,226,128,491662,38
0.2398,2.1523,0.007,-0.1059,2552670,2552812,8957,588,360,1025103,35
0.7474,1.7559,-0.5986,-0.1774,2563319,2563376,5261,190,107,553974,46
0.4308,1.9085,-0.4214,-0.1562,2573973,2574054,5731,325,186,618954,41
0.3543,1.8451,0.1143,0.0029,2584705,2584775,1909,175,125,245067,120
0.2379,2.0043,0.2178,-0.0102,2595328,2595429,2791,332,207,353617,114
0.4857,1.9445,-0.3529,-0.169,2605918,2606006,6381,280,166,678752,41
0.2401,2.1703,0.0946,-0.1144,2616577,2616725,8344,558,338,945879,52
0.2491,2.2095,0.142,-0.1309,2627229,2627391,7998,558,343,889727,49
0.6,1.8325,-0.5073,-0.1606,2641432,2641500,5480,230,119,588758,53
0.3884,1.9294,-0.4257,-0.1427,2662727,2662812,6397,381,216,701931,55
0.6169,1.716,-0.6601,-0.2094,29559,29611,4915,248,153,497404,33
0.625,1.8865,-0.4867,-0.1848,47299,47376,5757,240,136,600689,38
0.5766,1.7924,-0.5664,-0.1785,65059,65121,4471,248,116,470165,39
0.5571,1.2787,-0.5128,-0.034,75758,75777,384,70,42,47481,115
0.7179,1.2787,-0.3214,-0.0416,86408,86427,276,39,26,33858,115
0.7374,1.6902,-0.6288,-0.1893,104115,104164,4115,179,108,427024,48
0.8198,1.6721,-0.6667,-0.1857,114768,114815,3918,172,88,408392,39
0.7172,1.6902,-0.6549,-0.1873,125418,125467,4223,198,83,439309,38
0.6651,1.716,-0.6364,-0.188,143167,143219,4403,215,115,457632,38
0.2214,2.0414,0.4727,-0.0092,157419,157529,2463,262,168,312375,116
0.5796,1.7708,-0.5496,-0.1853,168027,168086,3912,226,105,407966,29
0.7097,0.9031,-0.6364,-0.0307,178723,178731,101,31,21,12531,118
0.6701,1.7324,-0.5909,-0.1819,189330,189384,4130,197,98,432500,37
0.6762,1.699,-0.6479,-0.1749,199980,200030,4214,210,116,445047,42
0.6575,1.6812,-0.6667,-0.1806,210633,210681,4487,219,106,470618,40
0.7707,1.6721,-0.6116,-0.1938,239041,239088,3324,157,85,343029,42
0.6927,1.6902,-0.6048,-0.1864,249693,249742,3631,179,96,378154,45
0.6848,1.6721,-0.627,-0.1879,260349,260396,3661,184,87,380538,43
0.6888,1.7076,-0.6222,-0.1924,270999,271050,3786,196,102,391378,40
0.6524,1.6721,-0.6148,-0.1893,281656,281703,3703,187,94,384266,37
0.7857,1.6721,-0.6713,-0.192,299413,299460,3936,182,93,407075,38
0.7178,1.6721,-0.5983,-0.1866,310065,310112,3287,163,87,342248,50
0.6914,1.6721,-0.6116,-0.1916,320720,320767,3671,175,89,379850,46
0.7301,1.6721,-0.605,-0.1948,327823,327870,3437,163,82,354240,45
0.7514,1.6721,-0.6466,-0.1923,334925,334972,4123,177,90,426267,40
0.8137,1.6628,-0.6489,-0.1909,345580,345626,3666,161,78,379668,43
0.8034,1.6902,-0.6573,-0.1872,356230,356279,4331,178,108,450619,45
0.7472,1.7076,-0.6165,-0.1865,366881,366932,4048,178,96,421512,50
0.7771,1.6812,-0.6279,-0.1903,377537,377585,3985,166,99,413005,41
0.7225,1.6628,-0.6667,-0.1883,388190,388236,4019,191,102,417578,41
0.7382,1.716,-0.6312,-0.1904,398837,398889,4409,191,102,456908,47
0.8193,1.6812,-0.6471,-0.1885,409491,409539,3920,166,88,407163,45
0.7449,1.7243,-0.637,-0.1843,420136,420189,5003,196,91,522331,49
0.785,1.8129,-0.586,-0.1925,430771,430836,6376,200,110,659058,54
0.7476,1.8129,-0.586,-0.1834,441418,441483,6213,210,123,649441,55
0.6711,1.8692,-0.5163,-0.1833,452068,452142,6170,228,137,645016,51
0.596,1.8865,-0.4832,-0.1874,462709,462786,6232,250,130,648220,48
0.7451,1.2041,-0.5789,-0.0436,473414,473430,229,51,31,28034,116
0.7346,1.7924,-0.6,-0.1864,498190,498252,5877,211,110,612067,47
0.6898,1.7708,-0.604,-0.1891,508837,508896,5702,216,119,591835,45
0.7512,1.7559,-0.6299,-0.1877,519483,519540,5852,205,117,608466,42
0.975,1.1139,-0.6667,-0.0448,533732,533745,207,40,23,25309,115
0.74,1.1461,-0.6216,-0.0473,544375,544389,200,50,30,24389,114
0.8298,1.7781,-0.6154,-0.19,554961,555021,5970,188,118,618937,43
0.7416,1.7924,-0.6,-0.1901,579795,579857,6057,209,138,627913,39
0.7929,1.7993,-0.5987,-0.1895,590440,590503,6143,198,119,637317,45
0.7723,1.7924,-0.6026,-0.1887,601086,601148,5786,202,106,600867,41
0.7295,1.7781,-0.6026,-0.1865,611732,611792,5941,207,117,618605,45
0.8177,1.8129,-0.586,-0.189,622372,622437,6277,192,109,651641,43
0.785,1.7708,-0.6242,-0.1902,633023,633082,6008,200,112,622760,45
0.7176,1.8325,-0.5613,-0.1961,643657,643725,6293,216,124,647587,47
0.7561,1.7708,-0.6194,-0.1911,686245,686304,6227,205,117,644765,38
0.7621,1.8062,-0.5924,-0.1925,696884,696948,6059,206,129,626256,45
0.8461,1.8261,-0.5649,-0.1855,707526,707593,6117,182,113,637707,49
0.7703,1.7993,-0.6087,-0.193,718174,718237,6181,209,117,638448,44
0.329,1.9191,0.0843,-0.0222,728912,728995,2406,231,168,301138,116
0.7251,1.8195,-0.5686,-0.1924,743010,743076,5695,211,136,588714,40
0.2528,1.8865,0.1169,-0.0292,775041,775118,2148,269,164,266914,113
0.7123,1.7781,-0.6026,-0.1957,799788,799848,5817,212,131,598890,49
0.3045,1.8808,0.1184,-0.0193,899231,899307,1961,220,142,246168,115
0.3304,1.8865,0.026,-0.0206,909876,909953,1923,227,139,241083,116
0.7523,1.7924,-0.6149,-0.2309,920427,920489,5993,214,130,589956,132
0.6305,1.7853,-0.6115,-0.19,931074,931135,5885,249,136,610139,40
0.2492,1.9243,0.0595,-0.0231,938265,938349,2108,317,184,263590,115
0.6732,1.8195,-0.6185,-0.1902,1413654,1413720,6357,257,129,658914,41
0.7489,1.8325,-0.6069,-0.1937,1424299,1424367,6404,231,125,660910,38
0.7083,1.8325,-0.6,-0.1944,1434944,1435012,6676,240,128,688430,37
0.645,1.7993,-0.6272,-0.1854,1445593,1445656,6294,262,153,656298,45
0.7467,1.8389,-0.5965,-0.195,1463330,1463399,6399,229,124,659350,39
0.646,1.8261,-0.6215,-0.1942,1473977,1474044,7017,274,156,723789,36
0.4942,1.8062,-0.6235,-0.1929,1484624,1484688,6337,344,174,654684,41
0.6679,1.8389,-0.6145,-0.1955,1495267,1495336,7250,268,141,746545,40
0.5429,1.8261,-0.6082,-0.1923,1505915,1505982,6494,315,145,671353,38
0.6316,1.8751,-0.5833,-0.1827,1516553,1516628,6999,285,165,732196,43
0.7085,1.8195,-0.6229,-0.1953,1527208,1527274,6661,247,133,686124,41
0.3306,1.8921,-0.025,-0.0292,1541496,1541574,1834,242,128,227896,114
0.6863,1.8261,-0.6171,-0.1933,1555596,1555663,6562,255,125,677554,36
0.6007,1.8195,-0.625,-0.1875,1566243,1566309,6210,293,153,645839,38
0.6654,1.8129,-0.6243,-0.192,1576890,1576955,6353,260,120,657020,37
0.6552,1.8261,-0.6082,-0.2044,1587535,1587602,6017,261,143,612746,38
0.6377,1.8325,-0.6136,-0.187,1601728,1601796,6430,276,127,669161,46
0.6272,1.8451,-0.6,-0.1939,1615921,1615991,6276,279,154,647595,43
0.6391,1.7853,-0.6412,-0.1913,1626575,1626636,5706,266,139,590664,43
0.6693,1.8062,-0.6279,-0.1924,1637218,1637282,6206,257,128,641502,39
0.6809,1.7924,-0.6457,-0.1916,1647865,1647927,6501,257,115,672664,43
0.6027,1.9191,-0.5363,-0.1933,1658501,1658584,6828,297,152,705056,42
0.6295,1.8325,-0.6114,-0.1838,1669152,1669220,6422,278,138,670952,43
0.5408,1.8513,-0.6033,-0.1921,1679793,1679864,6519,331,159,674120,41
0.6146,1.8261,-0.6215,-0.1917,1693992,1694059,6679,288,156,691010,36
0.5071,1.8325,-0.618,-0.1906,1704636,1704704,6625,351,173,686356,42
0.5475,1.8325,-0.6069,-0.1881,1715280,1715348,6596,316,170,685447,44
1.0,0.0,-0.5,-0.0039,1729556,1729557,2,2,1,255,126
0.7269,1.8261,-0.6127,-0.2,1740121,1740188,6855,238,142,701946,38
0.6416,1.8261,-0.6257,-0.189,1750768,1750835,6543,279,160,679238,39
0.6757,1.8325,-0.6114,-0.1925,1761412,1761480,6776,259,133,700391,37
0.6337,1.8513,-0.5896,-0.1969,1775604,1775675,6686,273,132,687345,36
0.6316,1.8261,-0.6012,-0.1956,1786253,1786320,6662,266,131,685894,41
0.5345,1.9395,-0.5112,-0.1981,1803992,1804079,6816,333,162,699635,36
0.6223,1.8195,-0.6185,-0.1926,1814642,1814708,6525,278,134,674367,38
0.5806,1.8325,-0.6222,-0.1901,1825287,1825355,6605,310,151,684731,38
0.7182,1.8195,-0.6354,-0.1887,1835934,1836000,6644,252,113,689961,40
0.7534,1.8451,-0.5833,-0.1975,1853674,1853744,6484,223,117,666047,40
0.4211,1.7324,-0.25,-0.0243,1867972,1868026,1843,171,85,230162,115
0.6196,1.8451,-0.5906,-0.1902,1878514,1878584,6432,276,134,666662,39
0.6383,1.7993,-0.65,-0.1939,1889165,1889228,6490,282,140,669614,36
0.7166,1.8325,-0.6158,-0.1943,1903355,1903423,6878,247,128,709363,38
0.7172,1.8325,-0.6114,-0.1919,1914002,1914070,6615,244,131,684236,36
0.5836,1.7993,-0.6316,-0.1865,1935297,1935360,6493,293,135,676077,41
0.6756,1.8195,-0.6271,-0.1837,1945941,1946007,7038,262,133,735371,42
0.7012,1.8325,-0.6136,-0.1888,1960132,1960200,6987,251,123,725465,43
0.631,1.8261,-0.6082,-0.1853,1970779,1970846,6603,271,138,688556,38
0.7479,1.8751,-0.5714,-0.1996,1981417,1981492,7327,234,119,750685,35
0.625,1.8751,-0.5714,-0.1908,1992062,1992137,6998,280,143,724819,43
0.6914,1.8062,-0.6384,-0.1858,2002718,2002782,6944,256,113,723643,41
0.3013,1.9243,-0.1064,-0.024,2013457,2013541,2795,312,171,349157,115
0.6604,1.8195,-0.6229,-0.1855,2027555,2027621,6592,265,125,687299,44
0.6464,1.8261,-0.6059,-0.1867,2041748,2041815,6499,263,137,676562,43
0.5743,1.8573,-0.5765,-0.1848,2052389,2052461,6476,296,156,675748,43
0.6028,1.8451,-0.5954,-0.1863,2070134,2070204,6399,287,132,666455,41
0.7883,1.8129,-0.6286,-0.1808,2087881,2087946,6515,222,104,683149,39
0.6996,1.8451,-0.6045,-0.1861,2098521,2098591,6937,253,135,722716,39
0.6354,1.7993,-0.6421,-0.1834,2109173,2109236,6763,277,151,706929,42
0.6078,1.7708,-0.657,-0.1906,2119822,2119881,6025,283,147,624180,39
0.6189,1.8261,-0.6215,-0.1935,2134009,2134076,6277,286,147,647965,40
1.0,0.0,-0.5,-0.0234,2166065,2166066,2,2,1,250,120
0.6887,1.8325,-0.6158,-0.1855,2187237,2187305,6010,257,123,626586,39
0.5673,1.7708,-0.6667,-0.1908,2201440,2201499,5933,312,167,614522,38
0.654,1.8325,-0.6047,-0.1876,2212076,2212144,6249,263,137,649801,39
0.6604,1.8195,-0.6229,-0.1861,2222725,2222791,6281,265,132,654358,42
0.5965,1.8325,-0.6069,-0.1851,2233368,2233436,6310,290,151,658162,41
0.6268,1.8633,-0.578,-0.1856,2244009,2244082,6827,276,141,711671,40
0.5635,1.8129,-0.6243,-0.1911,2254664,2254729,6176,307,140,639433,36
0.5687,1.8129,-0.6348,-0.1904,2265307,2265372,6185,313,158,640970,41
0.5742,1.8513,-0.6011,-0.1821,2275954,2276025,6454,310,145,675659,40
0.5911,1.8195,-0.6163,-0.1823,2290146,2290212,5753,291,160,602131,40
0.549,1.8261,-0.6012,-0.1926,2300789,2300856,6279,306,149,648910,36
0.2355,1.9345,0.2907,-0.0259,2315086,2315172,2160,259,149,269308,116
0.5993,1.8389,-0.5843,-0.197,2336275,2336344,5724,277,162,588321,37
0.7202,1.8389,-0.6057,-0.1871,2350467,2350536,6472,243,129,673434,44
0.587,1.7993,-0.6337,-0.1744,2364667,2364730,6381,293,142,674326,46
0.673,1.7993,-0.6441,-0.1884,2382409,2382472,6239,263,135,648169,46
0.5797,1.8062,-0.6257,-0.1827,2421444,2421508,5544,295,159,579951,43
0.6264,1.7781,-0.6491,-0.1694,2449833,2449893,5816,273,132,618320,51
0.7717,1.8129,-0.6154,-0.1865,2556287,2556352,6234,219,125,649139,43
0.7149,1.7924,-0.6416,-0.1852,2566935,2566997,6075,242,131,633606,47
0.6693,1.7853,-0.6369,-0.1797,2598874,2598935,5962,251,125,626007,41
0.3204,1.7924,0.0645,-0.0332,2638000,2638062,1685,181,101,208514,115
0.658,1.8261,-0.6215,-0.1818,2648545,2648612,6309,269,140,660758,45
0.5396,1.8573,-0.5932,-0.1909,2662735,2662807,6664,328,172,690169,33
0.6436,1.7924,-0.6497,-0.1847,2698232,2698294,6327,275,148,660291,40
0.6364,1.7853,-0.6514,-0.1879,2708878,2708939,6298,275,134,654634,42
0.5786,1.8261,-0.6127,-0.1874,2730163,2730230,6108,299,149,635284,40
0.4832,1.9031,-0.5349,-0.1799,2740809,2740889,6532,356,186,685717,43
0.5401,1.8261,-0.6171,-0.1858,2751455,2751522,6280,324,184,654471,40
0.8049,1.2041,-0.5152,-0.0522,2765714,2765730,251,41,25,30451,115
0.6578,1.8195,-0.6185,-0.1797,2776296,2776362,6172,263,143,648030,39
0.5767,1.8325,-0.6069,-0.1852,2786940,2787008,5969,300,154,622528,42
0.548,1.7781,-0.661,-0.1871,2797592,2797652,5846,323,149,608295,44
0.7907,1.1461,-0.5882,-0.0481,2811847,2811861,219,43,21,26683,109
0.6364,1.8389,-0.6057,-0.1877,2829521,2829590,6426,275,134,668126,37
0.6704,1.8261,-0.6215,-0.186,2840169,2840236,6503,264,135,677593,40
0.6413,1.8633,-0.5876,-0.1895,2854357,2854430,6450,276,143,669129,43
0.5273,1.8633,-0.5805,-0.1794,2875657,2875730,6282,330,175,659881,41
0.5932,1.8129,-0.6286,-0.1969,2886302,2886367,6182,295,138,635475,42
0.6314,1.8062,-0.6301,-0.1809,2896951,2897015,6509,274,139,682403,41
0.6387,1.8261,-0.6171,-0.179,2943077,2943144,6882,274,131,723207,48
0.5795,1.8451,-0.6,-0.1861,2957266,2957336,6653,302,155,693100,42
0.8929,1.1139,-0.48,-0.0481,2975077,2975090,170,28,14,20714,114
0.6944,1.8389,-0.6057,-0.1805,2985655,2985724,7003,252,138,734568,40
0.6423,1.8325,-0.6136,-0.1851,3003398,3003466,6570,274,141,685255,40
0.6056,1.8513,-0.5872,-0.1736,4348250,4348321,6137,284,145,649137,48
0.6228,1.8325,-0.6222,-0.179,4358896,4358964,6294,289,160,661448,43
0.5944,1.8195,-0.6118,-0.1746,4373092,4373158,6318,286,159,667465,46
0.5671,1.7559,-0.6627,-0.1739,4383746,4383803,5499,298,138,581466,43
