steel/table11.V13,steel/table11.V14,steel/table11.V27,steel/table11.V28,steel/table11.V29,steel/table11.V32,V3,Class
0,80,0.9157,0,0,0,3744532,1
1,40,0.9779,1,0,0,273320,1
1,40,1.0,0,0,0,2315086,1
0,70,0.286,0,1,0,1835338,1
1,50,0.1499,0,0,0,1362991,1
1,40,0.2018,0,0,0,198764,1
1,40,0.5789,0,0,0,2794886,1
1,40,1.0,0,0,0,148364,1
1,100,0.7281,0,0,1,2030688,1
1,40,0.7933,0,0,0,920577,2
1,50,0.5822,1,0,0,552783,1
1,40,0.5162,1,0,0,19815,1
1,90,0.9708,1,0,0,1208774,1
0,70,0.9996,0,1,0,751592,1
0,60,0.4025,1,0,0,2845229,1
1,40,1.0,0,0,0,239041,1
0,100,0.2195,1,0,0,1194800,1
0,80,0.2432,0,0,0,547500,1
1,300,0.9831,0,0,0,267240,2
0,70,1.0,0,1,0,411630,1
1,40,0.3882,1,0,0,3528981,1
0,60,0.1773,0,0,0,1131516,1
1,50,0.2018,0,0,0,1458128,1
1,90,0.9349,1,0,0,1809470,1
1,40,1.0,1,0,0,66196,1
1,220,0.95,0,0,0,81644,2
1,40,0.3012,0,0,0,178723,1
1,40,0.2384,0,0,0,585934,2
1,40,0.2432,0,0,0,4165780,1
0,70,1.0,0,1,0,133683,1
0,70,0.23,0,1,0,1373431,1
1,40,1.0,0,0,0,1309877,1
1,100,0.6868,0,0,0,373946,1
1,100,0.2712,0,0,1,2172852,1
0,70,0.2914,0,0,0,643180,1
1,70,0.4979,1,0,0,1044544,1
1,40,0.2699,0,0,0,516427,2
1,40,1.0,0,0,0,2150529,1
1,40,0.9172,0,0,0,4015601,2
1,120,0.6453,1,0,0,1280228,1
1,40,1.0,0,0,0,1185602,1
0,211,0.2018,1,0,0,309514,1
0,100,0.286,0,0,0,2613123,2
0,70,0.2432,0,0,0,172100,1
0,60,0.2819,0,0,0,92878,1
1,40,0.2998,0,0,0,844907,2
0,70,0.2901,0,0,0,1430061,2
0,80,1.0,0,0,0,843312,2
1,50,0.1262,0,0,0,171874,1
0,69,0.2359,0,0,0,1695433,1
1,40,0.4089,0,0,0,64701,1
0,70,0.385,0,1,0,1172603,1
0,200,0.3977,0,0,0,4201928,2
0,70,0.2901,0,1,0,1671098,1
0,80,1.0,0,0,0,815573,1
1,90,0.8299,1,0,0,435871,1
0,100,0.1322,0,0,0,210504,2
1,40,1.0,0,0,0,2556287,1
0,70,0.2712,0,1,0,1385900,1
1,40,0.6268,0,0,0,956972,2
1,40,0.9992,0,0,0,315114,2
1,100,0.1687,1,0,0,106512,1
1,50,0.463,1,0,0,2691161,1
0,50,0.6422,0,0,0,1072387,2
0,70,0.2583,0,0,0,1352048,2
1,40,0.9848,0,0,0,1327718,1
1,40,1.0,0,0,0,7612933,1
0,80,0.5903,0,0,0,3787187,1
1,40,0.2792,0,0,0,2371582,2
0,80,0.5822,1,0,0,270900,1
1,40,0.3212,0,0,0,891060,2
1,185,0.1753,0,0,0,783146,1
1,175,0.1892,0,0,0,852041,1
1,60,0.1622,1,0,0,126951,1
0,70,0.2445,0,0,0,2887095,2
1,40,1.0,0,0,0,2638000,1
0,80,0.1852,0,0,0,1082240,2
0,70,0.2914,0,0,0,812031,1
1,50,0.1715,0,0,0,367324,1
0,70,0.2901,0,0,0,1569522,1
1,40,0.9747,0,0,0,2530763,1
1,40,0.3977,0,0,0,10369596,2
0,80,1.0,0,0,0,447943,2
1,40,1.0,0,0,0,592614,1
0,69,1.0,0,0,0,1466087,2
0,80,0.2583,0,0,0,313348,1
1,40,0.3945,0,0,0,113260,2
1,125,0.9491,1,0,0,562576,1
1,40,0.761,0,0,0,2811847,1
0,200,0.3068,0,0,0,3859251,1
1,40,0.215,0,0,1,1772580,1
0,120,0.2051,1,0,0,2071945,1
1,100,0.998,0,0,1,2086004,1
0,70,0.1934,0,0,0,46714,2
0,70,0.8756,0,1,0,1036126,1
1,40,1.0,1,0,0,11741476,1
1,40,0.8061,0,0,0,228293,1
1,40,0.2173,0,0,0,561832,1
0,100,1.0,0,0,0,4601186,2
0,80,0.9546,0,0,0,274608,1
1,50,0.9775,0,0,0,753061,2
0,100,0.2051,0,0,0,1804039,2
1,40,0.2051,0,0,0,1508691,2
0,80,0.7281,0,0,0,4348498,1
1,150,1.0,1,0,0,779144,1
1,40,0.9966,0,0,0,1338367,1
1,40,1.0,0,0,0,4649858,1
0,70,0.4729,0,1,0,1483879,1
0,70,0.2901,0,0,0,1263623,1
1,40,0.9831,0,0,0,3149494,1
0,60,0.257,0,0,0,2563697,1
0,60,0.2288,0,0,0,589740,1
1,185,0.1862,0,0,0,385913,2
1,40,0.3241,0,0,0,3746641,2
1,40,1.0,0,0,0,1494534,1
0,80,0.4465,0,0,0,4019353,1
0,70,0.9419,0,0,0,310567,1
0,70,0.1773,0,0,0,3896732,1
1,40,1.0,0,0,0,2215354,1
0,100,0.2998,0,0,0,155255,1
1,100,0.3097,0,0,0,195003,2
0,120,0.1822,0,0,0,3028545,1
1,40,1.0,0,0,0,109058,1
1,40,1.0,0,0,0,157419,1
1,40,0.5378,0,0,0,2975077,1
0,100,1.0,0,0,0,4569159,2
1,40,0.6268,0,0,0,1488866,2
0,80,0.5626,0,0,0,625496,1
0,80,0.1822,0,0,0,4235272,1
1,40,0.2051,0,0,0,552377,1
1,40,1.0,0,0,0,2336275,1
1,300,0.8952,0,0,0,72307,2
1,40,0.3329,0,0,0,177076,1
1,40,0.3329,0,0,0,1620649,1
1,50,0.1449,0,0,0,899659,1
1,40,1.0,0,0,0,3658370,1
0,211,0.2583,0,0,0,830518,1
1,40,0.1773,0,0,0,1862719,1
1,300,1.0,0,0,0,65006,2
0,100,0.2739,0,0,0,2665729,2
1,70,0.2942,0,0,0,183725,2
0,80,0.2432,0,0,0,789340,2
1,40,0.1773,0,0,0,10624922,2
0,200,0.9999,0,0,0,4163671,2
1,50,0.991,0,0,0,7430,1
1,40,1.0,1,0,0,513812,1
0,70,0.257,0,0,0,532545,1
1,120,0.5805,0,0,1,75642,1
1,185,0.3945,0,0,0,75122,2
1,40,1.0,0,0,0,2421444,1
1,300,0.9994,0,0,0,165496,2
0,100,0.5951,1,0,0,1005865,1
1,90,0.7659,1,0,0,1823955,1
0,80,0.4219,0,0,0,33720,1
0,60,0.2739,0,0,0,1388292,1
0,80,0.2173,0,0,0,698409,2
1,40,0.2288,0,0,1,1668998,1
0,80,0.266,0,0,0,3232524,1
1,40,1.0,0,0,0,2254407,1
1,40,0.9071,0,0,0,1469856,2
1,175,0.8901,0,1,0,1246188,1
1,40,0.4219,0,0,0,41184,1
0,80,0.204,0,0,0,3568704,1
0,60,0.1622,0,0,0,817238,1
1,40,0.2288,0,0,1,2396372,1
1,200,0.8102,0,0,0,120090,2
1,40,1.0,0,0,0,1682722,1
0,100,0.257,0,0,0,2727673,2
1,40,1.0,0,0,0,810184,2
1,40,1.0,0,0,0,2119822,1
0,70,0.2105,0,1,0,240377,1
0,80,0.5329,0,0,0,769086,1
1,40,0.7659,1,0,0,1701480,1
1,40,1.0,0,0,0,7307739,1
1,40,0.9236,1,0,0,4383724,1
0,69,0.7729,0,0,0,949856,2
0,80,0.6438,0,0,0,2685547,1
1,50,0.7955,0,0,0,4848223,1
0,100,0.3012,0,0,0,3213793,2
1,40,0.3977,0,0,0,2613103,1
0,80,0.9993,0,0,0,906500,1
1,40,0.3977,0,0,0,225718,2
0,143,0.9809,0,0,0,684296,2
1,40,1.0,0,0,0,2194041,1
1,175,0.4729,0,1,0,9007,1
1,40,0.3068,0,0,0,340224,1
1,40,1.0,1,0,0,4332564,1
0,80,0.7729,0,0,0,3373856,1
0,80,0.6868,0,0,0,1995544,2
1,50,0.9838,0,0,0,665052,2
0,60,0.2288,0,0,0,3294606,1
0,70,0.6868,0,1,0,190885,1
1,50,0.1734,0,0,0,1998060,2
0,80,0.4366,0,0,0,534067,1
0,70,0.4763,0,0,0,966898,1
0,60,0.2061,0,0,0,2993150,1
1,40,1.0,0,0,0,1924169,1
0,70,1.0,0,0,0,2987424,1
1,40,0.997,0,0,0,3458746,1
0,80,0.2928,0,0,0,4630871,1
1,40,1.0,0,0,0,775041,1
1,50,0.1376,0,0,0,1351649,1
1,40,1.0,0,0,0,2212076,1
0,70,0.1965,0,1,0,1159125,1
1,40,1.0,0,0,0,119716,1
1,40,0.6438,0,0,0,197701,2
0,70,0.1862,0,0,0,1359864,2
0,80,0.9999,0,0,0,921071,1
0,70,0.1852,0,0,0,1087496,2
0,100,1.0,0,0,0,4662945,2
0,80,0.9999,0,0,0,1007200,2
0,60,0.2288,0,0,0,1540628,1
0,80,0.4465,0,0,0,3029617,1
0,85,0.215,0,0,0,15184,1
1,125,0.4763,1,0,0,2124816,1
1,40,1.0,0,0,0,2278497,2
1,40,1.0,0,0,0,498190,1
0,70,0.2901,0,0,0,290640,1
0,70,0.2901,0,0,0,621518,1
0,60,0.3285,0,0,0,133188,1
0,60,0.1954,0,0,0,3579130,1
0,70,0.1773,0,0,0,899390,1
1,40,0.374,0,0,0,529042,2
0,70,1.0,0,0,0,903537,2
1,185,0.2901,0,0,0,61060,2
0,50,0.4089,0,0,0,1587172,1
0,70,0.2914,0,0,0,1733458,2
1,100,0.9451,0,0,1,2056310,1
1,40,1.0,0,0,0,3629947,1
1,40,1.0,0,0,0,7655518,1
1,40,1.0,0,0,0,1402211,1
0,70,0.7161,0,1,0,1622697,1
0,143,0.1499,1,0,0,200561,1
0,70,0.2288,0,0,0,2817680,2
1,40,1.0,0,0,0,1292132,1
1,40,1.0,0,0,0,407936,1
0,70,0.2583,0,1,0,303149,1
0,100,0.1687,0,0,0,733668,1
1,200,1.0,0,0,0,173070,2
1,70,0.6574,0,0,0,1045940,2
1,40,0.6781,0,0,0,1084192,2
1,40,1.0,0,0,0,1424299,1
0,120,0.1822,1,0,0,238656,1
1,200,0.3787,0,0,0,375592,2
1,200,0.3097,0,0,0,231429,1
0,70,0.9999,0,0,0,2871825,2
0,300,0.257,0,0,0,113753,2
0,70,0.2432,0,1,0,1810277,1
1,70,0.7512,1,0,0,304433,1
1,60,0.1773,0,0,0,1126672,2
1,40,1.0,0,0,0,2265307,1
0,70,0.9998,0,0,0,2394841,2
1,40,0.4796,0,0,0,929571,2
1,40,0.2984,0,0,0,2433462,1
1,70,0.9373,0,0,0,645933,2
1,40,0.633,0,0,0,2887460,1
0,70,0.23,0,1,0,518261,1
0,60,0.4729,0,0,0,113269,1
1,40,1.0,0,0,0,1437715,1
1,40,1.0,0,0,0,2598874,1
1,50,0.1292,0,0,0,134988,1
0,70,0.3419,0,0,0,2473221,2
1,40,0.1934,0,0,0,2601604,2
1,40,1.0,0,0,0,55774,1
1,40,1.0,0,0,0,830512,1
1,40,1.0,0,0,0,3544454,1
1,40,0.1954,0,0,1,1738096,1
1,40,0.417,0,0,0,4082892,2
1,40,1.0,0,0,0,1669152,1
1,90,0.7933,1,0,0,247330,1
1,40,1.0,0,0,0,897989,1
0,70,0.1773,0,0,0,1248097,2
1,40,1.0,0,0,0,1803992,1
1,40,1.0,0,0,0,1527208,1
0,70,0.2432,0,0,0,2058260,2
1,40,0.8682,1,0,0,4178002,1
1,100,0.9964,0,0,1,2036193,1
1,40,0.4219,0,0,0,11499942,2
0,70,0.417,0,0,0,1891620,2
1,50,0.1307,0,0,0,1388036,1
1,40,1.0,0,0,0,2133677,1
1,40,1.0,0,0,0,2410802,2
1,40,0.3509,0,0,0,720705,2
1,150,0.9048,1,0,0,106604,1
1,40,1.0,0,0,0,418600,1
0,70,0.2116,0,1,0,1901970,1
0,85,0.2482,0,0,0,34172,1
1,40,0.257,0,0,0,55732,1
1,200,0.9997,0,0,0,39680,2
1,40,1.0,0,0,0,2840169,1
0,143,0.2621,0,0,0,787015,2
1,100,0.3068,0,0,0,640704,2
1,40,1.0,0,0,0,2829521,1
1,100,1.0,0,0,1,2076516,1
0,70,0.1773,0,1,0,21512,1
0,60,0.1773,0,0,0,861912,1
1,40,0.4009,0,0,0,1048964,2
0,70,0.5096,0,1,0,1508012,1
1,40,0.556,0,1,0,1346248,1
0,300,0.2901,0,0,0,128172,2
0,100,0.1622,0,0,0,271824,1
1,40,1.0,0,0,0,2421293,1
1,60,0.3464,0,0,0,1384749,2
0,120,0.1934,0,0,0,2183073,1
1,50,0.1417,0,0,0,273908,1
1,220,0.7174,0,0,0,105382,2
1,50,0.1284,0,0,0,156370,1
1,40,0.3509,0,0,0,6571361,1
0,80,0.3154,0,0,0,1775809,1
0,70,0.3509,0,0,0,1038876,2
1,40,0.9324,0,0,0,3063739,2
1,40,1.0,0,0,0,2563319,1
1,200,0.2942,1,0,0,115485,1
1,40,0.2469,0,0,0,155584,1
1,40,1.0,0,0,0,2609514,2
1,185,0.8391,0,0,0,167280,2
0,80,0.215,0,0,0,659476,2
1,175,1.0,0,1,0,840091,1
1,40,1.0,0,0,0,1157189,1
1,40,1.0,0,0,0,1661425,1
0,70,1.0,0,1,0,949306,1
0,60,0.4465,0,0,0,2829623,1
0,80,0.7147,0,0,0,3996148,1
1,40,0.3601,0,0,0,638591,2
0,100,0.2583,0,0,0,2488529,1
0,143,0.6839,0,0,0,751892,2
1,100,0.4729,1,0,0,31580,1
0,100,0.8749,0,0,0,1349778,1
0,80,0.3068,0,0,0,1608591,1
1,200,0.23,0,0,0,135392,1
1,40,0.33,0,0,0,4046506,2
0,100,0.2482,0,0,0,3277804,2
1,40,1.0,0,0,0,2957266,1
1,40,0.8749,0,0,0,1342944,2
0,69,0.223,0,0,0,5714647,1
0,70,0.5626,1,0,0,1377748,1
1,40,0.8612,0,0,0,4680348,1
0,200,0.8563,0,0,0,5015327,2
1,40,0.7079,0,0,0,386779,2
1,50,0.1892,0,0,0,1042404,1
1,40,1.0,0,0,0,643657,1
1,40,1.0,0,0,0,4383746,1
0,80,0.5659,0,0,0,3160062,1
1,200,0.3168,0,0,0,363701,2
0,70,0.215,0,0,0,1230580,2
0,200,0.7037,0,0,0,3778014,1
1,40,1.0,0,0,0,1881566,1
1,40,1.0,0,0,0,388190,1
0,80,0.3509,0,0,0,125813,1
1,100,0.3663,0,0,0,574196,1
1,50,0.1322,0,0,0,1645544,1
1,40,1.0,0,0,0,2368032,1
1,40,1.0,0,0,0,1878514,1
1,220,1.0,0,0,0,937709,2
1,40,0.3601,0,0,0,1269420,2
0,100,0.9231,0,0,0,2375780,2
0,80,0.4235,0,0,0,784148,1
1,50,0.1322,0,0,0,1069368,1
1,90,0.3509,1,0,0,348227,1
1,50,0.1384,0,0,0,1083340,1
1,40,0.2583,0,0,0,10409376,2
1,40,0.6574,0,0,0,393428,1
0,69,0.4763,0,0,1,5851552,1
1,90,0.9985,1,0,0,564536,1
1,40,1.0,0,0,0,2201440,1
1,100,0.3125,0,0,0,199985,2
1,40,1.0,0,0,0,1903355,1
1,40,0.2061,0,0,0,494451,1
0,70,0.2583,0,1,0,1686794,1
1,40,1.0,0,0,0,2187237,1
0,60,0.3509,0,0,0,1566617,1
1,40,0.3819,0,0,1,1647908,1
0,100,0.2432,0,0,0,735612,1
0,60,0.1965,1,0,0,3509718,1
0,80,0.1773,0,0,0,2278012,2
1,70,0.2288,0,0,0,3283148,2
0,69,0.2408,0,0,0,4121201,1
1,70,0.4317,0,0,0,466028,1
1,50,0.1353,0,0,0,598090,1
0,80,0.417,0,0,0,3420976,1
0,80,0.5296,0,0,0,87951,2
1,185,1.0,1,0,0,498078,1
0,100,0.1773,0,0,0,2173332,1
0,200,0.8479,0,0,0,5082496,2
0,70,0.6268,0,1,0,1602180,1
1,70,0.9236,0,0,0,438867,2
1,40,0.3787,0,0,0,28972,2
1,40,1.0,0,0,0,1285016,1
0,100,0.7147,0,0,0,890920,1
1,50,0.3168,0,0,0,564704,1
0,69,1.0,0,0,1,6245624,1
0,69,0.2469,0,0,0,1519629,2
0,70,0.3419,0,1,0,2216544,1
1,40,0.2699,0,0,0,181432,2
1,70,1.0,0,0,0,3127441,2
0,70,0.1954,0,1,0,2550643,1
1,40,0.6142,1,0,0,12987661,1
0,80,0.9998,0,0,0,712491,1
0,80,0.7411,0,0,0,3203535,1
1,40,1.0,0,0,0,579795,1
0,60,0.1965,1,0,0,2379116,1
1,120,0.4946,0,0,0,61803,2
1,40,1.0,0,0,0,115072,1
0,69,0.215,0,0,1,5921344,1
0,100,1.0,0,0,0,4615178,2
1,100,0.7776,0,0,0,413476,1
0,70,0.3977,0,0,0,238390,1
1,40,1.0,0,0,0,1625918,1
1,40,0.2901,0,0,0,1988956,1
1,40,1.0,0,0,0,2134009,1
1,40,1.0,0,0,0,500276,1
1,40,1.0,0,0,0,2357383,1
0,70,0.3419,0,1,0,2669665,1
1,200,0.5362,1,0,0,21349,1
1,40,0.8183,0,0,0,2765714,1
1,50,0.8061,1,0,0,3957796,1
0,60,0.2061,0,0,0,1290093,1
1,40,0.2984,0,0,1,2369532,1
1,40,0.6079,0,0,0,2401744,2
1,40,1.0,0,0,0,674290,1
0,60,0.2583,0,0,0,140744,1
1,40,1.0,0,0,0,125418,1
1,50,0.1361,0,0,0,1444004,1
0,70,0.2105,0,0,0,1940686,1
0,80,0.9272,0,0,0,1171429,1
0,70,0.2384,0,1,0,1335585,1
0,100,0.1715,0,0,0,1046618,2
1,40,0.417,0,0,0,324225,1
1,50,0.14,0,0,0,909972,1
1,200,0.215,0,0,0,462995,2
1,40,1.0,0,0,0,1902883,1
0,70,0.7833,1,0,0,1461247,1
0,70,0.1696,0,0,0,3986260,1
1,100,0.9999,0,0,1,2095554,1
1,90,0.3125,0,0,0,1798872,2
1,40,1.0,0,0,0,1775604,1
1,40,1.0,0,0,0,2776296,1
1,40,0.4514,0,0,0,566837,2
1,40,1.0,0,0,0,508837,1
1,100,0.3068,0,0,0,208092,2
1,150,0.9918,1,0,0,751059,1
1,90,0.633,1,0,0,1678200,1
1,60,0.633,0,0,0,1230964,2
0,80,0.3882,0,0,0,1725137,2
1,40,0.4763,0,0,0,260092,2
0,60,0.9844,0,0,0,902589,1
1,40,0.266,0,0,0,3384541,1
1,130,0.1483,0,0,0,303204,2
0,70,0.3494,0,1,0,506783,1
0,120,0.3241,0,0,0,849219,1
0,69,0.2699,0,0,0,5260241,1
0,100,0.9998,0,0,0,2084580,2
0,70,0.3359,0,0,0,1638648,2
1,40,1.0,0,0,0,1555596,1
0,70,0.2583,0,1,0,362724,1
0,70,0.4138,0,1,0,2109314,1
1,40,1.0,0,0,0,2098167,1
1,40,0.9987,0,0,0,620622,2
1,40,0.2901,0,0,0,1436808,2
0,70,0.8854,0,0,0,683320,2
1,40,0.4913,0,0,0,5169308,2
1,40,1.0,0,0,0,2442600,1
1,40,0.6781,0,0,0,3411415,2
0,80,0.2288,0,0,0,1286481,1
1,40,1.0,0,0,0,1700480,1
0,70,0.3197,1,0,0,1651888,1
1,40,0.2914,0,0,0,5464636,1
1,40,0.2116,0,0,0,1331507,1
1,150,1.0,1,0,0,713788,1
0,70,1.0,0,0,0,3515903,2
0,80,0.2432,0,0,0,1975680,1
1,40,0.9732,0,0,0,402237,2
1,40,1.0,0,0,0,249693,1
1,180,0.3097,0,0,0,835980,2
1,40,1.0,0,0,0,2222725,1
1,40,0.5296,0,0,0,1108621,2
0,80,0.257,0,0,0,1293999,1
0,70,0.257,0,0,0,756916,2
1,300,1.0,0,0,0,497209,2
0,70,0.2061,0,0,0,3942253,1
1,200,0.2998,0,0,0,53568,2
0,70,0.2061,0,1,0,1889430,1
1,50,0.1384,0,0,0,1481144,1
0,80,1.0,0,0,0,990037,2
0,70,0.4729,0,1,0,1060291,1
1,40,0.8355,1,0,0,2356396,1
1,40,0.3479,0,0,0,821437,2
1,40,1.0,0,0,0,1221106,1
0,143,0.1517,0,0,0,311416,2
1,40,0.3977,0,0,0,2235737,2
0,70,0.7933,0,1,0,1105359,1
1,70,0.9381,1,0,0,505964,1
1,50,0.1322,0,0,0,1341292,1
0,70,0.2432,0,0,0,652992,1
1,40,0.9821,0,0,0,96615,2
1,40,1.0,0,0,0,1611713,1
1,40,0.3601,0,0,0,1122694,2
1,40,0.3097,0,0,0,238753,2
1,40,1.0,0,0,0,2797592,1
0,100,0.204,0,0,0,336968,2
1,40,1.0,0,0,0,1960132,1
1,40,0.5096,0,0,0,1059907,2
0,80,0.5296,0,0,0,3402848,1
0,80,0.9769,0,0,0,961065,1
0,100,0.1773,0,0,0,953888,2
1,50,0.2288,0,0,0,389963,2
0,70,0.1954,0,0,0,407114,2
1,200,0.5511,0,0,0,409986,2
1,50,0.7079,0,0,0,707122,2
1,50,0.1384,0,0,0,1622520,1
0,70,0.6574,0,1,0,50442,1
0,70,0.6422,0,0,0,3403338,1
0,70,0.8749,0,0,0,3353146,1
1,40,0.4399,0,0,1,1599135,1
1,70,0.7065,0,0,0,3264755,2
1,40,0.3329,0,0,0,51943,1
0,60,0.2173,0,0,0,3023370,1
0,70,0.3882,1,0,0,808173,1
1,40,1.0,0,0,0,114719,2
1,40,0.8971,0,0,0,301492,2
1,40,1.0,0,0,0,2321871,1
1,40,0.4729,0,0,0,365205,1
1,40,0.5461,0,0,0,11150448,1
0,70,0.2432,0,0,0,833989,2
1,175,0.998,1,0,0,333332,1
0,80,0.1852,0,0,0,629605,2
0,100,0.2739,0,0,0,2688956,2
1,40,1.0,0,0,0,743010,1
1,40,0.6514,0,0,0,247445,2
0,80,0.2532,0,0,0,398801,1
0,69,0.3977,1,0,0,3826564,1
0,70,0.3212,1,0,0,786881,1
1,40,1.0,0,0,0,581949,1
0,69,0.3068,0,0,0,5281659,2
0,70,1.0,0,1,0,791161,1
1,100,0.3678,0,0,0,7003,2
1,100,0.5642,0,0,0,2287245,1
0,300,0.215,0,0,0,938565,2
1,150,0.5593,1,0,0,429227,1
0,100,0.1954,0,0,0,9754896,1
1,40,0.7281,0,0,0,2371628,2
0,70,0.1852,0,0,0,1802170,1
1,40,0.9995,0,0,0,1384526,1
0,70,0.8123,0,1,0,1457758,1
1,40,0.9361,0,0,0,754445,2
0,60,0.1622,0,0,0,968156,1
1,40,0.266,0,0,0,28527,2
1,70,0.3241,0,0,0,1346892,1
1,70,1.0,0,0,0,371477,2
1,200,0.1892,0,0,0,81220,2
1,40,1.0,0,0,0,1750768,1
1,175,0.374,0,1,0,1170194,1
1,40,0.8756,0,0,0,627768,2
0,70,0.2901,0,1,0,1589431,1
1,40,0.4729,0,0,0,300303,2
0,150,0.3509,0,0,0,817076,2
0,70,0.3725,1,0,0,471253,1
1,40,1.0,0,0,0,1647218,1
1,40,1.0,0,0,0,1970779,1
1,40,0.5951,0,0,0,2985008,2
1,200,0.1613,0,0,0,12799,2
1,40,1.0,0,0,0,299413,1
0,60,0.2173,0,0,0,970962,1
1,40,1.0,0,0,0,1892225,1
0,70,0.2806,0,0,0,2797518,2
0,70,0.2712,0,0,0,507537,1
1,40,0.9294,1,0,0,12577343,1
1,175,0.2061,0,0,0,372724,2
0,70,0.3419,0,0,0,2794140,2
1,40,1.0,0,0,0,564200,1
0,70,0.2051,0,0,0,3009085,1
1,40,0.9905,0,0,0,3971234,2
1,40,1.0,0,0,0,2233368,1
0,80,0.2699,0,0,0,2265683,2
1,40,1.0,0,0,0,1540695,1
0,200,0.417,0,0,0,226474,2
0,70,0.2018,0,1,0,451067,1
0,80,0.4498,0,0,0,677184,1
0,80,0.5029,0,0,0,3814057,1
1,40,1.0,0,0,0,1576890,1
1,40,0.2583,1,0,0,2277670,1
1,50,0.1307,0,0,0,1361745,1
0,70,0.2359,0,0,0,1846237,2
1,40,0.2051,0,0,0,3577116,1
0,70,0.9818,0,1,0,604478,1
0,120,0.2739,0,0,0,1895154,2
0,50,0.5428,0,0,0,1503538,1
0,70,0.2408,0,1,0,1821904,1
0,70,0.2051,0,1,0,2012938,1
1,50,0.6839,0,0,0,728350,2
1,40,1.0,0,0,0,510931,1
1,90,0.5999,1,0,0,939827,1
0,80,0.3678,0,0,0,2783339,1
0,70,1.0,0,1,0,697885,1
1,40,0.9513,0,0,0,798878,2
0,69,0.2173,0,0,1,5971611,1
0,70,0.9747,0,1,0,1346996,1
0,100,0.2051,0,0,0,863518,2
1,100,0.2792,0,0,0,104337,2
0,300,0.3663,0,0,0,141291,2
0,80,1.0,0,0,0,841077,1
0,80,0.2432,0,0,0,573781,2
0,70,0.2432,0,0,0,1147869,2
1,40,0.417,0,0,0,13302,1
1,220,1.0,0,0,0,214705,2
1,100,0.9919,0,0,1,2104786,1
1,200,0.9419,0,0,0,71768,2
0,70,0.9814,0,1,0,973635,1
1,40,1.0,0,0,0,1981417,1
0,80,0.2984,1,0,0,2538079,1
1,90,0.417,1,0,0,150712,1
1,40,1.0,0,0,0,2985655,1
0,70,0.1687,0,0,0,1399301,2
0,70,0.215,0,0,0,1465348,1
1,130,0.1441,0,0,0,91039,2
0,80,0.3241,0,0,0,1519328,2
1,220,0.4025,0,0,0,14524,2
0,70,0.1551,0,0,0,2533145,2
0,70,0.1773,0,0,0,2136974,2
0,70,0.9965,0,0,0,1606625,2
1,200,1.0,0,0,0,117422,2
0,70,0.2051,0,0,0,2519944,2
1,40,1.0,0,0,0,1263724,1
1,50,0.2984,0,0,0,4309441,2
1,40,0.2712,0,0,0,657566,1
0,80,0.3329,0,0,0,1554743,1
0,143,0.4946,0,0,0,1191636,2
0,100,0.2173,0,0,0,450677,2
1,200,0.3509,0,0,0,138169,2
1,40,0.9961,0,0,0,68050,2
1,40,1.0,0,0,0,2275954,1
1,40,0.6268,0,0,0,96812,2
0,80,0.3464,0,0,0,2520749,1
1,40,0.3068,0,0,0,980597,2
1,220,0.9902,0,0,0,86815,2
0,70,0.1954,0,1,0,2632520,1
1,40,1.0,0,0,0,2070134,1
0,150,0.1852,0,0,0,301412,2
1,300,0.9998,0,0,0,48398,2
1,40,1.0,0,0,0,4703077,1
0,100,1.0,0,0,0,4712084,2
0,80,0.3329,0,0,0,2063540,2
1,40,0.1753,0,0,0,2014358,1
1,40,1.0,0,0,0,1803992,1
1,40,1.0,0,0,0,1867972,1
1,200,0.463,0,0,0,464503,2
1,40,0.6173,0,0,0,107491,2
0,70,0.1862,0,0,0,188817,2
1,40,0.3479,0,0,0,7156447,1
0,100,0.4547,0,0,0,2071735,2
0,70,0.463,0,0,0,1346926,1
1,300,0.3419,0,0,0,214533,2
0,80,0.1812,0,0,0,2253261,2
1,50,1.0,0,0,0,116120,2
0,200,0.3479,0,0,0,341132,2
1,40,0.9681,0,0,0,1259448,2
0,70,0.1852,0,0,0,2412964,2
1,100,0.3197,0,0,0,90910,2
1,40,0.1852,0,0,0,10555505,2
0,120,0.2583,0,0,0,1779008,2
1,50,0.1483,0,0,0,1298256,1
1,40,1.0,0,0,0,2027555,1
0,100,0.2699,0,0,0,2633467,1
1,40,0.5659,0,0,0,180920,2
1,40,1.0,0,0,0,356230,1
1,40,1.0,0,0,0,2730163,1
1,40,1.0,0,0,0,611732,1
1,175,0.6422,0,0,0,950109,1
0,200,0.5461,0,0,0,4116853,1
1,40,0.4235,0,0,0,991553,2
0,70,0.5951,0,0,0,2051872,1
1,40,1.0,0,0,0,2595328,1
0,70,0.2914,0,0,0,1627293,1
1,40,1.0,0,0,0,168027,1
1,40,0.1852,0,0,0,1281918,1
0,69,0.2173,0,0,0,1552116,2
1,50,0.1361,0,0,0,1333074,1
0,300,0.2061,0,0,0,403757,2
0,70,0.1954,0,0,0,2032058,2
1,40,1.0,0,0,0,1842518,1
1,40,0.6221,1,0,0,2425687,1
0,80,0.3479,0,0,0,1786108,1
1,40,1.0,0,0,0,430771,1
0,200,0.3663,0,0,0,4032298,1
1,50,0.1773,0,0,0,1223690,1
1,100,0.2195,0,0,1,2215716,1
1,70,0.9755,0,0,0,406616,2
