steel/table10.V17,steel/table10.V25,steel/table10.V26
0.7391,-0.2609,-0.0192
0.1111,-0.8889,-0.1264
0.5085,0.4915,0.034
0.8,0.2,-0.1211
0.1319,-0.8681,-0.1145
0.1177,0.8824,-0.3805
0.5333,-0.4667,-0.1098
0.8333,-0.1667,-0.2492
0.75,0.25,-0.0054
0.5,0.5,-0.1126
0.3252,0.6748,-0.1801
0.4,-0.6,-0.1864
0.8571,-0.1429,-0.215
0.8571,-0.1429,-0.2145
0.8667,0.1333,-0.1426
0.9,0.1,-0.1293
0.8889,0.1111,-0.1762
1.0,0.0,-0.0917
0.8319,-0.1681,-0.2972
0.8571,0.1429,-0.0869
0.6842,0.3158,-0.1315
1.0,0.0,-0.1686
0.1111,0.8889,-0.1161
0.9187,-0.0813,-0.1902
0.4118,-0.5882,-0.1556
0.8106,-0.1893,-0.096
1.0,0.0,-0.0944
0.8571,-0.1429,-0.213
0.5333,0.4667,-0.1272
0.9942,-0.0058,-0.1013
0.5367,-0.4633,-0.0588
0.4444,0.5556,-0.098
0.7778,-0.2222,-0.1903
0.2048,0.7952,-0.2012
1.0,0.0,-0.001
0.1956,0.8044,-0.2085
0.3931,-0.6069,-0.1937
0.6364,0.3636,-0.1064
0.6316,0.3684,-0.2021
0.9286,0.0714,-0.1889
0.4426,-0.5574,-0.1633
0.8461,0.1539,-0.6017
0.2727,-0.7273,-0.1741
0.3077,0.6923,-0.2015
0.8889,-0.1111,-0.121
0.3652,-0.6348,-0.1904
0.3636,0.6364,-0.2353
0.3448,0.6552,-0.1785
0.2069,0.7931,-0.1014
0.2034,0.7966,-0.3165
0.6667,-0.3333,-0.1058
1.0,0.0,-0.1599
0.5909,0.4091,-0.1742
0.9102,0.0898,-0.0971
0.3631,-0.6369,-0.1797
1.0,0.0,-0.1309
0.7059,-0.2941,-0.0205
0.0454,-0.9546,-0.0129
0.3597,-0.6403,-0.4221
0.9626,-0.0374,-0.0799
0.068,-0.9319,-0.0768
0.2778,0.7222,-0.0731
0.7778,0.2222,-0.0755
0.3886,-0.6114,-0.1838
0.0714,0.9286,-0.5816
0.8079,-0.1921,-0.0935
0.5,0.5,-0.528
0.2892,-0.7108,-0.0797
0.3771,-0.6229,-0.1953
0.9167,0.0833,-0.5301
0.3846,0.6154,-0.1263
0.1058,0.8942,-0.1205
0.8824,-0.1177,-0.088
0.7778,0.2222,-0.4148
0.5,-0.5,0.0019
0.9535,0.0465,-0.0943
0.3432,-0.6568,-0.18
0.9333,0.0667,0.0298
0.1563,0.8438,-0.1455
0.8839,-0.1161,-0.0543
0.2381,-0.7619,-0.0504
0.4706,-0.5294,0.0979
0.8461,-0.1539,-0.1921
0.0532,0.9467,-0.5462
0.3785,-0.6215,-0.186
0.3333,-0.6667,0.0212
0.45,0.55,-0.1053
0.3943,-0.6057,-0.1877
0.0736,0.9264,-0.1651
0.5,-0.5,-0.0748
0.8889,0.1111,-0.0935
0.5,0.5,-0.1138
0.3929,0.6071,-0.176
0.7619,-0.2381,0.0044
0.8571,-0.1429,-0.5754
0.875,-0.125,-0.1852
0.3608,-0.6392,-0.1708
0.3913,0.6087,-0.1524
0.7273,0.2727,-0.2288
0.5,-0.5,0.0356
0.6539,0.3462,-0.2703
0.6,-0.4,-0.0773
0.9333,-0.0667,-0.0881
0.1936,-0.8065,-0.0125
0.9333,0.0667,0.0358
0.8276,0.1724,-0.0558
0.4014,-0.5986,-0.1774
0.4737,0.5263,0.0192
0.6,-0.4,0.5909
0.386,-0.614,-0.1891
0.1818,0.8182,-0.2665
0.75,0.25,-0.1539
0.0612,0.9388,-0.1628
0.9206,0.0794,-0.0879
0.9048,0.0952,-0.0903
0.246,0.754,-0.2498
0.3,0.7,-0.1211
0.9091,0.0909,-0.0989
0.375,-0.625,0.0001
1.0,0.0,-0.1647
0.8636,-0.1364,0.0036
0.5909,0.4091,-0.3402
0.5454,0.4545,-0.154
0.5556,0.4444,-0.1753
1.0,0.0,-0.1919
1.0,0.0,-0.1805
0.4706,0.5294,-0.0593
0.4,-0.6,-0.1861
0.8148,0.1852,-0.1215
0.2174,-0.7826,0.0574
0.2941,0.7059,-0.0559
1.0,0.0,-0.0862
0.6333,0.3667,-0.4588
0.5172,-0.4828,0.0052
0.4286,-0.5714,0.0085
0.4387,-0.5613,-0.1961
0.3373,-0.6627,-0.1739
0.9474,-0.0526,-0.2495
0.6471,0.3529,-0.189
0.75,-0.25,-0.1103
0.5926,0.4074,-0.2796
0.8722,0.1278,-0.0997
0.3333,-0.6667,-0.1883
0.9333,-0.0667,-0.1312
0.55,0.45,-0.2063
0.8,-0.2,-0.001
0.8772,0.1228,-0.1068
0.4094,-0.5906,-0.1902
0.1729,0.8271,-0.0228
0.6667,0.3333,-0.1331
0.9259,-0.0741,-0.0884
1.0,0.0,0.0128
0.8,-0.2,-0.0112
0.2333,0.7667,-0.4836
0.5714,-0.4286,0.0195
1.0,0.0,-0.1261
0.25,0.75,-0.1453
0.2222,-0.7778,0.0038
0.1765,0.8235,-0.1956
0.3333,-0.6667,-0.1908
0.3478,0.6522,0.1279
0.3842,-0.6158,-0.1943
1.0,0.0,0.2839
0.5625,0.4375,-0.127
0.3842,-0.6158,-0.1855
0.4762,0.5238,-0.1719
0.1087,0.8913,-0.063
0.9167,0.0833,-0.1253
0.5385,0.4615,-0.2206
0.8889,-0.1111,-0.1503
0.5333,0.4667,-0.0997
0.7692,0.2308,-0.1187
0.3103,0.6897,-0.172
0.6667,-0.3333,-0.0068
0.5714,-0.4286,-0.2661
0.8,-0.2,-0.1139
0.0662,0.9338,-0.1992
0.8889,-0.1111,-0.1677
0.7143,0.2857,-0.1473
0.95,-0.05,0.0111
0.25,0.75,-0.1784
0.6316,-0.3684,-0.1851
0.9945,-0.0055,-0.0974
0.9091,-0.0909,-0.2938
0.6471,0.3529,-0.213
0.1513,0.8487,-0.2728
0.1852,-0.8148,0.0029
0.7059,-0.2941,-0.2019
0.5294,-0.4706,0.0938
0.1588,0.8412,-0.1042
0.9,0.1,-0.5217
0.3871,0.6129,-0.1854
0.8605,-0.1395,0.0445
0.8696,-0.1304,-0.2394
0.4,-0.6,-0.1901
0.5385,0.4615,-0.1154
0.5652,0.4348,-0.106
0.494,-0.506,-0.1353
0.1481,-0.8518,-0.0038
0.0528,-0.9472,-0.1574
0.4,-0.6,0.0021
0.9375,0.0625,-0.2203
0.9494,0.0506,-0.1033
0.2143,0.7857,-0.0795
0.3785,-0.6215,-0.1935
0.9238,-0.0762,-0.0625
0.9551,-0.0449,-0.1034
0.7059,-0.2941,-0.0985
0.4444,0.5556,-0.0727
0.4848,-0.5152,-0.0522
0.2791,0.7209,-0.2367
1.0,0.0,-0.0557
0.2069,0.7931,-0.0313
0.6956,-0.3043,0.0004
0.4627,-0.5373,-0.0572
1.0,0.0,-0.1213
0.3451,-0.6549,-0.1873
1.0,0.0,0.0023
0.6154,0.3846,-0.1161
0.2105,-0.7895,-0.004
0.5,-0.5,-0.1088
0.5454,-0.4545,-0.2069
0.7778,0.2222,-0.106
0.8333,-0.1667,-0.0104
0.3333,-0.6667,-0.1928
0.961,-0.039,-0.0966
0.1636,0.8364,0.004
1.0,0.0,-0.1244
0.0863,0.9137,-0.0254
0.3478,0.6522,-0.2301
0.4104,-0.5896,-0.1969
0.3815,-0.6185,-0.1797
0.6191,-0.381,-0.0263
0.396,-0.604,-0.1891
0.45,0.55,0.1903
0.1918,0.8082,-0.1543
0.375,0.625,-0.1841
0.6667,0.3333,-0.2295
0.3462,0.6539,-0.5063
0.8889,0.1111,0.0049
0.8485,0.1515,-0.2663
0.6667,0.3333,-0.1158
0.625,-0.375,0.0306
0.5789,-0.4211,-0.1649
0.75,0.25,-0.1788
0.5294,-0.4706,-0.1561
0.9512,-0.0488,-0.1354
0.5,0.5,-0.1755
0.3829,-0.6171,-0.1933
1.0,0.0,-0.3754
0.4,-0.6,-0.1971
0.9576,0.0424,-0.1059
0.3387,0.6613,-0.1291
0.8571,-0.1429,-0.2323
0.7241,-0.2759,0.1063
0.4074,0.5926,-0.1668
0.5,-0.5,-0.1609
0.7826,0.2174,-0.0701
0.8333,-0.1667,-0.1677
0.9182,0.0818,-0.096
0.4286,0.5714,0.0073
1.0,0.0,-0.0842
0.4667,0.5333,-0.0786
0.1343,0.8657,-0.1157
0.3284,0.6716,-0.27
0.9167,-0.0833,-0.1494
1.0,0.0,0.0368
0.3952,-0.6048,-0.1864
0.9286,-0.0714,0.0025
0.3771,-0.6229,-0.1861
0.8,0.2,-0.2035
0.8461,0.1539,-0.1176
0.8461,0.1539,0.0638
0.1437,0.8562,-0.1123
1.0,0.0,-0.1158
0.28,0.72,0.3354
1.0,0.0,-0.1504
0.5714,-0.4286,-0.0425
0.0897,0.9103,-0.3958
0.5909,0.4091,-0.0968
0.359,0.641,-0.2341
0.8125,-0.1875,-0.1032
0.9551,-0.0449,-0.081
0.3636,-0.6364,0.013
0.15,-0.85,-0.0767
0.6429,0.3571,-0.3908
0.1408,0.8591,-0.1046
0.8,-0.2,-0.0208
0.9167,0.0833,-0.1144
0.4884,0.5116,0.0461
0.9867,-0.0133,-0.0971
0.6667,0.3333,-0.0877
0.9286,-0.0714,0.0094
0.339,-0.661,-0.1871
0.5,0.5,-0.1078
0.3864,-0.6136,-0.1888
0.6364,0.3636,-0.122
0.8,-0.2,-0.2623
0.8438,-0.1563,-0.2465
0.8889,-0.1111,0.0043
0.5333,0.4667,-0.3598
0.9,0.1,-0.2303
0.2432,0.7568,-0.1023
0.5172,-0.4828,-0.0034
0.5714,-0.4286,0.0068
0.64,0.36,-0.1163
0.5769,0.4231,-0.2713
0.8148,0.1852,-0.2745
0.1842,0.8158,-0.0592
0.4516,0.5484,-0.1587
0.4091,-0.5909,-0.1264
0.9091,0.0909,-0.1307
0.3462,0.6539,-0.05
0.4343,-0.5657,-0.1449
0.5758,-0.4242,-0.0805
0.9427,0.0573,-0.1067
0.5909,0.4091,-0.1984
0.6818,0.3182,-0.1624
0.2727,-0.7273,0.106
0.1165,0.8835,-0.2146
0.8,-0.2,-0.1215
0.9231,0.0769,-0.1394
0.4314,-0.5686,-0.1924
0.8182,-0.1818,0.0479
0.7143,0.2857,-0.1631
0.4167,0.5833,-0.3061
0.5263,0.4737,-0.0481
0.2594,-0.7406,-0.0717
0.45,-0.55,-0.0039
0.2614,0.7386,-0.1285
0.7647,0.2353,0.4275
0.3548,0.6452,-0.2321
0.75,-0.25,-0.2232
0.5,0.5,-0.1197
0.9,0.1,-0.1463
0.72,-0.28,0.013
0.8,-0.2,-0.1041
0.5094,0.4906,-0.0019
0.6207,-0.3793,-0.1018
0.3192,0.6809,0.0626
0.875,0.125,-0.083
0.6667,0.3333,-0.1535
0.75,0.25,-0.1946
0.2653,0.7347,-0.0248
0.5833,0.4167,0.4245
0.3743,-0.6257,-0.189
0.36,0.64,-0.0897
0.4857,0.5143,-0.1381
0.8571,-0.1429,-0.1408
0.5909,-0.4091,0.0161
0.9333,-0.0667,-0.2279
0.2857,0.7143,-0.0575
0.9042,0.0958,-0.0956
0.3918,-0.6082,-0.1853
0.9,-0.1,-0.0929
0.4545,-0.5454,-0.0701
0.3287,-0.6713,-0.192
0.9091,-0.0909,-0.1078
0.9371,0.0629,-0.0933
0.3043,-0.6956,-0.32
0.7857,-0.2143,-0.1791
0.2453,0.7547,-0.2746
0.25,0.75,-0.0544
0.0441,-0.9559,-0.024
0.9282,0.0718,-0.0681
0.8182,0.1818,-0.2442
0.064,0.936,-0.1893
0.3931,-0.6069,-0.1851
0.5294,-0.4706,-0.1711
0.9375,0.0625,-0.0924
0.5714,0.4286,-0.4422
0.6667,0.3333,-0.2574
0.9412,-0.0588,-0.2279
0.8421,0.1579,-0.1038
0.3757,-0.6243,-0.192
0.4444,0.5556,-0.1705
0.5,-0.5,0.0033
0.6429,0.3571,-0.5291
0.8182,0.1818,-0.081
0.36,0.64,-0.091
0.9231,0.0769,0.0942
0.1951,-0.8049,-0.1803
0.7692,0.2308,-0.3039
0.8182,0.1818,-0.331
0.8636,0.1364,0.0045
0.5703,-0.4297,-0.0643
0.3333,0.6667,-0.2035
0.7647,-0.2353,-0.2109
0.1569,0.8431,-0.6096
0.6471,0.3529,-0.168
0.2273,-0.7727,-0.0022
0.7353,-0.2647,-0.1664
0.8182,0.1818,-0.1721
0.625,0.375,0.2894
0.55,0.45,-0.594
0.7083,0.2917,0.0188
0.9167,-0.0833,-0.1251
0.9167,-0.0833,-0.2624
0.7778,0.2222,-0.2698
0.1963,0.8037,-0.2312
0.1183,0.8817,-0.1386
0.8,0.2,-0.0098
0.1884,0.8116,-0.0425
0.4286,-0.5714,-0.1996
0.2069,0.7931,-0.1756
0.3214,0.6786,-0.5528
0.3943,-0.6057,-0.1805
0.1429,-0.8571,-0.152
0.75,0.25,-0.566
0.7143,0.2857,-0.195
0.75,0.25,-0.1497
0.3333,0.6667,-0.4056
0.75,-0.25,-0.124
0.8889,0.1111,-0.1182
0.5435,0.4565,-0.3288
0.1318,0.8682,-0.0242
0.8182,0.1818,-0.0366
0.409,-0.591,-0.0973
0.2069,0.7931,-0.4188
0.7857,0.2143,-0.122
0.6111,0.3889,-0.2837
0.5652,0.4348,-0.2855
0.9091,0.0909,-0.1916
0.9333,0.0667,-0.1
0.6429,0.3571,-0.2599
0.3989,-0.6011,-0.1821
0.95,-0.05,-0.188
0.3913,0.6087,-0.2947
0.45,0.55,-0.1956
0.1972,0.8028,-0.2338
0.9,-0.1,-0.2236
0.4046,-0.5954,-0.1863
0.8,-0.2,-0.152
0.3846,0.6154,-0.2939
0.3823,-0.6176,-0.1762
0.0261,-0.9739,-0.1635
0.6111,0.3889,-0.3864
0.7,0.3,-0.0662
0.4888,-0.5112,-0.1981
0.75,-0.25,-0.0243
0.2286,0.7714,-0.1162
0.7727,-0.2273,-0.2506
1.0,0.0,-0.123
0.8125,-0.1875,-0.0978
0.44,-0.56,-0.0689
0.3571,0.6429,0.0034
0.7059,0.2941,-0.3238
0.2105,-0.7895,-0.2321
0.16,0.84,-0.3241
0.3077,0.6923,-0.3995
0.5946,-0.4054,-0.2004
0.05,-0.95,0.0042
0.2593,0.7407,0.3426
0.8,0.2,-0.0998
0.5625,0.4375,-0.0894
0.4,-0.6,0.0391
0.3771,-0.6229,-0.1855
0.5294,0.4706,-0.0684
0.9474,0.0526,-0.063
0.3427,-0.6573,-0.1872
0.3873,-0.6127,-0.1874
0.3974,-0.6026,-0.1865
0.2564,0.7436,-0.0818
0.6818,-0.3182,-0.1512
1.0,0.0,-0.1283
0.9,0.1,-0.3027
0.7822,0.2178,-0.0102
1.0,0.0,-0.1582
0.4504,-0.5496,-0.1853
0.8,0.2,-0.0833
0.9091,-0.0909,-0.1355
1.0,0.0,-0.0052
1.0,0.0,-0.2874
0.9,-0.1,-0.1591
0.9623,0.0377,-0.0986
0.4483,0.5517,-0.1541
0.8125,0.1875,-0.109
0.414,-0.586,-0.1925
0.4545,0.5454,-0.1228
0.5,-0.5,0.0338
0.5714,0.4286,-0.082
0.2632,0.7368,-0.1682
0.2553,0.7447,-0.1453
0.4,0.6,-0.2462
0.8,0.2,-0.1648
0.0876,0.9124,-0.1519
0.7333,-0.2667,-0.0625
0.3454,0.6546,-0.1328
0.9087,-0.0913,-0.0629
0.8333,-0.1667,-0.0225
0.9167,0.0833,-0.0572
0.2452,-0.7548,-0.0577
0.3333,-0.6667,0.0091
0.9048,-0.0952,-0.2094
0.6429,0.3571,-0.1523
0.8077,-0.1923,-0.1593
0.4286,-0.5714,-0.1908
0.875,0.125,0.402
0.3588,-0.6412,-0.1913
0.32,0.68,0.0212
0.8,0.2,-0.1927
0.6667,0.3333,-0.2038
0.558,-0.442,-0.2224
0.3829,-0.6171,-0.1858
0.4211,0.5789,-0.1247
0.6,-0.4,-0.0019
0.2763,0.7237,-0.2034
0.0992,0.9008,-0.3536
0.8364,0.1636,-0.0553
0.9484,0.0516,-0.1071
1.0,0.0,-0.1442
0.9286,0.0714,-0.1589
0.8889,0.1111,-0.1624
0.8,-0.2,-0.0137
0.35,0.65,-0.1645
0.3478,0.6522,-0.2033
0.9231,-0.0769,-0.2614
0.1852,0.8148,-0.095
0.6522,0.3478,-0.2627
0.7143,0.2857,-0.1408
0.6087,0.3913,-0.1241
0.7778,-0.2222,-0.0453
0.8182,0.1818,0.3043
0.3721,0.6279,-0.189
0.2062,-0.7938,-0.0801
0.2933,0.7067,-0.3274
0.0083,0.9917,-0.4068
0.3885,-0.6115,-0.19
0.0862,0.9138,-0.2453
0.8,0.2,-0.2056
0.7619,0.2381,-0.011
0.3061,0.6939,-0.1871
0.4235,-0.5765,-0.1848
0.6667,-0.3333,0.0166
0.1539,-0.8461,-0.3092
0.993,0.007,-0.1059
0.8182,0.1818,-0.1243
0.2308,0.7692,-0.2568
0.7826,0.2174,-0.282
0.9167,-0.0833,-0.093
0.9536,0.0464,-0.1041
0.9091,0.0909,0.2964
0.9231,-0.0769,-0.0588
0.75,-0.25,-0.0723
0.2353,0.7647,-0.1725
0.8333,-0.1667,-0.0229
0.8571,-0.1429,-0.0965
0.1892,0.8108,-0.109
0.5306,-0.4694,0.0159
0.4118,-0.5882,-0.026
0.4173,-0.5827,-0.1415
0.2,0.8,0.4195
0.5882,-0.4118,-0.0654
0.381,0.6191,-0.1783
0.9333,0.0667,-0.214
0.8,-0.2,-0.049
0.8333,-0.1667,-0.0809
0.4286,0.5714,-0.2473
0.9643,0.0357,-0.0882
0.5484,-0.4516,-0.0582
0.1358,0.8642,-0.1897
0.625,-0.375,-0.0702
0.5385,-0.4615,-0.0005
0.1167,0.8833,-0.4202
0.2143,0.7857,-0.3004
0.1197,0.8803,-0.3714
0.431,-0.569,-0.3807
0.962,0.038,-0.058
0.3882,-0.6118,-0.1746
0.5854,0.4146,-0.108
0.5454,0.4545,0.2175
0.8,-0.2,-0.1646
0.8095,-0.1905,-0.1162
0.4837,-0.5163,-0.1833
0.9091,0.0909,-0.1876
0.4,0.6,-0.3624
1.0,0.0,-0.2065
0.9,0.1,-0.1569
0.225,0.775,-0.183
0.5517,0.4483,-0.0628
0.4533,0.5467,-0.0828
0.371,0.629,-0.4588
0.625,-0.375,0.0078
0.483,-0.517,-0.1675
0.7273,0.2727,-0.0136
0.8571,-0.1429,-0.1146
0.4815,-0.5185,0.0325
0.0396,-0.9604,-0.1709
0.2464,0.7536,-0.3003
0.0591,-0.9409,-0.0903
0.75,-0.25,-0.1998
0.414,-0.586,-0.1834
0.3125,-0.6875,-0.0686
0.5,-0.5,0.0006
0.7368,0.2632,-0.1646
0.15,0.85,-0.2978
0.5625,-0.4375,-0.2423
0.3765,-0.6235,-0.1929
0.7143,0.2857,-0.2513
0.4737,0.5263,-0.0852
0.7609,0.2391,-0.0564
0.1136,0.8864,-0.1304
0.3235,0.6765,-0.1031
0.3941,-0.6059,-0.1867
0.3103,0.6897,0.2896
0.4706,0.5294,-0.0734
0.4583,-0.5417,-0.1203
0.3611,0.6389,-0.0852
0.4375,-0.5625,-0.006
0.7778,0.2222,-0.2605
0.2581,0.7419,-0.1386
0.363,-0.637,-0.1843
0.4706,-0.5294,-0.0148
0.3931,-0.6069,-0.1852
0.7273,-0.2727,-0.1229
0.283,0.717,-0.5678
0.5556,-0.4444,-0.246
0.5714,0.4286,-0.1099
0.3864,-0.6136,-0.1851
0.72,0.28,-0.2254
0.321,0.679,-0.0941
0.9,0.1,-0.0988
0.5741,0.4259,-0.2217
0.9669,-0.0331,-0.1047
0.6667,-0.3333,-0.0849
0.1,0.9,-0.1492
1.0,0.0,0.0046
0.2973,0.7027,-0.296
0.3103,0.6897,-0.0935
0.7241,0.2759,-0.0585
0.9737,0.0263,-0.09
0.8571,0.1429,-0.2257
0.9063,-0.0938,-0.2362
0.9,0.1,-0.1198
0.7,-0.3,-0.256
1.0,0.0,-0.2682
1.0,0.0,0.0039
0.9286,-0.0714,0.0344
0.7143,0.2857,-0.1409
0.5,0.5,-0.0976
0.5714,-0.4286,0.0032
0.3667,0.6333,-0.0457
0.25,0.75,-0.1769
0.2045,0.7954,-0.1851
0.6429,-0.3571,-0.0022
0.52,0.48,-0.0894
0.55,0.45,-0.1892
0.4658,0.5343,-0.3225
0.375,0.625,-0.1765
0.2973,0.7027,-0.3731
0.84,-0.16,-0.0178
0.7857,0.2143,-0.0489
0.8633,-0.1366,-0.0988
0.3333,0.6667,-0.2359
0.875,-0.125,-0.0545
1.0,0.0,-0.1706
0.625,0.375,-0.1157
0.451,0.549,-0.1538
1.0,0.0,-0.1027
0.4545,0.5454,-0.0851
0.4667,0.5333,-0.1009
0.9,0.1,-0.1188
0.7407,0.2593,-0.1262
