steel/table7.V19,steel/table7.V20,steel/table7.V8
0.9444,0.9,12530
0.7193,0.8864,95173
0.4545,1.0,15513
0.6863,0.536,677554
0.8,1.0,4557
0.9259,0.5882,15313
0.2095,0.3634,1238454
0.3962,1.0,73236
0.8235,1.0,11890
0.58,0.7241,41492
0.9167,1.0,24102
0.6213,0.5489,598862
0.3913,0.8214,23925
1.0,1.0,8949
0.237,0.4356,1508999
0.5,1.0,18695
0.8667,1.0,15121
0.5385,1.0,7312
0.2156,0.9503,570911
0.2435,0.6341,650853
0.8,1.0,8166
0.2959,0.5273,35565
0.6927,0.5104,378154
0.7778,0.7647,15526
0.6604,0.5,654358
0.8889,0.8696,22124
1.0,1.0,11973
0.55,1.0,10621
0.1133,0.8743,552220
0.9091,1.0,8375
0.4375,0.9259,14187
0.6667,1.0,5546
1.0,1.0,1961
0.175,0.963,91488
0.52,1.0,12602
0.7368,1.0,38722
0.8889,0.65,16070
0.2058,0.3288,1835252
0.8461,0.5714,4538
0.9091,0.3529,15364
0.3273,0.7778,19650
0.2941,0.9861,43323
1.0,1.0,1504
0.8461,1.0,9522
0.3818,0.8776,68556
0.2679,0.4471,1442027
0.8,0.9474,14830
0.7,0.9286,8140
0.548,0.4027,608295
0.7778,1.0,6167
0.7012,0.5529,725465
0.8235,1.0,18656
0.6897,0.8,11804
0.7273,1.0,53142
1.0,1.0,6942
0.8889,1.0,8359
0.9,1.0,6207
0.5294,1.0,24476
0.5179,0.4839,30361
0.875,1.0,2062
0.4848,0.8065,25563
0.6,1.0,23784
0.7333,1.0,37889
0.2333,1.0,21073
0.4516,1.0,28320
0.6875,0.45,14760
0.7143,1.0,9124
0.3462,1.0,14471
0.5323,0.3554,182339
0.5593,0.7308,35778
0.2422,0.4089,1095577
0.65,1.0,21547
0.6522,1.0,25516
0.8461,0.6,10476
0.2105,1.0,97514
0.8333,1.0,7197
0.75,1.0,13108
0.7251,0.4853,588714
0.3607,0.5143,19450
0.6667,1.0,11998
0.5,1.0,13678
0.5263,1.0,16571
0.8807,0.3371,2332320
0.7692,0.6923,10583
0.3286,0.9778,110993
0.6191,0.5862,23023
0.44,1.0,22017
0.7059,0.9,6165
0.8667,1.0,29748
0.75,1.0,6884
0.625,0.5806,26321
1.0,1.0,6651
0.2061,0.5824,101435
0.5577,0.5143,22534
0.2941,0.9592,39987
0.7778,0.8889,4108
0.625,0.9375,9860
0.8,1.0,14742
0.2385,0.8305,160146
0.5833,0.8,7658
0.6416,0.4187,679238
0.4286,0.9615,15147
0.5862,0.9459,45783
0.7,0.6316,7588
0.6286,0.7222,16258
0.7143,1.0,13836
0.3333,1.0,20267
0.2572,0.4744,1585785
0.631,0.4855,688556
0.4762,0.9,19738
1.0,0.7143,4642
0.7857,0.5054,407075
0.7857,1.0,7537
0.238,0.4005,1452456
0.92,0.7,6702
0.8235,1.0,11979
0.3939,1.0,46520
0.3333,1.0,8836
1.0,0.2727,21612
0.2274,0.3801,2144244
0.5625,1.0,6385
0.1067,1.0,60497
0.5965,0.4503,658162
0.68,0.5625,8170
0.2273,0.4233,1424210
0.6,1.0,13351
0.6154,1.0,5608
0.85,1.0,17592
0.5714,0.8261,22254
0.6654,0.5417,657020
0.5,1.0,11573
1.0,1.0,1541
0.6923,1.0,5606
0.75,1.0,7881
0.3103,1.0,51661
0.5714,0.8667,9944
0.9318,0.5333,18466
0.5882,1.0,6861
0.9,1.0,5652
0.7917,0.88,31245
0.3783,0.3737,2519511
0.4583,1.0,24672
0.7083,0.8667,10605
0.1624,0.9855,145129
0.6471,1.0,61342
0.9167,0.5556,8685
0.6296,0.7576,30518
0.6923,1.0,7842
1.0,0.9412,16669
0.5789,1.0,7015
0.2656,0.5373,142791
0.8571,1.0,11535
0.6667,1.0,9347
1.0,1.0,21216
0.2188,0.9554,125462
0.1964,1.0,77840
0.4615,0.625,45627
0.1884,0.9857,66181
0.7479,0.6302,750685
0.6,0.9667,11397
0.375,1.0,9559
0.6944,0.5,734568
1.0,0.75,5644
0.8182,1.0,3944
0.7143,1.0,2576
0.75,1.0,16217
0.4091,0.931,12173
0.8889,1.0,3476
1.0,1.0,5418
0.5102,0.9583,56018
0.2698,0.9847,140521
0.6923,0.9167,6782
0.5456,0.3952,1315891
0.8571,1.0,7514
0.8461,1.0,12587
0.55,0.9474,11278
0.7222,0.9583,20121
0.7143,1.0,8485
0.4828,0.8333,11981
0.6585,1.0,63000
0.5742,0.4897,675659
0.6061,0.8261,21098
0.6429,1.0,14626
0.6923,1.0,11635
0.1687,0.9342,49038
0.7692,1.0,5267
0.6028,0.5303,666455
0.8333,1.0,7164
0.4098,0.9701,43294
0.5882,0.4114,614756
0.9302,0.1123,1689009
0.6471,1.0,9110
0.6364,1.0,7052
0.5345,0.537,699635
0.4211,0.6353,230162
0.4444,1.0,21380
0.8148,0.85,17363
0.75,0.8182,6735
0.8,1.0,16975
0.6944,0.44,17042
0.4348,1.0,18238
0.6316,1.0,10646
1.0,0.5714,5111
0.1633,0.6329,460547
0.6154,1.0,10685
0.4568,0.3729,39202
1.0,0.6667,8355
0.3889,0.9643,19935
1.0,1.0,7605
0.6923,1.0,9791
1.0,1.0,2926
0.6604,0.528,687299
0.4286,0.9444,11447
0.3273,0.5938,19189
0.8034,0.4537,450619
0.5786,0.4497,635284
0.7295,0.5128,618605
0.3571,1.0,25269
0.8461,0.9375,25096
0.7619,0.8889,16849
1.0,1.0,22134
0.2379,0.4879,353617
0.8125,0.9286,12284
0.5796,0.5619,407966
0.8,1.0,5867
0.7333,0.9091,7193
1.0,1.0,1528
0.7143,0.9091,4834
0.9091,1.0,6135
0.2394,0.4108,1293558
0.4643,1.0,28261
0.6842,1.0,17564
0.785,0.5909,659058
0.5,1.0,12351
0.8571,0.8571,5558
0.6154,1.0,7990
0.375,0.95,44609
0.2791,0.9216,37960
0.3333,0.9524,28658
0.8,1.0,5345
0.1967,0.9786,87496
0.8333,0.9167,13680
0.2234,0.8,479002
0.2251,0.3525,3037459
0.75,1.0,2127
1.0,1.0,12792
0.6941,0.2863,2499819
1.0,1.0,775
0.5833,0.8261,23782
0.5745,0.9333,84630
0.8387,0.84,37664
0.625,0.5245,724819
0.6364,1.0,6999
0.6391,0.4388,590664
0.2319,0.9259,60518
0.8,1.0,25833
1.0,1.0,11618
0.3027,0.3511,1328712
0.5401,0.3641,654471
0.5333,1.0,12212
0.6667,0.8571,2683
0.3134,0.95,85442
0.194,0.9562,65200
0.2266,0.397,2155523
0.2244,0.4058,1083941
0.8182,1.0,6682
0.7222,1.0,15073
0.8,1.0,19728
0.8333,1.0,2020
0.4667,1.0,8235
0.4706,1.0,12238
0.9286,1.0,10683
0.2857,1.0,44712
0.75,1.0,23122
0.7143,1.0,6819
0.4375,0.92,15359
0.9,0.875,4277
1.0,1.0,10518
0.4211,0.9773,50867
0.9343,0.3151,1939163
0.2157,0.6696,80754
0.0144,0.9994,11591414
0.6305,0.4485,610139
0.625,1.0,14298
0.64,1.0,23488
0.8421,1.0,27851
0.2941,0.9245,33607
0.5743,0.4615,675748
0.22,0.2447,606744
1.0,0.3636,6013
0.2398,0.3944,1025103
1.0,1.0,7846
0.5,0.9559,69258
0.72,1.0,24172
0.8571,1.0,10797
0.2553,0.4402,1098162
0.9091,1.0,16760
0.6842,0.9231,8915
1.0,1.0,950
0.2353,0.9043,121595
0.8571,1.0,2001
0.9333,1.0,12374
0.7,1.0,22581
0.6712,0.5417,40573
0.8095,0.56,31667
0.7513,0.537,479531
0.2687,0.9,374117
0.5862,0.5882,11843
0.8889,1.0,11570
0.875,1.0,16601
1.0,1.0,1826
0.8,0.625,7882
0.3571,1.0,29002
0.24,0.3717,1642086
0.7046,0.7083,34599
0.2,1.0,61608
0.4138,0.45,103898
0.9286,0.6364,6525
0.1505,1.0,60260
0.2927,1.0,39043
0.3256,0.9915,76361
0.6073,0.4386,260660
0.2428,0.4249,2020624
0.5944,0.4151,667465
0.3288,0.6949,49094
0.48,0.7857,24156
0.9091,1.0,7164
0.7778,1.0,29526
0.6711,0.5401,645016
0.8333,1.0,7279
0.381,1.0,7182
0.7333,1.0,8532
0.8182,1.0,7446
0.2647,0.9302,17673
0.2667,0.7436,26032
0.2906,0.7979,110127
0.7931,1.0,68851
0.6667,1.0,2193
0.5485,0.4671,598575
0.8,1.0,8586
0.8235,0.9231,14167
0.551,0.4483,19691
0.9688,0.1509,345545
0.3778,1.0,67978
0.9595,0.1321,197365
0.8571,1.0,6760
0.7476,0.5285,649441
0.9412,1.0,5842
0.7692,0.7143,3330
0.5,0.9048,14757
0.4091,1.0,38917
0.8421,0.75,6886
0.4942,0.3678,654684
0.8824,1.0,23671
0.8182,1.0,12881
0.3889,0.8518,62926
0.1754,1.0,60109
0.6111,1.0,32604
0.6464,0.4891,676562
0.3333,0.9063,19974
0.375,0.85,54676
0.5783,0.5366,56864
0.2203,0.8372,34779
0.8,0.875,6616
0.6269,0.9818,97966
0.5333,1.0,20399
0.7449,0.5824,522331
0.8947,0.6667,8701
0.5767,0.4416,622528
0.8461,1.0,8757
0.3,0.9464,21964
0.72,0.625,9265
0.5714,1.0,7747
0.6423,0.4823,685255
0.6207,0.9259,19434
0.2167,0.8438,116653
0.2542,0.4789,1059263
0.4627,0.9,117153
0.2546,0.4124,1270726
0.75,0.6154,7145
0.1222,1.0,71112
1.0,1.0,1543
0.2895,0.9737,63525
0.6923,1.0,17753
0.3962,0.7838,27597
0.296,0.4903,1550152
0.7059,1.0,10704
0.4384,0.4833,49765
0.75,1.0,7774
0.7407,0.9333,9714
1.0,1.0,21639
0.8889,1.0,3341
0.5833,0.7647,14697
0.6,0.913,25182
0.3846,0.9524,14323
1.0,1.0,2183
0.3793,1.0,22232
0.2841,0.8696,118631
0.2571,0.9778,28268
0.7368,0.6923,8813
0.5652,0.9615,71337
0.6111,1.0,16916
0.5484,0.9865,96340
0.6316,1.0,28986
0.3929,1.0,16370
0.3571,0.6,42620
0.6875,1.0,12417
0.2815,0.3829,1245388
0.3784,1.0,32766
1.0,1.0,6293
0.75,1.0,6582
0.8824,1.0,26034
0.5,1.0,68349
0.5909,1.0,11601
0.8333,1.0,17566
0.5385,1.0,6560
0.9,1.0,6091
0.6667,0.9643,34001
