steel/table9.V23,steel/table9.V24,steel/table9.V25
1.3802,1.8195,0.6364
1.0,1.4624,0.6552
0.7782,1.4624,0.7931
1.0792,1.7708,0.7966
1.3802,1.2041,-0.3333
1.0414,1.0414,0.0
1.1139,1.3424,0.4091
2.1818,2.2227,0.0898
2.2253,1.7853,-0.6369
0.6021,0.6021,0.0
1.2305,1.0792,-0.2941
1.6435,0.301,-0.9546
2.143,1.699,-0.6403
2.2718,2.2553,-0.0374
2.7235,1.5563,-0.9319
0.699,1.2553,0.7222
1.1461,1.2553,0.2222
2.243,1.8325,-0.6114
0.7782,1.9243,0.9286
2.248,2.1553,-0.1921
0.7782,1.0792,0.5
1.9191,1.3802,-0.7108
2.243,1.8195,-0.6229
1.0414,1.0792,0.0833
1.1761,1.5911,0.6154
1.0414,2.017,0.8942
1.2305,1.1761,-0.1177
1.1461,1.2553,0.2222
0.7782,0.4771,-0.5
2.2148,2.2355,0.0465
2.2279,1.7634,-0.6568
1.1461,1.1761,0.0667
1.0,1.8062,0.8438
2.3503,2.2967,-0.1161
1.3222,0.699,-0.7619
1.2305,0.9031,-0.5294
1.1139,1.0414,-0.1539
0.9542,2.2279,0.9467
2.248,1.8261,-0.6215
1.3222,0.8451,-0.6667
0.9542,1.301,0.55
2.243,1.8389,-0.6057
1.0792,2.2122,0.9264
1.0792,0.7782,-0.5
0.9031,0.9542,0.1111
1.0414,1.3424,0.5
1.0414,1.4472,0.6071
1.3222,1.2041,-0.2381
1.1461,1.0792,-0.1429
0.9031,0.8451,-0.125
2.1987,1.7559,-0.6392
0.9542,1.3617,0.6087
0.9031,1.0414,0.2727
0.9031,0.6021,-0.5
1.2305,1.415,0.3462
0.699,0.4771,-0.4
1.1761,1.1461,-0.0667
1.4914,0.7782,-0.8065
1.1461,1.1761,0.0667
1.3802,1.4624,0.1724
2.1523,1.7559,-0.5986
0.9542,1.2787,0.5263
1.1761,0.9542,-0.4
2.233,1.8195,-0.614
1.0,1.7404,0.8182
0.9542,1.0792,0.25
1.2553,2.4683,0.9388
2.2406,2.2765,0.0794
2.1818,2.2253,0.0952
1.6628,2.2718,0.754
0.9542,1.4771,0.7
1.301,1.3424,0.0909
1.3802,0.9542,-0.625
1.0792,1.0792,0.0
1.3424,1.2787,-0.1364
1.1139,1.3424,0.4091
1.2553,1.5185,0.4545
1.0,1.2553,0.4444
1.0414,1.0414,0.0
1.1461,1.1461,0.0
0.9031,1.2305,0.5294
2.243,1.8451,-0.6
1.3424,1.4314,0.1852
1.3617,0.699,-0.7826
1.0,1.5315,0.7059
1.3802,1.3802,0.0
1.2787,1.4771,0.3667
1.4624,1.1761,-0.4828
1.1461,0.7782,-0.5714
2.1903,1.8325,-0.5613
2.2279,1.7559,-0.6627
1.2787,1.2553,-0.0526
1.0414,1.2305,0.3529
1.0792,0.9542,-0.25
1.2041,1.4314,0.4074
2.1959,2.2553,0.1278
2.1399,1.6628,-0.6667
1.1761,1.1461,-0.0667
1.0414,1.301,0.45
0.699,0.6021,-0.2
2.1761,2.233,0.1228
2.233,1.8451,-0.5906
1.3617,2.1239,0.8271
1.0792,1.2553,0.3333
1.4314,1.3979,-0.0741
1.2041,1.2041,0.0
0.699,0.6021,-0.2
0.8451,1.4771,0.7667
0.8451,0.6021,-0.4286
1.0792,1.0792,0.0
1.0,1.6021,0.75
1.5563,0.9031,-0.7778
1.1761,1.9294,0.8235
2.248,1.7708,-0.6667
0.9031,1.3617,0.6522
2.248,1.8325,-0.6158
1.0,1.0,0.0
0.9542,1.2041,0.4375
2.248,1.8325,-0.6158
1.0,1.3222,0.5238
0.699,1.6628,0.8913
1.0414,1.0792,0.0833
0.8451,1.1139,0.4615
0.9542,0.9031,-0.1111
0.9031,1.1761,0.4667
1.0,1.1139,0.2308
0.9542,1.4624,0.6897
0.7782,0.6021,-0.3333
1.3222,1.0792,-0.4286
1.301,1.2041,-0.2
1.2305,2.4099,0.9338
0.9542,0.9031,-0.1111
1.301,1.4472,0.2857
1.301,1.2787,-0.05
1.1139,1.716,0.75
1.2787,1.0792,-0.3684
2.2577,2.2553,-0.0055
1.3424,1.301,-0.0909
1.0414,1.2305,0.3529
1.3617,2.1818,0.8487
1.4314,0.699,-0.8148
1.2305,1.0792,-0.2941
1.2305,0.9542,-0.4706
1.4314,2.2304,0.8412
0.9542,1.0,0.1
1.0792,1.4914,0.6129
1.6335,1.5682,-0.1395
1.3617,1.301,-0.1304
2.1903,1.7924,-0.6
0.8451,1.1139,0.4615
1.1139,1.3617,0.4348
2.3962,2.0899,-0.506
1.4314,0.6021,-0.8518
2.7543,1.4771,-0.9472
1.5441,1.1461,-0.6
1.1761,1.2041,0.0625
2.1761,2.1987,0.0506
0.7782,1.4472,0.7857
2.248,1.8261,-0.6215
2.3483,2.3139,-0.0762
2.1931,2.1732,-0.0449
1.2305,1.0792,-0.2941
1.0792,1.4314,0.5556
1.5185,1.2041,-0.5152
1.0792,1.6335,0.7209
1.0,1.0,0.0
0.7782,1.4624,0.7931
1.3617,1.2041,-0.3043
2.6181,2.2833,-0.5373
1.0792,1.0792,0.0
2.1523,1.6902,-0.6549
0.699,0.699,0.0
0.9031,1.1139,0.3846
1.7559,1.0792,-0.7895
1.2041,0.9031,-0.5
1.0414,0.7782,-0.4545
1.1461,1.2553,0.2222
0.7782,0.699,-0.1667
1.2553,0.7782,-0.6667
2.1875,2.1703,-0.039
0.9542,1.7404,0.8364
0.9031,0.9031,0.0
1.0792,2.143,0.9137
0.9031,1.3617,0.6522
2.238,1.8513,-0.5896
2.238,1.8195,-0.6185
1.3222,1.1139,-0.381
2.1732,1.7708,-0.604
0.9542,1.301,0.55
1.1461,1.8633,0.8082
1.0792,1.5051,0.625
1.2041,1.3802,0.3333
0.9542,1.415,0.6539
1.2041,1.2553,0.1111
1.4472,1.5185,0.1515
1.0,1.1761,0.3333
0.9031,0.699,-0.375
1.2787,1.0414,-0.4211
1.0792,1.2041,0.25
1.2305,0.9542,-0.4706
1.6128,1.5911,-0.0488
1.0,1.301,0.5
2.243,1.8261,-0.6171
1.0792,1.0792,0.0
1.3979,1.0,-0.6
2.1987,2.2175,0.0424
1.3222,1.7924,0.6613
1.1461,1.0792,-0.1429
1.4624,1.3222,-0.2759
1.0414,1.4314,0.5926
2.1644,1.8633,-0.5
1.2553,1.3617,0.2174
1.0792,1.0,-0.1667
2.1644,2.2014,0.0818
0.9542,1.3222,0.5714
1.1139,1.1139,0.0
0.8451,1.1761,0.5333
1.5563,2.4281,0.8657
1.8195,2.3032,0.6716
1.0792,1.0414,-0.0833
1.4624,1.4624,0.0
2.0934,1.6902,-0.6048
1.1461,1.1139,-0.0714
2.243,1.8195,-0.6229
1.2041,1.301,0.2
1.0414,1.1139,0.1539
1.0414,1.1139,0.1539
1.6628,2.5052,0.8562
1.0,1.0,0.0
0.8451,1.3979,0.72
1.0,1.0,0.0
0.8451,0.6021,-0.4286
1.1461,2.1931,0.9103
1.1139,1.3424,0.4091
1.1461,1.5911,0.641
1.2041,1.1139,-0.1875
2.2504,2.2304,-0.0449
1.0414,0.6021,-0.6364
1.6021,0.7782,-0.85
1.2553,1.4472,0.3571
1.0,1.8513,0.8591
0.699,0.6021,-0.2
1.0414,1.0792,0.0833
1.3222,1.6335,0.5116
2.1761,2.1703,-0.0133
1.0792,1.2553,0.3333
1.1461,1.1139,-0.0714
2.248,1.7781,-0.661
0.8451,1.1461,0.5
2.2455,1.8325,-0.6136
1.1461,1.3424,0.3636
1.301,1.2041,-0.2
1.5051,1.4314,-0.1563
0.9542,0.9031,-0.1111
0.9031,1.1761,0.4667
0.9542,1.0,0.1
0.9542,1.5682,0.7568
1.4624,1.1761,-0.4828
0.8451,0.6021,-0.4286
1.2041,1.3979,0.36
1.1761,1.415,0.4231
1.3424,1.4314,0.1852
0.8451,1.5798,0.8158
1.1461,1.4914,0.5484
1.3424,0.9542,-0.5909
1.0,1.0414,0.0909
0.9542,1.415,0.6539
1.9956,1.6335,-0.5657
1.5185,1.2787,-0.4242
2.1703,2.1959,0.0573
1.1139,1.3424,0.4091
1.1761,1.3424,0.3182
1.3424,0.7782,-0.7273
1.0792,2.0128,0.8835
1.0,0.9031,-0.2
1.0792,1.1139,0.0769
2.1847,1.8195,-0.5686
1.3424,1.2553,-0.1818
1.0,1.1461,0.2857
1.0,1.3802,0.5833
1.0,1.2787,0.4737
2.8414,2.2553,-0.7406
1.301,0.9542,-0.55
1.3617,1.9445,0.7386
1.1139,1.2305,0.2353
1.0414,1.4914,0.6452
1.0792,0.9542,-0.25
1.1139,1.415,0.5
0.9542,1.0,0.1
1.3979,1.2553,-0.28
1.0,0.9031,-0.2
1.4314,1.7243,0.4906
1.4624,1.2553,-0.3793
1.1761,1.6721,0.6809
0.8451,0.9031,0.125
1.0,1.1761,0.3333
1.0792,1.2041,0.25
1.415,1.9912,0.7347
0.8451,1.0792,0.4167
2.2529,1.8261,-0.6257
0.9542,1.3979,0.64
1.2305,1.5441,0.5143
1.1461,1.0792,-0.1429
1.3424,1.1139,-0.4091
1.1761,1.1461,-0.0667
0.9031,1.4472,0.7143
2.179,2.2227,0.0958
2.233,1.8261,-0.6082
1.301,1.2553,-0.1
1.0414,0.699,-0.5454
2.1553,1.6721,-0.6713
1.0414,1.0,-0.0909
2.1732,2.2014,0.0629
1.3617,0.8451,-0.6956
1.1461,1.0414,-0.2143
1.1139,1.7243,0.7547
0.699,1.301,0.75
1.8325,0.4771,-0.9559
2.2577,2.29,0.0718
0.9542,1.0414,0.1818
0.9031,2.0969,0.936
2.238,1.8325,-0.6069
1.2305,0.9542,-0.4706
2.1761,2.2041,0.0625
1.0792,1.3222,0.4286
0.9031,1.0792,0.3333
1.2305,1.2041,-0.0588
1.2041,1.2787,0.1579
2.238,1.8129,-0.6243
0.9031,1.2553,0.5556
0.7782,0.4771,-0.5
0.9542,1.1461,0.3571
0.9542,1.0414,0.1818
1.2553,1.699,0.64
1.0792,1.1139,0.0769
1.6128,0.9031,-0.8049
1.0,1.1139,0.2308
0.9542,1.0414,0.1818
1.2787,1.3424,0.1364
2.5843,2.3404,-0.4297
1.0414,1.5185,0.6667
1.2305,1.1139,-0.2353
1.5051,2.3096,0.8431
1.3424,1.5315,0.3529
1.3424,0.699,-0.7727
1.5315,1.3979,-0.2647
0.9542,1.0414,0.1818
1.0,1.2041,0.375
1.0414,1.301,0.45
1.7076,1.8573,0.2917
1.0792,1.0414,-0.0833
1.0792,1.0414,-0.0833
1.1461,1.2553,0.2222
1.3222,2.0294,0.8037
1.0414,1.9685,0.8817
1.3802,1.4771,0.2
1.1139,1.8389,0.8116
2.243,1.8751,-0.5714
0.7782,1.4624,0.7931
0.9542,1.4472,0.6786
2.243,1.8389,-0.6057
1.3222,0.4771,-0.8571
0.9542,1.0792,0.25
0.699,0.8451,0.2857
1.0792,1.2041,0.25
0.9542,1.4314,0.6667
0.9031,0.7782,-0.25
0.9031,0.9542,0.1111
1.3979,1.6628,0.4565
1.2305,2.1106,0.8682
0.9542,1.0414,0.1818
2.6031,2.2148,-0.591
0.7782,1.4624,0.7931
1.0414,1.1461,0.2143
1.0414,1.2553,0.3889
1.1139,1.3617,0.4348
1.0,1.0414,0.0909
1.1461,1.1761,0.0667
1.4314,1.6233,0.3571
2.2504,1.8513,-0.6011
1.301,1.2787,-0.05
0.9542,1.3617,0.6087
0.9542,1.301,0.55
1.1461,1.8513,0.8028
1.0,0.9542,-0.1
2.238,1.8451,-0.5954
1.0,0.9031,-0.2
1.3979,1.8129,0.6154
2.2304,1.8129,-0.6176
3.0741,1.4914,-0.9739
1.0414,1.2553,0.3889
0.8451,1.0,0.3
2.2504,1.9395,-0.5112
1.8573,1.7324,-0.25
0.9031,1.5441,0.7714
1.3424,1.2305,-0.2273
0.9542,0.9542,0.0
1.2041,1.1139,-0.1875
1.3979,1.0414,-0.56
1.0,1.4472,0.6429
1.0792,1.2305,0.2941
1.2787,0.6021,-0.7895
1.6021,2.3979,0.84
0.9031,1.415,0.6923
1.5682,1.3424,-0.4054
1.6021,0.301,-0.95
0.8451,1.4314,0.7407
0.9031,1.0,0.2
0.9542,1.2041,0.4375
1.0,0.6021,-0.6
2.243,1.8195,-0.6229
0.9542,1.2305,0.4706
1.2553,1.2787,0.0526
2.1553,1.6902,-0.6573
2.238,1.8261,-0.6127
2.179,1.7781,-0.6026
1.0,1.5911,0.7436
1.3424,1.1761,-0.3182
1.2041,1.2041,0.0
1.2553,1.301,0.1
1.8976,2.0043,0.2178
1.1139,1.1139,0.0
2.1173,1.7708,-0.5496
0.9031,1.0,0.2
1.0414,1.0,-0.0909
0.699,0.699,0.0
1.0,1.0,0.0
1.0,0.9542,-0.1
2.1847,2.2014,0.0377
1.1139,1.4624,0.5517
1.1139,1.2041,0.1875
2.1959,1.8129,-0.586
1.0,1.3424,0.5454
1.0792,0.7782,-0.5
0.9031,1.1461,0.4286
1.1761,1.7559,0.7368
1.0792,1.6721,0.7447
1.2041,1.6021,0.6
0.9031,1.0,0.2
1.0792,2.1367,0.9124
1.1761,1.0414,-0.2667
2.0212,2.4829,0.6546
2.3617,2.3201,-0.0913
0.7782,0.699,-0.1667
1.0414,1.0792,0.0833
2.918,2.3075,-0.7548
0.7782,0.301,-0.6667
1.3222,1.2787,-0.0952
1.4314,1.6233,0.3571
1.415,1.3222,-0.1923
2.243,1.8751,-0.5714
0.8451,0.9031,0.125
2.2304,1.7853,-0.6412
1.2041,1.699,0.68
1.2041,1.301,0.2
1.0,1.1761,0.3333
2.3503,2.0969,-0.442
2.243,1.8261,-0.6171
0.9031,1.2787,0.5789
1.0,0.7782,-0.4
1.3222,1.8808,0.7237
1.1139,2.1173,0.9008
2.2529,2.3304,0.1636
2.1673,2.1903,0.0516
0.9542,0.9542,0.0
1.1139,1.1461,0.0714
1.2041,1.2553,0.1111
0.699,0.6021,-0.2
0.8451,1.301,0.65
0.9031,1.3617,0.6522
1.1139,1.0792,-0.0769
1.0,1.7324,0.8148
1.1761,1.3617,0.3478
1.0,1.1461,0.2857
1.1461,1.3617,0.3913
0.9542,0.8451,-0.2222
0.9542,1.0414,0.1818
1.2041,1.6335,0.6279
2.9385,2.2529,-0.7938
1.3424,1.8751,0.7067
2.1761,4.2587,0.9917
2.1959,1.7853,-0.6115
0.699,1.7634,0.9138
1.2041,1.301,0.2
1.2041,1.3222,0.2381
1.1761,1.6902,0.6939
2.2304,1.8573,-0.5765
2.1931,2.017,-0.3333
1.415,0.6021,-0.8461
2.1492,2.1523,0.007
0.9542,1.0414,0.1818
1.1761,1.8129,0.7692
1.2553,1.3617,0.2174
1.0792,1.0414,-0.0833
2.1584,2.179,0.0464
1.0,1.0414,0.0909
1.1139,1.0792,-0.0769
0.6021,0.4771,-0.25
1.301,1.9294,0.7647
0.7782,0.699,-0.1667
1.1461,1.0792,-0.1429
0.8451,1.5682,0.8108
1.6902,1.415,-0.4694
1.5315,1.1461,-0.5882
2.143,1.7634,-0.5827
1.5563,2.2553,0.8
1.2305,1.0,-0.4118
0.9031,1.3222,0.6191
1.1461,1.1761,0.0667
0.699,0.6021,-0.2
1.0792,1.0,-0.1667
1.1761,1.5441,0.5714
2.2095,2.2253,0.0357
1.4914,1.2305,-0.4516
1.0414,1.9085,0.8642
1.8573,1.6532,-0.375
1.1139,0.8451,-0.4615
1.1461,2.0792,0.8833
1.0792,1.7482,0.7857
1.1461,2.0682,0.8803
2.0645,1.699,-0.569
2.248,2.2648,0.038
2.2304,1.8195,-0.6118
1.3802,1.6128,0.4146
1.0792,1.3424,0.4545
1.0,0.9031,-0.2
1.3222,1.2305,-0.1905
2.1847,1.8692,-0.5163
1.0,1.0414,0.0909
0.9031,1.301,0.6
1.0414,1.0414,0.0
0.9542,1.0,0.1
0.9542,1.6021,0.775
1.2041,1.4624,0.4483
1.5315,1.8751,0.5467
1.3617,1.7924,0.629
0.9031,0.699,-0.375
2.1673,1.8513,-0.517
0.9031,1.0414,0.2727
1.1461,1.0792,-0.1429
1.4314,1.1139,-0.5185
2.6064,1.2041,-0.9604
1.2305,1.8389,0.7536
2.3747,1.1461,-0.9409
1.0792,0.9542,-0.25
2.1959,1.8129,-0.586
1.2041,0.699,-0.6875
1.0,0.699,-0.5
1.1461,1.2787,0.2632
0.9542,1.7781,0.85
1.2041,0.9542,-0.4375
2.2304,1.8062,-0.6235
1.1761,1.3222,0.2857
0.9542,1.2787,0.5263
1.5441,1.6628,0.2391
1.0,1.9445,0.8864
1.0414,1.5315,0.6765
2.2304,1.8261,-0.6059
0.9542,1.4624,0.6897
1.3802,1.7076,0.5294
1.6812,1.3424,-0.5417
1.1139,1.5563,0.6389
1.2041,0.8451,-0.5625
1.6233,1.7324,0.2222
0.9031,1.4914,0.7419
2.1644,1.7243,-0.637
1.2305,0.9031,-0.5294
2.238,1.8325,-0.6069
1.0414,0.9031,-0.2727
1.1761,1.7243,0.717
1.2553,1.0,-0.4444
0.9031,1.1461,0.4286
2.2455,1.8325,-0.6136
1.2553,1.3979,0.28
1.415,1.9085,0.679
2.1847,2.2304,0.1
1.4914,1.7324,0.4259
2.179,2.1644,-0.0331
1.0792,0.9031,-0.3333
1.0414,2.0414,0.9
0.6021,0.6021,0.0
1.3424,1.8692,0.7027
0.9542,1.4624,0.6897
1.3222,1.4624,0.2759
2.1703,2.1818,0.0263
1.0792,1.1461,0.1429
1.5051,1.4624,-0.0938
0.9542,1.0,0.1
1.301,1.1461,-0.3
1.2305,1.2305,0.0
0.9031,0.9031,0.0
1.1461,1.1139,-0.0714
1.1761,1.3222,0.2857
1.0,1.301,0.5
0.8451,0.6021,-0.4286
1.0414,1.4771,0.6333
1.3979,2.0,0.75
0.9542,1.6435,0.7954
1.1461,0.9542,-0.3571
1.415,1.699,0.48
1.0414,1.301,0.45
1.5315,1.8633,0.5343
1.0792,1.5051,0.625
1.0414,1.5682,0.7027
1.3979,1.3222,-0.16
1.0414,1.1461,0.2143
2.2068,2.143,-0.1366
1.1461,1.6233,0.6667
0.9031,0.8451,-0.125
0.9542,0.9542,0.0
1.1761,1.3802,0.375
1.3617,1.7076,0.549
1.1139,1.1139,0.0
1.0,1.3424,0.5454
0.8451,1.1761,0.5333
0.9542,1.0,0.1
1.301,1.4314,0.2593
