V30,V31,V5,V6,V7
0,0,1107,155,85
0,0,178,60,39
0,0,131,68,3
0,0,660,153,61
0,0,29,18,6
0,0,1228,69,64
0,0,536,118,52
0,0,1695,247,106
0,0,955,136,80
0,0,75,28,15
0,0,62,24,15
0,0,68,26,11
0,0,78,29,18
0,0,49,17,5
0,0,57,25,8
0,0,52,19,7
0,0,77,25,16
0,0,46,10,8
0,0,59,21,8
0,0,4307,361,123
0,0,11797,705,225
0,0,10166,593,166
0,0,359,79,49
0,0,6670,501,171
0,0,981,187,105
0,0,1535,239,120
0,0,15775,1275,276
0,0,1851,304,87
0,0,343,106,28
0,0,194,58,10
0,0,527,118,44
0,0,368,110,35
0,0,130,44,17
0,0,226,50,18
0,0,3256,417,106
0,0,202,73,17
0,0,122,58,13
0,0,119,30,12
0,0,111,45,19
0,0,55,10,14
0,0,1111,62,74
0,0,665,41,42
0,0,512,55,49
0,0,2243,241,195
0,0,181,27,20
0,0,144,20,16
0,0,126,12,14
0,0,197,14,17
0,0,172,15,16
0,0,66,10,10
0,0,68,13,9
0,0,64,12,8
0,0,60,12,11
0,0,48,8,9
0,0,31,9,6
0,0,69,11,10
0,0,87,18,11
0,0,70,12,11
0,0,85,12,13
0,0,54,9,8
0,0,41,12,7
0,0,57,11,7
0,0,170,21,21
0,0,258,20,26
0,0,198,21,18
0,0,128,18,15
0,0,68,13,10
0,0,113,27,18
0,0,212,20,22
0,0,60,9,10
0,0,99,18,11
0,0,74,15,11
0,0,101,27,17
0,0,216,27,30
0,0,57,11,9
0,0,86,15,11
0,0,210,18,17
0,0,110,14,12
0,0,66,12,8
0,0,33,8,7
0,0,92,16,12
0,0,111,24,17
0,0,140,21,14
0,0,74,13,11
0,0,476,38,25
0,0,59,11,10
0,0,124,12,14
0,0,119,16,13
0,0,1222,77,54
0,0,64,12,8
0,0,100,13,12
0,0,155,19,14
0,0,1284,68,61
0,0,82,13,11
0,0,69,12,9
0,0,68,10,11
0,0,191,17,18
0,0,456,32,31
0,0,114,14,15
0,0,55,10,9
0,0,85,14,11
0,0,54,12,9
0,0,118,16,13
0,0,54,10,10
0,0,98,14,12
0,0,183,19,21
0,0,576,34,34
0,0,451,33,27
0,0,194,17,17
0,0,73,11,10
0,0,86,15,10
0,0,137,15,15
0,0,71,14,8
0,0,33,9,6
0,0,75,11,12
0,0,59,12,8
0,0,638,44,36
0,0,106,12,16
0,0,143,20,14
0,0,178,19,16
0,0,190,18,20
0,0,305,33,27
0,0,125,17,13
0,0,479,61,67
0,0,1695,145,133
0,0,326,35,49
0,0,204,28,37
0,0,714,79,78
0,0,297,48,42
0,0,301,42,35
0,0,218,36,32
0,0,744,72,65
0,0,174,30,27
0,0,168,36,29
0,0,703,123,87
0,0,460,49,44
0,0,509,68,57
0,0,192,44,28
0,0,305,37,46
0,0,323,51,53
0,0,123,19,17
0,0,200,30,25
0,0,833,91,80
0,0,196,29,27
0,0,430,73,59
0,0,549,54,58
0,0,1570,176,128
0,0,2293,107,140
0,0,4860,406,366
0,0,6102,251,303
0,0,122,30,28
0,0,279,58,51
0,0,461,64,60
0,0,87,33,19
0,0,99,35,20
0,0,1421,239,204
0,0,87,20,15
0,0,137,32,25
0,0,171,28,28
0,0,229,25,23
0,0,2962,231,284
0,0,318,12,62
0,0,353,13,38
0,0,115,9,19
0,0,101,7,29
0,0,1934,82,246
0,0,148,8,58
0,0,260,23,56
0,0,3325,117,257
0,0,309,13,59
0,0,247,46,61
0,0,102,9,15
0,0,297,59,43
0,0,5323,245,395
0,0,52,13,13
0,0,200,23,24
0,0,468,70,54
0,0,652,49,48
0,0,93,13,14
0,0,6965,271,317
0,0,244,39,25
0,0,51,21,9
0,0,80,24,12
0,0,121,18,17
0,0,99,30,18
0,0,252,21,23
0,0,55,22,11
0,0,3432,258,330
0,0,271,56,26
0,0,89,14,13
0,0,131,16,15
0,0,138,25,25
0,0,68,13,13
0,0,90,13,16
0,0,72,36,12
0,0,57,12,12
0,0,63,10,11
0,0,105,14,36
0,0,86,13,26
0,0,74,12,33
0,0,82,44,4
0,0,75,30,7
0,0,82,23,6
0,0,126,32,24
0,0,18,4,5
0,0,35,13,6
0,0,129,50,25
0,0,90,28,20
0,0,824,100,61
0,0,1939,192,116
0,0,392,19,39
0,0,836,38,101
0,0,159,25,29
0,0,113,12,12
0,0,114,10,15
0,0,116,10,15
0,0,169,9,24
0,0,3583,130,314
0,0,1613,104,172
0,0,745,42,125
0,0,1949,68,162
0,0,806,61,140
0,0,709,39,108
0,0,949,43,118
0,0,1183,80,162
0,0,996,45,120
0,0,754,55,106
0,0,862,37,113
0,0,61,16,13
0,0,169,34,43
0,0,54,22,22
0,0,333,28,27
0,0,369,18,34
0,0,360,52,48
0,0,185,15,31
0,0,226,12,27
0,0,37334,908,903
0,0,230,41,42
0,0,1467,37,68
0,0,1283,109,118
0,0,107,13,26
0,0,788,67,137
0,0,419,40,60
0,0,184,21,24
0,0,260,34,42
0,0,747,62,72
0,0,1002,97,64
0,0,138,17,25
0,0,191,17,16
0,0,1055,69,56
0,0,64,14,15
0,0,109,18,11
0,0,63,10,10
0,0,147,22,20
0,0,77,11,15
0,0,137,21,19
0,0,101,15,12
0,0,2782,179,42
0,0,293,50,29
0,0,78,20,13
0,0,74,26,10
0,0,6019,211,119
0,0,83,14,10
0,0,72,13,10
0,0,73,14,12
0,0,278,32,33
0,0,80,25,11
0,0,83,15,14
0,0,409,65,53
0,0,102,15,13
0,0,55,10,9
0,0,155,28,17
0,0,57,11,10
0,0,74,12,13
0,0,145,16,21
0,0,82,14,11
0,0,53,20,12
0,0,71,21,15
0,0,78,13,12
0,0,89,12,11
0,0,149,16,16
0,0,784,66,54
0,0,52,8,7
0,0,88,17,11
0,0,150,17,24
0,0,110,13,12
0,0,42,10,12
0,0,66,8,10
0,0,49,9,13
0,0,289,35,40
0,0,657,53,62
0,0,45,8,10
0,0,25,7,7
0,0,81,11,15
0,0,68,11,13
0,0,366,34,29
0,0,193,19,21
0,0,415,29,37
0,0,54,12,10
0,0,73,15,20
0,0,224,34,30
0,0,345,86,56
0,0,263,31,31
0,0,68,12,15
0,0,121,17,12
0,0,103,14,11
0,0,139,14,25
0,0,139,13,26
0,0,161,17,17
0,0,168,19,11
0,0,980,80,46
0,0,150,19,20
0,0,19818,905,583
0,0,249,32,31
0,0,206,41,21
0,0,282,38,27
0,0,206,27,28
0,0,250,16,65
0,0,170,28,33
0,0,71,13,11
0,0,1241,183,102
0,0,60,26,4
0,0,65,15,11
0,0,265,74,46
0,0,1970,210,181
0,0,235,43,45
0,0,91,16,16
0,0,3042,198,284
0,0,2691,204,209
0,0,1126,88,115
0,0,51,15,13
0,0,69,19,13
0,0,2822,102,127
0,0,62,24,14
0,0,8035,189,214
0,0,64,21,9
0,0,1760,174,180
0,0,1170,99,174
0,0,6156,233,211
0,0,104,29,18
0,0,414,57,78
0,0,160,22,29
0,0,938,102,112
0,0,407,42,63
0,0,500,83,76
0,0,188,43,36
0,0,532,75,73
0,0,952,79,90
0,0,1499,168,174
0,0,1006,120,96
0,0,1275,96,112
0,0,1994,214,220
0,0,3297,367,270
0,0,2281,365,268
0,0,1058,142,151
0,0,103,28,13
0,0,160,40,18
0,0,182,22,18
0,0,347,43,51
0,0,110,21,16
0,0,145,61,35
0,0,146,38,22
0,0,140,18,20
0,0,205,14,34
0,0,226,23,27
0,0,113,13,20
0,0,151,21,18
0,0,132,18,20
0,0,230,17,24
0,0,110,9,21
0,0,158,18,22
0,0,166,17,22
0,0,133,18,14
0,0,128,17,21
0,0,217,18,23
0,0,127,15,19
0,0,117,11,15
0,0,114,16,15
0,0,140,13,23
0,0,141,12,19
0,0,130,13,17
0,0,128,12,42
0,0,65,28,8
0,0,106,19,15
0,0,243,43,34
0,0,294,69,41
0,0,373,61,42
0,0,203,40,31
0,0,152,36,23
0,0,359,71,43
0,0,54,12,11
0,0,162,37,34
0,0,2059,134,200
0,0,1981,219,206
0,0,67,15,16
0,0,838,67,80
0,0,59,11,9
0,0,624,72,67
0,0,80,23,13
0,0,55,13,12
0,0,62,13,14
0,0,70,19,14
0,0,77,25,10
0,0,543,81,46
0,0,86,17,19
0,0,529,47,32
0,0,463,69,54
0,0,563,109,59
0,0,289,64,37
0,0,366,59,42
0,0,206,34,18
0,0,269,49,33
0,0,236,52,32
0,0,238,56,31
0,0,243,24,25
0,0,337,57,43
0,0,254,42,25
0,0,212,56,37
0,0,361,51,35
0,0,128,29,16
0,0,128,29,16
0,0,649,110,71
0,0,288,62,34
0,0,434,76,51
0,0,383,91,58
0,0,203,33,23
0,0,1666,186,121
0,0,617,125,83
0,0,204,68,38
0,0,160,55,32
0,0,146,25,18
0,0,235,36,23
0,0,106,12,13
0,0,54,9,14
0,0,56,16,8
0,0,1182,87,71
0,0,66,10,9
0,0,4758,307,377
0,0,84,13,16
0,0,67,11,8
0,0,35,10,8
0,0,53,14,11
0,0,59,20,15
0,0,74,22,18
0,0,74,19,12
0,0,68,14,10
0,0,73,12,16
0,0,62,17,10
0,0,52,11,8
0,0,61,30,17
0,0,96,25,16
0,0,61,14,10
0,0,240,25,22
0,0,220,18,24
0,0,34,14,5
0,0,148,19,24
0,0,103,51,20
0,0,55,13,13
0,0,365,39,40
0,0,109,15,18
0,0,36,9,13
0,0,68,15,14
0,0,85,12,18
0,0,126,16,20
0,0,101,27,27
0,0,583,75,125
0,0,92,12,13
0,0,131,16,13
0,0,135,19,20
0,0,83,16,27
0,0,39,11,7
0,0,32,9,4
0,0,42,12,10
0,0,119,19,19
0,0,36,8,9
0,0,64,12,17
0,0,42,12,15
0,0,57,11,12
0,0,34,9,12
0,0,39,11,8
0,0,301,38,46
0,0,105,17,21
0,0,126,21,29
0,0,102,17,10
0,0,225,51,57
0,0,130,33,36
0,0,121,27,32
0,0,116,18,28
0,0,101,10,17
0,0,155,25,28
0,0,137,18,26
0,0,227,22,38
0,0,145,18,39
0,0,111,14,27
0,0,117,19,24
0,0,108,20,22
0,0,116,33,32
0,0,53,6,12
0,0,60,40,4
0,0,98,12,19
0,0,63,28,7
0,0,52,21,4
0,0,92,42,15
0,0,86,23,18
0,0,95,14,12
0,0,81,14,12
0,0,54,22,3
0,0,795,333,62
0,0,52,22,8
0,0,68,32,11
0,0,51,22,5
0,0,65,40,3
0,0,86,34,7
0,0,55,11,12
0,0,173,68,11
0,0,76,13,10
0,0,56,12,9
0,0,58,29,10
0,0,53,32,7
0,0,59,42,8
0,0,64,32,7
0,0,54,38,2
0,0,209,62,37
0,0,156,39,24
0,0,55,19,6
0,0,74,32,12
0,0,51,12,9
0,0,77,18,11
0,0,83,26,13
0,0,91,14,17
0,0,35,14,10
0,0,167,23,33
0,0,194,40,33
0,0,35,13,7
0,0,133,35,20
0,0,1973,134,80
0,0,69,19,12
0,0,143,36,25
0,0,126,33,22
0,0,207,34,23
0,0,860,57,44
0,0,339,79,40
0,0,55,19,6
0,0,381,91,47
0,0,53,17,8
0,0,67,29,12
0,0,76,22,10
0,0,73,28,14
0,0,102,42,22
0,0,24,10,5
0,0,60,20,14
0,0,95,33,22
0,0,63,20,14
0,0,137,50,27
0,0,60,23,18
0,0,149,49,29
0,0,268,98,55
0,0,94,30,18
0,0,67,22,16
0,0,54,23,16
0,0,83,28,20
0,0,75,27,17
0,0,318,39,32
0,0,204,38,22
0,0,209,66,46
0,0,329,61,37
0,0,281,43,28
0,0,170,42,20
0,0,277,52,42
0,0,201,46,28
0,0,68,26,18
0,0,97,24,23
0,0,452,44,26
0,0,240,47,18
0,0,235,36,22
0,0,209,67,30
0,0,299,51,22
0,0,355,116,58
0,0,304,59,26
0,0,671,91,39
0,0,273,54,22
0,0,287,44,24
0,0,292,40,22
0,0,419,97,47
0,0,103,26,22
