Class,V13,V14,V27,V28,V29,V3,V32
1,1,40,1.0,0,0,2943077,0
1,1,40,1.0,0,0,2957266,0
1,1,40,0.5378,0,0,2975077,0
1,1,40,1.0,0,0,2985655,0
1,1,40,1.0,0,0,3003398,0
1,1,40,1.0,0,0,4348250,0
1,1,40,1.0,0,0,4358896,0
1,1,40,1.0,0,0,4373092,0
1,1,40,1.0,0,0,4383746,0
1,1,40,1.0,0,0,4401486,0
1,1,40,1.0,0,0,4419228,0
1,1,40,1.0,0,0,4440514,0
1,1,40,1.0,0,0,4639210,0
1,1,40,1.0,0,0,4649858,0
1,1,40,1.0,0,0,4703077,0
1,1,40,1.0,0,0,7261606,0
1,1,40,1.0,0,0,7275798,0
1,1,40,1.0,0,0,7300641,0
1,1,40,1.0,0,0,7307739,0
1,1,40,1.0,0,0,7318386,0
1,1,40,1.0,0,0,7325485,0
1,1,40,1.0,0,0,7612933,0
1,1,40,1.0,0,0,7655518,0
1,1,40,1.0,0,0,7754878,0
1,1,40,1.0,0,0,7765518,0
1,1,40,1.0,0,0,7783272,0
1,1,40,1.0,0,0,7797464,0
1,1,40,1.0,0,0,7818756,0
1,1,50,1.0,0,0,19000,0
1,1,50,1.0,0,0,29657,0
1,1,50,1.0,0,0,40322,0
1,1,40,1.0,0,0,115072,0
1,1,40,1.0,0,0,139939,0
1,1,40,1.0,0,0,55774,0
1,1,40,1.0,0,0,87744,0
1,1,40,1.0,0,0,98402,0
1,1,40,1.0,0,0,109058,0
1,1,40,1.0,0,0,119716,0
1,1,40,1.0,0,0,130372,0
1,1,40,1.0,0,0,3629947,0
1,1,40,1.0,0,0,3658370,0
1,1,40,1.0,0,0,3711661,0
1,1,40,1.0,0,0,2150529,0
1,1,40,0.633,0,0,2887460,0
1,0,100,0.2998,0,0,155255,0
1,1,50,0.1384,0,0,1083340,0
1,1,50,0.2253,0,0,1162279,0
1,1,50,0.1773,0,0,1223690,0
1,1,50,0.1322,0,0,1260440,0
1,1,50,0.1417,0,0,1273552,0
1,1,50,0.1292,0,0,1292292,0
1,1,50,0.1353,0,0,1311529,0
1,1,50,0.1292,0,0,1322072,0
1,1,50,0.1361,0,0,1333074,0
1,1,50,0.1322,0,0,1341292,0
1,1,50,0.1376,0,0,1351649,0
1,1,50,0.1307,0,0,1361745,0
1,1,50,0.133,0,0,1378585,0
1,1,50,0.1307,0,0,1388036,0
1,1,50,0.2061,0,0,1398169,0
1,1,50,0.1417,0,0,1413272,0
1,1,50,0.1322,0,0,1423992,0
1,1,50,0.1284,0,0,1436089,0
1,1,50,0.1361,0,0,1444004,0
1,1,50,0.1353,0,0,83249,0
1,1,50,0.1292,0,0,134988,0
1,1,50,0.1284,0,0,156370,0
1,1,50,0.1262,0,0,171874,0
1,1,50,0.1262,0,0,192327,0
1,1,50,0.1262,0,0,203197,0
1,1,50,0.124,0,0,224240,0
1,1,50,0.1262,0,0,237729,0
1,1,50,0.1292,0,0,249736,0
1,1,50,0.1417,0,0,273908,0
1,1,50,0.1384,0,0,294032,0
1,1,50,0.1715,0,0,367324,0
1,1,50,0.1384,0,0,450379,0
1,1,50,0.3977,0,0,483796,0
1,1,50,0.1353,0,0,598090,0
1,1,50,0.1384,0,0,626952,0
1,1,50,0.1483,0,0,679386,0
1,1,50,0.1569,0,0,762234,0
1,1,50,0.1384,0,0,796972,0
1,1,50,0.14,0,0,818584,0
1,1,50,0.1322,0,0,847972,0
1,1,50,0.1322,0,0,858604,0
1,1,50,0.1449,0,0,879259,0
1,1,50,0.1322,0,0,888672,0
1,1,50,0.1449,0,0,899659,0
1,1,50,0.14,0,0,909972,0
1,1,50,0.1353,0,0,972384,0
1,1,50,0.1449,0,0,983183,0
1,1,50,0.1441,0,0,1013642,0
1,1,50,0.14,0,0,1028213,0
1,1,50,0.1892,0,0,1042404,0
1,1,50,0.1322,0,0,1069368,0
1,1,50,0.14,0,0,1095698,0
1,1,50,0.14,0,0,1110856,0
1,1,50,0.1417,0,0,1156107,0
1,1,50,0.14,0,0,1188740,0
1,1,50,0.1483,0,0,1298256,0
1,1,50,0.2018,0,0,1458128,0
1,1,50,0.1384,0,0,1481144,0
1,1,50,0.1499,0,0,1506525,0
1,1,50,0.1483,0,0,1593115,0
1,1,50,0.1384,0,0,1622520,0
1,1,50,0.1322,0,0,1645544,0
1,1,50,0.1353,0,0,1667032,0
1,1,50,0.14,0,0,1681980,0
1,1,50,0.1659,0,0,1692615,0
1,1,50,0.1696,0,0,1709863,0
1,1,50,0.1622,0,0,1733269,0
1,1,50,0.1483,0,0,1738808,0
1,1,50,0.1441,0,0,1789332,0
1,1,50,0.1322,0,0,1819724,0
1,1,50,0.14,0,0,1962342,0
1,1,120,0.7065,0,0,30207,1
1,1,120,0.9755,0,0,55572,1
1,1,120,0.8861,0,0,68445,1
1,1,120,0.5805,0,0,75642,1
1,1,120,0.9806,0,0,97132,1
1,1,120,0.9998,0,0,143784,1
1,1,50,0.9915,0,0,128854,1
1,1,40,0.3601,0,0,1543653,1
1,1,40,0.2998,0,0,1564451,1
1,1,40,0.4057,0,0,1581921,1
1,1,40,0.4399,0,0,1599135,1
1,1,40,0.3819,0,0,1647908,1
1,1,40,0.2288,0,0,1668998,1
1,1,40,0.2532,0,0,1682919,1
1,1,40,0.1954,0,0,1738096,1
1,1,40,0.215,0,0,1772580,1
1,1,40,0.2984,0,0,2369532,1
1,1,40,0.2288,0,0,2396372,1
1,1,40,0.215,0,0,2413168,1
1,0,69,0.4763,0,0,5851552,1
1,0,69,0.2195,0,0,5877663,1
1,0,69,0.3725,0,0,5897947,1
1,0,69,0.215,0,0,5921344,1
1,0,69,0.1852,0,0,5948468,1
1,0,69,0.2173,0,0,5971611,1
1,0,69,0.2253,0,0,5996730,1
1,0,69,1.0,0,0,6245624,1
1,0,143,0.2699,0,0,785268,1
1,1,100,0.3154,0,0,1934306,1
1,1,100,0.9792,0,0,1954598,1
1,1,100,0.9961,0,0,1970774,1
1,1,100,0.9869,0,0,1981388,1
1,1,100,0.9999,0,0,1997356,1
1,1,100,1.0,0,0,2003323,1
1,1,100,0.9971,0,0,2014210,1
1,1,100,1.0,0,0,2020002,1
1,1,100,0.7281,0,0,2030688,1
1,1,100,0.9964,0,0,2036193,1
1,1,100,0.9891,0,0,2046094,1
1,1,100,0.9451,0,0,2056310,1
1,1,100,1.0,0,0,2076516,1
1,1,100,0.998,0,0,2086004,1
1,1,100,0.9999,0,0,2095554,1
1,1,100,0.9919,0,0,2104786,1
1,1,100,0.9998,0,0,2113679,1
1,1,100,0.9977,0,0,2122174,1
1,1,100,0.2739,0,0,2163461,1
1,1,100,0.2712,0,0,2172852,1
1,1,100,0.2359,0,0,2182058,1
1,1,100,0.2116,0,0,2188217,1
1,1,100,0.3241,0,0,2197352,1
1,1,100,0.3725,0,0,2206544,1
1,1,100,0.2195,0,0,2215716,1
1,1,100,0.2288,0,0,2224908,1
1,1,100,0.266,0,0,2237084,1
1,0,100,0.2432,0,0,735612,0
1,0,80,1.0,0,0,355940,0
1,0,120,0.1822,0,0,3028545,0
1,1,290,0.9774,0,0,612201,0
1,1,185,0.2432,0,0,32914,0
1,1,200,0.9987,0,0,228379,0
1,1,200,0.3097,0,0,231429,0
1,1,50,0.5757,0,0,2513153,0
1,1,50,0.3068,0,0,4807459,0
1,1,50,0.7955,0,0,4848223,0
1,1,70,0.4317,0,0,466028,0
1,1,40,0.3329,0,0,51943,0
1,1,40,0.4284,0,0,303225,0
1,1,50,0.3012,0,0,3020344,0
1,1,70,0.3241,0,0,1346892,0
1,0,70,0.5461,0,0,70219,0
1,0,70,0.2901,0,0,1263623,0
1,0,50,0.5428,0,0,1503538,0
1,0,50,0.4089,0,0,1587172,0
1,1,50,0.991,0,0,7430,0
1,1,50,0.4465,0,0,1099506,0
1,1,50,0.43,0,0,2922516,0
1,0,80,0.6574,0,0,690095,0
1,0,80,0.3725,0,0,203973,0
1,0,60,0.3285,0,0,133188,0
1,0,60,0.1852,0,0,597956,0
1,0,60,0.2445,0,0,673841,0
1,0,60,0.1551,0,0,731417,0
1,0,60,0.1622,0,0,817238,0
1,0,60,0.1773,0,0,861912,0
1,0,60,0.1622,0,0,968156,0
1,0,60,0.215,0,0,1035255,0
1,0,60,0.156,0,0,1074269,0
1,0,60,0.1773,0,0,1131516,0
1,0,60,0.1622,0,0,1168986,0
1,0,60,0.1954,0,0,1199744,0
1,0,60,0.2061,0,0,1290093,0
1,0,60,0.33,0,0,1658945,0
1,0,60,0.3285,0,0,2070108,0
1,0,60,0.2051,0,0,2097069,0
1,0,60,0.2359,0,0,2243918,0
1,0,60,0.9917,0,0,2455610,0
1,0,60,0.257,0,0,2563697,0
1,0,60,0.2061,0,0,2637324,0
1,0,60,0.1954,0,0,2690125,0
1,0,60,0.4465,0,0,2829623,0
1,0,60,0.2061,0,0,2993150,0
1,0,60,0.2173,0,0,3023370,0
1,0,60,0.2408,0,0,3378464,0
1,0,60,0.1773,0,0,3406368,0
1,0,60,0.463,0,0,3457631,0
1,0,60,0.4366,0,0,3581245,0
1,0,60,0.2819,0,0,92878,0
1,0,60,0.4729,0,0,113269,0
1,0,60,0.2583,0,0,140744,0
1,0,60,0.7955,0,0,328431,0
1,0,60,0.1773,0,0,414919,0
1,0,60,0.3068,0,0,484193,0
1,0,60,0.2288,0,0,589740,0
1,0,60,0.2173,0,0,625577,0
1,0,60,0.1892,0,0,800126,0
1,0,60,0.9844,0,0,902589,0
1,0,60,0.2173,0,0,970962,0
1,0,60,0.4763,0,0,1046565,0
1,0,60,0.9929,0,0,1082492,0
1,0,60,0.5212,0,0,1250608,0
1,0,60,0.1934,0,0,1294968,0
1,0,60,0.2739,0,0,1388292,0
1,0,60,0.2288,0,0,1540628,0
1,0,60,0.3509,0,0,1566617,0
1,0,60,0.2288,0,0,1593977,0
1,0,60,0.3419,0,0,1635847,0
1,0,60,0.2195,0,0,1757997,0
1,0,60,0.2359,0,0,2089982,0
1,0,60,0.4089,0,0,2274364,0
1,0,60,0.5378,0,0,2315017,0
1,0,60,0.2195,0,0,2488268,0
1,0,60,0.1954,0,0,2921961,0
1,0,60,0.2432,0,0,2946689,0
1,0,60,0.2288,0,0,3294606,0
1,0,60,0.1862,0,0,3426581,0
1,0,60,0.1954,0,0,3579130,0
1,0,70,0.9998,0,0,951875,0
1,0,70,0.1954,0,0,990614,0
1,0,70,0.2288,0,0,1161637,0
1,0,70,0.215,0,0,1465348,0
1,0,70,1.0,0,0,2961860,0
1,0,70,1.0,0,0,2987424,0
1,0,70,0.2051,0,0,3009085,0
1,0,70,0.1954,0,0,3379334,0
1,0,70,0.6422,0,0,3403338,0
1,0,70,0.1934,0,0,3857540,0
1,0,70,0.1773,0,0,3896732,0
1,0,70,0.2061,0,0,3942253,0
1,0,70,0.5296,0,0,3962284,0
1,0,70,0.1696,0,0,3986260,0
1,0,70,0.2173,0,0,4048592,0
1,0,70,0.1696,0,0,99636,0
1,0,70,0.2532,0,0,257756,0
1,0,70,0.7955,0,0,728281,0
1,0,70,0.2051,0,0,961360,0
1,1,40,0.3329,0,0,1620649,0
1,1,40,0.2116,0,0,1709640,0
1,1,40,1.0,0,0,1803992,0
1,1,40,0.1773,0,0,1862719,0
1,1,40,0.2901,0,0,1988956,0
1,1,40,0.1753,0,0,2014358,0
1,1,40,0.2359,0,0,2039121,0
1,1,40,0.1753,0,0,2062989,0
1,1,40,0.2195,0,0,2102085,0
1,1,40,0.2195,0,0,2166062,0
1,1,40,0.2984,0,0,2433462,0
1,1,40,0.2051,0,0,2451285,0
1,1,40,0.1773,0,0,3320084,0
1,1,40,0.266,0,0,3384541,0
1,1,40,0.2051,0,0,3577116,0
1,1,40,0.2532,0,0,4118358,0
1,1,40,0.2432,0,0,4165780,0
1,1,40,0.1852,0,0,4186980,0
1,0,69,0.6173,0,0,921087,0
1,0,69,0.1753,0,0,1581945,0
1,0,69,0.4963,0,0,1612840,0
1,0,69,0.5708,0,0,1659737,0
1,0,69,0.2359,0,0,1695433,0
1,0,69,0.3241,0,0,1715283,0
1,0,69,0.2408,0,0,4121201,0
1,0,69,0.2699,0,0,5260241,0
1,0,69,0.3329,0,0,5492080,0
1,0,69,0.2942,0,0,5521699,0
1,0,69,0.1965,0,0,5550892,0
1,0,69,0.223,0,0,5714647,0
1,0,150,0.1773,0,0,836762,0
1,0,100,0.6189,0,0,1276792,0
1,0,100,0.2901,0,0,1592233,0
1,0,100,1.0,0,0,1785718,0
1,0,100,0.1773,0,0,119924,0
1,0,100,0.7147,0,0,890920,0
1,0,100,0.1773,0,0,2173332,0
1,0,100,0.2469,0,0,3597508,0
1,0,100,0.6514,0,0,595201,0
1,0,100,0.7512,0,0,971525,0
1,0,100,0.463,0,0,1130873,0
1,0,100,0.8749,0,0,1349778,0
1,0,100,0.2914,0,0,1954485,0
1,0,100,0.8355,0,0,2134924,0
1,0,100,0.2583,0,0,2488529,0
1,0,100,0.2699,0,0,2633467,0
1,0,100,0.2901,0,0,3178549,0
1,0,100,0.1954,0,0,9754896,0
1,0,120,0.1934,0,0,2183073,0
1,0,100,0.3509,0,0,745890,0
1,0,80,0.5708,0,0,1144047,0
1,0,80,0.2173,0,0,1248676,0
1,0,80,0.257,0,0,1293999,0
1,0,80,0.3479,0,0,1786108,0
1,0,80,0.2792,0,0,2158132,0
1,0,80,0.4399,0,0,2338856,0
1,0,80,0.2253,0,0,2591828,0
1,0,80,0.204,0,0,3568704,0
1,0,80,0.23,0,0,3658081,0
1,0,80,0.2469,0,0,3681237,0
1,0,80,0.2061,0,0,3706296,0
1,0,80,0.8355,0,0,3802023,0
1,0,80,0.2288,0,0,3947227,0
1,0,80,0.2288,0,0,4072432,0
1,0,80,0.1822,0,0,4235272,0
1,0,80,0.2928,0,0,4630871,0
1,0,80,0.1773,0,0,4726828,0
1,0,211,0.1659,0,0,799291,0
1,0,211,0.2583,0,0,830518,0
1,0,143,0.2712,0,0,1134907,0
1,0,143,0.266,0,0,1219062,0
1,0,60,0.286,0,0,1248833,0
1,0,100,0.1622,0,0,271824,0
1,0,100,0.1551,0,0,287964,0
1,0,100,0.1449,0,0,496422,0
1,0,100,0.1687,0,0,733668,0
1,0,70,0.7254,0,0,468991,0
1,0,70,0.1862,0,0,492452,0
1,0,70,0.2432,0,0,652992,0
1,0,70,0.2914,0,0,812031,0
1,0,70,0.3882,0,0,832264,0
1,0,70,0.1773,0,0,899390,0
1,0,70,0.2173,0,0,1067161,0
1,0,70,0.2061,0,0,1164921,0
1,0,70,0.2739,0,0,1206028,0
1,0,70,0.1773,0,0,1304617,0
1,0,70,0.2173,0,0,1340865,0
1,0,70,0.2061,0,0,1379196,0
1,0,70,0.257,0,0,1439661,0
1,0,70,0.3097,0,0,1467096,0
1,0,70,0.1934,0,0,1519112,0
1,0,70,0.1822,0,0,1589161,0
1,0,70,0.2914,0,0,1627293,0
1,0,70,0.1852,0,0,1802170,0
1,0,70,0.9954,0,0,1862942,0
1,0,70,0.2105,0,0,1940686,0
1,0,70,0.1696,0,0,1973168,0
1,0,85,0.2432,0,0,2093622,0
1,0,85,0.215,0,0,15184,0
1,0,85,0.2482,0,0,34172,0
1,0,85,0.2173,0,0,71777,0
1,0,80,0.1773,0,0,1204128,0
1,0,80,0.2288,0,0,1286481,0
1,0,80,0.3068,0,0,1608591,0
1,0,80,0.1862,0,0,1664446,0
1,0,80,0.2432,0,0,1975680,0
1,0,80,0.1954,0,0,2702154,0
1,1,40,0.1862,0,0,10343919,0
1,1,40,0.2288,0,0,10391495,0
1,1,40,0.2901,0,0,10507433,0
1,1,50,0.3168,0,0,564704,0
1,1,50,0.2116,0,0,1264388,0
1,1,50,0.1499,0,0,1362991,0
1,1,50,0.2173,0,0,1759941,0
1,1,40,0.6574,0,0,393428,0
1,1,40,0.9999,0,0,3889348,0
1,1,40,1.0,0,0,3928519,0
1,1,40,0.3882,0,0,3980510,0
1,1,40,0.1753,0,0,4022585,0
1,1,40,0.556,0,0,4349724,0
1,1,40,0.1954,0,0,455871,0
1,1,40,0.8061,0,0,228293,0
1,1,40,0.1892,0,0,281944,0
1,1,40,0.215,0,0,603596,0
1,1,40,0.2432,0,0,1279980,0
1,1,200,0.23,0,0,135392,0
1,1,40,0.3977,0,0,2613103,0
1,1,40,0.5789,0,0,2794886,0
1,1,40,0.997,0,0,2820561,0
1,1,40,0.9996,0,0,2839568,0
1,1,40,0.997,0,0,3458746,0
1,1,40,1.0,0,0,3544454,0
1,1,40,0.8612,0,0,4680348,0
1,1,185,0.2195,0,0,7851,0
1,1,185,0.1753,0,0,783146,0
1,1,175,0.23,0,0,87916,0
1,1,175,0.5951,0,0,424082,0
1,1,175,0.7462,0,0,534066,0
1,1,175,0.2482,0,0,639490,0
1,1,175,0.7933,0,0,697863,0
1,1,175,0.2408,0,0,724192,0
1,1,175,0.1892,0,0,852041,0
1,1,175,0.6422,0,0,950109,0
1,1,100,0.976,0,0,189519,0
1,1,100,0.417,0,0,288152,0
1,1,100,0.556,0,0,356611,0
1,1,100,0.6868,0,0,373946,0
1,1,100,0.4366,0,0,395408,0
1,1,100,0.7776,0,0,413476,0
1,1,100,0.9076,0,0,505112,0
1,1,100,0.5162,0,0,530471,0
1,1,100,0.257,0,0,551913,0
1,1,100,0.3663,0,0,574196,0
1,1,100,0.5029,0,0,594752,0
1,1,100,0.8299,0,0,618457,0
1,1,100,0.5642,0,0,2287245,0
1,1,50,0.3663,0,0,3626796,0
1,1,40,0.3419,0,0,2294295,0
1,1,120,0.5063,0,0,1545468,0
1,1,175,0.8299,0,0,820681,0
1,1,40,0.417,0,0,324225,0
1,1,40,0.5967,0,0,337093,0
1,1,40,0.5903,0,0,350893,0
1,1,40,0.2914,0,0,521912,0
1,1,40,0.3494,0,0,261713,0
1,1,40,0.2792,0,0,409908,0
1,1,40,0.9608,0,0,61614,0
1,1,40,1.0,0,0,148364,0
1,1,40,0.4729,0,0,365205,0
1,1,40,0.2712,0,0,657566,0
1,1,40,0.2469,0,0,877413,0
1,1,40,0.9603,0,0,1119116,0
1,0,120,0.3241,0,0,849219,0
1,0,80,0.4219,0,0,33720,0
1,0,80,0.3509,0,0,125813,0
1,0,80,0.9546,0,0,274608,0
1,0,80,0.2532,0,0,398801,0
1,0,80,0.2432,0,0,547500,0
1,0,80,0.5626,0,0,625496,0
1,0,80,0.2739,0,0,662867,0
1,0,80,0.4498,0,0,677184,0
1,0,80,0.9998,0,0,712491,0
1,0,80,0.5329,0,0,769086,0
1,0,80,0.4235,0,0,784148,0
1,0,80,1.0,0,0,815573,0
1,0,80,1.0,0,0,830128,0
1,0,80,1.0,0,0,841077,0
1,0,80,0.9935,0,0,884609,0
1,0,80,0.9993,0,0,906500,0
1,0,80,0.9999,0,0,921071,0
1,0,80,1.0,0,0,939291,0
1,0,80,0.9769,0,0,961065,0
1,0,80,0.9676,0,0,1008474,0
1,0,80,0.7659,0,0,1022956,0
1,0,80,0.8705,0,0,1044255,0
1,0,80,0.5296,0,0,1349016,0
1,0,70,0.266,0,0,75224,0
1,0,70,0.6268,0,0,96205,0
1,0,70,0.2432,0,0,172100,0
1,0,70,0.3977,0,0,238390,0
1,0,70,0.2901,0,0,290640,0
1,0,70,0.9419,0,0,310567,0
1,0,70,0.2432,0,0,334988,0
1,0,70,0.3068,0,0,433186,0
1,0,70,0.2712,0,0,507537,0
1,0,70,0.257,0,0,532545,0
1,0,70,0.2583,0,0,563227,0
1,0,70,0.2901,0,0,621518,0
1,0,70,0.2914,0,0,643180,0
1,0,70,0.257,0,0,699354,0
1,0,70,0.3285,0,0,778450,0
1,0,70,0.8336,0,0,850713,0
1,0,70,0.2901,0,0,1569522,0
1,0,70,0.6781,0,0,1720569,0
1,0,70,0.4763,0,0,1928741,0
1,0,70,0.2914,0,0,1955642,0
1,0,70,0.5951,0,0,2051872,0
1,0,70,0.2901,0,0,2083961,0
1,0,70,0.2901,0,0,2115318,0
1,0,70,0.8749,0,0,3353146,0
1,1,40,0.9474,0,0,49572,0
1,1,40,0.3068,0,0,340224,0
1,1,40,0.2288,0,0,726664,0
1,1,40,0.2482,0,0,801872,0
1,1,40,0.257,0,0,55732,0
1,1,40,0.3197,0,0,964339,0
1,1,40,0.2686,0,0,1225386,0
1,1,40,0.1852,0,0,1281918,0
1,1,40,0.2116,0,0,1331507,0
1,1,60,0.4779,0,0,185445,0
1,0,80,0.4366,0,0,534067,0
1,0,80,0.5063,0,0,571986,0
1,0,80,0.9272,0,0,1171429,0
1,0,80,0.8123,0,0,1312199,0
1,0,80,0.4729,0,0,1446060,0
1,0,80,0.5279,0,0,1593586,0
1,0,80,0.3154,0,0,1775809,0
1,0,80,0.2739,0,0,2506147,0
1,0,80,0.6438,0,0,2685547,0
1,0,80,0.5822,0,0,2750749,0
1,0,80,0.3678,0,0,2783339,0
1,0,80,0.5212,0,0,2993390,0
1,0,80,0.4465,0,0,3029617,0
1,0,80,0.3068,0,0,3120281,0
1,0,80,0.5212,0,0,3134228,0
1,0,80,0.5659,0,0,3160062,0
1,0,80,0.7411,0,0,3203535,0
1,0,80,0.266,0,0,3232524,0
1,0,80,0.463,0,0,3257887,0
1,0,80,0.7933,0,0,3326735,0
1,0,80,0.7729,0,0,3373856,0
1,0,80,0.5296,0,0,3402848,0
1,0,80,0.417,0,0,3420976,0
1,0,80,0.8778,0,0,3522485,0
1,0,80,0.8612,0,0,3632953,0
1,0,80,0.9157,0,0,3744532,0
1,0,80,0.5903,0,0,3787187,0
1,0,80,0.5029,0,0,3814057,0
1,0,80,0.9549,0,0,3967177,0
1,0,80,0.5951,0,0,3981657,0
1,0,80,0.7147,0,0,3996148,0
1,0,80,0.4465,0,0,4019353,0
1,0,80,0.7281,0,0,4348498,0
1,0,80,0.3509,0,0,4364066,0
1,0,80,0.7776,0,0,4387848,0
1,0,80,0.9703,0,0,4399271,0
1,0,80,0.8488,0,0,4413249,0
1,0,80,0.976,0,0,4458892,0
1,0,80,0.7822,0,0,4474894,0
1,0,100,0.9856,0,0,4532922,0
1,0,100,0.6236,0,0,4194670,0
1,1,40,0.2712,0,0,467888,0
1,1,40,0.9747,0,0,2530763,0
1,1,40,0.6693,0,0,4625112,0
1,1,40,0.9961,0,0,4758137,0
1,1,40,0.7436,0,0,5303273,0
1,1,40,0.2914,0,0,5464636,0
1,1,40,0.3663,0,0,5798193,0
1,1,40,0.3241,0,0,5916473,0
1,1,40,0.3509,0,0,6571361,0
1,1,40,0.2739,0,0,6791894,0
1,1,40,0.3479,0,0,7156447,0
1,1,40,0.3977,0,0,7203465,0
1,1,40,0.5461,0,0,11150448,0
1,1,40,0.99,0,0,12438460,0
1,1,40,0.9519,0,0,12806495,0
1,0,70,0.4763,0,0,966898,0
1,0,70,0.463,0,0,1346926,0
1,0,80,0.2583,0,0,313348,0
1,0,80,0.3329,0,0,1554743,0
1,0,80,0.3464,0,0,2520749,0
1,0,200,0.761,0,0,3674102,0
1,0,200,0.3068,0,0,3755477,0
1,0,200,0.7037,0,0,3778014,0
1,0,200,0.6559,0,0,3824786,0
1,0,200,0.3068,0,0,3859251,0
1,0,200,0.9765,0,0,3948212,0
1,0,200,0.3663,0,0,4032298,0
1,0,200,0.5096,0,0,4085316,0
1,0,200,0.5461,0,0,4116853,0
1,0,200,1.0,0,0,4441757,0
2,1,40,0.3241,0,0,2497122,0
2,1,70,0.9872,0,0,764107,0
2,1,70,1.0,0,0,374730,0
2,1,70,1.0,0,0,401768,0
2,1,70,1.0,0,0,600561,0
2,1,70,0.5757,0,0,1229599,0
2,1,70,0.767,0,0,1314158,0
2,0,143,0.1322,0,0,166852,0
2,1,40,1.0,0,0,2410802,0
2,1,40,1.0,0,0,2609514,0
2,0,80,0.2105,0,0,1671950,0
2,0,80,0.3882,0,0,1725137,0
2,0,80,0.2942,0,0,1752541,0
2,0,80,0.6868,0,0,1995544,0
2,0,80,0.3329,0,0,2063540,0
2,1,120,0.4235,0,0,266284,0
2,1,120,0.2288,0,0,1146657,0
2,1,175,0.8579,0,0,701399,0
2,1,175,0.4106,0,0,1154994,0
2,1,40,0.3125,0,0,1370789,0
2,1,40,0.6574,0,0,1002562,0
2,1,40,1.0,0,0,1012529,0
2,1,200,0.8355,0,0,159043,0
2,1,200,1.0,0,0,117422,0
2,1,200,0.3068,0,0,130760,0
2,1,200,0.3197,0,0,143523,0
2,1,200,0.3663,0,0,149048,0
2,1,200,0.3168,0,0,363701,0
2,1,200,0.3787,0,0,375592,0
2,1,200,0.2942,0,0,379740,0
2,1,200,0.4106,0,0,393457,0
2,1,200,0.4366,0,0,402394,0
2,1,200,0.5511,0,0,409986,0
2,1,200,0.385,0,0,421204,0
2,1,200,0.633,0,0,430948,0
2,1,200,0.3834,0,0,444148,0
2,1,200,0.3882,0,0,448681,0
2,1,200,0.3479,0,0,455227,0
2,1,200,0.463,0,0,464503,0
2,0,100,0.3012,0,0,3213793,0
2,0,100,0.2482,0,0,3277804,0
2,0,70,0.1934,0,0,46714,0
2,0,70,0.2288,0,0,224005,0
2,1,90,0.3125,0,0,1798872,0
2,1,185,0.8391,0,0,167280,0
2,1,185,0.9993,0,0,281358,0
2,1,185,0.3359,0,0,308931,0
2,1,185,0.6574,0,0,471955,0
2,1,40,0.3945,0,0,113260,0
2,1,40,0.5378,0,0,151240,0
2,1,40,0.4366,0,0,189673,0
2,1,40,0.3977,0,0,225718,0
2,1,40,0.6619,0,0,255155,0
2,1,40,0.4729,0,0,300303,0
2,1,40,0.6173,0,0,657468,0
2,1,40,0.3882,0,0,695980,0
2,1,40,0.633,0,0,707576,0
2,1,40,0.3509,0,0,720705,0
2,1,40,0.5659,0,0,732308,0
2,1,40,0.9361,0,0,754445,0
2,1,40,0.6015,0,0,762911,0
2,1,40,0.6619,0,0,825488,0
2,1,40,0.6236,0,0,856766,0
2,1,40,0.3212,0,0,891060,0
2,1,40,0.5461,0,0,900068,0
2,1,40,0.7933,0,0,920577,0
2,1,40,0.7844,0,0,929482,0
2,1,40,0.7966,0,0,1058240,0
2,1,40,0.6781,0,0,1084192,0
2,1,40,0.8854,0,0,1090984,0
2,1,40,0.7512,0,0,1115618,0
2,1,40,0.9685,0,0,1124976,0
2,1,40,0.7079,0,0,1151809,0
2,1,40,0.1822,0,0,1930709,0
2,1,185,0.2901,0,0,114430,0
2,1,175,0.266,0,0,210828,0
2,1,175,0.6514,0,0,165248,0
2,1,100,0.1852,0,0,212793,0
2,1,60,0.633,0,0,1230964,0
2,1,60,0.8153,0,0,1294504,0
2,1,60,0.3464,0,0,1384749,0
2,0,200,0.417,0,0,226474,0
2,1,40,0.9987,0,0,739072,0
2,1,200,0.5029,0,0,1054602,0
2,1,40,1.0,0,0,810184,0
2,1,50,0.1687,0,0,1915213,0
2,1,40,0.9681,0,0,1259448,0
2,1,40,0.6839,0,0,425925,0
2,1,70,1.0,0,0,1019477,0
2,1,70,0.6574,0,0,1045940,0
2,1,40,0.2482,0,0,548048,0
2,0,80,0.9975,0,0,370947,0
2,1,50,0.1734,0,0,1998060,0
2,1,40,0.9999,0,0,903475,0
2,1,40,0.9979,0,0,942520,0
2,1,40,1.0,0,0,949655,0
2,1,40,1.0,0,0,982032,0
2,1,40,0.2699,0,0,181432,0
2,0,80,0.2532,0,0,2162587,0
2,0,80,0.2105,0,0,2182560,0
2,0,80,0.3601,0,0,2195695,0
2,0,80,0.1852,0,0,2224815,0
2,0,80,0.2061,0,0,2240686,0
2,0,80,0.1812,0,0,2253261,0
2,0,80,0.2699,0,0,2265683,0
2,0,80,0.1773,0,0,2278012,0
2,0,80,0.2482,0,0,2293200,0
2,0,100,1.0,0,0,4569159,0
2,0,100,1.0,0,0,4601186,0
2,0,100,1.0,0,0,4615178,0
2,0,100,0.9537,0,0,4639384,0
