steel/table14.V21,steel/table14.V25
0.0,-0.3
0.5,0.0
0.5,0.0
0.0,-0.0714
1.0,0.2857
1.0,0.5
0.0,-0.4286
1.0,0.6333
1.0,0.75
1.0,0.7954
0.0,-0.3571
1.0,0.48
1.0,0.45
1.0,0.5343
1.0,0.625
1.0,0.7027
0.0,-0.16
1.0,0.2143
0.0,-0.1366
1.0,0.6667
0.0,-0.125
0.5,0.0
1.0,0.375
1.0,0.549
0.5,0.0
1.0,0.5454
1.0,0.5333
1.0,0.1
1.0,0.2593
