V21,V25
1.0,0.575
1.0,0.4667
1.0,0.6389
1.0,0.84
1.0,0.4615
1.0,0.4583
1.0,0.6531
1.0,0.4565
1.0,0.3571
1.0,0.6716
0.0,-0.1154
0.0,-0.7368
0.0,-0.6956
0.0,-0.0714
0.0,-0.6667
1.0,0.2609
0.0,-0.7368
1.0,0.6333
0.0,-0.5641
1.0,0.1539
0.5,0.0
1.0,0.4348
1.0,0.3077
1.0,0.5
0.0,-0.625
1.0,0.4167
1.0,0.1818
1.0,0.8611
1.0,0.8077
1.0,0.9091
0.0,-0.9546
0.0,-0.8667
0.0,-0.7826
1.0,0.4545
1.0,0.2
0.0,-0.6154
0.0,-0.6563
0.0,-0.3333
0.0,-0.2222
0.0,-0.5667
1.0,0.6154
1.0,0.84
1.0,0.44
0.5,0.0
1.0,0.3333
1.0,0.3333
1.0,0.6667
1.0,0.9325
1.0,0.875
1.0,0.9032
1.0,0.8571
1.0,0.9124
1.0,0.9167
1.0,0.8803
1.0,0.9103
1.0,0.8824
1.0,0.8641
1.0,0.875
0.0,-0.3333
1.0,0.775
0.0,-0.0769
0.0,-0.0435
1.0,0.5
1.0,0.2
1.0,0.7419
1.0,0.5926
1.0,0.6748
1.0,0.25
1.0,0.4286
1.0,0.7347
1.0,0.76
1.0,0.9008
1.0,0.7368
1.0,0.4545
1.0,0.5143
1.0,0.7324
0.0,-0.4462
1.0,0.6
1.0,0.0625
1.0,0.3273
1.0,0.4667
0.0,-0.3889
1.0,0.1
1.0,0.5
1.0,0.4667
1.0,0.4211
1.0,0.0833
0.0,-0.84
0.0,-0.2759
1.0,0.1539
0.0,-0.7273
0.0,-0.1681
0.0,-0.25
0.0,-0.0909
0.5,0.0
1.0,0.5161
0.0,-0.7917
1.0,0.1429
1.0,0.6383
0.5,0.0
1.0,0.1111
0.0,-0.2609
1.0,0.2
1.0,0.4615
1.0,0.5238
1.0,0.0909
0.0,-0.5333
1.0,0.0769
1.0,0.25
1.0,0.0909
1.0,0.25
0.5,0.0
0.0,-0.125
0.0,-0.375
1.0,0.5833
0.5,0.0
1.0,0.4545
1.0,0.2
1.0,0.5
1.0,0.7
1.0,0.6613
1.0,0.3
1.0,0.2857
1.0,0.4667
1.0,0.4615
1.0,0.3793
1.0,0.4286
1.0,0.5143
0.5,0.0
1.0,0.75
1.0,0.5172
0.0,-0.4815
1.0,0.5484
1.0,0.4667
0.0,-0.1429
0.0,-0.0833
1.0,0.72
1.0,0.6923
1.0,0.2353
0.0,-0.4211
0.0,-0.5556
1.0,0.4
1.0,0.2618
1.0,0.3667
0.0,-0.4828
1.0,0.0435
1.0,0.2857
1.0,0.9231
1.0,0.7273
0.0,-0.1539
0.0,-0.2394
0.0,-0.8461
0.0,-0.0909
0.0,-0.6744
1.0,0.745
1.0,0.6342
1.0,0.3333
1.0,0.7782
1.0,0.7952
1.0,0.75
0.0,-0.2727
0.0,-0.3571
1.0,0.7381
0.0,-0.5294
1.0,0.6517
0.0,-0.6667
1.0,0.8523
1.0,0.9467
1.0,0.5133
1.0,0.0667
1.0,0.8461
1.0,0.6667
1.0,0.7067
1.0,0.8065
1.0,0.8028
1.0,0.3462
1.0,0.6774
1.0,0.7701
1.0,0.8726
1.0,0.679
1.0,0.8037
1.0,0.8726
1.0,0.773
1.0,0.7727
1.0,0.8271
0.0,-0.5263
0.0,-0.7222
1.0,0.0556
1.0,0.7447
0.5,0.0
0.0,-0.1818
0.0,-0.1053
0.0,-0.1875
1.0,0.6552
0.0,-0.05
1.0,0.55
0.5,0.0
1.0,0.1053
1.0,0.375
1.0,0.6191
1.0,0.5
1.0,0.3636
0.0,-0.2353
1.0,0.2632
1.0,0.2
1.0,0.3333
1.0,0.3333
0.0,-0.0714
1.0,0.4762
1.0,0.3333
1.0,0.25
1.0,0.8809
0.0,-0.8148
1.0,0.2667
1.0,0.1852
0.0,-0.0454
1.0,0.1786
0.0,-0.28
0.0,-0.3043
0.0,-0.46
1.0,0.1
0.0,-0.5
1.0,0.8
1.0,0.0368
0.0,-0.1667
1.0,0.7237
0.0,-0.1
1.0,0.6364
0.0,-0.2941
1.0,0.1818
1.0,0.5714
1.0,0.0909
0.0,-0.6956
0.0,-0.5574
1.0,0.6316
0.0,-0.0938
1.0,0.68
0.0,-0.6486
0.0,-0.3636
0.0,-0.4773
0.0,-0.3478
0.0,-0.2059
1.0,0.1304
0.0,-0.4828
1.0,0.1364
0.0,-0.0588
0.0,-0.5882
0.0,-0.0968
0.0,-0.0357
0.0,-0.3684
0.0,-0.3684
1.0,0.2292
0.0,-0.3636
0.0,-0.1818
0.0,-0.4048
0.0,-0.05
0.0,-0.5657
1.0,0.6066
0.5,0.0
1.0,0.0526
0.0,-0.2632
0.0,-0.0952
0.5,0.0
1.0,0.5
0.0,-0.5
0.0,-0.12
0.5,0.0
1.0,0.9362
1.0,0.4375
0.0,-0.2
0.0,-0.2222
0.5,0.0
0.5,0.0
1.0,0.2941
0.0,-0.5625
0.0,-0.0909
1.0,0.4
0.0,-0.25
0.0,-0.1111
0.0,-0.3889
0.0,-0.4444
0.0,-0.3846
1.0,0.0909
1.0,0.4348
0.0,-0.7143
1.0,0.625
0.0,-0.5938
1.0,0.4615
1.0,0.5641
1.0,0.5556
1.0,0.4615
1.0,0.5714
1.0,0.6111
1.0,0.55
1.0,0.7037
1.0,0.936
1.0,0.1539
0.0,-0.1429
1.0,0.45
1.0,0.72
0.0,-0.5454
0.0,-0.5556
0.0,-0.3636
1.0,0.3889
1.0,0.2222
1.0,0.6471
1.0,0.4167
1.0,0.1818
1.0,0.3636
1.0,0.125
0.0,-0.2308
1.0,0.55
1.0,0.2353
0.0,-0.375
1.0,0.4839
0.0,-0.7
1.0,0.6897
1.0,0.7407
1.0,0.375
1.0,0.4545
1.0,0.6
1.0,0.7105
1.0,0.75
1.0,0.7308
1.0,0.6522
1.0,0.55
0.0,-0.6
1.0,0.5
0.0,-0.95
1.0,0.6316
0.0,-0.8889
0.0,-0.8571
0.0,-0.9286
1.0,0.2222
1.0,0.0833
1.0,0.0833
0.0,-0.8636
0.0,-0.991
0.0,-0.8636
0.0,-0.9063
0.0,-0.8636
0.0,-0.95
0.0,-0.9118
1.0,0.3333
0.0,-0.9559
0.5,0.0
0.0,-0.1
0.0,-0.8965
0.0,-0.9063
0.0,-0.9286
0.0,-0.9063
0.0,-0.9474
0.0,-0.3333
0.0,-0.1905
0.0,-0.7222
0.0,-0.5652
0.0,-0.2727
0.0,-0.6471
0.0,-0.55
1.0,0.4118
1.0,0.2
1.0,0.7273
1.0,0.6333
0.0,-0.6364
0.0,-0.1364
0.0,-0.425
0.0,-0.5294
0.0,-0.56
0.0,-0.0588
0.0,-0.5357
0.0,-0.0488
0.0,-0.0741
0.0,-0.7895
0.0,-0.5957
0.0,-0.625
0.0,-0.4375
0.0,-0.6667
0.0,-0.8
0.0,-0.2273
0.0,-0.375
0.0,-0.3077
0.0,-0.625
0.0,-0.0714
1.0,0.1111
0.0,-0.2941
0.0,-0.5185
0.5,0.0
0.0,-0.6
0.0,-0.4706
0.0,-0.4
0.0,-0.381
0.0,-0.2
0.0,-0.2083
0.0,-0.05
0.0,-0.5454
0.0,-0.2903
0.0,-0.0769
0.0,-0.1
1.0,0.1724
1.0,0.2174
1.0,0.4444
1.0,0.5454
0.0,-0.3902
0.0,-0.2609
0.0,-0.24
0.0,-0.7273
0.0,-0.4
0.0,-0.6727
0.0,-0.4242
0.0,-0.4286
0.0,-0.4286
0.0,-0.4516
0.0,-0.4828
0.0,-0.0606
0.0,-0.2
