steel/table_1_2.V26,steel/table_1_2.V25,steel/table_1_2.Key_1_2,Key_0_0
-0.1268,0.6571,1066,350
-0.0601,-0.7647,1391,814
-0.1981,-0.4545,35,1176
-0.0536,0.7188,1597,1082
-0.1191,0.0,275,1095
-0.1035,-0.4489,1753,1642
-0.2997,0.7473,1422,1864
-0.1629,0.4681,1373,121
-0.0679,0.4118,1379,1370
-0.0292,0.1169,721,1208
0.0089,-0.6667,910,1709
-0.1876,-0.6047,921,692
-0.1124,-0.4615,1649,1163
-0.3105,0.0727,589,1862
-0.0192,-0.2609,1538,289
-0.1264,-0.8889,546,957
0.034,0.4915,209,582
-0.1211,0.2,885,532
-0.1145,-0.8681,1815,1741
-0.3805,0.8824,1750,398
-0.1098,-0.4667,46,799
-0.2492,-0.1667,1423,884
-0.0054,0.25,302,1679
-0.1126,0.5,785,463
-0.1801,0.6748,1847,1662
-0.1864,-0.6,1081,1708
-0.215,-0.1429,1883,888
-0.2145,-0.1429,1251,566
-0.1426,0.1333,554,1774
-0.1293,0.1,237,952
-0.1762,0.1111,333,1692
-0.0917,0.0,158,233
-0.2972,-0.1681,265,1742
-0.0869,0.1429,726,1907
-0.1315,0.3158,504,1630
-0.1686,0.0,1564,1509
-0.1161,0.8889,1712,1296
-0.1902,-0.0813,676,1212
-0.1556,-0.5882,1719,676
-0.096,-0.1893,259,616
-0.0944,0.0,854,184
-0.213,-0.1429,1107,310
-0.1272,0.4667,353,537
-0.1013,-0.0058,556,1044
-0.0588,-0.4633,590,1414
-0.098,0.5556,187,1707
-0.1903,-0.2222,658,1585
-0.2012,0.7952,1065,1825
-0.001,0.0,746,783
-0.2085,0.8044,27,1223
-0.1937,-0.6069,322,785
-0.1064,0.3636,1870,1355
-0.2021,0.3684,1108,1551
-0.1889,0.0714,568,363
-0.1633,-0.5574,663,527
-0.6017,0.1539,1689,1536
-0.1741,-0.7273,289,1273
-0.2015,0.6923,1891,1734
-0.121,-0.1111,1077,815
-0.1904,-0.6348,969,325
-0.2353,0.6364,1907,776
-0.1785,0.6552,83,8
-0.1014,0.7931,1738,1572
-0.3165,0.7966,1400,1887
-0.1058,-0.3333,1759,1610
-0.1599,0.0,103,1564
-0.1742,0.4091,317,226
-0.0971,0.0898,815,1318
-0.1797,-0.6369,1185,334
-0.1309,0.0,351,1688
-0.0205,-0.2941,1853,1122
-0.0129,-0.9546,1792,1284
-0.4221,-0.6403,1660,446
-0.0799,-0.0374,1033,433
-0.0768,-0.9319,1795,1049
-0.0731,0.7222,809,1110
-0.0755,0.2222,1852,886
-0.1838,-0.6114,1413,1132
-0.5816,0.9286,505,798
-0.0935,-0.1921,60,1806
-0.528,0.5,99,1737
-0.0797,-0.7108,1785,45
-0.1953,-0.6229,1661,1075
-0.5301,0.0833,1202,515
-0.1263,0.6154,268,770
-0.1205,0.8942,378,1205
-0.088,-0.1177,307,665
-0.4148,0.2222,999,1544
0.0019,-0.5,483,1265
-0.0943,0.0465,1871,704
-0.18,-0.6568,143,874
0.0298,0.0667,869,494
-0.1455,0.8438,316,684
-0.0543,-0.1161,204,534
-0.0504,-0.7619,1133,1463
0.0979,-0.5294,1924,1852
-0.1921,-0.1539,1165,1347
-0.5462,0.9467,1544,13
-0.186,-0.6215,1042,212
0.0212,-0.6667,1723,675
-0.1053,0.55,1079,674
-0.1877,-0.6057,1489,1337
-0.1651,0.9264,1028,260
-0.0748,-0.5,1182,477
-0.0935,0.1111,1,877
-0.1138,0.5,1666,131
-0.176,0.6071,87,225
0.0044,-0.2381,469,1076
-0.5754,-0.1429,1331,1793
-0.1852,-0.125,1211,1062
-0.1708,-0.6392,1537,140
-0.1524,0.6087,936,1154
-0.2288,0.2727,1700,1913
0.0356,-0.5,180,1579
-0.2703,0.3462,86,1476
-0.0773,-0.4,1833,1844
-0.0881,-0.0667,299,1739
-0.0125,-0.8065,1125,1389
0.0358,0.0667,40,1834
-0.0558,0.1724,1319,1412
-0.1774,-0.5986,1715,1078
0.0192,0.5263,647,559
0.5909,-0.4,484,1036
-0.1891,-0.614,650,1580
-0.2665,0.8182,126,1746
-0.1539,0.25,219,1334
-0.1628,0.9388,288,1200
-0.0879,0.0794,833,1040
-0.0903,0.0952,441,475
-0.2498,0.754,643,1194
-0.1211,0.7,1846,1809
-0.0989,0.0909,1470,1748
0.0001,-0.625,34,664
-0.1647,0.0,1895,1553
0.0036,-0.1364,958,782
-0.3402,0.4091,1837,431
-0.154,0.4545,300,1761
-0.1753,0.4444,1572,673
-0.1919,0.0,1009,1513
-0.1805,0.0,1899,756
-0.0593,0.5294,709,122
-0.1861,-0.6,1524,330
-0.1215,0.1852,336,746
0.0574,-0.7826,1888,1439
-0.0559,0.7059,1086,154
-0.0862,0.0,1022,1446
-0.4588,0.3667,326,1118
0.0052,-0.4828,1005,394
0.0085,-0.5714,1787,1593
-0.1961,-0.5613,116,6
-0.1739,-0.6627,1857,795
-0.2495,-0.0526,1866,129
-0.189,0.3529,892,188
-0.1103,-0.25,417,385
-0.2796,0.4074,799,114
-0.0997,0.1278,458,1240
-0.1883,-0.6667,1884,959
-0.1312,-0.0667,425,840
-0.2063,0.45,77,220
-0.001,-0.2,759,1070
-0.1068,0.1228,1560,1868
-0.1902,-0.5906,1839,1775
-0.0228,0.8271,840,1914
-0.1331,0.3333,1625,499
-0.0884,-0.0741,63,1562
0.0128,0.0,1060,753
-0.0112,-0.2,1650,539
-0.4836,0.7667,565,253
0.0195,-0.4286,1749,625
-0.1261,0.0,156,989
-0.1453,0.75,507,152
0.0038,-0.7778,1177,679
-0.1956,0.8235,1594,116
-0.1908,-0.6667,1275,682
0.1279,0.6522,1255,1523
-0.1943,-0.6158,1137,148
0.2839,0.0,845,615
-0.127,0.4375,387,1704
-0.1855,-0.6158,1898,571
-0.1719,0.5238,1913,869
-0.063,0.8913,1294,769
-0.1253,0.0833,135,1484
-0.2206,0.4615,494,708
-0.1503,-0.1111,485,1417
-0.0997,0.4667,248,76
-0.1187,0.2308,114,304
-0.172,0.6897,1890,1115
-0.0068,-0.3333,878,1341
-0.2661,-0.4286,725,1548
-0.1139,-0.2,526,873
-0.1992,0.9338,1632,827
-0.1677,-0.1111,1771,630
-0.1473,0.2857,1382,1053
0.0111,-0.05,421,1823
-0.1784,0.75,503,916
-0.1851,-0.3684,818,420
-0.0974,-0.0055,887,19
-0.2938,-0.0909,192,487
-0.213,0.3529,370,752
-0.2728,0.8487,1844,1090
0.0029,-0.8148,1394,826
-0.2019,-0.2941,906,145
0.0938,-0.4706,689,1199
-0.1042,0.8412,1915,238
-0.5217,0.1,1789,1874
-0.1854,0.6129,1286,982
0.0445,-0.1395,1293,1025
-0.2394,-0.1304,908,1800
-0.1901,-0.6,1502,200
-0.1154,0.4615,822,572
-0.106,0.4348,1311,1878
-0.1353,-0.506,838,1604
-0.0038,-0.8518,1099,1486
-0.1574,-0.9472,756,726
0.0021,-0.6,1396,570
-0.2203,0.0625,791,733
-0.1033,0.0506,626,1537
-0.0795,0.7857,860,1257
-0.1935,-0.6215,882,591
-0.0625,-0.0762,182,425
-0.1034,-0.0449,696,476
-0.0985,-0.2941,1615,1796
-0.0727,0.5556,162,329
-0.0522,-0.5152,730,1575
-0.2367,0.7209,560,1441
-0.0557,0.0,132,1833
-0.0313,0.7931,661,1061
0.0004,-0.3043,909,1138
-0.0572,-0.5373,953,415
-0.1213,0.0,1507,1126
-0.1873,-0.6549,1861,56
0.0023,0.0,1105,291
-0.1161,0.3846,1329,17
-0.004,-0.7895,1026,1900
-0.1088,-0.5,532,991
-0.2069,-0.4545,1281,1198
-0.106,0.2222,1804,498
-0.0104,-0.1667,121,1354
-0.1928,-0.6667,641,786
-0.0966,-0.039,1261,367
0.004,0.8364,853,1522
-0.1244,0.0,1271,1568
-0.0254,0.9137,1142,1383
-0.2301,0.6522,232,182
-0.1969,-0.5896,318,1161
-0.1797,-0.6185,16,885
-0.0263,-0.381,1340,960
-0.1891,-0.604,1481,1246
0.1903,0.55,0,389
-0.1543,0.8082,212,1231
-0.1841,0.625,1203,404
-0.2295,0.3333,1790,894
-0.5063,0.6539,1234,1614
0.0049,0.1111,1043,1569
-0.2663,0.1515,1522,1615
-0.1158,0.3333,206,650
0.0306,-0.375,1897,1819
-0.1649,-0.4211,22,1570
-0.1788,0.25,1097,1057
-0.1561,-0.4706,1546,1467
-0.1354,-0.0488,1584,274
-0.1755,0.5,1295,276
-0.1933,-0.6171,1558,101
-0.3754,0.0,1922,1192
-0.1971,-0.6,710,218
-0.1059,0.0424,1001,939
-0.1291,0.6613,346,1058
-0.2323,-0.1429,1154,744
0.1063,-0.2759,1239,319
-0.1668,0.5926,130,1088
-0.1609,-0.5,1939,322
-0.0701,0.2174,1583,1691
-0.1677,-0.1667,47,229
-0.096,0.0818,1327,1909
0.0073,0.5714,1123,1504
-0.0842,0.0,1231,1778
-0.0786,0.5333,141,1022
-0.1157,0.8657,1399,1349
-0.27,0.6716,1426,1836
-0.1494,-0.0833,738,1321
0.0368,0.0,1246,1461
-0.1864,-0.6048,490,632
0.0025,-0.0714,1592,1661
-0.1861,-0.6229,1155,1213
-0.2035,0.2,1510,1541
-0.1176,0.1539,563,560
0.0638,0.1539,1867,473
-0.1123,0.8562,807,340
-0.1158,0.0,1791,905
0.3354,0.72,1407,912
-0.1504,0.0,1434,536
-0.0425,-0.4286,779,1648
-0.3958,0.9103,250,1275
-0.0968,0.4091,752,1307
-0.2341,0.641,516,1790
-0.1032,-0.1875,1019,1605
-0.081,-0.0449,896,37
0.013,-0.6364,747,303
-0.0767,-0.85,1919,1743
-0.3908,0.3571,1536,706
-0.1046,0.8591,634,1250
-0.0208,-0.2,742,1156
-0.1144,0.0833,450,1279
0.0461,0.5116,1727,1276
-0.0971,-0.0133,446,141
-0.0877,0.3333,109,426
0.0094,-0.0714,535,1369
-0.1871,-0.661,748,1919
-0.1078,0.5,862,984
-0.1888,-0.6136,1535,123
-0.122,0.3636,1677,712
-0.2623,-0.2,979,662
-0.2465,-0.1563,311,629
0.0043,-0.1111,475,1006
-0.3598,0.4667,514,234
-0.2303,0.1,389,561
-0.1023,0.7568,1478,1023
-0.0034,-0.4828,1637,393
0.0068,-0.4286,1134,164
-0.1163,0.36,904,1540
-0.2713,0.4231,1741,1409
-0.2745,0.1852,1455,286
-0.0592,0.8158,962,1146
-0.1587,0.5484,1088,328
-0.1264,-0.5909,675,1232
-0.1307,0.0909,607,1299
-0.05,0.6539,711,63
-0.1449,-0.5657,338,678
-0.0805,-0.4242,1541,1148
-0.1067,0.0573,837,384
-0.1984,0.4091,888,1493
-0.1624,0.3182,480,383
0.106,-0.7273,872,1474
-0.2146,0.8835,881,312
-0.1215,-0.2,1013,1728
-0.1394,0.0769,286,150
-0.1924,-0.5686,1802,1203
0.0479,-0.1818,1680,40
-0.1631,0.2857,341,1254
-0.3061,0.5833,1444,895
-0.0481,0.4737,90,1014
-0.0717,-0.7406,914,1712
-0.0039,-0.55,1801,520
-0.1285,0.7386,788,1488
0.4275,0.2353,713,711
-0.2321,0.6452,622,1863
-0.2232,-0.25,113,93
-0.1197,0.5,334,207
-0.1463,0.1,1717,1401
0.013,-0.28,740,1724
-0.1041,-0.2,339,1629
-0.0019,0.4906,810,547
-0.1018,-0.3793,183,1938
0.0626,0.6809,940,653
-0.083,0.125,1163,1106
-0.1535,0.3333,948,1201
-0.1946,0.25,922,1471
-0.0248,0.7347,977,524
0.4245,0.4167,471,396
-0.189,-0.6257,1845,858
-0.0897,0.64,1161,569
-0.1381,0.5143,1190,920
-0.1408,-0.1429,1287,1929
0.0161,-0.4091,1016,1437
-0.2279,-0.0667,1658,821
-0.0575,0.7143,942,1932
-0.0956,0.0958,43,1147
-0.1853,-0.6082,1570,287
-0.0929,-0.1,277,851
-0.0701,-0.5454,406,509
-0.192,-0.6713,1776,864
-0.1078,-0.0909,1168,283
-0.0933,0.0629,1034,167
-0.32,-0.6956,1011,387
-0.1791,-0.2143,1770,640
-0.2746,0.7547,368,1559
-0.0544,0.75,967,321
-0.024,-0.9559,1315,254
-0.0681,0.0718,177,1169
-0.2442,0.1818,1385,364
-0.1893,0.936,1017,2
-0.1851,-0.6069,1818,1573
-0.1711,-0.4706,1525,1157
-0.0924,0.0625,1685,14
-0.4422,0.4286,45,1690
-0.2574,0.3333,448,1295
-0.2279,-0.0588,1014,1854
-0.1038,0.1579,65,1668
-0.192,-0.6243,1374,42
-0.1705,0.5556,150,1452
0.0033,-0.5,773,23
-0.5291,0.3571,1451,686
-0.081,0.1818,364,530
-0.091,0.64,569,1435
0.0942,0.0769,1229,824
-0.1803,-0.8049,1874,1168
-0.3039,0.2308,442,306
-0.331,0.1818,755,55
0.0045,0.1364,1172,592
-0.0643,-0.4297,686,1181
-0.2035,0.6667,1586,1939
-0.2109,-0.2353,778,1214
-0.6096,0.8431,1882,909
-0.168,0.3529,137,507
-0.0022,-0.7727,434,930
-0.1664,-0.2647,163,419
-0.1721,0.1818,184,1039
0.2894,0.375,856,612
-0.594,0.45,1872,1274
0.0188,0.2917,95,1895
-0.1251,-0.0833,1745,1193
-0.2624,-0.0833,36,493
-0.2698,0.2222,1087,1927
-0.2312,0.8037,821,1567
-0.1386,0.8817,819,1904
-0.0098,0.2,1223,1444
-0.0425,0.8116,1207,1390
-0.1996,-0.5714,1049,201
-0.1756,0.7931,215,1311
-0.5528,0.6786,1781,124
-0.1805,-0.6057,173,832
-0.152,-0.8571,1158,277
-0.566,0.25,1534,937
-0.195,0.2857,1500,1681
-0.1497,0.25,1860,701
-0.4056,0.6667,1566,1528
-0.124,-0.25,674,407
-0.1182,0.1111,1324,1920
-0.3288,0.4565,1122,1258
-0.0242,0.8682,1424,1434
-0.0366,0.1818,889,333
-0.0973,-0.591,444,805
-0.4188,0.7931,1589,1787
-0.122,0.2143,1464,1905
-0.2837,0.3889,1146,1323
-0.2855,0.4348,29,977
-0.1916,0.0909,1321,1822
-0.1,0.0667,701,1667
-0.2599,0.3571,1552,871
-0.1821,-0.6011,62,1326
-0.188,-0.05,660,308
-0.2947,0.6087,1692,773
-0.1956,0.55,1127,1804
-0.2338,0.8028,1406,666
-0.2236,-0.1,1314,1587
-0.1863,-0.5954,1263,1055
-0.152,-0.2,1409,610
-0.2939,0.6154,983,496
-0.1762,-0.6176,864,1515
-0.1635,-0.9739,1325,1270
-0.3864,0.3889,110,349
-0.0662,0.3,3,1675
-0.1981,-0.5112,1221,1280
-0.0243,-0.25,127,1896
-0.1162,0.7714,1849,1308
-0.2506,-0.2273,238,1824
-0.123,0.0,1085,62
-0.0978,-0.1875,18,1261
-0.0689,-0.56,1491,1215
0.0034,0.6429,990,285
-0.3238,0.2941,1006,326
-0.2321,-0.7895,876,652
-0.3241,0.84,1540,1377
-0.3995,0.6923,972,861
-0.2004,-0.4054,1356,1886
0.0042,-0.95,1353,1726
0.3426,0.7407,508,314
-0.0998,0.2,291,1327
-0.0894,0.4375,985,193
0.0391,-0.6,1608,345
-0.1855,-0.6229,1511,1029
-0.0684,0.4706,1270,573
-0.063,0.0526,1427,1517
-0.1872,-0.6573,1425,103
-0.1874,-0.6127,867,911
-0.1865,-0.6026,550,1189
-0.0818,0.7436,1908,893
-0.1512,-0.3182,1458,1700
-0.1283,0.0,1850,497
-0.3027,0.1,1543,175
-0.0102,0.2178,1345,1152
-0.1582,0.0,897,1701
-0.1853,-0.5496,400,376
-0.0833,0.2,1484,1884
-0.1355,-0.0909,392,460
-0.0052,0.0,1018,683
-0.2874,0.0,1671,1828
-0.1591,-0.1,355,812
-0.0986,0.0377,7,161
-0.1541,0.5517,996,1926
-0.109,0.1875,1797,137
-0.1925,-0.586,1760,1191
-0.1228,0.5454,1111,1725
0.0338,-0.5,628,192
-0.082,0.4286,1571,1475
-0.1682,0.7368,33,1765
-0.1453,0.7447,571,1631
-0.2462,0.6,1044,1646
-0.1648,0.2,136,1460
-0.1519,0.9124,758,111
-0.0625,-0.2667,285,548
-0.1328,0.6546,1901,1
-0.0629,-0.0913,253,1566
-0.0225,-0.1667,321,1235
-0.0572,0.0833,594,299
-0.0577,-0.7548,960,271
0.0091,-0.6667,1141,1495
-0.2094,-0.0952,1276,1360
-0.1523,0.3571,1559,151
-0.1593,-0.1923,1036,1102
-0.1908,-0.5714,638,91
0.402,0.125,1474,1333
-0.1913,-0.6412,600,553
0.0212,0.68,1258,275
-0.1927,0.2,548,205
-0.2038,0.3333,1663,1007
-0.2224,-0.442,1358,602
-0.1858,-0.6171,1349,1339
-0.1247,0.5789,1068,502
-0.0019,-0.4,377,488
-0.2034,0.7237,385,26
-0.3536,0.9008,501,1918
-0.0553,0.1636,266,452
-0.1071,0.0516,1377,681
-0.1442,0.0,1832,1303
-0.1589,0.0714,1187,990
-0.1624,0.1111,780,273
-0.0137,-0.2,789,574
-0.1645,0.65,1375,928
-0.2033,0.6522,515,1153
-0.2614,-0.0769,426,518
-0.095,0.8148,1415,1875
-0.2627,0.3478,1556,427
-0.1408,0.2857,1114,1881
-0.1241,0.3913,208,1624
-0.0453,-0.2222,664,1925
0.3043,0.1818,260,256
-0.189,0.6279,68,1606
-0.0801,-0.7938,309,705
-0.3274,0.7067,1197,1502
-0.4068,0.9917,502,734
-0.19,-0.6115,761,842
-0.2453,0.9138,1131,409
-0.2056,0.2,1822,645
-0.011,0.2381,282,1647
-0.1871,0.6939,1218,505
-0.1848,-0.5765,165,1041
0.0166,-0.3333,430,757
-0.3092,-0.8461,1176,41
-0.1059,0.007,1779,948
-0.1243,0.1818,1376,1855
-0.2568,0.7692,901,787
-0.282,0.2174,6,1454
-0.093,-0.0833,1602,974
-0.1041,0.0464,683,1173
0.2964,0.0909,1449,135
-0.0588,-0.0769,1516,1373
-0.0723,-0.25,1563,1244
-0.1725,0.7647,645,902
-0.0229,-0.1667,824,631
-0.0965,-0.1429,61,643
-0.109,0.8108,399,1684
0.0159,-0.4694,1025,603
-0.026,-0.5882,801,775
-0.1415,-0.5827,198,1421
0.4195,0.8,555,117
-0.0654,-0.4118,513,988
-0.1783,0.6191,1166,378
-0.214,0.0667,367,935
-0.049,-0.2,695,696
-0.0809,-0.1667,271,365
-0.2473,0.5714,395,749
-0.0882,0.0357,577,583
-0.0582,-0.4516,1910,142
-0.1897,0.8642,1032,1410
-0.0702,-0.375,422,899
-0.0005,-0.4615,418,852
-0.4202,0.8833,20,588
-0.3004,0.7857,1383,416
-0.3714,0.8803,481,1470
-0.3807,-0.569,125,1531
-0.058,0.038,1421,1160
-0.1746,-0.6118,468,1187
-0.108,0.4146,1055,1549
0.2175,0.4545,1533,443
-0.1646,-0.2,635,1219
-0.1162,-0.1905,335,127
-0.1833,-0.5163,1724,835
-0.1876,0.0909,871,1367
-0.3624,0.6,435,1042
-0.2065,0.0,327,1268
-0.1569,0.1,1933,445
-0.183,0.775,1713,596
-0.0628,0.4483,460,1683
-0.0828,0.5467,1512,750
-0.4588,0.629,80,1404
0.0078,-0.375,433,457
-0.1675,-0.517,621,1899
-0.0136,0.2727,264,249
-0.1146,-0.1429,861,1396
0.0325,-0.5185,717,7
-0.1709,-0.9604,1328,438
-0.3003,0.7536,786,1829
-0.0903,-0.9409,269,944
-0.1998,-0.25,1428,1607
-0.1834,-0.586,1215,1846
-0.0686,-0.6875,847,255
0.0006,-0.5,1733,1617
-0.1646,0.2632,1350,1498
-0.2978,0.85,836,1512
-0.2423,-0.4375,1675,1625
-0.1929,-0.6235,154,1418
-0.2513,0.2857,989,797
-0.0852,0.5263,381,772
-0.0564,0.2391,1498,1766
-0.1304,0.8864,623,132
-0.1031,0.6765,1363,1103
-0.1867,-0.6059,398,244
0.2896,0.6897,1059,983
-0.0734,0.5294,1515,1722
-0.1203,-0.5417,625,302
-0.0852,0.6389,846,118
-0.006,-0.5625,939,1738
-0.2605,0.2222,1830,819
-0.1386,0.7419,877,919
-0.1843,-0.637,1010,1328
-0.0148,-0.5294,1433,576
-0.1852,-0.6069,1628,429
-0.1229,-0.2727,943,504
-0.5678,0.717,1549,190
-0.246,-0.4444,1265,160
-0.1099,0.4286,1683,954
-0.1851,-0.6136,823,447
-0.2254,0.28,1273,1666
-0.0941,0.679,1678,1051
-0.0988,0.1,1212,113
-0.2217,0.4259,1565,39
-0.1047,-0.0331,284,213
-0.0849,-0.3333,1820,264
-0.1492,0.9,1465,1180
0.0046,0.0,700,1555
-0.296,0.7027,1199,619
-0.0935,0.6897,456,1372
-0.0585,0.2759,429,1402
-0.09,0.0263,655,1048
-0.2257,0.1429,1453,67
-0.2362,-0.0938,1369,1150
-0.1198,0.1,293,1119
-0.256,-0.3,1288,300
-0.2682,0.0,1889,1594
0.0039,0.0,1160,857
0.0344,-0.0714,562,838
-0.1409,0.2857,1002,1524
-0.0976,0.5,1542,891
0.0032,-0.4286,1598,1792
-0.0457,0.6333,118,1259
-0.1769,0.75,604,908
-0.1851,0.7954,851,1912
-0.0022,-0.3571,201,388
-0.0894,0.48,1653,214
-0.1892,0.45,304,986
-0.3225,0.5343,592,951
-0.1765,0.625,828,933
-0.3731,0.7027,617,1664
-0.0178,-0.16,912,1623
-0.0489,0.2143,749,850
-0.0988,-0.1366,830,189
-0.2359,0.6667,1588,1650
-0.0545,-0.125,1600,1640
-0.1706,0.0,1130,1073
-0.1157,0.375,1800,372
-0.1538,0.549,1772,1574
-0.1027,0.0,1247,1277
-0.0851,0.5454,295,168
-0.1009,0.5333,1260,313
-0.1188,0.1,1101,450
-0.1262,0.2593,41,1430
