Key_2_4,V14,V30,V33
1288,40,0,0
1559,130,0,0
530,130,0,0
1893,130,0,0
1769,130,0,0
1410,130,0,0
1459,40,0,0
1552,40,0,0
35,185,0,0
556,175,0,0
1687,70,0,0
1154,70,0,0
861,70,0,0
837,70,0,0
1735,40,0,0
1132,80,0,0
674,40,0,0
396,200,0,0
1736,200,0,0
73,200,0,0
571,200,0,0
1412,200,0,0
408,200,0,0
563,200,0,0
1116,200,0,0
667,200,0,0
1805,200,0,0
572,70,0,0
1106,40,0,0
166,100,0,0
1097,69,0,0
110,69,0,0
585,69,0,0
285,70,0,0
1251,100,0,0
641,40,0,0
1814,40,0,0
366,200,0,0
1454,200,0,0
1074,200,0,0
1162,200,0,0
1310,200,0,0
1134,200,0,0
550,200,0,0
1501,200,0,0
1001,200,0,0
1067,200,0,0
1587,200,0,0
281,200,0,0
710,200,0,0
677,200,0,0
1005,220,0,0
150,220,0,0
172,220,0,0
1052,220,0,0
1061,220,0,0
1896,220,0,0
1170,220,0,0
365,220,0,0
719,220,0,0
1139,220,0,0
888,220,0,0
930,220,0,0
950,220,0,0
240,220,0,0
1206,70,0,0
920,70,0,0
570,140,0,0
317,40,0,0
1930,40,0,0
1860,40,0,0
225,40,0,0
508,40,0,0
1534,40,0,0
1467,40,0,0
34,40,0,0
16,40,0,0
1292,40,0,0
1803,40,0,0
1750,40,0,0
856,40,0,0
793,40,0,0
174,40,0,0
821,40,0,0
2,40,0,0
1737,40,0,0
1240,40,0,0
849,40,0,0
1391,40,0,0
1825,40,0,0
745,40,0,0
1849,40,0,0
11,69,0,0
295,100,0,0
1590,40,0,0
1169,40,0,0
1663,40,0,0
534,40,0,0
278,40,0,0
1543,300,0,0
728,300,0,0
18,100,0,0
231,40,0,0
899,40,0,0
185,70,0,0
580,70,0,0
1509,70,0,0
442,70,0,0
1233,70,0,0
145,70,0,0
1834,70,0,0
322,70,0,0
303,70,0,0
117,70,0,0
1448,70,0,0
311,70,0,0
1276,130,0,0
206,175,0,0
1331,175,0,0
913,175,0,0
775,175,0,0
983,50,0,0
202,50,0,0
1468,50,0,0
1898,50,0,0
1479,50,0,0
1746,50,0,0
1211,50,0,0
1608,50,0,0
80,40,0,0
1871,40,0,0
1191,40,0,0
1299,40,0,0
1848,40,0,0
781,40,0,0
1130,40,0,0
399,40,0,0
1510,40,0,0
1800,40,0,0
467,40,0,0
1821,40,0,0
1623,40,0,0
1755,40,0,0
371,100,0,0
99,100,0,0
687,100,0,0
940,120,0,0
1842,120,0,0
296,120,0,0
756,120,0,0
1253,50,0,0
1295,300,0,0
27,300,0,0
1083,300,0,0
696,300,0,0
1679,300,0,0
1652,300,0,0
1088,300,0,0
302,300,0,0
1038,300,0,0
95,300,0,0
108,100,0,0
1135,120,0,0
1314,143,0,0
1592,60,0,0
1745,175,0,0
1655,40,0,0
864,40,0,0
949,100,0,0
926,100,0,0
1626,211,0,0
357,130,0,0
78,175,0,0
352,100,0,0
1171,70,0,0
851,40,0,0
1701,300,0,0
1734,300,0,0
462,300,0,0
1427,200,0,0
1489,200,0,0
61,200,0,0
412,200,0,0
928,200,0,0
297,200,0,0
1308,200,0,0
1752,200,0,0
376,200,0,0
1475,200,0,0
801,200,0,0
134,200,0,0
1235,100,0,0
1267,100,0,0
131,100,0,0
1889,100,0,0
1466,100,0,0
1411,100,0,0
1337,100,0,0
1032,100,0,0
1870,100,0,0
516,100,0,0
292,100,0,0
850,100,0,0
1700,100,0,0
692,100,0,0
714,100,0,0
1160,100,0,0
344,70,0,0
1291,70,0,0
794,70,0,0
1378,70,0,0
1355,70,0,0
1878,70,0,0
227,70,0,0
1441,70,0,0
316,70,0,0
151,70,0,0
98,70,0,0
830,70,0,0
1725,70,0,0
204,70,0,0
573,70,0,0
1222,70,0,0
254,70,0,0
1765,70,0,0
1403,70,0,0
866,70,0,0
936,70,0,0
754,70,0,0
1280,70,0,0
1082,70,0,0
1793,70,0,0
1537,69,0,0
255,69,0,0
658,69,0,0
931,69,0,0
910,69,0,0
1434,69,0,0
767,69,0,0
1043,150,0,0
735,150,0,0
42,150,0,0
870,150,0,0
758,143,0,0
1639,143,0,0
521,143,0,0
419,100,0,0
1269,100,0,0
1901,100,0,0
1018,100,0,0
1733,100,0,0
152,100,0,0
790,143,0,0
251,143,0,0
1401,143,0,0
343,143,0,0
1248,143,0,0
1523,143,0,0
902,143,0,0
418,130,0,0
153,40,0,0
579,40,0,0
1859,40,0,0
557,40,0,0
615,40,0,0
122,40,0,0
268,40,0,0
1573,40,0,0
1713,40,0,0
213,40,0,0
464,40,0,0
1570,40,0,0
1069,40,0,0
1385,40,0,0
1727,40,0,0
218,40,0,0
1389,40,0,0
264,40,0,0
451,40,0,0
965,40,0,0
201,185,0,0
1078,185,0,0
1432,175,0,0
1481,40,0,0
742,40,0,0
1453,40,0,0
539,40,0,0
922,40,0,0
354,40,0,0
1430,40,0,0
799,40,0,0
1562,40,0,0
189,40,0,0
1764,40,0,0
6,80,0,0
