Key_2_4,V8,V28
714,16455,0
1160,18402,0
344,3202,0
1291,7750,0
794,5702,0
1378,7045,0
1355,5644,0
1878,10838,0
227,6442,0
1441,5714,0
316,4712,0
151,6479,0
98,95390,0
830,6105,0
1725,8808,0
204,6299,0
573,8355,0
1222,11010,0
254,4727,0
1765,21612,0
1403,7943,0
866,6345,0
936,7618,0
754,6578,0
1280,7281,0
1082,9247,0
1793,7498,0
1537,28592,0
255,17756,0
658,7484,0
931,9115,0
910,6193,0
1434,9329,0
767,10583,0
1043,7263,0
735,2388,0
42,10526,0
870,12773,0
758,4538,0
1639,17085,0
521,240091,0
419,8701,0
1269,17042,0
1901,16498,0
1018,26766,0
1733,95173,0
152,39556,0
790,7211,0
251,48528,0
1401,6697,0
343,8140,0
1248,9934,0
1523,9247,0
902,12942,0
418,3166,0
153,7508,0
579,12566,0
1859,8140,0
557,17621,0
615,7914,0
122,19691,0
268,35565,0
1573,11877,0
1713,8596,0
213,7145,0
464,10345,0
1570,9948,0
1069,39911,0
1385,23155,0
1727,27037,0
218,41053,0
1389,31838,0
264,19738,0
451,33476,0
965,23925,0
201,8717,0
1078,12775,0
1432,42686,0
1481,30130,0
742,29911,0
1453,26833,0
539,37820,0
922,46882,0
354,35778,0
1430,86424,0
799,35033,0
1562,34599,0
189,37572,0
1764,52715,0
6,11682,0
