eyemove/table_0_0.label,eyemove/table_0_0.meanFixDur,eyemove/table_0_0.timePrtctg,eyemove/table_0_0.firstfixDur,Key_0_0
0,179.0,0.0281,179.0,3668
0,219.0,0.0249,119.0,2548
0,139.0,0.0443,139.0,197
0,139.0,0.0301,139.0,4529
1,219.0,0.0326,219.0,1542
0,99.0,0.0157,99.0,4283
1,159.0,0.0497,159.0,6403
0,338.0,0.0203,298.0,5600
1,199.0,0.0178,199.0,5154
0,179.0,0.0503,179.0,5897
0,99.0,0.0223,99.0,5115
1,80.0,0.0048,338.0,7376
1,139.0,0.0093,139.0,4271
1,238.0,0.0254,238.0,3148
0,159.0,0.0111,298.0,6448
1,100.0,0.0067,179.0,6016
1,139.0,0.0156,139.0,6547
1,80.0,0.0253,80.0,5103
1,219.0,0.0178,239.0,3361
1,80.0,0.0243,80.0,1851
0,238.0,0.0477,238.0,5973
0,99.0,0.0117,99.0,1493
1,99.0,0.019,99.0,3564
1,139.0,0.0318,139.0,7132
1,219.0,0.0147,219.0,295
0,99.0,0.0509,99.0,720
0,119.0,0.0166,119.0,1241
1,139.0,0.0128,139.0,4849
1,139.0,0.0237,179.0,3355
0,298.0,0.0316,298.0,4186
0,99.0,0.0172,99.0,6233
0,119.0,0.0135,119.0,5159
1,80.0,0.0171,80.0,1248
1,119.0,0.0266,119.0,3698
1,199.0,0.0736,199.0,4690
1,199.0,0.0211,199.0,7457
0,119.0,0.0102,119.0,4860
0,99.5,0.0439,119.0,6073
1,20.0,0.0023,20.0,5372
1,358.0,0.1079,358.0,1038
1,89.5,0.0219,80.0,6212
1,159.0,0.0324,159.0,3423
1,199.0,0.0599,199.0,5230
1,179.0,0.0184,179.0,6044
0,99.0,0.0098,99.0,1572
1,258.0,0.0258,199.0,2197
0,80.0,0.0163,80.0,1441
0,179.0,0.0563,278.0,4882
1,457.0,0.1315,80.0,4962
1,169.0,0.0311,139.0,4114
0,239.0,0.0315,239.0,3036
1,159.0,0.0212,159.0,6931
1,169.0,0.037,159.0,3613
1,219.0,0.0055,179.0,1533
1,89.5,0.023,99.0,6653
1,159.0,0.0339,179.0,4520
0,179.0,0.0092,179.0,6004
0,100.0,0.0085,100.0,6224
1,172.3333,0.0649,278.0,4752
1,159.0,0.0271,159.0,3965
0,258.0,0.0293,119.0,6801
0,80.0,0.0144,199.0,658
0,119.0,0.0276,139.0,5682
0,139.0,0.0357,219.0,6780
1,159.0,0.0215,159.0,3657
1,219.0,0.0347,219.0,4398
1,99.0,0.0127,99.0,3772
0,179.5,0.0473,20.0,4444
1,179.0,0.0296,119.0,3151
1,99.0,0.0179,99.0,7489
1,119.0,0.0098,119.0,378
1,219.0,0.0332,259.0,6846
1,99.0,0.0141,99.0,6186
0,179.0,0.0171,80.0,2299
0,179.0,0.0184,199.0,613
1,258.0,0.0276,179.0,5097
0,179.0,0.0275,179.0,6675
0,199.0,0.03,199.0,2955
0,179.0,0.028,179.0,1113
0,219.0,0.0375,219.0,6803
1,159.0,0.0237,99.0,1366
0,139.0,0.0175,139.0,3553
0,399.0,0.0101,199.0,7443
0,139.0,0.0362,139.0,2510
1,80.0,0.0155,80.0,2603
0,179.0,0.0165,179.0,1636
0,239.0,0.0369,239.0,4262
0,119.0,0.0173,119.0,2747
0,80.0,0.0127,80.0,2669
1,99.0,0.0176,99.0,1926
1,238.0,0.032,238.0,4920
0,159.0,0.0287,159.0,341
1,80.0,0.0548,80.0,4561
1,119.0,0.0127,119.0,6
0,80.0,0.0054,80.0,3589
1,199.0,0.0143,199.0,2616
0,90.0,0.0179,80.0,1287
1,279.0,0.0579,279.0,1494
0,99.0,0.0074,99.0,1674
1,179.0,0.0161,179.0,6240
0,159.0,0.0279,159.0,4624
1,119.0,0.0223,119.0,1371
0,112.3333,0.0686,139.0,7089
0,199.0,0.0247,199.0,5451
1,119.0,0.0068,119.0,7088
0,179.0,0.019,20.0,5271
1,119.0,0.0098,119.0,5896
1,140.0,0.0125,140.0,1067
0,239.0,0.0307,239.0,1060
0,80.0,0.006,139.0,7313
0,169.0,0.0588,239.0,1126
1,119.0,0.0101,119.0,5153
1,100.0,0.0143,100.0,145
0,124.0,0.0332,219.0,7267
0,378.0,0.0341,278.0,4367
0,159.0,0.1799,179.0,5988
0,159.0,0.0443,179.0,5655
1,258.0,0.0276,258.0,6998
1,80.0,0.0186,80.0,7204
1,179.0,0.0265,179.0,6600
0,80.0,0.0155,80.0,2395
0,80.0,0.0115,80.0,4753
1,139.0,0.0213,139.0,441
0,179.0,0.0216,179.0,1972
1,232.0,0.0745,258.0,3717
1,99.0,0.0124,99.0,2921
1,159.0,0.0202,159.0,6068
0,80.0,0.0089,179.0,286
1,219.0,0.0202,199.0,675
0,219.0,0.0192,219.0,1442
1,179.0,0.0224,179.0,3679
0,100.0,0.0091,100.0,972
1,100.0,0.0209,100.0,276
0,139.0,0.0305,139.0,6389
0,199.0,0.0096,99.0,412
1,125.6667,0.062,139.0,2795
0,358.0,0.0559,358.0,1445
0,338.0,0.0428,199.0,4895
0,99.0,0.023,99.0,1083
0,179.0,0.0441,179.0,93
0,179.0,0.0866,179.0,3520
1,80.0,0.0188,80.0,7516
1,149.0,0.0362,199.0,7481
1,99.0,0.0126,99.0,1692
0,80.0,0.0099,80.0,4185
1,199.0,0.0322,199.0,5075
0,139.0,0.0195,179.0,2788
0,258.0,0.0276,258.0,2596
1,80.0,0.0068,80.0,1348
1,139.0,0.0484,99.0,3640
0,498.5,0.0251,299.0,6057
0,258.0,0.0238,258.0,3259
1,149.5,0.0309,199.0,64
0,99.0,0.0103,99.0,2982
1,239.0,0.0307,20.0,3419
1,139.0,0.016,139.0,2797
0,179.0,0.0144,179.0,5345
0,129.0,0.1203,139.0,6546
1,99.0,0.0143,99.0,635
1,199.0,0.0231,199.0,3594
0,149.0,0.0112,179.0,2019
0,179.0,0.0245,179.0,7569
0,119.0,0.0229,119.0,3637
0,139.0,0.01,139.0,685
0,100.0,0.0128,100.0,5740
0,145.6667,0.0664,199.0,7554
0,80.0,0.0086,80.0,6732
1,358.0,0.0267,358.0,4938
0,139.0,0.0186,199.0,3614
1,119.0,0.0133,119.0,1195
0,199.0,0.0311,199.0,3043
0,99.0,0.0085,99.0,7165
0,109.5,0.0183,80.0,750
0,299.0,0.0725,299.0,2819
0,159.0,0.0362,159.0,7476
0,219.0,0.049,139.0,6827
1,139.0,0.0122,80.0,7600
0,179.0,0.023,179.0,4212
0,99.0,0.0182,99.0,7473
0,199.0,0.0213,199.0,2038
0,199.0,0.0103,179.0,303
1,139.0,0.0148,139.0,1693
0,219.0,0.0225,139.0,1296
1,139.0,0.0181,139.0,361
1,238.0,0.0238,238.0,547
1,238.0,0.0197,238.0,6046
1,199.0,0.0138,119.0,883
1,179.0,0.0171,179.0,1705
1,658.0,0.2601,658.0,6027
0,239.0,0.0253,199.0,3437
0,199.0,0.0123,199.0,4853
1,199.0,0.023,199.0,154
1,99.0,0.0082,99.0,5836
0,258.0,0.0797,258.0,5393
0,145.6667,0.0468,119.0,7032
1,139.0,0.0479,139.0,3810
0,359.0,0.0461,199.0,478
0,139.0,0.0156,139.0,2906
0,239.0,0.036,239.0,6199
1,179.0,0.0295,179.0,2740
0,179.0,0.0278,179.0,6445
0,80.0,0.0131,80.0,2249
0,139.0,0.0238,199.0,6381
1,119.0,0.012,119.0,4517
1,89.5,0.0157,99.0,5224
1,149.0,0.1531,199.0,3351
0,179.0,0.0644,179.0,4990
0,139.0,0.0225,139.0,2296
0,99.0,0.0316,99.0,5585
1,199.0,0.024,199.0,4472
1,298.0,0.0457,298.0,283
1,179.0,0.018,179.0,2607
0,80.0,0.0054,80.0,4770
0,139.0,0.0311,139.0,7467
1,179.0,0.0161,179.0,340
0,179.0,0.019,179.0,399
1,199.0,0.0453,199.0,5520
1,99.0,0.0125,99.0,1904
1,399.0,0.0513,199.0,1220
1,219.0,0.0192,219.0,5058
1,119.0,0.0147,119.0,7459
0,199.0,0.0559,199.0,5132
1,239.0,0.0271,239.0,5185
1,99.0,0.0162,99.0,4257
0,119.0,0.0258,119.0,3794
0,109.5,0.0348,179.0,111
1,179.0,0.0292,179.0,2710
0,219.0,0.0333,219.0,4872
0,169.0,0.07,199.0,1509
0,199.0,0.0205,199.0,3135
1,258.0,0.0276,119.0,1385
1,139.0,0.0593,179.0,7469
1,179.0,0.036,139.0,3280
1,109.0,0.0219,119.0,1205
1,219.0,0.0267,80.0,2234
0,119.0,0.0083,119.0,7328
1,99.0,0.0162,99.0,4551
0,179.0,0.028,179.0,1225
0,119.0,0.0118,119.0,3495
1,239.0,0.0297,239.0,1519
0,239.0,0.0181,239.0,4121
1,99.0,0.0211,80.0,1419
1,139.0,0.0178,139.0,524
1,338.0,0.0175,338.0,5643
1,159.0,0.0388,179.0,4460
1,199.0,0.0171,199.0,6160
0,179.0,0.0332,199.0,4270
1,159.0,0.0114,159.0,4848
0,179.0,0.0315,179.0,5045
1,119.0,0.0045,119.0,3708
0,199.0,0.0359,199.0,6270
1,99.0,0.0199,99.0,3353
1,20.0,0.0012,20.0,6261
1,159.0,0.0287,159.0,5424
1,99.0,0.0198,99.0,3082
0,199.0,0.0178,140.0,355
1,119.0,0.0612,119.0,5405
1,159.0,0.0176,159.0,7189
0,99.0,0.0089,99.0,6752
0,100.0,0.0194,100.0,1341
1,179.0,0.018,179.0,1103
1,159.0,0.0287,159.0,4687
1,179.0,0.0148,179.0,7173
1,80.0,0.0732,80.0,1183
0,139.0,0.0112,139.0,5015
1,139.0,0.0188,139.0,2887
0,319.0,0.0409,319.0,905
0,99.0,0.056,99.0,4351
0,179.0,0.0348,179.0,691
0,119.0,0.0407,179.0,2628
0,80.0,0.0338,179.0,587
0,339.0,0.0299,259.0,2930
0,338.0,0.0595,338.0,6636
1,179.0,0.0467,179.0,1980
1,139.0,0.0175,139.0,2348
1,199.0,0.0431,199.0,4993
0,109.0,0.032,99.0,495
1,99.0,0.0313,99.0,4433
1,80.0,0.0109,80.0,7279
0,298.0,0.0432,199.0,2925
0,199.0,0.0148,199.0,3191
1,100.0,0.0048,199.0,1534
1,219.0,0.0317,179.0,2354
0,178.5,0.0356,258.0,702
0,172.6667,0.0131,299.0,3990
1,119.0,0.0389,139.0,4305
1,139.0,0.0274,139.0,4733
0,159.0,0.0337,179.0,541
0,219.0,0.0983,219.0,1902
0,99.0,0.0177,99.0,6228
0,119.0,0.0102,119.0,7366
1,119.0,0.0122,119.0,1804
1,159.0,0.0483,179.0,3500
0,239.0,0.0312,239.0,7430
1,179.0,0.0192,179.0,473
1,139.0,0.0147,139.0,7359
0,379.0,0.0096,379.0,4036
0,298.0,0.0319,239.0,157
1,119.0,0.0132,119.0,7560
0,139.0,0.0286,139.0,1531
0,80.0,0.0098,80.0,2088
1,259.0,0.0276,259.0,363
0,99.0,0.0115,99.0,4480
0,179.0,0.0086,99.0,3670
1,99.0,0.0176,99.0,2770
1,199.0,0.0133,199.0,2657
0,99.0,0.0419,99.0,2686
0,139.0,0.0173,139.0,7124
1,129.0,0.0258,99.0,6918
0,129.0,0.0459,119.0,3357
0,259.0,0.018,298.0,5026
0,159.0,0.0228,159.0,5101
1,319.0,0.0259,199.0,4900
1,199.0,0.0455,199.0,2999
1,109.0,0.0366,119.0,7159
1,99.0,0.0163,99.0,835
0,149.0,0.0635,199.0,2693
1,179.0,0.0429,99.0,5060
0,159.0,0.0287,159.0,4792
1,100.0,0.0162,100.0,4449
1,179.0,0.0552,179.0,4003
0,179.0,0.019,179.0,4518
1,179.0,0.0111,179.0,2785
0,139.0,0.0434,139.0,7115
0,149.0,0.0536,139.0,6421
1,80.0,0.0247,80.0,4103
0,219.0,0.049,219.0,4366
1,318.0,0.0611,318.0,6812
0,219.0,0.0272,219.0,1115
0,179.0,0.0179,80.0,39
1,119.0,0.0172,119.0,5452
1,80.0,0.0173,80.0,5514
0,159.0,0.0159,159.0,6767
0,239.0,0.0209,239.0,3427
1,20.0,0.0021,20.0,1577
1,219.0,0.0934,219.0,4663
0,229.0,0.0621,199.0,3195
1,179.0,0.0045,179.0,3264
1,100.0,0.0114,100.0,6129
0,298.0,0.0493,298.0,2562
1,278.0,0.0429,278.0,1635
0,159.0,0.0159,159.0,5032
1,179.0,0.0243,179.0,1840
0,199.0,0.0848,199.0,808
0,258.0,0.0259,258.0,5767
0,80.0,0.0135,80.0,6728
1,179.0,0.0388,179.0,3901
1,80.0,0.0132,80.0,5343
1,159.0,0.0169,159.0,2971
0,139.0,0.0139,139.0,3318
1,139.0,0.0588,139.0,4161
1,219.0,0.0135,219.0,4603
1,139.0,0.0159,139.0,6327
0,259.0,0.0228,259.0,5650
1,179.0,0.0356,179.0,3152
0,219.0,0.0666,418.0,605
1,199.0,0.0499,179.0,5685
1,139.0,0.0468,139.0,6658
1,139.0,0.027,139.0,7584
0,139.0,0.0174,139.0,781
0,159.0,0.0671,159.0,4584
1,159.0,0.0133,159.0,3611
0,139.0,0.05,139.0,924
1,79.5,0.0159,20.0,7299
0,149.0,0.0777,179.0,1368
0,139.0,0.0275,278.0,3735
0,199.0,0.0252,199.0,3552
1,80.0,0.008,80.0,1120
0,139.0,0.0234,139.0,6481
1,119.0,0.0239,119.0,5571
0,179.0,0.0184,179.0,7154
1,238.0,0.0276,179.0,704
0,139.0,0.0333,139.0,1008
0,199.0,0.0519,199.0,5930
0,99.0,0.0082,99.0,1345
0,139.0,0.0318,139.0,1889
1,199.0,0.0171,199.0,1446
0,139.0,0.0099,139.0,5336
1,219.0,0.0338,219.0,2572
0,219.0,0.0315,219.0,542
0,209.5,0.0106,319.0,2520
1,298.0,0.0316,298.0,6229
1,159.0,0.0242,159.0,3981
1,219.0,0.0147,219.0,1291
0,139.0,0.0348,139.0,6832
1,119.0,0.0145,119.0,1037
1,139.0,0.0149,139.0,6849
1,259.0,0.016,259.0,5699
0,80.0,0.0125,80.0,1503
0,279.0,0.007,279.0,1461
1,119.0,0.02,119.0,4686
0,119.0,0.0319,119.0,4574
1,238.0,0.0295,238.0,672
0,99.0,0.0124,99.0,2661
1,119.0,0.016,119.0,3477
1,239.0,0.0351,239.0,4955
1,139.0,0.0206,139.0,120
1,198.5,0.0583,298.0,1728
1,119.0,0.0379,119.0,2911
1,139.0,0.0278,258.0,2255
0,159.0,0.0146,159.0,4783
0,80.0,0.0139,80.0,1295
0,219.0,0.0608,219.0,1896
0,199.0,0.0288,199.0,3840
1,112.3333,0.0174,179.0,2691
0,80.0,0.0097,80.0,5195
1,638.0,0.1074,638.0,469
0,179.0,0.0559,179.0,1947
1,139.0,0.0133,238.0,4024
1,179.0,0.0417,179.0,7347
0,139.0,0.0492,139.0,4906
1,119.0,0.0372,119.0,5851
0,80.0,0.0081,80.0,5337
0,80.0,0.0192,80.0,1489
1,159.0,0.0227,159.0,6714
0,198.5,0.051,139.0,7477
0,139.0,0.0119,139.0,760
0,119.0,0.0113,119.0,3895
1,179.0,0.0378,179.0,3047
1,99.0,0.0099,99.0,2965
1,99.0,0.008,99.0,3056
0,99.0,0.0225,99.0,6078
0,199.0,0.1126,99.0,2011
0,179.0,0.0134,179.0,6678
1,219.0,0.045,139.0,5112
0,299.0,0.0451,299.0,4824
1,239.0,0.0194,239.0,6382
1,159.0,0.0672,99.0,5786
0,199.0,0.005,339.0,2707
1,139.0,0.0147,199.0,6680
0,99.0,0.0106,99.0,3762
1,159.0,0.017,159.0,1484
1,119.0,0.0096,119.0,4548
1,179.0,0.0107,179.0,7297
0,179.0,0.0129,179.0,2307
0,109.5,0.0501,80.0,5268
1,159.0,0.0349,159.0,4851
1,179.0,0.0344,179.0,4301
1,258.0,0.0441,258.0,480
1,159.0,0.0133,159.0,2108
0,179.0,0.0441,179.0,5363
1,159.0,0.0314,139.0,3145
0,219.0,0.0565,219.0,1309
0,179.0,0.0067,179.0,505
0,80.0,0.0347,80.0,623
0,258.0,0.0213,258.0,3903
0,199.0,0.0332,199.0,4942
1,140.0,0.0086,140.0,6996
1,80.0,0.0144,80.0,1524
0,184.0,0.074,239.0,6772
1,179.0,0.0213,179.0,2200
0,89.5,0.021,80.0,1845
1,99.0,0.0089,99.0,5072
0,119.0,0.0122,119.0,5519
1,259.0,0.0345,259.0,5968
0,179.0,0.0235,179.0,5939
1,149.0,0.0528,139.0,765
1,179.0,0.012,199.0,1846
1,159.0,0.0193,159.0,4727
1,139.0,0.018,139.0,7468
0,438.0,0.011,219.0,4593
0,159.0,0.0329,159.0,5828
1,179.0,0.0225,179.0,4072
0,99.0,0.0148,99.0,5565
0,80.0,0.0082,80.0,2044
1,179.0,0.0255,179.0,3085
0,279.0,0.0246,279.0,3989
0,119.0,0.0271,119.0,2072
0,139.0,0.0514,139.0,1916
0,219.0,0.0792,258.0,6069
1,145.6667,0.0293,99.0,3528
1,99.0,0.0179,99.0,217
1,99.0,0.0127,99.0,6729
1,159.0,0.0414,159.0,7144
0,99.5,0.0204,80.0,4597
0,179.0,0.0503,179.0,4372
0,219.0,0.011,299.0,1833
0,159.0,0.0769,159.0,7030
0,159.0,0.0268,159.0,845
0,99.5,0.0354,119.0,3823
1,169.0,0.0126,100.0,4241
1,80.0,0.0068,80.0,3045
1,80.0,0.0116,80.0,2535
0,139.0,0.0067,99.0,287
1,239.0,0.0148,239.0,4364
1,129.0,0.0221,100.0,4043
1,279.0,0.0253,279.0,1765
1,139.0,0.1521,139.0,1259
0,80.0,0.0178,119.0,362
0,298.0,0.0249,318.0,2284
0,169.0,0.0939,139.0,6851
0,238.0,0.0402,238.0,264
0,159.0,0.0714,159.0,1973
1,119.0,0.0244,139.0,7374
1,379.0,0.0561,379.0,2601
1,298.0,0.079,298.0,1516
1,179.0,0.0295,179.0,3755
0,258.0,0.0273,258.0,3150
1,159.0,0.0299,159.0,189
0,139.0,0.0261,80.0,16
0,239.0,0.0435,239.0,5878
0,159.0,0.0136,159.0,5684
1,109.5,0.0164,139.0,5645
1,80.0,0.008,80.0,2522
1,139.0,0.0298,139.0,7182
1,139.0,0.0281,139.0,4250
0,119.0,0.0176,119.0,3189
1,119.0,0.0145,119.0,5967
1,258.0,0.0368,258.0,7553
1,99.0,0.008,199.0,7200
0,179.0,0.0225,179.0,3097
0,279.0,0.0579,279.0,3916
0,139.0,0.0206,139.0,1304
1,119.0,0.0199,139.0,4680
0,179.0,0.0368,179.0,5245
0,139.0,0.0149,139.0,6516
0,139.0,0.0279,139.0,885
1,139.0,0.0315,139.0,3311
1,159.0,0.0166,159.0,1186
1,139.0,0.0093,139.0,940
0,159.0,0.0136,159.0,2828
0,139.0,0.0237,139.0,63
0,80.0,0.008,80.0,767
0,159.0,0.0228,179.0,3792
0,298.0,0.0355,298.0,5171
1,149.0,0.0249,179.0,2658
0,139.0,0.0122,139.0,6513
1,159.0,0.0136,159.0,4289
0,179.0,0.0183,179.0,3556
1,139.0,0.0301,139.0,7292
1,179.0,0.0292,179.0,4956
1,199.0,0.0409,199.0,6469
1,219.0,0.0113,219.0,7241
0,179.0,0.023,179.0,6650
1,199.0,0.0284,199.0,3554
0,278.0,0.0308,278.0,7151
0,199.0,0.0123,199.0,4416
0,159.0,0.0174,159.0,2159
1,258.0,0.0238,179.0,3305
1,119.5,0.0435,219.0,1066
0,120.0,0.0106,120.0,5304
0,139.0,0.0097,139.0,227
1,100.0,0.0196,100.0,6148
1,99.5,0.0405,80.0,3597
1,139.0,0.0134,139.0,3287
1,199.0,0.0247,199.0,1272
0,178.5,0.0389,238.0,3623
0,199.0,0.0491,199.0,1817
1,179.0,0.0102,179.0,1369
1,199.0,0.0235,199.0,618
1,199.0,0.0341,199.0,6062
1,149.5,0.0312,119.0,5293
0,99.0,0.0306,99.0,4813
1,159.0,0.0267,159.0,497
1,159.0,0.0181,159.0,5561
1,109.0,0.0437,99.0,3807
0,139.0,0.0139,139.0,2484
0,219.0,0.0196,219.0,2403
0,379.0,0.0334,379.0,2666
1,179.0,0.0222,179.0,415
1,99.0,0.0177,99.0,3497
1,458.0,0.0283,458.0,6040
0,239.0,0.0211,239.0,2962
1,239.0,0.0228,239.0,6369
0,80.0,0.0321,80.0,3340
0,139.0,0.0174,139.0,985
1,179.0,0.0161,119.0,4540
1,239.0,0.061,239.0,5299
0,239.0,0.0205,239.0,4477
1,638.0,0.0394,219.0,6541
0,159.0,0.0571,179.0,1919
0,159.0,0.0208,159.0,4310
0,179.0,0.0198,179.0,780
1,159.0,0.0321,139.0,1938
0,99.0,0.0167,99.0,5362
0,159.0,0.0364,159.0,4845
0,179.0,0.0218,80.0,1006
0,169.0,0.0302,219.0,4338
0,179.0,0.0315,179.0,3457
0,239.0,0.0213,239.0,5983
0,119.0,0.0285,119.0,7126
1,179.0,0.0329,179.0,1713
0,99.0,0.0142,99.0,5910
1,219.0,0.0389,219.0,6875
0,90.0,0.0182,100.0,7092
0,179.0,0.0204,179.0,5471
0,298.0,0.05,298.0,4672
0,139.5,0.0441,99.0,2725
1,140.0,0.0119,140.0,4525
0,109.5,0.0361,139.0,5447
0,99.0,0.0138,80.0,4048
0,239.0,0.0319,239.0,2708
1,437.0,0.0498,437.0,440
1,109.5,0.0242,80.0,5977
0,139.0,0.0179,139.0,6618
1,238.0,0.0312,119.0,3104
1,179.0,0.0429,139.0,3785
1,99.0,0.0106,99.0,5865
1,139.0,0.0079,179.0,6591
0,139.0,0.0143,139.0,6342
1,159.0,0.0204,159.0,6848
1,99.0,0.0192,99.0,4427
0,99.0,0.0059,99.0,1673
1,100.0,0.0301,100.0,6893
1,99.0,0.0115,99.0,5510
0,99.0,0.02,298.0,1590
0,209.0,0.0418,359.0,7305
0,159.0,0.0178,159.0,4243
1,139.0,0.0079,139.0,3659
0,219.0,0.066,219.0,4566
1,139.0,0.0229,139.0,1669
1,119.0,0.0127,80.0,268
0,179.0,0.0192,179.0,4268
1,159.0,0.0319,159.0,5839
1,139.0,0.0225,139.0,3354
1,179.0,0.0212,179.0,3804
1,199.0,0.0346,199.0,5400
1,109.0,0.0336,119.0,612
1,139.0,0.0163,139.0,2896
1,159.0,0.0282,159.0,2048
1,100.0,0.01,100.0,3258
0,199.0,0.0359,199.0,5555
0,109.5,0.0209,80.0,5341
0,179.0,0.0212,179.0,4828
1,119.0,0.027,119.0,3463
0,239.0,0.0589,239.0,3084
0,439.0,0.0387,439.0,732
0,159.0,0.0106,80.0,4326
0,100.0,0.0112,100.0,2852
1,99.0,0.0142,99.0,1748
1,139.0,0.0311,139.0,6257
1,139.0,0.0143,139.0,4211
1,99.0,0.012,99.0,7056
1,239.0,0.0194,239.0,5011
1,139.0,0.027,139.0,3238
0,99.0,0.012,99.0,6961
1,139.0,0.0097,139.0,6289
0,139.0,0.03,139.0,7330
0,219.0,0.0249,219.0,3395
0,179.0,0.0292,179.0,4446
1,159.0,0.034,159.0,4354
1,239.0,0.0527,239.0,3269
0,99.0,0.0074,80.0,5835
0,119.0,0.0665,119.0,3332
1,129.0,0.0618,99.0,5252
1,80.0,0.0097,139.0,6821
1,139.0,0.0201,139.0,6878
0,159.0,0.0178,159.0,3409
1,80.0,0.0116,80.0,2552
0,199.0,0.0341,199.0,3756
1,199.0,0.0402,199.0,6465
0,129.5,0.021,239.0,502
1,99.0,0.0071,199.0,6014
0,219.0,0.0338,219.0,6188
0,80.0,0.0247,80.0,5534
0,139.0,0.0304,159.0,1107
1,119.0,0.0163,119.0,2826
0,139.0,0.0198,139.0,2490
0,199.0,0.0161,199.0,5746
0,80.0,0.01,199.0,6295
0,199.0,0.0151,219.0,5972
1,318.0,0.0568,318.0,5397
0,298.0,0.0144,99.0,928
1,119.0,0.003,119.0,131
1,139.0,0.0148,139.0,7506
0,139.0,0.0258,139.0,2304
1,179.0,0.027,179.0,3375
1,99.0,0.0306,99.0,7174
1,20.0,0.0021,20.0,6496
0,159.0,0.0176,80.0,4795
0,179.0,0.0299,199.0,2021
0,99.0,0.01,99.0,4306
1,219.0,0.0308,219.0,1458
0,99.0,0.0116,99.0,5192
1,139.0,0.0229,139.0,4089
0,179.0,0.0152,179.0,6211
0,219.0,0.0055,199.0,1364
1,139.0,0.0233,139.0,6933
1,139.0,0.0225,139.0,6452
0,99.0,0.0066,80.0,5078
0,119.0,0.027,179.0,6640
0,139.0,0.0147,139.0,2392
1,159.0,0.0143,159.0,1382
0,239.0,0.0311,239.0,1744
0,100.0,0.022,100.0,5430
1,119.0,0.0104,119.0,4620
0,278.0,0.0454,278.0,1486
0,80.0,0.0125,80.0,7107
0,179.0,0.0351,179.0,4352
0,179.0,0.0417,179.0,812
1,139.0,0.0133,139.0,2470
1,238.0,0.0315,238.0,5465
0,259.0,0.0513,259.0,2682
1,119.0,0.0209,119.0,1733
0,219.0,0.0485,219.0,4646
1,298.0,0.0179,199.0,5138
1,179.0,0.0227,179.0,6329
1,458.0,0.0322,458.0,5963
0,219.0,0.0316,219.0,7060
0,279.0,0.0434,199.0,2169
1,219.0,0.066,179.0,1035
1,119.0,0.0197,119.0,3539
0,219.0,0.0387,219.0,2345
1,99.0,0.0208,99.0,7377
1,149.0,0.0241,199.0,3377
0,139.0,0.0249,139.0,531
1,109.5,0.0135,100.0,4543
0,219.0,0.029,219.0,5051
0,99.0,0.0155,99.0,6914
0,279.0,0.0196,319.0,5344
1,159.0,0.0147,159.0,3583
1,99.5,0.0451,119.0,3028
0,179.0,0.0374,179.0,5816
1,219.0,0.0516,219.0,4238
1,558.0,0.0473,558.0,3523
0,99.0,0.0069,139.0,4031
1,149.0,0.0672,139.0,1659
1,219.0,0.0125,219.0,4694
1,179.0,0.021,179.0,3283
1,80.0,0.0171,80.0,5229
0,199.0,0.0387,199.0,6111
0,139.0,0.0141,139.0,7307
1,179.0,0.0462,179.0,6440
1,199.0,0.0365,199.0,1540
1,99.0,0.0122,159.0,2918
1,139.0,0.0145,139.0,2498
0,139.0,0.0148,139.0,822
0,119.0,0.0265,119.0,2350
1,179.0,0.019,179.0,6897
0,89.5,0.0165,80.0,5815
0,199.0,0.0409,199.0,1276
0,179.0,0.0212,179.0,6629
1,159.0,0.0166,159.0,6220
1,119.0,0.0203,119.0,1297
1,239.0,0.0385,239.0,964
0,80.0,0.0116,80.0,1740
0,99.0,0.0403,99.0,6791
0,259.0,0.0189,259.0,5129
1,119.0,0.0332,80.0,6760
0,219.0,0.0308,219.0,4195
0,89.5,0.0285,99.0,2523
1,99.0,0.0223,99.0,7039
0,119.0,0.0264,159.0,5950
0,139.0,0.0187,139.0,3013
1,139.0,0.0237,139.0,2407
0,80.0,0.0069,80.0,3765
1,179.0,0.0289,179.0,3391
1,208.5,0.0376,159.0,2813
0,119.0,0.0122,119.0,2390
0,179.0,0.0252,179.0,7170
0,119.0,0.0315,119.0,1199
1,219.0,0.0202,219.0,5692
0,258.0,0.0464,258.0,7035
0,99.0,0.0127,99.0,6991
1,278.0,0.0199,278.0,7296
1,239.0,0.0203,239.0,3878
1,219.0,0.0498,219.0,6388
1,179.0,0.0129,179.0,6987
0,99.0,0.0194,99.0,890
0,199.0,0.028,179.0,2774
1,239.0,0.0277,239.0,1415
0,299.0,0.0185,299.0,6472
0,99.0,0.0084,99.0,6733
0,99.5,0.0339,119.0,6555
1,80.0,0.0255,119.0,232
1,179.0,0.0144,99.0,3156
0,139.0,0.0242,139.0,6178
1,179.0,0.0317,179.0,2727
0,179.0,0.0519,179.0,4987
1,99.0,0.0275,99.0,7274
0,120.0,0.0128,120.0,1181
1,80.0,0.0139,80.0,6989
1,139.0,0.0707,139.0,5094
0,99.0,0.0067,159.0,4854
1,80.0,0.0118,80.0,2243
0,139.0,0.05,139.0,119
0,239.0,0.0525,239.0,5709
0,179.0,0.0295,99.0,184
1,139.0,0.0267,179.0,1634
0,99.0,0.0127,199.0,2624
1,99.0,0.0262,99.0,6070
1,119.0,0.0184,119.0,6166
