Key_1_1,landingPos,firstSaccLen,P2stFixation
3964,25.2982,138.6588,0
3874,117.8442,165.1802,0
291,96.5117,225.5621,0
1910,77.2528,385.7191,1
624,80.0391,280.5303,0
3902,81.5843,131.4201,1
1392,56.6414,252.0005,1
3978,28.4605,232.9211,0
7230,54.5,445.6035,1
806,128.5613,655.9971,1
1558,69.7585,415.1015,1
6342,69.8892,171.2111,0
6139,48.6338,0.0,0
2756,56.0022,273.9863,0
2417,92.4189,136.045,0
798,50.1423,118.0678,0
2689,140.788,696.7944,0
5849,83.0557,0.0,1
4058,49.9925,119.7633,1
2722,87.8778,124.2266,0
5742,67.3684,339.4971,1
2277,53.3526,147.7921,1
5642,26.6317,285.0689,0
6733,78.0545,0.0,0
3633,4.272,800.5226,1
1136,98.1759,162.5831,1
3082,64.2223,130.501,0
7453,44.2069,345.6447,0
2030,29.3471,278.8301,0
5381,33.2453,404.5346,1
1026,263.6371,290.0728,0
5030,135.0009,242.1699,0
3723,72.0069,148.4461,0
6001,42.5441,103.0886,0
4654,50.5594,159.0503,1
3556,50.1224,100.3457,0
7491,78.3135,211.1711,0
5830,102.3132,533.271,1
4135,61.9112,313.9606,0
5756,69.7585,174.5623,0
1416,70.0928,121.501,1
5165,12.6194,77.7721,0
3051,45.0028,126.0724,1
1255,34.2053,163.0069,0
7409,20.3593,152.2662,1
1308,31.197,332.3989,1
5264,2.6926,219.206,1
3210,97.1558,245.2249,1
3259,61.502,111.2048,0
2443,45.7957,58.5342,0
5412,46.36,391.554,1
5170,36.7865,116.6812,0
6270,29.5381,75.326,0
3678,20.4022,119.105,1
5065,58.5491,110.3676,1
2060,49.4899,97.0477,1
6691,8.0,276.0888,0
2226,48.8109,177.0791,0
4818,54.5894,0.0,0
4610,67.862,267.1353,0
3168,66.5301,221.9668,0
7543,61.1658,152.0995,1
4263,71.3092,141.8185,1
4820,39.7555,208.1952,0
557,89.1866,78.729,0
126,45.0028,118.2381,0
6668,60.9118,202.5056,1
3222,29.6015,71.8923,0
4711,69.5449,148.9001,0
2241,111.0552,726.0062,1
7024,74.5017,316.532,1
5897,54.3898,114.5622,1
7018,95.4738,83.3562,1
4272,48.013,160.0008,0
7607,115.2476,127.5157,1
5780,55.1385,340.1092,0
1065,33.3804,183.14,1
4725,81.9954,251.584,0
6285,11.0114,300.72,0
4271,39.3732,52.1009,1
5936,95.9401,202.0,1
2355,59.6699,87.4486,0
7593,45.025,55.5023,0
3699,71.0282,180.7242,1
7531,53.8075,103.0776,0
2405,23.2433,93.2269,1
6386,32.0156,125.3635,1
6388,77.0584,169.9448,1
4382,67.5167,90.05,0
3600,50.3587,209.6342,1
2004,40.1622,83.1039,1
5448,64.1249,590.5256,1
1175,40.2647,103.5012,0
6467,53.2658,113.3711,0
658,23.2433,172.5877,1
5349,48.6647,217.8124,1
1681,31.5357,112.6998,0
1110,45.6755,56.7825,0
3068,101.2052,129.0446,0
5850,106.5106,202.7566,0
4392,41.2704,149.8332,0
517,85.8429,179.8249,0
2913,60.2993,25.0799,1
7547,75.8238,194.1262,0
3227,91.4686,235.2573,1
6455,42.5353,301.371,1
3283,79.0759,191.0007,1
2889,25.632,51.5388,0
848,72.624,793.512,0
1809,68.5292,166.0271,0
7403,33.541,65.192,0
2579,33.6341,309.9665,0
4743,51.9062,224.7454,1
3881,30.1869,132.5028,0
4182,47.7598,85.856,1
1274,36.4177,173.9799,0
5434,46.543,153.0817,1
3207,47.6917,340.5073,1
5073,81.939,207.0006,0
6981,90.1388,207.406,0
7384,66.259,166.818,0
16,57.5196,181.0,0
6356,70.7001,397.102,0
5808,73.0274,250.6472,0
5798,112.5544,139.5224,0
35,27.9732,169.5118,1
5840,122.1966,249.3657,0
1620,91.1002,211.048,0
4479,74.7813,106.9205,0
6743,39.3954,184.8161,0
2035,101.1496,487.0503,1
743,65.7742,176.5574,0
2015,20.5548,207.1183,1
2195,72.0434,772.1026,0
6558,6.9462,183.5824,1
262,76.7219,108.7945,0
2712,39.0,129.0087,0
2058,54.0023,86.5361,0
6474,66.8506,68.5657,0
1347,93.0175,69.8355,0
4216,32.2684,219.4203,1
5669,56.6414,250.002,1
463,49.3077,73.6376,0
1036,94.0479,172.1859,0
6105,78.3661,277.5018,0
2044,77.026,113.1923,1
96,101.0458,216.2799,0
4631,38.2099,91.0343,1
2549,80.2636,299.9054,1
3807,53.1907,155.0887,1
6436,68.884,198.0057,0
4622,100.6541,0.0,1
6371,118.9033,258.0484,0
3276,151.2787,444.1804,0
1002,93.6923,22.102,1
7140,124.6796,130.8482,0
2492,155.6767,179.0698,1
3175,64.5368,180.5249,0
3202,104.0697,116.3873,0
6665,111.0518,342.4708,0
6573,114.5044,143.6706,0
5369,23.3077,135.8538,0
5087,133.803,138.5009,1
43,68.9964,184.359,1
6909,86.7208,119.5377,0
1606,43.8463,161.6447,0
5483,97.9005,0.0,1
6832,100.6007,188.8207,1
3571,56.0357,204.0221,0
7159,95.7209,236.6648,0
2523,33.6155,122.7243,0
5000,100.5796,1581.9637,0
5072,14.0089,76.6877,0
7053,479.6009,216.985,1
2120,52.1464,239.1783,0
6269,71.332,197.6392,1
5018,38.2426,807.1488,0
6458,12.7475,138.5036,1
4770,71.6101,0.0,0
3928,82.2876,674.9448,0
4466,54.5206,88.6454,1
6179,69.6312,519.0323,0
3886,52.8867,119.2015,1
6755,54.5573,527.5287,1
5718,63.3482,113.5473,0
6030,71.1758,173.6412,0
7067,45.1054,0.0,0
3944,113.8475,208.3273,1
6771,65.0308,194.3515,0
1188,76.0953,96.2549,1
4999,174.5716,179.1291,1
4557,67.1509,489.5575,0
2871,90.5677,189.8486,0
6236,67.5,198.1338,1
5705,52.2805,78.2624,0
908,85.5716,182.654,1
6591,38.3308,829.4607,0
2366,13.4629,91.0934,0
6254,97.5,102.0196,0
5124,56.943,220.348,0
4227,51.1297,125.004,0
4974,31.1448,131.6368,0
6353,7.9057,176.1817,0
2180,49.5227,122.4091,1
5442,55.1589,129.0242,0
4012,86.4928,147.8792,0
1964,120.6617,212.5094,1
2311,9.9247,232.5048,1
6125,57.2189,79.1581,0
3765,76.5147,131.3097,0
2039,40.0,410.9699,0
5883,41.4367,174.1522,1
5519,37.7359,262.5019,0
2675,30.4179,477.3306,1
6869,18.5068,168.7965,0
438,97.9005,177.4965,1
1814,57.2735,450.0156,0
2269,61.3514,0.0,0
2960,74.8131,182.5445,0
6346,40.5123,78.0785,1
897,23.9008,129.501,1
3445,86.6098,174.5029,1
4829,66.9496,90.7331,0
2348,35.7946,96.791,0
6568,76.0428,151.9803,1
166,64.8093,0.0,1
49,28.3064,193.0104,0
3896,64.2748,135.4114,1
2263,107.5976,85.6461,1
511,48.3865,460.0024,1
5002,108.1573,462.5595,1
5032,31.1006,401.5,0
5489,18.5809,63.4606,0
3568,89.8053,199.2768,1
5845,69.7711,84.061,0
1467,3.8079,279.2535,0
5967,139.5896,150.1408,0
945,68.0074,133.5459,0
7415,97.6588,174.5287,0
7401,24.7032,177.3415,0
6739,66.2288,115.3137,0
5198,138.0444,173.5987,0
6228,39.6232,77.5016,1
5236,54.2333,0.0,0
3196,64.846,361.4198,1
843,106.0578,200.5898,0
6213,51.7035,644.6877,0
3725,80.2574,202.9495,1
3470,94.3001,272.9991,1
6476,49.1859,165.4645,1
2115,75.5066,150.1874,1
6399,141.2887,257.7072,0
846,90.7483,112.8683,0
5617,12.0934,482.9319,0
4830,46.0109,181.0249,0
3914,107.3604,115.1086,1
2707,6.0,130.0471,0
2255,60.5083,228.5662,1
1172,72.5603,249.2569,1
346,57.717,103.8809,0
2330,22.3886,203.6989,0
7326,82.5136,117.0171,0
6545,172.4739,262.0305,0
1165,59.5756,221.5141,1
3602,96.9665,238.0189,0
1299,76.5914,334.5688,0
2411,37.0,48.283,0
5881,54.5711,123.501,0
3309,51.8483,163.6719,0
2676,77.7978,144.5424,0
2537,99.334,100.7782,1
6403,58.5769,120.0802,0
3248,89.9611,61.0266,1
7470,36.7967,232.7928,0
5879,51.8652,122.55,0
5778,56.8001,116.6298,1
4965,68.5292,247.6812,1
2374,59.2558,116.1034,1
514,83.86,163.0598,0
749,31.8277,179.6003,0
1071,79.6006,192.3441,0
2902,128.9467,230.8252,0
4608,18.7883,169.3259,0
6746,78.7464,194.8153,1
6049,191.4954,601.584,1
6732,39.9155,69.2604,0
1605,55.8055,586.3519,0
6669,48.7494,85.1469,0
3475,53.1507,92.1588,0
6574,27.3542,119.6547,0
3651,69.7585,122.3121,0
1830,45.1885,93.0484,0
5907,48.8185,99.4409,0
3815,53.9282,383.4169,0
6881,25.8699,100.6591,0
6530,64.0078,461.1196,0
1647,96.199,547.5386,1
7396,37.769,135.0454,0
1713,97.1648,111.7866,1
6764,65.5934,110.0659,1
4335,44.3199,129.2604,1
859,36.0174,424.8088,0
3618,92.8453,160.0383,0
2408,124.3111,171.4563,0
3677,56.648,102.5987,0
4314,102.6706,108.5012,0
4451,86.7597,228.6099,1
3388,50.7075,99.3001,0
4347,61.0082,167.8519,0
6915,22.1923,678.6019,1
3808,100.0112,86.7943,1
1939,48.0755,84.5,0
6886,65.192,321.5016,0
871,50.9215,116.6812,1
3192,95.9401,125.5488,1
1581,135.0083,445.445,0
4352,412.7484,533.496,1
1253,49.2392,81.2665,0
7090,24.7487,314.8115,1
486,88.459,145.6683,0
4887,29.0,147.5813,0
17,13.0863,168.0216,1
4127,52.1177,195.1442,0
6450,69.9035,202.6111,0
6835,166.7213,202.0155,1
540,11.0114,165.0068,1
3143,83.9658,245.8709,0
2941,92.2727,215.5052,0
6136,30.7327,398.0707,0
550,69.3704,219.9528,1
471,95.9231,131.5485,1
2315,2.5,438.9727,1
3323,59.4643,149.5301,0
1174,25.1247,122.0092,0
3622,70.214,239.669,0
2244,39.246,631.6051,0
2161,21.8289,65.622,1
5326,30.9233,93.1625,0
3984,77.4145,171.0117,0
2020,60.208,78.3661,1
3822,186.6039,255.6766,1
7129,72.5603,265.9215,0
220,58.3095,77.1622,0
6017,122.0502,493.0096,0
3272,70.3847,187.2385,1
3279,21.006,150.0208,1
343,92.0883,606.0101,1
5502,77.026,209.1728,1
174,136.6318,201.8143,1
5886,46.5027,71.2531,0
1349,74.0152,105.9835,1
5490,63.7201,127.063,0
7361,91.1661,111.7016,0
3009,74.3589,466.623,0
6248,56.1093,271.8607,1
6034,12.1758,330.4334,0
3114,76.2955,470.1205,0
2264,52.3689,250.72,1
2172,65.1249,144.0009,0
5459,37.054,73.2888,0
1723,18.5068,220.2527,1
1140,38.5519,167.7953,0
2151,61.0266,103.0194,1
1193,109.1788,138.8254,1
861,155.1789,157.7862,0
6405,76.7366,116.1658,0
5613,79.8279,153.8059,0
1966,83.6675,161.5193,1
1925,99.786,53.1154,1
5566,96.0013,230.5049,1
1599,71.9757,219.4767,1
3247,49.0408,127.5088,1
3655,91.8286,470.5327,0
3263,75.0267,84.0907,0
2600,132.9069,571.7049,0
7103,60.6012,155.6478,1
5373,75.5414,170.0,1
1607,21.8403,155.4638,1
6089,76.0953,129.0659,1
281,159.5384,153.5008,1
4487,12.51,139.5036,0
7232,37.1214,148.0076,0
336,28.2931,198.4452,1
2487,21.8403,100.0012,1
3493,37.4433,274.5073,0
2071,63.7828,156.1802,0
3097,38.9166,311.6637,0
155,94.0479,157.6959,0
440,71.5891,104.1453,0
6280,63.5,184.1962,0
1815,131.9555,99.8123,1
1270,46.5027,129.4314,0
6877,40.7001,320.6513,0
4327,135.1814,468.3418,1
2075,65.5687,119.827,1
459,23.5478,123.3876,0
2312,37.7127,64.5949,1
610,95.2169,513.5197,0
5094,1010.9457,850.245,1
7255,38.1903,189.0165,1
3235,44.8135,108.0116,0
5345,60.2536,215.0052,0
700,73.2069,125.5807,0
6826,73.0068,86.0712,1
6355,35.0892,184.34,1
6326,26.9258,100.7435,0
1315,53.4649,184.8276,0
63,61.6299,110.0,0
1544,64.5174,97.0,1
1425,26.4622,114.0537,0
6628,64.9038,233.0161,1
282,47.1222,150.5033,1
3534,86.5867,146.1651,0
7395,69.7209,229.2477,0
3665,69.5072,124.5361,0
2176,71.437,245.1989,1
340,133.0338,406.9843,0
5559,25.045,178.7358,1
5375,13.6473,241.5186,0
6150,50.3612,191.0,0
3058,92.5486,264.0573,0
1291,91.0014,162.0031,1
4161,76.9025,114.4246,0
2418,85.1499,298.0759,0
2092,40.9542,187.1069,0
4923,34.7311,172.1918,0
4248,111.2621,622.761,1
6541,13.4629,156.2314,0
7466,73.4932,293.1092,1
5744,21.1896,225.0028,0
5713,8.3217,580.8548,1
227,98.6027,177.6042,1
7148,32.0156,29.5169,0
5300,76.6893,342.7922,0
1999,36.0347,141.8529,1
3697,63.1862,89.9389,1
3705,46.4004,506.0089,1
5866,44.2295,136.7644,0
7301,92.5014,182.5829,0
3791,44.365,578.2173,1
252,66.3871,96.3146,0
819,81.1942,207.5488,0
7012,4.3012,127.4402,0
1912,115.2313,159.8452,0
5017,28.1514,213.9585,0
2077,14.9164,193.5885,0
6991,56.5265,288.0508,0
2284,38.5032,56.5354,0
7419,71.5437,109.573,1
4713,88.4562,128.0625,0
6944,93.3876,89.0505,0
5219,114.8564,172.9227,0
712,36.5855,209.571,0
6664,68.9384,783.0704,0
740,70.5762,199.6509,0
1969,79.6068,154.9653,1
5877,81.9054,191.654,1
3313,61.3861,126.0724,0
3981,34.3001,724.1768,0
2547,18.4391,236.3906,1
4181,59.7537,192.2531,0
5529,118.4451,58.8154,1
2320,2.0616,199.2699,0
5645,98.1033,98.1122,1
1068,37.3965,99.193,1
296,58.5171,144.17,1
6528,56.1093,111.0281,0
6039,86.0233,99.6657,0
3781,79.3757,211.1333,0
855,128.1425,425.4703,0
3302,51.6841,195.075,1
7098,12.5897,161.311,0
4432,67.8178,101.4938,0
4950,136.1552,207.9663,0
3497,94.2245,113.5837,0
3883,68.9638,110.6368,1
4560,25.005,152.5549,0
5890,72.0035,145.0422,1
4676,22.8965,329.6673,0
4732,37.9012,160.5895,0
695,95.0474,579.1032,1
3317,96.1574,124.5321,1
1016,5.5902,198.7719,0
6992,32.8101,117.5043,1
3790,38.5778,57.0548,1
6395,109.4646,244.778,1
5433,71.6886,690.0355,0
7273,82.7798,491.2222,0
5492,186.4705,245.0862,0
2353,77.5016,136.8,0
4888,41.1886,67.0671,0
5562,24.5051,67.0914,0
7049,52.5856,158.7844,0
4247,72.7908,296.928,0
1941,84.8646,44.78,0
3841,43.6578,267.0117,0
495,61.0512,278.6149,0
1974,84.3045,328.7191,0
5051,47.4684,172.1424,1
3817,21.587,92.5486,0
3813,69.0018,178.514,0
4601,80.6877,517.2316,1
143,39.3192,84.0729,1
2391,48.5412,243.654,0
6130,50.1224,117.5383,0
7047,73.1642,97.7164,1
6394,39.6989,184.1121,0
186,94.1116,801.2219,0
943,67.0392,1452.9874,0
1660,82.8402,707.356,1
6995,76.5016,453.6722,1
552,94.3398,410.8637,1
5666,49.2062,283.893,0
7439,84.5281,137.4627,0
7521,46.3816,230.2851,0
2437,94.2444,299.2161,0
6007,44.5449,96.5829,0
5702,94.1409,148.0135,0
2918,103.2109,84.9779,0
3912,40.1123,80.0765,0
2104,73.6699,150.3671,0
1336,5.5902,813.0781,1
7126,35.4401,84.5931,1
1396,82.8025,298.862,1
4481,71.1688,0.0,0
4235,25.318,78.5143,0
5616,46.0679,165.5008,0
1552,71.0387,628.0263,0
135,34.6591,68.884,0
4062,48.9004,263.257,1
469,78.4618,152.5819,0
2765,95.606,233.8616,0
2194,16.6208,202.9495,0
2876,6.5765,502.5062,1
3696,51.4782,160.7809,1
2651,61.002,66.3363,1
7309,43.0726,201.1796,0
5418,76.787,163.0008,0
571,55.509,369.3812,1
458,68.2495,222.7717,1
3015,19.78,274.6643,0
5505,74.2428,319.188,1
4337,42.8544,138.2624,0
4675,1105.9508,1591.8029,1
6148,58.8069,89.8846,0
7402,118.8465,119.0851,1
4446,54.2333,119.3786,1
5786,1034.1992,1000.2986,0
7328,128.7187,448.0904,0
6350,58.5342,447.1233,1
5792,24.8244,228.1283,0
7219,54.3438,71.9253,0
738,33.0151,316.0479,0
703,96.9807,139.9035,0
4835,83.3802,189.3621,0
5399,32.8976,141.8185,0
3837,48.3141,119.148,0
2631,52.6925,144.5216,0
5113,49.6588,205.0494,0
4131,76.0543,471.9883,1
4909,79.0142,207.0441,0
1220,28.1114,246.1229,1
2800,83.3262,205.6502,0
5382,47.5237,130.8606,0
4212,66.9104,518.5022,0
4458,31.257,356.7948,0
2356,31.1849,306.9796,1
5231,74.0608,182.6034,0
2587,61.9536,101.6366,1
3560,17.9025,314.331,1
1033,80.5621,1121.4024,0
3442,73.1249,116.2497,1
5449,48.0416,203.2978,0
4838,51.0,94.3835,1
6340,73.5833,147.5076,1
2555,22.1923,243.6847,1
1736,138.4783,139.7033,1
7604,58.2344,55.9732,1
3172,70.7142,345.3259,0
6913,49.3356,323.7901,0
1510,69.0959,86.0058,0
1322,82.1523,151.8898,0
4305,81.4877,576.5137,0
1585,64.8093,135.356,0
2872,48.5644,231.6948,1
6205,85.0,258.0514,0
5671,161.623,211.3534,1
2480,55.8144,321.753,1
5520,85.1601,137.5227,1
6994,38.7363,183.0983,0
6484,110.6526,289.5004,1
2996,63.5079,108.2959,1
3446,54.8293,70.0874,1
5938,36.8816,87.9616,1
4094,54.1202,101.3903,0
427,99.0051,806.3723,0
7178,70.9524,160.8182,1
5625,62.3879,3.6056,1
1984,72.8869,131.577,0
311,48.3451,151.4373,1
5619,94.7972,144.6695,1
6643,14.7139,123.1016,0
5446,33.6155,29.0947,1
4910,37.663,751.3809,1
1108,46.3816,326.531,0
3805,17.4141,225.5355,1
6016,158.155,339.6472,0
6453,80.604,0.0,0
7114,77.8412,88.6129,0
1434,55.084,207.4729,0
4535,57.0789,288.4441,0
3729,42.9913,98.6268,0
4928,63.4054,666.9501,1
1870,35.107,355.1479,0
7560,94.8683,388.5051,0
2171,91.6965,174.5029,0
6910,21.9829,93.4692,0
7123,9.0139,187.6306,1
203,73.2069,199.5858,0
4809,41.0,258.774,0
6,37.1652,80.6226,1
6960,113.3986,394.5155,0
4221,52.0024,380.659,0
4662,88.1547,280.9026,1
5962,79.0728,86.6747,0
5606,56.5,208.1015,0
6671,68.7968,0.0,0
4747,68.6477,56.2694,0
2215,61.0328,96.1067,0
3463,15.0083,58.1055,0
3561,106.0189,80.6381,0
6745,92.9852,321.5004,0
326,41.3824,307.4703,0
553,39.6011,75.9605,0
3743,142.0713,534.6833,0
5627,59.4517,105.5746,0
4687,23.7592,241.5186,0
6357,81.7863,210.965,1
541,6.9462,107.4826,0
3341,55.9151,109.6141,1
3257,71.5856,63.0734,1
4720,80.1265,155.6157,0
3177,136.5586,291.4125,1
2202,20.6155,0.0,1
772,99.7459,658.7118,0
6852,57.5348,497.0362,1
6829,91.2812,41.8151,1
4391,68.4635,200.8015,0
1327,29.8412,81.8551,0
1311,58.258,51.7228,0
5330,54.8019,384.7184,0
710,42.5735,187.7472,0
6152,44.2945,607.1822,0
3893,31.6938,421.6008,0
4618,74.4261,179.0112,0
6097,55.2472,110.151,0
3754,37.9012,104.6721,0
6438,21.1483,190.0539,0
4011,96.6863,135.9458,1
2229,48.2701,353.0287,0
472,59.5525,122.451,1
1162,54.171,256.4888,0
3421,64.7611,222.509,0
2266,159.249,191.5131,1
7120,37.726,423.7313,1
3242,87.9801,200.0531,0
5360,36.5,132.8053,0
1725,61.8809,97.0696,1
3339,51.1297,0.0,0
4052,22.5,68.5584,0
3061,81.8841,327.9489,0
3154,33.6155,180.5028,0
3759,37.5533,201.575,0
2803,46.3276,196.0057,0
6620,84.9264,187.5613,0
1960,34.3293,314.6824,0
5407,5.0249,217.0576,0
3182,113.0011,194.0103,0
997,143.0044,0.0,1
5573,50.1224,163.0,1
7319,49.7695,134.0121,0
2686,82.5651,170.0118,0
7499,77.8155,79.0142,0
4876,111.4462,168.7965,1
2114,12.6194,119.877,0
3116,42.003,435.9014,0
3776,173.572,208.0487,0
239,60.8482,0.0,0
1901,42.2995,584.2418,1
7586,40.3887,469.3967,0
1598,53.6004,160.05,0
3997,36.0555,328.1421,1
6330,68.8567,59.8018,1
5260,47.9009,541.6013,0
320,58.4209,164.6003,1
1483,39.7555,58.6366,1
701,52.0601,140.1517,0
6792,168.8083,406.6771,0
7116,118.5675,440.0821,1
2891,51.5461,197.851,0
4860,53.8075,152.7956,1
4390,28.1514,256.1411,0
1429,1004.0997,936.2094,0
3091,102.7631,62.9007,1
2576,79.2465,138.0906,0
7109,15.5242,110.5486,1
4441,35.5598,214.0707,0
3968,42.0743,251.8238,0
1683,48.0937,161.6052,0
4667,82.8689,304.943,1
1056,46.5188,97.788,0
2231,33.7083,93.9601,0
2717,130.1586,267.5565,0
6093,36.773,133.1813,0
6197,54.5,130.7765,1
4746,137.9801,536.0784,0
2268,96.0833,100.6541,1
3800,155.6639,363.6661,0
1833,62.0081,234.5021,1
5583,14.0801,237.4031,1
5102,28.0713,244.9908,0
5991,77.5016,163.8063,0
6946,42.3586,495.4203,0
1658,28.2179,369.7465,0
2108,33.8711,286.507,0
1414,49.1172,235.2297,0
2782,43.7321,846.7628,0
6396,28.64,82.1736,1
456,70.9454,233.8568,0
7389,12.3693,638.1618,1
6307,121.1291,981.6314,1
2969,42.5,137.5354,0
6183,62.3939,88.7257,1
2763,80.9969,297.0038,0
1877,143.0874,156.205,0
3501,72.0069,118.6054,1
5961,76.397,88.8735,1
7132,75.9605,203.0548,0
6738,54.5711,100.5609,0
6279,59.927,43.2348,0
761,131.4962,558.2902,0
6616,42.5441,121.2023,0
1316,53.5374,102.1482,1
5503,56.5265,0.0,0
149,75.1532,176.0575,1
2706,36.1836,188.9874,0
397,22.3271,408.0668,1
3018,93.2966,71.332,1
3533,83.3142,219.5023,0
1276,62.0725,140.1856,0
1306,15.0416,202.4846,1
1763,59.9354,68.8368,1
7125,74.6358,157.0796,1
7233,40.3299,101.0161,1
757,20.1122,500.536,0
4426,91.7401,128.1766,1
6621,86.2279,165.0485,0
478,67.0168,0.0,1
4434,69.5072,291.5617,1
5266,44.9444,102.0306,1
7070,78.5016,175.1207,0
6419,56.8177,135.9062,1
4300,36.6742,114.0175,0
3898,64.6239,94.012,1
6176,92.5,55.5563,1
1010,73.1642,294.5819,0
5019,52.6925,117.9841,0
5868,25.6223,698.5517,1
4206,98.5089,125.1259,0
7010,80.0656,129.8249,0
565,68.2221,396.2783,0
3939,101.7853,429.3673,1
2625,129.555,390.9735,1
3787,6.5765,129.1375,1
4949,70.342,74.2849,0
2785,107.8483,156.0032,0
591,64.2223,193.0784,0
4200,93.0228,217.0184,0
5194,100.1012,426.5563,0
4381,95.0789,177.1588,0
763,8.1394,122.5408,1
6602,17.2409,465.758,0
3713,43.2782,216.037,0
2959,49.6236,69.3055,0
4521,67.4129,292.767,0
4288,91.1373,277.3793,1
15,44.3847,115.1271,1
2567,56.3072,170.7352,0
223,21.6333,70.2602,0
5475,50.9902,190.5026,0
2671,57.2713,178.5252,0
3708,93.2631,561.1,1
2809,51.3079,188.908,0
7473,32.0039,94.5476,0
4420,68.0018,132.0606,0
6954,32.2374,223.1636,0
3415,32.1753,148.1022,1
856,54.7768,136.0744,1
7451,24.3311,361.8764,0
4812,83.6481,197.5152,0
4492,64.9038,115.9062,0
6151,115.6774,698.7331,1
7602,52.6711,92.5419,0
879,37.4833,44.3847,0
6288,23.4094,104.2845,0
2337,41.3189,136.4597,0
6124,57.4891,125.4193,0
836,56.9495,58.5021,1
709,152.6385,707.5373,0
7241,32.596,143.5871,0
6354,34.6771,311.6769,0
4459,48.0104,148.3139,0
5458,53.0094,153.8059,0
5662,158.8978,163.5619,0
2326,81.4816,77.1314,1
2274,58.2344,175.035,1
1297,86.7439,463.132,0
6349,123.4909,149.688,0
3055,94.1488,357.8243,1
7424,73.8664,315.0571,0
2454,53.6004,99.8424,0
3583,74.7412,128.0791,1
2858,58.0022,135.2036,0
2124,13.3135,203.0794,1
4044,30.9233,692.9203,1
2805,72.4655,101.1781,0
3849,52.6522,195.1442,1
5093,40.2523,126.58,0
1197,16.9853,40.2523,0
4841,81.5552,187.6006,0
98,29.6015,210.1773,1
4185,67.6923,441.5343,1
1503,8.86,211.0024,0
5043,57.1161,72.1405,0
3797,1.5811,209.5024,0
6245,74.1114,223.2896,1
801,84.1487,134.708,1
2184,46.3276,165.4003,1
1913,73.0068,117.8346,0
1055,13.5093,234.5645,0
6695,122.9837,71.8923,1
7019,18.5068,105.0107,0
1543,15.8114,262.7741,0
5844,111.2036,703.7565,0
2508,89.8053,55.9151,1
270,69.3578,401.0527,0
6566,29.3471,721.021,0
5336,107.5419,116.0388,0
50,97.3088,392.3684,0
6756,128.1503,1098.318,1
4223,82.3241,140.5222,0
7572,29.7532,655.8363,0
3264,133.046,242.5,0
4920,47.9088,68.0,1
7485,106.0424,130.5412,0
534,126.5356,139.5143,1
1596,36.6776,146.5307,1
4071,75.8024,78.2624,1
831,116.9027,162.0633,1
5145,80.0562,174.6031,1
6983,28.0401,154.1371,1
5909,172.3463,773.5273,1
7099,77.5016,104.0685,1
6535,74.4312,331.7356,0
388,103.9423,242.8482,0
4992,12.0208,241.6495,1
4186,15.5322,647.8244,0
4638,26.2345,105.1023,1
4120,64.5136,94.5939,1
5680,164.6853,0.0,1
1518,278.1982,429.6283,1
2308,48.5232,260.1658,0
6749,29.77,86.3713,0
3746,34.9178,67.1751,0
6894,55.599,72.111,0
5154,21.5523,158.418,0
7461,19.7041,53.0094,0
5103,92.8615,122.001,0
3764,145.0284,0.0,1
230,12.3491,341.1323,0
2654,108.0949,184.5332,1
2630,80.3057,410.9039,0
6570,58.8154,157.7157,0
3504,80.5047,163.1295,0
932,93.1585,289.1133,0
5226,106.5751,848.1327,0
5287,42.3615,88.5353,0
1418,130.1883,381.635,1
4882,40.3887,67.8325,0
4261,79.5692,996.452,1
4083,48.0,260.5389,1
705,51.4125,271.5,0
1858,105.1404,222.7431,1
1440,38.8909,130.2162,1
1469,51.5024,651.5491,0
7299,31.9766,187.7292,1
2199,85.0132,153.04,1
4826,40.1404,143.5035,0
6677,69.2604,112.2074,0
414,1212.7087,1442.3623,0
317,41.0,293.3108,1
419,82.1523,0.0,0
7171,51.5388,410.1756,0
5405,51.4417,128.6585,0
473,50.589,587.5053,0
6805,37.3965,561.5804,1
3700,108.2693,295.3968,1
3134,23.3452,332.1333,0
714,76.1577,158.7278,0
2070,63.0754,367.3027,0
7373,28.8444,151.0828,0
2430,92.228,163.4786,1
3916,78.7353,170.8874,1
6975,171.8524,231.2926,0
304,87.7055,297.056,0
1139,28.4253,104.3935,1
3843,85.8429,146.4283,0
3688,16.1245,105.0774,0
5822,29.8077,358.8851,0
2024,49.366,92.9045,0
2392,131.7507,226.4757,1
4577,25.9856,1538.7094,0
7464,94.2351,204.3679,1
3804,64.8999,196.4701,1
490,38.8973,132.9003,1
1651,67.1509,168.2149,0
2460,45.1691,132.0038,0
4801,88.2397,297.8867,0
7330,108.8726,219.8846,0
6872,26.2393,940.6488,1
5008,10.0125,454.0069,0
4151,44.1192,313.7375,0
5023,31.8904,140.1517,0
1022,59.165,87.6727,1
1948,140.1606,66.3193,1
5469,50.7666,109.3446,1
3667,27.3542,166.5608,1
2157,75.4603,190.9097,1
825,34.176,74.6073,0
5972,39.5285,171.1586,1
5770,31.8944,137.0912,0
4753,46.5027,0.0,0
1176,65.9337,164.1714,0
1212,57.0701,352.7811,0
6839,134.9907,43.9118,1
4719,72.7083,119.6766,1
4488,22.8035,278.3779,1
2324,55.1951,64.4748,0
1661,46.768,213.9071,0
5274,142.571,234.8154,0
2514,84.3801,302.8473,0
1592,77.8621,208.9527,0
3345,72.092,121.2456,0
5377,51.4417,125.6831,0
