eyemove/table_1_3.pupilDiamMax,eyemove/table_1_3.P1stFixation,eyemove/table_1_3.leavingPos,eyemove/table_1_3.Key_1_3,Key_0_0
0.0723,1,79.1344,3572,1542
0.1571,1,55.7315,1858,4283
0.19,1,52.5095,1534,6403
0.0756,1,103.9002,2021,5600
-0.013,0,186.0168,6239,5154
0.0462,1,48.8723,3763,5897
0.1016,1,52.1177,2819,5115
-0.0154,1,85.279,6507,7376
0.1681,1,12.2984,7593,4271
0.0217,0,111.6109,85,3148
0.1086,1,96.3756,4245,6448
0.1875,1,64.6568,1356,6016
0.1146,1,88.3091,4054,6547
0.0359,1,110.7305,1418,5103
1.2674,1,1206.8344,6919,3361
0.3453,1,112.2553,6445,1851
-0.0881,1,48.9745,1508,5973
0.2307,1,24.135,7274,1493
0.1968,1,48.9923,2622,3564
0.2526,1,158.1779,6480,7132
0.121,0,130.9475,1781,295
0.1038,1,91.0069,5878,720
0.0955,1,113.9496,2736,1241
0.0829,1,128.501,4393,4849
-0.005,1,51.7325,7346,3355
0.1383,1,46.768,6,4186
0.1797,1,96.5984,4668,6233
0.1496,1,61.0737,4825,5159
0.0344,1,39.9061,7239,1248
-0.0208,1,88.8608,7450,3698
0.1627,1,59.0021,984,4690
0.2088,1,123.1229,3412,7457
0.0129,0,74.2445,3107,4860
0.4803,1,45.3349,505,6073
-0.7918,1,53.5374,7286,5372
0.2663,1,23.4094,445,1038
-0.1032,1,45.9619,4118,6212
0.0693,1,46.5027,4936,3423
0.3423,0,54.7083,3744,5230
0.1903,0,39.3001,5936,6044
0.0167,1,56.7208,2376,1572
-0.0457,1,88.596,6085,2197
0.2374,1,72.892,3751,1441
0.1698,1,63.5079,4150,4882
0.1127,1,96.5117,3845,4962
0.2166,1,32.8938,7442,4114
0.9126,1,18.0278,5670,3036
0.1308,1,143.8836,1417,6931
-0.0238,1,56.2694,865,3613
0.728,1,93.9149,7029,1533
0.2032,1,30.6023,5452,6653
0.1367,1,124.95,5972,4520
0.029,0,67.8122,4964,6004
-0.0165,1,60.2516,1277,6224
0.1822,1,143.1258,2095,4752
0.1457,1,110.5995,5948,3965
0.1916,0,61.9718,7521,6801
0.0408,1,58.0022,5082,658
0.2253,1,146.6467,7173,5682
0.3311,1,53.4603,7329,6780
0.1568,1,121.1621,6833,3657
0.0395,0,38.0296,1565,4398
0.4172,0,15.0083,7290,3772
0.4916,1,143.668,6984,4444
0.0372,1,76.6437,4975,3151
0.015,1,33.738,5590,7489
-0.0098,0,86.2279,1461,378
0.1626,0,89.0421,4504,6846
0.3155,1,77.5403,4192,6186
0.0707,1,94.681,4349,2299
0.1903,1,52.5952,534,613
0.1016,1,36.5034,5142,5097
0.0088,0,81.3895,5499,6675
0.0568,1,90.3562,5569,2955
0.1816,1,47.9401,1120,1113
0.2001,1,78.1745,2777,6803
-0.0139,1,46.306,3785,1366
0.0775,1,48.5412,5942,3553
0.797,1,77.1897,7370,7443
-0.0498,1,30.7774,1608,2510
0.0967,1,181.864,7443,2603
0.2446,1,111.4955,7477,1636
0.4115,1,114.2421,3663,4262
0.0852,1,99.2472,6978,2747
0.0295,0,75.2213,5669,2669
0.2572,1,75.5596,579,1926
-0.051,1,95.0,67,4920
0.0388,1,78.578,282,341
0.3838,1,100.6206,6194,4561
0.1294,1,66.7027,6061,6
0.197,1,78.3534,2549,3589
-0.0293,1,57.1074,3221,2616
0.0642,1,33.2415,5797,1287
0.0637,1,91.7606,3812,1494
0.0126,1,84.0967,4516,1674
0.0106,1,36.9121,3133,6240
0.1008,1,35.609,7097,4624
0.1401,0,108.7945,5448,1371
0.2135,1,123.0742,5587,7089
0.1138,1,73.7055,3876,5451
0.2051,1,136.4441,3816,7088
0.3085,1,50.6582,6124,5271
0.0187,1,88.0568,695,5896
-0.6289,0,40.5,1822,1067
0.3034,1,72.7066,4824,1060
0.1555,1,109.5011,5608,7313
0.3317,1,209.9548,3104,1126
0.1457,0,58.3824,6971,5153
0.1236,0,82.1005,1257,145
0.2671,1,47.7074,5419,7267
0.1288,0,51.8097,2868,4367
0.2718,1,95.2694,4226,5988
0.248,1,57.8468,3338,5655
0.1294,1,75.1482,7374,6998
0.3681,0,40.1808,5315,7204
0.4446,1,105.119,739,6600
0.1761,1,50.1224,1132,2395
0.0632,1,74.2445,2212,4753
0.0363,0,114.7454,4143,441
-0.0593,0,45.7056,4202,1972
0.2416,0,88.5664,5185,3717
0.0947,1,38.9936,3310,2921
0.2212,1,69.2604,5401,6068
0.2193,1,69.5072,4914,286
0.0634,1,46.2709,5438,675
0.0571,0,78.721,7440,1442
0.0427,1,71.044,5241,3679
-1.1753,1,43.8321,91,972
0.2163,0,113.9397,4731,276
0.1876,1,67.6702,2867,6389
0.1172,1,69.464,318,412
0.0932,1,55.8793,5324,2795
0.1816,1,21.2132,4362,1445
0.0818,1,12.5,7377,4895
-0.0098,1,98.718,7432,1083
0.1937,1,22.2036,402,93
-0.0927,1,26.8328,3598,3520
0.0081,1,39.2237,6014,7516
0.2564,1,48.1664,7140,7481
0.1852,1,74.0405,6776,1692
-0.0247,0,99.2031,6336,4185
0.2465,1,44.601,6838,5075
0.1462,1,138.1059,2902,2788
0.0314,0,42.8515,1103,2596
0.2467,1,79.5393,4064,1348
0.1818,1,142.514,1025,3640
0.6525,1,111.8772,5014,6057
0.1656,1,24.7032,3916,3259
0.8192,0,204.4028,563,64
0.1435,1,41.5933,6043,2982
1.0762,0,162.39,3561,3419
0.198,1,86.8692,127,2797
0.2874,1,21.5928,7300,5345
0.2822,1,75.977,2206,6546
0.1177,1,12.5897,6406,635
0.2667,1,50.4505,1259,3594
-0.0728,1,35.4154,741,2019
0.1853,1,74.8081,2418,7569
0.1098,1,111.9933,5979,3637
0.0552,1,90.1124,6554,685
0.1774,0,16.1941,5746,5740
0.2154,1,215.9595,6421,7554
-0.0248,1,14.7054,7087,6732
-0.0279,1,76.2709,6460,4938
0.1965,1,122.4827,837,3614
0.2466,0,24.8244,5441,1195
0.1711,1,19.5256,1566,3043
0.1924,1,110.0023,760,7165
0.3651,1,40.6725,3865,750
1.3812,0,42.0268,1221,2819
0.0563,1,20.573,7022,7476
0.1937,0,50.7666,4071,6827
0.1371,1,61.1739,3992,7600
0.1744,1,69.5881,333,4212
0.1289,1,72.9966,6366,7473
0.0842,1,57.5022,5564,2038
0.0445,1,71.8923,5180,303
0.0542,0,69.916,4100,1693
0.0789,1,62.2676,4426,1296
0.0976,1,7.5166,2325,361
0.1033,1,86.0523,3977,547
0.0387,0,58.228,2017,6046
0.2016,1,57.5608,5372,883
-0.1074,0,97.8277,3888,1705
2.9684,0,76.6975,5057,6027
-0.5825,0,59.3507,1469,3437
0.068,1,51.2372,1963,4853
0.279,1,102.6024,161,154
0.2327,0,87.6156,4190,5836
0.179,1,56.136,2733,5393
-0.0318,1,76.58,6198,7032
0.1356,1,36.3662,6221,3810
1.5637,1,99.3806,5533,478
0.0621,0,48.1664,210,2906
-0.1566,0,83.2301,5609,6199
0.0853,1,23.6008,5164,2740
0.9162,0,73.437,1235,6445
0.3339,0,89.56,5426,2249
0.3554,1,45.467,3315,6381
0.056,1,33.8895,4144,4517
0.2751,1,49.328,2413,5224
0.0543,1,104.6291,6690,3351
0.1592,1,84.6242,1717,4990
0.0655,1,38.7331,2277,2296
0.2713,1,24.7588,3673,5585
0.0792,1,26.0768,3596,4472
0.1238,1,61.3555,841,283
0.0785,1,31.753,830,2607
0.2,1,47.5657,6018,4770
0.1787,0,39.7146,89,7467
0.4681,1,7.433,2623,340
1.3045,1,37.9111,5172,399
-0.0327,1,131.4962,7251,5520
0.0508,1,63.5079,125,1904
1.1741,1,93.484,2331,1220
0.3596,1,23.1193,4432,5058
0.1426,1,87.4757,5726,7459
0.0762,1,59.6825,5822,5132
-0.7018,1,89.3155,1365,5185
0.0804,0,65.622,5672,4257
0.023,1,65.8502,4424,3794
0.0536,1,30.6757,1005,111
0.2369,1,77.1557,454,2710
0.6412,0,109.892,7480,4872
0.3464,1,12.3491,1586,1509
0.1168,1,35.0892,3581,3135
-0.0788,1,109.0929,5330,1385
0.3512,1,38.2099,756,7469
0.0775,1,79.6273,377,3280
0.1896,1,142.9773,5322,1205
-0.0172,1,91.9416,3147,2234
0.0271,0,69.9893,3643,7328
0.0209,0,70.2282,1614,4551
0.1711,1,29.3981,6825,1225
0.0787,1,60.8153,3059,3495
0.0698,1,84.0119,3253,1519
-0.0379,0,15.5724,80,4121
0.1782,1,124.5974,5847,1419
0.1644,1,48.5644,2065,524
0.1935,0,109.3995,2089,5643
-0.0292,1,68.0331,7108,4460
0.0984,1,55.0023,4801,6160
0.1241,1,151.533,1785,4270
0.044,1,65.0481,2001,4848
0.153,1,91.5669,3408,5045
0.5142,1,72.7496,2153,3708
0.1868,1,52.2733,3951,6270
0.1771,1,54.6855,1371,3353
-0.3453,0,1031.8326,6539,6261
0.1968,0,77.719,5514,5424
0.3301,1,38.2688,870,3082
1.0896,1,52.8394,2969,355
-0.1002,1,48.8262,6768,5405
0.1902,1,25.1645,6546,7189
0.0443,1,51.1004,7555,6752
0.1861,1,28.0179,6592,1341
0.046,1,8.5,2580,1103
0.0763,0,65.4618,5174,4687
0.1802,1,56.4469,3064,7173
-0.0326,1,58.2409,5578,1183
0.0284,1,58.4059,2029,5015
0.0708,1,82.7798,6310,2887
1.7037,0,56.8705,2186,905
0.2718,1,31.8198,6385,4351
0.1271,1,74.4312,4195,691
0.2648,1,68.8204,3658,2628
0.0885,1,44.0596,2083,587
-1.226,1,40.9695,2230,2930
0.0825,1,42.2995,719,6636
0.1211,1,96.5829,6047,1980
0.236,1,86.6747,6273,2348
-0.002,1,106.3015,5809,4993
0.12,1,196.1434,6244,495
0.028,1,85.7963,6069,4433
0.0923,1,48.2105,2964,7279
0.0476,1,63.3759,3969,2925
0.0201,1,32.6956,2123,3191
0.2412,1,38.0821,6079,1534
-0.1022,1,70.516,1982,2354
0.0372,1,28.6575,6954,702
0.2085,1,288.7495,3096,3990
0.2369,1,43.1335,216,4305
0.1856,1,71.7513,4569,4733
0.1193,1,185.597,4696,541
0.0506,0,66.3871,5309,1902
-0.2185,1,43.477,4850,6228
0.2119,0,80.5373,1444,7366
0.0209,1,68.6477,3484,1804
0.2394,1,91.0014,1600,3500
0.1825,1,27.7218,7416,7430
-0.1033,1,52.9741,477,473
0.2088,1,29.0947,5399,7359
1.1015,0,1266.7849,1382,4036
0.0264,0,140.7276,2375,157
0.1647,1,11.6297,931,7560
0.2446,1,124.5251,6081,1531
-0.0002,1,80.3648,2630,2088
0.1167,0,101.3521,2426,363
0.3163,1,163.717,7127,4480
0.0882,1,102.2754,1152,3670
0.2687,1,90.118,5520,2770
0.2,1,63.5059,6175,2657
0.1324,1,62.6618,3431,2686
0.1628,1,14.7139,6228,7124
0.3214,1,100.4241,3799,6918
0.2633,1,68.4726,2795,3357
0.2401,1,75.1066,726,5026
0.1737,1,90.5677,7170,5101
2.0074,1,67.72,7068,4900
0.0716,1,47.6681,45,2999
0.2697,1,38.9166,4527,7159
-0.0728,0,40.5031,4157,835
0.2907,1,141.2834,6752,2693
0.0635,1,62.516,2757,5060
0.0388,1,56.2694,4900,4792
0.1555,1,1261.9002,4167,4449
0.2627,1,74.6676,7583,4003
-0.5825,0,48.1041,6800,4518
-0.0635,1,63.7201,6789,2785
0.29,0,85.9069,6665,7115
0.068,1,71.9462,5534,6421
0.0055,1,70.6045,93,4103
0.0762,1,51.7904,7176,4366
0.0868,1,24.1506,4864,6812
0.0463,1,44.9444,7308,1115
0.1229,0,50.1523,527,39
0.2673,0,41.839,5845,5452
0.1955,1,115.5736,5973,5514
0.3791,1,39.8026,1704,6767
0.0941,1,50.2892,7554,3427
0.4335,0,109.492,4254,1577
0.3012,1,34.8604,3894,4663
0.1785,0,45.5906,2361,3195
-0.2745,1,27.9866,4183,3264
0.2506,1,37.2324,5604,6129
0.267,1,1119.3503,6955,2562
0.142,1,21.7083,5236,1635
0.1799,1,32.4692,4542,5032
0.098,1,32.8824,4059,1840
0.3012,0,35.7946,2116,808
0.1611,1,69.6509,3701,5767
0.0977,1,66.2288,980,6728
-0.0085,1,18.4391,38,3901
0.253,1,42.5,227,5343
0.0487,0,59.7181,7184,2971
0.1806,0,164.003,4990,3318
0.1099,1,124.0585,6803,4161
1.4382,0,35.5844,48,4603
0.2226,0,66.3363,4332,6327
-1.067,1,98.326,2910,5650
0.2162,1,49.5177,2671,3152
0.9337,1,248.1633,2321,605
0.033,1,34.5254,2348,5685
0.2718,1,61.1003,3134,6658
0.0876,1,129.9625,1860,7584
0.1165,1,96.7988,23,781
0.2055,1,52.3546,4372,4584
0.1001,1,202.9002,6270,3611
0.1527,0,69.7011,3678,924
0.3655,1,162.0378,1974,7299
-0.0393,1,53.472,4558,1368
0.1052,1,77.1897,3619,3735
0.0228,1,38.2099,2246,3552
0.1932,1,76.5849,1450,1120
0.1023,1,53.4813,6427,6481
0.3301,1,86.5708,1513,5571
0.1168,0,28.4605,1503,7154
0.1378,0,36.0902,5729,704
0.2398,1,110.2905,4644,1008
0.1882,1,73.6767,42,5930
0.2587,1,66.017,1310,1345
-0.0044,1,120.0521,5332,1889
0.0329,1,93.5361,3884,1446
0.1385,1,77.7319,2743,5336
0.0856,0,76.0953,5606,2572
0.1212,1,66.4624,1314,542
0.7725,1,188.2246,7333,2520
0.0608,0,71.1003,6642,6229
0.3629,1,107.1273,2519,3981
0.4,1,41.4367,6362,1291
0.285,0,46.0,15,6832
0.0969,1,42.3586,3548,1037
0.0819,0,131.8797,1438,6849
1.8012,1,45.5412,7248,5699
0.2938,0,76.5849,5874,1503
0.0125,1,80.5248,4587,1461
0.1321,1,104.5586,480,4686
0.3783,1,101.4458,3595,4574
0.1202,1,18.527,1262,672
0.0822,1,40.5617,3191,2661
-0.0065,1,79.4119,5260,3477
0.105,1,75.5596,3123,4955
0.196,1,116.9027,3668,120
0.253,1,48.7571,3034,1728
0.1698,1,104.8296,2879,2911
0.0934,1,52.1177,4229,2255
0.1169,1,58.1055,5779,4783
0.4267,1,96.0325,3132,1295
0.3173,1,100.6541,5625,1896
0.0156,1,378.4128,1579,3840
0.0295,1,142.5079,4240,2691
0.2504,1,36.2802,3801,5195
1.9801,1,118.442,3856,469
0.079,1,29.1548,4706,1947
0.1616,1,34.3548,1889,4024
0.1294,1,32.249,5487,7347
0.1092,1,16.8077,2666,4906
0.2535,1,23.2002,6687,5851
0.2006,1,49.4975,2869,5337
0.0056,1,64.9038,6339,1489
0.2556,1,121.8236,7268,6714
0.1459,1,198.3633,917,7477
0.3554,0,92.2727,35,760
0.1067,1,43.7978,4923,3895
0.38,1,63.9081,7275,3047
-0.0083,0,68.942,6741,2965
0.1365,0,29.5381,1208,3056
0.1043,0,6.3246,3130,6078
0.2393,1,72.9452,7135,2011
0.1977,1,148.076,325,6678
0.2496,1,86.764,3840,5112
-0.1566,0,79.2086,2140,4824
0.0494,1,54.3921,2646,6382
0.308,1,952.0049,2674,5786
0.7725,1,99.3642,2628,2707
0.1963,1,111.0405,2441,6680
-0.1263,1,84.4541,793,3762
0.272,1,43.8549,6438,1484
0.1379,0,9.5131,441,4548
-0.0104,1,113.5275,4102,7297
0.1347,1,59.1354,6708,2307
0.1493,0,492.2949,275,5268
0.132,1,84.5237,1233,4851
0.1493,1,72.2721,3351,4301
0.2314,1,85.7555,2051,480
0.0751,1,20.0811,3158,2108
0.0442,1,104.9952,5673,5363
0.1521,1,117.6403,1931,3145
0.407,1,72.5069,4026,1309
-0.1278,1,69.0018,109,505
-0.0406,1,51.12,3830,623
0.0467,0,94.1077,5479,3903
0.0786,1,59.5504,4031,4942
-0.3453,0,34.3402,6972,6996
0.2463,1,56.2694,6801,1524
0.1495,1,195.0449,903,6772
-0.0003,1,118.8413,6530,2200
0.1757,1,37.4066,7385,1845
0.2938,1,50.5099,4833,5072
0.3097,1,179.0,32,5519
0.0933,0,59.298,1269,5968
-0.0216,0,70.9542,2099,5939
0.1212,1,56.9386,4176,765
0.0825,1,103.2376,6695,1846
0.1084,0,76.243,6249,4727
0.2533,0,42.4529,2098,7468
0.175,1,79.0063,856,4593
-0.0327,1,75.8716,2968,5828
0.294,1,126.8877,3405,4072
0.162,1,36.4589,2639,5565
0.1542,1,2.9155,3151,2044
-0.0169,1,66.6521,2547,3085
0.9995,1,73.6563,4563,3989
0.1348,1,44.0965,6295,2072
0.1592,1,63.8318,7571,1916
0.199,1,91.6652,3188,6069
0.2366,1,23.9426,763,3528
0.2943,1,59.0021,875,217
0.2759,1,76.1183,6581,6729
-0.0393,1,35.6721,5358,7144
0.1719,1,115.2606,6049,4597
0.0947,1,34.9464,6888,4372
0.734,1,73.0068,2727,1833
0.2299,1,3.5355,6505,7030
0.1472,1,78.1745,630,845
0.2427,1,59.8164,1316,3823
0.0442,1,88.2638,2374,4241
0.2467,1,65.1153,413,3045
0.0843,1,86.9094,6245,2535
0.1012,1,69.5881,6618,287
1.4897,1,1137.5448,6735,4364
0.3329,1,134.5232,6376,4043
1.1912,1,82.1736,315,1765
0.2611,1,65.5477,2768,1259
0.204,0,47.2573,5678,362
0.0926,0,75.7694,1591,2284
0.2698,1,72.6034,2488,6851
0.2012,1,14.0357,5202,264
0.3218,1,101.4027,437,1973
0.0376,1,76.4232,5978,7374
1.8859,1,66.2061,2395,2601
0.0034,1,69.3181,851,1516
0.1048,1,88.7722,3407,3755
0.1628,1,120.5373,4582,3150
0.0301,1,30.6023,4383,189
0.0886,0,43.2695,1370,16
1.1056,1,66.547,2320,5878
0.0159,1,39.5885,4983,5684
0.0495,1,57.8813,6645,5645
-0.0712,1,130.5958,117,2522
0.3429,1,60.5743,7602,7182
0.1565,1,20.8387,2019,4250
0.1545,0,63.5472,3194,3189
-0.0762,1,87.0014,6195,5967
0.2055,0,72.0139,4132,7553
0.1155,1,104.7342,4878,7200
0.1027,1,54.1133,5397,3097
1.4802,1,62.859,7354,3916
0.258,0,59.7181,5562,1304
0.1056,1,97.751,3513,4680
0.0086,0,62.55,4941,5245
0.1159,1,121.6069,30,6516
0.0946,1,19.6023,5081,885
0.3581,1,74.6358,6643,3311
0.002,1,50.01,2174,1186
0.0886,0,51.2104,1987,940
0.3554,0,47.0664,801,2828
0.1678,0,56.5442,7355,63
0.0797,0,63.7122,4897,767
0.1375,1,85.5716,3970,3792
-0.0043,1,73.7309,6288,5171
0.1056,0,60.6012,4373,2658
0.2571,0,79.0142,961,6513
0.3359,1,40.0281,6126,4289
0.3167,1,67.7588,5810,3556
0.2395,1,91.9035,387,7292
0.1369,1,53.0212,76,4956
0.2496,1,62.7873,348,6469
0.168,1,109.7474,6962,7241
0.1744,1,61.2413,2204,6650
0.0166,1,96.7536,4611,3554
0.0862,1,40.2647,1017,7151
0.017,1,73.077,4037,4416
0.1437,1,35.3871,3546,2159
0.1741,1,75.0,6939,3305
-0.5169,1,110.5,6116,1066
-1.2545,1,64.0078,906,5304
0.1041,1,102.3938,6843,227
0.2325,1,78.9953,3010,6148
-0.0001,1,23.0217,6167,3597
0.3226,1,60.0,5181,3287
0.0958,1,12.0104,2005,1272
0.0592,1,88.4604,4595,3623
0.2211,1,133.7647,7216,1817
0.2196,0,31.5317,570,1369
0.276,0,62.9682,4732,618
0.0129,1,97.9145,5255,6062
0.029,1,113.6497,3237,5293
-0.023,1,24.2745,3476,4813
0.1972,1,38.3471,2911,497
0.2386,1,45.401,4244,5561
0.3719,0,191.3165,668,3807
0.0932,0,49.5631,6879,2484
0.6906,0,14.0089,2133,2403
0.447,1,23.0489,7033,2666
0.0683,1,6.7268,4429,415
0.1125,1,101.6231,463,3497
-0.3453,1,122.043,4335,6040
-0.8475,1,51.6962,4056,2962
0.0172,0,73.4864,3729,6369
0.3301,1,51.6962,7575,3340
0.1245,1,65.5515,2279,985
0.4681,1,67.1361,3573,4540
0.0374,1,29.1204,1085,5299
0.0984,0,208.5384,4347,4477
0.6427,0,25.5196,2656,6541
0.2288,0,18.2003,1782,1919
0.1189,0,195.8552,580,4310
0.2052,1,66.7027,687,780
0.122,1,38.6167,2716,1938
0.2247,0,55.3828,2304,5362
0.0411,1,54.9386,5208,4845
0.2689,1,35.0,340,1006
0.0915,1,58.3545,3345,4338
0.152,1,27.6134,4194,3457
-0.1024,1,42.6058,2372,5983
0.0396,1,109.492,3718,7126
0.0409,1,38.2099,2364,1713
0.2282,0,81.1542,6197,5910
0.1433,1,44.5112,4784,6875
0.0906,1,77.7946,5140,7092
-0.0439,1,65.928,4384,5471
0.2872,1,76.8196,7028,4672
0.124,1,47.7205,789,2725
0.0177,1,36.5548,6867,4525
0.1128,1,57.2385,6224,5447
0.2636,1,120.6172,4365,4048
0.2133,0,13.4164,2471,2708
0.1366,1,78.7353,6842,440
0.1796,1,15.0748,152,5977
0.2192,1,75.2396,398,6618
-0.0556,1,86.209,82,3104
0.0276,1,81.2804,538,3785
0.0124,1,86.2844,4930,5865
0.1161,0,46.5108,3725,6591
0.2074,0,21.783,3860,6342
0.2389,1,83.0241,351,6848
0.1422,1,47.676,2354,4427
0.1466,1,30.2324,322,1673
0.3018,1,84.9294,5631,6893
0.1818,1,71.5,1156,5510
0.2271,1,87.6727,2108,1590
0.438,1,58.1421,4490,7305
0.0761,1,95.5,3720,4243
0.3161,1,43.0726,1539,3659
0.2923,1,28.0045,2806,4566
-0.1363,1,46.8882,4744,1669
0.0942,1,82.7964,4800,268
0.1961,1,86.6444,4676,4268
0.1516,1,35.1639,5589,5839
0.0925,1,50.1224,1313,3354
0.0882,1,58.4829,1126,3804
0.1797,1,36.2664,7543,5400
0.1396,1,19.78,6035,612
0.1612,1,94.0492,3889,2896
0.3122,1,73.1095,3469,2048
0.0119,1,87.9616,4574,3258
0.2978,1,62.0322,3539,5555
0.2347,1,56.5199,83,5341
0.131,1,40.3113,3491,4828
0.5071,1,111.904,4252,3463
0.1842,1,107.8483,4634,3084
1.196,1,70.8308,5883,732
0.1445,1,74.7329,2263,4326
0.0701,1,37.9803,7250,2852
0.2302,1,85.2423,6671,1748
-0.0208,1,116.2336,791,6257
0.0529,1,100.6007,2509,4211
0.1054,1,45.0472,5131,7056
0.0094,1,64.3467,2417,5011
0.1047,1,78.5016,5537,3238
0.0084,1,46.8108,6810,6961
0.1446,0,2.9155,7605,6289
0.1968,1,37.0742,3370,7330
0.6972,1,21.5058,6053,3395
0.3339,1,84.8528,5065,4446
-0.0551,1,62.566,1427,4354
0.0843,1,37.716,2593,3269
-0.0149,1,98.1542,5348,5835
0.3593,1,35.5106,7214,3332
0.1746,1,71.5612,3334,5252
0.1879,1,92.3918,1125,6821
0.0683,1,78.5,3357,6878
0.0701,1,42.7376,1363,3409
0.3268,0,46.9308,2508,2552
0.2554,1,54.2517,2178,3756
0.094,1,59.6029,1769,6465
0.3729,1,19.0394,1265,502
-0.0998,1,20.2299,3706,6014
0.1351,1,69.9321,3558,6188
0.179,1,79.1154,5119,5534
0.0952,1,150.9346,5469,1107
0.1103,1,112.7054,1919,2826
0.0946,0,19.906,2272,2490
0.1205,0,28.2179,960,5746
0.316,1,53.4135,498,6295
-0.2994,1,102.0992,47,5972
-0.1645,1,85.8735,4827,5397
0.1172,1,88.3883,1584,928
-0.061,0,13.8654,3374,131
0.1372,0,42.2641,5102,7506
0.1333,1,58.4059,2677,2304
-0.5396,1,82.2268,4305,3375
0.1205,1,35.8469,1556,7174
0.556,1,50.3835,1106,6496
0.0837,1,110.3279,4972,4795
0.0451,0,144.4585,3825,2021
0.295,0,99.0454,3124,4306
0.0547,1,17.2627,1147,1458
-0.0094,1,40.0,5178,5192
0.1138,1,81.6532,542,4089
0.3567,1,68.1561,4463,6211
0.7675,1,169.6828,2169,1364
0.1512,0,35.1639,3189,6933
0.0925,1,84.3801,3981,6452
0.2966,1,108.462,7318,5078
0.4626,0,68.1652,4451,6640
0.0913,1,81.7588,6037,2392
0.0981,1,22.3886,5896,1382
0.0046,1,78.1297,3202,1744
0.1761,1,64.6703,6240,5430
0.3196,1,78.1937,6928,4620
-0.0591,0,54.722,5565,1486
0.1058,0,6.5765,2776,7107
0.128,1,140.3932,1243,4352
0.1279,1,17.8885,6225,812
0.1416,1,39.2588,640,2470
0.1886,1,56.8595,1716,5465
0.1467,1,71.8471,3819,2682
-0.0315,1,160.1531,6859,1733
0.2338,0,205.8476,4842,4646
0.0361,1,118.0011,5098,5138
0.1162,1,48.0937,4314,6329
0.4221,1,141.5221,6654,5963
0.1177,1,31.4841,1412,7060
0.2082,1,56.8705,4961,2169
-0.6566,1,89.0056,4182,1035
0.0065,1,43.546,106,3539
0.2915,1,101.4027,6912,2345
0.0342,1,26.9119,2319,7377
0.3235,1,94.3464,6475,3377
0.0854,0,116.9658,786,531
0.2775,0,87.4757,5871,4543
0.1886,0,76.5131,1644,5051
0.2402,1,52.4047,269,6914
0.7796,1,156.237,4909,5344
0.0971,0,4.6098,7576,3583
0.2646,1,213.8907,7390,3028
0.2168,1,19.9123,5013,5816
2.2879,1,177.4155,2515,4238
0.6117,1,71.5891,2431,3523
0.1446,1,47.1301,6817,4031
0.3162,1,45.6098,7518,1659
0.2586,1,48.13,5336,4694
0.2257,0,12.7475,2641,3283
0.1462,1,81.2712,7080,5229
0.1171,1,33.5596,7288,6111
0.2781,1,74.3942,4403,7307
0.5545,1,54.3622,4010,6440
0.0374,1,40.6079,228,1540
0.091,1,178.0253,146,2918
0.0805,1,42.0119,4512,2498
0.3147,1,51.8483,5157,822
0.1515,1,55.0818,6762,2350
0.1232,1,88.7088,7468,6897
0.1139,1,56.4646,2813,5815
0.2446,1,11.5109,6001,1276
0.263,1,67.0615,2242,6629
0.053,1,62.0987,5248,6220
0.1708,1,96.7536,2799,1297
0.152,1,79.7057,2448,964
-0.0682,0,94.6375,842,1740
0.1193,1,209.2158,3480,6791
0.0808,1,36.7185,7520,5129
0.3965,1,85.0368,5442,6760
0.1052,0,123.1463,5373,4195
0.0936,1,54.7951,7006,2523
0.0621,1,119.3032,7491,7039
0.0165,1,62.5,6923,5950
0.101,1,58.0517,6020,3013
0.0772,1,44.9055,6831,2407
0.1289,0,13.9463,3649,3765
0.1325,1,70.1231,6827,3391
0.0063,1,38.5876,6529,2813
0.0914,0,55.7315,526,2390
0.0002,1,7.8102,4721,7170
0.0404,1,39.8152,1575,1199
-0.0176,1,114.3951,6799,5692
0.107,1,61.002,2125,7035
0.1644,0,74.7813,3655,6991
0.0165,0,83.1655,1749,7296
0.3987,0,71.8001,6566,3878
-0.0257,1,119.8509,2427,6388
-0.0403,0,68.1487,7490,6987
0.135,1,73.9797,1485,890
0.1052,1,146.5486,2928,2774
0.1243,0,115.7087,3612,1415
1.3597,0,90.7979,1143,6472
0.089,1,4.272,1635,6733
0.1708,1,76.3053,2767,6555
0.2303,1,90.1734,326,232
0.1259,1,83.5733,2504,3156
0.4267,1,74.3001,4892,6178
0.3122,1,51.0221,5459,2727
0.0901,0,32.73,2537,4987
0.1603,1,38.4513,7569,7274
0.4335,0,56.5685,1511,1181
0.1077,1,49.0026,6699,6989
0.211,1,76.9756,7083,5094
0.1455,1,32.0351,4053,4854
0.1061,1,69.9714,3844,2243
0.0197,0,23.0054,3620,119
0.199,1,65.146,4829,5709
0.1464,1,100.4054,7284,184
0.1616,1,51.4806,5825,1634
0.1842,0,58.1055,1815,2624
0.0344,1,7.5166,6141,6070
0.0756,1,65.2763,2377,6166
0.1063,1,109.983,6216,1966
0.2252,1,26.9258,5530,1658
0.421,1,301.7317,1322,1188
0.0068,0,44.4185,4181,6076
0.2777,1,47.1699,5745,2584
-0.0316,0,70.3651,543,177
-0.0778,1,40.7462,2574,952
-0.055,0,42.003,6075,5947
-0.3453,0,55.0023,2905,5779
-1.6134,1,54.8657,2075,5924
