label,meanFixDur,timePrtctg,firstfixDur,Key_0_0
0,99.0,0.0061,99.0,7379
0,99.0,0.011,99.0,3710
0,478.0,0.012,159.0,2425
0,80.0,0.0205,80.0,3684
0,119.0,0.017,119.0,1201
0,179.0,0.0234,179.0,3950
0,259.0,0.0274,319.0,6887
0,99.0,0.0153,99.0,4606
0,159.0,0.0198,100.0,253
0,359.0,0.009,279.0,2712
0,159.0,0.0116,159.0,4298
0,259.0,0.027,139.0,3664
0,189.0,0.0545,179.0,4
0,199.0,0.0445,159.0,4928
0,179.0,0.0467,179.0,1365
0,109.0,0.0157,119.0,1852
0,119.5,0.1073,139.0,622
0,199.0,0.0284,100.0,1922
0,258.0,0.0416,258.0,2198
0,179.0,0.016,179.0,2450
0,219.0,0.0242,139.0,5627
0,99.0,0.0123,179.0,1314
0,80.0,0.0212,80.0,2653
0,139.0,0.0588,139.0,1023
0,139.0,0.028,139.0,4910
0,179.0,0.0305,179.0,7169
0,119.0,0.0244,119.0,3257
0,139.0,0.0122,179.0,5721
0,119.0,0.0119,80.0,136
0,159.0,0.024,159.0,826
0,179.0,0.0332,199.0,4270
0,139.0,0.0147,139.0,332
0,20.0,0.0015,259.0,4778
0,238.0,0.0608,238.0,4567
0,159.0,0.0252,159.0,7527
0,80.0,0.0086,80.0,6732
0,179.0,0.028,179.0,1225
0,179.0,0.0092,179.0,5923
0,99.0,0.0099,99.0,4275
0,139.0,0.0362,139.0,5991
0,139.0,0.0575,139.0,3177
0,80.0,0.0163,80.0,3330
0,179.0,0.0152,179.0,6211
0,99.5,0.1126,119.0,6903
0,139.0,0.0175,139.0,2621
0,139.0,0.0207,139.0,5607
0,99.0,0.043,99.0,55
0,99.0,0.0293,99.0,4447
0,159.0,0.0181,159.0,893
0,239.0,0.0255,239.0,3402
0,146.0,0.0226,159.0,3845
0,179.0,0.0219,179.0,3112
0,119.0,0.0071,100.0,6856
0,159.0,0.0199,139.0,1310
0,179.0,0.0866,179.0,3851
0,239.0,0.029,239.0,7441
0,179.0,0.0278,179.0,6445
0,139.0,0.0172,139.0,5012
0,199.0,0.0288,199.0,2121
0,219.0,0.0135,199.0,3682
0,112.6667,0.07,139.0,3405
0,109.5,0.0459,100.0,6024
0,278.0,0.0335,278.0,4064
0,119.0,0.0119,119.0,1359
0,139.0,0.0242,139.0,6839
0,179.0,0.0215,199.0,1627
0,199.0,0.0211,199.0,215
0,100.0,0.0159,259.0,5226
0,199.0,0.0166,199.0,4587
0,80.0,0.0092,80.0,3012
0,99.0,0.0174,99.0,5995
0,159.0,0.0204,159.0,443
0,258.0,0.0221,159.0,1073
0,99.0,0.0166,99.0,6686
0,149.0,0.0545,159.0,3775
0,419.0,0.1365,419.0,4919
0,100.0,0.0067,100.0,578
0,99.0,0.011,99.0,4699
0,259.0,0.0189,259.0,5129
0,179.0,0.0225,179.0,3097
0,99.0,0.0183,99.0,5148
0,99.0,0.0114,99.0,6911
0,80.0,0.015,119.0,4051
0,80.0,0.0347,80.0,6543
0,139.0,0.0311,139.0,7467
0,139.0,0.0267,139.0,1132
0,99.0,0.0103,99.0,2982
0,298.0,0.0344,298.0,956
0,99.0,0.0223,99.0,6999
0,159.0,0.0379,99.0,3997
0,239.0,0.0283,239.0,1581
0,80.0,0.0316,80.0,2769
0,219.0,0.0055,219.0,3078
0,99.6667,0.0363,119.0,2023
0,139.0,0.0224,199.0,6506
0,209.0,0.0537,179.0,4700
0,219.0,0.0312,219.0,7015
0,139.0,0.0067,99.0,287
0,200.0,0.0123,199.0,202
0,80.0,0.0132,80.0,5099
0,179.0,0.0387,179.0,2342
0,199.0,0.0716,199.0,1100
0,298.0,0.0493,298.0,7444
0,159.0,0.0422,159.0,4497
0,119.0,0.0156,99.0,3336
0,139.0,0.0086,139.0,1031
0,199.0,0.0184,199.0,1829
0,179.0,0.0221,179.0,651
0,139.0,0.0557,139.0,2843
0,100.0,0.0202,100.0,5147
0,99.0,0.0105,99.0,743
0,279.0,0.0424,279.0,225
0,179.0,0.0172,179.0,5886
0,99.0,0.0144,99.0,633
0,99.0,0.0465,99.0,5992
0,199.0,0.0211,199.0,1613
0,99.0,0.0127,99.0,6991
0,179.0,0.0243,179.0,2966
0,100.0,0.0326,100.0,270
0,139.0,0.0125,139.0,6059
0,119.0,0.0372,119.0,7152
0,199.0,0.0284,199.0,3026
0,179.0,0.0543,358.0,5541
0,139.0,0.014,139.0,7167
0,219.0,0.0218,219.0,1433
0,179.0,0.0315,179.0,4340
0,100.0,0.0133,100.0,1979
0,99.0,0.0111,99.0,1021
0,139.0,0.0067,139.0,1467
0,239.0,0.0375,179.0,3788
0,179.0,0.04,159.0,2716
0,119.0,0.0559,119.0,7532
0,179.0,0.0172,179.0,1277
0,278.0,0.0869,278.0,5079
0,239.0,0.0462,239.0,2329
0,278.0,0.0104,179.0,6154
0,99.0,0.0094,119.0,6387
0,119.0,0.0239,119.0,2157
0,179.0,0.0323,179.0,1729
0,109.5,0.0266,119.0,776
0,199.0,0.0415,199.0,6799
0,139.0,0.0129,179.0,4382
0,538.0,0.0556,538.0,2083
0,139.0,0.0207,139.0,3370
0,219.0,0.025,219.0,5802
0,119.0,0.0367,139.0,6765
0,199.0,0.0421,199.0,5339
0,219.0,0.0249,219.0,3395
0,199.0,0.0175,179.0,6593
0,219.0,0.0689,219.0,4594
0,179.0,0.0184,179.0,699
0,159.0,0.0423,139.0,4850
0,219.0,0.0395,219.0,5672
0,139.0,0.027,139.0,3928
0,80.0,0.0068,80.0,4130
0,99.0,0.0153,99.0,1952
0,199.0,0.0252,199.0,3552
0,119.0,0.015,119.0,241
0,119.0,0.0209,119.0,2503
0,119.0,0.0374,159.0,5181
0,319.0,0.0537,319.0,645
0,199.0,0.0145,199.0,4304
0,258.0,0.0257,258.0,3006
0,219.0,0.0275,219.0,1142
0,139.0,0.0251,139.0,2893
0,338.0,0.0311,338.0,6783
0,139.0,0.0443,139.0,197
0,149.5,0.064,100.0,1918
0,80.0,0.0131,80.0,2249
0,99.0,0.0124,99.0,4834
0,119.0,0.0158,119.0,7195
0,199.0,0.0615,199.0,2229
0,99.0,0.0084,99.0,6604
0,119.0,0.0147,119.0,1839
0,199.0,0.0199,199.0,1420
0,225.3333,0.0972,139.0,22
0,80.0,0.004,219.0,4379
0,109.0,0.0289,119.0,1584
0,80.0,0.006,139.0,7313
0,199.0,0.0204,278.0,7198
0,199.0,0.0179,199.0,914
0,179.0,0.019,179.0,3711
0,238.0,0.0514,238.0,304
0,258.0,0.0159,258.0,5787
0,338.0,0.0273,219.0,5098
0,219.0,0.025,219.0,1683
0,278.0,0.0258,199.0,5711
0,99.5,0.0165,199.0,6181
0,139.0,0.0149,139.0,6516
0,199.0,0.0119,159.0,2162
0,239.0,0.0171,239.0,122
0,199.0,0.0169,199.0,3861
0,159.0,0.0256,159.0,1320
0,179.0,0.0763,179.0,5588
0,298.0,0.0179,298.0,958
0,119.0,0.0118,119.0,1209
0,199.0,0.0764,199.0,680
0,199.0,0.0227,199.0,5386
0,139.0,0.0172,99.0,864
0,357.5,0.1713,99.0,7482
0,80.0,0.0056,80.0,3793
0,99.0,0.0316,99.0,3540
0,199.0,0.044,239.0,3947
0,219.0,0.0226,219.0,4639
0,139.0,0.0314,139.0,3535
0,159.0,0.0256,139.0,2207
0,119.0,0.0242,119.0,4580
0,298.0,0.0401,298.0,7405
0,239.0,0.0171,239.0,5183
0,399.0,0.0101,199.0,7443
0,239.0,0.0271,139.0,3752
0,180.0,0.0373,180.0,6785
0,119.0,0.0207,119.0,554
0,379.0,0.0499,379.0,5633
0,119.0,0.0171,119.0,3122
0,80.0,0.0068,80.0,2171
0,119.3333,0.0741,139.0,1600
0,179.0,0.0092,179.0,2069
0,338.0,0.0337,179.0,4358
0,199.0,0.0365,199.0,6727
0,139.0,0.0156,179.0,537
0,139.0,0.0149,80.0,257
0,179.0,0.0067,179.0,2213
0,139.0,0.0119,139.0,4870
0,199.0,0.0296,199.0,6354
0,80.0,0.0191,80.0,3206
0,219.0,0.049,219.0,7316
0,139.0,0.0258,139.0,4330
0,139.0,0.0052,139.0,3050
0,239.0,0.0654,239.0,1996
0,179.0,0.0299,199.0,2021
0,139.0,0.0112,139.0,1062
0,119.0,0.0379,119.0,2573
0,179.0,0.0653,179.0,882
0,119.5,0.0255,80.0,4418
0,139.0,0.0149,179.0,2480
0,309.0,0.0381,279.0,2713
0,99.0,0.0102,99.0,2100
0,199.0,0.0253,278.0,4395
0,199.0,0.0178,219.0,1316
0,359.0,0.1169,100.0,5312
0,129.5,0.0065,139.0,2003
0,159.0,0.0235,219.0,3736
0,100.0,0.0221,179.0,1813
0,219.0,0.0113,179.0,1336
0,139.0,0.0172,139.0,4745
0,139.0,0.0118,139.0,364
0,119.0,0.0166,119.0,1241
0,89.5,0.0571,99.0,4442
0,219.0,0.0166,219.0,6426
0,80.0,0.008,139.0,2128
0,179.0,0.0919,179.0,7070
0,119.0,0.0215,119.0,3660
0,205.3333,0.0575,179.0,6774
0,99.0,0.0102,99.0,7213
0,298.0,0.0682,298.0,1517
0,219.0,0.0392,219.0,1702
0,159.0,0.0544,159.0,4939
0,100.0,0.0091,100.0,972
0,149.5,0.0748,159.0,1714
0,219.0,0.0434,219.0,1903
0,298.0,0.0519,298.0,2626
0,199.0,0.0266,199.0,6107
0,99.0,0.0106,99.0,1746
0,100.0,0.0145,100.0,5317
0,139.0,0.0213,139.0,2317
0,299.0,0.062,299.0,2090
0,159.0,0.0148,179.0,1135
0,358.0,0.0466,358.0,7298
0,159.0,0.0379,159.0,2113
0,139.0,0.0218,139.0,245
0,258.0,0.0792,80.0,5227
0,239.0,0.0255,239.0,1261
0,219.0,0.0316,219.0,7060
0,100.0,0.0179,100.0,206
0,139.0,0.0067,100.0,4169
0,99.0,0.0166,99.0,4457
0,379.0,0.0334,379.0,2666
0,80.0,0.008,99.0,7137
0,179.0,0.03,139.0,6401
0,99.0,0.0453,99.0,1992
0,99.0,0.0088,99.0,6625
0,219.0,0.0402,219.0,5698
0,239.0,0.0273,239.0,1383
0,139.0,0.0158,139.0,3839
0,139.0,0.0179,139.0,6844
0,179.0,0.0212,179.0,3144
0,80.0,0.0161,80.0,6379
0,179.0,0.0296,179.0,6191
0,99.0,0.0124,99.0,7392
0,159.0,0.0542,80.0,3123
0,139.0,0.0172,139.0,7211
0,139.0,0.0185,139.0,5273
0,219.0,0.0199,219.0,5049
0,358.0,0.0539,139.0,6446
0,199.0,0.0205,199.0,737
0,139.0,0.0245,139.0,5888
0,119.0,0.0462,99.0,4104
0,338.0,0.0305,278.0,6779
0,119.0,0.0212,119.0,1377
0,278.0,0.0875,278.0,3949
0,278.0,0.0285,278.0,2908
0,199.0,0.0151,160.0,4898
0,80.0,0.0071,80.0,2559
0,99.0,0.0066,80.0,5078
0,139.0,0.0244,139.0,6831
0,159.0,0.0769,159.0,140
0,139.0,0.0437,139.0,4863
0,179.0,0.0559,179.0,1947
0,159.0,0.0174,159.0,2159
0,258.0,0.0567,258.0,2850
0,179.0,0.0346,179.0,1173
0,100.0,0.0144,100.0,5144
0,119.0,0.0185,179.0,646
0,159.0,0.0181,159.0,5537
0,159.0,0.0211,159.0,5980
0,119.0,0.0266,99.0,5641
0,238.0,0.0123,238.0,5330
0,149.5,0.0075,199.0,6995
0,318.0,0.0501,258.0,2913
0,99.6667,0.0619,139.0,7046
0,139.0,0.01,139.0,2427
0,99.0,0.0306,99.0,4798
0,179.0,0.0233,179.0,428
0,258.0,0.0545,258.0,832
0,119.5,0.0393,139.0,137
0,239.0,0.024,139.0,4065
0,159.0,0.0403,199.0,2053
0,129.5,0.021,239.0,502
0,119.0,0.0239,119.0,3496
0,199.0,0.0223,179.0,6368
0,259.0,0.0134,219.0,3430
0,139.0,0.0112,139.0,7000
0,278.0,0.0402,278.0,2294
0,139.0,0.0052,139.0,1311
0,119.0,0.0605,119.0,4927
0,80.0,0.008,80.0,6050
0,99.5,0.0374,99.0,2822
0,119.0,0.0145,119.0,3202
0,80.0,0.01,80.0,6606
0,179.0,0.0374,179.0,5816
0,397.0,0.0355,397.0,5455
0,259.0,0.0097,179.0,5365
0,119.0,0.0374,139.0,6612
0,80.0,0.0075,80.0,4704
0,139.0,0.03,139.0,2544
0,478.0,0.0427,299.0,160
0,179.0,0.018,179.0,1867
0,239.0,0.0239,239.0,1815
0,139.0,0.0258,139.0,2304
0,299.0,0.0267,299.0,4181
0,179.0,0.0397,99.0,3237
0,119.0,0.0523,99.0,2705
0,139.0,0.0215,139.0,5772
0,80.0,0.0116,80.0,801
0,119.0,0.0214,99.0,1853
0,99.0,0.0102,179.0,1915
0,80.0,0.0049,80.0,7338
0,145.6667,0.0468,119.0,7032
0,179.0,0.0092,179.0,6004
0,139.0,0.0233,139.0,5074
0,139.0,0.0265,119.0,791
0,119.5,0.0377,100.0,5496
0,99.0,0.0181,99.0,5631
0,119.0,0.0127,119.0,5806
0,179.0,0.0145,179.0,1908
0,99.0,0.0135,99.0,1422
0,139.0,0.0314,139.0,2905
0,80.0,0.008,80.0,767
0,99.0,0.0163,99.0,1990
0,119.0,0.0177,358.0,1865
0,139.0,0.0218,139.0,7507
0,80.0,0.0099,80.0,4185
0,219.0,0.0154,219.0,5136
0,140.0,0.018,140.0,3000
0,179.0,0.0212,179.0,6629
0,199.0,0.0262,199.0,6353
0,199.0,0.0142,199.0,4138
0,119.0,0.0133,159.0,1699
0,239.0,0.0475,239.0,6898
0,219.0,0.0266,219.0,6654
0,119.5,0.0239,299.0,1042
0,258.0,0.0797,258.0,2926
0,139.0,0.0112,139.0,7414
0,99.0,0.016,99.0,3566
0,159.0,0.0128,179.0,4960
0,139.0,0.0174,139.0,5375
0,219.0,0.0221,219.0,4812
0,179.0,0.012,179.0,7286
0,159.0,0.028,159.0,127
0,159.0,0.0671,159.0,4584
0,179.0,0.0198,139.0,2594
0,80.0,0.0125,80.0,7107
0,319.0,0.027,319.0,3039
0,179.0,0.0187,179.0,6267
0,139.0,0.0274,139.0,5582
0,238.0,0.0684,238.0,5832
0,139.0,0.0357,139.0,3647
0,259.0,0.0628,259.0,2416
0,159.0,0.0212,159.0,6165
0,139.0,0.0187,139.0,4187
0,457.0,0.0538,457.0,1057
0,239.0,0.0215,239.0,6858
0,139.0,0.0227,139.0,7048
0,119.0,0.0135,119.0,3641
0,139.0,0.0158,99.0,44
0,139.0,0.0237,139.0,5642
0,338.0,0.0595,338.0,6636
0,139.0,0.0256,139.0,3930
0,298.0,0.0466,298.0,2957
0,139.0,0.0355,139.0,2165
0,298.0,0.0404,258.0,3454
0,80.0,0.0081,80.0,7602
0,139.0,0.0182,139.0,6425
0,199.0,0.0395,199.0,659
0,159.0,0.0238,139.0,6249
0,179.0,0.03,179.0,1675
0,239.0,0.0209,239.0,1028
0,259.0,0.0428,259.0,1497
0,338.0,0.036,338.0,846
0,219.0,0.0446,219.0,4495
0,119.0,0.0111,119.0,6134
0,358.0,0.0267,358.0,2073
0,338.0,0.0773,338.0,6281
0,179.0,0.0406,179.0,6544
0,80.0,0.0129,159.0,200
0,199.0,0.0178,199.0,4933
0,119.0,0.0264,119.0,4779
0,298.0,0.0675,298.0,113
0,179.0,0.018,179.0,3429
0,119.0,0.0523,139.0,6608
0,80.0,0.023,80.0,4885
0,159.0,0.0176,159.0,2984
0,258.0,0.0797,258.0,5393
0,179.0,0.0111,99.0,1227
0,219.0,0.0401,219.0,2972
0,80.0,0.0068,80.0,6721
0,139.0,0.0122,139.0,6513
0,99.0,0.0225,99.0,2958
0,89.5,0.0265,179.0,7386
0,20.0,0.0021,20.0,6926
0,70.0,0.0125,199.0,4983
0,140.0,0.0106,140.0,5881
0,498.0,0.0126,279.0,5253
0,139.0,0.0225,139.0,2296
0,139.0,0.0122,139.0,2650
0,20.0,0.0034,120.0,4728
0,179.0,0.0196,179.0,875
0,219.0,0.0202,139.0,3865
0,129.0,0.0257,80.0,5289
0,119.5,0.0253,179.0,2909
0,219.0,0.0501,219.0,6137
0,20.0,0.0015,219.0,4524
0,299.0,0.0725,299.0,2819
0,159.0,0.0363,179.0,2391
0,99.0,0.0127,199.0,2624
0,99.0,0.0509,99.0,4655
0,119.0,0.0096,119.0,6034
0,199.0,0.0179,199.0,991
0,139.0,0.0275,278.0,3735
0,99.0,0.06,99.0,5943
0,20.0,0.0039,20.0,5696
0,298.0,0.0359,298.0,3972
0,139.0,0.0139,139.0,3318
0,99.0,0.0085,99.0,926
0,139.0,0.0165,139.0,3262
0,80.0,0.0092,80.0,2196
0,379.0,0.0638,379.0,6524
0,100.0,0.0238,100.0,4616
0,219.0,0.021,219.0,3115
0,99.0,0.0099,99.0,792
0,80.0,0.0107,80.0,6429
0,319.0,0.008,199.0,1921
0,139.0,0.0274,139.0,2970
0,99.0,0.0084,99.0,1444
0,179.0,0.0172,179.0,4742
0,139.0,0.01,139.0,685
0,99.0,0.0202,99.0,4500
0,378.0,0.0271,378.0,4411
0,318.0,0.0741,318.0,676
0,99.0,0.0074,99.0,5911
0,219.0,0.0608,219.0,6020
0,179.0,0.0265,379.0,3108
0,239.0,0.0179,239.0,7143
0,219.0,0.0177,219.0,7542
0,20.0,0.003,20.0,1093
0,238.0,0.0856,139.0,4424
0,199.0,0.0467,179.0,2356
0,99.0,0.0117,99.0,2751
0,80.0,0.0247,80.0,3052
0,139.0,0.0195,139.0,3129
0,239.0,0.0271,239.0,5149
0,139.0,0.0139,159.0,2865
0,179.0,0.0503,179.0,4789
0,119.0,0.0105,119.0,4405
0,150.8,0.1116,139.0,4609
0,179.0,0.0145,179.0,4369
0,159.0,0.0221,99.0,568
0,119.0,0.0266,119.0,6617
0,99.0,0.0179,99.0,6916
0,179.0,0.0265,179.0,2541
0,139.0,0.0469,139.0,1208
0,159.0,0.0147,139.0,7470
0,179.0,0.0457,179.0,188
0,179.0,0.0503,179.0,5897
0,139.0,0.0112,139.0,6190
0,129.5,0.0065,139.0,1474
0,159.5,0.0418,159.0,5956
0,179.0,0.0691,159.0,3436
0,99.0,0.0117,99.0,1268
0,159.0,0.0152,159.0,5358
0,279.0,0.0172,379.0,5055
0,99.0,0.025,99.0,4093
0,80.0,0.0247,80.0,5534
0,258.0,0.0264,258.0,873
0,139.0,0.0167,139.0,5934
0,318.0,0.0572,318.0,729
0,80.0,0.0048,80.0,3465
0,119.0,0.0171,119.0,226
0,129.0,0.0274,159.0,7524
0,178.5,0.0442,258.0,4523
0,99.0,0.0211,99.0,2622
0,80.0,0.0056,80.0,1210
0,359.0,0.0222,120.0,4825
0,338.0,0.0203,338.0,2489
0,119.0,0.0457,119.0,2187
0,179.0,0.0239,179.0,582
0,259.0,0.0547,259.0,3629
0,99.0,0.0089,99.0,6752
0,119.0,0.0071,179.0,7093
0,219.0,0.0244,219.0,4276
0,159.0,0.0169,159.0,7236
0,139.0,0.0169,139.0,3416
0,99.0,0.0157,99.0,4283
0,80.0,0.0144,80.0,5131
0,119.0,0.0145,119.0,5100
0,119.0,0.0141,119.0,5615
0,99.0,0.012,99.0,6549
0,139.0,0.0139,139.0,4247
0,259.0,0.0221,259.0,2166
0,179.0,0.0107,99.0,7384
0,99.0,0.0127,99.0,5990
0,178.5,0.0172,159.0,1866
0,169.0,0.0689,219.0,4693
0,298.0,0.0355,298.0,5171
0,169.0,0.0273,239.0,1424
0,99.0,0.0102,99.0,5478
0,179.0,0.0211,179.0,5725
0,139.6667,0.043,99.0,4532
0,119.0,0.0096,119.0,2130
0,278.0,0.0603,278.0,2351
0,199.0,0.0736,199.0,1658
0,119.0,0.0122,119.0,5519
0,298.0,0.0501,298.0,6668
0,139.0,0.0301,139.0,2879
0,219.0,0.0485,219.0,4646
0,99.0,0.0162,99.0,7334
0,99.0,0.0109,99.0,6514
0,239.0,0.0296,239.0,274
0,139.0,0.0672,99.0,2722
0,80.0,0.015,80.0,6339
0,179.0,0.0161,179.0,3381
0,80.0,0.008,80.0,5282
0,199.0,0.0247,119.0,3632
0,298.0,0.0184,298.0,2140
0,129.0,0.0192,99.0,392
0,99.0,0.016,119.0,5288
0,139.5,0.0775,199.0,1856
0,199.0,0.0123,199.0,3591
0,169.0,0.0939,139.0,6851
0,359.0,0.0558,359.0,5095
0,299.0,0.0185,299.0,6472
0,199.0,0.005,199.0,5688
0,80.0,0.0076,139.0,628
0,139.0,0.0225,139.0,4466
0,279.0,0.0579,279.0,3916
0,100.0,0.0163,100.0,3163
0,99.0,0.0066,199.0,3867
0,169.0,0.1251,239.0,5986
0,119.0,0.0149,119.0,6874
0,179.0,0.0241,179.0,759
0,119.0,0.0327,258.0,4758
0,99.0,0.0059,99.0,1673
0,159.0,0.0262,159.0,6667
0,159.0,0.016,159.0,2492
0,109.0,0.0243,99.0,4078
0,100.0,0.0127,100.0,1
0,80.0,0.0171,80.0,2372
0,119.0,0.0119,119.0,1076
0,99.0,0.0202,179.0,6115
0,159.0,0.0356,159.0,5325
0,179.0,0.0235,179.0,89
0,199.0,0.1126,99.0,2011
0,179.0,0.0173,179.0,437
0,119.0,0.0149,119.0,901
0,298.0,0.0384,99.0,2683
0,179.0,0.0682,179.0,1751
0,100.0,0.0128,100.0,5740
0,159.0,0.0191,159.0,5399
0,239.0,0.0315,279.0,2810
0,199.0,0.005,279.0,5110
0,239.0,0.0254,139.0,1490
0,172.3333,0.0267,179.0,1987
0,179.0,0.0563,179.0,4253
0,159.0,0.0376,179.0,3724
0,119.0,0.0196,119.0,7094
0,99.0,0.0102,119.0,7086
0,179.0,0.0489,179.0,4821
0,80.0,0.0108,159.0,1352
0,239.0,0.0271,179.0,982
0,139.0,0.0198,139.0,6718
0,80.0,0.0136,80.0,3110
0,179.0,0.0285,179.0,124
0,179.0,0.0276,179.0,1768
0,119.0,0.0209,119.0,6316
0,159.0,0.0178,159.0,4243
0,219.0,0.0082,219.0,5706
0,129.0,0.0328,159.0,2131
0,100.0,0.0194,100.0,1341
0,139.0,0.0307,139.0,4175
0,99.0,0.0067,99.0,2651
0,259.0,0.0182,259.0,271
0,109.5,0.0348,80.0,3141
0,219.0,0.0463,219.0,484
0,169.0,0.0288,199.0,5949
0,139.0,0.0165,139.0,4750
0,338.0,0.045,338.0,5352
0,159.0,0.0207,159.0,7599
0,278.0,0.0172,278.0,6126
0,339.0,0.0339,159.0,4982
0,199.0,0.0123,199.0,1535
0,129.0,0.059,159.0,7040
0,179.0,0.0399,179.0,5264
0,179.0,0.0301,179.0,2222
0,100.0,0.0559,100.0,4272
0,259.0,0.0265,159.0,3027
0,179.0,0.0173,179.0,7275
0,119.0,0.0188,99.0,1203
0,109.5,0.0292,139.0,1290
0,179.0,0.0332,219.0,788
0,80.0,0.0177,80.0,5652
0,258.0,0.0293,119.0,6801
0,179.0,0.0257,179.0,296
0,99.0,0.0262,99.0,2635
0,179.0,0.0227,179.0,4234
0,99.0,0.0182,99.0,7473
0,80.0,0.0117,80.0,2311
0,99.0,0.0106,99.0,5974
0,258.0,0.1089,258.0,6325
0,239.0,0.053,239.0,6183
0,179.0,0.0257,179.0,967
0,159.0,0.0414,159.0,7185
0,238.0,0.0352,238.0,6717
0,139.0,0.0125,139.0,5689
0,278.0,0.0298,278.0,5508
0,238.0,0.0325,238.0,2400
0,199.0,0.005,199.0,3060
0,109.5,0.0226,139.0,1378
0,119.0,0.0223,119.0,1850
0,278.0,0.0269,278.0,2308
0,119.0,0.0153,119.0,2429
0,80.0,0.015,80.0,1520
0,119.0,0.0276,139.0,5682
0,99.0,0.0285,99.0,5311
0,159.0,0.0319,159.0,7281
0,100.0,0.0112,100.0,6450
0,239.0,0.0261,239.0,511
0,20.0,0.0034,20.0,3849
0,179.0,0.0212,179.0,4828
0,139.0,0.0139,139.0,1832
0,80.0,0.0087,80.0,2989
0,239.0,0.0369,239.0,2167
0,139.0,0.0148,139.0,822
0,99.0,0.0153,99.0,1148
0,159.0,0.0194,159.0,2723
0,199.0,0.0178,199.0,2043
0,119.0,0.0102,119.0,4860
0,99.0,0.0072,99.0,673
0,179.0,0.0272,179.0,518
0,80.0,0.0142,80.0,514
0,298.0,0.0297,139.0,2706
0,99.0,0.0124,219.0,5082
0,259.0,0.018,298.0,5026
0,89.5,0.0467,80.0,6099
0,119.0,0.0209,119.0,6321
0,298.0,0.0284,298.0,5908
0,238.5,0.0916,298.0,1130
0,139.0,0.0237,119.0,1496
0,179.0,0.0388,179.0,5536
0,100.0,0.009,119.0,7287
0,199.0,0.0074,199.0,6915
0,178.5,0.0356,258.0,702
0,80.0,0.0136,80.0,6879
0,99.0,0.0094,99.0,6778
0,109.5,0.0281,199.0,90
0,139.0,0.0093,139.0,3790
0,99.0,0.0142,99.0,3800
0,80.0,0.0083,80.0,1676
0,179.0,0.0198,179.0,6140
0,179.0,0.0171,179.0,7133
0,80.0,0.0086,80.0,2641
0,398.0,0.0668,398.0,2569
0,199.0,0.0178,199.0,4067
0,119.0,0.0246,119.0,6720
0,129.5,0.0333,179.0,6338
0,139.0,0.0112,139.0,7337
0,278.0,0.0403,278.0,1565
0,139.0,0.0169,139.0,5170
0,219.0,0.0258,219.0,146
0,80.0,0.0225,80.0,4508
0,80.0,0.0125,80.0,1503
0,109.5,0.0411,80.0,684
0,99.0,0.0163,99.0,4320
0,338.0,0.0296,239.0,41
0,179.0,0.0184,179.0,7154
0,199.0,0.0133,199.0,3607
0,278.0,0.0251,278.0,5417
0,119.0,0.0106,119.0,4356
0,80.0,0.015,80.0,2367
0,179.0,0.036,179.0,5863
0,339.0,0.0085,339.0,2979
0,279.0,0.0298,279.0,2754
0,139.0,0.0274,139.0,2306
0,299.0,0.021,299.0,4182
0,179.0,0.0213,139.0,2629
0,139.0,0.0198,139.0,80
0,80.0,0.008,119.0,1412
0,199.0,0.0183,199.0,5728
0,159.0,0.0147,199.0,5916
0,199.0,0.0256,199.0,4641
0,169.0,0.0368,119.0,3464
0,239.0,0.0089,239.0,260
0,179.0,0.03,179.0,5107
0,212.3333,0.0393,438.0,2242
0,119.0,0.0555,119.0,5499
0,99.0,0.0145,99.0,6033
0,159.0,0.0159,258.0,134
0,179.0,0.0306,179.0,5284
0,199.0,0.0133,199.0,7591
0,112.3333,0.0767,119.0,1625
0,119.0,0.0087,119.0,121
0,179.0,0.0128,179.0,2268
0,219.0,0.0125,219.0,1426
0,239.0,0.0573,239.0,2820
0,139.0,0.0116,139.0,946
0,179.0,0.02,179.0,3119
0,99.0,0.0265,99.0,1716
0,139.0,0.0251,139.0,4949
0,139.0,0.0161,139.0,821
0,379.0,0.0379,259.0,1660
0,199.0,0.005,279.0,2150
0,139.0,0.0139,139.0,6957
0,99.0,0.0156,99.0,1395
0,199.0,0.0519,199.0,5930
0,219.0,0.0439,219.0,7190
0,219.0,0.0186,219.0,4645
0,199.0,0.035,199.0,2257
0,199.0,0.0204,199.0,7400
0,139.0,0.0122,139.0,804
0,99.0,0.0127,99.0,7049
0,179.0,0.0129,179.0,1807
0,119.0,0.0315,119.0,3342
0,179.0,0.0196,179.0,3394
0,159.0,0.0228,80.0,7043
0,199.0,0.0387,199.0,6111
0,219.0,0.0281,179.0,6695
0,184.0,0.074,239.0,6772
0,219.0,0.0238,219.0,7356
0,139.0,0.0093,338.0,3832
0,99.0,0.0163,99.0,6077
0,239.0,0.0213,239.0,7238
0,99.0,0.011,80.0,4365
0,199.0,0.005,159.0,4001
0,139.0,0.013,139.0,2861
0,219.0,0.0147,219.0,7589
0,259.0,0.0182,259.0,6262
0,99.0,0.0088,99.0,6768
0,139.0,0.01,139.0,3692
0,100.0,0.0101,100.0,7186
0,20.0,0.002,20.0,132
0,159.0,0.0329,159.0,5828
0,179.0,0.0327,179.0,1801
0,179.0,0.0296,179.0,1965
0,199.0,0.0358,199.0,4062
0,99.5,0.0618,119.0,2613
