Key_1_1,pupilDiamLag,regressLen,lastSaccLen
7572,0.0585,318.0,122.1239
3264,0.0537,1768.0,187.1069
4920,0.0227,0.0,103.3017
7485,0.2292,0.0,127.5157
534,0.2367,0.0,261.3054
1596,0.3076,0.0,141.8185
4071,0.1806,0.0,228.1847
831,0.58,1113.0,184.0448
5145,0.0915,0.0,231.7159
6983,0.1211,3917.0,215.1192
5909,0.1308,0.0,119.4247
7099,0.2141,0.0,91.4289
6535,0.2109,0.0,157.2657
388,0.1165,0.0,206.8139
4992,0.4633,0.0,279.099
4186,0.3379,417.0,108.5933
4638,0.0766,0.0,198.142
4120,-0.0083,0.0,158.5008
5680,-0.0006,0.0,167.0067
1518,0.1391,0.0,187.3533
2308,0.2583,99.0,302.8473
6749,2.9916,2211.0,224.5089
3746,0.1039,0.0,157.1631
6894,0.0395,0.0,207.406
5154,0.1787,139.0,196.0006
7461,0.4721,0.0,125.8014
5103,0.409,0.0,108.1665
3764,0.1837,80.0,464.7349
230,0.1726,0.0,144.4412
2654,0.2954,0.0,110.7576
2630,0.3253,0.0,209.4684
6570,0.1317,0.0,180.5339
3504,0.3438,0.0,144.7731
932,0.2537,0.0,107.4826
5226,0.3536,0.0,1551.7633
5287,0.1279,1409.0,102.8251
1418,0.4446,0.0,300.1666
4882,0.0596,0.0,200.0025
4261,0.1102,0.0,162.4815
4083,0.0755,0.0,147.2659
705,0.0293,0.0,227.0666
1858,1.4366,0.0,192.7706
1440,0.047,0.0,436.9751
1469,0.2724,0.0,691.7301
7299,0.2699,0.0,147.6025
2199,0.4127,0.0,141.8767
4826,0.1803,0.0,558.9387
6677,0.2118,0.0,233.0193
414,1.4717,0.0,72.7633
317,0.3464,0.0,228.2898
419,0.0902,0.0,87.2353
7171,0.1357,0.0,226.8447
5405,0.1649,0.0,355.981
473,0.3317,0.0,387.7435
6805,0.2051,0.0,234.5021
3700,0.3085,0.0,88.4096
3134,0.1586,99.0,88.9565
714,0.3621,0.0,99.5038
2070,0.1345,0.0,1538.7094
7373,0.3408,0.0,518.5022
2430,0.1599,3576.0,428.7336
3916,0.3804,0.0,96.791
6975,0.4721,0.0,334.642
304,0.2122,0.0,130.501
1139,2.582,1495.0,306.6178
3843,0.1251,2266.0,147.7921
3688,0.0524,0.0,125.5488
5822,0.0923,0.0,202.8725
2024,0.1767,0.0,114.4246
2392,0.1611,477.0,110.0011
4577,0.1345,2445.0,124.2266
7464,0.2091,179.0,197.31
3804,0.2544,179.0,216.6893
490,0.1937,0.0,84.5237
1651,0.2548,0.0,330.7329
2460,0.8215,0.0,163.0598
4801,0.198,0.0,316.9941
7330,0.1771,0.0,291.5017
6872,0.0945,0.0,118.5854
5008,0.55,477.0,725.0498
4151,0.2236,0.0,327.9489
5023,0.4735,4103.0,601.584
1022,0.1879,0.0,146.5307
1948,0.0925,0.0,0.0
5469,1.8317,638.0,92.0054
3667,0.2556,1908.0,226.0138
2157,0.1527,796.0,160.5942
825,2.8397,0.0,187.6006
5972,0.1138,199.0,146.6714
5770,0.1968,0.0,574.8211
4753,0.1592,0.0,87.5914
1176,0.0685,0.0,113.0
1212,0.0514,119.0,333.1625
6839,0.1819,0.0,481.0751
4719,0.01,7889.0,446.1491
4488,0.0841,139.0,140.8918
2324,0.0761,0.0,163.0598
1661,0.2431,0.0,582.5019
5274,0.258,0.0,120.3755
2514,0.2678,0.0,213.2985
1592,0.9337,0.0,207.4729
3345,0.3761,0.0,895.1633
5377,0.2407,99.0,100.927
2285,0.5383,0.0,95.1118
5618,-0.5825,1016.0,556.234
4282,0.1059,0.0,155.6478
222,0.4355,0.0,163.8063
6054,1.5725,0.0,103.5978
4721,0.2356,0.0,105.6279
2067,0.351,0.0,125.5886
4087,0.0411,0.0,232.7928
556,0.1034,179.0,304.6609
4197,0.122,0.0,289.3596
7526,0.1097,0.0,287.007
3594,0.152,179.0,104.2029
2309,0.3363,0.0,574.2269
3374,0.2596,0.0,237.0243
1241,0.4197,0.0,273.2215
37,0.2938,99.0,170.6261
7359,-0.1653,0.0,105.6882
331,0.2903,0.0,1464.488
6149,0.098,0.0,231.0779
4813,0.2125,0.0,144.0139
1783,0.2646,0.0,101.1002
3351,0.2142,457.0,120.1759
171,0.1602,536.0,280.6622
6819,0.1531,0.0,167.863
7212,0.2583,0.0,178.1327
7410,0.2104,0.0,71.1354
894,0.4623,0.0,115.0761
3973,0.2221,0.0,181.0028
464,0.6472,20.0,205.0494
1655,0.0723,0.0,119.1774
6766,0.0596,0.0,163.8856
6159,0.0956,0.0,253.7504
6670,0.38,0.0,87.5014
7061,1.7487,618.0,238.0189
5363,0.1356,0.0,174.1522
113,0.2493,0.0,872.5173
3433,0.1124,0.0,110.269
3854,0.3363,0.0,170.7352
6822,0.7158,238.0,123.9758
4541,0.2996,0.0,299.6769
4722,0.3554,0.0,243.2057
2646,0.142,0.0,274.0972
2741,0.0818,0.0,223.4066
3300,0.556,0.0,161.3459
3409,0.2015,0.0,207.5488
6582,0.3023,0.0,246.7007
5,1.9266,0.0,77.1622
1989,0.1433,0.0,176.098
4427,0.2592,139.0,103.3102
1895,0.1325,0.0,184.0
530,0.0355,0.0,397.102
688,0.1741,0.0,246.3433
338,-0.0308,0.0,0.0
4378,0.3484,0.0,182.0687
2085,0.2919,458.0,273.4273
5677,0.185,0.0,165.6336
2027,0.2023,0.0,156.5799
6065,0.614,0.0,346.048
1523,0.283,0.0,166.503
6443,0.2767,278.0,444.8508
4424,0.2216,0.0,220.2504
423,0.1432,0.0,262.7818
2270,1.954,4103.0,527.5192
1916,0.1471,0.0,433.6465
2506,0.275,0.0,307.4703
3741,0.0989,3480.0,390.6549
3201,0.3358,100.0,149.6103
1753,-0.5825,0.0,180.5249
3366,0.1968,0.0,163.0069
1920,0.107,0.0,119.6766
3870,0.207,0.0,144.0069
3860,0.1366,0.0,130.3467
4752,0.0971,139.0,119.105
2617,0.0362,1511.0,125.2557
3947,0.1529,0.0,24.0468
4330,0.0271,3936.0,389.7749
475,0.205,0.0,285.9204
4196,-0.3683,0.0,149.9667
6188,0.374,0.0,581.5325
3030,0.5452,0.0,139.7033
3031,0.1301,0.0,88.3091
4075,0.1377,0.0,356.7948
4205,0.1676,0.0,176.2839
7057,0.2226,0.0,128.3988
4639,0.0761,1094.0,144.105
184,0.5463,0.0,0.0
575,0.2931,0.0,262.5019
2665,0.6398,0.0,177.5451
4406,0.1881,775.0,142.8863
6859,0.2372,458.0,163.833
957,0.0951,0.0,97.269
3492,0.1259,0.0,221.0481
5454,0.5989,1670.0,822.3711
3047,0.101,0.0,136.7644
7456,0.1385,0.0,229.0775
1044,1.9765,1255.0,63.8161
4729,0.1916,795.0,226.9736
178,1.4802,0.0,0.0
4442,0.2447,0.0,29.3471
3485,1.7096,0.0,86.0712
2017,0.1432,0.0,111.5437
788,0.1317,0.0,157.7157
988,0.2033,0.0,427.7341
1743,0.409,0.0,122.001
796,0.9318,0.0,0.0
3024,0.1289,0.0,147.5737
6222,0.0621,775.0,230.9248
6332,0.1787,0.0,73.5425
1995,0.0047,0.0,153.018
5391,0.283,0.0,660.1585
6092,0.0723,0.0,310.3824
907,0.663,0.0,147.5305
1570,0.1622,418.0,358.0
1548,0.6683,0.0,193.8414
5394,-0.0378,258.0,136.2066
1706,0.6206,597.0,39.9625
4605,0.3651,0.0,111.0011
5552,0.0979,2566.0,114.7279
403,0.1587,0.0,288.0508
5026,0.1397,0.0,249.8024
5069,0.0837,0.0,220.4342
5209,-0.0023,0.0,77.4919
6666,0.1097,0.0,158.2948
5202,0.2184,0.0,71.8766
3961,1.0012,0.0,139.0
3027,0.6906,0.0,55.3173
7537,2.582,0.0,256.5239
6085,1.525,0.0,93.2269
7190,0.404,179.0,502.4326
5283,0.4803,0.0,0.0
6040,0.1015,1353.0,260.5389
2758,0.0526,418.0,182.5842
4652,0.3642,0.0,257.0238
6642,0.248,0.0,159.4091
3342,0.3223,0.0,117.8357
3050,-0.0379,0.0,184.359
3731,0.2906,0.0,101.7472
5261,0.4061,0.0,285.0425
6390,0.7158,0.0,228.3424
7172,0.0935,0.0,225.0028
5950,0.1124,358.0,284.103
792,0.1816,0.0,337.7692
6556,0.2269,0.0,143.7028
6551,0.2648,0.0,121.5905
6193,-0.2753,0.0,78.1361
1957,0.403,0.0,332.733
2931,0.3472,556.0,331.7748
6765,0.4497,0.0,454.5099
1820,0.2083,0.0,595.4914
4234,0.1529,0.0,150.2065
4082,0.3023,0.0,217.0184
6635,0.1693,0.0,595.0011
2066,1.4802,0.0,228.6072
6808,0.1745,0.0,191.9642
5530,0.1121,0.0,115.088
2497,0.663,0.0,140.1517
6278,0.3628,0.0,155.6808
2616,0.2674,1292.0,221.9668
6534,0.556,0.0,72.5844
6689,0.1757,0.0,202.8084
1040,0.2924,0.0,85.0368
5321,0.1792,3160.0,96.566
1773,0.3207,0.0,111.3665
2303,1.261,0.0,166.0482
4787,0.0417,0.0,671.6057
1433,0.2927,278.0,116.1034
2897,0.1816,0.0,112.9889
5281,0.1215,0.0,310.5906
3565,0.3684,0.0,236.6527
1884,0.0246,0.0,164.0191
568,0.2891,0.0,206.5871
4403,0.2032,0.0,306.7801
5491,0.0647,0.0,128.5243
249,0.5086,0.0,66.8824
4144,0.6975,0.0,286.0559
420,0.1767,0.0,173.2404
6864,0.1988,0.0,285.9204
3846,0.1803,0.0,197.5152
6302,0.2028,0.0,111.6121
6521,1.2187,0.0,160.5125
6557,0.2379,0.0,79.6492
3522,0.1903,1411.0,130.5613
1745,0.3065,0.0,129.3957
2046,0.3547,0.0,42.0268
4774,0.1288,1252.0,93.5909
1584,0.237,0.0,666.9501
5361,0.1698,0.0,83.6809
5543,0.0864,3480.0,132.0606
4663,-0.0379,0.0,119.7633
6905,0.1215,0.0,229.5441
428,0.2966,179.0,155.9623
6191,0.1448,0.0,70.066
4598,0.1198,0.0,262.6071
7163,0.2243,298.0,89.8568
1708,0.2125,0.0,132.5009
5817,0.1427,0.0,87.7055
2232,0.199,0.0,79.267
147,1.1726,0.0,140.4724
1842,0.3627,377.0,477.5128
4469,0.3597,0.0,1097.7561
6445,1.1002,0.0,534.6833
3486,0.4466,0.0,382.4585
4880,0.2743,0.0,179.0175
2743,0.407,0.0,77.5065
134,-1.206,9087.0,136.7708
132,0.0001,0.0,104.1453
5810,0.3464,0.0,134.3317
4522,0.1072,0.0,182.654
3786,0.496,0.0,165.4637
824,0.1201,0.0,145.6683
3179,0.308,0.0,137.4018
6042,0.1352,0.0,83.1775
4931,0.0775,0.0,70.0874
4547,0.0778,0.0,265.0887
81,0.3729,239.0,278.6149
5059,0.1531,0.0,144.5554
1541,0.0621,0.0,109.11
6334,0.0435,0.0,103.5012
2048,0.0984,617.0,186.1511
392,0.2923,0.0,291.689
4772,0.0047,0.0,82.3772
2816,0.3765,0.0,408.3754
4611,0.3214,0.0,638.1618
4621,0.1976,4252.0,427.3479
5932,-0.0292,119.0,194.6362
2822,0.033,836.0,502.5062
1887,0.3843,199.0,43.2348
804,0.1855,0.0,80.0765
3253,0.2142,457.0,73.5153
201,0.2243,298.0,105.6279
1086,0.203,0.0,168.2409
2485,0.2083,0.0,681.7692
4260,0.6906,319.0,173.6491
3028,0.1495,557.0,136.045
868,0.19,0.0,147.8792
7551,0.6683,0.0,377.2218
3582,1.4196,0.0,194.5308
2003,0.1795,278.0,76.2053
6760,0.1831,179.0,97.2895
613,0.058,0.0,354.9704
7147,0.2253,0.0,50.0
962,0.1708,3380.0,152.0995
1126,0.3413,0.0,477.256
6099,0.211,99.0,106.0389
2677,-0.0023,0.0,140.0009
5429,-0.0385,0.0,138.8254
4647,0.3207,0.0,188.5
6812,0.0652,536.0,106.5422
7457,0.1361,0.0,145.0138
2962,0.5202,0.0,288.6468
2648,0.1529,0.0,519.0323
1355,0.122,0.0,216.6478
6154,0.2298,0.0,592.964
3371,0.1771,0.0,181.0249
3532,0.3082,0.0,250.002
7034,0.2544,1272.0,79.7762
2402,0.0216,0.0,133.291
2375,0.2953,100.0,588.5688
6385,0.0263,0.0,150.1949
1205,-0.1324,0.0,120.584
1412,1.7037,399.0,1123.4996
5365,0.2595,0.0,119.5377
7082,1.7096,0.0,57.0548
3719,0.1955,0.0,147.0077
2791,0.0621,537.0,138.153
2968,0.5592,0.0,84.0536
6496,0.2119,0.0,218.5967
4946,1.254,897.0,55.9732
2879,0.332,0.0,176.5574
2811,0.1205,0.0,394.5257
293,0.1175,139.0,36.5034
2701,0.1289,8784.0,194.3515
1200,0.253,0.0,177.8103
726,-0.021,0.0,313.2112
3060,0.2671,0.0,116.9027
3331,0.05,0.0,93.1625
1808,0.123,0.0,257.8536
5161,0.1211,3917.0,155.0887
3976,0.5303,0.0,178.2414
4954,0.0132,0.0,216.6576
7169,0.133,0.0,247.3702
2459,0.2469,0.0,70.8308
1844,0.4056,0.0,154.5291
447,0.3311,0.0,118.2582
6965,1.1967,0.0,208.4448
3067,0.1143,0.0,450.0725
5452,0.0115,0.0,402.5102
2736,0.0688,0.0,154.9653
6719,0.2586,0.0,119.0976
7530,0.2114,0.0,260.3094
4040,0.1756,4076.0,385.1873
3930,0.2911,0.0,62.1168
5225,0.1988,0.0,229.5615
5062,0.2015,0.0,129.1908
5659,0.3241,0.0,108.2959
2641,0.1946,0.0,130.384
933,0.2769,0.0,188.5239
2519,0.4355,0.0,145.5764
433,0.179,0.0,83.6675
7398,0.1819,139.0,144.5701
5726,0.5592,139.0,40.2523
5975,0.494,0.0,838.2412
5303,0.4371,0.0,272.3279
297,0.3011,0.0,168.3278
7251,0.253,0.0,381.6733
576,0.3377,0.0,129.9885
6606,0.0963,0.0,182.1984
3208,0.203,0.0,167.6343
910,0.1006,0.0,114.2147
1491,0.2126,0.0,124.0363
3372,0.4981,496.0,52.1009
6592,0.1029,736.0,108.5564
6156,0.0915,0.0,174.6031
2461,0.1795,0.0,60.92
3529,0.4881,0.0,93.1034
1438,0.2215,0.0,167.1414
3218,0.5446,0.0,553.1121
485,0.1465,0.0,304.5148
1156,0.2052,0.0,698.2036
6246,0.3695,0.0,272.1659
6605,0.01,0.0,105.9835
1990,0.2122,179.0,81.0941
4113,0.3554,417.0,119.7466
6490,0.3416,0.0,164.6003
7432,0.3931,0.0,128.8187
5035,0.404,0.0,157.7633
6674,1.1785,657.0,259.2822
5779,0.6906,0.0,195.1442
3457,1.4766,0.0,149.6103
3540,0.7725,11655.0,329.928
3466,0.0925,139.0,57.1183
3076,0.0941,0.0,253.7839
4586,1.9801,0.0,49.0408
6367,-0.0238,2286.0,96.791
698,0.0854,9785.0,296.5034
6084,0.1057,0.0,293.1092
1926,-0.5825,199.0,67.5074
6916,0.3266,0.0,654.3764
4919,2.9916,0.0,208.9791
6026,0.7427,0.0,130.853
89,0.2226,0.0,683.5353
6229,0.3622,377.0,226.7692
2972,0.2988,0.0,204.8908
408,0.2825,219.0,211.6058
3998,0.1288,597.0,121.1084
2407,0.1052,0.0,230.9816
7425,0.2848,0.0,139.5036
6415,0.5336,577.0,122.549
4883,0.1357,159.0,93.3876
4816,0.2906,0.0,209.3735
238,0.3554,0.0,153.8059
5243,0.1047,0.0,183.0983
6048,0.279,0.0,371.066
754,1.1616,0.0,78.6003
3057,0.076,99.0,234.2584
1526,0.1206,0.0,635.0185
3275,0.2282,0.0,500.3124
1865,0.2083,0.0,368.541
4180,0.319,9087.0,186.3934
4254,0.2469,0.0,54.5367
1898,0.1465,0.0,320.8415
5703,0.098,0.0,341.6771
5005,0.2282,0.0,775.7385
1967,0.3095,0.0,345.4917
4101,0.0395,0.0,183.5824
3518,0.1054,0.0,161.9452
1272,0.162,0.0,298.6051
4783,0.3603,80.0,52.7873
4653,2.7764,398.0,166.1272
5292,0.275,179.0,464.2933
3648,0.2825,0.0,363.8259
6700,0.4364,0.0,661.376
7189,0.1592,2342.0,255.5117
6520,0.0811,0.0,429.5975
5928,0.3397,0.0,172.1918
5494,0.3695,0.0,261.7007
2637,0.2982,0.0,516.6297
4568,3.0962,0.0,158.5788
7300,0.2954,0.0,251.2867
5024,0.1882,0.0,115.0272
5478,0.0766,0.0,129.3136
7283,0.4285,0.0,150.1707
632,0.2385,0.0,126.8562
5609,0.1271,0.0,166.4121
3350,0.1937,0.0,163.2728
2179,0.3083,0.0,193.0058
2471,0.404,0.0,131.0467
5267,0.4069,0.0,103.5193
7539,0.0971,576.0,241.042
268,0.1339,0.0,142.8356
2603,0.1507,0.0,185.0547
6336,0.0874,258.0,482.9319
387,0.948,0.0,114.2147
3347,0.1819,278.0,111.6121
718,0.5336,0.0,169.4993
3931,0.3397,0.0,98.5457
5925,0.1416,0.0,209.5024
5951,4.4917,897.0,108.074
5637,0.259,0.0,558.2764
6079,0.3695,0.0,129.848
656,0.1542,358.0,179.1291
1542,0.1572,318.0,230.411
1325,0.2565,0.0,83.9315
109,0.2036,0.0,408.0668
4500,0.1432,0.0,209.5376
3616,0.3222,0.0,137.5736
3965,0.1803,0.0,203.0548
3269,0.8872,0.0,427.7528
4714,0.5411,0.0,133.1813
4762,2.1322,658.0,401.4776
2347,0.2246,0.0,48.0208
5663,0.1676,0.0,41.3401
4111,0.2133,0.0,469.0003
190,0.308,0.0,136.5375
4259,0.1538,0.0,194.0103
878,0.1671,0.0,281.575
6539,0.1628,0.0,77.4355
832,0.3222,0.0,584.7959
980,0.0969,0.0,68.4726
234,0.1586,0.0,227.5703
1484,0.2583,0.0,164.0831
5806,-0.0292,0.0,130.4847
3386,0.1665,0.0,114.4749
80,0.1054,0.0,66.8431
2283,0.1859,4395.0,874.0631
2819,0.1465,0.0,131.6368
4823,0.0271,0.0,110.7542
2764,0.4172,0.0,148.6178
2280,0.1237,11988.0,199.2768
1667,0.1428,0.0,70.8414
7356,0.1047,139.0,192.0319
7209,0.1815,537.0,94.1833
5332,0.0813,0.0,226.5657
1577,0.1613,0.0,360.0559
101,0.2624,0.0,146.1651
3156,0.122,199.0,164.7741
6029,0.9383,0.0,96.2549
991,0.2487,0.0,129.0475
85,0.2002,0.0,215.0145
412,0.2002,0.0,169.6445
3943,0.3095,119.0,106.9205
265,0.1793,139.0,413.0366
1233,0.2479,119.0,144.0009
3251,0.0681,0.0,190.7367
602,0.2712,0.0,258.774
3008,0.6353,0.0,378.0268
3071,0.1191,0.0,124.6154
1391,0.1186,0.0,124.6044
3832,0.3264,298.0,176.7067
7388,0.1061,995.0,345.167
1119,0.153,139.0,339.4971
635,0.0126,0.0,161.0093
4936,0.159,199.0,170.2072
808,0.3143,0.0,173.1134
5539,0.211,0.0,84.5931
867,0.3173,0.0,144.6245
2633,0.9162,0.0,237.0258
789,2.1322,0.0,103.0594
6614,0.2085,17872.0,260.0562
2214,0.1181,3639.0,124.3262
2162,0.1175,0.0,1050.0501
1151,1.4802,0.0,92.4392
3739,0.1534,0.0,162.1496
6206,0.1875,219.0,681.5359
3733,0.1167,0.0,239.1783
3566,0.1767,0.0,624.1194
6420,0.8065,0.0,651.8178
7106,0.3328,199.0,102.0196
1782,0.2151,0.0,130.1816
2801,0.0853,0.0,170.0029
5698,0.056,0.0,166.9686
4069,0.2743,0.0,246.1229
4649,0.2297,0.0,238.4602
162,0.0939,0.0,192.2531
1285,0.2008,238.0,120.5259
7529,0.3253,160.0,410.9039
1468,0.1937,0.0,162.0193
5312,-0.0086,0.0,374.7616
3644,0.3438,0.0,134.5149
5701,0.1126,0.0,144.5424
1475,0.1822,0.0,683.3039
1938,0.3622,0.0,153.1617
3291,0.6557,0.0,322.0749
4303,0.1599,0.0,163.4786
2317,0.1357,0.0,410.1756
7235,0.7876,0.0,161.6741
2257,2.0375,11655.0,98.1835
3127,0.3222,1132.0,81.2527
4805,0.1755,1353.0,98.9949
7122,0.2243,854.0,315.643
2734,0.131,0.0,137.6635
5749,0.6747,1571.0,1542.1765
6585,0.2729,417.0,119.8635
1818,0.1091,198.0,130.9236
2062,0.1568,558.0,355.777
6548,0.2786,0.0,119.827
3772,0.2765,0.0,22.3886
3523,0.2413,0.0,159.7005
2111,0.0781,0.0,124.1934
7350,0.1296,0.0,324.2873
3241,0.1448,0.0,148.1595
6109,0.0701,537.0,245.1989
6768,0.2337,0.0,210.1773
4277,0.2297,0.0,304.2737
1537,0.1476,0.0,745.7883
3629,0.0681,3917.0,143.7228
4908,0.052,0.0,97.0155
5632,0.0771,0.0,136.5742
4445,0.0781,219.0,190.3004
1451,0.308,0.0,125.5747
5577,0.1315,0.0,142.5175
2135,0.1047,0.0,480.6376
6182,0.0783,0.0,280.9008
6704,0.1201,318.0,62.2977
3107,0.2775,0.0,63.1447
1310,1.3035,4864.0,249.6808
5765,1.8132,0.0,134.6124
5789,0.1491,0.0,145.994
4514,0.1515,80.0,153.0817
6937,0.5007,179.0,59.0339
1462,0.4818,0.0,350.9622
1394,0.1342,398.0,429.5431
6575,0.2701,0.0,492.9148
1292,0.0686,0.0,92.3147
4853,0.2023,0.0,166.9558
6939,0.4941,0.0,56.029
7198,0.2052,0.0,264.5468
6985,0.2786,4076.0,357.1589
4085,0.0282,0.0,113.1106
213,0.0859,0.0,153.1837
3826,0.0818,0.0,198.5157
3867,0.3684,0.0,110.7892
6131,0.124,0.0,126.2864
6322,0.2081,0.0,255.5905
372,0.123,0.0,58.3095
4495,0.3633,139.0,274.1573
5210,0.2302,0.0,488.1252
5465,0.3847,0.0,133.5758
1869,0.4446,0.0,568.0603
4072,0.2301,0.0,402.8613
890,0.2841,0.0,166.0271
2569,0.3283,0.0,177.9052
6382,1.0915,0.0,198.0309
274,0.1168,0.0,227.6587
2150,0.1191,238.0,469.3967
6862,0.1126,0.0,123.1016
682,0.2469,0.0,196.5229
3484,0.1191,0.0,728.6323
2942,0.3163,0.0,48.283
1250,0.1465,0.0,192.3441
6636,0.1531,0.0,125.093
6401,1.3177,0.0,144.3892
1318,0.1427,0.0,773.8233
1264,1.9801,0.0,340.5073
1217,0.1665,0.0,125.049
5611,0.1113,0.0,159.8452
5218,0.6357,0.0,229.2886
2091,0.007,0.0,228.3555
3270,0.3222,0.0,164.6003
1863,0.142,139.0,85.3756
1387,0.0293,0.0,271.5
3576,0.0116,0.0,1214.4073
5728,0.2364,0.0,182.4918
4308,0.1433,0.0,140.5222
445,0.9212,737.0,99.0568
3515,0.2282,1014.0,550.2556
3036,0.4033,576.0,544.6341
5656,0.2537,219.0,106.7907
675,0.2226,1611.0,127.4019
2533,0.1401,0.0,101.6366
2559,0.0183,0.0,248.0811
3111,0.0361,0.0,194.1198
4338,0.1968,0.0,65.5477
200,0.4633,0.0,241.6495
1043,0.0305,0.0,248.1819
214,0.3358,0.0,1453.2072
2668,0.0047,0.0,115.5249
4056,0.1837,0.0,426.6418
1530,0.2198,0.0,392.7658
6372,0.2347,219.0,101.0371
2557,1.7037,0.0,51.5
3014,0.0795,378.0,78.729
3558,0.0282,0.0,167.503
5123,0.8215,0.0,296.527
810,0.1211,596.0,111.8403
6138,0.0652,0.0,450.3476
3033,0.3516,0.0,71.2531
3476,0.3191,0.0,146.0548
5527,1.0896,0.0,230.5781
1639,0.1829,0.0,224.2644
4284,0.2032,0.0,123.199
4175,0.1625,0.0,181.6762
5634,0.3916,0.0,159.0637
7021,0.2699,0.0,361.4198
237,0.0823,0.0,122.8587
4412,0.1882,0.0,372.5443
668,0.0853,0.0,688.3546
3836,0.2776,0.0,128.2078
1741,0.1487,0.0,294.0021
3844,0.3416,0.0,122.2385
2234,0.2443,0.0,116.0528
4249,0.1755,0.0,179.0698
5193,0.1093,1252.0,91.9157
1302,0.17,0.0,293.3343
4529,0.1795,0.0,186.184
752,0.5086,0.0,420.4741
515,1.0915,12432.0,102.1482
3535,0.9595,0.0,92.0666
1867,0.1764,318.0,38.1477
4076,0.4221,0.0,112.5711
2761,0.1327,199.0,90.0888
6923,0.2765,0.0,273.9863
355,0.1113,238.0,242.0418
2934,0.1741,0.0,168.7965
4199,0.2221,0.0,304.7774
75,1.1741,0.0,96.3146
2415,0.0652,0.0,101.5111
4173,0.3262,0.0,201.748
1633,0.2697,0.0,239.3878
1202,4.4917,1155.0,136.0533
3888,0.2847,0.0,74.5
5314,0.2845,0.0,176.4086
5022,0.2906,0.0,73.3792
3782,0.1951,0.0,624.1036
2921,0.1921,0.0,50.04
6316,0.1043,0.0,122.9807
5973,0.1238,0.0,316.2673
7549,0.117,0.0,529.6414
4889,0.3006,0.0,100.505
6364,0.1736,0.0,505.004
5633,0.3651,0.0,124.5642
3942,0.2743,99.0,279.2535
759,0.1893,198.0,90.7662
3803,0.3083,0.0,208.0487
3053,0.0522,477.0,229.7401
2601,0.9525,0.0,137.5009
5350,0.319,11655.0,353.5948
448,-0.0083,1630.0,388.3298
6312,0.1741,0.0,290.0431
7164,0.4932,0.0,784.7345
547,0.0959,0.0,580.7075
987,1.4757,0.0,351.5252
6310,0.2028,0.0,80.6489
2447,0.2184,0.0,655.9971
1109,0.0941,6064.0,33.0038
1657,0.1774,4372.0,371.3812
1578,0.2962,0.0,177.4965
6725,0.0859,0.0,191.0792
5746,-0.0238,0.0,77.8155
4105,0.2302,338.0,213.7814
3002,0.1461,0.0,136.7452
569,1.9487,638.0,146.237
6250,0.127,1751.0,653.3062
6454,0.0652,0.0,231.2385
4217,0.0825,0.0,367.6088
2436,0.1538,0.0,145.7781
479,1.0896,0.0,64.531
4456,0.1739,0.0,419.5074
2629,0.7725,2152.0,71.9253
672,0.203,0.0,192.5058
318,0.193,0.0,551.6965
5777,-0.1324,299.0,78.5143
1031,0.17,0.0,125.077
1267,0.2337,0.0,156.7713
1223,-0.021,99.0,618.2952
7258,0.19,0.0,128.1181
4334,0.2033,0.0,293.5106
697,0.2122,0.0,297.056
4176,0.253,259.0,31.7057
5342,0.237,0.0,118.2381
2988,0.4338,0.0,203.0025
4297,0.4067,0.0,242.1699
2910,0.4325,537.0,90.6035
3459,0.4189,0.0,162.4962
5965,0.3014,0.0,68.1707
6050,0.6997,1395.0,101.1558
6952,0.1572,0.0,153.5985
2613,0.3642,0.0,69.3001
694,0.308,239.0,116.3239
5738,0.3061,0.0,253.6632
4597,0.4191,0.0,117.031
328,-0.07,0.0,177.5063
1133,0.179,258.0,118.8876
453,0.1218,219.0,79.1344
2824,0.2401,1611.0,260.1082
2697,0.207,0.0,306.1634
3591,0.0005,0.0,334.506
1752,0.1462,0.0,38.513
2916,0.4063,0.0,857.5036
1625,0.344,0.0,460.7779
6196,1.7037,0.0,114.8151
7225,0.1325,0.0,117.3765
323,0.1643,0.0,308.1173
2528,0.3253,0.0,130.384
944,0.2875,1410.0,128.9079
4757,0.2636,4690.0,433.5049
7183,0.2451,0.0,742.43
3715,1.15,0.0,430.6173
3767,0.1289,0.0,272.1369
7262,0.3235,0.0,223.6096
631,0.1039,0.0,67.1751
3012,0.1396,0.0,600.4759
2943,0.1946,516.0,40.5771
7000,0.1602,219.0,111.2845
1514,0.269,0.0,123.2284
3905,1.4366,0.0,222.7431
1691,0.1711,159.0,58.1055
3072,0.1791,0.0,162.0378
1271,0.3061,0.0,189.1593
3334,0.2724,0.0,140.5569
6690,0.0795,0.0,263.5043
902,0.3575,11655.0,206.1965
6613,0.1812,0.0,513.5197
6398,0.2347,0.0,182.2142
7133,0.3642,0.0,140.5009
779,0.1741,0.0,235.2573
2421,0.4497,0.0,117.9841
4702,0.3229,577.0,184.5332
6948,0.0969,0.0,304.1488
3946,0.2672,0.0,207.099
4384,0.1208,0.0,72.8371
683,0.2431,0.0,459.0103
3910,0.2085,896.0,347.1041
6816,0.5211,239.0,124.2578
4380,0.0259,0.0,565.0179
5689,0.3513,0.0,135.559
5346,0.0543,0.0,195.0923
5855,0.0886,0.0,280.5303
6323,0.0173,0.0,194.1262
5873,0.0621,775.0,265.5772
7437,0.7725,9087.0,503.0002
651,0.4915,0.0,314.7876
