Key_1_1,regressDur,prevFixPos,titleNo,wordNo,nextWordRegress
4721,0.0,123.0,6.0,3.0,0
2067,0.0,89.1403,5.0,1.0,0
4087,0.0,326.7185,8.0,3.0,0
556,0.0,118.1059,1.0,4.0,0
4197,0.0,0.0,4.0,1.0,0
7526,0.0,329.9712,4.0,1.0,0
3594,0.0,64.622,2.0,3.0,0
2309,0.0,282.023,7.0,4.0,0
3374,0.0,560.2758,7.0,1.0,0
1241,318.0,190.759,6.0,3.0,1
37,895.0,91.3017,5.0,2.0,0
7359,0.0,104.0048,2.0,2.0,0
331,0.0,341.0235,2.0,6.0,0
6149,0.0,292.3354,5.0,4.0,0
4813,0.0,128.4562,2.0,3.0,0
1783,239.0,162.4962,1.0,2.0,0
3351,278.0,70.1142,1.0,2.0,0
171,0.0,219.7635,1.0,4.0,0
6819,0.0,83.6002,2.0,3.0,0
7212,318.0,106.9766,1.0,3.0,0
7410,0.0,343.5957,2.0,1.0,0
894,0.0,107.8147,6.0,1.0,0
3973,0.0,252.0575,7.0,1.0,0
464,0.0,57.28,3.0,3.0,0
1655,0.0,139.4633,10.0,3.0,0
6766,219.0,699.3118,2.0,1.0,0
6159,0.0,130.1384,2.0,3.0,0
6670,0.0,227.0088,7.0,1.0,0
7061,0.0,194.579,8.0,5.0,0
5363,199.0,225.7299,10.0,1.0,1
113,0.0,74.8866,10.0,1.0,0
3433,358.0,372.3439,4.0,1.0,0
3854,0.0,677.2237,7.0,1.0,0
6822,0.0,147.0272,10.0,2.0,0
4541,0.0,268.3654,8.0,6.0,0
4722,0.0,47.3814,8.0,4.0,0
2646,99.0,98.8585,7.0,2.0,1
2741,0.0,137.6408,8.0,3.0,0
3300,595.0,168.5764,2.0,3.0,0
3409,0.0,59.0339,5.0,2.0,0
6582,119.0,196.0638,4.0,3.0,1
5,0.0,99.0202,7.0,1.0,0
1989,0.0,227.7279,5.0,3.0,0
4427,258.0,173.5655,8.0,5.0,1
1895,0.0,65.5134,1.0,2.0,0
530,0.0,64.195,5.0,4.0,0
688,338.0,760.5156,4.0,3.0,0
338,0.0,192.0026,7.0,6.0,0
4378,0.0,314.56,1.0,1.0,0
2085,0.0,61.8142,10.0,2.0,0
5677,0.0,76.922,6.0,2.0,0
2027,0.0,359.3884,3.0,1.0,0
6065,0.0,317.0773,6.0,4.0,0
1523,0.0,87.0919,8.0,2.0,0
6443,0.0,150.7481,1.0,5.0,0
4424,0.0,117.2732,7.0,4.0,0
423,1491.0,69.3758,1.0,5.0,0
2270,618.0,172.8034,6.0,5.0,1
1916,0.0,0.0,4.0,5.0,1
2506,80.0,570.1719,7.0,1.0,0
3741,0.0,588.4123,6.0,1.0,0
3201,0.0,89.5545,7.0,7.0,0
1753,179.0,165.8945,4.0,4.0,1
3366,0.0,288.1753,2.0,2.0,0
1920,0.0,272.0901,8.0,4.0,1
3870,3561.0,180.3996,1.0,4.0,1
3860,219.0,216.1227,6.0,1.0,0
4752,755.0,153.7335,2.0,3.0,1
2617,398.0,11.6619,2.0,2.0,0
3947,0.0,234.2413,4.0,4.0,0
4330,796.0,88.0511,4.0,6.0,1
475,0.0,631.1521,10.0,1.0,0
4196,0.0,38.8973,3.0,3.0,0
6188,278.0,189.8341,3.0,1.0,0
3030,0.0,19.799,2.0,3.0,0
3031,1690.0,459.0044,4.0,1.0,0
4075,0.0,101.6366,5.0,2.0,0
4205,0.0,268.1287,1.0,1.0,0
7057,199.0,151.3308,2.0,4.0,0
4639,1312.0,48.7955,5.0,2.0,0
184,0.0,570.3122,3.0,1.0,0
575,198.0,485.0495,8.0,3.0,1
2665,0.0,60.9262,7.0,2.0,0
4406,0.0,157.8132,3.0,5.0,0
6859,0.0,75.06,5.0,2.0,0
957,139.0,339.0767,3.0,1.0,1
3492,0.0,223.2353,6.0,1.0,0
5454,0.0,86.4928,10.0,6.0,0
3047,0.0,864.6167,3.0,1.0,0
7456,557.0,74.7329,3.0,3.0,0
1044,0.0,142.8356,10.0,1.0,0
4729,1690.0,52.6308,2.0,3.0,1
178,180.0,680.0735,4.0,1.0,0
4442,0.0,121.3136,4.0,6.0,1
3485,0.0,120.3038,3.0,2.0,0
2017,119.0,36.7967,1.0,6.0,1
788,0.0,57.4891,10.0,2.0,0
988,0.0,244.1311,6.0,5.0,0
1743,0.0,29.0689,9.0,3.0,0
796,1014.0,790.7591,9.0,1.0,0
3024,0.0,102.8591,4.0,1.0,0
6222,0.0,138.0326,3.0,1.0,0
6332,139.0,232.0539,6.0,2.0,0
1995,0.0,85.1469,1.0,4.0,0
5391,0.0,118.4567,8.0,7.0,0
6092,0.0,142.3517,10.0,4.0,0
907,0.0,218.8264,10.0,3.0,0
1570,0.0,118.9496,2.0,4.0,0
1548,0.0,360.7991,10.0,4.0,0
5394,0.0,173.4157,4.0,6.0,0
1706,637.0,538.0567,2.0,3.0,0
4605,0.0,84.6463,5.0,5.0,1
5552,139.0,67.6831,4.0,2.0,0
403,0.0,44.2945,3.0,6.0,0
5026,0.0,148.4082,2.0,4.0,0
5069,0.0,51.0392,3.0,4.0,0
5209,139.0,178.0169,3.0,2.0,1
6666,0.0,107.8239,4.0,3.0,0
5202,0.0,715.051,7.0,1.0,0
3961,199.0,103.8171,10.0,4.0,1
3027,0.0,106.527,5.0,1.0,0
7537,718.0,388.2396,2.0,2.0,0
6085,1314.0,380.2552,5.0,4.0,1
7190,0.0,255.002,4.0,5.0,0
5283,796.0,704.1733,2.0,2.0,0
6040,517.0,425.3998,3.0,2.0,0
2758,537.0,282.2145,2.0,2.0,0
4652,0.0,97.3242,8.0,2.0,0
6642,0.0,352.1491,3.0,1.0,0
3342,0.0,40.3113,2.0,3.0,0
3050,379.0,21.5407,4.0,5.0,0
3731,379.0,37.3363,9.0,2.0,1
5261,0.0,25.4951,1.0,3.0,0
6390,0.0,531.3379,10.0,7.0,0
7172,0.0,144.5856,3.0,3.0,0
5950,119.0,0.0,4.0,3.0,0
792,0.0,243.5282,3.0,5.0,0
6556,219.0,589.0849,2.0,1.0,1
6551,159.0,45.1774,3.0,2.0,0
6193,0.0,0.0,3.0,2.0,0
1957,299.0,388.2177,8.0,5.0,0
2931,0.0,316.291,7.0,4.0,0
6765,0.0,666.8883,9.0,1.0,0
1820,0.0,255.0176,4.0,6.0,0
4234,0.0,175.4138,10.0,1.0,0
4082,0.0,80.3057,10.0,2.0,0
6635,0.0,110.5712,10.0,1.0,0
2066,0.0,137.1313,4.0,3.0,0
6808,0.0,150.7481,3.0,3.0,0
5530,0.0,144.4991,2.0,2.0,0
2497,0.0,152.0,10.0,7.0,0
6278,139.0,231.9698,8.0,7.0,0
2616,258.0,47.5395,2.0,4.0,0
6534,0.0,128.9961,1.0,1.0,0
6689,0.0,168.5823,3.0,3.0,1
1040,0.0,223.2241,8.0,3.0,0
5321,438.0,226.9207,6.0,1.0,1
1773,0.0,343.9084,4.0,2.0,0
2303,0.0,182.1757,8.0,4.0,0
4787,80.0,46.6154,1.0,5.0,1
1433,179.0,43.8634,1.0,2.0,0
2897,0.0,201.7573,7.0,1.0,0
5281,0.0,181.0249,9.0,5.0,0
3565,0.0,84.22,8.0,1.0,0
1884,239.0,118.8781,5.0,4.0,0
568,0.0,66.0984,9.0,2.0,0
4403,0.0,76.4853,7.0,4.0,0
5491,0.0,283.7199,5.0,1.0,0
249,0.0,420.3047,6.0,2.0,0
4144,0.0,137.2953,9.0,4.0,0
420,0.0,124.4026,6.0,4.0,0
6864,318.0,204.4138,3.0,4.0,0
3846,0.0,82.7647,7.0,4.0,0
6302,0.0,329.492,4.0,5.0,0
6521,0.0,128.0625,8.0,2.0,0
6557,0.0,300.0283,3.0,1.0,0
3522,0.0,84.22,2.0,2.0,0
1745,0.0,111.2879,6.0,4.0,0
2046,0.0,211.2487,9.0,1.0,0
4774,378.0,279.4351,3.0,1.0,1
1584,0.0,349.3666,10.0,5.0,0
5361,358.0,328.8921,2.0,1.0,1
5543,0.0,1008.77,6.0,1.0,0
4663,199.0,118.4567,3.0,3.0,1
6905,0.0,125.2996,9.0,3.0,0
428,99.0,50.2096,10.0,7.0,1
6191,139.0,623.0008,5.0,2.0,0
4598,0.0,0.0,5.0,1.0,0
7163,377.0,312.41,2.0,2.0,0
1708,0.0,87.4757,3.0,3.0,0
5817,0.0,81.6149,8.0,3.0,0
2232,0.0,139.4417,1.0,3.0,0
147,0.0,76.844,1.0,1.0,0
1842,0.0,62.6259,4.0,5.0,0
4469,238.0,251.4538,3.0,3.0,1
6445,0.0,98.2344,8.0,1.0,0
3486,0.0,15.6525,7.0,5.0,0
4880,0.0,134.4024,7.0,4.0,0
2743,0.0,155.1161,9.0,2.0,0
134,3248.0,503.2544,6.0,4.0,1
132,794.0,189.9526,7.0,4.0,1
5810,2349.0,277.5842,1.0,1.0,1
4522,0.0,602.2242,7.0,1.0,0
3786,0.0,844.0646,3.0,1.0,0
824,0.0,249.884,1.0,4.0,0
3179,239.0,196.4001,3.0,1.0,0
6042,0.0,261.8416,5.0,1.0,0
4931,239.0,41.2311,3.0,3.0,0
4547,0.0,177.2597,4.0,1.0,0
81,0.0,40.3609,5.0,4.0,0
5059,119.0,61.0983,1.0,3.0,1
1541,577.0,245.1306,2.0,1.0,0
6334,0.0,173.908,4.0,1.0,0
2048,358.0,24.2074,4.0,6.0,0
392,278.0,174.2642,10.0,3.0,1
4772,0.0,74.108,1.0,5.0,0
2816,0.0,0.0,5.0,5.0,0
4611,0.0,111.6154,1.0,4.0,0
4621,834.0,586.9821,3.0,4.0,1
5932,0.0,322.8947,2.0,4.0,0
2822,0.0,128.0156,4.0,5.0,0
1887,0.0,232.9485,3.0,2.0,0
804,298.0,134.3577,9.0,1.0,0
3253,278.0,971.2183,1.0,2.0,0
201,377.0,72.0278,2.0,2.0,0
1086,0.0,152.0822,7.0,6.0,0
2485,0.0,67.1863,5.0,6.0,0
4260,0.0,40.7185,5.0,4.0,0
3028,557.0,12.53,3.0,2.0,0
868,0.0,96.5194,4.0,1.0,0
7551,0.0,578.2534,10.0,1.0,0
3582,0.0,51.0098,6.0,4.0,0
2003,0.0,100.6876,8.0,1.0,0
6760,238.0,586.6686,9.0,4.0,0
613,139.0,144.3918,7.0,4.0,1
7147,80.0,351.4598,5.0,1.0,0
962,278.0,127.0354,5.0,3.0,0
1126,0.0,193.3106,6.0,6.0,0
6099,0.0,1007.8001,8.0,2.0,0
2677,0.0,103.1601,4.0,3.0,0
5429,0.0,222.3241,4.0,5.0,1
4647,0.0,179.0251,4.0,3.0,0
6812,0.0,156.7323,1.0,4.0,0
7457,0.0,157.3181,7.0,2.0,0
2962,0.0,98.2497,6.0,4.0,0
2648,0.0,18.7883,10.0,2.0,0
1355,3102.0,0.0,1.0,1.0,0
6154,0.0,98.3514,5.0,1.0,0
3371,0.0,221.4001,7.0,5.0,0
3532,258.0,177.792,4.0,1.0,0
7034,0.0,288.295,8.0,1.0,0
2402,238.0,144.3607,3.0,4.0,1
2375,139.0,123.4909,1.0,6.0,0
6385,0.0,27.8927,5.0,2.0,0
1205,200.0,66.2873,5.0,2.0,0
1412,0.0,64.5136,1.0,3.0,1
5365,179.0,122.7029,8.0,1.0,1
7082,0.0,56.3649,2.0,2.0,0
3719,0.0,239.0753,9.0,4.0,0
2791,338.0,115.3646,2.0,3.0,0
2968,0.0,174.3932,7.0,1.0,0
6496,0.0,38.0,2.0,2.0,0
4946,239.0,252.4856,8.0,1.0,0
2879,258.0,180.6239,6.0,1.0,1
2811,973.0,192.585,3.0,1.0,1
293,0.0,201.8539,9.0,2.0,0
2701,358.0,820.7393,3.0,3.0,0
1200,0.0,96.5401,6.0,3.0,0
726,0.0,257.0992,8.0,1.0,0
3060,0.0,63.3246,8.0,4.0,0
3331,0.0,153.2645,2.0,4.0,0
1808,0.0,26.8328,1.0,4.0,0
5161,0.0,123.0691,4.0,4.0,0
3976,160.0,172.9393,5.0,4.0,1
4954,0.0,119.365,3.0,4.0,0
7169,179.0,98.1529,1.0,3.0,1
2459,0.0,64.0703,10.0,1.0,0
1844,0.0,91.7061,2.0,1.0,0
447,0.0,37.2156,1.0,3.0,0
6965,0.0,81.5966,1.0,4.0,0
3067,0.0,190.2525,8.0,5.0,0
5452,0.0,0.0,5.0,1.0,0
2736,0.0,154.3049,3.0,1.0,0
6719,0.0,48.8365,6.0,4.0,0
7530,0.0,52.7731,3.0,3.0,0
4040,873.0,176.7258,2.0,4.0,0
3930,139.0,181.7471,7.0,1.0,0
5225,139.0,94.6414,4.0,4.0,0
5062,0.0,519.9048,6.0,2.0,0
5659,0.0,179.0,6.0,3.0,0
2641,0.0,355.8441,2.0,1.0,0
933,0.0,74.0068,5.0,3.0,0
2519,0.0,128.082,6.0,1.0,0
433,0.0,166.1927,1.0,3.0,0
7398,834.0,118.0678,1.0,3.0,1
5726,0.0,116.619,5.0,3.0,0
5975,0.0,138.4377,6.0,5.0,0
5303,0.0,116.8418,4.0,3.0,0
297,239.0,138.1774,2.0,5.0,0
7251,259.0,83.3607,3.0,1.0,1
576,0.0,98.4073,9.0,1.0,0
6606,0.0,108.1896,1.0,2.0,0
3208,0.0,113.0708,7.0,3.0,0
910,238.0,38.0789,3.0,4.0,1
1491,0.0,79.0253,8.0,1.0,0
3372,119.0,95.7706,5.0,3.0,0
6592,419.0,30.4138,4.0,4.0,0
6156,0.0,26.0,4.0,4.0,0
2461,0.0,90.0056,10.0,2.0,1
3529,0.0,0.0,5.0,1.0,0
1438,0.0,114.3547,2.0,5.0,0
3218,238.0,141.4284,9.0,6.0,0
485,0.0,211.7026,1.0,1.0,0
1156,0.0,168.1904,6.0,5.0,0
6246,0.0,337.0994,10.0,1.0,0
6605,278.0,551.0327,8.0,1.0,1
1990,0.0,267.0674,5.0,4.0,0
4113,0.0,813.9908,1.0,3.0,0
6490,139.0,80.5047,2.0,6.0,1
7432,0.0,43.1856,10.0,8.0,0
5035,179.0,531.3605,4.0,1.0,0
6674,279.0,0.0,4.0,2.0,0
5779,0.0,47.0425,5.0,2.0,0
3457,0.0,181.0442,6.0,3.0,1
3540,4861.0,249.97,6.0,2.0,1
3466,0.0,0.0,1.0,4.0,0
3076,0.0,0.0,6.0,1.0,0
4586,0.0,154.9226,2.0,1.0,0
6367,179.0,20.3961,4.0,3.0,0
698,219.0,71.7008,7.0,2.0,0
6084,258.0,462.3851,4.0,1.0,0
1926,0.0,94.8103,3.0,4.0,0
6916,0.0,432.2615,2.0,1.0,0
4919,40.0,169.8499,4.0,2.0,0
6026,0.0,126.8464,2.0,3.0,0
89,318.0,53.1507,2.0,6.0,0
6229,0.0,129.0736,2.0,3.0,0
2972,99.0,111.463,2.0,3.0,1
408,714.0,73.2462,1.0,5.0,0
3998,219.0,30.8058,3.0,2.0,0
2407,0.0,229.4014,4.0,9.0,0
7425,0.0,324.9923,1.0,1.0,0
6415,697.0,165.0969,2.0,2.0,1
4883,0.0,807.6788,3.0,2.0,0
4816,379.0,725.5405,9.0,2.0,1
238,0.0,90.4268,8.0,1.0,0
5243,0.0,323.8904,1.0,4.0,0
6048,0.0,164.195,4.0,3.0,0
754,0.0,270.9336,4.0,1.0,0
3057,0.0,295.3676,4.0,4.0,0
1526,0.0,68.1836,5.0,6.0,0
3275,80.0,395.7335,1.0,5.0,1
1865,0.0,228.6001,4.0,4.0,0
4180,3248.0,190.9476,6.0,4.0,1
4254,0.0,291.6248,9.0,1.0,0
1898,0.0,154.0811,5.0,5.0,0
5703,0.0,49.0408,5.0,2.0,0
5005,0.0,107.7868,7.0,6.0,1
1967,0.0,81.6149,10.0,2.0,0
4101,756.0,833.0294,3.0,2.0,0
3518,0.0,65.9242,5.0,3.0,0
1272,0.0,122.8007,10.0,2.0,0
4783,0.0,96.1769,5.0,3.0,0
4653,179.0,196.367,4.0,4.0,0
5292,0.0,113.565,7.0,5.0,0
3648,3561.0,260.6933,1.0,4.0,1
6700,0.0,256.7976,3.0,6.0,0
7189,238.0,66.3702,4.0,3.0,0
6520,0.0,48.0,3.0,4.0,0
5928,99.0,68.2495,8.0,2.0,1
5494,0.0,155.0032,6.0,3.0,0
2637,0.0,380.9265,9.0,1.0,0
4568,0.0,499.1693,9.0,5.0,0
7300,159.0,272.738,8.0,1.0,1
5024,0.0,48.7545,3.0,4.0,0
5478,199.0,101.3903,8.0,1.0,0
7283,0.0,63.1269,3.0,3.0,0
632,834.0,147.0544,4.0,1.0,0
5609,1668.0,555.9469,3.0,2.0,1
3350,0.0,0.0,2.0,3.0,1
2179,0.0,73.9797,8.0,3.0,0
2471,0.0,90.4434,4.0,4.0,1
5267,0.0,168.0744,8.0,4.0,0
7539,596.0,49.3356,2.0,2.0,1
268,0.0,92.2009,6.0,2.0,0
2603,0.0,116.1077,2.0,2.0,0
6336,0.0,56.0803,4.0,8.0,0
387,1314.0,268.3654,5.0,4.0,1
3347,2231.0,383.471,1.0,4.0,0
718,1074.0,229.264,2.0,1.0,1
3931,0.0,231.5534,9.0,4.0,0
5925,0.0,127.1417,8.0,1.0,0
5951,1056.0,152.7776,2.0,1.0,1
5637,990.0,253.16,2.0,7.0,0
6079,0.0,143.0,9.0,2.0,0
656,457.0,187.0962,3.0,3.0,1
1542,0.0,0.0,1.0,3.0,0
1325,0.0,451.2206,2.0,1.0,0
109,240.0,225.0089,9.0,5.0,0
4500,537.0,122.9309,1.0,4.0,0
3616,0.0,97.0052,9.0,4.0,0
3965,0.0,609.6425,7.0,1.0,0
3269,0.0,124.1974,9.0,4.0,0
4714,0.0,82.0244,7.0,2.0,0
4762,359.0,73.7835,2.0,4.0,0
2347,597.0,300.8156,7.0,1.0,0
5663,0.0,130.6484,1.0,3.0,0
4111,0.0,201.896,9.0,3.0,0
190,0.0,62.6498,2.0,2.0,0
4259,0.0,102.4207,6.0,1.0,0
878,894.0,43.1856,7.0,3.0,1
6539,438.0,103.407,3.0,4.0,1
832,0.0,17.8045,9.0,5.0,1
980,0.0,135.0037,1.0,3.0,0
234,198.0,144.8862,2.0,3.0,1
1484,259.0,96.8401,1.0,2.0,0
5806,556.0,210.2808,2.0,3.0,1
3386,0.0,68.4105,4.0,2.0,0
80,0.0,314.0844,9.0,2.0,0
2283,0.0,28.1603,8.0,8.0,1
2819,0.0,844.029,7.0,1.0,0
4823,1490.0,478.1767,4.0,2.0,0
2764,0.0,403.3175,2.0,6.0,0
2280,4931.0,97.509,1.0,2.0,0
1667,0.0,217.205,1.0,2.0,0
7356,0.0,0.0,1.0,2.0,0
7209,2132.0,450.16,3.0,2.0,1
5332,0.0,85.5102,2.0,6.0,0
1577,0.0,150.03,4.0,4.0,0
101,0.0,100.3045,9.0,5.0,1
3156,1188.0,171.9767,1.0,3.0,0
6029,0.0,216.7602,9.0,1.0,0
991,0.0,111.5706,1.0,3.0,0
85,0.0,74.2428,10.0,2.0,0
412,0.0,106.2121,1.0,2.0,0
3943,0.0,240.1687,5.0,4.0,0
265,0.0,49.2443,3.0,4.0,0
1233,99.0,320.0,4.0,4.0,0
3251,0.0,128.0352,4.0,3.0,1
602,0.0,109.9864,1.0,1.0,0
3008,0.0,519.8317,1.0,2.0,0
3071,0.0,126.5701,7.0,3.0,1
1391,0.0,0.0,6.0,1.0,0
3832,219.0,192.0937,1.0,2.0,0
7388,199.0,63.1506,2.0,4.0,0
1119,596.0,194.4351,2.0,4.0,0
635,992.0,469.3847,3.0,1.0,1
4936,1188.0,181.7278,1.0,3.0,0
808,0.0,98.4784,3.0,3.0,0
5539,199.0,114.7258,7.0,2.0,1
867,0.0,0.0,3.0,1.0,0
2633,359.0,164.0732,2.0,3.0,0
789,299.0,114.2322,2.0,3.0,1
6614,4343.0,190.3733,5.0,1.0,0
2214,80.0,525.2904,4.0,2.0,0
2162,139.0,95.0842,9.0,1.0,1
1151,0.0,159.8124,4.0,6.0,1
3739,0.0,74.3236,6.0,1.0,0
6206,792.0,442.6511,1.0,6.0,0
3733,0.0,201.9926,3.0,5.0,1
3566,0.0,158.9119,6.0,7.0,0
6420,0.0,421.019,7.0,7.0,0
7106,119.0,66.1287,3.0,2.0,0
1782,1490.0,57.5587,4.0,2.0,0
2801,0.0,0.0,1.0,2.0,0
5698,0.0,250.002,4.0,8.0,0
4069,0.0,90.7855,7.0,2.0,0
4649,100.0,202.0223,8.0,3.0,1
162,0.0,133.0601,3.0,4.0,0
1285,0.0,95.901,3.0,3.0,0
7529,0.0,38.4708,1.0,4.0,0
1468,199.0,32.311,2.0,2.0,0
5312,358.0,165.4358,8.0,5.0,0
3644,0.0,34.0,3.0,2.0,0
5701,0.0,365.5708,6.0,1.0,0
1475,0.0,294.2414,7.0,7.0,0
1938,99.0,583.5975,2.0,2.0,1
3291,0.0,315.4838,7.0,1.0,0
4303,100.0,81.5843,9.0,4.0,1
2317,159.0,129.7575,3.0,1.0,1
7235,0.0,139.517,3.0,3.0,1
2257,4861.0,294.2006,6.0,2.0,1
3127,0.0,684.8073,10.0,1.0,0
4805,517.0,59.0339,3.0,2.0,0
7122,199.0,342.9475,2.0,4.0,1
2734,0.0,0.0,4.0,1.0,0
5749,0.0,194.7434,10.0,8.0,0
6585,337.0,243.4625,9.0,6.0,1
1818,417.0,145.5816,8.0,1.0,1
2062,0.0,313.6399,4.0,2.0,0
6548,1075.0,38.833,2.0,2.0,1
3772,0.0,95.3362,9.0,2.0,0
3523,80.0,175.0943,1.0,3.0,0
2111,219.0,562.0854,7.0,1.0,0
7350,0.0,82.0975,1.0,3.0,0
3241,0.0,152.1217,6.0,1.0,0
6109,338.0,66.9403,2.0,3.0,0
6768,219.0,147.3126,4.0,2.0,1
4277,0.0,126.9212,4.0,3.0,0
1537,0.0,237.6826,7.0,7.0,0
3629,0.0,70.7107,4.0,4.0,0
4908,0.0,174.2871,3.0,2.0,0
5632,0.0,410.7578,7.0,1.0,0
4445,0.0,77.3886,7.0,3.0,0
1451,0.0,334.5983,2.0,1.0,0
5577,0.0,0.0,1.0,1.0,0
2135,139.0,239.0188,1.0,1.0,1
6182,0.0,163.6001,8.0,1.0,0
6704,139.0,0.0,1.0,2.0,0
3107,794.0,156.205,2.0,2.0,1
1310,0.0,297.4357,10.0,3.0,0
5765,819.0,41.0,10.0,3.0,1
5789,0.0,95.4149,6.0,1.0,0
4514,0.0,30.8869,4.0,4.0,0
6937,0.0,145.0,5.0,3.0,0
1462,100.0,139.0036,3.0,2.0,0
1394,259.0,115.0695,1.0,6.0,0
6575,0.0,130.9809,6.0,5.0,0
1292,238.0,84.8764,5.0,1.0,0
4853,0.0,118.2582,3.0,2.0,0
6939,0.0,141.6757,8.0,6.0,0
7198,0.0,701.0235,7.0,2.0,0
6985,873.0,123.3207,2.0,4.0,0
4085,0.0,344.9203,10.0,2.0,0
213,0.0,80.7217,5.0,1.0,0
3826,0.0,138.7552,10.0,3.0,0
3867,0.0,174.0115,8.0,3.0,0
6131,80.0,82.6075,5.0,3.0,0
6322,0.0,90.6697,9.0,3.0,0
372,0.0,97.7446,1.0,3.0,0
4495,199.0,0.0,4.0,2.0,1
5210,0.0,546.3122,6.0,1.0,0
5465,318.0,69.7782,3.0,6.0,0
1869,0.0,274.0073,4.0,7.0,0
4072,0.0,62.5859,5.0,5.0,0
890,0.0,217.8095,7.0,1.0,0
2569,0.0,130.1384,8.0,6.0,0
6382,180.0,19.6469,7.0,2.0,1
274,219.0,140.8013,5.0,2.0,1
2150,0.0,73.0068,7.0,4.0,0
6862,0.0,674.505,5.0,1.0,0
682,0.0,80.6226,10.0,3.0,1
3484,0.0,410.2999,5.0,6.0,1
2942,0.0,782.2154,8.0,1.0,0
1250,0.0,293.1706,1.0,4.0,0
6636,0.0,255.7851,2.0,1.0,0
6401,0.0,69.0652,7.0,3.0,0
1318,0.0,197.0178,8.0,10.0,0
1264,0.0,0.0,4.0,4.0,0
1217,0.0,155.0806,2.0,3.0,0
5611,139.0,590.5726,4.0,2.0,1
5218,0.0,781.1716,9.0,1.0,0
2091,0.0,284.7385,10.0,1.0,0
3270,0.0,95.0053,9.0,2.0,1
1863,0.0,270.0019,7.0,5.0,0
1387,0.0,149.7732,10.0,2.0,0
3576,0.0,40.05,5.0,2.0,0
5728,99.0,63.2851,5.0,2.0,0
4308,0.0,33.541,6.0,4.0,1
445,0.0,107.5639,3.0,2.0,0
3515,80.0,86.5332,1.0,7.0,0
3036,298.0,226.1791,9.0,6.0,0
5656,99.0,333.1501,3.0,4.0,0
675,3462.0,189.0238,2.0,5.0,0
2533,0.0,182.5842,6.0,3.0,0
2559,119.0,108.0046,8.0,2.0,1
3111,298.0,254.9216,5.0,1.0,0
4338,0.0,180.8535,6.0,1.0,0
200,278.0,118.33,9.0,1.0,1
1043,0.0,130.0154,2.0,2.0,0
214,100.0,189.4518,7.0,6.0,1
2668,0.0,29.1548,1.0,6.0,0
4056,119.0,519.824,1.0,2.0,1
1530,318.0,27.7849,3.0,4.0,0
6372,0.0,536.4066,5.0,2.0,0
2557,0.0,79.404,1.0,1.0,0
3014,199.0,74.0608,4.0,6.0,0
3558,0.0,189.2644,10.0,5.0,0
5123,0.0,628.996,8.0,3.0,0
810,179.0,148.0135,3.0,3.0,0
6138,179.0,156.4161,1.0,3.0,1
3033,0.0,69.857,7.0,3.0,0
3476,0.0,689.8956,4.0,1.0,0
5527,478.0,49.8197,1.0,2.0,0
1639,0.0,148.7179,6.0,1.0,0
4284,0.0,119.6035,7.0,3.0,0
4175,954.0,70.5762,3.0,4.0,1
5634,80.0,82.3286,9.0,1.0,0
7021,0.0,46.5725,10.0,3.0,0
237,0.0,99.2824,1.0,1.0,0
4412,0.0,78.8543,3.0,5.0,0
668,80.0,70.7107,8.0,8.0,0
3836,1213.0,136.1947,3.0,2.0,1
1741,0.0,102.4207,1.0,5.0,0
3844,676.0,920.0658,2.0,1.0,0
2234,0.0,81.0247,6.0,6.0,0
4249,2224.0,0.0,1.0,1.0,0
5193,378.0,106.5317,3.0,1.0,1
1302,0.0,15.0,10.0,5.0,0
4529,80.0,278.4044,5.0,3.0,0
752,0.0,120.9339,5.0,6.0,0
515,1016.0,125.1958,7.0,4.0,1
3535,0.0,298.6855,4.0,1.0,0
1867,179.0,731.4349,3.0,2.0,0
4076,0.0,0.0,1.0,1.0,0
2761,0.0,706.785,3.0,2.0,0
6923,0.0,29.1548,8.0,3.0,0
355,0.0,405.2222,3.0,3.0,0
2934,199.0,142.1443,4.0,5.0,0
4199,0.0,153.0,7.0,3.0,0
75,0.0,40.8534,1.0,3.0,0
2415,0.0,614.1181,4.0,1.0,0
4173,0.0,79.6994,10.0,2.0,0
1633,0.0,188.3215,8.0,5.0,0
1202,836.0,286.4001,2.0,2.0,0
3888,119.0,225.02,2.0,1.0,0
5314,0.0,458.2685,6.0,1.0,0
5022,477.0,355.0,9.0,1.0,0
3782,0.0,137.0584,5.0,6.0,0
2921,477.0,78.032,1.0,4.0,1
6316,0.0,176.2073,2.0,1.0,0
5973,0.0,275.9601,7.0,4.0,1
7549,0.0,104.7378,9.0,6.0,0
4889,438.0,24.5967,3.0,3.0,0
6364,219.0,225.6103,1.0,1.0,0
5633,0.0,141.6616,5.0,4.0,0
3942,0.0,106.9205,7.0,6.0,0
759,99.0,129.1898,3.0,4.0,0
3803,0.0,86.0233,8.0,4.0,0
3053,278.0,164.003,3.0,6.0,0
2601,379.0,332.9399,10.0,1.0,0
5350,4861.0,132.0,6.0,2.0,1
448,318.0,74.1687,4.0,3.0,1
6312,238.0,109.7725,5.0,1.0,0
7164,398.0,59.0339,3.0,7.0,0
547,0.0,37.7359,1.0,7.0,0
987,0.0,41.1096,9.0,2.0,0
6310,0.0,101.3163,3.0,1.0,0
2447,0.0,759.2338,7.0,6.0,1
1109,0.0,366.1175,7.0,1.0,0
1657,139.0,185.0432,10.0,4.0,0
1578,0.0,265.0679,8.0,5.0,0
