firstPassFixDur,meanFixDur,pupilDiamLag,pupilDiamMax,timePrtctg
119.0,119.0,0.2447,0.1202,0.0207
379.0,379.0,1.7096,1.7096,0.0499
119.0,119.0,0.1432,-0.0143,0.0171
80.0,80.0,0.1317,0.3567,0.0068
358.0,119.3333,0.2033,0.0073,0.0741
179.0,179.0,0.409,0.2625,0.0092
179.0,338.0,0.9318,0.9318,0.0337
199.0,199.0,0.1289,-0.0566,0.0365
179.0,139.0,0.0621,0.0386,0.0156
80.0,139.0,0.1787,-0.0248,0.0149
179.0,179.0,0.0047,-0.0408,0.0067
139.0,139.0,0.283,0.028,0.0119
199.0,199.0,0.0723,0.0423,0.0296
80.0,80.0,0.663,0.023,0.0191
219.0,219.0,0.1622,0.1937,0.049
139.0,139.0,0.6683,0.1748,0.0258
139.0,139.0,-0.0378,-0.0858,0.0052
239.0,239.0,0.6206,0.0936,0.0654
358.0,179.0,0.3651,0.0451,0.0299
139.0,139.0,0.0979,0.1259,0.0112
119.0,119.0,0.1587,0.1672,0.0379
179.0,179.0,0.1397,0.1442,0.0653
239.0,119.5,0.0837,0.1102,0.0255
179.0,139.0,-0.0023,0.0242,0.0149
618.0,309.0,0.1097,0.2957,0.0381
99.0,99.0,0.2184,0.1124,0.0102
278.0,199.0,1.0012,0.1942,0.0253
219.0,199.0,0.6906,-0.0289,0.0178
100.0,359.0,2.582,1.598,0.1169
139.0,129.5,1.525,1.525,0.0065
219.0,159.0,0.404,-0.1055,0.0235
398.0,100.0,0.4803,0.4803,0.0221
179.0,219.0,0.1015,0.1015,0.0113
139.0,139.0,0.0526,0.0231,0.0172
139.0,139.0,0.3642,0.1722,0.0118
119.0,119.0,0.248,0.0955,0.0166
179.0,89.5,0.3223,0.2713,0.0571
219.0,219.0,-0.0379,-0.1299,0.0166
139.0,80.0,0.2906,0.0861,0.008
179.0,179.0,0.4061,0.2521,0.0919
119.0,119.0,0.7158,0.7158,0.0215
616.0,205.3333,0.0935,0.0925,0.0575
99.0,99.0,0.1124,0.0214,0.0102
298.0,298.0,0.1816,0.1006,0.0682
219.0,219.0,0.2269,0.0854,0.0392
159.0,159.0,0.2648,0.2853,0.0544
100.0,100.0,-0.2753,-1.1753,0.0091
159.0,149.5,0.403,0.091,0.0748
219.0,219.0,0.3472,0.0857,0.0434
298.0,298.0,0.4497,0.3507,0.0519
199.0,199.0,0.2083,0.1153,0.0266
99.0,99.0,0.1529,0.1264,0.0106
100.0,100.0,0.3023,0.1963,0.0145
139.0,139.0,0.1693,0.1693,0.0213
299.0,299.0,1.4802,-0.0818,0.062
616.0,159.0,0.1745,0.1055,0.0148
358.0,358.0,0.1121,0.1201,0.0466
159.0,159.0,0.663,0.0945,0.0379
139.0,139.0,0.3628,0.2938,0.0218
80.0,258.0,0.2674,0.1064,0.0792
239.0,239.0,0.556,0.4335,0.0255
219.0,219.0,0.1757,0.1177,0.0316
100.0,100.0,0.2924,0.5104,0.0179
100.0,139.0,0.1792,0.1102,0.0067
99.0,99.0,0.3207,0.1737,0.0166
379.0,379.0,1.261,0.447,0.0334
99.0,80.0,0.0417,-0.0428,0.008
139.0,179.0,0.2927,0.3047,0.03
198.0,99.0,0.1816,0.1206,0.0453
99.0,99.0,0.1215,0.136,0.0088
219.0,219.0,0.3684,0.0734,0.0402
239.0,239.0,0.0246,-0.0629,0.0273
139.0,139.0,0.2891,0.2986,0.0158
139.0,139.0,0.2032,0.0832,0.0179
179.0,179.0,0.0647,-0.0703,0.0212
80.0,80.0,0.5086,0.2041,0.0161
179.0,179.0,0.6975,0.3105,0.0296
99.0,99.0,0.1767,0.0802,0.0124
80.0,159.0,0.1988,0.1678,0.0542
139.0,139.0,0.1803,0.0908,0.0172
139.0,139.0,0.2028,0.0173,0.0185
219.0,219.0,1.2187,0.4872,0.0199
139.0,358.0,0.2379,0.2379,0.0539
199.0,199.0,0.1903,0.1553,0.0205
139.0,139.0,0.3065,0.0825,0.0245
238.0,119.0,0.3547,0.2672,0.0462
278.0,338.0,0.1288,0.1093,0.0305
119.0,119.0,0.237,0.1405,0.0212
278.0,278.0,0.1698,-0.0312,0.0875
278.0,278.0,0.0864,0.0989,0.0285
160.0,199.0,-0.0379,0.4211,0.0151
80.0,80.0,0.1215,0.17,0.0071
80.0,99.0,0.2966,0.2966,0.0066
139.0,139.0,0.1448,0.0943,0.0244
159.0,159.0,0.1198,0.0163,0.0769
139.0,139.0,0.2243,0.1663,0.0437
179.0,179.0,0.2125,0.079,0.0559
159.0,159.0,0.1427,0.1437,0.0174
258.0,258.0,0.199,0.168,0.0567
179.0,179.0,1.1726,0.8551,0.0346
100.0,100.0,0.3627,0.0107,0.0144
179.0,119.0,0.3597,-0.0103,0.0185
159.0,159.0,1.1002,-0.0278,0.0181
159.0,159.0,0.4466,0.1881,0.0211
238.0,119.0,0.2743,-0.0207,0.0266
238.0,238.0,0.407,0.2625,0.0123
219.0,149.5,-1.206,-0.1365,0.0075
258.0,318.0,0.0001,0.1361,0.0501
338.0,99.6667,0.3464,0.2779,0.0619
139.0,139.0,0.1072,0.0487,0.01
99.0,99.0,0.496,0.3665,0.0306
179.0,179.0,0.1201,0.0771,0.0233
258.0,258.0,0.308,0.368,0.0545
239.0,119.5,0.1352,0.0312,0.0393
139.0,239.0,0.0775,0.1175,0.024
318.0,159.0,0.0778,0.1883,0.0403
259.0,129.5,0.3729,0.3729,0.021
119.0,119.0,0.1531,0.0946,0.0239
179.0,199.0,0.0621,0.0386,0.0223
219.0,259.0,0.0435,-0.069,0.0134
139.0,139.0,0.0984,0.1029,0.0112
278.0,278.0,0.2923,0.3023,0.0402
139.0,139.0,0.0047,-0.0438,0.0052
119.0,119.0,0.3765,0.1925,0.0605
80.0,80.0,0.3214,0.1799,0.008
199.0,99.5,0.1976,0.0746,0.0374
119.0,119.0,-0.0292,0.0578,0.0145
80.0,80.0,0.033,0.0845,0.01
179.0,179.0,0.3843,0.2168,0.0374
397.0,397.0,0.1855,0.132,0.0355
179.0,259.0,0.2142,0.2037,0.0097
139.0,119.0,0.2243,0.1698,0.0374
80.0,80.0,0.203,0.1605,0.0075
139.0,139.0,0.2083,0.1303,0.03
299.0,478.0,0.6906,-0.4869,0.0427
179.0,179.0,0.1495,0.2215,0.018
239.0,239.0,0.19,0.194,0.0239
139.0,139.0,0.6683,0.1333,0.0258
299.0,299.0,1.4196,0.1471,0.0267
99.0,179.0,0.1795,0.0435,0.0397
238.0,119.0,0.1831,0.1876,0.0523
139.0,139.0,0.058,0.142,0.0215
80.0,80.0,0.2253,0.0343,0.0116
99.0,119.0,0.1708,0.0443,0.0214
179.0,99.0,0.3413,0.1398,0.0102
80.0,80.0,0.211,0.068,0.0049
437.0,145.6667,-0.0023,-0.0318,0.0468
179.0,179.0,-0.0385,0.029,0.0092
139.0,139.0,0.3207,0.0812,0.0233
119.0,139.0,0.0652,0.1602,0.0265
239.0,119.5,0.1361,0.1741,0.0377
99.0,99.0,0.5202,0.1367,0.0181
119.0,119.0,0.1529,0.1259,0.0127
179.0,179.0,0.122,0.065,0.0145
99.0,99.0,0.2298,0.0128,0.0135
139.0,139.0,0.1771,0.1016,0.0314
80.0,80.0,0.3082,0.0797,0.008
99.0,99.0,0.2544,0.1104,0.0163
358.0,119.0,0.0216,0.2071,0.0177
139.0,139.0,0.2953,0.2923,0.0218
80.0,80.0,0.0263,-0.0247,0.0099
219.0,219.0,-0.1324,-0.4219,0.0154
140.0,140.0,1.7037,1.5777,0.018
179.0,179.0,0.2595,0.263,0.0212
199.0,199.0,1.7096,1.5181,0.0262
199.0,199.0,0.1955,0.204,0.0142
159.0,119.0,0.0621,0.0166,0.0133
239.0,239.0,0.5592,0.2242,0.0475
219.0,219.0,0.2119,0.2719,0.0266
299.0,119.5,1.254,0.9525,0.0239
258.0,258.0,0.332,0.066,0.0797
139.0,139.0,0.1205,0.0915,0.0112
99.0,99.0,0.1175,0.325,0.016
179.0,159.0,0.1289,0.0769,0.0128
139.0,139.0,0.253,0.047,0.0174
219.0,219.0,-0.021,0.1165,0.0221
179.0,179.0,0.2671,0.2076,0.012
159.0,159.0,0.05,0.152,0.028
159.0,159.0,0.123,0.2055,0.0671
278.0,179.0,0.1211,0.0326,0.0198
80.0,80.0,0.5303,0.1058,0.0125
319.0,319.0,0.0132,-0.8588,0.027
179.0,179.0,0.133,0.119,0.0187
139.0,139.0,0.2469,0.1469,0.0274
238.0,238.0,0.4056,0.4056,0.0684
139.0,139.0,0.3311,0.3311,0.0357
259.0,259.0,1.1967,1.4612,0.0628
159.0,159.0,0.1143,0.0783,0.0212
139.0,139.0,0.0115,-0.075,0.0187
457.0,457.0,0.0688,0.0823,0.0538
239.0,239.0,0.2586,0.0736,0.0215
139.0,139.0,0.2114,0.2369,0.0227
119.0,119.0,0.1756,-0.0969,0.0135
99.0,139.0,0.2911,0.2891,0.0158
139.0,139.0,0.1988,-0.0147,0.0237
338.0,338.0,0.2015,0.0825,0.0595
278.0,139.0,0.3241,0.2446,0.0256
298.0,298.0,0.1946,0.2091,0.0466
139.0,139.0,0.2769,0.0774,0.0355
258.0,298.0,0.4355,-0.1215,0.0404
80.0,80.0,0.179,0.0901,0.0081
139.0,139.0,0.1819,0.1819,0.0182
199.0,199.0,0.5592,0.2162,0.0395
318.0,159.0,0.494,0.106,0.0238
179.0,179.0,0.4371,0.2606,0.03
239.0,239.0,0.3011,0.1886,0.0209
259.0,259.0,0.253,0.2455,0.0428
338.0,338.0,0.3377,0.2992,0.036
219.0,219.0,0.0963,0.1468,0.0446
119.0,119.0,0.203,0.1745,0.0111
358.0,358.0,0.1006,0.2071,0.0267
338.0,338.0,0.2126,0.1031,0.0773
179.0,179.0,0.4981,0.5071,0.0406
159.0,80.0,0.1029,0.1029,0.0129
199.0,199.0,0.0915,0.032,0.0178
119.0,119.0,0.1795,0.1006,0.0264
298.0,298.0,0.4881,0.5071,0.0675
179.0,179.0,0.2215,0.221,0.018
139.0,119.0,0.5446,0.1831,0.0523
80.0,80.0,0.1465,0.3965,0.023
159.0,159.0,0.2052,0.0837,0.0176
258.0,258.0,0.3695,0.179,0.0797
99.0,179.0,0.01,0.1165,0.0111
219.0,219.0,0.2122,-0.0193,0.0401
80.0,80.0,0.3554,0.2214,0.0068
139.0,139.0,0.3416,0.2571,0.0122
99.0,99.0,0.3931,0.1105,0.0225
179.0,89.5,0.404,0.0385,0.0265
20.0,20.0,1.1785,0.283,0.0021
199.0,70.0,0.6906,-0.1049,0.0125
140.0,140.0,1.4766,-0.0574,0.0106
279.0,498.0,0.7725,0.7065,0.0126
139.0,139.0,0.0925,0.0655,0.0225
139.0,139.0,0.0941,0.0996,0.0122
120.0,20.0,1.9801,1.6651,0.0034
179.0,179.0,-0.0238,-0.1048,0.0196
139.0,219.0,0.0854,0.0859,0.0202
80.0,129.0,0.1057,-0.0083,0.0257
179.0,119.5,-0.5825,0.3085,0.0253
219.0,219.0,0.3266,0.1816,0.0501
219.0,20.0,2.9916,0.7986,0.0015
299.0,299.0,0.7427,1.3812,0.0725
318.0,159.0,0.2226,0.0246,0.0363
199.0,99.0,0.3622,0.1842,0.0127
99.0,99.0,0.2988,0.1038,0.0509
119.0,119.0,0.2825,0.1205,0.0096
199.0,199.0,0.1288,0.1288,0.0179
278.0,139.0,0.1052,0.1052,0.0275
99.0,99.0,0.2848,0.1183,0.06
20.0,20.0,0.5336,0.2646,0.0039
298.0,298.0,0.1357,0.1572,0.0359
139.0,139.0,0.2906,0.1806,0.0139
99.0,99.0,0.3554,0.3324,0.0085
139.0,139.0,0.1047,0.0437,0.0165
80.0,80.0,0.279,0.1285,0.0092
379.0,379.0,1.1616,0.8811,0.0638
100.0,100.0,0.076,0.1525,0.0238
219.0,219.0,0.1206,0.0356,0.021
99.0,99.0,0.2282,0.1702,0.0099
80.0,80.0,0.2083,0.0993,0.0107
219.0,319.0,0.319,-1.113,0.008
139.0,139.0,0.2469,0.1469,0.0274
99.0,99.0,0.1465,-0.06,0.0084
179.0,179.0,0.098,0.076,0.0172
139.0,139.0,0.2282,0.0552,0.01
99.0,99.0,0.3095,0.117,0.0202
378.0,378.0,0.0395,0.0395,0.0271
318.0,318.0,0.1054,0.1029,0.0741
99.0,99.0,0.162,0.275,0.0074
219.0,219.0,0.3603,0.3143,0.0608
379.0,179.0,2.7764,1.9949,0.0265
239.0,239.0,0.275,0.494,0.0179
219.0,219.0,0.2825,0.159,0.0177
20.0,20.0,0.4364,-0.5261,0.003
139.0,238.0,0.1592,0.1592,0.0856
398.0,199.0,0.0811,0.0876,0.0467
99.0,99.0,0.3397,0.3242,0.0117
80.0,80.0,0.3695,0.066,0.0247
139.0,139.0,0.2982,0.1557,0.0195
239.0,239.0,3.0962,1.1002,0.0271
239.0,139.0,0.2954,0.1879,0.0139
179.0,179.0,0.1882,0.1167,0.0503
119.0,119.0,0.0766,0.1986,0.0105
139.0,150.8,0.4285,0.1335,0.1116
179.0,179.0,0.2385,0.0965,0.0145
318.0,159.0,0.1271,0.1456,0.0221
119.0,119.0,0.1937,0.2067,0.0266
99.0,99.0,0.3083,0.2978,0.0179
179.0,179.0,0.404,-0.0095,0.0265
139.0,139.0,0.4069,-0.0551,0.0469
139.0,159.0,0.0971,0.0841,0.0147
179.0,179.0,0.1339,0.1039,0.0457
179.0,179.0,0.1507,0.0462,0.0503
357.0,139.0,0.0874,0.0979,0.0112
139.0,129.5,0.948,0.948,0.0065
159.0,159.5,0.1819,0.1694,0.0418
159.0,179.0,0.5336,0.2646,0.0691
99.0,99.0,0.3397,0.2767,0.0117
159.0,159.0,0.1416,0.1526,0.0152
379.0,279.0,4.4917,4.4917,0.0172
198.0,99.0,0.259,0.259,0.025
80.0,80.0,0.3695,0.179,0.0247
258.0,258.0,0.1542,0.1342,0.0264
139.0,139.0,0.1572,-0.0348,0.0167
318.0,318.0,0.2565,0.2565,0.0572
80.0,80.0,0.2036,0.2051,0.0048
119.0,119.0,0.1432,0.1212,0.0171
258.0,129.0,0.3222,0.3077,0.0274
357.0,178.5,0.1803,0.0108,0.0442
198.0,99.0,0.8872,0.2482,0.0211
80.0,80.0,0.5411,-0.1594,0.0056
120.0,359.0,2.1322,1.9002,0.0222
338.0,338.0,0.2246,0.2151,0.0203
119.0,119.0,0.1676,0.1676,0.0457
179.0,179.0,0.2133,0.2083,0.0239
259.0,259.0,0.308,0.399,0.0547
99.0,99.0,0.1538,0.0443,0.0089
179.0,119.0,0.1671,0.0626,0.0071
219.0,219.0,0.1628,0.0238,0.0244
159.0,159.0,0.3222,0.3152,0.0169
139.0,139.0,0.0969,0.0954,0.0169
99.0,99.0,0.1586,0.1571,0.0157
80.0,80.0,0.2583,0.2343,0.0144
119.0,119.0,-0.0292,0.0578,0.0145
119.0,119.0,0.1665,0.0265,0.0141
99.0,99.0,0.1054,0.1714,0.012
139.0,139.0,0.1859,0.1554,0.0139
259.0,259.0,0.1465,0.1465,0.0221
99.0,179.0,0.0271,0.0696,0.0107
99.0,99.0,0.4172,0.1987,0.0127
159.0,178.5,0.1237,0.2227,0.0172
219.0,169.0,0.1428,0.0703,0.0689
298.0,298.0,0.1047,-0.0043,0.0355
338.0,169.0,0.1815,0.122,0.0273
99.0,99.0,0.0813,0.1518,0.0102
179.0,179.0,0.1613,0.1523,0.0211
99.0,139.6667,0.2624,0.2489,0.043
119.0,119.0,0.122,0.065,0.0096
278.0,278.0,0.9383,0.1063,0.0603
199.0,199.0,0.2487,0.2252,0.0736
119.0,119.0,0.2002,0.3097,0.0122
298.0,298.0,0.2002,-0.0333,0.0501
139.0,139.0,0.3095,0.023,0.0301
219.0,219.0,0.1793,0.2338,0.0485
99.0,99.0,0.2479,0.1679,0.0162
99.0,99.0,0.0681,0.0356,0.0109
239.0,239.0,0.2712,0.2712,0.0296
99.0,139.0,0.6353,0.1123,0.0672
80.0,80.0,0.1191,0.1155,0.015
179.0,179.0,0.1186,-0.0314,0.0161
80.0,80.0,0.3264,0.0799,0.008
119.0,199.0,0.1061,0.0526,0.0247
298.0,298.0,0.153,0.089,0.0184
99.0,129.0,0.0126,0.0891,0.0192
119.0,99.0,0.159,0.1095,0.016
279.0,139.5,0.3143,0.3173,0.0775
199.0,199.0,0.211,0.063,0.0123
338.0,169.0,0.3173,0.2698,0.0939
359.0,359.0,0.9162,0.6157,0.0558
299.0,299.0,2.1322,1.3597,0.0185
199.0,199.0,0.2085,-0.7975,0.005
139.0,80.0,0.1181,-0.0894,0.0076
139.0,139.0,0.1175,0.233,0.0225
279.0,279.0,1.4802,1.4802,0.0579
100.0,100.0,0.1534,0.0714,0.0163
199.0,99.0,0.1875,0.143,0.0066
338.0,169.0,0.1167,0.0147,0.1251
119.0,119.0,0.1767,0.0887,0.0149
179.0,179.0,0.8065,0.103,0.0241
258.0,119.0,0.3328,0.5288,0.0327
99.0,99.0,0.2151,0.1466,0.0059
159.0,159.0,0.0853,-0.0057,0.0262
159.0,159.0,0.056,-0.007,0.016
218.0,109.0,0.2743,0.1563,0.0243
100.0,100.0,0.2297,0.1987,0.0127
80.0,80.0,0.0939,0.1479,0.0171
119.0,119.0,0.2008,0.2543,0.0119
278.0,99.0,0.3253,0.0573,0.0202
159.0,159.0,0.1937,0.1742,0.0356
179.0,179.0,-0.0086,0.0944,0.0235
99.0,199.0,0.3438,0.2393,0.1126
179.0,179.0,0.1126,0.0656,0.0173
119.0,119.0,0.1822,0.1637,0.0149
99.0,298.0,0.3622,0.1722,0.0384
179.0,179.0,0.6557,0.3232,0.0682
100.0,100.0,0.1599,0.1774,0.0128
159.0,159.0,0.1357,0.1572,0.0191
279.0,239.0,0.7876,1.5351,0.0315
279.0,199.0,2.0375,2.0375,0.005
139.0,239.0,0.3222,0.3152,0.0254
179.0,172.3333,0.1755,0.1015,0.0267
179.0,179.0,0.2243,0.0763,0.0563
318.0,159.0,0.131,0.061,0.0376
119.0,119.0,0.6747,0.1417,0.0196
119.0,99.0,0.2729,0.2184,0.0102
179.0,179.0,0.1091,0.0831,0.0489
159.0,80.0,0.1568,0.1053,0.0108
179.0,239.0,0.2786,0.1416,0.0271
139.0,139.0,0.2765,0.162,0.0198
80.0,80.0,0.2413,0.1988,0.0136
179.0,179.0,0.0781,0.0876,0.0285
179.0,179.0,0.1296,0.0776,0.0276
119.0,119.0,0.1448,0.0943,0.0209
159.0,159.0,0.0701,0.0761,0.0178
219.0,219.0,0.2337,0.2667,0.0082
258.0,129.0,0.2297,0.0537,0.0328
100.0,100.0,0.1476,0.1861,0.0194
278.0,139.0,0.0681,0.0306,0.0307
99.0,99.0,0.052,0.0385,0.0067
259.0,259.0,0.0771,-0.1324,0.0182
219.0,109.5,0.0781,0.0596,0.0348
219.0,219.0,0.308,0.399,0.0463
338.0,169.0,0.1315,0.1175,0.0288
139.0,139.0,0.1047,0.0337,0.0165
338.0,338.0,0.0783,0.4138,0.045
159.0,159.0,0.1201,0.0246,0.0207
278.0,278.0,0.2775,0.021,0.0172
159.0,339.0,1.3035,1.3035,0.0339
199.0,199.0,1.8132,1.8132,0.0123
258.0,129.0,0.1491,0.0501,0.059
179.0,179.0,0.1515,0.204,0.0399
179.0,179.0,0.5007,0.0222,0.0301
100.0,100.0,0.4818,0.3593,0.0559
159.0,259.0,0.1342,0.0882,0.0265
179.0,179.0,0.2701,0.1126,0.0173
99.0,119.0,0.0686,0.0001,0.0188
219.0,109.5,0.2023,0.1938,0.0292
358.0,179.0,0.4941,0.2221,0.0332
160.0,80.0,0.2052,0.0367,0.0177
119.0,258.0,0.2786,0.1916,0.0293
179.0,179.0,0.0282,0.1847,0.0257
99.0,99.0,0.0859,-0.2646,0.0262
179.0,179.0,0.0818,0.0803,0.0227
99.0,99.0,0.3684,0.1289,0.0182
80.0,80.0,0.124,0.025,0.0117
99.0,99.0,0.2081,0.3516,0.0106
258.0,258.0,0.123,0.2055,0.1089
239.0,239.0,0.3633,0.4158,0.053
179.0,179.0,0.2302,0.1107,0.0257
159.0,159.0,0.3847,0.1662,0.0414
238.0,238.0,0.4446,0.1541,0.0352
139.0,139.0,0.2301,0.1196,0.0125
278.0,278.0,0.2841,0.1016,0.0298
238.0,238.0,0.3283,0.1068,0.0325
199.0,199.0,1.0915,0.748,0.005
219.0,109.5,0.1168,0.0873,0.0226
119.0,119.0,0.1191,0.0406,0.0223
278.0,278.0,0.1126,0.0341,0.0269
119.0,119.0,0.2469,0.3034,0.0153
80.0,80.0,0.1191,0.1226,0.015
238.0,119.0,0.3163,0.2253,0.0276
99.0,99.0,0.1465,0.3965,0.0285
159.0,159.0,0.1531,0.1096,0.0319
100.0,100.0,1.3177,0.3472,0.0112
239.0,239.0,0.1427,-0.0338,0.0261
20.0,20.0,1.9801,0.3301,0.0034
179.0,179.0,0.1665,0.131,0.0212
139.0,139.0,0.1113,-0.0152,0.0139
80.0,80.0,0.6357,0.3137,0.0087
239.0,239.0,0.007,0.003,0.0369
139.0,139.0,0.3222,0.3147,0.0148
99.0,99.0,0.142,0.1185,0.0153
159.0,159.0,0.0293,0.0073,0.0194
199.0,199.0,0.0116,-0.4464,0.0178
119.0,119.0,0.2364,0.0129,0.0102
99.0,99.0,0.1433,0.0718,0.0072
179.0,179.0,0.9212,0.8132,0.0272
199.0,80.0,0.2282,0.2427,0.0142
139.0,298.0,0.4033,0.1023,0.0297
219.0,99.0,0.2537,0.0997,0.0124
298.0,259.0,0.2226,0.2401,0.018
179.0,89.5,0.1401,0.1726,0.0467
119.0,119.0,0.0183,0.1448,0.0209
298.0,298.0,0.0361,0.0246,0.0284
477.0,238.5,0.1968,0.2168,0.0916
199.0,139.0,0.4633,0.0798,0.0237
179.0,179.0,0.0305,0.043,0.0388
119.0,100.0,0.3358,0.1538,0.009
199.0,199.0,0.0047,-0.0438,0.0074
357.0,178.5,0.1837,0.0372,0.0356
80.0,80.0,0.2198,0.1273,0.0136
99.0,99.0,0.2347,0.1387,0.0094
219.0,109.5,1.7037,1.5777,0.0281
139.0,139.0,0.0795,0.052,0.0093
99.0,99.0,0.0282,0.0067,0.0142
80.0,80.0,0.8215,0.0805,0.0083
179.0,179.0,0.1211,0.0386,0.0198
179.0,179.0,0.0652,0.1602,0.0171
80.0,80.0,0.3516,0.1521,0.0086
398.0,398.0,0.3191,0.1986,0.0668
199.0,199.0,1.0896,0.8546,0.0178
119.0,119.0,0.1829,0.1829,0.0246
259.0,129.5,0.2032,0.1382,0.0333
139.0,139.0,0.1625,0.122,0.0112
278.0,278.0,0.3916,0.2431,0.0403
139.0,139.0,0.2699,0.2699,0.0169
219.0,219.0,0.0823,0.0053,0.0258
80.0,80.0,0.1882,0.1507,0.0225
80.0,80.0,0.0853,0.2938,0.0125
219.0,109.5,0.2776,0.1795,0.0411
99.0,99.0,0.1487,-0.0323,0.0163
239.0,338.0,0.3416,0.3011,0.0296
179.0,179.0,0.2443,0.1168,0.0184
199.0,199.0,0.1755,0.16,0.0133
278.0,278.0,0.1093,0.1798,0.0251
119.0,119.0,0.17,0.1855,0.0106
80.0,80.0,0.1795,0.1976,0.015
179.0,179.0,0.5086,0.5086,0.036
339.0,339.0,1.0915,0.748,0.0085
279.0,279.0,0.9595,0.3405,0.0298
139.0,139.0,0.1764,0.2284,0.0274
299.0,299.0,0.4221,0.0986,0.021
139.0,179.0,0.1327,0.1242,0.0213
139.0,139.0,0.2765,0.275,0.0198
119.0,80.0,0.1113,0.0653,0.008
199.0,199.0,0.1741,0.1741,0.0183
358.0,159.0,0.2221,0.1371,0.0147
199.0,199.0,1.1741,0.7161,0.0256
338.0,169.0,0.0652,0.0592,0.0368
239.0,239.0,0.3262,0.4192,0.0089
179.0,179.0,0.2697,0.2927,0.03
438.0,212.3333,4.4917,2.6022,0.0393
119.0,119.0,0.2847,0.2362,0.0555
99.0,99.0,0.2845,0.105,0.0145
258.0,159.0,0.2906,0.1226,0.0159
179.0,179.0,0.1951,0.1441,0.0306
199.0,199.0,0.1921,0.1446,0.0133
337.0,112.3333,0.1043,0.1883,0.0767
119.0,119.0,0.1238,0.0903,0.0087
179.0,179.0,0.117,0.1955,0.0128
219.0,219.0,0.3006,0.1991,0.0125
239.0,239.0,0.1736,0.1145,0.0573
139.0,139.0,0.3651,0.0451,0.0116
179.0,179.0,0.2743,0.0254,0.02
99.0,99.0,0.1893,0.2793,0.0265
139.0,139.0,0.3083,0.2978,0.0251
139.0,139.0,0.0522,0.0752,0.0161
259.0,379.0,0.9525,1.3035,0.0379
279.0,199.0,0.319,-1.322,0.005
139.0,139.0,-0.0083,-0.0998,0.0139
99.0,99.0,0.1741,0.1571,0.0156
199.0,199.0,0.4932,0.1882,0.0519
219.0,219.0,0.0959,0.0144,0.0439
219.0,219.0,1.4757,0.9047,0.0186
199.0,199.0,0.2028,0.1663,0.035
199.0,199.0,0.2184,0.0819,0.0204
139.0,139.0,0.0941,0.0681,0.0122
99.0,99.0,0.1774,0.3034,0.0127
179.0,179.0,0.2962,0.2337,0.0129
119.0,119.0,0.0859,0.0404,0.0315
179.0,179.0,-0.0238,-0.1048,0.0196
80.0,159.0,0.2302,0.0632,0.0228
199.0,199.0,0.1461,0.1171,0.0387
179.0,219.0,1.9487,1.5457,0.0281
736.0,184.0,0.127,0.1495,0.074
219.0,219.0,0.0652,0.1392,0.0238
338.0,139.0,0.0825,0.114,0.0093
99.0,99.0,0.1538,0.0958,0.0163
239.0,239.0,1.0896,0.9081,0.0213
80.0,99.0,0.1739,0.2743,0.011
159.0,199.0,0.7725,0.734,0.005
139.0,139.0,0.203,0.1605,0.013
219.0,219.0,0.193,0.116,0.0147
259.0,259.0,-0.1324,-0.4219,0.0182
99.0,99.0,0.17,0.169,0.0088
139.0,139.0,0.2337,0.0482,0.01
100.0,100.0,-0.021,0.132,0.0101
20.0,20.0,0.19,0.19,0.002
159.0,159.0,0.2033,-0.0327,0.0329
179.0,179.0,0.2122,-0.0193,0.0327
179.0,179.0,0.253,0.25,0.0296
199.0,199.0,0.237,0.2565,0.0358
199.0,99.5,0.4338,0.0313,0.0618
298.0,298.0,0.4067,0.2192,0.0503
338.0,219.0,0.4325,0.1135,0.0177
139.0,139.0,0.4189,0.2718,0.0211
239.0,239.0,0.3014,0.2249,0.1485
179.0,179.0,0.6997,0.9667,0.0203
199.0,199.0,0.1572,0.0742,0.024
99.0,99.0,0.3642,0.1722,0.0084
298.0,298.0,0.308,0.308,0.063
160.0,80.0,0.3061,0.3301,0.0321
119.0,119.0,0.4191,0.2806,0.0099
219.0,219.0,-0.07,-0.1435,0.0297
100.0,100.0,0.179,0.066,0.0309
318.0,99.0,0.1218,0.2633,0.0176
298.0,139.0,0.2401,0.0441,0.0097
199.0,199.0,0.207,0.1205,0.0161
219.0,219.0,0.0005,0.136,0.0297
219.0,219.0,0.1462,0.1052,0.0308
199.0,199.0,0.4063,0.1268,0.0359
80.0,80.0,0.344,0.0295,0.0127
179.0,179.0,1.7037,1.5777,0.023
318.0,159.0,0.1325,0.1245,0.0399
159.0,159.0,0.1643,0.0498,0.0168
119.0,119.0,0.3253,0.0703,0.0242
119.0,268.5,0.2875,0.0775,0.0677
139.0,139.0,0.2636,0.0956,0.0097
199.0,199.0,0.2451,0.2216,0.0199
299.0,299.0,1.15,0.36,0.0319
159.0,159.0,0.1289,0.0409,0.0292
139.0,139.0,0.3235,0.139,0.0112
199.0,199.0,0.1039,0.0309,0.0508
238.0,119.0,0.1396,0.1396,0.0677
159.0,159.0,0.1946,0.2091,0.0248
99.0,159.0,0.1602,0.0787,0.0152
258.0,258.0,0.269,0.1655,0.0193
358.0,100.0,1.4366,0.1391,0.006
358.0,358.0,0.1711,0.1816,0.0559
139.0,139.0,0.1791,0.1791,0.028
179.0,179.0,0.3061,0.0591,0.0201
159.0,159.0,0.2724,0.2299,0.0769
