P2stFixation,firstSaccLen,lastSaccLen,nextWordRegress,prevFixDur,prevFixPos,regressDur,wordNo
0,182.5445,92.1588,0,99.0,108.074,0.0,6.0
1,78.0785,261.1384,0,239.0,67.082,0.0,3.0
1,129.501,481.8641,0,339.0,115.5725,918.0,5.0
1,174.5029,166.012,0,179.0,93.4077,636.0,4.0
0,90.7331,243.837,1,179.0,90.0,794.0,2.0
0,96.791,107.3231,0,179.0,91.7878,258.0,4.0
1,151.9803,239.3141,0,100.0,90.5539,0.0,2.0
1,0.0,173.3854,0,0.0,0.0,40.0,2.0
0,193.0104,85.6417,0,179.0,188.4091,417.0,3.0
1,135.4114,129.0591,1,20.0,79.1581,20.0,5.0
1,85.6461,80.6505,0,279.0,55.0818,0.0,2.0
1,460.0024,113.2089,0,0.0,507.001,160.0,1.0
1,462.5595,225.8058,0,0.0,576.2118,358.0,1.0
0,401.5,614.0004,0,119.0,377.0053,0.0,7.0
0,63.4606,148.0076,1,119.0,68.0074,0.0,6.0
1,199.2768,176.5007,1,99.0,113.0,1352.0,4.0
0,84.061,261.0388,1,119.0,140.2926,278.0,1.0
0,279.2535,670.9257,0,179.0,283.0071,0.0,8.0
0,150.1408,215.0913,0,139.0,9.2195,278.0,2.0
0,133.5459,155.5394,0,259.0,73.5527,0.0,2.0
0,174.5287,76.4232,0,219.0,74.7262,0.0,2.0
0,177.3415,137.5082,0,119.0,155.5635,278.0,3.0
0,115.3137,386.5,0,199.0,55.9017,0.0,6.0
0,173.5987,245.8709,0,159.0,41.0122,198.0,2.0
1,77.5016,55.581,1,359.0,107.9676,796.0,3.0
0,0.0,178.6708,0,0.0,0.0,0.0,2.0
1,361.4198,62.9682,0,80.0,403.8638,0.0,1.0
0,200.5898,766.2997,0,99.0,93.3435,159.0,6.0
0,644.6877,156.2314,0,219.0,692.9885,0.0,2.0
1,202.9495,170.5007,0,179.0,124.1974,1272.0,3.0
1,272.9991,40.5278,0,437.0,365.5845,715.0,2.0
1,165.4645,53.1154,0,159.0,115.8016,0.0,6.0
1,150.1874,242.1012,1,140.0,250.6472,1016.0,3.0
0,257.7072,585.7184,0,139.0,366.3796,0.0,1.0
0,112.8683,101.0272,0,139.0,23.0868,0.0,4.0
0,482.9319,590.5294,0,139.0,474.6114,0.0,5.0
0,181.0249,137.2088,0,139.0,134.0597,0.0,6.0
1,115.1086,184.0849,0,99.0,125.6065,139.0,2.0
0,130.0471,472.6957,0,139.0,120.2664,0.0,5.0
1,228.5662,91.9035,0,179.0,172.8381,0.0,4.0
1,249.2569,102.528,0,179.0,277.065,0.0,1.0
0,103.8809,107.3371,0,219.0,117.5925,438.0,1.0
0,203.6989,202.5883,0,99.0,191.157,0.0,3.0
0,117.0171,125.004,0,219.0,37.0,0.0,4.0
0,262.0305,642.5553,0,99.0,94.8683,0.0,7.0
1,221.5141,125.6234,0,139.0,281.064,139.0,1.0
0,238.0189,398.0707,1,159.0,340.2881,379.0,4.0
0,334.5688,249.1154,0,139.0,402.9516,0.0,1.0
0,48.283,105.3043,0,99.0,21.2603,0.0,2.0
0,123.501,481.0969,0,179.0,71.0211,0.0,4.0
0,163.6719,125.9811,0,159.0,104.1201,0.0,3.0
0,144.5424,388.5051,0,119.0,78.848,0.0,3.0
1,100.7782,119.3325,0,140.0,173.1127,0.0,1.0
0,120.0802,217.0576,0,99.0,148.0709,0.0,1.0
1,61.0266,572.1713,1,139.0,125.2557,179.0,1.0
0,232.7928,174.0065,0,199.0,206.1553,0.0,6.0
0,122.55,411.2922,1,179.0,172.4906,755.0,7.0
1,116.6298,84.0729,1,199.0,60.208,1016.0,4.0
1,247.6812,247.601,0,139.0,203.7891,139.0,3.0
1,116.1034,187.6306,0,80.0,112.2943,0.0,1.0
0,163.0598,303.5807,0,99.0,83.4326,0.0,7.0
0,179.6003,137.7725,1,119.0,155.7081,199.0,6.0
0,192.3441,586.7355,0,99.0,110.4536,0.0,5.0
0,230.8252,553.0509,0,100.0,107.5407,0.0,2.0
0,169.3259,81.5751,0,99.0,157.156,198.0,4.0
1,194.8153,140.6289,1,239.0,167.2872,0.0,1.0
1,601.584,186.6936,1,139.0,796.1231,11140.0,1.0
0,69.2604,1041.8582,0,139.0,98.1122,0.0,1.0
0,586.3519,178.1264,0,99.0,524.7666,99.0,6.0
0,85.1469,169.0976,0,119.0,44.9444,0.0,3.0
0,92.1588,658.1172,0,179.0,45.0444,0.0,7.0
0,119.6547,271.0018,0,199.0,104.7378,239.0,2.0
0,122.3121,134.0755,0,179.0,98.4886,199.0,3.0
0,93.0484,80.7233,0,80.0,85.5862,0.0,1.0
0,99.4409,106.4918,0,179.0,103.2376,0.0,1.0
0,383.4169,93.5481,0,99.0,433.5262,0.0,1.0
0,100.6591,71.528,1,379.0,97.8621,219.0,3.0
0,461.1196,92.9045,0,80.0,516.1172,99.0,1.0
1,547.5386,314.5894,0,139.0,459.1841,3462.0,5.0
0,135.0454,153.5985,0,239.0,155.541,0.0,3.0
1,111.7866,191.7661,1,199.0,36.2353,1036.0,4.0
1,110.0659,151.4414,0,119.0,78.2304,0.0,2.0
1,129.2604,89.5126,1,199.0,88.0909,199.0,2.0
0,424.8088,156.5799,1,99.0,457.515,640.0,2.0
0,160.0383,242.7396,0,278.0,248.0907,337.0,1.0
0,171.4563,177.3415,0,199.0,64.8151,596.0,2.0
0,102.5987,109.8692,0,298.0,96.566,0.0,1.0
0,108.5012,87.8208,0,139.0,89.3085,396.0,1.0
1,228.6099,340.0037,1,119.0,255.6423,595.0,1.0
0,99.3001,168.4429,0,219.0,145.4545,0.0,1.0
0,167.8519,86.5361,0,119.0,108.7796,0.0,7.0
1,678.6019,53.4439,0,279.0,731.4479,0.0,2.0
1,86.7943,429.6283,0,179.0,96.8349,0.0,1.0
0,84.5,51.8773,0,100.0,81.3941,0.0,1.0
0,321.5016,146.1249,0,119.0,267.8246,0.0,8.0
1,116.6812,291.5257,1,0.0,164.5965,497.0,1.0
1,125.5488,202.4846,0,199.0,221.0543,0.0,1.0
0,445.445,246.8694,0,139.0,571.2136,0.0,1.0
1,533.496,152.0403,0,358.0,759.3958,357.0,5.0
0,81.2665,61.4003,0,259.0,117.8007,0.0,1.0
1,314.8115,210.4525,1,139.0,338.1479,4116.0,3.0
0,145.6683,606.7967,0,179.0,66.9403,0.0,5.0
0,147.5813,409.4985,1,140.0,147.0544,2051.0,3.0
1,168.0216,40.05,0,139.0,166.2438,0.0,10.0
0,195.1442,335.1869,1,159.0,206.1189,179.0,4.0
0,202.6111,269.2438,0,119.0,136.6199,159.0,3.0
1,202.0155,0.0,1,139.0,383.8815,11140.0,1.0
1,165.0068,427.3585,0,139.0,157.5373,0.0,3.0
0,245.8709,169.4616,0,99.0,167.2991,278.0,3.0
0,215.5052,418.0108,0,139.0,291.8938,0.0,1.0
0,398.0707,106.6314,0,120.0,426.0,478.0,2.0
1,219.9528,165.0916,0,139.0,287.3134,0.0,1.0
1,131.5485,107.8378,1,159.0,34.0147,100.0,2.0
1,438.9727,25.0799,0,80.0,431.3931,0.0,2.0
0,149.5301,365.4436,0,179.0,206.1698,0.0,1.0
0,122.0092,119.105,0,139.0,103.3683,0.0,3.0
0,239.669,351.4616,0,119.0,174.2871,80.0,3.0
0,631.6051,148.4461,0,259.0,643.0498,0.0,1.0
1,65.622,176.9357,1,159.0,85.0529,832.0,3.0
0,93.1625,420.2011,0,159.0,62.9682,0.0,5.0
0,171.0117,224.2014,0,99.0,96.2549,795.0,4.0
1,78.3661,191.0007,0,139.0,106.827,0.0,1.0
1,255.6766,716.0939,0,119.0,70.4557,179.0,8.0
0,265.9215,326.0751,0,119.0,201.2958,0.0,3.0
0,77.1622,136.8247,0,159.0,79.0569,0.0,1.0
0,493.0096,168.7965,0,219.0,615.7085,0.0,1.0
1,187.2385,508.4958,0,219.0,120.5985,0.0,3.0
1,150.0208,274.2358,0,139.0,137.3645,0.0,3.0
1,606.0101,114.9282,0,159.0,702.1204,776.0,3.0
1,209.1728,134.1538,1,139.0,125.016,99.0,6.0
1,201.8143,100.6591,0,179.0,60.0167,1191.0,4.0
0,71.2531,110.5271,0,80.0,37.7359,0.0,4.0
1,105.9835,129.2604,0,80.0,149.9133,199.0,1.0
0,127.063,166.0158,0,199.0,200.5717,0.0,1.0
0,111.7016,311.6637,0,199.0,46.6905,0.0,4.0
0,466.623,210.3426,0,80.0,522.6902,0.0,2.0
1,271.8607,155.4638,0,139.0,211.0095,0.0,8.0
0,330.4334,278.8301,0,99.0,330.1636,0.0,2.0
0,470.1205,151.9186,0,139.0,395.2847,0.0,7.0
1,250.72,206.8846,0,179.0,197.0406,337.0,4.0
0,144.0009,181.7945,0,159.0,209.5376,238.0,2.0
0,73.2888,119.6046,1,99.0,45.2217,0.0,8.0
1,220.2527,116.7776,0,139.0,226.7443,0.0,2.0
0,167.7953,142.4307,0,199.0,149.4055,0.0,3.0
1,103.0194,297.7302,0,199.0,69.0652,0.0,3.0
1,138.8254,809.7711,0,179.0,33.2415,0.0,6.0
0,157.7862,91.9633,0,258.0,101.7693,0.0,1.0
0,116.1658,66.8973,0,179.0,182.9235,0.0,1.0
0,153.8059,132.8053,0,119.0,91.6788,0.0,2.0
1,161.5193,119.3838,0,139.0,86.8159,0.0,3.0
1,53.1154,450.0189,1,20.0,139.0575,20.0,5.0
1,230.5049,152.0526,0,159.0,137.2334,239.0,6.0
1,219.4767,96.9459,0,139.0,205.1195,0.0,2.0
1,127.5088,274.5551,1,298.0,78.848,238.0,7.0
0,470.5327,78.3661,0,179.0,552.8408,0.0,1.0
0,84.0907,451.0635,0,179.0,23.4307,0.0,4.0
0,571.7049,243.4184,1,219.0,706.785,916.0,1.0
1,155.6478,184.5644,0,99.0,92.4446,516.0,3.0
1,170.0,202.0,0,239.0,195.3586,0.0,1.0
1,155.4638,825.7471,0,139.0,171.0468,258.0,6.0
1,129.0659,197.0159,0,238.0,60.8358,0.0,3.0
1,153.5008,273.2018,0,179.0,313.8057,4343.0,1.0
0,139.5036,241.4591,0,99.0,160.0781,0.0,4.0
0,148.0076,465.758,0,99.0,106.3015,0.0,7.0
1,198.4452,69.8033,0,99.0,189.1719,238.0,3.0
1,100.0012,51.6188,0,179.0,85.1587,0.0,3.0
0,274.5073,113.5473,0,179.0,306.1242,139.0,1.0
0,156.1802,101.0371,0,139.0,103.0437,179.0,2.0
0,311.6637,59.4643,0,239.0,358.1089,0.0,1.0
0,157.6959,320.6513,0,80.0,63.6946,0.0,2.0
0,104.1453,125.1259,0,258.0,40.2492,438.0,5.0
0,184.1962,146.6024,0,179.0,124.1451,0.0,3.0
1,99.8123,79.5016,0,139.0,57.9828,0.0,4.0
0,129.4314,109.3446,1,199.0,128.3511,219.0,4.0
0,320.6513,462.4722,0,80.0,281.0,0.0,6.0
1,468.3418,161.3978,0,239.0,604.8347,438.0,1.0
1,119.827,175.0893,1,239.0,56.3028,1690.0,3.0
0,123.3876,53.0094,0,298.0,106.2309,0.0,3.0
1,64.5949,125.8223,0,0.0,93.4933,279.0,2.0
0,513.5197,128.001,0,179.0,416.5297,0.0,5.0
1,850.245,973.2801,0,120.0,217.8073,0.0,2.0
1,189.0165,127.5088,1,298.0,169.6732,278.0,6.0
0,108.0116,291.776,0,199.0,68.884,0.0,4.0
0,215.0052,628.7394,0,139.0,161.0124,0.0,6.0
0,125.5807,162.8381,0,99.0,48.3735,0.0,2.0
1,86.0712,116.2723,1,379.0,49.2037,0.0,3.0
1,184.34,93.771,0,139.0,213.3776,0.0,3.0
0,100.7435,733.0921,0,119.0,83.0241,378.0,5.0
0,184.8276,249.2007,0,80.0,145.7155,0.0,7.0
0,110.0,309.7325,0,80.0,46.6905,0.0,4.0
1,97.0,144.17,0,179.0,75.7166,0.0,5.0
0,114.0537,325.9149,0,159.0,91.5915,0.0,4.0
1,233.0161,89.0351,0,160.0,202.2004,0.0,5.0
1,150.5033,193.0317,0,359.0,120.669,0.0,2.0
0,146.1651,578.2173,1,99.0,59.4138,337.0,6.0
0,229.2477,345.3259,0,139.0,156.0801,0.0,5.0
0,124.5361,171.4563,0,159.0,82.0792,398.0,1.0
1,245.1989,151.5008,0,159.0,313.1932,577.0,1.0
0,406.9843,296.5611,0,119.0,537.0177,0.0,2.0
1,178.7358,30.7002,0,119.0,165.0515,0.0,2.0
0,241.5186,494.1225,0,139.0,233.0193,0.0,4.0
0,191.0,221.6529,0,199.0,154.6351,239.0,2.0
0,264.0573,547.7958,0,199.0,179.0028,0.0,6.0
1,162.0031,159.6598,0,99.0,241.6154,1112.0,1.0
0,114.4246,288.1189,0,119.0,43.4166,0.0,4.0
0,298.0759,107.3336,0,239.0,376.5222,238.0,1.0
0,187.1069,331.425,0,139.0,227.1409,99.0,1.0
0,172.1918,231.0779,0,99.0,203.4945,0.0,1.0
1,622.761,263.7698,0,199.0,731.4602,1431.0,1.0
0,156.2314,153.5814,0,119.0,147.1224,0.0,4.0
1,293.1092,176.8679,1,80.0,210.1928,318.0,3.0
0,225.0028,26.0048,0,258.0,221.7205,0.0,3.0
1,580.8548,333.5375,0,99.0,573.7334,159.0,2.0
1,177.6042,89.2328,0,99.0,270.3794,318.0,1.0
0,29.5169,218.2441,0,139.0,19.105,0.0,2.0
0,342.7922,143.5871,0,139.0,408.7248,0.0,1.0
1,141.8529,172.5877,0,99.0,109.11,0.0,2.0
1,89.9389,119.0851,1,319.0,131.5751,0.0,3.0
1,506.0089,160.8182,0,139.0,532.9034,80.0,2.0
0,136.7644,254.5781,0,298.0,95.0474,0.0,2.0
0,182.5829,109.0046,0,139.0,276.029,1112.0,1.0
1,578.2173,244.6002,1,159.0,617.0008,298.0,3.0
0,96.3146,166.818,0,199.0,56.356,0.0,4.0
0,207.5488,250.0125,0,119.0,126.0992,0.0,3.0
0,127.4402,136.3607,0,199.0,131.9129,0.0,3.0
0,159.8452,241.1327,0,99.0,77.1751,180.0,3.0
0,213.9585,778.0214,0,119.0,184.0435,0.0,8.0
0,193.5885,121.2322,0,80.0,181.4966,0.0,2.0
0,288.0508,139.5797,0,119.0,311.4884,0.0,2.0
0,56.5354,701.428,0,139.0,16.4924,0.0,7.0
1,109.573,88.5127,0,219.0,101.2373,0.0,1.0
0,128.0625,56.5354,0,179.0,39.5601,0.0,6.0
0,89.0505,111.7016,0,339.0,70.0,0.0,3.0
0,172.9227,250.7494,0,99.0,268.2107,536.0,2.0
0,209.571,67.9283,0,99.0,225.5238,0.0,2.0
0,783.0704,158.0008,1,179.0,842.0594,398.0,2.0
0,199.6509,414.9584,0,99.0,264.7508,0.0,1.0
1,154.9653,49.6639,0,457.0,130.679,0.0,1.0
1,191.654,233.0263,0,458.0,207.8702,179.0,4.0
0,126.0724,848.6849,0,139.0,64.3273,0.0,8.0
0,724.1768,133.0423,0,239.0,742.0168,537.0,2.0
1,236.3906,100.6541,1,239.0,258.5208,278.0,1.0
0,192.2531,613.2889,0,80.0,134.3726,0.0,5.0
1,58.8154,179.2017,1,159.0,78.7464,377.0,5.0
0,199.2699,372.6342,0,139.0,192.5097,0.0,5.0
1,98.1122,232.5048,0,99.0,103.8557,318.0,1.0
1,99.193,139.4794,0,100.0,98.4937,1194.0,3.0
1,144.17,131.6368,1,219.0,119.5408,100.0,6.0
0,111.0281,101.7767,0,179.0,55.0364,557.0,2.0
0,99.6657,100.0612,0,99.0,18.0278,0.0,3.0
0,211.1333,84.0907,1,239.0,141.9049,0.0,3.0
0,425.4703,153.8343,0,80.0,463.3757,0.0,1.0
1,195.075,170.5,0,258.0,241.0332,0.0,1.0
0,161.311,305.3936,0,99.0,177.5894,0.0,3.0
0,101.4938,105.5746,0,259.0,35.5106,179.0,3.0
0,207.9663,192.5234,0,80.0,333.5461,358.0,2.0
0,113.5837,177.9129,0,119.0,17.2627,417.0,5.0
1,110.6368,356.1685,0,179.0,46.8188,0.0,6.0
0,152.5549,129.4025,1,139.0,151.4761,0.0,4.0
1,145.0422,199.4655,0,0.0,193.933,3102.0,1.0
0,329.6673,167.6261,0,99.0,346.2441,139.0,2.0
0,160.5895,208.3537,0,298.0,155.7947,0.0,2.0
1,579.1032,171.5488,0,139.0,674.1409,0.0,1.0
1,124.5321,152.1849,0,239.0,59.4138,0.0,2.0
0,198.7719,286.5157,0,139.0,206.6422,0.0,3.0
1,117.5043,601.9487,0,80.0,83.0963,537.0,7.0
1,57.0548,139.6612,0,199.0,40.4599,0.0,3.0
1,244.778,148.3543,1,139.0,137.4809,258.0,5.0
0,690.0355,89.8888,0,139.0,765.0235,80.0,1.0
0,491.2222,269.5056,0,99.0,563.4909,0.0,1.0
0,245.0862,166.5691,0,100.0,65.8027,0.0,3.0
0,136.8,89.8137,0,338.0,206.4219,0.0,1.0
0,67.0671,261.8229,0,298.0,33.3766,0.0,3.0
0,67.0914,336.9054,0,219.0,43.4166,0.0,4.0
0,158.7844,81.7206,0,258.0,100.1299,0.0,3.0
0,296.928,214.0707,0,219.0,306.7915,457.0,1.0
0,44.78,61.5183,0,80.0,127.0276,0.0,1.0
0,267.0117,183.8648,0,99.0,220.2272,99.0,6.0
0,278.6149,67.574,0,20.0,333.4861,239.0,1.0
0,328.7191,189.1692,0,119.0,409.1406,0.0,1.0
1,172.1424,627.1475,0,139.0,131.2402,873.0,4.0
0,92.5486,128.001,0,139.0,72.0069,0.0,3.0
0,178.514,98.0778,0,279.0,118.596,0.0,2.0
1,517.2316,199.01,0,219.0,520.2,0.0,1.0
1,84.0729,122.4091,0,339.0,79.7621,918.0,5.0
0,243.654,368.1644,0,159.0,289.4305,0.0,1.0
0,117.5383,80.4767,1,139.0,67.0075,377.0,2.0
1,97.7164,83.1039,0,180.0,18.868,0.0,2.0
0,184.1121,179.6003,0,179.0,161.79,537.0,4.0
0,801.2219,210.5718,0,159.0,895.9464,159.0,1.0
0,1452.9874,464.8252,0,80.0,386.2447,0.0,5.0
1,707.356,193.0648,0,159.0,782.1023,1014.0,1.0
1,453.6722,248.3948,1,99.0,374.0214,139.0,4.0
1,410.8637,294.0017,0,139.0,512.0791,716.0,1.0
0,283.893,216.0579,0,139.0,339.087,1090.0,4.0
0,137.4627,203.5301,1,99.0,45.0,239.0,3.0
0,230.2851,257.7518,0,238.0,206.1941,0.0,4.0
0,299.2161,190.2374,1,119.0,217.0,238.0,3.0
0,96.5829,721.7579,0,199.0,57.0088,0.0,7.0
0,148.0135,376.0618,0,80.0,54.5894,0.0,4.0
0,84.9779,408.5893,1,179.0,183.4693,119.0,4.0
0,80.0765,295.1085,0,397.0,75.0067,0.0,2.0
0,150.3671,192.0059,1,179.0,85.3288,755.0,7.0
1,813.0781,846.1575,0,278.0,812.7903,0.0,5.0
1,84.5931,241.6676,0,199.0,46.5296,219.0,3.0
1,298.862,42.2404,0,179.0,229.0087,358.0,6.0
0,0.0,138.058,0,0.0,0.0,0.0,1.0
0,78.5143,160.05,1,259.0,60.6383,0.0,5.0
0,165.5008,454.8937,0,80.0,129.2478,0.0,5.0
0,628.0263,96.0208,0,100.0,701.1947,0.0,1.0
0,68.884,184.8161,0,99.0,69.527,139.0,3.0
1,263.257,315.3336,0,159.0,246.0325,0.0,4.0
0,152.5819,101.4027,0,139.0,222.2656,0.0,1.0
0,233.8616,246.4878,0,139.0,139.9178,0.0,2.0
0,202.9495,182.1606,0,199.0,188.0027,0.0,3.0
1,502.5062,63.0734,0,80.0,512.001,518.0,2.0
1,160.7809,189.0238,0,80.0,104.4797,318.0,3.0
1,66.3363,277.6698,0,179.0,71.6101,0.0,1.0
0,201.1796,534.5898,0,159.0,167.863,0.0,5.0
0,163.0008,144.105,0,239.0,104.6948,0.0,5.0
1,369.3812,129.501,1,199.0,323.7484,1016.0,4.0
1,222.7717,131.123,0,179.0,283.0283,0.0,1.0
0,274.6643,296.0068,0,80.0,252.0079,0.0,3.0
1,319.188,461.0043,0,80.0,389.4522,952.0,1.0
0,138.2624,787.5294,0,159.0,95.0474,0.0,8.0
1,1591.8029,996.4834,0,199.0,578.2499,936.0,3.0
0,89.8846,182.5445,0,99.0,38.2884,0.0,5.0
1,119.0851,113.7948,0,20.0,31.0161,398.0,4.0
1,119.3786,135.4114,1,518.0,101.1781,338.0,4.0
0,1000.2986,60.1768,1,199.0,85.9826,219.0,4.0
0,448.0904,680.3242,0,179.0,573.4544,278.0,1.0
1,447.1233,57.9763,0,80.0,453.1313,0.0,2.0
0,228.1283,309.9665,0,179.0,231.5621,0.0,2.0
0,71.9253,216.2279,0,258.0,21.3776,0.0,2.0
0,316.0479,202.7566,0,238.0,338.8244,0.0,1.0
0,139.9035,103.8809,1,139.0,231.2163,796.0,1.0
0,189.3621,183.892,0,179.0,257.841,1195.0,1.0
0,141.8185,105.6433,0,0.0,105.9056,0.0,3.0
0,119.148,86.7828,0,139.0,68.0661,0.0,4.0
0,144.5216,168.3597,0,139.0,90.2718,0.0,4.0
0,205.0494,56.921,1,219.0,222.6118,20.0,2.0
1,471.9883,419.5655,1,139.0,521.0614,278.0,2.0
0,207.0441,264.8703,0,179.0,129.5569,0.0,5.0
1,246.1229,134.708,1,119.0,221.1447,99.0,5.0
0,205.6502,335.226,0,219.0,125.0,477.0,5.0
0,130.8606,182.3904,0,239.0,99.2472,0.0,2.0
0,518.5022,80.5062,0,99.0,463.2429,0.0,7.0
0,356.7948,54.6466,0,119.0,334.4324,0.0,6.0
1,306.9796,8.7464,0,298.0,287.9601,0.0,2.0
0,182.6034,166.527,0,139.0,108.2266,0.0,2.0
1,101.6366,106.0189,0,99.0,60.8769,0.0,4.0
1,314.331,140.2257,0,80.0,329.3706,219.0,2.0
0,1121.4024,81.6241,0,99.0,65.0077,339.0,3.0
1,116.2497,193.0525,0,258.0,49.6488,219.0,2.0
0,203.2978,333.0323,0,179.0,149.7531,0.0,4.0
1,94.3835,271.3899,1,119.0,153.5839,159.0,4.0
1,147.5076,136.5229,1,199.0,221.0362,557.0,5.0
1,243.6847,216.3805,0,338.0,222.2724,0.0,3.0
1,139.7033,100.0012,0,179.0,251.406,0.0,1.0
1,55.9732,176.7442,0,1036.0,97.6524,418.0,1.0
0,345.3259,677.7974,0,139.0,274.3574,0.0,7.0
0,323.7901,126.58,0,99.0,273.1831,159.0,6.0
0,86.0058,192.9378,0,139.0,23.3452,0.0,4.0
0,151.8898,135.8538,0,219.0,179.201,0.0,1.0
0,576.5137,115.9062,0,159.0,655.7965,259.0,2.0
0,135.356,161.4845,0,99.0,198.6479,0.0,1.0
1,231.6948,279.6788,0,338.0,184.22,0.0,3.0
0,258.0514,126.3349,0,239.0,314.0701,834.0,1.0
1,211.3534,196.4701,0,119.0,80.4487,0.0,6.0
1,321.753,161.834,1,80.0,376.4492,199.0,2.0
1,137.5227,146.5307,0,0.0,75.6637,0.0,2.0
0,183.0983,603.1625,0,139.0,151.7531,0.0,7.0
1,289.5004,138.5081,0,99.0,178.9078,0.0,3.0
1,108.2959,324.2052,0,139.0,60.4401,0.0,4.0
1,70.0874,61.0512,0,0.0,29.5296,0.0,2.0
1,87.9616,423.317,1,438.0,48.0104,1314.0,4.0
0,101.3903,262.9815,0,99.0,72.2011,0.0,5.0
0,806.3723,173.1221,0,159.0,918.9042,0.0,1.0
1,160.8182,349.5515,0,179.0,221.4611,0.0,1.0
1,3.6056,417.1624,1,139.0,70.0,0.0,4.0
0,131.577,685.4331,0,99.0,59.4138,0.0,4.0
1,151.4373,407.9571,0,259.0,101.0,0.0,7.0
1,144.6695,377.3185,0,80.0,49.366,0.0,3.0
0,123.1016,184.481,0,278.0,120.2082,0.0,3.0
1,29.0947,178.8582,0,159.0,70.6824,755.0,8.0
1,751.3809,172.6101,0,139.0,791.4499,0.0,2.0
0,326.531,386.1768,0,100.0,283.2543,0.0,7.0
1,225.5355,159.0503,0,398.0,214.3362,278.0,3.0
0,339.6472,702.0621,0,80.0,180.0444,0.0,7.0
0,0.0,163.3554,0,0.0,0.0,0.0,4.0
0,88.6129,169.1892,0,278.0,32.6956,0.0,5.0
0,207.4729,68.2092,0,279.0,150.0533,0.0,6.0
0,288.4441,522.7504,0,239.0,349.0,159.0,1.0
0,98.6268,389.0145,0,139.0,70.0,0.0,4.0
1,666.9501,35.171,1,318.0,698.8634,80.0,1.0
0,355.1479,520.3953,0,139.0,345.0362,0.0,7.0
0,388.5051,100.71,1,199.0,305.1967,0.0,5.0
0,174.5029,300.72,0,219.0,79.1012,298.0,6.0
0,93.4692,63.6965,0,119.0,94.255,0.0,2.0
1,187.6306,128.0791,0,139.0,183.0246,0.0,3.0
0,199.5858,207.0006,0,99.0,265.5899,0.0,3.0
0,258.774,250.1125,0,239.0,235.3062,0.0,3.0
1,80.6226,91.9674,0,179.0,83.2586,0.0,2.0
0,394.5155,1362.7092,0,80.0,516.5123,0.0,1.0
0,380.659,121.2456,0,99.0,321.6224,0.0,7.0
1,280.9026,185.5108,0,298.0,201.7251,0.0,6.0
0,86.6747,398.9778,0,139.0,17.4929,318.0,5.0
0,208.1015,158.2127,0,338.0,151.6476,139.0,5.0
0,0.0,89.9347,0,0.0,0.0,0.0,2.0
0,56.2694,215.0052,0,179.0,10.0,0.0,4.0
0,96.1067,81.1187,0,119.0,39.2938,0.0,2.0
0,58.1055,98.5013,1,358.0,94.1913,159.0,2.0
0,80.6381,83.6212,0,219.0,129.2014,0.0,1.0
0,321.5004,201.7176,0,139.0,412.656,0.0,1.0
0,307.4703,398.6289,1,258.0,268.0019,99.0,4.0
0,75.9605,155.6767,0,139.0,107.4151,0.0,1.0
0,534.6833,211.5053,1,159.0,391.1036,379.0,4.0
0,105.5746,105.5012,0,179.0,44.911,0.0,4.0
0,241.5186,110.0227,0,179.0,225.0089,0.0,3.0
1,210.965,129.5473,1,119.0,134.1641,1054.0,6.0
0,107.4826,220.0006,0,219.0,113.7453,159.0,7.0
1,109.6141,190.2978,1,99.0,63.9766,119.0,3.0
1,63.0734,65.6906,1,179.0,131.3088,358.0,1.0
0,155.6157,165.7181,0,139.0,74.1687,0.0,2.0
1,291.4125,103.2049,0,0.0,158.2561,199.0,3.0
1,0.0,231.6948,1,0.0,0.0,179.0,2.0
0,658.7118,303.5334,0,119.0,752.8911,0.0,1.0
1,497.0362,99.7296,0,80.0,500.6046,0.0,2.0
1,41.8151,202.5056,0,219.0,83.6301,0.0,6.0
0,200.8015,292.1823,0,99.0,135.4289,139.0,2.0
0,81.8551,163.1847,0,139.0,112.8051,0.0,2.0
0,51.7228,190.1328,1,239.0,113.2519,992.0,1.0
0,384.7184,190.983,0,120.0,342.1637,817.0,4.0
0,187.7472,144.6046,1,139.0,229.5822,377.0,1.0
0,607.1822,178.514,0,20.0,621.84,0.0,1.0
0,421.6008,91.5478,1,119.0,414.56,198.0,3.0
0,179.0112,89.8846,0,219.0,111.2205,0.0,4.0
0,110.151,672.1356,0,238.0,101.3163,0.0,1.0
0,104.6721,696.7944,0,258.0,82.0244,0.0,9.0
0,190.0539,173.6412,0,99.0,173.1849,0.0,4.0
1,135.9458,338.634,1,199.0,231.2163,4861.0,2.0
0,353.0287,69.916,0,80.0,407.2407,318.0,3.0
1,122.451,133.3604,0,199.0,58.1378,0.0,6.0
0,256.4888,118.2381,0,139.0,205.2925,0.0,5.0
0,222.509,170.0118,0,179.0,162.1111,0.0,2.0
1,191.5131,121.1249,1,119.0,74.4312,556.0,3.0
1,423.7313,152.2662,1,99.0,400.8441,198.0,5.0
0,200.0531,135.3292,0,238.0,128.4134,0.0,8.0
0,132.8053,296.6243,0,99.0,117.9534,0.0,4.0
1,97.0696,463.0432,0,399.0,90.3383,0.0,6.0
0,0.0,144.5545,0,0.0,0.0,0.0,2.0
0,68.5584,100.6591,0,199.0,108.2589,0.0,4.0
0,327.9489,176.1817,0,80.0,409.1577,0.0,1.0
0,180.5028,113.381,0,439.0,176.3859,0.0,1.0
