eyemove/table3.firstPassFixDur,eyemove/table3.firstfixDur,eyemove/table3.lastSaccLen,eyemove/table3.meanFixDur
159.0,159.0,198.5057,159.0
199.0,199.0,251.0428,199.0
179.0,179.0,288.3834,179.0
99.0,99.0,210.8418,99.0
199.0,199.0,254.6566,258.0
80.0,80.0,449.2029,80.0
278.0,278.0,143.1861,179.0
80.0,80.0,80.1265,457.0
338.0,139.0,134.5232,169.0
239.0,239.0,97.6281,239.0
159.0,159.0,521.9226,159.0
338.0,159.0,172.0589,169.0
179.0,179.0,144.0703,219.0
179.0,99.0,87.0531,89.5
278.0,179.0,142.1487,159.0
179.0,179.0,138.8254,179.0
100.0,100.0,146.6024,100.0
517.0,278.0,240.0083,172.3333
159.0,159.0,112.0179,159.0
119.0,119.0,357.1589,258.0
199.0,199.0,147.085,80.0
238.0,139.0,48.283,119.0
219.0,219.0,57.9763,139.0
159.0,159.0,158.7766,159.0
219.0,219.0,729.1812,219.0
99.0,99.0,154.0146,99.0
359.0,20.0,89.4539,179.5
119.0,119.0,124.3262,179.0
99.0,99.0,96.3379,99.0
119.0,119.0,170.9218,119.0
438.0,259.0,530.7523,219.0
99.0,99.0,177.0791,99.0
219.0,80.0,127.3283,179.0
199.0,199.0,95.0118,179.0
477.0,179.0,98.1644,258.0
179.0,179.0,91.5874,179.0
199.0,199.0,388.5051,199.0
179.0,179.0,166.7041,179.0
219.0,219.0,277.6698,219.0
318.0,99.0,357.6468,159.0
139.0,139.0,290.0728,139.0
378.0,199.0,63.8161,399.0
139.0,139.0,137.5082,139.0
80.0,80.0,212.1633,80.0
179.0,179.0,274.5073,179.0
239.0,239.0,116.0388,239.0
119.0,119.0,578.1544,119.0
80.0,80.0,460.7779,80.0
99.0,99.0,99.3227,99.0
238.0,238.0,225.5272,238.0
159.0,159.0,310.2084,159.0
160.0,80.0,179.2791,80.0
119.0,119.0,90.7373,119.0
80.0,80.0,461.0043,80.0
199.0,199.0,454.437,199.0
180.0,80.0,54.6466,90.0
279.0,279.0,297.1952,279.0
99.0,99.0,275.5454,99.0
179.0,179.0,121.501,179.0
159.0,159.0,61.7738,159.0
119.0,119.0,224.2733,119.0
337.0,139.0,319.1414,112.3333
199.0,199.0,424.2717,199.0
119.0,119.0,196.8076,119.0
20.0,20.0,125.8223,179.0
119.0,119.0,66.5676,119.0
140.0,140.0,153.4731,140.0
239.0,239.0,118.4789,239.0
318.0,139.0,307.4703,80.0
338.0,239.0,605.0424,169.0
119.0,119.0,142.6403,119.0
100.0,100.0,549.7811,100.0
219.0,219.0,151.8634,124.0
278.0,278.0,79.5393,378.0
318.0,179.0,163.1295,159.0
278.0,179.0,288.4441,159.0
258.0,258.0,348.5111,258.0
80.0,80.0,65.5515,80.0
179.0,179.0,310.8641,179.0
80.0,80.0,363.1425,80.0
80.0,80.0,269.2438,80.0
139.0,139.0,261.6305,139.0
179.0,179.0,273.7417,179.0
696.0,258.0,201.6358,232.0
99.0,99.0,209.1172,99.0
159.0,159.0,226.7355,159.0
179.0,179.0,106.2462,80.0
199.0,199.0,139.5323,219.0
219.0,219.0,108.4735,219.0
179.0,179.0,313.0994,179.0
100.0,100.0,78.1361,100.0
100.0,100.0,212.9519,100.0
139.0,139.0,168.2624,139.0
99.0,99.0,190.9097,199.0
377.0,139.0,286.5925,125.6667
358.0,358.0,58.1055,358.0
417.0,199.0,305.7785,338.0
198.0,99.0,87.8208,99.0
179.0,179.0,197.7758,179.0
179.0,179.0,420.4608,179.0
160.0,80.0,132.3414,80.0
298.0,199.0,151.0406,149.0
99.0,99.0,162.2999,99.0
80.0,80.0,150.1949,80.0
199.0,199.0,226.1084,199.0
179.0,179.0,193.0784,139.0
258.0,258.0,138.5009,258.0
80.0,80.0,448.1166,80.0
417.0,99.0,134.7368,139.0
518.0,299.0,505.0015,498.5
258.0,258.0,145.2481,258.0
299.0,199.0,570.8023,149.5
99.0,99.0,163.0598,99.0
20.0,20.0,90.5345,239.0
139.0,139.0,1202.4376,139.0
179.0,179.0,173.6412,179.0
258.0,139.0,148.6649,129.0
99.0,99.0,287.9084,99.0
199.0,199.0,117.7763,199.0
298.0,179.0,157.9818,149.0
179.0,179.0,292.0616,179.0
119.0,119.0,134.4061,119.0
139.0,139.0,775.7385,139.0
100.0,100.0,163.4786,100.0
437.0,199.0,728.7059,145.6667
80.0,80.0,196.0006,80.0
358.0,358.0,250.0605,358.0
199.0,199.0,373.5482,139.0
119.0,119.0,642.8188,119.0
199.0,199.0,53.0094,199.0
99.0,99.0,819.2565,99.0
219.0,80.0,225.5621,109.5
299.0,299.0,130.853,299.0
159.0,159.0,120.4004,159.0
139.0,139.0,68.0,219.0
179.0,80.0,257.0146,139.0
179.0,179.0,199.1212,179.0
99.0,99.0,110.7892,99.0
199.0,199.0,106.1379,199.0
179.0,179.0,210.0536,199.0
139.0,139.0,138.067,139.0
318.0,139.0,191.0007,219.0
139.0,139.0,50.7666,139.0
238.0,238.0,222.514,238.0
238.0,238.0,652.0276,238.0
119.0,119.0,826.8933,199.0
179.0,179.0,725.0002,179.0
658.0,658.0,0.0,658.0
199.0,199.0,154.4385,239.0
199.0,199.0,159.3047,199.0
199.0,199.0,621.9518,199.0
99.0,99.0,240.6741,99.0
258.0,258.0,272.1659,258.0
437.0,119.0,140.0009,145.6667
139.0,139.0,134.1808,139.0
199.0,199.0,77.5016,359.0
139.0,139.0,168.1458,139.0
239.0,239.0,193.0317,239.0
179.0,179.0,165.9164,179.0
179.0,179.0,141.8767,179.0
80.0,80.0,273.4273,80.0
398.0,199.0,159.0951,139.0
119.0,119.0,364.8027,119.0
179.0,99.0,90.0347,89.5
298.0,199.0,229.5545,149.0
179.0,179.0,143.5862,179.0
139.0,139.0,57.1183,139.0
99.0,99.0,86.2235,99.0
199.0,199.0,467.0043,199.0
298.0,298.0,101.2978,298.0
179.0,179.0,673.8043,179.0
80.0,80.0,182.4966,80.0
139.0,139.0,84.5237,139.0
179.0,179.0,0.0,179.0
179.0,179.0,381.147,179.0
199.0,199.0,183.4864,199.0
99.0,99.0,113.3678,99.0
199.0,199.0,64.7611,399.0
219.0,219.0,256.5122,219.0
119.0,119.0,157.7862,119.0
199.0,199.0,178.6008,199.0
239.0,239.0,320.7437,239.0
99.0,99.0,1162.4398,99.0
119.0,119.0,320.3514,119.0
179.0,179.0,298.5737,109.5
179.0,179.0,50.3513,179.0
219.0,219.0,77.1038,219.0
338.0,199.0,34.5326,169.0
199.0,199.0,79.6994,199.0
258.0,119.0,0.0,258.0
278.0,179.0,135.0037,139.0
139.0,139.0,232.5005,179.0
218.0,119.0,364.6385,109.0
179.0,80.0,111.8302,219.0
119.0,119.0,119.0378,119.0
99.0,99.0,174.2326,99.0
179.0,179.0,125.8014,179.0
119.0,119.0,214.6683,119.0
239.0,239.0,345.1753,239.0
239.0,239.0,160.5631,239.0
80.0,80.0,357.6262,99.0
139.0,139.0,186.3867,139.0
338.0,338.0,109.5046,338.0
318.0,179.0,501.3415,159.0
199.0,199.0,99.6519,199.0
358.0,199.0,187.3533,179.0
159.0,159.0,87.122,159.0
179.0,179.0,181.0,179.0
119.0,119.0,103.3562,119.0
199.0,199.0,310.7129,199.0
99.0,99.0,178.6008,99.0
20.0,20.0,1179.4483,20.0
159.0,159.0,444.1725,159.0
99.0,99.0,145.2446,99.0
160.0,140.0,292.767,199.0
119.0,119.0,101.5012,119.0
159.0,159.0,498.9439,159.0
99.0,99.0,194.0103,99.0
100.0,100.0,745.7883,100.0
179.0,179.0,163.5069,179.0
159.0,159.0,277.0884,159.0
179.0,179.0,262.2251,179.0
80.0,80.0,240.646,80.0
139.0,139.0,237.5426,139.0
139.0,139.0,153.5586,139.0
319.0,319.0,128.8031,319.0
99.0,99.0,100.7,99.0
179.0,179.0,143.6706,179.0
179.0,179.0,147.7176,119.0
179.0,179.0,259.512,80.0
259.0,259.0,53.1154,339.0
338.0,338.0,129.1908,338.0
179.0,179.0,65.8426,179.0
139.0,139.0,197.5057,139.0
199.0,199.0,137.0912,199.0
218.0,99.0,796.2401,109.0
198.0,99.0,102.3743,99.0
80.0,80.0,325.1538,80.0
199.0,199.0,299.9054,298.0
199.0,199.0,96.1054,199.0
199.0,199.0,710.5508,100.0
179.0,179.0,88.6454,219.0
357.0,258.0,426.6418,178.5
518.0,299.0,102.774,172.6667
238.0,139.0,166.554,119.0
139.0,139.0,300.3502,139.0
318.0,179.0,147.9096,159.0
219.0,219.0,137.5227,219.0
99.0,99.0,194.5045,99.0
119.0,119.0,170.8874,119.0
119.0,119.0,238.7179,119.0
318.0,179.0,109.7463,159.0
239.0,239.0,116.3873,239.0
179.0,179.0,128.0722,179.0
139.0,139.0,206.5387,139.0
379.0,379.0,1098.318,379.0
239.0,239.0,217.1555,298.0
119.0,119.0,157.5008,119.0
139.0,139.0,97.8673,139.0
80.0,80.0,228.6329,80.0
259.0,259.0,262.2794,259.0
99.0,99.0,91.9633,99.0
99.0,99.0,227.6648,179.0
99.0,99.0,208.0727,99.0
199.0,199.0,169.105,199.0
99.0,99.0,331.7356,99.0
139.0,139.0,36.0139,139.0
258.0,99.0,306.8391,129.0
258.0,119.0,79.3237,129.0
298.0,298.0,127.4019,259.0
159.0,159.0,178.4888,159.0
199.0,199.0,68.5073,319.0
199.0,199.0,116.5011,199.0
218.0,119.0,166.1994,109.0
99.0,99.0,170.1793,99.0
298.0,199.0,99.2182,149.0
258.0,99.0,129.4083,179.0
159.0,159.0,85.0368,159.0
100.0,100.0,1505.7161,100.0
179.0,179.0,97.6281,179.0
179.0,179.0,721.021,179.0
179.0,179.0,621.5002,179.0
139.0,139.0,351.4872,139.0
298.0,139.0,214.0707,149.0
80.0,80.0,368.4461,80.0
219.0,219.0,90.6091,219.0
318.0,318.0,87.1737,318.0
219.0,219.0,90.5055,219.0
80.0,80.0,267.0117,179.0
119.0,119.0,206.0874,119.0
80.0,80.0,295.4336,80.0
159.0,159.0,230.5049,159.0
239.0,239.0,93.8416,239.0
20.0,20.0,92.5014,20.0
219.0,219.0,85.0323,219.0
458.0,199.0,168.6335,229.0
179.0,179.0,124.6004,179.0
200.0,100.0,148.5842,100.0
298.0,298.0,1236.1789,298.0
278.0,278.0,52.6806,278.0
159.0,159.0,290.8509,159.0
179.0,179.0,569.4974,179.0
199.0,199.0,51.6188,199.0
258.0,258.0,277.3793,258.0
80.0,80.0,122.5122,80.0
179.0,179.0,184.674,179.0
80.0,80.0,133.4625,80.0
159.0,159.0,132.6386,159.0
139.0,139.0,209.3735,139.0
139.0,139.0,425.7758,139.0
538.0,219.0,224.6892,219.0
139.0,139.0,182.5062,139.0
259.0,259.0,109.8203,259.0
179.0,179.0,133.3304,179.0
438.0,418.0,68.2092,219.0
398.0,179.0,76.6632,199.0
278.0,139.0,150.7224,139.0
139.0,139.0,297.0829,139.0
139.0,139.0,529.279,139.0
159.0,159.0,257.8536,159.0
159.0,159.0,282.1436,159.0
139.0,139.0,247.601,139.0
159.0,20.0,152.6434,79.5
298.0,179.0,177.3415,149.0
278.0,278.0,230.9816,139.0
199.0,199.0,223.4066,199.0
80.0,80.0,133.2113,80.0
139.0,139.0,86.1423,139.0
119.0,119.0,93.6803,119.0
179.0,179.0,116.0528,179.0
179.0,179.0,228.8154,238.0
139.0,139.0,385.593,139.0
199.0,199.0,784.7345,199.0
99.0,99.0,222.3044,99.0
139.0,139.0,284.9649,139.0
199.0,199.0,142.4114,199.0
139.0,139.0,173.0181,139.0
219.0,219.0,425.0238,219.0
219.0,219.0,184.6943,219.0
458.0,319.0,131.244,209.5
298.0,298.0,101.0,298.0
159.0,159.0,233.0649,159.0
219.0,219.0,617.8327,219.0
139.0,139.0,113.554,139.0
119.0,119.0,124.2578,119.0
139.0,139.0,173.8368,139.0
259.0,259.0,181.7973,259.0
80.0,80.0,688.3546,80.0
279.0,279.0,206.1965,279.0
119.0,119.0,204.1354,119.0
119.0,119.0,70.0179,119.0
238.0,238.0,316.0479,238.0
99.0,99.0,370.3245,99.0
119.0,119.0,427.7116,119.0
239.0,239.0,410.5049,239.0
139.0,139.0,337.4733,139.0
397.0,298.0,519.5123,198.5
119.0,119.0,168.6313,119.0
258.0,258.0,97.3242,139.0
159.0,159.0,86.6444,159.0
80.0,80.0,184.8276,80.0
219.0,219.0,105.7946,219.0
199.0,199.0,632.8027,199.0
179.0,179.0,454.5025,112.3333
80.0,80.0,187.7292,80.0
638.0,638.0,160.2038,638.0
179.0,179.0,132.5009,179.0
238.0,238.0,107.6673,139.0
179.0,179.0,164.0732,179.0
278.0,139.0,58.5342,139.0
119.0,119.0,86.4653,119.0
80.0,80.0,69.916,80.0
80.0,80.0,147.666,80.0
159.0,159.0,102.5305,159.0
397.0,139.0,71.9253,198.5
139.0,139.0,144.5078,139.0
119.0,119.0,182.2142,119.0
179.0,179.0,148.6422,179.0
99.0,99.0,371.5219,99.0
99.0,99.0,239.0188,99.0
99.0,99.0,74.7011,99.0
99.0,99.0,134.5149,199.0
179.0,179.0,624.838,179.0
139.0,139.0,84.5237,219.0
299.0,299.0,58.4337,299.0
239.0,239.0,117.2774,239.0
318.0,99.0,1073.0825,159.0
339.0,339.0,84.0729,199.0
199.0,199.0,205.7942,139.0
99.0,99.0,89.8846,99.0
159.0,159.0,495.0253,159.0
119.0,119.0,98.8243,119.0
179.0,179.0,214.2825,179.0
179.0,179.0,196.0057,179.0
219.0,80.0,678.9464,109.5
159.0,159.0,72.4189,159.0
179.0,179.0,385.573,179.0
258.0,258.0,193.3966,258.0
159.0,159.0,48.1274,159.0
179.0,179.0,70.8837,179.0
139.0,139.0,50.5668,159.0
219.0,219.0,358.8248,219.0
179.0,179.0,569.5184,179.0
80.0,80.0,696.6208,80.0
258.0,258.0,52.9009,258.0
418.0,199.0,50.4009,199.0
140.0,140.0,1187.5692,140.0
80.0,80.0,110.8896,80.0
736.0,239.0,653.3062,184.0
179.0,179.0,667.9558,179.0
179.0,80.0,93.771,89.5
99.0,99.0,332.6718,99.0
119.0,119.0,215.0145,119.0
259.0,259.0,0.0,259.0
179.0,179.0,102.5597,179.0
298.0,139.0,77.1622,149.0
199.0,199.0,176.1817,179.0
159.0,159.0,73.6495,159.0
139.0,139.0,471.9883,139.0
219.0,219.0,87.9616,438.0
159.0,159.0,293.5106,159.0
179.0,179.0,207.9483,179.0
198.0,99.0,621.3445,99.0
80.0,80.0,88.6143,80.0
179.0,179.0,303.5642,179.0
279.0,279.0,688.5821,279.0
119.0,119.0,448.0137,119.0
139.0,139.0,96.7471,139.0
258.0,258.0,198.7542,219.0
99.0,99.0,118.423,145.6667
99.0,99.0,133.0564,99.0
99.0,99.0,210.0595,99.0
159.0,159.0,124.5361,159.0
240.0,80.0,178.6757,99.5
179.0,179.0,119.105,179.0
518.0,299.0,253.9734,219.0
159.0,159.0,140.5569,159.0
159.0,159.0,442.0775,159.0
199.0,119.0,137.7725,99.5
100.0,100.0,840.1341,169.0
80.0,80.0,130.8625,80.0
80.0,80.0,55.0681,80.0
99.0,99.0,160.5942,139.0
239.0,239.0,1242.8175,239.0
100.0,100.0,135.8538,129.0
279.0,279.0,99.2837,279.0
139.0,139.0,124.5351,139.0
119.0,119.0,158.1305,80.0
537.0,318.0,126.8671,298.0
338.0,139.0,144.6245,169.0
238.0,238.0,309.9665,238.0
159.0,159.0,114.0537,159.0
139.0,139.0,910.9391,119.0
379.0,379.0,330.5771,379.0
298.0,298.0,72.0156,298.0
179.0,179.0,130.173,179.0
258.0,258.0,363.6661,258.0
159.0,159.0,160.0578,159.0
219.0,80.0,156.5966,139.0
239.0,239.0,83.5853,239.0
159.0,159.0,216.3805,159.0
219.0,139.0,168.7965,109.5
80.0,80.0,194.7569,80.0
139.0,139.0,204.0496,139.0
139.0,139.0,165.364,139.0
119.0,119.0,131.264,119.0
119.0,119.0,157.9193,119.0
258.0,258.0,109.0287,258.0
199.0,199.0,76.7235,99.0
179.0,179.0,114.4246,179.0
279.0,279.0,92.4392,279.0
139.0,139.0,112.8207,139.0
238.0,139.0,134.0233,119.0
179.0,179.0,44.2634,179.0
139.0,139.0,24.0468,139.0
139.0,139.0,38.5,139.0
139.0,139.0,168.0186,139.0
159.0,159.0,78.5143,159.0
139.0,139.0,156.5288,139.0
159.0,159.0,91.0014,159.0
139.0,139.0,215.4553,139.0
80.0,80.0,250.002,80.0
318.0,179.0,156.1802,159.0
298.0,298.0,192.0319,298.0
179.0,179.0,157.334,149.0
139.0,139.0,164.6003,139.0
159.0,159.0,79.0348,159.0
179.0,179.0,262.2103,179.0
139.0,139.0,42.45,139.0
179.0,179.0,146.0548,179.0
199.0,199.0,101.6772,199.0
219.0,219.0,142.8863,219.0
179.0,179.0,148.5412,179.0
199.0,199.0,325.0015,199.0
278.0,278.0,196.3982,278.0
199.0,199.0,89.5126,199.0
159.0,159.0,87.7055,159.0
318.0,179.0,203.3624,258.0
239.0,219.0,88.0909,119.5
120.0,120.0,1406.9333,120.0
139.0,139.0,191.0236,139.0
100.0,100.0,1548.5591,100.0
199.0,80.0,171.2921,99.5
139.0,139.0,441.5484,139.0
199.0,199.0,773.5273,199.0
357.0,238.0,481.0969,178.5
199.0,199.0,258.0484,199.0
179.0,179.0,114.5622,179.0
199.0,199.0,161.4102,199.0
199.0,199.0,313.8571,199.0
119.0,119.0,185.6192,149.5
99.0,99.0,296.6243,99.0
159.0,159.0,141.3833,159.0
159.0,159.0,296.1271,159.0
218.0,99.0,192.9747,109.0
139.0,139.0,197.6392,139.0
219.0,219.0,113.0896,219.0
379.0,379.0,166.0482,379.0
179.0,179.0,263.5384,179.0
99.0,99.0,221.5277,99.0
458.0,458.0,100.5448,458.0
239.0,239.0,90.05,239.0
239.0,239.0,580.8324,239.0
160.0,80.0,253.6632,80.0
139.0,139.0,152.5664,139.0
278.0,119.0,0.0,179.0
239.0,239.0,119.0,239.0
239.0,239.0,322.3713,239.0
538.0,219.0,132.035,638.0
318.0,179.0,64.9346,159.0
159.0,159.0,178.5343,159.0
179.0,179.0,105.0107,179.0
318.0,139.0,195.523,159.0
99.0,99.0,158.5757,99.0
159.0,159.0,348.509,159.0
80.0,80.0,87.5357,179.0
338.0,219.0,248.0952,169.0
179.0,179.0,420.2011,179.0
239.0,239.0,156.1802,239.0
119.0,119.0,369.4117,119.0
179.0,179.0,54.2794,179.0
198.0,99.0,139.5143,99.0
219.0,219.0,276.2829,219.0
180.0,100.0,101.8148,90.0
179.0,179.0,127.0797,179.0
298.0,298.0,199.01,298.0
99.0,99.0,141.8529,139.5
140.0,140.0,266.3691,140.0
139.0,139.0,561.1,109.5
80.0,80.0,351.8114,99.0
239.0,239.0,110.3913,239.0
437.0,437.0,203.8553,437.0
219.0,80.0,93.0054,109.5
139.0,139.0,96.6566,139.0
119.0,119.0,176.098,238.0
139.0,139.0,152.3327,179.0
99.0,99.0,351.4232,99.0
179.0,179.0,122.0092,139.0
139.0,139.0,546.7966,139.0
159.0,159.0,132.8166,159.0
99.0,99.0,596.4229,99.0
99.0,99.0,130.1816,99.0
100.0,100.0,423.5003,100.0
99.0,99.0,303.9215,99.0
458.0,298.0,255.6766,99.0
359.0,359.0,176.7442,209.0
159.0,159.0,245.1989,159.0
139.0,139.0,80.878,139.0
219.0,219.0,177.5028,219.0
139.0,139.0,583.9891,139.0
199.0,80.0,394.8576,119.0
179.0,179.0,140.0036,179.0
159.0,159.0,358.2335,159.0
139.0,139.0,701.5429,139.0
179.0,179.0,654.4435,179.0
199.0,199.0,48.9541,199.0
218.0,119.0,140.1606,109.0
139.0,139.0,285.5438,139.0
159.0,159.0,175.6082,159.0
100.0,100.0,587.1226,100.0
199.0,199.0,112.3755,199.0
219.0,80.0,62.0504,109.5
179.0,179.0,125.049,179.0
119.0,119.0,131.6435,119.0
239.0,239.0,211.1333,239.0
439.0,439.0,110.5554,439.0
80.0,80.0,1074.4436,159.0
100.0,100.0,697.775,100.0
99.0,99.0,261.521,99.0
139.0,139.0,466.7917,139.0
139.0,139.0,725.1,139.0
99.0,99.0,321.9231,99.0
239.0,239.0,144.7498,239.0
139.0,139.0,193.2938,139.0
99.0,99.0,521.318,99.0
139.0,139.0,173.5115,139.0
139.0,139.0,88.4096,139.0
219.0,219.0,238.0189,219.0
179.0,179.0,122.0,179.0
159.0,159.0,449.1116,159.0
239.0,239.0,76.8798,239.0
80.0,80.0,533.496,99.0
119.0,119.0,116.5,119.0
258.0,99.0,110.6345,129.0
139.0,139.0,169.8249,80.0
139.0,139.0,101.6477,139.0
159.0,159.0,361.8764,159.0
80.0,80.0,128.0176,80.0
398.0,199.0,88.37,199.0
199.0,199.0,70.8025,199.0
259.0,239.0,278.6149,129.5
199.0,199.0,90.5884,99.0
219.0,219.0,174.5287,219.0
80.0,80.0,129.848,80.0
278.0,159.0,167.8519,139.0
119.0,119.0,131.539,119.0
139.0,139.0,85.856,139.0
199.0,199.0,306.1634,199.0
199.0,199.0,0.0,80.0
219.0,219.0,262.1893,199.0
318.0,318.0,196.1842,318.0
99.0,99.0,429.3673,298.0
119.0,119.0,1686.4404,119.0
139.0,139.0,314.5064,139.0
139.0,139.0,377.2218,139.0
179.0,179.0,55.5203,179.0
99.0,99.0,175.6822,99.0
20.0,20.0,61.9879,20.0
80.0,80.0,766.2997,159.0
358.0,199.0,111.0011,179.0
99.0,99.0,329.5243,99.0
219.0,219.0,200.1599,219.0
99.0,99.0,216.037,99.0
139.0,139.0,129.2604,139.0
179.0,179.0,180.5339,179.0
199.0,199.0,273.2018,219.0
139.0,139.0,201.2523,139.0
139.0,139.0,523.0153,139.0
80.0,80.0,155.9623,99.0
179.0,179.0,195.3164,119.0
139.0,139.0,162.2421,139.0
159.0,159.0,252.1081,159.0
239.0,239.0,107.2287,239.0
100.0,100.0,196.7543,100.0
119.0,119.0,134.6338,119.0
278.0,278.0,194.5308,278.0
80.0,80.0,178.2414,80.0
179.0,179.0,138.6588,179.0
179.0,179.0,102.2754,179.0
139.0,139.0,90.1138,139.0
238.0,238.0,179.959,238.0
259.0,259.0,184.6957,259.0
119.0,119.0,231.6619,119.0
219.0,219.0,413.0366,219.0
199.0,199.0,171.0117,298.0
179.0,179.0,138.7552,179.0
458.0,458.0,89.9389,458.0
219.0,219.0,202.8084,219.0
199.0,199.0,190.0217,279.0
438.0,179.0,202.2474,219.0
119.0,119.0,520.4673,119.0
219.0,219.0,217.019,219.0
99.0,99.0,163.0192,99.0
298.0,199.0,126.5356,149.0
139.0,139.0,495.1336,139.0
219.0,100.0,187.0541,109.5
219.0,219.0,122.602,219.0
99.0,99.0,444.4868,99.0
319.0,319.0,114.7966,279.0
159.0,159.0,250.0785,159.0
199.0,119.0,302.0141,99.5
179.0,179.0,43.2348,179.0
219.0,219.0,78.2768,219.0
558.0,558.0,399.0492,558.0
139.0,139.0,137.1313,99.0
298.0,139.0,109.0562,149.0
219.0,219.0,177.7034,219.0
179.0,179.0,490.4921,179.0
80.0,80.0,371.0569,80.0
199.0,199.0,136.7452,199.0
139.0,139.0,224.5802,139.0
179.0,179.0,695.034,179.0
199.0,199.0,105.0774,199.0
338.0,159.0,299.6352,99.0
139.0,139.0,606.7125,139.0
139.0,139.0,164.6003,139.0
119.0,119.0,263.574,119.0
179.0,179.0,98.8433,179.0
179.0,80.0,70.8025,89.5
199.0,199.0,472.6957,199.0
179.0,179.0,119.5377,179.0
159.0,159.0,576.5137,159.0
119.0,119.0,66.191,119.0
239.0,239.0,774.717,239.0
80.0,80.0,180.7242,80.0
198.0,99.0,417.6967,99.0
259.0,259.0,202.8725,259.0
80.0,80.0,275.2199,119.0
219.0,219.0,38.513,219.0
179.0,99.0,167.2872,89.5
99.0,99.0,204.5391,99.0
159.0,159.0,321.5016,119.0
139.0,139.0,254.5781,139.0
278.0,139.0,135.9871,139.0
80.0,80.0,168.3627,80.0
179.0,179.0,97.5,179.0
417.0,159.0,416.5948,208.5
119.0,119.0,269.5116,119.0
179.0,179.0,212.627,179.0
119.0,119.0,223.5805,119.0
219.0,219.0,264.8971,219.0
258.0,258.0,264.8443,258.0
99.0,99.0,155.6478,99.0
278.0,278.0,383.2039,278.0
239.0,239.0,77.4758,239.0
219.0,219.0,400.9115,219.0
179.0,179.0,132.8053,179.0
99.0,99.0,217.8124,99.0
179.0,179.0,188.1495,199.0
239.0,239.0,83.7257,239.0
299.0,299.0,103.0594,299.0
99.0,99.0,148.0076,99.0
199.0,119.0,217.297,99.5
119.0,119.0,276.5416,80.0
99.0,99.0,187.7472,179.0
139.0,139.0,249.2007,139.0
179.0,179.0,73.0616,179.0
358.0,179.0,193.0525,179.0
99.0,99.0,127.4608,99.0
120.0,120.0,419.0716,120.0
80.0,80.0,639.5782,80.0
139.0,139.0,318.0098,139.0
159.0,159.0,203.0222,99.0
80.0,80.0,113.7036,80.0
139.0,139.0,69.8033,139.0
239.0,239.0,148.7725,239.0
99.0,99.0,151.6344,179.0
438.0,179.0,290.7116,139.0
199.0,199.0,226.7692,99.0
99.0,99.0,51.12,99.0
119.0,119.0,275.7,119.0
199.0,199.0,108.9082,199.0
199.0,199.0,129.0475,199.0
518.0,299.0,153.5008,179.0
139.0,139.0,332.0636,139.0
378.0,298.0,507.5355,189.0
199.0,199.0,111.7866,199.0
258.0,258.0,231.6948,258.0
99.0,99.0,721.5028,99.0
179.0,179.0,124.5161,179.0
239.0,239.0,148.0008,239.0
338.0,338.0,680.3242,338.0
219.0,219.0,129.2256,358.0
139.0,139.0,135.5083,159.0
120.0,120.0,387.3296,120.0
139.0,139.0,252.0005,139.0
139.0,139.0,197.5152,139.0
616.0,616.0,638.0384,616.0
99.0,99.0,153.8059,99.0
239.0,239.0,198.2524,239.0
437.0,437.0,219.3285,258.0
119.0,119.0,261.2317,119.0
199.0,119.0,202.5913,239.0
318.0,318.0,85.5015,318.0
238.0,238.0,151.5074,238.0
179.0,179.0,99.776,179.0
338.0,199.0,220.1113,169.0
319.0,319.0,219.2373,319.0
80.0,80.0,113.3854,80.0
179.0,179.0,150.1408,179.0
179.0,179.0,199.4655,159.0
218.0,99.0,158.749,179.0
139.0,139.0,194.0309,139.0
358.0,179.0,217.6718,179.0
179.0,179.0,145.8124,219.0
139.0,139.0,157.2657,139.0
139.0,139.0,275.055,139.0
99.0,99.0,769.3585,99.0
397.0,139.0,120.0521,298.0
139.0,139.0,261.0388,139.0
179.0,179.0,150.3671,109.0
218.0,119.0,39.6138,109.0
80.0,80.0,327.5462,80.0
159.0,159.0,135.9458,159.0
278.0,278.0,93.5909,338.0
557.0,557.0,417.632,139.0
160.0,80.0,159.8132,99.0
100.0,100.0,432.6413,100.0
279.0,279.0,112.641,279.0
219.0,219.0,218.3169,139.0
219.0,219.0,193.1094,219.0
139.0,139.0,141.1497,139.0
99.0,99.0,376.0618,99.0
278.0,278.0,162.5031,278.0
179.0,179.0,249.8024,179.0
258.0,258.0,114.2804,298.0
139.0,139.0,163.5008,139.0
199.0,199.0,172.1547,199.0
80.0,80.0,202.5938,99.0
258.0,258.0,184.0448,258.0
139.0,139.0,152.0403,139.0
80.0,80.0,495.0,80.0
139.0,139.0,442.5636,139.0
179.0,179.0,462.8998,179.0
318.0,318.0,177.1588,318.0
219.0,219.0,252.5005,219.0
139.0,139.0,127.7204,139.0
119.0,119.0,209.5376,119.0
379.0,379.0,86.0712,379.0
239.0,239.0,76.4003,239.0
457.0,139.0,580.5603,152.3333
318.0,179.0,181.5991,159.0
239.0,239.0,222.3241,119.0
159.0,159.0,209.5024,159.0
139.0,139.0,158.0008,139.0
80.0,80.0,161.4102,80.0
278.0,278.0,205.0274,159.0
159.0,159.0,151.0406,159.0
139.0,139.0,178.9728,139.0
99.0,99.0,149.9108,219.0
80.0,80.0,855.5298,80.0
199.0,199.0,488.5064,199.0
139.0,139.0,70.9366,80.0
