eyemove/table1.firstPassFixDur,eyemove/table1.landingPos,eyemove/table1.lastSaccLen,eyemove/table1.leavingPos,eyemove/table1.lineNo,eyemove/table1.meanFixDur,eyemove/table1.nextFixDur,eyemove/table1.prevFixPos,eyemove/table1.pupilDiamLag,eyemove/table1.pupilDiamMax
179.0,144.8189,163.5619,125.1958,67.0,179.0,298.0,39.0512,0.1995,0.203
179.0,72.092,895.1633,70.8978,6235.0,179.0,139.0,51.0882,0.3761,0.3176
179.0,54.5206,77.0406,67.5296,4375.0,179.0,100.0,41.0488,0.0942,0.0182
80.0,140.5036,192.5649,120.5985,4254.0,80.0,179.0,529.7027,0.314,0.2625
397.0,28.9871,185.4562,218.2527,1736.0,132.3333,179.0,221.009,0.3443,0.1538
538.0,80.2309,205.0494,102.7144,2377.0,538.0,20.0,57.28,0.6472,0.6472
559.0,38.3308,63.1269,141.008,2389.0,279.5,219.0,890.8749,0.2482,0.2482
199.0,14.3962,91.325,51.2104,10071.0,99.5,99.0,22.3607,0.1572,-0.0103
139.0,89.3155,356.6546,99.6519,5401.0,139.0,159.0,10.6301,0.1392,0.1392
99.0,169.6887,145.3487,177.7449,10674.0,99.0,239.0,66.3702,0.2647,0.1377
298.0,6.265,192.0059,12.8062,682.0,298.0,338.0,127.0354,0.1466,0.1326
298.0,40.8534,67.0671,32.8101,1133.0,298.0,119.0,95.0053,0.3893,0.1938
338.0,89.8693,65.307,65.0173,10564.0,169.0,159.0,426.9333,0.2847,0.1872
99.0,53.912,365.7448,30.5164,10173.0,99.0,99.0,40.05,0.2032,0.1572
318.0,23.817,1013.6105,932.2544,9098.0,159.0,99.0,286.0087,0.2302,0.3162
179.0,20.3961,348.9391,37.5133,7891.0,179.0,199.0,167.869,0.3348,0.1358
338.0,86.8058,127.8329,177.4218,1322.0,112.6667,179.0,113.7453,0.1102,0.1102
278.0,46.768,582.5019,58.2001,7624.0,139.0,179.0,242.8662,0.2431,0.3061
199.0,78.3661,110.2112,85.5468,10835.0,199.0,199.0,210.4899,0.25,0.25
159.0,75.0417,111.325,59.0635,3524.0,159.0,80.0,0.0,0.5365,0.399
99.0,28.6007,139.6755,41.1947,7815.0,99.0,219.0,101.789,0.1181,-0.0044
318.0,54.8931,166.4121,26.163,9452.0,159.0,80.0,555.9469,0.1271,0.1456
119.0,31.5634,74.9283,39.9155,8110.0,119.0,219.0,66.1287,0.3684,0.0489
139.0,82.0518,168.7602,75.5414,10340.0,139.0,99.0,127.2517,0.3363,0.2103
139.0,21.4709,215.5371,14.089,4011.0,139.0,219.0,258.8532,0.7216,0.3191
298.0,108.1157,116.0873,105.006,4835.0,259.0,139.0,27.6586,0.1916,0.1621
139.0,76.5147,613.3574,89.3001,1729.0,139.0,99.0,65.0,0.1538,0.2758
516.0,48.2701,65.3911,39.1216,3280.0,298.0,80.0,221.5626,0.675,-4.3255
99.0,52.1967,359.0198,64.6239,1719.0,99.0,80.0,177.6288,0.1653,0.1618
457.0,114.1271,365.2684,77.9647,6122.0,152.3333,99.0,6.7082,0.3226,0.3966
139.0,10.1242,37.8319,14.9164,5374.0,139.0,199.0,433.3647,0.1802,0.1802
179.0,65.4714,249.3657,68.7314,4562.0,179.0,258.0,97.7394,-0.0118,0.0997
278.0,35.5598,112.5278,36.1732,5825.0,278.0,258.0,194.2498,0.2565,0.095
199.0,49.7041,128.6283,94.3398,2686.0,199.0,259.0,63.3246,0.9595,0.9595
218.0,86.1423,145.0836,109.11,7346.0,139.0,139.0,805.0894,0.1033,0.1113
119.0,42.7463,321.2262,42.11,5699.0,119.0,159.0,0.0,0.1325,0.077
99.0,6.8007,177.8145,5.2202,4169.0,99.0,99.0,379.0844,0.2085,0.019
318.0,76.0428,101.1237,61.1739,7293.0,318.0,179.0,97.1854,0.1138,0.0238
99.0,26.1008,189.0298,32.9848,4334.0,99.0,159.0,55.0,0.089,0.091
80.0,24.6221,99.363,12.0416,949.0,80.0,179.0,125.3555,0.2059,0.1764
278.0,39.9061,67.2031,34.2381,3805.0,278.0,119.0,324.8215,-0.0077,0.2108
80.0,97.889,183.4121,89.0688,6903.0,80.0,99.0,677.8687,0.0153,0.0153
139.0,185.529,343.3402,186.6715,9900.0,159.0,99.0,208.1178,0.1205,0.0915
318.0,62.139,94.1913,68.9003,8470.0,159.0,179.0,237.0844,0.2162,0.2242
159.0,113.4868,213.0094,114.7966,375.0,159.0,378.0,167.1466,0.0634,0.0089
159.0,38.0526,206.202,24.6221,2290.0,159.0,179.0,71.5891,-0.3453,-0.4198
119.0,80.0141,150.6892,90.1138,6900.0,119.0,80.0,39.0512,0.6353,0.0938
99.0,53.1907,374.3237,47.5631,803.0,99.0,179.0,99.5038,0.1211,0.0586
199.0,55.2268,95.1893,53.3667,6302.0,199.0,219.0,41.2311,0.1625,0.196
259.0,54.7768,435.1839,56.5199,1877.0,179.0,179.0,188.0425,0.2394,0.1373
99.0,39.016,145.1516,39.538,8615.0,99.0,159.0,190.8009,0.4082,0.1972
179.0,20.0562,162.2968,42.638,1341.0,179.0,139.0,115.6244,0.1267,0.0542
219.0,107.5105,285.3769,98.1542,5186.0,219.0,159.0,13.4536,0.0353,0.0813
99.0,94.7589,232.5774,90.638,848.0,99.0,179.0,24.6982,0.1951,0.1256
159.0,153.1837,131.5485,156.5288,666.0,159.0,100.0,411.7596,0.4941,0.1706
278.0,23.6485,83.2721,7.5664,3472.0,139.0,100.0,155.158,0.3423,0.4268
199.0,102.7631,202.5154,98.074,4903.0,199.0,199.0,78.8733,0.1386,0.0981
119.0,72.4707,27.7218,56.4358,3833.0,119.0,119.0,160.8509,0.2388,0.4038
119.0,76.0428,142.486,77.0146,1044.0,159.0,99.0,229.5387,0.2389,0.1359
179.0,58.843,248.1819,64.56,9708.0,179.0,119.0,130.0154,0.0305,0.043
219.0,61.0328,81.1187,61.1003,2007.0,109.5,219.0,39.2938,0.2614,0.2449
199.0,22.0511,171.0629,29.77,10852.0,99.5,199.0,110.2905,0.3185,0.267
199.0,58.6963,655.9971,61.2638,6785.0,199.0,159.0,759.2338,0.2184,0.0819
199.0,53.782,124.0585,51.3931,595.0,199.0,239.0,579.4972,0.1378,0.2068
298.0,28.1824,211.3557,32.6879,3701.0,298.0,199.0,97.4987,0.3121,0.5301
80.0,67.6702,205.9235,71.9253,974.0,80.0,139.0,94.4299,0.0989,0.1449
80.0,42.8544,167.1743,42.4058,5148.0,80.0,119.0,164.7574,0.1148,0.2568
199.0,6.0208,134.0037,58.5342,6643.0,129.0,139.0,116.559,0.2776,0.0896
179.0,74.0422,49.6236,82.2982,8161.0,179.0,100.0,371.0216,0.2504,-0.0571
199.0,21.2132,40.2523,16.0078,8475.0,199.0,139.0,116.619,0.5592,0.2162
179.0,58.4209,182.9624,64.4457,1221.0,179.0,139.0,68.0294,0.0438,0.0083
518.0,77.7126,104.5813,249.8925,2224.0,259.0,379.0,100.2247,2.2779,1.8444
80.0,2.9155,95.5955,16.0,1236.0,80.0,139.0,55.7853,0.3878,0.0418
179.0,48.5232,89.2749,40.5771,649.0,338.0,199.0,209.5376,0.0841,0.0731
179.0,26.2345,198.142,29.6142,1684.0,139.0,278.0,125.873,0.0766,-0.0479
298.0,99.5904,414.2855,57.5674,5887.0,149.0,199.0,615.1821,0.1775,0.1955
139.0,83.5374,848.7744,82.7421,1542.0,99.0,80.0,190.9791,0.5936,0.1411
159.0,111.0158,223.0807,92.0706,5014.0,199.0,318.0,55.3263,0.0786,0.1056
438.0,120.6255,485.4083,87.9801,2822.0,219.0,359.0,277.1804,1.0372,1.5692
358.0,41.6473,109.9022,47.1699,1298.0,179.0,99.0,38.6394,0.2967,0.3222
278.0,44.7269,103.0946,44.6346,3585.0,278.0,239.0,577.5483,0.374,0.152
239.0,76.5147,353.958,67.1751,487.0,239.0,99.0,101.0198,0.1383,0.0063
199.0,44.1616,507.7046,30.8869,4110.0,199.0,139.0,118.3427,0.263,0.2395
99.0,47.6051,131.0057,41.0396,1016.0,99.0,258.0,247.7761,0.1294,0.0329
80.0,35.6721,359.835,30.6023,9269.0,80.0,179.0,32.7567,0.1792,0.1217
318.0,26.2774,128.2078,29.0043,9509.0,139.0,80.0,228.3725,0.2401,0.1086
99.0,50.2494,469.3149,53.1272,4613.0,99.0,199.0,186.0672,0.2777,0.2312
278.0,26.6833,205.8501,33.2415,8881.0,278.0,139.0,212.8497,0.1802,0.2297
139.0,37.9012,208.3537,39.6989,619.0,139.0,398.0,155.7947,0.4361,0.1676
80.0,54.5206,96.9665,57.6238,6993.0,80.0,80.0,131.0611,0.2253,-0.0682
179.0,50.8552,101.1558,23.7065,2826.0,179.0,20.0,141.2091,0.6997,0.9667
199.0,87.9119,236.3906,83.1895,4913.0,159.0,159.0,659.6302,0.0996,0.0851
179.0,240.6018,250.8371,239.669,706.0,179.0,119.0,280.0803,0.0771,0.2036
99.0,35.3553,494.3099,36.6674,9486.0,99.0,80.0,112.1116,0.1446,0.0646
179.0,51.5024,691.7301,62.532,1917.0,179.0,179.0,662.0045,0.2724,0.2724
119.0,10.7005,268.0532,23.5053,9573.0,119.0,119.0,301.2806,0.1786,0.1856
179.0,35.4401,139.7033,40.2523,8365.0,179.0,179.0,19.799,0.5452,0.1847
258.0,40.2647,149.5008,50.01,10149.0,258.0,219.0,67.2681,0.3397,0.3397
99.0,56.1427,313.9606,57.4913,5686.0,99.0,119.0,26.6271,0.327,0.154
99.0,33.1097,189.0192,23.7171,7271.0,80.0,199.0,196.5426,0.4498,0.3028
80.0,49.3356,126.58,53.7331,9114.0,80.0,80.0,273.1831,0.2052,0.0587
199.0,120.9731,80.514,72.5483,2611.0,279.0,219.0,634.9622,0.9425,0.9425
179.0,40.3887,226.8816,41.3038,10019.0,179.0,219.0,138.4377,0.193,0.1525
159.0,95.6151,581.5325,109.4646,3584.0,159.0,278.0,189.8341,0.374,0.5605
259.0,110.354,58.1227,50.589,4166.0,129.5,179.0,738.751,0.108,0.0165
80.0,61.131,255.0848,65.7305,3765.0,80.0,99.0,98.3514,0.4858,0.2883
179.0,44.9444,259.3318,47.5395,8382.0,179.0,139.0,61.6604,0.2802,0.2327
199.0,51.1297,132.0947,59.0699,8436.0,199.0,159.0,124.904,0.0437,0.0102
556.0,64.8093,161.4845,34.0918,10717.0,278.0,119.0,198.6479,0.0825,-0.0505
99.0,62.1772,332.1333,61.5508,7154.0,99.0,100.0,273.3368,0.1586,0.1556
239.0,88.8144,154.7336,84.4408,5000.0,239.0,219.0,73.0,0.0971,0.1771
80.0,78.6527,61.5731,64.3292,6531.0,80.0,99.0,113.3711,0.212,0.1401
258.0,67.9283,103.3102,73.8664,10516.0,258.0,139.0,173.5655,0.2592,0.2592
119.0,44.5028,583.1243,40.6079,3343.0,119.0,119.0,119.1512,0.085,0.19
99.0,81.4371,153.1837,94.1488,6495.0,99.0,179.0,80.7217,0.0859,-0.2646
119.0,56.0045,299.1927,66.8824,3433.0,119.0,119.0,72.9178,0.1443,0.2263
99.0,83.7929,128.7187,22.2991,9289.0,199.0,100.0,196.023,0.2842,0.1557
219.0,47.0239,109.573,52.9953,5672.0,219.0,199.0,410.0195,0.102,0.106
139.0,65.5687,175.0893,65.9735,4872.0,278.0,119.0,56.3028,0.2786,0.1756
239.0,73.4932,100.1212,56.7649,2678.0,239.0,20.0,105.9481,0.556,0.2995
915.0,42.11,87.9673,46.9308,5603.0,497.0,159.0,113.1106,0.347,0.1315
179.0,26.9119,53.1154,24.1506,5760.0,179.0,99.0,183.4475,0.122,0.06
99.0,82.4924,212.1114,78.9003,1800.0,99.0,139.0,0.0,0.2743,-0.0176
279.0,107.4209,160.5195,62.3699,1382.0,139.5,99.0,26.3059,0.0387,0.0412
179.0,75.977,500.2512,76.0411,9938.0,179.0,258.0,217.5891,0.325,0.133
319.0,18.5068,140.788,66.2118,3193.0,319.0,20.0,106.3203,0.4221,0.0986
139.0,28.7837,226.6787,23.2594,9291.0,139.0,100.0,198.0631,0.2842,0.1557
120.0,77.2528,441.5725,73.0839,2150.0,120.0,20.0,205.4483,1.5854,0.5989
139.0,91.6106,487.0503,95.0118,214.0,259.0,238.0,228.1162,0.126,0.062
238.0,76.4853,184.6734,77.3692,5193.0,338.0,159.0,585.0214,0.1008,0.0233
80.0,45.0,56.4734,25.3476,10052.0,80.0,139.0,98.0816,0.2672,0.1477
99.0,19.2938,77.7721,15.0416,10390.0,99.0,100.0,95.2103,0.1487,0.1352
99.0,11.5109,45.9619,17.9513,1831.0,219.0,139.0,209.1937,0.1729,0.0524
298.0,100.4117,194.1198,102.2851,7810.0,298.0,199.0,254.9216,0.0361,0.0246
119.0,38.7072,180.2471,28.5701,7618.0,119.0,80.0,572.3443,0.3061,0.3301
159.0,8.7321,51.1981,9.4868,3933.0,159.0,238.0,441.7024,0.1471,0.0006
179.0,185.4973,99.9025,175.7228,2569.0,399.0,259.0,55.3173,1.8775,1.764
278.0,145.3109,238.1344,91.1112,5469.0,139.0,139.0,110.6526,0.2187,0.0972
119.0,61.9112,435.3323,79.6822,5687.0,119.0,99.0,259.3781,0.327,0.1435
179.0,82.1842,174.2326,81.0139,3984.0,179.0,99.0,36.8917,0.1101,-0.0469
199.0,7.0711,195.1442,67.6018,2988.0,70.0,239.0,47.0425,0.6906,-0.1049
99.0,27.2947,170.2946,41.2311,10787.0,99.0,99.0,73.0616,0.522,0.089
238.0,79.6006,163.5619,92.6984,4448.0,238.0,219.0,29.7321,0.1432,-0.0873
278.0,121.5165,548.6164,46.5242,9781.0,139.0,119.0,190.1184,0.1345,0.289
139.0,61.1903,146.2395,67.0466,3846.0,139.0,100.0,46.5296,0.2558,0.1693
238.0,72.8577,306.9287,88.7764,4524.0,238.0,139.0,337.926,0.1052,0.1942
99.0,79.0142,534.4645,84.0536,3306.0,99.0,199.0,105.9481,0.4355,-0.07
139.0,73.5697,110.0284,74.1485,6511.0,139.0,80.0,87.0919,0.5514,0.0319
219.0,21.5,137.5736,21.0,5764.0,219.0,179.0,47.0425,0.0785,0.102
179.0,96.251,87.0531,87.865,8739.0,119.0,159.0,354.0056,0.1843,0.1838
99.0,61.5731,151.6616,51.3931,10902.0,99.0,139.0,153.6392,0.0005,-0.1045
318.0,89.7357,158.2561,44.0965,6167.0,159.0,219.0,331.4363,0.0736,0.0351
298.0,67.2012,186.8596,67.7791,6930.0,149.0,179.0,331.3201,0.3973,0.1333
179.0,55.0205,104.0589,40.7339,5965.0,179.0,179.0,213.7849,0.3621,0.4721
757.0,48.7468,301.371,62.2435,2300.0,757.0,279.0,171.0117,1.0497,-0.3948
139.0,14.3003,148.6556,19.8116,6022.0,139.0,139.0,165.339,0.2561,0.0996
219.0,90.4461,173.5115,78.4347,3734.0,219.0,99.0,137.0328,0.3768,0.3623
99.0,29.3002,159.7568,45.8394,7083.0,159.0,199.0,469.2398,0.4063,0.1708
139.0,46.4004,160.8182,45.401,7791.0,99.0,80.0,532.9034,0.1526,0.0801
318.0,90.802,117.3765,52.5095,5700.0,159.0,219.0,343.4312,0.1325,0.1245
139.0,89.0056,188.5975,83.0452,9707.0,139.0,179.0,505.6679,0.043,0.043
179.0,71.3109,617.5275,75.2728,7976.0,179.0,99.0,144.4611,0.3053,0.2298
179.0,119.9427,1641.2124,100.0862,2217.0,219.0,120.0,35.5106,2.0074,2.0074
179.0,141.6272,144.8456,133.015,150.0,179.0,199.0,31.0,0.0915,0.032
199.0,31.0483,267.5916,39.8121,2337.0,199.0,279.0,150.6851,-0.8588,0.0672
278.0,57.0022,222.2082,21.9659,377.0,129.5,219.0,782.3094,0.0859,0.0539
259.0,51.3517,220.6451,36.6674,449.0,259.0,219.0,116.0172,0.0823,-0.0132
99.0,123.415,296.9621,134.5149,9357.0,99.0,80.0,198.0101,0.2407,0.0832
219.0,56.1894,162.9969,126.5484,9747.0,109.5,80.0,177.7245,0.351,0.2125
179.0,135.2793,243.2781,138.5081,8043.0,179.0,139.0,107.0187,0.1913,0.2028
119.0,43.546,183.0027,42.8544,8281.0,119.0,99.0,96.566,0.0629,0.0109
199.0,79.0569,242.4113,70.3651,124.0,199.0,139.0,84.8764,0.171,0.147
99.0,99.5201,152.8929,112.51,6928.0,99.0,80.0,0.0,0.3973,-0.0647
119.0,17.0074,624.1194,17.9234,10230.0,119.0,99.0,158.9119,0.1767,0.0887
139.0,7.433,388.057,7.5664,10012.0,139.0,100.0,240.0521,0.1875,0.1225
179.0,139.6755,111.7229,134.1576,1379.0,179.0,258.0,362.0787,0.0467,0.0467
219.0,88.0866,654.3764,85.856,7723.0,219.0,179.0,432.2615,0.3266,0.1816
80.0,94.0651,651.553,106.3038,9673.0,139.0,179.0,32.0624,0.2531,0.0761
478.0,50.6187,84.4423,70.7107,4728.0,239.0,437.0,158.8616,0.0901,0.1366
238.0,76.7756,177.9052,89.1698,7981.0,238.0,99.0,130.1384,0.3283,0.1068
80.0,89.6172,164.0831,89.8012,7064.0,80.0,179.0,96.8401,0.2583,0.2343
99.0,64.08,258.4652,70.8414,7393.0,99.0,80.0,248.7087,0.1388,-0.1557
99.0,118.2582,76.2053,110.3087,6713.0,179.0,99.0,100.6876,0.1795,0.0435
179.0,88.806,236.244,81.7267,1688.0,179.0,199.0,228.7291,0.1696,0.0766
179.0,42.1011,191.3426,22.4611,10413.0,139.0,179.0,256.4625,0.1782,0.3157
278.0,81.0062,85.9884,15.0083,8343.0,139.0,219.0,250.2419,0.3884,0.1344
477.0,50.8035,93.6082,69.1466,5619.0,139.0,298.0,30.2324,0.0825,0.114
119.0,10.9772,337.9279,9.3005,9657.0,119.0,119.0,301.9735,0.2996,0.0876
298.0,93.4933,143.0472,87.882,3289.0,298.0,258.0,656.6643,0.1785,0.1005
338.0,103.0594,285.0439,89.6172,7764.0,119.0,100.0,205.0878,0.3861,0.1806
179.0,98.2064,158.749,107.2031,7291.0,179.0,139.0,181.6645,0.1138,0.1753
179.0,31.5,709.8204,19.105,371.0,179.0,99.0,241.0332,0.0539,-0.0176
219.0,38.4708,230.895,46.4812,4208.0,219.0,159.0,154.1752,0.2075,0.046
139.0,84.5843,96.5829,90.2843,7514.0,139.0,119.0,54.4243,0.1432,-0.0173
218.0,106.5188,398.0314,107.4349,3827.0,139.0,80.0,258.4879,0.2428,0.2428
198.0,66.83,105.5107,70.0179,1260.0,99.0,199.0,109.1146,0.1187,0.2087
239.0,128.1425,153.8343,128.7109,9418.0,239.0,139.0,463.3757,0.1531,0.0946
298.0,82.5136,125.004,46.3816,6051.0,149.0,179.0,37.0,-0.0124,0.0261
199.0,41.003,269.6702,49.328,5722.0,199.0,80.0,45.8803,0.0815,0.022
179.0,13.1244,170.6261,29.5846,3908.0,239.0,99.0,91.3017,0.2938,0.1518
139.0,53.8516,904.0781,64.5155,6598.0,139.0,139.0,66.3702,0.3931,0.014
239.0,68.5292,137.2334,46.8402,6064.0,119.5,80.0,108.9312,0.2841,0.1096
239.0,25.1794,353.7814,21.006,8397.0,239.0,219.0,198.1237,0.1682,0.1467
80.0,70.214,351.4616,66.4831,6719.0,80.0,119.0,174.2871,-0.0024,-0.0024
139.0,67.8178,105.5746,63.9414,4927.0,179.0,139.0,35.5106,0.1211,0.1121
159.0,42.9331,846.7628,53.612,3492.0,159.0,119.0,0.0,0.2633,0.3198
119.0,50.0025,73.9003,46.457,8275.0,119.0,179.0,101.8283,0.0459,0.2114
179.0,49.4191,120.204,58.7218,6526.0,179.0,100.0,63.8201,0.1401,0.0901
259.0,7.7621,830.0208,5.0,1575.0,129.5,139.0,167.0838,0.0651,0.2206
239.0,113.3986,283.5004,104.6721,9153.0,239.0,238.0,761.5773,0.2357,0.1812
239.0,143.6184,266.1748,140.0089,2824.0,239.0,199.0,193.3132,0.9337,1.0372
80.0,10.0623,243.1486,18.8282,7170.0,80.0,179.0,444.8123,0.2526,0.0511
219.0,68.884,242.6489,79.267,4686.0,219.0,239.0,126.0198,0.1427,0.0902
259.0,84.0387,113.3711,109.6141,1009.0,259.0,278.0,670.0716,0.1274,0.1274
139.0,65.2993,89.6131,63.287,5172.0,139.0,298.0,0.0,0.1553,0.0903
219.0,22.2767,186.8241,32.0156,2417.0,219.0,179.0,210.0214,0.7267,-0.0218
219.0,30.3026,165.0273,26.2011,10925.0,139.0,119.0,55.7136,0.473,0.283
179.0,38.8104,363.2509,44.601,5920.0,179.0,199.0,86.0233,0.0751,0.0976
239.0,97.4064,92.2659,101.2139,2344.0,239.0,120.0,140.3567,0.3977,-0.9618
179.0,32.2684,56.1427,16.8077,5123.0,179.0,179.0,571.4867,0.0443,0.0593
278.0,94.4312,135.9458,64.438,8083.0,139.0,219.0,155.3222,0.0558,0.0268
299.0,59.1714,274.6643,56.6414,808.0,149.5,159.0,186.9358,0.1796,0.1211
179.0,65.3242,346.0231,74.3539,5872.0,179.0,179.0,40.1995,0.0475,-0.0145
179.0,82.2572,309.7773,70.5018,3126.0,179.0,558.0,11.6619,2.0226,-0.5169
278.0,48.5618,185.2701,33.3054,6054.0,278.0,159.0,76.2955,0.0916,-0.0404
199.0,70.0179,198.0309,63.0714,2516.0,199.0,339.0,19.6469,1.0915,0.748
179.0,73.0839,169.5029,82.8734,4248.0,139.0,179.0,42.107,0.2625,-0.0625
179.0,59.6343,131.3097,74.2445,1728.0,219.0,199.0,52.7731,0.2758,0.1653
219.0,69.3578,499.5928,90.2898,5728.0,109.5,99.0,117.3882,0.253,0.047
199.0,118.4673,199.7261,138.1132,7349.0,199.0,179.0,469.08,0.1033,0.0883
299.0,82.3787,55.9732,88.4604,2747.0,119.5,339.0,252.4856,1.254,0.9525
99.0,60.1685,166.2897,56.7208,1052.0,99.0,258.0,341.6724,0.3684,0.0624
99.0,22.9456,201.9462,13.8654,9831.0,99.0,119.0,219.0205,0.2395,0.1525
139.0,85.4751,723.1322,82.6514,8680.0,139.0,159.0,274.0018,0.0708,0.0093
458.0,65.2993,95.5667,60.7166,4867.0,179.0,239.0,441.2902,0.1756,-0.0969
258.0,19.5,78.729,20.0998,58.0,258.0,239.0,81.939,0.203,0.168
219.0,91.6106,471.8805,83.0376,771.0,219.0,139.0,182.0989,0.1351,0.0756
119.0,17.2192,137.816,21.1009,10804.0,119.0,179.0,87.0919,0.082,0.0395
80.0,72.5155,171.3542,87.5571,6781.0,80.0,99.0,402.9057,0.2184,0.1124
358.0,59.4348,115.9677,131.6681,10465.0,179.0,99.0,199.6923,0.3722,-0.1438
80.0,77.5016,174.2591,85.6417,3305.0,80.0,99.0,98.7168,0.4355,-0.07
179.0,100.7782,191.387,109.2749,7410.0,179.0,159.0,189.9079,0.0613,0.0293
119.0,82.7103,191.1969,78.8575,7918.0,119.0,80.0,0.0,0.2198,0.0978
139.0,10.5119,165.5113,25.224,5064.0,199.0,219.0,125.016,0.1563,0.1788
119.0,19.8116,116.4989,16.9189,4147.0,119.0,139.0,152.0132,0.046,0.1385
318.0,101.5443,69.0,11.0114,8055.0,159.0,80.0,675.8498,0.3408,0.0368
199.0,25.9471,348.023,47.5105,8456.0,199.0,179.0,316.3558,0.5202,0.1367
20.0,33.6155,113.381,34.442,2142.0,20.0,339.0,176.3859,2.3504,0.4904
159.0,113.9912,110.3653,112.8051,2333.0,20.0,279.0,610.7602,0.1557,0.5577
139.0,103.0303,191.6377,89.3155,8224.0,139.0,99.0,40.1123,0.3804,0.2754
139.0,159.7975,413.4834,169.4771,5252.0,139.0,298.0,57.0088,0.0943,0.0983
179.0,121.0806,240.5546,145.6237,2901.0,139.3333,458.0,580.181,0.0692,0.2477
99.0,50.1124,110.1635,50.0899,1891.0,99.0,258.0,879.9097,0.1404,0.0329
358.0,53.7587,114.2147,22.0227,6000.0,358.0,139.0,38.0789,0.1006,0.2071
179.0,20.6155,150.0675,19.5064,78.0,179.0,199.0,128.0352,0.166,0.053
338.0,46.057,124.0363,55.9732,1635.0,338.0,119.0,79.0253,0.2126,0.1031
159.0,53.5584,234.5645,69.4622,6104.0,159.0,199.0,87.0919,0.2451,0.1126
139.0,21.2191,84.7835,12.8062,5996.0,139.0,238.0,108.6646,0.2071,0.0396
139.0,46.5242,114.0702,38.9166,6153.0,139.0,219.0,21.095,0.3716,0.1211
139.0,59.7097,70.0874,73.8546,5867.0,239.0,179.0,41.2311,0.0775,0.1175
219.0,85.4283,72.5431,108.6244,2763.0,219.0,239.0,197.4335,1.8407,0.0197
139.0,74.1232,167.5067,83.2301,8623.0,139.0,99.0,167.1915,0.2288,0.1023
517.0,82.6105,50.4505,178.0007,6152.0,172.3333,139.0,466.9529,0.3716,0.1211
139.0,98.8585,213.1695,77.1314,9833.0,139.0,99.0,147.8716,0.2395,0.1525
139.0,48.9004,453.7744,56.8595,1535.0,139.0,179.0,98.4124,0.1411,0.1926
119.0,94.2351,197.31,85.2482,6627.0,80.0,80.0,126.6689,0.2091,0.099
99.0,90.6228,167.638,68.0312,9868.0,99.0,119.0,133.66,0.385,0.3235
139.0,100.6541,354.2051,106.5892,6251.0,139.0,139.0,87.7268,0.188,0.045
119.0,44.1956,314.7876,44.9055,9975.0,119.0,179.0,418.0765,0.4915,0.1765
139.0,160.7,265.557,162.1149,7785.0,139.0,159.0,345.5619,0.1526,0.0326
119.0,58.5769,179.0566,44.601,9096.0,139.0,179.0,333.0015,0.3162,0.3162
80.0,51.7929,120.2341,69.9893,10619.0,80.0,99.0,118.0042,0.0267,0.1592
159.0,60.0187,114.5535,67.1509,222.0,159.0,159.0,700.512,0.8065,0.126
298.0,72.0069,119.7884,71.8418,8446.0,298.0,159.0,77.7946,0.0427,0.0437
199.0,15.8114,310.3824,13.8924,7314.0,199.0,179.0,142.3517,0.0723,0.0423
139.0,74.0017,544.4897,73.6376,6728.0,139.0,99.0,239.2091,0.4224,0.0579
338.0,128.5632,101.5111,50.2021,5408.0,169.0,179.0,614.1181,0.0652,0.0592
20.0,28.0045,393.749,42.8544,2168.0,20.0,279.0,94.3716,0.3729,0.4924
100.0,66.7776,180.1555,78.1297,8481.0,100.0,159.0,88.0909,0.5227,0.5592
258.0,145.833,336.0238,38.513,5935.0,129.0,99.0,705.8902,0.3901,0.1726
218.0,16.3478,112.5544,14.5774,9359.0,109.0,239.0,120.1083,0.2407,0.1402
119.0,135.0083,246.8694,139.2596,9049.0,119.0,199.0,571.2136,0.1617,0.3797
139.0,81.6364,171.1213,90.2497,1217.0,139.0,219.0,0.0,0.0438,-0.0577
239.0,50.7765,77.6466,62.2896,8565.0,119.5,80.0,107.7868,0.3017,0.3302
80.0,60.0521,151.2457,42.5441,6664.0,80.0,119.0,157.3086,0.291,0.0635
198.0,41.512,424.0203,65.1959,10191.0,179.0,99.0,30.6757,0.3562,0.2332
278.0,140.2079,379.9253,96.5117,7145.0,139.0,119.0,0.0,0.5076,0.2611
99.0,83.8824,315.9343,90.2358,1701.0,99.0,99.0,329.9712,0.1356,0.0426
99.0,79.5141,243.0869,92.8924,7783.0,89.5,119.0,222.4073,0.1526,-0.0194
139.0,76.0428,107.5291,83.0241,4415.0,219.0,199.0,64.1249,0.1977,0.2142
99.0,75.5993,62.7873,71.5,3743.0,99.0,259.0,164.8423,0.4338,0.2188
219.0,40.2523,199.0157,28.4429,5071.0,219.0,159.0,454.0099,0.1933,0.1523
99.0,88.3233,432.0932,82.7602,7888.0,99.0,159.0,167.0928,0.3028,0.1928
179.0,89.6131,181.6549,102.0306,3481.0,179.0,179.0,275.9148,0.4043,0.0443
119.0,36.7865,232.6209,39.3573,4117.0,119.0,219.0,129.3136,0.4465,0.2595
219.0,34.3001,133.0423,40.942,5005.0,159.0,338.0,742.0168,0.0726,0.0971
139.0,27.0185,229.5615,54.1295,7937.0,139.0,219.0,94.6414,0.1988,-0.0147
119.0,56.5685,822.3711,47.0239,6435.0,119.0,139.0,86.4928,0.5989,0.1594
