eyemove/table9.P2stFixation,eyemove/table9.lastSaccLen,eyemove/table9.regressDur,eyemove/table9.regressLen,eyemove/table9.wordNo,prevFixDur
0,202.8725,0.0,0.0,4.0,219.0
1,275.2199,0.0,0.0,1.0,99.0
1,38.513,0.0,0.0,3.0,199.0
0,167.2872,0.0,0.0,1.0,119.0
0,204.5391,0.0,0.0,3.0,159.0
0,321.5016,0.0,0.0,5.0,0.0
0,254.5781,0.0,0.0,2.0,298.0
0,135.9871,0.0,0.0,1.0,199.0
1,168.3627,0.0,0.0,3.0,139.0
0,97.5,0.0,0.0,1.0,99.0
0,416.5948,0.0,99.0,5.0,139.0
1,269.5116,279.0,0.0,1.0,179.0
1,212.627,278.0,0.0,2.0,0.0
0,223.5805,119.0,0.0,1.0,159.0
0,264.8971,438.0,0.0,1.0,179.0
0,264.8443,278.0,914.0,3.0,278.0
1,155.6478,198.0,0.0,2.0,159.0
1,383.2039,0.0,0.0,2.0,179.0
1,77.4758,0.0,0.0,3.0,199.0
0,400.9115,438.0,0.0,2.0,199.0
1,132.8053,0.0,0.0,5.0,139.0
0,217.8124,0.0,0.0,3.0,99.0
1,188.1495,278.0,0.0,2.0,0.0
1,83.7257,0.0,0.0,2.0,199.0
0,103.0594,299.0,0.0,3.0,120.0
0,148.0076,0.0,0.0,6.0,119.0
1,217.297,278.0,0.0,1.0,119.0
1,276.5416,0.0,119.0,2.0,0.0
1,187.7472,0.0,0.0,2.0,179.0
0,249.2007,0.0,179.0,7.0,80.0
0,73.0616,0.0,0.0,1.0,159.0
1,193.0525,219.0,0.0,2.0,258.0
0,127.4608,0.0,0.0,3.0,80.0
1,419.0716,0.0,0.0,5.0,20.0
0,639.5782,0.0,0.0,1.0,99.0
0,318.0098,0.0,0.0,2.0,99.0
1,203.0222,715.0,596.0,2.0,437.0
0,113.7036,0.0,139.0,2.0,99.0
1,69.8033,238.0,2342.0,3.0,99.0
0,148.7725,0.0,0.0,1.0,99.0
0,151.6344,457.0,278.0,3.0,119.0
0,290.7116,716.0,0.0,1.0,139.0
1,226.7692,0.0,377.0,3.0,199.0
0,51.12,0.0,99.0,2.0,99.0
0,275.7,119.0,0.0,2.0,238.0
0,108.9082,0.0,0.0,1.0,80.0
0,129.0475,0.0,0.0,3.0,99.0
1,153.5008,11140.0,1434.0,1.0,139.0
1,332.0636,0.0,0.0,3.0,99.0
0,507.5355,0.0,0.0,1.0,179.0
1,111.7866,477.0,0.0,3.0,20.0
1,231.6948,179.0,0.0,2.0,0.0
1,721.5028,99.0,497.0,7.0,179.0
1,124.5161,0.0,0.0,2.0,20.0
0,148.0008,0.0,0.0,1.0,199.0
0,680.3242,278.0,0.0,1.0,179.0
1,129.2256,716.0,0.0,1.0,139.0
1,135.5083,318.0,0.0,5.0,99.0
0,387.3296,0.0,0.0,5.0,140.0
0,252.0005,0.0,218.0,7.0,99.0
0,197.5152,0.0,0.0,4.0,99.0
0,638.0384,0.0,298.0,6.0,139.0
1,153.8059,0.0,0.0,1.0,159.0
0,198.2524,239.0,0.0,5.0,99.0
0,219.3285,258.0,0.0,1.0,258.0
0,261.2317,0.0,0.0,2.0,398.0
1,202.5913,239.0,4912.0,3.0,159.0
0,85.5015,0.0,179.0,4.0,119.0
0,151.5074,238.0,0.0,1.0,159.0
0,99.776,358.0,0.0,5.0,179.0
1,220.1113,0.0,0.0,4.0,179.0
0,219.2373,319.0,0.0,1.0,159.0
0,113.3854,0.0,0.0,3.0,239.0
0,150.1408,0.0,0.0,4.0,199.0
1,199.4655,3102.0,0.0,1.0,0.0
1,158.749,179.0,1173.0,3.0,418.0
1,194.0309,0.0,199.0,2.0,199.0
0,217.6718,0.0,0.0,2.0,558.0
1,145.8124,0.0,0.0,1.0,298.0
0,157.2657,0.0,0.0,5.0,99.0
0,275.055,0.0,0.0,1.0,0.0
0,769.3585,99.0,0.0,7.0,219.0
1,120.0521,636.0,2525.0,5.0,278.0
0,261.0388,278.0,0.0,1.0,119.0
0,150.3671,1012.0,0.0,5.0,99.0
0,39.6138,0.0,0.0,1.0,239.0
0,327.5462,0.0,0.0,4.0,139.0
0,135.9458,2051.0,2152.0,3.0,140.0
1,93.5909,378.0,1252.0,1.0,139.0
1,417.632,796.0,994.0,1.0,159.0
1,159.8132,99.0,0.0,6.0,139.0
0,432.6413,0.0,0.0,6.0,139.0
0,112.641,0.0,0.0,1.0,319.0
1,218.3169,994.0,258.0,1.0,0.0
0,193.1094,0.0,0.0,4.0,80.0
0,141.1497,0.0,0.0,1.0,0.0
0,376.0618,0.0,0.0,4.0,80.0
1,162.5031,318.0,0.0,1.0,139.0
0,249.8024,0.0,0.0,4.0,179.0
1,114.2804,298.0,0.0,1.0,0.0
0,163.5008,0.0,0.0,2.0,139.0
0,172.1547,0.0,0.0,1.0,139.0
0,202.5938,99.0,0.0,3.0,99.0
1,184.0448,159.0,1113.0,2.0,238.0
1,152.0403,357.0,1132.0,5.0,358.0
0,495.0,80.0,0.0,1.0,100.0
0,442.5636,0.0,0.0,1.0,159.0
1,462.8998,0.0,0.0,3.0,199.0
0,177.1588,0.0,0.0,1.0,179.0
0,252.5005,0.0,0.0,1.0,219.0
1,127.7204,139.0,677.0,5.0,319.0
0,209.5376,537.0,0.0,4.0,219.0
0,86.0712,0.0,0.0,2.0,159.0
1,76.4003,0.0,0.0,2.0,0.0
1,580.5603,0.0,99.0,7.0,99.0
0,181.5991,0.0,0.0,4.0,219.0
1,222.3241,557.0,716.0,2.0,139.0
0,209.5024,0.0,0.0,1.0,119.0
1,158.0008,2085.0,0.0,1.0,159.0
0,161.4102,0.0,0.0,7.0,139.0
1,205.0274,318.0,0.0,1.0,139.0
0,151.0406,159.0,0.0,4.0,278.0
0,178.9728,0.0,0.0,2.0,80.0
1,149.9108,1550.0,2583.0,2.0,99.0
0,855.5298,80.0,0.0,8.0,80.0
0,488.5064,0.0,0.0,2.0,338.0
1,70.9366,0.0,99.0,3.0,99.0
0,409.1314,0.0,0.0,1.0,278.0
0,151.2878,0.0,0.0,2.0,179.0
1,246.5507,0.0,1254.0,6.0,80.0
0,82.4697,0.0,0.0,1.0,159.0
0,286.5157,0.0,0.0,3.0,139.0
1,143.7228,0.0,3917.0,4.0,99.0
0,261.5937,0.0,0.0,2.0,80.0
1,210.4335,0.0,0.0,2.0,179.0
1,402.5102,0.0,0.0,1.0,0.0
1,53.8145,298.0,139.0,2.0,199.0
0,89.1319,0.0,0.0,1.0,179.0
0,72.5844,0.0,0.0,1.0,20.0
0,90.1124,0.0,0.0,3.0,298.0
0,761.4494,0.0,0.0,6.0,258.0
0,242.8482,0.0,0.0,2.0,199.0
0,44.0028,0.0,0.0,1.0,139.0
0,182.0687,0.0,0.0,1.0,99.0
0,70.7425,0.0,0.0,1.0,139.0
1,90.8102,0.0,2346.0,6.0,159.0
0,381.6733,259.0,0.0,1.0,179.0
1,565.0179,99.0,0.0,1.0,99.0
0,176.5574,0.0,0.0,3.0,119.0
1,52.0048,399.0,0.0,1.0,0.0
0,467.4497,0.0,0.0,3.0,159.0
1,193.9001,0.0,0.0,2.0,119.0
1,194.5308,0.0,0.0,4.0,219.0
1,660.0153,4931.0,11988.0,2.0,179.0
0,56.029,0.0,0.0,6.0,159.0
0,250.6472,179.0,0.0,2.0,179.0
0,91.0179,0.0,0.0,1.0,159.0
0,425.2473,278.0,0.0,3.0,139.0
0,362.7124,139.0,238.0,2.0,219.0
0,534.5898,0.0,0.0,5.0,159.0
0,116.6812,0.0,0.0,1.0,159.0
0,110.726,0.0,0.0,2.0,199.0
0,44.7353,0.0,99.0,3.0,80.0
0,51.2299,119.0,0.0,1.0,159.0
0,250.7638,0.0,0.0,1.0,139.0
0,68.2495,179.0,0.0,4.0,119.0
1,129.5531,1054.0,0.0,6.0,119.0
0,114.6843,0.0,0.0,3.0,119.0
0,565.0009,0.0,1390.0,8.0,179.0
1,92.9368,0.0,1173.0,6.0,159.0
0,182.6588,139.0,0.0,2.0,298.0
0,112.51,0.0,0.0,1.0,179.0
0,68.5657,0.0,0.0,1.0,179.0
0,613.2889,0.0,0.0,5.0,80.0
0,69.8713,0.0,0.0,1.0,179.0
0,143.014,477.0,0.0,2.0,199.0
0,510.0189,0.0,0.0,5.0,159.0
0,154.9911,0.0,0.0,2.0,159.0
0,149.5535,119.0,0.0,1.0,99.0
0,223.1636,0.0,0.0,1.0,99.0
0,201.4274,596.0,0.0,1.0,199.0
1,172.1228,0.0,0.0,7.0,199.0
0,180.3607,0.0,0.0,1.0,199.0
0,265.8745,0.0,0.0,5.0,99.0
0,264.3449,0.0,0.0,3.0,139.0
1,362.1995,0.0,99.0,5.0,99.0
0,534.659,180.0,0.0,1.0,99.0
0,134.0009,0.0,0.0,3.0,159.0
0,144.5424,0.0,0.0,2.0,119.0
0,92.6998,0.0,0.0,1.0,219.0
0,78.6591,0.0,0.0,2.0,119.0
1,158.4653,179.0,1173.0,3.0,418.0
0,94.1236,0.0,1215.0,6.0,239.0
0,615.0246,0.0,0.0,1.0,119.0
0,408.5893,119.0,0.0,4.0,179.0
1,293.1092,258.0,0.0,1.0,258.0
0,398.6142,119.0,913.0,4.0,159.0
0,205.1195,0.0,218.0,6.0,159.0
0,120.9153,0.0,0.0,1.0,99.0
1,203.702,0.0,0.0,2.0,0.0
0,166.0098,0.0,0.0,4.0,139.0
1,125.8501,0.0,3776.0,1.0,298.0
1,553.9251,139.0,2127.0,2.0,139.0
1,313.8889,258.0,0.0,1.0,199.0
0,37.0135,239.0,398.0,2.0,99.0
0,184.7444,0.0,0.0,1.0,139.0
1,291.7096,0.0,2248.0,6.0,179.0
0,135.356,99.0,0.0,2.0,179.0
1,202.2554,0.0,0.0,5.0,80.0
1,270.8967,0.0,0.0,1.0,238.0
1,211.164,0.0,1412.0,1.0,179.0
0,99.5013,0.0,0.0,5.0,219.0
0,541.4596,0.0,0.0,5.0,159.0
0,147.2753,436.0,0.0,2.0,119.0
1,80.05,3062.0,8606.0,1.0,139.0
0,474.5432,0.0,0.0,4.0,318.0
0,251.6987,0.0,0.0,1.0,179.0
1,211.1711,4861.0,11655.0,2.0,199.0
0,869.9118,0.0,0.0,8.0,199.0
0,174.5623,119.0,0.0,3.0,139.0
1,178.0344,0.0,0.0,4.0,179.0
0,303.5807,0.0,398.0,7.0,99.0
1,853.2634,0.0,0.0,6.0,99.0
0,161.698,0.0,0.0,1.0,99.0
0,135.7442,0.0,0.0,1.0,119.0
0,500.1,0.0,836.0,7.0,199.0
0,291.0348,219.0,458.0,3.0,99.0
1,603.4211,438.0,0.0,6.0,219.0
0,80.6551,0.0,0.0,1.0,259.0
0,138.5442,0.0,0.0,3.0,99.0
0,141.1471,0.0,0.0,3.0,278.0
0,294.7563,119.0,199.0,3.0,199.0
0,103.5193,0.0,0.0,4.0,159.0
0,225.347,0.0,0.0,4.0,179.0
0,56.0892,0.0,0.0,1.0,99.0
0,141.5883,0.0,0.0,1.0,99.0
0,138.5036,0.0,0.0,1.0,99.0
0,409.0736,139.0,0.0,1.0,80.0
0,135.0083,0.0,0.0,1.0,139.0
0,271.0018,0.0,0.0,5.0,199.0
1,398.4595,0.0,0.0,5.0,159.0
1,143.3954,278.0,0.0,4.0,99.0
0,216.2279,0.0,0.0,2.0,258.0
1,316.942,0.0,0.0,2.0,99.0
0,315.3811,0.0,0.0,2.0,139.0
1,303.4555,1352.0,2265.0,4.0,99.0
1,0.0,0.0,0.0,2.0,119.0
1,130.4847,556.0,0.0,3.0,119.0
1,846.1575,0.0,397.0,5.0,278.0
1,253.7839,0.0,0.0,1.0,0.0
1,645.3836,0.0,0.0,6.0,139.0
1,432.6777,0.0,2407.0,5.0,139.0
1,195.5153,0.0,0.0,5.0,139.0
0,334.5688,0.0,0.0,3.0,99.0
0,286.9203,239.0,1272.0,3.0,139.0
0,380.659,0.0,0.0,4.0,238.0
1,1107.6039,319.0,618.0,1.0,0.0
0,273.2215,318.0,0.0,3.0,100.0
0,176.8191,239.0,0.0,5.0,80.0
0,286.507,0.0,0.0,2.0,239.0
1,712.2419,0.0,258.0,6.0,139.0
0,224.2014,795.0,0.0,4.0,99.0
0,177.9396,0.0,0.0,1.0,0.0
0,118.0042,199.0,139.0,5.0,199.0
0,843.8271,0.0,258.0,5.0,80.0
0,163.5619,0.0,0.0,4.0,99.0
0,895.1633,0.0,0.0,8.0,159.0
0,77.0406,0.0,0.0,7.0,219.0
0,192.5649,0.0,0.0,3.0,139.0
1,185.4562,0.0,0.0,4.0,219.0
0,205.0494,0.0,20.0,3.0,239.0
0,63.1269,458.0,0.0,1.0,100.0
0,91.325,0.0,0.0,6.0,119.0
0,356.6546,0.0,0.0,4.0,179.0
0,145.3487,0.0,0.0,2.0,119.0
0,192.0059,0.0,0.0,2.0,199.0
0,67.0671,0.0,0.0,2.0,219.0
0,65.307,0.0,0.0,1.0,99.0
0,365.7448,0.0,0.0,5.0,139.0
0,1013.6105,0.0,0.0,2.0,139.0
0,348.9391,0.0,0.0,2.0,239.0
1,127.8329,0.0,0.0,2.0,179.0
0,582.5019,0.0,0.0,1.0,99.0
0,110.2112,0.0,0.0,3.0,219.0
0,111.325,0.0,0.0,1.0,0.0
0,139.6755,337.0,0.0,3.0,80.0
0,166.4121,1668.0,0.0,2.0,179.0
0,74.9283,0.0,0.0,1.0,179.0
1,168.7602,0.0,0.0,2.0,139.0
0,215.5371,0.0,0.0,4.0,219.0
1,116.0873,238.0,0.0,7.0,179.0
0,613.3574,139.0,0.0,6.0,219.0
1,65.3911,0.0,397.0,1.0,179.0
0,359.0198,99.0,0.0,1.0,179.0
0,365.2684,0.0,0.0,6.0,119.0
0,37.8319,437.0,636.0,2.0,238.0
0,249.3657,179.0,0.0,2.0,179.0
0,112.5278,179.0,0.0,2.0,159.0
0,128.6283,0.0,0.0,3.0,219.0
1,145.0836,278.0,219.0,1.0,99.0
1,321.2262,199.0,0.0,3.0,0.0
1,177.8145,0.0,0.0,6.0,278.0
1,101.1237,0.0,0.0,1.0,139.0
0,189.0298,99.0,2086.0,4.0,119.0
0,99.363,0.0,0.0,2.0,80.0
0,67.2031,0.0,0.0,1.0,139.0
0,183.4121,0.0,0.0,1.0,99.0
1,343.3402,954.0,0.0,4.0,219.0
0,94.1913,0.0,0.0,1.0,239.0
0,213.0094,318.0,0.0,4.0,139.0
1,206.202,0.0,179.0,4.0,239.0
0,150.6892,0.0,0.0,3.0,80.0
1,374.3237,0.0,0.0,5.0,179.0
1,95.1893,0.0,0.0,5.0,80.0
1,435.1839,179.0,0.0,1.0,239.0
0,145.1516,0.0,0.0,1.0,199.0
1,162.2968,258.0,676.0,6.0,139.0
0,285.3769,0.0,0.0,3.0,139.0
1,232.5774,0.0,0.0,3.0,179.0
1,131.5485,159.0,0.0,1.0,99.0
0,83.2721,0.0,0.0,2.0,80.0
1,202.5154,278.0,516.0,1.0,239.0
1,27.7218,139.0,1351.0,1.0,99.0
1,142.486,0.0,0.0,1.0,278.0
0,248.1819,0.0,0.0,2.0,139.0
0,81.1187,0.0,0.0,2.0,119.0
0,171.0629,0.0,0.0,2.0,199.0
1,655.9971,0.0,0.0,6.0,159.0
0,124.0585,0.0,0.0,1.0,100.0
0,211.3557,298.0,0.0,7.0,258.0
0,205.9235,0.0,0.0,4.0,179.0
1,167.1743,0.0,0.0,3.0,80.0
1,134.0037,834.0,4252.0,4.0,159.0
1,49.6236,0.0,0.0,4.0,179.0
0,40.2523,0.0,139.0,3.0,199.0
1,182.9624,0.0,0.0,2.0,219.0
0,104.5813,259.0,299.0,4.0,239.0
0,95.5955,0.0,0.0,2.0,99.0
1,89.2749,537.0,2167.0,5.0,258.0
1,198.142,199.0,0.0,1.0,199.0
0,414.2855,0.0,0.0,1.0,139.0
1,848.7744,0.0,0.0,1.0,139.0
1,223.0807,199.0,4633.0,2.0,219.0
0,485.4083,0.0,0.0,4.0,159.0
0,109.9022,0.0,0.0,2.0,239.0
0,103.0946,0.0,0.0,1.0,159.0
1,353.958,0.0,0.0,4.0,219.0
1,507.7046,0.0,0.0,3.0,199.0
1,131.0057,99.0,0.0,1.0,239.0
1,359.835,2426.0,10396.0,2.0,179.0
0,128.2078,1668.0,0.0,2.0,179.0
0,469.3149,0.0,0.0,4.0,179.0
1,205.8501,199.0,0.0,4.0,159.0
0,208.3537,0.0,0.0,2.0,298.0
1,96.9665,80.0,0.0,1.0,219.0
0,101.1558,577.0,1395.0,5.0,199.0
1,236.3906,0.0,278.0,2.0,199.0
1,250.8371,1192.0,15604.0,2.0,139.0
1,494.3099,297.0,9816.0,6.0,139.0
0,691.7301,0.0,0.0,1.0,80.0
0,268.0532,0.0,0.0,4.0,139.0
1,139.7033,0.0,0.0,3.0,199.0
0,149.5008,0.0,0.0,5.0,99.0
0,313.9606,0.0,0.0,2.0,99.0
1,189.0192,80.0,0.0,2.0,99.0
0,126.58,159.0,358.0,6.0,99.0
1,80.514,4343.0,17872.0,1.0,179.0
1,226.8816,1432.0,0.0,5.0,159.0
1,581.5325,278.0,0.0,1.0,119.0
1,58.1227,0.0,3855.0,1.0,179.0
0,255.0848,0.0,0.0,2.0,80.0
1,259.3318,0.0,0.0,4.0,159.0
0,132.0947,199.0,0.0,1.0,100.0
0,161.4845,0.0,0.0,1.0,99.0
0,332.1333,0.0,199.0,7.0,259.0
0,154.7336,239.0,0.0,1.0,179.0
0,61.5731,0.0,0.0,1.0,80.0
1,103.3102,258.0,139.0,5.0,179.0
0,583.1243,0.0,0.0,6.0,139.0
0,153.1837,0.0,0.0,1.0,139.0
0,299.1927,238.0,0.0,1.0,219.0
1,128.7187,1989.0,0.0,1.0,119.0
1,109.573,0.0,0.0,1.0,179.0
1,175.0893,1690.0,795.0,3.0,239.0
0,100.1212,0.0,0.0,3.0,20.0
1,87.9673,716.0,0.0,1.0,0.0
0,53.1154,0.0,0.0,5.0,258.0
1,212.1114,497.0,318.0,4.0,0.0
1,160.5195,279.0,0.0,3.0,119.0
0,500.2512,0.0,0.0,5.0,119.0
0,140.788,279.0,0.0,2.0,299.0
1,226.6787,278.0,0.0,4.0,119.0
0,441.5725,0.0,299.0,6.0,259.0
1,487.0503,0.0,0.0,1.0,0.0
0,184.6734,576.0,0.0,1.0,119.0
0,56.4734,0.0,0.0,2.0,259.0
0,77.7721,0.0,219.0,2.0,179.0
1,45.9619,497.0,318.0,4.0,0.0
1,194.1198,298.0,0.0,1.0,199.0
0,180.2471,0.0,0.0,2.0,119.0
0,51.1981,238.0,476.0,2.0,99.0
1,99.9025,3984.0,14824.0,3.0,219.0
0,238.1344,0.0,0.0,3.0,179.0
0,435.3323,0.0,0.0,4.0,99.0
1,174.2326,0.0,0.0,2.0,159.0
1,195.1442,0.0,0.0,2.0,219.0
0,170.2946,0.0,0.0,3.0,99.0
0,163.5619,0.0,0.0,3.0,119.0
0,548.6164,0.0,0.0,1.0,159.0
0,146.2395,0.0,0.0,2.0,139.0
0,306.9287,0.0,0.0,5.0,318.0
0,534.4645,0.0,0.0,6.0,80.0
1,110.0284,0.0,0.0,4.0,80.0
0,137.5736,0.0,0.0,3.0,219.0
0,87.0531,238.0,0.0,4.0,258.0
0,151.6616,99.0,0.0,1.0,139.0
0,158.2561,298.0,0.0,1.0,139.0
0,186.8596,298.0,0.0,1.0,80.0
0,104.0589,0.0,0.0,1.0,80.0
0,301.371,0.0,0.0,3.0,458.0
0,148.6556,0.0,0.0,5.0,238.0
1,173.5115,0.0,0.0,2.0,99.0
1,159.7568,278.0,3380.0,3.0,0.0
1,160.8182,80.0,3639.0,2.0,139.0
0,117.3765,0.0,0.0,1.0,119.0
0,188.5975,0.0,0.0,1.0,119.0
0,617.5275,0.0,99.0,7.0,258.0
1,1641.2124,219.0,419.0,7.0,239.0
1,144.8456,179.0,0.0,3.0,159.0
0,267.5916,0.0,0.0,5.0,259.0
1,222.2082,1074.0,0.0,2.0,179.0
0,220.6451,0.0,0.0,5.0,238.0
0,296.9621,0.0,0.0,4.0,338.0
0,162.9969,0.0,0.0,1.0,159.0
0,243.2781,0.0,0.0,3.0,119.0
0,183.0027,0.0,0.0,3.0,139.0
0,242.4113,597.0,0.0,1.0,179.0
0,152.8929,0.0,2344.0,2.0,0.0
0,624.1194,0.0,0.0,7.0,99.0
1,388.057,1112.0,0.0,6.0,139.0
1,111.7229,358.0,5921.0,1.0,159.0
0,654.3764,0.0,0.0,1.0,139.0
0,651.553,139.0,318.0,5.0,119.0
0,84.4423,478.0,0.0,1.0,219.0
0,177.9052,0.0,0.0,6.0,159.0
1,164.0831,259.0,0.0,2.0,80.0
1,258.4652,179.0,0.0,1.0,80.0
1,76.2053,0.0,278.0,1.0,99.0
1,236.244,298.0,5566.0,1.0,99.0
1,191.3426,576.0,0.0,1.0,99.0
0,85.9884,0.0,0.0,1.0,119.0
1,93.6082,417.0,0.0,4.0,99.0
0,337.9279,0.0,0.0,2.0,139.0
0,143.0472,0.0,696.0,1.0,179.0
0,285.0439,952.0,0.0,1.0,0.0
1,158.749,0.0,0.0,3.0,139.0
1,709.8204,358.0,0.0,8.0,179.0
0,230.895,0.0,0.0,4.0,159.0
0,96.5829,1491.0,0.0,5.0,139.0
1,398.0314,0.0,299.0,1.0,219.0
0,105.5107,0.0,0.0,2.0,298.0
0,153.8343,0.0,0.0,1.0,80.0
0,125.004,0.0,0.0,4.0,219.0
0,269.6702,0.0,0.0,2.0,219.0
0,170.6261,895.0,99.0,2.0,0.0
0,904.0781,0.0,0.0,9.0,99.0
0,137.2334,0.0,0.0,2.0,278.0
1,353.7814,0.0,418.0,6.0,199.0
0,351.4616,80.0,676.0,3.0,119.0
0,105.5746,179.0,497.0,3.0,259.0
1,846.7628,0.0,0.0,8.0,0.0
1,73.9003,0.0,1032.0,1.0,139.0
0,120.204,119.0,0.0,4.0,80.0
1,830.0208,0.0,417.0,4.0,139.0
0,283.5004,0.0,0.0,1.0,80.0
0,266.1748,717.0,0.0,3.0,359.0
0,243.1486,0.0,0.0,2.0,99.0
0,242.6489,0.0,0.0,8.0,179.0
1,113.3711,0.0,458.0,1.0,238.0
0,89.6131,0.0,556.0,2.0,0.0
1,186.8241,0.0,0.0,5.0,219.0
0,165.0273,139.0,417.0,4.0,219.0
0,363.2509,179.0,0.0,1.0,139.0
1,92.2659,0.0,0.0,5.0,319.0
0,56.1427,99.0,179.0,2.0,199.0
0,135.9458,0.0,0.0,1.0,99.0
0,274.6643,0.0,0.0,1.0,239.0
1,346.0231,0.0,0.0,3.0,179.0
0,309.7773,0.0,0.0,3.0,20.0
0,185.2701,0.0,0.0,2.0,318.0
0,198.0309,180.0,0.0,2.0,139.0
0,169.5029,615.0,835.0,3.0,139.0
0,131.3097,617.0,418.0,5.0,179.0
0,499.5928,0.0,0.0,4.0,139.0
1,199.7261,498.0,0.0,1.0,99.0
1,55.9732,239.0,897.0,1.0,80.0
1,166.2897,99.0,0.0,1.0,239.0
0,201.9462,0.0,0.0,3.0,179.0
0,723.1322,139.0,0.0,3.0,139.0
1,95.5667,2246.0,0.0,1.0,238.0
0,78.729,0.0,0.0,2.0,159.0
0,471.8805,0.0,0.0,4.0,119.0
0,137.816,119.0,0.0,3.0,179.0
0,171.3542,0.0,0.0,5.0,139.0
0,115.9677,0.0,0.0,1.0,139.0
0,174.2591,0.0,0.0,5.0,179.0
0,191.387,0.0,0.0,3.0,219.0
0,191.1969,0.0,0.0,3.0,0.0
1,165.5113,0.0,1233.0,2.0,139.0
0,116.4989,119.0,0.0,6.0,139.0
0,69.0,0.0,0.0,1.0,99.0
0,348.023,0.0,0.0,1.0,99.0
0,113.381,0.0,0.0,1.0,439.0
0,110.3653,199.0,578.0,2.0,0.0
1,191.6377,0.0,0.0,2.0,139.0
0,413.4834,0.0,0.0,1.0,199.0
1,240.5546,418.0,119.0,4.0,179.0
0,110.1635,0.0,0.0,1.0,99.0
0,114.2147,238.0,0.0,4.0,179.0
0,150.0675,0.0,0.0,3.0,219.0
0,124.0363,0.0,0.0,1.0,99.0
0,234.5645,0.0,0.0,2.0,179.0
0,84.7835,377.0,357.0,2.0,199.0
0,114.0702,0.0,0.0,2.0,139.0
0,70.0874,239.0,0.0,3.0,179.0
1,72.5431,0.0,0.0,1.0,140.0
0,167.5067,139.0,0.0,1.0,119.0
0,50.4505,0.0,0.0,1.0,278.0
0,213.1695,0.0,0.0,1.0,119.0
1,453.7744,0.0,0.0,1.0,99.0
1,197.31,0.0,179.0,2.0,99.0
0,167.638,0.0,0.0,1.0,99.0
0,354.2051,139.0,0.0,6.0,99.0
1,314.7876,800.0,0.0,5.0,80.0
0,265.557,476.0,0.0,1.0,119.0
0,179.0566,258.0,318.0,3.0,119.0
0,120.2341,338.0,0.0,1.0,139.0
0,114.5535,0.0,1649.0,2.0,179.0
1,119.7884,0.0,0.0,5.0,99.0
0,310.3824,0.0,0.0,4.0,139.0
0,544.4897,0.0,0.0,5.0,139.0
0,101.5111,0.0,0.0,1.0,119.0
0,393.749,20.0,0.0,2.0,299.0
0,180.1555,0.0,0.0,2.0,239.0
0,336.0238,0.0,0.0,1.0,338.0
0,112.5544,0.0,0.0,2.0,80.0
0,246.8694,0.0,0.0,1.0,139.0
0,171.1213,0.0,0.0,3.0,0.0
0,77.6466,0.0,0.0,1.0,139.0
1,151.2457,0.0,0.0,4.0,179.0
1,424.0203,179.0,0.0,2.0,80.0
0,379.9253,0.0,0.0,1.0,0.0
0,315.9343,99.0,0.0,4.0,199.0
0,243.0869,815.0,874.0,1.0,0.0
1,107.5291,0.0,0.0,5.0,179.0
0,62.7873,0.0,0.0,1.0,99.0
0,199.0157,0.0,0.0,1.0,99.0
0,432.0932,0.0,0.0,4.0,100.0
1,181.6549,179.0,0.0,4.0,119.0
0,232.6209,0.0,0.0,3.0,80.0
0,133.0423,537.0,0.0,2.0,239.0
1,229.5615,139.0,0.0,4.0,119.0
1,822.3711,0.0,1670.0,6.0,80.0
0,717.2247,0.0,0.0,6.0,159.0
0,125.6831,0.0,0.0,1.0,99.0
0,345.167,199.0,995.0,4.0,199.0
0,0.0,180.0,0.0,1.0,239.0
1,129.1375,298.0,0.0,4.0,119.0
0,106.0578,0.0,0.0,1.0,0.0
0,115.8285,975.0,0.0,2.0,179.0
1,75.634,0.0,179.0,5.0,139.0
1,252.0005,0.0,318.0,4.0,179.0
0,53.5093,0.0,0.0,1.0,298.0
1,106.0106,0.0,0.0,1.0,140.0
0,68.5894,0.0,0.0,1.0,259.0
1,451.0291,139.0,954.0,4.0,258.0
0,134.1827,478.0,0.0,1.0,159.0
1,387.6509,0.0,0.0,3.0,379.0
0,272.1369,0.0,0.0,3.0,179.0
0,169.2705,0.0,0.0,3.0,179.0
1,92.0054,796.0,638.0,3.0,359.0
1,662.4519,80.0,379.0,6.0,179.0
0,48.0208,597.0,0.0,1.0,219.0
1,87.6727,0.0,0.0,4.0,99.0
1,82.4621,0.0,0.0,1.0,0.0
1,79.1581,179.0,0.0,1.0,239.0
0,160.5895,0.0,0.0,4.0,119.0
1,53.7075,299.0,0.0,1.0,119.0
1,121.9108,718.0,0.0,1.0,199.0
1,246.1229,0.0,0.0,2.0,99.0
0,170.0029,0.0,0.0,2.0,0.0
1,281.064,0.0,0.0,2.0,139.0
0,77.3596,139.0,3558.0,2.0,139.0
1,183.6968,160.0,0.0,1.0,0.0
1,94.5939,139.0,5448.0,2.0,99.0
0,731.5234,0.0,0.0,5.0,80.0
0,269.717,80.0,0.0,3.0,80.0
0,39.8811,139.0,278.0,3.0,119.0
1,196.4701,0.0,0.0,6.0,119.0
1,139.0225,0.0,0.0,3.0,139.0
1,124.6966,179.0,0.0,5.0,179.0
1,107.3837,557.0,716.0,2.0,139.0
1,243.6047,0.0,0.0,2.0,0.0
0,178.7659,796.0,0.0,3.0,199.0
