eyemove/table2.firstPassFixDur,eyemove/table2.meanFixDur,eyemove/table2.pupilDiamLag,eyemove/table2.pupilDiamMax,eyemove/table2.timePrtctg
239.0,239.0,0.3023,0.0843,0.0527
80.0,99.0,0.3536,-0.0149,0.0074
119.0,119.0,0.4083,0.3593,0.0665
258.0,129.0,0.066,0.1746,0.0618
139.0,80.0,0.1194,0.1879,0.0097
139.0,139.0,0.4548,0.0683,0.0201
159.0,159.0,0.0386,0.0701,0.0178
80.0,80.0,0.4718,0.3268,0.0116
398.0,199.0,0.3359,0.2554,0.0341
199.0,199.0,0.122,0.094,0.0402
259.0,129.5,0.3729,0.3729,0.021
199.0,99.0,0.0552,-0.0998,0.0071
219.0,219.0,0.1396,0.1351,0.0338
80.0,80.0,0.3695,0.179,0.0247
278.0,139.0,0.1437,0.0952,0.0304
119.0,119.0,0.2298,0.1103,0.0163
139.0,139.0,0.1806,0.0946,0.0198
199.0,199.0,0.207,0.1205,0.0161
199.0,80.0,0.316,0.316,0.01
219.0,199.0,-0.0379,-0.2994,0.0151
318.0,318.0,-0.0835,-0.1645,0.0568
99.0,298.0,0.1172,0.1172,0.0144
119.0,119.0,1.9765,-0.061,0.003
139.0,139.0,0.2352,0.1372,0.0148
139.0,139.0,0.6683,0.1333,0.0258
179.0,179.0,-0.1566,-0.5396,0.027
99.0,99.0,0.249,0.1205,0.0306
20.0,20.0,0.556,0.556,0.0021
80.0,159.0,0.2052,0.0837,0.0176
358.0,179.0,0.3651,0.0451,0.0299
99.0,99.0,0.1656,0.295,0.01
219.0,219.0,0.0927,0.0547,0.0308
99.0,99.0,0.1366,-0.0094,0.0116
139.0,139.0,0.1538,0.1138,0.0229
179.0,179.0,0.1317,0.3567,0.0152
199.0,219.0,0.948,0.7675,0.0055
139.0,139.0,0.3207,0.1512,0.0233
139.0,139.0,0.0875,0.0925,0.0225
80.0,99.0,0.2966,0.2966,0.0066
179.0,119.0,0.4981,0.4626,0.027
139.0,139.0,0.1643,0.0913,0.0147
159.0,159.0,0.1386,0.0981,0.0143
239.0,239.0,0.3136,0.0046,0.0311
100.0,100.0,0.1876,0.1761,0.022
119.0,119.0,0.7216,0.3196,0.0104
278.0,278.0,0.1494,-0.0591,0.0454
80.0,80.0,0.5303,0.1058,0.0125
179.0,179.0,0.1525,0.128,0.0351
179.0,179.0,0.1469,0.1279,0.0417
139.0,139.0,0.1201,0.1416,0.0133
238.0,238.0,0.2141,0.1886,0.0315
259.0,259.0,0.5327,0.1467,0.0513
119.0,119.0,-0.029,-0.0315,0.0209
219.0,219.0,0.1793,0.2338,0.0485
199.0,298.0,0.0756,0.0361,0.0179
179.0,179.0,0.2212,0.1162,0.0227
458.0,458.0,0.9836,0.4221,0.0322
219.0,219.0,0.1757,0.1177,0.0316
199.0,279.0,0.9162,0.2082,0.0434
438.0,219.0,-0.4286,-0.6566,0.066
119.0,119.0,0.121,0.0065,0.0197
219.0,219.0,0.1945,0.2915,0.0387
99.0,99.0,0.2142,0.0342,0.0208
298.0,149.0,0.348,0.3235,0.0241
139.0,139.0,0.2004,0.0854,0.0249
219.0,109.5,0.186,0.2775,0.0135
219.0,219.0,0.2141,0.1886,0.029
99.0,99.0,0.2812,0.2402,0.0155
319.0,279.0,0.3036,0.7796,0.0196
159.0,159.0,0.1706,0.0971,0.0147
199.0,99.5,0.2061,0.2646,0.0451
179.0,179.0,0.3843,0.2168,0.0374
219.0,219.0,2.2879,2.2879,0.0516
558.0,558.0,0.0737,0.6117,0.0473
139.0,99.0,0.1306,0.1446,0.0069
298.0,149.0,0.1467,0.3162,0.0672
219.0,219.0,0.2776,0.2586,0.0125
179.0,179.0,0.2477,0.2257,0.021
80.0,80.0,0.1367,0.1462,0.0171
199.0,199.0,0.1461,0.1171,0.0387
139.0,139.0,0.2165,0.2781,0.0141
179.0,179.0,0.407,0.5545,0.0462
199.0,199.0,0.1289,0.0374,0.0365
338.0,99.0,0.089,0.091,0.0122
139.0,139.0,0.36,0.0805,0.0145
139.0,139.0,0.3222,0.3147,0.0148
119.0,119.0,0.522,0.1515,0.0265
179.0,179.0,0.3377,0.1232,0.019
179.0,89.5,0.1169,0.1139,0.0165
199.0,199.0,0.2496,0.2446,0.0409
179.0,179.0,0.2595,0.263,0.0212
159.0,159.0,0.053,0.053,0.0166
119.0,119.0,0.2198,0.1708,0.0203
239.0,239.0,0.374,0.152,0.0385
80.0,80.0,0.2253,-0.0682,0.0116
198.0,99.0,0.1468,0.1193,0.0403
259.0,259.0,0.0923,0.0808,0.0189
80.0,119.0,0.3965,0.3965,0.0332
219.0,219.0,0.1462,0.1052,0.0308
179.0,89.5,0.0886,0.0936,0.0285
99.0,99.0,0.1451,0.0621,0.0223
159.0,119.0,0.2751,0.0165,0.0264
139.0,139.0,0.0455,0.101,0.0187
278.0,139.0,0.1437,0.0772,0.0237
80.0,80.0,0.1254,0.1289,0.0069
179.0,179.0,0.0925,0.1325,0.0289
417.0,208.5,0.0693,0.0063,0.0376
119.0,119.0,0.2729,0.0914,0.0122
179.0,179.0,0.0817,0.0002,0.0252
119.0,119.0,0.0859,0.0404,0.0315
219.0,219.0,0.0634,-0.0176,0.0202
258.0,258.0,0.2565,0.107,0.0464
99.0,99.0,0.1059,0.1644,0.0127
278.0,278.0,0.2085,0.0165,0.0199
239.0,239.0,0.5577,0.3987,0.0203
219.0,219.0,0.3303,-0.0257,0.0498
179.0,179.0,0.0487,-0.0403,0.0129
99.0,99.0,0.2395,0.135,0.0194
179.0,199.0,0.1462,0.1052,0.028
239.0,239.0,0.1818,0.1243,0.0277
299.0,299.0,2.1322,1.3597,0.0185
99.0,99.0,0.1315,0.089,0.0084
199.0,99.5,0.2198,0.1708,0.0339
119.0,80.0,0.3223,0.2303,0.0255
99.0,179.0,0.0844,0.1259,0.0144
139.0,139.0,0.4452,0.4267,0.0242
179.0,179.0,0.3302,0.3122,0.0317
358.0,179.0,0.2116,0.0901,0.0519
99.0,99.0,0.3603,0.1603,0.0275
120.0,120.0,0.556,0.4335,0.0128
80.0,80.0,0.4267,0.1077,0.0139
139.0,139.0,0.3765,0.211,0.0707
159.0,99.0,0.35,0.1455,0.0067
80.0,80.0,0.1316,0.1061,0.0118
139.0,139.0,0.1592,0.0197,0.05
239.0,239.0,0.1525,0.199,0.0525
99.0,179.0,0.2758,0.1464,0.0295
438.0,139.0,0.1766,0.1616,0.0267
199.0,99.0,0.3622,0.1842,0.0127
99.0,99.0,0.0404,0.0344,0.0262
119.0,119.0,0.1351,0.0756,0.0184
199.0,199.0,0.0663,0.1063,0.0432
199.0,199.0,0.2487,0.2252,0.0736
518.0,179.0,0.948,0.421,0.0045
139.0,139.0,0.3408,0.0068,0.0245
378.0,189.0,0.2312,0.2777,0.0439
199.0,199.0,-0.0316,-0.0316,0.0161
258.0,258.0,0.1907,-0.0778,0.0434
99.0,99.0,0.225,-0.055,0.0088
179.0,179.0,-0.3453,-0.3453,0.011
239.0,239.0,-0.4219,-1.6134,0.0168
338.0,338.0,0.0852,0.0642,0.049
219.0,358.0,0.1812,0.1412,0.0366
139.0,159.0,0.419,0.162,0.0322
120.0,120.0,0.8376,0.0441,0.0084
139.0,139.0,0.1824,0.2644,0.0227
139.0,139.0,0.1803,0.0908,0.0172
616.0,616.0,0.2257,0.0842,0.0721
99.0,99.0,0.3554,0.3324,0.0085
239.0,239.0,0.0207,-0.0428,0.0238
437.0,258.0,0.1745,0.101,0.0241
119.0,119.0,0.1955,0.1955,0.0197
199.0,239.0,0.3404,0.1514,0.0239
318.0,318.0,0.133,0.0825,0.0332
238.0,238.0,0.1471,0.0006,0.0315
179.0,179.0,1.7875,1.4375,0.0045
338.0,169.0,0.1206,0.0541,0.0379
319.0,319.0,0.3729,0.1004,0.0259
80.0,80.0,0.1174,0.0084,0.0082
179.0,179.0,0.0795,0.052,0.012
179.0,159.0,0.285,0.159,0.0257
218.0,179.0,0.4592,0.3452,0.0067
139.0,139.0,0.0957,0.1047,0.0165
358.0,179.0,0.0597,0.6117,0.0304
179.0,219.0,0.186,0.1975,0.0286
139.0,139.0,0.2109,0.2109,0.0588
139.0,139.0,0.1288,0.0753,0.0173
99.0,99.0,0.1649,0.0934,0.0099
397.0,298.0,1.0012,0.1352,0.0379
139.0,139.0,0.2853,0.1893,0.0372
179.0,109.0,0.3344,0.3104,0.0187
218.0,109.0,0.4623,0.3843,0.0455
80.0,80.0,0.2531,0.1061,0.0118
159.0,159.0,1.058,0.3575,0.004
278.0,338.0,0.1288,0.1093,0.0305
557.0,139.0,0.2401,0.2246,0.0083
160.0,99.0,0.419,0.162,0.01
100.0,100.0,0.1201,0.1456,0.0095
279.0,279.0,-0.2634,0.2006,0.0507
219.0,139.0,0.0686,0.0001,0.0219
219.0,219.0,0.494,0.106,0.0164
139.0,139.0,0.1417,0.1667,0.0636
99.0,99.0,0.5128,0.1698,0.0202
278.0,278.0,0.2671,0.1921,0.0186
179.0,179.0,0.1397,0.1442,0.0653
258.0,298.0,0.1881,0.1296,0.033
139.0,139.0,0.1515,0.1005,0.031
199.0,199.0,0.124,-0.0605,0.0292
80.0,99.0,-0.021,0.1165,0.01
258.0,258.0,0.58,0.226,0.0416
139.0,139.0,0.3536,0.3536,0.0104
80.0,80.0,0.0708,0.0583,0.0108
139.0,139.0,0.3484,0.2484,0.0298
179.0,179.0,0.2616,0.1781,0.0179
318.0,318.0,0.0472,0.1332,0.0383
219.0,219.0,1.9262,1.2187,0.0199
139.0,139.0,-0.0861,-0.0316,0.0113
119.0,119.0,0.1432,0.1212,0.0171
379.0,379.0,1.7096,1.7096,0.0499
239.0,239.0,0.38,0.1495,0.0369
457.0,152.3333,0.2754,0.2364,0.0391
318.0,159.0,0.2823,0.0603,0.0559
239.0,119.0,0.2842,0.1557,0.0057
159.0,159.0,0.1416,0.1526,0.0152
139.0,139.0,0.1326,0.0791,0.0083
80.0,80.0,0.0647,-0.0453,0.0095
278.0,159.0,0.2486,0.1331,0.0107
159.0,159.0,0.2173,0.1588,0.0242
139.0,139.0,0.3311,0.1106,0.0357
99.0,219.0,0.1172,0.1522,0.0106
80.0,80.0,0.2873,0.1058,0.0214
199.0,199.0,0.1708,0.2633,0.0382
139.0,80.0,0.2312,-0.0873,0.0142
318.0,318.0,0.1052,0.1942,0.063
318.0,318.0,0.0917,0.0537,0.0398
80.0,80.0,-0.0292,-0.0982,0.0098
339.0,339.0,2.2261,1.1346,0.0436
159.0,159.0,0.1871,0.2011,0.0457
278.0,139.0,0.0681,0.0306,0.0307
199.0,199.0,0.3797,0.2507,0.0233
139.0,139.0,0.2477,0.2257,0.0163
139.0,139.0,0.0115,-0.075,0.0187
159.0,139.0,0.4633,0.0883,0.0237
139.0,139.0,0.267,0.161,0.023
239.0,239.0,0.556,0.4335,0.0255
259.0,259.0,0.2002,-0.0333,0.0436
199.0,199.0,0.4182,0.0642,0.0417
119.0,119.0,0.1913,0.2028,0.0209
417.0,208.5,0.0803,0.2028,0.0734
299.0,149.5,0.3484,0.2169,0.064
398.0,132.6667,0.3397,0.1837,0.0472
179.0,179.0,0.1196,0.2116,0.0161
259.0,259.0,0.253,0.2455,0.0428
99.0,99.0,0.0259,0.1739,0.011
179.0,179.0,0.12,0.1845,0.0263
199.0,199.0,1.1741,0.7161,0.0256
139.0,139.0,0.6371,0.2776,0.0343
139.0,139.0,0.3008,0.0383,0.0267
299.0,299.0,1.4196,0.1471,0.0267
159.0,179.0,0.3212,0.1732,0.0086
358.0,179.0,0.4941,0.2221,0.0332
179.0,179.0,0.5515,0.1545,0.0559
358.0,179.0,0.2118,0.3093,0.0741
139.0,139.0,0.2486,0.1171,0.0093
139.0,139.0,0.0535,-0.112,0.0119
119.0,119.0,0.1647,0.0542,0.0367
198.0,99.0,0.2895,0.124,0.0291
298.0,298.0,0.38,0.2515,0.063
99.0,99.0,0.3397,0.3242,0.0117
199.0,99.5,0.0971,0.1786,0.0393
358.0,179.0,0.0785,0.018,0.0361
179.0,179.0,0.5697,0.5272,0.0067
219.0,219.0,0.3616,0.2496,0.0147
159.0,159.0,0.2206,0.0711,0.0197
179.0,179.0,0.2041,0.1186,0.036
139.0,139.0,0.0467,0.0292,0.0115
139.0,139.0,0.5086,0.1916,0.028
80.0,80.0,0.2303,0.3178,0.0149
119.0,119.0,0.2759,0.1459,0.0153
179.0,179.0,0.0939,0.1479,0.0383
337.0,112.3333,0.6398,0.1078,0.1074
159.0,159.0,0.1671,0.0321,0.0095
80.0,80.0,0.1477,0.1492,0.0155
458.0,229.0,0.3348,0.2418,0.1047
119.0,119.0,0.1319,0.1259,0.0223
159.0,159.0,0.3395,0.1945,0.0281
298.0,149.0,0.4932,0.1882,0.0777
259.0,129.5,-0.0228,-0.1683,0.0312
119.0,119.0,0.1623,0.0383,0.0229
219.0,109.5,0.2298,0.0303,0.0299
139.0,139.0,0.2996,0.0816,0.027
159.0,159.0,0.0909,0.0984,0.0163
99.0,99.0,0.5545,0.3625,0.0255
298.0,149.0,0.1212,0.0637,0.0528
179.0,179.0,0.1397,0.1442,0.0653
219.0,219.0,0.2886,0.2431,0.0317
258.0,258.0,0.1937,0.2067,0.0577
218.0,109.0,0.3587,0.4907,0.0082
199.0,199.0,0.8257,0.9667,0.0226
139.0,139.0,0.196,0.168,0.0206
119.0,119.0,0.043,0.0425,0.0258
80.0,129.0,0.1057,-0.0083,0.0257
199.0,199.0,0.2081,0.0861,0.0246
119.0,119.0,0.066,0.1746,0.0285
80.0,80.0,0.2407,0.0882,0.0116
99.0,99.0,0.1366,-0.0094,0.0116
179.0,179.0,0.2126,0.1476,0.0173
656.0,298.0,0.5623,0.1333,0.0351
159.0,139.0,0.6206,0.0521,0.038
100.0,125.6667,0.3329,0.3554,0.0323
139.0,139.0,0.3018,0.0768,0.018
179.0,179.0,0.0581,0.1771,0.0359
179.0,179.0,0.1015,0.069,0.0092
99.0,99.0,0.0825,-0.0505,0.0174
179.0,179.0,0.2282,0.0552,0.0129
99.0,99.0,0.3207,0.0617,0.0166
139.0,139.0,0.1567,0.1267,0.0148
179.0,179.0,0.0767,0.0837,0.0191
239.0,239.0,0.0997,0.1347,0.0172
218.0,109.0,0.1563,0.2953,0.0342
278.0,232.0,0.1681,0.1251,0.0466
119.0,119.0,0.2126,0.0591,0.0272
99.0,99.0,0.3802,0.2327,0.0167
279.0,319.0,0.6525,0.4825,0.008
159.0,159.0,0.4063,0.0683,0.0287
119.0,119.0,0.3118,0.1448,0.0209
259.0,259.0,0.6205,0.6815,0.0228
159.0,159.0,0.8215,0.2825,0.0166
119.0,119.0,0.0282,0.0067,0.0171
199.0,199.0,0.5007,-0.0053,0.0335
139.0,139.0,0.0209,0.0459,0.0227
139.0,139.0,0.2442,0.0417,0.0132
139.0,219.0,0.0767,0.0837,0.0233
219.0,219.0,-0.1094,-0.0379,0.0332
179.0,179.0,0.053,0.062,0.0187
199.0,199.0,0.1127,0.1187,0.0572
159.0,159.0,0.183,0.037,0.0208
179.0,119.0,0.0983,0.0883,0.0087
199.0,199.0,-0.1566,-0.8116,0.03
219.0,219.0,0.1708,0.0683,0.0272
159.0,159.0,0.2943,0.2468,0.0479
298.0,298.0,0.1723,-0.1552,0.053
318.0,159.0,0.1151,0.0721,0.0741
139.0,139.0,0.0852,-0.0433,0.0139
179.0,179.0,0.0513,0.1033,0.0179
278.0,139.0,0.3241,0.3241,0.0256
239.0,239.0,0.3329,0.3554,0.0205
139.0,139.0,0.1446,0.0481,0.0097
119.0,119.0,0.3034,0.1974,0.0153
80.0,80.0,0.5288,0.5533,0.022
99.0,99.0,0.6081,0.2306,0.0166
80.0,80.0,0.2227,0.0847,0.0039
219.0,278.0,0.2643,0.2643,0.037
119.0,119.0,-0.0292,0.0578,0.0145
179.0,189.0,0.1168,0.1168,0.0546
139.0,139.0,0.0941,0.0996,0.0122
139.0,139.0,0.1758,0.1643,0.0147
99.0,99.0,0.1963,0.2088,0.0105
179.0,179.0,0.0482,0.0277,0.0178
139.0,139.0,0.1327,0.1837,0.0165
278.0,278.0,0.0417,0.0652,0.0265
99.0,99.0,0.3761,0.1936,0.0095
199.0,159.0,1.9487,1.5457,0.0204
139.0,139.0,0.4197,0.2027,0.0067
80.0,119.5,0.8215,0.2825,0.0249
179.0,179.0,0.2978,0.2373,0.0323
179.0,179.0,0.2254,0.3329,0.0153
99.0,99.0,0.2246,0.0466,0.0059
159.0,159.0,0.3659,0.3704,0.026
199.0,199.0,0.2076,0.1386,0.0133
199.0,99.5,0.1033,-0.0712,0.0199
179.0,179.0,0.1995,0.203,0.0167
179.0,179.0,0.3761,0.3176,0.0172
179.0,179.0,0.0942,0.0182,0.0067
80.0,80.0,0.314,0.2625,0.0041
397.0,132.3333,0.3443,0.1538,0.0655
538.0,538.0,0.6472,0.6472,0.0556
559.0,279.5,0.2482,0.2482,0.0577
199.0,99.5,0.1572,-0.0103,0.0213
139.0,139.0,0.1392,0.1392,0.0151
99.0,99.0,0.2647,0.1377,0.0098
298.0,298.0,0.1466,0.1326,0.0179
298.0,298.0,0.3893,0.1938,0.0385
338.0,169.0,0.2847,0.1872,0.1576
99.0,99.0,0.2032,0.1572,0.0127
318.0,159.0,0.2302,0.3162,0.0352
179.0,179.0,0.3348,0.1358,0.0409
338.0,112.6667,0.1102,0.1102,0.036
278.0,139.0,0.2431,0.3061,0.0557
199.0,199.0,0.25,0.25,0.0329
159.0,159.0,0.5365,0.399,0.0398
99.0,99.0,0.1181,-0.0044,0.0094
318.0,159.0,0.1271,0.1456,0.0221
119.0,119.0,0.3684,0.0489,0.0219
139.0,139.0,0.3363,0.2103,0.0185
139.0,139.0,0.7216,0.3191,0.0122
298.0,259.0,0.1916,0.1621,0.0148
139.0,139.0,0.1538,0.2758,0.0229
516.0,298.0,0.675,-4.3255,0.0425
99.0,99.0,0.1653,0.1618,0.0163
457.0,152.3333,0.3226,0.3966,0.0442
139.0,139.0,0.1802,0.1802,0.0174
179.0,179.0,-0.0118,0.0997,0.0129
278.0,278.0,0.2565,0.095,0.05
199.0,199.0,0.9595,0.9595,0.0213
218.0,139.0,0.1033,0.1113,0.0139
119.0,119.0,0.1325,0.077,0.0149
99.0,99.0,0.2085,0.019,0.0071
318.0,318.0,0.1138,0.0238,0.0473
99.0,99.0,0.089,0.091,0.0061
80.0,80.0,0.2059,0.1764,0.0274
278.0,278.0,-0.0077,0.2108,0.0494
80.0,80.0,0.0153,0.0153,0.0387
139.0,159.0,0.1205,0.0915,0.0129
318.0,159.0,0.2162,0.2242,0.0632
159.0,159.0,0.0634,0.0089,0.0146
159.0,159.0,-0.3453,-0.4198,0.0098
119.0,119.0,0.6353,0.0938,0.0575
99.0,99.0,0.1211,0.0586,0.0109
199.0,199.0,0.1625,0.196,0.0294
259.0,179.0,0.2394,0.1373,0.0272
99.0,99.0,0.4082,0.1972,0.0167
179.0,179.0,0.1267,0.0542,0.0191
219.0,219.0,0.0353,0.0813,0.0226
99.0,99.0,0.1951,0.1256,0.0169
159.0,159.0,0.4941,0.1706,0.0147
278.0,139.0,0.3423,0.4268,0.0837
199.0,199.0,0.1386,0.0981,0.0179
119.0,119.0,0.2388,0.4038,0.0264
119.0,159.0,0.2389,0.1359,0.0136
179.0,179.0,0.0305,0.043,0.0388
219.0,109.5,0.2614,0.2449,0.0702
199.0,99.5,0.3185,0.267,0.0329
199.0,199.0,0.2184,0.0819,0.0204
199.0,199.0,0.1378,0.2068,0.0447
298.0,298.0,0.3121,0.5301,0.0735
80.0,80.0,0.0989,0.1449,0.0082
80.0,80.0,0.1148,0.2568,0.0072
199.0,129.0,0.2776,0.0896,0.0485
179.0,179.0,0.2504,-0.0571,0.0218
199.0,199.0,0.5592,0.2162,0.0395
179.0,179.0,0.0438,0.0083,0.0275
518.0,259.0,2.2779,1.8444,0.0767
80.0,80.0,0.3878,0.0418,0.0123
179.0,338.0,0.0841,0.0731,0.0313
179.0,139.0,0.0766,-0.0479,0.0122
298.0,149.0,0.1775,0.1955,0.0493
139.0,99.0,0.5936,0.1411,0.0254
159.0,199.0,0.0786,0.1056,0.0166
438.0,219.0,1.0372,1.5692,0.0497
358.0,179.0,0.2967,0.3222,0.0381
278.0,278.0,0.374,0.152,0.0448
239.0,239.0,0.1383,0.0063,0.0253
199.0,199.0,0.263,0.2395,0.0235
99.0,99.0,0.1294,0.0329,0.0085
80.0,80.0,0.1792,0.1217,0.0039
318.0,139.0,0.2401,0.1086,0.0097
99.0,99.0,0.2777,0.2312,0.0115
278.0,278.0,0.1802,0.2297,0.0353
139.0,139.0,0.4361,0.1676,0.0534
80.0,80.0,0.2253,-0.0682,0.0116
179.0,179.0,0.6997,0.9667,0.0203
199.0,159.0,0.0996,0.0851,0.0143
179.0,179.0,0.0771,0.2036,0.0107
99.0,99.0,0.1446,0.0646,0.0069
179.0,179.0,0.2724,0.2724,0.0866
119.0,119.0,0.1786,0.1856,0.0235
179.0,179.0,0.5452,0.1847,0.0763
258.0,258.0,0.3397,0.3397,0.0306
99.0,99.0,0.327,0.154,0.0095
99.0,80.0,0.4498,0.3028,0.0101
80.0,80.0,0.2052,0.0587,0.0089
199.0,279.0,0.9425,0.9425,0.0141
179.0,179.0,0.193,0.1525,0.012
159.0,159.0,0.374,0.5605,0.0256
259.0,129.5,0.108,0.0165,0.0185
80.0,80.0,0.4858,0.2883,0.0252
179.0,179.0,0.2802,0.2327,0.04
199.0,199.0,0.0437,0.0102,0.0364
556.0,278.0,0.0825,-0.0505,0.0978
99.0,99.0,0.1586,0.1556,0.0157
239.0,239.0,0.0971,0.1771,0.0199
80.0,80.0,0.212,0.1401,0.0081
258.0,258.0,0.2592,0.2592,0.0257
119.0,119.0,0.085,0.19,0.0212
99.0,99.0,0.0859,-0.2646,0.0262
119.0,119.0,0.1443,0.2263,0.0271
99.0,199.0,0.2842,0.1557,0.0288
219.0,219.0,0.102,0.106,0.021
139.0,278.0,0.2786,0.1756,0.0316
239.0,239.0,0.556,0.2995,0.0255
915.0,497.0,0.347,0.1315,0.0334
179.0,179.0,0.122,0.06,0.018
99.0,99.0,0.2743,-0.0176,0.011
279.0,139.5,0.0387,0.0412,0.0231
179.0,179.0,0.325,0.133,0.029
319.0,319.0,0.4221,0.0986,0.0225
139.0,139.0,0.2842,0.1557,0.0067
120.0,120.0,1.5854,0.5989,0.0348
139.0,259.0,0.126,0.062,0.0348
238.0,338.0,0.1008,0.0233,0.0348
80.0,80.0,0.2672,0.1477,0.0155
99.0,99.0,0.1487,0.1352,0.0163
99.0,219.0,0.1729,0.0524,0.0244
298.0,298.0,0.0361,0.0246,0.0284
119.0,119.0,0.3061,0.3301,0.0239
159.0,159.0,0.1471,0.0006,0.0211
179.0,399.0,1.8775,1.764,0.0101
278.0,139.0,0.2187,0.0972,0.0237
119.0,119.0,0.327,0.1435,0.0114
179.0,179.0,0.1101,-0.0469,0.0157
199.0,70.0,0.6906,-0.1049,0.0125
99.0,99.0,0.522,0.089,0.0221
238.0,238.0,0.1432,-0.0873,0.0297
278.0,139.0,0.1345,0.289,0.0321
139.0,139.0,0.2558,0.1693,0.0308
238.0,238.0,0.1052,0.1942,0.0472
99.0,99.0,0.4355,-0.07,0.0134
139.0,139.0,0.5514,0.0319,0.0588
219.0,219.0,0.0785,0.102,0.0221
179.0,119.0,0.1843,0.1838,0.0252
99.0,99.0,0.0005,-0.1045,0.0084
318.0,159.0,0.0736,0.0351,0.0394
298.0,149.0,0.3973,0.1333,0.0798
179.0,179.0,0.3621,0.4721,0.028
757.0,757.0,1.0497,-0.3948,0.0467
139.0,139.0,0.2561,0.0996,0.0104
219.0,219.0,0.3768,0.3623,0.0681
99.0,159.0,0.4063,0.1708,0.0287
139.0,99.0,0.1526,0.0801,0.0094
318.0,159.0,0.1325,0.1245,0.0399
139.0,139.0,0.043,0.043,0.0301
179.0,179.0,0.3053,0.2298,0.0245
179.0,219.0,2.0074,2.0074,0.0178
179.0,179.0,0.0915,0.032,0.016
199.0,199.0,-0.8588,0.0672,0.0169
278.0,129.5,0.0859,0.0539,0.0239
259.0,259.0,0.0823,-0.0132,0.0305
99.0,99.0,0.2407,0.0832,0.0144
219.0,109.5,0.351,0.2125,0.0684
179.0,179.0,0.1913,0.2028,0.0315
119.0,119.0,0.0629,0.0109,0.0194
199.0,199.0,0.171,0.147,0.0251
99.0,99.0,0.3973,-0.0647,0.0265
119.0,119.0,0.1767,0.0887,0.0149
139.0,139.0,0.1875,0.1225,0.0093
179.0,179.0,0.0467,0.0467,0.0148
219.0,219.0,0.3266,0.1816,0.0501
80.0,139.0,0.2531,0.0761,0.0206
478.0,239.0,0.0901,0.1366,0.0545
238.0,238.0,0.3283,0.1068,0.0325
80.0,80.0,0.2583,0.2343,0.0144
99.0,99.0,0.1388,-0.1557,0.0121
99.0,179.0,0.1795,0.0435,0.0397
179.0,179.0,0.1696,0.0766,0.0157
179.0,139.0,0.1782,0.3157,0.0296
278.0,139.0,0.3884,0.1344,0.0454
477.0,139.0,0.0825,0.114,0.0093
119.0,119.0,0.2996,0.0876,0.0231
298.0,298.0,0.1785,0.1005,0.0404
338.0,119.0,0.3861,0.1806,0.0339
179.0,179.0,0.1138,0.1753,0.0266
179.0,179.0,0.0539,-0.0176,0.0165
219.0,219.0,0.2075,0.046,0.0113
139.0,139.0,0.1432,-0.0173,0.02
218.0,139.0,0.2428,0.2428,0.0247
198.0,99.0,0.1187,0.2087,0.057
239.0,239.0,0.1531,0.0946,0.0479
298.0,149.0,-0.0124,0.0261,0.0319
199.0,199.0,0.0815,0.022,0.025
179.0,239.0,0.2938,0.1518,0.0375
139.0,139.0,0.3931,0.014,0.0315
239.0,119.5,0.2841,0.1096,0.0256
239.0,239.0,0.1682,0.1467,0.0539
80.0,80.0,-0.0024,-0.0024,0.0177
139.0,179.0,0.1211,0.1121,0.0161
159.0,159.0,0.2633,0.3198,0.0305
119.0,119.0,0.0459,0.2114,0.0194
179.0,179.0,0.1401,0.0901,0.0181
259.0,129.5,0.0651,0.2206,0.032
239.0,239.0,0.2357,0.1812,0.0244
239.0,239.0,0.9337,1.0372,0.0271
80.0,80.0,0.2526,0.0511,0.0127
219.0,219.0,0.1427,0.0902,0.0239
259.0,259.0,0.1274,0.1274,0.0222
139.0,139.0,0.1553,0.0903,0.0143
219.0,219.0,0.7267,-0.0218,0.0245
219.0,139.0,0.473,0.283,0.0119
179.0,179.0,0.0751,0.0976,0.0233
239.0,239.0,0.3977,-0.9618,0.0203
179.0,179.0,0.0443,0.0593,0.0161
278.0,139.0,0.0558,0.0268,0.0869
299.0,149.5,0.1796,0.1211,0.0331
179.0,179.0,0.0475,-0.0145,0.018
179.0,179.0,2.0226,-0.5169,0.0326
278.0,278.0,0.0916,-0.0404,0.0298
199.0,199.0,1.0915,0.748,0.005
179.0,139.0,0.2625,-0.0625,0.0072
179.0,219.0,0.2758,0.1653,0.0361
219.0,109.5,0.253,0.047,0.0275
199.0,199.0,0.1033,0.0883,0.0199
299.0,119.5,1.254,0.9525,0.0239
99.0,99.0,0.3684,0.0624,0.0085
99.0,99.0,0.2395,0.1525,0.0194
139.0,139.0,0.0708,0.0093,0.0188
458.0,179.0,0.1756,-0.0969,0.0407
258.0,258.0,0.203,0.168,0.0241
219.0,219.0,0.1351,0.0756,0.0338
119.0,119.0,0.082,0.0395,0.0188
80.0,80.0,0.2184,0.1124,0.0082
358.0,179.0,0.3722,-0.1438,0.0637
80.0,80.0,0.4355,-0.07,0.0108
179.0,179.0,0.0613,0.0293,0.0219
119.0,119.0,0.2198,0.0978,0.0203
139.0,199.0,0.1563,0.1788,0.0231
119.0,119.0,0.046,0.1385,0.0085
318.0,159.0,0.3408,0.0368,0.0559
199.0,199.0,0.5202,0.1367,0.0364
20.0,20.0,2.3504,0.4904,0.0047
