P2stFixation,lastSaccLen,prevFixDur,regressDur,regressLen,wordNo
0,184.0,159.0,0.0,0.0,2.0
0,397.102,80.0,0.0,0.0,4.0
1,246.3433,179.0,338.0,0.0,3.0
0,0.0,99.0,0.0,0.0,6.0
0,182.0687,99.0,0.0,0.0,1.0
1,273.4273,179.0,0.0,458.0,2.0
0,165.6336,99.0,0.0,0.0,2.0
0,156.5799,119.0,0.0,0.0,1.0
0,346.048,238.0,0.0,0.0,4.0
0,166.503,179.0,0.0,0.0,2.0
0,444.8508,278.0,0.0,278.0,5.0
0,220.2504,219.0,0.0,0.0,4.0
0,262.7818,139.0,1491.0,0.0,5.0
0,527.5192,20.0,618.0,4103.0,5.0
0,433.6465,0.0,0.0,0.0,5.0
0,307.4703,179.0,80.0,0.0,1.0
1,390.6549,258.0,0.0,3480.0,1.0
1,149.6103,119.0,0.0,100.0,7.0
0,180.5249,279.0,179.0,0.0,4.0
0,163.0069,99.0,0.0,0.0,2.0
1,119.6766,99.0,0.0,0.0,4.0
1,144.0069,119.0,3561.0,0.0,4.0
0,130.3467,119.0,219.0,0.0,1.0
1,119.105,179.0,755.0,139.0,3.0
1,125.2557,119.0,398.0,1511.0,2.0
0,24.0468,179.0,0.0,0.0,4.0
0,389.7749,99.0,796.0,3936.0,6.0
0,285.9204,179.0,0.0,0.0,1.0
1,149.9667,199.0,0.0,0.0,3.0
1,581.5325,119.0,278.0,0.0,1.0
1,139.7033,199.0,0.0,0.0,3.0
1,88.3091,139.0,1690.0,0.0,1.0
0,356.7948,179.0,0.0,0.0,2.0
0,176.2839,258.0,0.0,0.0,1.0
0,128.3988,159.0,199.0,0.0,4.0
0,144.105,199.0,1312.0,1094.0,2.0
1,0.0,139.0,0.0,0.0,1.0
0,262.5019,99.0,198.0,0.0,3.0
0,177.5451,99.0,0.0,0.0,2.0
0,142.8863,139.0,0.0,775.0,5.0
0,163.833,140.0,0.0,458.0,2.0
0,97.269,80.0,139.0,0.0,1.0
0,221.0481,99.0,0.0,0.0,1.0
1,822.3711,80.0,0.0,1670.0,6.0
0,136.7644,179.0,0.0,0.0,1.0
0,229.0775,159.0,557.0,0.0,3.0
1,63.8161,339.0,0.0,1255.0,1.0
1,226.9736,239.0,1690.0,795.0,3.0
0,0.0,239.0,180.0,0.0,1.0
0,29.3471,139.0,0.0,0.0,6.0
0,86.0712,159.0,0.0,0.0,2.0
0,111.5437,139.0,119.0,0.0,6.0
0,157.7157,99.0,0.0,0.0,2.0
0,427.7341,159.0,0.0,0.0,5.0
0,122.001,238.0,0.0,0.0,3.0
1,0.0,159.0,1014.0,0.0,1.0
0,147.5737,199.0,0.0,0.0,1.0
1,230.9248,100.0,0.0,775.0,1.0
0,73.5425,219.0,139.0,0.0,2.0
1,153.018,179.0,0.0,0.0,4.0
0,660.1585,119.0,0.0,0.0,7.0
0,310.3824,139.0,0.0,0.0,4.0
0,147.5305,179.0,0.0,0.0,3.0
1,358.0,139.0,0.0,418.0,4.0
0,193.8414,139.0,0.0,0.0,4.0
0,136.2066,179.0,0.0,258.0,6.0
0,39.9625,139.0,637.0,597.0,3.0
0,111.0011,139.0,0.0,0.0,5.0
0,114.7279,159.0,139.0,2566.0,2.0
0,288.0508,258.0,0.0,0.0,6.0
0,249.8024,179.0,0.0,0.0,4.0
1,220.4342,179.0,0.0,0.0,4.0
0,77.4919,199.0,139.0,0.0,2.0
0,158.2948,279.0,0.0,0.0,3.0
0,71.8766,99.0,0.0,0.0,1.0
1,139.0,159.0,199.0,0.0,4.0
1,55.3173,140.0,0.0,0.0,1.0
1,256.5239,199.0,718.0,0.0,2.0
1,93.2269,438.0,1314.0,0.0,4.0
1,502.4326,179.0,0.0,179.0,5.0
1,0.0,278.0,796.0,0.0,2.0
1,260.5389,219.0,517.0,1353.0,2.0
0,182.5842,119.0,537.0,418.0,2.0
0,257.0238,258.0,0.0,0.0,2.0
1,159.4091,80.0,0.0,0.0,1.0
0,117.8357,139.0,0.0,0.0,3.0
1,184.359,199.0,379.0,0.0,5.0
1,101.7472,159.0,379.0,0.0,2.0
1,285.0425,99.0,0.0,0.0,3.0
1,228.3424,119.0,0.0,0.0,7.0
0,225.0028,437.0,0.0,0.0,3.0
1,284.103,0.0,119.0,358.0,3.0
0,337.7692,159.0,0.0,0.0,5.0
1,143.7028,139.0,219.0,0.0,1.0
0,121.5905,80.0,159.0,0.0,2.0
1,78.1361,0.0,0.0,0.0,2.0
0,332.733,179.0,299.0,0.0,5.0
0,331.7748,159.0,0.0,556.0,4.0
0,454.5099,99.0,0.0,0.0,1.0
0,595.4914,80.0,0.0,0.0,6.0
0,150.2065,119.0,0.0,0.0,1.0
0,217.0184,99.0,0.0,0.0,2.0
0,595.0011,99.0,0.0,0.0,1.0
0,228.6072,20.0,0.0,0.0,3.0
0,191.9642,437.0,0.0,0.0,3.0
0,115.088,219.0,0.0,0.0,2.0
0,140.1517,219.0,0.0,0.0,7.0
1,155.6808,80.0,139.0,0.0,7.0
0,221.9668,99.0,258.0,1292.0,4.0
0,72.5844,20.0,0.0,0.0,1.0
1,202.8084,179.0,0.0,0.0,3.0
1,85.0368,199.0,0.0,0.0,3.0
1,96.566,99.0,438.0,3160.0,1.0
0,111.3665,99.0,0.0,0.0,2.0
0,166.0482,339.0,0.0,0.0,4.0
0,671.6057,99.0,80.0,0.0,5.0
0,116.1034,0.0,179.0,278.0,2.0
0,112.9889,119.0,0.0,0.0,1.0
1,310.5906,80.0,0.0,0.0,5.0
0,236.6527,119.0,0.0,0.0,1.0
0,164.0191,99.0,239.0,0.0,4.0
0,206.5871,119.0,0.0,0.0,2.0
0,306.7801,80.0,0.0,0.0,4.0
0,128.5243,239.0,0.0,0.0,1.0
0,66.8824,159.0,0.0,0.0,2.0
0,286.0559,219.0,0.0,0.0,4.0
0,173.2404,119.0,0.0,0.0,4.0
1,285.9204,119.0,318.0,0.0,4.0
0,197.5152,99.0,0.0,0.0,4.0
0,111.6121,99.0,0.0,0.0,5.0
1,160.5125,319.0,0.0,0.0,2.0
1,79.6492,80.0,0.0,0.0,1.0
1,130.5613,258.0,0.0,1411.0,2.0
0,129.3957,338.0,0.0,0.0,4.0
0,42.0268,99.0,0.0,0.0,1.0
1,93.5909,139.0,378.0,1252.0,1.0
0,666.9501,99.0,0.0,0.0,5.0
1,83.6809,159.0,358.0,0.0,1.0
1,132.0606,258.0,0.0,3480.0,1.0
1,119.7633,558.0,199.0,0.0,3.0
1,229.5441,219.0,0.0,0.0,3.0
0,155.9623,80.0,99.0,179.0,7.0
0,70.066,139.0,139.0,0.0,2.0
0,262.6071,0.0,0.0,0.0,1.0
1,89.8568,179.0,377.0,298.0,2.0
0,132.5009,159.0,0.0,0.0,3.0
0,87.7055,139.0,0.0,0.0,3.0
0,79.267,159.0,0.0,0.0,3.0
0,140.4724,159.0,0.0,0.0,1.0
1,477.5128,139.0,0.0,377.0,5.0
1,1097.7561,279.0,238.0,0.0,3.0
0,534.6833,339.0,0.0,0.0,1.0
0,382.4585,159.0,0.0,0.0,5.0
0,179.0175,139.0,0.0,0.0,4.0
0,77.5065,139.0,0.0,0.0,2.0
0,136.7708,279.0,3248.0,9087.0,4.0
0,104.1453,139.0,794.0,0.0,4.0
1,134.3317,99.0,2349.0,0.0,1.0
1,182.654,179.0,0.0,0.0,1.0
0,165.4637,99.0,0.0,0.0,1.0
0,145.6683,139.0,0.0,0.0,4.0
0,137.4018,259.0,239.0,0.0,1.0
0,83.1775,99.0,0.0,0.0,1.0
0,70.0874,179.0,239.0,0.0,3.0
0,265.0887,99.0,0.0,0.0,1.0
1,278.6149,259.0,0.0,239.0,4.0
0,144.5554,139.0,119.0,0.0,3.0
1,109.11,159.0,577.0,0.0,1.0
1,103.5012,139.0,0.0,0.0,1.0
1,186.1511,179.0,358.0,617.0,6.0
0,291.689,199.0,278.0,0.0,3.0
1,82.3772,179.0,0.0,0.0,5.0
0,408.3754,0.0,0.0,0.0,5.0
1,638.1618,99.0,0.0,0.0,4.0
1,427.3479,159.0,834.0,4252.0,4.0
0,194.6362,139.0,0.0,119.0,4.0
1,502.5062,99.0,0.0,836.0,5.0
1,43.2348,100.0,0.0,199.0,2.0
1,80.0765,278.0,298.0,0.0,1.0
1,73.5153,278.0,278.0,457.0,2.0
1,105.6279,179.0,377.0,298.0,2.0
0,168.2409,139.0,0.0,0.0,6.0
1,681.7692,239.0,0.0,0.0,6.0
1,173.6491,239.0,0.0,319.0,4.0
0,136.045,179.0,557.0,557.0,2.0
0,147.8792,379.0,0.0,0.0,1.0
0,377.2218,139.0,0.0,0.0,1.0
1,194.5308,219.0,0.0,0.0,4.0
1,76.2053,99.0,0.0,278.0,1.0
0,97.2895,179.0,238.0,179.0,4.0
0,354.9704,99.0,139.0,0.0,4.0
1,50.0,219.0,80.0,0.0,1.0
1,152.0995,0.0,278.0,3380.0,3.0
1,477.256,239.0,0.0,0.0,6.0
1,106.0389,199.0,0.0,99.0,2.0
0,140.0009,139.0,0.0,0.0,3.0
1,138.8254,99.0,0.0,0.0,5.0
1,188.5,99.0,0.0,0.0,3.0
1,106.5422,119.0,0.0,536.0,4.0
0,145.0138,179.0,0.0,0.0,2.0
0,288.6468,139.0,0.0,0.0,4.0
0,519.0323,99.0,0.0,0.0,2.0
1,216.6478,0.0,3102.0,0.0,1.0
0,592.964,139.0,0.0,0.0,1.0
0,181.0249,99.0,0.0,0.0,5.0
1,250.002,258.0,258.0,0.0,1.0
1,79.7762,80.0,0.0,1272.0,1.0
0,133.291,179.0,238.0,0.0,4.0
0,588.5688,119.0,139.0,100.0,6.0
1,150.1949,139.0,0.0,0.0,2.0
0,120.584,259.0,200.0,0.0,2.0
0,1123.4996,179.0,0.0,399.0,3.0
0,119.5377,139.0,179.0,0.0,1.0
1,57.0548,219.0,0.0,0.0,2.0
0,147.0077,238.0,0.0,0.0,4.0
1,138.153,119.0,338.0,537.0,3.0
0,84.0536,99.0,0.0,0.0,1.0
0,218.5967,159.0,0.0,0.0,2.0
1,55.9732,80.0,239.0,897.0,1.0
0,176.5574,100.0,258.0,0.0,1.0
1,394.5257,199.0,973.0,0.0,1.0
0,36.5034,159.0,0.0,139.0,2.0
0,194.3515,139.0,358.0,8784.0,3.0
0,177.8103,99.0,0.0,0.0,3.0
0,313.2112,99.0,0.0,0.0,1.0
0,116.9027,179.0,0.0,0.0,4.0
0,93.1625,179.0,0.0,0.0,4.0
0,257.8536,258.0,0.0,0.0,4.0
1,155.0887,99.0,0.0,3917.0,4.0
0,178.2414,239.0,160.0,0.0,4.0
1,216.6576,199.0,0.0,0.0,4.0
0,247.3702,318.0,179.0,0.0,3.0
0,70.8308,139.0,0.0,0.0,1.0
0,154.5291,80.0,0.0,0.0,1.0
1,118.2582,139.0,0.0,0.0,3.0
0,208.4448,139.0,0.0,0.0,4.0
1,450.0725,159.0,0.0,0.0,5.0
1,402.5102,0.0,0.0,0.0,1.0
1,154.9653,159.0,0.0,0.0,1.0
1,119.0976,139.0,0.0,0.0,4.0
0,260.3094,219.0,0.0,0.0,3.0
1,385.1873,139.0,873.0,4076.0,4.0
1,62.1168,119.0,139.0,0.0,1.0
1,229.5615,119.0,139.0,0.0,4.0
0,129.1908,139.0,0.0,0.0,2.0
1,108.2959,239.0,0.0,0.0,3.0
0,130.384,179.0,0.0,0.0,1.0
1,188.5239,179.0,0.0,0.0,3.0
1,145.5764,219.0,0.0,0.0,1.0
0,83.6675,80.0,0.0,0.0,3.0
1,144.5701,239.0,834.0,139.0,3.0
0,40.2523,199.0,0.0,139.0,3.0
0,838.2412,219.0,0.0,0.0,5.0
0,272.3279,398.0,0.0,0.0,3.0
0,168.3278,139.0,239.0,0.0,5.0
0,381.6733,179.0,259.0,0.0,1.0
0,129.9885,99.0,0.0,0.0,1.0
1,182.1984,298.0,0.0,0.0,2.0
0,167.6343,179.0,0.0,0.0,3.0
0,114.2147,179.0,238.0,0.0,4.0
0,124.0363,99.0,0.0,0.0,1.0
1,52.1009,119.0,119.0,496.0,3.0
1,108.5564,0.0,419.0,736.0,4.0
1,174.6031,179.0,0.0,0.0,4.0
0,60.92,119.0,0.0,0.0,2.0
0,93.1034,0.0,0.0,0.0,1.0
0,167.1414,139.0,0.0,0.0,5.0
0,553.1121,179.0,238.0,0.0,6.0
0,304.5148,80.0,0.0,0.0,1.0
0,698.2036,139.0,0.0,0.0,5.0
0,272.1659,99.0,0.0,0.0,1.0
1,105.9835,99.0,278.0,0.0,1.0
0,81.0941,159.0,0.0,179.0,4.0
1,119.7466,99.0,0.0,417.0,3.0
0,164.6003,239.0,139.0,0.0,6.0
0,128.8187,159.0,0.0,0.0,8.0
0,157.7633,119.0,179.0,0.0,1.0
1,259.2822,0.0,279.0,657.0,2.0
1,195.1442,219.0,0.0,0.0,2.0
0,149.6103,379.0,0.0,0.0,3.0
1,329.928,199.0,4861.0,11655.0,2.0
0,57.1183,0.0,0.0,139.0,4.0
1,253.7839,0.0,0.0,0.0,1.0
1,49.0408,20.0,0.0,0.0,1.0
0,96.791,159.0,179.0,2286.0,3.0
1,296.5034,80.0,219.0,9785.0,2.0
1,293.1092,258.0,258.0,0.0,1.0
1,67.5074,199.0,0.0,199.0,4.0
0,654.3764,139.0,0.0,0.0,1.0
1,208.9791,0.0,40.0,0.0,2.0
1,130.853,219.0,0.0,0.0,3.0
0,683.5353,179.0,318.0,0.0,6.0
1,226.7692,199.0,0.0,377.0,3.0
0,204.8908,99.0,99.0,0.0,3.0
1,211.6058,338.0,714.0,219.0,5.0
0,121.1084,338.0,219.0,597.0,2.0
1,230.9816,0.0,0.0,0.0,9.0
0,139.5036,159.0,0.0,0.0,1.0
0,122.549,219.0,697.0,577.0,2.0
0,93.3876,139.0,0.0,159.0,2.0
1,209.3735,159.0,379.0,0.0,2.0
1,153.8059,159.0,0.0,0.0,1.0
0,183.0983,139.0,0.0,0.0,4.0
0,371.066,199.0,0.0,0.0,3.0
1,78.6003,319.0,0.0,0.0,1.0
0,234.2584,179.0,0.0,99.0,4.0
0,635.0185,199.0,0.0,0.0,6.0
0,500.3124,99.0,80.0,0.0,5.0
0,368.541,99.0,0.0,0.0,4.0
0,186.3934,279.0,3248.0,9087.0,4.0
1,54.5367,99.0,0.0,0.0,1.0
0,320.8415,100.0,0.0,0.0,5.0
0,341.6771,219.0,0.0,0.0,2.0
0,775.7385,179.0,0.0,0.0,6.0
0,345.4917,119.0,0.0,0.0,2.0
0,183.5824,119.0,756.0,0.0,2.0
0,161.9452,159.0,0.0,0.0,3.0
0,298.6051,139.0,0.0,0.0,2.0
0,52.7873,239.0,0.0,80.0,3.0
1,166.1272,458.0,179.0,398.0,4.0
0,464.2933,239.0,0.0,179.0,5.0
1,363.8259,119.0,3561.0,0.0,4.0
0,661.376,139.0,0.0,0.0,6.0
1,255.5117,99.0,238.0,2342.0,3.0
0,429.5975,219.0,0.0,0.0,4.0
0,172.1918,99.0,99.0,0.0,2.0
0,261.7007,258.0,0.0,0.0,3.0
0,516.6297,119.0,0.0,0.0,1.0
0,158.5788,159.0,0.0,0.0,5.0
1,251.2867,119.0,159.0,0.0,1.0
0,115.0272,179.0,0.0,0.0,4.0
1,129.3136,139.0,199.0,0.0,1.0
0,150.1707,0.0,0.0,0.0,3.0
0,126.8562,99.0,834.0,0.0,1.0
0,166.4121,179.0,1668.0,0.0,2.0
1,163.2728,0.0,0.0,0.0,3.0
0,193.0058,199.0,0.0,0.0,3.0
0,131.0467,100.0,0.0,0.0,4.0
0,103.5193,119.0,0.0,0.0,4.0
1,241.042,199.0,596.0,576.0,2.0
0,142.8356,259.0,0.0,0.0,2.0
0,185.0547,199.0,0.0,0.0,2.0
1,482.9319,139.0,0.0,258.0,8.0
1,114.2147,438.0,1314.0,0.0,4.0
1,111.6121,119.0,2231.0,278.0,4.0
1,169.4993,0.0,1074.0,0.0,1.0
1,98.5457,179.0,0.0,0.0,4.0
0,209.5024,119.0,0.0,0.0,1.0
1,108.074,20.0,1056.0,897.0,1.0
0,558.2764,139.0,990.0,0.0,7.0
0,129.848,100.0,0.0,0.0,2.0
1,179.1291,219.0,457.0,358.0,3.0
0,230.411,0.0,0.0,318.0,3.0
0,83.9315,119.0,0.0,0.0,1.0
1,408.0668,100.0,240.0,0.0,5.0
0,209.5376,219.0,537.0,0.0,4.0
0,137.5736,99.0,0.0,0.0,4.0
0,203.0548,139.0,0.0,0.0,1.0
0,427.7528,99.0,0.0,0.0,4.0
0,133.1813,259.0,0.0,0.0,2.0
0,401.4776,319.0,359.0,658.0,4.0
0,48.0208,219.0,597.0,0.0,1.0
0,41.3401,199.0,0.0,0.0,3.0
0,469.0003,159.0,0.0,0.0,3.0
0,136.5375,219.0,0.0,0.0,2.0
0,194.0103,99.0,0.0,0.0,1.0
1,281.575,99.0,894.0,0.0,3.0
0,77.4355,179.0,438.0,0.0,4.0
0,584.7959,99.0,0.0,0.0,5.0
0,68.4726,119.0,0.0,0.0,3.0
0,227.5703,100.0,198.0,0.0,3.0
1,164.0831,80.0,259.0,0.0,2.0
1,130.4847,119.0,556.0,0.0,3.0
0,114.4749,139.0,0.0,0.0,2.0
1,66.8431,99.0,0.0,0.0,2.0
0,874.0631,119.0,0.0,4395.0,8.0
0,131.6368,99.0,0.0,0.0,1.0
0,110.7542,298.0,1490.0,0.0,2.0
1,148.6178,99.0,0.0,0.0,6.0
1,199.2768,179.0,4931.0,11988.0,2.0
1,70.8414,298.0,0.0,0.0,2.0
0,192.0319,0.0,0.0,139.0,2.0
0,94.1833,99.0,2132.0,537.0,2.0
1,226.5657,258.0,0.0,0.0,6.0
1,360.0559,159.0,0.0,0.0,4.0
0,146.1651,80.0,0.0,0.0,5.0
1,164.7741,179.0,1188.0,199.0,3.0
0,96.2549,119.0,0.0,0.0,1.0
0,129.0475,99.0,0.0,0.0,3.0
0,215.0145,179.0,0.0,0.0,2.0
0,169.6445,219.0,0.0,0.0,2.0
0,106.9205,119.0,0.0,119.0,4.0
1,413.0366,199.0,0.0,139.0,4.0
0,144.0009,139.0,99.0,119.0,4.0
0,190.7367,278.0,0.0,0.0,3.0
0,258.774,258.0,0.0,0.0,1.0
1,378.0268,179.0,0.0,0.0,2.0
0,124.6154,119.0,0.0,0.0,3.0
1,124.6044,0.0,0.0,0.0,1.0
0,176.7067,99.0,219.0,298.0,2.0
0,345.167,199.0,199.0,995.0,4.0
0,339.4971,258.0,596.0,139.0,4.0
0,161.0093,239.0,992.0,0.0,1.0
1,170.2072,179.0,1188.0,199.0,3.0
0,173.1134,199.0,0.0,0.0,3.0
1,84.5931,199.0,199.0,0.0,2.0
0,144.6245,0.0,0.0,0.0,1.0
1,237.0258,279.0,359.0,0.0,3.0
0,103.0594,120.0,299.0,0.0,3.0
1,260.0562,179.0,4343.0,17872.0,1.0
1,124.3262,139.0,80.0,3639.0,2.0
0,1050.0501,99.0,139.0,0.0,1.0
0,92.4392,299.0,0.0,0.0,6.0
0,162.1496,99.0,0.0,0.0,1.0
1,681.5359,99.0,792.0,219.0,6.0
0,239.1783,179.0,0.0,0.0,5.0
0,624.1194,99.0,0.0,0.0,7.0
0,651.8178,80.0,0.0,0.0,7.0
0,102.0196,119.0,119.0,199.0,2.0
0,130.1816,298.0,1490.0,0.0,2.0
0,170.0029,0.0,0.0,0.0,2.0
1,166.9686,199.0,0.0,0.0,8.0
1,246.1229,99.0,0.0,0.0,2.0
0,238.4602,119.0,100.0,0.0,3.0
0,192.2531,80.0,0.0,0.0,4.0
0,120.5259,99.0,0.0,238.0,3.0
1,410.9039,219.0,0.0,160.0,4.0
1,162.0193,139.0,199.0,0.0,2.0
0,374.7616,159.0,358.0,0.0,5.0
1,134.5149,0.0,0.0,0.0,2.0
0,144.5424,179.0,0.0,0.0,1.0
0,683.3039,99.0,0.0,0.0,7.0
1,153.1617,139.0,99.0,0.0,2.0
0,322.0749,139.0,0.0,0.0,1.0
1,163.4786,139.0,100.0,0.0,4.0
0,410.1756,298.0,159.0,0.0,1.0
1,161.6741,379.0,0.0,0.0,3.0
1,98.1835,199.0,4861.0,11655.0,2.0
1,81.2527,139.0,0.0,1132.0,1.0
1,98.9949,219.0,517.0,1353.0,2.0
1,315.643,99.0,199.0,854.0,4.0
0,137.6635,0.0,0.0,0.0,1.0
0,1542.1765,258.0,0.0,1571.0,8.0
0,119.8635,99.0,337.0,417.0,6.0
1,130.9236,159.0,417.0,198.0,1.0
1,355.777,99.0,0.0,558.0,2.0
1,119.827,139.0,1075.0,0.0,2.0
1,22.3886,298.0,0.0,0.0,2.0
0,159.7005,199.0,80.0,0.0,3.0
0,124.1934,80.0,219.0,0.0,1.0
0,324.2873,80.0,0.0,0.0,3.0
0,148.1595,139.0,0.0,0.0,1.0
1,245.1989,119.0,338.0,537.0,3.0
1,210.1773,139.0,219.0,0.0,2.0
0,304.2737,159.0,0.0,0.0,3.0
0,745.7883,99.0,0.0,0.0,7.0
1,143.7228,99.0,0.0,3917.0,4.0
0,97.0155,219.0,0.0,0.0,2.0
0,136.5742,179.0,0.0,0.0,1.0
0,190.3004,179.0,0.0,219.0,3.0
0,125.5747,99.0,0.0,0.0,1.0
0,142.5175,0.0,0.0,0.0,1.0
0,480.6376,298.0,139.0,0.0,1.0
0,280.9008,139.0,0.0,0.0,1.0
0,62.2977,0.0,139.0,318.0,2.0
0,63.1447,179.0,794.0,0.0,2.0
1,249.6808,199.0,0.0,4864.0,3.0
0,134.6124,20.0,819.0,0.0,3.0
0,145.994,199.0,0.0,0.0,1.0
1,153.0817,139.0,0.0,80.0,4.0
1,59.0339,258.0,0.0,179.0,3.0
0,350.9622,119.0,100.0,0.0,2.0
0,429.5431,99.0,259.0,398.0,6.0
0,492.9148,199.0,0.0,0.0,5.0
1,92.3147,219.0,238.0,0.0,1.0
1,166.9558,119.0,0.0,0.0,2.0
0,56.029,159.0,0.0,0.0,6.0
0,264.5468,159.0,0.0,0.0,2.0
1,357.1589,139.0,873.0,4076.0,4.0
1,113.1106,298.0,0.0,0.0,2.0
0,153.1837,139.0,0.0,0.0,1.0
0,198.5157,119.0,0.0,0.0,3.0
0,110.7892,219.0,0.0,0.0,3.0
0,126.2864,159.0,80.0,0.0,3.0
0,255.5905,99.0,0.0,0.0,3.0
0,58.3095,80.0,0.0,0.0,3.0
1,274.1573,0.0,199.0,139.0,2.0
0,488.1252,159.0,0.0,0.0,1.0
0,133.5758,179.0,318.0,0.0,6.0
1,568.0603,119.0,0.0,0.0,7.0
0,402.8613,119.0,0.0,0.0,5.0
0,166.0271,179.0,0.0,0.0,1.0
0,177.9052,159.0,0.0,0.0,6.0
0,198.0309,139.0,180.0,0.0,2.0
0,227.6587,199.0,219.0,0.0,2.0
0,469.3967,80.0,0.0,238.0,4.0
0,123.1016,99.0,0.0,0.0,1.0
0,196.5229,159.0,0.0,0.0,3.0
0,728.6323,99.0,0.0,0.0,6.0
0,48.283,179.0,0.0,0.0,1.0
0,192.3441,80.0,0.0,0.0,4.0
0,125.093,119.0,0.0,0.0,1.0
0,144.3892,219.0,0.0,0.0,3.0
0,773.8233,219.0,0.0,0.0,10.0
0,340.5073,0.0,0.0,0.0,4.0
0,125.049,179.0,0.0,0.0,3.0
0,159.8452,139.0,139.0,0.0,2.0
0,229.2886,179.0,0.0,0.0,1.0
0,228.3555,119.0,0.0,0.0,1.0
0,164.6003,338.0,0.0,0.0,2.0
0,85.3756,99.0,0.0,139.0,5.0
0,271.5,298.0,0.0,0.0,2.0
1,1214.4073,219.0,0.0,0.0,2.0
1,182.4918,139.0,99.0,0.0,2.0
0,140.5222,159.0,0.0,0.0,4.0
1,99.0568,20.0,0.0,737.0,2.0
0,550.2556,80.0,80.0,1014.0,7.0
0,544.6341,219.0,298.0,576.0,6.0
0,106.7907,139.0,99.0,219.0,4.0
1,127.4019,139.0,3462.0,1611.0,5.0
0,101.6366,119.0,0.0,0.0,3.0
0,248.0811,159.0,119.0,0.0,2.0
1,194.1198,199.0,298.0,0.0,1.0
0,65.5477,219.0,0.0,0.0,1.0
1,241.6495,119.0,278.0,0.0,1.0
0,248.1819,139.0,0.0,0.0,2.0
1,1453.2072,219.0,100.0,0.0,6.0
1,115.5249,139.0,0.0,0.0,6.0
1,426.6418,99.0,119.0,0.0,2.0
1,392.7658,119.0,318.0,0.0,4.0
1,101.0371,119.0,0.0,219.0,2.0
0,51.5,199.0,0.0,0.0,1.0
0,78.729,238.0,199.0,378.0,6.0
1,167.503,119.0,0.0,0.0,5.0
0,296.527,139.0,0.0,0.0,3.0
0,111.8403,239.0,179.0,596.0,3.0
0,450.3476,179.0,179.0,0.0,3.0
0,71.2531,80.0,0.0,0.0,3.0
0,146.0548,298.0,0.0,0.0,1.0
0,230.5781,259.0,478.0,0.0,2.0
0,224.2644,99.0,0.0,0.0,1.0
0,123.199,99.0,0.0,0.0,3.0
1,181.6762,219.0,954.0,0.0,4.0
0,159.0637,219.0,80.0,0.0,1.0
0,361.4198,99.0,0.0,0.0,3.0
0,122.8587,99.0,0.0,0.0,1.0
0,372.5443,179.0,0.0,0.0,5.0
1,688.3546,139.0,80.0,0.0,8.0
1,128.2078,119.0,1213.0,0.0,2.0
1,294.0021,99.0,0.0,0.0,5.0
0,122.2385,199.0,676.0,0.0,1.0
1,116.0528,239.0,0.0,0.0,6.0
1,179.0698,0.0,2224.0,0.0,1.0
1,91.9157,139.0,378.0,1252.0,1.0
0,293.3343,99.0,0.0,0.0,5.0
1,186.184,159.0,80.0,0.0,3.0
0,420.4741,139.0,0.0,0.0,6.0
1,102.1482,199.0,1016.0,12432.0,4.0
0,92.0666,120.0,0.0,0.0,1.0
0,38.1477,100.0,179.0,318.0,2.0
0,112.5711,0.0,0.0,0.0,1.0
1,90.0888,199.0,0.0,199.0,2.0
0,273.9863,119.0,0.0,0.0,3.0
0,242.0418,99.0,0.0,238.0,3.0
1,168.7965,119.0,199.0,0.0,5.0
1,304.7774,179.0,0.0,0.0,3.0
0,96.3146,179.0,0.0,0.0,3.0
0,101.5111,119.0,0.0,0.0,1.0
0,201.748,199.0,0.0,0.0,2.0
0,239.3878,99.0,0.0,0.0,5.0
1,136.0533,20.0,836.0,1155.0,2.0
0,74.5,99.0,119.0,0.0,1.0
0,176.4086,99.0,0.0,0.0,1.0
1,73.3792,139.0,477.0,0.0,1.0
1,624.1036,99.0,0.0,0.0,6.0
0,50.04,139.0,477.0,0.0,4.0
0,122.9807,139.0,0.0,0.0,1.0
0,316.2673,219.0,0.0,0.0,4.0
0,529.6414,179.0,0.0,0.0,6.0
0,100.505,179.0,438.0,0.0,3.0
1,505.004,99.0,219.0,0.0,1.0
0,124.5642,99.0,0.0,0.0,4.0
1,279.2535,139.0,0.0,99.0,6.0
0,90.7662,80.0,99.0,198.0,4.0
0,208.0487,99.0,0.0,0.0,4.0
1,229.7401,219.0,278.0,477.0,6.0
1,137.5009,359.0,379.0,0.0,1.0
1,353.5948,199.0,4861.0,11655.0,2.0
1,388.3298,80.0,318.0,1630.0,3.0
1,290.0431,219.0,238.0,0.0,1.0
0,784.7345,159.0,398.0,0.0,7.0
0,580.7075,179.0,0.0,0.0,7.0
0,351.5252,259.0,0.0,0.0,2.0
0,80.6489,139.0,0.0,0.0,1.0
1,655.9971,159.0,0.0,0.0,6.0
1,33.0038,199.0,0.0,6064.0,1.0
0,371.3812,119.0,139.0,4372.0,4.0
1,177.4965,99.0,0.0,0.0,5.0
0,191.0792,119.0,0.0,0.0,3.0
0,77.8155,239.0,179.0,0.0,2.0
0,213.7814,119.0,159.0,338.0,3.0
0,136.7452,99.0,199.0,0.0,4.0
1,146.237,359.0,796.0,638.0,3.0
0,653.3062,119.0,378.0,1751.0,5.0
0,231.2385,239.0,0.0,0.0,2.0
1,367.6088,139.0,755.0,0.0,5.0
