P1stFixation,label,nextWordRegress,prevFixDur,prevFixPos,regressDur,wordNo
1,0,0,99.0,16.2788,0.0,2.0
1,0,0,99.0,81.0555,0.0,2.0
0,0,0,179.0,72.1803,0.0,2.0
1,0,0,80.0,488.3697,0.0,8.0
1,0,0,199.0,76.922,0.0,1.0
1,0,0,179.0,81.7863,0.0,6.0
1,0,1,0.0,0.0,497.0,1.0
0,0,0,80.0,231.9526,0.0,6.0
0,0,0,159.0,61.6604,0.0,4.0
0,0,1,258.0,98.4784,0.0,6.0
1,0,0,239.0,74.7329,359.0,6.0
1,0,0,119.0,133.7946,0.0,1.0
1,0,1,278.0,162.1111,636.0,5.0
1,0,0,99.0,121.1652,0.0,1.0
1,0,0,139.0,354.4573,298.0,1.0
1,0,0,100.0,153.7173,0.0,1.0
1,0,1,179.0,692.5208,0.0,7.0
1,0,1,139.0,222.4095,794.0,4.0
1,0,0,99.0,52.469,0.0,4.0
1,0,0,139.0,458.1899,139.0,1.0
1,0,0,159.0,526.0152,1074.0,1.0
1,0,1,99.0,522.8097,139.0,4.0
0,0,0,298.0,125.1958,0.0,6.0
1,0,0,159.0,108.2312,0.0,1.0
1,0,0,119.0,48.0833,0.0,5.0
1,0,0,179.0,138.7552,417.0,3.0
1,0,1,100.0,134.8073,0.0,4.0
1,0,0,239.0,529.7735,0.0,1.0
1,0,0,159.0,95.5196,139.0,3.0
1,0,1,99.0,123.7942,2008.0,4.0
1,0,0,139.0,487.2628,1531.0,4.0
1,0,0,99.0,181.3339,0.0,4.0
1,0,0,199.0,79.177,676.0,1.0
1,0,0,259.0,353.051,478.0,2.0
1,0,0,258.0,182.3321,437.0,3.0
1,0,1,219.0,93.1075,0.0,4.0
1,0,0,179.0,106.8878,0.0,2.0
1,0,0,80.0,74.3303,0.0,3.0
1,0,0,20.0,160.3278,0.0,2.0
0,0,0,80.0,125.004,179.0,3.0
0,0,0,139.0,553.9973,0.0,1.0
1,0,0,239.0,154.3017,556.0,4.0
1,0,0,259.0,61.2046,0.0,2.0
0,0,0,278.0,67.0671,0.0,2.0
1,0,0,159.0,182.3321,0.0,4.0
0,0,0,179.0,152.5025,358.0,3.0
1,0,1,239.0,188.0425,179.0,1.0
1,0,0,159.0,337.2907,0.0,6.0
1,0,0,139.0,115.4123,0.0,5.0
1,0,1,139.0,178.2274,318.0,1.0
1,0,0,139.0,816.2702,0.0,1.0
1,0,0,100.0,54.3783,0.0,2.0
1,0,0,99.0,21.9545,0.0,6.0
1,0,0,100.0,67.2309,100.0,6.0
1,0,0,119.0,177.6119,0.0,1.0
1,0,0,100.0,107.7868,0.0,2.0
1,0,1,139.0,38.0789,0.0,3.0
1,0,0,99.0,860.914,179.0,1.0
1,0,0,159.0,122.8007,0.0,2.0
1,0,0,179.0,294.1513,0.0,5.0
1,0,0,278.0,94.2444,0.0,2.0
1,0,0,99.0,86.977,0.0,3.0
1,0,0,238.0,21.5407,0.0,4.0
0,0,1,139.0,156.0833,0.0,1.0
1,0,0,0.0,114.5862,0.0,5.0
1,0,0,80.0,557.7741,0.0,1.0
1,0,0,139.0,49.679,0.0,5.0
1,0,0,139.0,437.7488,1690.0,1.0
1,0,0,80.0,247.4773,0.0,5.0
1,0,0,80.0,52.3927,0.0,8.0
0,0,0,179.0,53.0377,0.0,4.0
1,0,1,139.0,200.1225,99.0,5.0
0,0,0,219.0,196.4612,0.0,6.0
1,0,0,199.0,727.7651,0.0,2.0
1,0,0,279.0,46.3249,0.0,7.0
1,0,1,199.0,149.0134,319.0,3.0
1,0,0,99.0,140.2462,179.0,2.0
1,0,1,199.0,66.2873,139.0,2.0
1,0,1,199.0,148.0,837.0,5.0
1,0,0,99.0,206.2935,0.0,4.0
0,0,0,298.0,497.17,80.0,2.0
1,0,0,219.0,194.0103,0.0,4.0
1,0,0,199.0,29.7321,0.0,4.0
1,0,0,159.0,202.3116,0.0,4.0
1,0,0,99.0,295.7719,119.0,1.0
1,0,0,139.0,49.4773,0.0,6.0
0,0,0,139.0,139.4633,258.0,1.0
1,0,0,259.0,102.6499,0.0,1.0
1,0,0,159.0,248.582,0.0,4.0
0,0,1,99.0,191.157,278.0,1.0
1,0,1,179.0,120.4159,537.0,7.0
1,0,1,140.0,282.1436,2051.0,3.0
1,0,0,139.0,681.1989,0.0,1.0
1,0,0,139.0,149.4122,0.0,1.0
1,0,0,139.0,335.7216,0.0,5.0
0,0,1,199.0,749.0808,578.0,1.0
1,0,0,239.0,156.9777,0.0,1.0
1,0,0,139.0,485.372,159.0,1.0
1,0,1,199.0,374.2005,4861.0,2.0
1,0,0,99.0,81.1234,378.0,5.0
1,0,0,159.0,667.012,259.0,2.0
1,0,0,159.0,117.0043,0.0,3.0
0,0,0,139.0,29.0,199.0,2.0
1,0,0,179.0,41.7253,358.0,5.0
0,0,0,99.0,12.083,0.0,3.0
0,0,0,179.0,130.05,0.0,3.0
1,0,0,139.0,125.1599,199.0,1.0
1,0,0,238.0,68.0147,159.0,2.0
0,0,0,199.0,91.1976,0.0,5.0
1,0,0,99.0,126.2537,0.0,4.0
1,0,0,159.0,903.3028,0.0,1.0
0,0,0,219.0,28.8617,160.0,2.0
1,0,0,99.0,260.0077,0.0,5.0
1,0,0,99.0,135.724,0.0,5.0
0,0,0,139.0,232.0022,179.0,4.0
1,0,1,99.0,656.0373,337.0,6.0
1,0,1,199.0,125.873,199.0,1.0
0,0,1,80.0,117.0043,199.0,2.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,179.0,153.3949,0.0,3.0
1,0,0,80.0,216.2267,0.0,7.0
1,0,1,140.0,124.1974,20.0,4.0
1,0,0,199.0,26.1725,0.0,2.0
1,0,0,119.0,105.8017,0.0,1.0
1,0,0,80.0,139.4346,0.0,4.0
1,0,1,199.0,68.3593,179.0,2.0
1,0,0,179.0,40.4969,0.0,4.0
1,0,0,0.0,0.0,179.0,4.0
1,0,0,80.0,349.4639,0.0,2.0
1,0,1,99.0,286.6653,2349.0,1.0
1,0,0,99.0,486.215,0.0,2.0
1,0,0,80.0,97.5756,0.0,3.0
1,0,0,139.0,90.956,0.0,2.0
1,0,0,80.0,198.0227,139.0,5.0
1,0,0,80.0,958.0188,278.0,1.0
1,0,0,99.0,57.9828,99.0,5.0
0,0,0,99.0,507.2297,0.0,1.0
1,0,1,139.0,104.561,318.0,2.0
1,0,0,99.0,1070.3616,0.0,1.0
0,0,1,219.0,312.0016,835.0,1.0
1,0,0,159.0,221.0362,0.0,5.0
1,0,0,159.0,116.4302,776.0,3.0
0,0,1,238.0,96.2549,159.0,4.0
1,0,0,80.0,662.0045,0.0,1.0
1,0,0,80.0,213.4409,0.0,1.0
0,0,1,279.0,80.2808,238.0,3.0
1,0,0,179.0,108.8531,0.0,7.0
1,0,0,199.0,154.7773,0.0,1.0
1,0,1,20.0,330.0,819.0,3.0
1,0,1,99.0,298.6135,2349.0,1.0
1,0,0,0.0,0.0,0.0,3.0
1,0,0,159.0,357.0056,0.0,4.0
0,0,0,219.0,91.0824,119.0,3.0
0,0,0,80.0,644.5727,0.0,1.0
1,0,0,258.0,594.9832,558.0,2.0
1,0,1,179.0,205.9951,0.0,3.0
1,0,0,139.0,331.1827,100.0,4.0
1,0,0,80.0,88.6002,0.0,5.0
1,0,0,99.0,435.3539,0.0,4.0
1,0,0,358.0,135.5913,0.0,3.0
0,0,0,100.0,71.0282,159.0,5.0
1,0,1,80.0,103.3247,0.0,6.0
1,0,0,159.0,108.462,0.0,5.0
1,0,0,179.0,375.6927,0.0,1.0
0,0,0,279.0,109.2016,219.0,5.0
0,0,0,139.0,208.6337,300.0,2.0
1,0,0,139.0,93.1933,99.0,3.0
1,0,0,219.0,335.7216,0.0,4.0
1,0,0,99.0,115.8836,0.0,1.0
0,0,0,199.0,239.6164,0.0,4.0
1,0,0,80.0,270.0,0.0,7.0
1,0,0,99.0,126.6689,0.0,2.0
1,0,0,0.0,255.1549,0.0,4.0
0,0,0,139.0,159.3142,219.0,1.0
1,0,0,80.0,97.0052,0.0,4.0
1,0,1,80.0,95.901,159.0,6.0
1,0,0,159.0,378.3808,0.0,1.0
1,0,0,119.0,108.3744,0.0,2.0
1,0,0,100.0,919.34,99.0,2.0
1,0,0,139.0,473.0095,239.0,2.0
1,0,0,119.0,273.0,0.0,3.0
1,0,1,20.0,118.423,618.0,5.0
1,0,0,179.0,115.4513,0.0,1.0
0,0,0,119.0,179.9389,0.0,5.0
0,0,1,359.0,161.2979,796.0,3.0
1,0,0,159.0,210.8009,199.0,2.0
1,0,1,99.0,124.1692,1370.0,4.0
1,0,1,20.0,110.0182,819.0,3.0
0,0,1,99.0,206.2426,80.0,4.0
1,0,0,99.0,100.7174,0.0,7.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,258.0,97.1648,199.0,4.0
1,0,0,199.0,292.8515,0.0,3.0
1,0,1,119.0,174.797,595.0,1.0
0,0,0,258.0,47.0956,0.0,5.0
1,0,1,179.0,295.0424,755.0,3.0
1,0,1,99.0,108.7796,1154.0,1.0
1,0,0,99.0,242.8662,0.0,1.0
1,0,0,219.0,373.5144,0.0,1.0
1,0,0,139.0,385.0052,99.0,3.0
1,0,0,179.0,136.4734,0.0,3.0
1,0,0,159.0,51.0882,0.0,8.0
1,0,0,100.0,178.0,0.0,2.0
1,0,0,159.0,404.5541,0.0,1.0
0,0,1,20.0,47.0106,239.0,5.0
0,0,0,159.0,507.2849,198.0,2.0
0,0,0,219.0,83.6002,0.0,3.0
0,0,0,199.0,49.2443,718.0,2.0
0,0,0,179.0,123.0,0.0,3.0
1,0,0,99.0,89.1403,0.0,1.0
1,0,0,80.0,326.7185,0.0,3.0
1,0,0,179.0,118.1059,0.0,4.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,239.0,329.9712,0.0,1.0
1,0,0,219.0,64.622,0.0,3.0
1,0,0,139.0,282.023,0.0,4.0
1,0,0,100.0,560.2758,0.0,1.0
1,0,1,100.0,190.759,318.0,3.0
1,0,0,0.0,91.3017,895.0,2.0
0,0,0,199.0,104.0048,0.0,2.0
1,0,0,80.0,341.0235,0.0,6.0
1,0,0,179.0,292.3354,0.0,4.0
1,0,0,159.0,128.4562,0.0,3.0
1,0,0,438.0,162.4962,239.0,2.0
1,0,0,278.0,70.1142,278.0,2.0
1,0,0,119.0,219.7635,0.0,4.0
1,0,0,159.0,83.6002,0.0,3.0
1,0,0,80.0,106.9766,318.0,3.0
1,0,0,139.0,343.5957,0.0,1.0
1,0,0,99.0,107.8147,0.0,1.0
1,0,0,179.0,252.0575,0.0,1.0
1,0,0,239.0,57.28,0.0,3.0
1,0,0,99.0,139.4633,0.0,3.0
1,0,0,179.0,699.3118,219.0,1.0
1,0,0,219.0,130.1384,0.0,3.0
1,0,0,139.0,227.0088,0.0,1.0
1,0,0,179.0,194.579,0.0,5.0
1,0,1,199.0,225.7299,199.0,1.0
1,0,0,139.0,74.8866,0.0,1.0
1,0,0,99.0,372.3439,358.0,1.0
1,0,0,179.0,677.2237,0.0,1.0
1,0,0,139.0,147.0272,0.0,2.0
1,0,0,80.0,268.3654,0.0,6.0
1,0,0,80.0,47.3814,0.0,4.0
1,0,1,80.0,98.8585,99.0,2.0
1,0,0,119.0,137.6408,0.0,3.0
1,0,0,239.0,168.5764,595.0,3.0
1,0,0,298.0,59.0339,0.0,2.0
1,0,1,80.0,196.0638,119.0,3.0
1,0,0,319.0,99.0202,0.0,1.0
1,0,0,159.0,227.7279,0.0,3.0
0,0,1,179.0,173.5655,258.0,5.0
1,0,0,159.0,65.5134,0.0,2.0
1,0,0,80.0,64.195,0.0,4.0
0,0,0,179.0,760.5156,338.0,3.0
1,0,0,99.0,192.0026,0.0,6.0
1,0,0,99.0,314.56,0.0,1.0
0,0,0,179.0,61.8142,0.0,2.0
1,0,0,99.0,76.922,0.0,2.0
1,0,0,119.0,359.3884,0.0,1.0
1,0,0,238.0,317.0773,0.0,4.0
1,0,0,179.0,87.0919,0.0,2.0
1,0,0,278.0,150.7481,0.0,5.0
1,0,0,219.0,117.2732,0.0,4.0
1,0,0,139.0,69.3758,1491.0,5.0
1,0,1,20.0,172.8034,618.0,5.0
1,0,1,0.0,0.0,0.0,5.0
1,0,0,179.0,570.1719,80.0,1.0
1,0,0,258.0,588.4123,0.0,1.0
0,0,0,119.0,89.5545,0.0,7.0
0,0,1,279.0,165.8945,179.0,4.0
1,0,0,99.0,288.1753,0.0,2.0
0,0,1,99.0,272.0901,0.0,4.0
1,0,1,119.0,180.3996,3561.0,4.0
1,0,0,119.0,216.1227,219.0,1.0
1,0,1,179.0,153.7335,755.0,3.0
1,0,0,119.0,11.6619,398.0,2.0
1,0,0,179.0,234.2413,0.0,4.0
1,0,1,99.0,88.0511,796.0,6.0
1,0,0,179.0,631.1521,0.0,1.0
0,0,0,199.0,38.8973,0.0,3.0
1,0,0,119.0,189.8341,278.0,1.0
0,0,0,199.0,19.799,0.0,3.0
1,0,0,139.0,459.0044,1690.0,1.0
1,0,0,179.0,101.6366,0.0,2.0
1,0,0,258.0,268.1287,0.0,1.0
1,0,0,159.0,151.3308,199.0,4.0
1,0,0,199.0,48.7955,1312.0,2.0
0,0,0,139.0,570.3122,0.0,1.0
1,0,1,99.0,485.0495,198.0,3.0
1,0,0,99.0,60.9262,0.0,2.0
1,0,0,139.0,157.8132,0.0,5.0
1,0,0,140.0,75.06,0.0,2.0
1,0,1,80.0,339.0767,139.0,1.0
1,0,0,99.0,223.2353,0.0,1.0
1,0,0,80.0,86.4928,0.0,6.0
1,0,0,179.0,864.6167,0.0,1.0
1,0,0,159.0,74.7329,557.0,3.0
1,0,0,339.0,142.8356,0.0,1.0
0,0,1,239.0,52.6308,1690.0,3.0
1,0,0,239.0,680.0735,180.0,1.0
0,0,1,139.0,121.3136,0.0,6.0
1,0,0,159.0,120.3038,0.0,2.0
1,0,1,139.0,36.7967,119.0,6.0
1,0,0,99.0,57.4891,0.0,2.0
1,0,0,159.0,244.1311,0.0,5.0
1,0,0,238.0,29.0689,0.0,3.0
1,0,0,159.0,790.7591,1014.0,1.0
1,0,0,199.0,102.8591,0.0,1.0
1,0,0,100.0,138.0326,0.0,1.0
1,0,0,219.0,232.0539,139.0,2.0
1,0,0,179.0,85.1469,0.0,4.0
1,0,0,119.0,118.4567,0.0,7.0
1,0,0,139.0,142.3517,0.0,4.0
1,0,0,179.0,218.8264,0.0,3.0
0,0,0,139.0,118.9496,0.0,4.0
1,0,0,139.0,360.7991,0.0,4.0
1,0,0,179.0,173.4157,0.0,6.0
1,0,0,139.0,538.0567,637.0,3.0
0,0,1,139.0,84.6463,0.0,5.0
1,0,0,159.0,67.6831,139.0,2.0
1,0,0,258.0,44.2945,0.0,6.0
1,0,0,179.0,148.4082,0.0,4.0
0,0,0,179.0,51.0392,0.0,4.0
1,0,1,199.0,178.0169,139.0,2.0
0,0,0,279.0,107.8239,0.0,3.0
1,0,0,99.0,715.051,0.0,1.0
1,0,1,159.0,103.8171,199.0,4.0
1,0,0,140.0,106.527,0.0,1.0
0,0,0,199.0,388.2396,718.0,2.0
1,0,1,438.0,380.2552,1314.0,4.0
1,0,0,179.0,255.002,0.0,5.0
1,0,0,278.0,704.1733,796.0,2.0
1,0,0,219.0,425.3998,517.0,2.0
1,0,0,119.0,282.2145,537.0,2.0
1,0,0,258.0,97.3242,0.0,2.0
1,0,0,80.0,352.1491,0.0,1.0
1,0,0,139.0,40.3113,0.0,3.0
0,0,0,199.0,21.5407,379.0,5.0
0,0,1,159.0,37.3363,379.0,2.0
0,0,0,99.0,25.4951,0.0,3.0
0,0,0,119.0,531.3379,0.0,7.0
1,0,0,437.0,144.5856,0.0,3.0
1,0,0,0.0,0.0,119.0,3.0
1,0,0,159.0,243.5282,0.0,5.0
0,0,1,139.0,589.0849,219.0,1.0
1,0,0,80.0,45.1774,159.0,2.0
1,0,0,0.0,0.0,0.0,2.0
1,0,0,179.0,388.2177,299.0,5.0
1,0,0,159.0,316.291,0.0,4.0
1,0,0,99.0,666.8883,0.0,1.0
1,0,0,80.0,255.0176,0.0,6.0
1,0,0,119.0,175.4138,0.0,1.0
1,0,0,99.0,80.3057,0.0,2.0
1,0,0,99.0,110.5712,0.0,1.0
1,0,0,20.0,137.1313,0.0,3.0
1,0,0,437.0,150.7481,0.0,3.0
1,0,0,219.0,144.4991,0.0,2.0
1,0,0,219.0,152.0,0.0,7.0
0,0,0,80.0,231.9698,139.0,7.0
1,0,0,99.0,47.5395,258.0,4.0
1,0,0,20.0,128.9961,0.0,1.0
1,0,1,179.0,168.5823,0.0,3.0
0,0,0,199.0,223.2241,0.0,3.0
1,0,1,99.0,226.9207,438.0,1.0
1,0,0,99.0,343.9084,0.0,2.0
1,0,0,339.0,182.1757,0.0,4.0
1,0,1,99.0,46.6154,80.0,5.0
1,0,0,0.0,43.8634,179.0,2.0
1,0,0,119.0,201.7573,0.0,1.0
0,0,0,80.0,181.0249,0.0,5.0
1,0,0,119.0,84.22,0.0,1.0
1,0,0,99.0,118.8781,239.0,4.0
1,0,0,119.0,66.0984,0.0,2.0
1,0,0,80.0,76.4853,0.0,4.0
1,0,0,239.0,283.7199,0.0,1.0
1,0,0,159.0,420.3047,0.0,2.0
1,0,0,219.0,137.2953,0.0,4.0
1,0,0,119.0,124.4026,0.0,4.0
1,0,0,119.0,204.4138,318.0,4.0
1,0,0,99.0,82.7647,0.0,4.0
1,0,0,99.0,329.492,0.0,5.0
1,0,0,319.0,128.0625,0.0,2.0
1,0,0,80.0,300.0283,0.0,1.0
1,0,0,258.0,84.22,0.0,2.0
1,0,0,338.0,111.2879,0.0,4.0
1,0,0,99.0,211.2487,0.0,1.0
0,0,1,139.0,279.4351,378.0,1.0
1,0,0,99.0,349.3666,0.0,5.0
1,0,1,159.0,328.8921,358.0,1.0
1,0,0,258.0,1008.77,0.0,1.0
1,0,1,558.0,118.4567,199.0,3.0
0,0,0,219.0,125.2996,0.0,3.0
1,0,1,80.0,50.2096,99.0,7.0
1,0,0,139.0,623.0008,139.0,2.0
1,0,0,0.0,0.0,0.0,1.0
0,0,0,179.0,312.41,377.0,2.0
1,0,0,159.0,87.4757,0.0,3.0
1,0,0,139.0,81.6149,0.0,3.0
1,0,0,159.0,139.4417,0.0,3.0
1,0,0,159.0,76.844,0.0,1.0
0,0,0,139.0,62.6259,0.0,5.0
0,0,1,279.0,251.4538,238.0,3.0
1,0,0,339.0,98.2344,0.0,1.0
1,0,0,159.0,15.6525,0.0,5.0
1,0,0,139.0,134.4024,0.0,4.0
1,0,0,139.0,155.1161,0.0,2.0
1,0,1,279.0,503.2544,3248.0,4.0
1,0,1,139.0,189.9526,794.0,4.0
1,0,1,99.0,277.5842,2349.0,1.0
1,0,0,179.0,602.2242,0.0,1.0
1,0,0,99.0,844.0646,0.0,1.0
1,0,0,139.0,249.884,0.0,4.0
1,0,0,259.0,196.4001,239.0,1.0
1,0,0,99.0,261.8416,0.0,1.0
1,0,0,179.0,41.2311,239.0,3.0
1,0,0,99.0,177.2597,0.0,1.0
1,0,0,259.0,40.3609,0.0,4.0
1,0,1,139.0,61.0983,119.0,3.0
1,0,0,159.0,245.1306,577.0,1.0
1,0,0,139.0,173.908,0.0,1.0
0,0,0,179.0,24.2074,358.0,6.0
1,0,1,199.0,174.2642,278.0,3.0
1,0,0,179.0,74.108,0.0,5.0
1,0,0,0.0,0.0,0.0,5.0
0,0,0,99.0,111.6154,0.0,4.0
1,0,1,159.0,586.9821,834.0,4.0
1,0,0,139.0,322.8947,0.0,4.0
0,0,0,99.0,128.0156,0.0,5.0
1,0,0,100.0,232.9485,0.0,2.0
1,0,0,278.0,134.3577,298.0,1.0
1,0,0,278.0,971.2183,278.0,2.0
0,0,0,179.0,72.0278,377.0,2.0
1,0,0,139.0,152.0822,0.0,6.0
0,0,0,239.0,67.1863,0.0,6.0
1,0,0,239.0,40.7185,0.0,4.0
1,0,0,179.0,12.53,557.0,2.0
1,0,0,379.0,96.5194,0.0,1.0
1,0,0,139.0,578.2534,0.0,1.0
0,0,0,219.0,51.0098,0.0,4.0
1,0,0,99.0,100.6876,0.0,1.0
1,0,0,179.0,586.6686,238.0,4.0
1,0,1,99.0,144.3918,139.0,4.0
0,0,0,219.0,351.4598,80.0,1.0
1,0,0,0.0,127.0354,278.0,3.0
0,0,0,239.0,193.3106,0.0,6.0
1,0,0,199.0,1007.8001,0.0,2.0
1,0,0,139.0,103.1601,0.0,3.0
0,0,1,99.0,222.3241,0.0,5.0
0,0,0,99.0,179.0251,0.0,3.0
1,0,0,119.0,156.7323,0.0,4.0
1,0,0,179.0,157.3181,0.0,2.0
1,0,0,139.0,98.2497,0.0,4.0
1,0,0,99.0,18.7883,0.0,2.0
1,0,0,0.0,0.0,3102.0,1.0
1,0,0,139.0,98.3514,0.0,1.0
1,0,0,99.0,221.4001,0.0,5.0
0,0,0,258.0,177.792,258.0,1.0
1,0,0,80.0,288.295,0.0,1.0
1,0,1,179.0,144.3607,238.0,4.0
1,0,0,119.0,123.4909,139.0,6.0
0,0,0,139.0,27.8927,0.0,2.0
1,0,0,259.0,66.2873,200.0,2.0
1,0,1,179.0,64.5136,0.0,3.0
1,0,1,139.0,122.7029,179.0,1.0
0,0,0,219.0,56.3649,0.0,2.0
1,0,0,238.0,239.0753,0.0,4.0
1,0,0,119.0,115.3646,338.0,3.0
1,0,0,99.0,174.3932,0.0,1.0
1,0,0,159.0,38.0,0.0,2.0
1,0,0,80.0,252.4856,239.0,1.0
1,0,1,100.0,180.6239,258.0,1.0
0,0,1,199.0,192.585,973.0,1.0
1,0,0,159.0,201.8539,0.0,2.0
1,0,0,139.0,820.7393,358.0,3.0
1,0,0,99.0,96.5401,0.0,3.0
1,0,0,99.0,257.0992,0.0,1.0
1,0,0,179.0,63.3246,0.0,4.0
1,0,0,179.0,153.2645,0.0,4.0
1,0,0,258.0,26.8328,0.0,4.0
1,0,0,99.0,123.0691,0.0,4.0
0,0,1,239.0,172.9393,160.0,4.0
0,0,0,199.0,119.365,0.0,4.0
1,0,1,318.0,98.1529,179.0,3.0
1,0,0,139.0,64.0703,0.0,1.0
1,0,0,80.0,91.7061,0.0,1.0
0,0,0,139.0,37.2156,0.0,3.0
1,0,0,139.0,81.5966,0.0,4.0
0,0,0,159.0,190.2525,0.0,5.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,159.0,154.3049,0.0,1.0
0,0,0,139.0,48.8365,0.0,4.0
1,0,0,219.0,52.7731,0.0,3.0
0,0,0,139.0,176.7258,873.0,4.0
1,0,0,119.0,181.7471,139.0,1.0
1,0,0,119.0,94.6414,139.0,4.0
1,0,0,139.0,519.9048,0.0,2.0
1,0,0,239.0,179.0,0.0,3.0
1,0,0,179.0,355.8441,0.0,1.0
0,0,0,179.0,74.0068,0.0,3.0
1,0,0,219.0,128.082,0.0,1.0
1,0,0,80.0,166.1927,0.0,3.0
0,0,1,239.0,118.0678,834.0,3.0
1,0,0,199.0,116.619,0.0,3.0
1,0,0,219.0,138.4377,0.0,5.0
1,0,0,398.0,116.8418,0.0,3.0
0,0,0,139.0,138.1774,239.0,5.0
1,0,1,179.0,83.3607,259.0,1.0
1,0,0,99.0,98.4073,0.0,1.0
0,0,0,298.0,108.1896,0.0,2.0
1,0,0,179.0,113.0708,0.0,3.0
1,0,1,179.0,38.0789,238.0,4.0
1,0,0,99.0,79.0253,0.0,1.0
0,0,0,119.0,95.7706,119.0,3.0
1,0,0,0.0,30.4138,419.0,4.0
0,0,0,179.0,26.0,0.0,4.0
1,0,1,119.0,90.0056,0.0,2.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,139.0,114.3547,0.0,5.0
1,0,0,179.0,141.4284,238.0,6.0
1,0,0,80.0,211.7026,0.0,1.0
1,0,0,139.0,168.1904,0.0,5.0
1,0,0,99.0,337.0994,0.0,1.0
0,0,1,99.0,551.0327,278.0,1.0
1,0,0,159.0,267.0674,0.0,4.0
0,0,0,99.0,813.9908,0.0,3.0
0,0,1,239.0,80.5047,139.0,6.0
1,0,0,159.0,43.1856,0.0,8.0
1,0,0,119.0,531.3605,179.0,1.0
1,0,0,0.0,0.0,279.0,2.0
1,0,0,219.0,47.0425,0.0,2.0
1,0,1,379.0,181.0442,0.0,3.0
1,0,1,199.0,249.97,4861.0,2.0
1,0,0,0.0,0.0,0.0,4.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,20.0,154.9226,0.0,1.0
1,0,0,159.0,20.3961,179.0,3.0
1,0,0,80.0,71.7008,219.0,2.0
0,0,0,258.0,462.3851,258.0,1.0
1,0,0,199.0,94.8103,0.0,4.0
1,0,0,139.0,432.2615,0.0,1.0
1,0,0,0.0,169.8499,40.0,2.0
0,0,0,219.0,126.8464,0.0,3.0
1,0,0,179.0,53.1507,318.0,6.0
0,0,0,199.0,129.0736,0.0,3.0
1,0,1,99.0,111.463,99.0,3.0
0,0,0,338.0,73.2462,714.0,5.0
0,0,0,338.0,30.8058,219.0,2.0
1,0,0,0.0,229.4014,0.0,9.0
1,0,0,159.0,324.9923,0.0,1.0
0,0,1,219.0,165.0969,697.0,2.0
1,0,0,139.0,807.6788,0.0,2.0
0,0,1,159.0,725.5405,379.0,2.0
1,0,0,159.0,90.4268,0.0,1.0
1,0,0,139.0,323.8904,0.0,4.0
1,0,0,199.0,164.195,0.0,3.0
0,0,0,319.0,270.9336,0.0,1.0
1,0,0,179.0,295.3676,0.0,4.0
1,0,0,199.0,68.1836,0.0,6.0
1,0,1,99.0,395.7335,80.0,5.0
1,0,0,99.0,228.6001,0.0,4.0
1,0,1,279.0,190.9476,3248.0,4.0
1,0,0,99.0,291.6248,0.0,1.0
1,0,0,100.0,154.0811,0.0,5.0
1,0,0,219.0,49.0408,0.0,2.0
1,0,1,179.0,107.7868,0.0,6.0
1,0,0,119.0,81.6149,0.0,2.0
0,0,0,119.0,833.0294,756.0,2.0
1,0,0,159.0,65.9242,0.0,3.0
1,0,0,139.0,122.8007,0.0,2.0
1,0,0,239.0,96.1769,0.0,3.0
0,0,0,458.0,196.367,179.0,4.0
1,0,0,239.0,113.565,0.0,5.0
1,0,1,119.0,260.6933,3561.0,4.0
0,0,0,139.0,256.7976,0.0,6.0
0,0,0,99.0,66.3702,238.0,3.0
1,0,0,219.0,48.0,0.0,4.0
1,0,1,99.0,68.2495,99.0,2.0
1,0,0,258.0,155.0032,0.0,3.0
1,0,0,119.0,380.9265,0.0,1.0
1,0,0,159.0,499.1693,0.0,5.0
1,0,1,119.0,272.738,159.0,1.0
1,0,0,179.0,48.7545,0.0,4.0
1,0,0,139.0,101.3903,199.0,1.0
1,0,0,0.0,63.1269,0.0,3.0
1,0,0,99.0,147.0544,834.0,1.0
1,0,1,179.0,555.9469,1668.0,2.0
1,0,1,0.0,0.0,0.0,3.0
1,0,0,199.0,73.9797,0.0,3.0
1,0,1,100.0,90.4434,0.0,4.0
1,0,0,119.0,168.0744,0.0,4.0
1,0,1,199.0,49.3356,596.0,2.0
1,0,0,259.0,92.2009,0.0,2.0
1,0,0,199.0,116.1077,0.0,2.0
0,0,0,139.0,56.0803,0.0,8.0
1,0,1,438.0,268.3654,1314.0,4.0
0,0,0,119.0,383.471,2231.0,4.0
1,0,1,0.0,229.264,1074.0,1.0
1,0,0,179.0,231.5534,0.0,4.0
1,0,0,119.0,127.1417,0.0,1.0
1,0,1,20.0,152.7776,1056.0,1.0
1,0,0,139.0,253.16,990.0,7.0
1,0,0,100.0,143.0,0.0,2.0
1,0,1,219.0,187.0962,457.0,3.0
1,0,0,0.0,0.0,0.0,3.0
1,0,0,119.0,451.2206,0.0,1.0
1,0,0,100.0,225.0089,240.0,5.0
1,0,0,219.0,122.9309,537.0,4.0
0,0,0,99.0,97.0052,0.0,4.0
