eyemove/table8.P1stFixation,eyemove/table8.nextWordRegress,eyemove/table8.prevFixPos,eyemove/table8.regressDur,eyemove/table8.wordNo,prevFixDur,label
1,0,138.4377,0.0,5.0,219.0,0
1,0,333.1501,99.0,4.0,139.0,0
1,0,308.0795,0.0,6.0,139.0,1
1,0,331.5931,0.0,1.0,159.0,0
0,1,37.3363,379.0,2.0,159.0,0
0,0,81.8352,0.0,1.0,159.0,1
1,1,75.6637,80.0,2.0,219.0,0
1,0,227.7279,0.0,3.0,159.0,0
0,0,452.9514,0.0,1.0,100.0,1
1,0,128.9961,0.0,8.0,139.0,0
0,0,816.8751,0.0,1.0,139.0,0
1,0,132.5028,0.0,5.0,238.0,0
1,0,130.1768,0.0,1.0,199.0,0
1,0,103.0437,179.0,2.0,139.0,0
0,1,206.6519,1116.0,4.0,199.0,1
1,1,73.1095,0.0,8.0,219.0,0
1,0,111.2879,0.0,4.0,338.0,0
1,0,797.0226,937.0,1.0,279.0,1
1,0,535.7322,160.0,2.0,179.0,0
0,0,66.0076,0.0,2.0,278.0,1
1,0,595.7852,577.0,1.0,100.0,1
1,0,396.5615,0.0,1.0,119.0,1
1,0,54.1479,0.0,2.0,238.0,0
1,0,75.9605,318.0,1.0,239.0,1
1,0,96.0417,0.0,1.0,298.0,1
1,0,420.6293,297.0,6.0,139.0,0
1,0,267.479,0.0,1.0,139.0,1
1,0,222.2656,0.0,1.0,139.0,0
1,0,66.4906,0.0,2.0,298.0,1
1,0,117.8007,0.0,1.0,259.0,0
0,0,207.8702,179.0,4.0,458.0,0
0,0,202.0025,0.0,7.0,139.0,1
1,0,57.0088,0.0,7.0,199.0,0
1,0,280.0,0.0,7.0,298.0,1
1,0,120.7021,0.0,4.0,119.0,1
1,0,261.725,0.0,1.0,119.0,1
1,0,535.7257,0.0,1.0,119.0,1
1,0,243.0514,0.0,5.0,119.0,1
1,0,77.1038,0.0,2.0,199.0,0
1,0,69.1231,0.0,2.0,139.0,0
1,0,239.7082,0.0,4.0,100.0,1
1,0,79.6994,0.0,2.0,199.0,0
1,0,343.4647,0.0,1.0,139.0,1
1,1,164.5965,497.0,1.0,0.0,0
1,0,0.0,0.0,1.0,0.0,1
1,0,60.1332,159.0,2.0,238.0,0
0,1,284.3449,1869.0,5.0,139.0,0
0,0,95.1893,0.0,4.0,99.0,1
1,0,75.6902,0.0,2.0,239.0,0
0,1,53.6004,219.0,3.0,199.0,1
0,0,831.9117,0.0,1.0,219.0,0
1,1,82.0549,179.0,5.0,179.0,0
1,0,125.6065,0.0,1.0,219.0,1
1,0,38.0789,0.0,3.0,179.0,0
1,0,731.4349,179.0,2.0,100.0,0
1,0,468.3674,0.0,1.0,278.0,1
1,0,218.0573,0.0,5.0,219.0,0
1,0,59.4811,0.0,7.0,219.0,1
1,0,0.0,0.0,1.0,0.0,1
1,0,15.6205,0.0,2.0,318.0,1
1,0,111.4002,0.0,3.0,139.0,1
0,0,108.6646,0.0,10.0,80.0,0
1,0,38.0,0.0,9.0,179.0,1
1,0,356.0126,895.0,2.0,0.0,0
1,1,232.0776,338.0,1.0,179.0,0
1,0,185.0757,0.0,1.0,139.0,1
1,0,29.2746,0.0,2.0,298.0,0
0,0,160.6113,0.0,6.0,139.0,0
1,0,195.9209,0.0,1.0,318.0,1
1,0,80.0562,0.0,1.0,179.0,1
1,1,159.5306,278.0,1.0,139.0,1
1,0,186.2525,0.0,2.0,100.0,1
1,0,735.0599,457.0,2.0,139.0,0
1,0,88.2326,358.0,4.0,139.0,0
1,0,94.4299,0.0,2.0,139.0,1
1,0,96.2133,139.0,1.0,159.0,1
1,0,82.0244,0.0,9.0,258.0,0
1,0,483.0735,139.0,1.0,80.0,1
0,0,229.0196,0.0,3.0,139.0,1
1,0,155.5024,0.0,3.0,139.0,1
1,0,797.0508,0.0,1.0,119.0,1
1,1,102.4158,0.0,1.0,199.0,1
1,0,182.8333,398.0,1.0,139.0,0
0,1,99.5038,1016.0,3.0,140.0,0
1,1,265.8138,377.0,5.0,159.0,0
1,0,446.5087,0.0,1.0,0.0,0
0,1,45.0,239.0,3.0,99.0,0
1,1,157.8005,556.0,1.0,139.0,1
1,1,15.8114,0.0,7.0,179.0,1
1,0,119.8082,0.0,1.0,119.0,0
1,0,175.3083,0.0,2.0,259.0,1
1,0,146.7685,0.0,1.0,99.0,1
1,0,947.0132,298.0,1.0,278.0,0
0,0,179.0251,0.0,3.0,99.0,0
1,1,107.0047,478.0,3.0,219.0,0
1,0,750.6903,0.0,1.0,80.0,1
1,0,84.22,0.0,1.0,119.0,0
1,0,332.435,0.0,5.0,80.0,1
1,1,78.032,477.0,4.0,139.0,0
1,0,122.5887,0.0,5.0,139.0,1
1,0,448.135,0.0,6.0,238.0,0
1,1,64.5368,0.0,5.0,159.0,0
1,0,116.9017,0.0,2.0,100.0,0
0,1,174.0029,0.0,4.0,119.0,0
1,0,105.3613,0.0,1.0,99.0,0
1,1,116.1551,179.0,3.0,159.0,1
1,0,151.9079,0.0,4.0,238.0,1
1,0,106.9626,0.0,2.0,498.0,1
0,0,53.6656,99.0,2.0,179.0,1
1,0,54.6443,0.0,2.0,80.0,0
0,0,131.3202,0.0,3.0,80.0,1
1,0,937.8454,0.0,1.0,457.0,0
1,0,183.5347,0.0,3.0,199.0,1
1,0,20.8087,199.0,3.0,199.0,1
1,0,105.6835,0.0,5.0,139.0,0
1,0,231.0,0.0,5.0,238.0,0
0,1,48.2597,0.0,5.0,179.0,1
1,0,171.9767,1188.0,3.0,179.0,0
0,0,101.5135,0.0,3.0,199.0,1
1,0,111.4002,338.0,2.0,0.0,1
1,0,104.1729,0.0,3.0,298.0,1
1,0,112.6987,0.0,1.0,159.0,0
1,0,643.192,179.0,2.0,219.0,1
1,0,119.5031,0.0,1.0,219.0,0
1,0,191.9427,199.0,4.0,258.0,0
1,0,111.7587,1112.0,1.0,358.0,1
1,0,136.6199,1194.0,4.0,239.0,1
1,0,86.6083,0.0,1.0,179.0,0
1,0,844.0646,0.0,1.0,99.0,0
1,0,116.0043,198.0,3.0,239.0,1
1,0,271.0461,179.0,3.0,199.0,1
1,0,113.4063,238.0,1.0,259.0,1
1,0,42.5441,0.0,4.0,179.0,1
1,0,668.9589,0.0,1.0,119.0,0
1,0,179.9028,219.0,4.0,119.0,0
1,1,118.2074,556.0,5.0,219.0,0
0,0,83.1685,0.0,3.0,199.0,0
0,0,896.005,0.0,1.0,179.0,1
1,0,192.5747,0.0,1.0,258.0,1
1,0,199.8324,0.0,4.0,139.0,0
1,0,111.2205,0.0,1.0,278.0,1
0,0,183.8478,0.0,2.0,139.0,1
1,0,119.8541,0.0,7.0,159.0,1
1,0,99.4082,0.0,2.0,179.0,1
0,0,272.1176,0.0,4.0,119.0,1
1,0,398.0276,80.0,1.0,298.0,1
1,0,210.0,238.0,4.0,99.0,1
0,1,80.0812,1153.0,2.0,139.0,1
1,0,61.9839,715.0,2.0,437.0,0
1,0,318.2263,0.0,4.0,99.0,1
0,0,152.3286,238.0,4.0,338.0,0
0,0,189.5943,119.0,4.0,179.0,1
1,0,244.2048,0.0,4.0,99.0,1
1,1,128.8759,179.0,1.0,119.0,0
1,0,0.0,0.0,1.0,0.0,1
1,0,76.922,0.0,1.0,199.0,0
0,0,29.8329,318.0,2.0,338.0,0
1,0,156.205,0.0,5.0,119.0,1
1,0,377.0053,0.0,7.0,119.0,0
1,0,34.2345,0.0,5.0,139.0,1
1,0,241.2074,0.0,6.0,80.0,1
1,0,0.0,0.0,4.0,0.0,1
0,1,54.037,0.0,4.0,80.0,1
1,0,16.9706,159.0,2.0,0.0,0
1,0,187.6193,0.0,1.0,298.0,0
1,0,149.9133,199.0,1.0,80.0,0
1,0,114.2804,20.0,4.0,219.0,0
1,0,127.063,637.0,3.0,278.0,1
1,1,352.5635,80.0,2.0,99.0,1
1,0,361.566,0.0,2.0,80.0,1
1,0,77.1751,180.0,3.0,99.0,0
1,0,65.521,0.0,5.0,199.0,0
0,1,103.0776,1651.0,1.0,139.0,1
1,0,62.1289,0.0,2.0,199.0,0
1,0,790.0513,0.0,1.0,100.0,1
1,1,451.3502,179.0,6.0,139.0,0
1,0,0.0,895.0,2.0,0.0,0
1,0,448.0179,219.0,1.0,278.0,0
1,0,192.0026,0.0,6.0,99.0,0
1,0,258.4434,0.0,1.0,179.0,0
1,0,61.4003,219.0,4.0,199.0,1
1,1,144.8862,198.0,3.0,100.0,0
1,0,190.5387,0.0,1.0,119.0,1
1,0,437.7488,1690.0,1.0,139.0,0
0,0,193.0414,199.0,4.0,298.0,1
1,0,116.1077,0.0,2.0,199.0,0
1,0,134.0597,0.0,6.0,139.0,0
1,1,168.0268,1953.0,1.0,298.0,1
1,0,366.9796,695.0,2.0,139.0,1
0,0,160.1,0.0,4.0,80.0,1
1,0,459.1841,3462.0,5.0,139.0,0
1,1,447.1532,979.0,1.0,179.0,1
1,0,0.0,0.0,1.0,0.0,1
1,0,316.9385,80.0,4.0,139.0,1
1,0,268.561,239.0,4.0,199.0,1
1,0,152.2104,0.0,5.0,179.0,1
1,0,86.1452,0.0,2.0,139.0,0
1,0,34.2053,0.0,4.0,179.0,0
1,0,88.8369,0.0,1.0,159.0,1
1,0,91.444,0.0,3.0,179.0,1
0,0,166.3641,1752.0,3.0,199.0,1
1,1,124.4588,99.0,3.0,99.0,0
1,0,352.1491,0.0,1.0,80.0,0
1,0,52.345,139.0,3.0,179.0,1
1,0,111.0045,0.0,4.0,238.0,1
1,1,120.4159,0.0,1.0,298.0,0
1,0,0.0,0.0,3.0,0.0,0
1,0,112.361,0.0,6.0,80.0,0
1,0,392.0051,0.0,4.0,159.0,1
1,0,84.0952,0.0,3.0,139.0,1
1,0,88.4816,0.0,1.0,239.0,1
1,0,715.1573,199.0,1.0,258.0,1
0,0,63.2851,99.0,2.0,139.0,0
1,0,124.2779,0.0,3.0,179.0,0
1,0,160.6549,0.0,4.0,140.0,1
1,0,269.4754,0.0,2.0,179.0,1
1,0,216.947,0.0,3.0,99.0,1
1,0,111.2205,0.0,1.0,80.0,1
0,0,51.8845,0.0,9.0,219.0,1
0,0,192.0521,0.0,3.0,437.0,1
1,0,90.2441,0.0,2.0,258.0,0
1,0,902.0798,498.0,1.0,99.0,1
1,0,412.4961,0.0,1.0,258.0,0
1,1,140.0036,358.0,1.0,159.0,0
1,0,228.3265,0.0,1.0,119.0,1
1,0,432.1851,0.0,1.0,298.0,1
1,0,61.2046,0.0,2.0,259.0,0
1,0,727.3761,0.0,1.0,199.0,1
1,0,86.8332,676.0,5.0,179.0,1
1,0,65.2993,3984.0,3.0,219.0,1
1,0,341.8552,99.0,1.0,139.0,1
1,0,111.3059,338.0,2.0,0.0,1
0,1,222.3241,0.0,5.0,99.0,0
1,0,124.1451,0.0,3.0,179.0,0
1,0,697.4159,0.0,1.0,119.0,1
1,0,182.011,0.0,3.0,0.0,1
0,0,123.3207,873.0,4.0,139.0,0
1,0,513.4686,835.0,1.0,99.0,0
1,0,782.2154,0.0,1.0,179.0,0
1,0,453.1313,0.0,2.0,80.0,0
1,0,142.0035,0.0,3.0,119.0,1
0,0,361.8757,0.0,6.0,99.0,1
0,0,50.9902,99.0,2.0,99.0,1
1,0,0.0,0.0,1.0,0.0,0
1,0,141.8238,477.0,1.0,139.0,1
1,0,105.513,0.0,1.0,199.0,1
0,0,26.0,0.0,3.0,139.0,1
0,0,152.5549,0.0,5.0,259.0,1
1,0,105.3613,0.0,1.0,80.0,1
1,1,454.9253,219.0,1.0,99.0,0
1,0,444.7752,0.0,2.0,258.0,0
1,1,115.2606,258.0,1.0,258.0,1
0,0,36.3456,0.0,3.0,219.0,0
1,0,78.848,0.0,3.0,119.0,0
1,0,143.0105,0.0,1.0,99.0,0
1,0,71.6101,0.0,1.0,179.0,0
1,0,915.0503,0.0,1.0,219.0,1
1,1,184.1657,417.0,3.0,199.0,0
1,0,142.8356,0.0,1.0,339.0,0
1,0,155.5635,278.0,3.0,119.0,0
1,0,70.0286,0.0,5.0,139.0,1
1,0,444.8831,199.0,3.0,199.0,0
1,0,816.2702,0.0,1.0,139.0,0
1,0,295.4116,0.0,1.0,139.0,0
0,0,90.5539,0.0,4.0,179.0,0
1,1,450.0011,99.0,1.0,80.0,1
1,0,379.5787,0.0,1.0,139.0,1
1,1,143.0245,159.0,1.0,159.0,0
1,0,24.2074,160.0,2.0,139.0,1
1,0,298.1174,0.0,2.0,258.0,1
1,0,389.4522,952.0,1.0,80.0,0
1,0,318.611,338.0,1.0,219.0,1
1,0,334.4324,0.0,6.0,119.0,0
1,0,325.9831,0.0,4.0,219.0,1
1,0,43.1856,0.0,2.0,298.0,0
1,0,156.4609,0.0,1.0,179.0,1
1,0,99.0051,0.0,3.0,100.0,0
0,0,295.3574,119.0,2.0,80.0,1
1,0,477.6829,0.0,1.0,119.0,0
1,0,115.4123,0.0,5.0,139.0,0
1,0,45.5412,199.0,2.0,159.0,1
1,0,93.4933,279.0,2.0,0.0,0
1,0,276.2607,477.0,1.0,139.0,1
0,0,532.015,0.0,2.0,20.0,1
1,0,433.0935,239.0,1.0,99.0,0
1,0,570.1719,80.0,1.0,179.0,0
1,0,89.493,0.0,4.0,119.0,0
0,0,144.5337,0.0,7.0,100.0,1
0,0,47.3814,300.0,4.0,99.0,1
1,1,195.6042,1054.0,6.0,119.0,0
0,1,187.8643,378.0,1.0,139.0,0
1,0,169.4609,0.0,1.0,99.0,0
1,0,622.0651,0.0,1.0,139.0,0
1,0,493.6527,0.0,1.0,238.0,1
0,0,60.531,0.0,4.0,199.0,1
1,0,300.3065,0.0,1.0,179.0,1
1,0,796.1036,0.0,1.0,100.0,0
1,0,136.6199,159.0,3.0,119.0,0
0,0,57.8705,0.0,3.0,179.0,1
0,1,74.6324,476.0,1.0,159.0,0
0,0,416.5573,0.0,1.0,219.0,1
1,1,94.7629,99.0,4.0,80.0,1
1,0,288.2013,0.0,1.0,100.0,1
1,0,49.4773,0.0,6.0,139.0,0
1,0,149.8833,418.0,1.0,159.0,1
0,0,173.4878,0.0,5.0,139.0,0
1,0,312.0064,0.0,3.0,179.0,1
1,0,0.0,0.0,2.0,0.0,0
0,0,241.085,100.0,3.0,159.0,1
1,0,164.0488,238.0,6.0,179.0,0
1,1,144.8862,4116.0,3.0,139.0,0
1,0,411.7536,0.0,1.0,99.0,1
1,0,113.5341,0.0,3.0,179.0,0
1,1,180.8978,338.0,5.0,179.0,0
1,0,89.3085,396.0,1.0,139.0,0
1,0,101.1187,179.0,1.0,258.0,0
1,0,245.6603,0.0,3.0,159.0,0
1,0,96.0469,0.0,2.0,159.0,1
1,0,276.2191,0.0,1.0,99.0,1
1,1,172.2846,99.0,2.0,80.0,1
0,0,27.8927,0.0,2.0,139.0,0
1,0,199.0025,0.0,4.0,100.0,1
1,0,686.3855,337.0,1.0,278.0,0
0,0,188.5206,0.0,8.0,239.0,0
1,0,52.7731,0.0,5.0,80.0,1
1,1,207.2342,0.0,1.0,238.0,1
1,1,516.8143,11140.0,1.0,139.0,0
1,0,278.2104,0.0,2.0,239.0,0
0,0,60.1664,259.0,4.0,259.0,1
1,1,95.901,159.0,6.0,80.0,0
0,1,286.8955,0.0,1.0,279.0,1
1,0,139.0144,0.0,3.0,99.0,1
1,0,173.1849,0.0,4.0,99.0,0
1,0,0.0,0.0,1.0,0.0,0
1,0,213.2159,0.0,2.0,219.0,1
1,0,507.7765,0.0,1.0,99.0,1
1,0,0.0,358.0,1.0,0.0,0
1,0,107.8703,0.0,4.0,80.0,0
1,0,111.0,0.0,4.0,99.0,0
1,1,107.7868,0.0,6.0,179.0,0
0,1,81.5843,100.0,4.0,139.0,0
1,0,144.5441,0.0,6.0,139.0,0
1,0,139.4346,0.0,4.0,80.0,0
1,0,0.0,0.0,1.0,0.0,1
1,0,673.2674,2224.0,1.0,0.0,0
0,0,344.6056,0.0,5.0,119.0,1
1,0,106.2309,0.0,3.0,298.0,0
1,0,73.1095,0.0,7.0,159.0,0
1,0,137.4809,0.0,1.0,99.0,0
0,0,126.8464,0.0,3.0,219.0,0
1,0,74.3303,0.0,3.0,80.0,0
0,0,404.0111,219.0,1.0,139.0,0
1,1,102.5524,318.0,1.0,99.0,1
1,0,76.0263,0.0,2.0,179.0,0
1,0,174.0115,0.0,3.0,219.0,0
1,0,370.6481,0.0,1.0,99.0,0
1,0,44.5982,517.0,2.0,219.0,0
0,0,143.1712,418.0,4.0,139.0,1
1,0,106.827,0.0,1.0,139.0,0
1,0,627.9889,0.0,2.0,159.0,1
1,0,70.5195,0.0,3.0,179.0,1
0,0,80.6536,0.0,6.0,99.0,1
1,0,196.7867,2565.0,4.0,139.0,1
0,0,82.5409,179.0,6.0,199.0,1
0,0,140.2177,0.0,1.0,199.0,1
0,1,117.8855,239.0,5.0,20.0,0
1,0,160.3278,199.0,1.0,80.0,0
1,0,437.0103,0.0,6.0,159.0,1
0,0,67.1193,0.0,4.0,139.0,1
1,0,337.0994,0.0,1.0,99.0,0
1,0,103.1601,0.0,3.0,139.0,0
1,0,0.0,0.0,1.0,0.0,1
1,0,287.9757,319.0,1.0,0.0,0
0,0,73.0,0.0,2.0,99.0,0
0,0,120.669,0.0,2.0,359.0,0
1,0,84.0536,0.0,2.0,219.0,1
0,1,80.2808,238.0,3.0,279.0,0
0,0,61.8142,0.0,2.0,179.0,0
1,0,221.5085,278.0,1.0,0.0,0
1,0,28.0179,0.0,7.0,159.0,1
1,0,297.7046,298.0,1.0,99.0,1
1,0,263.6854,0.0,1.0,99.0,1
1,0,331.8569,179.0,1.0,238.0,0
1,0,0.0,0.0,4.0,0.0,0
1,0,120.4159,119.0,3.0,80.0,0
1,1,147.3397,199.0,1.0,119.0,1
1,0,73.5391,0.0,1.0,159.0,1
1,0,166.1084,0.0,6.0,139.0,1
1,0,95.0474,1272.0,3.0,179.0,0
0,0,159.3142,219.0,1.0,139.0,0
1,0,241.0747,0.0,5.0,179.0,1
1,0,44.0454,0.0,4.0,199.0,0
1,0,310.0919,199.0,3.0,179.0,1
1,0,338.0429,219.0,1.0,139.0,1
1,1,280.0161,399.0,1.0,0.0,1
1,0,467.7489,0.0,2.0,179.0,1
1,0,96.6488,0.0,1.0,119.0,1
1,0,207.9639,0.0,1.0,219.0,0
1,0,190.5466,0.0,5.0,239.0,1
0,0,195.0923,0.0,2.0,179.0,1
1,1,176.7258,119.0,3.0,139.0,0
1,0,217.0207,219.0,1.0,80.0,0
1,0,306.3201,0.0,1.0,139.0,1
0,0,86.977,0.0,3.0,239.0,0
1,0,20.5913,457.0,3.0,139.0,0
1,0,85.235,0.0,3.0,100.0,0
1,0,200.0025,258.0,1.0,0.0,1
1,0,0.0,338.0,2.0,0.0,1
1,0,896.217,0.0,1.0,0.0,1
1,0,209.6592,0.0,4.0,119.0,1
1,0,61.8466,0.0,3.0,99.0,1
0,0,127.1417,1090.0,4.0,139.0,0
0,0,70.214,0.0,3.0,179.0,1
1,1,68.3593,179.0,2.0,199.0,0
1,1,112.8716,119.0,3.0,179.0,0
1,0,145.0862,0.0,3.0,159.0,1
0,0,161.1986,0.0,8.0,219.0,0
1,0,437.3191,80.0,3.0,139.0,1
1,0,356.3159,0.0,4.0,159.0,1
0,0,98.1835,0.0,7.0,159.0,1
1,0,743.9207,318.0,2.0,139.0,1
1,1,187.0027,199.0,1.0,119.0,1
1,0,153.3949,0.0,3.0,179.0,0
1,0,42.0476,0.0,2.0,179.0,1
1,0,161.4435,0.0,1.0,219.0,0
1,1,88.6848,636.0,5.0,239.0,1
1,0,231.0541,835.0,1.0,99.0,0
1,0,581.3932,0.0,1.0,179.0,1
0,1,163.7101,259.0,3.0,339.0,1
0,0,192.5097,159.0,6.0,80.0,1
1,0,79.0253,0.0,3.0,119.0,1
1,1,213.1385,199.0,4.0,239.0,0
1,0,390.5855,0.0,1.0,100.0,1
1,0,411.5191,0.0,2.0,139.0,1
1,0,102.4207,0.0,1.0,99.0,0
1,0,237.6826,0.0,7.0,99.0,0
1,0,149.0134,0.0,5.0,219.0,1
0,1,211.1161,318.0,1.0,80.0,1
1,0,127.063,0.0,1.0,99.0,1
1,0,376.0173,0.0,2.0,139.0,1
1,1,187.4166,377.0,1.0,139.0,0
1,0,228.1074,99.0,6.0,139.0,1
0,1,152.7416,638.0,2.0,20.0,0
1,0,0.0,0.0,2.0,0.0,0
1,0,69.7209,0.0,3.0,119.0,0
1,0,85.703,298.0,1.0,139.0,0
1,1,98.0051,80.0,3.0,119.0,0
1,0,115.8016,0.0,6.0,159.0,0
1,0,519.9048,0.0,2.0,139.0,0
1,0,317.657,179.0,1.0,179.0,1
1,0,756.0225,0.0,1.0,378.0,1
1,0,615.8474,0.0,1.0,219.0,1
1,0,179.0112,0.0,7.0,298.0,0
1,0,811.5824,0.0,1.0,219.0,1
1,0,772.3794,0.0,2.0,99.0,1
1,0,114.5862,0.0,5.0,0.0,0
1,0,158.6726,339.0,3.0,99.0,0
1,1,181.6865,399.0,1.0,139.0,1
1,0,281.016,0.0,1.0,0.0,1
1,1,519.824,119.0,2.0,99.0,0
1,1,488.337,11140.0,1.0,139.0,0
1,0,93.9202,0.0,2.0,179.0,1
1,0,175.8892,0.0,1.0,298.0,1
1,0,108.5772,0.0,2.0,358.0,0
0,0,114.3897,0.0,1.0,119.0,0
1,1,95.3415,99.0,2.0,99.0,0
0,0,303.0413,0.0,5.0,99.0,0
1,0,173.0462,0.0,4.0,298.0,1
1,0,421.0143,318.0,1.0,179.0,1
1,0,215.3927,239.0,2.0,119.0,0
1,0,113.0398,0.0,5.0,179.0,1
1,0,209.0383,0.0,3.0,199.0,1
0,0,403.1241,817.0,4.0,120.0,0
0,0,265.0019,298.0,6.0,119.0,0
1,1,193.7524,258.0,3.0,119.0,1
1,0,89.8721,0.0,1.0,139.0,0
1,0,212.3252,0.0,1.0,179.0,0
0,0,223.7878,0.0,1.0,119.0,1
1,0,101.7693,0.0,1.0,258.0,0
1,1,187.0428,4116.0,3.0,139.0,0
1,1,647.5956,99.0,1.0,80.0,1
1,1,115.5249,199.0,3.0,139.0,1
1,0,161.2452,0.0,2.0,99.0,0
1,0,246.5198,0.0,3.0,179.0,0
1,0,442.2454,318.0,1.0,239.0,1
1,0,101.6071,0.0,1.0,139.0,0
1,0,189.0238,3462.0,5.0,139.0,0
1,0,51.788,0.0,2.0,139.0,0
1,0,673.3276,996.0,2.0,239.0,1
1,0,125.3994,0.0,1.0,179.0,1
1,0,287.9028,0.0,2.0,119.0,1
0,0,556.0081,0.0,4.0,139.0,1
1,0,273.6732,0.0,5.0,238.0,0
1,1,176.4795,0.0,5.0,239.0,1
1,0,0.0,0.0,2.0,0.0,0
1,0,244.1311,0.0,4.0,139.0,1
1,0,150.333,0.0,1.0,159.0,1
0,0,93.771,0.0,6.0,239.0,0
1,0,0.0,179.0,8.0,0.0,1
0,0,327.9466,0.0,4.0,199.0,0
1,0,306.7915,457.0,1.0,219.0,0
1,0,0.0,0.0,5.0,0.0,1
1,0,110.1363,0.0,1.0,99.0,0
1,0,501.5466,0.0,2.0,139.0,1
1,0,217.3753,0.0,2.0,80.0,0
0,0,125.004,179.0,3.0,80.0,0
0,1,664.0482,358.0,6.0,80.0,1
1,0,108.8118,0.0,7.0,80.0,1
1,1,180.2249,219.0,5.0,278.0,0
1,0,79.177,676.0,1.0,199.0,0
0,0,45.8803,0.0,4.0,239.0,1
1,0,78.2624,0.0,1.0,119.0,1
0,0,73.6003,0.0,2.0,239.0,0
1,1,103.8701,0.0,3.0,339.0,1
1,0,160.0031,199.0,4.0,119.0,1
1,0,182.6609,0.0,1.0,139.0,0
1,0,366.6197,0.0,2.0,139.0,1
1,0,631.3478,398.0,2.0,80.0,0
1,1,291.4395,0.0,7.0,99.0,1
0,0,85.1587,0.0,3.0,179.0,0
1,0,506.2025,477.0,1.0,139.0,0
1,1,257.8701,278.0,4.0,80.0,0
1,0,125.7816,0.0,3.0,199.0,1
1,0,237.1919,0.0,1.0,80.0,1
0,1,76.896,159.0,1.0,139.0,1
0,1,725.5405,379.0,2.0,159.0,0
1,0,0.0,0.0,5.0,0.0,1
0,0,114.7563,219.0,3.0,239.0,1
0,0,9.2195,139.0,5.0,179.0,1
1,0,220.2748,0.0,6.0,159.0,0
1,0,105.5462,0.0,2.0,179.0,1
1,0,150.0533,0.0,6.0,279.0,0
1,0,504.8693,0.0,1.0,159.0,1
1,0,198.2372,0.0,2.0,179.0,1
1,0,136.4734,0.0,4.0,139.0,1
1,0,68.542,0.0,5.0,139.0,0
1,0,26.8328,0.0,4.0,258.0,0
1,0,93.7443,199.0,2.0,219.0,1
0,0,203.7891,139.0,3.0,139.0,0
1,0,78.5684,0.0,1.0,179.0,1
1,0,64.8151,596.0,2.0,199.0,0
1,0,229.4014,0.0,9.0,0.0,0
1,0,137.6408,0.0,3.0,119.0,0
1,0,49.2443,199.0,2.0,80.0,1
1,1,77.4145,139.0,2.0,159.0,0
1,0,329.3585,0.0,1.0,80.0,1
0,0,81.0247,0.0,6.0,239.0,0
0,0,605.4717,0.0,3.0,199.0,1
1,0,94.921,0.0,4.0,119.0,0
1,0,59.0339,398.0,7.0,159.0,0
1,0,118.1059,0.0,2.0,259.0,0
1,0,506.8846,0.0,1.0,139.0,0
1,1,307.5614,199.0,1.0,119.0,1
1,0,26.2488,139.0,4.0,99.0,0
0,0,233.6343,0.0,2.0,99.0,1
1,0,59.0339,160.0,2.0,179.0,0
1,0,381.0577,2255.0,1.0,219.0,0
0,0,135.9117,0.0,2.0,139.0,1
1,1,195.829,159.0,1.0,80.0,1
1,1,579.0216,1611.0,5.0,119.0,1
0,0,715.4327,0.0,2.0,119.0,0
1,0,200.639,0.0,3.0,99.0,1
0,0,61.0328,0.0,2.0,159.0,1
1,0,96.0052,0.0,2.0,239.0,1
0,0,70.7107,80.0,8.0,139.0,0
1,1,74.3303,4861.0,2.0,199.0,0
1,0,390.2832,0.0,1.0,99.0,1
1,0,447.9754,119.0,1.0,80.0,0
1,0,372.5507,0.0,4.0,99.0,1
1,0,214.0584,0.0,5.0,199.0,0
1,1,148.9463,119.0,4.0,238.0,1
1,0,69.3542,0.0,4.0,99.0,1
1,0,310.9276,139.0,1.0,139.0,1
1,0,107.0747,0.0,5.0,99.0,1
1,0,0.0,0.0,2.0,0.0,1
1,0,883.7901,577.0,1.0,100.0,1
1,1,179.0698,318.0,1.0,139.0,0
1,1,179.1005,179.0,6.0,80.0,0
1,0,244.5976,0.0,1.0,80.0,0
1,0,0.0,0.0,5.0,0.0,0
1,0,23.0217,615.0,3.0,139.0,1
1,1,126.0198,0.0,2.0,139.0,0
1,0,252.7449,0.0,1.0,399.0,1
1,0,87.4757,0.0,3.0,159.0,0
1,0,258.0019,139.0,3.0,259.0,1
1,0,80.9506,777.0,3.0,119.0,1
1,0,263.4179,0.0,2.0,179.0,0
1,0,76.1643,0.0,2.0,358.0,1
1,0,407.2407,318.0,3.0,80.0,0
1,0,82.4924,0.0,2.0,179.0,0
1,0,502.8608,456.0,1.0,139.0,1
1,0,77.4209,0.0,1.0,119.0,0
0,1,67.0298,139.0,2.0,159.0,0
1,0,54.037,0.0,2.0,80.0,0
1,0,40.0,0.0,2.0,239.0,1
0,0,350.0914,99.0,3.0,139.0,1
0,0,182.1675,396.0,3.0,199.0,1
0,0,105.1903,0.0,2.0,139.0,0
1,0,34.0,0.0,2.0,0.0,0
1,1,42.4382,0.0,7.0,199.0,0
1,0,539.4238,0.0,1.0,99.0,1
0,0,215.671,0.0,7.0,199.0,0
1,0,497.3982,179.0,1.0,139.0,1
1,0,118.1905,0.0,1.0,239.0,1
1,1,60.208,1016.0,4.0,199.0,0
1,0,754.1631,199.0,1.0,258.0,1
1,0,111.2205,0.0,4.0,219.0,0
