firstPassFixDur,landingPos,lastSaccLen,leavingPos,lineNo,meanFixDur,nextFixDur,prevFixPos,pupilDiamLag,pupilDiamMax
199.0,58.2344,299.9054,63.3759,4956.0,298.0,139.0,114.5862,0.2431,0.0476
80.0,86.7439,152.645,81.6165,3379.0,80.0,80.0,557.7741,0.1335,0.129
338.0,123.4909,195.1442,112.9248,395.0,338.0,179.0,49.679,0.2373,0.1043
298.0,94.1488,99.0051,103.9002,736.0,338.0,99.0,437.7488,0.0756,0.0756
80.0,73.8664,521.6742,80.604,6896.0,80.0,139.0,247.4773,0.6353,0.1123
179.0,53.6004,140.5569,66.6033,1449.0,179.0,99.0,52.3927,0.3776,0.1921
179.0,74.7412,404.5346,89.6131,7112.0,179.0,99.0,53.0377,0.4381,-0.0709
99.0,58.0022,444.4868,52.4047,9403.0,99.0,219.0,200.1225,0.2812,0.2402
259.0,13.3135,69.0887,39.2747,2331.0,259.0,179.0,196.4612,0.1742,0.5577
139.0,30.9233,194.0309,28.4297,8908.0,139.0,139.0,727.7651,0.0957,0.1047
279.0,72.4655,688.5821,73.6563,2476.0,279.0,239.0,46.3249,2.2785,0.9995
239.0,52.6522,97.0,114.3471,2989.0,149.5,299.0,149.0134,0.6906,-0.5424
179.0,40.2523,177.5197,41.7433,1004.0,179.0,338.0,140.2462,0.1274,0.0194
139.0,16.9853,101.8541,23.3077,8476.0,139.0,99.0,66.2873,0.5592,0.2162
379.0,81.5552,100.3457,107.042,2317.0,179.0,219.0,148.0,4.4917,1.0092
179.0,29.6015,244.778,36.5821,4427.0,179.0,139.0,206.2935,0.0487,0.2667
80.0,67.6923,150.49,55.7001,7318.0,80.0,219.0,497.17,0.4978,0.0713
139.0,8.86,136.1947,19.4165,4678.0,139.0,159.0,194.0103,0.1437,0.0512
139.0,57.1161,152.5664,65.5515,5703.0,139.0,139.0,29.7321,0.1325,0.1245
139.0,1.5811,236.0095,14.0801,7796.0,139.0,100.0,202.3116,0.1316,0.1456
258.0,74.1114,178.085,72.111,7301.0,129.0,99.0,295.7719,0.0753,0.0528
179.0,84.1487,106.2462,69.5072,1808.0,80.0,99.0,49.4773,0.1739,0.2193
258.0,46.3276,367.5241,48.0885,7753.0,129.0,199.0,139.4633,0.1806,-0.0849
278.0,73.0068,88.7257,70.066,1037.0,179.0,298.0,102.6499,0.1709,0.1189
199.0,13.5093,148.5,23.585,6105.0,199.0,179.0,248.582,0.2701,0.1126
99.0,122.9837,307.1795,130.0038,4310.0,99.0,258.0,191.157,0.107,0.231
99.0,18.5068,129.0349,19.8116,9128.0,99.0,139.0,120.4159,0.1072,0.2047
159.0,15.8114,499.0774,53.7587,2593.0,478.0,219.0,282.1436,-1.113,-0.429
80.0,111.2036,119.501,107.5174,1537.0,80.0,139.0,681.1989,0.3311,0.1861
119.0,89.8053,170.7469,89.0898,3265.0,119.0,139.0,149.4122,0.2765,0.2735
179.0,69.3578,713.9009,47.2149,29.0,179.0,159.0,335.7216,0.1035,0.1035
319.0,29.3471,53.2189,66.6108,2645.0,259.0,279.0,749.0808,0.7805,-0.5825
99.0,107.5419,120.0802,115.9526,3559.0,99.0,119.0,156.9777,0.142,0.382
378.0,97.3088,108.334,110.9471,4450.0,159.0,119.0,485.372,0.1617,0.1432
279.0,128.1503,112.5722,99.0,2538.0,359.0,199.0,374.2005,0.948,0.421
159.0,82.3241,91.9837,91.7347,5288.0,159.0,99.0,81.1234,0.1433,0.1433
139.0,29.7532,122.1239,23.0868,5525.0,259.0,179.0,667.012,0.0585,0.0445
378.0,133.046,187.1069,27.7354,8974.0,189.0,99.0,117.0043,0.0537,0.1307
159.0,47.9088,103.3017,56.0045,8516.0,199.0,199.0,29.0,0.0227,0.1937
179.0,106.0424,127.5157,110.3925,4511.0,179.0,159.0,41.7253,0.2292,0.0392
218.0,126.5356,261.3054,66.9403,4587.0,109.0,179.0,12.083,0.2367,0.2337
239.0,36.6776,141.8185,46.3087,1651.0,119.5,239.0,130.05,0.3076,0.0506
100.0,75.8024,228.1847,67.2681,7755.0,199.0,139.0,125.1599,0.1806,0.0311
258.0,116.9027,184.0448,132.1855,3589.0,258.0,139.0,68.0147,0.58,0.226
179.0,80.0562,231.7159,88.7764,152.0,179.0,199.0,91.1976,0.0915,-0.0195
278.0,28.0401,215.1192,18.0278,806.0,219.0,239.0,126.2537,0.1211,0.1211
179.0,172.3463,119.4247,173.8347,8854.0,99.0,139.0,903.3028,0.1308,0.1033
160.0,77.5016,91.4289,81.2927,3949.0,80.0,219.0,28.8617,0.2141,0.1886
139.0,74.4312,157.2657,71.5437,6519.0,139.0,99.0,260.0077,0.2109,0.2109
278.0,103.9423,206.8139,57.5087,5793.0,139.0,179.0,135.724,0.1165,0.132
179.0,12.0208,279.099,21.36,7948.0,179.0,119.0,232.0022,0.4633,0.0798
119.0,15.5322,108.5933,89.1403,6802.0,119.0,219.0,656.0373,0.3379,0.1409
179.0,26.2345,198.142,29.6142,1684.0,139.0,278.0,125.873,0.0766,-0.0479
80.0,64.5136,158.5008,51.0612,10523.0,119.0,80.0,117.0043,-0.0083,-0.0493
159.0,164.6853,167.0067,171.4176,2238.0,159.0,279.0,0.0,-0.0006,-0.0006
358.0,278.1982,187.3533,151.533,636.0,179.0,119.0,153.3949,0.1391,0.1241
139.0,48.5232,302.8473,40.0312,8741.0,139.0,99.0,216.2267,0.2583,0.1838
259.0,29.77,224.5089,29.77,3082.0,20.0,139.0,124.1974,2.9916,0.0961
238.0,34.9178,157.1631,49.1859,857.0,238.0,239.0,26.1725,0.1039,0.0309
159.0,55.599,207.406,69.3776,10799.0,159.0,99.0,105.8017,0.0395,0.062
80.0,21.5523,196.0006,14.7054,10094.0,80.0,139.0,139.4346,0.1787,-0.0248
179.0,19.7041,125.8014,29.3981,5958.0,179.0,298.0,68.3593,0.4721,0.1711
179.0,92.8615,108.1665,100.0425,4258.0,179.0,179.0,40.4969,0.409,0.1885
99.0,145.0284,464.7349,138.1611,10489.0,99.0,258.0,0.0,0.1837,0.0372
139.0,12.3491,144.4412,15.2069,7126.0,139.0,139.0,349.4639,0.1726,0.1916
338.0,108.0949,110.7576,171.2637,6826.0,139.0,80.0,286.6653,0.2954,0.3229
80.0,80.3057,209.4684,84.5532,7027.0,80.0,80.0,486.215,0.3253,-0.0652
179.0,58.8154,180.5339,68.1561,5487.0,179.0,80.0,97.5756,0.1317,0.3567
199.0,80.5047,144.7731,78.2624,10280.0,99.5,99.0,90.956,0.3438,0.2613
139.0,93.1585,107.4826,93.3876,10213.0,139.0,159.0,198.0227,0.2537,0.0742
278.0,106.5751,1551.7633,1175.3239,6032.0,139.0,80.0,958.0188,0.3536,0.2561
99.0,42.3615,102.8251,31.6267,6851.0,99.0,199.0,57.9828,0.1279,0.0149
198.0,130.1883,300.1666,47.1301,9683.0,99.0,119.0,507.2297,0.4446,0.1541
159.0,40.3887,200.0025,50.5668,4737.0,159.0,199.0,104.561,0.0596,-0.0679
239.0,79.5692,162.4815,87.6955,1319.0,239.0,139.0,1070.3616,0.1102,0.0567
438.0,48.0,147.2659,118.3427,4202.0,146.0,199.0,312.0016,0.0755,0.1015
179.0,51.4125,227.0666,36.4005,7405.0,179.0,139.0,221.0362,0.0293,-0.0107
100.0,105.1404,192.7706,113.0675,753.0,119.0,80.0,116.4302,1.4366,0.1421
238.0,38.8909,436.9751,62.0081,5720.0,159.0,80.0,96.2549,0.047,0.033
179.0,51.5024,691.7301,62.532,1917.0,179.0,179.0,662.0045,0.2724,0.2724
239.0,31.9766,147.6025,32.8824,8169.0,239.0,99.0,213.4409,0.2699,0.1534
179.0,85.0132,141.8767,73.437,2897.0,179.0,179.0,80.2808,0.4127,0.9162
139.0,40.1404,558.9387,37.8715,1196.0,139.0,258.0,108.8531,0.1803,-0.0232
199.0,69.2604,233.0193,70.6134,10257.0,199.0,99.0,154.7773,0.2118,0.0698
199.0,1212.7087,72.7633,80.6381,2310.0,219.0,259.0,330.0,1.4717,1.8132
338.0,41.0,228.2898,111.4002,6812.0,112.6667,80.0,298.6135,0.3464,0.2289
219.0,82.1523,87.2353,86.2235,8414.0,109.5,139.0,0.0,0.0902,0.0677
278.0,51.5388,226.8447,58.3802,5340.0,278.0,159.0,357.0056,0.1357,0.1292
119.0,51.4417,355.981,61.9536,2100.0,119.0,219.0,91.0824,0.1649,0.1014
139.0,50.589,387.7435,57.0636,10584.0,139.0,119.0,644.5727,0.3317,0.0987
358.0,37.3965,234.5021,2.5,701.0,179.0,100.0,594.9832,0.2051,0.2401
199.0,108.2693,88.4096,103.407,2633.0,199.0,179.0,205.9951,0.3085,1.3455
259.0,23.3452,88.9565,13.0,7155.0,100.0,99.0,331.1827,0.1586,0.1556
199.0,76.1577,99.5038,83.9524,5031.0,199.0,119.0,88.6002,0.3621,0.2806
80.0,63.0754,1538.7094,1287.4126,9784.0,80.0,99.0,435.3539,0.1345,0.1275
99.0,28.8444,518.5022,25.3476,8052.0,99.0,139.0,135.5913,0.3408,0.1718
159.0,92.228,428.7336,89.0421,305.0,159.0,99.0,71.0282,0.1599,0.1774
159.0,78.7353,96.791,55.3466,8227.0,258.0,99.0,103.3247,0.3804,0.2119
99.0,171.8524,334.642,166.548,9548.0,99.0,179.0,108.462,0.4721,0.4371
298.0,87.7055,130.501,38.4708,8453.0,149.0,119.0,375.6927,0.2122,-0.0593
419.0,28.4253,306.6178,66.772,2714.0,419.0,319.0,109.2016,2.582,1.4635
100.0,85.8429,147.7921,93.5361,1468.0,100.0,139.0,208.6337,0.1251,0.0141
99.0,16.1245,125.5488,20.2237,1824.0,99.0,179.0,93.1933,0.0524,0.0259
259.0,29.8077,202.8725,36.7185,5257.0,259.0,238.0,335.7216,0.0923,0.0808
179.0,49.366,114.4246,54.1133,10226.0,179.0,119.0,115.8836,0.1767,0.1027
198.0,131.7507,110.0011,38.8104,630.0,99.0,219.0,239.6164,0.1611,0.0596
99.0,25.9856,124.2266,13.2004,9785.0,99.0,159.0,270.0,0.1345,0.06
119.0,94.2351,197.31,85.2482,6627.0,80.0,80.0,126.6689,0.2091,0.099
80.0,64.8999,216.6893,61.7454,6859.0,80.0,80.0,255.1549,0.2544,0.0029
139.0,38.8973,84.5237,39.7146,8511.0,139.0,159.0,159.3142,0.1937,0.1787
139.0,67.1509,330.7329,65.8976,3495.0,139.0,338.0,97.0052,0.2548,0.3998
99.0,45.1691,163.0598,41.5933,5537.0,99.0,159.0,95.901,0.8215,0.1435
298.0,88.2397,316.9941,87.9119,9768.0,298.0,139.0,378.3808,0.198,0.1065
99.0,108.8726,291.5017,116.7101,7226.0,99.0,139.0,108.3744,0.1771,0.0756
99.0,26.2393,118.5854,11.6619,6382.0,159.0,179.0,919.34,0.0945,0.0945
239.0,10.0125,725.0498,24.7487,4122.0,239.0,278.0,473.0095,0.55,0.4465
160.0,44.1192,327.9489,55.3399,9560.0,80.0,139.0,273.0,0.2236,0.1191
219.0,31.8904,601.584,21.6622,2510.0,219.0,20.0,118.423,0.4735,-0.043
299.0,59.165,146.5307,78.4347,2044.0,99.6667,179.0,115.4513,0.1879,0.2104
199.0,140.1606,0.0,143.5705,3609.0,139.0,298.0,179.9389,0.0925,0.0925
179.0,50.7666,92.0054,127.343,2878.0,209.0,199.0,161.2979,1.8317,1.9487
219.0,27.3542,226.0138,31.8904,7734.0,219.0,99.0,210.8009,0.2556,0.2556
99.0,75.4603,160.5942,69.5881,9323.0,139.0,99.0,124.1692,0.1527,0.1012
199.0,34.176,187.6006,78.1937,2316.0,200.0,259.0,110.0182,2.8397,1.4012
80.0,39.5285,146.6714,53.5093,562.0,80.0,199.0,206.2426,0.1138,0.0813
179.0,31.8944,574.8211,13.0384,536.0,179.0,258.0,100.7174,0.1968,0.1968
199.0,46.5027,87.5914,54.5183,1242.0,199.0,99.0,0.0,0.1592,0.0202
298.0,65.9337,113.0,77.1897,5891.0,298.0,159.0,97.1648,0.0685,0.122
159.0,57.0701,333.1625,54.5825,6490.0,159.0,119.0,292.8515,0.0514,0.1059
417.0,134.9907,481.0751,129.7575,1106.0,119.0,99.0,174.797,0.1819,0.0874
139.0,72.7083,446.1491,67.0075,4312.0,139.0,179.0,47.0956,0.01,0.188
199.0,22.8035,140.8918,21.7083,644.0,199.0,139.0,295.0424,0.0841,0.0696
179.0,55.1951,163.0598,62.46,1556.0,179.0,139.0,108.7796,0.0761,0.2081
278.0,46.768,582.5019,58.2001,7624.0,139.0,179.0,242.8662,0.2431,0.3061
100.0,142.571,120.3755,152.0008,9804.0,100.0,139.0,373.5144,0.258,0.122
99.0,84.3801,213.2985,69.3758,8742.0,99.0,239.0,385.0052,0.2678,0.1468
279.0,77.8621,207.4729,59.8018,2932.0,279.0,418.0,136.4734,0.9337,0.8332
179.0,72.092,895.1633,70.8978,6235.0,179.0,139.0,51.0882,0.3761,0.3176
99.0,51.4417,100.927,71.007,9364.0,99.0,99.0,178.0,0.2407,0.2062
99.0,80.8857,95.1118,74.0422,7843.0,99.0,219.0,404.5541,0.5383,0.2523
199.0,80.5761,556.234,70.6576,2639.0,199.0,319.0,47.0106,-0.5825,0.156
99.0,78.6448,155.6478,74.7813,306.0,99.0,119.0,507.2849,0.1059,0.1644
179.0,30.8302,163.8063,36.8782,3304.0,179.0,80.0,83.6002,0.4355,-0.1215
100.0,115.1564,103.5978,95.4804,2712.0,100.0,319.0,49.2443,1.5725,0.9075
139.0,54.5711,105.6279,64.5949,4932.0,139.0,239.0,123.0,0.2356,0.1031
119.0,54.1479,125.5886,56.5265,9744.0,119.0,119.0,89.1403,0.351,0.1165
199.0,19.5576,232.7928,1.5811,7744.0,199.0,179.0,326.7185,0.0411,0.0226
358.0,108.6105,304.6609,107.9352,1064.0,179.0,179.0,118.1059,0.1034,0.0834
139.0,135.2793,289.3596,131.3097,5754.0,139.0,219.0,0.0,0.122,0.067
219.0,65.1153,287.007,52.2398,10661.0,219.0,119.0,329.9712,0.1097,0.0502
179.0,65.5019,104.2029,55.8055,10705.0,179.0,179.0,64.622,0.152,0.089
100.0,36.5411,574.2269,32.5346,10337.0,100.0,99.0,282.023,0.3363,0.1043
99.0,113.0011,237.0243,111.9933,9622.0,99.0,139.0,560.2758,0.2596,0.3276
139.0,26.8794,273.2215,10.5119,9233.0,139.0,139.0,190.759,0.4197,0.2027
179.0,13.1244,170.6261,29.5846,3908.0,239.0,99.0,91.3017,0.2938,0.1518
358.0,31.9453,105.6882,66.1381,2411.0,179.0,279.0,104.0048,-0.1653,0.8567
119.0,120.3007,1464.488,120.0843,7840.0,119.0,119.0,341.0235,0.2903,0.3498
179.0,42.5265,231.0779,48.9923,5677.0,179.0,179.0,292.3354,0.098,0.076
278.0,31.0886,144.0139,5.3151,9738.0,278.0,159.0,128.4562,0.2125,0.0425
239.0,42.8981,101.1002,65.4313,3172.0,239.0,160.0,162.4962,0.2646,1.1726
179.0,46.5027,120.1759,50.0025,4413.0,278.0,179.0,70.1142,0.2142,0.2142
119.0,45.8394,280.6622,56.1004,7455.0,99.0,80.0,219.7635,0.1602,0.0752
119.0,45.0389,167.863,38.9487,9422.0,119.0,119.0,83.6002,0.1531,0.1201
179.0,67.309,178.1327,65.6601,7065.0,179.0,219.0,106.9766,0.2583,0.2343
199.0,138.0444,71.1354,123.8406,2041.0,109.5,119.0,343.5957,0.2104,0.2524
199.0,57.0088,115.0761,52.8607,1160.0,199.0,139.0,107.8147,0.4623,0.3223
179.0,100.4117,181.0028,87.0704,662.0,139.0,199.0,252.0575,0.2221,0.1371
538.0,80.2309,205.0494,102.7144,2377.0,538.0,20.0,57.28,0.6472,0.6472
139.0,66.9104,119.1774,90.2344,7313.0,139.0,199.0,139.4633,0.0723,0.0423
219.0,182.3321,163.8856,168.6891,4735.0,219.0,139.0,699.3118,0.0596,-0.0629
238.0,8.7464,253.7504,114.1096,767.0,119.0,199.0,130.1384,0.0956,0.1296
199.0,42.45,87.5014,54.0023,10742.0,199.0,298.0,227.0088,0.38,0.2515
219.0,41.488,238.0189,21.5058,2845.0,219.0,259.0,194.579,1.7487,0.6972
179.0,75.4801,174.1522,61.9839,1699.0,199.0,278.0,225.7299,0.1356,0.1646
219.0,56.1894,872.5173,58.6046,3779.0,219.0,99.0,74.8866,0.2493,0.2893
179.0,81.8123,110.269,70.6771,6758.0,179.0,139.0,372.3439,0.1124,-0.0956
318.0,70.3847,170.7352,125.6344,10335.0,159.0,238.0,677.2237,0.3363,0.2028
219.0,2.5495,123.9758,6.5,419.0,219.0,119.0,147.0272,0.7158,0.3083
139.0,107.5883,299.6769,95.3415,9654.0,139.0,139.0,268.3654,0.2996,0.1761
80.0,119.5847,243.2057,111.8179,8198.0,80.0,159.0,47.3814,0.3554,0.1034
99.0,58.1055,274.0972,60.5186,3562.0,99.0,99.0,98.8585,0.142,0.1185
199.0,37.4833,223.4066,38.2099,7254.0,199.0,119.0,137.6408,0.0818,0.0228
119.0,21.0772,161.3459,18.5068,132.0,119.0,139.0,168.5764,0.556,0.2875
119.0,98.5089,207.5488,84.8528,10718.0,119.0,159.0,59.0339,0.2015,-0.07
159.0,7.433,246.7007,9.0554,3774.0,119.0,139.0,196.0638,0.3023,0.1438
319.0,49.366,77.1622,56.0357,3105.0,319.0,279.0,99.0202,1.9266,1.1616
199.0,26.2774,176.098,36.6231,5282.0,199.0,159.0,227.7279,0.1433,-0.0557
258.0,67.9283,103.3102,73.8664,10516.0,258.0,139.0,173.5655,0.2592,0.2592
219.0,64.0703,184.0,61.6644,5701.0,219.0,199.0,65.5134,0.1325,0.1245
139.0,71.6955,397.102,73.0514,6401.0,139.0,99.0,64.195,0.0355,-0.072
338.0,21.9146,246.3433,24.5051,4059.0,338.0,119.0,760.5156,0.1741,0.0136
139.0,115.2443,0.0,112.6144,10647.0,139.0,99.0,192.0026,-0.0308,-0.0308
299.0,61.2944,182.0687,51.8845,6447.0,149.5,159.0,314.56,0.3484,0.2169
80.0,71.0211,273.4273,89.56,8354.0,80.0,80.0,61.8142,0.2919,0.3339
99.0,30.5,165.6336,44.7493,5726.0,99.0,139.0,76.922,0.185,-0.0045
119.0,60.2536,156.5799,71.332,10318.0,119.0,139.0,359.3884,0.2023,0.2313
199.0,52.6165,346.048,61.5894,3627.0,199.0,139.0,317.0773,0.614,-0.0045
99.0,79.3788,166.503,66.8973,10917.0,99.0,259.0,87.0919,0.283,0.0865
119.0,103.3683,444.8508,103.5495,4480.0,119.0,179.0,150.7481,0.2767,0.2712
199.0,79.0142,220.2504,115.0761,7658.0,199.0,199.0,117.2732,0.2216,0.2216
139.0,80.7248,262.7818,91.5014,7519.0,225.3333,119.0,69.3758,0.1432,0.1432
219.0,90.802,527.5192,34.0918,2620.0,80.0,20.0,172.8034,1.954,2.0375
218.0,70.516,433.6465,55.0681,3932.0,109.0,159.0,0.0,0.1471,-0.0329
318.0,113.1923,307.4703,109.5011,5578.0,80.0,258.0,570.1719,0.275,0.1555
278.0,86.5708,390.6549,84.7659,992.0,199.0,278.0,588.4123,0.0989,0.0954
199.0,58.6686,149.6103,81.1326,5136.0,199.0,100.0,89.5545,0.3358,0.1538
179.0,45.0389,180.5249,33.3654,2642.0,179.0,239.0,165.8945,-0.5825,-0.5825
238.0,10.5948,163.0069,18.5809,533.0,238.0,139.0,288.1753,0.1968,0.1113
258.0,45.9918,119.6766,41.7612,4311.0,258.0,139.0,272.0901,0.107,0.231
219.0,127.7155,144.0069,130.1509,9906.0,338.0,139.0,180.3996,0.207,0.1205
219.0,64.8845,130.3467,41.1461,4727.0,219.0,259.0,216.1227,0.1366,0.0606
199.0,103.0049,119.105,109.5046,653.0,278.0,139.0,153.7335,0.0971,0.0311
199.0,67.4036,125.2557,70.0161,1381.0,99.5,179.0,11.6619,0.0362,0.0467
139.0,113.5011,24.0468,121.6069,904.0,139.0,238.0,234.2413,0.1529,0.1159
159.0,32.9621,389.7749,30.8585,718.0,199.0,557.0,88.0511,0.0271,0.0696
239.0,96.5013,285.9204,94.2987,4186.0,239.0,179.0,631.1521,0.205,0.1955
199.0,40.0031,149.9667,89.202,2342.0,199.0,319.0,38.8973,-0.3683,-0.8588
159.0,95.6151,581.5325,109.4646,3584.0,159.0,278.0,189.8341,0.374,0.5605
179.0,35.4401,139.7033,40.2523,8365.0,179.0,179.0,19.799,0.5452,0.1847
298.0,98.6027,88.3091,100.005,686.0,298.0,99.0,459.0044,0.1301,0.1466
119.0,42.2641,356.7948,50.045,10666.0,119.0,80.0,101.6366,0.1377,0.0642
199.0,82.8402,176.2839,82.7345,616.0,199.0,119.0,268.1287,0.1676,0.1676
199.0,48.0104,128.3988,42.4264,4738.0,199.0,179.0,151.3308,0.2226,-0.0439
198.0,140.6743,144.105,132.8401,1557.0,139.0,179.0,48.7955,0.0761,0.2081
715.0,46.4462,0.0,42.1456,7289.0,357.5,0.0,570.3122,0.5463,0.5463
80.0,3.9051,262.5019,22.655,9465.0,80.0,99.0,485.0495,0.2931,0.1351
99.0,16.6208,177.5451,23.0868,6921.0,99.0,99.0,60.9262,0.6398,0.0743
239.0,53.0212,142.8863,7.433,824.0,199.0,179.0,157.8132,0.1881,0.1226
219.0,16.1941,163.833,14.5602,2390.0,219.0,458.0,75.06,0.2372,0.2482
139.0,69.0,97.269,70.8467,7216.0,139.0,100.0,339.0767,0.0951,0.1916
318.0,77.5838,221.0481,29.2617,1954.0,159.0,219.0,223.2353,0.1259,-0.0086
119.0,56.5685,822.3711,47.0239,6435.0,119.0,139.0,86.4928,0.5989,0.1594
298.0,115.1803,136.7644,129.001,203.0,298.0,139.0,864.6167,0.101,0.029
239.0,23.0217,229.0775,36.7185,4138.0,239.0,238.0,74.7329,0.1385,0.131
378.0,76.2316,63.8161,77.1897,2530.0,399.0,179.0,142.8356,1.9765,0.797
139.0,72.6722,226.9736,71.3863,4869.0,239.0,119.0,52.6308,0.1916,-0.0854
180.0,72.9126,0.0,108.3444,2958.0,180.0,518.0,680.0735,1.4802,1.4802
119.0,38.2426,29.3471,29.2959,10582.0,119.0,80.0,121.3136,0.2447,0.1202
379.0,23.3773,86.0712,41.7043,3015.0,379.0,279.0,120.3038,1.7096,1.7096
119.0,82.8553,111.5437,80.946,7515.0,119.0,199.0,36.7967,0.1432,-0.0143
80.0,49.0026,157.7157,44.7214,5486.0,80.0,179.0,57.4891,0.1317,0.3567
358.0,52.9528,427.7341,22.5222,8072.0,119.3333,139.0,244.1311,0.2033,0.0073
179.0,59.3401,122.001,60.7289,4257.0,179.0,179.0,29.0689,0.409,0.2625
179.0,37.3363,0.0,20.7966,7381.0,338.0,338.0,790.7591,0.9318,0.9318
199.0,39.9656,147.5737,31.1809,8105.0,199.0,179.0,102.8591,0.1289,-0.0566
179.0,69.161,230.9248,70.0446,9601.0,139.0,119.0,138.0326,0.0621,0.0386
80.0,35.9026,73.5425,24.8395,10095.0,139.0,80.0,232.0539,0.1787,-0.0248
179.0,15.0083,153.018,23.817,4354.0,179.0,139.0,85.1469,0.0047,-0.0408
139.0,43.1741,660.1585,47.289,10920.0,139.0,139.0,118.4567,0.283,0.028
199.0,15.8114,310.3824,13.8924,7314.0,199.0,179.0,142.3517,0.0723,0.0423
80.0,73.9341,147.5305,83.0738,6377.0,80.0,159.0,218.8264,0.663,0.023
219.0,36.3456,358.0,32.1442,8514.0,219.0,219.0,118.9496,0.1622,0.1937
139.0,57.3149,193.8414,32.9014,10375.0,139.0,119.0,360.7991,0.6683,0.1748
139.0,49.5101,136.2066,37.0844,4369.0,139.0,258.0,173.4157,-0.0378,-0.0858
239.0,18.0347,39.9625,33.3766,1620.0,239.0,199.0,538.0567,0.6206,0.0936
358.0,48.5489,111.0011,144.4585,5022.0,179.0,298.0,84.6463,0.3651,0.0451
139.0,89.5126,114.7279,93.9747,1959.0,139.0,139.0,67.6831,0.0979,0.1259
119.0,25.5539,288.0508,23.927,10635.0,119.0,139.0,44.2945,0.1587,0.1672
179.0,20.5973,249.8024,6.0208,10608.0,179.0,179.0,148.4082,0.1397,0.1442
239.0,83.3217,220.4342,142.9773,1324.0,119.5,99.0,51.0392,0.0837,0.1102
179.0,118.4926,77.4919,108.0116,10081.0,139.0,139.0,178.0169,-0.0023,0.0242
618.0,75.1681,158.2948,144.0876,2286.0,309.0,20.0,107.8239,0.1097,0.2957
99.0,34.5398,71.8766,36.7049,6783.0,99.0,159.0,715.051,0.2184,0.1124
278.0,66.9104,139.0,41.3552,8895.0,199.0,139.0,103.8171,1.0012,0.1942
219.0,45.2355,55.3173,50.9215,2987.0,199.0,199.0,106.527,0.6906,-0.0289
100.0,63.0635,256.5239,60.3842,2716.0,359.0,319.0,388.2396,2.582,1.598
139.0,26.8794,93.2269,84.2882,2583.0,129.5,299.0,380.2552,1.525,1.525
219.0,90.5677,502.4326,74.6073,6285.0,159.0,80.0,255.002,0.404,-0.1055
398.0,59.5021,0.0,49.2443,3424.0,100.0,238.0,704.1733,0.4803,0.4803
179.0,135.4889,260.5389,126.58,4201.0,219.0,179.0,425.3998,0.1015,0.1015
139.0,150.0966,182.5842,138.7921,6173.0,139.0,219.0,282.2145,0.0526,0.0231
139.0,49.5101,257.0238,62.2113,5476.0,139.0,99.0,97.3242,0.3642,0.1722
119.0,104.7294,159.4091,113.9496,3369.0,119.0,119.0,352.1491,0.248,0.0955
179.0,44.0454,117.8357,51.6841,6913.0,89.5,99.0,40.3113,0.3223,0.2713
219.0,62.859,184.359,59.927,3066.0,219.0,219.0,21.5407,-0.0379,-0.1299
139.0,38.7621,101.7472,36.0035,7678.0,80.0,199.0,37.3363,0.2906,0.0861
179.0,39.0,285.0425,25.4804,7695.0,179.0,99.0,25.4951,0.4061,0.2521
119.0,96.199,228.3424,82.9759,421.0,119.0,179.0,531.3379,0.7158,0.7158
616.0,64.3817,225.0028,156.0969,50.0,205.3333,258.0,144.5856,0.0935,0.0925
99.0,119.6349,284.103,105.5237,6757.0,99.0,179.0,0.0,0.1124,0.0214
298.0,119.0683,337.7692,112.0045,7721.0,298.0,139.0,243.5282,0.1816,0.1006
219.0,97.664,143.7028,101.9657,239.0,219.0,219.0,589.0849,0.2269,0.0854
159.0,64.9192,121.5905,74.3236,10296.0,159.0,179.0,45.1774,0.2648,0.2853
100.0,52.0024,78.1361,43.8321,2772.0,100.0,359.0,0.0,-0.2753,-1.1753
159.0,143.0918,332.733,17.7553,3537.0,149.5,80.0,388.2177,0.403,0.091
219.0,71.3863,331.7748,64.195,4540.0,219.0,139.0,316.291,0.3472,0.0857
298.0,69.2261,454.5099,64.002,10594.0,298.0,99.0,666.8883,0.4497,0.3507
199.0,121.3106,595.4914,110.5283,8786.0,199.0,159.0,255.0176,0.2083,0.1153
99.0,98.9571,150.2065,91.0879,908.0,99.0,119.0,175.4138,0.1529,0.1264
100.0,50.0,217.0184,32.4076,10271.0,100.0,199.0,80.3057,0.3023,0.1963
139.0,64.562,595.0011,65.8217,1239.0,139.0,179.0,110.5712,0.1693,0.1693
299.0,80.7001,228.6072,69.7782,2955.0,299.0,279.0,137.1313,1.4802,-0.0818
616.0,70.2157,191.9642,61.5,56.0,159.0,258.0,150.7481,0.1745,0.1055
358.0,53.64,115.088,66.5169,5915.0,358.0,179.0,144.4991,0.1121,0.1201
159.0,61.8971,140.1517,62.508,6380.0,159.0,219.0,152.0,0.663,0.0945
139.0,34.5579,155.6808,31.8944,3916.0,139.0,80.0,231.9698,0.3628,0.2938
80.0,96.2211,221.9668,95.6347,1897.0,258.0,139.0,47.5395,0.2674,0.1064
239.0,86.6516,72.5844,88.596,2671.0,239.0,20.0,128.9961,0.556,0.4335
219.0,25.7391,202.8084,31.4841,8949.0,219.0,99.0,168.5823,0.1757,0.1177
100.0,26.1964,85.0368,25.4951,253.0,100.0,139.0,223.2241,0.2924,0.5104
