landingPos,nextFixDur,prevFixPos,titleNo
84.3801,239.0,385.0052,6.0
77.8621,418.0,136.4734,7.0
72.092,139.0,51.0882,8.0
51.4417,99.0,178.0,9.0
80.8857,219.0,404.5541,6.0
80.5761,319.0,47.0106,4.0
78.6448,119.0,507.2849,9.0
30.8302,80.0,83.6002,6.0
115.1564,319.0,49.2443,2.0
54.5711,239.0,123.0,6.0
54.1479,119.0,89.1403,5.0
19.5576,179.0,326.7185,8.0
108.6105,179.0,118.1059,1.0
135.2793,219.0,0.0,4.0
65.1153,119.0,329.9712,4.0
65.5019,179.0,64.622,2.0
36.5411,99.0,282.023,7.0
113.0011,139.0,560.2758,7.0
26.8794,139.0,190.759,6.0
13.1244,99.0,91.3017,5.0
31.9453,279.0,104.0048,2.0
120.3007,119.0,341.0235,2.0
42.5265,179.0,292.3354,5.0
31.0886,159.0,128.4562,2.0
42.8981,160.0,162.4962,1.0
46.5027,179.0,70.1142,1.0
45.8394,80.0,219.7635,1.0
45.0389,119.0,83.6002,2.0
67.309,219.0,106.9766,1.0
138.0444,119.0,343.5957,2.0
57.0088,139.0,107.8147,6.0
100.4117,199.0,252.0575,7.0
80.2309,20.0,57.28,3.0
66.9104,199.0,139.4633,10.0
182.3321,139.0,699.3118,2.0
8.7464,199.0,130.1384,2.0
42.45,298.0,227.0088,7.0
41.488,259.0,194.579,8.0
75.4801,278.0,225.7299,10.0
56.1894,99.0,74.8866,10.0
81.8123,139.0,372.3439,4.0
70.3847,238.0,677.2237,7.0
2.5495,119.0,147.0272,10.0
107.5883,139.0,268.3654,8.0
119.5847,159.0,47.3814,8.0
58.1055,99.0,98.8585,7.0
37.4833,119.0,137.6408,8.0
21.0772,139.0,168.5764,2.0
98.5089,159.0,59.0339,5.0
7.433,139.0,196.0638,4.0
49.366,279.0,99.0202,7.0
26.2774,159.0,227.7279,5.0
67.9283,139.0,173.5655,8.0
64.0703,199.0,65.5134,1.0
71.6955,99.0,64.195,5.0
21.9146,119.0,760.5156,4.0
115.2443,99.0,192.0026,7.0
61.2944,159.0,314.56,1.0
71.0211,80.0,61.8142,10.0
30.5,139.0,76.922,6.0
60.2536,139.0,359.3884,3.0
52.6165,139.0,317.0773,6.0
79.3788,259.0,87.0919,8.0
103.3683,179.0,150.7481,1.0
79.0142,199.0,117.2732,7.0
80.7248,119.0,69.3758,1.0
90.802,20.0,172.8034,6.0
70.516,159.0,0.0,4.0
113.1923,258.0,570.1719,7.0
86.5708,278.0,588.4123,6.0
58.6686,100.0,89.5545,7.0
45.0389,239.0,165.8945,4.0
10.5948,139.0,288.1753,2.0
45.9918,139.0,272.0901,8.0
127.7155,139.0,180.3996,1.0
64.8845,259.0,216.1227,6.0
103.0049,139.0,153.7335,2.0
67.4036,179.0,11.6619,2.0
113.5011,238.0,234.2413,4.0
32.9621,557.0,88.0511,4.0
96.5013,179.0,631.1521,10.0
40.0031,319.0,38.8973,3.0
95.6151,278.0,189.8341,3.0
35.4401,179.0,19.799,2.0
98.6027,99.0,459.0044,4.0
42.2641,80.0,101.6366,5.0
82.8402,119.0,268.1287,1.0
48.0104,179.0,151.3308,2.0
140.6743,179.0,48.7955,5.0
46.4462,0.0,570.3122,3.0
3.9051,99.0,485.0495,8.0
16.6208,99.0,60.9262,7.0
53.0212,179.0,157.8132,3.0
16.1941,458.0,75.06,5.0
69.0,100.0,339.0767,3.0
77.5838,219.0,223.2353,6.0
56.5685,139.0,86.4928,10.0
115.1803,139.0,864.6167,3.0
23.0217,238.0,74.7329,3.0
76.2316,179.0,142.8356,10.0
72.6722,119.0,52.6308,2.0
72.9126,518.0,680.0735,4.0
38.2426,80.0,121.3136,4.0
23.3773,279.0,120.3038,3.0
82.8553,199.0,36.7967,1.0
49.0026,179.0,57.4891,10.0
52.9528,139.0,244.1311,6.0
59.3401,179.0,29.0689,9.0
37.3363,338.0,790.7591,9.0
39.9656,179.0,102.8591,4.0
69.161,119.0,138.0326,3.0
35.9026,80.0,232.0539,6.0
15.0083,139.0,85.1469,1.0
43.1741,139.0,118.4567,8.0
15.8114,179.0,142.3517,10.0
73.9341,159.0,218.8264,10.0
36.3456,219.0,118.9496,2.0
57.3149,119.0,360.7991,10.0
49.5101,258.0,173.4157,4.0
18.0347,199.0,538.0567,2.0
48.5489,298.0,84.6463,5.0
89.5126,139.0,67.6831,4.0
25.5539,139.0,44.2945,3.0
20.5973,179.0,148.4082,2.0
83.3217,99.0,51.0392,3.0
118.4926,139.0,178.0169,3.0
75.1681,20.0,107.8239,4.0
34.5398,159.0,715.051,7.0
66.9104,139.0,103.8171,10.0
45.2355,199.0,106.527,5.0
63.0635,319.0,388.2396,2.0
26.8794,299.0,380.2552,5.0
90.5677,80.0,255.002,4.0
59.5021,238.0,704.1733,2.0
135.4889,179.0,425.3998,3.0
150.0966,219.0,282.2145,2.0
49.5101,99.0,97.3242,8.0
104.7294,119.0,352.1491,3.0
44.0454,99.0,40.3113,2.0
62.859,219.0,21.5407,4.0
38.7621,199.0,37.3363,9.0
39.0,99.0,25.4951,1.0
96.199,179.0,531.3379,10.0
64.3817,258.0,144.5856,3.0
119.6349,179.0,0.0,4.0
119.0683,139.0,243.5282,3.0
97.664,219.0,589.0849,2.0
64.9192,179.0,45.1774,3.0
52.0024,359.0,0.0,3.0
143.0918,80.0,388.2177,8.0
71.3863,139.0,316.291,7.0
69.2261,99.0,666.8883,9.0
121.3106,159.0,255.0176,4.0
98.9571,119.0,175.4138,10.0
50.0,199.0,80.3057,10.0
64.562,179.0,110.5712,10.0
80.7001,279.0,137.1313,4.0
70.2157,258.0,150.7481,3.0
53.64,179.0,144.4991,2.0
61.8971,219.0,152.0,10.0
34.5579,80.0,231.9698,8.0
96.2211,139.0,47.5395,2.0
86.6516,20.0,128.9961,1.0
25.7391,99.0,168.5823,3.0
26.1964,139.0,223.2241,8.0
114.4771,139.0,226.9207,6.0
37.4767,159.0,343.9084,4.0
46.1546,239.0,182.1757,8.0
181.4635,99.0,46.6154,1.0
178.7023,99.0,43.8634,1.0
135.8354,119.0,201.7573,7.0
47.6681,139.0,181.0249,9.0
31.0161,99.0,84.22,8.0
51.6188,179.0,118.8781,5.0
31.5159,159.0,66.0984,9.0
50.9608,99.0,76.4853,7.0
43.9118,179.0,283.7199,5.0
14.6373,199.0,420.3047,6.0
42.72,219.0,137.2953,9.0
58.331,99.0,124.4026,6.0
4.0311,100.0,204.4138,3.0
79.77,199.0,82.7647,7.0
13.0863,100.0,329.492,4.0
18.7417,339.0,128.0625,8.0
90.0403,159.0,300.0283,3.0
90.5994,179.0,84.22,2.0
8.544,238.0,111.2879,6.0
86.6833,99.0,211.2487,9.0
84.1264,119.0,279.4351,3.0
66.9795,278.0,349.3666,10.0
58.5235,99.0,328.8921,2.0
85.9884,278.0,1008.77,6.0
19.4743,279.0,118.4567,3.0
83.9315,99.0,125.2996,9.0
100.206,80.0,50.2096,10.0
76.9042,139.0,623.0008,5.0
66.0019,179.0,0.0,5.0
10.6066,179.0,312.41,2.0
23.838,179.0,87.4757,3.0
38.7331,179.0,81.6149,8.0
23.7539,99.0,139.4417,1.0
78.7718,259.0,76.844,1.0
73.0428,119.0,62.6259,4.0
15.8824,179.0,251.4538,3.0
58.5,179.0,98.2344,8.0
90.7042,99.0,15.6525,7.0
33.121,179.0,134.4024,7.0
55.9866,179.0,155.1161,9.0
28.4429,219.0,503.2544,6.0
115.9526,239.0,189.9526,7.0
165.0273,80.0,277.5842,1.0
39.2747,139.0,602.2242,7.0
124.0816,119.0,844.0646,3.0
1015.4794,159.0,249.884,1.0
94.1409,298.0,196.4001,3.0
84.9073,139.0,261.8416,5.0
59.7097,179.0,41.2311,3.0
43.0639,239.0,177.2597,4.0
1086.8179,239.0,40.3609,5.0
24.9098,159.0,61.0983,1.0
110.7362,159.0,245.1306,2.0
84.006,179.0,173.908,4.0
67.1063,139.0,24.2074,4.0
64.8845,179.0,174.2642,10.0
82.2572,199.0,74.108,1.0
31.3209,159.0,0.0,5.0
265.9497,159.0,111.6154,1.0
112.8771,139.0,586.9821,3.0
42.4264,119.0,322.8947,2.0
34.5254,80.0,128.0156,4.0
27.4089,199.0,232.9485,3.0
71.5681,99.0,134.3577,9.0
9.1924,179.0,971.2183,1.0
69.6348,179.0,72.0278,2.0
43.6578,99.0,152.0822,7.0
226.527,219.0,67.1863,5.0
62.5,259.0,40.7185,5.0
62.155,139.0,12.53,3.0
70.0286,379.0,96.5194,4.0
63.2653,139.0,578.2534,10.0
72.5844,20.0,51.0098,6.0
118.2582,99.0,100.6876,8.0
40.1622,80.0,586.6686,9.0
59.4348,278.0,144.3918,7.0
60.21,80.0,351.4598,5.0
11.8849,199.0,127.0354,5.0
48.9336,159.0,193.3106,6.0
34.9178,199.0,1007.8001,8.0
21.6449,80.0,103.1601,4.0
73.6495,99.0,222.3241,4.0
100.2958,139.0,179.0251,4.0
72.5827,80.0,156.7323,1.0
52.7376,258.0,157.3181,7.0
36.8409,199.0,98.2497,6.0
124.904,80.0,18.7883,10.0
130.5421,119.0,0.0,1.0
70.7001,258.0,98.3514,5.0
101.1781,99.0,221.4001,7.0
66.6521,139.0,177.792,4.0
75.6654,238.0,288.295,8.0
83.4865,139.0,144.3607,3.0
70.0286,100.0,123.4909,1.0
103.9351,179.0,27.8927,5.0
55.0318,259.0,66.2873,5.0
69.4874,399.0,64.5136,1.0
51.0392,179.0,122.7029,8.0
24.3772,159.0,56.3649,2.0
23.7697,179.0,239.0753,9.0
167.5269,179.0,115.3646,2.0
35.7561,239.0,174.3932,7.0
60.531,139.0,38.0,2.0
82.3787,339.0,252.4856,8.0
72.0295,80.0,180.6239,6.0
57.0789,159.0,192.585,3.0
12.0208,139.0,201.8539,9.0
30.0,119.0,820.7393,3.0
76.0263,80.0,96.5401,6.0
50.6211,99.0,257.0992,8.0
42.1456,80.0,63.3246,8.0
50.5618,179.0,153.2645,2.0
58.843,119.0,26.8328,1.0
68.7204,239.0,123.0691,4.0
10.1242,179.0,172.9393,5.0
63.9531,239.0,119.365,3.0
23.0326,278.0,98.1529,1.0
36.0902,119.0,64.0703,10.0
66.6652,219.0,91.7061,2.0
49.2164,99.0,37.2156,1.0
25.1098,219.0,81.5966,1.0
48.5026,298.0,190.2525,8.0
71.1706,238.0,0.0,5.0
70.1231,139.0,154.3049,3.0
63.3028,119.0,48.8365,6.0
41.1947,179.0,52.7731,3.0
70.0643,219.0,176.7258,2.0
83.4641,219.0,181.7471,7.0
27.0185,219.0,94.6414,4.0
45.4588,139.0,519.9048,6.0
22.0737,199.0,179.0,6.0
75.738,159.0,355.8441,2.0
84.7172,219.0,74.0068,5.0
59.0021,179.0,128.082,6.0
83.0136,179.0,166.1927,1.0
9.8615,139.0,118.0678,1.0
21.2132,139.0,116.619,5.0
42.9942,139.0,138.4377,6.0
29.6057,119.0,116.8418,4.0
61.0082,139.0,138.1774,2.0
59.0762,179.0,83.3607,3.0
56.5796,139.0,98.4073,9.0
83.3847,179.0,108.1896,1.0
49.135,139.0,113.0708,7.0
53.7587,139.0,38.0789,3.0
46.057,119.0,79.0253,8.0
46.3303,258.0,95.7706,5.0
52.9741,139.0,30.4138,4.0
116.1217,179.0,26.0,4.0
96.4689,80.0,90.0056,10.0
75.1681,119.0,0.0,5.0
17.4642,159.0,114.3547,2.0
85.1469,179.0,141.4284,9.0
85.3288,99.0,211.7026,1.0
143.2236,80.0,168.1904,6.0
33.5894,99.0,337.0994,10.0
105.6504,258.0,551.0327,8.0
11.8533,179.0,267.0674,5.0
14.0089,119.0,813.9908,1.0
92.0828,318.0,80.5047,2.0
76.5588,139.0,43.1856,10.0
80.9938,100.0,531.3605,4.0
79.456,239.0,0.0,4.0
7.0711,239.0,47.0425,5.0
14.5774,259.0,181.0442,6.0
14.5774,199.0,249.97,6.0
47.2149,139.0,0.0,1.0
50.9166,199.0,0.0,6.0
77.5194,399.0,154.9226,2.0
59.6657,239.0,20.3961,4.0
54.6008,159.0,71.7008,7.0
86.7208,139.0,462.3851,4.0
66.191,199.0,94.8103,3.0
88.0866,179.0,432.2615,2.0
77.6032,20.0,169.8499,4.0
31.3129,239.0,126.8464,2.0
70.5638,238.0,53.1507,2.0
53.106,139.0,129.0736,2.0
64.1327,99.0,111.463,2.0
89.6674,219.0,73.2462,1.0
76.8798,378.0,30.8058,3.0
82.5651,318.0,229.4014,4.0
78.578,199.0,324.9923,1.0
97.0271,199.0,165.0969,2.0
47.9505,159.0,807.6788,3.0
156.1089,199.0,725.5405,9.0
49.8623,119.0,90.4268,8.0
153.8254,119.0,323.8904,1.0
34.0037,219.0,164.195,4.0
99.6255,259.0,270.9336,4.0
66.9104,99.0,295.3676,4.0
85.5365,298.0,68.1836,5.0
55.8614,99.0,395.7335,1.0
87.023,199.0,228.6001,4.0
147.3745,219.0,190.9476,6.0
47.7624,139.0,291.6248,9.0
16.2788,139.0,154.0811,5.0
52.2805,179.0,49.0408,5.0
87.0129,179.0,107.7868,7.0
93.984,358.0,81.6149,10.0
7.7621,159.0,833.0294,3.0
27.074,159.0,65.9242,5.0
83.5464,99.0,122.8007,10.0
20.8626,80.0,96.1769,5.0
166.0098,219.0,196.367,4.0
48.7545,80.0,113.565,7.0
48.5824,139.0,260.6933,1.0
74.5201,279.0,256.7976,3.0
77.719,119.0,66.3702,4.0
38.9102,239.0,48.0,3.0
37.6198,179.0,68.2495,8.0
42.19,119.0,155.0032,6.0
53.7587,238.0,380.9265,9.0
44.0369,179.0,499.1693,9.0
79.5063,100.0,272.738,8.0
81.6838,80.0,48.7545,3.0
51.3079,258.0,101.3903,8.0
56.3604,139.0,63.1269,3.0
70.4557,139.0,147.0544,4.0
54.8931,80.0,555.9469,3.0
42.7931,258.0,0.0,2.0
40.302,139.0,73.9797,8.0
61.5549,219.0,90.4434,4.0
37.0473,139.0,168.0744,8.0
120.2799,139.0,49.3356,2.0
17.6139,179.0,92.2009,6.0
65.2476,199.0,116.1077,2.0
16.4924,179.0,56.0803,4.0
9.8234,299.0,268.3654,5.0
228.8154,258.0,383.471,1.0
110.4774,179.0,229.264,2.0
14.5344,258.0,231.5534,9.0
92.0706,139.0,127.1417,8.0
70.8696,180.0,152.7776,2.0
63.0317,139.0,253.16,2.0
83.3547,99.0,143.0,9.0
109.5411,119.0,187.0962,3.0
17.3277,318.0,0.0,1.0
82.2344,199.0,451.2206,2.0
15.4353,139.0,225.0089,9.0
87.8877,80.0,122.9309,1.0
40.5123,159.0,97.0052,9.0
50.589,99.0,609.6425,7.0
15.5322,159.0,124.1974,9.0
60.6321,140.0,82.0244,7.0
89.0084,299.0,73.7835,2.0
66.8599,298.0,300.8156,7.0
45.0111,298.0,130.6484,1.0
83.0241,119.0,201.896,9.0
66.259,258.0,62.6498,2.0
45.5247,159.0,102.4207,6.0
101.5972,99.0,43.1856,7.0
63.7377,199.0,103.407,3.0
116.4302,239.0,17.8045,9.0
11.2361,159.0,135.0037,1.0
54.5825,239.0,144.8862,2.0
89.6172,179.0,96.8401,1.0
33.3242,139.0,210.2808,2.0
81.5751,179.0,68.4105,4.0
60.4669,119.0,314.0844,9.0
95.0053,159.0,28.1603,8.0
112.9004,119.0,844.029,7.0
87.5914,99.0,478.1767,4.0
54.6466,139.0,403.3175,2.0
33.812,139.0,97.509,1.0
27.313,179.0,217.205,1.0
65.1786,139.0,0.0,1.0
17.5642,179.0,450.16,3.0
38.1084,139.0,85.5102,2.0
54.5825,179.0,150.03,4.0
48.8109,119.0,100.3045,9.0
58.843,219.0,171.9767,1.0
80.0,99.0,216.7602,9.0
39.6232,179.0,111.5706,1.0
181.5172,139.0,74.2428,10.0
60.3345,259.0,106.2121,1.0
38.3308,119.0,240.1687,5.0
209.7105,139.0,49.2443,3.0
71.0158,119.0,320.0,4.0
32.9621,139.0,128.0352,4.0
71.7948,278.0,109.9864,1.0
34.176,80.0,519.8317,1.0
40.6971,119.0,126.5701,7.0
93.8096,179.0,0.0,6.0
37.9012,119.0,192.0937,1.0
15.8114,139.0,63.1506,2.0
52.1536,139.0,194.4351,2.0
70.9524,199.0,469.3847,3.0
111.7195,219.0,181.7278,1.0
65.8027,219.0,98.4784,3.0
44.071,159.0,114.7258,7.0
102.8591,199.0,0.0,3.0
20.3961,259.0,164.0732,2.0
69.3109,359.0,114.2322,2.0
69.7316,219.0,190.3733,5.0
54.4518,80.0,525.2904,4.0
56.932,100.0,95.0842,9.0
74.1569,239.0,159.8124,4.0
43.4166,139.0,74.3236,6.0
84.9721,219.0,442.6511,1.0
106.6607,99.0,201.9926,3.0
17.0074,99.0,158.9119,6.0
71.2531,159.0,421.019,7.0
62.1631,119.0,66.1287,3.0
39.5285,99.0,57.5587,4.0
203.8535,119.0,0.0,1.0
36.5137,99.0,250.002,4.0
90.312,80.0,90.7855,7.0
55.8234,159.0,202.0223,8.0
86.5231,179.0,133.0601,3.0
83.2857,139.0,95.901,3.0
85.1499,80.0,38.4708,1.0
57.3062,199.0,32.311,2.0
73.1471,199.0,165.4358,8.0
60.6177,179.0,34.0,3.0
60.5,159.0,365.5708,6.0
76.1643,199.0,294.2414,7.0
47.7127,99.0,583.5975,2.0
124.5883,139.0,315.4838,7.0
26.8561,159.0,81.5843,9.0
38.4708,278.0,129.7575,3.0
39.5506,419.0,139.517,3.0
148.9841,199.0,294.2006,6.0
94.0479,99.0,684.8073,10.0
82.7179,179.0,59.0339,3.0
63.6396,139.0,342.9475,2.0
69.5162,119.0,0.0,4.0
42.9331,219.0,194.7434,10.0
22.2991,219.0,243.4625,9.0
53.4439,99.0,145.5816,8.0
87.8877,219.0,313.6399,4.0
65.2093,239.0,38.833,2.0
142.6201,119.0,95.3362,9.0
22.0907,179.0,175.0943,1.0
94.5899,80.0,562.0854,7.0
44.8386,219.0,82.0975,1.0
86.0131,99.0,152.1217,6.0
99.5038,179.0,66.9403,2.0
65.5915,179.0,147.3126,4.0
27.9732,99.0,126.9212,4.0
7.8262,80.0,237.6826,7.0
122.0502,239.0,70.7107,4.0
21.0238,179.0,174.2871,3.0
44.3847,80.0,410.7578,7.0
49.0102,80.0,77.3886,7.0
46.3276,259.0,334.5983,2.0
138.37,139.0,0.0,1.0
58.6003,139.0,239.0188,1.0
71.5489,99.0,163.6001,8.0
49.4495,179.0,0.0,1.0
3.3541,159.0,156.205,2.0
40.2244,379.0,297.4357,10.0
27.1662,259.0,41.0,10.0
73.9138,219.0,95.4149,6.0
63.5,80.0,30.8869,4.0
2.6926,179.0,145.0,5.0
22.3215,139.0,139.0036,3.0
74.0034,139.0,115.0695,1.0
32.8024,139.0,130.9809,6.0
95.8188,179.0,84.8764,5.0
53.0519,219.0,118.2582,3.0
186.9184,179.0,141.6757,8.0
2.5,139.0,701.0235,7.0
44.4213,219.0,123.3207,2.0
137.2334,119.0,344.9203,10.0
81.4371,179.0,80.7217,5.0
44.9806,199.0,138.7552,10.0
65.6906,179.0,174.0115,8.0
78.5493,159.0,82.6075,5.0
28.2843,159.0,90.6697,9.0
56.2072,159.0,97.7446,1.0
118.0614,80.0,0.0,4.0
70.7831,119.0,546.3122,6.0
75.3608,199.0,69.7782,3.0
20.3039,179.0,274.0073,4.0
44.5253,199.0,62.5859,5.0
55.4707,159.0,217.8095,7.0
76.7756,99.0,130.1384,8.0
70.0179,339.0,19.6469,7.0
90.824,219.0,140.8013,5.0
53.6027,99.0,73.0068,7.0
69.0254,199.0,674.505,5.0
34.0331,99.0,80.6226,10.0
65.4083,99.0,410.2999,5.0
75.326,99.0,782.2154,8.0
16.1012,99.0,293.1706,1.0
128.6905,119.0,255.7851,2.0
10.7935,20.0,69.0652,7.0
49.9625,119.0,197.0178,8.0
25.0799,120.0,0.0,4.0
45.2383,298.0,155.0806,2.0
52.1464,80.0,590.5726,4.0
53.7587,119.0,781.1716,9.0
67.7588,99.0,284.7385,10.0
40.2647,139.0,95.0053,9.0
26.3865,139.0,270.0019,7.0
93.5013,179.0,149.7732,10.0
70.7142,239.0,40.05,5.0
82.8689,219.0,63.2851,5.0
74.6877,159.0,33.541,6.0
40.4475,199.0,107.5639,3.0
95.1853,99.0,86.5332,1.0
6.6708,278.0,226.1791,9.0
39.3573,239.0,333.1501,3.0
97.0696,179.0,189.0238,2.0
1132.7952,139.0,182.5842,6.0
45.7056,139.0,108.0046,8.0
100.4117,199.0,254.9216,5.0
46.4247,139.0,180.8535,6.0
73.0154,199.0,118.33,9.0
58.843,119.0,130.0154,2.0
54.1225,199.0,189.4518,7.0
50.636,179.0,29.1548,1.0
82.5651,99.0,519.824,1.0
166.7461,100.0,27.7849,3.0
54.0833,80.0,536.4066,5.0
112.3488,179.0,79.404,1.0
67.0671,179.0,74.0608,4.0
76.1003,119.0,189.2644,10.0
32.0156,80.0,628.996,8.0
22.9456,179.0,148.0135,3.0
55.2675,179.0,156.4161,1.0
69.2604,139.0,69.857,7.0
130.0346,179.0,689.8956,4.0
86.0654,239.0,49.8197,1.0
106.7345,80.0,148.7179,6.0
18.5068,139.0,119.6035,7.0
88.8046,99.0,70.5762,3.0
40.7707,239.0,82.3286,9.0
48.2312,139.0,46.5725,10.0
99.925,238.0,99.2824,1.0
39.5601,239.0,78.8543,3.0
77.0406,99.0,70.7107,8.0
70.0071,119.0,136.1947,3.0
267.0253,99.0,102.4207,1.0
111.6893,199.0,920.0658,2.0
42.8981,159.0,81.0247,6.0
127.0846,139.0,0.0,1.0
52.6165,119.0,106.5317,3.0
107.0012,199.0,15.0,10.0
56.4026,119.0,278.4044,5.0
45.8394,139.0,120.9339,5.0
76.2775,179.0,125.1958,7.0
77.1897,219.0,298.6855,4.0
2.5,139.0,731.4349,3.0
89.627,319.0,0.0,1.0
79.2102,139.0,706.785,3.0
70.4006,298.0,29.1548,8.0
129.3928,139.0,405.2222,3.0
75.4404,199.0,142.1443,4.0
25.1247,119.0,153.0,7.0
82.7118,259.0,40.8534,1.0
128.5632,179.0,614.1181,4.0
81.3895,199.0,79.6994,10.0
3.6056,99.0,188.3215,8.0
56.4734,219.0,286.4001,2.0
62.3939,139.0,225.02,2.0
69.2261,139.0,458.2685,6.0
57.8705,278.0,355.0,9.0
97.0052,358.0,137.0584,5.0
69.4262,199.0,78.032,1.0
82.5379,99.0,176.2073,2.0
49.2062,159.0,275.9601,7.0
47.5395,239.0,104.7378,9.0
74.027,179.0,24.5967,3.0
44.1192,99.0,225.6103,1.0
31.4086,199.0,141.6616,5.0
79.2275,99.0,106.9205,7.0
4.9497,99.0,129.1898,3.0
104.2029,119.0,86.0233,8.0
18.7216,219.0,164.003,3.0
83.4416,199.0,332.9399,10.0
62.6139,199.0,132.0,6.0
83.5539,80.0,74.1687,4.0
46.2088,179.0,109.7725,5.0
80.878,139.0,59.0339,3.0
34.2381,139.0,37.7359,1.0
64.5949,438.0,41.1096,9.0
52.2901,119.0,101.3163,3.0
58.6963,159.0,759.2338,7.0
55.8323,159.0,366.1175,7.0
17.1026,239.0,185.0432,10.0
4.5277,219.0,265.0679,8.0
42.5735,119.0,182.2361,10.0
75.8765,179.0,37.054,4.0
52.6711,179.0,190.4442,3.0
40.7983,119.0,112.969,3.0
59.4138,199.0,155.129,2.0
96.566,199.0,78.1089,3.0
62.7415,139.0,101.3163,3.0
72.5827,80.0,37.8021,1.0
161.3103,119.0,25.02,6.0
49.8197,140.0,201.5589,1.0
41.8808,80.0,147.0034,7.0
80.114,219.0,297.1397,6.0
42.0862,80.0,135.2368,7.0
85.8618,99.0,143.4225,5.0
42.0387,259.0,114.2804,5.0
84.0387,119.0,214.021,10.0
41.824,139.0,118.1524,7.0
31.0644,99.0,26.6271,7.0
53.4439,179.0,63.3246,4.0
69.1809,139.0,82.0549,6.0
65.0481,159.0,147.1224,5.0
20.1556,259.0,75.6902,3.0
8.2006,179.0,76.7919,2.0
40.0281,99.0,143.2829,6.0
47.5395,99.0,281.2152,10.0
16.7705,179.0,196.8883,3.0
70.799,139.0,117.0385,8.0
67.0019,199.0,0.0,1.0
50.8552,20.0,141.2091,4.0
76.4739,219.0,312.7059,1.0
67.2309,99.0,199.8324,8.0
66.2514,239.0,80.2309,3.0
37.7525,119.0,157.7466,3.0
74.4312,139.0,32.8024,8.0
58.5171,258.0,82.8553,4.0
35.7106,258.0,207.6632,6.0
110.8388,99.0,115.9353,2.0
179.4714,179.0,47.0956,2.0
25.5,338.0,193.6621,1.0
142.7323,338.0,60.0333,3.0
124.0454,80.0,64.0781,3.0
49.7041,159.0,406.7677,8.0
66.1098,119.0,90.5539,6.0
43.4108,140.0,27.4591,1.0
90.802,219.0,343.4312,1.0
106.5692,139.0,138.4377,2.0
80.5062,99.0,29.8329,1.0
180.8349,139.0,365.0055,5.0
87.6156,99.0,124.5793,7.0
4.6098,139.0,225.1089,7.0
56.4469,319.0,93.3435,6.0
70.0589,199.0,48.2597,4.0
104.0829,99.0,21.0,4.0
61.6543,238.0,0.0,1.0
213.2117,199.0,121.8072,7.0
18.0278,417.0,118.6971,2.0
102.1812,80.0,61.9839,5.0
25.6223,239.0,247.655,7.0
52.1967,100.0,552.7106,9.0
51.9086,159.0,113.5341,3.0
18.6078,179.0,185.0973,5.0
88.7426,99.0,161.4001,6.0
4.0,99.0,114.6298,5.0
45.722,179.0,92.2659,4.0
78.4618,199.0,74.3303,6.0
54.037,80.0,146.0856,4.0
13.6473,119.0,54.037,1.0
50.6063,139.0,285.6081,8.0
137.3554,179.0,146.7515,4.0
111.7195,139.0,695.6558,7.0
48.4381,119.0,189.156,1.0
20.1556,119.0,58.3095,1.0
20.1556,139.0,33.5261,6.0
88.1618,139.0,658.041,2.0
39.08,100.0,72.2011,8.0
151.5206,199.0,291.2902,5.0
71.0862,239.0,43.6578,1.0
60.9036,139.0,87.2983,8.0
95.6896,159.0,0.0,4.0
105.3055,80.0,581.5445,5.0
76.0345,238.0,113.9517,5.0
138.7417,139.0,325.0415,4.0
142.5009,119.0,833.6624,3.0
65.6201,219.0,22.1359,6.0
44.1956,179.0,418.0765,8.0
69.6724,379.0,106.4519,5.0
125.9573,99.0,128.8759,5.0
101.0408,199.0,284.176,2.0
15.5081,159.0,211.0853,7.0
36.5308,99.0,149.2716,5.0
98.5609,238.0,573.362,4.0
70.7142,139.0,178.4405,5.0
66.6202,139.0,244.002,9.0
37.716,159.0,142.8986,2.0
106.2309,100.0,221.5085,1.0
96.6191,119.0,764.5247,7.0
69.3578,99.0,117.3882,6.0
151.5586,139.0,937.8454,2.0
63.0635,99.0,63.2851,5.0
41.1096,99.0,98.2344,6.0
96.0013,139.0,195.6042,8.0
36.6742,139.0,84.0952,2.0
84.5532,159.0,227.1079,4.0
87.5,179.0,77.4661,2.0
65.5305,239.0,65.0308,4.0
35.7001,298.0,155.541,2.0
26.0,258.0,231.0,8.0
131.5086,139.0,41.7732,10.0
49.684,99.0,108.6646,4.0
51.2884,99.0,357.4353,4.0
33.7676,119.0,96.7471,3.0
64.002,80.0,627.2878,4.0
53.2565,99.0,175.9233,7.0
91.8708,179.0,155.6567,3.0
38.0296,179.0,152.2662,1.0
69.1231,119.0,82.3772,6.0
39.2237,159.0,338.5203,5.0
71.339,199.0,44.0454,3.0
40.7983,80.0,309.414,1.0
177.0113,119.0,78.0256,8.0
85.2423,279.0,97.0052,3.0
9.2195,139.0,125.7816,7.0
82.5136,99.0,190.704,5.0
69.4262,139.0,612.6745,4.0
144.7213,179.0,52.8867,7.0
99.5615,238.0,107.3546,2.0
36.8816,99.0,115.0174,8.0
11.2361,199.0,112.6455,3.0
24.8395,139.0,79.3095,10.0
45.2355,179.0,162.5208,4.0
86.977,99.0,346.3019,10.0
81.0386,119.0,166.0753,8.0
47.9818,199.0,154.1752,7.0
29.3981,179.0,245.6603,5.0
56.2228,179.0,93.1933,3.0
47.3128,358.0,120.4159,5.0
66.5169,179.0,101.9657,4.0
