assgNo,landingPos,pupilDiamLag
321.0,58.5491,0.5782
229.0,49.4899,0.1212
310.0,8.0,0.2032
99.0,48.8109,0.275
46.0,54.5894,0.1926
98.0,67.862,1.4261
59.0,66.5301,0.4009
215.0,61.1658,0.2843
51.0,71.3092,0.3101
37.0,39.7555,0.0103
2.0,89.1866,0.203
155.0,45.0028,0.0443
107.0,60.9118,0.4043
285.0,29.6015,0.2327
336.0,69.5449,0.283
72.0,111.0552,-0.1566
215.0,74.5017,0.4063
148.0,54.3898,0.3161
30.0,95.4738,0.0989
307.0,48.013,0.3547
93.0,115.2476,-0.0379
95.0,55.1385,-0.2634
123.0,33.3804,0.2338
210.0,81.9954,0.2873
225.0,11.0114,0.4033
147.0,39.3732,0.4981
54.0,95.9401,0.2544
24.0,59.6699,0.1211
163.0,45.025,0.0152
212.0,71.0282,0.2253
315.0,53.8075,0.2643
78.0,23.2433,1.49
15.0,32.0156,0.0608
5.0,77.0584,0.169
77.0,67.5167,-0.924
5.0,50.3587,0.0265
94.0,40.1622,3.2536
290.0,64.1249,0.1177
134.0,40.2647,0.0435
31.0,53.2658,0.1059
333.0,23.2433,0.2545
303.0,48.6647,0.2635
221.0,31.5357,0.1771
102.0,45.6755,-0.05
217.0,101.2052,0.4621
138.0,106.5106,0.5197
35.0,41.2704,0.4623
242.0,85.8429,0.2213
102.0,60.2993,-0.1885
229.0,75.8238,0.3627
130.0,91.4686,0.1741
73.0,42.5353,1.8012
30.0,79.0759,0.1174
336.0,25.632,0.1315
191.0,72.624,0.0939
179.0,68.5292,0.2841
167.0,33.541,0.0795
285.0,33.6341,0.2822
171.0,51.9062,0.056
17.0,30.1869,0.2063
239.0,47.7598,0.1806
202.0,36.4177,0.6429
332.0,46.543,0.1515
94.0,47.6917,1.9801
44.0,81.939,0.2966
333.0,90.1388,0.0395
96.0,66.259,1.1741
329.0,57.5196,0.152
189.0,70.7001,0.1235
114.0,73.0274,0.5515
299.0,112.5544,0.3095
149.0,27.9732,0.1416
225.0,122.1966,0.1113
113.0,91.1002,0.164
299.0,74.7813,0.3095
316.0,39.3954,0.1748
6.0,101.1496,0.126
149.0,65.7742,0.2986
256.0,20.5548,0.3344
15.0,72.0434,0.1383
132.0,6.9462,0.4465
210.0,76.7219,0.2873
76.0,39.0,1.3177
144.0,54.0023,0.1437
9.0,66.8506,0.2759
329.0,93.0175,0.152
28.0,32.2684,0.0954
321.0,56.6414,0.3082
316.0,49.3077,0.2303
270.0,94.0479,0.2232
334.0,78.3661,0.25
83.0,77.026,1.3035
200.0,101.0458,0.1795
93.0,38.2099,-0.0379
151.0,80.2636,0.2591
24.0,53.1907,0.1211
144.0,68.884,0.1427
122.0,100.6541,0.3958
116.0,118.9033,0.2776
23.0,151.2787,0.1296
231.0,93.6923,0.2927
47.0,124.6796,0.0841
306.0,155.6767,0.1755
79.0,64.5368,-0.4835
1.0,104.0697,0.3045
210.0,111.0518,0.1893
297.0,114.5044,0.1461
55.0,23.3077,0.4533
28.0,133.803,0.0954
93.0,68.9964,-0.0379
132.0,86.7208,0.3985
18.0,43.8463,0.1538
92.0,97.9005,1.7096
132.0,100.6007,0.4465
166.0,56.0357,0.037
298.0,95.7209,0.4446
283.0,33.6155,0.3507
286.0,100.5796,0.1462
93.0,14.0089,2.9916
76.0,479.6009,0.8567
326.0,52.1464,0.3182
321.0,71.332,0.3082
56.0,38.2426,0.2379
216.0,12.7475,0.0871
82.0,71.6101,1.4635
194.0,82.2876,0.212
212.0,54.5206,0.2253
28.0,69.6312,0.1529
281.0,52.8867,0.1327
134.0,54.5573,0.029
130.0,63.3482,0.3241
61.0,71.1758,0.1379
247.0,45.1054,0.2848
73.0,113.8475,1.9002
61.0,65.0308,0.1289
289.0,76.0953,0.2182
287.0,174.5716,0.1542
100.0,67.1509,0.3375
106.0,90.5677,0.2018
42.0,67.5,0.1102
175.0,52.2805,0.054
142.0,85.5716,0.2282
75.0,38.3308,0.2482
27.0,13.4629,0.1469
106.0,97.5,0.3328
300.0,56.943,0.19
179.0,51.1297,0.0071
336.0,31.1448,0.283
162.0,7.9057,0.0917
78.0,49.5227,1.4375
267.0,55.1589,0.2242
83.0,86.4928,0.19
108.0,120.6617,0.3008
216.0,9.9247,0.1766
58.0,57.2189,0.2228
54.0,76.5147,0.1538
333.0,40.0,0.082
52.0,41.4367,0.1356
293.0,37.7359,0.3266
57.0,30.4179,0.0259
291.0,18.5068,0.2497
142.0,97.9005,0.3452
122.0,57.2735,0.2633
185.0,61.3514,0.258
308.0,74.8131,0.2347
111.0,40.5123,0.8115
78.0,23.9008,2.0375
143.0,86.6098,0.0752
135.0,66.9496,0.1455
144.0,35.7946,-0.0238
35.0,76.0428,0.3843
93.0,64.8093,0.5216
283.0,28.3064,0.3507
77.0,64.2748,-0.8475
74.0,107.5976,-0.6298
213.0,48.3865,0.0703
136.0,108.1573,0.2667
25.0,31.1006,0.1951
336.0,18.5809,0.1315
289.0,89.8053,0.1217
210.0,69.7711,0.2853
57.0,3.8079,0.2743
290.0,139.5896,0.1402
81.0,68.0074,0.682
23.0,97.6588,0.1396
139.0,24.7032,0.2292
168.0,66.2288,0.154
146.0,138.0444,-0.0439
87.0,39.6232,1.7037
30.0,54.2333,0.1309
255.0,64.846,0.2689
286.0,106.0578,0.2052
309.0,51.7035,0.0647
306.0,80.2574,0.193
167.0,94.3001,0.114
77.0,49.1859,0.447
78.0,75.5066,0.728
223.0,141.2887,0.4313
127.0,90.7483,0.4466
61.0,12.0934,0.0769
221.0,46.0109,0.1771
185.0,107.3604,0.196
48.0,6.0,0.2496
32.0,60.5083,0.1034
25.0,72.5603,0.0966
148.0,57.717,0.3006
101.0,22.3886,0.5545
179.0,82.5136,-0.0124
164.0,172.4739,0.3642
255.0,59.5756,0.5094
86.0,96.9665,2.5372
281.0,76.5914,0.1327
154.0,37.0,0.3163
163.0,54.5711,0.0652
333.0,51.8483,0.1595
56.0,77.7978,0.2019
84.0,99.334,1.4612
110.0,58.5769,0.142
231.0,89.9611,0.3207
239.0,36.7967,0.0166
256.0,51.8652,0.3344
78.0,56.8001,1.4375
39.0,68.5292,0.3402
216.0,59.2558,0.4381
165.0,83.86,0.8215
319.0,31.8277,0.2572
113.0,79.6006,0.1465
239.0,128.9467,0.0411
256.0,18.7883,0.3344
15.0,78.7464,0.0793
78.0,191.4954,0.748
171.0,39.9155,-0.021
66.0,55.8055,0.1859
316.0,48.7494,0.2303
308.0,53.1507,0.2347
166.0,27.3542,0.106
93.0,69.7585,0.1626
220.0,45.1885,0.1991
60.0,48.8185,0.2724
320.0,53.9282,0.1647
97.0,25.8699,0.1026
311.0,64.0078,0.1767
293.0,96.199,0.2401
79.0,37.769,1.5165
70.0,97.1648,-0.0316
52.0,65.5934,0.1646
135.0,44.3199,0.01
306.0,36.0174,0.2265
283.0,92.8453,0.1752
139.0,124.3111,0.1882
250.0,56.648,0.1718
143.0,102.6706,0.0752
33.0,86.7597,0.1794
115.0,50.7075,0.3095
144.0,61.0082,0.1437
74.0,22.1923,-0.8588
21.0,100.0112,0.1391
269.0,48.0755,0.0762
200.0,65.192,0.2751
52.0,50.9215,0.1871
129.0,95.9401,0.3876
284.0,135.0083,0.1617
178.0,412.7484,0.3536
270.0,49.2392,0.2232
289.0,24.7487,0.2182
176.0,88.459,0.1201
78.0,29.0,-0.1365
57.0,13.0863,0.0259
12.0,52.1177,0.2673
288.0,69.9035,0.1737
78.0,166.7213,1.954
28.0,11.0114,0.0954
146.0,83.9658,-0.0439
287.0,92.2727,0.1342
86.0,30.7327,2.9147
99.0,69.3704,0.2725
21.0,95.9231,0.4941
102.0,2.5,-0.1885
183.0,59.4643,0.3761
270.0,25.1247,0.1882
200.0,70.214,-0.0024
308.0,39.246,0.0122
304.0,21.8289,0.348
329.0,30.9233,-0.0315
22.0,77.4145,0.2246
30.0,60.208,0.1174
194.0,186.6039,0.419
285.0,72.5603,0.4067
271.0,58.3095,0.3122
291.0,122.0502,0.2497
55.0,70.3847,0.2439
1.0,21.006,0.3045
22.0,92.0883,0.1361
194.0,77.026,0.2781
22.0,136.6318,0.0751
179.0,46.5027,0.3516
135.0,74.0152,0.01
223.0,63.7201,0.5463
96.0,91.1661,-0.0299
227.0,74.3589,0.0707
278.0,56.1093,0.1788
219.0,12.1758,0.1586
111.0,76.2955,0.374
194.0,52.3689,0.2701
261.0,65.1249,0.3834
166.0,37.054,0.162
275.0,18.5068,0.0918
201.0,38.5519,0.4224
83.0,61.0266,1.3035
134.0,109.1788,-0.039
154.0,155.1789,0.3583
227.0,76.7366,0.2347
184.0,79.8279,0.3695
319.0,83.6675,0.0557
77.0,99.786,0.447
236.0,96.0013,0.1806
15.0,71.9757,0.0608
167.0,49.0408,0.35
30.0,91.8286,0.1174
160.0,75.0267,0.3512
240.0,132.9069,-0.0204
9.0,60.6012,0.1059
54.0,75.5414,0.1784
278.0,21.8403,0.1183
113.0,76.0953,0.2405
78.0,159.5384,0.948
247.0,12.51,0.2848
336.0,37.1214,0.1315
39.0,28.2931,0.1592
262.0,21.8403,0.5452
130.0,37.4433,0.3241
133.0,63.7828,0.128
96.0,38.9166,0.4836
115.0,94.0479,0.2135
45.0,71.5891,0.0606
336.0,63.5,0.1465
157.0,131.9555,0.1753
87.0,46.5027,1.9487
115.0,40.7001,0.2135
289.0,135.1814,0.2842
149.0,65.5687,0.2786
177.0,23.5478,0.3381
79.0,37.7127,0.2455
287.0,95.2169,0.1812
89.0,1010.9457,0.9212
167.0,38.1903,0.35
173.0,44.8135,0.0975
176.0,60.2536,0.0591
310.0,73.2069,0.2032
92.0,73.0068,1.5351
284.0,35.0892,0.2257
174.0,26.9258,0.0305
324.0,53.4649,0.4452
326.0,61.6299,0.1167
155.0,64.5174,0.3358
244.0,26.4622,0.3273
85.0,64.9038,1.3232
72.0,47.1222,0.0839
203.0,86.5867,0.3379
279.0,69.7209,0.0958
139.0,69.5072,0.1882
296.0,71.437,0.0386
294.0,133.0338,0.6081
262.0,25.045,0.4052
6.0,13.6473,0.8065
166.0,50.3612,0.494
176.0,92.5486,0.3901
306.0,91.0014,0.246
214.0,76.9025,0.1698
114.0,85.1499,0.287
282.0,40.9542,0.0377
309.0,34.7311,0.3397
306.0,111.2621,0.4915
309.0,13.4629,0.1837
321.0,73.4932,0.1057
2.0,21.1896,0.0985
197.0,8.3217,0.1795
216.0,98.6027,0.0781
117.0,32.0156,0.2636
47.0,76.6893,0.1426
333.0,36.0347,0.1595
98.0,63.1862,0.9836
240.0,46.4004,0.1526
6.0,44.2295,0.0455
4.0,92.5014,0.147
203.0,44.365,0.3379
96.0,66.3871,1.1741
329.0,81.1942,0.2015
68.0,4.3012,2.3504
225.0,115.2313,0.1113
178.0,28.1514,0.0886
23.0,14.9164,0.1296
327.0,56.5265,0.1357
183.0,38.5032,0.1896
261.0,71.5437,0.3339
183.0,88.4562,0.1896
96.0,93.3876,-0.0299
289.0,114.8564,0.1522
118.0,36.5855,0.4338
148.0,68.9384,0.3161
102.0,70.5762,0.237
14.0,79.6068,0.0958
71.0,81.9054,2.7764
153.0,61.3861,0.4211
153.0,34.3001,0.0726
150.0,18.4391,0.2116
191.0,59.7537,0.0939
159.0,118.4451,0.1393
181.0,2.0616,0.7781
216.0,98.1033,0.1316
304.0,37.3965,0.1205
155.0,58.5171,0.3358
174.0,56.1093,0.092
27.0,86.0233,0.1469
160.0,79.3757,0.3512
292.0,128.1425,0.1531
43.0,51.6841,0.2327
327.0,12.5897,0.0572
150.0,67.8178,0.1211
19.0,136.1552,0.3303
4.0,94.2245,0.2875
134.0,68.9638,0.0435
334.0,25.005,0.267
304.0,72.0035,0.285
211.0,22.8965,0.2988
20.0,37.9012,0.4361
130.0,95.0474,0.3241
100.0,96.1574,-0.1215
234.0,5.5902,0.1871
22.0,32.8101,1.4366
92.0,38.5778,1.7096
136.0,109.4646,0.0487
12.0,71.6886,0.2978
133.0,82.7798,0.1955
302.0,186.4705,0.122
27.0,77.5016,0.1054
34.0,41.1886,0.3893
230.0,24.5051,0.5327
181.0,52.5856,0.0811
173.0,72.7908,0.2565
106.0,84.8646,0.5288
66.0,43.6578,0.1859
70.0,61.0512,0.1144
155.0,84.3045,0.0593
149.0,47.4684,0.2676
174.0,21.587,0.2215
95.0,69.0018,0.2006
231.0,80.6877,0.2927
78.0,39.3192,1.4375
307.0,48.5412,0.3547
204.0,50.1224,0.3464
94.0,73.1642,3.2536
319.0,39.6989,0.2687
183.0,94.1116,0.3176
302.0,67.0392,0.258
225.0,82.8402,0.1023
236.0,76.5016,0.3791
287.0,94.3398,0.1542
293.0,49.2062,0.2401
227.0,84.5281,0.0417
117.0,46.3816,0.4406
106.0,94.2444,0.5288
167.0,44.5449,0.0795
213.0,94.1409,0.5128
299.0,103.2109,0.043
5.0,40.1123,0.1855
256.0,73.6699,0.3344
312.0,5.5902,0.1168
135.0,35.4401,0.211
61.0,82.8025,0.0874
272.0,71.1688,0.2487
98.0,25.318,-0.1324
219.0,46.0679,0.2016
157.0,71.0387,0.1458
316.0,34.6591,0.1748
52.0,48.9004,0.0946
305.0,78.4618,0.0925
13.0,95.606,0.2703
131.0,16.6208,0.5086
169.0,6.5765,0.033
215.0,51.4782,0.1968
25.0,61.002,0.1441
320.0,43.0726,0.1647
70.0,76.787,0.4999
78.0,55.509,1.2395
41.0,68.2495,0.2992
24.0,19.78,0.1796
306.0,74.2428,0.4915
164.0,42.8544,0.0622
78.0,1105.9508,0.734
308.0,58.8069,0.2347
98.0,118.8465,0.7796
77.0,54.2333,-0.8475
87.0,1034.1992,1.5457
290.0,128.7187,0.0852
46.0,58.5342,0.5936
285.0,24.8244,0.3802
9.0,54.3438,0.3034
138.0,33.0151,0.4327
148.0,96.9807,0.3006
4.0,83.3802,0.556
155.0,32.8976,0.0833
181.0,48.3141,0.0756
10.0,52.6925,0.0639
75.0,49.6588,-0.0498
34.0,76.0543,0.2743
277.0,79.0142,0.1838
57.0,28.1114,0.1739
146.0,83.3262,0.2386
85.0,47.5237,-0.0108
250.0,66.9104,0.3408
328.0,31.257,0.1377
31.0,31.1849,0.0984
122.0,74.0608,0.1218
217.0,61.9536,0.2196
11.0,17.9025,0.0829
178.0,80.5621,0.2071
151.0,73.1249,0.2116
164.0,48.0416,0.1787
103.0,51.0,0.248
132.0,73.5833,0.55
31.0,22.1923,0.1274
262.0,138.4783,0.5452
83.0,58.2344,2.47
279.0,70.7142,0.0958
286.0,49.3356,0.2052
41.0,69.0959,0.2352
55.0,82.1523,0.2439
165.0,81.4877,0.048
329.0,64.8093,0.0825
31.0,48.5644,0.1254
104.0,85.0,0.3893
206.0,161.623,0.2544
321.0,55.8144,0.3742
51.0,85.1601,0.3076
281.0,38.7363,0.1047
198.0,110.6526,0.304
130.0,63.5079,0.3241
85.0,54.8293,-0.0108
78.0,36.8816,0.2585
212.0,54.1202,0.3783
163.0,99.0051,0.0652
240.0,70.9524,0.1456
225.0,62.3879,0.2003
42.0,72.8869,0.2482
14.0,48.3451,0.2128
142.0,94.7972,0.2337
180.0,14.7139,0.1126
256.0,33.6155,0.5029
221.0,37.663,0.7051
103.0,46.3816,0.3585
136.0,17.4141,0.0137
277.0,158.155,0.1643
205.0,80.604,0.2479
116.0,77.8412,0.3121
89.0,55.084,0.9337
317.0,57.0789,0.2542
180.0,42.9913,0.0921
102.0,63.4054,0.237
187.0,35.107,0.2895
56.0,94.8683,0.2379
225.0,91.6965,0.3013
209.0,21.9829,0.2713
216.0,9.0139,0.4381
44.0,73.2069,0.3776
138.0,41.0,0.2647
5.0,37.1652,0.032
166.0,113.3986,0.162
183.0,52.0024,0.3761
148.0,88.1547,0.3161
133.0,79.0728,0.006
153.0,56.5,0.0531
319.0,68.7968,0.2427
176.0,68.6477,0.0861
64.0,61.0328,0.2614
177.0,15.0083,0.1711
284.0,106.0189,0.3797
301.0,92.9852,0.279
166.0,41.3824,0.275
234.0,39.6011,0.2011
86.0,142.0713,1.5822
150.0,59.4517,0.1721
32.0,23.7592,0.1034
44.0,81.7863,0.8481
311.0,6.9462,0.2537
212.0,55.9151,0.2253
169.0,71.5856,0.033
259.0,80.1265,0.1319
169.0,136.5586,0.0845
273.0,20.6155,0.1907
117.0,99.7459,0.1166
46.0,57.5348,0.5936
107.0,91.2812,0.4043
197.0,68.4635,0.1191
280.0,29.8412,0.2297
178.0,58.258,0.2071
78.0,54.8019,2.0375
61.0,42.5735,0.0979
95.0,44.2945,0.2006
319.0,31.6938,0.2687
308.0,74.4261,0.2347
291.0,55.2472,0.2812
130.0,37.9012,-0.0159
61.0,21.1483,0.1624
78.0,96.6863,1.0685
194.0,48.2701,0.295
135.0,59.5525,0.231
155.0,54.171,0.0443
58.0,64.7611,0.2228
226.0,159.249,0.6053
289.0,37.726,0.2227
159.0,87.9801,0.0988
184.0,36.5,0.3695
88.0,61.8809,0.0692
148.0,51.1297,0.2221
97.0,22.5,0.2646
295.0,81.8841,0.2236
68.0,33.6155,2.3504
319.0,37.5533,0.2687
142.0,46.3276,0.1347
271.0,84.9264,0.1212
130.0,34.3293,0.2936
110.0,5.0249,0.142
155.0,113.0011,0.1538
206.0,143.0044,0.1279
7.0,50.1224,0.2394
102.0,49.7695,0.237
58.0,82.5651,0.2718
64.0,77.8155,0.2614
130.0,111.4462,0.4321
78.0,12.6194,0.948
316.0,42.003,0.1748
12.0,173.572,0.3083
111.0,60.8482,0.5605
70.0,42.2995,-0.0316
197.0,40.3887,0.1191
98.0,53.6004,-0.1324
333.0,36.0555,0.1595
261.0,68.8567,0.3339
230.0,47.9009,0.5327
41.0,58.4209,0.3222
263.0,39.7555,0.2802
188.0,52.0601,0.663
328.0,168.8083,0.1502
278.0,118.5675,0.1788
91.0,51.5461,1.1076
91.0,53.8075,1.1076
11.0,28.1514,0.0829
178.0,1004.0997,0.2071
150.0,102.7631,0.1386
187.0,79.2465,0.12
304.0,15.5242,0.1205
173.0,35.5598,0.2565
124.0,42.0743,0.0978
297.0,48.0937,0.1461
18.0,82.8689,0.1138
177.0,46.5188,0.4721
160.0,33.7083,0.3512
335.0,130.1586,0.123
98.0,36.773,0.8376
287.0,54.5,0.1267
328.0,137.9801,0.1377
150.0,96.0833,0.2116
277.0,155.6639,0.1838
22.0,62.0081,0.2036
78.0,14.0801,0.2085
239.0,28.0713,0.3861
100.0,77.5016,0.4355
70.0,42.3586,0.4999
111.0,28.2179,0.374
12.0,33.8711,0.2978
194.0,49.1172,0.179
108.0,43.7321,0.2633
68.0,28.64,2.3504
239.0,70.9454,0.0311
66.0,12.3693,0.3214
72.0,121.1291,1.0804
30.0,42.5,0.1279
31.0,62.3939,0.2389
176.0,80.9969,0.3136
282.0,143.0874,0.1167
135.0,72.0069,0.231
58.0,76.397,0.2228
37.0,75.9605,0.1803
173.0,54.5711,0.2565
35.0,59.927,0.3843
283.0,131.4962,0.1752
60.0,42.5441,0.2724
78.0,53.5374,1.0915
266.0,56.5265,0.0437
61.0,75.1532,0.0979
245.0,36.1836,0.4083
22.0,22.3271,0.2036
2.0,93.2966,0.1745
103.0,83.3142,0.486
189.0,62.0725,0.0355
129.0,15.0416,0.3876
291.0,59.9354,0.2812
197.0,74.6358,0.1191
319.0,40.3299,0.3722
298.0,20.1122,0.2651
52.0,91.7401,0.1871
144.0,86.2279,0.1427
52.0,67.0168,0.1171
200.0,69.5072,0.1341
263.0,44.9444,0.2802
227.0,78.5016,0.0707
132.0,56.8177,0.3335
219.0,36.6742,0.0886
280.0,64.6239,0.2727
55.0,92.5,0.1079
182.0,73.1642,0.0526
324.0,52.6925,0.4497
278.0,25.6223,0.1903
45.0,98.5089,0.0606
303.0,80.0656,0.2395
120.0,68.2221,0.3023
289.0,101.7853,0.1012
236.0,129.555,0.2756
24.0,6.5765,0.1211
11.0,70.342,0.1169
18.0,107.8483,0.0853
283.0,64.2223,0.1997
312.0,93.0228,0.3023
167.0,100.1012,0.052
104.0,95.0789,0.3893
304.0,8.1394,0.348
336.0,17.2409,0.1315
181.0,43.2782,0.1366
129.0,49.6236,0.1591
91.0,67.4129,1.1076
236.0,91.1373,0.3791
76.0,44.3847,0.3057
315.0,56.3072,0.3363
242.0,21.6333,0.2213
89.0,50.9902,0.9337
66.0,57.2713,0.1859
18.0,93.2631,0.7263
124.0,51.3079,0.4138
92.0,32.0039,2.8676
30.0,68.0018,0.0764
3.0,32.2374,0.3395
143.0,32.1753,0.0752
58.0,54.7768,0.2394
296.0,24.3311,0.0386
37.0,83.6481,0.1803
165.0,64.9038,0.0445
110.0,115.6774,0.1545
154.0,52.6711,0.3583
222.0,37.4833,0.0568
73.0,23.4094,2.0367
328.0,41.3189,0.2647
193.0,57.4891,0.2109
157.0,56.9495,0.3413
288.0,152.6385,0.1737
47.0,32.596,0.2206
103.0,34.6771,0.3585
229.0,48.0104,0.1212
256.0,53.0094,0.3554
137.0,158.8978,0.1432
185.0,81.4816,0.0615
151.0,58.2344,0.2431
103.0,86.7439,0.1335
12.0,123.4909,0.2373
22.0,94.1488,0.0756
208.0,73.8664,0.6353
44.0,53.6004,0.3776
216.0,74.7412,0.4381
291.0,58.0022,0.2812
74.0,13.3135,0.1742
281.0,30.9233,0.0957
77.0,72.4655,2.2785
91.0,52.6522,0.6906
31.0,40.2523,0.1274
267.0,16.9853,0.5592
73.0,81.5552,4.4917
136.0,29.6015,0.0487
224.0,67.6923,0.4978
144.0,8.86,0.1437
169.0,57.1161,0.1325
240.0,1.5811,0.1316
224.0,74.1114,0.0753
57.0,84.1487,0.1739
239.0,46.3276,0.1806
31.0,73.0068,0.1709
180.0,13.5093,0.2701
135.0,122.9837,0.107
286.0,18.5068,0.1072
78.0,15.8114,-1.113
46.0,111.2036,0.3311
99.0,89.8053,0.2765
1.0,69.3578,0.1035
79.0,29.3471,0.7805
110.0,107.5419,0.142
137.0,97.3088,0.1617
78.0,128.1503,0.948
159.0,82.3241,0.1433
165.0,29.7532,0.0585
282.0,133.046,0.0537
269.0,47.9088,0.0227
139.0,106.0424,0.2292
142.0,126.5356,0.2367
51.0,36.6776,0.3076
239.0,75.8024,0.1806
111.0,116.9027,0.58
5.0,80.0562,0.0915
24.0,28.0401,0.1211
279.0,172.3463,0.1308
127.0,77.5016,0.2141
193.0,74.4312,0.2109
171.0,103.9423,0.1165
246.0,12.0208,0.4633
203.0,15.5322,0.3379
52.0,26.2345,0.0766
321.0,64.5136,-0.0083
72.0,164.6853,-0.0006
21.0,278.1982,0.1391
277.0,48.5232,0.2583
93.0,29.77,2.9916
26.0,34.9178,0.1039
333.0,55.599,0.0395
308.0,21.5523,0.1787
177.0,19.7041,0.4721
134.0,92.8615,0.409
321.0,145.0284,0.1837
217.0,12.3491,0.1726
204.0,108.0949,0.2954
213.0,80.3057,0.3253
164.0,58.8154,0.1317
313.0,80.5047,0.3438
311.0,93.1585,0.2537
178.0,106.5751,0.3536
206.0,42.3615,0.1279
298.0,130.1883,0.4446
146.0,40.3887,0.0596
42.0,79.5692,0.1102
134.0,48.0,0.0755
226.0,51.4125,0.0293
22.0,105.1404,1.4366
169.0,38.8909,0.047
60.0,51.5024,0.2724
255.0,31.9766,0.2699
88.0,85.0132,0.4127
37.0,40.1404,0.1803
312.0,69.2604,0.2118
73.0,1212.7087,1.4717
204.0,41.0,0.3464
265.0,82.1523,0.0902
161.0,51.5388,0.1357
66.0,51.4417,0.1649
324.0,50.589,0.3317
22.0,37.3965,0.2051
79.0,108.2693,0.3085
219.0,23.3452,0.1586
153.0,76.1577,0.3621
301.0,63.0754,0.1345
250.0,28.8444,0.3408
9.0,92.228,0.1599
256.0,78.7353,0.3804
294.0,171.8524,0.4721
266.0,87.7055,0.2122
82.0,28.4253,2.582
44.0,85.8429,0.1251
57.0,16.1245,0.0524
159.0,29.8077,0.0923
311.0,49.366,0.1767
21.0,131.7507,0.1611
301.0,25.9856,0.1345
197.0,94.2351,0.2091
206.0,64.8999,0.2544
269.0,38.8973,0.1937
108.0,67.1509,0.2548
165.0,45.1691,0.8215
301.0,88.2397,0.198
221.0,108.8726,0.1771
188.0,26.2393,0.0945
132.0,10.0125,0.55
295.0,44.1192,0.2236
78.0,31.8904,0.4735
65.0,59.165,0.1879
111.0,140.1606,0.0925
87.0,50.7666,1.8317
239.0,27.3542,0.2556
289.0,75.4603,0.1527
73.0,34.176,2.8397
18.0,39.5285,0.1138
17.0,31.8944,0.1968
39.0,46.5027,0.1592
175.0,65.9337,0.0685
192.0,57.0701,0.0514
33.0,134.9907,0.1819
135.0,72.7083,0.01
21.0,22.8035,0.0841
47.0,55.1951,0.0761
235.0,46.768,0.2431
302.0,142.571,0.258
277.0,84.3801,0.2678
89.0,77.8621,0.9337
183.0,72.092,0.3761
290.0,51.4417,0.2407
241.0,80.8857,0.5383
79.0,80.5761,-0.5825
9.0,78.6448,0.1059
100.0,30.8302,0.4355
82.0,115.1564,1.5725
150.0,54.5711,0.2356
300.0,54.1479,0.351
239.0,19.5576,0.0411
32.0,108.6105,0.1034
171.0,135.2793,0.122
328.0,65.1153,0.1097
329.0,65.5019,0.152
315.0,36.5411,0.3363
296.0,113.0011,0.2596
289.0,26.8794,0.4197
125.0,13.1244,0.2938
76.0,31.9453,-0.1653
241.0,120.3007,0.2903
168.0,42.5265,0.098
300.0,31.0886,0.2125
97.0,42.8981,0.2646
136.0,46.5027,0.2142
227.0,45.8394,0.1602
292.0,45.0389,0.1531
215.0,67.309,0.2583
65.0,138.0444,0.2104
35.0,57.0088,0.4623
21.0,100.4117,0.2221
75.0,80.2309,0.6472
224.0,66.9104,0.0723
146.0,182.3321,0.0596
23.0,8.7464,0.0956
330.0,42.45,0.38
86.0,41.488,1.7487
52.0,75.4801,0.1356
120.0,56.1894,0.2493
203.0,81.8123,0.1124
315.0,70.3847,0.3363
12.0,2.5495,0.7158
297.0,107.5883,0.2996
256.0,119.5847,0.3554
110.0,58.1055,0.142
222.0,37.4833,0.0818
4.0,21.0772,0.556
329.0,98.5089,0.2015
120.0,7.433,0.3023
94.0,49.366,1.9266
159.0,26.2774,0.1433
321.0,67.9283,0.2592
169.0,64.0703,0.1325
189.0,71.6955,0.0355
130.0,21.9146,0.1741
327.0,115.2443,-0.0308
191.0,61.2944,0.3484
261.0,71.0211,0.2919
169.0,30.5,0.185
315.0,60.2536,0.2023
112.0,52.6165,0.614
336.0,79.3788,0.283
138.0,103.3683,0.2767
236.0,79.0142,0.2216
229.0,80.7248,0.1432
78.0,90.802,1.954
127.0,70.516,0.1471
166.0,113.1923,0.275
30.0,86.5708,0.0989
155.0,58.6686,0.3358
79.0,45.0389,-0.5825
17.0,10.5948,0.1968
135.0,45.9918,0.107
304.0,127.7155,0.207
146.0,64.8845,0.1366
21.0,103.0049,0.0971
43.0,67.4036,0.0362
28.0,113.5011,0.1529
22.0,32.9621,0.0271
133.0,96.5013,0.205
74.0,40.0031,-0.3683
111.0,95.6151,0.374
262.0,35.4401,0.5452
22.0,98.6027,0.1301
328.0,42.2641,0.1377
20.0,82.8402,0.1676
146.0,48.0104,0.2226
47.0,140.6743,0.0761
223.0,46.4462,0.5463
293.0,3.9051,0.2931
209.0,16.6208,0.6398
24.0,53.0212,0.1881
75.0,16.1941,0.2372
221.0,69.0,0.0951
61.0,77.5838,0.1259
190.0,56.5685,0.5989
6.0,115.1803,0.101
133.0,23.0217,0.1385
78.0,76.2316,1.9765
149.0,72.6722,0.1916
90.0,72.9126,1.4802
324.0,38.2426,0.2447
92.0,23.3773,1.7096
229.0,82.8553,0.1432
164.0,49.0026,0.1317
251.0,52.9528,0.2033
134.0,59.3401,0.409
225.0,37.3363,0.9318
253.0,39.9656,0.1289
296.0,69.161,0.0621
308.0,35.9026,0.1787
136.0,15.0083,0.0047
336.0,43.1741,0.283
224.0,15.8114,0.0723
