eyemove/table5.assgNo,eyemove/table5.landingPos,eyemove/table5.pupilDiamLag
89.0,76.0805,0.7562
204.0,62.514,0.3464
157.0,44.3001,0.1458
308.0,82.9608,-0.0788
318.0,64.158,0.3157
174.0,163.0529,0.011
236.0,125.7547,0.2216
226.0,99.0883,0.0613
293.0,74.0557,0.1086
258.0,77.3256,0.4249
177.0,19.7041,0.4721
328.0,68.942,0.2647
279.0,77.026,0.1308
93.0,28.7141,-0.1094
318.0,141.3966,0.2337
9.0,39.9531,0.1974
134.0,101.5603,0.2075
226.0,126.5306,-0.0562
31.0,54.0833,0.2389
21.0,278.1982,0.1391
133.0,55.0568,0.2085
329.0,93.0175,0.152
136.0,58.809,0.5697
215.0,60.5743,0.2583
292.0,56.5796,0.0781
73.0,1034.3265,-0.3948
215.0,53.912,0.1708
235.0,26.2393,0.2431
91.0,51.5461,1.1076
211.0,57.413,-0.1002
286.0,29.3981,0.2052
155.0,45.5247,0.1538
297.0,7.8262,0.1476
171.0,11.4237,0.0785
215.0,57.1402,0.1968
43.0,67.041,0.2587
205.0,85.279,0.2479
61.0,48.2105,0.1029
275.0,66.8674,0.1568
87.0,957.5862,1.5457
313.0,21.3776,0.3438
297.0,68.8059,0.1461
314.0,60.6383,0.5893
335.0,32.0663,0.111
77.0,49.1859,0.447
329.0,45.4588,0.2015
217.0,97.0052,0.4871
4.0,80.0391,0.236
299.0,96.0052,0.2395
187.0,89.0421,0.105
333.0,93.4077,0.082
248.0,35.5985,0.3283
151.0,58.2344,0.2431
178.0,30.5941,0.2071
289.0,36.6674,0.3857
212.0,72.4655,0.2253
321.0,82.5651,0.1837
78.0,59.6091,0.3575
258.0,64.3991,0.2369
295.0,54.7768,0.1786
15.0,25.6564,0.1233
51.0,47.8017,0.3076
102.0,45.6755,-0.05
256.0,80.0562,0.3804
30.0,73.7902,0.2094
58.0,140.6076,0.2394
1.0,18.8481,0.3045
308.0,44.5028,0.0122
277.0,33.1097,0.1963
78.0,1300.849,0.948
28.0,133.803,0.0954
286.0,10.0499,0.3162
48.0,137.7652,0.2496
226.0,72.5328,0.1388
41.0,95.1262,0.3377
154.0,155.1789,0.3583
289.0,118.5116,0.2182
319.0,94.5304,0.2277
306.0,48.7571,0.4
193.0,55.5,0.1324
279.0,2.2361,0.1708
66.0,107.5941,0.2954
122.0,47.6471,0.2428
293.0,97.0696,0.2226
288.0,115.3917,0.1862
70.0,1121.475,2.0074
50.0,50.0,0.1031
231.0,58.6003,0.3207
317.0,42.547,0.1352
318.0,20.5183,0.2907
198.0,62.8371,0.0396
12.0,59.785,0.2373
305.0,1258.4138,0.1175
320.0,74.0422,0.2597
79.0,52.4047,-0.292
135.0,64.3467,0.2775
114.0,89.3784,0.287
173.0,72.7908,0.2565
184.0,63.1229,0.249
269.0,27.8792,0.4327
13.0,19.5576,0.0813
279.0,47.289,0.0708
66.0,57.2713,0.1859
212.0,22.4722,0.4353
299.0,124.4689,0.3455
236.0,31.9453,0.1821
129.0,49.6236,0.1591
81.0,111.6882,0.556
262.0,37.9638,0.5452
100.0,68.1175,0.136
78.0,29.0947,0.175
148.0,36.5,0.2776
334.0,78.6289,0.3185
110.0,11.5434,0.003
66.0,12.3693,0.3214
100.0,24.4131,0.1785
262.0,21.8403,0.5452
236.0,67.5148,0.3791
285.0,63.3344,0.2327
299.0,20.6155,0.3095
334.0,47.1222,0.267
41.0,56.1894,0.1167
236.0,156.1089,0.2906
193.0,137.9275,0.1339
73.0,21.9545,0.9767
146.0,71.395,0.3426
77.0,99.0404,-0.157
267.0,43.0116,0.5062
89.0,55.084,0.9337
169.0,72.1543,0.047
55.0,40.3113,0.2718
297.0,128.9661,0.2996
169.0,95.8358,0.1325
335.0,58.843,0.123
153.0,207.2993,0.1771
39.0,68.5292,0.3402
83.0,109.7691,0.298
139.0,124.3111,0.1882
140.0,82.5651,0.1052
222.0,37.4833,0.0818
321.0,62.444,0.3742
55.0,42.5265,0.4533
235.0,89.0084,0.2916
157.0,42.8981,0.2443
154.0,47.8017,0.3583
223.0,104.5431,0.4488
139.0,80.878,0.4932
43.0,83.6002,0.2322
238.0,116.0269,0.1816
31.0,90.8639,0.1294
133.0,85.213,0.046
23.0,60.5516,0.1396
229.0,46.9601,0.1432
78.0,65.6601,0.8305
15.0,59.357,0.0223
58.0,101.0371,0.3453
306.0,24.6272,0.4915
109.0,27.0647,0.285
65.0,45.478,0.1609
28.0,138.0154,0.0764
73.0,5.7009,1.8132
125.0,77.0406,0.0853
78.0,78.4618,0.3575
294.0,99.7459,0.2606
210.0,111.0518,0.1893
138.0,13.6565,0.4237
311.0,29.0689,0.1822
6.0,85.9069,0.101
187.0,57.1774,0.2895
185.0,121.6563,0.1625
187.0,71.486,0.162
209.0,96.1054,0.2713
66.0,113.9846,0.1649
11.0,46.5108,0.0829
324.0,85.9956,0.4452
119.0,85.5716,0.3143
151.0,376.8189,0.1301
134.0,89.1361,0.02
255.0,36.6742,0.2699
94.0,101.1163,1.5631
300.0,23.838,0.2125
183.0,35.7001,0.1766
27.0,35.4013,0.1469
271.0,69.1394,0.3302
114.0,22.8035,0.29
194.0,48.2701,0.295
198.0,66.3042,0.304
239.0,140.5142,0.0411
9.0,66.8506,0.2759
256.0,91.7878,0.3554
227.0,13.6473,0.2347
330.0,42.45,0.518
321.0,74.0355,0.0852
304.0,21.9317,0.0765
242.0,20.4022,0.2213
313.0,60.6177,0.3438
136.0,60.7289,0.1977
48.0,73.282,0.2496
72.0,64.9788,0.4364
70.0,35.2456,0.5974
330.0,134.8925,0.2515
78.0,56.8001,1.4375
277.0,110.0727,0.1658
308.0,74.4261,0.2347
81.0,53.4462,0.4215
61.0,2.6926,0.0969
22.0,115.4123,0.0756
142.0,67.7422,0.1347
243.0,276.1797,0.0903
172.0,67.9117,0.0785
108.0,80.1639,0.3008
10.0,82.6801,0.4939
153.0,48.6338,0.1771
160.0,111.6971,0.3512
295.0,104.9405,0.1856
101.0,87.0919,0.085
136.0,78.1601,0.0047
206.0,65.2323,-0.0406
43.0,55.0205,0.0412
153.0,46.1979,0.0926
73.0,49.5227,-0.3948
215.0,45.5686,0.4063
174.0,96.566,0.127
281.0,126.2894,0.1837
284.0,35.0892,0.2257
155.0,55.491,0.3358
287.0,181.5172,0.2002
124.0,56.6149,0.0933
33.0,70.214,0.0079
271.0,89.5056,0.2067
167.0,112.361,0.0825
255.0,81.1326,0.2504
34.0,42.0773,0.2768
78.0,96.6049,0.2085
251.0,69.1809,0.2033
169.0,109.532,0.294
166.0,55.1589,0.162
287.0,14.9833,0.1812
239.0,47.8774,0.0946
77.0,72.4655,2.2785
105.0,1119.2213,0.1958
326.0,83.4416,0.0267
189.0,83.8287,0.4955
44.0,104.6542,0.2366
12.0,68.1652,0.2978
9.0,71.9462,0.3034
139.0,26.4764,0.1882
203.0,70.445,0.2729
270.0,25.1247,0.1882
78.0,144.1284,0.7725
60.0,4.0,0.2724
285.0,63.9414,0.2822
319.0,31.8277,0.2572
136.0,27.9016,0.1177
164.0,65.0404,0.3567
312.0,78.5446,0.2118
289.0,75.4603,0.1527
73.0,81.2604,1.8132
256.0,41.9076,0.2254
85.0,67.1193,1.9287
218.0,69.5881,0.2611
332.0,46.543,0.1515
153.0,72.9932,0.3651
119.0,102.8591,0.3173
285.0,24.8244,0.3802
244.0,90.1027,0.3273
48.0,78.9636,0.0376
71.0,51.0392,2.2779
192.0,69.3271,0.2284
54.0,106.1249,0.1653
277.0,95.3231,0.1838
197.0,56.0022,0.2091
197.0,33.7676,0.6825
95.0,44.9722,2.3481
31.0,22.1923,0.1274
166.0,114.0055,0.133
225.0,136.7955,0.1033
191.0,66.1287,0.3484
302.0,11.2805,0.33
185.0,76.415,0.4
226.0,89.9514,-0.0562
99.0,63.2001,0.534
304.0,105.0583,0.0915
311.0,49.366,0.1767
90.0,74.1569,1.4802
185.0,81.4816,0.0615
153.0,6.8007,0.1056
48.0,58.7963,0.1176
28.0,113.5011,0.1529
292.0,24.3824,0.1531
147.0,79.3095,0.4201
165.0,41.7433,0.053
44.0,50.9828,0.1681
256.0,37.7922,0.3329
246.0,79.69,0.1988
321.0,66.6521,0.3082
133.0,190.5531,0.1385
281.0,65.1786,0.1047
153.0,86.7208,0.0786
129.0,92.0828,0.3416
256.0,38.3438,0.3554
287.0,71.0721,0.2002
299.0,65.622,0.3455
258.0,43.546,0.2369
48.0,85.1954,0.0376
134.0,104.969,0.2075
9.0,56.0022,0.1994
239.0,128.5622,0.0946
286.0,27.2029,0.0837
135.0,44.3199,0.01
144.0,38.7331,0.1427
130.0,71.8053,0.4321
95.0,62.6498,1.7801
77.0,65.4866,0.205
293.0,97.5103,0.1456
303.0,92.662,0.328
190.0,25.1048,0.3249
180.0,71.2776,0.3156
279.0,2.8284,0.1308
163.0,54.5711,0.0652
116.0,105.9398,0.3121
148.0,38.5811,0.3161
132.0,70.1445,0.263
10.0,93.5909,0.0639
165.0,21.691,0.2825
184.0,36.5,0.3695
273.0,44.5112,0.4082
146.0,28.8487,0.3426
8.0,75.634,0.3719
321.0,56.6414,0.3082
91.0,19.8116,1.4196
77.0,46.1546,1.261
279.0,2.6926,0.1708
102.0,77.5145,0.3265
73.0,103.2303,0.6347
77.0,44.2719,-1.067
227.0,53.0024,0.2442
235.0,37.7525,0.3061
169.0,57.1161,0.1325
150.0,77.4661,0.4681
26.0,30.2655,0.1039
31.0,192.0527,0.2389
73.0,35.5317,1.4382
249.0,44.0454,0.1643
33.0,208.0727,0.1819
286.0,100.5796,0.1462
171.0,83.0136,0.122
285.0,50.8035,0.2822
238.0,58.3652,0.1816
255.0,35.5563,0.3394
5.0,101.5788,0.1855
329.0,30.9233,-0.0315
91.0,33.9485,0.0116
198.0,87.5685,0.304
253.0,16.7705,0.1834
142.0,81.0386,0.2367
122.0,30.9919,0.3958
194.0,80.8409,0.1401
146.0,67.4259,0.2226
231.0,80.6877,0.2927
333.0,67.574,0.1595
74.0,30.104,0.9047
18.0,53.584,0.7263
293.0,124.501,0.3266
278.0,11.4127,0.1788
146.0,88.6707,-0.0134
24.0,10.0,0.1296
310.0,83.3607,0.4172
33.0,90.5221,0.0874
198.0,85.4283,0.304
28.0,87.5357,0.1159
148.0,47.4605,0.2141
30.0,2.6926,0.2094
9.0,84.0952,0.3034
307.0,58.2151,0.3547
22.0,39.5285,0.2151
107.0,101.8258,0.2753
154.0,55.4707,0.2253
194.0,31.1328,0.249
83.0,58.2344,2.47
296.0,99.5038,0.0701
148.0,19.4743,0.2051
121.0,31.3249,0.2908
317.0,47.7127,0.1352
308.0,77.9295,0.1572
179.0,85.2115,0.2416
292.0,23.3452,0.1531
305.0,53.782,0.07
309.0,39.6011,0.2387
324.0,36.6776,0.1572
23.0,9.5131,0.2406
284.0,76.6322,0.2487
271.0,76.787,0.3302
66.0,115.3917,0.3264
12.0,56.7208,0.3083
227.0,49.1859,0.2347
132.0,45.2383,0.1665
147.0,127.5627,0.4981
160.0,97.1867,0.3512
77.0,46.9521,0.795
306.0,85.1499,0.2265
296.0,40.2492,0.0541
288.0,113.01,0.2482
269.0,109.6586,0.4327
30.0,110.1556,0.2094
65.0,54.5367,0.1709
70.0,41.7852,0.4999
307.0,90.2718,0.2672
255.0,42.3232,0.2699
293.0,22.2036,0.1036
17.0,30.1869,0.2063
86.0,41.488,1.7487
261.0,68.8567,0.3339
191.0,53.8354,0.6234
104.0,44.8386,0.3023
178.0,91.325,0.3536
245.0,36.1836,0.4083
198.0,73.0154,0.066
65.0,96.5194,0.1194
212.0,66.2816,0.4548
296.0,26.4622,0.0386
212.0,44.95,0.4718
256.0,90.2358,0.3359
302.0,58.3545,0.122
70.0,1086.8179,0.3729
142.0,31.4682,0.0552
23.0,56.8001,0.1396
184.0,83.3547,0.3695
144.0,9.2195,0.1437
248.0,84.5237,0.2298
239.0,44.5449,0.1806
304.0,25.5,0.207
169.0,63.4527,0.316
93.0,115.2476,-0.0379
102.0,95.6622,-0.0835
289.0,101.005,0.1172
78.0,30.2076,1.9765
41.0,46.3276,0.2352
316.0,63.2653,0.6683
72.0,79.6053,-0.1566
184.0,45.511,0.249
81.0,56.0357,0.556
286.0,106.0578,0.2052
153.0,48.5489,0.3651
194.0,107.4477,0.1656
283.0,25.4608,0.0927
181.0,40.3609,0.1366
18.0,72.8371,0.1538
164.0,58.8154,0.1317
78.0,159.5384,0.948
231.0,30.7002,0.3207
305.0,76.0016,0.0875
44.0,100.206,0.2966
147.0,67.3146,0.4981
277.0,91.5055,0.1643
150.0,39.9249,0.1386
176.0,80.9969,0.3136
220.0,69.4262,0.1876
129.0,76.7626,0.7216
258.0,46.3249,0.1494
125.0,10.1242,0.5303
303.0,137.3909,0.1525
27.0,13.4629,0.1469
240.0,35.5879,0.1201
127.0,51.0882,0.2141
230.0,61.5508,0.5327
329.0,159.2082,-0.029
123.0,209.7105,0.1793
22.0,116.0097,0.0756
280.0,59.0339,0.2212
98.0,132.1864,0.9836
282.0,25.7391,0.1757
88.0,71.9462,0.9162
72.0,217.0052,-0.4286
175.0,41.4638,0.121
3.0,96.2094,0.1945
265.0,28.8487,0.2142
304.0,54.3369,0.348
7.0,121.096,0.2004
135.0,73.7462,0.186
127.0,82.609,0.2141
291.0,58.0022,0.2812
98.0,101.5197,0.3036
21.0,28.7141,0.1706
195.0,48.0937,0.2061
35.0,27.4089,0.3843
68.0,124.4869,2.2879
74.0,100.6628,0.0737
293.0,51.9351,0.1306
264.0,66.2193,0.1467
148.0,56.6789,0.2776
284.0,10.2591,0.2477
318.0,82.9277,0.1367
297.0,40.7983,0.1461
194.0,60.7063,0.2165
101.0,59.6657,0.407
253.0,40.5123,0.1289
135.0,168.0476,0.089
165.0,38.3308,0.36
41.0,40.2647,0.3222
332.0,54.0208,0.522
41.0,73.8597,0.3377
11.0,57.2451,0.1169
48.0,6.0,0.2496
132.0,51.0392,0.2595
165.0,60.1041,0.053
246.0,111.7195,0.2198
111.0,80.5062,0.374
212.0,81.8841,0.2253
213.0,107.6952,0.1468
159.0,29.8077,0.0923
103.0,158.9851,0.3965
283.0,124.0454,0.1462
219.0,36.6742,0.0886
221.0,120.2664,0.1451
200.0,55.4301,0.2751
6.0,44.2295,0.0455
164.0,104.1393,0.1437
31.0,31.3209,0.1254
111.0,75.4255,0.0925
155.0,98.7244,0.0693
203.0,83.6212,0.2729
283.0,20.8387,0.0817
192.0,41.1461,0.0859
11.0,117.2732,0.0634
173.0,51.4782,0.2565
9.0,78.6448,0.1059
133.0,92.1805,0.2085
74.0,60.6898,0.5577
105.0,119.1239,0.3303
142.0,56.932,0.0487
303.0,60.6671,0.2395
283.0,165.7966,0.1462
154.0,122.6795,0.1818
73.0,69.3109,2.1322
336.0,18.5809,0.1315
246.0,87.9318,0.2198
209.0,90.0028,0.3223
61.0,86.5058,0.0844
324.0,53.4649,0.4452
271.0,70.3438,0.3302
151.0,73.1249,0.2116
119.0,30.4015,0.3603
81.0,65.0692,0.556
324.0,53.0589,0.4267
186.0,61.5081,0.3765
167.0,37.5,0.35
298.0,66.3268,0.1316
39.0,28.2931,0.1592
172.0,70.5868,0.1525
54.0,95.6831,0.2758
183.0,95.1972,0.1766
310.0,53.106,0.3622
192.0,27.2259,0.0404
23.0,69.4064,0.1351
274.0,106.8796,0.0663
272.0,39.6232,0.2487
78.0,304.2606,0.948
250.0,37.9012,0.3408
143.0,88.4604,0.2312
70.0,73.814,-0.0316
273.0,20.6155,0.1907
5.0,42.6878,0.225
73.0,49.7519,-0.3453
98.0,32.28,-0.4219
290.0,128.7187,0.0852
287.0,108.2266,0.1812
194.0,75.2861,0.419
98.0,31.5634,0.8376
261.0,43.1856,0.1824
37.0,79.77,0.1803
284.0,34.3984,0.2257
256.0,49.8623,0.3554
321.0,48.1067,0.0207
2.0,81.7435,0.1745
175.0,24.8244,0.1955
66.0,34.6699,0.3404
165.0,10.5119,0.133
127.0,38.2655,0.1471
78.0,55.599,1.7875
296.0,58.4209,0.1206
70.0,934.1522,0.3729
30.0,151.0174,0.1174
167.0,70.5284,0.0795
304.0,72.0035,0.285
136.0,51.0416,0.4592
281.0,30.9233,0.0957
74.0,9.3005,0.0597
1.0,67.3146,0.186
193.0,74.4312,0.2109
279.0,108.5415,0.1288
66.0,28.8531,0.1649
280.0,84.6537,1.0012
210.0,69.7711,0.2853
256.0,8.0623,0.3344
35.0,69.0254,0.4623
298.0,76.0345,0.2531
78.0,32.9621,1.058
155.0,84.1264,0.1288
22.0,70.2282,0.2401
194.0,40.5123,0.419
240.0,2.0616,0.1201
95.0,55.1385,-0.2634
45.0,38.8973,0.0686
166.0,34.442,0.494
228.0,121.4949,0.1417
213.0,94.1409,0.5128
44.0,43.2695,0.2671
325.0,20.5973,0.1397
24.0,57.5543,0.1881
332.0,51.2104,0.1515
187.0,37.977,0.124
171.0,27.0416,-0.021
111.0,116.9027,0.58
178.0,412.7484,0.3536
275.0,93.0013,0.0708
191.0,73.6699,0.3484
236.0,164.2209,0.2616
161.0,58.9936,0.0472
85.0,56.356,1.9262
70.0,36.1836,-0.0861
229.0,87.8877,0.1432
92.0,23.3773,1.7096
110.0,28.5044,0.38
256.0,125.9573,0.2754
250.0,103.2049,0.2823
289.0,50.5,0.2842
240.0,92.0706,0.1416
22.0,77.579,0.1326
309.0,18.6682,0.0647
44.0,57.6888,0.2486
58.0,73.5153,0.2173
46.0,81.6854,0.3311
289.0,25.7099,0.1172
210.0,38.5519,0.2873
108.0,140.6076,0.1708
319.0,86.954,0.2312
140.0,151.9581,0.1052
162.0,7.9057,0.0917
226.0,34.5145,-0.0292
96.0,48.7468,2.2261
234.0,5.5902,0.1871
24.0,122.0502,0.0681
284.0,136.5147,0.3797
284.0,11.4018,0.2477
6.0,71.1706,0.0115
246.0,49.1172,0.4633
334.0,59.0445,0.267
81.0,86.6516,0.556
273.0,57.3149,0.2002
265.0,40.0562,0.4182
250.0,37.0473,0.1913
250.0,65.5534,0.0803
191.0,61.2944,0.3484
309.0,109.2016,0.3397
150.0,73.8394,0.1196
334.0,59.0762,0.253
57.0,60.9036,0.0259
187.0,79.2465,0.12
96.0,48.7083,1.1741
116.0,119.708,0.6371
108.0,98.5723,0.3008
91.0,72.5844,1.4196
289.0,8.0777,0.3212
21.0,186.9184,0.4941
114.0,138.3709,0.5515
251.0,56.6083,0.2118
44.0,146.5009,0.2486
336.0,93.5361,0.0535
320.0,43.0726,0.1647
187.0,90.1734,0.2895
330.0,33.5149,0.38
309.0,24.3824,0.3397
295.0,79.1344,0.0971
171.0,114.9978,0.0785
136.0,44.0454,0.5697
44.0,69.9732,0.3616
47.0,58.6707,0.2206
131.0,36.4314,0.2041
43.0,41.0488,0.0467
131.0,101.8455,0.5086
316.0,46.0027,0.2303
9.0,76.2512,0.2759
191.0,59.7537,0.0939
209.0,100.9009,0.6398
22.0,74.0827,0.1671
307.0,71.4318,0.1477
243.0,215.168,0.3348
259.0,29.6057,0.1319
3.0,89.9847,0.3395
139.0,80.5761,0.4932
145.0,78.3661,-0.0228
108.0,86.0145,0.1623
248.0,45.6755,0.2298
297.0,33.5149,0.2996
203.0,54.037,0.0909
101.0,76.2316,0.5545
271.0,99.5013,0.1212
325.0,48.4407,0.1397
151.0,93.086,0.2886
269.0,20.6519,0.1937
136.0,71.339,0.3587
86.0,48.2131,0.8257
185.0,35.9201,0.196
299.0,103.2109,0.043
321.0,86.7208,0.1057
47.0,38.6588,0.2081
198.0,29.1548,0.066
290.0,159.4153,0.2407
181.0,57.0088,0.1366
180.0,55.0364,0.2126
14.0,65.0173,0.5623
49.0,74.4748,0.6206
256.0,77.6209,0.3329
34.0,8.2765,0.3018
292.0,58.3631,0.0581
134.0,48.9923,0.1015
329.0,20.5061,0.0825
142.0,20.5244,0.2282
231.0,80.1265,0.3207
42.0,40.9542,0.1567
42.0,79.237,0.0767
142.0,93.0013,0.0997
125.0,88.2638,0.1563
44.0,128.7799,0.1681
50.0,84.4304,0.2126
285.0,66.9216,0.3802
78.0,157.2872,0.6525
215.0,56.5199,0.4063
276.0,11.0114,0.3118
77.0,64.3506,0.6205
165.0,83.86,0.8215
229.0,117.807,0.0282
273.0,50.1597,0.5007
258.0,106.1249,0.0209
227.0,63.0496,0.2442
42.0,23.8537,0.0767
93.0,81.2219,-0.1094
165.0,62.452,0.053
40.0,70.8308,0.1127
1.0,24.6982,0.183
159.0,101.7214,0.0983
72.0,148.3855,-0.1566
279.0,144.78,0.1708
121.0,62.3157,0.2943
122.0,64.1892,0.1723
216.0,101.3903,0.1151
321.0,27.2809,0.0852
225.0,104.1201,0.0513
130.0,125.501,0.3241
256.0,44.9055,0.3329
293.0,110.7362,0.1446
9.0,54.3438,0.3034
106.0,218.4777,0.5288
294.0,20.9881,0.6081
289.0,20.3593,0.2227
315.0,31.3249,0.2643
226.0,33.3242,-0.0292
312.0,5.5902,0.1168
129.0,50.9166,0.0941
277.0,163.0276,0.1758
277.0,39.3859,0.1963
328.0,81.6838,0.0482
281.0,62.8371,0.1327
227.0,43.8321,0.0417
183.0,16.8671,0.3761
87.0,42.8632,1.9487
289.0,26.8794,0.4197
165.0,90.8089,0.8215
12.0,35.107,0.2978
256.0,52.0096,0.2254
22.0,77.4145,0.2246
261.0,54.0393,0.3659
44.0,38.5649,0.2076
225.0,102.1078,0.1033
2.0,144.8189,0.1995
183.0,72.092,0.3761
136.0,54.5206,0.0942
134.0,140.5036,0.314
54.0,28.9871,0.3443
75.0,80.2309,0.6472
75.0,38.3308,0.2482
308.0,14.3962,0.1572
163.0,89.3155,0.1392
328.0,169.6887,0.2647
22.0,6.265,0.1466
34.0,40.8534,0.3893
323.0,89.8693,0.2847
310.0,53.912,0.2032
286.0,23.817,0.2302
243.0,20.3961,0.3348
42.0,86.8058,0.1102
235.0,46.768,0.2431
334.0,78.3661,0.25
109.0,75.0417,0.5365
240.0,28.6007,0.1181
293.0,54.8931,0.1271
253.0,31.5634,0.3684
315.0,82.0518,0.3363
129.0,21.4709,0.7216
148.0,108.1157,0.1916
54.0,76.5147,0.1538
99.0,48.2701,0.675
54.0,52.1967,0.1653
180.0,114.1271,0.3226
162.0,10.1242,0.1802
142.0,65.4714,-0.0118
173.0,35.5598,0.2565
81.0,49.7041,0.9595
225.0,86.1423,0.1033
169.0,42.7463,0.1325
133.0,6.8007,0.2085
224.0,76.0428,0.1138
135.0,26.1008,0.089
29.0,24.6221,0.2059
122.0,39.9061,-0.0077
208.0,97.889,0.0153
304.0,185.529,0.1205
267.0,62.139,0.2162
11.0,113.4868,0.0634
73.0,38.0526,-0.3453
208.0,80.0141,0.6353
24.0,53.1907,0.1211
185.0,55.2268,0.1625
58.0,54.7768,0.2394
273.0,39.016,0.4082
42.0,20.0562,0.1267
157.0,107.5105,0.0353
25.0,94.7589,0.1951
21.0,153.1837,0.4941
107.0,23.6485,0.3423
150.0,102.7631,0.1386
123.0,72.4707,0.2388
31.0,76.0428,0.2389
299.0,58.843,0.0305
64.0,61.0328,0.2614
334.0,22.0511,0.3185
203.0,58.6963,0.2184
19.0,53.782,0.1378
116.0,28.1824,0.3121
30.0,67.6702,0.0989
155.0,42.8544,0.1148
197.0,6.0208,0.2776
255.0,74.0422,0.2504
267.0,21.2132,0.5592
38.0,58.4209,0.0438
71.0,77.7126,2.2779
38.0,2.9155,0.3878
21.0,48.5232,0.0841
52.0,26.2345,0.0766
175.0,99.5904,0.1775
46.0,83.5374,0.5936
153.0,111.0158,0.0786
86.0,120.6255,1.0372
41.0,41.6473,0.2967
111.0,44.7269,0.374
15.0,76.5147,0.1383
132.0,44.1616,0.263
31.0,47.6051,0.1294
289.0,35.6721,0.1792
293.0,26.2774,0.2401
143.0,50.2494,0.2777
280.0,26.6833,0.1802
20.0,37.9012,0.4361
212.0,54.5206,0.2253
86.0,50.8552,0.6997
150.0,87.9119,0.0996
22.0,240.6018,0.0771
293.0,35.3553,0.1446
60.0,51.5024,0.2724
295.0,10.7005,0.1786
262.0,35.4401,0.5452
309.0,40.2647,0.3397
168.0,56.1427,0.327
222.0,33.1097,0.4498
286.0,49.3356,0.2052
78.0,120.9731,0.9425
306.0,40.3887,0.193
111.0,95.6151,0.374
133.0,110.354,0.108
120.0,61.131,0.4858
263.0,44.9444,0.2802
266.0,51.1297,0.0437
329.0,64.8093,0.0825
219.0,62.1772,0.1586
153.0,88.8144,0.0971
194.0,78.6527,0.212
321.0,67.9283,0.2592
102.0,44.5028,0.085
192.0,81.4371,0.0859
105.0,56.0045,0.1443
289.0,83.7929,0.2842
168.0,47.0239,0.102
149.0,65.5687,0.2786
81.0,73.4932,0.556
167.0,42.11,0.347
171.0,26.9119,0.122
57.0,82.4924,0.2743
43.0,107.4209,0.0387
305.0,75.977,0.325
98.0,18.5068,0.4221
289.0,28.7837,0.2842
69.0,77.2528,1.5854
6.0,91.6106,0.126
157.0,76.4853,0.1008
307.0,45.0,0.2672
317.0,19.2938,0.1487
57.0,11.5109,0.1729
240.0,100.4117,0.0361
235.0,38.7072,0.3061
127.0,8.7321,0.1471
78.0,185.4973,1.8775
164.0,145.3109,0.2187
168.0,61.9112,0.327
129.0,82.1842,0.1101
91.0,7.0711,0.6906
332.0,27.2947,0.522
137.0,79.6006,0.1432
301.0,121.5165,0.1345
123.0,61.1903,0.2558
140.0,72.8577,0.1052
100.0,79.0142,0.4355
193.0,73.5697,0.5514
171.0,21.5,0.0785
277.0,96.251,0.1843
336.0,61.5731,0.0005
182.0,89.7357,0.0736
210.0,67.2012,0.3973
177.0,55.0205,0.3621
73.0,48.7468,1.0497
178.0,14.3003,0.2561
118.0,90.4461,0.3768
215.0,29.3002,0.4063
240.0,46.4004,0.1526
169.0,90.802,0.1325
299.0,89.0056,0.043
248.0,71.3109,0.3053
70.0,119.9427,2.0074
5.0,141.6272,0.0915
74.0,31.0483,-0.8588
11.0,57.0022,0.0859
14.0,51.3517,0.0823
290.0,123.415,0.2407
300.0,56.1894,0.351
250.0,135.2793,0.1913
258.0,43.546,0.0629
4.0,79.0569,0.171
210.0,99.5201,0.3973
311.0,17.0074,0.1767
306.0,7.433,0.1875
43.0,139.6755,0.0467
238.0,88.0866,0.3266
298.0,94.0651,0.2531
146.0,50.6187,0.0901
248.0,76.7756,0.3283
215.0,89.6172,0.2583
226.0,64.08,0.1388
200.0,118.2582,0.1795
52.0,88.806,0.1696
318.0,42.1011,0.1782
261.0,81.0062,0.3884
167.0,50.8035,0.0825
297.0,10.9772,0.2996
100.0,93.4933,0.1785
239.0,103.0594,0.3861
224.0,98.2064,0.1138
11.0,31.5,0.0539
134.0,38.4708,0.2075
229.0,84.5843,0.1432
122.0,106.5188,0.2428
40.0,66.83,0.1187
292.0,128.1425,0.1531
179.0,82.5136,-0.0124
169.0,41.003,0.0815
125.0,13.1244,0.2938
195.0,53.8516,0.3931
179.0,68.5292,0.2841
264.0,25.1794,0.1682
200.0,70.214,-0.0024
150.0,67.8178,0.1211
108.0,42.9331,0.2633
258.0,50.0025,0.0459
194.0,49.4191,0.1401
47.0,7.7621,0.0651
287.0,113.3986,0.2357
86.0,143.6184,0.9337
219.0,10.0623,0.2526
144.0,68.884,0.1427
31.0,84.0387,0.1274
157.0,65.2993,0.1553
76.0,22.2767,0.7267
336.0,30.3026,0.473
176.0,38.8104,0.0751
74.0,97.4064,0.3977
155.0,32.2684,0.0443
252.0,94.4312,0.0558
24.0,59.1714,0.1796
174.0,65.3242,0.0475
95.0,82.2572,2.0226
179.0,48.5618,0.0916
78.0,70.0179,1.0915
134.0,73.0839,0.2625
54.0,59.6343,0.2758
169.0,69.3578,0.253
225.0,118.4673,0.1033
83.0,82.3787,1.254
31.0,60.1685,0.3684
303.0,22.9456,0.2395
275.0,85.4751,0.0708
149.0,65.2993,0.1756
2.0,19.5,0.203
