class,residence_since,num_dependents,employment,Key_0_0
good,2.0,1.0,1<=X<4,513
good,4.0,1.0,>=7,855
good,3.0,2.0,>=7,488
bad,4.0,1.0,>=7,431
bad,3.0,1.0,1<=X<4,805
bad,4.0,2.0,>=7,277
good,4.0,2.0,>=7,248
good,2.0,1.0,1<=X<4,246
good,4.0,1.0,>=7,882
good,3.0,1.0,>=7,652
good,4.0,1.0,<1,141
bad,4.0,2.0,>=7,630
good,4.0,1.0,<1,518
good,4.0,1.0,>=7,517
good,2.0,1.0,<1,902
good,4.0,2.0,>=7,46
good,4.0,1.0,>=7,485
good,4.0,1.0,>=7,893
good,4.0,1.0,>=7,599
good,2.0,1.0,unemployed,286
bad,1.0,1.0,4<=X<7,105
good,3.0,1.0,<1,13
good,4.0,1.0,>=7,175
good,2.0,1.0,unemployed,365
bad,1.0,1.0,<1,702
good,2.0,1.0,<1,113
good,3.0,1.0,4<=X<7,536
bad,4.0,1.0,4<=X<7,203
bad,4.0,1.0,1<=X<4,200
bad,4.0,2.0,4<=X<7,80
good,2.0,1.0,1<=X<4,648
good,4.0,1.0,1<=X<4,59
good,2.0,1.0,4<=X<7,850
good,3.0,1.0,unemployed,187
bad,3.0,1.0,1<=X<4,273
good,2.0,1.0,1<=X<4,829
good,1.0,1.0,1<=X<4,81
bad,2.0,2.0,>=7,555
good,4.0,1.0,>=7,577
good,2.0,1.0,<1,307
good,3.0,1.0,>=7,907
bad,4.0,1.0,>=7,47
bad,2.0,2.0,1<=X<4,178
bad,4.0,1.0,>=7,971
good,4.0,2.0,1<=X<4,174
good,2.0,2.0,1<=X<4,27
bad,3.0,1.0,<1,322
bad,4.0,1.0,>=7,650
good,4.0,1.0,>=7,489
bad,3.0,1.0,<1,123
bad,4.0,1.0,1<=X<4,846
good,2.0,1.0,1<=X<4,84
good,3.0,2.0,<1,544
good,4.0,1.0,>=7,227
good,3.0,1.0,>=7,861
bad,2.0,1.0,4<=X<7,809
good,2.0,1.0,1<=X<4,658
bad,4.0,1.0,<1,748
good,4.0,1.0,4<=X<7,348
good,4.0,2.0,>=7,337
good,3.0,1.0,4<=X<7,149
bad,4.0,1.0,1<=X<4,644
good,2.0,1.0,<1,937
good,4.0,1.0,4<=X<7,205
bad,4.0,1.0,>=7,899
bad,2.0,1.0,1<=X<4,63
good,4.0,1.0,4<=X<7,380
good,4.0,1.0,1<=X<4,708
bad,4.0,2.0,4<=X<7,259
good,2.0,2.0,>=7,406
good,3.0,1.0,<1,125
good,3.0,1.0,4<=X<7,705
good,2.0,1.0,1<=X<4,756
bad,2.0,1.0,1<=X<4,179
good,2.0,2.0,1<=X<4,695
good,2.0,1.0,1<=X<4,947
bad,2.0,1.0,1<=X<4,242
bad,4.0,1.0,<1,885
good,2.0,2.0,<1,868
bad,2.0,1.0,1<=X<4,410
good,4.0,1.0,1<=X<4,279
good,1.0,1.0,<1,153
good,4.0,1.0,>=7,946
good,2.0,1.0,>=7,261
good,4.0,1.0,>=7,799
good,4.0,1.0,4<=X<7,935
good,4.0,2.0,>=7,749
good,1.0,1.0,4<=X<7,329
good,1.0,1.0,<1,465
good,2.0,2.0,1<=X<4,51
good,4.0,1.0,1<=X<4,965
good,4.0,1.0,<1,292
good,2.0,1.0,>=7,303
bad,2.0,1.0,<1,215
good,3.0,1.0,4<=X<7,916
good,3.0,1.0,4<=X<7,448
good,4.0,1.0,1<=X<4,154
good,4.0,1.0,>=7,926
good,4.0,1.0,unemployed,737
bad,3.0,1.0,4<=X<7,579
bad,4.0,1.0,<1,985
good,3.0,2.0,4<=X<7,155
bad,2.0,1.0,1<=X<4,33
good,4.0,1.0,>=7,528
good,4.0,2.0,<1,121
good,4.0,2.0,>=7,208
good,4.0,1.0,>=7,325
good,4.0,1.0,1<=X<4,818
good,4.0,1.0,1<=X<4,98
good,3.0,1.0,1<=X<4,127
good,2.0,2.0,4<=X<7,897
good,4.0,1.0,<1,131
good,2.0,1.0,4<=X<7,446
good,4.0,1.0,4<=X<7,602
bad,3.0,1.0,1<=X<4,847
bad,4.0,1.0,>=7,667
good,4.0,1.0,<1,538
good,4.0,1.0,>=7,268
good,2.0,1.0,1<=X<4,26
good,1.0,1.0,>=7,600
good,2.0,2.0,1<=X<4,883
good,2.0,1.0,4<=X<7,503
good,2.0,1.0,1<=X<4,29
good,2.0,1.0,<1,313
good,2.0,1.0,1<=X<4,304
good,4.0,1.0,1<=X<4,569
bad,4.0,1.0,<1,360
good,4.0,1.0,>=7,197
good,2.0,1.0,>=7,836
bad,2.0,1.0,1<=X<4,531
bad,2.0,1.0,1<=X<4,534
good,2.0,2.0,1<=X<4,689
bad,4.0,1.0,>=7,20
bad,1.0,1.0,unemployed,673
bad,2.0,1.0,>=7,929
good,2.0,1.0,1<=X<4,249
good,1.0,1.0,4<=X<7,554
bad,4.0,1.0,<1,923
good,4.0,2.0,4<=X<7,962
bad,1.0,1.0,<1,995
bad,2.0,1.0,<1,231
good,4.0,1.0,<1,597
bad,4.0,2.0,4<=X<7,978
good,4.0,1.0,>=7,944
good,2.0,2.0,1<=X<4,520
good,1.0,1.0,<1,594
bad,2.0,1.0,<1,994
good,1.0,1.0,1<=X<4,939
good,4.0,2.0,>=7,967
good,1.0,1.0,1<=X<4,262
bad,3.0,1.0,<1,496
bad,2.0,1.0,1<=X<4,4
good,3.0,1.0,<1,934
bad,4.0,1.0,1<=X<4,24
good,4.0,2.0,1<=X<4,958
good,3.0,2.0,<1,670
good,2.0,2.0,1<=X<4,359
good,2.0,1.0,4<=X<7,169
good,1.0,2.0,4<=X<7,390
good,1.0,1.0,<1,595
good,1.0,1.0,<1,280
bad,4.0,2.0,<1,505
good,4.0,1.0,unemployed,353
bad,1.0,2.0,<1,364
bad,4.0,1.0,>=7,275
good,3.0,2.0,unemployed,938
bad,1.0,1.0,4<=X<7,558
bad,4.0,1.0,<1,546
bad,2.0,1.0,unemployed,422
good,4.0,1.0,1<=X<4,716
good,4.0,1.0,>=7,610
good,4.0,1.0,>=7,119
good,4.0,1.0,>=7,792
bad,2.0,1.0,1<=X<4,500
good,4.0,1.0,>=7,31
good,2.0,1.0,>=7,324
good,4.0,1.0,1<=X<4,265
good,2.0,1.0,1<=X<4,510
bad,2.0,1.0,>=7,163
good,1.0,1.0,<1,583
good,1.0,1.0,1<=X<4,358
bad,2.0,1.0,1<=X<4,878
good,2.0,1.0,>=7,10
good,4.0,1.0,4<=X<7,521
good,2.0,2.0,1<=X<4,255
good,2.0,1.0,1<=X<4,355
good,4.0,2.0,1<=X<4,150
bad,4.0,1.0,unemployed,747
bad,4.0,1.0,>=7,309
good,2.0,1.0,1<=X<4,562
good,3.0,1.0,1<=X<4,734
good,3.0,1.0,1<=X<4,932
good,2.0,1.0,>=7,349
bad,4.0,2.0,>=7,721
bad,2.0,1.0,1<=X<4,914
bad,2.0,1.0,4<=X<7,913
bad,2.0,1.0,unemployed,681
good,1.0,1.0,1<=X<4,204
bad,2.0,2.0,1<=X<4,949
good,2.0,1.0,4<=X<7,209
good,3.0,1.0,1<=X<4,820
good,1.0,1.0,<1,889
good,4.0,1.0,unemployed,698
good,2.0,1.0,unemployed,22
good,2.0,1.0,>=7,601
good,1.0,2.0,<1,433
good,4.0,2.0,>=7,371
good,4.0,1.0,4<=X<7,859
good,3.0,1.0,unemployed,783
good,3.0,1.0,>=7,100
good,4.0,1.0,4<=X<7,438
good,4.0,1.0,1<=X<4,243
good,4.0,1.0,>=7,419
bad,4.0,1.0,1<=X<4,429
good,4.0,1.0,unemployed,951
