V35,V38,class
-1.2524,0.147917,0
1.98209,0.186111,0
-0.235965,0.427083,0
4.67656,0.402778,0
7.97152,0.214583,0
3.19937,0.13125,0
1.11335,0.225,0
0.0416972,0.7,0
-2.4572,0.575,0
-6.53864,0.34375,0
8.84553,0.319444,0
2.28069,0.136111,0
0.849202,0.63125,0
7.02998,0.190625,0
0.00298157,0.61875,0
-3.52296,0.455556,0
2.28927,0.816667,0
-2.48935,0.4,0
-7.12009,0.111111,0
5.88728,0.341667,0
0.736075,0.55625,0
5.60779,0.425,0
-1.76129,0.116667,0
-0.680294,0.465625,0
4.71459,0.791667,0
4.54223,0.172222,0
-2.90738,0.233333,0
-6.94282,0.111111,0
0.307832,0.191667,0
-0.200714,0.119444,0
-7.85482,0.508333,0
-8.66765,0.55,0
3.52851,0.169444,0
1.12579,0.0694444,0
0.044149,0.175,0
3.19544,0.422222,0
5.17526,0.188889,0
1.90495,0.252778,0
10.2849,0.660417,0
7.24597,0.1625,0
9.31715,0.155556,0
-10.1806,0.247222,0
-3.71287,0.819444,0
4.23293,0.111111,0
2.7194,0.65,0
-2.99551,0.35625,0
-4.28637,0.76875,0
-1.92419,0.541667,0
-0.0457935,0.2125,0
1.08319,0.372222,0
1.28137,0.222222,0
-0.166918,0.633333,0
-1.61122,0.2625,0
-1.97933,0.95625,0
1.192,0.719444,0
-0.0844957,0.0888889,0
0.359413,0.105556,0
-7.00055,0.852083,0
11.9918,0.966667,0
0.888397,0.566667,0
31.5374,0.152778,0
-4.0092,0.322222,0
4.3595,0.435417,0
9.53862,0.396875,0
-2.42958,0.794444,0
-1.02462,0.7,0
4.69065,0.25,0
-2.34425,0.720833,0
-0.388726,0.25625,0
10.6085,0.922222,0
-1.57681,0.414583,0
1.12111,0.133333,0
10.0061,0.416667,0
2.61414,0.0479167,0
-1.20992,0.602778,0
11.3538,0.544444,0
-10.4431,0.775,0
-2.39487,0.275,0
-1.55639,0.0777778,0
22.6933,0.516667,0
-2.3245,0.341667,0
-10.835,0.180556,0
-0.237613,0.31875,0
3.42525,1.0,0
3.15685,0.0638889,0
-1.2855,0.180556,0
6.24315,0.341667,0
-22.2628,0.0583333,0
0.518788,0.338889,0
1.74358,0.125,0
1.41983,0.0888889,0
-6.28093,0.155556,0
-0.59397,0.402778,0
-2.2434,0.194444,0
-3.30598,0.164583,0
-9.46734,0.28125,0
-0.689267,0.259375,0
18.2214,0.463889,0
1.54041,0.266667,0
-0.77008,0.186111,0
0.585583,0.497222,0
1.62631,0.586111,0
0.875759,0.394444,0
-4.54366,0.627778,0
-2.70051,0.172222,0
-1.22408,0.255556,0
3.53146,0.702778,0
4.99455,0.580556,0
5.11181,0.111111,0
10.3909,0.602778,0
-3.70999,0.188889,0
-15.0832,0.522222,0
-6.94817,0.172222,0
-0.477046,0.208333,0
9.43825,0.197222,0
-0.342668,0.329167,0
5.40564,0.408333,0
-0.404912,0.3375,0
1.81271,0.555556,0
-0.7935,0.322222,0
-0.194521,0.275,0
1.23419,1.0,0
1.31807,0.291667,0
5.05806,0.447222,0
0.822291,0.661111,0
1.88911,0.708333,0
13.8155,0.0972222,0
0.358295,0.358333,0
0.0181899,0.895833,0
-10.7671,0.511111,0
-19.3717,0.297222,0
1.0117,0.602083,0
9.57494,0.220833,0
-0.794053,0.402778,0
0.199824,0.944444,0
-0.64837,0.736111,0
12.4725,0.225,0
-2.27136,0.163889,0
7.81709,0.383333,0
3.82228,0.683333,0
3.77436,0.144444,0
0.115482,0.158333,0
-1.27762,0.852778,0
4.49174,0.63125,0
7.69614,0.305556,0
0.244151,0.352778,0
9.28615,0.513889,0
3.81215,0.302778,0
0.194383,0.73125,0
3.03844,0.688889,0
0.00187441,0.494444,0
-5.58593,0.433333,0
0.228926,0.339583,0
3.69592,0.419444,0
-8.44509,0.344444,0
29.9666,0.122222,0
1.03895,0.0583333,0
-4.27292,0.7625,0
0.0109242,0.096875,0
2.09924,0.472222,0
-2.08618,0.81875,0
2.3591,0.802083,0
1.05807,0.35,0
0.263644,0.0805556,0
-0.653066,0.783333,0
0.14326,0.341667,0
2.18796,0.161111,0
1.58773,0.56875,0
6.46429,0.425,0
-0.830634,0.0944444,0
-9.48907,0.15,0
3.52942,0.166667,0
3.55796,0.5875,0
1.31898,0.163889,0
1.85639,0.45,0
-0.945426,0.254167,0
1.42712,0.208333,0
3.80971,0.297222,0
-0.747087,0.404167,0
10.0446,0.871875,0
-0.927957,0.922917,0
0.245626,0.325,0
-8.88136,0.880556,0
0.0692727,0.277778,0
-10.7192,0.358333,0
1.62853,0.291667,0
0.0354173,0.265625,0
23.3364,0.35,0
5.28317,0.2,0
-1.11778,0.540625,0
-5.31385,0.54375,0
3.0267,0.0805556,0
-3.75449,0.736111,0
-0.35777,0.152083,0
0.350385,0.225,0
-9.26677,0.241667,0
4.16705,0.269444,0
4.21908,0.147222,0
-13.0525,0.895833,0
-0.406612,0.95,0
8.41583,0.385417,0
0.797462,0.269444,0
0.442805,0.279167,0
1.28282,0.191667,0
0.0125223,0.163889,0
-15.2416,0.247222,0
-1.89031,0.491667,0
0.644026,0.972917,0
5.86847,0.286111,0
0.256116,0.102778,0
-0.617465,0.134375,0
-9.58313,0.397222,0
-1.41581,0.133333,0
1.59671,0.30625,0
-17.6252,0.35,0
0.410031,0.661111,0
-14.2681,0.241667,0
-0.590405,0.466667,0
-3.88812,0.497222,0
-0.0665049,0.280556,0
-4.75165,0.994444,0
5.00122,0.166667,0
-0.710677,0.69375,0
-1.03242,0.145833,0
-1.57449,0.258333,0
-1.86265,0.2125,0
2.25101,1.0,0
-10.1805,0.655556,0
0.591575,0.0527778,0
-4.48352,0.183333,0
0.501388,0.191667,0
-0.0532439,0.163889,0
4.77079,0.352778,0
-2.31939,0.416667,0
0.377255,0.277778,0
2.64263,0.297222,0
6.63094,0.222917,0
-8.12013,0.205556,0
-3.32204,0.458333,0
-2.48552,0.377778,0
4.03904,0.65,0
0.32945,0.280556,0
-3.21016,0.09375,0
1.77409,1.0,0
4.09303,0.308333,0
3.14742,0.305556,0
1.04423,0.772222,0
10.6149,0.344444,0
-2.64241,0.41875,0
-5.25742,0.425,0
0.475362,0.71875,0
-6.19566,0.35,0
0.0393547,0.616667,0
0.662829,1.0,0
4.41099,0.808333,0
2.30529,0.344444,0
-1.16524,0.38125,0
0.17638,0.255556,0
0.584514,0.408333,0
12.7143,0.889583,0
-4.62518,0.4,0
2.91074,0.861111,0
10.9973,0.205556,0
2.78076,0.365625,0
1.20684,0.233333,0
3.74118,0.202083,0
-13.6473,0.38125,0
-8.74602,0.444444,0
-3.48127,0.486111,0
-2.95281,0.619444,0
2.61463,0.305556,0
1.8054,0.866667,0
4.80502,0.325,0
-0.088955,0.522222,0
11.7931,0.654167,0
-0.0742693,0.560417,0
1.83879,0.75,0
0.0883054,0.633333,0
0.0842088,0.233333,0
-2.9546,0.302778,0
5.30016,0.465625,0
-3.21904,0.247917,0
-4.69723,0.255556,0
-0.522959,0.491667,0
11.5087,0.0555556,0
3.33938,0.416667,0
2.6435,0.2625,0
2.2278,0.216667,0
-1.12041,0.488889,0
8.29356,1.0,0
2.9231,0.258333,0
1.87699,0.302778,0
-6.80713,0.580556,0
2.54946,0.319444,0
-4.09422,1.0,0
5.18446,0.158333,0
-1.90721,0.746875,0
7.25698,0.0777778,0
-0.742855,0.216667,0
1.06691,0.447917,0
0.184241,0.5,0
3.71001,0.447222,0
-1.8346,0.333333,0
3.11218,0.294444,0
0.000730905,0.105556,0
-11.0142,0.258333,0
4.04834,0.0777778,0
-3.52308,0.244444,0
9.78365,0.103125,0
-0.271572,0.841667,0
1.71543,0.411111,0
9.97305,0.372222,0
2.65474,0.630556,0
5.80004,0.259375,0
2.27443,0.438889,0
-0.501572,0.60625,0
1.63423,0.116667,0
0.528257,0.710417,0
1.02691,0.158333,0
4.57366,0.214583,0
2.31151,0.802083,0
-0.603979,1.0,0
-12.1771,0.713889,0
-0.379935,0.508333,0
0.691023,0.647222,0
3.44532,0.447222,0
-2.38855,0.536111,0
6.75982,0.214583,0
1.88103,0.75,0
-0.750303,0.427083,0
-0.311414,0.0708333,0
17.7978,0.427083,0
-3.03477,0.18125,0
-0.0195949,0.261111,0
-0.0905207,0.477778,0
3.32129,0.0958333,0
-2.31018,0.4,0
6.48874,0.528125,0
5.42096,0.746875,0
-2.59051,0.111111,0
-3.82063,0.25,0
11.6373,0.308333,0
-2.78126,0.236111,0
-2.4111,0.922917,0
12.0822,0.0555556,0
-1.29557,0.458333,0
-6.27586,1.0,0
1.66317,0.627083,0
0.162569,0.252778,0
2.20955,0.319444,0
-1.29147,0.241667,0
6.57913,0.515625,0
3.58858,0.188889,0
-13.0869,0.31875,0
-8.72724,0.141667,0
-2.2336,0.8,0
-1.26279,0.352778,0
-2.99586,0.128125,0
-0.162254,0.939583,0
-0.334136,0.545833,0
4.73507,0.380556,0
-0.511598,0.213889,0
2.04387,0.152778,0
-0.376364,0.216667,0
-0.424792,0.0722222,0
-7.2804,0.230556,0
2.29382,0.225,0
1.36768,0.119444,0
0.0770163,0.416667,0
0.0164826,0.611111,0
0.964726,0.147222,0
-1.2722,0.4625,0
-6.47315,0.161111,0
-2.1653,0.872917,0
-2.26091,0.263889,0
5.36382,0.239583,0
2.71534,0.364583,0
-3.03986,0.55,0
-1.29143,0.266667,0
5.12317,0.444444,0
1.01194,0.313889,0
8.49071,0.166667,0
1.24666,0.847222,0
1.60677,0.555556,0
1.56086,0.211111,0
-7.89283,0.158333,0
1.77033,0.411111,0
1.79085,0.855556,0
2.09273,0.294444,0
0.783495,0.475,0
-4.89454,0.408333,0
-2.42608,0.827778,0
-4.03391,0.409375,0
1.89331,1.0,0
8.49205,0.427778,0
-1.12839,0.025,0
7.77943,0.452778,0
1.84667,0.0833333,0
1.28664,0.386111,0
0.975373,0.544444,0
4.841,0.102778,0
10.9079,0.18125,0
12.7629,0.158333,0
-1.26315,0.272222,0
0.509071,0.860417,0
1.12004,0.98125,0
-15.3617,0.5,0
-1.34703,0.175,0
5.39611,0.188889,0
-3.11525,0.114583,0
5.05866,1.0,0
-3.04767,0.977778,0
-2.2131,0.638889,0
9.92251,0.0527778,0
6.35531,0.179167,0
17.9532,0.430556,0
1.1761,0.1,0
5.93463,0.108333,0
-4.19671,0.258333,0
0.345801,0.530556,0
3.30245,0.322917,0
3.93345,1.0,0
-1.00679,0.0805556,0
14.4735,0.065625,0
-2.0432,0.838889,0
-1.34001,0.329167,0
-2.33244,0.2875,0
12.0754,0.075,0
0.44945,0.527083,0
2.21402,0.35,0
-0.52982,0.269444,0
22.6385,0.297222,0
-0.111262,0.202778,0
-29.119,0.244444,0
1.90842,0.244444,0
6.47044,0.15,0
-1.62831,0.40625,0
-2.38247,0.489583,0
-2.80855,0.366667,0
-1.65729,0.3625,0
10.3318,0.619444,0
-8.279,0.6625,0
-14.2073,0.183333,0
-17.4912,0.122222,0
13.7541,0.955556,0
2.69719,0.0611111,0
2.09361,0.316667,0
-2.67098,0.5625,0
2.10005,0.0277778,0
-4.67082,0.736111,0
-0.356834,0.188889,0
4.89758,0.216667,0
2.91606,0.252083,0
-2.52193,0.235417,0
-0.764754,0.172222,0
0.879521,0.522222,0
-4.08466,0.4,0
3.75738,0.536111,0
0.0730745,0.302778,0
-0.499334,0.35,0
4.16919,0.70625,0
1.19146,0.94375,0
8.0206,0.722222,0
3.43486,0.222222,0
1.23256,0.608333,0
5.13752,0.244444,0
-10.7379,0.520833,0
0.467277,0.0888889,0
4.20573,0.511111,0
-2.12705,0.366667,0
0.368766,0.185417,0
4.3658,0.289583,0
0.889009,0.716667,0
0.973809,0.730556,0
-0.0616874,0.369444,0
-1.09452,0.933333,0
1.81518,0.328125,0
-7.9564,0.265625,0
-1.58251,0.122222,0
0.452829,0.208333,0
1.62839,0.677778,0
-0.919764,0.191667,0
25.6447,0.34375,0
-6.06196,0.477778,0
1.18897,0.411111,0
-1.28394,0.125,0
17.2191,0.61875,0
0.329894,0.116667,0
0.494007,0.490625,0
11.8411,0.563889,0
-1.03349,0.325,0
1.87293,0.291667,0
0.316501,1.0,0
2.41687,0.634375,0
2.9536,0.438889,0
0.00107692,0.489583,0
-4.39228,0.334375,0
1.20655,0.544444,0
3.15725,0.838889,0
0.368574,0.558333,0
-2.91117,0.45,0
-0.513025,0.189583,0
-1.60984,0.41875,0
-0.71323,0.75,0
-1.58817,0.441667,0
14.3078,0.53125,0
1.31277,0.558333,0
-4.47693,0.55,0
3.96395,0.783333,0
-1.76533,0.133333,0
-0.00886697,0.180556,0
-1.54801,0.563889,0
-6.29074,1.0,0
-0.649515,0.5375,0
14.8298,0.491667,0
-9.06084,0.263889,0
-2.39337,0.419444,0
-0.288254,1.0,0
-1.20478,0.455556,0
-9.08475,0.991667,0
6.34566,0.85,0
-0.624804,0.555556,0
-0.21529,0.758333,0
0.0335186,0.466667,0
2.36649,0.802778,0
-2.11168,0.633333,0
1.36421,0.695833,0
3.3879,1.0,0
-2.46092,0.285417,0
4.2824,0.605556,0
2.30656,0.428125,0
-9.66484,0.922222,0
10.6434,0.304167,0
-1.47329,0.369444,0
-1.94006,0.261111,0
-1.04061,0.422917,0
-3.81406,0.141667,0
0.514265,0.280556,0
-3.07885,0.454167,0
0.580505,0.829167,0
-3.81025,0.344444,0
9.89426,0.2,0
-2.23821,0.302083,0
-0.99154,0.0722222,0
2.43644,0.402778,0
3.37136,0.360417,0
6.12337,0.533333,0
4.53524,0.238889,0
3.68196,0.386111,0
-0.214538,0.427083,0
0.484456,0.81875,0
6.48839,0.1125,0
10.7189,0.308333,0
-0.470438,0.647917,0
9.44926,0.147917,0
0.987634,0.430556,0
-0.992238,0.280556,0
25.1746,0.238889,0
-2.36482,0.244444,0
25.9742,0.647222,0
-3.8018,0.122222,0
1.6518,1.0,0
-8.82304,0.158333,0
7.0155,0.360417,0
6.25248,0.805556,0
2.24324,0.277778,0
4.39442,0.580556,0
2.63382,0.425,0
-3.28301,0.839583,0
-2.59699,0.455556,0
-0.158692,0.486111,0
1.39362,0.25625,0
1.36071,0.3875,0
-14.2278,0.614583,0
-1.0927,0.411111,0
-0.675647,0.191667,0
-3.09437,0.338889,0
4.52325,0.827778,0
-1.49854,0.819444,0
5.00817,0.491667,0
-6.94681,0.16875,0
-1.36618,0.4625,0
-1.65136,0.230556,0
9.73107,0.705556,0
-0.068506,0.6375,0
1.05551,0.744444,0
9.65533,0.24375,0
4.75221,0.258333,0
1.27503,0.319444,0
-3.55378,0.353125,0
20.7377,0.31875,0
5.75814,0.819444,0
-8.72879,0.261111,0
-1.71786,0.25,0
0.252067,0.227778,0
14.5409,0.0777778,0
2.85889,0.133333,0
4.32844,0.694444,0
0.449416,0.0916667,0
15.4742,0.102778,0
-1.62725,0.6,0
0.807361,0.666667,0
-1.20207,0.105556,0
8.79835,0.647917,0
0.16734,0.552083,0
0.890514,0.0805556,0
-0.378582,0.555556,0
1.84963,0.641667,0
0.354512,0.183333,0
-4.44413,0.609375,0
-1.13825,0.369444,0
5.0367,0.471875,0
-0.411404,0.0888889,0
9.13391,0.202778,0
0.0427533,0.314583,0
1.72443,0.477083,0
6.68174,0.0722222,0
-2.69455,0.675,0
-0.741449,0.252778,0
-5.65647,0.583333,0
4.16854,1.0,0
-0.0234871,0.122917,0
0.461316,0.1375,0
5.45903,0.822917,0
-0.847558,0.161111,0
6.41256,0.170833,0
9.11323,0.209375,0
-0.642693,0.822222,0
-0.00152194,0.561111,0
4.27426,0.372222,0
3.39099,0.455556,0
-7.90889,0.329167,0
0.566253,0.986111,0
0.128508,0.075,0
1.85776,0.211111,0
-0.284385,0.155556,0
-2.53217,0.877083,0
0.60411,0.219444,0
-1.22103,0.0944444,0
3.71057,0.116667,0
0.315374,1.0,0
-1.53548,0.663889,0
-0.67939,0.23125,0
-5.92795,0.540625,0
0.686972,0.391667,0
-6.47468,0.508333,0
7.2153,0.530556,0
7.03588,0.25625,0
-1.50825,0.583333,0
0.750257,0.152778,0
-1.17503,0.129167,0
7.49043,0.458333,0
0.838921,1.0,0
-1.60088,0.404167,0
5.78413,0.345833,0
-0.352154,0.329167,0
-0.941854,0.105556,0
-1.52864,0.75,0
1.19732,0.284375,0
1.10696,0.533333,0
8.49265,0.0361111,0
2.21649,0.885417,0
10.9175,0.25,0
3.72961,0.272222,0
-7.97057,0.241667,0
3.72062,0.125,0
1.08964,0.275,0
2.52371,0.316667,0
-0.119791,0.277778,0
1.66477,0.0888889,0
-0.765435,0.452778,0
-0.38042,0.6,0
-5.33608,0.935417,0
-0.538305,0.85625,0
0.239612,0.0958333,0
-7.79236,0.0972222,0
1.28797,0.766667,0
-0.103296,0.397222,0
3.52485,0.152778,0
-5.45338,0.258333,0
-2.98566,0.334375,0
0.245083,0.511111,0
2.18616,0.9,0
0.465597,0.330556,0
0.318267,0.202083,0
-7.9627,0.483333,0
-4.98346,0.25625,0
-0.679525,0.144444,0
0.875529,0.119444,0
3.18787,0.375,0
3.08067,0.169444,0
0.0756689,0.258333,0
3.73203,0.547222,0
-2.99188,0.202083,0
6.27303,0.511111,0
0.417578,0.230556,0
-0.127625,0.653125,0
8.33819,0.34375,0
-11.3101,0.2625,0
1.97727,0.427778,0
-1.55698,0.4375,0
0.0188126,0.895833,0
11.288,0.147222,0
-5.48551,0.425,0
0.0575194,1.0,0
3.10561,0.372222,0
-0.392427,0.204167,0
-8.39118,0.441667,0
-5.51395,0.105556,0
8.78383,0.23125,0
-0.993149,0.769444,0
1.72799,0.652778,0
6.28327,0.883333,0
9.22618,0.190625,0
2.46326,0.641667,0
1.49342,0.525,0
-1.85135,0.102778,0
-0.656753,1.0,0
0.111817,0.430556,0
-8.44458,0.536111,0
13.7357,0.144444,0
5.10567,0.572222,0
1.47663,0.302083,0
3.1687,0.0958333,0
5.72587,0.902083,0
5.0484,0.102778,0
0.70697,0.247222,0
-0.306231,0.469444,0
0.209998,1.0,0
-0.157644,0.18125,0
0.692938,0.15,0
4.57935,0.227083,0
9.68389,0.35,0
-0.341675,0.277083,0
-2.07257,0.294444,0
20.8275,0.252778,0
0.688216,0.525,0
-0.338958,0.260417,0
-7.60756,0.275,0
-4.188,0.719444,0
0.643639,0.30625,0
-2.72909,0.177083,0
-0.646474,0.219444,0
0.104595,0.283333,0
-1.06522,0.93125,0
3.72026,0.608333,0
-0.0430061,0.330556,0
0.160396,0.146875,0
-2.52056,0.0777778,0
4.80042,0.127778,0
-1.2288,0.144444,0
0.298646,0.122222,0
0.033279,0.775,0
11.1464,0.572222,0
1.65406,0.861111,0
4.41822,0.261111,0
0.595431,0.203125,0
15.86,0.358333,0
4.85076,0.355556,0
-0.658028,0.45,0
2.0621,0.477083,0
-4.02953,0.508333,0
-3.0245,0.327778,0
-7.55727,0.328125,0
-2.36579,0.222222,0
0.653598,0.136111,0
18.7937,0.383333,0
4.69017,0.630556,0
-7.35643,0.7,0
-0.258098,0.0916667,0
6.46065,0.172222,0
0.478068,0.302778,0
-1.35081,0.0791667,0
-0.219304,0.694444,0
0.166906,0.341667,0
4.01428,0.527083,0
1.41782,0.479167,0
0.782004,0.316667,0
-1.56641,0.183333,0
-8.85067,0.541667,0
3.90817,0.216667,0
-0.997394,0.353125,0
0.231972,0.733333,0
1.23287,0.319444,0
15.9513,0.594444,0
20.2567,0.244444,0
4.7432,0.190625,0
6.97092,0.280556,0
-0.122679,0.533333,0
8.96825,0.65625,0
-6.43824,0.413889,0
-8.77739,0.794444,0
6.43041,0.302083,0
3.57753,0.597917,0
-2.05963,0.347917,0
-2.97173,0.258333,0
8.93455,0.259375,0
-0.889977,0.88125,0
3.11128,0.134375,0
0.82243,0.589583,0
-1.34845,0.161111,0
-0.790114,0.147222,0
-0.492253,0.08125,0
-0.403889,0.1625,0
4.89989,0.488889,0
30.3913,0.2875,0
11.0949,0.230556,0
-2.7688,0.65,0
-4.76514,0.164583,0
-5.07409,0.341667,0
2.14002,0.952083,0
10.9935,0.247222,0
-4.80334,0.116667,0
35.7282,0.3875,0
7.7213,0.133333,0
-0.151694,0.280556,0
2.37575,0.88125,0
-4.686,0.454167,0
6.97231,0.2375,0
3.87119,0.05625,0
-0.503361,1.0,0
15.1154,0.114583,0
13.1866,0.283333,0
10.9766,0.08125,0
19.3141,0.25,0
-4.20743,0.333333,0
-0.0648044,0.275,0
-0.323085,0.727778,0
3.77963,1.0,0
-0.988681,0.14375,0
4.24036,0.58125,0
-0.872967,0.664583,0
1.7947,0.438889,0
1.27338,0.230556,0
0.132775,0.558333,0
-0.956934,0.703125,0
-0.141703,0.55,0
-12.8593,0.405556,0
-1.27443,0.513889,0
2.1168,0.125,0
-0.912484,0.0854167,0
-3.12803,0.2375,0
2.87372,0.786111,0
1.82613,0.0777778,0
2.33606,0.396875,0
-8.61379,0.386111,0
0.732756,0.216667,0
9.02978,0.184375,0
-0.263565,0.210417,0
-0.706975,0.544444,0
48.0769,0.286111,0
11.007,0.505556,0
0.855422,0.177778,0
-2.94585,0.794444,0
0.221526,0.185417,0
-2.20179,0.188889,0
1.98483,0.375,0
-3.32436,0.5,0
-1.09966,0.183333,0
-1.19396,0.620833,0
-0.712723,0.688889,0
4.22647,0.33125,0
0.619015,0.15,0
-1.82269,0.41875,0
0.360551,0.158333,0
1.87549,0.530556,0
0.46667,0.222222,0
-0.310982,0.733333,0
-1.02005,0.897917,0
0.59881,1.0,0
5.13378,0.291667,0
-15.0213,0.541667,0
-1.51461,1.0,0
-0.0974611,0.172917,0
5.65763,0.330556,0
0.036021,0.347222,0
0.849365,0.09375,0
0.605954,0.666667,0
4.27793,0.665625,0
-2.68885,0.222222,0
-0.562556,0.347222,0
0.456238,0.7375,0
1.34851,0.397222,0
13.6729,0.291667,0
12.2143,0.691667,0
2.21336,0.85,0
2.52008,0.234375,0
-0.600065,0.96875,0
23.4279,0.95625,0
-6.16064,0.258333,0
-0.238918,0.930556,0
-0.635795,0.55,0
-0.66709,0.119444,0
-2.94622,0.227778,0
-0.175677,0.155556,0
0.00247303,0.0777778,0
7.25321,0.08125,0
2.91633,0.627778,0
0.476561,0.383333,0
1.68254,0.241667,0
-8.03392,0.375,0
-2.76813,0.704167,0
8.55527,0.216667,0
-1.7288,0.758333,0
-4.03951,0.155556,0
3.08151,0.4625,0
2.14769,0.227778,0
0.439486,0.88125,0
1.24884,0.238889,0
6.06285,0.0791667,0
0.128207,0.647917,0
-0.0835655,0.480556,0
-15.9262,0.84375,0
1.13209,0.805556,0
5.03995,0.5375,0
0.907893,0.11875,0
8.1806,0.0972222,0
3.32266,0.247222,0
1.65213,0.472917,0
1.43608,0.686111,0
1.2236,1.0,0
-0.305197,0.436111,0
6.23825,0.245833,0
0.59606,0.138889,0
3.67014,0.56875,0
1.8169,0.466667,0
-9.58755,0.0861111,0
-0.921112,0.638889,0
2.27078,0.563889,0
-0.134485,0.338889,0
-11.8313,0.419444,0
1.33429,0.163889,0
-12.6917,0.244444,0
12.9291,0.80625,0
5.09731,0.158333,0
5.49322,0.927778,0
-2.52113,0.405556,0
-5.24053,0.325,0
2.14334,0.225,0
-13.3449,0.102778,0
-5.68809,0.910417,0
5.74302,0.713889,0
2.22085,0.370833,0
1.84268,0.180556,0
-7.24435,0.986111,0
20.0939,0.213889,0
6.8553,0.375,0
3.42532,0.394444,0
1.47326,0.228125,0
-0.106623,0.602778,0
2.11018,0.558333,0
0.470041,0.185417,0
1.23167,0.0583333,0
-2.34578,0.444444,0
-12.5993,0.690625,0
1.41931,0.208333,0
-0.326041,0.552778,0
-1.65238,0.383333,0
-8.34757,0.3,0
-2.00819,0.19375,0
-0.594314,0.488889,0
4.96322,0.20625,0
6.72161,0.56875,0
1.89015,0.0895833,0
11.8791,0.139583,0
-0.165156,0.0791667,0
4.8697,0.108333,0
-1.05835,0.55,0
-2.31058,0.294444,0
-8.12584,0.560417,0
6.90047,0.636111,0
0.230418,0.655556,0
-21.4552,0.255556,0
7.87829,0.263889,0
12.3689,0.130556,0
0.0317465,0.205556,0
-0.0582001,0.352083,0
6.62705,0.322222,0
1.42592,0.785417,0
-12.3229,0.552083,0
-7.63312,0.483333,0
-5.22675,0.15,0
-4.43795,0.308333,0
7.96061,0.396875,0
2.7955,0.861111,0
2.24102,0.54375,0
1.34304,0.322222,0
-3.98535,0.110417,0
3.32742,0.125,0
12.4803,0.41875,0
-13.9458,0.163889,0
-1.47785,0.135417,0
8.85162,0.23125,0
7.6737,0.622222,0
3.7604,0.361111,0
3.93713,0.220833,0
-0.930502,0.197222,0
-5.75053,0.68125,0
-0.432866,0.147917,0
-0.646902,0.288889,0
4.46754,0.810417,0
6.03603,0.40625,0
1.09648,0.916667,0
4.81611,0.978125,0
3.06826,0.222917,0
3.56784,0.496875,0
-0.426386,0.286111,0
5.31968,0.233333,0
-3.72397,0.394444,0
6.38147,0.4375,0
-0.975548,0.747917,0
4.54179,0.205556,0
3.65604,0.244444,0
3.75728,0.886111,0
-7.13667,0.322222,0
5.27804,0.308333,0
5.48823,0.530556,0
-1.39062,0.391667,0
0.13435,0.660417,0
-9.66792,0.372222,0
3.2987,0.222222,0
2.60669,0.458333,0
-4.7062,0.172222,0
-11.5401,0.436111,0
-0.883754,1.0,0
-5.63167,0.638889,0
60.8137,0.486111,0
-0.465942,0.186111,0
1.40403,0.894444,0
-0.586087,0.375,0
-1.50103,0.20625,0
19.7999,0.0444444,0
23.2651,0.26875,0
-1.99261,0.0861111,0
-1.94899,0.452083,0
0.306775,0.484375,0
-5.52629,0.0472222,0
10.8558,0.547917,0
-1.36551,1.0,0
7.15598,0.127778,0
-4.81205,0.872222,0
5.78221,0.566667,0
-1.65202,0.266667,0
3.22371,0.511111,0
0.463225,0.605556,0
-0.710931,0.227778,0
1.50008,0.53125,0
2.1056,0.610417,0
-1.64023,1.0,0
-0.163934,0.697222,0
10.7555,0.741667,0
-6.24727,0.761111,0
-2.81417,0.652778,0
-3.59776,0.4,0
11.3191,0.105556,0
-9.29689,0.235417,0
-1.96003,0.44375,0
-20.2249,1.0,0
2.38631,0.897222,0
3.66785,0.24375,0
2.74998,0.11875,0
3.53815,0.230556,0
2.58072,0.161111,0
-1.34268,0.205556,0
0.0737268,0.1625,0
1.41522,0.220833,0
-6.32105,0.711111,0
1.07019,0.188889,0
-5.99167,0.622222,0
-1.82074,0.641667,0
3.34538,0.6875,0
-3.80206,0.34375,0
-0.228608,0.3875,0
6.20101,0.155556,0
-2.46208,0.433333,0
-1.20409,0.961111,0
7.36011,0.302778,0
0.0171919,0.388889,0
5.48837,0.205556,0
-9.34153,0.422222,0
3.1941,0.485417,0
-4.06811,0.11875,0
-0.603918,0.791667,0
-0.911991,0.625,0
5.20863,0.397222,0
-1.16504,0.15,0
1.43982,0.375,0
1.49691,0.877083,0
-3.5402,0.425,0
0.328825,0.0861111,0
0.331163,0.439583,0
9.62108,0.690625,0
0.596303,0.519444,0
-5.31719,0.272222,0
-4.71761,0.352083,0
13.8797,0.352083,0
-5.89061,0.461111,0
7.5624,0.145833,0
1.98202,0.111111,0
-1.37003,0.370833,0
-1.10418,0.496875,0
-4.54238,0.134375,0
4.67465,0.25,0
-1.69338,0.355556,0
-1.56949,0.316667,0
2.66961,0.105556,0
-6.22249,0.136111,0
1.95094,0.459375,0
-5.27336,0.353125,0
-8.3273,0.377083,0
10.5929,0.7,0
6.34432,0.319444,0
8.53565,0.0791667,0
0.760974,0.366667,0
-8.04249,0.211111,0
1.85767,0.583333,0
-7.313,0.461111,0
11.7557,0.247222,0
-1.36287,0.244444,0
-6.12845,0.385417,0
12.2613,0.458333,0
0.221077,0.458333,0
2.83091,0.141667,0
1.21201,0.311111,0
0.418173,1.0,0
0.653591,0.197222,0
15.4369,0.271875,0
-2.29513,0.172222,0
-3.00273,0.0972222,0
