V1,V2,V3,V7,V8
0.104375,0.311111,0.820833,0.896866,0.0499556
0.325608,1.0,0.9875,0.843963,0.0322936
0.0969502,1.0,0.25,0.201544,0.0685847
0.0495544,0.705556,0.129167,0.0888549,0.0645802
0.331985,1.0,0.377083,0.355096,0.0234107
0.0429514,0.225,0.344444,0.284596,0.0573969
0.245712,1.0,0.277083,0.24819,0.0226807
0.0969965,0.8625,0.266667,0.205286,0.0723704
0.00938079,0.0791667,0.161111,0.135338,0.082665
0.0713657,0.33125,0.522222,0.410058,0.0475997
0.501453,0.7125,0.919444,0.793157,0.0114944
0.191887,0.991667,0.308333,0.2935,0.0462935
0.193032,0.691667,0.397917,0.342716,0.0210757
0.0115625,0.260417,0.0583333,0.0492403,0.131632
0.0253646,0.186111,0.189583,0.173192,0.0563541
0.0230093,0.19375,0.152778,0.129831,0.068662
0.112379,0.3,0.552778,0.470467,0.0294557
0.57364,1.0,0.610417,0.574218,0.0128827
0.0438773,0.164583,0.522222,0.525251,0.0584279
0.181962,0.658333,0.577778,0.530628,0.031581
0.668067,1.0,0.683333,0.668725,0.0125864
0.0942419,0.30625,0.630556,0.607555,0.0401597
0.15423,0.322222,0.739583,0.648443,0.0312559
0.136505,0.633333,0.410417,0.407846,0.0381974
0.0116782,0.244444,0.0729167,0.057474,0.0911794
0.322193,0.683333,0.641667,0.567346,0.0176381
0.274844,1.0,0.290625,0.275816,0.0267197
0.27434,1.0,0.3,0.275965,0.0244906
0.0427025,0.244444,0.216667,0.201371,0.0501423
0.0424653,0.722222,0.1,0.0844634,0.0774053
0.086985,0.41875,0.319444,0.294179,0.0387865
0.216794,1.0,0.361111,0.271516,0.0320325
0.496406,1.0,0.789583,0.773428,0.0272444
0.239855,0.877778,0.285417,0.275511,0.0211596
0.414538,1.0,0.55,0.480451,0.0324313
0.124149,0.172917,1.0,0.98806,0.039202
0.0773785,0.34375,0.305556,0.260529,0.0297659
0.787002,1.0,1.0,1.09443,0.0178978
0.0667187,0.91875,0.125,0.10252,0.0874317
0.760642,1.0,1.0,1.05286,0.0199332
0.055272,0.1875,0.552778,0.43075,0.0647053
0.020978,1.0,0.147222,0.115208,0.10869
0.0408623,0.25625,0.230556,0.179597,0.0446112
0.239329,0.438889,0.75625,0.726032,0.0252684
0.0373264,0.535417,0.102778,0.0800365,0.0843411
0.0575716,0.775,0.153125,0.107132,0.087753
0.0445023,0.370833,0.136111,0.127099,0.0550065
0.165492,0.336111,0.679167,0.54997,0.0296535
0.123993,0.839583,0.305556,0.222186,0.0409783
0.344242,0.570833,1.0,0.85552,0.0169118
0.502488,1.0,0.583333,0.535633,0.0129909
0.188513,0.6125,0.527778,0.385749,0.0250192
0.137116,0.472917,0.565625,0.475391,0.0375576
0.520514,1.0,0.802083,0.613712,0.0185113
0.100978,1.0,0.122222,0.105008,0.058628
0.020332,0.14375,0.1875,0.172307,0.0659622
0.684161,1.0,1.0,0.845771,0.0181606
0.0825289,0.779167,0.194444,0.145938,0.0570787
0.110845,0.320833,0.555556,0.511142,0.0300198
0.0859838,0.739583,0.230556,0.217167,0.0462377
0.0271296,0.445833,0.15,0.123741,0.0994027
0.0323495,0.28125,0.152778,0.139838,0.0568873
0.334317,1.0,1.0,0.942692,0.0307772
0.0264258,0.0729167,0.509375,0.433365,0.0896773
0.167734,0.409375,0.627083,0.464484,0.0257724
0.0786111,0.652778,0.23125,0.212161,0.041593
0.241528,1.0,0.447222,0.383911,0.0392707
0.251557,1.0,0.491667,0.566087,0.0472291
0.391696,1.0,0.54375,0.466506,0.0270666
0.52213,1.0,0.672222,0.547314,0.016991
0.0723495,0.633333,0.244444,0.195411,0.0519917
0.560949,1.0,0.7875,0.730975,0.0199212
0.0414699,0.316667,0.266667,0.190895,0.0512141
0.0218056,0.283333,0.0944444,0.0892523,0.0769639
0.0553877,0.175,0.505556,0.418427,0.0427333
0.0482407,0.3,0.208333,0.175594,0.0410269
0.472089,1.0,0.552778,0.488119,0.0164017
0.182645,1.0,0.272917,0.210964,0.0304807
0.0963773,0.2375,0.494444,0.442612,0.0295425
0.0244141,0.4375,0.1375,0.105436,0.1216
0.413242,1.0,0.5375,0.451688,0.0222138
0.00958333,0.0979167,0.128125,0.108114,0.0869565
0.129583,0.408333,0.880556,0.771874,0.0431851
0.0976273,0.289583,0.858333,0.71012,0.0561944
0.450255,1.0,0.558333,0.472417,0.0169271
0.0577662,0.241667,0.341667,0.286099,0.0434783
0.0161516,0.183333,0.144444,0.114197,0.0773916
0.153536,0.675,0.508333,0.511592,0.0477178
0.0389873,0.25,0.202778,0.172777,0.0498738
0.339034,1.0,0.377083,0.345886,0.0194077
0.159809,1.0,0.322222,0.243628,0.0483795
0.161632,1.0,0.291667,0.218338,0.0380952
0.059809,0.252083,0.363889,0.309695,0.0370585
0.206117,1.0,0.375,0.275276,0.0314457
0.0160938,0.120833,0.169444,0.145549,0.0697591
0.097581,0.660417,0.255556,0.209589,0.0383703
0.231991,1.0,0.613889,0.415188,0.0345241
0.129589,1.0,0.322222,0.295359,0.0672532
0.0114294,0.166667,0.116667,0.0801465,0.103797
0.906933,1.0,1.0,1.02747,0.0145101
0.0568171,0.660417,0.166667,0.13171,0.0690568
0.0106713,0.291667,0.05625,0.0522613,0.126356
0.455996,0.725,1.0,0.9836,0.0180608
0.359387,1.0,0.55,0.471417,0.0260539
0.0447975,0.497222,0.1875,0.133718,0.0564527
0.390584,1.0,0.735417,0.616193,0.0345221
0.193304,0.788889,0.291667,0.259858,0.0214651
0.0298206,0.4,0.141667,0.108115,0.0799534
0.0759259,1.0,0.222222,0.168722,0.0810976
0.0182118,0.483333,0.0770833,0.0597122,0.118526
0.148044,0.377083,0.744444,0.634117,0.0322492
0.194884,1.0,0.263889,0.236775,0.0331393
0.0306192,0.254167,0.161111,0.150015,0.0531091
0.0228472,0.283333,0.195833,0.168485,0.0845998
0.12316,0.827778,0.552083,0.548365,0.0593459
0.15184,0.497222,0.410417,0.37781,0.0247351
0.648009,1.0,1.0,0.936692,0.019531
0.415874,1.0,0.602778,0.497782,0.0183544
0.16179,1.0,0.371875,0.320832,0.0469196
0.604954,0.947917,0.969444,0.859702,0.0178503
0.290255,1.0,0.427778,0.37129,0.0260786
0.385937,1.0,0.477778,0.418208,0.0195981
0.0113542,0.10625,0.169444,0.150969,0.0942915
0.0531944,1.0,0.15,0.123037,0.0862707
0.444381,1.0,0.588889,0.571304,0.0238055
0.0844618,0.636111,0.2625,0.240272,0.0450839
0.0937442,1.0,0.154167,0.12557,0.0488919
0.719948,1.0,0.796875,0.75642,0.0232855
0.0871065,1.0,0.329167,0.230593,0.0844406
0.0144039,0.34375,0.102778,0.0896896,0.14544
0.00976852,0.127083,0.116667,0.0978134,0.0870853
0.287749,1.0,0.319444,0.292654,0.0234499
0.195064,1.0,0.314583,0.258993,0.024802
0.255156,1.0,0.308333,0.263243,0.0221134
0.184143,1.0,0.211111,0.186905,0.0345695
0.0122801,0.238889,0.110417,0.103535,0.113101
0.0459549,0.447917,0.366667,0.34467,0.0683793
0.247066,1.0,0.58125,0.43699,0.0361886
0.237442,1.0,0.341667,0.273958,0.0275896
0.208646,0.5875,0.522222,0.427438,0.0242691
0.0955845,0.29375,0.538889,0.434892,0.0301508
0.207743,1.0,0.280556,0.219058,0.0303917
0.107106,0.616667,0.302778,0.237809,0.0463583
0.0162211,0.204167,0.0888889,0.0832778,0.0813414
0.291001,1.0,0.297222,0.291241,0.0230287
0.250137,0.970833,0.503125,0.460799,0.0501028
0.23912,0.735417,0.597222,0.573678,0.0295741
0.0123669,0.158333,0.130556,0.112074,0.086102
0.718223,1.0,0.872917,0.801704,0.0110064
0.258935,1.0,0.404167,0.31889,0.0257912
0.477413,1.0,0.697917,0.574827,0.023613
0.406001,1.0,0.452083,0.411387,0.0158502
0.240145,0.633333,1.0,0.919725,0.034147
0.092691,1.0,0.120833,0.103576,0.0488856
0.0924884,0.55625,0.397222,0.274196,0.042235
0.175052,1.0,0.327083,0.25436,0.0317035
0.361042,1.0,0.459375,0.401205,0.0338286
0.188848,1.0,0.441667,0.343614,0.0405724
0.429408,1.0,1.0,0.805874,0.0228027
0.0629167,0.470833,0.26875,0.199031,0.0571192
0.0474595,0.294444,0.533333,0.47732,0.0713328
0.128345,0.875,0.205556,0.169833,0.045225
0.39963,1.0,0.469444,0.435399,0.0189122
0.1025,1.0,0.225,0.14747,0.060637
0.0085706,0.1125,0.1,0.0861973,0.0925051
0.520457,1.0,1.0,0.787235,0.0190471
0.0804225,0.370833,0.477778,0.359881,0.0392171
0.170978,1.0,0.283333,0.212274,0.0376037
0.317789,0.5625,0.694444,0.662627,0.0175365
0.0737789,0.530556,0.19375,0.164946,0.0385913
0.123235,0.461111,0.39375,0.391144,0.031275
0.11441,1.0,0.139583,0.117456,0.0415782
0.135735,0.336111,0.547917,0.515582,0.0283948
0.408681,1.0,0.416667,0.40883,0.0176721
0.462836,1.0,0.608333,0.564228,0.0261322
0.00703704,0.10625,0.0888889,0.0746506,0.109375
0.195338,0.879167,0.48125,0.345884,0.0361285
0.110428,0.4625,0.377778,0.309105,0.0353736
0.0780729,0.241667,0.580556,0.557707,0.0410644
0.0296701,0.270833,0.191667,0.16428,0.0600741
0.317415,0.920833,0.5125,0.422754,0.0218849
0.183623,1.0,0.285417,0.26975,0.0311692
0.237413,1.0,0.383333,0.310016,0.0292261
0.605723,1.0,0.636111,0.609311,0.0132704
0.118605,1.0,0.1625,0.134387,0.0429861
0.240231,1.0,0.425,0.329251,0.0293409
0.106586,0.219444,0.81875,0.73284,0.0451189
0.00170139,0.0416667,0.0583333,0.0506658,0.193878
0.045978,0.536111,0.158333,0.11259,0.0648206
0.0971123,0.945833,0.441667,0.313522,0.0714498
0.0651562,0.4,0.308333,0.247497,0.0402345
0.0947627,1.0,0.3,0.238543,0.0516031
0.345423,1.0,0.38125,0.350565,0.0219952
0.257685,1.0,0.89375,0.672889,0.0348994
0.251406,1.0,0.472222,0.383589,0.0463136
0.627367,1.0,0.779167,0.644288,0.013117
0.076263,1.0,0.1,0.0824373,0.0851972
0.294616,0.916667,0.596875,0.563857,0.0315117
0.14037,1.0,0.422222,0.336626,0.0809284
0.0455382,0.419444,0.158333,0.132259,0.0472741
0.0138947,0.3,0.0854167,0.0606911,0.104123
0.0234954,0.145833,0.208333,0.183046,0.0502463
0.117159,0.491667,0.708333,0.729621,0.0752285
0.0648242,1.0,0.15,0.120064,0.0833584
0.00632523,0.0520833,0.236111,0.220482,0.164684
0.458659,1.0,0.48125,0.459933,0.0176295
0.240347,1.0,0.488889,0.313294,0.0252336
0.0264005,0.183333,0.197917,0.153332,0.0600614
0.581204,1.0,0.666667,0.655686,0.0209893
0.290093,1.0,0.375,0.304911,0.0236395
0.563939,1.0,0.675,0.626146,0.0213343
0.13316,0.520833,0.413889,0.373841,0.0255106
0.0587695,0.379167,0.221875,0.188776,0.0479672
0.213848,1.0,0.236111,0.216028,0.0301464
0.145081,0.770833,0.391667,0.271423,0.0403271
0.220093,1.0,0.369444,0.27527,0.0296067
0.435758,1.0,0.619444,0.540789,0.0198011
0.0107176,0.0875,0.147222,0.131964,0.0799136
0.168757,1.0,0.325,0.237168,0.0319818
0.0272627,0.220833,0.252778,0.188495,0.0615581
0.0131713,0.147917,0.102778,0.0934149,0.0804042
0.211751,1.0,0.284375,0.230913,0.0343121
0.355891,0.872222,0.783333,0.6889,0.0229113
0.119647,0.633333,0.283333,0.238942,0.0321644
0.0825,0.402778,0.258333,0.235642,0.0313552
0.573084,1.0,0.758333,0.593438,0.0153894
0.0564525,0.833333,0.119444,0.0776326,0.0861097
0.00877315,0.2,0.0666667,0.0514218,0.104881
0.460232,1.0,0.533333,0.493153,0.0200181
0.520081,1.0,0.636111,0.55886,0.0152331
0.219759,1.0,0.253125,0.228002,0.031936
0.127841,1.0,0.364583,0.372163,0.0622878
0.399062,1.0,0.660417,0.601066,0.0170249
0.482572,1.0,0.6625,0.53838,0.0206549
0.141736,1.0,0.347917,0.301489,0.040748
0.0745718,1.0,0.219444,0.211732,0.104765
0.470006,1.0,0.533333,0.476897,0.0155386
0.304993,0.647917,0.55,0.530142,0.0185071
0.413513,0.816667,0.645833,0.656454,0.0160521
0.0536227,0.352083,0.216667,0.176839,0.0512627
0.70059,0.99375,0.744444,0.712407,0.0120599
0.113889,1.0,0.208333,0.161798,0.0547764
0.17515,1.0,0.225,0.188027,0.0345602
0.211198,1.0,0.266667,0.214989,0.0257296
0.0570775,0.4,0.2,0.187707,0.0415695
0.235243,1.0,0.352778,0.272965,0.0295449
0.635295,0.88125,1.0,0.862364,0.0128622
0.0368403,0.530556,0.18125,0.132327,0.0791706
0.737402,1.0,0.8625,0.83649,0.0180344
0.162396,0.8,0.311111,0.294203,0.0337823
0.468314,1.0,0.539583,0.507851,0.0206025
0.011522,0.0708333,0.230556,0.210008,0.0919136
0.371314,1.0,0.533333,0.488643,0.0227545
0.295353,1.0,0.414583,0.381866,0.0328193
0.012419,0.241667,0.1125,0.092867,0.10205
0.0173763,0.20625,0.14375,0.121581,0.0779318
0.285527,1.0,0.295833,0.28625,0.0199842
0.0931366,1.0,0.114583,0.102934,0.0500186
0.278125,1.0,0.494444,0.398409,0.0365793
0.376973,1.0,0.411111,0.379728,0.0190049
0.223536,0.994444,0.320833,0.25996,0.0255262
0.0612037,0.277083,0.355556,0.288999,0.0412254
0.0925391,0.925,0.225,0.185308,0.0695089
0.0182234,0.6625,0.116667,0.0941228,0.204509
0.270179,1.0,0.408333,0.324621,0.0247821
0.0346296,0.625,0.183333,0.136222,0.100434
0.664288,1.0,0.839583,0.789055,0.0177543
0.118414,0.425,0.363889,0.314526,0.0276122
0.576331,1.0,0.985417,0.814651,0.0197108
0.0893403,0.291667,0.45625,0.398305,0.0338127
0.119994,0.341667,0.572917,0.522414,0.0337111
0.0942419,0.597917,0.194444,0.171951,0.0374578
0.0882755,0.560417,0.252778,0.216588,0.0350728
0.0812891,0.525,0.396875,0.299581,0.0487746
0.155121,1.0,0.28125,0.219554,0.0348069
0.280995,1.0,0.327778,0.292545,0.025311
0.0797721,0.38125,0.295833,0.242869,0.0338693
0.168472,1.0,0.495833,0.436695,0.0350714
0.105064,0.422222,0.314583,0.268143,0.0283668
0.0235287,0.0833333,0.403125,0.363971,0.0747095
0.154358,1.0,0.208333,0.174221,0.0322423
0.132928,0.233333,0.805556,0.709659,0.0303875
0.393779,1.0,0.416667,0.394468,0.0184437
0.148287,0.860417,0.397222,0.312399,0.0394162
0.33401,1.0,0.410417,0.368551,0.0220039
0.264037,1.0,0.66875,0.503407,0.0342983
0.697373,1.0,0.711111,0.697426,0.0121322
0.0526678,0.2375,0.463889,0.304452,0.048676
0.689531,1.0,1.0,1.00191,0.0209566
0.0735937,0.8875,0.172222,0.118855,0.0687269
0.0782581,0.3125,0.344444,0.307946,0.035569
0.0441602,0.61875,0.0979167,0.0801064,0.0673743
0.0127662,1.0,0.0145833,0.0131881,0.330916
0.0953704,0.5,0.216667,0.199293,0.0296116
0.62989,1.0,0.8125,0.769304,0.0173825
0.00435764,0.04375,0.155556,0.147075,0.160691
0.0792535,0.491667,0.233333,0.195779,0.0405988
0.0292904,0.164583,0.378125,0.260469,0.0733496
0.00668403,0.075,0.133333,0.113029,0.122078
0.0259086,0.994444,0.06875,0.0481911,0.136699
0.159236,1.0,0.330556,0.243056,0.040849
0.0153877,0.0770833,0.241667,0.237472,0.0838661
0.0820602,1.0,0.127083,0.0963749,0.0592384
0.00537037,0.1875,0.0694444,0.060128,0.197198
0.219919,1.0,0.286111,0.256827,0.0300247
0.317442,1.0,0.50625,0.470376,0.0285667
0.0261921,0.15,0.397222,0.357118,0.0826337
0.1725,0.745833,0.388889,0.31348,0.027912
0.534303,1.0,0.565625,0.53538,0.0157672
0.272008,1.0,0.302778,0.279732,0.0243389
0.0392245,0.158333,0.322222,0.277333,0.04072
0.0349421,0.2,0.527778,0.463772,0.0806559
0.209352,1.0,0.575,0.408814,0.0496738
0.0653877,0.90625,0.15,0.105061,0.0834587
0.896638,1.0,1.0,0.952771,0.0114626
0.0429622,0.36875,0.3,0.249791,0.0612214
0.0582465,0.588889,0.36875,0.373735,0.0694486
0.558958,1.0,0.933333,0.816395,0.0192156
0.104444,0.288889,0.45625,0.375077,0.0311946
0.033912,0.677083,0.183333,0.174119,0.0856655
0.762824,1.0,0.863889,0.767587,0.0115085
0.014647,0.208333,0.09375,0.0793212,0.0715132
0.332182,0.8875,0.761111,0.575297,0.0308183
0.131693,0.7875,0.253125,0.200583,0.0412794
0.0337095,0.179167,0.213889,0.199146,0.047382
0.0459201,0.289583,0.286111,0.283313,0.063012
0.348218,1.0,0.369444,0.35263,0.0202586
0.340411,0.702083,0.663889,0.563915,0.0156911
0.150689,0.408333,0.505556,0.459545,0.0241945
0.0292535,0.23125,0.25,0.158405,0.0644906
0.157044,0.389583,0.965625,0.903935,0.0407097
0.00675926,0.102083,0.111111,0.0863303,0.116438
0.807691,1.0,0.983333,0.891296,0.0160351
0.145226,0.272917,0.725,0.65321,0.0277346
0.0209086,1.0,0.102778,0.0725397,0.127872
0.110683,1.0,0.14375,0.113767,0.042403
0.390677,1.0,0.672222,0.596269,0.0258336
0.00193866,0.025,0.0944444,0.089055,0.229851
0.128067,0.783333,0.35,0.268514,0.0296882
0.266842,1.0,0.540625,0.505439,0.0396711
0.254815,1.0,0.277778,0.258609,0.0261401
0.224149,0.527778,0.81875,0.614964,0.0319108
0.0752546,1.0,0.136111,0.118527,0.0729006
0.155608,0.979167,0.25,0.19213,0.0409461
0.110741,1.0,0.197222,0.136759,0.0539298
0.332581,1.0,0.466667,0.438903,0.0360188
0.0387384,0.3375,0.175,0.124976,0.0560203
0.444334,1.0,0.572222,0.509078,0.0219325
0.0345486,0.158333,0.344444,0.360416,0.059799
0.468686,1.0,1.0,1.06936,0.0243613
0.247448,0.685417,0.594444,0.558867,0.0248369
0.0105093,0.108333,0.116667,0.103757,0.0864537
0.2689,1.0,0.316667,0.281898,0.026557
0.167569,1.0,0.672917,0.7099,0.0617489
0.0529167,0.222917,0.35625,0.342465,0.0446604
0.216099,0.9375,0.558333,0.396043,0.0349205
0.389863,1.0,0.43125,0.401705,0.0202395
0.0884954,0.345833,0.352778,0.276574,0.0343317
0.0758854,1.0,0.13125,0.092848,0.0583391
0.0670428,0.35,0.247222,0.214087,0.0347864
0.00808449,0.1,0.166667,0.136761,0.120973
0.507564,1.0,0.588889,0.537147,0.0186644
0.119086,1.0,0.35,0.259726,0.0390708
0.137824,1.0,0.255556,0.200264,0.0636547
0.311464,0.864583,0.480556,0.437725,0.0179112
0.22713,0.752778,0.416667,0.359371,0.0195934
0.0585185,0.380556,0.3625,0.286419,0.0540941
0.115405,0.410417,0.438889,0.436962,0.038261
0.0680729,0.794444,0.222917,0.170486,0.0594236
0.129068,0.977083,0.166667,0.149707,0.046227
0.110457,0.983333,0.305556,0.2485,0.0553256
0.565914,1.0,0.666667,0.583535,0.0145618
0.256736,1.0,0.272222,0.257716,0.0255613
0.136319,0.511111,0.295833,0.27445,0.0261504
0.0158044,0.0833333,0.260417,0.219238,0.104357
0.15474,0.81875,0.322222,0.241158,0.0320506
0.0236169,0.252778,0.210417,0.21745,0.0720412
0.0535359,0.366667,0.220833,0.192965,0.0418333
0.0550694,0.14375,0.588889,0.52542,0.0606347
0.22158,0.595833,0.552778,0.555835,0.0333516
0.141412,0.35,0.775,0.604817,0.0359715
0.564502,0.833333,1.0,0.971981,0.0169766
0.0248958,0.3875,0.10625,0.0788628,0.100941
0.0791471,0.24375,0.51875,0.40233,0.0325738
0.252598,1.0,0.558333,0.4851,0.0311806
0.220903,1.0,0.35625,0.275442,0.0278738
0.112766,0.475,0.322917,0.280044,0.029457
0.0937211,0.416667,0.419444,0.337571,0.0322322
0.0476794,1.0,0.169444,0.144821,0.0609297
0.353617,1.0,0.463889,0.390851,0.021864
0.0368576,0.795833,0.0833333,0.0574573,0.12027
0.29103,1.0,0.341667,0.297269,0.0229867
0.00726273,0.0791667,0.111111,0.102801,0.102789
0.122147,0.389583,0.916667,0.898197,0.0489411
0.00719907,0.03125,0.286111,0.282132,0.176045
0.316742,1.0,0.6,0.466745,0.0284472
0.239109,1.0,0.497222,0.465813,0.0417252
0.0385417,1.0,0.0888889,0.0704495,0.0981982
0.387049,1.0,0.494444,0.429002,0.0204838
0.164805,0.860417,0.2875,0.231528,0.0380422
0.913339,1.0,0.95,0.913928,0.0103342
0.0333275,0.213889,0.233333,0.204207,0.0621636
0.0750752,1.0,0.147917,0.0971264,0.0616665
0.213871,1.0,0.288889,0.263905,0.0370972
0.317292,1.0,0.936111,0.892727,0.0315897
0.561302,1.0,0.691667,0.57741,0.0135371
0.142535,0.480556,0.5,0.402828,0.0256598
0.00279514,0.0458333,0.0722222,0.0673838,0.15942
0.628183,1.0,0.738889,0.662548,0.0128236
0.574514,1.0,0.814583,0.630073,0.013538
0.0537442,0.1125,0.55,0.505693,0.0479164
0.25651,0.99375,0.763889,0.524982,0.0272758
0.700457,1.0,0.825,0.824493,0.0186717
0.0378581,0.154167,0.3625,0.315834,0.0539983
0.255185,1.0,0.394444,0.296505,0.0268505
0.033831,0.586111,0.10625,0.0825128,0.0850154
0.239757,1.0,0.416667,0.309847,0.0320541
0.0486863,0.24375,0.247222,0.228839,0.0439796
0.0844155,1.0,0.291667,0.227139,0.0923425
0.461134,1.0,0.6,0.516211,0.0234928
0.304774,0.941667,0.919444,0.663005,0.0250261
0.270336,0.766667,0.538889,0.519614,0.0265231
0.167506,1.0,0.24375,0.187479,0.0302297
0.352569,1.0,0.480556,0.428642,0.0271486
0.1293,0.288889,0.539583,0.495891,0.0290919
0.0533276,0.289583,0.263889,0.220423,0.0498101
0.444444,1.0,0.466667,0.447184,0.0164583
0.332928,0.91875,0.627778,0.497742,0.0229098
0.28184,1.0,0.458333,0.412097,0.0252556
0.0338715,0.15,0.347222,0.318816,0.0609944
0.380104,1.0,0.419444,0.397361,0.0244055
0.0731019,0.7375,0.352778,0.278701,0.0584231
0.414734,0.75625,0.905556,0.777749,0.0152374
0.169245,0.760417,0.384375,0.337912,0.0340822
0.151597,1.0,0.175,0.155496,0.0329058
0.539821,1.0,0.70625,0.638099,0.0188248
0.20293,1.0,0.275,0.240032,0.0348733
0.308802,1.0,0.40625,0.36925,0.0232122
0.375405,1.0,0.686111,0.533705,0.0268229
0.0456424,0.277083,0.225,0.214829,0.0432357
0.186354,0.88125,0.325,0.301945,0.0342719
0.0138657,0.261111,0.10625,0.0967116,0.103506
0.0105035,0.0604167,0.236111,0.22167,0.105785
0.184734,0.7375,0.841667,0.766975,0.0419773
0.410093,1.0,0.436111,0.412653,0.0178652
0.24283,1.0,0.547222,0.458857,0.0355568
0.48956,1.0,0.622222,0.544286,0.019268
0.723293,1.0,0.802083,0.73092,0.0114174
0.222893,1.0,0.608333,0.642345,0.0493042
0.0923568,0.385417,0.31875,0.260148,0.0341886
0.341667,1.0,0.483333,0.474195,0.0291497
0.0721419,0.30625,0.290625,0.250777,0.037993
0.0663426,0.336111,0.433333,0.339879,0.0488486
0.0363889,0.59375,0.219444,0.195453,0.122455
0.0903877,0.391667,0.3375,0.28064,0.0317562
0.260845,1.0,0.325,0.284768,0.0279762
0.00556713,0.0708333,0.163889,0.150624,0.140333
0.172066,1.0,0.280556,0.202353,0.0355161
0.0591146,0.266667,0.38125,0.324206,0.046696
0.0281308,0.172917,0.186111,0.16827,0.0524583
0.225116,1.0,0.266667,0.237211,0.0301028
0.388258,0.995833,0.416667,0.394158,0.0182737
0.241626,1.0,0.316667,0.257194,0.0274711
0.0892187,0.777083,0.152778,0.129596,0.0515016
0.336134,1.0,0.410417,0.398614,0.0226913
0.280521,1.0,0.45625,0.371871,0.0282007
0.027419,0.210417,0.211111,0.179214,0.0605741
0.410897,1.0,0.597222,0.549996,0.021154
0.0867535,0.5625,0.244444,0.188958,0.0420919
0.0544097,0.413889,0.183333,0.144723,0.0436077
0.320029,1.0,0.533333,0.550137,0.0359306
0.195012,1.0,0.28125,0.241161,0.0293786
0.229468,0.804167,0.425,0.391574,0.0291284
0.497164,1.0,0.783333,0.697226,0.0262833
0.143345,0.804167,0.391667,0.281684,0.0618894
0.184468,1.0,0.433333,0.400501,0.04323
0.168893,0.816667,0.375,0.29525,0.0367358
0.408009,1.0,0.508333,0.447187,0.0223817
0.399456,1.0,0.475,0.423464,0.0190073
0.185306,0.88125,0.409375,0.299662,0.0328848
0.0112674,0.1,0.122917,0.122209,0.0888546
0.312662,1.0,0.475,0.392004,0.0224698
0.312344,1.0,0.375,0.339172,0.0247207
0.655174,1.0,0.672222,0.65621,0.0125603
0.362147,0.786111,0.904167,0.72716,0.0174819
0.51871,0.997917,0.647222,0.551715,0.0156862
0.658362,0.989583,0.688889,0.668555,0.0124291
0.977876,1.0,0.997222,0.985368,0.00979423
0.151736,0.402778,0.808333,0.806737,0.0367658
0.104694,0.65625,0.23125,0.179741,0.0427834
0.0432176,0.958333,0.0805556,0.0607736,0.123192
0.0339525,0.789583,0.180556,0.144046,0.106017
0.155573,1.0,0.179167,0.158941,0.0310977
0.449948,1.0,0.494444,0.455262,0.0167072
0.170527,0.733333,0.283333,0.243292,0.0286761
0.628322,1.0,1.0,1.04587,0.0251994
0.276647,1.0,0.425,0.39534,0.0273692
0.395382,1.0,0.4,0.395464,0.0181494
0.0869097,0.541667,0.236111,0.202448,0.0393528
0.407477,1.0,1.0,0.810719,0.0287593
0.126227,0.5375,0.355556,0.31634,0.0303503
0.142488,0.689583,0.388889,0.294389,0.0310698
0.00509115,0.05,0.140625,0.13378,0.140665
0.0127488,0.0770833,0.319444,0.264923,0.107581
0.177714,1.0,0.225,0.182236,0.0296981
0.143785,1.0,0.179167,0.162297,0.0319971
0.584433,1.0,0.686111,0.611831,0.0153976
0.78121,1.0,0.894444,0.816804,0.0118969
0.211059,1.0,0.261111,0.236998,0.0292287
0.150703,1.0,0.178125,0.154481,0.0453171
0.221753,1.0,0.372917,0.311209,0.0396409
0.0630078,0.885417,0.153125,0.116626,0.0936144
0.0499248,0.479167,0.161111,0.138105,0.0630578
0.0788346,0.7125,0.365625,0.263327,0.0787018
0.058737,0.247917,0.378125,0.297154,0.0468854
0.0318866,0.433333,0.158333,0.101489,0.0854809
0.27162,1.0,0.56875,0.453695,0.0226266
0.0233203,0.360417,0.15,0.114995,0.100223
0.108877,0.645833,0.3,0.226298,0.0385883
0.0113252,0.230556,0.0708333,0.0608854,0.0919775
0.35776,1.0,0.475,0.418482,0.0289869
0.351887,1.0,0.458333,0.388892,0.0199651
0.54121,1.0,0.795833,0.79388,0.0213
0.0821065,0.869444,0.202083,0.170695,0.051029
0.418223,1.0,0.571875,0.477755,0.0260122
0.309392,1.0,0.563889,0.576676,0.0343789
0.0416377,0.727083,0.155556,0.132995,0.117999
0.22974,1.0,0.329167,0.282573,0.0289932
0.0454362,0.8,0.28125,0.224349,0.10331
0.234838,1.0,0.385417,0.330797,0.0266387
0.10239,1.0,0.1375,0.108351,0.0458373
0.158142,1.0,0.25,0.213533,0.0418634
0.443802,0.995833,0.508333,0.454926,0.0168082
0.201262,0.514583,0.808333,0.707564,0.0256196
0.144497,1.0,0.2,0.173041,0.0425327
0.176126,0.664583,0.35,0.328275,0.0282039
0.227526,1.0,0.446875,0.327526,0.035653
0.300521,1.0,0.616667,0.505471,0.0378009
0.0542593,0.508333,0.144444,0.13516,0.0615401
0.0470949,0.316667,0.288889,0.235673,0.0541902
0.289466,0.946875,0.8125,0.65921,0.0457694
0.192824,1.0,0.3,0.227773,0.0364046
0.479178,1.0,0.686111,0.528351,0.0162919
0.637488,1.0,1.0,1.00542,0.0339422
0.205486,0.910417,0.413889,0.316588,0.036696
