jannis/table10.V20,jannis/table10.V21,jannis/table10.V23,jannis/table10.V24
1.15469,-8.91064,1.42871,4.73057
31.739,10.7474,22.8898,10.7984
3.18528,10.1084,1.4748,3.25487
2.91005,5.52691,3.28715,6.34208
-1.04349,5.92332,0.996665,1.72971
0.79519,-6.38079,1.82201,4.03893
0.994038,7.88177,0.706785,2.32252
11.0071,19.0808,3.74358,3.13553
7.76193,17.2083,5.65875,7.23405
-0.625102,4.29548,3.17247,4.35879
1.86276,2.6821,5.25202,4.89125
-4.26031,22.2636,3.43893,10.1167
2.83489,7.24698,2.3592,3.76804
-7.76792,-20.058,1.1582,1.98118
0.699372,3.82075,5.18529,8.75811
-8.63806,25.6987,7.0407,6.49399
0.0770163,19.5883,5.658,5.64161
0.331668,0.929919,3.51043,3.98876
0.996762,8.35622,1.42451,4.23825
-0.448699,-9.34071,0.707954,1.59285
0.357073,-1.46246,1.04358,3.30427
0.353298,-0.15112,0.522639,0.373698
-3.04126,11.2038,2.56626,5.52513
1.78099,7.99101,1.11381,3.49349
12.2491,-0.827354,19.3185,12.1956
1.11616,7.95395,0.547471,2.13487
-0.578032,-0.425599,0.426233,1.18356
6.0211,6.69521,2.79928,3.23063
-1.49879,16.6607,0.61202,1.29409
-0.896436,-6.55886,4.80306,6.27847
-1.20631,-5.34714,1.4542,1.79408
0.0154548,13.7713,2.76385,6.63823
-3.72164,-9.68722,1.65172,2.36691
-0.900824,-8.84245,0.836819,2.32848
0.010112,-2.31367,1.00961,1.72728
0.693993,5.12965,2.6426,2.14219
2.41141,6.87011,8.33458,13.1217
2.43665,14.9599,3.74584,6.78519
-4.42013,12.1916,6.08859,11.0254
-3.17034,-14.5109,0.799384,3.87179
3.90273,-5.06624,5.78377,4.68526
0.410637,2.35913,1.42359,3.14579
6.24589,17.5729,2.09901,6.72079
-13.0929,21.0211,15.0745,12.0753
3.78466,9.38753,1.17867,1.43252
-0.272652,4.71368,1.09973,2.28168
3.26335,7.88685,2.49882,6.65718
-1.13105,0.880904,8.22699,3.70864
-7.91595,15.4504,10.3565,13.3066
-1.09168,-5.78843,1.75357,7.55382
-0.782635,2.46745,2.36623,5.16659
-1.06842,-9.1745,0.563713,2.53799
-6.87825,26.3588,3.50978,6.979
-0.498823,1.07834,3.98048,2.13736
-6.3544,-3.66369,2.19052,1.78184
14.8697,6.43738,9.36974,8.25891
-0.268938,1.45199,1.92125,4.85221
3.63844,9.36258,1.56373,3.23203
-0.700487,3.88101,0.605558,1.25764
-4.39196,16.0497,2.57852,5.21243
6.09907,4.63103,6.31478,8.35782
1.82601,11.2949,2.78118,3.60138
12.6711,9.19618,8.58712,2.20784
7.84629,15.7153,8.0956,7.4206
3.51122,0.543896,14.1139,16.4681
-0.669572,0.373487,0.674137,1.11591
9.65533,20.3991,3.97481,7.15239
1.1905,6.56821,2.16328,3.03411
-7.97806,10.6349,3.08652,4.64017
-0.518319,2.02819,1.44909,3.7569
0.455583,-0.356498,0.367049,1.15388
-0.103839,-4.20393,1.76947,3.63333
0.942853,-7.28784,2.97813,6.58498
-1.4258,0.664706,2.48018,5.9988
-0.87239,0.862049,0.801198,1.09029
-11.7531,31.8873,4.56772,11.085
-6.01131,-7.04718,3.11193,3.3007
-0.276577,-21.9859,5.20257,6.93962
-0.259448,-4.65477,0.592204,1.89102
-2.96028,-7.61387,4.36227,6.89382
1.21376,-6.57002,0.618201,3.94216
-4.17991,41.3202,6.38831,10.2434
-4.60559,-6.51523,2.78832,4.17625
0.392705,4.22102,1.99035,3.96966
2.8815,1.34983,1.79888,2.53849
1.99137,8.61192,3.69312,5.26957
2.2231,2.19722,3.33698,5.56265
0.422719,12.8987,1.8833,3.09067
6.40987,-6.82793,9.56092,13.8131
2.88582,9.00251,1.63084,2.31419
2.62601,11.5236,2.01734,5.01256
0.482375,0.737579,2.26705,2.5579
2.57223,4.52972,2.93616,2.43069
7.45929,-2.62029,3.69759,5.22491
0.810442,-0.104756,6.64687,3.22373
-0.481879,0.681685,0.422343,0.663166
0.540564,0.689207,2.35253,2.73128
3.93444,12.3287,8.77742,10.3465
-1.12361,25.3999,1.72132,6.50959
1.93785,2.09656,1.26092,3.37247
-3.52061,12.6596,3.804,12.2262
-1.74002,1.35813,3.94236,6.44856
-1.20813,-0.192786,1.16748,1.5602
-4.0998,-3.28972,2.95794,3.78966
-4.83296,-6.87733,3.0259,4.4083
-3.21016,2.72064,2.2089,4.15798
7.69617,1.29608,12.7851,8.50086
7.15554,-1.0406,1.91369,1.43969
26.6804,29.0976,9.19336,10.042
1.91545,13.9848,5.843,5.44001
2.76448,-0.101738,7.41549,6.78976
-11.9067,16.4322,3.21727,5.625
-1.35971,14.0213,3.50491,5.63753
3.41266,7.22755,5.45759,9.55626
4.069,10.1395,2.66814,6.20881
10.1245,-0.0339085,14.099,11.8658
-0.433671,-6.94639,0.974024,2.84081
8.29958,21.8051,5.07252,14.2943
5.60914,11.9401,2.68257,4.38976
-0.764309,-1.18897,0.657271,0.996374
3.65892,2.79853,2.13198,2.78913
0.971068,4.49178,1.6862,4.69442
-6.10489,-6.25357,2.60319,6.84399
1.61809,8.55739,0.768235,2.04248
10.659,22.9367,4.20209,8.06894
-2.04744,6.15681,0.961897,2.18749
30.7843,6.59614,13.6661,9.06695
-5.36762,-10.932,1.02526,2.4011
-1.29771,-1.67244,1.0578,1.24001
-1.12893,2.02302,2.01433,4.05712
2.19983,10.336,1.92078,5.77117
5.53671,13.8684,3.65908,10.4483
5.0146,1.37859,1.87387,1.32554
-4.41918,7.73444,4.36191,6.38134
0.552873,5.76555,2.18308,6.9553
4.17584,17.2822,2.0079,7.23761
-8.1679,25.9419,1.59028,2.04899
4.21243,11.1302,1.17017,2.00221
-6.08241,-11.5264,4.40207,5.04564
1.0129,22.9881,8.58867,14.2753
1.13942,24.1633,1.88859,9.86195
0.193633,0.401114,0.815726,1.48709
0.520112,6.76671,3.21193,2.97419
0.334305,-0.0930612,0.196744,0.234972
6.02903,6.74661,9.39035,17.547
-0.957413,1.27519,0.667514,0.782109
3.48059,-4.80284,3.19649,4.0083
-5.19554,-14.7716,2.97752,4.60163
-2.82431,0.296513,3.86601,3.67224
3.35712,-7.2593,3.53606,2.51876
-6.41121,7.83611,3.54121,5.97121
2.15299,7.009,2.28569,2.35281
0.177923,5.61518,1.86962,3.1112
-1.23803,1.68907,0.758479,1.11707
4.7255,25.5643,1.41908,4.05879
-3.42411,-12.0238,0.818785,1.85368
1.32173,-1.60455,3.23932,3.25267
0.966174,10.8127,3.46827,7.88336
-0.0254935,12.8774,0.93796,1.55304
1.57515,6.21236,0.384144,1.02155
0.650517,4.84371,0.868055,1.53704
13.8148,4.36626,7.97384,8.71259
-7.80818,21.8018,6.27191,12.7528
11.6372,-10.6632,8.75803,13.0127
1.79085,2.00763,2.91602,3.62612
-7.40502,17.9691,5.0579,11.7436
-2.81761,6.82907,2.01568,6.57983
7.14267,33.3644,5.49404,14.9244
0.514499,-0.599005,0.29037,0.328387
6.55938,3.63172,8.69042,18.0249
-3.67707,8.9287,3.78739,6.83697
7.44826,11.1672,8.76444,7.79327
-5.3638,-25.3525,0.834371,2.42845
10.5343,21.4208,10.0473,13.8108
4.5231,-7.55625,2.04425,2.54611
-2.9608,-13.1077,3.83456,5.17398
-0.462829,10.7327,2.90721,7.03912
-17.2884,-23.8896,2.78085,7.25836
-0.854909,-1.99991,0.959799,1.79586
13.8153,9.46867,4.45149,3.25955
-3.97469,3.85457,5.81931,9.04685
-1.47062,-2.79466,0.655877,0.716322
2.1192,-3.83495,1.27175,2.78894
0.252692,-10.0443,0.479506,2.35812
-0.871915,-3.62893,0.565316,2.59275
-3.81671,11.4167,4.91699,13.9516
-0.790589,0.621751,0.323404,0.399394
0.687379,5.51842,0.706844,1.73776
0.375397,12.8935,0.967876,1.81718
-7.77994,-9.24141,6.38882,8.00536
-6.36222,21.514,3.40764,10.6534
-1.21613,0.456511,0.741208,0.717044
1.1542,0.397733,5.07731,9.64257
3.23512,8.50177,5.5312,10.8574
18.7182,15.8217,3.35401,3.58156
-1.32358,-14.0155,0.611144,5.1674
3.0736,12.7188,1.52718,3.3832
1.82856,2.58485,0.767859,1.99423
-0.285806,2.67618,0.387356,0.957816
5.27949,17.8021,1.49598,2.60766
0.00442186,-0.275438,0.293152,1.03306
-4.60526,-19.0058,0.572311,2.17961
-5.70955,9.54259,2.0754,4.64058
-0.357472,4.52732,1.45578,2.34363
1.82975,6.42425,1.10054,1.96903
11.77,9.97606,9.86927,8.71361
1.2793,0.0602893,3.13311,6.23479
-7.752,-15.1834,0.937115,2.42729
6.52074,10.6518,9.84156,5.34483
6.15333,9.44295,7.62071,8.89882
-1.95134,18.8367,3.94328,14.5032
0.77019,2.19627,2.28484,4.43041
-0.496113,-2.10352,0.849181,2.88108
0.557269,3.02553,0.628428,1.17226
5.24711,5.35562,6.39002,2.68489
-13.0444,31.2373,8.20672,18.132
3.61488,15.1965,1.74865,4.83447
-0.889501,8.05422,4.58176,7.96867
9.65174,4.768,5.64254,3.72337
-0.675092,4.39864,13.0539,11.4589
-10.3126,34.7289,4.27518,13.9898
1.14763,0.994086,2.26605,2.98132
0.651604,7.50081,0.948598,2.14949
0.210591,6.94336,0.671693,1.39225
0.527531,3.6293,1.24004,3.09972
-0.658698,0.237542,1.00755,0.563558
0.608768,4.60524,1.16569,0.823967
-0.601221,5.9871,2.12457,4.29456
-0.519211,1.87239,1.09669,3.11038
-1.711,6.76567,5.15616,6.36449
56.9892,-2.64546,23.7141,10.0561
2.28365,11.9006,4.86337,8.83851
-2.33277,-13.7279,0.822154,2.55278
9.16503,10.1232,4.54059,3.16697
3.16655,11.495,0.732909,1.73979
0.193564,-7.35449,1.06715,1.8726
2.64127,-3.67535,1.89894,3.00419
0.35657,-1.90698,1.16502,1.43604
-7.10028,9.9885,5.91093,17.1121
-0.220934,1.60663,0.593592,0.798596
-3.12046,8.19147,0.851454,1.70447
-2.56917,-4.69075,0.795396,1.57829
-1.21698,-1.61616,1.29951,3.24399
-8.178,17.2379,3.87954,10.3586
-0.261263,10.2725,1.32058,3.81677
-1.28479,20.9757,2.57534,8.19454
-0.349911,0.452346,0.479679,0.668143
0.356655,-2.2588,4.11923,7.37631
-2.97951,1.2269,1.63562,3.26095
2.54447,2.84424,1.65514,4.57841
-1.87419,-13.4691,0.881919,1.28344
0.959796,4.21523,3.26149,6.34728
0.480425,8.94223,4.88691,6.18895
-21.1153,8.02813,7.06188,3.15935
-0.296635,7.93728,1.4841,2.98787
8.35921,11.2429,2.1842,3.76952
-0.133428,7.53756,5.23344,11.0551
-0.293957,-0.143832,0.556827,2.37066
-1.86029,-0.526977,0.862388,1.11622
7.01504,8.02683,5.65754,6.57611
11.8508,13.4548,8.99191,6.31345
3.29444,-19.8929,1.63712,9.65341
0.934034,-16.8923,1.54577,2.40252
2.01316,8.92727,0.798275,1.71263
1.49092,4.74737,3.23619,5.27789
2.01219,-9.11048,0.872171,2.94421
3.98298,4.739,1.98748,2.04902
42.1819,1.25364,7.07749,8.8548
-0.598728,11.2665,2.37667,5.76298
10.1865,8.77493,5.48621,7.42237
0.463544,9.31516,4.09726,7.93335
-2.38389,0.27688,1.0794,2.63074
-12.4281,17.0868,6.70934,7.63865
-0.0677213,1.37859,2.08755,2.54119
9.06868,27.1417,4.55608,12.4403
1.72753,-9.74183,0.686437,2.13024
1.52237,3.53782,1.23023,1.60292
0.390758,-5.75839,1.09528,2.58534
1.45827,1.60035,3.40977,3.60217
-4.69917,-0.219781,3.89669,5.33814
-0.213465,-11.0491,0.618869,2.03843
1.56718,-3.27523,1.33597,2.94864
-0.12203,-0.664949,0.420107,0.784138
-0.722303,13.6601,2.05632,3.70866
0.403317,-0.5747,0.373997,0.409973
1.46146,-0.893188,2.10551,6.45976
-0.372627,-4.13607,2.32595,6.5483
17.9361,7.13145,14.4262,9.76579
1.96478,1.46349,0.696539,0.776652
0.776697,-0.088215,2.54687,6.99501
4.6182,-0.204834,1.55793,3.49861
-0.686151,0.808108,0.717181,1.67531
1.3947,-0.170061,4.87183,5.40481
0.0743636,6.96649,3.29231,4.16453
1.33799,7.38624,1.29545,7.95539
-5.71616,26.3403,2.81645,6.60059
-0.261271,-0.833136,0.685699,1.18309
0.212287,4.83689,1.78505,6.14574
3.81096,3.29956,2.47672,1.89551
-1.01453,-16.2777,1.68355,4.53825
-0.189318,17.2514,0.632886,2.17976
11.4248,10.6627,11.477,15.3913
0.281085,7.72137,0.719087,3.14632
1.87977,0.411611,3.44541,5.04708
6.26258,5.06251,7.41068,3.41683
2.30379,3.86822,2.96788,5.81155
17.5952,3.19309,17.1642,8.00945
0.800805,20.0626,1.44251,8.00872
3.81987,8.04673,7.82787,6.87481
2.28543,-4.33079,2.88201,3.88835
-0.973059,-15.4633,0.923606,4.28432
-0.159036,1.05654,0.590837,1.10912
1.14422,3.33547,3.50827,10.0305
0.642725,-0.715696,0.837549,0.912827
-3.93493,14.3219,2.93383,3.91017
-0.749752,-6.04827,0.400175,1.77322
-5.496,43.3156,1.73091,7.72933
-6.69381,2.63655,6.23415,7.21698
2.57205,-0.923116,5.32642,9.01956
-4.25967,21.8892,1.67916,2.48178
6.91616,16.3126,6.91776,9.36904
-7.39855,9.74535,4.04868,11.4723
-1.28232,-6.75698,1.38811,4.2355
-2.78991,6.90484,2.5726,4.67934
-0.203957,-14.4053,1.64969,3.09276
3.38618,6.24622,8.78053,8.58855
2.57802,24.8978,5.9717,19.9574
1.95825,-5.21954,3.65727,5.52119
6.49342,2.63626,3.66886,12.2246
14.1812,12.8491,12.6098,5.78138
-4.50397,27.942,8.67415,13.6049
10.6639,12.2653,7.69529,6.95048
-5.99372,13.9302,5.45293,13.1982
6.66879,-4.10559,5.15392,5.64863
-1.17872,-18.9586,0.914124,1.02719
1.38298,7.07964,0.987456,2.83118
-3.63463,-13.5585,1.00283,2.95592
3.26029,3.78167,5.83345,4.156
3.52789,23.7893,1.5241,7.3005
1.01242,-1.47611,0.281142,0.532735
8.68728,11.4159,10.9802,6.44699
-0.659569,5.74294,2.14112,3.52833
-1.45563,-6.24658,0.50143,1.88091
2.02091,7.91026,1.23907,2.49445
1.68287,1.34411,0.898659,2.39903
5.34582,8.43292,5.38303,6.11017
-0.0745736,3.73234,1.33361,3.89074
3.90187,12.8497,2.00835,4.14889
7.99514,9.18298,5.05106,7.78497
-0.418065,9.31362,2.6791,5.68416
-4.84131,-4.62156,1.94949,2.82424
-4.82306,24.2665,5.24105,12.4644
-4.6971,-1.59778,2.21433,0.807385
2.01186,11.5582,1.84109,4.58603
-0.841687,-7.63262,3.16096,8.44833
7.04225,6.25136,1.63719,4.13904
0.600993,10.9137,3.38365,10.0308
-0.28112,-3.61614,0.867331,2.50914
-0.653794,-3.91374,0.735082,1.59547
-4.05228,-12.6778,4.6275,7.18207
0.896324,-0.593606,4.75617,2.28842
-0.839116,0.887399,2.58661,2.84321
-0.423518,3.28063,0.587576,0.723225
7.69979,15.8542,6.25143,8.28171
4.9771,15.8951,3.19796,5.93689
2.18287,-2.70768,7.86667,3.0144
8.42124,9.3184,4.97212,6.19894
0.533623,5.60556,0.774892,1.27721
-4.9952,-30.8298,1.09495,5.19257
6.92647,15.0705,1.62836,3.53688
8.54058,19.0301,5.80782,9.43004
0.411655,4.20646,1.36894,6.03532
-0.0675088,4.87016,3.14365,6.61752
4.75318,-3.99809,1.36925,3.73926
3.40413,-1.18449,2.10887,1.24668
-5.21612,-3.57581,0.929448,0.824878
8.60677,10.6658,6.73796,5.81979
-6.53696,-6.9439,0.592242,0.646607
5.90375,-0.066932,2.67248,2.1603
-1.35308,7.53189,1.21927,3.05588
-4.23158,16.0502,1.44941,3.01756
-0.807051,-1.44255,0.743819,1.31279
-8.37435,28.3205,4.97203,14.0941
4.74749,23.102,4.74343,13.9754
-2.38979,-4.01664,1.1749,3.09012
-4.21818,-13.3624,1.03299,2.79613
2.40867,7.9798,2.27383,7.85114
-1.35629,-9.10887,0.844548,2.06882
-4.5982,8.80639,4.12218,7.93725
-2.1633,-11.4199,2.37382,12.506
2.27898,0.232456,1.86225,3.01911
9.41223,6.82941,3.36541,4.50328
-5.17793,-18.6843,1.05156,3.57964
4.72426,6.80732,5.21871,2.96393
-9.48775,-14.5484,2.11613,2.02426
-0.706545,0.390704,0.36401,1.69633
2.24509,3.12488,0.97235,1.89903
-0.626309,3.41517,3.18926,6.27728
-1.87269,-8.29222,0.653173,2.51325
-0.0111968,0.0109495,0.390032,0.182429
-5.73322,-13.3361,1.77132,1.96141
-4.98735,26.9477,6.56304,9.66329
9.90823,7.99271,4.17874,4.1609
-0.215269,1.97789,1.07162,1.46738
6.19369,23.733,2.62726,7.10657
-3.50445,15.3642,3.56357,7.35293
-17.9057,25.7846,4.85637,10.9911
-1.52404,-2.93057,1.30576,2.91608
3.79397,7.26131,2.02069,1.98714
1.14491,-3.5133,5.51603,7.03156
1.22471,-2.64548,1.4986,5.94323
2.62896,5.1323,1.62078,1.95399
-0.310124,-9.59117,0.554732,0.812038
8.45534,11.9624,2.03181,3.64345
0.824282,7.31585,1.12986,2.47912
-3.82314,4.42065,2.49417,4.38309
-3.61865,-10.5089,3.33901,34.7026
0.371011,-2.47245,2.20218,8.29641
0.150823,-4.60369,4.84392,7.08354
-8.22619,18.5156,1.92656,2.225
-0.499883,1.57688,1.12181,1.07128
9.98988,10.8968,2.59368,2.928
-1.14618,6.89447,4.58542,7.2249
-20.8001,-12.1932,4.29603,7.49395
20.226,13.3696,11.9572,8.81001
7.63053,12.3144,2.51308,3.26954
-1.1606,9.96634,2.27136,11.6171
-4.47876,-11.4347,3.56978,7.09443
-1.22029,-6.63015,0.651784,2.07008
-0.983971,-3.49997,0.331339,0.554903
8.7846,20.3789,5.86164,14.3948
2.00062,8.95755,4.68677,15.3697
1.50805,5.75688,0.934731,1.5107
-5.92414,-20.2108,0.687857,1.96024
-1.8093,2.04913,1.85617,2.58454
5.34472,1.54116,1.30118,1.66642
3.77143,13.3111,2.2743,7.6776
0.341121,-4.27005,0.529889,2.22411
1.21373,0.383271,0.922163,1.25882
-5.58601,-23.9283,0.509668,2.4012
-0.00832148,1.14404,1.32145,2.3052
-1.00847,4.70967,1.10771,3.7456
4.43314,14.4597,2.03884,12.0939
5.27876,2.53152,5.78764,9.73336
-0.807461,4.69498,1.49055,1.84389
-0.424792,4.04883,1.58845,2.95574
4.56252,0.210809,2.24369,6.07231
-4.45899,-9.49395,0.825044,2.33052
2.64664,-0.408344,3.16702,3.17232
7.47116,5.29331,4.38796,4.49581
-7.26333,2.82697,4.8169,2.45673
4.32654,17.9921,4.33924,9.90991
-9.50318,21.0562,4.59289,9.97222
0.117329,0.725281,0.816862,1.66776
-3.24549,0.877768,0.838356,0.976496
1.14133,14.0689,0.879916,3.37744
-2.80841,-11.5578,0.574503,3.0271
2.9838,8.85733,3.40505,3.60538
-0.331264,2.31813,0.919283,1.26014
-1.23097,5.90855,2.9267,6.47213
-1.70134,-0.181399,1.38153,4.95926
3.15219,5.86505,1.74809,3.34384
-1.17587,-11.6655,0.60801,3.54384
-6.33806,-16.1679,1.00937,4.42793
-8.59404,18.1695,5.75593,9.21066
0.376872,19.9703,5.33814,8.83447
-1.76977,8.80169,4.33959,5.71105
-1.77051,-4.81081,1.64397,5.81123
0.573527,13.5259,4.57529,4.96038
-5.95699,15.1033,2.29039,5.34754
-1.85919,5.12535,1.57733,3.31969
-2.09648,4.80791,1.93401,3.97882
2.25862,0.311578,1.46504,2.64111
4.72667,10.7525,1.12031,1.38399
-2.95713,22.3317,2.79051,8.44822
-4.4263,-8.46243,1.58915,2.61544
-0.112661,0.818688,0.751176,0.736244
25.3409,-15.612,24.6442,13.0409
-0.591515,0.081462,0.677261,0.877018
0.172455,24.1346,4.42528,5.08966
-7.64754,22.8089,3.43632,5.65261
0.654996,-0.933868,3.14064,4.37737
1.93095,11.9297,3.42363,6.76255
9.11692,-6.2586,2.41055,7.46569
-11.9217,27.8492,6.10204,12.8897
6.68174,7.60771,5.65652,6.9478
2.45919,16.2139,4.52566,6.76896
-0.604989,-1.55326,0.768233,1.77397
0.190478,1.24825,1.65183,1.60931
-13.606,13.4624,4.84823,6.39216
1.76802,4.34517,2.29922,4.25072
2.59331,10.6416,2.36173,11.7953
-4.87667,-17.4359,1.21259,2.43933
0.300407,-4.51951,2.56514,3.5481
1.54232,2.74475,1.87874,6.57891
3.26538,10.2723,2.17287,5.10979
-0.735633,12.5659,2.38401,6.57508
-0.0148071,0.0202333,0.0946226,0.117136
0.0621573,-1.34515,0.771657,1.264
4.51561,1.44259,5.83338,7.45149
3.80669,6.0223,1.92629,3.94782
-0.890906,-12.6052,0.738809,3.12277
-2.789,-1.17545,0.772223,1.72863
1.15697,2.94351,1.71965,2.87795
-0.637031,3.93231,0.693284,1.8738
-0.44946,0.980922,0.521429,0.644832
27.7053,8.87913,20.2036,3.75861
1.53485,-10.3721,4.0842,12.5188
10.7145,14.8302,9.07572,12.3045
0.981741,2.077,5.28832,6.57746
-0.487117,25.4236,2.05824,6.80012
8.46597,69.2461,18.8203,19.0715
0.713012,-4.51218,1.25211,6.22389
0.279918,4.53474,1.80749,2.36053
-0.89389,1.3927,1.55378,4.53859
0.617364,-1.35109,0.254401,0.926511
1.50059,6.70361,0.938011,1.6542
0.920908,3.41066,10.742,17.5201
-1.8336,-5.44539,5.76749,8.40586
0.489419,6.91328,5.11999,10.9873
0.563456,7.60653,0.745196,1.88823
11.8692,38.6392,8.36679,14.7565
-6.30004,19.5272,3.05526,6.33474
-0.450698,-1.25647,0.566134,1.93538
-14.7855,29.4542,1.95141,2.42754
-6.02616,20.1296,2.67895,4.30389
-0.154822,0.284158,1.52054,3.24985
-0.0605921,1.66822,1.87718,4.77308
-5.74941,26.5226,2.14115,5.41076
27.8242,32.3894,11.0481,13.8109
2.29969,6.70688,1.62783,2.8056
-1.33403,6.07607,2.99363,4.4069
-1.16692,1.94163,2.26716,3.94568
-2.33815,-11.7749,1.61019,5.04233
3.11562,-4.86805,5.51881,6.54694
1.29486,0.212967,2.47926,2.2389
-10.0196,-9.26172,8.38614,6.97089
1.3159,2.03463,3.29163,3.2669
-12.3779,24.1783,3.55523,6.2525
2.12467,0.013114,0.297137,0.51597
1.58029,16.8158,0.9116,1.99523
-10.3738,-10.2055,5.08083,5.05063
0.853157,-4.11683,0.952173,1.35717
1.85639,5.66742,0.720892,0.914091
0.654322,-2.70408,0.319883,0.932695
0.00158903,-0.0510209,0.234127,0.462808
7.79948,13.0518,6.31663,8.07165
-0.218772,13.1946,0.792687,1.92372
-5.15202,-10.7112,3.13309,3.81856
10.1382,4.65167,5.58883,5.74942
-5.68567,13.7274,3.64961,5.78018
-1.6466,-10.9725,0.523534,1.54312
1.7581,-2.34746,0.857589,3.72963
3.85901,20.4278,2.80172,4.51666
-0.16169,-7.25182,0.91935,3.16792
4.15099,8.06618,4.40003,5.9833
-0.18587,-0.0701942,0.388309,1.07715
-0.429311,-0.0278511,2.33526,4.53543
17.8209,11.2254,13.4253,9.69184
-2.62574,-10.5034,0.844828,3.54629
5.49021,-11.7807,0.790081,2.16985
1.7187,-0.731322,2.06206,1.98389
1.00595,17.4503,11.6818,11.2608
-12.5295,-25.4518,2.18074,7.27137
-4.47693,-10.8808,1.05881,3.54041
6.11124,12.2815,3.97876,4.38818
5.75487,5.27386,0.791903,1.63798
-4.41584,-4.20111,3.3308,5.30112
1.28484,3.71507,1.20338,2.63167
4.57908,18.6932,4.1215,6.94201
-1.60599,-4.10285,1.55578,2.60115
-2.33322,3.93466,2.05127,6.79355
5.44042,11.2642,4.92173,7.97396
0.820378,2.22763,3.19846,5.93927
2.66087,4.10622,0.958595,1.96896
2.45272,10.895,0.830297,2.84209
0.968545,2.04934,1.27016,2.04342
-1.11879,-0.839817,1.07852,2.54798
-0.0873185,-0.035464,0.581576,1.63513
3.69311,8.19546,2.1007,6.40679
0.828904,8.70763,0.379662,1.32811
-0.537526,2.09554,1.77563,4.02175
-11.5609,2.61701,5.55722,2.7367
9.69951,-18.576,4.77942,6.62657
8.10503,-2.94328,5.82851,7.79002
-6.19878,-2.34752,1.72063,2.13427
2.60636,17.5302,2.19688,4.64309
-4.27678,4.37372,2.35213,4.1606
2.50375,6.44218,1.75824,4.93681
3.59881,-0.636205,1.46576,3.06334
1.00081,14.4037,1.56555,7.74941
0.876491,-0.43781,2.39044,2.88053
2.55818,10.2245,2.64687,3.3056
5.00075,6.72846,3.1025,3.99636
4.69534,9.90506,2.78798,4.46039
4.74964,-0.31057,1.68914,3.12727
-1.41921,-0.489599,0.565924,1.07871
0.129943,5.82131,0.696266,2.17397
14.4826,6.65724,16.1442,9.33556
-0.792458,-19.7125,1.11779,7.24751
-1.64337,17.0191,4.90178,10.1669
-6.42377,25.2209,4.67512,15.3172
-1.33839,-2.09997,0.782834,3.14148
-9.22055,14.0062,3.71748,6.41857
-4.33244,18.7581,3.44541,5.49437
-6.70597,-13.4164,1.80858,2.93619
-1.24959,-3.47803,1.19466,2.80027
-11.633,17.1429,5.199,8.44433
-5.44978,17.5512,5.98753,13.0509
0.894927,15.1104,1.33688,1.77905
2.56821,12.5075,1.51384,4.54622
-9.44893,9.21793,1.92868,1.9108
-0.85584,-8.45171,0.473566,2.37099
-2.51865,14.2745,3.41855,5.93696
-1.57878,-1.47276,1.76455,2.65487
0.19289,5.453,1.13124,1.73127
15.7488,54.9437,5.43533,10.6781
-0.689482,4.2356,0.759595,2.10966
3.99076,-0.754141,5.98474,4.83087
-0.976651,1.93522,1.71256,5.20429
0.324387,-11.6461,0.8883,3.0298
-0.284025,5.14959,0.761524,2.59502
-5.26937,5.88113,4.43893,7.34653
5.03478,22.0233,1.96832,2.47759
-4.07927,-6.59241,0.950682,2.95786
-6.04354,14.615,4.24764,6.5454
-24.6623,-15.9982,6.82483,3.01742
0.457256,0.0600495,1.06391,2.30546
1.24338,-3.10644,0.903741,2.72364
0.752694,20.7189,1.0754,3.97007
-0.845102,11.7903,1.45231,5.02142
-0.100624,5.23071,4.63549,7.09204
-2.94973,22.8703,3.04471,4.20907
2.19008,-2.39662,8.64044,2.32787
-0.977508,7.51212,3.31971,8.68557
0.932253,4.06327,0.717259,1.42775
4.0717,3.65203,1.69601,3.04002
6.90988,0.823752,2.20334,2.44347
2.56288,7.94502,2.04148,5.84842
-2.66533,-24.0725,0.595577,3.26343
-0.0567714,4.54118,0.78345,1.76004
-0.0788354,0.17971,0.28284,0.653038
2.85776,1.51179,1.23291,1.99189
0.090263,0.213287,3.32325,5.04993
-3.1949,5.96358,1.78614,3.09644
-0.877591,7.45691,0.273588,0.767149
4.16274,1.60843,2.07896,2.91853
1.24666,8.8662,2.00629,4.98118
-0.596875,-15.3073,4.21598,12.5242
4.44713,0.0659884,0.595302,0.948673
-7.18677,8.2997,5.69666,6.23219
3.7729,10.0185,2.05166,2.82412
-3.00287,-0.242259,2.66402,5.44779
11.4335,17.7701,7.18546,12.0483
3.4095,4.99862,6.13843,5.25669
17.246,12.459,7.94382,7.24526
-13.3518,17.987,3.06052,5.31308
3.65469,4.56262,4.82253,6.02111
-9.23207,21.9376,2.33742,3.07295
-1.58504,-5.61261,1.90844,7.41814
-0.616868,1.41389,2.07701,2.39491
0.58719,2.06653,3.5864,4.31442
-0.601018,3.48616,0.817315,1.50118
18.8498,30.1905,5.35799,8.15861
-2.84779,3.5245,5.65616,10.3758
5.77058,-0.671297,8.74069,12.0871
4.9049,5.78043,0.806613,1.77766
7.07365,-6.11996,7.66054,7.22717
0.412701,-0.245462,0.178171,0.336472
-0.211895,13.1649,2.2659,6.27226
-1.78894,-4.06553,3.81591,15.0686
-1.70853,-12.2054,0.518011,1.01378
