Key_1_3,V13,V14,V15,V6,V22,V2
51185,32.4043,32.7655,30.648,0.225802,11.9781,0.269444
53297,5.05774,4.83764,5.15304,0.149774,0.972735,0.191667
8345,7.9821,6.62314,6.196,1.05202,1.4542,1.0
51526,44.1379,42.099,35.5269,0.2222,13.2361,0.247917
27771,16.6588,14.1958,13.5741,0.343615,2.72552,0.3625
29707,51.0161,50.544,49.9462,0.265405,18.9674,0.2875
42346,67.0783,57.352,44.5596,0.469327,13.9564,0.534375
6977,53.4849,58.6246,53.5288,0.990755,20.0414,1.0
12016,19.9012,16.9176,15.584,1.01526,3.54769,1.0
16397,23.3696,15.2277,1.2088,1.00276,2.90294,1.0
23621,38.1244,34.1641,26.1783,0.262389,21.449,0.352083
43805,29.5698,29.308,31.0035,0.142711,14.9952,0.175
57100,15.725,13.554,12.3064,0.812319,2.80961,0.972917
43807,32.0869,41.8993,50.12,0.156075,18.448,0.16875
35069,8.40291,8.37649,7.34362,0.744622,1.43256,0.755556
1624,58.5687,63.6833,53.8963,0.55247,15.7585,0.541667
17467,2.97459,2.47622,4.05477,0.998073,0.425626,1.0
35328,44.2377,44.2296,35.3248,0.152039,13.3081,0.189583
37004,27.0682,27.6075,27.1767,0.929973,19.294,1.0
54038,11.46,10.9326,14.7962,0.991547,2.27973,1.0
22342,76.1228,73.1343,66.4147,0.447733,18.5876,0.510417
462,36.8551,31.0446,23.0454,0.716933,7.69725,0.85625
48331,33.3915,29.2405,28.3534,0.413519,14.3735,0.44375
26250,18.8242,21.1694,20.8284,0.108319,8.99691,0.11875
25249,36.5056,33.0793,29.0695,1.07747,7.10605,1.0
39147,56.1733,55.8874,44.949,0.325123,17.4747,0.375
11700,30.1931,30.5709,30.6852,0.141104,7.32761,0.158333
15869,21.4614,21.2726,23.7002,1.00544,5.34419,1.0
14630,13.7863,12.0487,14.4604,0.196884,2.57965,0.24375
46481,19.6343,22.5737,18.422,0.265842,6.69568,0.295833
20251,25.4784,23.8567,27.202,0.857137,6.07916,1.0
28499,30.5682,30.1159,23.805,0.142716,11.4212,0.152083
40621,21.0034,15.1277,8.63826,0.955245,2.75884,1.0
25509,59.9078,47.431,36.7228,0.217254,18.4427,0.252778
8687,26.122,27.6763,30.8011,0.961275,5.61656,1.0
31091,36.6943,36.717,38.7026,0.1736,8.41944,0.2
55454,27.0731,23.9669,21.5516,0.672761,7.01486,0.645833
40663,6.46339,3.30959,3.85841,0.818987,0.693153,0.847917
1849,6.84842,5.37504,6.23884,0.967111,1.20206,1.0
44099,19.2915,21.9616,25.3785,0.913322,5.95323,1.0
34195,34.1069,30.6014,33.2656,0.35094,9.23907,0.414583
57160,36.4107,32.0354,28.1312,1.097,10.3314,1.0
17885,22.5874,20.934,17.5253,1.0247,3.76239,1.0
34927,18.0414,18.6455,15.2615,0.0722986,10.8486,0.0770833
15371,34.2987,34.4119,37.2749,1.02453,6.90026,0.8
39792,27.1067,27.2106,27.2015,0.571643,6.45081,0.629167
55849,35.9425,33.2075,32.6867,0.660337,7.91841,0.791667
41809,24.757,21.2133,20.8217,1.00135,5.63381,1.0
44480,22.5252,21.4804,19.1393,0.0902098,5.28339,0.1
36751,22.8517,21.4777,23.036,0.400169,6.56156,0.5
57372,42.7814,39.6475,53.0107,0.98523,9.58478,0.99375
19052,60.0024,61.8539,38.3207,0.263264,15.9617,0.291667
34938,25.3663,24.7673,26.9724,0.473504,9.46513,0.466667
3408,9.1938,8.01103,6.04386,0.201863,1.6669,0.235417
6619,69.6646,65.9717,77.6886,0.205324,18.4532,0.25625
2653,29.6588,24.6046,22.3718,1.01523,6.59725,1.0
21731,49.6989,46.6098,42.6947,0.690098,12.1696,0.847917
27416,13.1028,10.4154,10.2072,0.419365,2.62294,0.4375
37107,43.8321,35.8796,21.3467,0.249705,8.37631,0.280556
35026,16.5218,13.533,14.3377,1.18979,4.44906,1.0
50359,27.6715,23.1646,13.4989,1.01296,4.4978,1.0
25780,31.7042,26.9321,24.0277,0.433244,6.65229,0.502083
2147,15.8736,15.141,15.0669,1.02474,2.72446,1.0
15976,46.3405,47.463,51.3417,0.374491,17.2708,0.435417
28469,16.7832,8.11862,5.77053,1.00101,1.60045,1.0
9218,27.125,23.4736,23.2755,0.763388,5.79701,0.888889
48419,12.6024,13.4111,14.726,0.983817,5.16862,1.0
54706,17.4982,23.9589,23.099,0.978881,5.43855,1.0
41978,11.6658,9.34992,9.69209,0.198635,2.60084,0.23125
56688,36.1837,32.7572,28.5269,0.913989,7.53844,0.986111
27191,7.11393,4.06,2.96648,0.173474,0.787489,0.227083
34617,38.1424,30.2318,30.7115,0.0611545,15.0052,0.06875
26676,54.5478,34.9131,16.079,0.933505,9.5716,1.0
46317,14.3392,11.9715,10.2833,0.428571,4.06132,0.45625
27255,9.71871,5.96133,6.43604,0.991491,1.10675,1.0
39918,35.4988,45.9676,35.0241,0.270719,10.8367,0.31875
22230,32.7318,30.7283,28.2728,0.586442,11.4511,0.686111
42828,14.949,15.1646,15.4414,0.637581,3.65794,0.720833
22061,50.3443,43.578,36.5976,0.445011,18.9209,0.489583
37831,45.2191,50.7185,38.0886,1.10151,15.8651,1.0
16256,23.4269,21.2951,18.3718,0.603933,9.41753,0.683333
51109,33.4251,33.5313,26.3352,0.750086,13.3424,0.770833
13394,5.76464,5.83752,6.24075,1.16071,1.10507,1.0
51156,19.1471,22.5746,32.3321,1.02674,6.55187,1.0
14317,14.234,13.7025,13.2662,0.664427,3.53062,0.675
18369,22.6929,21.6564,20.0727,0.477113,5.26097,0.566667
898,58.7757,59.1484,61.1297,0.937833,21.6164,1.0
9529,50.905,49.3533,49.7859,1.19362,27.1948,1.0
613,53.6319,49.3878,46.3334,0.18667,14.165,0.195833
56016,15.0049,14.6499,16.2995,1.07306,4.38081,1.0
42565,23.6097,20.1934,14.0204,0.966766,4.77636,0.94375
19407,30.9439,26.4149,20.6313,0.718048,6.24846,0.763889
46213,16.4397,13.539,9.94495,0.10884,2.3203,0.127083
25643,52.911,51.6571,45.7574,0.704137,11.9652,0.811111
13462,33.6366,33.9697,34.3429,0.378323,11.8017,0.433333
51204,32.9512,33.8199,37.6948,0.165128,12.0001,0.204167
559,46.8924,45.076,44.7592,0.183343,11.3789,0.275
31334,15.4857,6.02273,12.7157,0.119858,1.86196,0.154167
9111,18.1482,16.6049,15.0751,0.849948,2.98182,1.0
14760,34.1546,35.0459,27.4592,0.319942,14.4245,0.352083
11697,29.5521,31.4455,27.0279,0.16548,10.0013,0.18125
32035,60.5725,60.5891,54.0078,0.993906,18.0302,1.0
26703,55.2624,48.1958,41.488,0.529703,16.065,0.585417
9180,31.8672,29.0009,24.7271,0.778672,9.37663,0.883333
37026,17.602,18.433,26.4828,0.859881,4.61369,0.860417
15496,23.2436,14.2279,16.4704,0.899951,3.01832,1.0
25215,25.1988,18.6594,14.2242,1.05195,4.57885,1.0
6002,23.4688,21.7598,21.0186,0.991502,4.03613,1.0
24711,39.1522,29.3813,18.8777,0.780338,6.20877,0.958333
30204,9.11799,7.06798,6.80804,1.00829,1.46978,1.0
5549,60.0509,42.1429,26.8914,0.974762,14.496,1.0
22051,58.5594,58.4559,61.2648,1.10102,17.1141,1.0
2288,54.6522,48.9871,50.1117,0.750554,16.3714,0.802083
18405,59.0246,57.5105,55.6531,0.903143,17.1392,1.0
30734,20.9856,20.4529,19.081,1.10147,4.86576,1.0
42079,19.9133,17.0536,13.3723,0.41209,4.58239,0.441667
54169,25.2703,22.3458,33.8847,0.790523,5.74928,0.85
185,44.8527,46.9219,45.8875,0.740837,12.179,0.76875
33764,61.5831,64.092,57.5628,0.988386,19.588,1.0
30905,24.1814,23.1181,21.8658,1.00585,6.25765,1.0
27345,19.1876,18.6255,18.0088,0.149401,6.45144,0.1625
47981,14.8344,14.1802,14.4518,0.274319,4.05335,0.288889
10967,60.7198,62.4657,62.103,0.398935,14.1912,0.413889
38843,30.4937,28.2138,24.8944,0.290717,8.12651,0.3375
51711,25.2522,26.6279,29.766,0.338719,6.87597,0.352083
40028,27.3773,29.3641,46.7177,0.506254,9.87783,0.579167
4121,30.0587,29.2536,26.1491,0.318508,5.56733,0.447222
19796,40.3221,40.2166,41.7699,0.802068,13.3715,0.880556
50543,12.4627,12.1357,11.2209,1.02352,2.86208,1.0
21647,10.6783,9.68342,4.26434,0.993389,2.04084,1.0
3848,37.6844,35.7011,33.7357,1.17322,8.14467,1.0
42128,56.0947,49.4213,43.2788,0.218686,13.9398,0.252083
4611,31.5803,17.7384,20.8953,1.09498,4.16608,1.0
47357,34.9715,34.3374,32.333,0.124803,10.3161,0.229167
51628,27.2939,24.9932,22.323,0.415095,6.83345,0.477083
20255,1.79468,1.21075,1.42311,0.387827,0.188725,0.485417
34461,34.3887,30.8117,27.175,0.657011,9.47572,0.763889
46825,20.2582,9.89573,1.17336,0.998699,1.88289,1.0
53862,53.2282,51.2695,51.8842,0.562951,14.5316,0.55
9077,18.8006,16.6362,14.9083,0.971722,3.32747,1.0
9880,17.6682,16.6755,15.0581,0.836461,3.31735,0.997917
27365,23.7752,18.9397,10.3219,0.976044,4.19945,1.0
24287,18.4206,17.3604,16.987,0.201952,4.2607,0.2625
3507,57.7818,60.1075,42.9608,0.296646,17.065,0.38125
39264,19.9734,16.817,7.50626,0.59821,3.13124,0.663889
29671,19.6495,17.7769,15.2652,1.08262,3.13611,1.0
28905,17.9959,12.8002,6.9056,0.942259,2.21952,1.0
51296,23.6161,24.2258,22.8965,0.970323,6.06342,1.0
45248,5.61974,6.01656,6.87608,0.986046,1.16545,0.995833
55868,33.6225,18.6097,25.3935,0.799001,4.56577,0.891667
18023,4.62202,4.47818,4.61085,0.898927,0.838294,1.0
14547,36.626,29.3903,17.1995,0.306606,14.7718,0.408333
30295,26.3856,23.7294,23.5254,0.257224,7.08685,0.316667
9553,27.3773,25.0823,25.2009,1.14712,9.26173,1.0
34266,30.6138,30.3905,26.6121,0.303867,15.5912,0.35
466,39.8586,39.261,35.8425,0.825893,10.6029,1.0
1008,18.6487,29.2565,38.7494,0.996979,10.4622,1.0
17721,28.9945,22.8316,14.9357,0.972212,4.26711,1.0
36292,40.9989,38.0734,37.1982,0.997177,8.31395,1.0
14353,36.831,36.4184,36.1067,0.938545,7.85477,1.0
4250,31.8644,27.3679,30.5891,1.00858,6.34321,1.0
20714,37.9429,35.8776,35.5252,0.221378,12.6122,0.258333
41706,16.7118,18.0133,15.803,1.13165,12.0851,1.0
24781,64.1255,63.8729,62.9998,0.681912,22.3235,0.797222
56988,44.4258,50.7224,52.4363,0.0794154,11.6865,0.102778
14905,9.84682,10.1041,10.0058,0.975484,2.54606,1.0
40991,43.1375,23.2631,8.4777,0.998775,5.10733,1.0
19318,24.11,19.3871,19.9143,0.12302,5.76604,0.15625
27970,34.4375,29.5798,18.5057,1.11446,6.86007,1.0
41007,20.9474,16.1272,11.7219,1.07814,2.88726,1.0
2761,24.965,21.5149,17.1971,0.205317,6.11329,0.241667
14873,11.2645,5.07733,4.3087,1.00141,1.06506,1.0
31419,15.6741,12.8482,23.7574,0.597557,3.17907,0.610417
18190,37.1159,36.491,34.4823,1.03481,8.5356,1.0
8639,13.4177,12.4661,11.4611,0.163811,2.85472,0.177083
15512,44.8534,42.3566,38.5641,0.508961,11.4831,0.4625
17093,29.5241,31.6487,34.9473,0.151969,9.94089,0.179167
49601,6.1043,5.84117,5.79701,0.429306,1.02737,0.530556
981,76.7257,80.5045,74.7791,0.786332,21.1963,0.96875
20439,25.9315,25.4892,23.5553,0.231867,7.69006,0.270833
8953,11.5497,11.314,12.9028,0.999878,3.87923,1.0
54056,68.2267,69.6228,68.412,0.151717,15.5027,0.160417
41003,35.1708,39.289,45.9624,0.936084,8.87082,1.0
43797,27.8639,26.4407,25.0652,1.28562,8.53331,1.0
4388,11.3498,12.8667,12.2552,0.988047,3.12325,1.0
41452,17.9235,12.6313,12.4279,1.02313,2.61292,1.0
50948,28.932,27.341,28.3151,1.04465,6.51851,1.0
3581,44.0949,22.4379,7.02482,0.997437,4.97838,1.0
37063,17.7605,16.1009,13.8182,0.994617,2.75349,1.0
47222,28.0207,27.115,26.6885,0.687216,10.5266,0.760417
50716,60.4764,58.4869,61.8928,0.967394,14.9865,0.988889
54688,30.3499,25.12,24.5172,0.988256,7.06362,1.0
49259,8.83741,10.1166,11.8146,0.333095,2.04671,0.3375
48252,13.4657,10.5764,6.36475,0.92283,2.1892,1.0
5146,26.69,23.7764,8.64652,0.999571,4.7418,1.0
48482,25.8037,23.1341,17.2937,0.187381,4.98674,0.210417
40871,8.8885,7.62996,7.41945,1.01758,1.37395,1.0
49569,28.6385,27.7992,25.1371,0.353206,7.2418,0.38125
29773,31.5393,27.359,27.972,1.01767,7.47382,1.0
17229,32.8516,29.8178,23.4403,1.06859,11.3594,1.0
2765,1.62498,1.35159,1.51879,0.265951,0.221928,0.275
52780,12.4622,10.6339,9.50326,0.811086,2.14898,0.81875
47370,24.2777,25.8563,27.6229,1.03376,5.51059,1.0
37948,53.6834,56.5276,59.4793,0.355533,13.3924,0.38125
35980,24.4162,23.1243,20.1905,0.989865,4.55924,1.0
51359,6.39114,6.39208,7.31021,0.834457,1.22908,1.0
24298,66.8986,57.6977,46.5912,0.202876,20.3001,0.272917
41704,23.7438,22.6247,29.1169,0.33856,6.20476,0.366667
51800,7.97827,8.34615,6.83878,0.116281,2.2867,0.129167
48465,58.6416,58.1651,50.8347,0.233734,14.3425,0.277083
34216,52.6164,50.2491,47.9826,0.934258,21.3466,1.0
12683,11.4168,9.6636,8.45938,0.225172,1.67686,0.270833
15538,26.7845,27.0057,27.3467,0.639759,7.69546,0.7375
7857,21.1424,22.6555,28.3322,0.956832,5.26151,1.0
1647,42.7015,43.3909,43.7343,1.33201,14.3339,1.0
39857,6.23652,4.72513,4.11213,0.949036,4.03492,0.920833
681,26.1569,28.1074,29.4154,1.09432,5.5924,1.0
28519,8.07484,6.2355,3.55435,0.237472,1.18805,0.266667
34356,10.8665,6.85165,3.29946,1.05388,1.11991,1.0
51871,62.7941,54.7306,46.3501,0.0272555,16.5391,0.0333333
54685,27.4085,20.9139,11.9939,1.03634,5.7975,0.91875
30289,7.28371,5.16329,4.22072,0.266926,0.844997,0.305556
52173,12.7631,14.4756,12.8122,1.17922,3.78233,0.96875
56320,52.9008,53.7733,49.4487,1.13031,12.7326,1.0
15520,15.4505,15.9357,16.736,0.690713,5.98869,0.86875
10669,27.6192,26.5797,26.9877,0.947098,5.19295,1.0
21174,28.5851,25.3554,21.6273,0.990652,8.57054,1.0
12824,36.5687,34.1202,29.8107,0.0695359,13.1909,0.0916667
47512,28.8603,29.4456,29.114,0.0870725,6.35701,0.116667
22366,31.4157,24.8488,17.957,0.416768,5.1459,0.541667
48662,53.1096,35.7831,30.579,0.224937,10.6002,0.288889
35306,25.1028,25.7808,28.5071,0.339497,5.4651,0.436111
20080,34.1967,33.1818,27.9651,1.1194,6.21224,1.0
50082,50.5917,43.2432,42.2924,0.0682346,17.828,0.0770833
24285,59.7116,55.6293,56.234,0.22072,19.2786,0.266667
16467,46.463,50.7829,50.426,0.152988,10.4016,0.18125
40938,9.80331,9.57605,14.3368,1.10978,2.32249,1.0
11224,21.7133,21.025,20.9078,0.377987,5.26815,0.397917
54968,36.8775,23.7798,26.7093,1.02021,5.63325,1.0
14411,45.3127,38.866,36.1465,0.49234,11.3582,0.514583
51221,37.4432,25.4703,10.1684,0.704454,5.73789,0.808333
6554,38.716,27.7894,19.2729,1.04427,5.64472,1.0
108,47.6313,46.4739,59.0194,0.351289,9.93807,0.411111
13472,66.2738,70.5284,64.6139,0.869571,15.8766,0.841667
9884,32.1622,30.7568,26.851,0.0730911,9.92815,0.0854167
1265,38.86,39.7922,35.1039,0.938882,12.3475,1.0
12376,35.7807,42.5092,54.5064,0.220505,13.5356,0.241667
38892,48.8858,44.4119,45.0324,0.576973,11.0884,0.646875
47872,8.36757,4.54897,3.55408,1.18232,0.808981,1.0
28213,9.70125,42.9211,56.9542,0.0986117,6.65125,0.116667
27505,6.38507,6.26524,6.35818,0.672887,1.12714,0.794444
7997,31.1623,36.4171,34.2594,1.09463,6.67396,1.0
52310,20.5091,19.3863,19.4084,1.19818,4.39583,1.0
16052,69.1913,69.4766,70.8458,0.147285,18.1411,0.15625
17994,50.3098,49.8857,48.4497,1.08482,17.5961,1.0
22998,17.5405,14.5866,11.4174,0.982356,2.76572,1.0
53255,11.9961,11.0717,9.68349,0.973016,2.40339,0.885417
29017,8.68204,9.20828,9.21779,0.566451,1.46022,0.604167
27371,39.8282,31.9023,22.5478,1.00482,8.81747,1.0
44664,25.2304,22.4898,19.5908,0.931051,4.46606,1.0
24115,27.9028,22.8605,12.2939,1.01754,4.63909,1.0
35123,40.2815,29.8589,23.9658,0.649128,12.8082,0.697917
28095,8.39931,7.79382,7.18409,0.76176,1.46421,0.65625
37335,37.9324,41.1819,44.7867,0.118519,9.27294,0.170833
15344,22.2585,23.6484,21.1551,1.0047,9.3384,1.0
53767,53.3374,55.6777,46.1323,0.387966,14.1494,0.472917
11605,17.5004,14.7216,19.7501,0.672853,3.13003,0.697917
44053,2.37224,2.41741,2.4029,1.09274,0.407773,1.0
50680,25.2481,27.0522,30.8543,0.0658142,6.4379,0.0729167
10698,50.2167,52.4285,53.6455,0.34117,14.3759,0.441667
41849,13.3215,11.2621,6.0075,0.939513,2.38658,0.9875
44513,43.2725,42.6642,39.4059,0.0850668,13.0252,0.127083
48289,40.0553,43.6479,29.3929,1.08987,20.3824,1.0
25396,33.8415,34.6157,34.94,0.992794,8.73996,1.0
34101,18.1724,15.3461,16.2421,0.919905,13.2753,1.0
31911,40.1061,42.4379,37.2438,0.681144,10.1113,0.7625
21283,25.5998,25.2418,11.4011,1.03688,4.02152,1.0
5850,20.593,22.049,24.0788,0.297682,4.63081,0.402778
41046,21.3773,21.1387,15.4911,0.966652,5.01846,1.0
29186,44.9472,44.5542,45.7986,0.528716,14.716,0.520833
44092,9.63349,10.8308,12.5075,0.497963,2.74419,0.61875
17825,27.2134,21.1468,15.0344,0.104658,3.79146,0.110417
12322,24.377,20.7303,21.6343,0.268306,6.93352,0.285417
50975,32.3091,20.2102,13.7515,1.02791,4.08538,1.0
17851,30.7428,30.2887,31.0131,1.05442,6.74213,1.0
19461,21.2234,19.9757,18.3794,1.02849,4.88359,1.0
27012,15.6148,15.2719,10.9655,0.966853,4.55258,1.0
20653,28.8149,27.6952,26.1385,0.464851,10.6479,0.502083
49219,54.3008,53.2026,54.2644,0.10378,14.2001,0.129167
55193,25.0811,20.0924,11.481,0.97847,3.49105,1.0
2363,21.0358,15.6655,18.8655,0.802842,3.62242,0.85625
4010,9.36711,9.53419,12.8989,0.633649,4.61352,0.6625
49832,49.7197,50.4223,44.7737,0.870197,21.2088,1.0
16463,61.721,63.7778,64.2601,0.701539,17.0492,0.729167
3928,46.3882,46.0861,51.1688,0.175124,13.2123,0.279167
32972,19.647,7.11677,5.04903,0.971328,3.07834,1.0
38758,40.1882,34.6232,19.6063,0.664157,16.6837,0.70625
54119,16.85,17.1332,21.144,0.568826,5.86209,0.645833
6602,16.953,18.2763,14.6336,0.201967,3.91513,0.261111
38481,6.65545,5.30071,3.32092,0.996247,1.18269,1.0
25814,17.9631,20.1071,22.5456,0.700406,4.93653,0.989583
51930,48.456,48.9554,43.7473,1.23928,11.2251,1.0
12732,18.094,17.3722,18.0558,0.781043,7.8103,0.779167
32143,18.9988,17.7132,15.4657,1.01077,3.04386,1.0
5570,6.3043,4.31274,4.63442,1.01805,6.17156,1.0
41185,6.47812,6.16528,5.26473,0.568315,1.07044,0.702083
5614,38.7552,41.6627,45.7968,0.271966,8.14451,0.283333
12241,44.0894,43.4409,39.5618,0.49416,16.1476,0.55625
51089,46.808,54.2543,69.8622,0.0925865,18.4439,0.133333
3796,50.1919,53.4549,53.2631,1.08011,15.8549,1.0
33183,41.1329,43.5516,55.218,1.05865,9.06729,1.0
48383,31.6768,24.6697,20.6266,0.864574,4.45289,0.947917
57018,29.1696,28.4396,27.7474,0.925319,6.71313,0.897222
45343,21.6723,13.9575,13.76,1.0029,3.42785,1.0
41760,24.688,22.1274,16.7896,0.632289,8.2979,0.6875
4511,6.25828,7.43732,9.93665,1.00438,2.17963,1.0
36580,40.4401,35.737,30.7863,0.345385,12.6046,0.354167
16433,26.0585,20.6444,11.9524,1.0121,4.43122,1.0
26533,7.02185,8.80332,11.3353,1.0092,2.38791,1.0
16029,55.2896,55.4802,60.4528,0.297871,15.4522,0.383333
3953,0.294933,0.2565,0.327131,0.960268,0.0398112,1.0
28062,27.7473,27.2996,28.2706,0.985167,6.31397,1.0
35666,14.6675,11.3003,9.76212,0.995747,2.66817,0.99375
2312,40.022,38.636,45.6059,0.127044,7.27626,0.135417
3467,40.0713,37.0947,35.1072,0.513432,7.55846,0.51875
32770,23.4181,24.0764,23.2452,1.15237,4.59219,1.0
41555,28.7746,33.2944,44.5671,0.350148,10.2536,0.391667
39946,21.8104,21.3849,19.3194,0.913117,8.13041,0.947917
24408,29.6622,24.9524,24.516,0.306894,5.38324,0.316667
38865,44.9585,51.4352,35.5488,1.06972,16.3169,1.0
13800,45.9943,47.2599,46.0299,0.0735487,13.7858,0.0916667
34879,30.917,25.9147,17.4337,0.262064,7.65646,0.264583
53067,49.9384,55.0893,51.3269,1.02093,14.8383,1.0
48991,13.4898,12.1937,12.0352,1.01396,2.29882,1.0
21947,23.8954,22.0247,18.8476,0.976779,8.73125,1.0
34717,38.7194,38.6016,38.3829,0.208664,11.2713,0.23125
48372,85.7694,88.7864,85.0296,0.567794,22.7322,0.655556
1294,4.74128,4.51394,4.61331,0.902256,0.773573,0.933333
8658,17.0341,17.6395,21.1464,0.690603,3.47536,0.797222
36293,5.52713,5.71742,4.44964,1.19065,1.22269,1.0
16304,10.1496,9.36152,8.99386,1.07784,2.36988,1.0
7164,28.9842,20.5695,17.3643,0.73082,6.55604,0.89375
37186,20.262,23.1536,22.2395,0.464385,5.05832,0.533333
29853,25.4386,22.0339,20.4385,1.04622,4.76295,1.0
54844,17.0903,17.0335,17.2664,0.370535,4.59451,0.444444
52001,11.6335,9.4388,5.7635,0.461965,5.86954,0.554167
45962,34.5311,33.0168,29.5415,0.482719,8.53806,0.502778
8486,14.3269,13.363,10.6081,0.739694,2.64463,0.789583
10772,8.49355,8.06576,8.65943,0.947109,1.43603,1.0
39949,29.0656,28.3247,29.5064,1.05844,8.74199,1.0
26294,13.3949,11.6455,9.83252,1.0145,2.11216,1.0
23205,24.6104,22.867,19.6708,1.00058,5.5948,1.0
27212,27.5681,26.9702,15.3162,0.829772,7.89701,0.864583
42898,25.6825,19.737,16.6928,0.127381,5.80025,0.164583
49356,14.7095,14.1186,13.1514,0.43302,4.94754,0.461111
3255,9.1123,8.96817,8.23684,1.01987,1.43787,1.0
33089,14.8871,12.7188,12.906,0.98602,3.41795,1.0
49190,18.1725,10.8133,7.74503,0.698025,2.35191,0.695833
21567,42.9477,40.9326,39.4963,0.103263,17.9266,0.119444
36075,11.9309,10.3529,7.17837,0.277338,1.81155,0.325
5987,33.3859,29.629,23.0264,1.05409,7.1073,1.0
54883,29.573,28.8054,27.7575,0.800485,5.87308,0.88125
31138,12.4332,11.624,11.8986,0.273676,4.07728,0.289583
26610,33.2194,32.2621,38.5847,1.09559,8.01986,1.0
36756,40.1704,42.0463,47.7818,0.16002,15.075,0.195833
4419,52.1832,50.0976,34.077,0.864168,13.084,1.0
14431,51.5066,49.7138,56.0881,0.203062,16.6344,0.283333
35850,55.3389,52.9343,42.5125,1.11855,16.3128,1.0
4941,41.5174,33.8781,36.2108,0.0731735,6.66823,0.0895833
18292,16.7458,15.4297,13.8812,0.952693,3.352,1.0
23853,15.2329,14.0056,11.0836,0.305703,3.24288,0.3125
35438,62.9631,55.7679,59.4294,0.574544,15.8058,0.5625
55735,11.5732,11.1954,10.8924,0.991308,3.29609,1.0
28570,46.0978,47.4787,33.334,1.05706,13.743,1.0
29427,32.057,30.3557,28.9461,0.858591,7.94277,0.879167
39730,18.9478,15.4934,12.4732,1.08684,3.23763,0.995833
853,67.2285,63.9407,49.9405,0.96327,18.8467,1.0
20438,19.6323,18.1288,20.0605,0.726861,3.9928,0.7
22769,23.7163,28.2937,32.9817,1.08522,7.8836,1.0
9065,24.8282,21.8281,21.2263,0.859437,5.22795,1.0
2207,15.2042,10.5349,8.246,0.217036,2.11801,0.23125
33528,10.8572,7.25401,4.02638,0.891092,1.18688,1.0
41631,46.3284,49.7895,37.714,1.11154,16.0748,1.0
1157,7.13448,3.31973,2.18862,1.01778,0.586501,1.0
38611,30.6412,27.9436,26.2137,0.258787,7.11955,0.319444
45569,41.8216,41.1113,38.2838,0.373728,24.9837,0.495833
1956,21.6154,21.0963,20.9578,0.153765,4.05121,0.195833
21625,24.7433,24.6042,22.3841,1.00201,5.41392,1.0
32442,24.9462,25.949,22.2182,0.122509,5.63518,0.138889
43115,23.3933,23.4559,25.6254,0.302105,4.57192,0.380556
53175,15.1982,9.24974,10.796,0.994038,1.69055,1.0
5367,16.8681,10.0238,8.96993,0.98583,2.70884,1.0
47227,24.3283,23.6633,22.761,0.536302,10.2101,0.572917
53395,10.0159,7.53004,11.1807,0.058782,2.12088,0.0645833
39403,29.3395,27.2994,23.3874,0.96226,7.42879,1.0
1111,28.8543,17.3088,22.7937,0.411023,4.6295,0.416667
11058,67.1381,64.9025,66.2755,0.706368,14.3723,0.89375
45593,12.2857,11.8602,10.7258,0.851775,3.03216,0.980556
24849,19.8892,15.4624,9.59681,1.03126,2.92795,1.0
42700,20.181,11.9574,7.7979,0.872584,2.40582,1.0
38244,18.1878,12.9771,6.63778,0.98642,2.66829,1.0
44496,60.6085,60.3121,64.2546,0.39579,21.5876,0.522222
45211,42.0946,38.8954,35.1962,0.182283,10.4816,0.229167
22015,30.7028,28.9841,28.3489,0.415822,14.4182,0.460417
13351,40.1294,29.5423,26.0211,1.05539,7.55238,1.0
22220,18.8954,19.1828,21.2986,1.0528,5.02326,1.0
10373,43.6997,45.8927,60.2472,0.261813,14.2131,0.270833
19977,26.3488,21.4509,29.0292,0.316843,5.44086,0.379167
35835,21.5743,21.6883,29.0213,0.229901,6.59231,0.283333
30437,13.1658,15.5142,17.7368,0.183563,4.57777,0.285417
48976,57.9826,59.839,66.1819,0.179411,14.4904,0.197917
6089,26.0393,22.3958,19.2706,0.961898,7.85906,0.997222
20407,45.8716,46.1849,50.9638,0.655659,12.5478,0.895833
1747,30.7874,28.4887,25.7647,0.326361,11.6995,0.394444
53616,26.1136,30.9343,21.9358,0.587466,7.6949,0.633333
38242,18.55,17.8569,15.2716,0.594747,3.59815,0.6125
39985,60.5485,62.6323,54.9434,0.708155,17.9691,0.772222
16759,23.0887,24.7443,23.9787,0.123092,9.90701,0.141667
42022,55.1645,49.2165,40.243,0.985723,12.2996,1.0
1160,8.91556,7.37973,8.74991,0.214114,1.40528,0.327778
19102,19.8736,18.1983,18.3632,0.223679,6.05522,0.25
52556,61.8281,66.9426,59.8478,0.275714,16.2977,0.320833
40661,20.9622,21.808,21.6087,0.0894266,8.63652,0.120833
35993,50.8562,45.3462,42.1797,1.08334,15.4459,1.0
43336,39.1169,43.4337,44.0991,0.165922,20.4359,0.197917
17777,21.5566,21.5336,23.0893,0.0501879,7.22291,0.0666667
19990,31.3079,28.7331,31.8467,0.0870414,10.0035,0.108333
45470,14.5833,10.2034,8.82274,0.137552,5.51958,0.197222
38119,16.1212,15.7323,16.8611,0.986176,3.38499,1.0
44832,52.819,32.5678,22.9539,0.990006,6.76169,1.0
8980,26.4544,25.6474,20.1672,0.987056,4.95456,1.0
53852,47.141,41.8922,26.4868,1.0077,19.2081,1.0
