jannis/table_1_2.V40,jannis/table_1_2.V43,jannis/table_1_2.V29,jannis/table_1_2.V38,jannis/table_1_2.Key_1_2,Key_0_0
44.8566,6.6095,0.925,0.23125,38164,48940
45.467,14.5624,0.13125,0.247222,37539,50069
14.2743,8.5888,0.166667,0.491667,37185,29619
33.5326,9.1358,1.0,0.577778,21460,30743
39.3057,14.2146,0.35,0.472917,15996,35237
40.6335,11.5174,0.670833,0.329167,39684,11584
67.403,4.06715,0.827083,0.347222,24779,12462
39.7127,16.2302,0.202083,0.452083,5334,35776
57.206,16.1106,1.0,1.0,47913,8162
19.1592,1.45098,1.0,0.547222,21090,22349
36.3906,20.4657,1.0,0.133333,54477,38079
26.3648,8.655,0.944444,0.0861111,20902,21908
51.1626,6.51639,1.0,1.0,465,9986
73.7474,4.41086,0.472222,0.225,22861,52858
38.5474,17.9171,0.308333,0.366667,16260,8002
22.2911,4.7479,0.997917,0.283333,43857,51469
11.1678,10.3989,0.21875,1.0,36226,10997
68.7285,7.11222,0.208333,0.294444,38108,5195
32.0254,2.78739,0.352778,0.133333,11234,53223
26.5275,14.1141,0.258333,0.683333,16237,44683
27.9356,6.36659,0.233333,0.20625,38279,56354
21.5335,14.5727,0.564583,0.16875,45325,14006
45.3696,14.9119,0.519444,0.138889,55238,33661
12.9547,2.16458,1.0,0.254167,56603,12113
10.7035,10.3352,0.508333,0.283333,44427,34487
16.4343,16.5487,1.0,0.213889,43591,4734
32.4936,6.53561,0.110417,0.313889,53986,42084
34.1834,2.28773,0.433333,0.408333,19306,55230
7.64109,6.51133,0.358333,0.213889,45523,28453
77.9266,16.8493,1.0,0.241667,2238,4080
32.0565,17.7001,0.5625,0.0805556,44827,12418
15.3606,13.0869,1.0,0.447222,25132,22008
41.0283,8.44914,1.0,1.0,15032,50204
6.69924,4.87028,1.0,0.20625,1939,48904
64.4404,1.24612,1.0,0.408333,50304,51617
12.3907,11.6025,1.0,0.341667,54126,26626
31.2054,1.15353,0.236111,0.125,40590,54928
8.89924,5.61844,0.927778,0.880556,3584,13541
21.3323,13.6602,0.155556,0.280556,56799,30509
8.44857,2.84441,1.0,0.45,27424,43328
36.6373,13.241,0.683333,0.15625,26729,13092
21.4322,8.3598,1.0,0.461111,55345,3996
47.3885,7.84885,0.09375,0.472917,42176,13634
13.8748,17.5763,0.995833,0.339583,11887,57
10.1687,14.7024,0.325,0.222222,53915,53156
30.9535,5.59013,0.197917,0.302778,39113,9727
10.1683,14.4067,1.0,0.341667,47171,4971
24.3711,11.9468,1.0,0.886111,372,49882
32.8741,16.4607,0.14375,0.0972222,3911,22486
47.1533,12.7538,0.0972222,0.163889,30708,17637
61.0782,1.15314,0.189583,1.0,37948,21026
19.1446,12.6683,0.252083,0.3875,38616,29128
28.5696,12.2457,0.170833,0.363889,39151,4044
57.6035,14.9581,1.0,0.141667,2310,22292
48.9718,8.65965,1.0,0.269444,2727,18730
42.6343,9.48788,1.0,0.408333,20100,16700
51.2802,2.35387,0.89375,0.575,9072,51952
50.0051,5.64464,0.3,0.355556,31664,897
23.0688,6.82868,0.433333,0.0645833,26810,50467
24.098,11.3337,0.85,0.608333,17205,2147
56.8642,12.9447,0.319444,0.302778,18470,33874
5.27721,6.27695,0.925,0.227778,50186,38943
52.2317,10.2585,0.558333,0.211111,5395,6867
19.5086,17.1504,0.564583,0.24375,23194,52264
51.8599,12.4377,0.566667,0.361111,54706,21722
38.7348,13.624,0.310417,0.416667,3408,42086
10.3099,14.4885,0.03125,0.675,38113,29905
41.7869,3.73121,1.0,0.44375,28231,22630
54.4829,4.83638,0.15,1.0,21476,30519
35.8475,16.4496,0.28125,0.680556,19699,39365
51.1952,9.65625,1.0,0.888889,35730,24985
43.1984,6.97247,1.0,0.213889,45822,21250
4.54846,8.14335,1.0,0.547222,34224,25397
41.5871,14.8518,0.308333,0.665625,7869,22429
51.7459,22.0549,1.0,0.252778,54755,34707
8.38821,18.8041,0.422917,0.375,22171,11735
31.6858,1.71179,0.405556,0.444444,375,44974
42.8534,4.96648,0.325,0.408333,25312,17567
42.4884,1.88739,0.205556,0.188889,15942,37572
72.8946,9.64964,0.670833,0.341667,24968,17727
4.98305,11.3901,1.0,0.208333,20769,30416
11.8877,3.42528,0.114583,0.458333,33350,6039
21.0648,12.2709,0.283333,0.152778,9277,47985
61.2183,16.6308,1.0,0.104167,37980,15444
37.5155,8.58271,0.0916667,0.2375,2079,37353
46.5031,12.9977,0.141667,0.172222,16694,9928
18.5176,15.2855,0.470833,0.115625,32869,28770
48.137,13.6333,0.285417,0.25,18445,27658
30.3809,7.1213,0.116667,0.314583,43293,26613
18.31,19.8859,1.0,0.0555556,55777,27785
30.3171,11.7936,0.7375,0.65625,44482,21634
49.7739,16.3709,1.0,0.0805556,48305,30521
22.4054,16.4881,0.11875,0.361111,11703,22361
4.83115,3.62892,1.0,0.252083,55785,23881
43.5559,7.80393,1.0,0.241667,49278,44768
3.84828,9.7778,0.79375,0.1375,14343,37299
41.8661,21.4581,1.0,0.247222,44005,45962
20.5507,4.93902,0.63125,0.816667,12592,18721
10.5385,18.0531,0.204167,0.85,4505,54228
21.0075,3.35433,0.394444,0.0541667,28278,26993
21.1563,4.46142,1.0,0.279167,23454,40563
72.7371,13.6203,0.295833,0.991667,3067,25111
34.4816,9.18276,0.397917,0.335417,455,49101
11.2072,18.0809,1.0,0.546875,46146,41032
82.8752,7.00165,1.0,0.15,50847,41983
5.46046,15.2528,1.0,0.141667,24310,21347
39.8872,11.7612,1.0,0.469444,10199,24040
33.6022,14.1273,1.0,0.138889,13272,15538
44.0483,19.4621,0.630556,0.347222,46303,45768
9.09025,19.9338,0.702083,0.370833,34800,52922
35.3993,14.7956,0.9125,0.397222,41330,1426
20.6349,3.70034,0.189583,0.183333,56108,28570
18.3581,8.50663,0.31875,0.536111,10078,26107
7.33231,11.2077,0.129167,0.0583333,21438,42535
5.99081,7.82176,0.444444,0.122222,5185,3065
8.66248,15.9622,0.333333,0.413889,7191,2153
90.6517,11.948,0.235417,0.46875,56778,46971
4.51599,21.4948,1.0,1.0,7564,11356
15.3339,3.15318,0.589583,0.95,19414,34477
17.0275,12.3107,0.0854167,0.277083,51794,2966
46.6116,11.5799,1.0,0.489583,29585,9121
30.7422,14.1605,0.433333,0.575,28127,24742
43.2374,16.2431,1.0,0.414583,17350,43461
23.3257,14.7939,0.5,0.640625,22125,54470
16.7941,7.96195,1.0,0.135417,28061,43313
30.4885,13.0827,1.0,0.325,3817,9639
62.4327,21.4849,0.0833333,0.180556,15659,26788
6.9287,22.7046,0.447917,0.811111,13816,2188
5.46658,4.79841,0.466667,0.255556,4658,31392
19.6749,10.9731,1.0,0.980556,47659,8110
52.1059,17.8125,0.972917,0.547222,50704,13527
7.31843,26.5463,0.264583,0.402083,40490,50999
34.119,7.34024,0.552083,0.166667,50600,35432
39.0984,8.41602,1.0,0.183333,38583,35355
33.6864,18.3045,0.983333,0.433333,50049,26585
48.2519,3.65658,1.0,0.333333,36100,1830
55.3089,9.69267,0.3125,0.113889,17964,54514
19.089,7.18253,0.9875,0.333333,31286,33836
42.2124,14.2099,0.0854167,0.465625,19776,20667
12.4562,1.44617,0.114583,0.975,44705,6591
59.2947,7.17043,1.0,0.225,9066,7238
14.2513,2.25365,0.0604167,0.719444,11322,35810
9.1013,5.13846,1.0,0.61875,47875,17907
70.0517,10.8822,0.114583,0.366667,57283,1704
35.3116,13.6973,1.0,0.415625,9460,2047
37.1924,10.5867,0.627083,0.147222,35423,11154
50.562,2.10471,0.683333,0.269444,39187,3091
5.08429,13.4339,0.970833,0.0770833,7064,153
18.2568,6.19564,0.477778,0.119444,13629,9315
45.5611,5.74532,0.995833,0.636111,21283,32480
9.1844,12.6079,0.1625,0.183333,14474,54764
50.4985,0.0143974,0.1875,0.353125,46760,8902
11.9383,10.9249,0.1375,0.2375,45222,2660
9.8819,18.9811,0.16875,0.341667,30820,48219
10.8539,10.1296,0.863889,0.89375,35151,33858
33.2615,4.3461,1.0,0.138889,51664,35734
54.3989,2.36767,0.245833,0.333333,53813,29985
73.5545,18.4733,1.0,0.554167,44076,42586
40.8197,7.02174,0.954167,0.50625,9056,21995
48.0692,13.274,0.658333,0.185417,22831,1619
26.495,3.52804,0.752083,0.139583,8956,34683
29.8825,13.5741,0.125,1.0,26070,14633
12.4912,6.14056,1.0,0.4,7026,32239
6.65374,22.6265,1.0,0.272222,6824,45592
14.8704,3.10589,0.561111,0.311111,42041,50653
85.3052,15.9087,0.55,0.388889,23801,43550
10.604,21.1639,0.883333,0.397222,7252,1905
89.3775,13.3908,0.05625,0.625,799,46175
21.1437,4.0151,0.0833333,0.305556,33504,23169
9.61904,2.87132,0.375,0.433333,25506,43276
35.1341,1.87529,1.0,0.130556,26122,21559
55.4665,13.9205,0.489583,0.383333,18469,48783
9.50367,9.74312,1.0,0.313889,45830,26289
65.565,4.86935,0.552083,0.386111,7370,46366
17.673,0.407773,1.0,0.788889,30401,34344
52.8743,14.6843,0.529167,0.51875,21941,9118
28.9238,7.29213,0.0666667,0.511111,31978,11053
40.1312,9.30082,0.175,0.322917,23960,49518
34.8552,8.0691,0.288889,0.0472222,40097,56380
58.8613,3.15919,1.0,0.125,24606,35158
61.0479,15.6051,0.283333,0.427778,31085,11190
60.8,7.84124,0.129167,0.525,26103,33224
18.946,6.07647,0.0916667,0.241667,25847,14546
53.4983,11.1997,0.238889,0.205556,16119,14703
17.1709,1.99367,0.0625,0.158333,20197,47420
68.1163,17.5489,0.23125,0.727778,20744,38127
20.3155,19.0587,0.93125,1.0,6029,10371
51.4293,7.50077,1.0,0.31875,4494,21998
14.4664,0.85561,1.0,0.279167,31410,20653
30.4768,19.9447,0.347222,0.275,45762,35690
16.1606,6.09374,0.53125,0.944444,17583,25461
27.1873,10.4092,0.0895833,0.808333,29481,25751
49.9608,1.56666,0.995833,0.230556,52591,579
42.793,6.14751,0.197917,0.491667,55131,4947
18.6183,17.4109,0.0833333,0.211111,7117,54344
4.30887,4.75447,0.2375,0.644444,55665,27781
43.7811,14.4529,1.0,0.858333,32158,56222
8.26709,15.6768,0.75625,0.535417,48678,43191
10.6764,1.28494,0.270833,0.0944444,40485,21203
37.9692,9.87192,1.0,0.484375,55956,57092
25.6569,12.4561,1.0,0.54375,46072,43739
28.6038,0.619923,0.16875,0.363889,46714,47042
26.1261,10.898,0.219444,0.683333,36106,29795
7.31242,16.6303,0.152778,0.09375,18728,20899
29.8454,18.2428,0.639583,0.461111,19134,17699
54.7662,12.8351,1.0,0.344444,18316,38364
69.8812,8.63557,0.7875,0.258333,31594,36327
9.0651,10.4646,0.266667,0.327778,15324,16773
10.7482,25.62,0.6125,0.213889,10957,8196
61.7599,19.8125,0.185417,0.0666667,13790,27708
19.9202,4.90607,1.0,0.105556,20208,8171
42.8467,6.52652,0.11875,0.277778,46925,33669
56.0885,8.14417,0.502083,0.186111,56803,32830
25.0367,19.1103,0.665625,0.172222,45232,46108
32.1351,5.22871,0.102083,0.5375,44768,14742
22.6274,1.78861,0.385417,0.202778,25925,20875
47.4491,14.4637,0.89375,0.213889,27999,45535
6.28964,15.0769,0.0861111,0.1625,41604,5696
37.6515,11.6161,0.294444,0.241667,3684,53367
35.1259,16.4468,0.0958333,0.711111,24643,43187
75.9987,6.86217,0.25,0.225,51164,56516
40.1923,5.1459,1.0,0.797917,34816,45238
61.0672,10.8031,1.0,0.280556,17190,2898
15.8456,19.8918,0.839583,0.605556,1391,54037
29.4133,1.41845,0.677778,0.55,42927,37149
43.2023,8.64102,0.535417,0.0777778,18793,23161
11.5925,8.99192,0.514583,0.366667,18837,17922
78.4467,6.172,0.139583,1.0,7260,1909
47.5329,14.7206,1.0,0.208333,32796,13948
52.2079,9.10357,0.127083,0.391667,38329,7901
14.2985,11.411,0.886111,0.55,51030,19043
14.8895,6.54759,0.152083,0.311111,16348,42261
18.5279,3.75298,1.0,0.972222,24631,16082
12.2093,2.51063,0.314583,0.116667,52217,42333
58.0856,2.77065,1.0,0.277083,37365,7301
49.4029,11.3623,0.452083,0.163889,37266,25258
11.6905,3.1957,1.0,0.525,30403,52923
41.8049,14.483,0.675,0.155556,46010,16027
26.6026,9.90493,0.483333,1.0,18053,55428
51.5094,16.9413,1.0,0.327778,47663,48271
41.836,8.55083,1.0,0.33125,4169,38960
6.2311,4.03988,0.0666667,0.838889,56853,52110
47.8663,5.47759,0.104167,0.583333,29132,16317
15.2958,20.399,0.775,0.197222,31656,4904
66.4459,11.2627,0.579167,0.122222,12287,21373
26.4779,0.00752829,0.408333,0.358333,33823,45633
48.8477,16.6417,0.545833,0.527083,4866,15356
87.8021,2.52087,0.0604167,0.688889,525,39343
68.8341,9.73643,0.6625,0.289583,5980,33363
48.7193,14.1631,0.964583,0.502778,53699,13905
64.8564,12.7852,1.0,0.189583,25992,54378
19.7555,9.89582,0.18125,0.144444,22724,39965
60.697,8.89902,0.0354167,0.3375,42409,43832
10.0499,22.3278,1.0,0.272222,22736,35809
13.5967,2.10113,0.611111,0.805556,12134,46480
54.5861,11.5676,0.610417,0.158333,33094,45004
62.2083,10.2172,0.904167,0.0666667,24161,21681
37.0127,16.6575,0.539583,0.252778,34171,17697
28.7895,15.5933,1.0,0.425,46737,45356
9.96385,7.83318,0.195833,0.225,36972,23589
28.6732,12.535,0.2,0.216667,48126,24908
69.1206,10.5264,0.104167,0.291667,40273,24274
39.4114,9.08526,0.10625,0.0729167,53558,18575
60.048,3.48544,0.0708333,0.15625,13369,26468
40.5047,8.95454,1.0,0.225,5275,26811
5.48097,19.7686,0.50625,0.189583,41987,46715
45.9013,5.25303,1.0,0.544444,12833,568
59.007,17.4275,0.284375,0.110417,20618,8586
51.1659,1.89078,0.670833,0.413889,6035,27353
44.0731,9.95151,0.561111,0.325,44946,9891
28.6242,3.31129,1.0,0.811111,2351,47020
16.9747,17.1644,0.180556,1.0,48220,17819
36.3328,11.2475,0.222222,0.177778,37870,38126
18.3625,3.89844,1.0,0.213889,3291,31180
27.0895,7.09623,0.122917,0.502083,33351,34498
27.9118,12.6878,0.05,0.229167,16171,7703
28.5943,0.0581006,1.0,0.15625,5819,6674
20.5574,9.3992,0.347917,0.458333,23828,8304
17.4147,8.23918,1.0,0.16875,51005,57204
58.482,16.4282,0.247222,0.8625,20271,10021
21.4586,1.87661,0.175,0.325,778,3953
55.0793,7.36531,0.99375,1.0,29983,41054
16.377,7.12194,0.139583,0.1625,40416,51499
37.5228,3.20057,0.577083,0.0645833,42601,33955
69.6483,17.4267,0.0958333,0.183333,38782,47235
52.045,5.67475,1.0,0.713889,11980,12858
40.5159,16.8722,0.2875,0.527778,30093,11979
34.386,10.6585,0.14375,0.360417,31329,10606
21.9803,2.01937,0.319444,0.36875,19460,57507
28.831,15.932,0.35,0.175,52332,20180
60.163,2.27318,0.889583,0.202778,36545,30674
65.2168,9.32966,0.369444,0.686111,859,31989
80.5449,11.9471,0.297222,0.865625,8310,18616
64.3317,6.71549,0.0916667,0.495833,25540,994
53.2225,27.1057,0.589583,0.733333,38106,48026
14.0739,22.3593,0.0604167,0.577083,25446,13157
48.23,9.9711,0.329167,0.395833,36653,26861
59.1246,19.656,0.302083,0.638889,46476,10439
16.5899,10.3153,1.0,0.633333,4011,1769
35.2874,13.8855,0.0729167,0.411111,16169,14264
65.7373,14.916,0.0958333,0.7,31965,50725
19.9025,1.6908,1.0,0.272222,47298,43321
52.0699,11.0383,1.0,0.194444,11869,2918
41.424,0.747887,1.0,0.388889,197,4930
27.7641,9.72067,0.979167,0.275,37744,50662
14.9453,2.89867,0.266667,0.102778,56379,12786
36.3417,0.853035,1.0,0.0722222,40673,51487
15.2466,3.34825,0.1125,0.154167,56039,12692
11.81,13.0257,0.622222,0.427778,39556,53539
31.1598,15.1855,0.105556,0.636111,14832,47250
21.6839,2.87478,1.0,0.597222,50509,51389
76.7937,19.5331,0.272917,0.759375,2130,13880
10.1639,4.46922,1.0,1.0,22405,20644
11.2073,6.44623,1.0,0.994444,37668,6933
27.787,11.9229,1.0,0.0861111,7640,5036
44.3692,20.0809,0.165625,0.434375,11117,12626
33.8841,11.8885,0.46875,0.377778,17057,33778
59.0108,32.2703,0.847917,0.344444,13959,6172
75.0439,9.10215,0.595833,0.591667,43719,28655
33.692,2.61849,0.375,1.0,2194,12436
33.5695,12.3737,0.41875,0.0666667,26352,51200
25.7837,19.1366,0.404167,0.166667,23626,29095
10.4927,4.34845,0.425,0.177778,16867,39531
52.1428,8.30973,1.0,0.188889,31294,6101
52.9297,11.073,0.0958333,0.295833,53596,51649
11.9652,6.34509,0.15,0.166667,43077,15717
29.0522,16.0648,0.629167,0.869444,50035,41958
15.4999,7.31747,0.170833,0.3375,46604,2974
23.8017,10.4116,1.0,0.341667,25656,30452
32.2334,3.45526,0.0895833,0.366667,6228,8720
21.3656,1.33539,0.80625,0.288889,11240,53829
29.6589,14.3329,1.0,0.655556,23640,27278
18.0558,16.2587,0.586111,0.658333,51006,8003
58.4535,23.5794,1.0,0.230556,39685,51167
23.4454,3.97914,1.0,0.716667,21822,4366
34.011,12.8933,1.0,0.0979167,16856,28996
17.256,11.6434,0.916667,1.0,14209,39071
64.6373,6.09515,1.0,0.533333,36619,48099
20.078,1.43798,0.177083,0.4875,36239,29654
35.3567,12.6249,0.660417,0.119444,56306,27428
18.3141,0.534146,0.7875,0.0854167,26723,19445
56.3453,10.2414,0.375,0.544444,55142,9235
62.0444,6.06891,1.0,0.513889,6230,7532
39.9296,13.8006,0.972222,0.666667,42583,9745
25.2643,18.5254,0.340625,0.096875,16638,45050
44.0944,9.13664,1.0,0.638889,55787,47397
7.94503,1.27902,0.15,0.141667,12842,45942
32.5669,6.27077,0.175,1.0,21819,5327
46.5807,4.00328,1.0,0.544444,31890,45608
14.8169,8.31541,1.0,0.441667,32020,50530
23.6083,8.12631,1.0,0.688889,8727,37789
23.0053,8.55024,1.0,0.441667,31220,22236
46.7336,18.2919,0.9875,0.608333,12246,47680
36.1922,7.38453,0.0395833,0.408333,51609,39035
16.2201,7.86996,0.886111,1.0,52038,3083
6.58983,15.4308,0.361111,0.269444,26985,10823
35.8101,3.78198,0.1625,0.0979167,1243,7229
21.4227,4.94909,0.519444,0.261111,15626,50027
31.5114,13.9336,0.963889,0.544444,57228,49148
13.1406,11.3181,0.129167,0.258333,49226,36516
67.7227,15.2914,1.0,0.727778,11083,44706
46.3934,1.38125,0.329167,0.0895833,36095,11040
12.846,22.1737,0.277083,1.0,19216,17191
7.29205,5.74783,0.838889,0.113889,13885,35685
50.259,4.13943,1.0,0.352778,32313,29141
14.1571,7.18776,0.920833,0.245833,17426,37885
14.2284,18.9722,0.552778,0.475,10553,45281
9.43466,4.91343,1.0,0.188889,1917,53371
12.2374,14.2618,0.45,0.1,2021,14053
50.3925,15.8612,0.09375,0.94375,8089,38759
7.66488,15.8703,0.06875,0.154167,23036,18724
22.031,15.2971,0.191667,0.440625,34441,54006
24.9643,15.6759,0.939583,0.825,20856,50501
10.2256,13.1688,0.25,0.163889,48475,26075
10.9686,6.28985,1.0,0.404167,2423,29209
50.3959,11.52,0.188889,0.269444,42382,55500
35.3677,3.13284,0.78125,0.211111,16036,52509
13.0101,12.8265,1.0,0.520833,18590,9975
26.9916,5.84595,1.0,0.116667,22301,27779
10.963,1.79488,1.0,0.322222,36411,29155
42.1025,18.6054,0.0791667,0.533333,34692,4733
39.3935,8.19844,0.247917,0.0694444,3398,19120
23.3256,12.4628,0.160417,0.669444,112,27048
8.53647,18.7285,0.55,0.2,42586,45250
38.4332,6.20288,1.0,0.38125,13451,27272
6.96507,12.9378,0.0833333,0.261111,53580,16825
45.7262,15.4257,1.0,0.2375,19372,2039
45.7763,1.59186,0.34375,0.141667,6813,40060
34.2686,17.8475,0.141667,0.1875,42660,21960
61.3967,16.2263,0.175,0.566667,932,50049
32.4273,3.35076,0.2,0.141667,9972,23167
27.8558,2.34319,0.472917,0.205556,47454,51431
75.3337,8.66624,1.0,0.0777778,13692,14472
14.0883,11.21,0.2,0.258333,42871,34199
26.0036,5.18444,1.0,0.238889,56174,23477
79.6033,12.4834,0.0416667,0.686111,10537,17764
36.5993,16.0454,0.15625,0.677778,30144,31704
33.4524,3.95616,0.835417,0.585417,51331,28457
45.1846,14.1235,0.147917,0.380556,23456,3122
18.385,17.6674,0.577083,1.0,13562,26538
1.35711,16.1447,0.31875,0.789583,8041,11344
30.251,4.74272,0.697917,0.616667,42975,27281
68.7289,20.0746,0.339583,0.5,5694,51287
20.1512,12.4555,0.447222,0.247222,35645,22102
23.5548,8.02719,0.447917,0.616667,28269,44696
61.0486,4.47937,0.129167,0.480556,45731,24024
24.5635,1.95774,0.0979167,0.880556,4923,30636
80.3542,1.93391,0.236111,0.272222,14312,42065
12.9344,4.72921,0.0729167,0.122222,12761,12994
22.3436,5.60038,0.0895833,0.361111,5802,34432
22.8931,15.118,0.891667,0.216667,55234,27187
18.6896,10.8945,0.10625,0.322222,50874,22901
7.80352,14.735,0.572222,0.563889,36257,15866
20.6029,4.68089,0.366667,0.438889,23192,47411
20.5711,16.9663,1.0,0.488889,16045,46022
45.7143,23.4129,0.310417,0.252778,26664,11282
19.7344,13.5879,1.0,0.777778,26412,49339
58.1041,8.36299,0.49375,0.18125,12162,16310
8.14422,15.5829,0.29375,1.0,46469,49647
13.5561,15.2997,0.227083,0.238889,13901,39148
49.201,32.8375,0.0583333,0.169444,35713,33700
29.7762,20.7112,0.75625,0.383333,37274,6994
32.3831,4.46394,0.570833,0.588889,12762,5513
6.28683,11.0278,0.28125,0.453125,10622,22741
16.5435,2.15503,0.1625,0.504167,35021,17974
73.6145,7.1181,0.0520833,0.0555556,55292,42406
33.735,12.0212,1.0,0.0972222,32731,18335
32.043,19.0187,1.0,0.975,6714,7958
49.1105,12.6305,0.258333,0.225,36816,21173
36.6271,15.7023,0.25,0.175,8881,1298
14.4326,4.9291,0.202083,0.116667,26916,39565
40.0632,1.22908,0.995833,0.397222,27676,41264
25.5196,11.8499,0.4,0.502083,44442,52297
32.9558,11.1323,0.139583,0.590625,25303,33715
27.8884,8.39875,0.145833,0.0833333,43203,35011
55.0102,6.66823,0.536111,0.7625,19926,43010
26.8152,13.7121,0.477083,0.421875,45967,9442
3.49829,9.14328,0.104167,0.269444,20474,28219
4.9741,8.92427,0.54375,0.460417,24113,9408
16.7058,17.6616,0.516667,0.602778,23349,53585
62.0753,21.127,0.239583,0.48125,32141,50887
20.2378,1.1267,0.716667,0.075,33269,6929
18.3944,14.3197,1.0,0.0666667,53409,10811
7.75096,19.9256,1.0,0.261111,18178,32098
31.8135,18.5552,0.861111,0.3375,37261,48220
18.0664,2.65718,0.0395833,0.733333,14534,54285
18.5307,7.90927,0.344444,0.225,26987,38066
38.3934,14.0715,0.1375,0.825,34400,40424
64.7635,15.1963,0.420833,0.183333,50592,18619
23.4432,6.88777,0.225,0.791667,20847,49449
28.3532,17.8863,0.635417,0.547222,48565,3569
7.17405,5.36031,1.0,0.55625,21396,7911
62.3612,6.03798,1.0,0.636111,36778,5900
12.4979,10.5706,0.216667,0.104167,3477,573
32.7082,15.5275,0.275,0.363889,34836,34067
45.3181,15.986,0.79375,0.603125,18397,3008
7.84555,10.5836,0.0854167,0.18125,23601,35266
21.5996,2.59172,0.379167,0.116667,7207,38967
55.7102,12.5156,0.6,0.233333,14516,49091
24.5901,15.9119,0.735417,0.39375,3712,45732
38.0513,4.67215,0.335417,0.313889,35741,56395
12.4906,12.1557,0.3375,0.111111,13027,23237
6.78221,4.02384,0.0645833,0.283333,35091,21055
26.5541,13.2279,0.16875,0.455556,35126,32619
24.5297,17.5679,0.06875,0.15625,40409,24237
12.0719,14.3288,0.514583,0.297222,46948,4121
26.9397,6.23965,1.0,0.772222,28721,392
31.39,11.9099,1.0,0.120833,48125,37500
49.6738,4.91293,1.0,0.116667,35084,10523
16.1265,14.8009,0.279167,0.166667,34129,22719
24.1672,10.43,1.0,0.197917,19990,1261
14.937,16.7101,0.347917,0.575,25405,4903
35.5059,3.04479,0.314583,0.679167,26516,18488
25.2667,12.7455,1.0,0.460417,43968,24198
25.8341,19.2118,0.1625,0.280556,30049,49668
23.3512,14.8119,0.09375,0.358333,8376,51627
33.9592,7.79071,0.9875,0.438889,3129,41257
53.0031,13.941,0.81875,0.716667,48500,18450
53.4673,8.49346,0.472917,0.189583,41967,50015
23.2038,14.1603,0.295833,0.625,16946,33676
60.1606,6.59449,0.48125,0.55625,24387,26109
44.5252,0.367257,0.161111,0.421875,21049,21966
69.8287,3.95595,0.827083,0.372917,18927,49238
44.0239,2.30474,0.994444,0.291667,48205,52575
27.4017,6.59631,0.169444,0.472917,56632,24491
47.7871,7.70704,0.995833,0.936111,2532,34926
8.47924,14.6883,0.179167,0.383333,34651,31651
23.89,25.9961,0.230556,0.954167,56748,5401
49.511,4.03406,0.172917,0.0666667,45590,52672
39.7526,11.7315,1.0,0.216667,30152,51689
19.0036,2.15776,0.964583,0.347222,26519,47686
67.1435,4.85066,1.0,0.427083,29959,51232
32.6737,9.60392,1.0,0.09375,49552,57535
30.1689,8.46594,0.23125,0.341667,7949,22336
10.8675,16.0698,0.238889,0.994444,52177,34120
36.192,0.331034,0.177083,0.110417,7113,44341
38.3552,1.71103,0.43125,0.102083,19633,25465
14.6992,1.77757,1.0,0.164583,16891,53233
28.6528,9.77148,0.3125,0.2375,35406,24572
15.7651,8.02818,0.454167,0.497917,10452,11438
14.4476,13.567,0.447917,0.497917,39185,7081
29.3686,5.6599,0.439583,0.338889,38297,21172
34.0742,8.87548,1.0,0.0583333,48317,2589
50.707,3.16481,0.644444,0.194444,37364,33870
34.4253,4.5988,0.402083,0.0638889,38596,29435
33.2723,3.53238,1.0,0.441667,28052,16490
34.5621,16.9515,0.635417,0.3125,48696,38223
43.7746,11.0787,0.322222,0.177083,57470,13502
55.9021,12.4964,0.252778,0.0722222,16788,4877
6.21134,14.2247,1.0,0.127778,20597,28139
10.7275,5.63951,1.0,0.194444,37378,42825
22.0375,11.9681,0.185417,0.158333,26934,41313
14.4218,6.7302,0.927778,0.19375,15074,38680
25.5811,3.81956,0.325,0.233333,1675,2037
68.5571,22.1868,1.0,0.455556,12484,1268
55.0759,4.44286,1.0,0.39375,44314,10950
49.3698,5.41281,1.0,0.290625,44405,50919
11.0091,11.5179,0.338889,0.0875,16774,36476
80.9625,6.2098,0.122917,0.477778,17370,17100
17.726,7.96224,0.664583,0.633333,52427,55255
36.6945,12.8098,0.188889,0.0777778,9851,14607
10.8579,16.8059,1.0,0.522917,26105,45987
37.4864,13.5147,1.0,0.238889,34118,29984
18.9223,13.5864,0.04375,0.335417,10211,27235
56.0495,13.3084,0.666667,0.375,23092,37049
27.5779,16.5953,1.0,0.505556,55178,21463
55.7734,4.23541,1.0,1.0,17584,5186
50.4626,11.0611,0.235417,0.7375,20036,40360
82.6264,14.1039,0.664583,0.180556,8192,46310
47.4339,0.597502,0.3,0.252778,30255,26399
9.6194,9.90979,1.0,0.129167,14067,35796
18.5468,13.4228,0.13125,0.685417,8814,57323
17.9805,4.57635,0.577778,0.780556,5757,30388
47.5442,16.6246,1.0,0.438889,33005,7251
30.3293,11.919,0.9875,0.522222,19081,3828
29.6398,4.89118,0.241667,0.197917,21462,35528
49.0776,15.2538,1.0,0.685417,54267,3335
16.7799,0.325728,0.455556,0.514583,49826,57420
16.1813,15.3119,0.214583,1.0,57273,24845
52.9039,15.6311,0.1,0.3625,53838,17438
49.9269,18.0919,1.0,0.463889,30504,27784
42.4872,9.49256,0.58125,0.755556,23875,6631
22.496,5.46666,0.0916667,0.235417,16131,9289
64.9625,8.67972,0.579167,0.169444,23401,24012
11.9244,17.1645,0.775,0.275,28366,5285
26.7907,8.61388,0.602778,0.415625,56734,40660
