yprop/table_0_0.oz252,yprop/table_0_0.oz6,yprop/table_0_0.oz5,yprop/table_0_0.oz133,yprop/table_0_0.oz9,Key_0_0
0.869557,0.228571,0.266667,0.0,0.0,2110
0.923668,0.0,0.066667,0.0,0.0,5522
0.0,0.0,0.066667,0.0,0.045455,5932
0.908762,0.0,0.133333,0.0,0.0,6457
0.912918,0.0,0.266667,0.133333,0.136364,755
0.879494,0.0,0.2,0.0,0.0,5112
0.932249,0.0,0.0,0.0,0.0,3767
0.901174,0.0,0.133333,0.066667,0.181818,4540
0.999458,0.0,0.0,0.0,0.0,2685
0.918157,0.0,0.066667,0.0,0.0,364
0.915718,0.028571,0.0,0.0,0.227273,5615
0.998735,0.0,0.0,0.0,0.045455,1308
0.931617,0.0,0.066667,0.0,0.090909,6119
0.909124,0.0,0.066667,0.066667,0.227273,526
0.882746,0.028571,0.133333,0.0,0.0,8115
0.901987,0.057143,0.0,0.0,0.0,764
0.962511,0.0,0.0,0.0,0.0,5607
0.925926,0.0,0.066667,0.0,0.0,2808
0.928997,0.0,0.0,0.0,0.0,3382
0.980668,0.0,0.133333,0.0,0.0,1317
0.983017,0.0,0.066667,0.0,0.0,3821
0.909214,0.028571,0.066667,0.066667,0.227273,7937
0.942276,0.028571,0.066667,0.0,0.0,3146
0.901355,0.0,0.133333,0.0,0.0,4297
0.91093,0.0,0.066667,0.0,0.0,7936
0.896387,0.028571,0.2,0.0,0.0,4246
0.909937,0.085714,0.066667,0.0,0.0,815
0.911201,0.0,0.066667,0.0,0.0,6154
0.923577,0.057143,0.133333,0.066667,0.045455,6283
0.907407,0.0,0.266667,0.066667,0.0,7239
0.909304,0.0,0.0,0.0,0.181818,2955
0.890244,0.0,0.0,0.0,0.0,6726
0.915447,0.028571,0.0,0.0,0.0,3262
0.929088,0.0,0.066667,0.0,0.0,2068
0.892231,0.057143,0.066667,0.0,0.0,8776
0.907678,0.342857,0.266667,0.0,0.0,4114
0.89729,0.028571,0.133333,0.0,0.0,6893
0.909937,0.028571,0.066667,0.0,0.181818,6177
0.89991,0.028571,0.2,0.133333,0.045455,3659
0.999639,0.0,0.066667,0.0,0.0,6285
0.891328,0.0,0.0,0.133333,0.363636,5648
0.986992,0.0,0.0,0.0,0.136364,4859
0.913189,0.0,0.0,0.066667,0.181818,1489
0.9028,0.0,0.0,0.0,0.0,6607
0.908582,0.057143,0.066667,0.0,0.0,6497
0.982294,0.057143,0.133333,0.0,0.0,6790
0.891238,0.028571,0.2,0.066667,0.181818,382
0.918067,0.085714,0.133333,0.0,0.181818,4953
0.882385,0.057143,0.0,0.0,0.181818,1651
0.923126,0.085714,0.0,0.066667,0.0,6222
0.91093,0.114286,0.066667,0.0,0.0,1800
0.909666,0.0,0.066667,0.066667,0.045455,6357
0.933966,0.0,0.2,0.066667,0.090909,56
0.887986,0.0,0.133333,0.0,0.318182,8607
0.906865,0.0,0.2,0.066667,0.045455,7303
0.919874,0.057143,0.266667,0.0,0.090909,8652
0.978681,0.057143,0.266667,0.0,0.0,4783
0.921048,0.028571,0.066667,0.0,0.0,5489
0.939115,0.057143,0.2,0.0,0.0,6657
0.901174,0.057143,0.4,0.0,0.0,2557
0.944896,0.0,0.4,0.0,0.0,2897
0.905781,0.028571,0.0,0.0,0.0,658
0.919151,0.028571,0.0,0.4,0.272727,4057
0.919693,0.028571,0.0,0.0,0.0,4094
0.943993,0.0,0.0,0.0,0.0,4009
0.905059,0.0,0.333333,0.133333,0.090909,8323
0.997561,0.0,0.0,0.0,0.090909,973
0.937398,0.4,0.133333,0.133333,0.0,4909
0.91879,0.0,0.0,0.0,0.0,5814
0.903884,0.028571,0.066667,0.0,0.0,6617
0.90542,0.0,0.066667,0.0,0.0,5818
0.889702,0.0,0.0,0.0,0.0,8004
0.906956,0.0,0.0,0.0,0.0,3614
0.907678,0.057143,0.066667,0.0,0.0,1363
0.886992,0.114286,0.066667,0.0,0.0,6593
0.929268,0.0,0.0,0.0,0.0,4869
0.903252,0.057143,0.133333,0.0,0.0,3095
0.917435,0.028571,0.066667,0.0,0.0,4124
0.896296,0.028571,0.0,0.0,0.0,1377
0.915989,0.0,0.2,0.0,0.0,3749
0.880397,0.0,0.066667,0.0,0.181818,1508
0.955104,0.0,0.066667,0.0,0.0,3935
0.913369,0.0,0.0,0.0,0.227273,542
0.915899,0.0,0.2,0.066667,0.318182,7273
0.91635,0.028571,0.133333,0.066667,0.181818,2248
0.912014,0.028571,0.133333,0.0,0.090909,4517
0.900994,0.171429,0.066667,0.333333,0.0,3808
0.916893,0.028571,0.066667,0.0,0.181818,978
0.91093,0.2,0.066667,0.0,0.0,2069
0.909395,0.028571,0.0,0.266667,0.0,5434
0.917886,0.085714,0.133333,0.133333,0.0,6077
0.882204,0.028571,0.066667,0.0,0.0,1754
0.929178,0.0,0.133333,0.0,0.227273,1461
0.944806,0.028571,0.133333,0.066667,0.363636,1745
0.950226,0.028571,0.133333,0.066667,0.0,3584
0.908672,0.057143,0.333333,0.0,0.0,7593
0.886631,0.0,0.266667,0.066667,0.045455,7920
0.916802,0.0,0.0,0.0,0.045455,989
0.909937,0.0,0.2,0.0,0.0,3096
0.907407,0.257143,0.133333,0.0,0.0,4252
0.981572,0.0,0.066667,0.066667,0.136364,4601
0.890063,0.0,0.066667,0.066667,0.272727,7606
0.905601,0.057143,0.2,0.0,0.0,8654
0.928184,0.057143,0.333333,0.0,0.181818,3005
0.90009,0.0,0.0,0.066667,0.090909,6430
0.901355,0.0,0.0,0.0,0.136364,173
0.90009,0.0,0.066667,0.0,0.0,530
0.904336,0.028571,0.066667,0.0,0.318182,8378
0.911382,0.028571,0.066667,0.0,0.0,4808
0.903523,0.0,0.0,0.0,0.0,172
0.907498,0.0,0.0,0.2,0.045455,497
0.922764,0.085714,0.066667,0.0,0.0,170
0.90813,0.057143,0.133333,0.266667,0.090909,5187
0.903975,0.0,0.0,0.0,0.181818,6802
0.904517,0.057143,0.2,0.133333,0.0,943
0.90533,0.085714,0.066667,0.0,0.181818,7972
0.90009,0.0,0.133333,0.0,0.045455,3266
0.906323,0.0,0.2,0.0,0.0,1106
0.896567,0.0,0.0,0.066667,0.136364,7418
0.909756,0.028571,0.0,0.0,0.0,7953
0.939837,0.0,0.0,0.0,0.0,6922
0.91635,0.057143,0.2,0.0,0.045455,4508
0.909214,0.085714,0.066667,0.066667,0.0,5771
0.918338,0.114286,0.266667,0.0,0.0,5390
0.930443,0.171429,0.0,0.0,0.0,7288
0.901897,0.0,0.0,0.066667,0.136364,8254
0.9028,0.0,0.133333,0.066667,0.0,3219
0.926829,0.0,0.533333,0.266667,0.0,5307
0.897109,0.0,0.066667,0.0,0.0,8696
0.897651,0.0,0.066667,0.0,0.0,6135
0.994309,0.0,0.266667,0.133333,0.5,8032
0.996387,0.285714,0.066667,0.0,0.0,8160
0.903884,0.0,0.0,0.133333,0.090909,4364
0.890786,0.0,0.0,0.0,0.0,1545
0.920235,0.114286,0.2,0.0,0.0,1414
0.872629,0.0,0.0,0.066667,0.181818,7829
0.908491,0.0,0.0,0.0,0.0,4254
0.90551,0.0,0.066667,0.066667,0.045455,6460
0.892412,0.0,0.066667,0.0,0.0,2045
0.894399,0.0,0.066667,0.0,0.0,6562
0.91617,0.0,0.066667,0.0,0.0,2431
0.897922,0.0,0.133333,0.0,0.0,5342
0.928546,0.0,0.0,0.0,0.0,7046
0.920416,0.0,0.066667,0.0,0.0,3348
0.913369,0.0,0.066667,0.0,0.0,8009
0.888528,0.028571,0.0,0.0,0.0,5325
0.893315,0.0,0.0,0.0,0.0,6851
0.908401,0.0,0.266667,0.0,0.0,2529
0.999729,0.114286,0.066667,0.0,0.0,8526
0.931436,0.0,0.0,0.0,0.454545,751
0.896567,0.028571,0.0,0.266667,0.0,193
0.912105,0.057143,0.066667,0.0,0.0,1177
0.88365,0.057143,0.066667,0.066667,0.0,2937
0.9785,0.0,0.133333,0.0,0.0,1994
0.981301,0.0,0.0,0.0,0.181818,7871
0.905872,0.057143,0.0,0.0,0.0,5313
0.930081,0.057143,0.133333,0.0,0.045455,3958
0.888076,0.028571,0.266667,0.0,0.045455,3295
0.890154,0.0,0.066667,0.0,0.181818,1014
0.898735,0.028571,0.066667,0.0,0.0,1823
0.912014,0.142857,0.0,0.0,0.0,1616
0.913821,0.142857,0.0,0.133333,0.0,2237
0.922132,0.0,0.133333,0.0,0.0,97
0.91617,0.0,0.0,0.0,0.0,7197
0.91346,0.0,0.066667,0.0,0.0,2659
0.915808,0.0,0.066667,0.0,0.0,16
0.911472,0.0,0.0,0.266667,0.090909,7475
0.917344,0.057143,0.0,0.0,0.0,5153
0.903252,0.085714,0.066667,0.0,0.0,2527
0.925384,0.028571,0.066667,0.0,0.0,4893
0.937037,0.0,0.066667,0.0,0.0,8060
0.936766,0.0,0.133333,0.0,0.0,5081
0.909033,0.028571,0.0,0.0,0.0,3133
0.988166,0.0,0.2,0.0,0.090909,7085
0.90804,0.114286,0.266667,0.0,0.0,8562
0.970461,0.0,0.266667,0.0,0.045455,7977
0.916983,0.0,0.066667,0.0,0.0,2983
0.904607,0.028571,0.066667,0.0,0.0,4191
0.90542,0.0,0.0,0.0,0.181818,2344
0.898103,0.0,0.0,0.0,0.0,5806
0.992051,0.0,0.0,0.0,0.0,4485
0.976694,0.0,0.133333,0.0,0.0,7222
0.880397,0.0,0.333333,0.066667,0.181818,3361
0.916531,0.0,0.0,0.0,0.090909,4261
0.920687,0.0,0.0,0.0,0.0,7200
0.972087,0.0,0.0,0.0,0.0,2942
0.880849,0.0,0.066667,0.0,0.0,3903
0.918519,0.114286,0.133333,0.066667,0.181818,1654
0.978591,0.085714,0.0,0.0,0.0,2646
0.893225,0.0,0.0,0.066667,0.409091,5518
0.898555,0.057143,0.0,0.0,0.0,3752
0.882204,0.0,0.133333,0.0,0.181818,5744
0.917435,0.028571,0.0,0.066667,0.136364,5736
0.9215,0.0,0.066667,0.0,0.045455,3040
0.926649,0.0,0.066667,0.0,0.0,5543
0.935682,0.0,0.133333,0.0,0.0,1047
0.896387,0.057143,0.066667,0.066667,0.0,7935
0.904788,0.0,0.133333,0.066667,0.363636,1459
0.911924,0.0,0.2,0.066667,0.0,2639
0.905962,0.0,0.0,0.0,0.0,2115
0.908401,0.0,0.0,0.0,0.0,3077
0.909304,0.0,0.0,0.0,0.0,5211
0.933062,0.0,0.0,0.0,0.0,2475
0.917977,0.114286,0.066667,0.066667,0.0,2234
0.922855,0.0,0.0,0.066667,0.272727,8679
0.890696,0.0,0.066667,0.266667,0.181818,7500
0.914995,0.028571,0.2,0.066667,0.0,908
0.883198,0.057143,0.0,0.066667,0.0,4802
0.90533,0.0,0.066667,0.0,0.0,8814
0.996658,0.028571,0.066667,0.266667,0.0,8271
0.934598,0.0,0.0,0.0,0.0,3654
0.880036,0.028571,0.066667,0.0,0.0,4382
0.977236,0.028571,0.0,0.0,0.0,3070
0.908943,0.0,0.0,0.0,0.0,2846
0.924571,0.0,0.0,0.0,0.0,4639
0.911021,0.0,0.066667,0.0,0.0,3358
0.920054,0.0,0.0,0.0,0.0,5023
0.975248,0.0,0.066667,0.0,0.0,5580
0.917344,0.114286,0.0,0.0,0.0,6509
0.912105,0.0,0.066667,0.066667,0.0,6188
0.930352,0.0,0.0,0.0,0.0,3913
0.91635,0.0,0.266667,0.0,0.0,4704
0.905691,0.0,0.266667,0.066667,0.0,5971
0.904336,0.057143,0.0,0.0,0.0,4699
0.911111,0.085714,0.066667,0.066667,0.045455,5794
0.928275,0.0,0.066667,0.0,0.181818,1188
0.960885,0.0,0.133333,0.0,0.045455,2125
0.9215,0.057143,0.133333,0.0,0.0,2758
0.952936,0.057143,0.133333,0.0,0.0,6248
0.90542,0.057143,0.2,0.0,0.0,6703
0.889612,0.114286,0.0,0.0,0.0,7828
0.874977,0.0,0.0,0.0,0.181818,3959
0.958988,0.0,0.0,0.0,0.0,3801
0.907407,0.0,0.133333,0.0,0.0,6304
0.902981,0.028571,0.0,0.0,0.0,8051
0.896025,0.0,0.2,0.066667,0.0,8420
0.909033,0.028571,0.0,0.0,0.0,3027
0.901987,0.057143,0.266667,0.133333,0.0,7224
0.903071,0.057143,0.0,0.0,0.090909,8100
0.927191,0.057143,0.133333,0.066667,0.0,7693
0.920596,0.0,0.133333,0.0,0.0,701
0.937037,0.0,0.133333,0.0,0.090909,3034
0.910659,0.057143,0.0,0.0,0.0,201
0.901536,0.028571,0.266667,0.066667,0.272727,6717
0.910388,0.0,0.066667,0.0,0.136364,5660
0.96757,0.0,0.133333,0.0,0.363636,3213
0.94065,0.0,0.2,0.0,0.0,2337
0.92421,0.028571,0.066667,0.0,0.0,8106
0.913098,0.0,0.133333,0.0,0.0,1134
0.912285,0.0,0.2,0.066667,0.318182,396
0.912556,0.0,0.066667,0.266667,0.0,7343
0.956098,0.0,0.266667,0.0,0.0,5550
0.965221,0.114286,0.133333,0.0,0.0,1538
0.907859,0.057143,0.0,0.0,0.181818,6936
0.913369,0.057143,0.0,0.0,0.181818,6449
0.87841,0.028571,0.066667,0.066667,0.0,4064
0.918428,0.0,0.066667,0.0,0.0,5194
0.911111,0.028571,0.133333,0.066667,0.0,5600
0.919151,0.028571,0.066667,0.0,0.0,1630
0.917073,0.057143,0.2,0.066667,0.545455,1715
0.932791,0.0,0.133333,0.0,0.0,2319
0.907407,0.0,0.0,0.0,0.0,5656
0.953207,0.114286,0.0,0.0,0.0,2862
0.908943,0.0,0.0,0.0,0.0,4633
0.990696,0.057143,0.0,0.133333,0.0,4729
0.918338,0.0,0.0,0.0,0.0,566
0.920687,0.142857,0.133333,0.0,0.045455,4559
0.885095,0.085714,0.133333,0.0,0.0,3290
0.947335,0.028571,0.066667,0.0,0.0,5964
0.98103,0.0,0.066667,0.0,0.0,3628
0.923848,0.028571,0.466667,0.266667,0.090909,3934
0.893135,0.028571,0.266667,0.066667,0.0,3452
0.912105,0.028571,0.133333,0.0,0.0,3838
0.951942,0.0,0.266667,0.266667,0.090909,1533
0.903884,0.0,0.0,0.0,0.045455,1977
0.913731,0.0,0.0,0.0,0.454545,4258
0.930352,0.028571,0.133333,0.0,0.0,6179
0.914634,0.0,0.0,0.0,0.0,4615
0.889883,0.057143,0.2,0.133333,0.181818,1460
0.882385,0.0,0.0,0.0,0.409091,185
0.904426,0.0,0.133333,0.0,0.0,4612
0.903162,0.171429,0.133333,0.0,0.0,6474
0.93785,0.028571,0.333333,0.266667,0.045455,1842
0.939295,0.028571,0.066667,0.066667,0.0,3134
0.90551,0.0,0.0,0.0,0.0,69
0.907136,0.142857,0.066667,0.0,0.090909,4694
0.910659,0.028571,0.066667,0.066667,0.0,2192
0.992141,0.0,0.0,0.0,0.0,7700
0.89187,0.0,0.066667,0.0,0.136364,1389
0.930894,0.0,0.0,0.0,0.0,4837
0.922313,0.0,0.266667,0.066667,0.090909,8073
0.944444,0.0,0.0,0.0,0.0,7042
0.87832,0.0,0.0,0.0,0.0,2061
0.888528,0.0,0.0,0.0,0.0,7442
0.887444,0.0,0.066667,0.0,0.0,7015
0.916802,0.0,0.0,0.0,0.0,7445
0.909033,0.0,0.066667,0.066667,0.090909,6311
0.912466,0.2,0.133333,0.066667,0.0,1566
0.926829,0.0,0.266667,0.0,0.0,4627
0.93505,0.2,0.466667,0.0,0.0,572
0.919061,0.028571,0.333333,0.066667,0.136364,3057
0.898193,0.0,0.266667,0.0,0.0,3613
0.897019,0.028571,0.0,0.066667,0.0,3456
0.922584,0.028571,0.133333,0.0,0.409091,2866
0.929449,0.0,0.066667,0.0,0.0,8103
0.996206,0.0,0.266667,0.066667,0.090909,1233
0.999458,0.142857,0.133333,0.133333,0.0,5830
0.936766,0.8,0.2,0.2,0.136364,668
0.914002,0.0,0.133333,0.0,0.0,8433
0.910388,0.0,0.333333,0.0,0.0,8552
0.939657,0.028571,0.133333,0.066667,0.0,4257
0.931617,0.0,0.066667,0.0,0.0,8647
0.906594,0.028571,0.2,0.2,0.0,5334
0.917977,0.0,0.0,0.0,0.0,6517
0.898826,0.0,0.0,0.0,0.0,8721
0.930262,0.171429,0.066667,0.0,0.0,2201
0.904065,0.028571,0.066667,0.0,0.0,5855
0.907588,0.114286,0.2,0.133333,0.136364,7518
0.97019,0.057143,0.0,0.0,0.0,453
0.931978,0.0,0.0,0.0,0.0,1767
0.990334,0.0,0.066667,0.0,0.136364,2338
0.906233,0.0,0.066667,0.0,0.0,4066
0.8972,0.0,0.066667,0.0,0.0,8120
0.9028,0.0,0.133333,0.0,0.0,8380
0.911834,0.085714,0.0,0.0,0.045455,5188
0.91897,0.0,0.0,0.066667,0.090909,4249
0.910208,0.028571,0.133333,0.0,0.0,6847
0.911292,0.0,0.2,0.0,0.0,7278
0.891418,0.057143,0.066667,0.2,0.045455,5472
0.908762,0.085714,0.0,0.066667,0.045455,3254
0.986269,0.0,0.133333,0.0,0.0,7736
0.942728,0.028571,0.133333,0.0,0.0,4958
0.900181,0.028571,0.066667,0.0,0.0,2305
0.909575,0.0,0.066667,0.0,0.0,2525
0.918248,0.0,0.0,0.0,0.0,3209
0.897019,0.0,0.133333,0.0,0.0,522
0.916712,0.057143,0.333333,0.2,0.409091,7081
0.920145,0.0,0.066667,0.0,0.0,8067
0.91075,0.028571,0.266667,0.266667,0.0,7070
0.999277,0.0,0.0,0.0,0.181818,5406
0.976694,0.114286,0.0,0.0,0.0,5244
0.91626,0.057143,0.066667,0.0,0.0,5488
0.925023,0.0,0.066667,0.0,0.0,4857
0.919874,0.028571,0.066667,0.0,0.0,3891
0.935863,0.0,0.066667,0.0,0.0,8457
0.868293,0.0,0.066667,0.0,0.0,4259
0.899458,0.028571,0.133333,0.0,0.0,5286
0.903884,0.057143,0.0,0.0,0.0,2430
0.985637,0.142857,0.266667,0.066667,0.0,179
0.917615,0.0,0.0,0.0,0.0,72
0.906233,0.0,0.2,0.0,0.0,8466
0.892231,0.114286,0.0,0.0,0.0,6324
0.888979,0.057143,0.0,0.0,0.0,3198
0.925113,0.0,0.0,0.0,0.0,27
0.927281,0.0,0.0,0.0,0.045455,4184
0.989973,0.0,0.066667,0.0,0.272727,4220
0.914273,0.057143,0.266667,0.0,0.0,7053
0.920506,0.057143,0.266667,0.0,0.0,4871
0.901716,0.0,0.0,0.066667,0.045455,1303
0.88907,0.057143,0.0,0.0,0.0,7983
0.917615,0.114286,0.0,0.0,0.0,1373
0.997651,0.0,0.133333,0.0,0.0,4227
0.910208,0.142857,0.066667,0.133333,0.0,5776
0.900542,0.0,0.066667,0.0,0.0,5973
0.912466,0.0,0.0,0.0,0.227273,7003
0.889612,0.0,0.0,0.0,0.181818,7198
0.909937,0.0,0.2,0.0,0.181818,105
0.891689,0.028571,0.133333,0.0,0.136364,4692
0.938844,0.114286,0.2,0.0,0.0,7403
0.992683,0.0,0.0,0.0,0.0,5140
0.902439,0.057143,0.066667,0.0,0.136364,3663
0.909395,0.0,0.0,0.0,0.0,752
0.908491,0.0,0.066667,0.0,0.0,4450
0.900452,0.0,0.0,0.0,0.0,8582
0.9215,0.0,0.0,0.2,0.681818,6194
0.94598,0.0,0.266667,0.066667,0.363636,7866
0.917977,0.057143,0.0,0.066667,0.0,2574
0.907498,0.0,0.133333,0.066667,0.181818,1825
0.998464,0.0,0.266667,0.066667,0.272727,4826
0.917435,0.028571,0.066667,0.066667,0.0,3302
0.929539,0.285714,0.2,0.0,0.0,8587
0.905781,0.057143,0.0,0.066667,0.0,8578
0.897019,0.0,0.066667,0.066667,0.0,2959
0.91355,0.085714,0.0,0.266667,0.409091,6414
0.911834,0.028571,0.2,0.2,0.0,437
0.914905,0.114286,0.133333,0.0,0.0,8039
0.94869,0.371429,0.0,0.0,0.0,7945
0.922132,0.028571,0.066667,0.0,0.318182,2347
0.917073,0.057143,0.2,0.066667,0.0,5303
0.89729,0.057143,0.2,0.0,0.0,6446
0.985998,0.0,0.066667,0.0,0.136364,4689
0.892141,0.0,0.133333,0.066667,0.045455,6176
0.936676,0.0,0.0,0.0,0.0,6979
0.914905,0.085714,0.0,0.0,0.0,8863
0.909214,0.0,0.0,0.0,0.0,7634
0.902981,0.0,0.0,0.0,0.0,4389
0.914724,0.028571,0.266667,0.266667,0.0,3100
0.931707,0.057143,0.066667,0.0,0.0,204
0.920325,0.028571,0.0,0.0,0.0,8434
0.885276,0.4,0.066667,0.066667,0.0,1357
0.92972,0.0,0.133333,0.0,0.181818,1613
0.903704,0.028571,0.0,0.0,0.181818,6763
0.911472,0.0,0.2,0.0,0.0,6958
0.918428,0.0,0.133333,0.0,0.0,1601
0.933966,0.142857,0.066667,0.0,0.0,1201
0.978771,0.0,0.133333,0.0,0.090909,8551
0.914995,0.0,0.0,0.0,0.0,8298
0.914815,0.085714,0.0,0.0,0.0,2596
0.91075,0.028571,0.0,0.066667,0.227273,120
0.916531,0.028571,0.066667,0.2,0.045455,7568
0.911292,0.0,0.066667,0.066667,0.0,7620
0.903342,0.085714,0.266667,0.0,0.0,651
0.911382,0.0,0.4,0.2,0.0,7971
0.910569,0.0,0.0,0.0,0.0,4446
0.90542,0.114286,0.133333,0.0,0.0,6360
0.931527,0.028571,0.0,0.0,0.181818,955
0.914905,0.085714,0.066667,0.133333,0.090909,7946
0.905962,0.0,0.266667,0.0,0.181818,7939
0.923035,0.028571,0.066667,0.0,0.0,1724
0.906052,0.0,0.0,0.0,0.227273,3497
0.973261,0.028571,0.266667,0.266667,0.0,4035
0.915266,0.4,0.0,0.0,0.0,1846
0.912918,0.057143,0.0,0.133333,0.454545,8523
0.896658,0.028571,0.0,0.0,0.0,3393
0.950858,0.085714,0.133333,0.0,0.0,4890
0.886811,0.057143,0.133333,0.0,0.0,413
0.901987,0.0,0.066667,0.0,0.0,7834
0.901987,0.0,0.0,0.0,0.0,5417
0.900903,0.057143,0.133333,0.0,0.0,3424
0.915989,0.028571,0.133333,0.0,0.0,7160
0.915176,0.028571,0.133333,0.0,0.0,2362
0.906775,0.0,0.0,0.0,0.0,3553
0.918248,0.0,0.066667,0.066667,0.272727,2856
0.914092,0.0,0.133333,0.0,0.0,8077
0.911021,0.0,0.066667,0.0,0.272727,7921
0.903523,0.0,0.2,0.0,0.0,1915
0.982475,0.057143,0.0,0.0,0.0,115
0.915537,0.2,0.066667,0.0,0.0,1218
0.943812,0.0,0.066667,0.0,0.0,3744
0.91888,0.057143,0.133333,0.0,0.136364,5573
0.904697,0.428571,0.2,0.4,0.0,4966
0.980036,0.0,0.0,0.066667,0.136364,5595
0.919603,0.0,0.066667,0.0,0.0,6880
0.907498,0.342857,0.0,0.133333,0.0,1603
0.900181,0.0,0.0,0.066667,0.227273,2907
0.92159,0.028571,0.0,0.066667,0.045455,4292
0.945257,0.028571,0.4,0.0,0.0,5751
0.898555,0.028571,0.066667,0.2,0.0,7507
0.909485,0.028571,0.066667,0.0,0.0,8678
0.913731,0.028571,0.066667,0.0,0.0,4770
0.999458,0.028571,0.0,0.0,0.0,987
0.903884,0.057143,0.2,0.0,0.0,3615
0.957543,0.0,0.066667,0.0,0.0,8577
0.969015,0.0,0.0,0.0,0.181818,2754
0.906865,0.028571,0.0,0.0,0.0,8237
0.900271,0.028571,0.2,0.066667,0.045455,3307
0.932701,0.057143,0.066667,0.066667,0.0,4183
0.918428,0.0,0.0,0.133333,0.636364,813
0.998916,0.0,0.133333,0.266667,0.136364,639
0.901355,0.028571,0.2,0.2,0.181818,4929
0.913731,0.0,0.2,0.0,0.272727,2183
0.893948,0.0,0.133333,0.133333,0.272727,4426
0.8757,0.028571,0.0,0.066667,0.0,4122
0.908853,0.057143,0.133333,0.266667,0.045455,4489
0.918699,0.0,0.066667,0.066667,0.045455,381
0.896567,0.0,0.0,0.0,0.0,575
0.917525,0.028571,0.066667,0.0,0.0,3578
0.909395,0.0,0.133333,0.0,0.0,6417
0.900181,0.0,0.0,0.0,0.181818,7391
0.894851,0.028571,0.4,0.0,0.0,2541
0.909214,0.028571,0.133333,0.0,0.0,3619
0.929539,0.0,0.2,0.0,0.0,4132
0.95402,0.028571,0.066667,0.0,0.045455,6183
0.991418,0.0,0.133333,0.0,0.0,4572
0.911021,0.028571,0.133333,0.0,0.0,4911
0.899819,0.142857,0.066667,0.066667,0.0,1993
0.896748,0.0,0.133333,0.0,0.0,8315
0.923668,0.028571,0.0,0.066667,0.0,448
0.931165,0.114286,0.066667,0.066667,0.181818,511
0.89991,0.0,0.066667,0.133333,0.0,3877
0.897471,0.114286,0.133333,0.0,0.0,1775
0.943902,0.057143,0.2,0.0,0.0,4275
0.910117,0.0,0.266667,0.066667,0.136364,2516
0.97841,0.028571,0.133333,0.0,0.0,5898
0.932069,0.057143,0.066667,0.066667,0.0,700
0.928365,0.0,0.0,0.0,0.0,5125
0.912556,0.0,0.0,0.0,0.0,2044
0.990696,0.0,0.0,0.0,0.0,4847
0.913098,0.028571,0.133333,0.066667,0.090909,992
0.902891,0.0,0.133333,0.0,0.0,4797
0.892593,0.0,0.2,0.133333,0.090909,1602
0.998826,0.028571,0.0,0.0,0.0,1860
0.905781,0.028571,0.266667,0.066667,0.045455,5182
0.991599,0.0,0.066667,0.0,0.0,6167
0.936495,0.0,0.133333,0.0,0.090909,4515
0.910117,0.057143,0.0,0.0,0.090909,5080
0.912918,0.028571,0.066667,0.066667,0.227273,8688
0.904607,0.0,0.0,0.0,0.0,3150
0.896929,0.0,0.066667,0.0,0.181818,7182
0.905691,0.057143,0.0,0.0,0.0,7576
0.998464,0.0,0.133333,0.0,0.136364,6963
0.90804,0.085714,0.2,0.066667,0.0,1286
0.926378,0.028571,0.066667,0.0,0.0,750
0.907498,0.0,0.0,0.0,0.090909,5001
0.988528,0.028571,0.066667,0.0,0.0,7662
0.910298,0.0,0.0,0.0,0.0,3524
0.905601,0.0,0.066667,0.0,0.0,3480
0.907136,0.0,0.066667,0.0,0.0,2278
0.941283,0.0,0.066667,0.0,0.0,330
0.934056,0.0,0.0,0.0,0.0,6948
0.904968,0.0,0.066667,0.0,0.0,7144
0.922674,0.0,0.066667,0.0,0.0,4396
0.908582,0.028571,0.066667,0.0,0.0,4286
0.902349,0.114286,0.4,0.0,0.0,6314
0.941554,0.028571,0.0,0.0,0.0,8880
0.957724,0.0,0.0,0.0,0.090909,7643
0.926378,0.057143,0.066667,0.0,0.0,3068
0.999639,0.057143,0.0,0.0,0.0,7028
0.908943,0.085714,0.133333,0.0,0.0,1611
0.896658,0.028571,0.133333,0.0,0.0,436
0.903433,0.057143,0.133333,0.0,0.0,2380
0.9,0.057143,0.066667,0.0,0.0,4985
0.923848,0.028571,0.266667,0.0,0.0,2264
0.917073,0.057143,0.0,0.133333,0.090909,3782
0.897651,0.028571,0.266667,0.0,0.0,534
0.84607,0.085714,0.066667,0.0,0.181818,7326
0.920596,0.0,0.066667,0.0,0.0,4360
0.931798,0.0,0.0,0.0,0.0,8166
0.98654,0.0,0.0,0.0,0.136364,7695
0.929088,0.028571,0.066667,0.0,0.0,8105
0.920867,0.0,0.066667,0.0,0.0,5082
0.985727,0.0,0.266667,0.066667,0.0,7808
0.982114,0.028571,0.0,0.266667,0.0,1065
0.910569,0.028571,0.0,0.266667,0.090909,6308
0.931978,0.114286,0.0,0.0,0.0,3583
0.969828,0.057143,0.133333,0.133333,0.090909,7590
0.913008,0.0,0.0,0.0,0.0,5667
0.920958,0.0,0.133333,0.0,0.227273,2024
0.914092,0.057143,0.0,0.0,0.0,5207
0.936134,0.028571,0.066667,0.0,0.0,6522
0.898284,0.057143,0.0,0.2,0.0,6921
0.882565,0.057143,0.066667,0.0,0.0,6356
0.988076,0.028571,0.2,0.066667,0.181818,2851
0.875429,0.028571,0.066667,0.0,0.0,6362
0.910659,0.028571,0.0,0.0,0.0,774
0.922945,0.085714,0.2,0.0,0.0,8390
