Key_1_2,oz248,oz246,oz249,oz151,oz13,oz251
6330,0.77,0.894118,0.545302,1.0,0.772727,0.378409
6740,0.714,0.542588,0.134713,0.071429,0.090909,0.542876
3157,0.0,0.156863,0.132037,0.0,0.0,0.55333
8642,0.833,0.627451,0.183468,0.142857,0.181818,0.649278
6128,0.0,0.156863,0.09933,0.0,0.0,0.384205
8239,0.5,0.470588,0.115206,0.0,0.045455,0.445635
2747,0.6,0.440314,0.077576,0.142857,0.136364,0.308699
1493,1.0,0.688941,0.19675,0.0,0.181818,0.512653
8355,0.952,0.688941,0.205489,0.071429,0.227273,0.602908
6828,0.516,0.654118,0.306044,0.142857,0.272727,0.53294
7096,0.793,0.719216,0.340071,0.142857,0.272727,0.648605
1040,0.647,0.719216,0.381459,0.285714,0.363636,0.661491
7207,0.647,0.719216,0.352259,0.285714,0.363636,0.650934
7478,0.639,0.719216,0.411362,0.357143,0.409091,0.71107
8115,0.722,0.597176,0.148718,0.071429,0.181818,0.435491
6891,0.429,0.470588,0.14172,0.0,0.090909,0.564819
2256,0.316,0.470588,0.200012,0.0,0.090909,0.568183
7632,0.4,0.440314,0.161666,0.0,0.090909,0.590022
4772,0.5,0.597176,0.159019,0.142857,0.090909,0.404958
2802,0.64,0.654118,0.222981,0.285714,0.363636,0.493039
797,0.759,0.709647,0.271017,0.071429,0.227273,0.601615
5413,0.65,0.612863,0.196543,0.071429,0.136364,0.572116
4270,0.4,0.440314,0.13035,0.071429,0.090909,0.479998
4919,0.429,0.470588,0.147595,0.142857,0.090909,0.544998
4299,0.375,0.497255,0.1663,0.142857,0.090909,0.561818
7059,0.2,0.364235,0.084348,0.0,0.045455,0.390778
614,0.286,0.470588,0.188489,0.0,0.136364,0.34565
176,0.0,0.156863,0.164674,0.0,0.0,0.609481
7012,0.286,0.470588,0.216232,0.071429,0.045455,0.571909
8703,0.0,0.156863,0.185348,0.0,0.0,0.666822
2130,0.0,0.0,0.205985,0.0,0.0,0.634943
4997,0.0,0.156863,0.25874,0.0,0.0,0.665269
1129,0.818,0.666353,0.253553,0.0,0.136364,0.711484
2328,0.909,0.777098,0.294034,0.357143,0.318182,0.528593
4608,0.667,0.440314,0.08424,0.142857,0.136364,0.479066
8520,0.222,0.364235,0.084065,0.0,0.0,0.450137
6902,0.583,0.497255,0.107674,0.214286,0.181818,0.432076
5596,0.273,0.440314,0.102732,0.0,0.0,0.360607
3967,0.143,0.440314,0.216289,0.0,0.0,0.473218
3410,0.583,0.470588,0.146958,0.0,0.181818,0.519381
6158,0.522,0.597176,0.254944,0.071429,0.136364,0.520364
1584,0.737,0.762039,0.355578,0.214286,0.272727,0.594007
1514,0.667,0.641098,0.218342,0.142857,0.181818,0.486001
8544,0.0,0.248627,0.130834,0.0,0.0,0.547741
2370,0.0,0.248627,0.159604,0.0,0.0,0.498784
5988,0.0,0.313725,0.202007,0.0,0.0,0.613311
1441,0.7,0.470588,0.096466,0.071429,0.181818,0.400352
5864,0.0,0.156863,0.074193,0.0,0.0,0.485639
1959,0.333,0.497255,0.18847,0.0,0.045455,0.547896
1193,0.388,0.719216,0.466857,0.357143,0.590909,0.26647
5619,0.519,0.666353,0.260907,0.0,0.181818,0.357398
1817,0.952,0.699451,0.184912,0.071429,0.318182,0.536666
5406,0.739,0.654118,0.235586,0.0,0.272727,0.657093
6590,0.5,0.654118,0.286785,0.0,0.227273,0.559851
1405,0.087,0.313725,0.226183,0.071429,0.090909,0.614087
4321,0.167,0.40549,0.168091,0.0,0.045455,0.479998
4264,0.286,0.40549,0.131703,0.0,0.090909,0.494281
888,0.462,0.440314,0.155241,0.071429,0.090909,0.52968
2407,0.462,0.440314,0.155439,0.0,0.136364,0.575946
2280,0.529,0.542588,0.177511,0.071429,0.090909,0.573306
1290,0.261,0.470588,0.252687,0.071429,0.090909,0.587797
5715,0.0,0.313725,0.317006,0.0,0.0,0.67681
1134,0.375,0.470588,0.17072,0.071429,0.090909,0.551622
7635,0.667,0.597176,0.177294,0.071429,0.136364,0.553175
5488,0.333,0.521098,0.192738,0.0,0.181818,0.440822
3049,0.1,0.364235,0.123747,0.0,0.0,0.28774
4963,0.414,0.597176,0.258654,0.0,0.181818,0.382032
5703,0.375,0.470588,0.136568,0.0,0.090909,0.318015
5981,0.516,0.688941,0.270454,0.285714,0.181818,0.551778
8517,0.583,0.497255,0.048351,0.0,0.136364,0.364074
521,0.4,0.440314,0.148893,0.0,0.045455,0.531077
7218,0.467,0.497255,0.128934,0.071429,0.227273,0.549966
3211,0.0,0.156863,0.180725,0.0,0.0,0.553744
5414,0.0,0.156863,0.200006,0.0,0.0,0.62392
7372,0.0,0.0,0.224961,0.0,0.0,0.602287
85,0.35,0.497255,0.231487,0.071429,0.090909,0.616416
8122,0.0,0.156863,0.24393,0.0,0.0,0.661698
7497,0.0,0.248627,0.212824,0.0,0.0,0.526109
3706,0.3,0.440314,0.20468,0.0,0.090909,0.584226
8680,0.522,0.580392,0.20855,0.0,0.227273,0.670393
4390,0.0,0.156863,0.176553,0.0,0.0,0.554986
4712,0.421,0.562353,0.190115,0.0,0.090909,0.568545
7125,0.0,0.0,0.113624,0.0,0.0,0.486674
1165,0.538,0.497255,0.119515,0.071429,0.090909,0.462816
2892,0.0,0.248627,0.130611,0.0,0.0,0.547741
2352,0.867,0.627451,0.151712,0.0,0.181818,0.534596
1689,0.0,0.440314,0.284987,0.0,0.0,0.481085
3122,0.667,0.580392,0.230638,0.142857,0.181818,0.721679
3379,0.462,0.470588,0.145774,0.071429,0.136364,0.546033
7963,0.52,0.627451,0.24485,0.142857,0.181818,0.524453
6914,0.621,0.699451,0.246613,0.142857,0.318182,0.57341
3388,0.471,0.521098,0.189396,0.0,0.045455,0.589971
8549,0.462,0.470588,0.139413,0.0,0.045455,0.494799
6962,0.48,0.580392,0.303546,0.071429,0.136364,0.656265
7542,0.5,0.470588,0.14403,0.071429,0.090909,0.555504
5753,0.368,0.654118,0.417587,0.0,0.090909,0.582932
4584,0.0,0.0,0.127687,0.0,0.0,0.307871
3074,0.75,0.580392,0.123722,0.0,0.181818,0.55214
3031,0.286,0.470588,0.231806,0.0,0.045455,0.495213
5305,0.5,0.597176,0.256188,0.071429,0.090909,0.553951
4644,0.684,0.612863,0.17198,0.0,0.181818,0.5938
3689,0.0,0.156863,0.12741,0.0,0.0,0.458883
4943,0.361,0.641098,0.373971,0.214286,0.227273,0.684262
7317,0.0,0.364235,0.356313,0.0,0.0,0.623143
138,0.5,0.562353,0.18931,0.214286,0.272727,0.437872
6303,0.0,0.248627,0.13773,0.0,0.0,0.47591
8293,0.5,0.497255,0.136711,0.214286,0.181818,0.464214
278,0.375,0.440314,0.17647,0.0,0.045455,0.466284
6221,0.273,0.440314,0.02723,0.0,0.045455,0.367438
6769,0.8,0.654118,0.182596,0.142857,0.272727,0.523935
843,0.0,0.0,0.073525,0.0,0.0,0.462558
8202,0.522,0.580392,0.267386,0.142857,0.272727,0.64726
6549,0.667,0.641098,0.206128,0.071429,0.136364,0.503649
3785,0.429,0.440314,0.133606,0.142857,0.090909,0.603685
3301,0.429,0.612863,0.283482,0.142857,0.181818,0.568908
76,0.464,0.612863,0.294922,0.0,0.181818,0.634995
3843,0.4,0.641098,0.37815,0.0,0.181818,0.616726
4506,0.56,0.612863,0.263256,0.142857,0.136364,0.581794
5933,0.321,0.728471,0.562451,0.142857,0.545455,0.507375
7242,0.895,0.666353,0.169358,0.142857,0.181818,0.473529
967,0.722,0.612863,0.194574,0.142857,0.181818,0.614397
7115,0.684,0.597176,0.209985,0.142857,0.272727,0.583605
8168,0.2,0.470588,0.428585,0.071429,0.045455,0.729338
3339,0.692,0.542588,0.117192,0.142857,0.136364,0.466491
5142,0.0,0.248627,0.088278,0.0,0.0,0.410288
4876,0.0,0.0,0.107922,0.0,0.0,0.486674
4552,0.5,0.497255,0.145179,0.214286,0.181818,0.563111
5874,0.647,0.562353,0.125612,0.0,0.181818,0.387414
4019,0.429,0.580392,0.196929,0.071429,0.136364,0.436733
3290,0.545,0.612863,0.216474,0.0,0.090909,0.562904
4624,0.261,0.440314,0.287666,0.0,0.045455,0.665476
3692,0.143,0.248627,0.139251,0.0,0.0,0.479066
2316,0.0,0.156863,0.194227,0.0,0.0,0.556849
2552,0.462,0.699451,0.418777,0.428571,0.272727,0.666667
2485,0.56,0.641098,0.263297,0.0,0.090909,0.459918
3996,0.739,0.677961,0.225928,0.214286,0.227273,0.511825
8005,0.65,0.641098,0.205699,0.142857,0.136364,0.495886
5401,0.615,0.641098,0.244955,0.142857,0.181818,0.559489
1773,0.5,0.641098,0.243052,0.285714,0.181818,0.46323
7241,0.286,0.440314,0.275984,0.0,0.045455,0.678466
3142,0.692,0.542588,0.101751,0.071429,0.181818,0.466077
6773,0.692,0.666353,0.265114,0.0,0.272727,0.59468
8797,0.719,0.845804,0.628072,0.714286,1.0,0.596439
2555,0.188,0.440314,0.157924,0.0,0.0,0.448171
3439,0.375,0.440314,0.176734,0.214286,0.181818,0.645241
968,0.3,0.497255,0.217664,0.0,0.045455,0.499405
2162,0.448,0.612863,0.252471,0.142857,0.363636,0.548569
6762,0.375,0.440314,0.193084,0.0,0.272727,0.55804
2196,0.84,0.709647,0.241807,0.142857,0.363636,0.625783
5889,0.71,0.728471,0.322738,0.0,0.272727,0.647001
1931,0.73,0.769725,0.378006,0.0,0.363636,0.67976
4781,0.72,0.677961,0.23318,0.071429,0.318182,0.667546
267,0.781,0.737255,0.343482,0.142857,0.318182,0.645086
4281,0.444,0.521098,0.18608,0.0,0.136364,0.527144
8760,0.571,0.542588,0.117118,0.0,0.090909,0.359209
3320,0.0,0.248627,0.091425,0.0,0.0,0.446773
1244,0.476,0.542588,0.196267,0.285714,0.227273,0.602857
904,0.333,0.470588,0.169033,0.214286,0.136364,0.593748
8234,0.0,0.364235,0.090315,0.0,0.0,0.310666
2715,0.296,0.521098,0.246129,0.285714,0.272727,0.513895
7691,0.0,0.156863,0.351903,0.0,0.0,0.676862
3433,0.667,0.440314,0.09019,0.071429,0.136364,0.588987
6689,0.615,0.521098,0.131069,0.071429,0.181818,0.527144
2680,0.682,0.641098,0.228025,0.0,0.227273,0.532785
5534,0.833,0.641098,0.171751,0.0,0.227273,0.478963
3576,0.6,0.580392,0.229919,0.214286,0.181818,0.625006
1776,0.545,0.440314,0.122881,0.071429,0.090909,0.498887
6878,0.6,0.440314,0.110181,0.142857,0.181818,0.55835
2454,0.688,0.580392,0.14663,0.214286,0.181818,0.502976
1771,0.647,0.580392,0.15612,0.285714,0.227273,0.540392
8633,0.667,0.641098,0.239643,0.0,0.181818,0.563267
2530,0.0,0.156863,0.086531,0.0,0.0,0.422139
5687,0.462,0.728471,0.495994,0.285714,0.636364,0.570098
8741,0.0,0.248627,0.050747,0.0,0.0,0.35186
6280,0.0,0.248627,0.076475,0.0,0.0,0.419241
934,0.688,0.562353,0.126118,0.071429,0.181818,0.539616
7682,0.0,0.156863,0.172104,0.0,0.0,0.490504
486,0.0,0.0,0.143754,0.0,0.0,0.352999
1606,0.0,0.0,0.129138,0.0,0.0,0.579465
2259,0.0,0.156863,0.141119,0.0,0.0,0.586503
6917,0.353,0.440314,0.186854,0.0,0.045455,0.537753
7567,0.6,0.580392,0.225492,0.285714,0.363636,0.638876
3819,0.0,0.0,0.258415,0.0,0.0,0.784609
8409,0.0,0.156863,0.273197,0.0,0.0,0.741707
2221,0.0,0.0,0.30234,0.0,0.0,0.819231
6374,0.333,0.597176,0.20006,0.0,0.136364,0.342545
7089,0.667,0.641098,0.188798,0.142857,0.136364,0.552554
8713,0.432,0.728471,0.351107,0.0,0.363636,0.446256
1881,0.655,0.699451,0.314543,0.0,0.136364,0.602857
6637,0.591,0.627451,0.238237,0.071429,0.090909,0.557988
6358,0.368,0.521098,0.187312,0.0,0.045455,0.497335
330,0.667,0.666353,0.308488,0.0,0.181818,0.641412
1310,0.48,0.612863,0.2661,0.142857,0.181818,0.6381
1195,0.0,0.156863,0.102095,0.0,0.0,0.340268
3293,0.5,0.597176,0.235274,0.214286,0.227273,0.549397
7618,0.5,0.542588,0.1272,0.0,0.181818,0.387414
7676,0.583,0.612863,0.270629,0.0,0.181818,0.622833
7215,0.0,0.156863,0.09884,0.0,0.0,0.485639
1838,0.583,0.497255,0.116743,0.0,0.045455,0.476893
6117,0.0,0.248627,0.121653,0.0,0.0,0.488796
8647,0.533,0.521098,0.145991,0.071429,0.090909,0.530249
3491,0.167,0.313725,0.137711,0.071429,0.090909,0.566372
6484,0.375,0.470588,0.147719,0.071429,0.090909,0.553589
4611,0.462,0.597176,0.248092,0.0,0.136364,0.568028
3525,0.643,0.562353,0.101774,0.071429,0.136364,0.366765
2471,0.81,0.654118,0.150201,0.0,0.181818,0.486363
6215,0.885,0.719216,0.247819,0.071429,0.409091,0.62542
5723,0.78,0.889725,0.541553,0.785714,0.727273,0.361176
6588,0.538,0.497255,0.133424,0.071429,0.181818,0.398903
7137,0.6,0.542588,0.136352,0.071429,0.181818,0.374424
499,0.0,0.248627,0.136196,0.0,0.0,0.427263
6219,0.267,0.580392,0.27326,0.0,0.181818,0.518812
1466,0.0,0.248627,0.26492,0.0,0.0,0.624903
4793,0.379,0.562353,0.275879,0.0,0.272727,0.608912
443,0.733,0.562353,0.147725,0.071429,0.181818,0.53294
1839,0.692,0.777098,0.438625,0.0,0.272727,0.714796
3563,0.842,0.654118,0.19016,0.0,0.136364,0.565233
4148,0.414,0.654118,0.281986,0.428571,0.272727,0.615639
1320,0.4,0.497255,0.127578,0.0,0.136364,0.392848
645,0.695,0.871373,0.542801,0.785714,0.681818,0.351084
4594,0.0,0.0,0.103021,0.0,0.0,0.487398
1818,0.4,0.542588,0.209848,0.0,0.090909,0.516121
3328,0.24,0.521098,0.237489,0.0,0.045455,0.481395
3464,0.667,0.627451,0.21249,0.0,0.272727,0.582777
6991,0.467,0.641098,0.292739,0.142857,0.136364,0.626042
4165,0.211,0.470588,0.21788,0.0,0.090909,0.498629
7570,0.375,0.440314,0.177488,0.0,0.090909,0.544429
1929,0.0,0.156863,0.085669,0.0,0.0,0.521192
7773,0.0,0.248627,0.146818,0.0,0.0,0.38731
4472,0.424,0.688941,0.304691,0.0,0.090909,0.468561
7660,0.667,0.497255,0.09709,0.0,0.136364,0.492418
5921,0.429,0.497255,0.133835,0.214286,0.181818,0.495472
8357,0.6,0.612863,0.212318,0.214286,0.136364,0.535114
4208,0.6,0.440314,0.088711,0.285714,0.181818,0.506805
7271,0.24,0.470588,0.274301,0.0,0.136364,0.681778
4180,0.188,0.40549,0.196419,0.0,0.0,0.303214
1354,0.0,0.0,0.35189,0.0,0.0,0.705377
2756,0.632,0.597176,0.201836,0.071429,0.136364,0.622574
3261,0.75,0.612863,0.170083,0.0,0.045455,0.55038
3308,0.429,0.497255,0.107839,0.071429,0.090909,0.410547
2905,0.2,0.364235,0.083358,0.0,0.0,0.4328
2583,0.5,0.470588,0.115327,0.0,0.045455,0.479118
5344,0.222,0.313725,0.106401,0.0,0.0,0.354293
3266,0.684,0.612863,0.183608,0.0,0.227273,0.496455
8054,0.783,0.688941,0.212146,0.285714,0.181818,0.493867
2822,0.0,0.156863,0.153345,0.0,0.0,0.526368
7770,0.353,0.440314,0.179356,0.0,0.045455,0.537753
2482,0.75,0.641098,0.153886,0.357143,0.227273,0.526005
2691,0.0,0.0,0.166771,0.0,0.0,0.594007
3569,0.0,0.248627,0.264808,0.0,0.0,0.512084
322,0.2,0.313725,0.116466,0.0,0.0,0.511049
1461,0.35,0.497255,0.21591,0.214286,0.272727,0.547689
121,0.37,0.562353,0.252557,0.071429,0.272727,0.557005
4524,0.0,0.156863,0.261989,0.0,0.0,0.600217
7974,0.615,0.654118,0.236579,0.142857,0.272727,0.500388
1352,0.0,0.248627,0.053808,0.0,0.0,0.417534
4149,0.545,0.470588,0.109217,0.071429,0.045455,0.476582
6424,0.615,0.542588,0.116472,0.0,0.136364,0.49837
5665,0.636,0.497255,0.145383,0.071429,0.090909,0.582208
155,0.462,0.497255,0.114025,0.071429,0.045455,0.467733
7987,0.583,0.521098,0.12299,0.0,0.045455,0.503338
632,0.684,0.627451,0.160142,0.071429,0.227273,0.506133
4328,0.714,0.654118,0.157202,0.214286,0.136364,0.465611
2249,0.0,0.248627,0.163693,0.0,0.0,0.513844
1392,0.0,0.156863,0.224821,0.0,0.0,0.60058
1568,0.7,0.641098,0.195532,0.142857,0.181818,0.558298
3370,0.514,0.709647,0.37294,0.142857,0.318182,0.662889
5954,0.0,0.248627,0.107387,0.0,0.0,0.431299
7163,0.0,0.248627,0.122029,0.0,0.0,0.447705
8653,0.0,0.248627,0.13667,0.0,0.0,0.463437
8041,0.762,0.654118,0.202033,0.214286,0.318182,0.570978
4168,0.619,0.627451,0.188855,0.0,0.181818,0.575273
929,0.87,0.699451,0.210097,0.0,0.181818,0.460229
5327,0.629,0.745882,0.351505,0.214286,0.318182,0.389018
1174,0.444,0.627451,0.319317,0.142857,0.090909,0.709983
5243,0.0,0.248627,0.092739,0.0,0.0,0.436837
8261,0.762,0.666353,0.198809,0.285714,0.363636,0.512446
8288,0.5,0.497255,0.168365,0.0,0.136364,0.518605
7642,0.375,0.470588,0.169256,0.0,0.136364,0.469337
6677,0.0,0.0,0.101767,0.0,0.0,0.486674
2121,0.0,0.156863,0.064411,0.0,0.0,0.402577
2546,0.0,0.364235,0.036993,0.0,0.0,0.367438
5730,0.727,0.497255,0.110643,0.214286,0.136364,0.452725
4339,0.0,0.156863,0.060048,0.0,0.0,0.359882
2660,0.538,0.521098,0.154662,0.0,0.045455,0.465352
1074,0.211,0.440314,0.196419,0.0,0.0,0.471666
5744,0.0,0.248627,0.0,0.0,0.0,0.290431
3560,0.65,0.612863,0.191967,0.071429,0.227273,0.455468
3992,0.72,0.688941,0.237359,0.071429,0.272727,0.594525
8175,0.563,0.542588,0.157644,0.0,0.136364,0.568752
6002,0.333,0.497255,0.190341,0.0,0.045455,0.439476
4348,0.0,0.248627,0.201941,0.0,0.0,0.492315
7772,0.348,0.542588,0.255984,0.071429,0.136364,0.58345
8556,0.364,0.542588,0.230644,0.071429,0.136364,0.564664
8128,0.348,0.542588,0.236779,0.071429,0.136364,0.524711
2027,0.0,0.248627,0.115158,0.0,0.0,0.434819
8479,0.0,0.313725,0.150735,0.0,0.0,0.398696
828,0.1,0.364235,0.187971,0.0,0.090909,0.570098
7274,0.095,0.364235,0.195363,0.071429,0.136364,0.528282
618,0.071,0.40549,0.252334,0.0,0.0,0.546499
1359,0.0,0.364235,0.167471,0.0,0.0,0.337008
2023,0.0,0.313725,0.170484,0.0,0.0,0.413807
4476,0.0,0.364235,0.246065,0.0,0.0,0.437717
2518,0.0,0.313725,0.211433,0.0,0.0,0.265383
4553,0.533,0.542588,0.123391,0.0,0.045455,0.479894
6806,0.75,0.597176,0.15351,0.0,0.136364,0.539357
8064,0.353,0.497255,0.157539,0.0,0.045455,0.4579
1462,0.75,0.654118,0.174904,0.0,0.136364,0.428194
1221,0.133,0.470588,0.278085,0.285714,0.181818,0.553589
851,0.462,0.440314,0.112724,0.0,0.136364,0.515293
7116,0.636,0.497255,0.100358,0.071429,0.136364,0.488175
1490,0.438,0.542588,0.145262,0.071429,0.090909,0.415567
2499,0.5,0.641098,0.254982,0.285714,0.181818,0.571236
3951,0.722,0.627451,0.159954,0.285714,0.181818,0.383222
1399,0.0,0.248627,0.174453,0.0,0.0,0.39735
7786,0.583,0.612863,0.276665,0.357143,0.409091,0.684366
624,0.773,0.666353,0.223745,0.285714,0.181818,0.493557
3954,0.0,0.313725,0.131601,0.0,0.0,0.371733
3694,0.417,0.612863,0.185056,0.071429,0.181818,0.42659
7129,0.375,0.470588,0.168836,0.071429,0.090909,0.552399
922,0.353,0.497255,0.219214,0.0,0.045455,0.520002
3127,0.5,0.641098,0.247386,0.285714,0.181818,0.507685
4364,0.0,0.313725,0.157081,0.0,0.0,0.23278
4590,0.071,0.440314,0.261028,0.071429,0.090909,0.592299
1069,0.48,0.641098,0.302384,0.428571,0.272727,0.567407
8721,0.75,0.677961,0.250018,0.071429,0.136364,0.659525
5078,0.737,0.612863,0.191363,0.142857,0.181818,0.591782
4288,0.5,0.612863,0.264592,0.142857,0.181818,0.584278
3449,0.571,0.597176,0.209791,0.071429,0.181818,0.607049
7881,0.818,0.677961,0.216623,0.214286,0.227273,0.596336
2900,0.737,0.627451,0.214545,0.285714,0.272727,0.452518
1920,0.75,0.654118,0.206803,0.142857,0.227273,0.611085
5631,0.792,0.677961,0.259618,0.0,0.318182,0.715262
5666,0.56,0.641098,0.272713,0.0,0.181818,0.646742
1658,0.682,0.654118,0.208763,0.142857,0.227273,0.528541
4585,0.882,0.627451,0.138,0.285714,0.181818,0.580345
4546,0.591,0.641098,0.219802,0.142857,0.181818,0.543756
510,0.737,0.612863,0.20687,0.142857,0.181818,0.66646
5123,0.762,0.641098,0.214889,0.142857,0.181818,0.627801
4136,0.0,0.313725,0.204973,0.0,0.0,0.38907
7105,0.925,0.823216,0.374143,0.071429,0.409091,0.646173
909,0.5,0.521098,0.152126,0.0,0.227273,0.392848
6994,0.709,0.845804,0.617726,0.285714,0.363636,0.730373
7624,0.818,0.542588,0.084768,0.0,0.045455,0.39704
4882,0.769,0.688941,0.23649,0.285714,0.227273,0.545516
3126,0.6,0.627451,0.19262,0.214286,0.181818,0.572737
3036,0.462,0.440314,0.122344,0.0,0.045455,0.480412
7583,0.0,0.313725,0.287876,0.0,0.0,0.543135
956,0.0,0.0,0.073713,0.0,0.0,0.451845
4352,0.583,0.497255,0.092428,0.071429,0.181818,0.401697
8574,0.5,0.521098,0.125058,0.071429,0.090909,0.4387
2276,0.667,0.597176,0.160969,0.0,0.136364,0.461626
5515,0.0,0.364235,0.152228,0.0,0.0,0.372302
5620,0.3,0.440314,0.211675,0.0,0.045455,0.584226
5266,0.63,0.666353,0.238724,0.142857,0.318182,0.445169
5251,0.52,0.612863,0.250816,0.071429,0.227273,0.399472
8356,0.52,0.612863,0.261658,0.071429,0.227273,0.417223
3023,0.375,0.641098,0.368135,0.0,0.090909,0.595197
3258,0.429,0.440314,0.144069,0.142857,0.090909,0.492832
1621,0.545,0.497255,0.13582,0.0,0.045455,0.603374
4645,0.667,0.612863,0.177437,0.142857,0.181818,0.548724
8004,1.0,0.745882,0.236741,0.0,0.363636,0.586296
6132,0.538,0.497255,0.130092,0.071429,0.136364,0.568338
2867,0.667,0.641098,0.206128,0.071429,0.136364,0.503649
7356,0.571,0.542588,0.11112,0.142857,0.227273,0.428919
5984,0.0,0.156863,0.140622,0.0,0.0,0.315427
5423,0.545,0.440314,0.133246,0.214286,0.136364,0.466956
104,0.667,0.641098,0.238374,0.142857,0.181818,0.583812
5498,0.76,0.699451,0.266463,0.071429,0.227273,0.590747
1966,0.76,0.699451,0.257496,0.071429,0.227273,0.584795
8745,0.607,0.677961,0.253012,0.285714,0.409091,0.462144
1808,0.0,0.0,0.228989,0.0,0.0,0.41034
6403,0.25,0.470588,0.267402,0.0,0.045455,0.606686
6685,0.727,0.497255,0.093385,0.071429,0.136364,0.525281
7726,0.667,0.542588,0.148431,0.071429,0.227273,0.52259
2748,0.471,0.497255,0.183105,0.071429,0.181818,0.503959
5911,0.609,0.641098,0.222399,0.142857,0.181818,0.490504
1968,0.76,0.699451,0.242896,0.071429,0.227273,0.578844
722,0.595,0.728471,0.397062,0.142857,0.272727,0.562801
1053,0.63,0.654118,0.304319,0.214286,0.363636,0.630596
4411,0.704,0.677961,0.287765,0.071429,0.318182,0.601563
2495,0.667,0.666353,0.16383,0.428571,0.272727,0.309579
6990,0.0,0.0,0.086744,0.0,0.0,0.469441
290,0.429,0.470588,0.120247,0.071429,0.136364,0.525022
3732,0.76,0.699451,0.25825,0.0,0.227273,0.570926
1451,0.731,0.699451,0.258476,0.071429,0.227273,0.544067
625,0.536,0.654118,0.303877,0.142857,0.181818,0.693992
2113,0.667,0.728471,0.24133,0.357143,0.363636,0.452414
2101,0.0,0.156863,0.010746,0.0,0.0,0.364954
3494,0.565,0.612863,0.239612,0.142857,0.272727,0.610154
4384,0.667,0.612863,0.206548,0.0,0.090909,0.673498
8183,0.65,0.597176,0.169953,0.0,0.272727,0.577188
4131,0.636,0.641098,0.198396,0.0,0.227273,0.53708
8518,0.708,0.666353,0.268646,0.0,0.227273,0.619417
6276,0.3,0.470588,0.159359,0.0,0.136364,0.337008
1932,0.462,0.597176,0.262813,0.0,0.090909,0.552036
6763,0.462,0.470588,0.118207,0.0,0.090909,0.556694
5127,0.333,0.470588,0.185539,0.071429,0.045455,0.524711
7184,0.462,0.470588,0.123454,0.071429,0.090909,0.451172
4851,0.706,0.597176,0.161969,0.0,0.136364,0.561766
1804,0.545,0.580392,0.244016,0.142857,0.181818,0.63546
2348,0.5,0.580392,0.276102,0.142857,0.272727,0.6588
3944,0.0,0.156863,0.079225,0.0,0.0,0.462661
4680,0.6,0.440314,0.089484,0.142857,0.090909,0.550225
1266,0.0,0.0,0.132314,0.0,0.0,0.564353
8579,0.0,0.440314,0.373835,0.0,0.0,0.269989
6624,0.538,0.521098,0.142357,0.071429,0.136364,0.532267
2548,0.56,0.627451,0.292796,0.0,0.136364,0.693681
318,0.85,0.654118,0.175554,0.071429,0.227273,0.589194
6595,0.474,0.542588,0.163541,0.0,0.136364,0.560782
2865,0.88,0.709647,0.209339,0.071429,0.318182,0.628474
5442,0.783,0.677961,0.245954,0.071429,0.227273,0.676965
7143,0.0,0.248627,0.041938,0.0,0.0,0.35186
4078,0.81,0.654118,0.157972,0.071429,0.227273,0.526109
4621,0.214,0.497255,0.230819,0.0,0.136364,0.390157
6025,0.645,0.688941,0.30093,0.0,0.227273,0.647622
2377,0.733,0.562353,0.140711,0.0,0.181818,0.394556
5780,0.583,0.497255,0.125965,0.071429,0.181818,0.504632
5137,0.667,0.497255,0.125125,0.0,0.181818,0.535217
8781,0.783,0.666353,0.202863,0.285714,0.363636,0.617606
1602,0.739,0.654118,0.202863,0.285714,0.363636,0.619573
5170,0.688,0.580392,0.135789,0.0,0.181818,0.470476
6355,0.5,0.470588,0.097446,0.0,0.045455,0.383895
1624,0.114,0.470588,0.338327,0.071429,0.090909,0.610723
5336,0.114,0.470588,0.313525,0.071429,0.090909,0.555504
5374,1.0,0.754039,0.297385,0.0,0.272727,0.733892
6896,0.421,0.666353,0.433959,0.142857,0.181818,0.405889
7139,0.0,0.156863,0.073436,0.0,0.0,0.464886
390,1.0,0.719216,0.242103,0.0,0.272727,0.696217
2509,0.0,0.248627,0.137249,0.0,0.0,0.47239
2041,0.571,0.612863,0.197664,0.0,0.136364,0.461523
6019,0.5,0.597176,0.263908,0.071429,0.136364,0.611033
4836,0.619,0.612863,0.230291,0.214286,0.318182,0.646069
1505,0.0,0.0,0.038101,0.0,0.0,0.432542
6134,0.0,0.156863,0.072023,0.0,0.0,0.48921
5041,0.0,0.0,0.195325,0.0,0.0,0.681002
1103,0.588,0.562353,0.163783,0.0,0.090909,0.474667
6557,0.632,0.580392,0.201247,0.142857,0.181818,0.650468
1763,0.545,0.440314,0.083444,0.071429,0.136364,0.529938
986,0.0,0.156863,0.146023,0.0,0.0,0.304922
6261,0.609,0.641098,0.251017,0.285714,0.272727,0.596077
4076,0.545,0.597176,0.2087,0.0,0.090909,0.606479
1565,0.0,0.248627,0.198618,0.0,0.0,0.533302
8172,0.611,0.762039,0.37856,0.0,0.181818,0.555193
786,0.522,0.597176,0.259434,0.0,0.090909,0.657403
4834,0.5,0.521098,0.162742,0.071429,0.090909,0.457952
3214,0.444,0.521098,0.184117,0.071429,0.090909,0.425193
818,0.364,0.542588,0.208028,0.0,0.045455,0.44874
2483,0.086,0.470588,0.312395,0.0,0.045455,0.533251
