superconduct/table3.criticaltemp,superconduct/table3.wtd_range_atomic_radius,wtd_mean_atomic_mass
84.8,23.1226666666667,60.6241317
9.05,41.36,64.0811768
5.74,39.84,61.2115234
10.56,108.72,117.88082536
4.0,64.8214285714286,24.4673881428571
87.8,51.35375,98.4326826875
53.1,38.3125,51.73622421875
4.62,122.105,114.29794
25.2,50.45,67.33349533
13.8,71.1917098445596,54.7566082901554
18.0,59.25,112.259095
4.71,112.636263626363,62.4989488948895
21.0,42.1114285714286,56.2226974142857
4.9,189.84,91.2912952
45.0,19.6071428571429,55.3078928571429
44.1,26.3226101539869,50.9839667174874
0.92,1.5,44.8425
19.0,107.3,90.310488125
2.15,45.0,59.31867965
5.28,13.4375,96.2600725
93.0,46.5740740740741,86.1221148148148
2.1,36.974025974026,168.135914285714
24.5,50.4785714285714,59.3441
2.82,55.26,131.1404
71.2,35.9384615384615,51.2944953846154
18.5,142.25,78.70759272
42.8,31.3713405238829,52.902494761171
7.8,82.25,79.133365
61.0,24.26,61.240993
34.0,28.0094043887147,52.790882523511
87.0,20.8,65.2390533333333
5.9,58.3333333333333,173.121823333333
3.2,54.88,87.234936
95.0,48.5454545454545,78.6964909090909
1.9,55.9875,47.2488625
9.71,0.0,92.90638
0.085,52.3333333333333,82.9506666666667
52.0,50.24,72.841970096
87.5,71.2214285714286,91.9355385714286
22.0,30.3463587921847,44.3407673179396
108.65,38.4117647058824,88.8275657235294
1.08,37.1428571428571,48.6153714285714
34.41,51.4292857142857,56.8053509285714
39.22,39.0,120.91703
12.0,56.7,62.77335
104.0,27.6888888888889,46.6208894305556
7.0,60.5019920318725,13.805587689004
62.0,16.0237388724036,48.5525016320475
55.3,36.6409861325116,56.0869993066256
28.5,36.3146666666667,49.6771158666667
34.3,24.536,60.2986127
0.59,27.0,161.342
26.0,48.225,71.45535504
55.0,16.0237388724036,48.5525016320475
88.0,25.0833333333333,60.9048941666667
88.7,45.1709090909091,48.9840801545455
71.8,16.2666666666667,59.2244
63.1,48.75,103.05134
7.0,53.5714285714286,38.7816234285714
3.4,48.98,79.8973696
1.09,119.208333333333,80.9870416666667
78.0,26.9384615384615,48.3419061538462
11.5,39.8666666666667,40.1493116666667
18.0,40.55,60.2305266666667
54.6,23.186119873817,52.1351610410095
61.5,23.2044198895028,52.1636817679558
26.4,44.4571428571429,34.7413076937143
21.0,39.7457142857143,55.9296375857143
28.6,46.65,72.73877766
15.2,37.9714285714286,55.7098427142857
23.0,26.0602779281718,69.830100956506
39.3,46.8428571428571,56.8088170714286
25.0,46.88,58.2716523136
12.9,66.12,50.38387
6.7,97.0,56.363625
83.5,33.9615384615385,54.3826173076923
3.04,26.4,81.07430764
41.0,45.0685714285714,56.5890222
1.85,60.75,177.305
11.6,50.9184285714286,56.7887134428571
10.58,122.7,53.555
44.0,21.7058823529412,50.6008941176471
5.54,54.624,76.6287216
2.86,45.5,126.537
5.2,31.9233838786911,54.6428437350359
2.39,146.1875,96.49771625
3.78,34.8,95.28195432
7.95,6.5,161.8992
81.3,16.1375661375661,58.8813444444445
71.1,29.0106666666667,60.3010580333333
85.0,38.6490272373541,51.6211424124514
13.8,38.5,39.9875583333333
79.8,35.7466666666667,49.0531766666667
2.13,120.173333333333,80.0671426666667
6.0,2.63636363636363,87.6674545454545
57.6,36.2230769230769,51.1123788461538
133.9,20.9375,54.627075
82.0,38.7554179566564,51.4275021671827
19.2,146.018,77.20520132055
5.7,182.54,97.16436
50.0,68.2142857142857,82.1513357142857
69.2,22.96875,51.79638828125
40.0,35.7380585516179,56.4051265023112
88.5,38.1769230769231,51.0578659615385
89.0,24.76,61.88392
40.0,21.3777777777778,69.2983587777778
44.0,29.0,55.3102
19.0,27.7692307692308,51.818075
5.7,37.9285714285714,204.839285714286
86.0,58.2,78.6502157142857
14.8,43.88,42.282517
44.0,37.9475308641975,57.047162345679
4.65,138.66,118.759162348
5.7,46.7142857142857,29.11021
5.65,80.0406153846154,17.0996834461538
31.0,50.25,74.860605
14.45,63.5526315789474,64.1271052631579
1.0,82.4117647058824,138.879145294118
5.766,56.3333333333333,146.205466666667
0.0763,158.52,184.246131182
105.0,57.25,108.32375
52.6,34.7666666666667,49.7475060666667
9.35,72.0408163265306,48.2974775510204
52.0,27.9666666666667,59.89132
5.8,46.0333333333333,90.1934044444444
3.669,143.308,118.706632
0.345,67.64,128.0976
11.2,79.6666666666667,95.1178333333334
22.0,52.68,75.842892
34.0,46.8428571428571,56.8088170714286
5.4,32.8776009791922,40.0327130905753
4.9,36.0,61.8095
1.48,50.6666666666667,82.0967333333333
58.7,65.4285714285714,90.7532757142857
1.95,89.7142857142857,110.448456428571
90.6,21.515625,51.6450721875
11.8,41.2784810126582,35.3128278481013
13.7,62.55,84.4265
103.0,33.3033112582781,65.6049881218543
2.19,54.2068965517241,124.09945
14.3,52.25,79.5625
0.066,109.2,109.819724
6.26,118.4,180.456304
0.569,63.758,160.45056
29.4,47.7897435897436,55.9295954301994
5.58,140.55,132.90176045
9.6,32.7905308464849,62.2418964131994
10.8,79.6666666666667,95.1178333333333
14.9,40.625,43.57343125
19.0,54.768,79.96675307
9.61,160.6,88.402442
82.34,25.3333333333333,60.69544
1.57,108.848571428571,110.481816428571
5.38,186.45,96.1743
13.8,70.1224489795918,43.6844
14.2,48.3957142857143,61.2661285714286
29.9,52.6,75.3772562
4.9,57.0,114.085333333333
36.0,46.1118731247321,56.7091567923989
92.9,20.6153846153846,55.9729076923077
1.4,40.5483870967742,49.2290161290323
61.0,32.8181818181818,76.633
74.0,37.76,49.588051
1.02,2.7032967032967,121.841076923077
21.4,47.7,64.90066688
0.96,24.0,87.76775
39.0,46.5106382978724,56.5193885815603
30.0,27.7615384615385,54.6494765384615
110.0,23.775,42.22555
6.0,27.7821782178218,67.2880693069307
22.2,53.2832,79.863450572
51.4,37.94,50.5071646153846
44.0,10.8,61.9561
75.8,27.1301037153735,59.2223201129053
15.0,41.3419913419913,56.4809833333333
17.5,119.0,76.42516965
47.0,35.1230769230769,55.9261946153846
3.48,83.8503401360544,71.3645751020408
120.0,43.4444444444444,73.2252944444444
3.0,16.5,91.7225
46.0,18.5384615384615,48.0216
55.87,37.94,51.2583623076923
31.3,59.0793650793651,16.2616357444444
6.85,36.8,179.964728
26.0,54.5776450511945,57.6076846914107
1.5,63.3333333333333,39.5463183333333
13.3,134.54,88.5015378
3.04,49.4571428571428,44.4293182928571
38.0,32.8181818181818,76.633
3.52,33.3333333333333,59.2694666666667
87.1,22.9279161205767,58.7774209698558
1.79,167.275,49.2429625
75.1,22.8438228438228,51.6016882672883
77.9,24.5333333333333,49.7159366666667
72.5,25.4,58.8826353856
10.1,85.6428571428571,22.7612988571429
3.9,28.0,120.691656666667
80.0,29.3076923076923,49.7325653846154
54.8,28.992,59.1903933333333
10.1,93.0,149.802838
48.9,31.4264591439689,39.7163073929961
82.1,38.2030769230769,51.2101223076923
8.2,70.3,84.503704875
7.0,63.0,64.745698
4.2,1.5,95.7415
5.4,65.7333333333333,75.5513333333333
1.5,135.6,55.64735
1.2,104.548571428571,116.819174285714
13.0,147.752,91.029514643
17.8,145.55,97.064073465
80.0,22.6571428571429,51.9229542857143
27.6,45.41,71.780480064
81.27,28.1880794701987,59.3166662251656
2.9,55.8909090909091,158.201207272727
6.2,42.3333333333333,97.8103333333333
0.0256,147.6,190.39468348
4.7,0.0,137.327
9.25,57.5,32.4741
7.0,12.0,83.1659875
33.0,35.0,57.9077914285714
73.8,38.4067379432351,51.2532415968002
3.91,29.0,56.6428981481481
16.3,32.25,78.1781625
91.0,16.1397010186533,58.8870174097103
15.0,0.0,40.078
29.3,49.2085714285714,57.1018769
35.0,54.92,18.9669
81.5,43.3333333333333,100.363852222222
22.7,53.4089947835895,57.8548668687438
7.77,59.5,65.20332
29.0,46.1142857142857,57.8739670714286
0.7,0.0,121.76
77.5,37.9173333333333,49.7324086666667
4.0,60.0,39.2502
14.7,45.0125,74.51676875
29.4,40.53,70.931457
85.0,22.6153846153846,51.2456653846154
82.0,33.0828445747801,77.1219806451613
20.0,58.9357142857143,60.961
2.0,26.0,84.93702
10.96,34.8,85.90295432
1.01,129.6,82.5526
31.0,29.8091603053435,44.0063427480916
94.0,21.8039215686275,57.7088588235294
66.0,38.3018867924528,96.7729182389937
18.4,147.985,76.685061957
0.69,82.125,68.59855
5.88,130.083333333333,80.6910385833333
90.7,45.9099950273496,74.1194808055694
91.4,22.6153846153846,51.2456653846154
33.1,48.792,74.2712328
4.9,73.7,185.4969
81.0,32.0926640926641,52.0456084942085
4.5,38.2231404958678,82.9368672727273
6.4,30.875,207.2564875
4.5,14.16,16.4067090378667
88.3,38.6067588325653,51.17760906298
1.13,103.75,25.97951167
85.0,32.2307692307692,57.3321076923077
39.8,9.66666666666667,15.309
10.5,57.7184,79.818980564
13.82,51.21,56.7989324892857
7.55,128.24,60.4576538
29.0,16.8,79.77204
4.49,59.1,81.529525
20.2,36.6292307692308,51.2752915384615
21.8,50.9528571428571,56.7394821142857
72.0,27.9196937739239,53.0235777986095
17.6,49.25,82.8226
10.0,76.3333333333333,127.161
72.5,56.6,82.5826185714286
0.055,125.75,174.25535
0.64,64.0,31.9332
1.97,8.5,99.43275
83.79,31.2962962962963,49.6047518518519
14.25,38.5,39.9875583333333
7.85,113.2,65.780889
60.0,21.9872492613901,53.6030355154719
2.58,98.5,73.9923
31.3,58.345,74.35603673175
3.34,88.75,179.19175
11.85,45.375,73.9748425
23.0,50.4,116.307033333333
15.8,133.75,87.891227325
8.2,43.1028571428571,58.0354591857143
86.0,16.0210111621799,58.5716258699934
2.38,146.25,96.52255375
2.3,153.24,56.722584
76.8,17.8356481481481,55.704249537037
82.4,36.055469953775,50.2706855354391
22.0,45.2820439213435,56.7812796325535
5.5,0.0,72.63
24.0,27.88,58.180246
32.5,52.225,115.116019083333
9.7,108.065,54.7917075
22.0,11.6923076923077,64.0222
3.2,84.0,86.977125
1.2,104.014285714286,125.661364285714
10.2,32.5409836065574,95.6301821967213
33.1,65.4285714285714,84.4282814285714
5.1,135.225,102.3195475
2.43,147.6,95.8527175
16.5,58.9357142857143,60.961
4.6,62.4,60.589738
1.92,117.02,113.6951712
48.0,52.47,98.197779175
54.1,23.4262948207171,52.5094756972112
4.3,118.716,61.821014395
7.28,33.4,74.1130705
2.17,14.6551724137931,95.4836103448276
89.9,22.6153846153846,51.2456653846154
7.92,147.76,87.51441765
1.65,76.1,123.495466666667
30.0,49.3142857142857,57.8852418571429
23.7,45.4390243902439,72.9976237560976
11.3,93.4117647058823,60.4182764705882
12.2,77.625,105.1168625
0.195,12.6101694915254,23.5026735661017
3.8,38.5,52.25325
44.0,43.325,47.3597
89.2,71.5957142857143,91.1833087642857
32.0,44.4771428571429,56.5157572428571
29.6,50.1333333333333,15.4874359066667
10.67,103.44,88.8932069333333
44.1,38.1984126984127,52.7773071428571
11.0,11.24,78.370288
0.172,151.65,184.7687035
94.0,65.4285714285714,81.45675
1.64,43.6857142857143,109.362885714286
83.0,55.2857142857143,78.7567854285714
69.0,32.2307692307692,56.7381076923077
45.3,31.4950885606002,53.0480634697192
13.9,76.1,58.4977
26.5,50.1671428571429,56.5693629571429
83.3,65.1428571428571,81.5079021428571
67.0,27.1466666666667,59.2006613333333
2.5,69.875,58.638375
20.0,48.0833333333333,73.6612333333333
15.5,58.704,60.35929834
0.115,172.44,190.2307876
74.7,71.2714285714286,81.46985
109.0,26.2588235294118,49.1499964705882
17.9,23.0694444444444,59.7790029166667
5.8,27.6268656716418,80.6076166268657
17.0,62.5485714285714,58.4651407857143
83.0,22.96875,51.79638828125
2.42,4.59999999999999,130.96816
25.0,37.8307692307692,55.5164
4.3,51.7777777777778,69.125
26.8,27.0705882352941,51.0889787058824
30.5,48.68,73.61934268
82.4,38.3456904541242,56.4288949026877
12.5,93.15,80.815803
100.0,27.6730769230769,41.5040865384615
8.9,146.3375,117.29855375
0.00138,0.0,195.084
103.0,31.2666666666667,66.5728933333333
6.91,53.1,52.55284
6.29,11.6666666666667,62.4360222222222
16.1,53.8659793814433,48.8725943298969
27.0,19.8054298642534,72.6661901809955
91.4,22.6327944572748,51.2727987682833
28.6,30.2307692307692,56.2593173076923
1.93,59.525641025641,70.0504487179487
38.0,31.822358346095,54.1977757656968
12.0,46.9300128810648,56.8847470015744
78.0,57.25,70.180925
17.8,146.835,97.9979175
83.0,38.7737451737452,51.908678996139
20.9,46.4341463414634,72.5035390243902
81.0,66.7428571428571,87.8724285714286
2.1,127.75,88.645192325
10.5,24.1666666666667,40.4728183333333
86.0,16.9655172413793,46.0236586206897
8.174,97.5,120.02425
8.1,23.5,122.621294
45.0,17.6222222222222,69.3158973333333
49.0,27.4888888888889,52.9874
2.4,41.5714285714286,66.150725974026
91.0,13.0,52.785424
72.0,41.516776075857,38.0396866520788
91.85,22.6153846153846,51.2456653846154
13.05,51.1375517783174,56.7979195843451
30.0,19.7916666666667,54.2750879528986
82.0,26.7941851568477,48.9119872991584
3.3,46.9657142857143,82.37764
19.2,54.5372587688407,57.3285195943091
2.75,48.0,97.0152833333333
84.6,28.9851150202977,67.5948594046008
1.697,187.7732,186.1528518
50.0,38.741885625966,57.4633605873261
13.6,60.0631578947368,64.1129458105263
10.7,33.7666666666667,42.3738883333333
6.94,29.0,48.5472648
126.0,50.8888888888889,84.6708222222222
3.965,23.4,121.6173965
4.42,44.6666666666667,203.788856333333
79.0,27.3660030627871,51.9457489280245
10.7,73.7021276595745,42.9857063829787
37.5,42.35,45.745985
116.4,30.9772727272727,40.9035863636364
30.0,48.75,88.2968673
3.8,37.8947368421053,111.354453947368
4.42,139.1345,132.90626967425
8.3,105.0,91.644595
90.0,69.1214285714286,80.6400554948571
16.2,38.5,54.33105
1.26,48.6222222222222,100.621457777778
2.13,103.8,112.2543195
89.5,22.7202472952087,51.4090947449768
88.2,22.6153846153846,51.2456653846154
1.54,81.0,153.295166666667
45.7,55.8428571428571,82.9948567857143
8.7,10.08,66.010664
74.2,48.75,91.385775
35.4,30.1308434179004,52.2272731289801
6.95,2.66666666666666,83.6087933333333
79.5,30.7826666666667,47.9264846666667
0.77,23.0,164.323416666667
0.025,116.95,109.548679
54.0,28.8413244214349,51.5804170768458
5.31,54.0,66.5675555555556
25.0,26.7333333333333,60.55824
27.85,22.40625,51.481625
78.5,19.5461538461538,55.5554846153846
7.86,19.52,117.0690576
3.51,15.7983193277311,16.7884318805602
20.0,54.4215714285714,59.3434067714286
55.0,33.8076311605723,57.0024206677266
2.6,32.8,65.916394
0.44,49.5,108.0394
77.0,35.7466666666667,53.6094533333333
34.7,46.8428571428571,56.8088170714286
3.09,32.8,89.699276
6.03,53.578947368421,97.8711345263158
38.4,52.47,96.977082925
7.03,42.6666666666667,76.9400566666667
12.8,61.76,82.3892514285714
12.0,71.1,97.388
2.0,15.0,69.5455
28.0,47.7333333333333,47.5537305555556
3.61,145.766,111.740558
5.55,53.443,147.1157032
0.9,99.0714285714286,123.109607142857
9.3,59.1142857142857,34.2096724285714
3.0,42.5,83.68695
72.5,29.9706473041866,54.2949600185385
86.0,38.7046153846154,56.0991138461538
3.85,77.75,83.161125
2.7,13.7801418439716,132.03829787234
20.0,141.0,79.164077334
4.0,64.8703703703704,44.1263198185185
90.4,230.84,130.53705
14.4,58.9,71.97631615625
12.9,28.8142857142857,49.2153071428571
9.23,0.0,92.90638
10.1,47.5,113.88169
15.89,112.25,99.357285
4.1,36.75,60.430908
72.0,52.375,61.613825
56.0,38.0864864864865,51.3944972972973
1.61,26.0,84.93702
6.8,87.636,42.5082956
80.0,65.4285714285714,87.0354857142857
94.2,21.0,56.5029076923077
6.3,45.0,78.9795128666667
75.0,37.2038461538462,55.4463007692308
42.7,57.925,74.95927512
0.65,67.0,165.4195
122.1,20.2857142857143,49.0213666666667
86.5,6.53333333333333,57.6396666666667
110.0,24.7252173913043,50.2019208695652
18.2,37.9714285714286,55.7098427142857
2.09,22.9817351598174,56.3231858447489
32.0,16.2814498933902,71.2603654584222
18.0,146.9775,76.746108225
78.0,37.5930769230769,57.6823430384615
17.0,29.4647013188518,49.941540806827
88.8,37.3733333333333,49.3904176666667
1.42,104.014285714286,112.332983785714
16.4,48.6171428571429,57.0286119428571
13.3,48.0036585365854,71.5991856609756
78.0,29.0740740740741,50.2607145061728
13.9,48.3542857142857,57.8818594214286
34.0,48.6171428571429,57.0286119428571
29.0,51.3228571428571,56.8018847857143
6.7,34.75,89.7017925
90.0,36.8307692307692,57.8136307692308
84.3,25.0819672131148,60.6281903278689
60.0,31.680236861584,54.2976309400444
4.42,30.6,86.80522032
11.1,48.6016,79.910391136
63.3,34.9961627014582,56.4371333077513
93.0,65.4285714285714,91.2202
22.0,17.4759825327511,66.248457860262
26.5,27.9473684210526,41.0874736842105
61.9,37.376,51.8742704
51.5,37.2846153846154,56.9279153846154
126.0,27.7925,55.45906
10.4,24.1666666666667,40.4728183333333
10.6,48.3552,79.912861692
64.6,26.8747571558088,59.4235687605233
11.0,21.7058823529412,47.9066235294118
1.587,48.89,105.478442889
33.1,49.1,71.7684338496
9.1,51.2322857142857,56.7147941706857
8.53,38.5,52.6583033333333
8.0,39.5335235378031,60.2611687589158
120.0,28.9447852760736,52.0799582822086
4.24,40.36,86.730340064
8.4,67.2166666666667,74.0865413
80.4,26.71125,63.6668525
8.58,114.375,50.7955625
12.3,115.479,53.0290272792
89.4,22.6502311248074,51.2999739599384
34.0,32.2083333333333,46.409440625
115.0,24.9722222222222,46.2831916666667
5.4,48.6742857142857,57.8829869
21.2,64.730659025788,58.5303767191977
9.86,52.2222222222222,69.3111344444444
16.3,47.1375,90.785319
2.87,40.5,69.58345
0.97,99.0714285714286,123.109607142857
34.6,27.3823529411765,50.5652705882353
43.9,37.09375,51.67606015625
4.4,142.38,81.2386216
20.0,50.3,15.368985
71.25,35.6693333333333,49.7818246666667
2.66,102.511111111111,99.7075555555556
13.0,76.51,84.474175
88.8,37.0230769230769,51.6456792307692
25.8,30.5784615384615,56.1327947384615
7.13,70.2,91.183
2.27,115.56,113.926417066667
26.1,27.536,59.1185173333333
14.2,66.3333333333333,63.3993333333333
27.0,28.4911470361817,42.7795926481909
26.0,35.5330739299611,56.2924062256809
7.83,41.4,68.12177965
1.63,68.25,188.0138425
6.6,44.0,71.51437359375
31.8,45.8071428571429,56.8850532142857
4.46,33.16,86.205040384
3.38,73.3850931677019,60.102169068323
89.9,16.2666666666667,59.2244
5.93,119.6,188.778976928
49.5,16.2666666666667,59.2244
3.01,67.9111111111111,95.1670291555556
10.6,38.5,44.2805504166667
8.5,47.2972972972973,62.5649376486486
34.1,55.2857142857143,79.8734814285714
60.3,31.5307570977918,38.9077733438486
28.0,62.506540426062,75.1556750716332
83.0,38.7129485179407,51.4961345358814
64.6,37.864,49.6954006666667
110.0,56.2727272727273,63.8954318181818
10.6,152.44,87.82852
89.0,21.0395158419366,50.3158649341403
4.3,45.5,123.36425
63.5,22.5,46.54305625
26.0,37.1,79.32988519
4.8,24.0266666666667,63.257586
75.0,91.6,110.95788
78.0,61.5454545454545,81.9338663636364
86.0,22.6153846153846,51.2456653846154
17.9,134.475,97.66830825
3.5,16.8,60.1263
85.0,62.70625,75.20129625
91.0,21.0501966227157,56.5997238491788
34.0,23.7096774193548,52.9511298387097
32.0,15.7333333333333,63.1411422222222
96.0,44.6229913473424,74.6882009888752
0.85,15.43,25.937688546
3.17,41.2666666666667,57.64575
34.0,43.3333333333333,115.010464444444
75.2,37.3538461538462,51.3169384615385
13.5,23.6905721192587,52.9213540692989
21.4,57.7271428571429,60.9317314285714
25.0,23.8823529411765,47.4597294117647
0.42,43.945,58.266947828
74.0,26.6532951289398,37.4930533524355
32.0,38.0185471406491,57.4446604327666
62.0,16.2666666666667,59.2244
90.0,24.297520661157,53.8672884297521
79.0,23.7375,61.4081684375
106.5,42.26,87.981616
36.0,31.4833333333333,81.6878408888889
16.35,38.5,54.33105
54.8,28.9615384615385,51.2820916153846
16.5,51.0035714285714,56.7914863571429
2.1,26.3333333333333,104.523783333333
2.96,66.216,89.498656
8.56,67.824,68.59253224
90.0,34.6153846153846,56.3056796153846
78.0,38.5373333333333,49.6833847666667
0.21,122.4,181.999704
4.0,65.0689655172414,123.199662068966
83.0,38.2353846153846,51.2232687692308
64.0,27.1307692307692,46.8133984615385
1.25,32.3333333333333,116.646666666667
68.0,28.3893333333333,59.1997983733333
86.0,37.0230769230769,51.6456792307692
78.4,35.1230769230769,52.0456930769231
77.5,32.6320603704551,51.8309347424129
58.0,22.6133333333333,61.9131906666667
86.35,39.0,87.5838858
58.0,32.08,51.1026513333333
4.1,126.8,92.1712
23.4,53.2832,79.863450572
20.6,46.7758179231863,56.8858418918919
3.6,38.2857142857143,40.2427857142857
55.0,31.5517642497092,47.4877448623498
3.0,16.8,60.1263
25.6,24.802110817942,52.4856793064455
78.4,37.401998462721,51.2429699461952
10.7,48.8022857142857,57.8834378914286
1.32,74.985,167.38169145
10.0,57.0857142857143,61.3849142857143
2.2,78.5454545454546,91.9946363636364
41.5,31.2153846153846,43.6035303846154
88.5,56.3928571428571,81.5131239285714
78.5,46.8666666666667,83.4492180952381
87.1,48.75,97.046275
25.5,10.92,71.002824
109.8,39.0,87.928204
9.76,105.073333333333,89.67614
26.6,38.79875,68.99922539425
36.9,42.474,71.7172866
35.0,43.1302270011947,72.724895818399
20.2,32.6785714285714,53.8066355357143
89.3,30.3846153846154,57.4957153846154
79.0,35.1230769230769,57.3417515384615
19.7,141.317682317682,80.0492445118881
28.0,50.5942857142857,57.8897517714286
4.1,78.25,68.413425
62.5,30.96,50.29556
6.0,54.3346613545817,19.068374501992
73.0,27.9943235572375,48.088513103122
37.9,46.9770773638968,56.9257494985673
86.0,26.232,59.8652603
9.8,125.475,44.979108685
18.05,144.225,101.033595
10.3,11.0,70.38669
0.43,45.2,83.33988
13.9,119.4,52.431265395
31.6,48.8359195402299,56.0586125086207
20.0,43.2,52.9262133333333
70.4,38.0786666666667,49.7062314666667
37.3,24.0470588235294,50.3824604705882
1.89,78.4336666666667,64.3078602633333
13.0,29.7795974382434,48.7362784537969
33.6,37.2846153846154,56.1174538461538
54.7,56.1875,73.34453375
6.43,60.0,123.7588675
48.0,23.9230769230769,55.09179
0.81,80.8235294117647,124.311744117647
0.58,15.0,36.69704
2.82,66.908,89.321328
16.12,127.66,45.221980193
3.64,143.91,118.420898
0.22,189.87004,95.9459298141
35.0,21.2473572938689,53.8648615926709
5.5,3.5,49.8057693
6.9,79.75,207.6451
93.35,36.2779552715655,52.1827490415335
38.8,31.822358346095,54.1977757656968
4.0,60.0645161290323,124.724741935484
4.81,74.1,104.693819571429
23.0,22.5239616613419,52.005542172524
11.18,11.64,63.097116
16.0,66.7833333333333,112.949451166667
1.4,74.675,167.37887475
130.1,50.0833333333333,80.5662960333333
86.0,22.6013719512195,51.4144039634146
18.0,46.2,15.57665386
9.0,40.3371428571429,56.0029025428572
29.5,49.9426934097421,57.2931239255014
86.6,26.3733333333333,59.875438
1.07,76.75,99.4055875
22.0,47.2,57.961478
9.4,150.95,87.718224
2.376,0.0,204.3833
88.1,23.0046948356807,51.8524086071987
96.3,56.0469208211144,71.4404498533724
2.3,32.0,65.213494
33.0,23.6144578313253,52.8027293172691
14.0,65.5,52.45854
81.5,59.1714285714286,78.8641585714286
7.2,60.95,123.7007
77.0,37.4307692307692,56.0918126923077
27.1,46.2,15.57665386
0.57,30.6666666666667,122.102266666667
63.8,38.1634241245136,51.5971704280156
94.4,43.0333333333333,75.451521
24.0,29.17,58.757788
61.38,23.3148295003965,52.3357560666138
2.76,58.3166666666667,120.780598833333
14.4,54.3994285714286,59.3427820557143
39.3,37.2846153846154,51.2668269230769
9.95,38.1714285714286,58.1901864285714
5.5,38.5416666666667,84.1040625
5.03,77.0785714285714,83.9009642857143
33.2,57.96,62.723152
62.0,34.9285714285714,47.6621580571429
10.2,38.33,67.5778373
12.44,34.8958536585366,72.2946997560976
1.98,58.48,160.1905435
18.0,34.5625,48.480745
14.9,93.329,55.6932195
3.21,112.5,80.4204325
31.6,60.6666666666667,47.96619276
60.0,32.8181818181818,76.633
5.0,86.65,116.10448025
10.87,48.225,62.66578744
30.4,42.4682926829268,74.6618204878049
27.9,51.2377142857143,56.7991118714286
10.0,40.4090909090909,34.1820681818182
2.4,40.5952380952381,117.155121666667
5.4,57.0,114.085333333333
52.0,27.9272727272727,48.2472950909091
3.409,0.0,114.818
0.575,14.0,80.9114
95.0,45.125,75.34845
54.0,55.8285714285714,44.8217580571429
29.9,31.8956254796623,54.2857229086723
5.5,56.32,67.558923865
83.5,37.3733333333333,49.3904176666667
0.34,112.666666666667,170.818474166667
80.0,29.9066666666667,53.3375333333333
97.0,44.6229913473424,74.6882009888752
22.0,25.8422664624809,51.1441691424196
31.3,51.71,96.9540189
1.71,65.4705882352941,109.794038235294
68.3,37.0230769230769,55.1071913846154
3.9,65.3571428571429,117.815067142857
94.0,27.7866666666667,59.5024416666667
12.0,23.9785714285714,23.5180428571429
11.1,119.4,45.144702895
4.3,126.14,114.282205092
89.1,23.2031454783748,57.8816916120577
106.0,40.6545454545455,49.2744549527273
8.18,77.0,79.9286468
8.13,9.66666666666667,15.309
4.8,23.5,68.9610875
35.8,46.8428571428571,56.8088170714286
79.0,66.5,89.736425
81.0,39.2480499219969,56.5370193447738
62.0,23.095051060487,51.9932295365279
71.9,36.2996941896024,52.9155162079511
13.9,92.715,55.7307825
86.7,37.0230769230769,56.9089117692308
1.27,65.75,122.7223575
17.8,17.6666666666667,45.9025333333333
15.3,48.0416666666667,54.0305389166667
61.0,28.6501163692785,56.2734539177657
2.47,12.0,107.9607
2.25,86.7142857142857,116.730214285714
60.4,35.5666923670008,51.2149489591365
94.0,23.5109717868339,56.2452934169279
4.8,126.518518518519,110.184272592593
5.1,43.22,45.971129
3.5,50.3333333333333,54.8699166666667
2.33,65.9411764705882,84.9556970588235
84.0,28.6,66.5812083333333
3.52,47.1,65.97325
83.5,38.4126738794436,51.3865942812983
5.9,29.3214285714286,61.2023857142857
25.9,42.7028571428571,56.2959623714286
8.04,38.5,52.6583033333333
22.3,64.9756446991404,58.5484347421203
41.0,35.0,57.9077914285714
15.2,67.8666666666667,112.06502
2.85,55.26,130.96342
3.4,55.0,82.76138465
18.0,35.5166666666667,45.8637669883333
79.1,22.525,61.102994375
80.5,32.8266666666667,48.3904166666667
35.0,45.048128342246,36.0419561497326
2.1,86.7142857142857,116.730214285714
5.5,49.25,78.374845
0.74,8.72727272727273,85.6372736363636
79.0,65.4285714285714,78.2107723714286
9.82,107.333333333333,93.539596
75.0,21.3125,60.7978203125
25.3,38.5975,68.9980917005
15.0,65.4285714285714,81.1931611428572
4.0,43.0098039215686,58.5411274509804
89.5,38.8138461538462,56.9081646153846
88.7,21.483771251932,57.0964324574961
8.1,57.0740740740741,44.2694259259259
14.6,26.18,72.860574
10.3,122.35,54.08120193
3.5,63.5,122.071333333333
2.95,158.158,91.775909
86.7,33.328,65.71503102
81.0,25.2426666666667,60.1358532
10.5,67.7,86.8585
42.0,36.0675675675676,36.0956864864865
88.0,23.0769230769231,55.5022923076923
23.76,35.3308270676692,53.5675789473684
17.0,48.2,67.618846375
20.0,142.25,78.70759272
4.5,57.1714285714286,38.0251876857143
89.0,37.7613333333333,49.4880733666667
37.5,23.5388310648519,52.6848643714972
3.2,8.66666666666666,81.6926266666667
98.4,50.0,100.701105
6.8,54.72,124.60132
22.0,32.9533073929961,75.8670217898833
4.37,174.812,140.67247517
1.275,59.1,79.7744766666667
6.3,11.6666666666667,62.4360222222222
62.0,83.84,93.5283
57.0,31.6045627376426,53.9363420152091
3.26,0.0,91.128
16.0,147.48,80.3814642112
4.92,65.7333333333333,88.0566666666667
