superconduct/table48.range_atomic_radius,superconduct/table48.range_fie,superconduct/table48.wtd_mean_fie
111.0,335.4,842.338588235294
177.0,1138.9,1022.54866071429
171.0,764.1,1011.49659685864
105.0,397.2,791.233
53.0,351.5,800.036170212766
42.0,237.5,837.962962962963
18.0,331.3,856.17
162.0,537.6,776.727272727273
199.0,786.5,734.8395
205.0,810.6,1008.05511751327
140.0,521.9,779.126666666667
153.0,1138.9,899.96210625
171.0,764.1,725.021
55.0,142.7,851.066666666667
153.0,1138.9,894.088888888889
131.0,422.1,874.65
205.0,810.6,999.096
153.0,1138.9,913.463
81.0,405.1,807.93075
88.0,86.4,641.862525
171.0,773.0,1024.36405263158
58.0,80.5999999999999,648.354
205.0,810.6,1001.41642137878
139.0,226.2,739.285555555556
5.0,7.69999999999993,657.492
109.0,325.0,777.9
205.0,810.6,989.741176470588
178.0,773.0,1021.89005263158
82.0,182.9,714.375
205.0,810.6,1003.77026369785
130.0,287.2,789.223038461539
205.0,810.6,732.665714285714
205.0,810.6,733.442857142857
58.0,80.5999999999999,644.196
126.0,326.6,925.05
171.0,764.1,744.158441558441
35.0,71.4,614.4
171.0,772.0,1011.55884285714
73.0,155.2,746.89
250.0,937.6,1117.86111111111
88.0,226.3,710.975
106.0,273.0,723.33
205.0,810.6,997.416666666667
205.0,810.6,1004.87333333333
103.0,314.2,844.071428571429
171.0,764.1,1005.86666666667
142.0,737.9,979.889473684211
190.0,773.0,1011.08571428571
26.0,208.4,711.8
147.0,772.0,1004.31318181818
42.0,311.0,730.75
164.0,1148.5,912.8975
142.0,817.5,1196.43724137931
205.0,810.6,735.202857142857
97.0,470.1,834.1
60.0,228.0,672.675
3.0,197.6,725.984
109.0,325.0,816.493333333333
80.0,105.6,641.52
199.0,786.5,1010.04928571429
171.0,764.1,749.922857142857
171.0,764.1,1028.07142857143
205.0,810.6,1006.11388888889
205.0,810.6,992.822375
171.0,772.0,1012.57158162339
178.0,596.2,784.393103448276
205.0,810.6,1002.55539177657
80.0,131.0,655.1
171.0,764.1,1006.42773333333
174.0,764.1,995.961538461538
205.0,810.6,1004.35
171.0,772.0,1011.53442857143
205.0,810.6,996.792307692308
103.0,314.2,838.773333333333
205.0,810.6,1007.91662591687
80.0,86.4,641.6781
147.0,772.0,896.375
205.0,810.6,992.526294820717
91.0,89.9000000000001,737.27
205.0,810.6,1005.51079414032
205.0,810.6,1002.92788461538
205.0,810.6,1001.99230769231
146.0,219.2,740.388444444444
171.0,764.1,1017.86127819549
205.0,810.6,1001.99230769231
183.0,766.2,993.580769230769
171.0,781.6,1010.91314285714
171.0,764.1,732.656363636364
171.0,772.0,1011.18435714286
103.0,503.4,803.432969432314
13.0,144.9,606.3
205.0,810.6,997.992801251956
81.0,238.8,713.744827586207
23.0,42.5,696.128571428571
205.0,810.6,1004.57264615385
205.0,810.6,868.586666666667
217.0,910.3,1128.28009367682
185.0,764.1,728.870714285714
205.0,810.6,994.975878220141
162.0,537.6,776.727272727273
53.0,182.8,663.865
171.0,852.5,1079.70104712042
95.0,610.2,1005.54545454545
205.0,810.6,1003.78222621185
55.0,51.9,747.3745
155.0,508.7,852.22
108.0,237.0,637.4
171.0,764.1,1011.77409836066
205.0,810.6,1007.01333333333
205.0,810.6,1003.09615384615
75.0,323.5,819.907142857143
205.0,810.6,738.357142857143
171.0,772.0,1011.513
145.0,470.3,796.015
139.0,226.2,739.324444444444
147.0,772.0,889.6905
52.0,174.1,612.2
205.0,810.6,1004.39143780291
205.0,810.6,1000.20769230769
53.0,181.3,817.62
53.0,181.3,831.9
133.0,325.6,922.9
128.0,655.3,970.010994764398
205.0,810.6,1010.93028571429
29.0,208.4,763.9
159.0,572.7,781.633333333333
189.0,1133.1,985.56
29.0,139.9,684.6065
24.0,102.3,660.215
171.0,772.0,1011.52717142857
133.0,464.3,831.836
13.0,114.0,686.94
80.0,356.8,799.974
171.0,764.1,737.0375
171.0,764.1,918.8125
205.0,810.6,728.571428571429
171.0,764.1,1032.39361702128
9.0,22.0999999999999,717.41
7.0,109.5,808.85
205.0,810.6,999.277847113884
127.0,496.3,1014.8
171.0,772.0,1011.60071428571
205.0,810.6,1003.73696153846
190.0,773.0,738.305714285714
171.0,772.0,943.459444444444
153.0,1138.9,896.91475
205.0,810.6,967.994285714286
80.0,182.8,645.656
30.0,5.80000000000007,659.345
205.0,810.6,999.525431711146
205.0,810.6,998.195993715632
89.0,349.5,807.694
205.0,810.6,1000.89076923077
205.0,810.6,989.17
195.0,894.6,1034.01872705018
141.0,301.1,771.444444444444
50.0,128.3,660.243
159.0,504.7,789.916666666667
83.0,208.8,650.966666666667
89.0,26.9,768.4
205.0,810.6,1003.88283076923
0.0,0.0,652.4
158.0,781.6,1007.05172413793
142.0,793.2,1125.49832635983
205.0,810.6,1005.25581538462
57.0,99.4,688.253333333333
171.0,764.1,1005.86666666667
87.0,122.4,692.32
205.0,810.6,982.4
205.0,810.6,996.321538461538
125.0,383.6,807.2
205.0,810.6,735.731428571429
2.0,96.5,705.633742331288
195.0,894.6,1104.07777777778
77.0,105.2,681.9
103.0,183.3,767.62
205.0,810.6,1002.66923076923
174.0,764.1,998.307692307692
54.0,98.4,692.5
158.0,781.6,1008.81285714286
171.0,852.5,883.462814112869
18.0,204.5,739.265
205.0,810.6,1010.26857142857
205.0,810.6,1002.98184615385
60.0,208.8,671.547
205.0,810.6,720.147277486911
205.0,810.6,1003.86828217555
205.0,894.6,927.2
205.0,810.6,1001.99938080495
33.0,311.0,789.766
145.0,470.3,795.726333333333
205.0,810.6,1004.9024691358
185.0,773.0,718.7284375
205.0,810.6,1003.75323076923
37.0,82.5999999999999,627.886666666667
171.0,772.0,1015.72809859155
171.0,764.1,1013.12081818182
205.0,810.6,688.145714285714
53.0,181.3,826.972549019608
73.0,96.4,680.952
199.0,786.5,1010.32929936306
171.0,781.6,826.84375
153.0,1138.9,902.2975
142.0,737.9,1045.02657004831
171.0,772.0,1003.87
114.0,306.7,812.154411764706
17.0,170.2,653.683333333333
139.0,860.4,890.06
33.0,311.0,786.268
205.0,810.6,1005.43928571429
205.0,810.6,738.403928571429
205.0,810.6,1005.43928571429
205.0,810.6,1001.27
185.0,773.0,720.909625
205.0,810.6,997.302846153846
184.0,570.7,693.35
14.0,27.0,661.0805
205.0,810.6,787.123333333333
171.0,772.0,1011.66485714286
9.0,218.0,863.74
171.0,772.0,1011.54071428571
171.0,772.0,979.803125
158.0,781.6,780.662
171.0,781.6,731.33125
171.0,772.0,785.391
171.0,772.0,1011.52742857143
162.0,537.6,781.896774193548
166.0,572.7,779.327666666667
171.0,772.0,1011.50364285714
205.0,810.6,1003.60653594771
139.0,443.7,782.6
87.0,208.8,644.2968
195.0,564.9,766.335398230089
205.0,810.6,991.7421875
11.0,72.7,663.903
92.0,414.7,808.05375
2.0,126.3,713.28024
205.0,810.6,1001.07890491702
12.0,101.3,741.879
205.0,810.6,984.737551020408
205.0,810.6,1001.01105769231
205.0,810.6,727.407142857143
80.0,450.6,792.496
205.0,817.5,733.222857142857
33.0,311.0,785.5107
0.0,0.0,1006.0
142.0,817.5,1095.39536152797
106.0,273.0,717.75
32.0,0.0,759.1
2.0,5.30000000000007,705.55
78.0,348.4,783.04
205.0,810.6,683.547333333333
205.0,810.6,1007.80666666667
53.0,426.3,741.733333333333
205.0,810.6,1025.69174964438
205.0,810.6,991.901581027668
171.0,764.1,1008.67142857143
76.0,450.6,745.285314685315
205.0,810.6,1001.08525
53.0,72.9,649.7355
196.0,1139.9,900.0595
74.0,328.0,784.4972
205.0,810.6,1010.16931428571
150.0,572.7,783.775
53.0,181.3,843.406979166667
86.0,279.5,850.515625
32.0,16.5,901.675
205.0,810.6,999.423390894819
205.0,810.6,983.57875
205.0,810.6,744.125714285714
161.0,518.7,787.583333333333
183.0,773.0,1027.82352941176
70.0,327.0,723.066666666667
205.0,810.6,1003.744
205.0,810.6,1001.29969230769
164.0,1148.5,931.114
171.0,764.1,701.326666666667
146.0,723.7,1017.72116788321
205.0,810.6,739.505714285714
94.0,228.3,692.3625
205.0,810.6,1004.748
199.0,786.5,736.017
142.0,743.7,992.64
35.0,9.60000000000002,653.3
108.0,237.0,655.866
80.0,182.8,652.659076533839
171.0,781.6,1010.99214285714
205.0,810.6,1012.66666666667
145.0,544.6,865.89
171.0,764.1,1029.22
171.0,764.1,1006.04
186.0,583.2,1049.25
70.0,220.9,860.876
126.0,316.0,875.033333333333
205.0,810.6,1004.35261985853
205.0,810.6,1004.36523076923
171.0,764.1,1006.16133333333
171.0,764.1,1008.48076923077
205.0,810.6,1006.2773193184
114.0,306.7,809.505882352941
190.0,773.0,892.6225
205.0,810.6,997.307221350079
205.0,810.6,1005.15995076544
205.0,810.6,996.107009345794
158.0,781.6,1014.76243296641
205.0,810.6,1037.305
33.0,311.0,780.813
190.0,773.0,993.319230769231
153.0,651.6,696.04025974026
70.0,157.5,677.9925
106.0,273.0,746.7
46.0,65.5,847.166666666667
171.0,772.0,1011.54071428571
205.0,810.6,1001.94764114462
145.0,526.6,942.129166666667
231.0,710.2,1051.88095238095
104.0,610.2,1006.17272727273
76.0,450.6,733.626666666667
171.0,817.5,1004.616
205.0,810.6,1009.78428571429
128.0,544.6,867.86
171.0,764.1,993.076653696498
205.0,810.6,738.357142857143
205.0,810.6,995.903076923077
171.0,781.6,1011.45764285714
205.0,810.6,1006.10758150114
205.0,810.6,1001.59230769231
0.0,0.0,708.2
205.0,810.6,737.051428571428
147.0,772.0,1004.31318181818
146.0,817.5,1006.93485714286
176.0,667.2,1053.92857142857
205.0,810.6,1003.62307692308
171.0,772.0,709.503076923077
205.0,810.6,1000.65491803279
195.0,894.6,1007.86857142857
211.0,1177.5,991.521324503311
153.0,1138.9,899.0475
190.0,773.0,1011.08571428571
10.0,88.4,650.34
205.0,810.6,991.474117647059
113.0,238.9,915.46
205.0,810.6,997.824164724165
171.0,764.1,738.078
171.0,764.1,1018.22910447761
33.0,59.8,661.494
205.0,810.6,991.244
205.0,810.6,982.4
205.0,810.6,967.966285714286
108.0,237.0,668.995
139.0,287.1,799.417777777778
171.0,764.1,1003.95579444153
53.0,181.3,849.75
205.0,810.6,977.441428571429
171.0,764.1,1006.73333333333
35.0,71.4,633.2496
171.0,772.0,1011.46157142857
171.0,764.1,1006.82
171.0,764.1,1008.67142857143
205.0,810.6,1044.88666666667
205.0,810.6,1001.102875
58.0,62.9000000000001,779.233333333333
105.0,397.2,791.8664
79.0,135.9,689.28
205.0,810.6,1010.70971428571
53.0,72.9,634.6116
109.0,325.0,777.9
58.0,62.9000000000001,779.233333333333
142.0,283.5,732.925925925926
171.0,772.0,1006.1480866426
36.0,29.8,828.383
20.0,166.1,802.56
205.0,810.6,685.25
150.0,737.9,1109.63486590038
205.0,810.6,1004.88022813688
95.0,276.8,836.742857142857
199.0,786.5,1014.37442857143
139.0,527.7,776.868
0.0,0.0,719.5
123.0,400.9,818.433333333333
171.0,772.0,1012.30885714286
82.0,283.6,708.416666666667
171.0,764.1,1006.56
205.0,810.6,1050.75263636364
205.0,894.6,1000.57286821705
15.0,59.6999999999999,789.95
143.0,1139.9,943.841
152.0,905.9,1044.27924528302
53.0,182.3,824.75
205.0,810.6,1000.33384615385
150.0,572.7,784.215
126.0,316.0,855.166666666667
205.0,810.6,1000.85594135802
183.0,773.0,1023.76265060241
86.0,279.5,893.830571428571
80.0,182.8,653.425
205.0,810.6,735.328571428571
80.0,182.8,671.1234
205.0,810.6,1002.3828438949
205.0,810.6,1010.98542857143
106.0,355.1,754.08
171.0,772.0,1011.71
199.0,786.5,1005.97453333333
177.0,764.1,742.434285714286
205.0,810.6,991.758146964856
205.0,810.6,1003.62307692308
101.0,252.7,784.72
139.0,226.2,739.557777777778
92.0,399.3,769.271428571428
161.0,572.7,784.253333333333
91.0,31.4,542.882608695652
205.0,810.6,738.357142857143
87.0,255.6,831.221428571429
145.0,526.6,947.7
142.0,749.1,1032.382
13.0,98.4,797.252
84.0,327.0,731.733333333333
81.0,138.5,691.19475862069
22.0,160.8,789.412121212121
171.0,772.0,790.19525
30.0,5.80000000000007,659.269
205.0,810.6,989.431456154465
205.0,810.6,1004.45866666667
21.0,204.5,718.7
171.0,764.1,713.685
205.0,810.6,1009.48317329675
205.0,894.6,1021.212
205.0,810.6,1001.05
171.0,764.1,997.042598187311
4.0,128.3,736.979310344828
199.0,786.5,1006.64226361032
205.0,810.6,999.716433021807
171.0,764.1,1005.93653333333
205.0,810.6,1005.98129136708
205.0,810.6,728.426428571428
83.0,208.8,651.066666666667
72.0,355.1,714.358620689655
171.0,764.1,1009.61923076923
171.0,772.0,1011.54071428571
205.0,810.6,998.462162162162
205.0,810.6,1003.81291314374
97.0,204.2,879.345695364239
171.0,764.1,723.562
121.0,462.2,804.92
145.0,544.6,863.10375
111.0,335.4,874.202272727273
0.0,0.0,1006.0
205.0,810.6,997.830769230769
205.0,810.6,999.337393328161
17.0,169.2,589.442857142857
205.0,810.6,993.5447974583
29.0,328.0,589.128571428571
67.0,85.0,778.496666666667
80.0,182.8,644.742
171.0,764.1,737.0375
94.0,254.5,733.74
205.0,810.6,806.25
87.0,188.1,719.05
2.0,157.2,564.288
171.0,764.1,1011.10131061599
128.0,544.6,867.86
205.0,810.6,1002.33438704703
33.0,153.8,886.496
183.0,773.0,1030.45058823529
7.0,60.1999999999999,677.792
158.0,781.6,886.485
127.0,496.3,1014.8
137.0,773.0,909.533333333333
2.0,74.3000000000001,710.062
195.0,894.6,735.969375
155.0,508.7,787.82
205.0,810.6,1009.44142857143
105.0,397.2,791.92
171.0,781.6,700.5
0.0,0.0,759.1
116.0,575.1,1020.55171428571
146.0,735.9,925.075
205.0,810.6,993.385992217899
205.0,810.6,1006.40615384615
67.0,150.2,620.7895
171.0,764.1,1013.85196850394
145.0,470.3,895.471428571429
152.0,1090.6,993.61
171.0,772.0,795.291428571428
205.0,810.6,1005.03846153846
171.0,764.1,1009.58875
139.0,527.7,773.8816
33.0,311.0,774.70105
205.0,810.6,976.8
82.0,349.5,806.32
43.0,175.5,701.675
139.0,294.1,772.222222222222
53.0,58.1,671.375
73.0,282.6,844.21568627451
158.0,781.6,1010.28457142857
171.0,764.1,715.45
113.0,254.0,918.787375415282
205.0,810.6,1000.22757830405
178.0,596.2,818.0
115.0,751.4,1025.8
171.0,772.0,760.265833333333
39.0,47.8,553.05
103.0,314.2,854.4
205.0,810.6,999.292993630573
190.0,773.0,723.069
57.0,0.899999999999977,868.7
35.0,71.4,635.463
205.0,810.6,1000.56165891473
171.0,772.0,1011.45607142857
175.0,493.5,764.071818181818
171.0,781.6,1009.87428571429
205.0,810.6,1005.43928571429
111.0,335.4,887.2
10.0,88.4,619.4
171.0,764.1,688.14380952381
205.0,810.6,1002.21581569116
205.0,810.6,738.825
30.0,5.80000000000007,659.36
171.0,772.0,1011.43442857143
171.0,764.1,1010.67715036113
171.0,764.1,716.113333333333
2.0,74.3000000000001,720.464
205.0,810.6,747.198601398601
18.0,327.0,776.54
171.0,772.0,1011.46171428571
36.0,5.79999999999995,541.1638
74.0,245.9,722.775768535262
171.0,764.1,1006.64666666667
205.0,810.6,1001.05
38.0,183.2,817.71083
183.0,773.0,1030.61058823529
185.0,773.0,1034.42588235294
158.0,781.6,1008.81285714286
39.0,16.9,545.325
159.0,516.7,788.716666666667
217.0,910.3,1027.006
53.0,181.3,849.75
205.0,810.6,1050.68118181818
139.0,287.1,773.0
162.0,537.6,780.061643835616
205.0,810.6,1000.01050583658
50.0,168.1,666.420925
205.0,810.6,1034.13412969283
205.0,810.6,1010.82
171.0,772.0,760.250833333333
205.0,810.6,1007.39748283753
158.0,781.6,1008.80908571429
205.0,810.6,997.169230769231
50.0,167.1,666.425
55.0,210.0,866.4375
171.0,764.1,1016.10084615385
84.0,262.4,744.02
171.0,764.1,1138.99473684211
139.0,443.7,800.38
106.0,273.0,724.0368
22.0,160.8,788.6
0.0,0.0,1011.2
205.0,810.6,1001.86452859351
171.0,764.1,702.146666666667
171.0,764.1,1006.38666666667
59.0,237.3,764.544827586207
78.0,348.4,798.266666666667
205.0,810.6,996.164615384615
119.0,140.5,789.392307692308
139.0,443.7,782.62
171.0,764.1,1009.00775193798
205.0,810.6,1000.91538461538
171.0,764.1,737.0375
171.0,764.1,1005.86666666667
17.0,34.7,693.475
183.0,773.0,1029.73258823529
150.0,572.7,781.314
142.0,749.1,1032.494
205.0,810.6,1007.16373333333
205.0,810.6,979.141152263374
171.0,764.1,991.9125
205.0,810.6,977.351875
139.0,443.7,778.5208
119.0,793.2,978.328
171.0,764.1,1029.22
111.0,136.6,777.433333333333
43.0,218.0,584.046428571429
205.0,894.6,796.833333333333
205.0,810.6,996.616935985084
23.0,152.9,791.65
78.0,69.7,776.966666666667
205.0,810.6,996.312598425197
205.0,817.5,988.637647058824
82.0,349.5,804.35055387714
84.0,244.9,710.42
205.0,810.6,736.942428571429
164.0,1148.5,931.458
205.0,810.6,999.9
199.0,786.5,1007.49857142857
50.0,149.5,819.166666666667
199.0,786.5,1010.44309978769
35.0,71.4,631.179
205.0,810.6,1000.56213760277
147.0,772.0,1012.82725337119
11.0,64.6,860.348
171.0,772.0,1011.53121187289
82.0,349.5,806.32
171.0,772.0,1011.67714285714
142.0,817.5,1201.30416666667
146.0,723.7,1064.72941176471
199.0,786.5,1007.75254285714
87.0,128.2,680.052
205.0,810.6,982.238709677419
142.0,817.5,1199.34930747922
106.0,355.1,760.892105263158
205.0,810.6,1004.33846153846
205.0,810.6,1002.18809891808
0.0,0.0,1006.0
205.0,810.6,738.028571428571
205.0,810.6,738.76
80.0,356.8,799.964
171.0,781.6,1007.77258687259
205.0,810.6,1002.87702702703
0.0,0.0,1085.7
205.0,810.6,986.079381443299
171.0,764.1,701.172333333333
153.0,1138.9,899.96475
29.0,151.8,715.32
205.0,810.6,996.5738170347
205.0,810.6,1023.916
72.0,290.5,707.05
22.0,5.80000000000007,660.352
65.0,75.2,703.6
161.0,518.7,788.4
205.0,810.6,1003.62307692308
171.0,764.1,998.9984
38.0,183.2,653.764
205.0,810.6,1002.02211838006
199.0,786.5,721.307
155.0,508.7,791.2
205.0,810.6,996.486469673406
205.0,810.6,999.200148920328
80.0,182.8,653.832
13.0,156.2,741.7
205.0,810.6,1001.78769230769
171.0,772.0,1011.56488571429
33.0,311.0,776.584
171.0,764.1,1001.92806476484
185.0,764.1,1006.85986666667
205.0,810.6,1010.70971428571
58.0,62.9000000000001,785.684615384615
87.0,255.6,825.133333333333
60.0,135.9,683.425
171.0,764.1,1005.86666666667
119.0,140.5,766.117
195.0,564.9,766.335398230089
35.0,13.5,654.637837837838
161.0,572.7,783.983333333333
171.0,772.0,805.591
131.0,422.1,872.518181818182
29.0,110.0,661.1
171.0,764.1,708.336363636364
205.0,810.6,1000.98734177215
171.0,764.1,740.135714285714
171.0,764.1,980.358108108108
171.0,772.0,1011.45452986568
205.0,894.6,1016.72677484787
180.0,764.1,1005.937
205.0,810.6,997.169230769231
53.0,426.3,741.708333333333
53.0,182.8,673.005
150.0,649.5,667.204725
199.0,786.5,1014.66414285714
0.0,0.0,663.6
46.0,65.5,836.574257425743
205.0,810.6,997.888732394366
171.0,772.0,1005.76133333333
205.0,810.6,1000.95230769231
205.0,810.6,649.877272727273
153.0,1138.9,896.29575
162.0,537.6,790.766666666667
87.0,188.1,719.05
205.0,810.6,1010.60857142857
171.0,772.0,1011.54071428571
171.0,764.1,739.20245
29.0,110.0,677.6
205.0,810.6,988.337717908082
15.0,194.5,617.99
171.0,781.6,1013.4610469592
146.0,817.5,1007.20285714286
171.0,772.0,1011.72448571429
171.0,772.0,1011.54071428571
171.0,764.1,1014.03357575758
147.0,772.0,905.901923076923
205.0,810.6,990.599212598425
171.0,764.1,1003.94488188976
80.0,131.0,661.65
205.0,810.6,995.746153846154
62.0,9.5,894.05
119.0,140.5,789.392307692308
196.0,1139.9,900.632
94.0,254.5,734.6552
205.0,810.6,858.546666666667
150.0,649.5,988.35
205.0,810.6,1010.26857142857
205.0,810.6,738.357142857143
171.0,781.6,826.625
205.0,810.6,706.945454545454
156.0,580.5,853.65243902439
185.0,764.1,1023.16627393225
205.0,810.6,1003.62307692308
80.0,280.3,761.116666666667
123.0,400.9,861.196
53.0,181.3,816.537931034483
171.0,764.1,714.647252747253
133.0,400.9,900.31
205.0,810.6,1004.92551538462
137.0,773.0,910.82
128.0,793.2,1009.40514285714
113.0,254.0,917.640264026403
205.0,810.6,1029.17777777778
113.0,290.8,893.06
171.0,772.0,761.018133333333
205.0,810.6,1006.544
111.0,347.6,891.266666666667
147.0,772.0,889.875
56.0,312.1,826.88
171.0,773.0,996.461153846154
2.0,126.3,710.342307692308
171.0,772.0,1011.50685714286
27.0,239.2,718.50625
205.0,810.6,817.5714
205.0,810.6,994.033696639419
205.0,810.6,997.838461538462
171.0,764.1,929.521875
146.0,817.5,1006.93485714286
128.0,655.3,985.45
205.0,810.6,1004.805
35.0,144.3,647.35
171.0,772.0,1011.29454545455
205.0,810.6,995.6
205.0,810.6,741.678571428571
123.0,400.9,818.433333333333
205.0,810.6,992.78152866242
12.0,148.6,816.275
205.0,810.6,995.311690363349
97.0,470.1,925.629411764706
156.0,580.5,792.148888888889
52.0,174.1,613.078571428571
205.0,810.6,993.036356404137
178.0,764.1,1005.44666666667
205.0,810.6,994.938796516231
26.0,268.7,871.65
70.0,181.9,603.185714285714
5.0,135.0,718.55
7.0,44.4000000000001,700.868
87.0,144.6,730.72
80.0,86.4,642.0
205.0,810.6,1007.87093333333
211.0,1177.5,988.015083056478
205.0,810.6,731.442857142857
141.0,510.5,848.13
2.0,157.8,745.016
205.0,810.6,735.328571428571
185.0,764.1,1028.37857142857
171.0,764.1,1005.86666666667
171.0,852.5,741.236363636364
205.0,810.6,1001.22403100775
171.0,772.0,1011.45971428571
205.0,810.6,999.766666666667
150.0,572.7,783.995
171.0,764.1,738.3375
53.0,72.9,583.758295964126
205.0,810.6,1001.99230769231
171.0,772.0,1011.48428571429
205.0,810.6,739.46
130.0,306.8,733.3
57.0,76.5,685.2
12.0,88.3,758.7748
171.0,772.0,1011.59714285714
35.0,159.9,761.5
78.0,348.4,798.266666666667
158.0,781.6,1007.07643678161
171.0,781.6,1011.37535714286
205.0,810.6,998.820307692308
171.0,764.1,752.807285714286
78.0,348.4,786.466
108.0,259.1,716.666666666667
10.0,1.0,541.087
171.0,764.1,688.646666666667
82.0,349.5,797.891675126904
97.0,470.1,808.214
205.0,810.6,992.410344827586
171.0,772.0,979.8525
18.0,331.3,723.65
40.0,126.3,607.97
83.0,207.3,651.366666666667
205.0,810.6,1001.50940632228
164.0,1148.5,898.482
111.0,136.6,768.676923076923
78.0,348.4,798.266666666667
133.0,325.6,922.9
97.0,470.1,808.4555
187.0,983.0,1014.04913294798
171.0,764.1,1011.21076923077
198.0,682.9,1009.44
171.0,772.0,1003.79818181818
211.0,1177.5,1014.47466666667
153.0,1138.9,902.715
205.0,810.6,999.907722007722
205.0,810.6,1005.87633333333
13.0,144.9,579.735
205.0,810.6,736.746875
171.0,764.1,1000.04797687861
171.0,764.1,996.769230769231
205.0,810.6,1004.11784615385
205.0,810.6,997.416666666667
147.0,772.0,873.576233766234
101.0,977.1,949.444444444444
11.0,12.3000000000001,707.5125
17.0,74.3,604.255
113.0,40.1,773.466666666667
67.0,94.9,695.834482758621
77.0,167.1,668.341
14.0,215.7,706.325
205.0,810.6,1003.21556420233
86.0,284.3,764.52
171.0,781.6,1009.04709762533
205.0,810.6,1001.63357142857
171.0,764.1,1008.67142857143
205.0,810.6,1010.10457142857
103.0,314.2,850.746835443038
205.0,810.6,1001.40076569678
43.0,365.7,590.239285714286
205.0,810.6,738.537142857143
205.0,810.6,1003.6565101627
205.0,810.6,738.4975
205.0,810.6,1007.11813333333
205.0,810.6,1011.1321888412
73.0,282.6,844.313052011776
171.0,764.1,1008.67142857143
57.0,99.4,668.495
53.0,181.3,824.522549019608
205.0,810.6,1000.28615384615
43.0,365.7,596.45
158.0,781.6,1008.82514285714
61.0,85.3,702.35
205.0,810.6,1000.39476923077
60.0,208.8,682.617
32.0,252.7,804.925
171.0,772.0,760.265833333333
33.0,59.8,674.65
142.0,770.2,807.568656716418
176.0,667.2,1011.01
205.0,810.6,1004.62645705521
81.0,405.1,805.989073170732
36.0,5.79999999999995,541.11624
205.0,810.6,997.625828835775
205.0,810.6,1003.12318392581
158.0,781.6,1009.11148571429
146.0,404.8,843.015789473684
87.0,135.9,684.17625
171.0,772.0,1019.52677329624
0.0,0.0,588.9
171.0,764.1,996.984615384615
171.0,764.1,1012.04510739857
205.0,810.6,996.5738170347
68.0,214.5,727.8
128.0,544.6,835.843283582089
139.0,443.7,782.58
205.0,810.6,1005.25333333333
28.0,50.5999999999999,693.433333333333
171.0,764.1,1006.8328
250.0,937.6,1099.3
53.0,181.3,826.336842105263
78.0,348.4,804.357333333333
152.0,881.6,924.468125
205.0,810.6,989.726153846154
198.0,682.9,1053.18095238095
205.0,810.6,989.95140562249
171.0,764.1,1008.51333333333
205.0,810.6,1001.85249042146
205.0,810.6,984.466666666667
62.0,328.9,779.147272727273
199.0,786.5,1004.192
7.0,21.9,740.9314
161.0,518.7,788.516666666667
205.0,810.6,994.503235294118
205.0,810.6,1000.14
158.0,781.6,1010.02515651679
95.0,276.8,848.133333333333
171.0,764.1,701.702666666667
141.0,510.5,856.97
141.0,287.2,708.625
126.0,427.9,899.725
211.0,1177.5,824.683673469388
205.0,810.6,991.684126984127
171.0,764.1,1006.74933333333
205.0,810.6,997.093846153846
171.0,764.1,1015.099543379
205.0,810.6,992.526294820717
205.0,810.6,1007.44213333333
73.0,282.6,827.054054054054
119.0,140.5,789.392307692308
171.0,764.1,1006.612
22.0,5.80000000000007,659.888
195.0,894.6,1014.592
24.0,225.7,717.768
125.0,259.1,770.085
199.0,786.5,736.174
205.0,810.6,998.89765625
13.0,183.3,718.7105
164.0,1148.5,904.7725
150.0,741.8,1018.86528497409
53.0,44.6,697.05
46.0,183.2,686.722842284228
171.0,772.0,1011.631
8.0,3.89999999999998,659.856
205.0,810.6,1003.925
205.0,810.6,1007.76046653453
3.0,168.5,821.55
199.0,786.5,778.33125
80.0,159.0,678.3
62.0,232.2,829.59625
171.0,764.1,725.15
52.0,262.4,683.084415584416
158.0,781.6,1008.81285714286
33.0,311.0,783.236
205.0,810.6,1001.85692307692
80.0,182.8,651.14
205.0,810.6,1000.40970724191
131.0,422.1,780.275
199.0,786.5,1004.61066666667
205.0,810.6,995.005956112853
205.0,810.6,984.466666666667
10.0,278.7,726.9
94.0,254.5,732.508
205.0,810.6,733.845454545455
156.0,580.5,797.164166666667
0.0,0.0,663.6
12.0,88.3,774.433333333333
164.0,1148.5,898.482
205.0,810.6,731.38
171.0,764.1,1026.36696269982
250.0,937.6,716.616666666667
171.0,764.1,1008.67142857143
171.0,772.0,1011.53442857143
199.0,786.5,698.765
126.0,400.9,893.74
205.0,810.6,1012.07805555556
231.0,710.2,1058.40358565737
174.0,764.1,1019.58367952522
205.0,810.6,998.070724191063
205.0,810.6,1006.94293333333
171.0,764.1,1006.43866666667
54.0,0.899999999999977,868.55
153.0,1138.9,894.46125
174.0,764.1,1019.58367952522
199.0,786.5,1004.82
205.0,810.6,1050.71690909091
171.0,764.1,1005.86666666667
185.0,764.1,737.2835
113.0,115.4,770.455714285714
139.0,443.7,781.6124
61.0,85.3,686.3
205.0,810.6,1015.13307692308
145.0,470.3,795.943333333333
205.0,810.6,969.936666666667
205.0,810.6,995.812933753943
205.0,810.6,995.562509865825
146.0,817.5,1005.86285714286
171.0,772.0,1011.67614285714
153.0,1138.9,905.3975
171.0,772.0,1011.71
171.0,772.0,1013.97168381159
171.0,772.0,1011.54071428571
