range_ThermalConductivity,range_atomic_mass,wtd_mean_fie
399.97342,192.981,1010.10854700855
399.97342,192.981,1010.10498687664
399.97342,192.981,1010.09673416068
399.97342,192.981,1010.07930142303
399.97342,192.981,1010.05882352941
399.97342,192.981,1010.03881163085
399.97342,192.981,985.371353251318
399.97342,192.981,1009.99907350216
399.97342,192.981,1010.74466605432
399.97342,192.981,1010.71300349696
399.97342,192.981,1010.68215062013
399.97342,192.981,1010.63878985689
399.97342,192.981,1010.61409762762
399.97342,192.981,1010.59415096663
399.97342,121.3276,1001.70681114551
399.97342,121.3276,1001.50433436533
399.97342,121.3276,1001.06034082107
399.97342,121.3276,1000.61565891473
399.97342,121.3276,999.927329192546
82.0,73.4571,1056.12698412698
104.0,120.8947519,1056.01865079365
104.0,120.8947519,1055.91031746032
104.0,120.8947519,1055.80198412698
104.0,120.8947519,1055.69365079365
399.97342,134.3606,705.6125
399.97342,134.3606,707.4805
399.97342,134.3606,708.53125
399.97342,134.3606,710.049
399.97342,121.3276,1003.62307692308
399.97342,157.0546,1006.18666666667
399.97342,152.93481,1005.25333333333
399.97342,148.93092,1004.25333333333
399.97342,146.5006,1003.78666666667
399.97342,121.3276,1006.97866666667
399.97342,191.2006,1011.38923076923
399.97342,191.2006,1011.54615384615
399.97342,192.981,738.96125
399.97342,192.981,739.20245
399.97342,192.981,739.36325
399.97342,75.6093,1051.28611111111
399.97342,75.6093,1050.56111111111
399.97342,75.6093,1049.11111111111
399.97342,75.6093,1047.66111111111
399.97342,75.6093,1046.21111111111
399.97342,75.6093,1044.76111111111
399.97342,122.90607,995.21792086889
399.97342,122.90607,996.496831530139
399.97342,184.5906,748.655555555555
399.97342,184.5906,758.89010989011
399.97342,184.5906,768.902173913043
399.97342,184.5906,778.698924731183
399.97342,184.5906,788.287234042553
399.97342,184.5906,797.673684210526
399.97342,184.5906,806.864583333333
399.97342,184.5906,824.683673469388
399.97342,188.3839,989.741176470588
399.97342,188.3839,992.476470588235
399.97342,191.2006,998.926470588235
399.97342,188.3839,962.616666666667
399.97342,188.3839,982.4
399.97342,188.3839,996.632307692308
399.97342,188.3839,996.598076923077
399.97342,188.3839,996.563846153846
399.97342,188.3839,996.529615384615
399.97342,188.3839,996.495384615385
399.97342,188.3839,996.461153846154
399.97342,188.3839,995.631538461538
399.97342,188.3839,995.441923076923
399.97342,188.3839,995.252307692308
399.97342,188.3839,996.010769230769
399.97342,191.2006,998.811616571893
399.97342,191.2006,1007.25889328063
399.97342,191.2006,1037.95171385991
399.97342,191.2006,1012.40863192182
399.97342,191.2006,1011.42598039216
399.97342,191.2006,1010.18859721083
399.97342,121.3276,1004.80478331654
399.97342,121.3276,1004.99620449264
399.97342,121.3276,1006.11388888889
399.97342,121.3276,1006.94047380971
399.97342,121.3276,1008.22938294289
399.97342,121.3276,1009.48317329675
399.97342,121.3276,1010.28909063283
399.97342,184.5906,841.79
399.97342,192.981,1005.86666666667
399.97342,192.981,1005.24133333333
399.97342,192.981,1004.616
399.97342,192.981,1003.99066666667
399.97342,121.3276,1002.42818532819
399.97342,121.3276,1001.22403100775
399.97342,121.3276,998.7875
399.97342,121.3276,996.312598425197
399.97342,121.3276,991.244
399.97342,122.90607,999.691049382716
399.97342,122.90607,1000.65538461538
399.97342,122.90607,1001.85249042146
399.97342,122.90607,1003.2769641495
399.97342,122.90607,1003.5131097561
399.97342,122.90607,999.504468412943
399.97342,122.90607,999.745881447267
399.97342,122.90607,1000.22759415834
399.97342,122.90607,1000.70782808903
399.97342,122.90607,1001.18659003831
399.97342,122.90607,1001.66388676358
399.97342,122.90607,1002.61411136537
399.97342,122.90607,1002.57622699387
399.97342,122.90607,1004.23424866514
399.97342,122.90607,1005.40775075988
399.97342,122.90607,1006.10758150114
399.97342,122.90607,999.559646425826
399.97342,122.90607,999.800460829493
399.97342,122.90607,1000.04090560246
399.97342,122.90607,1001.2376146789
399.97342,122.90607,998.906976744186
399.97342,122.90607,999.393343653251
399.97342,122.90607,1000.12007722008
399.97342,122.90607,1003.23073394495
399.97342,122.90607,1004.88022813688
399.97342,79.9606,1009.38769230769
399.97342,141.2506,1007.75692307692
399.97342,142.92595,1005.81846153846
399.97342,71.6206,1057.05
399.97342,71.6206,720.438461538462
399.97342,71.6206,713.34
399.97342,71.6206,707.911764705882
399.97342,121.3276,977.4
399.97342,121.3276,977.335
399.97342,121.3276,977.515389740173
399.97342,192.981,723.3897
399.97342,192.981,723.3404
399.97342,192.981,723.1925
399.97342,192.981,737.921388888889
399.97342,191.2006,994.365306122449
399.97342,192.981,995.458823529412
399.97342,121.3276,1007.01333333333
399.97342,184.5906,999.906411837238
399.97342,191.2006,998.695076923077
399.97342,191.2006,997.875460122699
399.97342,191.2006,997.060856269113
399.97342,191.2006,996.251219512195
399.97342,191.2006,995.44650455927
399.97342,191.2006,999.366093366093
399.97342,188.3839,998.244615384615
399.97342,188.3839,998.244615384615
399.97342,188.3839,998.244615384615
399.97342,188.3839,1000.07444444444
399.97342,188.3839,1000.07444444444
399.97342,188.3839,927.063529411765
399.97342,188.3839,927.063529411765
399.97342,121.3276,977.27
399.97342,121.3276,977.226666666667
399.97342,121.3276,977.161666666667
399.97342,71.6206,1000.04797687861
399.97342,71.6206,1003.62571428571
399.97342,71.6206,1007.12259887006
399.97342,71.6206,1010.54134078212
399.97342,71.6206,1013.88453038674
399.97342,72.90645,997.298830409357
399.9911,47.5466,1006.10142857143
399.9911,47.5466,1074.1275
399.9911,47.5466,1003.66
399.9911,47.5466,1071.27916666667
399.9911,47.5466,1001.21857142857
399.97342,121.3276,1004.82868217054
399.97342,124.90825,1003.4519379845
399.97342,124.90825,1002.07519379845
399.97342,124.90825,1001.38682170543
399.97342,124.90825,1042.63154362416
399.97342,124.90825,1000.35426356589
399.97342,191.2006,992.725
399.97342,191.2006,992.48125
399.97342,191.2006,1010.568
399.97342,191.2006,991.96125
399.97342,192.981,1009.1092348285
399.97342,192.981,1011.10131061599
399.97342,192.981,1011.49659685864
399.97342,192.981,737.0375
399.97342,202.0394,731.41
399.97342,202.0394,725.7825
399.97342,202.0394,720.155
399.97342,202.0394,711.71375
399.97342,202.0394,734.356790123457
399.97342,202.0394,726.697619047619
399.97342,202.0394,727.278048780488
399.97342,188.3839,969.53125
399.97342,188.3839,972.138125
399.97342,188.3839,977.351875
399.97342,188.3839,982.565625
399.97342,188.3839,987.779375
399.97342,188.3839,992.993125
399.97342,188.3839,994.2965625
399.97342,184.5906,995.6
399.97342,184.5906,1004.1396039604
399.97342,184.5906,1001.43957553059
399.97342,184.5906,1001.05
399.97342,184.5906,1005.66157635468
399.97342,184.5906,1001.05
399.97342,192.981,749.187542857143
399.97342,192.981,749.060842857143
399.97342,79.9606,748.804857142857
399.97342,128.2426,998.812074303405
399.97342,128.2426,997.550583657587
399.97342,128.2426,996.275273865415
399.97342,128.2426,1000.90153846154
399.97342,128.2426,1001.05692307692
399.97342,128.2426,1001.21230769231
399.97342,128.2426,1001.36769230769
399.97342,128.2426,1001.98923076923
399.97342,128.2426,1002.61076923077
399.97342,128.2426,1003.23230769231
399.97342,128.2426,1003.85384615385
399.97342,184.5906,822.02
399.97342,184.5906,772.070714285714
399.97342,124.90825,737.088571428571
399.97342,124.90825,736.902857142857
399.97342,124.90825,736.717142857143
399.97342,124.90825,736.531428571428
399.97342,124.90825,736.345714285714
399.97342,141.2506,733.397142857143
399.97342,141.2506,733.362857142857
399.97342,141.2506,1000.91538461538
399.97342,141.2506,733.294285714286
399.97342,141.2506,733.26
399.97342,124.90825,735.82
399.97342,124.90825,735.634285714286
399.97342,124.90825,735.448571428571
399.97342,124.90825,735.262857142857
399.97342,124.90825,735.077142857143
399.97342,141.2506,734.362857142857
399.97342,141.2506,734.294285714286
399.97342,141.2506,734.225714285714
17.97342,121.3276,539.44
399.97342,124.90825,734.551428571428
399.97342,124.90825,733.282857142857
399.97342,56.605,1013.67828571429
199.97342,192.981,713.671428571429
399.97342,184.5906,993.783333333333
399.97342,184.5906,993.783333333333
399.97342,184.5906,993.264285714286
399.97342,184.5906,993.264285714286
399.97342,184.5906,826.864
399.97342,184.5906,811.204
399.97342,184.5906,832.42
399.97342,192.981,1028.99722222222
399.97342,192.981,1088.75
399.97342,192.981,1028.55833333333
399.97342,191.2006,1029.19777777778
399.97342,191.2006,1052.2065
399.97342,191.2006,986.73625
399.97342,191.2006,986.2425
399.97342,188.3839,982.4
399.97342,188.3839,982.4
399.97342,188.3839,1012.72142857143
399.97342,188.3839,989.741176470588
399.97342,188.3839,989.741176470588
399.97342,188.3839,989.741176470588
399.97342,188.3839,985.663157894737
399.97342,188.3839,985.663157894737
399.97342,188.3839,993.192307692308
399.97342,188.3839,993.192307692308
399.97342,188.3839,992.476470588235
399.97342,188.3839,965.255555555555
399.97342,184.5906,994.51
399.97342,192.981,748.975514285714
399.97342,121.3276,983.058982772764
399.97342,136.31906,1004.78950191571
399.97342,136.31906,1008.959712774
399.97342,136.31906,1026.80768136558
399.97342,121.3276,992.270653907496
399.97342,136.31906,996.289921259843
399.97342,136.31906,999.967081712062
399.97342,136.31906,1005.20757459832
399.97342,136.31906,1007.762215478
399.97342,136.31906,1015.22583271651
399.97342,136.31906,1017.18514705882
399.97342,136.31906,1022.07642805495
399.97342,121.3276,1001.94764114462
399.97342,121.3276,999.766666666667
399.97342,121.3276,999.277847113884
399.97342,121.3276,998.295618153365
399.97342,121.3276,997.059151610369
399.97342,121.3276,996.062962962963
399.97342,121.3276,995.562509865825
399.97342,121.3276,994.808860759493
399.97342,121.3276,993.798412698413
399.97342,121.3276,993.036356404137
399.97342,121.3276,992.526294820717
399.97342,121.3276,991.758146964856
399.97342,121.3276,990.728205128205
399.97342,121.3276,989.95140562249
399.97342,121.3276,988.648387096774
399.97342,121.3276,988.648387096774
399.97342,121.3276,988.12423263328
399.97342,121.3276,990.728205128205
399.97342,157.0546,980.779338842975
399.97342,157.0546,989.602011263073
399.97342,157.0546,992.950318471337
399.97342,157.0546,997.22568735271
399.97342,157.0546,998.461502347418
399.97342,157.0546,1001.22111801242
399.97342,157.0546,1001.3575640031
399.97342,157.0546,1033.32904564315
399.97342,157.0546,998.461502347418
399.97342,121.3276,738.357142857143
399.97342,136.31906,751.160335195531
399.97342,136.31906,757.349723756906
399.97342,136.31906,760.393406593407
399.97342,136.31906,763.403825136612
399.97342,136.31906,767.858265582656
399.97342,136.31906,770.787870619946
399.97342,136.31906,779.390185676393
399.97342,136.31906,783.58947368421
399.97342,121.3276,738.357142857143
399.97342,121.3276,1001.46560805577
399.97342,136.31906,1002.89892058597
399.97342,136.31906,1007.81274658574
399.97342,136.31906,1013.46217423678
399.97342,136.31906,1021.86714905933
399.97342,141.2506,999.337393328161
399.97342,156.24206,1002.21483474251
399.97342,156.24206,1009.40825825826
399.97342,156.24206,1028.31632653061
399.97342,121.3276,1003.68815384615
399.97342,136.31906,1012.87059701493
399.97342,136.31906,1025.66042857143
399.97342,135.9646,728.571428571429
399.97342,150.95606,735.968547249647
399.97342,150.95606,747.888397790055
399.97342,122.90607,735.204428571428
399.97342,191.2006,1011.9
399.97342,191.2006,1011.54230769231
399.97342,124.90825,1005.98854961832
399.97342,122.90607,1003.87872012336
129.0,146.91465,1063.05577689243
399.97342,124.90825,1000.2822755418
399.97342,124.90825,1001.18204334365
399.97342,124.90825,1002.08181114551
127.0,138.3493,1059.71904761905
399.97342,121.3276,1002.18809891808
399.97342,121.3276,995.812933753943
399.97342,121.3276,994.808860759493
399.97342,121.3276,994.051625693894
399.97342,121.3276,994.304437400951
399.97342,121.3276,994.051625693894
399.97342,121.3276,992.526294820717
399.97342,121.3276,991.758146964856
399.97342,121.3276,994.051625693894
399.97342,121.3276,997.802194357367
399.97342,121.3276,995.812933753943
399.97342,121.3276,997.554901960784
399.97342,121.3276,997.059151610369
399.97342,121.3276,996.312598425197
399.97342,121.3276,990.986309047238
399.97342,121.3276,987.861519805982
399.97342,121.3276,988.909830781628
399.97342,121.3276,733.233333333333
399.97342,121.3276,1007.01333333333
399.97342,122.90607,1011.59714285714
399.97342,184.5906,813.82
399.97342,188.3839,805.478
399.97342,188.3839,797.136
399.97342,188.3839,788.794
399.97342,184.5906,814.592
399.97342,184.5906,815.364
399.97342,188.3839,805.864
399.97342,188.3839,806.25
399.97342,188.3839,807.022
399.97342,134.3606,997.588067744419
399.97342,134.3606,994.398600311042
399.97342,134.3606,993.404212168487
399.97342,134.3606,991.143990573449
399.97342,134.3606,988.337717908082
399.97342,134.3606,997.732794457275
399.97342,134.3606,998.264615384615
399.97342,134.3606,999.81662835249
399.97342,134.3606,1000.64123947972
399.97342,124.90825,1000.86153846154
399.97342,124.90825,1001.53
399.97342,124.90825,1002.19846153846
399.97342,124.90825,1002.86692307692
399.97342,191.2006,990.61875
399.97342,191.2006,990.61875
399.97342,128.2426,1008.81285714286
399.97342,188.3839,993.367454517182
399.97342,188.3839,996.769230769231
399.97342,188.3839,996.769230769231
399.97342,188.3839,996.769230769231
399.97342,122.90607,736.942428571429
399.97342,122.90607,735.204428571428
399.97342,122.90607,734.832
399.97342,188.3839,789.18
399.97342,188.3839,789.566
399.97342,188.3839,790.338
399.97342,188.3839,783.54
399.97342,121.3276,1003.42307692308
399.97342,121.3276,1001.02248062016
399.97342,121.3276,998.584375
399.97342,121.3276,996.107874015748
399.97342,121.3276,993.592063492064
399.97342,121.3276,991.036
399.97342,121.3276,988.438709677419
399.97342,121.3276,1003.22307692308
399.97342,121.3276,1000.82093023256
399.97342,121.3276,998.38125
399.97342,121.3276,995.903149606299
399.97342,121.3276,993.385714285714
399.97342,121.3276,990.828
399.97342,121.3276,988.229032258064
399.97342,121.3276,985.587804878049
399.97342,122.90607,1003.92
399.97342,122.90607,1001.52325581395
399.97342,122.90607,1000.31089494163
399.97342,122.90607,999.0890625
399.97342,122.90607,996.616535433071
399.97342,122.90607,994.104761904762
399.97342,122.90607,991.5528
399.97342,122.90607,1004.21692307692
399.97342,122.90607,1001.82248062016
399.97342,122.90607,1000.61128404669
399.97342,122.90607,999.390625
399.97342,122.90607,996.920472440945
399.97342,122.90607,994.411111111111
399.97342,122.90607,738.908571428571
399.97342,122.90607,739.46
399.97342,122.90607,740.011428571428
399.97342,122.90607,740.562857142857
399.97342,122.90607,741.114285714286
399.97342,122.90607,741.665714285714
399.97342,122.90607,1003.92
399.97342,122.90607,1004.21692307692
399.97342,122.90607,1004.51384615385
399.97342,122.90607,1004.81076923077
399.97342,122.90607,1005.10769230769
399.97342,121.3276,738.398671238748
399.97342,121.3276,738.388928571429
399.97342,121.3276,738.420714285714
399.97342,121.3276,738.4525
399.97342,121.3276,1005.44755
399.97342,121.3276,1005.47531252232
399.97342,121.3276,1005.43933571429
399.97342,121.3276,1005.43928571429
399.97342,122.90607,1005.49442857143
399.97342,122.90607,1005.64607142857
399.97342,122.90607,1005.715
399.97342,122.90607,1005.78392857143
399.97342,122.90607,1005.85285714286
399.97342,122.90607,1005.92178571429
399.97342,122.90607,1005.99071428571
399.97342,121.3276,1007.59266666667
399.97342,121.3276,1007.44204
399.97342,121.3276,1007.17554666667
399.97342,121.3276,1007.01333333333
399.97342,122.90607,1007.0648
399.97342,122.90607,1007.27066666667
399.97342,122.90607,1007.34786666667
399.97342,122.90607,1007.57946666667
399.97342,122.90607,1007.73386666667
399.97342,121.3276,1002.18809891808
399.97342,122.90607,1002.00557275542
399.97342,122.90607,1003.26358024691
399.97342,122.90607,1004.98786482335
399.97342,122.90607,1006.22710566616
399.97342,122.90607,1007.45877862595
399.97342,122.90607,1002.52548262548
399.97342,122.90607,1003.30200462606
399.97342,122.90607,1005.26104294479
399.97342,122.90607,1006.73177998472
399.97342,122.90607,1007.95910129474
399.97342,122.90607,869.35346112886
399.97342,122.90607,1002.3828438949
399.97342,122.90607,1007.29527078566
399.97342,122.90607,1008.51901140684
399.97342,122.90607,1001.99938080495
399.97342,122.90607,1007.6243902439
399.97342,122.90607,1008.8462006079
399.97342,122.90607,1002.81737451737
399.97342,122.90607,1006.25684774292
399.97342,122.90607,1007.72042682927
399.97342,122.90607,1008.71064638783
399.97342,122.90607,1009.69635811836
399.97342,122.90607,1002.67496136012
399.97342,122.90607,1007.81646341463
399.97342,122.90607,1008.80646387833
399.97342,122.90607,1010.22123552124
399.97342,122.90607,1011.68307692308
399.97342,122.90607,1006.44965570008
399.97342,122.90607,1007.9125
399.97342,122.90607,996.903838118084
399.97342,122.90607,998.392641494865
399.97342,122.90607,1000.2875
399.97342,122.90607,1001.91578947368
399.97342,122.90607,740.157142857143
399.97342,121.3276,1002.1640698663
399.97342,121.3276,1002.79871596535
399.97342,121.3276,1003.93706909878
399.97342,121.3276,1004.59713799505
399.97342,121.3276,1005.94776396076
399.97342,122.90607,997.490931561872
399.97342,122.90607,998.898565589574
399.97342,122.90607,1000.49419821484
399.97342,122.90607,1001.72413528055
399.97342,184.5906,1002.21581569116
399.97342,184.5906,1007.91662591687
399.97342,184.5906,1011.23784764208
399.97342,184.5906,1014.48755980861
399.97342,184.5906,1015.55530393325
399.97342,121.3276,985.79918699187
399.97342,128.2426,998.011982705374
399.97342,128.2426,997.227156005878
399.97342,128.2426,996.144827051342
399.97342,128.2426,995.229644023006
399.97342,128.2426,998.381908302354
399.97342,128.2426,997.570825574178
399.97342,128.2426,996.75671641791
399.97342,128.2426,995.642874961023
399.97342,128.2426,994.746746347941
399.97342,128.2426,994.629009177166
399.97342,128.2426,996.104564090663
34.97342,128.2426,1071.39263329263
399.97342,128.2426,993.864719680976
399.97342,128.2426,992.410344827586
399.97342,128.2426,991.702311139061
399.97342,128.2426,990.077735670298
399.97342,128.2426,996.532685608113
399.97342,128.2426,995.521420256112
399.97342,128.2426,997.522884422884
399.97342,128.2426,996.495090319592
399.97342,128.2426,995.805836876691
399.97342,121.3276,1007.00746666667
399.97342,121.3276,1007.12053333333
399.97342,121.3276,1007.22773333333
399.97342,121.3276,1007.48501333333
399.97342,121.3276,740.3935
399.97342,121.3276,1007.87093333333
399.97342,121.3276,1008.08533333333
399.97342,192.981,996.280833333333
399.97342,192.981,994.9725
399.97342,151.2596,999.844383540493
399.97342,162.4906,999.458788066162
399.97342,162.4906,997.582973099051
399.97342,162.4906,996.353726683837
399.97342,162.4906,995.314218603194
399.97342,162.4906,993.719392413033
399.97342,162.4906,995.998562050641
399.97342,162.4906,996.649645113486
399.97342,162.4906,996.90436477007
399.97342,162.4906,1001.55084485407
399.97342,162.4906,1002.29923371648
399.97342,162.4906,1003.54961832061
399.97342,72.90645,986.053333333333
399.97342,72.90645,985.836666666667
399.97342,170.2076,980.358108108108
399.97342,170.2076,1010.99384615385
399.97342,170.2076,1005.87076923077
399.97342,148.93092,737.323529411765
399.97342,170.2076,981.378333333333
399.97342,122.90607,1003.72954180372
399.97342,122.90607,1003.48877386703
399.97342,122.90607,1003.38086869772
399.97342,122.90607,1002.4559583494
399.97342,122.90607,1034.96949630151
399.97342,122.90607,1003.17618467164
399.97342,122.90607,1003.51743503772
399.97342,122.90607,1003.16950278775
399.97342,122.90607,1004.00595419847
399.97342,148.93092,997.280264180264
399.97342,148.93092,999.473456790123
399.97342,121.3276,1002.66790123457
399.97342,184.5906,995.6
399.97342,191.2006,993.7825
399.97342,191.2006,991.965
399.97342,191.2006,990.1475
399.97342,191.2006,988.33
399.97342,191.2006,986.5125
399.97342,192.981,724.881188118812
399.97342,184.5906,733.845454545455
399.97342,128.2426,996.767699457784
399.97342,128.2426,996.767699457784
399.97342,121.3276,1003.73696153846
399.97342,121.3276,1003.83457692308
399.97342,121.3276,1002.66790123457
399.97342,121.3276,1001.26421378776
399.97342,121.3276,999.849611197512
399.97342,121.3276,997.685289514867
399.97342,141.2506,994.719160728424
399.97342,141.2506,997.220188531029
399.97342,141.2506,1002.10618716164
399.97342,121.3276,999.522447388932
399.97342,124.90825,999.664980544747
399.97342,124.90825,998.585179407176
399.97342,124.90825,998.729283489096
399.97342,124.90825,997.646448087432
399.97342,121.3276,998.440109460516
399.97342,121.3276,995.357300710339
399.97342,121.3276,994.752173913043
399.97342,121.3276,994.39746835443
399.97342,124.90825,998.872408417771
399.97342,124.90825,998.13744149766
399.97342,121.3276,1002.66790123457
399.97342,124.90825,1002.32530864198
399.97342,124.90825,1002.22259059368
399.97342,124.90825,1001.88026214341
399.97342,124.90825,1001.2975308642
399.97342,124.90825,1000.8532767926
399.97342,124.90825,1000.40970724191
399.97342,124.90825,998.999613899614
399.97342,124.90825,999.036419753086
399.97342,124.90825,998.101701469451
399.97342,121.3276,1003.14622496148
399.97342,124.90825,1002.46209553159
399.97342,124.90825,1002.12003081664
399.97342,124.90825,1001.77796610169
399.97342,124.90825,1001.0938366718
399.97342,124.90825,1000.40970724191
399.97342,124.90825,1000.06764252696
399.97342,124.90825,999.725577812018
399.97342,124.90825,999.383513097072
399.97342,121.3276,998.7875
399.97342,124.90825,998.09375
399.97342,124.90825,997.746875
399.97342,124.90825,997.4
399.97342,124.90825,996.0125
399.97342,124.90825,995.665625
399.97342,121.3276,995.0604743083
399.97342,124.90825,994.358498023715
399.97342,124.90825,994.007509881423
399.97342,124.90825,993.65652173913
399.97342,124.90825,992.954545454545
399.97342,124.90825,992.25256916996
399.97342,124.90825,991.901581027668
399.97342,124.90825,991.550592885375
399.97342,121.3276,991.244
399.97342,124.90825,990.5336
399.97342,124.90825,990.1784
399.97342,124.90825,989.8232
399.97342,124.90825,989.1128
399.97342,124.90825,988.4024
399.97342,128.2426,993.481322957198
399.97342,128.2426,993.462256809338
399.97342,128.2426,993.443190661479
399.97342,128.2426,993.424124513619
399.97342,128.2426,993.405058365759
399.97342,128.2426,993.385992217899
399.97342,128.2426,990.974509803921
399.97342,128.2426,990.955294117647
399.97342,128.2426,990.936078431372
399.97342,128.2426,990.916862745098
399.97342,128.2426,990.897647058824
399.97342,128.2426,988.428063241107
399.97342,128.2426,988.408695652174
399.97342,128.2426,988.389328063241
399.97342,128.2426,987.139682539683
399.97342,128.2426,987.120238095238
399.97342,141.2506,721.59375
399.97342,141.2506,720.9175
399.97342,141.2506,720.24125
399.97342,184.5906,1041.81333333333
399.97342,184.5906,1041.29333333333
399.97342,184.5906,1040.77333333333
399.97342,188.3839,1024.60933333333
399.97342,188.3839,1024.08933333333
399.97342,125.3163,716.312727272727
399.97342,125.3163,713.215454545455
399.97342,121.3276,710.118181818182
399.97342,188.3839,665.283333333333
399.97342,122.90607,1011.04057142857
399.97342,122.90607,1010.93028571429
399.97342,122.90607,1010.87514285714
399.97342,122.90607,1011.04057142857
399.97342,122.90607,1010.93028571429
399.97342,122.90607,1010.87514285714
399.97342,71.6206,994.611764705882
399.97342,191.2006,1008.63076923077
399.97342,191.2006,1008.63076923077
399.97342,191.2006,1008.63076923077
399.97342,170.2076,1009.77297297297
399.97342,170.2076,1009.57346153846
399.97342,170.2076,1091.69954545455
399.97342,170.2076,1007.52423076923
399.97342,170.2076,1002.055859375
399.97342,170.2076,1006.15807692308
399.97342,121.3276,1002.42818532819
399.97342,121.3276,1002.18809891808
399.97342,121.3276,1001.94764114462
399.97342,121.3276,1001.46560805577
399.97342,121.3276,999.032864949258
399.97342,121.3276,996.312598425197
399.97342,121.3276,994.051625693894
399.97342,121.3276,1000.98207913111
399.97342,121.3276,999.277847113884
399.97342,121.3276,994.556848772763
399.97342,121.3276,997.059151610369
399.97342,121.3276,993.5447974583
399.97342,121.3276,992.270653907496
399.97342,151.2596,999.529675425039
399.97342,151.2596,996.16140625
399.97342,151.2596,995.726917057903
399.97342,151.2596,1005.84852459016
399.97342,151.2596,995.103450980392
399.97342,151.2596,995.330564263323
399.97342,151.2596,999.547486465584
399.97342,151.2596,994.159795436664
399.97342,124.90825,1005.83384615385
399.97342,124.90825,1004.46769230769
399.97342,124.90825,1003.78461538462
399.97342,124.90825,1003.10153846154
399.97342,124.90825,1002.76
399.97342,184.5906,748.655555555555
399.97342,184.5906,747.358888888889
399.97342,184.5906,746.062222222222
399.97342,184.5906,744.765555555555
399.97342,184.5906,743.468888888889
399.97342,184.5906,742.172222222222
399.97342,184.5906,740.875555555555
399.97342,152.93481,1005.25333333333
399.97342,151.2596,1004.72
399.97342,148.93092,1004.25333333333
399.97342,121.3276,1007.01333333333
399.97342,146.5006,1003.78666666667
399.97342,141.2506,1005.6
399.97342,188.3839,990.819435736677
399.97342,188.3839,990.566666666667
399.97342,188.3839,990.313500784929
399.97342,188.3839,988.786119873817
399.97342,188.3839,986.985804916733
399.97342,188.3839,986.208108108108
399.97342,188.3839,984.641533546326
399.97342,188.3839,992.733385335413
399.97342,188.3839,993.434890965732
399.97342,188.3839,994.134214618973
399.97342,188.3839,995.078277734678
399.97342,188.3839,996.263186388244
399.97342,188.3839,997.440786430224
399.97342,188.3839,997.641249036237
399.97342,188.3839,997.841711642251
399.97342,184.5906,748.655555555555
399.97342,184.5906,748.655555555555
399.97342,170.2076,985.818333333333
399.97342,170.2076,985.818333333333
399.97342,170.2076,980.268333333333
399.97342,151.2596,994.792150706436
399.97342,151.2596,995.967817896389
399.97342,151.2596,1010.64156577885
399.97342,151.2596,1000.97692307692
399.97342,151.2596,1002.3
399.97342,124.90825,996.792307692308
399.97342,121.3276,1005.06746707978
399.97342,121.3276,1005.2346749226
399.97342,121.3276,1006.11388888889
399.97342,121.3276,1006.91692307692
399.97342,121.3276,1008.18269525268
399.97342,121.3276,1009.4368902439
399.97342,121.3276,1010.22006079027
399.97342,121.3276,993.338284352661
399.97342,121.3276,996.606289308176
399.97342,121.3276,1000.29502719503
399.97342,121.3276,1002.94591679507
399.97342,184.5906,998.138125
399.97342,184.5906,995.22625
399.97342,184.5906,989.4025
399.97342,184.5906,983.57875
399.97342,121.3276,1007.0016
399.97342,121.3276,1006.99573333333
399.97342,121.3276,1006.98986666667
399.97342,121.3276,1006.97754666667
399.97342,121.3276,1006.9664
399.97342,121.3276,1006.95466666667
399.97342,121.3276,1006.896
399.97342,121.3276,1072.51666666667
399.97342,121.3276,1007.09909333333
399.97342,121.3276,1007.22773333333
399.97342,121.3276,1007.44213333333
399.97342,121.3276,1007.67797333333
399.97342,121.3276,1007.87093333333
399.97342,121.3276,1008.08533333333
399.97342,128.2426,1035.81363636364
399.97342,128.2426,1036.34
399.97342,128.2426,1036.86636363636
399.97342,128.2426,1037.39272727273
399.97342,128.2426,1037.91909090909
399.97342,71.6206,1038.44545454545
399.97342,146.5006,997.472093023256
399.97342,146.5006,997.315503875969
399.97342,146.5006,997.002325581395
399.97342,146.5006,996.532558139535
399.97342,146.5006,996.219379844961
399.97342,146.5006,995.906201550388
399.97342,188.3839,998.436923076923
399.97342,188.3839,998.747692307692
399.97342,188.3839,999.369230769231
399.97342,128.2426,995.458855375097
399.97342,128.2426,996.051737451737
399.97342,128.2426,996.154054054054
399.97342,128.2426,998.061597542243
399.97342,192.981,724.107
399.97342,121.3276,697.407142857143
399.97342,121.3276,697.035714285714
399.97342,121.3276,695.921428571429
399.97342,71.6206,1015.224749499
399.97342,192.981,701.326666666667
399.97342,192.981,701.350166666667
399.97342,192.981,701.373666666667
399.97342,192.981,704.685534591195
399.97342,192.981,701.514666666667
399.97342,192.981,701.608666666667
399.97342,192.981,701.172333333333
399.97342,192.981,701.018
399.97342,192.981,700.709333333333
399.97342,192.981,700.092
399.97342,192.981,701.279666666667
399.97342,192.981,701.232666666667
399.97342,192.981,701.138666666667
399.97342,192.981,700.950666666667
399.97342,122.90607,1002.66934306569
399.97342,122.90607,1003.23479052823
399.97342,76.809,1053.64222222222
399.97342,76.809,1053.325
399.97342,76.809,1053.00777777778
399.97342,76.809,1052.69055555556
399.97342,76.809,1052.37333333333
399.97342,76.809,1052.05611111111
399.97342,76.809,1050.87225950783
399.97342,76.809,1050.47
