superconduct/table53.mean_Density,superconduct/table53.range_Density,superconduct/table53.range_atomic_radius
9675.0,13950.0,82.0
4033.4858,8958.571,205.0
6270.66666666667,7381.0,130.0
5635.4858,9064.571,205.0
5384.35725,9064.571,205.0
4439.0,3410.0,58.0
14176.6666666667,18760.0,126.0
5710.23816666667,11338.571,171.0
6007.0,206.0,35.0
5122.2858,8958.571,171.0
4396.33333333333,5544.0,73.0
7043.47633333333,19248.571,250.0
7078.0,9323.0,88.0
6681.66666666667,7511.0,106.0
5511.0858,13532.571,205.0
4779.2858,8958.571,205.0
7860.0,9380.0,103.0
4584.2858,9778.571,171.0
3610.417,8568.749,142.0
5750.85725,8958.571,190.0
14535.5,16049.0,26.0
4164.35725,8958.571,147.0
8013.33333333333,4250.0,42.0
3342.025,7872.571,164.0
2467.379725,8899.9101,142.0
5856.0858,8958.571,205.0
6664.0,10200.0,97.0
5250.0,4980.0,60.0
7225.0,170.0,3.0
6523.66666666667,5808.0,109.0
6193.33333333333,5870.0,80.0
4875.4858,8958.571,199.0
5268.6858,10278.571,171.0
5268.6858,10278.571,171.0
4480.5715,8958.571,205.0
8095.90483333333,21018.571,205.0
6476.23816666667,11338.571,171.0
4046.25,6342.0,178.0
4368.90483333333,8958.571,205.0
6193.33333333333,5870.0,80.0
4933.347,9778.571,171.0
4727.5715,9318.571,174.0
3914.6858,8958.571,205.0
5329.0858,8958.571,171.0
4777.85725,8958.571,205.0
7099.75,9380.0,103.0
6501.35725,13532.571,205.0
5259.0,5870.0,80.0
4314.2858,7872.571,147.0
4235.85725,8958.571,205.0
7415.0,9910.0,91.0
4816.6858,8958.571,205.0
5292.5715,8958.571,205.0
5093.10725,8958.571,205.0
7969.25,9990.0,146.0
7416.6858,21018.571,171.0
5093.10725,8958.571,205.0
5737.0858,11848.571,183.0
4949.4858,8958.571,171.0
5644.23816666667,13532.571,171.0
4728.2858,8958.571,171.0
3905.25,6906.0,103.0
8545.0,2470.0,13.0
4565.5715,8958.571,205.0
12988.6666666667,15280.0,81.0
9005.5,4989.0,23.0
4997.90483333333,8958.571,205.0
4235.85725,8958.571,205.0
6927.80966666667,19248.571,217.0
5447.48985714286,9778.571,185.0
4497.5715,8958.571,205.0
4741.66666666667,6342.0,162.0
4711.0,3410.0,53.0
2770.536,8958.749,171.0
3913.80966666667,9778.571,95.0
4235.85725,8958.571,205.0
10953.3333333333,9340.0,55.0
9297.66666666667,20737.0,155.0
2553.33333333333,370.0,108.0
4565.5715,9778.571,171.0
4235.85725,8958.571,205.0
4437.4858,8958.571,205.0
7153.33333333333,5340.0,75.0
4235.85725,8958.571,205.0
5329.0858,8958.571,171.0
5400.0,6648.0,145.0
8192.75,9990.0,139.0
3949.70378,7873.9101,147.0
9088.66666666667,5194.0,52.0
5326.23816666667,8958.571,205.0
4716.6858,8958.571,205.0
6311.0,3055.0,53.0
6311.0,3055.0,53.0
9455.0,14390.0,133.0
2254.2145,4505.571,128.0
4654.35725,8958.571,205.0
13980.5,14939.0,29.0
6452.8,7581.0,159.0
4246.424,9778.304,189.0
10291.0,3453.0,29.0
9909.0,12143.0,24.0
4434.35725,8958.571,171.0
5167.0,6051.0,133.0
10815.0,2070.0,13.0
6012.75,7350.0,80.0
4584.2858,9778.571,171.0
4050.2858,8906.571,171.0
4428.85725,8958.571,205.0
5686.6858,12368.571,171.0
6539.0,9602.0,9.0
17480.0,10220.0,7.0
4235.85725,8958.571,205.0
1905.0,710.0,127.0
5327.4858,8958.571,171.0
4963.4858,8958.571,205.0
5844.8858,10278.571,190.0
5503.4858,9778.571,171.0
5353.35416666667,12368.571,153.0
4790.6858,8958.571,205.0
5531.0,5870.0,80.0
6529.33333333333,4063.0,30.0
4272.23816666667,8958.571,205.0
4816.6858,8958.571,205.0
5195.0,7170.0,89.0
4716.6858,8958.571,205.0
5480.23816666667,11848.571,205.0
2302.4858,8568.571,195.0
11505.25,20100.0,141.0
5790.0,4889.0,50.0
5673.5,6806.0,159.0
3121.0,4354.0,83.0
13333.3333333333,18690.0,89.0
4816.6858,8958.571,205.0
7190.0,0.0,0.0
5665.10725,8958.571,158.0
3605.47633333333,10278.571,142.0
4816.6858,8958.571,205.0
7764.33333333333,2397.0,57.0
4584.2858,9778.571,171.0
7060.0,7950.0,87.0
6080.35725,11848.571,205.0
5790.4858,9839.571,205.0
3216.0,2512.0,125.0
5649.2858,8958.571,205.0
12610.0,8080.0,2.0
7815.80966666667,22588.571,195.0
6940.0,740.0,77.0
11766.6666666667,20100.0,103.0
4760.35725,8958.571,205.0
5718.5715,11848.571,174.0
7705.5,2389.0,54.0
5665.10725,8958.571,158.0
3591.41887777778,9779.9101,171.0
15565.0,13990.0,18.0
4654.35725,8958.571,205.0
5502.4858,8958.571,205.0
3713.33333333333,3780.0,60.0
6291.428625,11848.571,205.0
5498.5715,8958.571,205.0
3536.85725,9778.571,205.0
4106.5715,8958.571,205.0
6545.75,1987.0,33.0
5194.8,6648.0,145.0
6501.35725,13532.571,205.0
6731.63271428571,12368.571,185.0
4963.4858,8958.571,205.0
7975.66666666667,8803.0,37.0
4268.58648333333,8959.9101,171.0
5342.85725,9778.571,171.0
5511.0858,13532.571,205.0
6311.0,3055.0,53.0
6946.5,3247.0,73.0
5572.60725,8958.571,199.0
5676.2858,9778.571,171.0
3595.52083333333,7872.571,153.0
4285.6255,8568.749,142.0
3857.4858,8958.571,171.0
10734.25,15950.0,114.0
8401.66666666667,6224.0,17.0
4378.81275,8906.749,139.0
8050.0,5100.0,33.0
4235.85725,8958.571,205.0
5168.6858,8958.571,205.0
4235.85725,8958.571,205.0
3698.6858,8958.571,205.0
6551.63271428571,12368.571,185.0
4206.2858,8958.571,205.0
4932.0,5311.0,184.0
7393.5,5773.0,14.0
4405.0858,7308.571,205.0
4434.35725,8958.571,171.0
14335.0,16450.0,9.0
4434.35725,8958.571,171.0
4434.35725,8958.571,171.0
5665.10725,8958.571,158.0
5676.2858,9778.571,171.0
4434.35725,8958.571,171.0
6021.4858,12368.571,171.0
4741.66666666667,6342.0,162.0
6274.0,7581.0,166.0
6021.4858,12368.571,171.0
5511.0858,13532.571,205.0
6502.75,5390.0,139.0
4533.33333333333,6240.0,87.0
4857.33333333333,5995.0,195.0
8095.90483333333,21018.571,205.0
9149.0,7943.0,11.0
5540.25,6324.0,92.0
11595.0,510.0,2.0
4235.85725,8958.571,205.0
12763.5,16513.0,12.0
3870.23816666667,8958.571,205.0
4954.90483333333,8958.571,205.0
4870.35725,8958.571,205.0
4029.75,6906.0,80.0
3582.2858,8958.571,205.0
8050.0,5100.0,33.0
13534.0,0.0,0.0
2359.80966666667,6108.571,142.0
6085.5,7511.0,106.0
14447.0,13146.0,32.0
8545.0,2470.0,2.0
2152.66666666667,722.0,78.0
4751.053625,8958.571,205.0
5038.23816666667,8958.571,205.0
4712.0,7339.0,53.0
4716.6858,8958.571,205.0
4716.6858,8958.571,205.0
5000.47633333333,12368.571,171.0
4856.33333333333,6906.0,76.0
6775.8858,13532.571,205.0
4405.0,3410.0,53.0
4977.52083333333,8906.571,196.0
9844.25,19120.0,74.0
4654.35725,8958.571,205.0
5867.25,7581.0,150.0
6463.33333333333,3055.0,53.0
7205.0,10490.0,86.0
13220.0,12160.0,32.0
4272.23816666667,8958.571,205.0
6538.8858,13532.571,205.0
4802.90483333333,8958.571,205.0
5544.75,6648.0,161.0
5349.0715,8958.571,183.0
10973.0,16127.0,70.0
5168.6858,8958.571,205.0
3928.6858,8958.571,205.0
3750.625,9778.571,164.0
4584.2858,9778.571,171.0
2628.66075,8958.571,146.0
4816.6858,8958.571,205.0
8126.25,10610.0,94.0
4617.4858,9064.571,205.0
4926.90483333333,9778.571,199.0
3834.56275,8568.749,142.0
6310.5,401.0,35.0
3621.33333333333,3574.0,108.0
5531.0,5870.0,80.0
4949.4858,8958.571,171.0
5199.0715,11848.571,205.0
5446.5,6648.0,145.0
2379.47633333333,4505.571,171.0
4565.5715,9778.571,171.0
2885.0,1250.0,186.0
8634.5,7631.0,70.0
10755.0,16990.0,126.0
4751.053625,8958.571,205.0
4816.6858,8958.571,205.0
4565.5715,9778.571,171.0
4595.347,8958.571,171.0
4644.77557142857,8958.571,205.0
12074.25,15950.0,114.0
8703.0858,22558.571,190.0
4235.85725,8958.571,205.0
5498.5715,8958.571,205.0
5779.2858,8958.571,205.0
5529.35725,8958.571,158.0
5387.10725,11338.571,205.0
8050.0,5100.0,33.0
6158.8858,11848.571,190.0
6320.3633,12449.9101,153.0
7473.25,3004.0,70.0
6681.66666666667,7511.0,106.0
9131.5,5783.0,46.0
4434.35725,8958.571,171.0
4235.85725,8958.571,205.0
3698.0,2680.0,145.0
2069.5,381.0,231.0
5160.35725,9778.571,104.0
5867.25,7932.0,76.0
3981.5715,9778.571,171.0
5821.4858,10488.571,205.0
4203.0,3886.0,128.0
4998.2858,11848.571,171.0
4235.85725,8958.571,205.0
5790.4858,9839.571,205.0
4949.4858,8958.571,171.0
4033.4858,8958.571,205.0
5447.85725,9318.571,205.0
7310.0,0.0,0.0
5502.4858,8958.571,205.0
4164.35725,8958.571,147.0
2296.5286,8958.571,146.0
1558.0,1404.0,176.0
4235.85725,8958.571,205.0
6070.90483333333,9778.571,171.0
7800.90483333333,19248.571,205.0
3990.85725,8958.571,195.0
4821.01785714286,11848.571,211.0
3950.025,7872.571,153.0
5750.85725,8958.571,190.0
10940.0,4740.0,10.0
5796.5715,11848.571,205.0
7809.66666666667,14690.0,113.0
5384.35725,9064.571,205.0
5184.77557142857,9778.571,171.0
5268.6858,10278.571,171.0
9480.5,5939.0,33.0
4235.85725,8958.571,205.0
6080.35725,11848.571,205.0
4716.6858,8958.571,205.0
3621.33333333333,3574.0,108.0
11634.0,20100.0,139.0
5710.23816666667,11338.571,171.0
6346.5,3055.0,53.0
4177.91842857143,8958.571,205.0
4565.5715,9778.571,171.0
6007.0,206.0,35.0
4769.4858,8958.571,171.0
4565.5715,9778.571,171.0
5000.47633333333,12368.571,171.0
4235.85725,8958.571,205.0
6775.8858,13532.571,205.0
2099.0,722.0,58.0
6282.75,6270.0,105.0
6240.0,7950.0,79.0
4654.35725,8958.571,205.0
4904.66666666667,3410.0,53.0
4645.5,347.0,109.0
2099.0,722.0,58.0
3721.0,2993.0,142.0
3857.4858,8958.571,171.0
9360.0,5326.0,36.0
8010.0,3540.0,20.0
6567.5715,13532.571,205.0
2857.56,8568.749,150.0
4033.4858,8958.571,205.0
7723.0,4961.0,95.0
6038.2858,8958.571,199.0
5373.4,8044.0,139.0
12450.0,0.0,0.0
6270.0,8020.0,123.0
4975.4858,8958.571,171.0
5006.0,11488.0,82.0
4565.5715,9778.571,171.0
5168.6858,8958.571,205.0
3559.8858,8958.571,205.0
19620.0,5940.0,15.0
3686.425,9778.571,143.0
3570.61625,13308.749,152.0
6958.25,4081.0,53.0
4954.5715,9064.571,205.0
6485.8,7581.0,150.0
14690.0,20300.0,126.0
6091.90483333333,9064.571,205.0
5982.40483333333,12368.571,183.0
8067.5,10490.0,86.0
5531.0,5870.0,80.0
5093.10725,8958.571,205.0
5975.75,5870.0,80.0
4106.5715,8958.571,205.0
4654.35725,8958.571,205.0
10013.5,20230.0,106.0
4434.35725,8958.571,171.0
4926.90483333333,9778.571,199.0
6018.0858,10278.571,177.0
4235.85725,8958.571,205.0
4235.85725,8958.571,205.0
9787.33333333333,20230.0,101.0
8192.75,9990.0,139.0
5482.5,1327.0,92.0
6404.0,7581.0,161.0
6698.66666666667,1164.0,91.0
4235.85725,8958.571,205.0
9156.33333333333,7551.0,87.0
3284.0,2212.0,145.0
5253.75033333333,8568.749,142.0
20905.0,3310.0,13.0
9975.33333333333,19120.0,84.0
9608.66666666667,5140.0,81.0
6775.0,1070.0,22.0
4975.4858,8958.571,171.0
6529.33333333333,4063.0,30.0
4235.85725,8958.571,205.0
4563.2858,8958.571,205.0
15715.0,13990.0,21.0
6393.06128571429,11338.571,171.0
4480.5715,8958.571,205.0
3536.85725,9778.571,205.0
6501.35725,13532.571,205.0
4066.2858,8958.571,171.0
12002.5,18035.0,4.0
5572.60725,8958.571,199.0
4565.5715,8958.571,205.0
5303.5715,9778.571,171.0
4678.0715,8958.571,205.0
4871.0858,8958.571,205.0
3121.0,4354.0,83.0
13237.0,15250.0,72.0
5268.6858,10278.571,171.0
4434.35725,8958.571,171.0
5686.2858,9318.571,205.0
4565.5715,8958.571,205.0
10125.6666666667,11831.0,97.0
5710.23816666667,11338.571,171.0
4513.5,6051.0,121.0
5446.5,6648.0,145.0
7290.0,9380.0,111.0
13534.0,0.0,0.0
4956.10725,8958.571,205.0
5093.10725,8958.571,205.0
9258.0,6224.0,17.0
4235.85725,8958.571,205.0
12252.25,15871.0,29.0
5179.33333333333,9602.0,67.0
5531.0,5870.0,80.0
4584.2858,9778.571,171.0
7616.5,9393.0,94.0
7333.5715,13532.571,205.0
7272.66666666667,7551.0,87.0
9325.0,4030.0,2.0
4584.2858,9778.571,171.0
4203.0,3886.0,128.0
4617.8858,8958.571,205.0
5404.0,7112.0,33.0
5982.40483333333,12368.571,183.0
9240.0,6260.0,7.0
6612.4858,12448.571,158.0
1905.0,710.0,127.0
4058.30378,7873.9101,137.0
15650.0,10740.0,2.0
3962.90483333333,9778.571,195.0
4733.5,6051.0,155.0
4654.35725,8958.571,205.0
5410.33333333333,5244.0,105.0
5248.5715,11338.571,171.0
7874.0,0.0,0.0
6977.02996666667,12022.9101,116.0
3570.4858,7872.571,146.0
5224.2858,8958.571,205.0
4816.6858,8958.571,205.0
6364.0,2838.0,67.0
5574.48985714286,13532.571,171.0
3746.33333333333,2247.0,145.0
4810.5392,8898.304,152.0
5409.5715,9778.571,171.0
3853.0858,8958.571,205.0
9229.0858,21018.571,171.0
5087.4,7018.0,139.0
8050.0,5100.0,33.0
4760.35725,8958.571,205.0
4302.0,7170.0,82.0
5602.0,2190.0,43.0
11566.25,20100.0,139.0
7330.0,2460.0,53.0
6095.33333333333,4453.0,73.0
5761.2858,8958.571,158.0
5785.91842857143,11338.571,171.0
9190.0,14690.0,113.0
4870.35725,8958.571,205.0
4020.66666666667,7038.0,178.0
3055.6255,6108.749,115.0
6476.23816666667,11338.571,171.0
8998.0,5704.0,39.0
7860.0,9380.0,103.0
6501.35725,13532.571,205.0
5944.91842857143,11338.571,190.0
16750.0,16320.0,57.0
6007.0,206.0,35.0
4882.6858,8958.571,205.0
4434.35725,8958.571,171.0
7309.75,9461.0,175.0
5058.0858,8958.571,171.0
4235.85725,8958.571,205.0
5265.0,6610.0,111.0
10940.0,4740.0,10.0
4838.5715,9778.571,171.0
6501.35725,13532.571,205.0
5168.6858,8958.571,205.0
6529.33333333333,4063.0,30.0
5041.4858,8958.571,171.0
4565.5715,9778.571,171.0
4998.2858,11848.571,171.0
15650.0,10740.0,2.0
4340.5715,8958.571,205.0
13798.0,15304.0,18.0
4434.35725,8958.571,171.0
5695.0,902.0,36.0
5993.0,6630.0,74.0
4565.5715,9778.571,171.0
6501.35725,13532.571,205.0
8276.66666666667,5913.0,38.0
5982.40483333333,12368.571,183.0
6425.23816666667,12368.571,185.0
5665.10725,8958.571,158.0
6728.0,1164.0,39.0
6182.6,6806.0,159.0
3771.143,9778.571,217.0
6346.5,3055.0,53.0
5168.6858,8958.571,205.0
11634.0,20100.0,139.0
4741.66666666667,6342.0,162.0
4235.85725,8958.571,205.0
6715.0,1164.0,50.0
4529.5715,8958.571,205.0
4654.35725,8958.571,205.0
5503.4858,9778.571,171.0
4617.8858,8958.571,205.0
6313.6858,8958.571,158.0
4870.35725,8958.571,205.0
6728.0,1164.0,50.0
8886.0,6296.0,55.0
6547.63271428571,11338.571,171.0
6833.0,9693.0,84.0
6173.5715,11848.571,171.0
7086.66666666667,8513.0,139.0
5757.5,7511.0,106.0
6775.0,1070.0,22.0
1823.0,0.0,0.0
6091.90483333333,9064.571,205.0
5710.23816666667,11338.571,171.0
4565.5715,9778.571,171.0
10289.3333333333,19575.0,59.0
2152.66666666667,722.0,78.0
5790.4858,9839.571,205.0
4485.5,4051.0,119.0
5703.66666666667,4364.0,139.0
7062.6858,19248.571,171.0
4760.40483333333,8958.571,205.0
4584.2858,9778.571,171.0
4584.2858,9778.571,171.0
11365.0,2170.0,17.0
5982.40483333333,12368.571,183.0
5588.2,7581.0,150.0
5253.75033333333,8568.749,142.0
4963.4858,8958.571,205.0
5384.35725,9064.571,205.0
4825.5715,11338.571,171.0
6567.5715,13532.571,205.0
7370.25,8860.0,139.0
2645.90378,7873.9101,119.0
2379.47633333333,4505.571,171.0
5515.0,6110.0,111.0
7261.25,2754.0,43.0
3114.2858,6695.571,205.0
4205.347,8958.571,205.0
16395.0,10110.0,23.0
6475.0,8030.0,78.0
4235.85725,8958.571,205.0
4473.23816666667,11848.571,205.0
4302.0,7170.0,82.0
6975.33333333333,10120.0,84.0
4033.4858,8958.571,205.0
4240.35416666667,9778.571,164.0
5255.60725,8958.571,205.0
5572.60725,8958.571,199.0
9345.0,6210.0,50.0
5886.0858,8958.571,199.0
6007.0,206.0,35.0
5447.85725,9318.571,205.0
5304.35725,8958.571,147.0
17291.5,10537.0,11.0
6476.23816666667,11338.571,171.0
4302.0,7170.0,82.0
4975.4858,8958.571,171.0
2467.379725,8899.9101,142.0
1124.80966666667,1821.571,146.0
5352.4858,8958.571,199.0
5135.66666666667,6240.0,87.0
4772.4858,9839.571,205.0
2467.379725,8899.9101,142.0
9429.0,20230.0,106.0
3914.6858,8958.571,205.0
4235.85725,8958.571,205.0
13534.0,0.0,0.0
4250.5715,8958.571,205.0
4963.4858,8958.571,205.0
6012.75,7350.0,80.0
5403.928625,11338.571,171.0
4235.85725,8958.571,205.0
2260.0,0.0,0.0
5077.0858,8958.571,205.0
5018.5715,9778.571,171.0
3950.025,7872.571,153.0
8197.0,4586.0,29.0
4816.6858,8958.571,205.0
6268.20414285714,13532.571,205.0
9724.66666666667,4713.0,72.0
6538.5,4063.0,22.0
7801.5,4957.0,65.0
6194.8,6648.0,161.0
4235.85725,8958.571,205.0
4992.6858,8958.571,171.0
6403.5,587.0,38.0
6501.35725,13532.571,205.0
4926.90483333333,9778.571,199.0
4733.5,6051.0,155.0
3532.23816666667,8958.571,205.0
6501.35725,13532.571,205.0
5531.0,5870.0,80.0
15580.0,14020.0,13.0
5136.2858,8958.571,205.0
5122.2858,8958.571,171.0
6953.33333333333,1070.0,33.0
4825.5715,11338.571,171.0
5137.0715,9778.571,185.0
4654.35725,8958.571,205.0
2099.0,722.0,58.0
8019.66666666667,5461.0,87.0
4587.66666666667,3780.0,60.0
4584.2858,9778.571,171.0
6417.0,7820.0,119.0
4857.33333333333,5995.0,195.0
7063.66666666667,2460.0,35.0
6404.0,7581.0,161.0
5815.4858,11338.571,171.0
5415.0,6310.0,131.0
11380.0,10540.0,29.0
6587.347,11848.571,171.0
6501.35725,13532.571,205.0
5009.06128571429,11338.571,171.0
7416.6858,21018.571,171.0
4434.35725,8958.571,171.0
3536.85725,9778.571,205.0
6116.06128571429,11338.571,180.0
4870.35725,8958.571,205.0
5759.0,8365.0,53.0
4711.0,3410.0,53.0
4285.7145,8568.571,150.0
6038.2858,8958.571,199.0
8570.0,0.0,0.0
9131.5,5783.0,46.0
3698.6858,8958.571,205.0
4844.5715,9778.571,171.0
5402.4858,8958.571,205.0
5234.0858,8958.571,205.0
3950.025,7872.571,153.0
6518.75,10318.0,162.0
7272.66666666667,7551.0,87.0
5151.4858,8958.571,205.0
4434.35725,8958.571,171.0
5010.23816666667,9778.571,171.0
11380.0,10540.0,29.0
4956.10725,8958.571,205.0
16280.0,5940.0,15.0
5403.928625,11338.571,171.0
2296.5286,8958.571,146.0
4975.4858,8958.571,171.0
4434.35725,8958.571,171.0
6020.5715,10278.571,171.0
3949.70378,7873.9101,147.0
4871.0858,8958.571,205.0
4992.6858,8958.571,171.0
6193.33333333333,5870.0,80.0
5578.10725,9839.571,205.0
10574.0,17452.0,62.0
4485.5,4051.0,119.0
4191.425,7872.571,196.0
7219.0,9393.0,94.0
4956.10725,8958.571,205.0
4285.7145,8568.571,150.0
4654.35725,8958.571,205.0
4235.85725,8958.571,205.0
5676.2858,9778.571,171.0
4235.85725,8958.571,205.0
4365.33333333333,9424.0,156.0
5473.2858,8958.571,185.0
4235.85725,8958.571,205.0
1577.66666666667,1925.0,80.0
6270.0,8020.0,123.0
6311.0,3055.0,53.0
5183.5715,11848.571,171.0
9730.0,14390.0,133.0
5326.23816666667,8958.571,205.0
4607.60725,9778.571,137.0
1681.143,4505.571,128.0
9190.0,14690.0,113.0
6292.2858,11848.571,205.0
8640.0,14690.0,113.0
5776.23816666667,9778.571,171.0
4188.90483333333,8958.571,205.0
4117.66666666667,6747.0,111.0
4937.10725,7872.571,147.0
11000.0,16600.0,56.0
5280.0715,11848.571,171.0
11595.0,510.0,2.0
4434.35725,8958.571,171.0
11326.6666666667,13190.0,27.0
4235.85725,8958.571,205.0
4870.35725,8958.571,205.0
4870.35725,8958.571,205.0
3746.23816666667,7872.571,171.0
2296.5286,8958.571,146.0
2254.2145,4505.571,128.0
4716.6858,8958.571,205.0
12880.0,860.0,35.0
5503.4858,9778.571,171.0
5511.0858,13532.571,205.0
3914.6858,8958.571,205.0
6270.0,8020.0,123.0
4235.85725,8958.571,205.0
19200.0,10140.0,12.0
4235.85725,8958.571,205.0
10732.25,20767.0,97.0
3877.25,7018.0,156.0
9088.66666666667,5194.0,52.0
4235.85725,8958.571,205.0
5331.23816666667,9778.571,178.0
4816.6858,8958.571,205.0
7636.0,11796.0,26.0
11860.0,18320.0,70.0
16435.0,12310.0,5.0
8003.5,6993.0,7.0
5889.66666666667,3402.0,87.0
5635.0,5870.0,80.0
4816.6858,8958.571,205.0
4821.01785714286,11848.571,211.0
5255.60725,8958.571,205.0
8046.66666666667,11050.0,141.0
17465.0,10190.0,2.0
5093.10725,8958.571,205.0
6372.4858,12368.571,185.0
4584.2858,9778.571,171.0
2567.11333333333,8958.749,171.0
4235.85725,8958.571,205.0
6021.4858,12368.571,171.0
4235.85725,8958.571,205.0
6485.8,7581.0,150.0
4565.5715,9778.571,171.0
4904.66666666667,3410.0,53.0
5093.10725,8958.571,205.0
4434.35725,8958.571,171.0
4617.8858,8958.571,205.0
11630.3333333333,20130.0,130.0
7709.5,2397.0,57.0
7828.5,2263.0,12.0
4434.35725,8958.571,171.0
14935.0,15250.0,35.0
2152.66666666667,722.0,78.0
5665.10725,8958.571,158.0
4949.4858,8958.571,171.0
5392.8858,8958.571,205.0
7062.6858,19248.571,171.0
2152.66666666667,722.0,78.0
7018.66666666667,9990.0,108.0
6417.5,543.0,10.0
4838.5715,9778.571,171.0
3841.5,7170.0,82.0
4624.0,6324.0,97.0
4422.2858,8958.571,205.0
4434.35725,8958.571,171.0
13305.0,11990.0,18.0
8246.66666666667,10300.0,40.0
3261.33333333333,4354.0,83.0
5136.2858,8958.571,205.0
4122.825,7872.571,164.0
5515.0,6110.0,111.0
2152.66666666667,722.0,78.0
9455.0,14390.0,133.0
4624.0,6324.0,97.0
1842.86625,6509.749,187.0
4787.4858,8958.571,171.0
5775.33333333333,12002.0,198.0
3857.4858,8958.571,171.0
2804.625,8958.571,211.0
4481.6875,7872.571,153.0
5686.2858,9318.571,205.0
5242.90483333333,8958.571,205.0
8545.0,2470.0,13.0
4405.23816666667,9778.571,205.0
3168.2858,8958.571,171.0
4998.2858,11848.571,171.0
4816.6858,8958.571,205.0
5511.0858,13532.571,205.0
5377.6858,7872.571,147.0
2935.78125,9778.571,101.0
10560.0,1560.0,11.0
5309.0,1674.0,17.0
9555.0,14190.0,113.0
8050.66666666667,7898.0,67.0
7592.0,3174.0,77.0
14875.0,15370.0,14.0
5168.6858,8958.571,205.0
7116.66666666667,9393.0,86.0
5895.91842857143,11338.571,171.0
4716.6858,8958.571,205.0
5000.47633333333,12368.571,171.0
5125.4858,8958.571,205.0
7066.66666666667,8320.0,103.0
3495.6858,8958.571,205.0
7509.75,2211.0,43.0
4106.5715,8958.571,205.0
4092.0715,8958.571,205.0
5168.6858,8958.571,205.0
5168.6858,8958.571,205.0
3799.5715,8958.571,205.0
6095.33333333333,4453.0,73.0
5000.47633333333,12368.571,171.0
7764.33333333333,2397.0,57.0
6311.0,3055.0,53.0
6034.8858,8958.571,205.0
7509.75,2211.0,43.0
5665.10725,8958.571,158.0
7735.5,2449.0,61.0
5632.4858,8958.571,205.0
3713.33333333333,3780.0,60.0
13516.0,18088.0,32.0
6476.23816666667,11338.571,171.0
9480.5,5939.0,33.0
4936.772475,7873.9101,142.0
5550.0,12678.0,176.0
7592.6858,21018.571,205.0
8549.4,19900.0,81.0
5695.0,902.0,36.0
4428.85725,8958.571,205.0
4833.4858,9064.571,205.0
5960.0858,8958.571,158.0
6713.66666666667,8320.0,146.0
5670.0,6240.0,87.0
4268.58648333333,8959.9101,171.0
11850.0,0.0,0.0
3919.5715,8958.571,171.0
4584.2858,9778.571,171.0
4816.6858,8958.571,205.0
10894.3333333333,2703.0,68.0
10323.2,19190.0,128.0
6502.75,5390.0,139.0
5447.85725,9318.571,205.0
9440.5,5859.0,28.0
4933.347,9778.571,171.0
8156.80966666667,22588.571,250.0
6311.0,3055.0,53.0
2152.66666666667,722.0,78.0
3393.893,13308.749,152.0
5628.73816666667,11848.571,205.0
1896.0,728.0,198.0
4235.85725,8958.571,205.0
4565.5715,9778.571,171.0
4033.4858,8958.571,205.0
5174.2858,11848.571,205.0
8512.25,5100.0,62.0
4926.90483333333,9778.571,199.0
6515.33333333333,7170.0,7.0
6194.8,6648.0,161.0
6679.77557142857,13532.571,205.0
5635.4858,9064.571,205.0
5665.10725,8958.571,158.0
6694.5,3751.0,95.0
5132.5715,9778.571,171.0
8046.66666666667,11050.0,141.0
8305.5,9910.0,141.0
8672.33333333333,16990.0,126.0
4592.85416666667,13532.571,211.0
4716.6858,8958.571,205.0
4933.347,9778.571,171.0
5224.2858,8958.571,205.0
5342.85725,9778.571,171.0
4235.85725,8958.571,205.0
4816.6858,8958.571,205.0
6095.33333333333,4453.0,73.0
4485.5,4051.0,119.0
4565.5715,9778.571,171.0
6538.5,4063.0,22.0
4195.85725,9778.571,195.0
13935.0,10730.0,24.0
4359.33333333333,3686.0,125.0
4926.90483333333,9778.571,199.0
4963.4858,8958.571,205.0
15865.0,11170.0,13.0
3739.52083333333,7872.571,164.0
5027.417,8568.749,150.0
7940.0,1260.0,53.0
6043.33333333333,1374.0,46.0
4434.35725,8958.571,171.0
7540.5,2059.0,8.0
5093.10725,8958.571,205.0
4617.8858,8958.571,205.0
4439.0,5402.0,3.0
5572.60725,8958.571,199.0
6726.0,6208.0,80.0
7539.66666666667,5671.0,62.0
5710.23816666667,11338.571,171.0
9316.33333333333,5877.0,52.0
5665.10725,8958.571,158.0
8050.0,5100.0,33.0
4188.90483333333,8958.571,205.0
5531.0,5870.0,80.0
4716.6858,8958.571,205.0
6046.66666666667,6310.0,131.0
4926.90483333333,9778.571,199.0
4033.4858,8958.571,205.0
5174.2858,11848.571,205.0
14368.0,16444.0,10.0
7221.0,9393.0,94.0
5511.0858,13532.571,205.0
3877.25,7018.0,156.0
8570.0,0.0,0.0
7828.5,2263.0,12.0
4122.825,7872.571,164.0
5986.0858,8958.571,205.0
5608.90483333333,10278.571,171.0
5162.91842857143,11338.571,250.0
5000.47633333333,12368.571,171.0
5329.0858,8958.571,171.0
6903.5715,11848.571,199.0
10596.6666666667,16990.0,126.0
5795.23816666667,11848.571,205.0
1702.33333333333,1292.0,231.0
5227.85725,9318.571,174.0
5323.0858,8958.571,205.0
5170.2858,8958.571,205.0
4565.5715,9778.571,171.0
13845.0,15210.0,54.0
3950.025,7872.571,153.0
5227.85725,9318.571,174.0
4926.90483333333,9778.571,199.0
