criticaltemp,wtd_mean_atomic_mass,wtd_range_atomic_radius
33.0,52.6548164285714,30.1928571428571
10.0,53.0262578571429,31.7071428571429
75.8,51.8945390520956,23.0317273795535
73.0,51.4989961134862,38.9195491643995
68.0,50.9554553325644,37.9300269127259
82.5,51.8103769441188,22.9777256740914
75.0,51.4164069019,38.8290034897247
72.5,51.0285002693344,38.1223547518276
108.0,46.8744934210526,21.6315789473684
121.0,46.8744934210526,21.6315789473684
117.0,46.8744934210526,21.6315789473684
21.0,45.5106192870783,25.0795671546785
24.5,45.4470778693722,25.0634115409004
8.0,45.2781353497165,24.9842470069313
24.0,46.2254404244977,25.9235255994815
12.0,46.0689676282051,25.8974358974359
17.5,46.13487177678,26.0904425914047
10.0,46.5891866121936,16.4833438089252
31.5,47.4740682479443,24.652118912081
33.5,47.0209600871731,24.346201743462
40.0,75.454963125,48.8125
43.0,75.461665625,51.225
31.5,115.040137777778,43.3333333333333
33.0,115.030246666667,43.3333333333333
33.0,115.020355555556,43.3333333333333
34.0,115.010464444444,43.3333333333333
35.0,115.000573333333,43.3333333333333
37.0,114.980791111111,43.3333333333333
38.5,114.961008888889,43.3333333333333
38.0,114.941226666667,43.3333333333333
32.0,36.2491583133356,30.4079533767569
10.0,36.0087851963746,32.6586102719033
81.0,38.5315962962963,26.2962962962963
103.0,37.4130666666667,24.1880341880342
71.0,36.8588428904429,26.5501165501165
65.0,36.4751495069033,28.1854043392505
52.4,53.1799823076923,25.0384615384615
56.4,53.5904846153846,25.0384615384615
70.7,54.0611,25.0384615384615
76.8,54.1844846153846,25.0384615384615
85.6,54.5911,25.0384615384615
86.5,54.9949461538462,25.0384615384615
86.8,55.1818938461538,25.0384615384615
87.4,49.3338576923077,25.0384615384615
49.0,54.7056470588235,28.7764705882353
49.0,54.7408705882353,27.7882352941176
76.0,53.8379833333333,58.0266666666667
70.0,53.8645966666667,57.28
70.0,53.89121,56.5333333333333
108.0,47.9591801176471,23.7376470588235
63.0,57.34942875,48.525
96.0,74.7608356435643,44.6782178217822
85.0,58.246492,19.48
87.0,58.0835073333333,17.86
93.0,57.9205226666667,17.6
70.0,58.6051957681693,16.033644368511
70.0,74.9871500310598,44.8502919617344
78.2,74.9432112973309,44.8168839230292
88.5,74.8628267294818,44.7557649392512
95.6,74.6447063241107,44.5899209486166
95.3,74.6374634803013,44.5844139804866
94.1,74.6157456790123,44.5679012345679
93.4,74.6085099864214,44.5623997037403
92.5,74.5940439590275,44.5514007157843
90.9,74.5795850709439,44.5404071560765
89.1,74.5579101134682,44.5239269856931
102.0,53.5994020909566,22.1975953998955
84.0,53.6387532182104,22.1705913134485
60.0,53.697934591195,22.1299790356394
45.0,53.7771331932773,22.0756302521008
89.3,51.17760906298,38.6067588325653
89.1,51.17760906298,38.6067588325653
89.4,51.17760906298,38.6067588325653
88.3,51.17760906298,38.6067588325653
87.1,51.0421217457887,37.9770290964778
86.7,51.0421217457887,37.9770290964778
88.8,51.0421217457887,37.9770290964778
86.8,51.0421217457887,37.9770290964778
67.1,53.1911290589452,22.4777662874871
73.3,53.3844332640333,22.3451143451143
97.0,53.5601331592689,22.2245430809399
102.3,53.7177030938647,22.116413214473
104.4,54.0368426229508,21.8974087784241
67.0,59.2006613333333,27.1466666666667
78.0,59.2006613333333,27.1466666666667
89.0,59.2006613333333,27.1466666666667
92.0,59.2006613333333,27.1466666666667
91.0,59.2006613333333,27.1466666666667
87.0,59.2006613333333,27.1466666666667
81.0,59.2006613333333,27.1466666666667
70.0,59.2006613333333,27.1466666666667
31.0,71.002824,10.92
30.0,72.1815684,16.872
28.0,74.1461424,26.792
20.0,75.5213442,33.736
65.0,52.0456930769231,35.1230769230769
59.0,52.2265019230769,37.6846153846154
42.0,52.5881196153846,35.2076923076923
54.0,52.0317119230769,37.4307692307692
68.0,51.4753042307692,37.6846153846154
74.0,50.9188965384615,35.1230769230769
92.3,51.354450154321,22.6851851851852
91.5,51.2874890926641,38.6988416988417
88.2,51.2204245363215,38.3539412673879
86.3,51.1532562451663,38.0085073472545
83.3,51.0588481825213,37.6334106728538
79.0,50.9511265503876,36.968992248062
78.2,50.7888398758728,36.2451512800621
63.7,51.9932295365279,23.095051060487
70.8,51.9255598860063,39.3985849056604
72.0,51.8860187007874,39.0787401574803
75.1,51.8463527799684,38.7578864353312
80.0,51.8065615323855,38.436018957346
80.6,51.8402006756757,37.9093799682035
80.9,51.7883768555467,37.2865123703113
30.0,71.985111,15.88
30.0,70.020537,6.93
90.0,37.8603192307692,31.1153846153846
41.0,37.5565590909091,38.5858585858586
90.0,55.5900833333333,54.8333333333333
113.0,54.9031590909091,58.0454545454545
65.0,54.4275961538462,60.2692307692308
52.0,54.07885,63.7333333333333
107.0,54.627075,20.9375
118.0,54.627075,20.9375
117.65,60.8627566666667,46.1
119.6,60.3171216666667,45.7277777777778
86.3,97.046275,48.75
69.4,101.4575721875,48.75
47.5,102.7179428125,48.75
31.4,103.852276375,48.75
0.4,104.60849875,48.75
29.0,71.5921962,13.896
31.0,70.8063666,9.928
31.4,71.002824,10.92
29.5,70.3095360784314,12.6509803921569
32.0,71.5921962,13.896
15.5,69.03825,4.5
18.0,69.8240796,6.444
30.8,71.002824,10.92
17.2,69.2347074,4.986
31.8,71.985111,15.88
84.0,52.4127281853282,16.6795366795367
81.0,52.0456084942085,32.0926640926641
75.0,51.6784888030888,30.5945945945946
75.0,51.3113691119691,29.0965250965251
77.0,54.2722133333333,23.1333333333333
77.0,53.9408333333333,37.2066666666667
77.0,53.6094533333333,35.7466666666667
82.0,54.7842346666667,23.6
82.0,54.1214746666667,35.7466666666667
82.0,53.4587146666667,32.8266666666667
91.0,81.1395168309859,69.1267605633803
74.0,81.7163260869565,66.3768115942029
61.0,52.9763111111111,27.8
43.0,52.9763111111111,27.8
61.0,52.9874,27.4888888888889
49.0,52.9874,27.4888888888889
40.0,47.5315527777778,48.3555555555556
76.0,47.5315527777778,48.3555555555556
28.0,47.5537305555556,47.7333333333333
70.0,47.5537305555556,47.7333333333333
24.0,47.5759083333333,47.1111111111111
70.0,47.5759083333333,47.1111111111111
80.0,45.3164174757282,38.9320388349514
91.5,51.7075058157692,38.3207692307692
63.0,47.6110976923077,18.5384615384615
110.0,41.4272974358974,23.748717948718
100.0,41.8314759493671,22.8721518987342
40.0,41.8314759493671,22.8721518987342
44.0,47.20675,44.125
44.0,47.53195,43.45
44.0,47.3597,43.325
99.0,39.138279862069,30.5172413793103
111.0,36.9527542829268,18.5121951219512
77.0,40.9911142857143,23.2380952380952
109.0,42.722456,13.92
83.0,38.5896466165414,18.3458646616541
49.0,52.4073107692308,36.4461538461538
23.5,69.03825,4.5
28.6,71.002824,10.92
57.0,48.2157918083333,34.765
40.0,48.1927277833333,33.28
14.0,48.1696637583333,31.795
87.8,98.4326826875,51.35375
84.3,99.1889050625,49.50125
73.0,100.57531275,48.75
109.0,53.4876285714286,55.2857142857143
84.0,58.5604476565577,16.0168045162137
86.0,58.5213700944386,16.0020986358867
91.0,58.4879321100917,15.9895150720839
92.2,58.4545466736511,15.9769512833944
90.2,58.4101142857143,15.9602302459445
89.1,58.4017935648421,15.9570989470931
87.5,58.3962482312169,15.9550120970379
40.0,52.5385905901116,23.444976076555
42.0,52.3645944444444,23.3333333333333
58.0,52.021526572327,23.1132075471698
60.0,51.9649769230769,23.0769230769231
77.0,51.79638828125,22.96875
77.0,51.6571003891051,22.8793774319066
82.0,51.5740467391304,22.8260869565217
52.0,51.3677403846154,31.4615384615385
33.0,50.5921276923077,31.3230769230769
39.0,52.1433530769231,32.9538461538462
98.0,51.3677403846154,31.4615384615385
75.0,50.5921276923077,31.3230769230769
40.0,47.6513593090909,31.8781818181818
106.35,89.1443683168317,38.7920792079208
106.6,89.1069292079208,42.8584158415842
106.95,89.0694900990099,42.3504950495049
105.55,89.032050990099,41.8425742574257
31.6,55.8297027228571,48.5568571428571
29.4,56.081464789376,47.9057546765672
27.1,56.3315282142857,44.9522857142857
23.0,56.6208994485714,41.9225714285714
32.5,56.8088170714286,46.8428571428571
30.0,56.7995636428571,51.0922857142857
28.5,56.7625247857143,50.596
27.0,56.7532713571429,50.15
24.0,56.7440179285714,50.5971428571429
23.5,56.7322902142857,51.0351428571429
20.0,56.7347645,49.2631428571429
2.05,56.8840242857143,48.6714285714286
18.0,57.0610695,46.9762857142857
16.0,57.2103292857143,45.8051428571429
32.0,57.6041290714286,50.3468571428571
31.7,57.6244299628571,51.0774285714286
31.1,57.7183108057143,49.6637142857143
30.0,57.8309678171429,49.0362857142857
29.0,57.9855209825764,44.9334475864039
18.0,41.7328328429119,26.1302681992337
24.0,40.8714051230769,26.7384615384615
85.0,34.883408,27.56
94.0,71.92235,46.15
83.0,81.45675,65.4285714285714
61.0,71.7326435714286,55.7142857142857
2.7,48.6153714285714,37.1428571428571
1.5,48.6153714285714,37.1428571428571
23.0,64.2004714285714,15.7142857142857
95.0,97.046275,48.75
37.0,76.633,32.8181818181818
40.0,47.77297,39.875
35.0,48.197635,36.6875
18.0,48.480745,34.5625
40.0,47.9761381546135,37.6558603491272
23.0,69.8240796,6.444
20.0,69.03825,4.5
67.0,46.061825,12.25
78.0,46.061825,12.25
82.0,46.061825,12.25
100.0,46.061825,12.25
110.0,46.061825,12.25
118.0,46.061825,12.25
135.0,84.5110111111111,54.1333333333333
128.0,84.5110111111111,54.1333333333333
133.0,84.3512,52.0444444444444
130.0,54.627075,20.9375
120.0,54.627075,20.9375
130.0,54.420319375,28.9225
37.5,57.7337677777778,44.3888888888889
43.0,57.3379466666667,40.1111111111111
47.0,56.9421255555556,35.8333333333333
48.0,56.5463044444444,31.5555555555556
76.0,56.9421255555556,35.8333333333333
87.5,97.046275,48.75
87.5,86.3753488888889,43.3333333333333
89.0,82.6902114285714,46.3285714285714
77.0,77.9690464285714,65.4285714285714
89.5,51.2235032188511,38.7260126289851
83.0,51.0198618056092,37.5806227304334
75.0,50.9434109684406,37.1590346534653
23.3,72.2339833333333,18.3333333333333
7.5,79.36145865,43.7083333333333
63.2,97.72263,31.1666666666667
68.0,109.727103636364,25.5
22.1,117.166408285714,43.2
22.1,127.517703111111,33.6
122.5,97.0214,45.8
123.5,97.1737722772277,48.5049504950495
125.5,97.3231568627451,46.4509803921569
124.0,97.469640776699,44.4660194174757
11.0,47.9066235294118,21.7058823529412
91.0,55.5631596302003,23.1124807395994
83.5,53.6318185598377,46.7748478701826
78.5,53.8397153924567,42.4464831804281
57.5,54.0107962128966,38.0348004094166
36.5,54.332760629515,36.0371517027864
37.0,54.3805144628099,33.7603305785124
54.5,48.6852964102564,35.5213675213675
72.0,47.7407470989761,33.8054607508532
75.0,46.6687967769296,31.9592875318066
84.0,45.6845891800507,30.2113271344041
80.5,44.9509197960918,30.3313508920986
78.5,44.2097320239112,30.4867634500427
90.7,57.0937015384615,21.5384615384615
60.5,57.0013066538462,37.9730769230769
86.7,56.9089117692308,37.0230769230769
81.2,56.8165168846154,36.0730769230769
75.6,56.724122,35.1230769230769
67.5,56.6317271153846,34.1730769230769
60.0,56.5393322307692,33.2230769230769
53.4,56.4469373461538,32.2730769230769
44.0,56.3545424615385,31.3230769230769
39.8,56.2621475769231,30.3730769230769
28.3,56.1697526923077,30.2307692307692
25.8,56.1327947384615,30.5784615384615
20.7,56.0773578076923,31.1
9.51,56.0403998538462,31.4476923076923
75.1,80.0616685714286,66.7428571428571
77.5,70.5306005833333,70.875
80.7,70.5437545,69.25
81.4,70.5569084166667,67.625
82.1,70.5700623333333,66.0333333333333
75.1,70.58321625,66.0333333333333
74.1,70.5963701666667,66.0333333333333
62.3,70.622678,66.0333333333333
59.8,70.6489858333333,66.0333333333333
86.6,35.5961809090909,39.2845454545455
84.5,35.5978481818182,39.0236363636364
81.5,35.5995154545455,38.7627272727273
52.0,96.566204,45.8
110.0,89.10717,44.5
35.0,107.8495875,57.25
90.0,83.8334785714286,52.0
55.0,53.2894791706247,31.8582331553605
74.0,59.6935995363766,31.0924869234427
80.0,50.8451056821157,29.7525530243519
79.0,49.3641942036605,28.4756678605461
102.0,47.822450764526,25.039755351682
107.0,47.8737681957187,24.1651376146789
107.0,47.976403058104,22.4159021406728
108.0,48.2684972136223,24.4643962848297
104.0,47.2994552552553,23.7297297297297
112.0,48.2684972136223,24.4643962848297
37.0,48.0216,18.5384615384615
35.0,47.9959511538462,31.5615384615385
26.0,47.9574778846154,28.7115384615385
10.0,47.9318290384615,26.8115384615385
10.1,52.9213540692989,23.6905721192587
33.0,56.0834367575323,47.1563845050215
92.0,98.531866875,51.9375
83.0,100.01745875,49.125
33.0,102.9886425,48.75
91.8,81.45675,65.4285714285714
82.2,81.4680247857143,69.0857142857143
91.0,81.4792995714286,65.8857142857143
89.7,81.4905743571428,62.6857142857143
89.2,81.5018491428571,59.4857142857143
88.5,81.5131239285714,56.3928571428571
83.2,81.5243987142857,55.2857142857143
55.2,81.5469482857143,55.2857142857143
36.8,81.5694978571428,55.2857142857143
107.0,43.0901625,7.375
47.0,28.4681251908397,39.3129770992366
47.0,29.713339688716,41.3813229571984
57.0,31.0079674603175,43.531746031746
89.0,37.83911492891,31.2938388625592
7.0,37.6590294536817,30.5938242280285
82.0,37.1761351304348,26.5797101449275
84.0,37.3971726011561,28.1098265895954
70.0,37.6169360806916,26.806916426513
50.0,37.8354365517241,26.3505747126437
84.0,37.2741968965517,27.948275862069
72.0,37.7422551304348,26.9623188405797
74.0,37.4930533524355,26.6532951289398
80.0,37.3705823931624,26.5014245014245
68.0,37.7422551304348,26.9623188405797
72.0,37.6169360806916,26.806916426513
76.0,37.4930533524355,26.6532951289398
75.0,41.2955384615385,27.0
110.0,42.6977333333333,33.0
85.0,43.77,40.5294117647059
34.0,57.7289504978663,34.850640113798
34.0,57.6460127200454,34.7813742191936
34.0,57.522222363765,34.6779900920028
42.0,57.2594196905766,34.4585091420534
30.0,57.7170820250284,34.8407281001138
20.0,58.4425555555556,32.5555555555556
40.0,58.4425555555556,32.5555555555556
90.2,81.45675,65.4285714285714
88.1,81.4823260714286,68.7142857142857
83.3,81.5079021428571,65.1428571428571
76.1,81.5334782142857,61.5714285714286
67.0,81.5590542857143,58.2
51.9,81.5846303571429,56.3928571428571
91.0,56.4533254426482,36.6682063125481
80.0,51.7561786235163,26.2415500079842
77.0,50.7802182353326,31.8156844790372
70.0,50.7290587343096,30.423640167364
68.0,50.685879296709,29.0395110951338
58.0,50.6302730443871,27.6460789757324
51.0,50.5837634701407,26.3656251020342
41.0,50.54066656656,25.6969380426977
90.8,81.6543214285714,59.1714285714286
87.0,81.3055510714286,63.6714285714286
84.6,80.9567807142857,62.2857142857143
84.5,80.6080103571429,60.9
85.8,80.25924,59.5142857142857
81.5,79.9104696428572,59.1714285714286
78.7,79.5616992857143,59.1714285714286
81.5,78.8641585714286,59.1714285714286
34.0,78.1666178571429,59.1714285714286
74.0,80.0616685714286,66.7428571428571
76.0,80.1110614285714,69.0071428571429
79.0,80.1604542857143,65.7285714285714
83.0,80.2098471428571,62.45
73.0,70.7479466666667,66.0333333333333
69.0,80.3086328571429,57.7071428571429
63.0,80.3580257142857,56.6
58.0,80.4568114285714,56.6
32.0,80.5555971428571,56.6
88.0,51.1482747878086,38.4567901234568
88.0,50.9690822007722,37.8996138996139
86.0,50.709141846569,37.2552043176561
82.5,50.476543220339,36.6409861325116
82.5,50.2179604807692,36.0
82.0,49.9601721582181,35.3609831029186
85.0,51.7405427457098,22.9329173166927
72.5,51.476768944704,38.816199376947
69.5,51.2686667056075,38.2242990654206
67.5,51.0878919524552,37.6617303195635
69.0,50.8796275136399,37.0693686671863
67.5,50.6984082878315,36.5054602184087
70.0,50.4362577492212,35.8566978193146
79.5,51.9649769230769,23.0769230769231
64.0,51.7271974313726,39.0901960784314
57.5,51.4897906347962,38.4639498432602
57.5,51.225170872457,37.8090766823161
55.5,51.016091627543,37.2143974960876
61.0,50.7526254882812,36.5625
59.0,50.5979331377152,36.0250391236307
18.0,58.4628789285714,61.3142857142857
46.0,44.1116580571429,50.5714285714286
92.0,61.819545,31.4
120.0,76.4119833333333,43.0
120.5,75.7810648703297,47.3406593406593
121.0,65.1343158071429,34.5535714285714
123.5,62.0585883,32.25
97.0,71.92235,46.15
80.0,71.92235,46.15
75.0,71.92235,46.15
55.0,71.92235,46.15
92.0,71.92235,46.15
85.0,71.92235,46.15
62.0,71.92235,46.15
47.0,48.1988660873521,14.1173794358508
21.0,54.3782504,46.25
89.0,59.2244,16.2666666666667
79.0,59.2244,16.2666666666667
71.0,59.2244,16.2666666666667
91.05,56.9067538461538,21.3846153846154
28.8,58.3815835971223,27.9424460431655
26.0,58.4120963282937,27.9625629949604
24.6,58.4426530259366,27.9827089337176
19.6,58.5345878700361,28.043321299639
12.0,59.3323114285714,49.3614285714286
6.0,59.3264171428571,48.8028571428571
1.3,59.3146285714286,47.6857142857143
88.0,51.354450154321,22.6851851851852
87.5,51.5550743827161,38.0902777777778
83.0,51.7556986111111,37.1373456790123
70.0,52.1569470679012,35.2314814814815
57.0,52.5581955246914,33.3256172839506
32.0,52.9594439814815,31.4197530864198
12.0,53.3606924382716,30.8641975308642
43.0,55.0022559194949,32.0363062352013
48.0,54.4604700471698,31.1477987421384
70.0,54.012228689168,30.3375196232339
72.0,56.3194696388262,27.6222723852521
72.0,52.6186914976599,27.8783151326053
74.0,52.2615345433255,27.1428571428571
76.0,51.764113618677,26.3035019455253
73.0,51.2971883045526,25.0078492935636
74.0,50.8716224806202,24.6976744186046
73.0,50.0649394736842,23.1578947368421
74.0,49.2350656370656,21.6061776061776
75.0,48.3094591397849,20.0
75.0,47.6354331023865,18.5527328714396
71.0,46.7447770114943,18.3908045977012
60.0,45.8622733790999,18.3066361556064
12.1,58.4628789285714,61.3142857142857
13.5,53.0407459983832,23.7671786580437
10.1,53.0108256865913,23.7479806138934
11.3,53.0108256865913,23.7479806138934
15.4,53.0108256865913,23.7479806138934
17.0,53.0108256865913,23.7479806138934
35.0,52.8619462590507,23.6524537409493
31.5,52.8027293172691,23.6144578313253
33.5,52.8027293172691,23.6144578313253
35.7,52.8027293172691,23.6144578313253
39.9,52.8027293172691,23.6144578313253
55.0,52.5969599041534,23.482428115016
56.5,75.0906357142857,55.7142857142857
50.7,75.9990714285714,55.7142857142857
43.8,79.4172708333333,54.1666666666667
22.3,78.7243785714286,55.7142857142857
58.8,77.3229,55.7142857142857
64.1,78.2313357142857,55.7142857142857
62.0,81.5875277777778,54.1666666666667
38.4,80.9566428571429,55.7142857142857
58.8,79.5551642857143,55.7142857142857
58.1,80.4636,55.7142857142857
58.8,81.3720357142857,55.7142857142857
16.6,83.1889071428571,55.7142857142857
63.6,78.6167257142857,55.7142857142857
56.6,77.9933857142857,55.7142857142857
36.6,77.7308857142857,55.7142857142857
25.5,77.3863857142857,55.7142857142857
62.6,79.5802171428571,55.7142857142857
53.6,78.8678285714286,55.7142857142857
33.1,78.5678285714286,55.7142857142857
20.5,78.1741142857143,55.7142857142857
57.0,53.9363420152091,31.6045627376426
68.0,53.168540387538,30.1063829787234
76.0,52.4295662234043,28.6322188449848
80.0,51.7177336501901,27.1787072243346
71.3,83.0676457857143,60.2528571428571
63.8,83.0468489285714,58.9928571428571
45.7,82.9948567857143,55.8428571428571
23.6,82.9324662142857,52.0628571428571
16.5,82.8908725,49.5428571428571
80.0,73.4887471428571,55.7142857142857
98.0,68.6716922222222,43.3333333333333
64.0,65.6062936363636,48.5454545454545
45.0,63.4840946153846,56.0
86.0,46.0236586206897,16.9655172413793
90.7,81.45675,65.4285714285714
92.3,84.3157621928571,68.5571428571428
87.8,87.1747743857143,65.4285714285714
71.8,90.0337865785714,65.4285714285714
83.7,97.046275,48.75
74.7,104.7179577175,48.75
73.2,110.3883319,48.75
70.1,127.065903025,51.125
63.0,130.35813204386,52.2631578947368
85.6,59.2244,16.2666666666667
73.5,59.38911245,28.875
64.4,59.5538249,28.55
57.6,59.71853735,28.225
29.6,60.5420996,26.6
17.4,60.8715245,25.95
12.0,68.2269785797439,53.3760186263097
40.0,68.7179546415981,53.8777908343126
80.0,39.5997650807899,42.6445242369838
95.65,55.5022923076923,23.0769230769231
27.9,57.2484068142857,50.3914285714286
32.0,57.0286119428571,48.6171428571429
35.1,56.8088170714286,46.8428571428571
32.2,56.5890222,45.0685714285714
29.1,56.5157572428571,44.4771428571429
100.0,71.0572772211089,62.0334001336005
84.0,68.7891243370654,66.1543901001768
19.0,47.8563678181818,30.9727272727273
15.0,47.8806247727273,29.15
11.0,47.9048817272727,27.3272727272727
5.0,47.9581921292084,25.5277525022748
52.2,84.041935,55.3636363636364
64.0,86.3013440909091,45.4090909090909
69.0,88.5607531818182,41.6363636363636
64.0,90.8201622727273,53.1363636363636
103.0,52.5779941176471,20.5882352941176
82.0,40.1329130541269,19.6909135439628
98.0,39.8409518509557,19.4526977982095
42.0,47.07333675,44.4
110.0,42.22555,23.775
0.616,48.6153714285714,37.1428571428571
0.954,48.6153714285714,37.1428571428571
1.201,48.6153714285714,37.1428571428571
1.242,48.6153714285714,37.1428571428571
1.398,48.6153714285714,37.1428571428571
1.489,48.6153714285714,37.1428571428571
20.6,45.239944996215,31.5491672975019
29.0,45.1208214242424,31.7518181818182
31.0,44.2984552852853,32.1743243243243
119.0,74.2027833333333,43.3333333333333
117.0,72.7405706521739,43.9782608695652
81.9,49.7159366666667,24.5333333333333
16.4,57.0286119428571,48.6171428571429
22.6,56.7355521142857,46.2514285714286
21.0,56.6622871571429,45.66
12.0,57.1137616428571,35.7
57.0,49.7029964,37.8826666666667
95.56,55.5022923076923,23.0769230769231
40.5,49.1890857142857,18.5714285714286
1.2,48.6153714285714,37.1428571428571
110.0,76.0956028953229,43.0957683741648
115.0,76.9495693584071,44.1648230088496
120.0,75.8752834070796,43.3738938053097
74.0,54.2722133333333,23.1333333333333
4.7,114.05802,61.65
80.0,59.2006613333333,27.1466666666667
91.85,57.8657384615385,22.2307692307692
124.0,70.180925,57.25
78.0,70.180925,57.25
126.0,70.180925,57.25
90.0,70.180925,57.25
85.1,97.7097385,40.81125
72.0,75.2004473815461,45.0124688279302
132.0,54.38073125,31.209375
93.4,51.3817513513513,22.7027027027027
10.0,76.633,32.8181818181818
40.0,76.325883357453,32.6519536903039
75.0,76.633,32.8181818181818
128.5,58.6425578947368,10.2105263157895
92.5,75.34845,45.125
116.0,61.5342,27.9166666666667
123.0,54.627075,20.9375
130.0,54.6683875,30.6625
132.0,54.7097,29.7
77.5,49.7159366666667,24.5333333333333
78.0,50.1827333333333,37.1666666666667
38.0,50.0573376666667,37.4333333333333
55.4,77.8068242857143,55.2857142857143
60.6,77.29016,56.3928571428571
65.3,76.7734957142857,57.5428571428571
74.0,75.7401671428571,59.8428571428571
83.6,57.2240407692308,35.1230769230769
80.9,56.9705152307692,35.1230769230769
78.5,56.8674253846154,35.1230769230769
74.1,56.724122,35.1230769230769
69.1,56.5745638461539,35.1230769230769
66.8,56.2514869230769,35.1230769230769
64.0,55.9261946153846,35.1230769230769
52.6,55.8274869230769,35.1230769230769
40.9,55.4509946153846,35.1230769230769
91.0,56.5997238491788,21.0501966227157
82.4,56.4288949026877,38.3456904541242
65.9,56.3198927558689,37.7314635469125
59.2,56.2446042007001,37.1450797355115
52.5,56.1561580229562,36.5425158116655
66.1,56.4304726424789,39.2301003873212
75.1,55.9042930628995,38.4026517244101
86.3,55.3023490405788,37.5511167033658
84.1,54.5325330940864,37.2523014510844
83.7,54.2455484209701,37.4186975942324
80.7,54.1904739743387,37.8187866307619
77.7,53.8463648816145,37.9389798188463
73.0,53.5269823562256,38.0872617053522
40.0,49.4556557692308,26.2307692307692
65.0,49.1250173076923,27.7692307692308
90.4,97.046275,48.75
91.1,97.6764603125,53.20625
88.9,98.6847568125,50.73625
85.5,99.819090375,48.75
81.6,102.0877575,48.75
87.6,97.7176579375,51.835
82.0,98.26697125,49.45
70.8,98.9383541875,48.75
56.1,99.5487023125,48.75
32.0,50.6705882352941,22.7941176470588
38.0,50.6705882352941,22.7941176470588
46.0,50.6705882352941,22.7941176470588
49.0,50.6705882352941,22.7941176470588
5.0,36.2155240506329,37.120253164557
87.0,98.36446,52.12875
83.0,99.82911,49.21625
78.0,101.733155,48.75
63.1,103.05134,48.75
30.0,66.8917028571429,55.7142857142857
25.0,67.5459514285714,56.16
26.0,66.5155971428571,55.7142857142857
35.0,68.7828385714286,55.7142857142857
28.0,72.9257528571429,55.7142857142857
33.0,73.03734,55.7142857142857
45.0,57.3583087833075,34.5410968560553
36.0,57.5045980758347,34.6632710809281
32.0,57.1927961697871,49.8213520080034
40.0,57.0695329438586,49.6722713023653
40.0,57.0402932080308,49.6369073045707
105.0,108.32375,57.25
108.0,108.18150125,57.25
123.0,97.0214,45.8
118.0,96.793802,45.8
37.0,56.8204802372106,46.8562446413261
40.0,56.6809607376816,46.6960979777841
40.0,56.6346659317212,46.6429587482219
16.0,58.3254456,64.0655
15.0,58.0505789428571,61.6393571428571
14.5,57.7757122857143,59.2132142857143
13.0,57.0885456428571,54.7864285714286
11.0,56.401379,51.5225
9.5,55.7142123571429,48.2585714285714
21.0,58.2467396428571,49.9
20.0,59.1978544607143,53.3381428571429
19.0,58.9053633821429,51.1287142857143
18.0,58.6128723035714,48.9192857142857
16.0,57.8816446071429,45.0342857142857
10.5,57.1504169107143,42.3121428571429
17.0,60.961,58.9357142857143
15.0,60.5549636517857,59.9267857142857
14.0,60.1489273035714,56.9535714285714
12.0,59.7428909553571,54.2182142857143
10.0,59.3368546071429,52.6457142857143
7.5,61.3849142857143,57.0857142857143
38.0,87.415879875,81.975
30.0,87.3421467875,89.74875
20.0,87.2684137,89.31
12.8,87.2241738475,89.04675
32.0,87.3594942875,89.77375
26.0,87.3031087,89.36
13.0,87.190337525,88.5325
31.2,115.484051333333,53.2666666666667
21.1,115.287429766667,58.61
13.0,115.189118983333,58.715
21.8,115.40887055,58.5383333333333
12.0,115.333689766667,58.6766666666667
68.0,102.193159642857,51.9452380952381
19.6,57.3216717714286,50.9828571428571
22.25,57.2777127971429,50.628
79.0,54.7842346666667,23.6
91.8,51.1467936825886,37.5285053929122
89.0,50.5340725731895,31.7103235747304
86.0,49.3852204930663,25.0770416024653
84.5,48.6193191063174,21.7026194144838
83.6,47.4704670261941,17.1802773497689
80.5,46.4747952234206,19.0893682588598
78.0,45.555713559322,23.7673343605547
64.6,52.021526572327,23.1132075471698
76.6,51.936768627451,23.0588235294118
88.3,51.79638828125,22.96875
93.1,51.4364804331013,22.737819025522
91.4,51.354450154321,22.6851851851852
49.9,49.9874745098039,25.5294117647059
72.9,49.7229758754864,25.3307392996109
86.3,49.5922643410853,25.2325581395349
86.3,49.5662435321456,25.2130131680868
85.9,49.4625621621622,25.1351351351351
58.5,47.8384062353858,17.3811379579111
75.6,47.7148076086957,17.3136645962733
80.8,47.5921648878577,17.246713070379
16.0,49.1890857142857,18.5714285714286
90.1,61.1952,23.6666666666667
85.6,60.36675,34.3
79.5,59.5383,28.95
77.9,58.70985,25.3
78.5,57.8814,21.65
65.3,58.8390208530806,22.432859399684
56.7,58.2205102299762,32.6407613005551
48.9,57.170936643026,27.3758865248227
43.1,56.4832388625592,23.9810426540284
36.7,55.8553873116574,20.6026962727994
22.6,57.8929087114286,51.4902857142857
23.4,57.8920067285714,51.2342857142857
26.0,57.8897517714286,50.5942857142857
14.5,57.88456537,49.1222857142857
10.7,57.8834378914286,48.8022857142857
5.4,57.8829869,48.6742857142857
12.7,57.8762220285714,46.7542857142857
26.1,57.8717121142857,45.4742857142857
24.2,57.8672022,44.1942857142857
5.4,57.8581823714286,41.6342857142857
30.9,57.8897517714286,50.5942857142857
33.1,57.8841143785714,48.9942857142857
32.3,57.8829869,48.6742857142857
