superconduct/table51.range_ThermalConductivity,superconduct/table51.range_atomic_mass,superconduct/table51.wtd_mean_fie
399.97342,192.981,716.957692307692
399.97342,76.809,1052.05611111111
134.0,181.406,804.095555555556
8.0,40.2825,657.204
399.97342,71.6206,938.708
32.0,81.3804,779.706363636364
399.97342,122.90607,1014.78079096045
74.0,68.47,812.252941176471
78.795,53.4028,794.496551724138
104.0,120.8947519,1052.74761904762
222.0,111.9239314,550.125
399.97342,192.981,734.29
399.97342,191.2006,994.365306122449
399.97342,122.90607,1011.65557142857
399.97342,148.93092,1004.87333333333
399.97342,188.3839,725.921428571429
399.97342,134.3606,1011.58285714286
399.97342,121.3276,1007.01333333333
99.97342,192.981,1028.736
399.97342,125.3163,713.215454545455
399.97342,121.3276,741.802857142857
399.97342,192.981,1006.02666666667
79.0,12.782,709.707317073171
136.0,83.894198,757.68
58.0,32.48547,752.8
121.0,59.5345,662.085
69.0,94.4093,909.325
22.97417,77.2173,1030.6
399.97342,121.3276,1004.24554615385
3.0,88.0415,664.4685
99.97342,124.90825,886.2375
399.97342,192.981,737.395
399.97342,121.3276,1007.66009244992
27.0,82.09538,757.806896551724
399.97342,122.90607,1005.85285714286
399.97342,121.3276,1015.74794007491
399.97342,157.0546,987.934951456311
399.97342,121.3276,1000.64988399072
78.97342,137.89753,909.771428571428
133.0,166.9985,784.72
399.97342,121.3276,740.155618776671
399.97342,191.2006,983.343214285714
399.97342,122.90607,1010.68214285714
399.97342,134.3606,1039.24
104.0,120.8947519,1051.88095238095
123.0,158.12321,791.231281198003
399.97342,148.93092,745.728571428571
399.97342,192.981,743.985271317829
151.7,176.285,916.433333333333
399.97342,157.0546,1000.4871627907
150.0,152.139,809.261904761905
399.97342,135.9646,1003.58833333333
78.0,90.513,590.274
399.97342,128.2426,1010.62771428571
133.0,54.569,784.85
115.0,136.372,801.294
56.795,148.88288,877.2125
399.97342,128.2426,1010.04714285714
187.0,98.82747,807.93075
399.97342,121.3276,1003.62307692308
204.0,23.9599614,649.371
121.0,41.6375,658.1625
399.97342,128.2426,782.64925
399.97342,121.3276,989.95140562249
399.97342,184.5906,1007.91662591687
23.0,41.96488,652.125
70.0,92.057818,835.966666666667
138.97417,81.9533,1043.15
33.0,97.32362,726.08
7.97342,192.981,1005.0
32.0,45.03938,663.31
89.0,114.120805,584.927142857143
91.0,99.124,724.548780487805
399.97342,121.3276,1007.01098666667
399.97342,128.2426,1008.45028571429
11.0,49.99962,676.942857142857
129.0,129.305,794.395
399.97342,121.3276,1048.75333333333
129.0,151.689,787.6
399.97342,121.3276,747.152561562412
139.0,133.283805,591.885714285714
34.0,89.72388,676.768
119.0,141.2755,865.92
399.97342,128.2426,1009.22428571429
139.0,156.448,740.271111111111
399.97342,121.3276,1004.62498461538
399.97342,121.3276,989.95140562249
1.0,83.9493,847.211005353956
0.0,0.0,519.9
11.0,2.8167,708.885
399.97342,128.2426,994.112308921245
181.0,65.9248414,659.276
399.97342,122.90607,997.92729244114
399.97342,136.31906,1012.36128550075
149.764,71.931738,798.1
204.0,23.9599614,676.245
89.0,170.779,797.133333333333
399.97342,122.90607,1007.70853152133
399.48,55.164,848.725714285714
399.97342,124.90825,1010.31684359519
187.0,155.006,807.061097560976
58.0,63.98387,808.1
399.97342,122.90607,997.107441283621
133.0,13.494,779.233333333333
12.0,115.976,673.575
104.0,120.8947519,1056.45026219609
399.97342,192.981,1007.20666666667
399.97342,122.90607,1011.52942857143
99.97342,192.981,1023.228
199.97342,58.9222,731.992857142857
86.0,96.119,791.6828
429.97342,191.2006,715.584607329843
399.97342,122.90607,1011.42785714286
399.97342,192.981,942.229444444444
399.97342,121.3276,1010.84156205367
89.0,114.120805,584.477857142857
128.0,142.363,668.368
137.0,166.9985,722.94
399.97342,192.981,723.309223300971
96.0,9.99912,677.529
399.97342,121.3276,910.78
399.97342,148.93092,732.442857142857
38.0,82.09538,760.702857142857
89.0,114.120805,584.477857142857
399.97342,188.3839,1012.72142857143
399.97342,192.981,759.79
0.0,0.0,546.9
133.0,13.494,783.04
31.0,87.266,631.698
399.97342,192.981,742.981558441558
74.0,94.1624,582.15
79.0,54.97,779.8474
138.88,17.0,859.657142857143
399.9911,63.9046,987.724285714286
99.48,39.8617,777.786083333333
123.0,158.12321,791.631666666667
133.0,164.1315,784.72
399.97342,158.9674,996.352692307692
399.97342,122.90607,996.914645131232
96.0,13.51362,677.995
84.97342,40.926,1012.55714285714
70.764,75.446238,865.81
399.97342,188.3839,728.718333333333
399.97342,121.3276,1003.73696153846
399.97342,141.2506,1034.19470588235
399.97342,122.90607,1011.45285714286
32.0,88.49,715.0383
90.0,51.93183072,741.841379310345
78.97342,128.2426,892.9785
399.97342,192.981,1005.86666666667
399.97342,125.3163,967.893027360989
399.97342,135.9646,1012.63428571429
399.97342,192.981,1005.86666666667
204.0,23.9599614,648.642
399.97342,122.90607,1004.59230769231
138.48,128.24,818.658666666667
348.0,6.9498,673.0
399.97342,71.6206,703.318181818182
69.0,46.6827,806.32
399.97342,188.3839,996.598076923077
129.0,164.1558,786.683333333333
399.97342,122.90607,1011.50121428571
69.0,34.628195,741.0628
422.0,101.1122,707.04
399.97342,191.2006,764.998839907193
65.0,31.775,791.8784
399.97342,192.981,723.984
159.9911,164.4833,1046.3
399.97342,141.2506,1015.53071428571
56.795,148.88288,903.74
399.97342,184.5906,746.062222222222
70.48,42.8,859.066666666667
137.0,164.1315,761.65
399.97342,192.981,701.736666666667
133.0,47.8824,793.138172588833
78.97342,124.1166,896.64875
123.0,95.609,801.258333333333
399.97342,122.90607,1011.54071428571
139.9911,77.2173,995.408743169399
399.97342,191.2006,1018.21074561403
399.97342,121.3276,997.685289514867
63.0,1.0546,650.33
429.97342,124.1166,1010.31428571429
303.0,108.060719,716.55
399.97342,63.9046,974.275714285714
399.97342,141.2506,997.220188531029
6.0,20.27638,687.7
93.0,11.26912,864.86
199.97342,184.5906,975.18
81.0,46.6827,806.32458
399.97342,121.3276,999.509545804465
133.0,162.1445,765.4
399.97342,124.90825,1017.49209948793
399.97342,124.90825,1001.53
124.0,60.6193,825.014124293785
78.97342,124.1166,899.08625
399.97342,122.90607,1003.79818181818
399.97342,192.981,723.3404
399.97342,192.981,1004.37706422018
399.97342,122.90607,1010.89071428571
22.764,60.250238,747.575
90.0,51.93183072,767.362
399.97342,121.3276,997.554901960784
61.0,81.482,775.641
139.97417,38.09036,1057.63438995215
399.97342,135.9646,734.797142857143
132.0,114.33723072,750.860571428571
181.0,65.9248414,641.16
119.97417,51.3733,903.18
138.48,48.64,828.307142857143
134.0,146.8813,723.33
399.97342,124.90825,1003.46133333333
399.97342,192.981,785.203773584906
139.97342,57.925255,1201.30416666667
399.97342,191.2006,989.9895
399.97342,122.90607,1011.22351679771
78.97342,134.3606,897.88025
399.97342,184.5906,1003.1
78.795,60.84138,842.338588235294
399.97342,192.981,1022.54866071429
399.97342,192.981,1011.49659685864
56.0,31.775,791.233
78.48,148.5383,800.036170212766
399.48,145.4344,837.962962962963
238.0,82.148569,856.17
78.48,29.6228,776.727272727273
399.97342,192.981,734.8395
399.97342,136.31906,1008.05511751327
99.48,39.8617,779.126666666667
78.97342,122.90607,899.96210625
399.97342,192.981,725.021
21.0,31.4984,851.066666666667
12.9723,189.9819968,894.088888888889
86.0,80.89568,874.65
399.97342,135.9646,999.096
78.97342,122.90607,913.463
187.0,98.82747,807.93075
212.0,65.9248414,641.862525
399.97342,124.1166,1024.36405263158
213.0,23.9599614,648.354
399.97342,121.3276,1001.41642137878
135.0,156.448,739.285555555556
9.0,3.0745,657.492
16.48,9.94585000000001,777.9
399.97342,188.3839,989.741176470588
399.97342,148.93092,1021.89005263158
178.0,153.9663414,714.375
399.97342,122.90607,1003.77026369785
11.0,164.1558,789.223038461539
399.97342,151.2596,732.665714285714
399.97342,151.2596,733.442857142857
213.0,23.9599614,644.196
122.0,174.1963,925.05
399.97342,192.981,744.158441558441
2.0,18.7815,614.4
399.97342,122.90607,1011.55884285714
134.0,27.7595,746.89
169.97342,167.8406,1117.86111111111
212.0,79.4384614,710.975
134.0,146.8813,723.33
399.97342,184.5906,997.416666666667
399.97342,148.93092,1004.87333333333
138.795,175.135,844.071428571429
399.97342,192.981,1005.86666666667
139.97417,80.89568,979.889473684211
399.97342,134.3606,1011.08571428571
127.0,100.993,711.8
399.97342,122.90607,1004.31318181818
427.0,19.7318,730.75
78.97342,128.2426,912.8975
139.97342,57.925255,1196.43724137931
399.97342,141.2506,735.202857142857
70.764,107.931708,834.1
119.0,86.7325,672.675
53.0,53.33,725.984
138.48,17.0,816.493333333333
181.0,87.8364614,641.52
399.97342,124.90825,1010.04928571429
399.97342,79.9606,749.922857142857
399.97342,79.9606,1028.07142857143
399.97342,121.3276,1006.11388888889
399.97342,184.5906,992.822375
399.97342,192.981,1012.57158162339
78.795,53.4028,784.393103448276
399.97342,124.90825,1002.55539177657
181.0,91.7284614,655.1
399.97342,192.981,1006.42773333333
399.97342,152.93481,995.961538461538
399.97342,121.3276,1004.35
399.97342,122.90607,1011.53442857143
399.97342,124.90825,996.792307692308
138.795,175.135,838.773333333333
399.97342,184.5906,1007.91662591687
213.0,65.9248414,641.6781
78.97342,122.90607,896.375
399.97342,121.3276,992.526294820717
93.0,90.259,737.27
399.97342,121.3276,1005.51079414032
399.97342,121.3276,1002.92788461538
399.97342,141.2506,1001.99230769231
139.0,156.448,740.388444444444
399.97342,170.2076,1017.86127819549
399.97342,141.2506,1001.99230769231
399.97342,188.3839,993.580769230769
399.97342,128.2426,1010.91314285714
399.97342,184.5906,732.656363636364
399.97342,122.90607,1011.18435714286
139.795,55.97023072,803.432969432314
74.0,94.1624,606.3
399.97342,121.3276,997.992801251956
72.0,71.52,713.744827586207
28.0,6.776,696.128571428571
399.97342,121.3276,1004.57264615385
399.97342,121.3276,868.586666666667
169.97342,167.8406,1128.28009367682
399.97342,192.981,728.870714285714
399.97342,135.9646,994.975878220141
78.48,29.6228,776.727272727273
204.0,45.6484614,663.865
399.97417,75.6093,1079.70104712042
7.97342,192.981,1005.54545454545
399.97342,121.3276,1003.78222621185
43.0,122.014685,747.3745
149.764,161.243238,852.22
200.0,60.6384614,637.4
399.97342,192.981,1011.77409836066
399.97342,121.3276,1007.01333333333
399.97342,135.9646,1003.09615384615
138.551,31.64,819.907142857143
399.97342,121.3276,738.357142857143
399.97342,122.90607,1011.513
123.0,78.09485,796.015
135.0,156.448,739.324444444444
78.97342,137.89753,889.6905
27.0,70.07493,612.2
399.97342,121.3276,1004.39143780291
399.97342,124.90825,1000.20769230769
78.48,71.755,817.62
78.48,71.755,831.9
83.0,168.93718,922.9
21.97342,31.8676,970.010994764398
399.97342,122.90607,1010.93028571429
48.0,103.86,763.9
124.0,164.1558,781.633333333333
13.9723,189.9819968,985.56
85.0,13.51362,684.6065
35.0,133.08088,660.215
399.97342,122.90607,1011.52717142857
78.764,120.990238,831.836
38.0,4.59710000000001,686.94
150.0,34.8436,799.974
399.97342,192.981,737.0375
90.97342,71.6206,918.8125
399.97342,135.9646,728.571428571429
399.97342,85.0706,1032.39361702128
125.0,182.895,717.41
33.0,89.16,808.85
399.97342,121.3276,999.277847113884
60.0,28.0673,1014.8
399.97342,122.90607,1011.60071428571
399.97342,121.3276,1003.73696153846
399.97342,134.3606,738.305714285714
399.97342,192.981,943.459444444444
119.97342,122.90607,896.91475
399.97342,128.2426,967.994285714286
181.0,65.9248414,645.656
32.0,45.03938,659.345
399.97342,121.3276,999.525431711146
399.97342,121.3276,998.195993715632
81.0,46.6827,807.694
399.97342,124.90825,1000.89076923077
399.97342,188.3839,989.17
199.97342,85.96538,1034.01872705018
139.0,181.406,771.444444444444
63.0,46.268088,660.243
125.0,156.448,789.916666666667
206.0,42.7414614,650.966666666667
102.0,158.1215,768.4
399.97342,121.3276,1003.88283076923
0.0,0.0,652.4
399.97342,128.2426,1007.05172413793
138.97342,89.019,1125.49832635983
399.97342,121.3276,1005.25581538462
68.0,35.379,688.253333333333
399.97342,192.981,1005.86666666667
96.0,67.8745,692.32
399.97342,188.3839,982.4
399.97342,158.9674,996.321538461538
16.795,56.84085,807.2
399.97342,141.2506,735.731428571429
3.0,88.0415,705.633742331288
99.97342,174.2306,1104.07777777778
28.0,54.344,681.9
123.0,181.406,767.62
399.97342,157.0546,1002.66923076923
399.97342,188.3839,998.307692307692
77.0,32.290805,692.5
399.97342,128.2426,1008.81285714286
399.97417,207.97246,883.462814112869
96.0,99.31062,739.265
399.97342,122.90607,1010.26857142857
399.97342,141.2506,1002.98184615385
204.0,23.9599614,671.547
429.97342,191.2006,720.147277486911
399.97342,121.3276,1003.86828217555
99.97342,192.981,927.2
399.97342,122.90607,1001.99938080495
79.0,54.97,789.766
123.0,78.09485,795.726333333333
399.97342,184.5906,1004.9024691358
399.97342,141.2506,718.7284375
399.97342,121.3276,1003.75323076923
9.0,130.623,627.886666666667
399.97342,137.89753,1015.72809859155
399.97342,192.981,1013.12081818182
399.97342,184.5906,688.145714285714
78.48,71.755,826.972549019608
6.0,20.27638,680.952
399.97342,124.90825,1010.32929936306
399.97342,192.981,826.84375
78.97342,122.90607,902.2975
53.97417,78.89968,1045.02657004831
399.97342,122.90607,1003.87
74.0,68.47,812.154411764706
109.0,39.046,653.683333333333
90.97417,128.09447,890.06
79.0,92.382,786.268
399.97342,121.3276,1005.43928571429
399.97342,121.3276,738.403928571429
399.97342,121.3276,1005.43928571429
399.97342,121.3276,1001.27
399.97342,141.2506,720.909625
399.97342,128.2426,997.302846153846
58.0,80.9093519,693.35
117.0,48.093,661.0805
66.97342,121.3276,787.123333333333
399.97342,122.90607,1011.66485714286
119.0,141.2755,863.74
399.97342,122.90607,1011.54071428571
399.97342,122.90607,979.803125
399.97342,128.2426,780.662
399.97342,192.981,731.33125
399.97342,122.90607,785.391
399.97342,122.90607,1011.52742857143
78.48,29.6228,781.896774193548
129.0,164.1558,779.327666666667
399.97342,122.90607,1011.50364285714
399.97342,184.5906,1003.60653594771
82.0,81.482,782.6
181.0,65.9248414,644.2968
78.48,77.0604519,766.335398230089
399.97342,184.5906,991.7421875
408.0,60.0012,663.903
183.0,104.164,808.05375
11.0,2.8167,713.28024
399.97342,121.3276,1001.07890491702
26.0,138.34,741.879
399.97342,157.0546,984.737551020408
399.97342,124.90825,1001.01105769231
399.97342,128.2426,727.407142857143
150.0,51.93183072,792.496
399.97342,121.3276,733.222857142857
79.0,92.382,785.5107
0.0,0.0,1006.0
139.97342,34.9421,1095.39536152797
134.0,146.8813,717.75
31.0,130.362,759.1
59.0,90.2704,705.55
133.0,13.494,783.04
399.97342,141.2506,683.547333333333
399.97342,122.90607,1007.80666666667
35.0,67.9806,741.733333333333
399.97342,124.90825,1025.69174964438
399.97342,124.90825,991.901581027668
119.97342,85.0706,1008.67142857143
90.0,51.93183072,745.285314685315
399.97342,184.5906,1001.08525
204.0,23.9599614,649.7355
90.97342,134.3606,900.0595
139.0,166.9985,784.4972
399.97342,122.90607,1010.16931428571
124.0,164.1558,783.775
78.48,65.915,843.406979166667
149.795,70.8405,850.515625
200.0,131.586569,901.675
399.97342,121.3276,999.423390894819
399.97342,184.5906,983.57875
399.97342,122.90607,744.125714285714
129.0,151.689,787.583333333333
399.97342,135.9646,1027.82352941176
58.0,122.454,723.066666666667
399.97342,121.3276,1003.744
399.97342,121.3276,1001.29969230769
16.97342,192.981,931.114
399.97342,192.981,701.326666666667
399.9911,47.5466,1017.72116788321
399.97342,121.3276,739.505714285714
218.0,151.5084614,692.3625
399.97342,151.2596,1004.748
399.97342,192.981,736.017
139.97417,80.89568,992.64
8.0,40.2825,653.3
121.0,59.5345,655.866
181.0,65.9248414,652.659076533839
399.97342,128.2426,1010.99214285714
399.97342,188.3839,1012.66666666667
127.0,126.89477,865.89
34.97342,71.6206,1029.22
399.97342,192.981,1006.04
122.0,125.3163,1049.25
149.48,23.9455,860.876
30.0,171.8293,875.033333333333
399.97342,141.2506,1004.35261985853
399.97342,121.3276,1004.36523076923
399.97342,192.981,1006.16133333333
399.97342,96.4116,1008.48076923077
399.97342,122.90607,1006.2773193184
107.0,89.16,809.505882352941
149.97342,176.2176,892.6225
399.97342,121.3276,997.307221350079
399.97342,121.3276,1005.15995076544
399.97342,146.5006,996.107009345794
399.97342,128.2426,1014.76243296641
34.97342,191.2006,1037.305
79.0,92.382,780.813
399.97342,188.3839,993.319230769231
149.8195,101.89756,696.04025974026
68.0,34.21298,677.9925
134.0,146.8813,746.7
68.0,21.18,847.166666666667
399.97342,122.90607,1011.54071428571
399.97342,121.3276,1001.94764114462
139.88,114.89377,942.129166666667
104.0,120.8947519,1051.88095238095
99.97342,192.981,1006.17272727273
90.0,51.93183072,733.626666666667
399.97342,192.981,1004.616
429.97342,122.90607,1009.78428571429
127.0,126.89477,867.86
399.97342,188.3839,993.076653696498
399.97342,121.3276,738.357142857143
399.97342,158.9674,995.903076923077
399.97342,128.2426,1011.45764285714
399.97342,122.90607,1006.10758150114
399.97342,152.93481,1001.59230769231
0.0,0.0,708.2
399.97342,141.2506,737.051428571428
399.97342,122.90607,1004.31318181818
399.9911,47.5466,1006.93485714286
40.0,27.0876,1053.92857142857
399.97342,121.3276,1003.62307692308
399.97342,192.981,709.503076923077
399.97342,184.5906,1000.65491803279
399.97342,122.90607,1007.86857142857
399.97342,188.3839,991.521324503311
78.97342,122.90607,899.0475
399.97342,134.3606,1011.08571428571
31.0,85.58362,650.34
399.97342,188.3839,991.474117647059
56.795,148.88288,915.46
399.97342,151.2596,997.824164724165
399.97342,192.981,738.078
399.97342,79.9606,1018.22910447761
127.0,11.6815,661.494
399.97342,121.3276,991.244
399.97342,188.3839,982.4
399.97342,124.90825,967.966285714286
121.0,59.5345,668.995
135.0,181.406,799.417777777778
399.97342,192.981,1003.95579444153
78.48,23.115,849.75
399.97342,139.9533,977.441428571429
399.97342,192.981,1006.73333333333
2.0,18.7815,633.2496
399.97342,122.90607,1011.46157142857
399.97342,192.981,1006.82
119.97342,85.0706,1008.67142857143
399.97342,121.3276,1044.88666666667
399.97342,184.5906,1001.102875
133.0,13.494,779.233333333333
65.0,31.775,791.8664
119.0,67.8745,689.28
399.97342,122.90607,1010.70971428571
206.0,42.7414614,634.6116
16.48,9.94585000000001,777.9
133.0,13.494,779.233333333333
132.0,109.2415,732.925925925926
399.97342,122.90607,1006.1480866426
47.0,15.34,828.383
5.0,81.3804,802.56
399.97342,188.3839,685.25
53.97417,78.89968,1109.63486590038
399.97342,122.90607,1004.88022813688
53.48,130.0204,836.742857142857
399.97342,141.2506,1014.37442857143
82.0,98.2287,776.868
0.0,0.0,719.5
1.0,83.9493,818.433333333333
399.97342,122.90607,1012.30885714286
58.0,99.479,708.416666666667
399.97342,192.981,1006.56
399.97342,121.3276,1050.75263636364
399.97342,121.3276,1000.57286821705
30.0,9.28211999999999,789.95
10.97342,192.981,943.841
139.9911,164.4833,1044.27924528302
99.48,71.755,824.75
399.97342,151.2596,1000.33384615385
384.0,164.1558,784.215
30.0,180.2063,855.166666666667
399.97342,151.2596,1000.85594135802
399.97342,135.9646,1023.76265060241
399.795,70.8405,893.830571428571
181.0,65.9248414,653.425
399.97342,141.2506,735.328571428571
181.0,91.7284614,671.1234
399.97342,122.90607,1002.3828438949
399.97342,122.90607,1010.98542857143
134.0,164.1315,754.08
399.97342,122.90607,1011.71
399.97342,192.981,1005.97453333333
399.97342,142.92595,742.434285714286
399.97342,121.3276,991.758146964856
399.97342,121.3276,1003.62307692308
133.0,164.1315,784.72
135.0,156.448,739.557777777778
12.48,59.94547,769.271428571428
129.0,164.1558,784.253333333333
69.0,26.08965,542.882608695652
399.97342,121.3276,738.357142857143
138.48,22.11,831.221428571429
139.88,76.89515,947.7
93.97417,78.89968,1032.382
20.0,8.37700000000001,797.252
137.0,166.9985,731.733333333333
135.0,64.3535,691.19475862069
64.0,8.89,789.412121212121
399.97342,122.90607,790.19525
32.0,45.03938,659.269
399.97342,121.3276,989.431456154465
399.97342,148.93092,1004.45866666667
96.0,102.17762,718.7
429.97342,192.981,713.685
399.97342,121.3276,1009.48317329675
99.97342,192.981,1021.212
399.97342,184.5906,1001.05
399.97342,71.6206,997.042598187311
32.0,141.251088,736.979310344828
399.97342,124.90825,1006.64226361032
399.97342,121.3276,999.716433021807
399.97342,192.981,1005.93653333333
399.97342,141.2506,1005.98129136708
399.97342,135.9646,728.426428571428
206.0,42.7414614,651.066666666667
134.0,73.507,714.358620689655
399.97342,79.9606,1009.61923076923
399.97342,122.90607,1011.54071428571
399.97342,152.93481,998.462162162162
399.97342,121.3276,1003.81291314374
90.48,122.25448,879.345695364239
399.97342,192.981,723.562
78.764,56.646238,804.92
127.0,126.89477,863.10375
53.795,175.135,874.202272727273
0.0,0.0,1006.0
399.97342,134.3606,997.830769230769
399.97342,141.2506,999.337393328161
107.0,37.83547,589.442857142857
399.97342,121.3276,993.5447974583
139.0,89.3115,589.128571428571
133.0,196.389,778.496666666667
181.0,65.9248414,644.742
399.97342,192.981,737.0375
395.0,35.2382,733.74
399.97342,188.3839,806.25
54.0,33.79,719.05
47.0,92.382,564.288
399.97342,192.981,1011.10131061599
127.0,126.89477,867.86
399.97342,122.90607,1002.33438704703
210.0,54.533818,886.496
399.97342,135.9646,1030.45058823529
89.0,50.1285,677.792
149.97342,128.2426,886.485
60.0,28.0673,1014.8
78.97342,139.10806,909.533333333333
91.0,90.247,710.062
399.97342,192.981,735.969375
78.764,106.353238,787.82
399.97342,122.90607,1009.44142857143
44.0,31.775,791.92
399.97342,191.2006,700.5
0.0,0.0,759.1
90.8195,105.41206,1020.55171428571
234.97342,58.9222,925.075
399.97342,128.2426,993.385992217899
399.97342,121.3276,1006.40615384615
65.0,29.80415,620.7895
399.97342,184.5906,1013.85196850394
123.0,76.89515,895.471428571429
199.9723,55.9231968,993.61
399.97342,192.981,795.291428571428
399.97342,135.9646,1005.03846153846
399.97342,184.5906,1009.58875
92.3,98.2287,773.8816
79.0,92.382,774.70105
399.97342,157.0546,976.8
69.0,46.6827,806.32
2.0,73.893,701.675
134.0,181.406,772.222222222222
36.0,67.7685,671.375
399.48,31.093,844.21568627451
399.97342,128.2426,1010.28457142857
399.97342,192.981,715.45
399.795,148.88288,918.787375415282
399.97342,128.2426,1000.22757830405
57.795,60.84138,818.0
30.97417,36.9348,1025.8
399.97342,192.981,760.265833333333
33.0,65.47783,553.05
138.795,175.135,854.4
399.97342,184.5906,999.292993630573
399.97342,192.981,723.069
147.0,67.484,868.7
2.0,18.7815,635.463
399.97342,121.3276,1000.56165891473
399.97342,122.90607,1011.45607142857
33.0,81.3804,764.071818181818
399.97342,128.2426,1009.87428571429
399.97342,121.3276,1005.43928571429
53.795,60.84138,887.2
31.0,85.58362,619.4
399.97342,192.981,688.14380952381
399.97342,184.5906,1002.21581569116
399.97342,121.3276,738.825
32.0,45.03938,659.36
399.97342,122.90607,1011.43442857143
399.97342,192.981,1010.67715036113
399.97342,188.3839,716.113333333333
91.0,90.247,720.464
399.97342,121.3276,747.198601398601
58.0,56.17853,776.54
399.97342,122.90607,1011.46171428571
1.0,13.05853,541.1638
389.0,112.0305,722.775768535262
399.97342,192.981,1006.64666666667
399.97342,184.5906,1001.05
47.0,70.8185,817.71083
399.97342,135.9646,1030.61058823529
399.97342,141.2506,1034.42588235294
399.97342,128.2426,1008.81285714286
69.0,24.08747,545.325
129.0,156.448,788.716666666667
57.97342,192.981,1027.006
78.48,23.115,849.75
399.97342,121.3276,1050.68118181818
135.0,181.406,773.0
78.48,29.6228,780.061643835616
399.97342,121.3276,1000.01050583658
56.0,21.406,666.420925
399.97342,128.2426,1034.13412969283
399.97342,122.90607,1010.82
399.97342,192.981,760.250833333333
399.97342,122.90607,1007.39748283753
399.97342,128.2426,1008.80908571429
399.97342,128.2426,997.169230769231
54.0,20.19547,666.425
41.0,47.7266,866.4375
399.97342,192.981,1016.10084615385
137.0,110.81997,744.02
399.97342,195.1893,1138.99473684211
53.0,62.4054,800.38
134.0,146.8813,724.0368
64.0,8.89,788.6
0.0,0.0,1011.2
399.97342,151.2596,1001.86452859351
399.97342,192.981,702.146666666667
399.97342,192.981,1006.38666666667
134.0,147.261088,764.544827586207
133.0,13.494,798.266666666667
399.97342,158.9674,996.164615384615
4.0,80.413,789.392307692308
61.0,81.482,782.62
399.97342,167.8406,1009.00775193798
399.97342,141.2506,1000.91538461538
399.97342,192.981,737.0375
399.97342,192.981,1005.86666666667
11.0,6.94550000000001,693.475
399.97342,135.9646,1029.73258823529
124.0,164.1558,781.314
93.97417,78.89968,1032.494
399.97342,121.3276,1007.16373333333
399.97342,151.2596,979.141152263374
399.97342,191.2006,991.9125
399.97342,188.3839,977.351875
102.0,81.482,778.5208
84.97342,77.95206,978.328
34.97342,71.6206,1029.22
27.0,82.09538,777.433333333333
89.0,81.182805,584.046428571429
99.97342,121.3276,796.833333333333
399.97342,124.90825,996.616935985084
36.0,12.116,791.65
403.0,97.0572,776.966666666667
399.97342,121.3276,996.312598425197
399.97342,188.3839,988.637647058824
69.0,46.6827,804.35055387714
137.0,110.81997,710.42
399.97342,122.90607,736.942428571429
16.97342,192.981,931.458
399.97342,146.5006,999.9
399.97342,124.90825,1007.49857142857
147.0,24.6945,819.166666666667
399.97342,124.90825,1010.44309978769
2.0,18.7815,631.179
399.97342,152.93481,1000.56213760277
399.97342,122.90607,1012.82725337119
79.0,85.797,860.348
399.97342,192.981,1011.53121187289
69.0,46.6827,806.32
399.97342,122.90607,1011.67714285714
139.97342,57.925255,1201.30416666667
199.97342,24.0786,1064.72941176471
399.97342,124.90825,1007.75254285714
128.0,64.82088,680.052
399.97342,158.9674,982.238709677419
139.97342,57.925255,1199.34930747922
134.0,164.1315,760.892105263158
399.97342,121.3276,1004.33846153846
399.97342,121.3276,1002.18809891808
0.0,0.0,1006.0
399.97342,128.2426,738.028571428571
399.97342,121.3276,738.76
150.0,34.8436,799.964
399.97342,192.981,1007.77258687259
399.97342,121.3276,1002.87702702703
0.0,0.0,1085.7
399.97342,128.2426,986.079381443299
399.97342,192.981,701.172333333333
78.97342,122.90607,899.96475
401.0,38.1452,715.32
399.97342,121.3276,996.5738170347
399.97342,188.3839,1023.916
55.0,68.5468,707.05
32.0,45.03938,660.352
79.0,23.33,703.6
129.0,154.11932,788.4
399.97342,121.3276,1003.62307692308
399.97342,72.90645,998.9984
7.0,70.8185,653.764
399.97342,184.5906,1002.02211838006
399.97342,192.981,721.307
78.764,106.353238,791.2
399.97342,121.3276,996.486469673406
399.97342,184.5906,999.200148920328
181.0,65.9248414,653.832
33.0,97.32362,741.7
399.97342,157.0546,1001.78769230769
399.97342,122.90607,1011.56488571429
79.0,12.782,776.584
399.97342,191.2006,1001.92806476484
399.97342,192.981,1006.85986666667
399.97342,122.90607,1010.70971428571
133.0,13.494,785.684615384615
399.48,32.414,825.133333333333
119.0,44.5445,683.425
399.97342,192.981,1005.86666666667
116.0,85.149,766.117
78.48,77.0604519,766.335398230089
31.0,41.96488,654.637837837838
129.0,164.1558,783.983333333333
399.97342,191.2006,805.591
86.0,80.89568,872.518181818182
26.0,130.00638,661.1
399.97342,192.981,708.336363636364
399.97342,184.5906,1000.98734177215
399.97342,191.2006,740.135714285714
399.97342,170.2076,980.358108108108
399.97342,122.90607,1011.45452986568
99.97342,192.981,1016.72677484787
399.97342,192.981,1005.937
399.97342,128.2426,997.169230769231
50.0,67.9806,741.708333333333
204.0,45.6484614,673.005
53.97342,76.90698,667.204725
399.97342,141.2506,1014.66414285714
0.0,0.0,663.6
68.0,21.18,836.574257425743
399.97342,121.3276,997.888732394366
399.97342,192.981,1005.76133333333
399.97342,141.2506,1000.95230769231
399.97342,128.2426,649.877272727273
78.97342,122.90607,896.29575
