Key_0_0,housing,other_parties,job,Key_1_1
705,rent,guarantor,skilled,734
387,own,none,skilled,724
510,for free,none,skilled,424
243,own,none,high qualif/self emp/mgmt,358
389,own,co applicant,unskilled resident,263
919,own,none,skilled,704
880,own,none,unemp/unskilled non res,596
338,own,none,skilled,325
351,rent,none,skilled,401
313,own,none,high qualif/self emp/mgmt,164
217,own,guarantor,skilled,970
102,rent,none,high qualif/self emp/mgmt,675
857,own,none,unskilled resident,354
626,own,none,unskilled resident,833
502,own,none,unskilled resident,885
884,for free,none,skilled,147
669,rent,none,skilled,326
983,own,none,skilled,672
960,own,none,skilled,291
324,own,none,skilled,997
108,own,none,unskilled resident,138
129,own,none,skilled,226
128,own,none,unskilled resident,627
262,rent,none,high qualif/self emp/mgmt,740
93,rent,none,skilled,254
757,own,none,unskilled resident,249
383,own,guarantor,skilled,709
715,own,none,unskilled resident,557
328,rent,co applicant,unemp/unskilled non res,847
366,rent,co applicant,skilled,186
66,own,none,skilled,843
815,own,none,unskilled resident,37
194,own,guarantor,skilled,127
141,own,none,skilled,676
381,own,none,unskilled resident,615
577,rent,none,skilled,531
83,own,none,skilled,312
14,rent,none,high qualif/self emp/mgmt,174
165,own,none,high qualif/self emp/mgmt,207
246,own,none,skilled,469
937,own,none,unskilled resident,134
202,rent,none,skilled,396
699,own,none,skilled,528
53,own,none,skilled,168
980,for free,none,high qualif/self emp/mgmt,100
257,own,none,unskilled resident,992
746,own,none,unskilled resident,769
533,own,none,unskilled resident,696
619,rent,none,unskilled resident,80
443,own,none,high qualif/self emp/mgmt,440
96,own,none,skilled,465
612,own,none,unskilled resident,713
476,own,none,high qualif/self emp/mgmt,70
829,own,none,skilled,406
559,for free,none,skilled,167
801,own,none,skilled,846
