Key_1_1,personal_status,age,credit_history
229,male single,40.0,existing paid
393,male single,38.0,critical/other existing credit
891,male single,50.0,delayed previously
711,male single,27.0,critical/other existing credit
810,female div/dep/mar,39.0,existing paid
224,male single,41.0,existing paid
651,male mar/wid,27.0,critical/other existing credit
582,male div/sep,51.0,existing paid
640,male single,32.0,existing paid
575,female div/dep/mar,22.0,existing paid
568,male single,51.0,existing paid
373,female div/dep/mar,22.0,critical/other existing credit
313,male mar/wid,54.0,delayed previously
268,male single,35.0,existing paid
397,male single,54.0,critical/other existing credit
914,female div/dep/mar,48.0,critical/other existing credit
628,female div/dep/mar,24.0,critical/other existing credit
574,male single,35.0,critical/other existing credit
931,female div/dep/mar,24.0,existing paid
945,male single,24.0,existing paid
571,male mar/wid,26.0,existing paid
973,male single,65.0,critical/other existing credit
212,male single,55.0,all paid
311,female div/dep/mar,26.0,no credits/all paid
79,male mar/wid,26.0,existing paid
516,male mar/wid,28.0,existing paid
360,male single,24.0,critical/other existing credit
619,male single,54.0,existing paid
716,male single,46.0,existing paid
995,female div/dep/mar,54.0,delayed previously
618,male div/sep,62.0,existing paid
432,female div/dep/mar,24.0,critical/other existing credit
71,male div/sep,43.0,existing paid
41,male mar/wid,26.0,existing paid
451,male mar/wid,27.0,existing paid
62,male mar/wid,24.0,existing paid
292,male single,41.0,existing paid
533,male single,47.0,critical/other existing credit
809,male div/sep,35.0,critical/other existing credit
804,male mar/wid,30.0,critical/other existing credit
764,female div/dep/mar,33.0,critical/other existing credit
507,male single,36.0,no credits/all paid
985,male single,47.0,existing paid
448,male single,38.0,delayed previously
39,male single,44.0,delayed previously
364,female div/dep/mar,23.0,existing paid
728,male single,29.0,no credits/all paid
490,female div/dep/mar,42.0,existing paid
762,female div/dep/mar,25.0,existing paid
63,male single,48.0,no credits/all paid
322,female div/dep/mar,21.0,existing paid
277,female div/dep/mar,23.0,existing paid
55,male single,63.0,critical/other existing credit
955,male mar/wid,46.0,critical/other existing credit
759,male single,29.0,existing paid
237,male single,28.0,delayed previously
454,female div/dep/mar,23.0,existing paid
75,male single,50.0,all paid
586,male single,47.0,existing paid
789,male single,35.0,existing paid
698,male single,68.0,existing paid
413,male mar/wid,28.0,existing paid
442,male single,59.0,existing paid
790,male single,57.0,existing paid
660,male mar/wid,33.0,critical/other existing credit
264,male single,43.0,critical/other existing credit
579,male single,35.0,critical/other existing credit
132,male single,32.0,all paid
650,male single,45.0,delayed previously
819,male mar/wid,33.0,existing paid
738,female div/dep/mar,40.0,existing paid
166,male single,28.0,critical/other existing credit
484,female div/dep/mar,29.0,existing paid
661,male single,26.0,existing paid
612,male single,27.0,critical/other existing credit
276,male mar/wid,28.0,delayed previously
125,female div/dep/mar,35.0,existing paid
314,male single,32.0,critical/other existing credit
938,male single,25.0,existing paid
510,female div/dep/mar,20.0,existing paid
836,female div/dep/mar,27.0,existing paid
552,male single,42.0,critical/other existing credit
785,male single,37.0,existing paid
489,female div/dep/mar,24.0,existing paid
963,female div/dep/mar,40.0,delayed previously
779,male single,46.0,critical/other existing credit
474,male single,26.0,critical/other existing credit
802,female div/dep/mar,24.0,existing paid
363,male single,29.0,existing paid
73,female div/dep/mar,40.0,critical/other existing credit
332,male single,36.0,all paid
730,male single,28.0,existing paid
939,male single,27.0,existing paid
329,male single,36.0,critical/other existing credit
841,male single,38.0,existing paid
369,male div/sep,48.0,existing paid
209,male single,36.0,critical/other existing credit
108,female div/dep/mar,65.0,critical/other existing credit
670,male div/sep,43.0,existing paid
259,female div/dep/mar,53.0,existing paid
602,male single,34.0,critical/other existing credit
975,male single,23.0,existing paid
437,male single,34.0,critical/other existing credit
598,male single,40.0,all paid
927,male single,43.0,critical/other existing credit
274,male single,46.0,critical/other existing credit
61,male single,38.0,critical/other existing credit
453,male single,34.0,critical/other existing credit
547,male single,29.0,critical/other existing credit
935,male single,31.0,delayed previously
780,female div/dep/mar,28.0,existing paid
107,female div/dep/mar,35.0,critical/other existing credit
462,female div/dep/mar,33.0,existing paid
845,male single,42.0,existing paid
341,male single,43.0,critical/other existing credit
241,male div/sep,44.0,critical/other existing credit
488,male single,42.0,critical/other existing credit
741,male mar/wid,40.0,existing paid
97,male single,36.0,existing paid
32,male single,20.0,existing paid
625,male single,24.0,existing paid
652,male mar/wid,27.0,existing paid
965,female div/dep/mar,46.0,delayed previously
487,female div/dep/mar,33.0,existing paid
962,female div/dep/mar,34.0,delayed previously
763,female div/dep/mar,25.0,critical/other existing credit
685,female div/dep/mar,25.0,existing paid
827,male div/sep,28.0,existing paid
104,male single,31.0,all paid
204,female div/dep/mar,32.0,no credits/all paid
5,male single,32.0,existing paid
82,male single,68.0,existing paid
139,male div/sep,33.0,existing paid
492,male single,39.0,existing paid
969,female div/dep/mar,28.0,critical/other existing credit
889,male single,37.0,delayed previously
430,female div/dep/mar,22.0,existing paid
92,male single,30.0,existing paid
294,male div/sep,55.0,all paid
449,male single,46.0,all paid
11,female div/dep/mar,21.0,critical/other existing credit
865,male single,39.0,existing paid
198,male single,58.0,existing paid
782,male single,43.0,delayed previously
317,male single,24.0,existing paid
149,female div/dep/mar,22.0,existing paid
926,male single,30.0,critical/other existing credit
569,male single,42.0,critical/other existing credit
48,female div/dep/mar,23.0,existing paid
42,male single,30.0,delayed previously
287,female div/dep/mar,28.0,existing paid
958,male mar/wid,30.0,existing paid
560,male single,42.0,existing paid
159,male single,46.0,critical/other existing credit
610,male single,45.0,existing paid
758,male single,31.0,existing paid
761,male single,31.0,existing paid
182,male single,42.0,critical/other existing credit
734,female div/dep/mar,46.0,existing paid
724,female div/dep/mar,30.0,no credits/all paid
424,male single,30.0,all paid
358,male single,38.0,existing paid
263,male mar/wid,43.0,existing paid
704,male single,31.0,existing paid
596,male mar/wid,40.0,critical/other existing credit
325,male single,24.0,delayed previously
401,female div/dep/mar,28.0,existing paid
164,female div/dep/mar,26.0,existing paid
970,female div/dep/mar,29.0,existing paid
675,female div/dep/mar,57.0,critical/other existing credit
354,male single,49.0,critical/other existing credit
833,male single,37.0,critical/other existing credit
885,male single,45.0,existing paid
147,male single,30.0,existing paid
326,male mar/wid,30.0,critical/other existing credit
672,male div/sep,47.0,delayed previously
291,male single,29.0,existing paid
997,male single,35.0,existing paid
138,male mar/wid,22.0,existing paid
226,female div/dep/mar,26.0,existing paid
627,male single,23.0,critical/other existing credit
740,female div/dep/mar,54.0,existing paid
254,male mar/wid,29.0,existing paid
249,male single,40.0,critical/other existing credit
709,male single,22.0,existing paid
557,male single,43.0,existing paid
847,female div/dep/mar,29.0,all paid
186,male single,36.0,existing paid
843,female div/dep/mar,33.0,critical/other existing credit
37,female div/dep/mar,57.0,existing paid
127,female div/dep/mar,64.0,existing paid
676,male single,42.0,delayed previously
615,male single,47.0,delayed previously
531,male mar/wid,25.0,all paid
312,male single,49.0,critical/other existing credit
174,male single,33.0,existing paid
207,female div/dep/mar,28.0,existing paid
469,male single,26.0,existing paid
134,male single,30.0,critical/other existing credit
396,female div/dep/mar,25.0,critical/other existing credit
528,male div/sep,33.0,no credits/all paid
168,female div/dep/mar,64.0,existing paid
100,male single,29.0,existing paid
992,male single,48.0,critical/other existing credit
769,male single,37.0,critical/other existing credit
696,male single,34.0,all paid
80,male mar/wid,23.0,existing paid
440,male single,30.0,existing paid
465,male single,50.0,existing paid
713,female div/dep/mar,31.0,existing paid
70,male div/sep,40.0,existing paid
406,male single,38.0,existing paid
167,male single,23.0,existing paid
846,male single,27.0,critical/other existing credit
