Key_1_2,savings_status,purpose,credit_amount,duration,checking_status
511,no known savings,used car,5433.0,24.0,no checking
333,<100,business,806.0,15.0,<0
893,<100,radio/tv,1082.0,9.0,0<=X<200
907,<100,furniture/equipment,2788.0,15.0,no checking
113,<100,radio/tv,2930.0,12.0,0<=X<200
411,no known savings,education,1927.0,24.0,no checking
787,<100,new car,2820.0,36.0,0<=X<200
547,<100,retraining,937.0,24.0,no checking
41,<100,new car,1056.0,18.0,0<=X<200
133,<100,new car,3124.0,12.0,0<=X<200
350,<100,furniture/equipment,1388.0,9.0,no checking
2,<100,repairs,2384.0,36.0,0<=X<200
180,no known savings,new car,2133.0,12.0,no checking
603,<100,furniture/equipment,2039.0,18.0,<0
918,<100,new car,2799.0,9.0,<0
858,<100,furniture/equipment,1289.0,12.0,<0
686,<100,domestic appliance,1217.0,18.0,<0
68,<100,furniture/equipment,2246.0,12.0,<0
707,<100,radio/tv,385.0,12.0,<0
207,no known savings,new car,1965.0,24.0,0<=X<200
339,>=1000,business,1572.0,21.0,no checking
182,<100,new car,2718.0,24.0,0<=X<200
313,no known savings,other,1358.0,24.0,<0
771,100<=X<500,new car,931.0,6.0,0<=X<200
938,<100,new car,1442.0,24.0,<0
962,<100,business,4241.0,24.0,0<=X<200
217,<100,new car,2775.0,18.0,no checking
141,<100,business,3863.0,24.0,no checking
84,<100,radio/tv,2329.0,7.0,0<=X<200
439,<100,furniture/equipment,918.0,9.0,0<=X<200
87,<100,education,1837.0,24.0,0<=X<200
17,<100,furniture/equipment,3349.0,36.0,no checking
327,<100,furniture/equipment,1275.0,10.0,>=200
941,500<=X<1000,furniture/equipment,2828.0,24.0,<0
378,<100,business,4526.0,24.0,no checking
569,100<=X<500,radio/tv,2671.0,36.0,0<=X<200
767,<100,radio/tv,2051.0,18.0,no checking
314,no known savings,used car,1300.0,15.0,no checking
158,100<=X<500,domestic appliance,741.0,12.0,<0
541,100<=X<500,new car,1240.0,10.0,>=200
795,>=1000,radio/tv,3357.0,21.0,<0
122,<100,used car,3632.0,24.0,<0
467,<100,furniture/equipment,1808.0,18.0,no checking
385,no known savings,business,12204.0,48.0,0<=X<200
976,no known savings,radio/tv,9157.0,60.0,0<=X<200
375,<100,new car,3676.0,6.0,<0
587,100<=X<500,furniture/equipment,3441.0,30.0,0<=X<200
567,<100,new car,640.0,12.0,no checking
589,<100,business,3652.0,21.0,0<=X<200
881,<100,new car,1530.0,18.0,no checking
223,no known savings,business,3914.0,48.0,no checking
12,<100,furniture/equipment,1858.0,12.0,<0
663,<100,radio/tv,2600.0,18.0,<0
155,no known savings,radio/tv,1979.0,15.0,no checking
873,<100,furniture/equipment,2116.0,6.0,>=200
423,100<=X<500,new car,1437.0,9.0,0<=X<200
209,500<=X<1000,furniture/equipment,4042.0,42.0,no checking
805,no known savings,education,3832.0,9.0,no checking
540,<100,radio/tv,3660.0,24.0,<0
895,<100,furniture/equipment,1553.0,18.0,<0
647,no known savings,radio/tv,1444.0,15.0,0<=X<200
389,<100,furniture/equipment,1980.0,9.0,no checking
934,<100,new car,1355.0,24.0,0<=X<200
531,<100,education,1393.0,12.0,no checking
446,500<=X<1000,radio/tv,1376.0,24.0,no checking
418,<100,radio/tv,15653.0,60.0,no checking
255,<100,radio/tv,1493.0,12.0,no checking
571,<100,radio/tv,4370.0,42.0,<0
754,<100,education,750.0,18.0,<0
524,<100,repairs,1308.0,15.0,0<=X<200
769,100<=X<500,education,4623.0,15.0,no checking
104,<100,radio/tv,1851.0,24.0,no checking
237,<100,radio/tv,1880.0,18.0,<0
470,no known savings,business,7980.0,36.0,no checking
241,<100,furniture/equipment,4583.0,30.0,<0
675,500<=X<1000,new car,1386.0,12.0,no checking
98,<100,new car,947.0,24.0,>=200
368,<100,education,684.0,12.0,<0
991,<100,education,7476.0,48.0,<0
464,<100,furniture/equipment,1922.0,12.0,0<=X<200
330,<100,new car,2303.0,24.0,<0
228,100<=X<500,new car,8086.0,36.0,0<=X<200
636,<100,used car,2346.0,24.0,no checking
570,<100,new car,3973.0,14.0,<0
63,<100,new car,888.0,12.0,0<=X<200
753,no known savings,radio/tv,10222.0,48.0,no checking
548,<100,business,4221.0,30.0,0<=X<200
730,<100,furniture/equipment,6361.0,18.0,0<=X<200
345,<100,radio/tv,1297.0,12.0,>=200
183,no known savings,new car,900.0,12.0,<0
669,<100,furniture/equipment,2241.0,21.0,no checking
945,<100,furniture/equipment,1050.0,6.0,0<=X<200
682,<100,education,1047.0,6.0,>=200
720,<100,other,6314.0,24.0,no checking
528,>=1000,furniture/equipment,3496.0,30.0,0<=X<200
94,<100,business,3609.0,48.0,no checking
71,<100,new car,4843.0,12.0,<0
289,<100,radio/tv,3017.0,30.0,>=200
748,100<=X<500,business,4139.0,24.0,no checking
902,100<=X<500,business,5742.0,36.0,no checking
440,<100,new car,10366.0,60.0,no checking
814,500<=X<1000,new car,2080.0,6.0,no checking
718,500<=X<1000,business,2580.0,21.0,no checking
62,<100,radio/tv,4530.0,30.0,no checking
171,<100,furniture/equipment,5150.0,24.0,no checking
226,100<=X<500,radio/tv,5595.0,72.0,0<=X<200
478,<100,radio/tv,2384.0,24.0,<0
413,<100,radio/tv,1453.0,18.0,no checking
40,<100,education,1538.0,6.0,no checking
505,no known savings,radio/tv,2279.0,12.0,no checking
395,<100,radio/tv,1478.0,15.0,no checking
951,<100,radio/tv,5103.0,24.0,no checking
683,100<=X<500,business,9857.0,36.0,0<=X<200
239,no known savings,new car,6527.0,60.0,no checking
1,no known savings,radio/tv,1347.0,10.0,>=200
336,100<=X<500,new car,2862.0,36.0,0<=X<200
930,100<=X<500,radio/tv,2753.0,9.0,no checking
892,>=1000,new car,3651.0,12.0,<0
46,<100,furniture/equipment,975.0,15.0,<0
736,100<=X<500,repairs,2631.0,15.0,0<=X<200
852,100<=X<500,radio/tv,2896.0,24.0,0<=X<200
716,no known savings,new car,4716.0,6.0,<0
823,<100,radio/tv,2284.0,24.0,no checking
243,500<=X<1000,used car,1236.0,6.0,no checking
828,<100,radio/tv,1103.0,12.0,0<=X<200
503,<100,new car,926.0,12.0,no checking
39,<100,radio/tv,1800.0,18.0,no checking
205,<100,education,1905.0,15.0,>=200
668,500<=X<1000,furniture/equipment,1123.0,12.0,no checking
529,<100,used car,6331.0,48.0,<0
573,100<=X<500,radio/tv,1377.0,24.0,>=200
922,100<=X<500,business,2503.0,30.0,0<=X<200
326,<100,business,2528.0,27.0,0<=X<200
273,500<=X<1000,new car,5324.0,15.0,no checking
641,100<=X<500,new car,6560.0,48.0,0<=X<200
316,<100,furniture/equipment,2969.0,12.0,0<=X<200
119,<100,radio/tv,1206.0,9.0,0<=X<200
256,<100,radio/tv,2118.0,9.0,0<=X<200
89,500<=X<1000,radio/tv,629.0,18.0,no checking
495,<100,education,1198.0,6.0,<0
983,no known savings,used car,2476.0,21.0,no checking
393,<100,radio/tv,1138.0,9.0,<0
868,<100,new car,14027.0,60.0,0<=X<200
110,no known savings,used car,7596.0,30.0,no checking
134,no known savings,radio/tv,3077.0,30.0,no checking
723,<100,radio/tv,1505.0,18.0,no checking
412,no known savings,radio/tv,3148.0,24.0,>=200
4,100<=X<500,used car,6148.0,20.0,0<=X<200
318,<100,radio/tv,1337.0,9.0,>=200
408,>=1000,education,433.0,6.0,0<=X<200
260,<100,new car,1228.0,12.0,<0
621,500<=X<1000,radio/tv,790.0,9.0,0<=X<200
582,<100,new car,2570.0,27.0,no checking
85,>=1000,new car,250.0,6.0,no checking
485,500<=X<1000,radio/tv,1316.0,15.0,no checking
657,<100,radio/tv,1882.0,18.0,<0
666,<100,business,6416.0,48.0,0<=X<200
288,>=1000,business,1275.0,24.0,>=200
325,<100,radio/tv,6403.0,24.0,0<=X<200
798,<100,radio/tv,1987.0,24.0,<0
510,<100,radio/tv,760.0,8.0,0<=X<200
95,>=1000,used car,2603.0,24.0,no checking
624,<100,new car,3380.0,4.0,no checking
322,no known savings,domestic appliance,3990.0,36.0,0<=X<200
79,<100,used car,11560.0,24.0,0<=X<200
549,100<=X<500,new car,4380.0,18.0,<0
83,<100,new car,6761.0,6.0,no checking
136,100<=X<500,business,4280.0,30.0,0<=X<200
224,100<=X<500,new car,2325.0,24.0,<0
150,<100,radio/tv,1048.0,10.0,0<=X<200
522,no known savings,radio/tv,3160.0,21.0,no checking
883,500<=X<1000,furniture/equipment,2483.0,24.0,<0
888,no known savings,furniture/equipment,14179.0,39.0,<0
472,<100,business,1797.0,13.0,<0
469,<100,new car,2511.0,15.0,<0
955,<100,new car,1274.0,12.0,<0
704,no known savings,used car,5248.0,21.0,no checking
943,<100,used car,3029.0,15.0,no checking
101,<100,furniture/equipment,428.0,6.0,<0
132,<100,new car,976.0,18.0,<0
126,100<=X<500,business,841.0,12.0,0<=X<200
773,<100,radio/tv,5771.0,30.0,no checking
784,>=1000,repairs,1555.0,12.0,no checking
476,no known savings,new car,1285.0,24.0,<0
779,<100,new car,1299.0,6.0,>=200
715,no known savings,radio/tv,1271.0,15.0,>=200
146,<100,new car,1393.0,24.0,no checking
187,<100,new car,691.0,12.0,<0
82,no known savings,new car,5045.0,15.0,no checking
521,<100,furniture/equipment,2124.0,18.0,<0
577,<100,radio/tv,2214.0,12.0,<0
520,no known savings,new car,12680.0,21.0,no checking
989,100<=X<500,new car,2463.0,24.0,no checking
410,<100,radio/tv,1155.0,12.0,0<=X<200
831,<100,furniture/equipment,3108.0,30.0,<0
235,no known savings,used car,2901.0,10.0,no checking
21,<100,furniture/equipment,3617.0,12.0,0<=X<200
466,<100,radio/tv,1655.0,12.0,no checking
861,no known savings,used car,2812.0,24.0,<0
575,<100,education,8065.0,36.0,<0
29,<100,used car,3275.0,21.0,no checking
690,100<=X<500,radio/tv,2223.0,24.0,no checking
534,500<=X<1000,new car,1480.0,12.0,>=200
391,no known savings,new car,1371.0,24.0,<0
488,<100,new car,3535.0,36.0,no checking
455,<100,radio/tv,3509.0,18.0,<0
659,>=1000,used car,5711.0,36.0,no checking
584,<100,repairs,3872.0,18.0,0<=X<200
452,<100,radio/tv,4933.0,39.0,0<=X<200
121,>=1000,new car,1940.0,24.0,no checking
0,<100,retraining,1410.0,12.0,0<=X<200
804,100<=X<500,new car,836.0,12.0,0<=X<200
259,no known savings,used car,6468.0,20.0,0<=X<200
885,>=1000,business,1941.0,18.0,0<=X<200
851,500<=X<1000,radio/tv,2675.0,22.0,no checking
956,no known savings,used car,2751.0,48.0,no checking
340,<100,education,6224.0,48.0,0<=X<200
112,<100,education,5998.0,40.0,<0
546,<100,business,1188.0,21.0,0<=X<200
791,no known savings,used car,6313.0,24.0,no checking
245,no known savings,furniture/equipment,1221.0,6.0,no checking
950,<100,furniture/equipment,2892.0,24.0,>=200
911,500<=X<1000,furniture/equipment,3062.0,24.0,no checking
802,100<=X<500,furniture/equipment,2301.0,9.0,no checking
590,no known savings,used car,7511.0,18.0,<0
909,<100,furniture/equipment,1258.0,12.0,no checking
262,no known savings,new car,717.0,24.0,no checking
900,no known savings,new car,1549.0,9.0,0<=X<200
651,<100,education,1597.0,24.0,no checking
15,<100,radio/tv,1795.0,18.0,0<=X<200
699,<100,furniture/equipment,4272.0,20.0,<0
278,no known savings,radio/tv,976.0,12.0,no checking
611,no known savings,new car,7472.0,12.0,0<=X<200
117,<100,new car,9271.0,36.0,<0
343,<100,radio/tv,590.0,6.0,0<=X<200
853,no known savings,radio/tv,930.0,12.0,no checking
515,<100,used car,9283.0,42.0,0<=X<200
72,<100,new car,1778.0,15.0,0<=X<200
799,<100,business,907.0,8.0,0<=X<200
460,<100,radio/tv,484.0,6.0,0<=X<200
733,<100,used car,9629.0,36.0,<0
618,<100,domestic appliance,3051.0,48.0,<0
740,<100,new car,3931.0,48.0,<0
421,<100,new car,7432.0,36.0,0<=X<200
438,500<=X<1000,domestic appliance,1338.0,6.0,no checking
186,<100,radio/tv,1554.0,6.0,no checking
564,<100,other,15857.0,36.0,<0
711,<100,radio/tv,1345.0,18.0,<0
388,<100,new car,1101.0,12.0,no checking
447,<100,radio/tv,3016.0,12.0,>=200
427,<100,furniture/equipment,2712.0,36.0,<0
514,<100,new car,731.0,8.0,<0
623,<100,furniture/equipment,3780.0,18.0,no checking
921,<100,new car,1602.0,21.0,<0
782,<100,new car,3966.0,18.0,<0
206,<100,business,4165.0,18.0,no checking
626,no known savings,used car,8335.0,36.0,<0
579,no known savings,business,6681.0,48.0,0<=X<200
875,500<=X<1000,business,2375.0,24.0,no checking
190,<100,new car,1216.0,18.0,<0
496,<100,business,11816.0,45.0,<0
493,no known savings,radio/tv,5084.0,24.0,0<=X<200
756,<100,radio/tv,2327.0,15.0,>=200
612,<100,new car,1082.0,12.0,<0
650,no known savings,radio/tv,886.0,12.0,no checking
971,<100,furniture/equipment,601.0,4.0,no checking
654,<100,used car,2957.0,24.0,<0
705,<100,radio/tv,2611.0,24.0,no checking
371,<100,furniture/equipment,5179.0,36.0,<0
459,<100,used car,2993.0,21.0,no checking
926,<100,repairs,1943.0,18.0,no checking
914,<100,business,1559.0,24.0,no checking
166,<100,furniture/equipment,3422.0,18.0,no checking
196,no known savings,furniture/equipment,3976.0,21.0,0<=X<200
250,no known savings,new car,6761.0,18.0,no checking
972,<100,new car,1249.0,24.0,no checking
742,<100,radio/tv,1364.0,9.0,<0
384,<100,radio/tv,709.0,12.0,<0
353,<100,new car,2235.0,20.0,<0
557,no known savings,used car,4042.0,24.0,no checking
947,<100,radio/tv,1471.0,15.0,no checking
694,<100,new car,1442.0,18.0,<0
168,<100,new car,10875.0,36.0,no checking
562,100<=X<500,new car,1474.0,24.0,no checking
358,no known savings,retraining,894.0,10.0,no checking
876,<100,furniture/equipment,3343.0,15.0,no checking
837,<100,new car,3959.0,15.0,<0
463,100<=X<500,new car,3577.0,9.0,no checking
244,>=1000,used car,5804.0,24.0,no checking
342,<100,business,2169.0,18.0,no checking
135,<100,radio/tv,2439.0,24.0,<0
35,>=1000,furniture/equipment,4526.0,27.0,no checking
36,<100,furniture/equipment,2210.0,10.0,no checking
949,500<=X<1000,furniture/equipment,2221.0,15.0,no checking
653,<100,radio/tv,2389.0,18.0,<0
916,<100,furniture/equipment,3331.0,12.0,no checking
899,no known savings,business,7409.0,36.0,no checking
967,<100,furniture/equipment,652.0,12.0,<0
525,500<=X<1000,furniture/equipment,7678.0,36.0,no checking
131,<100,new car,1343.0,6.0,>=200
213,100<=X<500,business,1382.0,24.0,<0
685,no known savings,domestic appliance,874.0,15.0,no checking
555,<100,furniture/equipment,3590.0,12.0,<0
777,>=1000,new car,1322.0,11.0,0<=X<200
869,<100,radio/tv,1940.0,18.0,<0
961,<100,radio/tv,3595.0,36.0,no checking
492,<100,new car,1422.0,9.0,<0
929,no known savings,radio/tv,6742.0,30.0,no checking
61,<100,used car,7814.0,24.0,no checking
813,no known savings,used car,9277.0,24.0,no checking
301,no known savings,new car,2181.0,30.0,0<=X<200
97,<100,radio/tv,1098.0,18.0,no checking
70,<100,furniture/equipment,4057.0,24.0,0<=X<200
698,<100,education,795.0,12.0,<0
592,no known savings,business,2825.0,24.0,0<=X<200
54,<100,business,15672.0,48.0,0<=X<200
100,<100,new car,6614.0,36.0,no checking
610,no known savings,used car,7824.0,28.0,no checking
400,<100,business,2442.0,27.0,<0
762,<100,radio/tv,1829.0,15.0,no checking
952,<100,new car,2171.0,12.0,<0
632,<100,used car,5800.0,36.0,0<=X<200
996,no known savings,radio/tv,1169.0,18.0,no checking
994,no known savings,used car,8947.0,36.0,no checking
276,<100,radio/tv,2606.0,21.0,<0
179,>=1000,furniture/equipment,1592.0,12.0,no checking
613,no known savings,furniture/equipment,2186.0,15.0,no checking
487,<100,furniture/equipment,4153.0,18.0,<0
630,<100,new car,2625.0,16.0,<0
719,no known savings,new car,3485.0,20.0,no checking
116,no known savings,used car,10477.0,36.0,no checking
614,no known savings,radio/tv,1386.0,15.0,no checking
691,<100,radio/tv,1278.0,24.0,no checking
908,<100,radio/tv,1107.0,12.0,<0
523,no known savings,new car,3763.0,21.0,<0
251,no known savings,education,3711.0,36.0,0<=X<200
701,<100,used car,3594.0,15.0,no checking
844,no known savings,new car,3195.0,9.0,0<=X<200
998,<100,radio/tv,4454.0,36.0,no checking
34,<100,furniture/equipment,4736.0,24.0,0<=X<200
197,no known savings,radio/tv,2991.0,30.0,0<=X<200
509,>=1000,business,2142.0,11.0,no checking
56,<100,business,3161.0,24.0,<0
928,<100,other,18424.0,48.0,0<=X<200
279,100<=X<500,used car,2848.0,10.0,no checking
713,<100,new car,14896.0,6.0,<0
891,100<=X<500,furniture/equipment,2359.0,24.0,<0
108,<100,furniture/equipment,3345.0,24.0,<0
192,<100,furniture/equipment,1817.0,18.0,no checking
732,500<=X<1000,radio/tv,12749.0,48.0,no checking
307,<100,radio/tv,1366.0,9.0,<0
846,<100,new car,2002.0,12.0,0<=X<200
764,<100,furniture/equipment,6872.0,24.0,<0
266,<100,new car,697.0,12.0,<0
453,<100,furniture/equipment,1049.0,18.0,<0
504,<100,used car,10297.0,48.0,<0
635,no known savings,radio/tv,1867.0,30.0,no checking
725,<100,new car,1344.0,12.0,<0
18,<100,furniture/equipment,1747.0,24.0,<0
373,<100,radio/tv,1670.0,9.0,0<=X<200
338,<100,new car,1224.0,9.0,no checking
59,500<=X<1000,radio/tv,522.0,12.0,no checking
997,<100,radio/tv,1498.0,12.0,<0
491,100<=X<500,radio/tv,1919.0,30.0,0<=X<200
794,<100,radio/tv,745.0,9.0,>=200
608,<100,radio/tv,2063.0,6.0,0<=X<200
687,<100,education,6288.0,60.0,0<=X<200
678,no known savings,used car,6842.0,24.0,no checking
474,no known savings,new car,3527.0,12.0,no checking
863,<100,new car,1546.0,10.0,no checking
169,no known savings,furniture/equipment,929.0,24.0,no checking
743,<100,new car,1455.0,4.0,no checking
689,<100,furniture/equipment,1845.0,15.0,<0
60,500<=X<1000,new car,8358.0,48.0,0<=X<200
489,500<=X<1000,furniture/equipment,3349.0,24.0,<0
484,no known savings,new car,2859.0,12.0,no checking
749,<100,furniture/equipment,1533.0,18.0,no checking
857,100<=X<500,radio/tv,3621.0,24.0,no checking
369,<100,business,3590.0,18.0,0<=X<200
199,<100,business,2145.0,36.0,<0
780,500<=X<1000,used car,4113.0,24.0,0<=X<200
51,<100,furniture/equipment,10974.0,36.0,no checking
490,<100,new car,1893.0,12.0,<0
77,>=1000,radio/tv,1231.0,24.0,<0
444,no known savings,radio/tv,3656.0,30.0,>=200
561,<100,radio/tv,1154.0,9.0,0<=X<200
508,<100,new car,4006.0,28.0,<0
201,100<=X<500,furniture/equipment,3069.0,24.0,0<=X<200
581,<100,radio/tv,1740.0,6.0,no checking
507,<100,new car,2353.0,21.0,0<=X<200
398,no known savings,new car,3556.0,15.0,no checking
204,500<=X<1000,radio/tv,2397.0,24.0,no checking
910,<100,repairs,454.0,6.0,0<=X<200
880,no known savings,radio/tv,1715.0,30.0,0<=X<200
518,500<=X<1000,radio/tv,2520.0,27.0,0<=X<200
346,<100,radio/tv,3568.0,15.0,no checking
458,no known savings,radio/tv,7166.0,42.0,no checking
940,<100,new car,3939.0,11.0,<0
811,100<=X<500,repairs,1514.0,15.0,0<=X<200
498,<100,new car,7393.0,24.0,no checking
648,<100,new car,1193.0,24.0,<0
80,<100,business,7297.0,60.0,<0
695,<100,radio/tv,2831.0,30.0,no checking
441,500<=X<1000,radio/tv,1258.0,24.0,>=200
157,<100,radio/tv,753.0,6.0,0<=X<200
128,no known savings,business,2427.0,18.0,0<=X<200
88,<100,new car,2538.0,24.0,no checking
211,100<=X<500,new car,1264.0,15.0,0<=X<200
397,<100,furniture/equipment,8386.0,30.0,0<=X<200
328,<100,business,4844.0,48.0,no checking
596,100<=X<500,new car,2923.0,21.0,>=200
835,<100,used car,8229.0,36.0,<0
676,<100,furniture/equipment,2028.0,24.0,no checking
242,<100,furniture/equipment,1433.0,15.0,<0
164,<100,business,6289.0,42.0,>=200
735,100<=X<500,radio/tv,1409.0,13.0,no checking
903,<100,used car,6579.0,24.0,<0
644,<100,radio/tv,1743.0,24.0,0<=X<200
829,no known savings,education,3565.0,12.0,no checking
198,100<=X<500,radio/tv,1569.0,15.0,no checking
348,no known savings,radio/tv,1936.0,18.0,<0
31,<100,furniture/equipment,3959.0,36.0,<0
394,no known savings,new car,2390.0,12.0,no checking
783,<100,furniture/equipment,1736.0,12.0,no checking
479,<100,used car,3857.0,30.0,<0
481,<100,radio/tv,804.0,12.0,no checking
808,<100,radio/tv,1845.0,45.0,<0
672,100<=X<500,used car,4576.0,45.0,0<=X<200
