caliper,customer,ink_pct,paper_mill_location,plating_tank,solvent_pct,timestamp,unit_number
0.233,ames,52.6,?,1910,36.9,19910915,2.0
0.2,wards,58.8,?,1910,41.2,19910802,9.0
0.2,bestprod,58.8,?,1910,41.2,19910719,2.0
0.2,wards,58.8,?,1910,41.2,19910729,2.0
0.283,bestprod,58.8,?,1910,41.2,19910729,9.0
0.2,gurney,58.8,?,1911,41.2,19911209,9.0
0.2,childcraft,59.0,?,1911,41.0,19920105,2.0
0.2,modmat,56.8,?,1910,43.2,19920115,2.0
0.2,modmat,51.0,?,1911,40.8,19920114,2.0
0.2,modmat,51.0,?,1911,40.8,19920110,2.0
?,toysrus,53.2,?,1910,42.5,19911104,2.0
?,toysrus,53.2,?,1910,42.5,19911103,2.0
0.3,toysrus,53.2,?,1911,42.5,19911102,2.0
0.2,tvguide,52.6,?,1911,36.9,19911203,7.0
0.3,burdines,58.8,?,1911,41.2,19910920,2.0
0.217,sheplers,50.0,?,1911,40.0,19910822,7.0
0.2,kidsrus,58.8,?,1910,41.2,19920220,2.0
0.2,uscav,47.2,?,1911,42.4,19910724,2.0
0.3,colortile,58.8,?,1910,41.2,19910917,2.0
0.2,colortile,58.8,?,1910,41.2,19920205,9.0
0.267,childcraft,58.8,?,1911,41.2,19910810,7.0
0.267,sheplers,58.8,?,1910,41.2,19910817,7.0
0.2,uscav,54.9,?,1911,38.5,19910724,7.0
0.2,kmart,58.1,?,1910,41.9,19920208,7.0
0.2,kmart,58.1,?,1911,41.9,19920207,7.0
0.25,tvguide,51.0,?,1910,35.7,19910730,2.0
0.233,bestprod,,?,1910,,19920408,2.0
0.3,guideposts,,?,1911,,19920402,7.0
?,kmart,,?,1911,,19920317,7.0
0.3,penney,,?,1910,,19920402,9.0
0.2,woolworth,,?,1910,,19920405,9.0
0.25,roses,,?,1910,,19920416,2.0
0.267,roses,,?,1910,,19920326,2.0
0.2,roses,,?,1910,,19920320,2.0
?,toysrus,,?,1911,,19920515,10.0
0.233,target,,?,1911,,19920523,2.0
0.3,target,,?,1910,,19920529,9.0
0.3,cvs,,?,1911,,19920530,2.0
0.3,cvs,,?,1910,,19920531,2.0
0.3,toysrus,,?,1910,,19920603,2.0
0.267,target,,?,1910,,19920610,1.0
0.3,kmart,,?,1910,,19920705,7.0
0.3,modmat,,?,1911,,19920709,9.0
0.333,homeshop,,?,1910,,19920808,2.0
0.233,kmart,,?,1910,,19920822,2.0
0.300,hanoverhouse,,?,1910,,19920826,9.0
0.333,kmart,,?,1911,,19920911,7.0
0.300,kmart,,?,1911,,19920915,7.0
0.267,kmart,,?,1911,,19920918,7.0
0.300,kmart,,?,?,,19920920,7.0
0.367,homeshopping,,?,1911,,19920712,2.0
0.200,bestprod,,?,1911,,19921001,2.0
0.367,venture,,?,1911,,19921004,7.0
0.300,homeshop,,?,1910,,19921125,2.0
0.300,homeshop,,?,1910,,19921129,2.0
0.300,modmat,,?,1911,,19930113,2.0
0.300,target,,?,1910,,19930205,2.0
0.333,jfk,,?,1910,,19930217,7.0
0.300,colorfulimage,,?,1911,,19930219,7.0
0.300,bestprod,,?,1911,,19930227,2.0
.200,kmart,,?,1910,,19930309,7.0
0.233,toysrus,,?,1910,,19930407,2.0
0.200,eckerds,,?,1910,,19930421,2.0
0.200,modmat,,?,1911,,19930514,2.0
0.300,kmart,,?,1911,,19930624,2.0
0.300,kmart,,?,1911,,19930906,2.0
0.300,modmat,,?,1911,,19930908,2.0
0.200,toysrus,,?,1911,,19930915,2.0
0.200,homeshop,,?,1911,,19930916,9.0
0.200,toysrus,,?,1910,,19930928,9.0
0.267,jcp,,?,1911,,19931008,7.0
?,walmart,,?,1911,,19940904,2.0
?,kmart,,?,1910,,19941004,2.0
?,eckerd,,?,1911,,19941001,2.0
?,eckerd,,?,1911,,19940927,9.0
0.300,kmart,,?,1910,,19941007,2.0
?,kmart,,?,1910,,19941005,9.0
0.200,best,,?,1910,,19941009,1.0
0.300,kmart,,?,1910,,19941009,2.0
0.267,kmart,,?,1910,,19941010,2.0
0.200,best,,?,1910,,19941010,1.0
