Key_0_0,totalFixDur,prevFixDur,nextFixDur,Key_1_1
2006,299.0,199.0,299.0,3849
6235,179.0,99.0,338.0,5093
4256,139.0,199.0,99.0,1197
1094,179.0,199.0,219.0,4841
356,179.0,99.0,139.0,98
4350,80.0,298.0,219.0,4185
2834,139.0,219.0,159.0,1503
985,139.0,199.0,139.0,5043
7268,139.0,159.0,100.0,3797
4632,258.0,99.0,99.0,6245
286,80.0,139.0,99.0,801
4654,258.0,139.0,199.0,2184
2201,179.0,259.0,298.0,1913
6244,199.0,159.0,179.0,1055
7379,99.0,99.0,258.0,6695
3710,99.0,179.0,139.0,7019
2425,478.0,140.0,219.0,1543
3684,80.0,139.0,139.0,5844
1201,119.0,139.0,139.0,2508
3950,179.0,139.0,159.0,270
6887,259.0,199.0,279.0,6566
4606,99.0,239.0,119.0,5336
253,159.0,139.0,119.0,50
2712,359.0,199.0,199.0,6756
4298,159.0,99.0,99.0,4223
3664,259.0,159.0,179.0,7572
4,378.0,159.0,99.0,3264
4928,199.0,139.0,199.0,4920
1365,179.0,179.0,159.0,7485
1852,218.0,99.0,179.0,534
622,239.0,179.0,239.0,1596
1922,199.0,139.0,139.0,4071
2198,258.0,238.0,139.0,831
2450,179.0,199.0,199.0,5145
5627,219.0,99.0,239.0,6983
1314,99.0,159.0,139.0,5909
2653,160.0,219.0,219.0,7099
1023,139.0,99.0,99.0,6535
4910,278.0,99.0,179.0,388
7169,179.0,139.0,119.0,4992
3257,238.0,99.0,219.0,4186
5721,139.0,199.0,278.0,4638
136,119.0,80.0,80.0,4120
826,159.0,0.0,279.0,5680
4270,358.0,179.0,119.0,1518
332,139.0,80.0,99.0,2308
4778,20.0,140.0,139.0,6749
4567,238.0,199.0,239.0,3746
7527,159.0,119.0,99.0,6894
6732,80.0,80.0,139.0,5154
1225,179.0,199.0,298.0,7461
5923,179.0,179.0,179.0,5103
4275,99.0,0.0,258.0,3764
5991,139.0,80.0,139.0,230
3177,278.0,99.0,80.0,2654
3330,80.0,99.0,80.0,2630
6211,179.0,80.0,80.0,6570
6903,199.0,139.0,99.0,3504
2621,139.0,80.0,159.0,932
5607,278.0,80.0,80.0,5226
55,99.0,99.0,199.0,5287
4447,198.0,99.0,119.0,1418
893,159.0,139.0,199.0,4882
3402,239.0,99.0,139.0,4261
3845,438.0,219.0,199.0,4083
3112,179.0,159.0,139.0,705
6856,119.0,159.0,80.0,1858
1310,159.0,238.0,80.0,1440
3851,179.0,80.0,179.0,1469
7441,239.0,80.0,99.0,7299
6445,179.0,279.0,179.0,2199
5012,139.0,179.0,258.0,4826
2121,199.0,199.0,99.0,6677
3682,219.0,20.0,259.0,414
3405,338.0,99.0,80.0,317
6024,219.0,0.0,139.0,419
4064,278.0,159.0,159.0,7171
1359,119.0,219.0,219.0,5405
6839,139.0,80.0,119.0,473
1627,358.0,258.0,100.0,6805
215,199.0,179.0,179.0,3700
5226,100.0,139.0,99.0,3134
4587,199.0,80.0,119.0,714
3012,80.0,99.0,99.0,2070
5995,99.0,358.0,139.0,7373
443,159.0,100.0,99.0,2430
1073,258.0,80.0,99.0,3916
6686,99.0,159.0,179.0,6975
3775,298.0,179.0,119.0,304
4919,419.0,279.0,319.0,1139
578,100.0,139.0,139.0,3843
4699,99.0,139.0,179.0,3688
5129,259.0,219.0,238.0,5822
3097,179.0,99.0,119.0,2024
5148,198.0,199.0,219.0,2392
6911,99.0,80.0,159.0,4577
4051,80.0,99.0,80.0,7464
6543,80.0,0.0,80.0,3804
7467,139.0,139.0,159.0,490
1132,139.0,80.0,338.0,1651
2982,99.0,80.0,159.0,2460
956,298.0,159.0,139.0,4801
6999,99.0,119.0,139.0,7330
3997,159.0,100.0,179.0,6872
1581,239.0,139.0,278.0,5008
2769,160.0,119.0,139.0,4151
3078,219.0,20.0,20.0,5023
2023,299.0,179.0,179.0,1022
6506,139.0,119.0,298.0,1948
4700,418.0,359.0,199.0,5469
7015,219.0,159.0,99.0,3667
287,139.0,99.0,99.0,2157
202,200.0,20.0,259.0,825
5099,80.0,99.0,199.0,5972
2342,179.0,99.0,258.0,5770
1100,199.0,0.0,99.0,4753
7444,298.0,258.0,159.0,1176
4497,159.0,199.0,119.0,1212
3336,119.0,119.0,99.0,6839
1031,139.0,258.0,179.0,4719
1829,199.0,179.0,139.0,4488
651,179.0,99.0,139.0,2324
2843,278.0,99.0,179.0,1661
5147,100.0,219.0,139.0,5274
743,99.0,139.0,239.0,2514
225,279.0,179.0,418.0,1592
5886,179.0,159.0,139.0,3345
633,99.0,100.0,99.0,5377
5992,99.0,159.0,219.0,2285
1613,199.0,20.0,319.0,5618
6991,99.0,159.0,119.0,4282
2966,179.0,219.0,80.0,222
270,100.0,199.0,319.0,6054
6059,139.0,179.0,239.0,4721
7152,119.0,99.0,119.0,2067
3026,199.0,80.0,179.0,4087
5541,179.0,179.0,179.0,556
7167,139.0,0.0,219.0,4197
1433,219.0,239.0,119.0,7526
4340,179.0,219.0,179.0,3594
1979,100.0,139.0,99.0,2309
1021,99.0,100.0,139.0,3374
1467,139.0,100.0,139.0,1241
3788,239.0,0.0,99.0,37
2716,358.0,199.0,279.0,7359
7532,119.0,80.0,119.0,331
1277,179.0,179.0,179.0,6149
5079,278.0,159.0,159.0,4813
2329,239.0,438.0,160.0,1783
6154,278.0,278.0,179.0,3351
6387,99.0,119.0,80.0,171
2157,119.0,159.0,119.0,6819
1729,179.0,80.0,219.0,7212
776,219.0,139.0,119.0,7410
6799,199.0,99.0,139.0,894
4382,139.0,179.0,199.0,3973
2083,538.0,239.0,20.0,464
3370,139.0,99.0,199.0,1655
5802,219.0,179.0,139.0,6766
6765,238.0,219.0,199.0,6159
5339,199.0,139.0,298.0,6670
3395,219.0,179.0,259.0,7061
6593,199.0,199.0,278.0,5363
4594,219.0,139.0,99.0,113
699,179.0,99.0,139.0,3433
4850,318.0,179.0,238.0,3854
5672,219.0,139.0,119.0,6822
3928,139.0,80.0,139.0,4541
4130,80.0,80.0,159.0,4722
1952,99.0,80.0,99.0,2646
3552,199.0,119.0,119.0,2741
241,119.0,239.0,139.0,3300
2503,119.0,298.0,159.0,3409
5181,119.0,80.0,139.0,6582
645,319.0,319.0,279.0,5
4304,199.0,159.0,159.0,1989
3006,258.0,179.0,139.0,4427
1142,219.0,159.0,199.0,1895
2893,139.0,80.0,99.0,530
6783,338.0,179.0,119.0,688
197,139.0,99.0,99.0,338
1918,299.0,99.0,159.0,4378
2249,80.0,179.0,80.0,2085
4834,99.0,99.0,139.0,5677
7195,119.0,119.0,139.0,2027
2229,199.0,238.0,139.0,6065
6604,99.0,179.0,259.0,1523
1839,119.0,278.0,179.0,6443
1420,199.0,219.0,199.0,4424
22,676.0,139.0,119.0,423
4379,160.0,20.0,20.0,2270
1584,218.0,0.0,159.0,1916
7313,80.0,179.0,258.0,2506
7198,199.0,258.0,278.0,3741
914,199.0,119.0,100.0,3201
3711,179.0,279.0,239.0,1753
304,238.0,99.0,139.0,3366
5787,258.0,99.0,139.0,1920
5098,338.0,119.0,139.0,3870
1683,219.0,119.0,259.0,3860
5711,278.0,179.0,139.0,4752
6181,199.0,119.0,179.0,2617
6516,139.0,179.0,238.0,3947
2162,199.0,99.0,557.0,4330
122,239.0,179.0,179.0,475
3861,199.0,199.0,319.0,4196
1320,159.0,119.0,278.0,6188
5588,179.0,199.0,179.0,3030
958,298.0,139.0,99.0,3031
1209,119.0,179.0,80.0,4075
680,199.0,258.0,119.0,4205
5386,199.0,159.0,179.0,7057
864,139.0,199.0,179.0,4639
7482,715.0,139.0,0.0,184
3793,80.0,99.0,99.0,575
3540,99.0,99.0,99.0,2665
3947,398.0,139.0,179.0,4406
4639,219.0,140.0,458.0,6859
3535,139.0,80.0,100.0,957
2207,318.0,99.0,219.0,3492
4580,119.0,80.0,139.0,5454
7405,298.0,179.0,139.0,3047
5183,239.0,159.0,238.0,7456
7443,399.0,339.0,179.0,1044
3752,239.0,239.0,119.0,4729
6785,180.0,239.0,518.0,178
554,119.0,139.0,80.0,4442
5633,379.0,159.0,279.0,3485
3122,119.0,139.0,199.0,2017
2171,80.0,99.0,179.0,788
1600,358.0,159.0,139.0,988
2069,179.0,238.0,179.0,1743
4358,338.0,159.0,338.0,796
6727,199.0,199.0,179.0,3024
537,139.0,100.0,119.0,6222
257,139.0,219.0,80.0,6332
2213,179.0,179.0,139.0,1995
4870,139.0,119.0,139.0,5391
6354,199.0,139.0,179.0,6092
3206,80.0,179.0,159.0,907
7316,219.0,139.0,219.0,1570
4330,139.0,139.0,119.0,1548
3050,139.0,179.0,258.0,5394
1996,239.0,139.0,199.0,1706
2021,358.0,139.0,298.0,4605
1062,139.0,159.0,139.0,5552
2573,119.0,258.0,139.0,403
882,179.0,179.0,179.0,5026
4418,239.0,179.0,99.0,5069
2480,139.0,199.0,139.0,5209
2713,618.0,279.0,20.0,6666
2100,99.0,99.0,159.0,5202
4395,199.0,159.0,139.0,3961
1316,199.0,140.0,199.0,3027
5312,359.0,199.0,319.0,7537
2003,259.0,438.0,299.0,6085
3736,159.0,179.0,80.0,7190
1813,100.0,278.0,238.0,5283
1336,219.0,219.0,179.0,6040
4745,139.0,119.0,219.0,2758
364,139.0,258.0,99.0,4652
1241,119.0,80.0,119.0,6642
4442,179.0,139.0,99.0,3342
6426,219.0,199.0,219.0,3050
2128,80.0,159.0,199.0,3731
7070,179.0,99.0,99.0,5261
3660,119.0,119.0,179.0,6390
6774,616.0,437.0,258.0,7172
7213,99.0,0.0,179.0,5950
1517,298.0,159.0,139.0,792
1702,219.0,139.0,219.0,6556
4939,159.0,80.0,179.0,6551
972,100.0,0.0,359.0,6193
1714,299.0,179.0,80.0,1957
1903,219.0,159.0,139.0,2931
2626,298.0,99.0,99.0,6765
6107,199.0,80.0,159.0,1820
1746,99.0,119.0,119.0,4234
5317,100.0,99.0,199.0,4082
2317,139.0,99.0,179.0,6635
2090,299.0,20.0,279.0,2066
1135,159.0,437.0,258.0,6808
7298,358.0,219.0,179.0,5530
2113,159.0,219.0,219.0,2497
245,139.0,80.0,80.0,6278
5227,258.0,99.0,139.0,2616
1261,239.0,20.0,20.0,6534
7060,219.0,179.0,99.0,6689
206,100.0,199.0,139.0,1040
4169,139.0,99.0,139.0,5321
4457,99.0,99.0,159.0,1773
2666,379.0,339.0,239.0,2303
7137,80.0,99.0,99.0,4787
6401,179.0,0.0,99.0,1433
1992,198.0,119.0,119.0,2897
6625,99.0,80.0,139.0,5281
5698,219.0,119.0,99.0,3565
1383,239.0,99.0,179.0,1884
3839,139.0,119.0,159.0,568
6844,139.0,80.0,99.0,4403
3144,179.0,239.0,179.0,5491
6379,80.0,159.0,199.0,249
6191,179.0,219.0,219.0,4144
7392,99.0,119.0,99.0,420
3123,318.0,119.0,100.0,6864
7211,139.0,99.0,199.0,3846
5273,139.0,99.0,100.0,6302
5049,219.0,319.0,339.0,6521
6446,358.0,80.0,159.0,6557
737,199.0,258.0,179.0,3522
5888,139.0,338.0,238.0,1745
4104,238.0,99.0,99.0,2046
6779,338.0,139.0,119.0,4774
1377,119.0,99.0,278.0,1584
3949,278.0,159.0,99.0,5361
2908,278.0,258.0,278.0,5543
4898,199.0,558.0,279.0,4663
2559,80.0,219.0,99.0,6905
5078,99.0,80.0,80.0,428
6831,139.0,139.0,139.0,6191
140,159.0,0.0,179.0,4598
4863,139.0,179.0,179.0,7163
1947,179.0,159.0,179.0,1708
2159,159.0,139.0,179.0,5817
2850,258.0,159.0,99.0,2232
1173,179.0,159.0,259.0,147
5144,100.0,139.0,119.0,1842
646,119.0,279.0,179.0,4469
5537,159.0,339.0,179.0,6445
5980,159.0,159.0,99.0,3486
5641,238.0,139.0,179.0,4880
5330,238.0,139.0,179.0,2743
6995,299.0,279.0,219.0,134
2913,318.0,139.0,239.0,132
7046,299.0,99.0,80.0,5810
2427,139.0,179.0,139.0,4522
4798,99.0,99.0,119.0,3786
428,179.0,139.0,159.0,824
832,258.0,259.0,298.0,3179
137,239.0,99.0,139.0,6042
4065,239.0,179.0,179.0,4931
2053,318.0,99.0,239.0,4547
502,259.0,259.0,239.0,81
3496,119.0,139.0,159.0,5059
6368,199.0,159.0,159.0,1541
3430,259.0,139.0,179.0,6334
7000,139.0,179.0,139.0,2048
2294,278.0,199.0,179.0,392
1311,139.0,179.0,199.0,4772
4927,119.0,0.0,159.0,2816
6050,80.0,99.0,159.0,4611
2822,199.0,159.0,139.0,4621
3202,119.0,139.0,119.0,5932
6606,80.0,99.0,80.0,2822
5816,179.0,100.0,199.0,1887
5455,397.0,278.0,99.0,804
5365,259.0,278.0,179.0,3253
6612,119.0,179.0,179.0,201
4704,80.0,139.0,99.0,1086
2544,139.0,239.0,219.0,2485
160,478.0,239.0,259.0,4260
1867,179.0,179.0,139.0,3028
1815,239.0,379.0,379.0,868
2304,139.0,139.0,139.0,7551
4181,299.0,219.0,20.0,3582
3237,179.0,99.0,99.0,2003
2705,238.0,179.0,80.0,6760
5772,139.0,99.0,278.0,613
801,80.0,219.0,80.0,7147
1853,119.0,0.0,199.0,962
1915,99.0,239.0,159.0,1126
7338,80.0,199.0,199.0,6099
7032,437.0,139.0,80.0,2677
6004,179.0,99.0,99.0,5429
5074,139.0,99.0,139.0,4647
791,278.0,119.0,80.0,6812
5496,239.0,179.0,258.0,7457
5631,99.0,139.0,199.0,2962
5806,119.0,99.0,80.0,2648
1908,179.0,0.0,119.0,1355
1422,99.0,139.0,258.0,6154
2905,139.0,99.0,99.0,3371
767,80.0,258.0,139.0,3532
1990,99.0,80.0,238.0,7034
1865,238.0,179.0,139.0,2402
7507,139.0,119.0,100.0,2375
4185,80.0,139.0,179.0,6385
5136,219.0,259.0,259.0,1205
3000,140.0,179.0,399.0,1412
6629,179.0,139.0,179.0,5365
6353,199.0,219.0,159.0,7082
4138,199.0,238.0,179.0,3719
1699,119.0,119.0,179.0,2791
6898,239.0,99.0,239.0,2968
6654,219.0,159.0,139.0,6496
1042,239.0,80.0,339.0,4946
2926,258.0,100.0,80.0,2879
7414,139.0,199.0,159.0,2811
3566,99.0,159.0,139.0,293
4960,159.0,139.0,119.0,2701
5375,139.0,99.0,80.0,1200
4812,219.0,99.0,99.0,726
7286,179.0,179.0,80.0,3060
127,159.0,179.0,179.0,3331
4584,159.0,258.0,119.0,1808
2594,179.0,99.0,239.0,5161
7107,80.0,239.0,179.0,3976
3039,319.0,199.0,239.0,4954
6267,179.0,318.0,278.0,7169
5582,139.0,139.0,119.0,2459
5832,238.0,80.0,219.0,1844
3647,139.0,139.0,99.0,447
2416,259.0,139.0,219.0,6965
6165,159.0,159.0,298.0,3067
4187,139.0,0.0,238.0,5452
1057,457.0,159.0,139.0,2736
6858,239.0,139.0,119.0,6719
7048,139.0,219.0,179.0,7530
3641,119.0,139.0,219.0,4040
44,139.0,119.0,219.0,3930
5642,139.0,119.0,219.0,5225
6636,338.0,139.0,139.0,5062
3930,278.0,239.0,199.0,5659
2957,298.0,179.0,159.0,2641
2165,139.0,179.0,219.0,933
3454,298.0,219.0,179.0,2519
7602,80.0,80.0,179.0,433
6425,139.0,239.0,139.0,7398
659,199.0,199.0,139.0,5726
6249,318.0,219.0,139.0,5975
1675,179.0,398.0,119.0,5303
1028,239.0,139.0,139.0,297
1497,259.0,179.0,179.0,7251
846,338.0,99.0,139.0,576
4495,219.0,298.0,179.0,6606
6134,119.0,179.0,139.0,3208
2073,358.0,179.0,139.0,910
6281,338.0,99.0,119.0,1491
6544,179.0,119.0,258.0,3372
200,160.0,0.0,139.0,6592
4933,199.0,179.0,179.0,6156
4779,119.0,119.0,80.0,2461
113,298.0,0.0,119.0,3529
3429,179.0,139.0,159.0,1438
6608,238.0,179.0,179.0,3218
4885,80.0,80.0,99.0,485
2984,159.0,139.0,80.0,1156
5393,258.0,99.0,99.0,6246
1227,179.0,99.0,258.0,6605
2972,219.0,159.0,179.0,1990
6721,80.0,99.0,119.0,4113
6513,139.0,239.0,318.0,6490
2958,99.0,159.0,139.0,7432
7386,179.0,119.0,100.0,5035
6926,20.0,0.0,239.0,6674
4983,140.0,219.0,239.0,5779
5881,140.0,379.0,259.0,3457
5253,498.0,199.0,199.0,3540
2296,139.0,0.0,139.0,3466
2650,139.0,0.0,199.0,3076
4728,20.0,20.0,399.0,4586
875,179.0,159.0,239.0,6367
3865,219.0,80.0,159.0,698
5289,258.0,258.0,139.0,6084
2909,239.0,199.0,199.0,1926
6137,219.0,139.0,179.0,6916
4524,20.0,0.0,20.0,4919
2819,299.0,219.0,239.0,6026
2391,318.0,179.0,238.0,89
2624,99.0,199.0,139.0,6229
4655,99.0,99.0,99.0,2972
6034,119.0,338.0,219.0,408
991,199.0,338.0,378.0,3998
3735,139.0,0.0,318.0,2407
5943,99.0,159.0,199.0,7425
5696,20.0,219.0,199.0,6415
3972,298.0,139.0,159.0,4883
3318,139.0,159.0,199.0,4816
926,99.0,159.0,119.0,238
3262,139.0,139.0,119.0,5243
2196,80.0,199.0,219.0,6048
6524,379.0,319.0,259.0,754
4616,100.0,179.0,99.0,3057
3115,219.0,199.0,298.0,1526
792,99.0,99.0,99.0,3275
6429,80.0,99.0,199.0,1865
1921,319.0,279.0,219.0,4180
2970,139.0,99.0,139.0,4254
1444,99.0,100.0,139.0,1898
4742,179.0,219.0,179.0,5703
685,139.0,179.0,179.0,5005
4500,99.0,119.0,358.0,1967
4411,378.0,119.0,159.0,4101
676,318.0,159.0,159.0,3518
5911,99.0,139.0,99.0,1272
6020,219.0,239.0,80.0,4783
3108,179.0,458.0,219.0,4653
7143,239.0,239.0,80.0,5292
7542,219.0,119.0,139.0,3648
1093,20.0,139.0,279.0,6700
4424,238.0,99.0,119.0,7189
2356,398.0,219.0,239.0,6520
2751,99.0,99.0,179.0,5928
3052,80.0,258.0,119.0,5494
3129,139.0,119.0,238.0,2637
5149,239.0,159.0,179.0,4568
2865,139.0,119.0,100.0,7300
4789,179.0,179.0,80.0,5024
4405,119.0,139.0,258.0,5478
4609,754.0,0.0,139.0,7283
4369,179.0,99.0,139.0,632
568,318.0,179.0,80.0,5609
6617,119.0,0.0,258.0,3350
6916,99.0,199.0,139.0,2179
2541,179.0,100.0,219.0,2471
1208,139.0,119.0,139.0,5267
7470,159.0,199.0,139.0,7539
188,179.0,259.0,179.0,268
5897,179.0,199.0,199.0,2603
6190,139.0,139.0,179.0,6336
1474,259.0,438.0,299.0,387
5956,319.0,119.0,258.0,3347
3436,358.0,0.0,179.0,718
1268,99.0,179.0,258.0,3931
5358,159.0,119.0,139.0,5925
5055,279.0,20.0,180.0,5951
4093,198.0,139.0,139.0,5637
5534,80.0,100.0,99.0,6079
873,258.0,219.0,119.0,656
5934,139.0,0.0,318.0,1542
729,318.0,119.0,199.0,1325
3465,80.0,100.0,139.0,109
226,119.0,219.0,80.0,4500
7524,258.0,99.0,159.0,3616
4523,357.0,139.0,99.0,3965
2622,198.0,99.0,159.0,3269
1210,80.0,259.0,140.0,4714
4825,359.0,319.0,299.0,4762
2489,338.0,219.0,298.0,2347
2187,119.0,199.0,298.0,5663
582,179.0,159.0,119.0,4111
3629,259.0,219.0,258.0,190
6752,99.0,99.0,159.0,4259
7093,119.0,99.0,99.0,878
4276,219.0,179.0,199.0,6539
7236,159.0,99.0,239.0,832
3416,139.0,119.0,159.0,980
4283,99.0,100.0,239.0,234
5131,80.0,80.0,179.0,1484
5100,119.0,119.0,139.0,5806
5615,119.0,139.0,179.0,3386
6549,99.0,99.0,119.0,80
4247,139.0,119.0,159.0,2283
2166,259.0,99.0,119.0,2819
7384,179.0,298.0,99.0,4823
5990,99.0,99.0,139.0,2764
1866,357.0,179.0,139.0,2280
4693,338.0,298.0,179.0,1667
5171,298.0,0.0,139.0,7356
1424,338.0,99.0,179.0,7209
5478,99.0,258.0,139.0,5332
5725,179.0,159.0,179.0,1577
4532,419.0,80.0,119.0,101
2130,119.0,179.0,219.0,3156
2351,278.0,119.0,99.0,6029
1658,199.0,99.0,179.0,991
5519,119.0,179.0,139.0,85
6668,298.0,219.0,259.0,412
2879,139.0,119.0,119.0,3943
4646,219.0,199.0,139.0,265
7334,99.0,139.0,119.0,1233
6514,99.0,278.0,139.0,3251
274,239.0,258.0,278.0,602
2722,139.0,179.0,80.0,3008
6339,80.0,119.0,119.0,3071
3381,179.0,0.0,179.0,1391
5282,80.0,99.0,119.0,3832
3632,199.0,199.0,139.0,7388
2140,298.0,258.0,139.0,1119
392,258.0,239.0,199.0,635
5288,198.0,179.0,219.0,4936
1856,279.0,199.0,219.0,808
3591,199.0,199.0,159.0,5539
6851,338.0,0.0,199.0,867
5095,359.0,279.0,259.0,2633
6472,299.0,120.0,359.0,789
5688,199.0,179.0,219.0,6614
628,80.0,139.0,80.0,2214
4466,139.0,99.0,100.0,2162
3916,279.0,299.0,239.0,1151
3163,100.0,99.0,139.0,3739
3867,99.0,99.0,219.0,6206
5986,338.0,179.0,99.0,3733
6874,119.0,99.0,99.0,3566
759,179.0,80.0,159.0,6420
4758,119.0,119.0,119.0,7106
1673,99.0,298.0,99.0,1782
6667,159.0,0.0,119.0,2801
2492,159.0,199.0,99.0,5698
4078,218.0,99.0,80.0,4069
1,100.0,119.0,159.0,4649
2372,80.0,80.0,179.0,162
1076,119.0,99.0,139.0,1285
6115,99.0,219.0,80.0,7529
5325,159.0,139.0,199.0,1468
89,179.0,159.0,199.0,5312
2011,199.0,0.0,179.0,3644
437,179.0,179.0,159.0,5701
901,119.0,99.0,199.0,1475
2683,298.0,139.0,99.0,1938
1751,179.0,139.0,139.0,3291
5740,100.0,139.0,159.0,4303
5399,159.0,298.0,278.0,2317
2810,239.0,379.0,419.0,7235
5110,199.0,199.0,199.0,2257
1490,239.0,139.0,99.0,3127
1987,517.0,219.0,179.0,4805
4253,179.0,99.0,139.0,7122
3724,318.0,0.0,119.0,2734
7094,119.0,258.0,219.0,5749
7086,99.0,99.0,219.0,6585
4821,179.0,159.0,99.0,1818
1352,80.0,99.0,219.0,2062
982,239.0,139.0,239.0,6548
6718,139.0,298.0,119.0,3772
3110,80.0,199.0,179.0,3523
124,179.0,80.0,80.0,2111
1768,179.0,80.0,219.0,7350
6316,119.0,139.0,99.0,3241
4243,159.0,119.0,179.0,6109
5706,219.0,139.0,179.0,6768
2131,258.0,159.0,99.0,4277
1341,100.0,99.0,80.0,1537
4175,278.0,99.0,239.0,3629
2651,99.0,219.0,179.0,4908
271,259.0,179.0,80.0,5632
3141,219.0,179.0,80.0,4445
484,219.0,99.0,259.0,1451
5949,338.0,0.0,139.0,5577
4750,139.0,298.0,139.0,2135
5352,338.0,139.0,99.0,6182
7599,159.0,0.0,179.0,6704
6126,278.0,179.0,159.0,3107
4982,339.0,199.0,379.0,1310
1535,199.0,20.0,259.0,5765
7040,258.0,199.0,219.0,5789
5264,179.0,139.0,80.0,4514
2222,179.0,258.0,179.0,6937
4272,100.0,119.0,139.0,1462
3027,259.0,99.0,139.0,1394
7275,179.0,199.0,139.0,6575
1203,119.0,219.0,179.0,1292
1290,219.0,119.0,219.0,4853
788,358.0,159.0,179.0,6939
5652,160.0,159.0,139.0,7198
6801,258.0,139.0,219.0,6985
296,179.0,298.0,119.0,4085
2635,99.0,139.0,179.0,213
4234,179.0,119.0,199.0,3826
7473,99.0,219.0,179.0,3867
2311,80.0,159.0,159.0,6131
5974,99.0,99.0,159.0,6322
6325,258.0,80.0,159.0,372
6183,239.0,0.0,80.0,4495
967,179.0,159.0,119.0,5210
7185,159.0,179.0,199.0,5465
6717,238.0,119.0,179.0,1869
5689,139.0,119.0,199.0,4072
5508,278.0,179.0,159.0,890
2400,238.0,159.0,99.0,2569
3060,199.0,139.0,339.0,6382
1378,219.0,199.0,219.0,274
1850,119.0,80.0,99.0,2150
2308,278.0,99.0,199.0,6862
2429,119.0,159.0,99.0,682
1520,80.0,99.0,99.0,3484
5682,238.0,179.0,99.0,2942
5311,99.0,80.0,99.0,1250
7281,159.0,119.0,119.0,6636
6450,100.0,219.0,20.0,6401
511,239.0,219.0,119.0,1318
3849,20.0,0.0,120.0,1264
4828,179.0,179.0,298.0,1217
1832,139.0,139.0,80.0,5611
2989,80.0,179.0,119.0,5218
2167,239.0,119.0,99.0,2091
822,139.0,338.0,139.0,3270
1148,99.0,99.0,139.0,1863
2723,159.0,298.0,179.0,1387
2043,199.0,219.0,239.0,3576
4860,119.0,139.0,219.0,5728
673,99.0,159.0,159.0,4308
518,179.0,20.0,199.0,445
514,80.0,80.0,99.0,3515
2706,298.0,219.0,278.0,3036
5082,99.0,139.0,239.0,5656
5026,259.0,139.0,179.0,675
6099,179.0,119.0,139.0,2533
6321,119.0,159.0,139.0,2559
5908,298.0,199.0,199.0,3111
1130,477.0,219.0,139.0,4338
1496,139.0,119.0,199.0,200
5536,179.0,139.0,119.0,1043
7287,100.0,219.0,199.0,214
6915,199.0,139.0,179.0,2668
702,357.0,99.0,99.0,4056
6879,80.0,119.0,100.0,1530
6778,99.0,119.0,80.0,6372
90,219.0,199.0,179.0,2557
3790,139.0,238.0,179.0,3014
3800,99.0,119.0,119.0,3558
1676,80.0,139.0,80.0,5123
6140,179.0,239.0,179.0,810
7133,179.0,179.0,179.0,6138
2641,80.0,80.0,139.0,3033
2569,398.0,298.0,179.0,3476
4067,199.0,259.0,239.0,5527
6720,119.0,99.0,80.0,1639
6338,259.0,99.0,139.0,4284
7337,139.0,219.0,99.0,4175
1565,278.0,219.0,239.0,5634
5170,139.0,99.0,139.0,7021
146,219.0,99.0,238.0,237
4508,80.0,179.0,239.0,4412
1503,80.0,139.0,99.0,668
684,219.0,119.0,119.0,3836
4320,99.0,99.0,99.0,1741
41,338.0,199.0,199.0,3844
7154,179.0,239.0,159.0,2234
3607,199.0,0.0,139.0,4249
5417,278.0,139.0,119.0,5193
4356,119.0,99.0,199.0,1302
2367,80.0,159.0,119.0,4529
5863,179.0,139.0,139.0,752
2979,339.0,199.0,179.0,515
2754,279.0,120.0,219.0,3535
2306,139.0,100.0,139.0,1867
4182,299.0,0.0,319.0,4076
2629,179.0,199.0,139.0,2761
80,139.0,119.0,298.0,6923
1412,80.0,99.0,139.0,355
5728,199.0,119.0,199.0,2934
5916,159.0,179.0,119.0,4199
4641,199.0,179.0,259.0,75
3464,338.0,119.0,179.0,2415
260,239.0,199.0,199.0,4173
5107,179.0,99.0,99.0,1633
2242,637.0,20.0,219.0,1202
5499,119.0,99.0,139.0,3888
6033,99.0,99.0,139.0,5314
134,159.0,139.0,278.0,5022
5284,179.0,99.0,358.0,3782
7591,199.0,139.0,199.0,2921
1625,337.0,139.0,99.0,6316
121,119.0,219.0,159.0,5973
2268,179.0,179.0,239.0,7549
1426,219.0,179.0,179.0,4889
2820,239.0,99.0,99.0,6364
946,139.0,99.0,199.0,5633
3119,179.0,139.0,99.0,3942
1716,99.0,80.0,99.0,759
4949,139.0,99.0,119.0,3803
821,139.0,219.0,219.0,3053
1660,379.0,359.0,199.0,2601
2150,199.0,199.0,199.0,5350
6957,139.0,80.0,80.0,448
1395,99.0,219.0,179.0,6312
5930,199.0,159.0,139.0,7164
7190,219.0,179.0,139.0,547
4645,219.0,259.0,438.0,987
2257,199.0,139.0,119.0,6310
7400,199.0,159.0,159.0,2447
804,139.0,199.0,159.0,1109
7049,99.0,119.0,239.0,1657
1807,179.0,99.0,219.0,1578
3342,119.0,119.0,119.0,6725
3394,179.0,239.0,179.0,5746
7043,159.0,119.0,179.0,4105
6111,199.0,99.0,119.0,3002
6695,219.0,359.0,199.0,569
6772,736.0,119.0,199.0,6250
7356,219.0,239.0,139.0,6454
3832,139.0,139.0,80.0,4217
6077,99.0,199.0,119.0,2436
7238,239.0,199.0,140.0,479
4365,99.0,119.0,80.0,4456
4001,199.0,140.0,219.0,2629
2861,139.0,119.0,80.0,672
